InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit RUA gyroX
-791.0;-790;?;393;191.0;-516.0;-1146.0
-689.0;-796;419.0;390;144.0;-311.0;-926.0
?;-807;342.0;386;?;-112.0;?
-242.0;-795;319.0;389;-105.0;-62.0;-479.0
-193.0;-791;0.0;390;-45.0;-93.0;-433.0
-89.0;-794;-275.0;388;-17.0;?;-357.0
29.0;?;-272.0;393;64.0;?;-371.0
?;-787;-224.0;402;69.0;?;?
211.0;-780;-193.0;408;-135.0;46.0;-76.0
167.0;-780;-114.0;406;-268.0;-109.0;3.0
65.0;-784;-40.0;?;-232.0;-222.0;-265.0
54.0;-791;9.0;407;-133.0;-386.0;-334.0
86.0;-791;0.0;397;-109.0;-320.0;-440.0
83.0;-791;-28.0;398;-75.0;-89.0;-481.0
164.0;-793;-70.0;408;-7.0;93.0;-431.0
186.0;-786;-36.0;405;128.0;258.0;?
284.0;?;-15.0;407;148.0;352.0;-459.0
281.0;-787;-41.0;410;?;345.0;?
136.0;-793;-129.0;401;38.0;227.0;-226.0
-38.0;-796;-184.0;398;35.0;35.0;-162.0
-36.0;-793;-125.0;400;125.0;-38.0;-57.0
-79.0;-794;-53.0;400;105.0;-91.0;-78.0
-111.0;?;19.0;400;121.0;-53.0;?
-131.0;-795;55.0;398;92.0;-110.0;46.0
-188.0;-796;98.0;399;?;-104.0;159.0
-150.0;-788;50.0;404;?;-17.0;192.0
-15.0;-783;?;402;106.0;102.0;200.0
108.0;-788;-15.0;403;0.0;?;420.0
-32.0;?;-26.0;?;110.0;-57.0;401.0
-168.0;-786;-60.0;403;231.0;-217.0;76.0
-249.0;-791;-34.0;400;190.0;-309.0;2.0
-286.0;-788;-18.0;395;209.0;-325.0;77.0
-222.0;-791;-57.0;392;259.0;-300.0;80.0
-85.0;-791;-20.0;393;325.0;-202.0;103.0
-59.0;-791;-140.0;397;328.0;-228.0;-529.0
-130.0;-794;-153.0;403;417.0;-234.0;-264.0
-75.0;-791;-58.0;403;490.0;-150.0;?
11.0;-786;-81.0;400;410.0;?;?
10.0;-783;-103.0;404;305.0;?;-38.0
41.0;?;-26.0;406;215.0;16.0;-67.0
18.0;-782;-19.0;406;198.0;74.0;?
21.0;-786;?;408;119.0;133.0;38.0
75.0;-793;?;399;78.0;175.0;41.0
132.0;-801;-50.0;?;211.0;365.0;547.0
338.0;-796;-43.0;399;178.0;452.0;828.0
330.0;-795;-29.0;403;-76.0;468.0;?
289.0;-798;-9.0;396;-219.0;250.0;359.0
?;-793;41.0;394;-412.0;248.0;586.0
?;-787;77.0;402;-465.0;201.0;613.0
?;-787;71.0;403;-591.0;341.0;677.0
413.0;-785;?;400;-702.0;542.0;563.0
?;-782;166.0;408;-692.0;494.0;256.0
325.0;-781;147.0;410;-676.0;384.0;319.0
232.0;-779;137.0;411;-548.0;280.0;-51.0
224.0;-782;45.0;?;-563.0;208.0;-254.0
213.0;-791;326.0;400;-602.0;161.0;?
235.0;-788;66.0;405;-637.0;149.0;-133.0
266.0;-782;-44.0;404;-701.0;157.0;27.0
246.0;-785;?;407;-698.0;86.0;?
149.0;-781;-25.0;412;-395.0;61.0;-113.0
108.0;-777;47.0;410;?;34.0;-225.0
?;-785;42.0;412;-25.0;-7.0;-271.0
-30.0;-785;37.0;409;67.0;-86.0;-331.0
-34.0;-782;3.0;407;81.0;-86.0;-233.0
-9.0;-789;-42.0;408;68.0;39.0;-106.0
36.0;-795;-60.0;404;93.0;163.0;236.0
127.0;-789;-47.0;407;141.0;251.0;257.0
145.0;-785;?;?;146.0;290.0;144.0
54.0;-788;-10.0;403;?;?;-37.0
23.0;-786;-61.0;397;166.0;208.0;-146.0
-39.0;-791;-39.0;388;?;125.0;-81.0
-42.0;-792;-74.0;391;212.0;85.0;191.0
-41.0;-781;-67.0;400;?;35.0;299.0
-53.0;-783;?;400;296.0;-12.0;689.0
-68.0;-787;-136.0;405;?;?;815.0
-43.0;-784;-230.0;404;564.0;30.0;732.0
-40.0;?;?;409;695.0;80.0;1505.0
-44.0;-771;-310.0;418;843.0;175.0;2556.0
-17.0;-767;-259.0;416;959.0;202.0;?
-26.0;-770;-363.0;418;?;228.0;3863.0
-97.0;?;-305.0;?;884.0;266.0;3569.0
?;-780;-163.0;411;790.0;?;?
-67.0;-781;-94.0;410;623.0;253.0;2102.0
-64.0;?;-5.0;414;501.0;273.0;1510.0
?;-783;21.0;416;454.0;242.0;963.0
38.0;-783;56.0;409;294.0;230.0;107.0
-41.0;-785;99.0;403;200.0;221.0;-540.0
-51.0;-788;?;400;70.0;225.0;?
-51.0;-782;106.0;405;-55.0;178.0;?
-75.0;-778;28.0;414;-117.0;116.0;-404.0
-23.0;-779;13.0;414;-112.0;90.0;89.0
?;-779;5.0;?;-117.0;88.0;58.0
-39.0;-781;73.0;412;-53.0;89.0;102.0
-143.0;-784;60.0;404;27.0;85.0;?
?;-783;27.0;402;115.0;39.0;142.0
-161.0;-782;59.0;398;155.0;62.0;98.0
-144.0;-783;36.0;401;175.0;5.0;410.0
-168.0;-782;43.0;414;200.0;38.0;560.0
-70.0;-777;21.0;412;193.0;50.0;745.0
-68.0;-766;19.0;419;148.0;-13.0;830.0
-76.0;-762;73.0;427;182.0;-75.0;762.0
-102.0;-770;62.0;424;?;-109.0;690.0
-97.0;-770;-10.0;426;198.0;-151.0;553.0
-142.0;-765;-18.0;419;116.0;-197.0;677.0
-230.0;-777;7.0;414;158.0;-296.0;665.0
-182.0;-787;26.0;401;156.0;-425.0;?
-208.0;-796;52.0;385;135.0;?;168.0
?;-811;81.0;387;135.0;-586.0;-311.0
-215.0;-801;11.0;392;126.0;-578.0;-805.0
-175.0;-785;-22.0;393;62.0;-569.0;-1055.0
-104.0;-795;?;395;37.0;?;-1297.0
-86.0;-802;-145.0;390;13.0;-464.0;-1119.0
-85.0;-796;-238.0;388;14.0;-390.0;-803.0
-32.0;-797;-273.0;392;-21.0;-297.0;-526.0
?;-799;-242.0;392;5.0;-213.0;-226.0
-23.0;-800;-205.0;388;?;-188.0;-206.0
-107.0;-801;-105.0;387;58.0;-244.0;-156.0
-89.0;-800;-1.0;388;59.0;-273.0;-58.0
-158.0;-801;59.0;?;?;-293.0;-76.0
?;-801;131.0;389;28.0;-307.0;-292.0
-202.0;-799;182.0;394;114.0;-333.0;?
-186.0;-799;78.0;393;162.0;-238.0;-256.0
-143.0;?;-91.0;395;240.0;-283.0;-204.0
-65.0;-798;-211.0;389;197.0;-209.0;-189.0
18.0;-799;-273.0;387;-1.0;-81.0;-176.0
-8.0;-796;?;?;-14.0;?;-350.0
8.0;-793;-75.0;392;90.0;102.0;-251.0
78.0;-794;-63.0;395;169.0;139.0;-197.0
125.0;-797;-19.0;394;119.0;161.0;-122.0
145.0;-798;-50.0;392;?;210.0;-20.0
128.0;-795;-42.0;396;67.0;163.0;21.0
113.0;-795;-20.0;391;-9.0;57.0;-57.0
62.0;-799;-2.0;386;22.0;49.0;-40.0
-5.0;-794;2.0;390;79.0;37.0;-229.0
?;-790;17.0;394;127.0;35.0;-295.0
-48.0;-792;90.0;392;169.0;-21.0;-366.0
-2.0;-798;111.0;392;-35.0;94.0;-181.0
14.0;-801;107.0;391;-134.0;153.0;?
56.0;-797;78.0;386;-79.0;160.0;?
120.0;-800;-19.0;389;2.0;132.0;?
92.0;-798;-70.0;396;?;82.0;154.0
51.0;-793;-31.0;401;177.0;23.0;-83.0
6.0;-795;67.0;398;204.0;22.0;?
-22.0;-795;?;392;96.0;5.0;-211.0
-78.0;-794;178.0;?;36.0;?;-29.0
-40.0;-797;162.0;399;47.0;78.0;209.0
128.0;-793;13.0;396;128.0;364.0;432.0
369.0;-789;-78.0;399;109.0;579.0;538.0
558.0;-788;-181.0;403;?;829.0;?
?;-785;-175.0;408;?;1111.0;614.0
831.0;-781;-116.0;414;-226.0;1100.0;513.0
850.0;-774;?;412;-305.0;1045.0;401.0
649.0;-771;14.0;412;-322.0;?;320.0
505.0;-773;105.0;412;-205.0;929.0;233.0
451.0;-775;162.0;415;-25.0;855.0;78.0
?;-773;252.0;416;132.0;773.0;?
305.0;-762;273.0;419;242.0;671.0;-35.0
145.0;-754;281.0;449;330.0;561.0;-1.0
?;-747;229.0;459;176.0;408.0;-56.0
74.0;-738;206.0;461;-113.0;345.0;-89.0
-69.0;-730;194.0;476;-225.0;234.0;-50.0
-185.0;-726;179.0;467;-309.0;104.0;?
-188.0;-729;169.0;?;-282.0;101.0;10.0
-253.0;-734;171.0;464;-369.0;?;66.0
?;-726;138.0;450;-480.0;-168.0;51.0
-474.0;-727;201.0;434;-492.0;-206.0;4.0
-406.0;-723;293.0;443;-281.0;-330.0;-78.0
-373.0;-702;217.0;481;14.0;-710.0;-83.0
-665.0;-706;276.0;486;491.0;-1260.0;-69.0
-956.0;-713;241.0;470;?;-1664.0;-52.0
-1351.0;-713;261.0;472;?;-2087.0;20.0
-1926.0;-712;235.0;479;1288.0;-2444.0;58.0
-2426.0;-702;481.0;486;915.0;-2241.0;53.0
-2457.0;-699;464.0;486;631.0;-1469.0;100.0
-1934.0;-704;?;479;357.0;-636.0;266.0
-1890.0;-716;387.0;474;-91.0;?;390.0
-1748.0;-727;318.0;471;-282.0;907.0;479.0
-1529.0;-723;395.0;472;-313.0;1016.0;419.0
-1159.0;-720;318.0;477;79.0;564.0;321.0
-782.0;?;219.0;472;40.0;790.0;290.0
-432.0;-730;150.0;?;-474.0;827.0;322.0
-144.0;-736;40.0;461;-590.0;758.0;350.0
-12.0;-737;-69.0;?;-546.0;638.0;406.0
153.0;-733;-62.0;458;-433.0;682.0;429.0
233.0;-730;?;463;-213.0;487.0;352.0
178.0;-726;-85.0;463;-236.0;305.0;222.0
80.0;-727;-52.0;464;-241.0;272.0;148.0
?;?;?;?;-288.0;274.0;93.0
-61.0;-725;17.0;468;-331.0;232.0;-7.0
-99.0;-715;10.0;475;-211.0;117.0;-53.0
3.0;-714;-46.0;479;36.0;-159.0;-85.0
51.0;?;-168.0;468;-40.0;-421.0;-146.0
43.0;-719;-191.0;457;-149.0;-867.0;-241.0
-26.0;?;-148.0;?;-121.0;-1237.0;-247.0
88.0;-726;?;468;-144.0;-1301.0;-232.0
160.0;-721;-169.0;471;-25.0;-1058.0;-175.0
301.0;-724;-190.0;473;54.0;-845.0;-13.0
386.0;-724;-171.0;474;81.0;?;86.0
468.0;-726;-189.0;466;216.0;319.0;?
531.0;-733;-147.0;461;342.0;546.0;159.0
414.0;-733;-213.0;463;562.0;989.0;-65.0
697.0;-734;-276.0;462;391.0;960.0;-94.0
624.0;-736;?;?;?;1153.0;10.0
676.0;-734;?;463;117.0;?;-41.0
?;-734;-219.0;458;40.0;?;-426.0
484.0;-736;-136.0;456;118.0;194.0;-913.0
256.0;-735;-79.0;457;204.0;106.0;-614.0
139.0;-739;?;457;258.0;?;-129.0
121.0;-744;-93.0;453;312.0;67.0;?
81.0;-739;?;448;399.0;208.0;-40.0
55.0;-737;-128.0;?;406.0;?;-184.0
-16.0;-736;-82.0;464;340.0;80.0;-193.0
-52.0;?;-47.0;457;263.0;57.0;-224.0
-28.0;?;-62.0;453;173.0;-10.0;-298.0
-26.0;?;-90.0;460;77.0;?;-465.0
?;-737;-111.0;459;117.0;-289.0;-383.0
-90.0;?;-161.0;453;68.0;-359.0;-167.0
-152.0;-735;-90.0;459;10.0;-285.0;25.0
-89.0;?;-96.0;458;-81.0;-127.0;462.0
96.0;-742;-106.0;451;-114.0;?;477.0
124.0;-746;-81.0;456;-127.0;83.0;?
146.0;-744;-70.0;457;-100.0;85.0;343.0
?;-736;-47.0;458;12.0;108.0;170.0
120.0;-738;-81.0;457;43.0;145.0;-126.0
?;-742;-46.0;449;114.0;100.0;-569.0
54.0;-742;-38.0;449;141.0;71.0;-982.0
3.0;-743;14.0;?;146.0;30.0;-1195.0
4.0;-733;-35.0;459;197.0;-38.0;-1086.0
-9.0;-737;-81.0;463;167.0;39.0;-859.0
-32.0;-750;-26.0;463;?;51.0;-409.0
70.0;-752;-62.0;453;-42.0;8.0;-100.0
114.0;-759;-40.0;440;18.0;22.0;41.0
121.0;-759;-101.0;440;-55.0;63.0;311.0
?;-746;-126.0;448;-140.0;18.0;266.0
158.0;-732;-158.0;461;-240.0;63.0;211.0
206.0;-730;-125.0;464;-266.0;130.0;?
276.0;-729;-65.0;461;?;17.0;106.0
169.0;-730;-33.0;461;-258.0;31.0;-71.0
162.0;-753;-37.0;445;-160.0;34.0;-420.0
80.0;-775;6.0;432;-49.0;-96.0;-823.0
21.0;-779;-82.0;423;14.0;-258.0;-678.0
60.0;-785;-140.0;409;-101.0;-115.0;-56.0
109.0;-779;-266.0;?;-119.0;102.0;506.0
206.0;-753;-173.0;444;-82.0;237.0;657.0
216.0;-744;-101.0;449;?;218.0;555.0
?;?;-72.0;436;?;73.0;349.0
?;-763;-17.0;431;-91.0;72.0;60.0
117.0;-758;?;?;-80.0;75.0;-297.0
87.0;-758;-14.0;433;-67.0;?;-560.0
60.0;-758;8.0;436;22.0;-95.0;-852.0
56.0;-757;50.0;?;-31.0;-196.0;-949.0
5.0;-763;16.0;435;?;-141.0;-526.0
8.0;-768;-40.0;434;-116.0;56.0;326.0
67.0;-764;-74.0;435;-28.0;236.0;737.0
94.0;-761;-58.0;434;-7.0;146.0;?
18.0;-768;-51.0;431;-50.0;54.0;720.0
7.0;-770;-12.0;430;-77.0;55.0;641.0
73.0;-757;-13.0;432;-61.0;50.0;414.0
90.0;-747;31.0;?;-43.0;41.0;-79.0
?;?;104.0;438;?;68.0;-368.0
29.0;-753;133.0;435;-33.0;115.0;-524.0
20.0;-756;150.0;436;-34.0;118.0;-610.0
40.0;-755;74.0;437;-43.0;?;-651.0
7.0;-750;35.0;436;47.0;53.0;-469.0
-30.0;-751;20.0;438;74.0;-52.0;-406.0
-61.0;-751;57.0;445;?;-64.0;-238.0
-54.0;-750;22.0;446;32.0;1.0;231.0
-6.0;-754;18.0;440;?;-5.0;?
23.0;-753;-26.0;444;?;-4.0;566.0
44.0;?;-44.0;440;-28.0;-35.0;559.0
19.0;-760;?;440;-104.0;-82.0;622.0
6.0;-760;-28.0;443;-81.0;-100.0;580.0
99.0;-754;-48.0;436;-101.0;-2.0;?
152.0;-757;-78.0;437;-60.0;140.0;?
168.0;-761;-113.0;430;-23.0;138.0;?
?;-757;3.0;432;74.0;175.0;-243.0
7.0;-755;47.0;441;123.0;205.0;-740.0
-44.0;-756;74.0;437;141.0;253.0;-913.0
-57.0;-756;72.0;439;141.0;218.0;-1332.0
-105.0;-752;46.0;438;102.0;127.0;-1563.0
-128.0;-753;53.0;432;128.0;50.0;-1136.0
-116.0;-755;31.0;?;-17.0;-50.0;-636.0
-102.0;-760;?;435;?;-176.0;-280.0
-96.0;-761;42.0;?;123.0;?;-202.0
-78.0;-752;24.0;?;245.0;-63.0;-24.0
-4.0;?;-7.0;444;249.0;-2.0;185.0
26.0;-750;-30.0;445;207.0;42.0;?
43.0;-751;-14.0;447;189.0;154.0;493.0
53.0;-759;-20.0;441;135.0;115.0;468.0
62.0;-764;-43.0;439;31.0;29.0;?
41.0;-760;-42.0;448;-80.0;20.0;505.0
?;-757;?;446;-70.0;66.0;684.0
?;-752;-46.0;?;-71.0;81.0;540.0
75.0;-747;53.0;443;?;67.0;?
?;-742;13.0;443;40.0;?;33.0
0.0;-743;65.0;447;100.0;76.0;-349.0
-49.0;-748;66.0;451;125.0;47.0;-551.0
-119.0;-750;66.0;446;129.0;?;-823.0
-119.0;-750;69.0;442;32.0;-180.0;?
-42.0;-749;72.0;450;-256.0;-383.0;-83.0
-4.0;-748;19.0;?;-373.0;-258.0;513.0
86.0;-748;-1.0;446;-318.0;-172.0;857.0
136.0;-748;-39.0;446;-300.0;-159.0;1021.0
127.0;-747;-19.0;449;?;-160.0;1152.0
91.0;-739;-102.0;457;-98.0;-72.0;1238.0
94.0;-741;?;454;57.0;57.0;1316.0
107.0;-753;-119.0;438;105.0;122.0;1384.0
116.0;-758;-90.0;435;37.0;?;1365.0
166.0;-755;-28.0;443;11.0;126.0;1321.0
298.0;-746;?;453;45.0;346.0;?
409.0;-742;?;459;6.0;425.0;1123.0
413.0;-744;?;452;-54.0;417.0;?
421.0;-744;29.0;?;-237.0;393.0;203.0
369.0;-750;?;452;-477.0;197.0;193.0
59.0;-753;4.0;439;-509.0;-91.0;217.0
-130.0;-747;84.0;432;-356.0;-228.0;477.0
-250.0;-751;113.0;440;?;-292.0;663.0
-366.0;-764;132.0;442;177.0;-285.0;591.0
-452.0;-755;?;443;?;-316.0;368.0
-525.0;-747;222.0;445;295.0;-358.0;?
-559.0;-762;160.0;441;211.0;-290.0;-391.0
-517.0;-762;240.0;439;65.0;?;-877.0
-441.0;-759;221.0;?;16.0;-68.0;?
-391.0;-761;217.0;438;-90.0;36.0;-908.0
-280.0;-751;102.0;?;-190.0;141.0;-507.0
-160.0;?;-45.0;441;-390.0;?;?
-15.0;-743;16.0;444;-442.0;46.0;327.0
-37.0;-737;-103.0;457;-466.0;126.0;157.0
-45.0;-735;20.0;452;?;123.0;-15.0
-28.0;-735;0.0;454;-337.0;159.0;4.0
-4.0;?;10.0;460;-312.0;213.0;45.0
11.0;-740;48.0;?;-335.0;196.0;15.0
-22.0;-738;131.0;449;-248.0;123.0;29.0
-70.0;-748;159.0;460;-171.0;?;-49.0
?;-745;98.0;457;-144.0;197.0;-156.0
-82.0;-740;149.0;454;?;125.0;-81.0
-75.0;-746;71.0;?;-26.0;207.0;-51.0
-44.0;-742;42.0;453;-43.0;?;-135.0
-62.0;-741;73.0;447;?;136.0;-113.0
-66.0;-745;86.0;440;-33.0;143.0;16.0
?;-745;115.0;445;111.0;163.0;115.0
-26.0;?;172.0;452;150.0;?;126.0
-2.0;-733;92.0;456;215.0;-77.0;126.0
-62.0;-732;121.0;?;248.0;-307.0;109.0
-203.0;-732;90.0;466;184.0;?;50.0
-165.0;-730;142.0;462;140.0;-376.0;76.0
-160.0;-727;61.0;466;201.0;-443.0;104.0
-177.0;?;53.0;465;?;-515.0;88.0
-174.0;-745;?;453;284.0;-644.0;72.0
-168.0;-770;-134.0;435;272.0;-720.0;90.0
-156.0;-780;-84.0;?;233.0;-689.0;-45.0
-37.0;-773;-27.0;425;162.0;-994.0;?
-23.0;-773;-35.0;427;201.0;-1163.0;-425.0
104.0;-770;-91.0;431;-42.0;-1061.0;-722.0
230.0;-764;-74.0;438;-394.0;-703.0;?
?;?;-58.0;427;-1234.0;-547.0;-1267.0
1137.0;-762;?;433;-2261.0;6.0;-1696.0
1375.0;-769;-113.0;425;-2652.0;1082.0;-1932.0
?;-789;-225.0;405;-2564.0;1868.0;-2146.0
1387.0;-794;-300.0;407;-2140.0;?;-2187.0
1057.0;-793;-415.0;401;-1171.0;1855.0;-1908.0
803.0;?;-365.0;393;-719.0;1583.0;?
317.0;-807;-200.0;399;-544.0;930.0;-1356.0
-151.0;-805;-179.0;403;-266.0;515.0;-1413.0
-246.0;-807;?;399;84.0;248.0;?
-308.0;-800;28.0;401;374.0;-155.0;-822.0
-409.0;-791;-152.0;406;571.0;?;-990.0
?;-791;-119.0;405;?;116.0;?
-198.0;-788;-251.0;?;?;154.0;-442.0
?;-799;-315.0;399;526.0;146.0;-242.0
113.0;-810;-281.0;392;437.0;?;-44.0
121.0;-806;-354.0;398;388.0;170.0;-275.0
156.0;-807;-368.0;397;306.0;168.0;-299.0
?;-807;-279.0;396;85.0;-121.0;?
?;-807;-165.0;398;107.0;-103.0;-202.0
159.0;-801;-123.0;393;157.0;35.0;-188.0
230.0;-795;-126.0;?;111.0;?;?
219.0;-794;-137.0;401;208.0;?;89.0
160.0;-787;-138.0;394;233.0;-373.0;61.0
-57.0;-791;-133.0;400;409.0;-300.0;135.0
?;-793;-105.0;407;488.0;-548.0;308.0
-179.0;-794;-106.0;395;573.0;-670.0;273.0
-316.0;-804;-114.0;389;628.0;-649.0;618.0
?;-806;-132.0;392;970.0;-736.0;871.0
-343.0;-803;-144.0;392;1167.0;-623.0;?
-243.0;-801;-103.0;395;?;-421.0;1069.0
-41.0;-800;-99.0;396;1386.0;-274.0;912.0
31.0;-801;-53.0;395;1443.0;-150.0;415.0
25.0;-803;-112.0;395;1256.0;29.0;237.0
174.0;-803;-29.0;396;1075.0;90.0;69.0
107.0;-803;-94.0;396;757.0;94.0;-42.0
35.0;?;-79.0;392;302.0;110.0;77.0
?;?;-91.0;394;231.0;149.0;271.0
?;-798;?;395;16.0;94.0;169.0
-43.0;-801;-48.0;393;-56.0;?;58.0
22.0;?;17.0;393;4.0;132.0;-42.0
97.0;-803;7.0;388;32.0;183.0;-62.0
119.0;?;-5.0;388;18.0;?;-82.0
?;-807;-39.0;389;38.0;300.0;-144.0
132.0;-809;-4.0;?;106.0;292.0;-51.0
157.0;-808;-8.0;388;9.0;358.0;57.0
143.0;?;-16.0;390;?;332.0;160.0
136.0;-807;-7.0;389;-19.0;253.0;122.0
92.0;-806;-18.0;391;37.0;155.0;89.0
60.0;-801;-30.0;391;?;114.0;-69.0
67.0;-798;-14.0;391;5.0;29.0;-65.0
37.0;-802;-27.0;389;-17.0;22.0;-99.0
59.0;-805;-7.0;390;28.0;161.0;41.0
182.0;-807;-32.0;395;192.0;192.0;128.0
173.0;-804;-63.0;393;?;?;76.0
146.0;-801;-37.0;392;314.0;79.0;-129.0
?;-803;-70.0;394;160.0;72.0;?
181.0;?;-17.0;394;157.0;156.0;?
?;?;-13.0;394;113.0;155.0;-521.0
?;-809;53.0;390;-1.0;138.0;-647.0
453.0;?;?;393;-97.0;361.0;-664.0
551.0;-800;65.0;396;-248.0;458.0;-556.0
468.0;-805;55.0;393;-378.0;623.0;-363.0
473.0;-802;89.0;?;-529.0;677.0;-363.0
495.0;?;61.0;400;-761.0;729.0;-544.0
356.0;-802;102.0;396;-764.0;804.0;-574.0
344.0;-804;143.0;395;-719.0;671.0;-631.0
44.0;-797;206.0;?;-301.0;309.0;-594.0
-108.0;-796;151.0;396;?;76.0;-531.0
-195.0;-798;151.0;401;-136.0;88.0;-389.0
-295.0;-797;113.0;406;-303.0;14.0;-351.0
-206.0;-794;45.0;405;-176.0;102.0;?
20.0;-786;25.0;413;-107.0;175.0;130.0
19.0;-821;23.0;401;-115.0;95.0;57.0
6.0;-809;?;357;-193.0;47.0;-19.0
-22.0;-789;?;395;-185.0;23.0;-193.0
-155.0;-815;133.0;494;-76.0;-51.0;-301.0
-157.0;-795;156.0;493;14.0;32.0;?
-193.0;-858;137.0;453;-7.0;?;-303.0
-373.0;-803;?;421;-60.0;-72.0;-328.0
-381.0;-607;167.0;298;-40.0;57.0;-422.0
-373.0;-720;?;292;-106.0;87.0;-375.0
-394.0;-976;145.0;505;-123.0;162.0;-57.0
-379.0;-1016;123.0;567;-71.0;219.0;318.0
-226.0;-933;90.0;411;-164.0;239.0;515.0
-84.0;?;46.0;?;-169.0;210.0;786.0
26.0;-756;-26.0;436;-201.0;105.0;?
139.0;-761;-150.0;471;-200.0;-52.0;1095.0
254.0;-762;-269.0;441;-122.0;-177.0;1047.0
328.0;?;?;?;80.0;-383.0;1358.0
159.0;-815;-104.0;365;415.0;-719.0;1522.0
-38.0;-812;-53.0;375;?;-1040.0;1536.0
-460.0;-798;27.0;392;?;-1252.0;1692.0
?;-798;-25.0;393;1091.0;-1262.0;?
-1211.0;-772;-15.0;429;993.0;-1035.0;1677.0
-1493.0;-765;?;437;775.0;?;?
-1782.0;?;64.0;430;543.0;-809.0;1666.0
-1992.0;-767;93.0;439;297.0;-488.0;1581.0
-2224.0;-769;91.0;435;138.0;336.0;1472.0
-2508.0;-770;188.0;?;-7.0;1200.0;1234.0
-2217.0;-773;118.0;?;-53.0;1798.0;713.0
-1930.0;?;69.0;422;?;2245.0;300.0
-1260.0;-769;58.0;424;-83.0;2232.0;101.0
-742.0;-766;124.0;430;-161.0;2184.0;87.0
-238.0;-768;984.0;432;-132.0;1779.0;206.0
321.0;-771;1600.0;428;-196.0;?;?
366.0;-776;353.0;426;-277.0;1168.0;303.0
383.0;-774;?;425;-301.0;1296.0;293.0
261.0;-779;-462.0;414;-357.0;1264.0;232.0
151.0;-789;-484.0;407;9.0;1119.0;191.0
141.0;-788;-327.0;413;478.0;816.0;143.0
37.0;-787;-157.0;412;595.0;796.0;96.0
245.0;-779;54.0;413;158.0;197.0;53.0
235.0;?;182.0;?;-50.0;-89.0;45.0
311.0;-778;141.0;423;128.0;-467.0;44.0
?;-785;22.0;414;89.0;-1075.0;16.0
357.0;-782;-127.0;417;-68.0;-1343.0;-22.0
?;-783;-167.0;420;-86.0;-1624.0;-48.0
?;-778;-153.0;425;?;-2146.0;-23.0
?;-774;?;426;31.0;-2766.0;?
-120.0;-778;35.0;426;-218.0;-2710.0;-22.0
-297.0;-777;103.0;422;-311.0;-2401.0;-199.0
-661.0;?;138.0;416;5.0;-1996.0;-317.0
-983.0;-782;66.0;?;10.0;-1550.0;?
-984.0;-783;118.0;418;-33.0;-1308.0;-219.0
-1094.0;-777;91.0;417;101.0;-1251.0;-293.0
-1059.0;-765;77.0;435;-99.0;-1014.0;-391.0
?;-756;157.0;447;-585.0;-862.0;-535.0
-975.0;-756;175.0;447;-562.0;-1001.0;-746.0
-895.0;?;196.0;?;-295.0;-1110.0;-970.0
-793.0;-748;244.0;459;-194.0;-948.0;-696.0
-729.0;-748;771.0;448;-46.0;?;-1249.0
-525.0;?;392.0;444;196.0;-592.0;-904.0
-402.0;-757;335.0;444;371.0;-365.0;-993.0
-419.0;-752;187.0;443;408.0;-330.0;-794.0
-187.0;?;140.0;444;162.0;?;-678.0
-204.0;-760;109.0;442;-244.0;-373.0;-672.0
-96.0;-771;?;428;-533.0;-257.0;-446.0
?;-786;84.0;410;-767.0;60.0;-414.0
32.0;?;?;398;-1012.0;355.0;-196.0
166.0;-801;-22.0;398;-774.0;759.0;-295.0
339.0;-786;-187.0;413;-421.0;994.0;-345.0
626.0;?;-261.0;420;-79.0;911.0;120.0
994.0;-792;-306.0;405;-187.0;917.0;399.0
?;-793;-291.0;401;66.0;1322.0;68.0
1029.0;?;-263.0;408;214.0;1337.0;-40.0
987.0;-789;-217.0;404;212.0;1284.0;-71.0
963.0;?;-168.0;404;?;829.0;?
818.0;-799;-286.0;399;160.0;653.0;9.0
1029.0;-800;?;392;-243.0;369.0;119.0
1208.0;-792;-221.0;400;-494.0;55.0;104.0
1287.0;-787;-245.0;411;?;137.0;85.0
?;?;-236.0;412;-458.0;342.0;31.0
1562.0;-794;?;406;-509.0;309.0;241.0
1727.0;-788;-384.0;407;-599.0;308.0;402.0
1593.0;-788;-372.0;400;-599.0;431.0;370.0
1425.0;?;?;402;-760.0;634.0;?
1225.0;-794;-213.0;396;-607.0;766.0;-72.0
804.0;-811;?;381;-231.0;690.0;52.0
384.0;-786;-178.0;412;?;291.0;-46.0
148.0;-768;-69.0;432;439.0;29.0;?
51.0;-773;?;426;318.0;?;-587.0
?;-786;-156.0;414;298.0;-89.0;-368.0
205.0;-806;-41.0;391;?;-95.0;-36.0
226.0;-806;-104.0;382;320.0;-106.0;50.0
181.0;-805;-146.0;380;?;-173.0;78.0
68.0;-797;-109.0;395;155.0;-23.0;88.0
-13.0;-778;-101.0;420;143.0;184.0;-55.0
8.0;-788;-95.0;409;120.0;130.0;-127.0
?;-801;-28.0;396;?;?;-97.0
18.0;-800;-27.0;397;-10.0;-7.0;?
-3.0;-818;-22.0;375;-78.0;12.0;-13.0
93.0;-820;-121.0;378;-164.0;-11.0;-118.0
