InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
0;?;-834.0;-257;-47;0;-27.0;47;?;-153.0;20;-75.0
2;-9;-519.0;-257;-30;-3;316.0;30;-311.0;-160.0;-9;-220.0
-3;-4;-340.0;-260;18;-5;635.0;-18;-357.0;-171.0;-4;?
3;-4;-141.0;-259;0;0;969.0;0;-192.0;-171.0;-4;-24.0
6;-3;-58.0;-258;-8;?;1237.0;8;-152.0;-172.0;-3;150.0
2;-13;-152.0;-257;4;0;1497.0;-4;-282.0;-165.0;-13;254.0
5;-9;-225.0;-257;11;0;1621.0;-11;?;-143.0;-9;242.0
7;-10;-563.0;-258;16;-1;1650.0;-16;-248.0;-163.0;-10;343.0
?;-36;-940.0;?;6;0;1664.0;-6;-244.0;-144.0;-36;520.0
1;-19;-1306.0;-258;7;-2;1502.0;-7;-220.0;-139.0;?;?
-3;3;-1114.0;?;?;-3;1303.0;11;-210.0;-124.0;3;444.0
-1;7;-1098.0;-258;-39;0;869.0;39;-212.0;-129.0;7;61.0
0;4;?;?;-17;0;662.0;17;-218.0;-149.0;4;1.0
?;8;-826.0;-261;24;-2;381.0;-24;-200.0;-120.0;8;17.0
-3;5;-642.0;-260;16;-2;130.0;-16;-193.0;-139.0;5;35.0
-4;-23;-775.0;?;-20;-2;204.0;20;-246.0;-123.0;-23;?
-2;-7;-910.0;-261;-20;-4;97.0;20;-232.0;-147.0;-7;258.0
0;17;-875.0;-257;-8;1;81.0;8;-199.0;-142.0;17;344.0
4;?;-618.0;-258;-21;1;29.0;21;-170.0;-151.0;18;275.0
8;43;-452.0;-260;-35;-2;-72.0;35;-163.0;-150.0;?;-15.0
7;36;-438.0;-260;-33;-2;?;?;-200.0;-153.0;36;-32.0
7;-18;-385.0;-261;-10;-5;-80.0;?;-207.0;-159.0;-18;20.0
0;-19;-220.0;-252;16;6;-105.0;-16;-180.0;-135.0;-19;?
0;13;-100.0;-249;3;10;?;-3;-194.0;-135.0;13;273.0
?;14;31.0;-256;-18;1;-135.0;?;-209.0;-139.0;14;-38.0
3;19;97.0;-254;-9;5;-93.0;9;-188.0;-148.0;19;-135.0
2;27;45.0;-256;26;5;-80.0;?;-183.0;-140.0;27;-124.0
-1;-4;90.0;-260;36;-2;-76.0;-36;-260.0;-135.0;-4;-107.0
5;-39;?;-260;-12;-1;?;12;-285.0;-140.0;-39;27.0
?;-6;108.0;-260;13;0;-96.0;-13;-200.0;-149.0;-6;-24.0
-3;?;91.0;-260;30;-1;?;-30;-276.0;-149.0;53;-23.0
0;39;50.0;-260;-17;0;-79.0;17;?;-169.0;39;-28.0
?;?;68.0;-260;-14;-1;-103.0;14;-343.0;-153.0;-13;-29.0
2;-13;21.0;-259;-8;0;-87.0;8;-271.0;-161.0;-13;0.0
2;24;39.0;-256;25;4;-52.0;-25;-179.0;-131.0;24;?
-3;40;-7.0;-254;29;5;-29.0;-29;-235.0;-132.0;40;-38.0
?;15;4.0;-258;1;-1;-43.0;?;-160.0;-155.0;15;-67.0
3;-4;10.0;-262;7;-4;-66.0;-7;-98.0;-168.0;-4;?
1;14;27.0;-262;-2;-5;-44.0;?;-134.0;-150.0;14;27.0
2;20;63.0;-263;-4;-6;?;4;-152.0;-165.0;20;-15.0
-4;7;?;-259;3;1;-152.0;-3;?;-158.0;7;?
-6;7;296.0;-260;38;0;-135.0;-38;-83.0;-163.0;7;-157.0
-2;6;577.0;-261;35;-2;?;?;-50.0;-155.0;6;-249.0
-5;18;876.0;-254;-27;7;-279.0;27;-84.0;-147.0;18;-287.0
-5;18;?;-254;-27;7;-264.0;27;-35.0;-136.0;18;-365.0
-3;-12;1578.0;-258;-4;1;?;4;-50.0;-154.0;-12;-299.0
-3;-3;?;-258;-6;1;-164.0;6;-78.0;-125.0;-3;-436.0
2;2;1847.0;-263;7;-4;-202.0;-7;-85.0;-144.0;2;-622.0
1;0;2128.0;-266;?;-7;-129.0;-32;?;?;0;-395.0
-2;39;2179.0;-264;13;-5;-63.0;-13;-156.0;-131.0;39;-387.0
2;32;2091.0;-263;-30;-3;-96.0;30;-179.0;-141.0;32;-511.0
1;?;2040.0;-260;-16;-2;-32.0;16;-151.0;-130.0;?;-333.0
-3;11;2070.0;-261;11;-3;?;-11;-160.0;-121.0;11;-175.0
-1;33;2000.0;-262;-1;-2;7.0;1;-151.0;-134.0;33;-65.0
0;19;1948.0;-257;1;4;91.0;-1;-160.0;-140.0;19;44.0
2;-16;1880.0;-259;17;2;224.0;-17;-149.0;-143.0;-16;197.0
2;-19;1705.0;-259;17;1;?;?;-168.0;-135.0;-19;308.0
-2;19;1553.0;-256;12;7;251.0;-12;-163.0;-136.0;19;271.0
-3;16;1442.0;-260;-7;0;?;7;-145.0;?;?;238.0
-3;-12;1335.0;-261;-12;-2;309.0;12;?;-150.0;?;247.0
-3;0;1216.0;?;-2;2;335.0;2;-143.0;-132.0;0;225.0
2;-5;1141.0;-263;7;-4;344.0;-7;-135.0;-118.0;-5;227.0
1;-26;1037.0;-263;-5;-3;378.0;5;-131.0;-134.0;-26;174.0
?;2;972.0;?;-52;0;359.0;52;-133.0;-161.0;?;140.0
1;25;?;-258;-27;1;420.0;?;?;-125.0;25;67.0
-1;?;921.0;-259;?;0;401.0;?;-111.0;-139.0;5;-12.0
-2;-15;810.0;-260;?;-2;365.0;21;-141.0;-151.0;-15;-74.0
8;16;?;-263;27;-5;353.0;-27;-142.0;-140.0;16;-21.0
3;35;699.0;-265;3;-6;341.0;-3;-130.0;-130.0;35;19.0
0;-26;553.0;-259;-47;1;274.0;47;-127.0;-132.0;-26;-105.0
2;-8;471.0;?;13;?;238.0;-13;-151.0;-145.0;-8;-112.0
-3;24;328.0;-259;40;-1;191.0;-40;-122.0;-148.0;24;-63.0
-4;-34;214.0;-258;-36;1;128.0;36;-99.0;-140.0;-34;-74.0
1;-27;190.0;-258;-36;1;65.0;36;-117.0;-139.0;-27;-43.0
?;28;151.0;-261;17;-2;24.0;-17;-124.0;-151.0;28;-52.0
-2;?;?;-256;-10;1;-24.0;10;-95.0;-155.0;35;29.0
3;-14;35.0;-255;?;3;-52.0;?;-121.0;-122.0;-14;-72.0
3;-13;69.0;-260;46;-1;16.0;-46;-109.0;-129.0;-13;-62.0
-3;41;68.0;-260;-11;-2;-30.0;11;-109.0;-130.0;41;-14.0
-1;29;22.0;-257;-24;2;1.0;24;-113.0;-140.0;29;-15.0
-1;18;38.0;?;16;3;-31.0;-16;-121.0;-141.0;18;-3.0
0;49;55.0;-257;34;3;?;-34;-131.0;-151.0;49;-65.0
-1;23;50.0;-259;-11;-1;7.0;11;-124.0;-131.0;23;-67.0
-3;-26;57.0;-260;-15;-3;26.0;15;?;-143.0;?;?
4;-23;14.0;-260;-8;-2;1.0;8;?;-148.0;-23;42.0
2;-6;-17.0;-261;-34;-2;3.0;34;-102.0;-130.0;-6;12.0
-7;-2;18.0;-257;24;3;-13.0;-24;-93.0;-146.0;-2;-26.0
?;-13;81.0;-258;16;2;-42.0;-16;-99.0;-146.0;-13;-50.0
4;-8;69.0;-265;-15;-6;-76.0;15;-112.0;-125.0;-8;-94.0
?;?;62.0;-260;42;?;-84.0;-42;-84.0;-123.0;10;-170.0
-2;16;57.0;-261;10;-2;-90.0;-10;-96.0;-138.0;16;-199.0
2;17;-11.0;-267;-26;-9;-69.0;26;-99.0;?;17;-143.0
0;7;10.0;-257;17;1;-57.0;-17;-94.0;-149.0;7;-82.0
2;15;63.0;-261;-18;-3;-19.0;18;-87.0;?;15;-114.0
4;34;?;-262;-41;-4;24.0;41;-86.0;-127.0;34;-55.0
2;33;52.0;-254;-7;4;22.0;7;-75.0;-141.0;33;18.0
2;-8;-10.0;-261;-14;-3;-5.0;?;-91.0;-132.0;-8;11.0
3;-36;-21.0;-260;?;-2;6.0;6;-87.0;-131.0;-36;-67.0
0;-9;12.0;-253;10;6;-27.0;?;-93.0;-121.0;-9;5.0
-6;-16;16.0;-254;33;6;-10.0;-33;-85.0;-132.0;-16;0.0
-5;?;43.0;-257;27;?;-18.0;-27;-66.0;-143.0;-15;?
2;36;11.0;?;6;1;16.0;-6;-77.0;-151.0;36;-59.0
1;25;3.0;?;7;1;-26.0;-7;-97.0;-137.0;25;?
-3;-5;47.0;-260;?;-1;18.0;13;-87.0;-131.0;-5;-21.0
2;7;?;-259;?;0;-11.0;-12;-79.0;-131.0;7;-60.0
2;-5;-17.0;-257;28;2;-35.0;-28;-94.0;-131.0;-5;-22.0
1;7;16.0;-260;-6;-1;-26.0;6;-82.0;-130.0;7;-17.0
2;25;?;-260;3;-1;-11.0;-3;-83.0;-135.0;25;-29.0
-2;-5;0.0;-254;?;6;?;-17;-70.0;-149.0;-5;4.0
0;1;3.0;-254;28;5;-16.0;-28;-90.0;-145.0;1;-15.0
-1;6;27.0;-256;75;3;18.0;-75;-83.0;-132.0;6;17.0
-3;-15;-1.0;-258;45;2;-23.0;-45;?;-130.0;-15;-6.0
2;9;-21.0;-261;-2;-1;-4.0;?;-91.0;-140.0;9;-19.0
1;25;-14.0;-260;7;?;-3.0;-7;-95.0;-141.0;25;-12.0
-2;6;20.0;-260;-13;-2;3.0;13;-86.0;?;6;-19.0
0;-4;-1.0;-262;-9;-2;-5.0;9;-94.0;-131.0;-4;34.0
?;-7;10.0;-262;3;-2;-3.0;-3;-103.0;-131.0;-7;7.0
3;8;-31.0;?;-11;-1;10.0;11;-84.0;-131.0;8;20.0
2;30;33.0;-262;9;0;1.0;-9;-86.0;-131.0;30;-6.0
-4;?;10.0;-260;24;-2;11.0;-24;-82.0;-131.0;13;?
?;25;18.0;-260;-30;-1;28.0;30;-75.0;-131.0;25;2.0
2;39;16.0;-260;-48;0;14.0;48;?;-131.0;39;38.0
0;-34;28.0;-262;18;-5;11.0;-18;-66.0;-130.0;-34;9.0
1;-45;14.0;-261;5;-6;7.0;-5;-65.0;-141.0;-45;34.0
-3;?;-5.0;-258;-5;0;-2.0;5;-72.0;?;?;0.0
-2;-38;-10.0;-261;26;-1;-6.0;-26;-69.0;-133.0;-38;?
2;-18;?;-261;-1;-3;54.0;1;-72.0;-140.0;-18;-33.0
0;15;50.0;-258;-9;-1;74.0;9;-65.0;-124.0;15;-28.0
3;2;47.0;-260;-35;-2;41.0;35;-46.0;-129.0;2;-25.0
?;-29;43.0;-258;-5;0;57.0;5;-63.0;-141.0;-29;-26.0
-1;-15;93.0;-254;?;4;41.0;?;-67.0;-130.0;-15;-70.0
?;5;52.0;-259;-35;0;45.0;35;?;?;5;-31.0
-5;-5;31.0;-262;0;?;24.0;?;-66.0;-130.0;-5;?
4;?;59.0;-261;32;-1;56.0;-32;-67.0;-135.0;23;-46.0
3;-2;?;-259;7;0;29.0;-7;-73.0;-150.0;-2;?
-2;-46;31.0;-261;-33;-3;19.0;33;-54.0;-140.0;-46;-33.0
5;3;12.0;-259;-18;2;29.0;18;?;?;3;-47.0
2;?;25.0;-257;48;3;?;-48;-63.0;-134.0;12;-11.0
0;-41;44.0;-260;?;-2;15.0;-8;-38.0;?;-41;-3.0
3;-36;29.0;-257;-43;3;9.0;43;-54.0;-127.0;-36;-5.0
0;-14;16.0;-259;-1;2;9.0;1;-81.0;-140.0;-14;?
?;-13;?;-263;-8;?;-20.0;?;-66.0;-134.0;-13;-23.0
2;15;16.0;-259;-33;2;-13.0;33;-72.0;-130.0;15;-28.0
-3;26;?;?;-2;2;8.0;2;-75.0;-123.0;26;?
-1;8;38.0;-257;-17;3;?;17;-82.0;-120.0;8;10.0
-1;-5;71.0;-258;-28;?;18.0;28;-93.0;?;-5;17.0
-3;-32;?;?;15;-3;?;-15;-94.0;?;-32;-28.0
2;?;?;-261;-1;-2;-28.0;1;-121.0;-131.0;-2;-20.0
2;38;28.0;-263;-35;-1;-7.0;?;-141.0;-134.0;38;0.0
0;16;76.0;-266;-12;-6;9.0;12;-113.0;-150.0;16;18.0
4;16;-12.0;-260;-1;1;-3.0;1;-137.0;-140.0;16;24.0
?;-3;?;-257;-12;?;-39.0;?;-153.0;-137.0;?;-11.0
1;-20;?;-259;-12;2;-57.0;12;-215.0;-136.0;-20;?
2;-13;-54.0;-258;-15;3;-63.0;15;-282.0;-132.0;-13;29.0
1;-14;-84.0;?;-12;3;-97.0;12;-273.0;-128.0;-14;55.0
-1;-15;-142.0;-258;-13;5;-136.0;13;-285.0;-141.0;?;107.0
-1;-27;-179.0;-257;-24;5;-130.0;24;-257.0;-124.0;-27;81.0
0;6;-225.0;?;-11;4;-198.0;11;-238.0;-149.0;6;159.0
1;38;-258.0;-256;-1;5;-286.0;1;-241.0;-142.0;38;113.0
0;14;-340.0;-257;-1;5;-324.0;1;-243.0;-149.0;14;?
-1;-6;-383.0;-256;20;7;-360.0;-20;-219.0;-142.0;-6;229.0
-1;-5;-486.0;-256;18;6;-420.0;-18;-212.0;-141.0;-5;243.0
0;-3;-528.0;-263;-24;-1;-487.0;24;-158.0;-150.0;-3;100.0
1;-13;?;?;-37;-2;-512.0;37;-141.0;-129.0;-13;140.0
-1;?;-634.0;-265;-7;-3;-594.0;7;-151.0;-122.0;-12;97.0
-2;-3;-776.0;?;?;-4;-680.0;24;-143.0;-119.0;-3;77.0
-2;-5;-943.0;-267;-5;-5;-786.0;5;-138.0;-127.0;-5;134.0
-3;5;-1215.0;-265;28;-3;-872.0;-28;-127.0;?;5;201.0
0;11;-1387.0;-256;-24;6;-863.0;24;-119.0;-112.0;11;264.0
-4;-21;?;-264;24;-3;-889.0;-24;-105.0;-115.0;-21;275.0
-8;-38;-1847.0;-261;23;-1;-908.0;-23;?;-123.0;-38;175.0
-1;?;-1917.0;-251;-44;11;?;?;-197.0;-119.0;-15;?
0;19;-1847.0;-261;-10;1;-763.0;10;-270.0;-129.0;19;-9.0
1;19;-1832.0;-263;-2;-3;-578.0;2;-386.0;-130.0;19;-245.0
?;-8;-1723.0;-261;-2;-2;-280.0;2;-334.0;-147.0;-8;-282.0
-2;15;-1549.0;-265;-16;-7;-39.0;16;-357.0;-152.0;?;-337.0
-3;3;-1345.0;-262;12;-2;224.0;-12;-324.0;-150.0;3;-539.0
7;22;?;-258;47;2;535.0;?;-253.0;-151.0;22;-497.0
?;?;-1308.0;-261;4;-2;694.0;?;-299.0;-141.0;?;-345.0
?;-9;-1209.0;-263;-4;-4;833.0;4;-306.0;-151.0;-9;-478.0
2;6;-1392.0;-259;?;-1;1055.0;16;-274.0;-138.0;?;-357.0
4;8;-1467.0;-259;-28;-1;1030.0;28;-290.0;-147.0;8;-165.0
?;4;-1399.0;-260;?;-2;879.0;19;-277.0;-161.0;4;-139.0
-1;?;-1444.0;?;-8;?;897.0;8;-300.0;-166.0;25;?
-5;-16;-1433.0;-259;18;1;?;-18;-282.0;-164.0;-16;-62.0
?;0;-1301.0;-262;?;-1;676.0;-20;-260.0;-148.0;0;43.0
0;25;-1213.0;-262;-6;?;503.0;6;-271.0;-148.0;25;67.0
?;29;-1141.0;-259;-17;2;469.0;17;-342.0;-138.0;29;134.0
-1;14;-936.0;-262;-9;-1;399.0;?;-203.0;-149.0;14;258.0
1;-17;-729.0;-261;-1;2;110.0;1;-217.0;?;-17;183.0
2;17;?;?;18;5;33.0;-18;-252.0;-150.0;17;47.0
-3;?;-474.0;-262;38;-1;7.0;-38;-323.0;-159.0;24;19.0
?;-25;-427.0;-259;1;4;-36.0;-1;-348.0;-162.0;-25;106.0
7;4;-407.0;-261;?;1;-110.0;44;-362.0;-141.0;4;177.0
6;21;-428.0;-260;3;0;-123.0;-3;-444.0;-130.0;21;124.0
1;-3;-422.0;-251;5;9;-162.0;-5;-481.0;-121.0;-3;32.0
-4;47;-331.0;-255;-43;3;-156.0;43;-454.0;-135.0;47;14.0
-2;49;?;?;5;0;-175.0;-5;-409.0;-155.0;?;-10.0
2;?;-323.0;-256;?;1;-182.0;-39;-175.0;-181.0;-15;-84.0
1;-14;-127.0;-258;64;-1;-187.0;-64;-158.0;-224.0;?;65.0
?;9;124.0;-261;54;-4;-56.0;-54;-301.0;-224.0;9;20.0
-8;-23;-15.0;-262;?;-4;-106.0;-42;?;-198.0;-23;-44.0
-2;-36;-110.0;-264;77;-2;-32.0;-77;-58.0;-164.0;-36;74.0
-2;7;49.0;-268;40;-5;18.0;-40;-30.0;-175.0;7;88.0
-9;30;317.0;-266;96;?;7.0;?;9.0;-165.0;30;32.0
?;49;639.0;-270;180;-3;-91.0;-180;-96.0;-132.0;49;-226.0
12;55;1251.0;-281;138;?;-334.0;?;-178.0;-124.0;55;-220.0
21;48;2230.0;-277;131;-8;-756.0;-131;-138.0;-102.0;48;-147.0
9;57;2617.0;-267;111;0;?;-111;-155.0;-91.0;?;-69.0
8;49;2627.0;-266;28;0;-1311.0;-28;-207.0;?;49;?
?;47;2328.0;-266;18;0;-1262.0;-18;-250.0;-81.0;47;292.0
?;44;1659.0;?;8;?;-1667.0;-8;?;-103.0;44;11.0
12;52;1043.0;-265;34;0;-1695.0;-34;-283.0;-125.0;52;91.0
19;42;464.0;-265;24;-3;-1613.0;-24;-255.0;-144.0;?;377.0
15;16;?;-261;-97;-2;-1813.0;97;-241.0;-135.0;16;106.0
0;32;?;?;-57;9;?;57;-184.0;-118.0;32;-68.0
-8;-8;-670.0;-253;31;4;-1078.0;-31;-179.0;-130.0;-8;-79.0
-2;14;-788.0;-259;59;-1;-994.0;-59;-153.0;-171.0;?;-350.0
11;57;-702.0;-253;60;5;-838.0;-60;-193.0;-178.0;57;-319.0
?;1;-612.0;-257;28;0;-662.0;-28;?;-197.0;1;-90.0
2;-15;96.0;-261;62;-3;?;-62;-235.0;-187.0;-15;-112.0
9;-26;?;-259;73;1;-185.0;-73;-238.0;?;-26;?
16;?;127.0;-264;?;-5;-201.0;-60;-219.0;-150.0;-2;-595.0
18;14;234.0;-263;41;-3;-180.0;-41;-200.0;-130.0;14;-334.0
17;-8;165.0;-260;-36;2;-143.0;36;?;-122.0;-8;-138.0
10;6;118.0;?;-61;-1;-256.0;61;-192.0;-110.0;6;-115.0
4;-1;-23.0;-263;-1;-2;?;1;-179.0;-110.0;-1;-147.0
-7;10;-83.0;-263;7;?;-237.0;-7;-188.0;-110.0;10;-186.0
-16;90;-111.0;-275;-29;-14;-115.0;29;-198.0;-108.0;90;-232.0
-3;89;?;-255;79;3;-12.0;-79;-226.0;-85.0;89;-287.0
9;127;-163.0;-264;105;-4;-6.0;-105;-234.0;-104.0;127;-329.0
12;116;-239.0;-244;103;10;13.0;-103;-230.0;-129.0;116;-297.0
-10;170;?;-245;202;-1;121.0;-202;-254.0;?;170;-151.0
-15;?;-210.0;-299;273;-44;178.0;-273;-230.0;-175.0;441;-16.0
47;383;-123.0;-188;504;66;215.0;-504;-206.0;-89.0;383;44.0
-70;570;-70.0;-452;50;?;240.0;-50;-170.0;-167.0;570;107.0
-190;130;-99.0;-775;-480;-517;173.0;480;?;-296.0;130;90.0
-46;-1268;-127.0;?;-191;-143;91.0;191;?;-426.0;?;64.0
77;-948;-76.0;?;?;?;0.0;279;-229.0;-454.0;-948;98.0
170;0;-61.0;-386;-282;-18;28.0;282;-225.0;-337.0;0;65.0
247;-507;-59.0;-267;298;63;3.0;-298;-212.0;-350.0;-507;-7.0
316;-830;?;?;1047;?;37.0;-1047;-171.0;-331.0;-830;-52.0
325;-708;-31.0;-154;1218;235;-7.0;-1218;?;-224.0;-708;?
256;-79;-4.0;-43;?;348;?;?;-189.0;-138.0;?;25.0
-101;1143;?;-771;1772;54;?;-1772;-190.0;-174.0;?;70.0
-663;625;14.0;-863;462;-207;?;-462;-151.0;-196.0;625;88.0
-291;-39;-52.0;?;?;-145;98.0;414;-181.0;-212.0;-39;54.0
146;462;-96.0;-387;11;5;111.0;-11;-189.0;?;?;-29.0
-89;147;-139.0;-304;-74;78;173.0;74;-201.0;-27.0;147;-5.0
?;-170;?;-378;-89;-10;152.0;89;-209.0;-318.0;-170;14.0
4;-114;-175.0;-404;-69;-29;131.0;69;-219.0;-352.0;-114;50.0
-35;-391;-157.0;-322;-107;33;56.0;107;-211.0;-220.0;-391;?
-47;-101;-102.0;-335;-212;19;-5.0;212;-191.0;-153.0;-101;42.0
-6;127;-50.0;-492;-294;?;-42.0;294;-193.0;-206.0;127;48.0
?;-320;-38.0;?;-50;-225;-26.0;50;-196.0;-261.0;-320;12.0
-33;-364;-20.0;-363;110;-40;-24.0;-110;-174.0;-293.0;-364;15.0
-75;-335;18.0;?;113;12;-110.0;-113;-180.0;-243.0;-335;-29.0
31;-328;?;-482;135;-168;-178.0;-135;-200.0;-271.0;-328;-72.0
56;-187;15.0;-543;209;-232;-188.0;-209;?;-292.0;-187;-132.0
8;-127;30.0;-369;242;-74;-218.0;-242;-178.0;-272.0;-127;-179.0
-11;53;-23.0;-374;112;-91;-258.0;-112;-188.0;-205.0;53;-106.0
20;302;?;-478;-154;-174;-161.0;154;-198.0;-186.0;?;-123.0
-20;441;20.0;-267;?;39;-47.0;396;-178.0;-246.0;441;-54.0
-19;?;29.0;?;-425;?;?;425;-160.0;-265.0;253;-53.0
-3;-19;?;-357;-258;?;-3.0;258;-174.0;-181.0;-19;3.0
-36;-120;-25.0;-307;-99;-25;3.0;99;-188.0;-105.0;-120;14.0
-37;-91;-27.0;-352;-18;-71;-15.0;18;-178.0;?;-91;19.0
-26;-13;-1.0;?;43;-88;-50.0;-43;-196.0;-74.0;-13;-20.0
-2;0;25.0;-335;33;-52;-4.0;-33;-191.0;-52.0;0;?
7;-7;42.0;-337;2;-51;-11.0;?;?;-73.0;-7;-17.0
5;-6;46.0;-332;34;-47;?;-34;-170.0;-38.0;-6;4.0
1;-2;37.0;-336;-7;-51;-87.0;7;-169.0;-9.0;-2;-53.0
?;-7;31.0;-338;-94;-54;-49.0;94;-171.0;-48.0;-7;-65.0
-16;-11;43.0;-334;-47;-52;-67.0;?;-168.0;?;-11;-70.0
-20;46;18.0;-343;0;-59;-67.0;0;-178.0;-40.0;46;-76.0
?;57;16.0;-345;-49;-63;-90.0;49;?;-39.0;57;-65.0
4;105;-14.0;-333;-54;-48;-126.0;54;-161.0;?;105;-102.0
-4;54;-31.0;-334;-29;-47;-122.0;29;-151.0;-30.0;54;-69.0
-28;-66;22.0;-345;-23;-57;-80.0;23;-161.0;-9.0;-66;-15.0
-23;38;?;-336;3;-39;-73.0;-3;-169.0;9.0;38;-1.0
-25;50;-2.0;-318;11;-15;-65.0;-11;-159.0;-30.0;50;-3.0
-19;68;16.0;-330;1;-26;-30.0;-1;-164.0;-56.0;?;-23.0
2;177;39.0;?;-30;-29;32.0;30;-181.0;-39.0;177;-9.0
?;217;54.0;-334;-92;?;42.0;92;-160.0;-55.0;217;8.0
?;201;1.0;-335;-111;-13;-17.0;111;-157.0;-54.0;201;-8.0
-2;92;-23.0;-326;-72;-1;1.0;72;-173.0;-43.0;92;-22.0
-2;82;?;-325;?;-1;?;41;-164.0;-22.0;82;18.0
4;66;-18.0;-338;-46;-16;37.0;46;-159.0;?;66;9.0
1;54;15.0;-335;-14;-11;32.0;14;-161.0;-1.0;54;68.0
2;?;29.0;-328;4;-3;-2.0;-4;-158.0;-10.0;57;?
2;-14;95.0;-332;?;-7;37.0;42;-169.0;0.0;-14;-16.0
-6;24;47.0;-336;-33;?;1.0;33;-161.0;?;24;-57.0
-3;28;35.0;-333;8;-3;18.0;-8;-169.0;-9.0;28;-32.0
-1;24;69.0;-327;24;2;1.0;-24;-161.0;-11.0;24;-38.0
?;?;50.0;-328;27;-1;22.0;-27;-160.0;-9.0;?;-32.0
3;-12;50.0;-335;16;-5;49.0;-16;-168.0;-13.0;-12;-9.0
2;-7;9.0;-335;17;-5;65.0;-17;?;-23.0;-7;-74.0
-2;0;-8.0;-330;?;-3;35.0;-27;-149.0;-13.0;0;-63.0
-5;-17;31.0;-325;14;3;32.0;-14;-130.0;-15.0;?;33.0
-4;-11;100.0;-331;-21;-2;76.0;21;-167.0;-22.0;-11;21.0
-1;-4;?;-337;-18;-8;101.0;?;-169.0;-19.0;-4;23.0
0;6;106.0;?;-27;?;118.0;27;-148.0;-21.0;?;-67.0
0;6;63.0;-336;-27;-4;108.0;27;-147.0;-12.0;6;-52.0
-3;-12;48.0;-333;41;-2;63.0;-41;-148.0;-1.0;-12;-26.0
-3;-14;27.0;-333;20;-2;98.0;-20;-171.0;-9.0;-14;-36.0
3;0;26.0;-334;-5;?;43.0;5;-161.0;-20.0;0;-48.0
2;-11;-18.0;-332;-11;-1;25.0;11;-161.0;?;-11;?
-1;-2;12.0;-332;-30;-2;33.0;30;-159.0;-9.0;-2;?
1;25;46.0;-332;31;-2;22.0;-31;-177.0;-3.0;?;6.0
1;3;19.0;-336;11;-5;-32.0;-11;-171.0;-21.0;3;17.0
2;-18;23.0;-333;-45;-2;-24.0;?;-170.0;-4.0;?;19.0
?;-33;8.0;-330;?;1;?;31;-168.0;-1.0;-33;0.0
1;-16;?;-333;9;?;-60.0;-9;-151.0;-21.0;-16;-19.0
4;-8;17.0;-330;25;1;-35.0;-25;-162.0;-26.0;-8;?
1;-38;17.0;-331;-9;0;-33.0;9;-172.0;-15.0;-38;34.0
3;19;?;-336;-16;-4;?;16;-165.0;0.0;19;-4.0
3;27;-17.0;?;-1;2;?;1;-164.0;-16.0;27;-46.0
2;0;7.0;-332;59;-1;-27.0;-59;-164.0;-13.0;0;-12.0
1;1;29.0;-338;?;-7;-7.0;-64;-147.0;-18.0;1;-19.0
-5;-37;?;-330;-15;-1;12.0;15;-156.0;-12.0;-37;-36.0
?;?;42.0;-330;?;-1;-12.0;16;-167.0;-10.0;-39;8.0
-1;-19;-8.0;-335;-9;-4;-24.0;?;-170.0;-20.0;-19;-16.0
0;22;16.0;-338;17;-7;5.0;-17;?;-20.0;?;-13.0
2;8;35.0;-334;-3;-2;?;3;-162.0;-21.0;8;-41.0
2;-10;59.0;-333;-29;-1;7.0;29;?;-32.0;?;-1.0
-4;?;20.0;-332;7;-3;1.0;-7;-160.0;-27.0;36;-30.0
-1;13;-7.0;-325;-20;?;50.0;20;-160.0;-20.0;?;2.0
2;?;11.0;-330;9;?;6.0;?;-151.0;-17.0;4;-37.0
?;20;14.0;-330;20;0;72.0;-20;-161.0;-8.0;20;11.0
-5;-9;18.0;-330;-23;0;20.0;23;-158.0;-12.0;-9;15.0
1;-28;55.0;-336;4;-5;2.0;-4;-150.0;-7.0;-28;10.0
-3;-36;14.0;-327;17;6;40.0;-17;-155.0;?;-36;-45.0
-3;-37;-21.0;-325;15;7;75.0;-15;-175.0;-12.0;-37;1.0
-3;-37;-12.0;-327;20;6;51.0;-20;-160.0;-17.0;-37;6.0
-1;-27;-4.0;-327;15;4;72.0;-15;-153.0;-21.0;-27;19.0
-3;8;8.0;-331;36;0;?;-36;-162.0;-20.0;8;14.0
-4;25;?;-330;19;1;56.0;-19;-157.0;-20.0;25;-2.0
4;25;-13.0;-332;-22;-1;18.0;22;-168.0;-10.0;25;7.0
-3;15;-7.0;?;17;0;?;-17;-175.0;-11.0;15;20.0
-6;-31;-4.0;-328;19;4;-5.0;-19;-189.0;-21.0;?;-10.0
-1;-15;12.0;-329;-23;2;-12.0;23;-187.0;-19.0;-15;-17.0
1;16;31.0;-330;-18;0;-9.0;18;-199.0;-22.0;16;-26.0
