Accelerometer HIP accZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az
-19.0;-8;?;-1001.0;?;8;-23
-23.0;-39;-972.0;-995.0;-655.0;39;-25
?;-11;-973.0;-979.0;-578.0;11;-23
-22.0;11;-991.0;-955.0;-652.0;-11;-22
-44.0;2;-970.0;-936.0;-667.0;-2;-21
-35.0;7;-926.0;-918.0;-637.0;-7;-22
-30.0;14;?;-966.0;-608.0;-14;-26
-30.0;11;?;-981.0;-634.0;-11;-21
-30.0;?;-999.0;-978.0;-596.0;-10;-15
-31.0;-10;-988.0;-992.0;-624.0;10;-21
-24.0;1;-978.0;-987.0;-603.0;-1;-22
-23.0;49;-974.0;-973.0;-609.0;-49;-19
-55.0;5;-977.0;-991.0;-617.0;-5;-19
-55.0;-35;-979.0;-994.0;-582.0;35;-19
-31.0;-6;-980.0;?;-664.0;6;-16
?;-10;-986.0;-975.0;-665.0;10;-20
-30.0;3;-977.0;-965.0;-677.0;-3;?
?;28;-978.0;-952.0;-680.0;-28;-29
-29.0;8;-986.0;-951.0;-671.0;?;-21
-17.0;1;-986.0;-964.0;-660.0;-1;-23
-12.0;-15;-988.0;-964.0;-663.0;15;-25
-21.0;-22;-985.0;?;-648.0;22;-26
-21.0;11;-986.0;-969.0;-663.0;-11;-22
-15.0;-11;-983.0;-971.0;-662.0;11;-23
-15.0;-10;-987.0;-982.0;-666.0;10;-25
-19.0;9;-985.0;-981.0;-650.0;-9;-20
-32.0;-37;?;-978.0;-655.0;37;-17
-43.0;-25;-991.0;-980.0;-658.0;?;-21
-32.0;13;-983.0;-977.0;-639.0;-13;-26
-28.0;-5;-984.0;-976.0;-655.0;5;-26
-32.0;-6;-987.0;-1002.0;-640.0;6;-24
-19.0;0;-981.0;-976.0;?;0;-24
-51.0;3;-995.0;-981.0;-696.0;-3;-23
-41.0;22;-977.0;-980.0;-712.0;-22;-22
-61.0;1;-987.0;-975.0;?;-1;-18
?;-27;-983.0;-972.0;-712.0;27;-22
-44.0;-33;-984.0;-965.0;-721.0;33;-27
?;-11;-980.0;-977.0;?;11;-25
-66.0;23;-982.0;?;-693.0;-23;-22
-72.0;5;-979.0;-981.0;-696.0;-5;-22
-60.0;-18;-978.0;-970.0;-639.0;18;-25
-22.0;-28;-980.0;-974.0;-645.0;28;-24
-39.0;-29;-983.0;-973.0;-662.0;29;?
-54.0;-3;-979.0;-967.0;-619.0;3;-19
-50.0;11;-977.0;-956.0;?;-11;-24
-51.0;?;-971.0;-948.0;-598.0;15;-23
-59.0;-31;-975.0;?;-579.0;31;-18
-53.0;5;-970.0;-954.0;-578.0;-5;-23
-30.0;2;-970.0;-959.0;-593.0;-2;-23
-41.0;-6;-969.0;-951.0;?;6;-18
-37.0;23;-967.0;-952.0;-587.0;-23;-22
-21.0;6;-965.0;-945.0;?;-6;-22
-45.0;3;-960.0;-948.0;-602.0;-3;-18
-50.0;?;-959.0;-944.0;-595.0;-11;-21
-32.0;-25;-959.0;-938.0;-590.0;25;-22
-18.0;-13;-955.0;-935.0;-582.0;13;?
-24.0;12;-955.0;-943.0;-565.0;-12;-20
-34.0;-9;-957.0;-946.0;-552.0;9;-17
-20.0;10;-955.0;-949.0;-541.0;-10;-18
-35.0;21;-956.0;-947.0;-526.0;-21;-20
-27.0;-6;?;-956.0;-511.0;6;-22
-18.0;19;-956.0;?;-511.0;-19;-27
-13.0;34;-956.0;-971.0;-514.0;-34;-25
?;-11;-956.0;-964.0;-504.0;11;-21
?;-24;-958.0;-974.0;-510.0;24;-21
-40.0;10;-953.0;-969.0;?;-10;-24
-29.0;19;-955.0;-966.0;-509.0;-19;-24
-34.0;-15;-956.0;-962.0;-515.0;15;-21
-33.0;-13;-958.0;-960.0;-530.0;13;-22
-13.0;25;-956.0;-954.0;-533.0;-25;-26
-29.0;1;-953.0;-952.0;-529.0;-1;-25
-22.0;?;-956.0;-956.0;-532.0;-19;-25
-27.0;?;-954.0;-960.0;-531.0;-6;-23
-28.0;-28;-955.0;-957.0;-517.0;28;-18
-40.0;20;-957.0;?;-518.0;-20;-20
-19.0;-12;-959.0;-972.0;-514.0;12;-20
-28.0;4;-957.0;-962.0;-518.0;-4;-21
-31.0;35;-959.0;-969.0;-519.0;-35;-24
-15.0;-13;-960.0;-962.0;-524.0;13;-20
-8.0;-22;?;-960.0;-524.0;22;-20
-39.0;-31;-960.0;?;-532.0;31;-25
-30.0;-11;-958.0;-969.0;-533.0;11;-23
-30.0;9;-960.0;-966.0;-535.0;-9;-21
-19.0;-9;-961.0;-954.0;?;9;-22
-23.0;-6;-960.0;-956.0;-536.0;6;-22
-29.0;13;-962.0;-969.0;-534.0;-13;-20
-17.0;22;-962.0;-965.0;-532.0;?;-18
-27.0;10;-961.0;?;-526.0;-10;-25
-43.0;?;-960.0;-965.0;-525.0;13;-23
-34.0;3;-961.0;?;-529.0;-3;-22
-30.0;23;-960.0;-961.0;-532.0;-23;-26
-25.0;?;-960.0;-954.0;-521.0;-11;-24
-17.0;11;-959.0;-957.0;-532.0;-11;-22
-22.0;12;-960.0;-961.0;-536.0;-12;-18
-17.0;12;-962.0;?;?;-12;-21
-39.0;10;-960.0;-966.0;-525.0;-10;?
-12.0;14;-957.0;-958.0;-537.0;-14;-20
-29.0;22;-961.0;-963.0;-540.0;?;-26
-38.0;-4;-958.0;-965.0;-528.0;4;-25
?;-22;-958.0;-957.0;-524.0;22;-19
-21.0;-20;-960.0;-957.0;-536.0;20;-22
-21.0;-19;-959.0;-960.0;-534.0;19;-24
-16.0;?;-959.0;-954.0;-525.0;-6;?
?;12;-958.0;-962.0;-532.0;-12;-24
-33.0;-1;-957.0;-963.0;-535.0;?;-21
-26.0;3;-957.0;-963.0;-531.0;-3;-17
-13.0;-38;-957.0;-962.0;-529.0;38;?
?;-23;-957.0;-961.0;-529.0;23;-18
-14.0;35;?;-956.0;-531.0;-35;-17
-15.0;-7;-958.0;-962.0;-528.0;7;-21
-23.0;-19;-958.0;-969.0;-522.0;19;-21
-18.0;11;-960.0;-965.0;-520.0;-11;-21
-30.0;?;-957.0;-955.0;-529.0;-2;-23
-10.0;-12;-954.0;-962.0;-526.0;12;-21
?;4;-960.0;-970.0;-528.0;-4;-22
-39.0;22;-961.0;-968.0;-528.0;-22;-25
-15.0;5;-958.0;-957.0;-527.0;-5;-23
-5.0;-1;-959.0;-957.0;-530.0;1;-21
-30.0;-3;-958.0;-960.0;-520.0;3;-20
13.0;-10;-958.0;-959.0;-521.0;10;?
-24.0;2;-956.0;-970.0;-529.0;-2;-18
?;1;-956.0;-959.0;-514.0;-1;-19
-1.0;-2;-958.0;?;-513.0;2;-22
-12.0;12;-956.0;-967.0;-517.0;-12;-23
-16.0;?;?;?;-517.0;-28;-21
-19.0;17;?;-959.0;-514.0;?;?
-30.0;0;-957.0;-964.0;-509.0;0;-24
-12.0;?;-957.0;-961.0;-508.0;18;-24
-27.0;-31;-960.0;-959.0;-506.0;31;-20
-30.0;11;-956.0;?;-512.0;-11;-21
-20.0;10;-956.0;-967.0;?;-10;?
-2.0;-23;-956.0;?;?;23;-17
-29.0;?;-956.0;-959.0;-506.0;-13;-20
-8.0;17;-957.0;-957.0;?;?;-26
?;-11;?;-959.0;-513.0;11;-19
-31.0;0;-956.0;?;?;?;-22
-23.0;-8;-955.0;-959.0;-510.0;8;-22
?;-20;-957.0;-967.0;-504.0;20;-15
-23.0;1;?;-963.0;-509.0;-1;?
?;3;-955.0;-959.0;-507.0;-3;?
?;-10;-955.0;?;-507.0;10;-24
-42.0;-6;-956.0;-963.0;-503.0;6;-22
-49.0;3;-956.0;-963.0;-511.0;-3;-23
-36.0;-1;-957.0;-962.0;-513.0;1;-26
-11.0;1;-960.0;-966.0;-515.0;-1;-25
-19.0;20;-961.0;-958.0;?;-20;-25
-10.0;12;-960.0;-967.0;-532.0;-12;-20
8.0;-8;-955.0;-969.0;-555.0;?;?
-31.0;11;-956.0;-966.0;-551.0;?;-19
-19.0;20;-954.0;-965.0;?;?;-23
-32.0;-9;-958.0;-960.0;-575.0;9;-27
-13.0;-6;-959.0;-966.0;-579.0;6;-27
-13.0;15;-961.0;-965.0;-593.0;-15;?
-6.0;-4;-961.0;-961.0;?;4;-20
-16.0;-22;-955.0;-968.0;-641.0;22;-23
15.0;5;-959.0;-966.0;-680.0;?;-18
12.0;?;-961.0;-955.0;-679.0;-3;-19
-17.0;-33;-967.0;-960.0;-722.0;33;-26
26.0;-5;-968.0;-952.0;-726.0;5;-22
-17.0;12;-974.0;-949.0;-705.0;-12;-21
7.0;-1;-973.0;-955.0;?;1;?
-17.0;13;?;-951.0;-700.0;-13;-25
-1.0;12;-975.0;?;-706.0;-12;-30
-31.0;18;-977.0;-970.0;-661.0;-18;-30
-25.0;23;-978.0;-956.0;-618.0;-23;-17
11.0;?;-979.0;-968.0;-611.0;3;-18
-5.0;-6;-984.0;-981.0;-633.0;6;-23
-7.0;12;-984.0;-976.0;-631.0;-12;-16
-18.0;12;-979.0;-953.0;?;-12;-17
-6.0;18;-983.0;-955.0;-726.0;-18;-22
4.0;?;-983.0;-976.0;-699.0;-27;-16
-12.0;16;-973.0;-982.0;?;-16;-17
-15.0;11;-971.0;-983.0;-707.0;-11;-26
-15.0;-1;-981.0;-985.0;-669.0;?;-19
-14.0;?;-972.0;-990.0;-618.0;12;-17
-23.0;?;-984.0;-983.0;-604.0;-9;-30
-25.0;?;-977.0;-989.0;?;3;-23
-60.0;-25;-990.0;-967.0;-578.0;25;-11
-13.0;-7;-978.0;-978.0;-574.0;7;-21
-2.0;-45;-974.0;-978.0;-591.0;45;-27
-51.0;-73;-985.0;-968.0;?;73;-20
-27.0;4;-974.0;-957.0;-581.0;-4;?
-22.0;9;-985.0;-958.0;-603.0;-9;-20
-32.0;-28;-973.0;?;-591.0;28;-17
?;-6;-987.0;-976.0;-588.0;6;-20
29.0;?;-978.0;?;-593.0;10;-19
-20.0;-13;-978.0;-987.0;-621.0;?;-19
-3.0;-7;-985.0;-983.0;-608.0;7;?
-23.0;-15;-980.0;-974.0;-622.0;15;-24
-40.0;-8;?;-990.0;?;8;-18
-14.0;-25;-1000.0;-987.0;-638.0;?;-21
-15.0;20;-974.0;-986.0;-615.0;-20;?
-32.0;198;-973.0;-992.0;-621.0;-198;-12
-18.0;401;-972.0;-985.0;-626.0;-401;-35
-69.0;668;-970.0;?;-583.0;-668;-6
-40.0;746;-970.0;-981.0;-553.0;-746;9
-65.0;659;-966.0;-994.0;-534.0;-659;-28
-88.0;557;?;-998.0;-752.0;-557;-3
-85.0;337;-985.0;-977.0;-974.0;-337;14
-85.0;?;-970.0;-963.0;-1008.0;-301;13
-95.0;?;-984.0;-974.0;-929.0;-116;12
-115.0;-135;-966.0;-958.0;-934.0;135;-19
-83.0;-149;-973.0;-968.0;-804.0;149;-24
-46.0;-273;-977.0;-963.0;?;273;?
-47.0;-279;-972.0;?;-811.0;279;-27
-34.0;-209;-972.0;-924.0;-728.0;209;-28
38.0;-173;-977.0;-958.0;-725.0;173;-21
44.0;-127;-973.0;-977.0;-793.0;127;-16
64.0;-166;-961.0;-961.0;-850.0;166;-19
41.0;-130;-957.0;-945.0;-874.0;130;?
51.0;-7;-955.0;-917.0;-974.0;?;-29
20.0;78;-950.0;?;-998.0;-78;-38
30.0;35;?;?;-1025.0;?;-6
31.0;?;-945.0;-846.0;-996.0;-26;-34
39.0;?;-929.0;-889.0;-1000.0;42;-29
31.0;-50;-773.0;-897.0;-1011.0;50;-8
41.0;284;-968.0;-935.0;-965.0;-284;-182
45.0;244;-916.0;?;-971.0;-244;-136
63.0;-15;-867.0;-980.0;-967.0;15;-98
41.0;276;-912.0;?;-968.0;?;-105
48.0;845;-1000.0;-985.0;-1002.0;-845;61
44.0;1366;-970.0;-988.0;-997.0;-1366;28
?;1604;-930.0;-948.0;-952.0;-1604;-20
?;1610;-960.0;-921.0;-924.0;-1610;-151
?;1964;-981.0;-957.0;-933.0;-1964;-69
66.0;2864;-999.0;-978.0;-942.0;-2864;245
99.0;3486;-981.0;-965.0;-936.0;-3486;204
111.0;3542;-955.0;-947.0;-917.0;?;82
70.0;3244;-962.0;-969.0;-895.0;-3244;32
74.0;1990;-978.0;-991.0;-918.0;-1990;-2
59.0;958;-974.0;-1002.0;-922.0;-958;-89
14.0;19;-964.0;-992.0;-922.0;-19;-5
58.0;-991;-954.0;-969.0;-923.0;991;219
45.0;-754;-969.0;-974.0;-950.0;754;124
38.0;-854;-969.0;-958.0;-948.0;854;-51
56.0;-614;-959.0;-926.0;-938.0;614;-183
93.0;306;-984.0;-943.0;-946.0;-306;-26
?;475;-990.0;-963.0;-952.0;-475;64
71.0;?;-974.0;-951.0;-952.0;-451;-194
48.0;213;?;-948.0;-944.0;-213;-78
68.0;97;-948.0;-932.0;-902.0;-97;23
?;-14;-964.0;-954.0;-887.0;14;-51
70.0;-212;-967.0;-973.0;-886.0;212;-11
?;-58;-963.0;-964.0;-888.0;58;-24
51.0;102;-978.0;-947.0;-891.0;-102;8
49.0;113;-973.0;?;-901.0;-113;28
45.0;49;-966.0;-970.0;-904.0;-49;?
71.0;119;-956.0;-944.0;-907.0;?;43
60.0;200;?;-974.0;-936.0;-200;-29
?;-56;-958.0;-971.0;-954.0;56;-145
40.0;-138;-934.0;?;-957.0;138;-104
55.0;?;-954.0;-938.0;-945.0;-133;-24
44.0;53;-951.0;-927.0;?;-53;?
43.0;-128;-976.0;-962.0;-948.0;128;-112
62.0;?;-958.0;-980.0;-947.0;32;-10
51.0;-28;-952.0;?;-933.0;28;-39
61.0;?;-954.0;-944.0;-913.0;23;-29
42.0;65;?;?;-921.0;?;16
50.0;-29;-951.0;-972.0;-931.0;29;-132
40.0;-514;-990.0;-952.0;-924.0;?;81
71.0;-1724;-962.0;-949.0;-940.0;1724;?
?;-3039;-962.0;?;-937.0;3039;-477
55.0;-3082;-958.0;-961.0;?;3082;669
69.0;-2378;-968.0;?;-949.0;2378;363
27.0;-2332;-968.0;-974.0;-957.0;2332;-156
19.0;-2621;-965.0;-961.0;-943.0;2621;194
58.0;?;-963.0;-965.0;-950.0;2417;123
?;-1813;-959.0;-964.0;-942.0;1813;12
77.0;-1175;-955.0;-968.0;-951.0;1175;-117
?;-761;?;-965.0;-959.0;?;38
57.0;-555;?;-957.0;-933.0;555;-15
38.0;-366;-948.0;-953.0;-926.0;366;-196
58.0;-153;-973.0;-973.0;-945.0;153;-45
58.0;22;-973.0;-984.0;-980.0;-22;-50
105.0;49;-968.0;-979.0;-957.0;-49;-39
85.0;-52;-958.0;-968.0;-954.0;52;-1
61.0;-103;?;-954.0;-938.0;103;-21
61.0;-119;-953.0;-951.0;-926.0;119;-15
73.0;-153;-947.0;-942.0;-922.0;?;-27
81.0;-90;-945.0;-949.0;?;90;-34
82.0;34;-968.0;-973.0;-952.0;-34;-30
96.0;75;-967.0;-973.0;-950.0;-75;-20
96.0;7;-961.0;-970.0;?;?;-22
77.0;-55;-939.0;-969.0;-946.0;55;-19
85.0;-38;-974.0;?;-959.0;38;-15
72.0;-21;-989.0;-976.0;-946.0;?;-19
83.0;-16;-966.0;-967.0;-959.0;16;-15
92.0;?;-916.0;-941.0;-921.0;-5;-21
?;?;-939.0;-930.0;-909.0;21;-21
102.0;-43;-944.0;-957.0;-936.0;43;-20
93.0;-19;-975.0;-978.0;-948.0;?;-27
73.0;-11;-976.0;-991.0;-950.0;11;-19
?;29;-976.0;-994.0;-961.0;-29;?
71.0;59;-964.0;-980.0;-953.0;-59;-18
93.0;14;?;-971.0;-951.0;-14;-21
99.0;?;-972.0;-964.0;-947.0;27;?
78.0;-7;-951.0;-955.0;-932.0;7;-22
84.0;3;-970.0;-952.0;-945.0;-3;-20
73.0;-22;-968.0;-959.0;-941.0;?;-20
64.0;-3;-969.0;-972.0;?;3;-21
91.0;14;-974.0;?;-947.0;-14;-25
82.0;12;-951.0;-947.0;-938.0;-12;?
93.0;11;?;-945.0;-944.0;-11;-23
97.0;0;-959.0;-935.0;-935.0;0;-20
89.0;20;-959.0;?;-947.0;-20;-23
92.0;-1;-959.0;-959.0;-946.0;1;-25
83.0;-41;-952.0;-957.0;-931.0;41;-26
71.0;7;-954.0;-963.0;-929.0;-7;-25
90.0;?;-959.0;-961.0;-940.0;-32;-20
101.0;2;-961.0;-960.0;-938.0;-2;-21
?;18;-959.0;-966.0;-947.0;-18;-22
98.0;5;-959.0;-963.0;-938.0;-5;-20
80.0;-29;-957.0;-963.0;-933.0;?;-26
81.0;-1;-955.0;-959.0;-936.0;1;-30
84.0;23;?;-956.0;-943.0;-23;-20
107.0;14;-959.0;-953.0;-950.0;-14;-18
91.0;3;-957.0;-952.0;-948.0;-3;-24
101.0;?;-951.0;-957.0;-940.0;0;-24
85.0;-1;-951.0;-965.0;-932.0;1;-24
100.0;-13;-955.0;?;-939.0;13;-27
100.0;-21;-960.0;-950.0;-961.0;21;-25
94.0;-22;-953.0;?;-947.0;22;-21
104.0;-16;-952.0;-953.0;-943.0;16;-19
99.0;1;-957.0;-962.0;-937.0;-1;-23
102.0;10;?;-971.0;-938.0;-10;-23
81.0;-29;-969.0;?;-930.0;29;-21
101.0;-34;-963.0;-966.0;-929.0;34;-22
?;20;-960.0;-961.0;-928.0;-20;-19
85.0;-5;-959.0;-963.0;-925.0;5;?
?;-12;?;?;?;12;-23
95.0;33;-964.0;?;-934.0;-33;-21
78.0;6;-963.0;?;-940.0;-6;-19
82.0;-11;-961.0;-966.0;-936.0;11;-17
80.0;-4;-960.0;-967.0;-938.0;4;-22
85.0;-35;-955.0;?;-931.0;?;-27
99.0;-49;-956.0;-951.0;-948.0;49;-23
94.0;-94;-963.0;-955.0;?;94;-18
101.0;?;-959.0;-958.0;-943.0;?;-19
152.0;-24;?;-951.0;-944.0;24;-26
144.0;?;-955.0;-964.0;-954.0;?;-28
37.0;?;-960.0;-965.0;-969.0;-64;-24
20.0;120;-957.0;-950.0;-973.0;-120;-24
32.0;33;-953.0;-940.0;-965.0;-33;-23
85.0;36;-952.0;-934.0;-930.0;-36;-22
128.0;46;-951.0;?;-922.0;-46;-23
148.0;?;?;-957.0;-908.0;-53;-21
121.0;89;-965.0;-964.0;-913.0;-89;-27
164.0;73;-968.0;?;-917.0;-73;-15
117.0;37;-965.0;-969.0;-933.0;-37;-2
116.0;22;-966.0;-965.0;-971.0;?;-23
28.0;21;-960.0;-931.0;?;-21;-28
141.0;52;-934.0;-852.0;-1084.0;-52;?
80.0;75;-967.0;?;-959.0;-75;?
55.0;27;-946.0;-882.0;-830.0;?;-14
71.0;-29;-945.0;-965.0;-834.0;29;-12
?;-32;-961.0;-1018.0;-781.0;32;-22
96.0;-30;-957.0;-1018.0;-712.0;30;-36
100.0;-38;-971.0;-1016.0;-752.0;38;-41
70.0;-15;-1018.0;-1020.0;-717.0;15;-30
64.0;?;-1052.0;-1018.0;?;?;-18
65.0;-44;-1071.0;-1020.0;-681.0;44;-18
?;-32;-1034.0;-1012.0;?;32;-25
33.0;-48;-1028.0;-1007.0;-479.0;48;-28
25.0;-58;-959.0;-995.0;-493.0;58;-24
37.0;-15;-1036.0;-980.0;?;15;-24
9.0;-3;-999.0;-933.0;-542.0;3;-24
-7.0;-23;?;-897.0;?;23;-21
10.0;?;-967.0;?;-638.0;11;-22
73.0;2;-992.0;-853.0;-614.0;-2;-23
57.0;-13;-964.0;-899.0;-607.0;13;?
68.0;-29;-991.0;-955.0;?;?;-20
51.0;-28;-992.0;-959.0;-589.0;28;-19
105.0;?;-966.0;-970.0;-576.0;?;-23
75.0;23;-968.0;-991.0;-605.0;-23;-25
81.0;-13;-965.0;-995.0;?;13;-20
?;-22;-963.0;-979.0;-679.0;22;-25
75.0;3;?;-971.0;?;?;-20
102.0;12;-957.0;-974.0;-667.0;-12;-16
100.0;-2;-959.0;-953.0;-670.0;2;-24
84.0;-20;-950.0;-967.0;-654.0;20;?
88.0;-13;-955.0;-986.0;-626.0;13;-18
77.0;-18;-966.0;-997.0;-630.0;18;-22
74.0;-41;-950.0;-980.0;-666.0;41;-22
116.0;-21;-962.0;-962.0;-647.0;21;-26
?;0;-976.0;-956.0;-615.0;0;-22
111.0;-19;-956.0;-951.0;-647.0;19;-18
103.0;-10;-978.0;-956.0;-649.0;10;-28
95.0;15;-998.0;-949.0;-626.0;-15;-23
64.0;3;-969.0;?;-631.0;-3;-16
79.0;4;?;-962.0;-605.0;-4;-21
?;-1;-996.0;-957.0;-612.0;1;-19
?;-22;-987.0;-956.0;-622.0;22;-22
71.0;6;-978.0;-963.0;-576.0;-6;-25
71.0;2;-983.0;-953.0;-584.0;-2;-19
73.0;-9;-973.0;-960.0;-571.0;9;-15
82.0;0;-974.0;-949.0;-522.0;0;-22
102.0;-22;-972.0;-956.0;-527.0;22;-27
120.0;-14;?;-948.0;-513.0;?;-22
85.0;5;-980.0;?;-515.0;?;-18
92.0;22;-979.0;-956.0;?;-22;-22
102.0;11;-965.0;-949.0;-489.0;?;-18
?;-25;-977.0;-949.0;-500.0;25;?
94.0;1;-989.0;-935.0;-514.0;-1;-23
?;9;-976.0;-936.0;-522.0;-9;-22
112.0;-40;-975.0;-933.0;-524.0;40;-23
101.0;-16;-973.0;-926.0;-518.0;16;-22
101.0;11;-952.0;-920.0;-501.0;-11;?
81.0;-27;-973.0;-923.0;-502.0;27;-16
90.0;-22;-970.0;-932.0;-498.0;22;-16
71.0;-1;-983.0;-939.0;-475.0;1;-25
111.0;?;-977.0;-953.0;-471.0;-2;-24
113.0;?;-985.0;-958.0;-465.0;7;-23
105.0;-26;-978.0;-959.0;-461.0;26;-25
106.0;-3;-980.0;-938.0;?;3;-21
104.0;23;-982.0;-941.0;-463.0;-23;-23
?;-11;-969.0;-937.0;-469.0;11;-21
85.0;-28;-972.0;-941.0;-480.0;28;-18
?;-10;-980.0;-941.0;-484.0;10;-23
88.0;4;-975.0;-947.0;-482.0;-4;-26
62.0;-2;-971.0;-942.0;-478.0;2;-25
92.0;-21;-979.0;-946.0;-482.0;21;-19
96.0;?;?;?;-476.0;5;-18
61.0;1;-969.0;-942.0;-479.0;-1;-24
81.0;-25;?;-948.0;-478.0;25;-21
84.0;-28;-975.0;?;-478.0;28;-21
109.0;4;-977.0;-953.0;-477.0;-4;?
93.0;13;-973.0;-950.0;-465.0;-13;-21
94.0;?;-979.0;-947.0;-471.0;9;-17
75.0;7;-976.0;-952.0;-471.0;-7;?
103.0;24;-976.0;-950.0;?;-24;-17
91.0;-11;-980.0;-938.0;-467.0;11;-16
104.0;-20;-967.0;-947.0;-470.0;20;?
101.0;-10;-973.0;-954.0;-463.0;10;-19
89.0;-16;-973.0;-949.0;?;16;-20
84.0;13;-975.0;-948.0;-466.0;-13;-20
88.0;13;-970.0;-950.0;-463.0;-13;-22
68.0;-12;-985.0;-950.0;-453.0;12;-25
107.0;1;?;?;-454.0;-1;-21
111.0;-7;-974.0;-952.0;-447.0;7;-21
?;-7;-987.0;?;-449.0;7;-23
101.0;12;-979.0;-945.0;-456.0;?;-24
100.0;9;-974.0;-949.0;-453.0;-9;-24
91.0;15;-981.0;-946.0;?;?;-24
104.0;22;-981.0;-949.0;-446.0;-22;-21
?;-3;-974.0;-950.0;-464.0;3;-17
105.0;-33;-980.0;-949.0;-464.0;33;-22
?;-16;-980.0;-947.0;-454.0;16;-22
?;6;-979.0;-943.0;-470.0;-6;-17
132.0;-2;-973.0;-953.0;-475.0;?;-23
91.0;?;?;-946.0;-467.0;10;-25
91.0;-2;-975.0;-947.0;-466.0;2;-19
112.0;-5;-974.0;-946.0;-479.0;5;-21
103.0;-49;-977.0;-953.0;-492.0;49;-20
93.0;-39;-985.0;-950.0;-489.0;39;-19
81.0;4;-975.0;?;-486.0;-4;-22
101.0;1;-976.0;-955.0;-500.0;?;-21
100.0;-14;-981.0;-954.0;-510.0;14;-25
81.0;-40;?;-951.0;-533.0;40;-20
81.0;?;-978.0;-943.0;-524.0;-3;-20
82.0;28;-986.0;-948.0;-557.0;-28;-24
75.0;-26;?;-937.0;-558.0;26;-22
?;?;-971.0;-946.0;-576.0;?;-22
?;-18;-985.0;-952.0;-593.0;18;-17
49.0;?;-982.0;?;-620.0;?;?
42.0;1;-976.0;-961.0;-628.0;-1;-30
59.0;15;-982.0;-950.0;-640.0;-15;-22
30.0;10;-976.0;?;-624.0;?;-21
50.0;1;-960.0;-966.0;?;-1;?
25.0;13;-959.0;-966.0;-574.0;-13;-21
?;-6;-962.0;-971.0;-559.0;6;-25
14.0;-26;-969.0;-981.0;-535.0;26;-29
19.0;-18;-985.0;-972.0;-545.0;18;-19
30.0;-8;-981.0;-980.0;-564.0;8;-18
21.0;19;-1002.0;-966.0;-577.0;-19;-24
30.0;23;?;-983.0;-620.0;-23;-19
17.0;-17;-977.0;-973.0;-675.0;17;-27
26.0;-31;-982.0;-959.0;-646.0;31;-29
?;-1;-973.0;-964.0;-594.0;?;-24
1.0;11;-972.0;-971.0;-600.0;?;-20
14.0;-8;-981.0;-974.0;-587.0;8;-10
6.0;?;-979.0;-967.0;?;18;-22
20.0;?;-958.0;?;-555.0;29;-25
?;?;-965.0;-971.0;-596.0;31;-16
1.0;-34;-973.0;-958.0;-594.0;34;?
?;-31;-973.0;?;-612.0;?;?
8.0;-11;-964.0;-972.0;-632.0;11;-19
19.0;-14;-961.0;?;-631.0;14;-22
11.0;4;-973.0;-977.0;-622.0;-4;-22
20.0;-19;?;-975.0;-643.0;19;-24
?;-53;-960.0;-979.0;-661.0;53;-23
11.0;-10;-969.0;-965.0;?;10;-21
?;10;-962.0;-964.0;-652.0;-10;-23
43.0;32;-957.0;-984.0;-676.0;-32;-21
?;46;-974.0;?;-678.0;-46;-20
66.0;6;-967.0;-977.0;-673.0;-6;-21
59.0;-9;?;-971.0;-687.0;9;?
39.0;1;-964.0;-968.0;?;-1;-17
26.0;9;-955.0;-969.0;-673.0;-9;-19
?;22;-953.0;-971.0;-672.0;?;-21
46.0;15;-964.0;-975.0;?;-15;-23
35.0;-7;-961.0;-987.0;-667.0;7;-26
45.0;-24;-969.0;-987.0;-676.0;24;-27
68.0;-42;?;-984.0;?;42;-27
91.0;-37;-953.0;-976.0;-555.0;?;-29
61.0;-26;-956.0;-978.0;-613.0;26;?
60.0;-45;-964.0;-954.0;-722.0;45;-23
40.0;-50;-974.0;-928.0;-946.0;50;-24
38.0;-17;-989.0;-937.0;-1059.0;17;-20
35.0;-9;-1010.0;?;-1007.0;9;-27
50.0;?;-939.0;?;-851.0;8;-21
61.0;23;?;-997.0;-862.0;-23;-20
58.0;9;-995.0;-1019.0;-948.0;-9;-23
50.0;5;-991.0;-1006.0;-788.0;-5;?
73.0;-4;-951.0;-1009.0;?;4;-22
?;-43;-948.0;-1005.0;-761.0;43;-22
34.0;2;-950.0;-954.0;-714.0;-2;-26
66.0;-12;-945.0;-954.0;-718.0;12;-26
?;-46;-982.0;-983.0;-887.0;46;?
29.0;5;-987.0;-955.0;-943.0;-5;-25
57.0;10;-971.0;?;-930.0;-10;-21
91.0;0;-958.0;-985.0;?;0;-24
40.0;5;-965.0;-971.0;-1050.0;-5;?
64.0;-14;-943.0;-954.0;-1034.0;14;?
56.0;-19;?;-963.0;-1002.0;19;-24
58.0;-6;-959.0;-946.0;-965.0;6;-16
83.0;13;-959.0;-936.0;-957.0;-13;-18
79.0;24;-964.0;-938.0;-955.0;?;?
63.0;-2;-970.0;-942.0;-964.0;2;-23
69.0;?;-957.0;-954.0;-942.0;0;-22
58.0;34;-960.0;-958.0;-948.0;?;-26
