Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-69.0;209.0;-176;?;555.0;574.0
?;207.0;-176;?;587.0;?
?;212.0;?;-791.0;576.0;?
-114.0;?;-176;-790.0;566.0;557.0
-124.0;211.0;?;-781.0;555.0;577.0
-123.0;215.0;-176;-771.0;?;573.0
-122.0;226.0;-176;-760.0;563.0;?
-118.0;217.0;-176;-780.0;563.0;574.0
?;208.0;-176;-771.0;578.0;571.0
-61.0;209.0;-176;-792.0;?;558.0
-112.0;219.0;?;-786.0;559.0;?
?;213.0;-176;-777.0;563.0;567.0
-45.0;213.0;-176;-764.0;558.0;560.0
-3.0;?;-176;-764.0;582.0;559.0
?;215.0;?;-794.0;595.0;568.0
?;?;?;-788.0;582.0;?
-107.0;235.0;-176;-782.0;574.0;584.0
-163.0;?;-176;-798.0;597.0;581.0
-114.0;223.0;-176;?;567.0;?
-165.0;219.0;-176;-779.0;566.0;574.0
?;224.0;-176;-789.0;?;575.0
-152.0;218.0;-176;-780.0;583.0;?
-212.0;225.0;-176;-790.0;569.0;547.0
?;208.0;-176;-790.0;591.0;?
-154.0;199.0;-176;-799.0;607.0;?
-132.0;219.0;-176;-789.0;?;589.0
-134.0;224.0;?;-803.0;?;549.0
-125.0;219.0;-176;-791.0;586.0;545.0
?;222.0;-176;-781.0;590.0;539.0
-89.0;206.0;-176;-792.0;602.0;?
-135.0;220.0;-176;?;584.0;?
-155.0;192.0;?;-797.0;606.0;585.0
-164.0;?;-176;-799.0;572.0;575.0
-146.0;214.0;-176;-802.0;566.0;563.0
-140.0;207.0;-176;?;587.0;588.0
-189.0;?;-176;-759.0;608.0;606.0
?;?;-176;-778.0;604.0;637.0
?;198.0;-176;?;573.0;?
-88.0;189.0;-176;?;587.0;581.0
-172.0;189.0;-176;?;?;586.0
-176.0;179.0;-176;-782.0;569.0;593.0
-210.0;190.0;-176;-789.0;585.0;?
?;188.0;?;?;?;602.0
-138.0;?;-176;-783.0;?;587.0
-196.0;187.0;-176;-786.0;607.0;598.0
?;174.0;-176;-777.0;?;609.0
?;170.0;?;-784.0;587.0;592.0
-156.0;169.0;-176;-797.0;576.0;604.0
-181.0;?;-176;-789.0;603.0;648.0
-156.0;174.0;-176;-770.0;?;?
-148.0;173.0;-176;-755.0;618.0;627.0
?;183.0;-176;-786.0;?;558.0
-174.0;?;-176;-782.0;578.0;631.0
-167.0;?;-176;-760.0;576.0;623.0
-103.0;170.0;-176;-790.0;579.0;668.0
-203.0;178.0;-176;-781.0;?;?
-179.0;?;-176;-787.0;581.0;632.0
-103.0;180.0;-176;-771.0;563.0;?
-127.0;186.0;-176;-791.0;596.0;676.0
-79.0;173.0;-176;-773.0;?;631.0
0.0;187.0;-176;-765.0;591.0;646.0
?;183.0;?;-762.0;591.0;657.0
-88.0;199.0;?;-772.0;?;633.0
-94.0;205.0;-176;-767.0;572.0;651.0
-66.0;189.0;?;?;566.0;632.0
-69.0;170.0;-176;-761.0;567.0;659.0
-11.0;186.0;-176;-767.0;567.0;662.0
-23.0;193.0;-176;-763.0;547.0;609.0
22.0;163.0;-176;-749.0;560.0;629.0
-171.0;183.0;-176;?;587.0;655.0
-128.0;181.0;-176;-779.0;?;637.0
1.0;179.0;-176;-758.0;563.0;613.0
?;?;?;-764.0;558.0;590.0
-204.0;?;-176;?;?;?
-56.0;171.0;-176;?;?;547.0
?;178.0;-176;-785.0;560.0;572.0
?;184.0;-176;-765.0;587.0;573.0
-123.0;?;-176;-749.0;?;551.0
-50.0;166.0;-176;-773.0;?;577.0
-214.0;195.0;-176;-785.0;583.0;599.0
-125.0;183.0;-176;-792.0;558.0;?
-127.0;?;-176;?;557.0;533.0
-93.0;162.0;-176;-801.0;556.0;580.0
-182.0;180.0;?;-764.0;587.0;?
-142.0;171.0;-176;-769.0;577.0;587.0
-224.0;?;-176;-780.0;?;555.0
-146.0;?;-176;-780.0;570.0;?
?;?;?;-780.0;559.0;639.0
?;151.0;-176;?;567.0;615.0
-178.0;169.0;-176;-796.0;?;641.0
-187.0;153.0;-176;-774.0;?;632.0
-180.0;181.0;-176;-787.0;570.0;?
-181.0;163.0;-176;-783.0;578.0;655.0
-207.0;147.0;-176;-782.0;584.0;617.0
-178.0;?;-176;?;567.0;?
-206.0;164.0;-176;?;?;619.0
-121.0;?;-176;-794.0;585.0;641.0
-235.0;156.0;-176;-781.0;?;649.0
-177.0;?;-176;-771.0;597.0;671.0
-197.0;169.0;-176;-769.0;587.0;657.0
-12.0;198.0;-176;-780.0;?;660.0
-49.0;176.0;-176;?;575.0;?
-144.0;?;-176;-778.0;584.0;653.0
-154.0;160.0;-176;?;601.0;674.0
-20.0;189.0;-176;-771.0;579.0;677.0
-103.0;206.0;-176;-783.0;615.0;683.0
-146.0;157.0;-176;-771.0;596.0;?
?;183.0;-176;?;585.0;665.0
-168.0;224.0;?;?;?;692.0
-130.0;191.0;-176;-793.0;597.0;666.0
?;189.0;-176;-776.0;?;672.0
-190.0;191.0;-176;-782.0;594.0;?
?;203.0;?;-771.0;?;?
-107.0;?;-176;-762.0;585.0;?
-192.0;?;-176;-758.0;616.0;603.0
?;196.0;?;-770.0;588.0;629.0
-92.0;?;?;-750.0;597.0;?
?;190.0;-176;-750.0;596.0;601.0
-176.0;216.0;-176;-752.0;585.0;586.0
-140.0;209.0;?;?;580.0;619.0
-139.0;208.0;-176;?;599.0;638.0
-172.0;217.0;-176;-748.0;594.0;665.0
-82.0;216.0;-176;-741.0;579.0;652.0
-128.0;209.0;-176;?;?;?
-163.0;217.0;?;-751.0;626.0;649.0
-98.0;217.0;-176;-737.0;605.0;618.0
-137.0;214.0;-176;?;?;639.0
?;210.0;-176;-739.0;?;651.0
-169.0;219.0;-176;-748.0;581.0;634.0
-127.0;212.0;-176;-749.0;580.0;632.0
-139.0;201.0;-176;-759.0;593.0;644.0
?;202.0;-176;-768.0;598.0;?
-113.0;216.0;-176;?;577.0;639.0
-161.0;216.0;-176;-759.0;587.0;624.0
-87.0;218.0;-176;-732.0;588.0;625.0
-108.0;208.0;-176;-693.0;582.0;?
-138.0;208.0;-176;?;556.0;637.0
-130.0;198.0;-176;?;590.0;639.0
-145.0;197.0;-176;-772.0;602.0;631.0
?;203.0;?;-778.0;552.0;634.0
-147.0;237.0;-176;-759.0;523.0;645.0
-147.0;?;-176;-767.0;561.0;641.0
?;227.0;-176;-722.0;582.0;634.0
?;?;-176;-718.0;561.0;633.0
-68.0;225.0;-176;?;562.0;638.0
-107.0;221.0;-176;-753.0;576.0;635.0
-122.0;246.0;-176;-726.0;577.0;635.0
?;239.0;-176;-710.0;568.0;?
?;226.0;-176;?;557.0;645.0
-146.0;255.0;?;-741.0;566.0;654.0
-110.0;?;-176;-714.0;546.0;?
-113.0;235.0;-176;?;561.0;?
-145.0;244.0;-176;-683.0;561.0;?
-172.0;255.0;-176;-684.0;548.0;621.0
-140.0;245.0;-176;-692.0;555.0;621.0
?;258.0;-176;-728.0;542.0;625.0
-119.0;274.0;-176;-700.0;?;623.0
-146.0;260.0;-176;-684.0;581.0;623.0
?;?;-176;-681.0;565.0;?
?;251.0;-176;?;572.0;621.0
-148.0;?;-176;-675.0;550.0;634.0
-158.0;254.0;-176;-693.0;547.0;636.0
?;238.0;?;-701.0;554.0;620.0
-98.0;?;-176;?;?;621.0
?;256.0;-176;-691.0;?;?
?;?;-176;-719.0;547.0;623.0
-118.0;247.0;-176;-712.0;?;620.0
-112.0;243.0;?;-729.0;588.0;627.0
?;255.0;-176;-706.0;596.0;615.0
-110.0;236.0;?;-727.0;569.0;612.0
-114.0;245.0;?;?;555.0;621.0
-136.0;244.0;-176;-738.0;560.0;639.0
-137.0;234.0;-176;-713.0;568.0;631.0
-119.0;226.0;-176;-721.0;566.0;?
-132.0;240.0;?;-748.0;567.0;615.0
-156.0;245.0;-176;-759.0;567.0;623.0
-82.0;243.0;-176;-750.0;555.0;621.0
-114.0;225.0;-176;?;?;617.0
-131.0;216.0;-176;-771.0;575.0;?
-155.0;209.0;-176;-920.0;559.0;630.0
-109.0;185.0;?;-734.0;566.0;620.0
-172.0;212.0;?;-775.0;567.0;622.0
-207.0;204.0;?;-826.0;575.0;620.0
-187.0;?;?;-806.0;?;615.0
?;208.0;?;?;585.0;625.0
-129.0;189.0;-176;-797.0;567.0;624.0
?;159.0;?;-810.0;593.0;627.0
-111.0;153.0;-176;-812.0;596.0;?
-83.0;182.0;-176;-793.0;?;622.0
-157.0;175.0;-176;-781.0;584.0;607.0
-79.0;171.0;-176;?;581.0;?
-154.0;165.0;-176;-756.0;571.0;602.0
?;163.0;-176;-763.0;570.0;625.0
-139.0;171.0;-176;-781.0;?;657.0
-151.0;171.0;-176;-760.0;567.0;613.0
?;162.0;-175;-760.0;?;604.0
-146.0;170.0;-175;?;560.0;?
-121.0;?;-175;?;?;641.0
-134.0;189.0;-175;-779.0;587.0;620.0
?;189.0;-175;-775.0;587.0;638.0
-182.0;181.0;-175;-759.0;584.0;636.0
-133.0;?;?;-771.0;?;623.0
?;?;?;-777.0;590.0;640.0
?;178.0;-175;?;577.0;641.0
-155.0;?;-175;-755.0;537.0;636.0
-128.0;178.0;-175;-773.0;?;688.0
-109.0;181.0;-175;-745.0;560.0;649.0
?;172.0;?;-754.0;569.0;633.0
-107.0;161.0;?;-761.0;578.0;634.0
-52.0;175.0;?;?;?;634.0
-193.0;181.0;-175;-770.0;535.0;647.0
-134.0;175.0;-175;-760.0;572.0;623.0
-114.0;190.0;-175;-749.0;560.0;637.0
-131.0;173.0;-175;?;?;640.0
?;185.0;-175;-762.0;567.0;636.0
-113.0;174.0;?;?;556.0;630.0
-160.0;176.0;?;-765.0;549.0;628.0
-157.0;189.0;-175;-762.0;567.0;637.0
-91.0;189.0;?;-771.0;556.0;653.0
-105.0;177.0;-175;?;573.0;652.0
-144.0;174.0;-175;-785.0;573.0;639.0
-177.0;186.0;-175;?;564.0;647.0
-145.0;170.0;-175;-769.0;581.0;?
-128.0;180.0;-175;-760.0;592.0;636.0
-139.0;182.0;?;-777.0;527.0;?
-116.0;?;-175;?;563.0;626.0
-123.0;180.0;-175;-760.0;577.0;?
-133.0;194.0;-175;-760.0;?;648.0
-94.0;175.0;-175;-771.0;?;631.0
-119.0;169.0;-175;-782.0;?;626.0
-140.0;?;-175;-788.0;567.0;632.0
-107.0;188.0;-175;-779.0;548.0;?
-113.0;?;?;?;568.0;625.0
-101.0;189.0;?;-744.0;564.0;627.0
-144.0;179.0;-175;-780.0;573.0;?
-161.0;189.0;-175;?;565.0;?
-146.0;177.0;-175;-773.0;555.0;635.0
?;?;?;-781.0;?;631.0
-147.0;195.0;-175;-779.0;560.0;632.0
-146.0;174.0;-175;?;587.0;633.0
-151.0;185.0;-175;-796.0;580.0;635.0
-151.0;184.0;-175;-801.0;573.0;637.0
-139.0;179.0;?;-780.0;593.0;637.0
?;177.0;-175;?;582.0;636.0
-122.0;186.0;-175;-779.0;575.0;627.0
?;188.0;-175;-794.0;578.0;633.0
-120.0;?;-175;-795.0;?;634.0
-143.0;183.0;-175;?;606.0;635.0
-154.0;178.0;?;-813.0;588.0;623.0
-158.0;179.0;-175;-810.0;?;636.0
-148.0;179.0;-175;-795.0;?;?
-155.0;180.0;-175;-780.0;587.0;626.0
-148.0;199.0;?;?;545.0;631.0
-129.0;?;-175;-792.0;593.0;639.0
?;182.0;?;-797.0;592.0;?
-145.0;188.0;-175;-784.0;575.0;?
-149.0;176.0;-175;-787.0;575.0;634.0
-147.0;?;-175;-800.0;592.0;627.0
-158.0;189.0;-175;-790.0;576.0;636.0
-118.0;188.0;-175;?;585.0;629.0
-115.0;193.0;-175;?;586.0;635.0
?;197.0;-175;?;596.0;645.0
-132.0;170.0;-175;-784.0;588.0;?
-135.0;193.0;-175;-800.0;577.0;?
-98.0;183.0;-175;-764.0;578.0;632.0
-131.0;?;-175;-771.0;588.0;?
?;188.0;-175;?;586.0;637.0
-152.0;197.0;-175;-781.0;588.0;?
-129.0;?;-175;-784.0;?;633.0
-130.0;185.0;-175;-785.0;592.0;?
?;160.0;-175;-783.0;590.0;635.0
?;184.0;-175;-786.0;569.0;635.0
-152.0;177.0;-175;-800.0;566.0;636.0
-105.0;?;-174;-790.0;571.0;?
-103.0;187.0;?;-779.0;586.0;630.0
-148.0;183.0;-175;-770.0;573.0;633.0
-138.0;190.0;-174;-767.0;556.0;641.0
-142.0;189.0;-174;-763.0;575.0;633.0
-116.0;183.0;-174;?;?;635.0
-117.0;177.0;?;-765.0;?;?
-90.0;188.0;-174;-773.0;568.0;635.0
-101.0;?;-174;?;?;632.0
-149.0;?;-174;-764.0;553.0;?
-143.0;189.0;-174;-775.0;?;?
?;?;-174;-788.0;571.0;635.0
-129.0;?;-174;-777.0;555.0;?
-152.0;175.0;-174;-758.0;538.0;?
-88.0;189.0;-174;-777.0;576.0;636.0
?;192.0;-174;?;582.0;637.0
?;192.0;-174;-780.0;571.0;635.0
-125.0;175.0;-174;-759.0;561.0;632.0
-122.0;181.0;-174;-764.0;?;632.0
-135.0;177.0;-174;-789.0;556.0;631.0
-107.0;?;-174;-781.0;552.0;633.0
-162.0;196.0;-174;-789.0;?;637.0
-170.0;192.0;-174;?;577.0;639.0
-93.0;?;-174;-778.0;?;635.0
?;188.0;-174;?;579.0;?
-90.0;189.0;-174;-763.0;?;633.0
-151.0;179.0;-174;?;559.0;640.0
-157.0;179.0;-174;-788.0;579.0;638.0
-147.0;?;-174;?;581.0;636.0
-127.0;?;-174;-789.0;597.0;634.0
-140.0;188.0;-174;-763.0;583.0;635.0
-120.0;177.0;-174;-778.0;589.0;633.0
-147.0;?;-174;-780.0;580.0;633.0
?;166.0;?;-791.0;?;?
-147.0;170.0;-174;?;?;634.0
-165.0;211.0;-174;?;?;648.0
-171.0;200.0;-174;-761.0;579.0;641.0
-37.0;192.0;-174;-757.0;586.0;626.0
-102.0;188.0;-174;-766.0;559.0;?
?;189.0;-174;-783.0;568.0;641.0
-165.0;?;-174;-776.0;596.0;637.0
-140.0;179.0;-174;-784.0;?;635.0
?;189.0;-174;-772.0;590.0;635.0
-147.0;199.0;-174;-807.0;?;636.0
-138.0;?;-174;?;607.0;641.0
-171.0;196.0;-174;-776.0;584.0;634.0
-153.0;202.0;?;-781.0;559.0;636.0
?;203.0;-174;-789.0;560.0;636.0
-171.0;?;-174;?;581.0;631.0
-123.0;191.0;-174;-771.0;606.0;633.0
-129.0;186.0;-174;?;574.0;641.0
-89.0;196.0;-174;-785.0;603.0;620.0
-141.0;?;?;-785.0;589.0;616.0
-156.0;202.0;-174;-798.0;597.0;629.0
-108.0;?;-174;-789.0;?;636.0
-79.0;?;?;-782.0;597.0;?
-101.0;193.0;?;-769.0;598.0;635.0
?;188.0;-174;-790.0;617.0;626.0
-158.0;198.0;?;?;596.0;628.0
?;198.0;-174;-781.0;607.0;629.0
-108.0;?;-174;-770.0;596.0;628.0
?;188.0;-174;-786.0;610.0;634.0
-190.0;179.0;-174;?;604.0;?
-86.0;195.0;-174;-790.0;?;637.0
-93.0;209.0;?;-810.0;601.0;632.0
-178.0;186.0;?;-796.0;590.0;629.0
-92.0;187.0;-174;?;585.0;632.0
-52.0;197.0;?;-779.0;589.0;633.0
-224.0;180.0;-174;?;577.0;623.0
?;179.0;-173;?;593.0;629.0
-105.0;184.0;-173;?;?;639.0
-148.0;?;-173;-773.0;?;642.0
?;182.0;-173;-774.0;596.0;636.0
-66.0;187.0;-173;-779.0;588.0;616.0
-200.0;198.0;-173;-791.0;?;635.0
-157.0;169.0;-173;-804.0;585.0;660.0
-148.0;173.0;-173;?;588.0;653.0
-186.0;174.0;-173;-788.0;586.0;618.0
-172.0;166.0;-173;-781.0;587.0;627.0
-99.0;?;-173;-770.0;583.0;639.0
?;170.0;-173;?;574.0;580.0
?;174.0;?;-768.0;584.0;597.0
-156.0;?;-173;-776.0;581.0;651.0
-102.0;159.0;-173;-799.0;570.0;616.0
?;172.0;-173;-786.0;558.0;605.0
?;168.0;-173;-773.0;?;635.0
-150.0;163.0;-173;?;567.0;632.0
-132.0;?;-173;-800.0;?;581.0
-126.0;?;-173;?;567.0;626.0
-153.0;?;-173;?;578.0;?
?;161.0;-173;-765.0;585.0;?
-145.0;171.0;-173;-780.0;579.0;669.0
-50.0;?;-173;-777.0;602.0;668.0
?;162.0;-173;-791.0;586.0;648.0
?;?;-173;-770.0;565.0;647.0
?;182.0;?;?;582.0;?
-124.0;183.0;?;-780.0;569.0;622.0
-85.0;?;-173;-789.0;600.0;?
22.0;190.0;-173;-768.0;587.0;643.0
4.0;197.0;?;-784.0;587.0;645.0
?;181.0;-173;?;594.0;?
31.0;218.0;-173;-774.0;568.0;?
-106.0;?;-173;-776.0;575.0;646.0
-66.0;191.0;-173;-766.0;605.0;644.0
-53.0;?;-173;-777.0;607.0;655.0
-21.0;?;-173;?;577.0;?
-39.0;189.0;-173;?;?;597.0
-11.0;189.0;?;-785.0;?;633.0
-38.0;?;-173;-791.0;?;?
-39.0;208.0;-173;-772.0;564.0;602.0
-109.0;?;-172;-760.0;?;?
-43.0;?;-172;-770.0;589.0;557.0
-80.0;?;-172;?;577.0;?
?;195.0;-172;-777.0;593.0;540.0
?;194.0;-172;-773.0;565.0;537.0
-61.0;187.0;-172;-772.0;566.0;521.0
-49.0;194.0;?;-768.0;593.0;580.0
?;200.0;-172;-788.0;598.0;?
-58.0;191.0;-172;?;588.0;?
-92.0;188.0;-172;?;587.0;540.0
-58.0;?;-172;-781.0;577.0;568.0
-114.0;207.0;-172;-788.0;597.0;569.0
-62.0;199.0;-172;-774.0;?;555.0
?;189.0;?;?;570.0;561.0
-97.0;198.0;-172;-760.0;585.0;579.0
-73.0;188.0;-172;?;578.0;?
-78.0;191.0;-172;-760.0;?;563.0
-90.0;198.0;-172;-781.0;590.0;569.0
-74.0;198.0;-172;-790.0;587.0;567.0
-86.0;198.0;?;-787.0;557.0;?
-99.0;?;-172;?;589.0;558.0
-42.0;198.0;-172;-770.0;594.0;?
-59.0;195.0;-172;-771.0;614.0;568.0
-77.0;184.0;?;-782.0;596.0;574.0
-44.0;205.0;-171;-777.0;?;569.0
?;?;-171;-787.0;597.0;559.0
?;206.0;-172;-780.0;587.0;571.0
-47.0;199.0;-172;-748.0;?;565.0
-57.0;190.0;-172;-735.0;597.0;?
?;?;-172;-765.0;?;572.0
61.0;209.0;-171;-770.0;603.0;569.0
-42.0;205.0;-172;?;603.0;573.0
-154.0;189.0;-172;-760.0;611.0;555.0
-120.0;219.0;-172;-748.0;564.0;?
-77.0;?;-172;?;598.0;546.0
257.0;112.0;-172;?;586.0;551.0
142.0;148.0;-171;?;571.0;?
61.0;220.0;-172;-748.0;600.0;568.0
51.0;?;-172;-753.0;575.0;555.0
-54.0;292.0;?;-740.0;562.0;552.0
-41.0;310.0;?;-754.0;598.0;555.0
?;242.0;-172;-733.0;635.0;564.0
?;?;-171;-703.0;639.0;585.0
-119.0;175.0;-172;-712.0;607.0;552.0
-137.0;175.0;-172;-716.0;632.0;532.0
-137.0;208.0;-172;?;?;571.0
-146.0;?;-172;-711.0;641.0;630.0
-143.0;213.0;?;-700.0;684.0;637.0
-207.0;170.0;?;-690.0;671.0;720.0
-201.0;202.0;?;-702.0;686.0;551.0
-254.0;183.0;-172;-716.0;677.0;483.0
-260.0;176.0;-172;?;?;489.0
-259.0;?;-172;-714.0;670.0;405.0
-267.0;115.0;-172;-686.0;646.0;482.0
-299.0;71.0;-172;-687.0;661.0;555.0
-321.0;-21.0;-172;-670.0;671.0;500.0
-261.0;-82.0;-172;-635.0;658.0;525.0
?;-77.0;-172;-711.0;?;433.0
-179.0;-14.0;?;-757.0;679.0;410.0
-55.0;25.0;?;-755.0;649.0;412.0
-49.0;61.0;-172;-744.0;639.0;383.0
-97.0;85.0;-172;-786.0;?;379.0
?;?;-172;-764.0;695.0;428.0
-243.0;66.0;-172;-769.0;?;439.0
-306.0;75.0;?;?;662.0;?
-85.0;?;-172;-738.0;643.0;470.0
-103.0;?;-172;?;?;452.0
-199.0;33.0;?;-743.0;646.0;455.0
-106.0;-3.0;?;?;663.0;470.0
-155.0;-27.0;-172;-739.0;678.0;532.0
?;-23.0;?;-733.0;698.0;?
-139.0;-48.0;-172;-715.0;692.0;?
-179.0;-49.0;?;?;679.0;567.0
-277.0;-72.0;-172;-726.0;678.0;?
-259.0;-94.0;-172;-705.0;669.0;636.0
?;-116.0;-172;?;667.0;773.0
-255.0;-125.0;-172;?;668.0;919.0
-441.0;?;-172;?;660.0;?
-482.0;-264.0;?;-679.0;687.0;675.0
?;-284.0;-172;?;680.0;602.0
?;-286.0;-172;-690.0;683.0;685.0
?;?;?;-715.0;672.0;?
-512.0;-322.0;-172;-696.0;705.0;?
-522.0;-337.0;-171;-668.0;691.0;499.0
-486.0;-392.0;-171;?;?;490.0
?;-359.0;?;-638.0;730.0;464.0
-587.0;?;?;-689.0;689.0;521.0
-643.0;-503.0;-171;-653.0;663.0;543.0
-675.0;-526.0;-171;-643.0;668.0;544.0
-670.0;-589.0;-171;?;683.0;?
-642.0;-560.0;-171;-658.0;698.0;730.0
-565.0;-577.0;-171;-622.0;700.0;778.0
-481.0;-595.0;-171;-643.0;678.0;778.0
-540.0;-593.0;-171;-652.0;686.0;814.0
?;-613.0;-171;?;646.0;818.0
?;-564.0;-171;-650.0;664.0;819.0
-643.0;-560.0;?;-659.0;675.0;?
-616.0;-601.0;?;?;648.0;843.0
-595.0;-573.0;-171;-649.0;622.0;863.0
-710.0;-540.0;-171;-652.0;?;879.0
-640.0;?;?;?;624.0;927.0
-687.0;-546.0;?;-632.0;604.0;967.0
-648.0;-558.0;-171;-636.0;641.0;943.0
-643.0;?;-171;-655.0;642.0;993.0
-676.0;-563.0;?;?;631.0;?
?;-525.0;-171;-680.0;618.0;834.0
-650.0;-550.0;-171;-671.0;627.0;862.0
-648.0;-577.0;-171;-650.0;628.0;890.0
-647.0;-620.0;-171;-641.0;?;838.0
?;?;-171;-657.0;606.0;971.0
?;-612.0;-171;-660.0;?;919.0
-604.0;-612.0;-171;-670.0;666.0;952.0
-635.0;-592.0;-171;?;?;982.0
?;?;-171;-674.0;663.0;969.0
-603.0;-593.0;-171;-699.0;667.0;947.0
-565.0;?;-171;-690.0;?;962.0
-633.0;-571.0;-171;?;688.0;?
-627.0;-578.0;?;-674.0;?;942.0
-573.0;-589.0;-171;-668.0;678.0;943.0
-620.0;-570.0;?;?;675.0;?
-590.0;-581.0;-171;-689.0;650.0;912.0
-803.0;?;?;?;?;?
-664.0;-595.0;-171;-694.0;649.0;?
?;-578.0;?;-699.0;?;?
?;-582.0;-171;-689.0;?;980.0
-651.0;-618.0;?;?;648.0;958.0
-565.0;-643.0;-171;-691.0;659.0;950.0
-705.0;-586.0;-171;-710.0;?;946.0
-617.0;-645.0;-171;?;675.0;950.0
-611.0;-642.0;-171;-684.0;?;937.0
-617.0;?;-171;-699.0;674.0;?
-549.0;-668.0;?;-701.0;674.0;942.0
-550.0;-635.0;-171;-696.0;?;922.0
?;-620.0;-171;-713.0;669.0;?
-501.0;-537.0;-171;-728.0;?;911.0
-524.0;-527.0;-171;-721.0;?;?
-473.0;-491.0;-171;-729.0;658.0;1012.0
?;-417.0;-171;-707.0;669.0;1003.0
-474.0;-422.0;?;-721.0;?;1007.0
-442.0;-438.0;-171;-695.0;?;885.0
-432.0;-425.0;?;-697.0;?;?
-452.0;-433.0;-171;-701.0;658.0;967.0
-451.0;-408.0;-171;-690.0;?;951.0
?;-377.0;-171;-689.0;?;?
-528.0;-374.0;-171;?;?;990.0
-502.0;-353.0;?;-719.0;656.0;1023.0
-485.0;-370.0;-171;-697.0;669.0;986.0
-525.0;-311.0;-171;-718.0;674.0;928.0
-520.0;-328.0;-171;-707.0;684.0;?
-540.0;-314.0;?;-665.0;683.0;898.0
-583.0;-332.0;-171;-665.0;676.0;815.0
-583.0;?;-171;-662.0;?;?
-577.0;-297.0;?;-638.0;684.0;814.0
-556.0;-322.0;-171;?;682.0;?
-604.0;-319.0;-171;-661.0;684.0;?
-590.0;?;-171;-659.0;651.0;771.0
-570.0;?;-171;-660.0;?;780.0
-574.0;?;-171;?;?;782.0
?;-284.0;-171;-650.0;699.0;846.0
?;-264.0;-171;-670.0;695.0;814.0
-525.0;-264.0;-171;-658.0;?;?
-572.0;-262.0;-171;?;702.0;848.0
?;?;-171;-670.0;?;794.0
-532.0;?;-171;-668.0;667.0;846.0
-561.0;?;-171;?;673.0;811.0
-589.0;-265.0;-171;-674.0;697.0;848.0
-622.0;?;-171;-691.0;691.0;825.0
-617.0;-254.0;-171;?;?;813.0
-678.0;-255.0;-171;-683.0;709.0;825.0
-649.0;-266.0;-171;-674.0;672.0;828.0
-616.0;-316.0;-171;-665.0;674.0;?
?;-296.0;-171;?;686.0;?
?;-264.0;?;-653.0;?;817.0
-668.0;-265.0;-171;-697.0;679.0;846.0
?;-238.0;?;-719.0;668.0;822.0
-605.0;-226.0;-171;?;677.0;?
?;-246.0;?;-691.0;669.0;?
-675.0;-256.0;-171;-712.0;677.0;779.0
?;-266.0;-171;-673.0;?;834.0
-687.0;-260.0;-171;-656.0;694.0;829.0
-718.0;-260.0;-171;-686.0;?;?
-703.0;-274.0;-171;-693.0;670.0;830.0
-701.0;?;-171;-671.0;?;833.0
?;-271.0;-171;?;?;852.0
-702.0;-268.0;-171;-691.0;?;?
-682.0;-260.0;-171;-665.0;672.0;817.0
-715.0;-241.0;-171;?;692.0;820.0
-716.0;-234.0;?;-673.0;681.0;806.0
-696.0;-236.0;-171;-687.0;?;743.0
-721.0;-242.0;-171;-691.0;?;737.0
-758.0;-255.0;-171;?;668.0;837.0
-747.0;-255.0;-171;-689.0;?;818.0
-708.0;-254.0;-171;-682.0;689.0;?
-731.0;-236.0;-171;-685.0;683.0;834.0
-753.0;?;-171;-672.0;668.0;849.0
-757.0;-223.0;-171;-675.0;?;839.0
-833.0;-246.0;-171;-681.0;659.0;847.0
-783.0;-247.0;-171;?;645.0;847.0
?;-241.0;-171;-658.0;?;820.0
-788.0;-258.0;-171;-665.0;672.0;842.0
-820.0;-247.0;?;-685.0;658.0;801.0
-793.0;-219.0;-171;-677.0;?;816.0
-755.0;?;-171;-659.0;674.0;793.0
?;-240.0;-171;-669.0;657.0;798.0
-781.0;-242.0;?;-661.0;667.0;798.0
-775.0;?;-171;-660.0;676.0;775.0
-828.0;?;-171;-678.0;669.0;732.0
?;-237.0;-171;-651.0;629.0;801.0
-797.0;?;-171;-670.0;?;775.0
-816.0;?;-171;-660.0;645.0;?
-788.0;?;-171;-668.0;648.0;768.0
-831.0;-222.0;-171;-661.0;651.0;764.0
-824.0;-233.0;?;-670.0;670.0;732.0
-824.0;-230.0;?;-672.0;670.0;?
-845.0;-226.0;-171;-651.0;676.0;757.0
-872.0;-211.0;?;-644.0;661.0;734.0
-877.0;-234.0;-171;?;656.0;?
-865.0;?;?;-665.0;665.0;?
-817.0;-216.0;-171;-662.0;661.0;712.0
-844.0;-217.0;-171;?;664.0;713.0
-860.0;-230.0;-171;?;662.0;727.0
-795.0;-217.0;?;-660.0;646.0;693.0
-788.0;-217.0;-171;-660.0;697.0;703.0
-859.0;?;-171;?;687.0;678.0
?;-226.0;-171;-659.0;659.0;?
?;-217.0;-171;-645.0;677.0;?
-823.0;?;-171;-643.0;668.0;697.0
-853.0;-209.0;-171;-667.0;678.0;684.0
-815.0;-216.0;-171;-661.0;664.0;?
-816.0;?;-171;-645.0;671.0;?
?;-191.0;?;-658.0;660.0;714.0
-775.0;-176.0;-171;-652.0;666.0;704.0
-775.0;-184.0;?;-661.0;686.0;659.0
