InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-188.0;?;18;?;765;?;482.0;18;92.0;7;-52
-169.0;191.0;18;11;765;841.0;?;?;94.0;7;-52
-148.0;189.0;11;9;767;857.0;481.0;11;79.0;-3;?
-133.0;179.0;?;4;771;?;479.0;5;45.0;-7;-52
-136.0;125.0;?;12;764;560.0;480.0;11;?;?;?
-118.0;?;2;16;760;503.0;480.0;2;-36.0;-2;-52
-120.0;189.0;-13;6;768;?;478.0;-13;-67.0;5;-52
-150.0;?;-12;?;768;143.0;479.0;-12;-103.0;?;-52
?;86.0;-22;15;762;-22.0;481.0;-22;-131.0;?;-52
-189.0;144.0;?;17;760;-165.0;484.0;?;-148.0;5;-52
-202.0;-154.0;-32;9;?;-393.0;486.0;-32;-155.0;2;?
?;-254.0;?;9;760;-325.0;487.0;-40;-154.0;-4;-52
-227.0;-412.0;-12;13;758;-219.0;487.0;?;-155.0;1;-52
-236.0;-665.0;-11;10;762;-64.0;488.0;?;?;7;-52
-203.0;-1508.0;-15;14;754;-755.0;488.0;?;-129.0;?;-52
?;-2828.0;-4;10;?;?;488.0;-4;?;2;-52
-180.0;-3734.0;19;7;764;-1565.0;490.0;19;?;6;-52
-194.0;-4646.0;24;20;755;-1213.0;?;24;-46.0;8;-52
-199.0;-3570.0;-3;?;764;-679.0;490.0;-3;-11.0;7;-52
?;-1983.0;3;3;767;?;?;3;22.0;?;-52
-240.0;-1732.0;?;13;757;369.0;490.0;14;36.0;4;?
-216.0;?;?;17;755;?;?;-7;41.0;6;?
-227.0;-756.0;-6;12;758;407.0;490.0;-6;42.0;-1;-52
-210.0;?;22;15;760;372.0;?;22;33.0;5;-52
-193.0;?;?;?;762;287.0;491.0;?;16.0;?;-52
-179.0;?;-9;12;?;164.0;?;-9;-1.0;-5;-52
?;-749.0;-12;14;756;?;?;-12;-16.0;0;-52
?;-184.0;-21;12;757;299.0;?;-21;-32.0;1;-52
-162.0;-3.0;-34;?;759;316.0;495.0;-34;-52.0;0;-52
-154.0;-110.0;-6;16;?;152.0;495.0;?;?;2;-52
-148.0;-215.0;18;?;762;17.0;497.0;18;-77.0;-3;-52
-157.0;-461.0;1;10;760;-20.0;498.0;?;?;1;?
-102.0;-352.0;-8;15;758;?;503.0;-8;-179.0;?;-52
-116.0;-606.0;?;10;760;-287.0;504.0;-12;-179.0;1;-52
?;-1204.0;-3;8;760;-388.0;505.0;-3;?;6;?
-92.0;?;?;13;759;-373.0;503.0;-2;?;?;-52
-94.0;-128.0;-2;12;761;-170.0;505.0;?;-186.0;4;-52
?;172.0;-3;7;766;-19.0;?;-3;-197.0;9;-52
-113.0;330.0;-2;9;764;95.0;504.0;-2;?;6;-52
?;-36.0;-2;14;758;-100.0;506.0;-2;-218.0;3;-52
-93.0;-54.0;-19;15;757;-91.0;505.0;?;-220.0;5;-52
-98.0;126.0;-22;14;757;?;?;-22;?;2;-52
?;146.0;0;15;?;-21.0;507.0;0;?;7;-52
-87.0;?;-12;12;757;-62.0;508.0;-12;-222.0;7;-52
-82.0;-124.0;-19;12;759;-55.0;506.0;-19;?;1;-52
-89.0;-45.0;?;14;758;-8.0;508.0;17;?;5;-52
?;-2.0;7;?;755;-1.0;505.0;7;-221.0;1;-52
?;-3.0;?;18;?;58.0;505.0;?;-221.0;6;-52
?;-6.0;9;13;?;32.0;506.0;9;-214.0;8;?
-78.0;21.0;30;11;760;21.0;505.0;30;-203.0;1;?
-94.0;-77.0;?;?;756;?;505.0;15;-191.0;?;?
-128.0;?;-1;9;765;4.0;506.0;-1;-172.0;9;-52
-100.0;82.0;-20;13;757;29.0;505.0;?;-161.0;6;-52
?;53.0;-23;15;753;-13.0;?;-23;-151.0;5;-52
-87.0;26.0;-29;13;759;-26.0;506.0;-29;-141.0;11;-52
-85.0;-52.0;-48;21;753;-28.0;?;-48;-143.0;16;-52
-89.0;-50.0;-39;18;?;-25.0;?;-39;-153.0;?;-52
-97.0;-50.0;4;15;759;-32.0;506.0;4;-168.0;11;-52
-125.0;-131.0;25;20;753;-91.0;507.0;?;-179.0;5;?
-138.0;-118.0;-11;14;759;-111.0;507.0;-11;-183.0;8;?
-107.0;-113.0;-16;9;762;?;?;-16;-189.0;12;?
-100.0;-22.0;5;13;760;17.0;496.0;?;-166.0;?;-52
-90.0;?;-27;10;?;-17.0;496.0;-27;-175.0;3;-52
-114.0;?;-24;20;752;?;494.0;-24;-180.0;5;-52
-140.0;25.0;-12;?;756;17.0;495.0;-12;-186.0;?;-52
-153.0;-179.0;-15;13;759;-13.0;494.0;-15;?;5;-52
-179.0;101.0;-10;?;754;-56.0;494.0;-10;-183.0;3;-52
-173.0;?;-15;17;751;28.0;493.0;-15;?;-7;-52
-169.0;-89.0;?;18;752;-34.0;494.0;?;-159.0;-1;-52
-163.0;-155.0;-11;16;759;-51.0;493.0;-11;?;11;-52
-143.0;-97.0;-31;10;?;-83.0;493.0;-31;-133.0;-1;?
?;-230.0;-17;10;757;100.0;494.0;-17;-108.0;?;?
?;?;4;16;757;185.0;489.0;?;-64.0;?;-52
-137.0;618.0;?;19;757;260.0;491.0;-5;-2.0;8;?
-143.0;484.0;-2;18;?;400.0;488.0;-2;66.0;9;-52
-157.0;134.0;-11;?;761;409.0;486.0;-11;119.0;5;-52
?;?;?;15;761;449.0;485.0;-20;150.0;?;-52
-125.0;121.0;8;11;?;371.0;484.0;8;168.0;6;-52
?;?;-14;12;?;325.0;485.0;-14;162.0;4;?
?;253.0;-60;18;755;?;484.0;-60;145.0;3;-52
-158.0;457.0;?;17;756;503.0;485.0;?;?;1;-52
-187.0;738.0;-52;17;?;?;484.0;?;121.0;0;?
-126.0;70.0;-55;15;755;?;486.0;?;108.0;7;?
-105.0;-907.0;-44;10;762;461.0;484.0;-44;?;9;-52
-157.0;-1599.0;-23;9;765;943.0;?;-23;?;7;-52
?;-2004.0;-27;?;?;1545.0;489.0;-27;84.0;10;-52
-167.0;?;-20;8;765;1822.0;491.0;?;79.0;9;-52
-146.0;-2656.0;32;?;?;1566.0;494.0;32;78.0;3;-52
-104.0;-2533.0;41;12;755;1242.0;?;41;76.0;?;?
-109.0;-978.0;?;12;755;760.0;497.0;40;?;3;-52
-85.0;-330.0;27;11;757;?;497.0;27;73.0;?;-52
-32.0;-111.0;?;10;?;?;499.0;?;73.0;?;-52
-44.0;-460.0;-2;10;?;86.0;?;-2;72.0;1;?
-75.0;-85.0;-1;?;761;251.0;501.0;-1;77.0;?;-52
-104.0;?;-4;10;761;128.0;502.0;-4;84.0;1;-52
-51.0;1373.0;-29;17;748;-2489.0;?;-29;120.0;-3;-52
-91.0;908.0;-52;?;755;-2391.0;495.0;?;88.0;0;-52
-96.0;1007.0;-57;12;756;-2113.0;496.0;-57;43.0;1;-52
-145.0;1560.0;-28;?;757;?;498.0;-28;3.0;3;-52
-140.0;1153.0;-7;10;760;?;498.0;?;-29.0;9;-52
-191.0;653.0;-14;10;?;-216.0;502.0;-14;-59.0;?;-52
-209.0;379.0;?;11;759;-40.0;505.0;-13;-82.0;8;-52
-227.0;598.0;-22;19;754;230.0;508.0;-22;-107.0;17;-52
-214.0;158.0;-4;23;?;98.0;?;-4;?;10;-52
-220.0;44.0;19;24;746;?;511.0;19;-136.0;5;-52
-206.0;-160.0;-7;?;750;16.0;513.0;-7;-146.0;9;-52
-148.0;-313.0;8;15;753;-116.0;?;8;-153.0;9;-52
-131.0;-471.0;?;15;?;-239.0;516.0;4;-161.0;11;-52
-110.0;-389.0;-34;16;760;-192.0;515.0;?;?;11;?
-95.0;-291.0;24;13;760;-141.0;517.0;24;?;8;-52
-104.0;?;18;15;?;?;?;18;?;6;-52
-114.0;-124.0;-16;19;747;-193.0;519.0;?;-191.0;8;-52
-104.0;-81.0;13;16;751;-151.0;517.0;13;-194.0;8;?
-91.0;-212.0;-14;11;760;?;517.0;-14;-198.0;5;-52
?;?;-17;?;760;?;?;-17;-198.0;5;-52
-62.0;-188.0;13;15;?;-57.0;516.0;13;-190.0;5;-52
-79.0;-80.0;19;16;750;-32.0;?;19;-181.0;4;-52
?;?;17;16;752;17.0;517.0;17;-172.0;?;-52
-93.0;-31.0;?;16;751;64.0;515.0;?;?;?;-52
-98.0;-15.0;18;16;752;28.0;516.0;18;-155.0;5;-52
-100.0;-76.0;-7;?;752;-19.0;516.0;-7;?;9;?
-96.0;-94.0;-20;23;751;-74.0;514.0;-20;?;9;-52
-102.0;-24.0;-3;15;748;13.0;516.0;?;-255.0;8;-52
-104.0;?;5;12;759;-17.0;515.0;5;-251.0;14;-52
-114.0;-19.0;8;?;761;-21.0;516.0;8;-259.0;15;-52
-109.0;2.0;10;16;753;-62.0;516.0;10;-261.0;13;?
-140.0;36.0;23;10;762;54.0;501.0;23;-124.0;4;-52
-135.0;-199.0;1;11;?;35.0;501.0;1;-121.0;?;-52
-101.0;-197.0;-15;12;759;37.0;501.0;?;-120.0;14;-52
-96.0;-113.0;?;11;?;36.0;501.0;-12;-119.0;13;?
-118.0;9.0;-12;11;760;-5.0;502.0;-12;-124.0;13;-52
-129.0;?;-12;12;759;-54.0;501.0;-12;-122.0;14;-52
-145.0;?;-16;10;761;-58.0;502.0;-16;-126.0;10;-52
?;-71.0;4;12;758;-67.0;503.0;4;?;10;-52
-139.0;?;?;15;754;-36.0;?;21;?;11;-52
-136.0;-44.0;18;14;756;-19.0;502.0;18;-142.0;11;?
?;-86.0;?;14;?;-1.0;502.0;?;-141.0;11;-52
-152.0;-76.0;1;15;754;-8.0;506.0;1;-120.0;4;-52
-166.0;-61.0;-5;15;753;-35.0;504.0;-5;?;2;-52
?;-21.0;-1;?;?;-10.0;506.0;-1;22.0;?;-52
?;67.0;-3;15;?;-15.0;506.0;-3;?;3;-52
-163.0;219.0;-2;15;?;25.0;505.0;-2;198.0;3;-52
-134.0;24.0;?;15;754;61.0;503.0;-2;248.0;3;-52
-72.0;-393.0;-2;15;754;?;?;-2;276.0;3;-52
-97.0;-329.0;-3;15;753;?;502.0;-3;289.0;3;?
?;-239.0;0;14;753;?;503.0;0;?;?;?
-173.0;-188.0;-5;15;753;?;503.0;?;?;3;?
-187.0;-284.0;1;14;?;536.0;504.0;1;342.0;3;?
-162.0;?;27;12;756;576.0;502.0;?;?;5;-52
?;-170.0;?;?;755;625.0;502.0;?;375.0;?;?
-145.0;?;?;11;?;542.0;501.0;26;?;5;-52
-137.0;-23.0;28;14;752;527.0;502.0;28;390.0;?;-52
-131.0;-116.0;?;13;?;432.0;501.0;10;400.0;7;-52
-130.0;-122.0;?;9;760;326.0;501.0;-2;412.0;7;-52
?;-25.0;-2;9;760;?;503.0;?;?;7;-52
-157.0;-61.0;-5;4;763;101.0;504.0;?;417.0;8;?
-155.0;-169.0;12;9;?;19.0;502.0;12;410.0;1;-52
-141.0;-250.0;?;13;759;-27.0;?;14;399.0;-1;-52
-151.0;-227.0;-7;9;755;-27.0;503.0;-7;379.0;1;-52
-146.0;-144.0;?;?;756;17.0;506.0;?;358.0;1;-52
-144.0;?;8;13;758;?;505.0;?;?;4;-52
-144.0;-29.0;6;13;757;-14.0;507.0;6;?;5;-52
-142.0;-37.0;12;13;758;-32.0;507.0;12;277.0;4;-52
-155.0;-33.0;0;13;?;-72.0;507.0;0;?;6;?
-145.0;-49.0;3;13;749;-81.0;506.0;3;214.0;8;-52
-146.0;-50.0;17;13;?;-36.0;506.0;17;175.0;14;-52
-151.0;-83.0;?;12;759;-54.0;?;-8;142.0;15;-52
-157.0;?;?;8;758;-96.0;510.0;?;119.0;?;-52
-185.0;-117.0;14;?;755;-92.0;509.0;14;99.0;11;?
?;-88.0;18;14;753;?;511.0;?;84.0;?;-52
?;35.0;19;13;754;46.0;513.0;19;75.0;11;-52
-193.0;11.0;?;13;754;?;513.0;18;66.0;11;-52
?;-30.0;18;13;754;?;513.0;18;61.0;11;-52
?;?;?;13;753;509.0;514.0;20;62.0;11;-52
?;?;15;13;753;731.0;512.0;15;60.0;10;?
?;326.0;?;13;?;841.0;514.0;?;63.0;12;-52
-166.0;406.0;12;13;754;831.0;513.0;12;63.0;?;-52
-172.0;662.0;-23;15;752;948.0;513.0;-23;60.0;?;?
-186.0;749.0;-39;15;751;1080.0;?;?;64.0;9;-52
-182.0;489.0;-56;9;?;?;515.0;-56;64.0;6;-52
-185.0;155.0;?;5;761;1255.0;516.0;-29;69.0;?;-52
-178.0;244.0;3;12;755;744.0;?;?;71.0;18;-52
-191.0;-514.0;?;15;?;793.0;?;-16;76.0;8;-52
-219.0;?;-13;15;754;1045.0;518.0;-13;?;?;-52
-222.0;-1372.0;-1;?;752;820.0;?;-1;85.0;11;-52
-187.0;-952.0;-16;11;754;619.0;512.0;-16;?;8;-52
-171.0;-1321.0;-25;8;756;264.0;?;?;98.0;7;-52
?;?;-22;9;755;158.0;510.0;-22;103.0;?;-52
-159.0;-323.0;-23;9;756;27.0;510.0;-23;111.0;7;-52
-169.0;49.0;-22;9;756;22.0;508.0;-22;115.0;?;-52
-188.0;-112.0;-22;?;755;224.0;506.0;-22;121.0;7;-52
-193.0;?;-23;9;755;44.0;506.0;-23;127.0;7;?
-197.0;-365.0;-22;?;755;?;506.0;-22;135.0;7;?
-217.0;-346.0;?;9;755;-68.0;?;-23;145.0;?;-52
?;-158.0;-22;9;756;?;?;-22;?;7;-52
?;252.0;-22;9;756;81.0;?;-22;156.0;?;?
?;148.0;-22;9;?;168.0;505.0;?;158.0;7;-52
-218.0;-63.0;-22;9;755;-17.0;504.0;-22;165.0;7;-52
-202.0;87.0;-22;9;755;-93.0;505.0;-22;170.0;?;-52
?;?;?;9;?;-66.0;505.0;-22;173.0;7;-52
-202.0;1010.0;-22;?;756;-83.0;504.0;-22;176.0;?;-52
-215.0;566.0;-22;9;?;23.0;506.0;-22;?;7;-52
-213.0;416.0;-22;9;755;-59.0;?;-22;177.0;?;-52
-221.0;237.0;-22;?;755;-131.0;507.0;-22;180.0;?;-52
-222.0;-538.0;-23;9;?;-82.0;505.0;-23;?;?;?
-223.0;-411.0;-22;9;755;-288.0;507.0;-22;177.0;7;?
-237.0;61.0;-23;?;756;-75.0;507.0;-23;?;7;-52
?;443.0;-23;?;?;94.0;508.0;-23;179.0;7;-52
-247.0;?;-22;9;755;?;?;?;177.0;?;-52
-225.0;494.0;?;9;756;155.0;508.0;-23;?;9;-52
-206.0;?;-23;11;?;?;507.0;-23;179.0;?;?
-195.0;?;-38;18;748;174.0;507.0;-38;184.0;4;-52
-185.0;-391.0;-41;19;?;55.0;?;-41;186.0;13;-52
-159.0;-931.0;-6;11;751;-274.0;508.0;-6;187.0;7;-52
?;-876.0;?;10;752;-282.0;?;?;?;4;-52
-204.0;-500.0;-5;11;?;-133.0;509.0;-5;?;6;-52
-200.0;-567.0;?;?;752;-27.0;511.0;?;187.0;5;-52
-200.0;-997.0;-3;10;?;-43.0;?;?;?;6;-52
-204.0;-768.0;?;10;?;-147.0;512.0;-2;191.0;5;-52
-214.0;-110.0;?;10;752;-49.0;?;-2;198.0;5;-52
-216.0;-22.0;-2;10;751;28.0;?;-2;199.0;?;-52
-217.0;-420.0;-2;10;?;-36.0;513.0;-2;?;5;-52
?;-535.0;-2;10;751;4.0;512.0;-2;197.0;5;?
?;-169.0;-2;10;752;6.0;512.0;-2;192.0;5;-52
-198.0;233.0;?;10;752;?;?;?;185.0;5;?
?;512.0;-2;10;752;78.0;511.0;?;181.0;5;-52
-176.0;?;-2;10;751;?;514.0;-2;?;5;-52
?;956.0;-2;10;751;-90.0;513.0;-2;168.0;5;?
-172.0;1588.0;-2;?;752;-30.0;514.0;?;165.0;?;-52
-183.0;1486.0;-2;?;752;93.0;?;-2;161.0;5;-52
-192.0;?;?;10;?;145.0;?;?;155.0;5;-52
-183.0;457.0;-2;?;752;100.0;513.0;?;151.0;5;-52
?;500.0;-2;10;751;55.0;513.0;-2;?;5;?
-205.0;456.0;-2;?;751;?;514.0;-2;140.0;5;-52
-204.0;303.0;-2;10;752;?;515.0;-2;?;5;-52
?;249.0;-2;10;752;-81.0;515.0;-2;120.0;5;-52
-204.0;?;-2;10;752;21.0;514.0;-2;?;5;-52
-226.0;44.0;-2;?;752;?;514.0;-2;?;5;-52
?;771.0;-2;?;751;?;?;?;110.0;5;?
-166.0;?;?;10;751;359.0;512.0;-2;111.0;5;?
-188.0;?;-2;10;752;62.0;510.0;-2;113.0;5;-52
-169.0;372.0;-2;10;752;-33.0;?;-2;106.0;5;-52
-167.0;222.0;-2;10;752;?;505.0;-2;99.0;5;-52
?;27.0;?;10;752;?;505.0;?;94.0;5;-52
-198.0;562.0;-2;10;751;-30.0;505.0;-2;86.0;5;-52
-169.0;376.0;?;10;751;29.0;?;-2;77.0;5;-52
-161.0;73.0;-2;10;752;-36.0;499.0;-2;73.0;?;-52
-188.0;-310.0;-2;10;?;?;499.0;?;?;5;?
-169.0;-740.0;-2;?;752;-158.0;495.0;-2;70.0;5;-52
-146.0;-933.0;-2;10;752;?;?;-2;64.0;5;-52
-174.0;-1214.0;-2;10;751;-412.0;492.0;-2;?;?;-52
-150.0;-1417.0;-2;10;751;-347.0;491.0;?;44.0;5;-52
-172.0;?;-2;10;752;254.0;491.0;?;34.0;?;-52
-187.0;1727.0;-2;10;752;876.0;493.0;-2;28.0;?;-52
-82.0;1128.0;-2;10;?;86.0;491.0;-2;28.0;5;-52
?;1314.0;-2;10;752;-70.0;488.0;-2;27.0;5;?
-168.0;847.0;-2;10;751;474.0;488.0;-2;?;?;?
-106.0;?;-2;?;751;-158.0;?;?;?;5;-52
-289.0;598.0;13;12;?;19.0;501.0;13;261.0;?;-52
-255.0;1068.0;37;12;755;45.0;?;?;261.0;13;-52
-248.0;1033.0;17;12;?;-82.0;502.0;17;264.0;10;-52
-258.0;-290.0;-22;13;754;?;500.0;-22;268.0;11;?
?;-62.0;?;16;745;?;502.0;2;?;16;-52
-247.0;?;9;18;745;-187.0;502.0;9;262.0;?;-52
-252.0;-508.0;-19;16;752;-109.0;504.0;-19;252.0;15;?
-243.0;-461.0;-17;12;756;74.0;504.0;-17;?;23;-52
-232.0;?;2;16;754;-24.0;502.0;2;229.0;19;-52
-222.0;10.0;8;16;750;-9.0;505.0;?;213.0;19;-52
?;181.0;?;7;756;-149.0;?;6;193.0;?;-52
?;-212.0;18;10;757;-225.0;509.0;18;177.0;11;-52
?;-188.0;9;?;753;-179.0;509.0;9;162.0;12;-52
-262.0;13.0;-4;?;754;-75.0;511.0;-4;?;11;-52
-283.0;?;-2;13;?;-65.0;?;-2;135.0;11;-52
-262.0;-104.0;-2;15;752;-4.0;?;-2;120.0;13;-52
-240.0;?;?;14;752;-85.0;514.0;?;102.0;?;-52
-247.0;-294.0;?;17;748;-218.0;?;-20;90.0;?;-52
-250.0;?;-41;19;745;-127.0;516.0;-41;82.0;11;-52
?;?;-22;18;747;-40.0;?;?;81.0;13;?
-256.0;-81.0;-1;16;750;-103.0;515.0;-1;?;16;-52
-255.0;?;?;?;750;-114.0;512.0;-2;95.0;?;-52
-250.0;?;-3;17;749;-104.0;?;?;105.0;15;-52
-224.0;?;-2;15;?;?;?;-2;120.0;16;-52
-211.0;-620.0;?;18;?;-206.0;?;?;138.0;14;-52
?;?;-1;14;?;?;507.0;-1;158.0;17;-52
-180.0;-549.0;10;?;758;?;504.0;10;172.0;19;?
-187.0;-546.0;19;?;?;?;?;?;?;13;-52
-172.0;-383.0;22;15;756;-394.0;501.0;22;190.0;21;-52
?;?;?;14;?;?;497.0;?;198.0;30;-52
-196.0;-1075.0;3;?;755;-456.0;496.0;3;?;17;-52
-212.0;-805.0;-4;15;?;-604.0;493.0;?;?;13;-52
?;-805.0;26;14;750;-739.0;491.0;26;180.0;22;-52
-220.0;-937.0;?;9;755;-927.0;?;?;140.0;16;-52
-224.0;-1377.0;-57;?;754;-1257.0;486.0;?;88.0;?;-52
-232.0;?;-5;17;754;-1450.0;484.0;-5;24.0;10;-52
-231.0;-971.0;7;14;755;-1430.0;485.0;7;-32.0;12;-52
-249.0;-678.0;-4;14;752;-1354.0;?;-4;-74.0;14;-52
-262.0;?;-2;18;748;-1386.0;486.0;-2;-114.0;13;-52
-279.0;-304.0;-1;18;?;-1365.0;?;-1;-149.0;13;-52
?;-900.0;-3;12;758;-1242.0;?;-3;-186.0;16;?
?;-1000.0;?;8;760;-1259.0;493.0;0;-212.0;15;-52
-283.0;?;-5;11;755;-1121.0;?;-5;-230.0;8;-52
-279.0;-408.0;1;17;755;?;498.0;1;-250.0;14;-52
-284.0;-718.0;8;18;?;?;499.0;8;-272.0;21;-52
?;-841.0;-2;14;757;-1457.0;502.0;?;-289.0;?;-52
-223.0;?;0;15;757;-1171.0;504.0;0;?;7;-52
-225.0;-1116.0;-14;10;759;-981.0;504.0;-14;-319.0;11;-52
?;-837.0;-18;12;757;-1099.0;?;-18;-332.0;10;?
?;-688.0;?;19;753;-1009.0;505.0;2;-343.0;12;?
-173.0;-777.0;8;16;752;?;509.0;8;-351.0;13;-52
?;-831.0;10;?;?;?;507.0;10;-359.0;?;-52
-144.0;?;?;?;757;-834.0;511.0;?;-364.0;15;-52
-150.0;-771.0;?;11;759;-1037.0;510.0;-29;-362.0;16;-52
-154.0;-624.0;-14;?;755;-1085.0;511.0;-14;-355.0;15;-52
-114.0;-534.0;-1;15;756;?;?;-1;?;13;-52
-100.0;?;-2;12;756;-621.0;510.0;-2;-307.0;9;-52
-100.0;-680.0;-3;12;755;-435.0;509.0;-3;-282.0;?;-52
?;-670.0;7;?;758;?;508.0;?;-260.0;11;-52
-99.0;-515.0;?;13;758;-258.0;508.0;7;-244.0;?;-52
-87.0;-458.0;11;?;757;?;506.0;?;?;8;-52
-106.0;-342.0;5;13;757;-256.0;504.0;5;?;9;-52
?;-169.0;?;22;754;-141.0;506.0;?;-205.0;11;-52
-93.0;?;18;?;754;-88.0;503.0;18;-207.0;10;-52
?;-34.0;5;13;760;-48.0;501.0;?;-213.0;10;-52
?;-82.0;-2;9;764;7.0;501.0;?;-219.0;12;-52
-55.0;-226.0;-5;11;762;56.0;500.0;-5;-228.0;10;?
?;-282.0;2;18;?;99.0;?;?;-236.0;14;-52
-26.0;-240.0;19;18;756;148.0;499.0;?;-247.0;8;-52
-29.0;-251.0;-26;?;759;129.0;?;-26;?;-5;-52
-38.0;-129.0;-8;14;758;121.0;495.0;-8;?;?;-52
-20.0;-24.0;25;20;756;106.0;494.0;25;-293.0;21;-52
-33.0;5.0;-18;13;758;?;494.0;?;-314.0;-1;-52
-62.0;31.0;-30;12;759;194.0;494.0;-30;-339.0;?;-52
-76.0;-37.0;-13;17;758;273.0;?;-13;?;14;-52
-46.0;?;3;12;?;?;492.0;3;-374.0;9;-52
-58.0;-127.0;14;10;?;?;493.0;14;-374.0;?;-52
-59.0;-120.0;-1;?;757;627.0;?;-1;?;?;-52
-74.0;-57.0;?;13;?;?;491.0;?;-355.0;13;?
-44.0;?;?;17;753;796.0;494.0;?;-338.0;9;-52
-21.0;-117.0;-21;14;752;883.0;492.0;-21;-319.0;13;-52
-39.0;58.0;5;14;757;841.0;493.0;5;-299.0;?;?
-51.0;64.0;27;14;760;806.0;?;?;?;8;?
-35.0;-3.0;10;13;757;?;491.0;10;-243.0;11;-52
-50.0;-63.0;9;17;753;575.0;493.0;9;-217.0;10;?
-77.0;201.0;?;16;752;?;?;?;-191.0;?;-52
?;?;?;15;753;188.0;493.0;-21;-177.0;?;-52
-53.0;3.0;?;15;754;26.0;493.0;-23;-164.0;1;-52
-57.0;6.0;-21;14;752;?;494.0;-21;-158.0;-1;-52
-7.0;67.0;-27;16;755;29.0;?;-27;-158.0;?;-52
-48.0;?;-47;19;?;441.0;494.0;-47;-151.0;14;?
-127.0;916.0;-41;18;759;932.0;?;-41;-137.0;13;-52
-143.0;1886.0;3;17;756;871.0;496.0;3;-127.0;?;-52
-128.0;1280.0;7;18;?;660.0;498.0;7;-111.0;6;-52
?;524.0;-12;14;758;352.0;?;-12;-96.0;6;-52
-79.0;876.0;-10;11;759;235.0;492.0;-10;-83.0;7;-52
-52.0;?;?;?;760;238.0;488.0;-14;-78.0;8;-52
-64.0;952.0;-12;11;760;255.0;489.0;-12;-71.0;7;?
-68.0;1197.0;14;12;?;271.0;?;14;-63.0;0;-52
-92.0;985.0;19;?;753;406.0;489.0;19;-55.0;9;-52
-108.0;752.0;-15;?;758;?;490.0;-15;-50.0;7;-52
-95.0;?;-36;10;759;?;488.0;-36;-48.0;-4;-52
-94.0;-199.0;-31;10;759;190.0;488.0;-31;-45.0;-1;?
-97.0;237.0;?;?;760;-17.0;487.0;-32;-43.0;-1;-52
-106.0;420.0;-33;?;760;51.0;?;-33;-41.0;-2;-52
-121.0;104.0;-30;10;759;18.0;487.0;?;?;0;-52
-142.0;117.0;-36;10;760;57.0;487.0;-36;-45.0;?;?
-135.0;232.0;-29;11;?;70.0;486.0;?;-47.0;0;-52
-122.0;-21.0;-35;10;760;55.0;487.0;-35;?;?;?
?;-18.0;-33;10;760;221.0;486.0;-33;-48.0;?;-52
-129.0;219.0;12;16;751;85.0;486.0;12;-53.0;12;-52
-104.0;24.0;0;13;753;?;488.0;0;-53.0;9;-52
-86.0;?;-37;13;758;32.0;485.0;?;-255.0;12;-52
-89.0;196.0;?;11;762;36.0;485.0;-6;-260.0;8;-52
?;121.0;-9;12;757;-9.0;484.0;?;-261.0;8;-52
-111.0;40.0;-29;?;759;46.0;485.0;-29;-263.0;9;?
?;33.0;?;?;?;-2.0;484.0;-31;-263.0;9;-52
-93.0;65.0;-32;13;?;?;484.0;-32;-263.0;?;?
-90.0;60.0;-33;14;757;113.0;485.0;-33;-263.0;9;-52
-100.0;?;?;12;?;?;486.0;-29;-263.0;8;?
-112.0;-114.0;-37;14;756;21.0;?;-37;-263.0;10;?
-96.0;-90.0;-24;11;758;?;487.0;-24;-266.0;?;-52
-109.0;-25.0;-26;11;759;-26.0;489.0;-26;-267.0;8;?
-112.0;38.0;-32;15;760;?;489.0;-32;?;?;-52
-113.0;33.0;-2;?;759;-14.0;?;-2;-271.0;8;-52
-115.0;39.0;-31;10;760;16.0;?;-31;-273.0;9;-52
?;37.0;?;11;761;6.0;490.0;-33;-275.0;10;-52
-115.0;-72.0;-10;?;761;-4.0;491.0;?;?;6;-52
-126.0;?;-36;9;764;10.0;490.0;-36;-279.0;7;-52
-127.0;46.0;-32;8;764;31.0;489.0;-32;?;7;-52
-117.0;53.0;-30;11;761;82.0;489.0;-30;-277.0;?;-52
?;?;-30;12;762;118.0;490.0;-30;-278.0;6;?
?;148.0;-14;?;763;61.0;489.0;-14;-274.0;3;-52
-120.0;?;-29;?;763;2.0;490.0;-29;-273.0;4;-52
-119.0;51.0;-16;12;763;?;490.0;-16;?;4;-52
-135.0;46.0;?;7;?;?;490.0;-1;-266.0;7;-52
-128.0;-46.0;-39;10;761;?;?;-39;-261.0;11;-52
-120.0;56.0;-19;?;?;53.0;?;-19;-260.0;?;-52
-130.0;46.0;-3;13;758;29.0;?;?;-256.0;10;?
-122.0;?;?;9;?;61.0;490.0;-28;-253.0;?;-52
-128.0;118.0;-22;10;763;15.0;?;-22;-250.0;?;?
-136.0;?;?;10;760;14.0;?;-40;?;7;-52
-139.0;26.0;-48;10;760;?;491.0;-48;-241.0;7;?
-149.0;?;?;12;754;-9.0;?;-23;-238.0;6;-52
