InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-24.0;-167.0;57.0;?;?;632;-3;158.0;5.0
?;-153.0;58.0;-12;?;635;-12;177.0;-35.0
-20.0;-104.0;94.0;-13;-29.0;?;-13;59.0;-12.0
-4.0;6.0;34.0;-14;-12.0;637;-14;-35.0;?
-55.0;?;?;-8;-35.0;634;?;-134.0;?
-28.0;131.0;8.0;-2;-13.0;631;-2;-135.0;-326.0
-85.0;?;-26.0;10;?;631;10;?;-263.0
-38.0;122.0;0.0;11;-57.0;629;11;-134.0;?
-55.0;83.0;-63.0;-36;-17.0;631;-36;-95.0;-342.0
-90.0;48.0;?;-25;-28.0;627;-25;18.0;-207.0
-51.0;78.0;-44.0;4;2.0;?;4;?;-192.0
-55.0;?;-50.0;-20;-9.0;635;?;-100.0;?
-39.0;?;-49.0;-10;?;633;?;-143.0;-67.0
-36.0;170.0;-5.0;16;43.0;?;16;-161.0;-5.0
-43.0;56.0;-26.0;12;16.0;630;?;-92.0;25.0
-27.0;-3.0;-29.0;?;?;634;?;63.0;56.0
-12.0;-37.0;-57.0;?;?;?;-23;112.0;24.0
-26.0;-27.0;-38.0;-33;?;?;-33;75.0;6.0
9.0;?;23.0;-33;-9.0;631;-33;55.0;236.0
22.0;-23.0;?;-19;-1.0;?;-19;47.0;326.0
?;?;29.0;24;-26.0;634;24;?;337.0
49.0;15.0;32.0;5;-3.0;?;5;?;54.0
28.0;-25.0;?;-29;0.0;?;-29;?;107.0
26.0;-99.0;?;-7;?;?;?;68.0;62.0
16.0;-53.0;-135.0;-13;-41.0;?;-13;104.0;100.0
32.0;?;-118.0;-8;-47.0;629;-8;-72.0;-22.0
39.0;221.0;-75.0;10;-27.0;633;10;-190.0;-215.0
?;125.0;-78.0;-33;?;634;-33;?;-152.0
17.0;105.0;-89.0;-8;-16.0;628;-8;?;-101.0
37.0;122.0;?;35;-26.0;627;35;16.0;-159.0
12.0;167.0;?;-32;?;?;-32;-94.0;?
0.0;?;?;-50;-47.0;?;?;-128.0;-19.0
16.0;60.0;-91.0;-18;-7.0;633;?;-92.0;?
6.0;99.0;?;-12;-50.0;?;-12;-36.0;?
0.0;92.0;-41.0;-15;-42.0;634;-15;-89.0;43.0
31.0;72.0;-54.0;-24;-13.0;635;?;-39.0;6.0
-13.0;-1.0;-32.0;-23;-4.0;635;-23;19.0;?
?;47.0;-67.0;?;?;?;-22;?;-15.0
-2.0;-19.0;3.0;-23;-12.0;634;-23;154.0;-261.0
6.0;-118.0;15.0;?;-21.0;636;-22;107.0;104.0
?;-67.0;-39.0;-20;-65.0;632;-20;19.0;30.0
17.0;43.0;-19.0;1;-64.0;624;1;10.0;57.0
-32.0;84.0;-20.0;8;?;619;8;-47.0;-40.0
3.0;17.0;-14.0;2;6.0;617;2;65.0;-38.0
22.0;?;-35.0;?;1.0;626;35;186.0;-19.0
-9.0;-199.0;-81.0;11;-2.0;617;11;365.0;-37.0
?;-88.0;-85.0;?;-32.0;?;?;446.0;52.0
44.0;88.0;-142.0;-36;-77.0;601;-36;?;-206.0
?;308.0;?;-3;?;624;-3;36.0;-298.0
47.0;?;156.0;-8;?;624;-8;?;?
0.0;434.0;147.0;23;-124.0;623;23;-455.0;-526.0
?;379.0;215.0;?;?;631;15;-352.0;-352.0
38.0;297.0;277.0;?;-216.0;633;1;-302.0;-270.0
9.0;326.0;281.0;29;?;?;29;-419.0;?
73.0;?;208.0;29;-243.0;631;?;-497.0;-243.0
56.0;90.0;33.0;31;-164.0;631;31;-360.0;-82.0
-23.0;?;-211.0;?;-112.0;629;12;?;242.0
?;?;-428.0;?;0.0;629;?;-115.0;?
-71.0;79.0;-546.0;7;-89.0;626;?;80.0;212.0
-139.0;-72.0;-751.0;-32;?;623;-32;149.0;171.0
-125.0;-270.0;-787.0;-5;-149.0;628;-5;567.0;542.0
-171.0;?;-700.0;-27;-128.0;628;-27;384.0;422.0
-220.0;41.0;-520.0;-51;-59.0;626;-51;230.0;?
-144.0;163.0;-135.0;-41;-38.0;627;-41;?;248.0
-76.0;45.0;124.0;-39;-134.0;626;-39;15.0;78.0
-51.0;-67.0;145.0;9;-79.0;623;?;494.0;-143.0
?;11.0;265.0;?;?;621;?;?;-45.0
-7.0;?;326.0;11;-139.0;623;?;-159.0;-315.0
18.0;452.0;569.0;?;-79.0;626;?;-865.0;-545.0
-11.0;153.0;?;-22;-81.0;624;-22;-276.0;-404.0
-18.0;171.0;?;-1;-167.0;626;-1;-213.0;-17.0
10.0;314.0;263.0;28;-73.0;631;?;-498.0;?
12.0;?;48.0;-23;13.0;?;-23;-361.0;-125.0
-14.0;321.0;-182.0;-37;12.0;628;-37;-334.0;68.0
-58.0;229.0;-396.0;-34;?;?;-34;-209.0;81.0
-110.0;161.0;-548.0;?;17.0;628;?;-137.0;41.0
?;?;-786.0;22;-93.0;629;?;269.0;59.0
?;?;-917.0;18;-68.0;629;18;?;717.0
-139.0;3.0;-752.0;18;-47.0;629;18;260.0;?
-137.0;87.0;?;?;?;632;6;?;346.0
?;92.0;-36.0;-6;?;637;-6;59.0;359.0
6.0;-83.0;396.0;-1;-37.0;633;?;?;198.0
-7.0;?;512.0;?;-56.0;636;-2;?;?
?;-40.0;?;-2;-124.0;636;-2;?;57.0
51.0;485.0;782.0;?;-50.0;622;-4;-554.0;?
90.0;260.0;955.0;7;?;631;7;?;-848.0
31.0;-191.0;584.0;-4;-144.0;637;?;-36.0;?
39.0;?;466.0;-27;?;629;-27;-112.0;?
102.0;221.0;331.0;-21;42.0;632;-21;-620.0;-355.0
63.0;184.0;-75.0;-22;?;631;-22;-209.0;-40.0
39.0;278.0;?;-25;121.0;631;-25;-372.0;-172.0
15.0;191.0;-693.0;?;?;628;?;-111.0;?
-9.0;-136.0;-1070.0;?;41.0;623;?;585.0;35.0
?;-98.0;-1339.0;?;?;626;-10;597.0;232.0
-49.0;?;?;-2;88.0;627;?;?;109.0
-65.0;149.0;-761.0;?;124.0;627;-2;242.0;285.0
5.0;184.0;-131.0;?;160.0;627;-3;60.0;229.0
53.0;43.0;417.0;?;110.0;627;-2;-17.0;-31.0
13.0;-323.0;639.0;-3;43.0;627;-3;?;11.0
30.0;?;674.0;-2;?;627;-2;415.0;-2.0
17.0;341.0;?;-3;-55.0;627;-3;-754.0;-430.0
?;148.0;850.0;-3;-128.0;627;-3;-563.0;-516.0
93.0;-33.0;893.0;0;-99.0;626;0;-328.0;113.0
85.0;185.0;473.0;-10;-78.0;629;?;-529.0;-306.0
104.0;?;260.0;-7;?;631;-7;?;-457.0
42.0;80.0;?;11;-36.0;629;11;?;-168.0
?;347.0;-402.0;7;99.0;629;7;-436.0;?
-20.0;331.0;?;6;?;629;?;?;-462.0
-19.0;-14.0;-811.0;14;9.0;628;14;179.0;-104.0
-96.0;-24.0;?;-18;-54.0;631;-18;?;125.0
-81.0;79.0;-995.0;-52;1.0;633;-52;358.0;188.0
-69.0;96.0;-612.0;-36;46.0;633;-36;371.0;237.0
-34.0;118.0;4.0;?;129.0;631;-2;221.0;279.0
?;6.0;315.0;25;?;?;25;56.0;?
-21.0;?;?;32;?;631;32;314.0;?
17.0;38.0;601.0;18;3.0;629;18;-52.0;-148.0
11.0;210.0;763.0;5;?;?;5;-700.0;-289.0
?;158.0;585.0;9;-137.0;628;9;-711.0;-418.0
?;?;361.0;-2;-122.0;?;-2;?;-236.0
32.0;104.0;-35.0;-30;-16.0;629;-30;-242.0;-208.0
65.0;?;-332.0;-32;77.0;630;-32;?;-119.0
65.0;414.0;-423.0;-37;?;626;?;-373.0;-159.0
-21.0;46.0;?;-21;43.0;629;-21;30.0;?
-30.0;-162.0;-858.0;10;30.0;?;10;604.0;235.0
-84.0;21.0;?;-2;38.0;629;-2;500.0;169.0
-79.0;115.0;?;-6;84.0;627;-6;255.0;171.0
-30.0;64.0;?;9;141.0;629;9;188.0;238.0
-3.0;?;433.0;3;143.0;?;3;194.0;225.0
23.0;-104.0;474.0;?;?;633;?;126.0;125.0
41.0;-28.0;714.0;26;52.0;625;26;180.0;287.0
82.0;?;780.0;8;35.0;633;?;-636.0;?
69.0;146.0;693.0;16;?;631;16;-776.0;-229.0
43.0;66.0;566.0;17;-98.0;628;17;-509.0;-117.0
?;-18.0;256.0;24;-124.0;630;24;?;-32.0
33.0;-41.0;-31.0;?;-112.0;629;2;-288.0;121.0
63.0;?;?;-57;38.0;629;-57;-36.0;170.0
3.0;161.0;-402.0;-55;42.0;629;?;-253.0;?
-30.0;-132.0;-481.0;-36;48.0;630;-36;132.0;-6.0
-42.0;-215.0;?;-21;41.0;?;-21;?;340.0
-71.0;-101.0;-669.0;-9;?;631;?;?;288.0
-65.0;-75.0;-384.0;-14;8.0;?;-14;413.0;269.0
?;102.0;101.0;-12;40.0;629;-12;131.0;300.0
26.0;25.0;616.0;-12;?;629;?;191.0;-3.0
31.0;-155.0;?;-13;9.0;629;-13;262.0;92.0
?;-165.0;521.0;-12;-34.0;629;-12;108.0;?
6.0;?;?;-12;?;628;-12;-309.0;-471.0
45.0;?;386.0;-13;8.0;630;-13;-636.0;-498.0
55.0;?;278.0;-12;-52.0;?;-12;-537.0;?
?;310.0;198.0;-3;-11.0;628;-3;?;-367.0
43.0;109.0;28.0;?;35.0;627;?;-331.0;-466.0
106.0;175.0;-208.0;-5;140.0;627;-5;-67.0;-65.0
57.0;349.0;-276.0;?;22.0;626;5;-367.0;-221.0
3.0;319.0;-444.0;20;?;621;20;-360.0;-295.0
-18.0;2.0;-678.0;17;-31.0;?;17;336.0;-24.0
-69.0;-12.0;-833.0;9;10.0;643;9;601.0;212.0
?;133.0;-508.0;8;143.0;?;8;405.0;227.0
-70.0;281.0;63.0;?;220.0;644;8;107.0;258.0
?;118.0;446.0;6;210.0;644;6;-217.0;257.0
18.0;?;380.0;-5;?;638;-5;-103.0;-154.0
-14.0;-50.0;519.0;-2;-42.0;640;-2;16.0;258.0
18.0;858.0;263.0;3;-78.0;640;3;-1322.0;466.0
-1.0;28.0;?;-46;?;634;-46;-1724.0;-642.0
?;152.0;?;-70;-388.0;632;-70;?;541.0
39.0;278.0;-141.0;-61;?;633;-61;-461.0;309.0
65.0;?;-202.0;-63;?;633;-63;?;-377.0
?;-424.0;?;-63;127.0;?;-63;?;403.0
17.0;-449.0;-303.0;-66;94.0;632;-66;412.0;29.0
-44.0;?;-375.0;-32;77.0;638;-32;651.0;-340.0
?;-630.0;?;?;95.0;?;-2;730.0;-39.0
-76.0;?;-346.0;-20;29.0;?;-20;905.0;364.0
-106.0;-834.0;-325.0;-7;-66.0;642;?;895.0;488.0
-83.0;-834.0;-274.0;18;-69.0;644;18;941.0;449.0
-95.0;-935.0;-195.0;17;?;643;17;?;532.0
-77.0;-785.0;?;23;-43.0;?;23;882.0;821.0
?;?;-36.0;-2;19.0;?;-2;571.0;896.0
-18.0;-305.0;161.0;-21;29.0;637;?;283.0;637.0
-68.0;?;335.0;12;13.0;637;?;-66.0;371.0
-49.0;66.0;462.0;19;?;631;19;-160.0;413.0
-31.0;50.0;497.0;2;35.0;?;2;-126.0;386.0
?;136.0;338.0;?;-11.0;638;?;-129.0;525.0
-57.0;?;362.0;?;-30.0;637;3;?;501.0
-64.0;164.0;415.0;-11;?;636;-11;?;374.0
-67.0;?;?;-32;-70.0;633;-32;-171.0;395.0
?;-148.0;264.0;-14;-90.0;633;-14;?;179.0
-59.0;?;117.0;-10;-38.0;633;-10;?;?
-28.0;-96.0;82.0;?;-55.0;632;?;96.0;125.0
-75.0;-19.0;125.0;?;-3.0;633;-12;-14.0;71.0
-64.0;?;?;?;-9.0;633;?;-16.0;107.0
-49.0;-61.0;?;-13;-51.0;633;-13;81.0;65.0
-64.0;27.0;?;-13;-47.0;633;-13;23.0;97.0
-77.0;-43.0;-50.0;2;-41.0;?;2;?;103.0
-65.0;-7.0;-9.0;12;5.0;643;?;14.0;151.0
?;16.0;1.0;2;?;633;?;?;116.0
?;-16.0;?;-2;-14.0;628;-2;-7.0;80.0
?;-50.0;?;9;-19.0;638;9;?;117.0
-46.0;-108.0;49.0;10;-48.0;?;?;?;42.0
-33.0;?;120.0;-15;-48.0;636;-15;?;-317.0
38.0;-64.0;?;?;?;627;-17;111.0;-97.0
?;203.0;127.0;30;-5.0;624;30;-176.0;-307.0
-1.0;320.0;145.0;30;?;?;30;?;?
16.0;326.0;310.0;-2;-89.0;?;?;-355.0;-76.0
-11.0;347.0;337.0;-1;-97.0;633;-1;-364.0;-280.0
25.0;173.0;289.0;-20;-99.0;634;-20;?;-344.0
-9.0;229.0;203.0;-7;-41.0;631;?;?;-66.0
?;?;?;21;199.0;632;21;8.0;-56.0
37.0;-63.0;291.0;-8;53.0;627;-8;95.0;-57.0
20.0;47.0;?;-7;-26.0;627;-7;-84.0;?
59.0;279.0;422.0;-7;-47.0;631;-7;?;-408.0
?;278.0;397.0;?;-148.0;633;-24;-786.0;?
10.0;138.0;?;?;-230.0;636;-12;-501.0;-237.0
7.0;198.0;-188.0;-10;-199.0;636;?;-267.0;-209.0
22.0;323.0;-316.0;-22;-20.0;628;?;-227.0;-112.0
-1.0;242.0;-440.0;?;?;628;-18;-283.0;-228.0
-27.0;-67.0;-551.0;-10;32.0;631;?;297.0;1.0
-2.0;-55.0;-638.0;-13;-24.0;631;-13;781.0;537.0
-77.0;104.0;-413.0;-12;102.0;?;?;?;100.0
?;66.0;34.0;?;?;636;-11;228.0;?
26.0;?;196.0;-17;130.0;635;-17;-85.0;-102.0
-14.0;-265.0;?;2;?;635;2;?;70.0
7.0;-106.0;465.0;2;9.0;635;2;?;27.0
89.0;70.0;?;?;?;635;-13;-406.0;?
?;109.0;?;-12;-96.0;631;-12;-270.0;?
47.0;93.0;?;-1;-95.0;635;-1;?;41.0
104.0;113.0;?;46;?;645;46;-242.0;-113.0
47.0;202.0;167.0;19;-110.0;638;19;-510.0;-69.0
26.0;?;61.0;-14;-54.0;626;-14;277.0;?
91.0;119.0;-26.0;?;63.0;633;11;-146.0;?
65.0;-9.0;-180.0;18;-20.0;638;18;6.0;-35.0
48.0;113.0;-385.0;32;3.0;633;32;-37.0;?
39.0;-42.0;-600.0;-18;?;?;-18;177.0;?
40.0;?;-619.0;-39;47.0;637;?;570.0;155.0
67.0;-5.0;?;13;117.0;635;13;511.0;-78.0
?;53.0;-590.0;3;235.0;637;?;273.0;-311.0
76.0;-92.0;-417.0;-12;244.0;634;?;141.0;?
48.0;-429.0;-360.0;-4;110.0;633;-4;263.0;9.0
?;-391.0;-316.0;?;?;632;3;159.0;138.0
-61.0;-419.0;-213.0;12;?;632;12;198.0;?
21.0;-539.0;-74.0;1;-101.0;639;1;295.0;207.0
-11.0;-712.0;?;-11;-159.0;639;?;667.0;239.0
-65.0;?;-68.0;15;-155.0;635;?;893.0;392.0
-32.0;-900.0;-143.0;26;-86.0;636;26;?;488.0
-46.0;-788.0;?;3;-32.0;632;?;884.0;429.0
-26.0;-723.0;-193.0;23;-15.0;636;23;763.0;?
-3.0;-630.0;-200.0;19;7.0;638;19;644.0;-37.0
-3.0;-635.0;-296.0;-13;37.0;633;?;710.0;-208.0
-29.0;-602.0;?;-3;27.0;637;-3;720.0;-231.0
-17.0;?;?;-12;11.0;632;-12;?;-286.0
-24.0;-475.0;-376.0;4;58.0;?;4;?;?
-10.0;?;?;16;52.0;634;?;440.0;?
-21.0;-145.0;-292.0;?;-74.0;634;-5;?;-472.0
-17.0;-33.0;-194.0;9;-65.0;631;9;48.0;-542.0
-1.0;-218.0;-168.0;?;-49.0;631;?;184.0;-715.0
?;-411.0;-303.0;-23;-112.0;631;?;416.0;-648.0
-56.0;-497.0;-314.0;15;?;?;15;549.0;-886.0
-68.0;?;-339.0;0;-125.0;635;0;?;-1305.0
-50.0;3.0;?;-34;-109.0;637;-34;133.0;-1476.0
?;449.0;-273.0;-1;-93.0;640;?;-182.0;-1148.0
-93.0;?;-255.0;?;?;640;?;-628.0;-846.0
?;826.0;?;35;-136.0;634;35;-551.0;?
-135.0;809.0;-181.0;40;-211.0;632;40;-507.0;-273.0
-99.0;556.0;-109.0;38;-179.0;?;38;?;-68.0
-93.0;403.0;-16.0;37;-135.0;?;37;-293.0;-3.0
-77.0;141.0;?;18;-126.0;?;18;?;173.0
-68.0;-33.0;66.0;-1;-36.0;640;-1;?;449.0
-62.0;-80.0;48.0;?;?;636;5;170.0;?
1.0;6.0;?;-6;81.0;533;-6;?;-44.0
?;?;36.0;39;1.0;?;39;-43.0;51.0
49.0;166.0;-10.0;?;?;540;?;-114.0;5.0
100.0;?;-48.0;-6;?;535;?;-187.0;?
133.0;?;-60.0;21;-89.0;534;21;-248.0;?
161.0;?;-91.0;?;-131.0;532;-6;?;-106.0
165.0;47.0;-59.0;-21;-103.0;?;-21;?;64.0
?;-3.0;-123.0;-12;-168.0;539;-12;-76.0;?
118.0;-10.0;-154.0;-34;-218.0;?;?;-65.0;?
?;585.0;-504.0;1;125.0;?;1;-670.0;-82.0
-60.0;?;-450.0;-22;186.0;635;-22;-624.0;?
-74.0;795.0;-304.0;-5;?;630;-5;?;?
?;?;-251.0;?;100.0;630;2;-975.0;236.0
-91.0;1403.0;-143.0;-21;?;640;-21;-1332.0;286.0
-83.0;?;-8.0;-61;-425.0;641;-61;?;197.0
-175.0;?;145.0;?;-718.0;?;-35;-1745.0;48.0
-212.0;1827.0;?;18;-691.0;636;18;?;-324.0
-194.0;1770.0;342.0;-8;-678.0;639;-8;-2073.0;-797.0
-173.0;1677.0;440.0;-8;-684.0;?;-8;-2014.0;-995.0
-141.0;1704.0;410.0;-8;-702.0;634;?;-1889.0;-1009.0
-181.0;1629.0;368.0;-24;-659.0;632;?;-1739.0;?
-227.0;1342.0;427.0;6;?;631;?;?;-1070.0
?;1102.0;360.0;7;-433.0;?;?;-1297.0;-676.0
?;?;?;-12;-368.0;639;-12;-802.0;?
-115.0;329.0;292.0;-4;-259.0;?;-4;-412.0;?
?;?;?;-7;-170.0;633;-7;-110.0;141.0
-94.0;?;?;-13;-102.0;637;-13;49.0;19.0
?;-84.0;167.0;-13;-35.0;639;-13;?;-97.0
-56.0;88.0;86.0;-23;?;?;-23;-27.0;?
-51.0;181.0;?;-15;-69.0;636;-15;-105.0;-76.0
-56.0;125.0;44.0;-9;-70.0;630;-9;-122.0;134.0
-52.0;-14.0;4.0;?;?;630;-14;116.0;67.0
-27.0;-154.0;?;10;-46.0;638;10;123.0;?
-6.0;-257.0;-1.0;15;-60.0;639;15;318.0;356.0
?;-320.0;-17.0;-2;-15.0;638;?;393.0;226.0
11.0;?;-21.0;0;23.0;637;0;404.0;199.0
28.0;-282.0;-21.0;-24;37.0;?;-24;365.0;197.0
31.0;-152.0;-8.0;-30;?;636;-30;365.0;122.0
11.0;-156.0;0.0;-22;25.0;?;-22;251.0;207.0
30.0;-65.0;22.0;-20;?;636;-20;205.0;125.0
17.0;?;?;-3;-3.0;638;-3;139.0;251.0
23.0;41.0;?;-11;?;633;?;119.0;?
?;-1.0;86.0;4;-29.0;638;4;?;234.0
2.0;13.0;77.0;26;18.0;647;26;112.0;301.0
?;-50.0;68.0;11;12.0;639;11;?;373.0
-21.0;-75.0;20.0;-4;?;634;-4;146.0;330.0
?;-8.0;-1.0;?;26.0;?;2;?;-38.0
9.0;-35.0;-17.0;?;-14.0;633;-6;49.0;20.0
?;-30.0;-2.0;?;19.0;?;3;?;23.0
-25.0;1.0;1.0;?;?;635;9;76.0;17.0
22.0;-2.0;-3.0;8;?;636;8;?;-3.0
?;2.0;?;7;-24.0;637;7;35.0;0.0
-2.0;-61.0;?;?;?;639;11;87.0;20.0
?;-61.0;?;-7;68.0;637;-7;76.0;-30.0
7.0;-163.0;?;?;?;?;-28;144.0;?
23.0;-413.0;51.0;-18;13.0;?;-18;272.0;7.0
?;-732.0;3.0;-2;150.0;638;-2;558.0;33.0
75.0;-968.0;-108.0;-9;173.0;639;-9;874.0;189.0
100.0;-1223.0;-175.0;-18;209.0;639;-18;1100.0;290.0
?;?;-287.0;1;208.0;634;1;1460.0;358.0
88.0;-1391.0;-374.0;-18;274.0;?;-18;1513.0;556.0
76.0;-1215.0;?;-56;347.0;641;-56;1483.0;?
125.0;-1125.0;-328.0;-53;364.0;632;?;1277.0;?
?;-999.0;-255.0;-54;?;629;-54;?;430.0
116.0;-923.0;-246.0;-35;?;640;?;1113.0;?
117.0;-993.0;-230.0;-13;?;642;-13;1125.0;?
118.0;-1146.0;-233.0;-13;369.0;636;-13;?;356.0
105.0;-1072.0;-185.0;-12;371.0;638;-12;1282.0;398.0
101.0;-921.0;-99.0;?;424.0;638;?;1138.0;268.0
63.0;?;24.0;-12;?;?;-12;819.0;147.0
60.0;?;?;-5;379.0;640;?;445.0;153.0
10.0;-394.0;239.0;24;195.0;635;24;299.0;132.0
-116.0;34.0;-41.0;-3;-131.0;638;-3;20.0;-159.0
-156.0;-16.0;-84.0;?;-80.0;635;?;?;-104.0
-207.0;7.0;-73.0;19;?;635;19;?;-85.0
?;?;?;21;?;635;?;29.0;?
-223.0;?;-107.0;?;-50.0;635;29;22.0;-123.0
-149.0;57.0;-97.0;28;-16.0;636;28;5.0;-121.0
-128.0;63.0;-60.0;24;19.0;634;24;-25.0;-61.0
-132.0;?;?;-8;-1.0;631;-8;-85.0;-65.0
-132.0;11.0;-59.0;?;-14.0;?;0;-86.0;-21.0
?;45.0;-50.0;-1;-20.0;634;?;-25.0;22.0
-87.0;6.0;-58.0;-34;43.0;631;-34;25.0;?
?;-9.0;?;-13;-24.0;635;-13;64.0;-15.0
?;49.0;-348.0;-4;?;634;-4;25.0;?
-187.0;?;?;-17;-490.0;635;-17;-3.0;111.0
-175.0;63.0;?;?;-366.0;635;-10;?;134.0
?;47.0;-267.0;?;-319.0;635;-12;-47.0;134.0
-101.0;44.0;?;-13;-240.0;?;-13;-4.0;?
-94.0;42.0;-175.0;-13;?;636;-13;-29.0;-2.0
?;11.0;-114.0;?;-140.0;634;9;14.0;?
-43.0;19.0;-126.0;-17;?;639;-17;6.0;-20.0
-31.0;0.0;-89.0;-30;-87.0;?;-30;8.0;1.0
?;12.0;-61.0;-7;-78.0;?;-7;1.0;18.0
0.0;13.0;-53.0;-13;-36.0;?;-13;-16.0;50.0
-27.0;49.0;?;-13;-50.0;634;-13;?;27.0
15.0;41.0;-49.0;-12;-22.0;632;?;-29.0;-7.0
-19.0;21.0;-36.0;-8;-27.0;635;-8;-53.0;2.0
-14.0;9.0;-36.0;1;6.0;635;1;-22.0;39.0
?;-22.0;-7.0;-3;-21.0;?;-3;?;?
?;-3.0;?;-1;21.0;636;?;19.0;?
?;?;1.0;?;19.0;638;-1;21.0;-47.0
-24.0;-17.0;?;?;10.0;634;-10;27.0;-16.0
-11.0;-28.0;-29.0;-13;-10.0;633;-13;86.0;?
-12.0;0.0;-30.0;-12;-31.0;633;-12;-22.0;-34.0
-1.0;28.0;-14.0;-11;17.0;634;-11;-3.0;?
?;1.0;10.0;?;-6.0;638;-2;42.0;?
19.0;-7.0;0.0;-1;-4.0;637;-1;?;-13.0
-27.0;32.0;22.0;?;-10.0;638;-3;?;2.0
-5.0;-12.0;7.0;-4;-9.0;634;-4;-11.0;?
-14.0;24.0;1.0;-19;71.0;630;-19;?;20.0
22.0;65.0;?;-5;?;631;-5;30.0;-9.0
?;14.0;?;7;155.0;634;?;31.0;-22.0
-21.0;-20.0;44.0;-28;?;?;-28;?;20.0
?;?;32.0;-29;257.0;632;-29;102.0;?
-49.0;-64.0;?;-20;334.0;?;-20;78.0;-62.0
9.0;-27.0;138.0;-20;?;631;-20;?;-58.0
28.0;-33.0;?;-11;322.0;634;?;42.0;-20.0
?;-17.0;195.0;-12;348.0;638;-12;?;21.0
26.0;-66.0;176.0;?;391.0;636;4;77.0;21.0
?;-24.0;126.0;17;?;634;17;34.0;-5.0
17.0;?;153.0;19;322.0;631;19;26.0;-23.0
?;12.0;120.0;17;?;631;?;38.0;-16.0
9.0;-21.0;129.0;20;242.0;631;20;59.0;13.0
-39.0;-12.0;132.0;?;112.0;631;19;?;-5.0
?;37.0;38.0;-7;74.0;638;-7;-3.0;51.0
-49.0;22.0;23.0;-14;89.0;640;-14;8.0;63.0
-18.0;8.0;34.0;-9;49.0;638;-9;21.0;51.0
-23.0;9.0;4.0;2;85.0;636;2;18.0;46.0
10.0;-5.0;-6.0;-19;41.0;633;-19;2.0;27.0
-19.0;23.0;11.0;-43;51.0;634;?;14.0;-19.0
-16.0;9.0;-5.0;0;?;630;0;27.0;18.0
-19.0;-5.0;15.0;0;?;638;0;7.0;16.0
13.0;-53.0;33.0;-16;117.0;641;?;31.0;10.0
?;-8.0;55.0;?;95.0;636;-12;?;10.0
-10.0;43.0;30.0;?;105.0;?;-9;24.0;?
-4.0;-3.0;38.0;8;171.0;?;?;18.0;-5.0
?;6.0;51.0;?;219.0;635;?;?;-24.0
21.0;-15.0;30.0;-82;251.0;639;?;?;31.0
17.0;9.0;?;-26;219.0;634;-26;?;-20.0
4.0;-1.0;64.0;?;?;631;?;0.0;?
8.0;?;48.0;8;22.0;631;8;19.0;-20.0
-24.0;-31.0;?;?;6.0;631;8;?;1.0
?;-5.0;?;8;38.0;?;8;19.0;?
9.0;-29.0;11.0;?;?;631;10;?;25.0
?;0.0;11.0;5;?;631;?;10.0;0.0
5.0;38.0;11.0;?;-10.0;631;13;-4.0;2.0
-10.0;17.0;-4.0;?;?;?;5;14.0;-11.0
?;2.0;?;?;-27.0;631;?;?;-3.0
?;-2.0;-29.0;4;-46.0;634;4;32.0;?
?;6.0;-6.0;18;-13.0;?;18;16.0;-13.0
?;9.0;-31.0;-16;-9.0;635;-16;21.0;-7.0
-26.0;?;-5.0;-22;-47.0;638;-22;60.0;-24.0
16.0;7.0;-34.0;-22;-41.0;637;-22;10.0;?
?;?;?;-21;?;637;-21;17.0;14.0
-25.0;16.0;?;-27;-26.0;639;?;?;?
8.0;8.0;-7.0;0;-30.0;631;0;21.0;?
-9.0;?;-17.0;19;-27.0;631;19;21.0;-28.0
?;-20.0;-34.0;-10;?;?;?;23.0;35.0
-12.0;-16.0;?;-32;-65.0;634;-32;1.0;18.0
-21.0;32.0;-23.0;?;-33.0;639;-27;-20.0;-19.0
5.0;33.0;-34.0;8;-43.0;?;?;-9.0;19.0
-10.0;32.0;-39.0;17;-24.0;631;17;22.0;3.0
9.0;26.0;-9.0;-17;-54.0;?;-17;?;-4.0
?;-13.0;-10.0;-31;-25.0;632;-31;8.0;10.0
-24.0;3.0;?;-12;-35.0;634;-12;?;-8.0
-3.0;24.0;-36.0;-8;-7.0;634;?;?;-3.0
-11.0;23.0;-11.0;-29;1.0;?;-29;22.0;-11.0
-13.0;?;?;-25;-16.0;641;-25;?;-9.0
?;-10.0;-7.0;-5;-94.0;639;-5;44.0;8.0
-27.0;32.0;-18.0;?;-16.0;635;10;7.0;?
3.0;?;-18.0;9;-23.0;638;9;-3.0;6.0
4.0;32.0;4.0;-19;?;636;-19;?;-13.0
5.0;?;-8.0;-4;11.0;637;-4;?;23.0
-9.0;?;?;36;-45.0;641;36;6.0;8.0
?;34.0;-13.0;-5;-45.0;637;-5;-5.0;6.0
-9.0;?;-49.0;-41;-27.0;633;-41;?;?
7.0;11.0;?;-13;-15.0;635;-13;2.0;-11.0
-6.0;-24.0;-31.0;-18;-27.0;?;-18;-18.0;18.0
-30.0;-20.0;?;-20;-35.0;636;-20;35.0;2.0
