InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit BACK accZ;Accelerometer RUA_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit RUA magneticZ;Accelerometer LH accX;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit RUA accY;InertialMeasurementUnit RLA gyroZ;Accelerometer RKN_ accX;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4
7;243.0;751.0;-7;261.0;-812.0;181.0;13;?;-1175.0;?;?;476.0
-48;247.0;326.0;48;559.0;?;24.0;11;624.0;-753.0;29.0;-467.0;?
?;240.0;292.0;-51;179.0;-778.0;?;-8;790.0;-560.0;179.0;-468.0;?
-9;241.0;361.0;9;-9.0;-769.0;-82.0;12;816.0;-955.0;?;-469.0;471.0
13;242.0;540.0;-13;10.0;-764.0;?;?;866.0;?;-306.0;?;471.0
480;241.0;530.0;-480;-55.0;-758.0;265.0;43;947.0;-1569.0;-143.0;-471.0;471.0
?;231.0;?;-517;?;-759.0;520.0;116;?;-1734.0;-169.0;?;470.0
614;?;?;-614;39.0;-769.0;809.0;139;1016.0;-1921.0;-4.0;-475.0;467.0
294;163.0;427.0;-294;314.0;-771.0;1016.0;232;957.0;?;?;?;?
-101;124.0;600.0;101;647.0;?;1078.0;330;787.0;?;-822.0;-481.0;465.0
81;?;698.0;?;596.0;-777.0;?;206;576.0;-1209.0;?;?;?
?;-16.0;?;407;-133.0;-786.0;682.0;99;591.0;-1293.0;-669.0;-497.0;474.0
?;?;602.0;?;-14.0;-793.0;?;?;336.0;?;-593.0;-510.0;482.0
-257;-53.0;388.0;257;-218.0;?;?;27;556.0;-749.0;-517.0;-521.0;488.0
-602;?;478.0;602;20.0;-771.0;491.0;154;?;-529.0;-591.0;-525.0;494.0
-344;?;1065.0;344;?;-769.0;553.0;31;?;-95.0;?;-526.0;498.0
-405;2.0;1183.0;405;-56.0;-764.0;487.0;-391;?;?;?;-521.0;501.0
?;-17.0;867.0;?;-84.0;-760.0;365.0;-265;340.0;268.0;-292.0;-515.0;496.0
?;-16.0;1069.0;284;?;-742.0;?;-540;494.0;426.0;-38.0;-506.0;?
-174;-36.0;1157.0;174;-20.0;-726.0;217.0;?;649.0;?;-715.0;-496.0;481.0
193;-33.0;?;-193;73.0;-698.0;172.0;213;785.0;514.0;?;-484.0;472.0
?;-86.0;?;-112;70.0;-675.0;116.0;85;764.0;684.0;-374.0;-472.0;460.0
111;-70.0;1125.0;-111;-59.0;-662.0;42.0;87;662.0;630.0;-440.0;-458.0;446.0
170;-28.0;1094.0;-170;?;-651.0;75.0;43;?;241.0;-43.0;-441.0;431.0
?;5.0;1054.0;-171;-500.0;-639.0;?;-54;426.0;-836.0;-152.0;-425.0;418.0
198;15.0;?;-198;537.0;-603.0;?;55;?;-898.0;-336.0;-410.0;?
180;76.0;1046.0;-180;791.0;?;223.0;19;829.0;-365.0;?;-395.0;395.0
94;127.0;1064.0;-94;?;-536.0;?;8;797.0;?;64.0;?;382.0
?;71.0;?;?;217.0;-518.0;247.0;30;?;-1325.0;?;-362.0;368.0
?;85.0;954.0;13;479.0;?;195.0;-14;566.0;-1672.0;88.0;-348.0;354.0
-35;81.0;1046.0;35;566.0;?;186.0;?;752.0;-1565.0;?;?;339.0
?;87.0;1010.0;85;684.0;-380.0;?;45;668.0;-1372.0;18.0;?;323.0
-66;107.0;854.0;66;?;?;211.0;26;479.0;-1653.0;27.0;-308.0;307.0
-39;?;1047.0;39;?;-288.0;?;-21;596.0;-2262.0;54.0;-294.0;292.0
?;108.0;?;1;463.0;?;252.0;-64;724.0;-2303.0;27.0;-280.0;274.0
-4;114.0;963.0;4;925.0;-185.0;?;?;?;?;28.0;-266.0;257.0
?;75.0;998.0;-2;1009.0;-143.0;?;32;555.0;?;2.0;-253.0;?
33;112.0;?;-33;1138.0;-107.0;547.0;-7;626.0;-889.0;16.0;-243.0;228.0
?;?;998.0;?;?;-90.0;271.0;5;433.0;-208.0;-13.0;-233.0;214.0
34;132.0;1040.0;-34;797.0;-76.0;442.0;?;?;-276.0;-12.0;-225.0;?
26;106.0;956.0;-26;876.0;-35.0;560.0;-6;303.0;-536.0;-8.0;?;189.0
16;98.0;1017.0;-16;1084.0;?;?;-12;663.0;-176.0;-17.0;-212.0;177.0
0;116.0;?;0;656.0;39.0;510.0;9;505.0;?;-2.0;-206.0;167.0
-31;?;873.0;31;?;?;471.0;7;394.0;-598.0;27.0;-201.0;159.0
-26;150.0;805.0;26;946.0;95.0;483.0;-6;444.0;-556.0;17.0;-196.0;?
12;142.0;873.0;-12;?;119.0;?;1;?;-625.0;9.0;-193.0;148.0
24;151.0;887.0;-24;894.0;133.0;389.0;4;494.0;-654.0;11.0;?;?
?;157.0;1009.0;?;993.0;146.0;330.0;-3;431.0;-600.0;32.0;-190.0;?
26;152.0;?;?;?;?;322.0;13;?;-679.0;?;-189.0;144.0
24;148.0;922.0;?;925.0;180.0;?;0;499.0;?;?;-188.0;144.0
82;172.0;939.0;-82;803.0;188.0;383.0;-2;497.0;-853.0;7.0;-186.0;144.0
182;167.0;938.0;-182;1140.0;?;?;?;412.0;-678.0;35.0;-182.0;142.0
309;138.0;931.0;?;1122.0;198.0;363.0;?;325.0;?;79.0;-178.0;142.0
397;134.0;958.0;-397;955.0;204.0;371.0;-18;381.0;-100.0;88.0;-175.0;143.0
108;150.0;938.0;-108;857.0;?;365.0;?;432.0;-43.0;67.0;?;144.0
?;151.0;1140.0;298;826.0;203.0;339.0;36;405.0;-33.0;-58.0;?;146.0
?;152.0;752.0;556;743.0;208.0;?;136;459.0;-119.0;-106.0;-171.0;147.0
-813;151.0;664.0;813;944.0;219.0;323.0;186;540.0;?;?;-169.0;147.0
-817;140.0;1013.0;817;874.0;226.0;?;373;569.0;-116.0;-213.0;-169.0;146.0
?;142.0;934.0;768;894.0;228.0;347.0;498;527.0;-238.0;?;-168.0;145.0
-847;154.0;810.0;?;857.0;227.0;341.0;541;529.0;-175.0;-13.0;?;144.0
-381;137.0;738.0;381;948.0;222.0;310.0;488;496.0;34.0;-39.0;-166.0;143.0
-77;158.0;792.0;77;857.0;214.0;?;450;492.0;?;-215.0;-164.0;142.0
?;135.0;757.0;95;768.0;209.0;?;?;?;239.0;-195.0;-161.0;140.0
644;?;765.0;?;756.0;207.0;214.0;195;597.0;58.0;-152.0;-156.0;136.0
931;?;771.0;?;884.0;206.0;241.0;111;589.0;?;-91.0;-148.0;129.0
854;136.0;827.0;-854;496.0;212.0;280.0;78;588.0;297.0;-134.0;?;122.0
1017;179.0;813.0;-1017;243.0;220.0;314.0;-112;478.0;-437.0;-209.0;-126.0;115.0
986;152.0;858.0;-986;1001.0;233.0;?;?;571.0;-208.0;-230.0;-113.0;109.0
?;?;?;-912;895.0;238.0;246.0;-85;?;340.0;-193.0;-101.0;104.0
?;164.0;536.0;-914;669.0;222.0;?;-93;647.0;531.0;?;?;?
1689;?;588.0;-1689;546.0;207.0;93.0;59;527.0;571.0;?;-83.0;98.0
1665;195.0;844.0;-1665;631.0;?;133.0;-426;554.0;702.0;?;-76.0;95.0
?;205.0;?;-853;455.0;180.0;142.0;?;595.0;733.0;?;-71.0;93.0
-211;202.0;743.0;?;381.0;161.0;141.0;-1387;547.0;476.0;-79.0;?;92.0
?;198.0;755.0;?;558.0;?;148.0;-1699;?;523.0;-101.0;-68.0;92.0
-1608;195.0;925.0;1608;469.0;155.0;164.0;?;620.0;565.0;-100.0;-69.0;93.0
-639;?;?;639;364.0;150.0;115.0;-447;588.0;400.0;?;-72.0;94.0
-461;204.0;813.0;461;?;147.0;-159.0;-52;580.0;250.0;-195.0;?;96.0
-121;183.0;818.0;?;?;146.0;-149.0;?;700.0;401.0;-101.0;-80.0;?
-55;186.0;573.0;55;?;132.0;72.0;?;658.0;-48.0;-28.0;?;108.0
-73;159.0;?;73;33.0;112.0;545.0;?;523.0;-977.0;-83.0;-96.0;120.0
?;161.0;332.0;37;604.0;91.0;?;-25;532.0;?;-76.0;-107.0;135.0
-7;183.0;169.0;7;425.0;70.0;?;?;678.0;-1711.0;?;-121.0;151.0
8;169.0;-6.0;?;408.0;?;?;-31;637.0;?;-67.0;?;166.0
-6;145.0;128.0;6;500.0;1.0;534.0;?;613.0;-2468.0;-97.0;?;181.0
24;189.0;?;-24;943.0;-28.0;?;-6;?;?;-87.0;?;198.0
-3;?;393.0;3;1066.0;-75.0;528.0;-3;555.0;?;-92.0;-180.0;215.0
-3;168.0;373.0;3;997.0;-130.0;576.0;-7;559.0;?;?;-199.0;232.0
-8;?;283.0;?;1017.0;-203.0;?;-12;?;?;67.0;-222.0;252.0
-59;?;226.0;?;880.0;-290.0;-228.0;-19;444.0;323.0;-67.0;-251.0;?
?;120.0;204.0;74;519.0;-384.0;?;-17;84.0;?;-137.0;-284.0;301.0
-75;117.0;212.0;75;318.0;?;-43.0;-17;-39.0;?;?;-313.0;325.0
-97;124.0;161.0;?;?;-526.0;?;-8;-243.0;623.0;-78.0;?;344.0
-142;116.0;160.0;142;229.0;?;-39.0;-14;-334.0;977.0;-149.0;-359.0;?
-151;84.0;154.0;?;?;-588.0;-66.0;-32;-54.0;1221.0;-170.0;-384.0;388.0
-156;?;97.0;156;202.0;-603.0;?;-19;?;1214.0;?;-408.0;410.0
-147;128.0;?;147;375.0;-631.0;241.0;-39;217.0;1275.0;-33.0;-431.0;?
-159;144.0;?;159;461.0;-661.0;366.0;-12;173.0;?;-58.0;-452.0;451.0
-305;134.0;85.0;305;382.0;-695.0;408.0;?;100.0;1383.0;?;-472.0;473.0
-618;146.0;126.0;618;290.0;?;379.0;?;?;1216.0;-11.0;?;?
-1379;138.0;117.0;1379;238.0;-746.0;384.0;594;33.0;908.0;-65.0;-507.0;516.0
-2330;139.0;80.0;2330;255.0;-762.0;456.0;923;?;?;-45.0;-525.0;?
?;128.0;?;2946;321.0;-772.0;581.0;1067;-4.0;450.0;-66.0;-542.0;561.0
-2804;147.0;-37.0;2804;322.0;-775.0;646.0;1188;-35.0;406.0;?;?;584.0
-1712;127.0;30.0;1712;366.0;-778.0;623.0;523;-5.0;394.0;-54.0;-573.0;607.0
-413;?;?;413;386.0;-777.0;?;-199;-93.0;758.0;-146.0;-586.0;627.0
689;87.0;86.0;-689;291.0;-773.0;322.0;-216;?;870.0;-392.0;-597.0;646.0
1263;105.0;107.0;?;223.0;-761.0;146.0;?;-163.0;778.0;?;-606.0;663.0
558;115.0;92.0;-558;226.0;-746.0;307.0;291;-158.0;?;-268.0;?;680.0
165;138.0;30.0;-165;294.0;-726.0;356.0;606;?;364.0;-153.0;-617.0;694.0
438;161.0;-32.0;-438;?;?;416.0;603;?;324.0;?;-621.0;707.0
?;161.0;-32.0;885;350.0;?;306.0;681;-169.0;?;?;-624.0;?
?;?;49.0;?;316.0;-645.0;394.0;412;-246.0;?;-505.0;?;728.0
-1856;?;?;1856;266.0;?;473.0;138;-276.0;593.0;-319.0;-629.0;?
-1712;254.0;76.0;1712;?;-580.0;406.0;?;-231.0;?;?;-630.0;744.0
-143;260.0;81.0;?;212.0;-553.0;?;-310;-85.0;744.0;?;-630.0;752.0
-25;224.0;138.0;?;?;-522.0;303.0;-632;-13.0;887.0;-233.0;?;758.0
-1855;236.0;179.0;1855;155.0;-487.0;355.0;-1389;48.0;?;-269.0;-633.0;764.0
?;244.0;?;3110;135.0;-446.0;327.0;-1929;-8.0;1112.0;-271.0;-632.0;?
-1850;?;142.0;1850;?;-398.0;325.0;-2157;-78.0;?;-233.0;-632.0;772.0
1589;209.0;169.0;?;108.0;-350.0;196.0;-1096;-156.0;1113.0;-240.0;-630.0;775.0
3424;185.0;?;-3424;47.0;-305.0;181.0;?;?;1140.0;-240.0;-629.0;776.0
3766;157.0;289.0;?;54.0;-268.0;166.0;-691;-106.0;?;-150.0;-627.0;777.0
4332;136.0;279.0;-4332;?;-235.0;233.0;-2175;-52.0;?;-174.0;-625.0;777.0
3190;128.0;196.0;-3190;?;?;360.0;-972;-5.0;912.0;-112.0;-622.0;778.0
913;132.0;153.0;-913;92.0;-180.0;398.0;-200;11.0;?;?;?;778.0
?;129.0;329.0;-167;114.0;-156.0;?;?;45.0;711.0;-464.0;-615.0;?
183;126.0;366.0;-183;159.0;-131.0;138.0;?;?;628.0;?;-612.0;779.0
97;?;96.0;-97;177.0;-105.0;-105.0;-22;33.0;588.0;-359.0;-612.0;?
?;101.0;91.0;-117;164.0;-85.0;44.0;32;30.0;548.0;?;-611.0;775.0
81;?;161.0;-81;158.0;-64.0;66.0;7;78.0;?;-566.0;-610.0;773.0
86;85.0;172.0;-86;172.0;?;?;16;?;?;-611.0;-608.0;771.0
?;96.0;?;-79;219.0;-32.0;?;13;207.0;237.0;-87.0;?;770.0
50;111.0;158.0;-50;272.0;-12.0;179.0;11;189.0;?;108.0;-601.0;770.0
?;?;?;-109;268.0;15.0;221.0;9;76.0;212.0;?;-599.0;770.0
?;113.0;165.0;?;209.0;?;220.0;10;-27.0;313.0;?;-599.0;766.0
179;228.0;132.0;?;166.0;50.0;350.0;?;114.0;184.0;-155.0;-600.0;763.0
137;?;133.0;-137;283.0;62.0;?;2;210.0;-89.0;-61.0;-598.0;762.0
?;447.0;182.0;-212;400.0;84.0;473.0;18;41.0;-51.0;66.0;-592.0;765.0
?;506.0;212.0;-815;334.0;117.0;566.0;29;-130.0;639.0;?;-583.0;769.0
882;324.0;185.0;?;265.0;147.0;695.0;152;-27.0;1052.0;29.0;-581.0;?
2899;291.0;218.0;?;239.0;180.0;?;373;64.0;1102.0;149.0;-581.0;762.0
4025;318.0;?;-4025;255.0;216.0;440.0;352;-1.0;953.0;152.0;-580.0;?
4301;262.0;182.0;-4301;226.0;249.0;472.0;429;-30.0;840.0;113.0;?;752.0
7096;211.0;155.0;-7096;?;273.0;677.0;841;?;782.0;60.0;-578.0;748.0
6134;166.0;222.0;-6134;244.0;293.0;?;1404;76.0;785.0;-8.0;?;744.0
2109;165.0;169.0;?;237.0;314.0;588.0;1996;8.0;734.0;0.0;-574.0;741.0
-304;145.0;8.0;304;216.0;324.0;?;1448;24.0;716.0;-21.0;-573.0;738.0
-2176;109.0;71.0;2176;212.0;331.0;338.0;?;94.0;583.0;?;-571.0;735.0
?;79.0;150.0;3462;218.0;336.0;309.0;830;125.0;378.0;-23.0;-571.0;731.0
-3930;40.0;53.0;3930;237.0;?;251.0;606;138.0;202.0;-18.0;-572.0;727.0
-4294;?;83.0;?;214.0;351.0;?;586;141.0;134.0;?;-573.0;722.0
-4698;122.0;160.0;4698;?;357.0;?;330;173.0;-42.0;37.0;-574.0;?
-4335;161.0;262.0;4335;253.0;359.0;-10.0;719;142.0;-197.0;333.0;-573.0;717.0
?;?;300.0;?;252.0;364.0;-47.0;-167;65.0;-315.0;550.0;-570.0;715.0
-4149;133.0;262.0;?;265.0;372.0;-98.0;?;?;?;628.0;-570.0;712.0
?;315.0;261.0;4121;230.0;?;-118.0;-1030;7.0;-604.0;?;-573.0;711.0
-6769;341.0;242.0;6769;249.0;380.0;-143.0;-4117;-48.0;-668.0;798.0;-572.0;709.0
-1590;?;254.0;1590;?;376.0;-160.0;-2405;-79.0;-191.0;?;?;711.0
4603;327.0;?;-4603;191.0;379.0;-110.0;-254;3.0;?;-318.0;-571.0;711.0
4801;?;320.0;-4801;132.0;?;11.0;-1810;-116.0;389.0;-421.0;-572.0;713.0
4390;257.0;376.0;-4390;22.0;370.0;136.0;-830;-35.0;226.0;-144.0;-573.0;714.0
2180;176.0;336.0;-2180;61.0;?;349.0;?;121.0;-44.0;13.0;-574.0;715.0
1586;132.0;300.0;-1586;170.0;340.0;608.0;?;244.0;-159.0;-224.0;-575.0;716.0
2003;110.0;200.0;-2003;256.0;332.0;656.0;-537;246.0;-119.0;-310.0;-575.0;719.0
?;101.0;230.0;?;224.0;?;?;-833;?;?;?;-575.0;?
1638;89.0;?;?;210.0;325.0;363.0;?;234.0;-261.0;-194.0;-574.0;725.0
138;?;249.0;-138;212.0;321.0;227.0;-158;222.0;-370.0;-396.0;-573.0;728.0
-57;76.0;?;?;204.0;322.0;127.0;-91;228.0;-506.0;-358.0;-570.0;731.0
144;88.0;190.0;-144;?;321.0;172.0;-87;214.0;-507.0;-309.0;-565.0;?
?;100.0;128.0;-34;214.0;?;?;?;?;-513.0;-306.0;-562.0;?
74;111.0;108.0;-74;250.0;312.0;-164.0;-47;325.0;-651.0;?;?;?
?;153.0;?;-13;314.0;316.0;-14.0;-6;301.0;?;369.0;-559.0;733.0
?;187.0;168.0;-57;?;325.0;273.0;-22;194.0;-869.0;549.0;?;733.0
35;225.0;?;-35;337.0;335.0;?;?;139.0;-730.0;-29.0;-559.0;?
226;?;139.0;-226;?;340.0;380.0;?;186.0;-430.0;-264.0;-558.0;732.0
529;377.0;133.0;?;358.0;?;?;-17;?;?;133.0;-551.0;734.0
1429;418.0;101.0;-1429;?;?;581.0;20;152.0;148.0;-568.0;-540.0;736.0
837;340.0;94.0;?;429.0;?;?;-39;218.0;523.0;557.0;-535.0;733.0
1050;313.0;139.0;-1050;?;?;?;?;?;837.0;-533.0;-532.0;726.0
5724;291.0;?;-5724;291.0;409.0;?;408;?;?;-160.0;-526.0;?
7448;?;87.0;-7448;209.0;?;736.0;426;43.0;?;37.0;-518.0;?
4651;199.0;121.0;-4651;192.0;441.0;?;?;89.0;904.0;85.0;?;703.0
921;173.0;?;-921;249.0;450.0;588.0;1071;94.0;875.0;-170.0;?;695.0
-1186;?;?;1186;284.0;455.0;?;926;84.0;857.0;10.0;-494.0;689.0
?;137.0;79.0;1430;277.0;455.0;?;?;64.0;872.0;77.0;-487.0;682.0
-3038;109.0;192.0;3038;246.0;?;498.0;564;60.0;728.0;31.0;-481.0;675.0
-3512;88.0;64.0;3512;?;449.0;?;?;67.0;588.0;-25.0;?;?
-3737;92.0;?;?;210.0;445.0;233.0;414;75.0;445.0;-35.0;-471.0;661.0
-4910;87.0;113.0;4910;230.0;444.0;?;185;105.0;462.0;-6.0;-468.0;655.0
-4893;168.0;238.0;4893;260.0;445.0;-54.0;108;109.0;?;?;?;648.0
-4581;150.0;321.0;4581;272.0;443.0;-57.0;?;?;315.0;5.0;-462.0;642.0
-4054;181.0;307.0;4054;233.0;443.0;5.0;-684;97.0;?;-7.0;-458.0;635.0
-5009;309.0;248.0;5009;?;439.0;-27.0;?;104.0;168.0;20.0;-457.0;627.0
-5848;360.0;213.0;5848;229.0;450.0;?;-2762;77.0;-86.0;-121.0;-456.0;618.0
-947;?;192.0;947;169.0;459.0;?;-1651;32.0;153.0;-222.0;-448.0;?
5410;324.0;196.0;-5410;125.0;470.0;-79.0;-1724;?;?;?;?;607.0
5362;387.0;278.0;-5362;152.0;478.0;-4.0;-1726;-71.0;607.0;365.0;-443.0;605.0
2317;288.0;318.0;-2317;59.0;?;14.0;-1183;-86.0;646.0;-432.0;-439.0;603.0
1064;190.0;309.0;-1064;-10.0;483.0;538.0;-504;?;443.0;-816.0;-435.0;?
?;135.0;?;-676;72.0;485.0;1497.0;-261;202.0;205.0;-394.0;-431.0;?
334;?;202.0;?;195.0;488.0;1133.0;-373;241.0;64.0;?;-429.0;594.0
?;?;250.0;-138;237.0;488.0;769.0;-240;254.0;-1.0;-281.0;-427.0;594.0
75;88.0;210.0;-75;191.0;492.0;703.0;-217;235.0;-88.0;-405.0;-425.0;594.0
29;61.0;?;-29;160.0;491.0;678.0;-200;219.0;-172.0;-540.0;-423.0;593.0
38;?;271.0;-38;155.0;490.0;?;?;193.0;-292.0;-610.0;-421.0;591.0
43;78.0;323.0;-43;168.0;?;703.0;?;186.0;?;-506.0;-417.0;?
21;83.0;246.0;-21;?;488.0;658.0;-179;?;-318.0;-425.0;-414.0;587.0
?;60.0;?;-24;227.0;488.0;662.0;-187;283.0;-363.0;?;-412.0;585.0
35;98.0;141.0;-35;?;?;755.0;-184;256.0;-431.0;216.0;?;585.0
26;163.0;125.0;?;292.0;495.0;712.0;-173;200.0;-470.0;-616.0;?;?
49;327.0;121.0;-49;309.0;498.0;632.0;-192;173.0;?;-174.0;-411.0;588.0
?;349.0;119.0;-18;?;?;?;-156;239.0;?;1078.0;-405.0;592.0
64;369.0;?;-64;387.0;513.0;416.0;-109;?;-245.0;571.0;-396.0;595.0
10;376.0;154.0;-10;343.0;512.0;371.0;-90;88.0;232.0;?;?;597.0
93;289.0;165.0;?;295.0;511.0;590.0;-28;187.0;663.0;-1402.0;?;593.0
?;304.0;211.0;-641;364.0;507.0;465.0;62;?;720.0;675.0;-372.0;584.0
915;397.0;?;-915;410.0;503.0;767.0;162;168.0;679.0;-162.0;-362.0;?
2159;362.0;41.0;-2159;365.0;494.0;749.0;?;?;?;-493.0;-351.0;564.0
3073;286.0;?;-3073;?;?;?;-77;73.0;761.0;-177.0;-338.0;553.0
1906;228.0;214.0;-1906;?;478.0;834.0;-20;49.0;863.0;54.0;?;541.0
?;213.0;191.0;-1037;302.0;467.0;771.0;88;-14.0;1010.0;-271.0;-318.0;?
662;199.0;?;-662;280.0;452.0;859.0;247;-17.0;1106.0;-119.0;-309.0;519.0
705;175.0;111.0;-705;262.0;440.0;932.0;350;?;?;-6.0;-303.0;509.0
275;175.0;100.0;?;268.0;428.0;?;257;46.0;916.0;-24.0;-297.0;501.0
-934;179.0;?;934;267.0;?;782.0;72;33.0;769.0;75.0;-293.0;493.0
-1244;184.0;104.0;1244;265.0;?;822.0;-25;52.0;563.0;135.0;-293.0;?
-1261;207.0;185.0;1261;283.0;?;1032.0;?;2.0;292.0;?;-297.0;483.0
-1273;240.0;245.0;1273;258.0;408.0;1200.0;-240;?;151.0;77.0;-301.0;480.0
-1290;?;?;1290;215.0;406.0;?;?;15.0;77.0;-14.0;-304.0;475.0
-893;378.0;219.0;893;226.0;406.0;1043.0;-545;84.0;63.0;-103.0;-304.0;468.0
-186;342.0;272.0;186;255.0;?;1164.0;?;45.0;?;-34.0;-299.0;462.0
8;325.0;303.0;-8;?;406.0;1211.0;-423;-5.0;39.0;-323.0;-301.0;460.0
247;388.0;371.0;-247;184.0;400.0;?;-262;-61.0;106.0;109.0;-308.0;460.0
338;428.0;424.0;-338;131.0;398.0;?;-274;?;236.0;?;-315.0;462.0
?;389.0;486.0;-312;52.0;398.0;947.0;-134;-48.0;158.0;76.0;-321.0;?
288;396.0;525.0;?;69.0;?;1054.0;90;-26.0;-33.0;-877.0;?;466.0
?;418.0;?;-161;99.0;399.0;?;70;-24.0;-74.0;?;-331.0;467.0
148;405.0;?;-148;?;?;724.0;65;4.0;-58.0;-244.0;-335.0;468.0
-53;414.0;582.0;?;237.0;398.0;934.0;68;-22.0;34.0;?;-337.0;?
-180;428.0;?;180;268.0;?;886.0;46;-74.0;274.0;-383.0;-340.0;468.0
-224;437.0;586.0;224;270.0;391.0;706.0;23;-46.0;470.0;-502.0;-342.0;468.0
-337;437.0;498.0;337;394.0;386.0;995.0;-4;-65.0;?;?;-344.0;467.0
-277;414.0;490.0;277;485.0;?;?;12;-68.0;1099.0;-646.0;-346.0;465.0
-285;378.0;?;285;?;377.0;967.0;?;-45.0;1519.0;-447.0;-347.0;?
?;360.0;542.0;358;?;371.0;775.0;?;-15.0;1943.0;-673.0;-350.0;466.0
-309;352.0;552.0;?;640.0;367.0;1018.0;?;?;2388.0;227.0;-352.0;468.0
-387;347.0;600.0;387;?;364.0;?;?;85.0;2685.0;-1134.0;-354.0;471.0
-604;357.0;600.0;604;?;361.0;?;-11;?;2962.0;435.0;-357.0;474.0
-748;?;592.0;?;410.0;358.0;?;?;?;3027.0;956.0;-358.0;478.0
-702;?;751.0;702;206.0;355.0;894.0;?;29.0;2540.0;667.0;-361.0;482.0
-537;291.0;736.0;?;282.0;?;842.0;-465;-82.0;2080.0;-1002.0;-364.0;?
-535;265.0;752.0;535;257.0;357.0;940.0;-526;?;1655.0;-366.0;-369.0;496.0
?;250.0;792.0;252;110.0;360.0;917.0;-269;-39.0;1175.0;69.0;-376.0;504.0
238;235.0;?;?;229.0;362.0;695.0;728;-39.0;710.0;?;-384.0;513.0
466;236.0;818.0;-466;268.0;366.0;749.0;?;?;364.0;-492.0;-393.0;?
588;238.0;850.0;-588;318.0;360.0;858.0;-290;-33.0;?;-161.0;-404.0;535.0
?;249.0;708.0;-395;278.0;?;940.0;-336;?;-270.0;-122.0;?;549.0
146;241.0;802.0;-146;163.0;349.0;929.0;?;10.0;-761.0;?;-428.0;563.0
?;223.0;913.0;-75;195.0;346.0;876.0;-91;40.0;-1369.0;?;-441.0;?
2;197.0;955.0;-2;429.0;343.0;1111.0;-8;66.0;-1596.0;-126.0;-454.0;592.0
3;?;975.0;?;371.0;340.0;663.0;-43;180.0;-1597.0;-176.0;-466.0;606.0
54;165.0;1020.0;-54;?;334.0;1148.0;-48;261.0;-1445.0;-132.0;-479.0;?
?;?;892.0;-104;590.0;?;986.0;?;245.0;-1125.0;-104.0;?;630.0
?;184.0;1008.0;-39;380.0;321.0;1127.0;-64;201.0;-980.0;?;?;640.0
73;224.0;930.0;?;?;314.0;?;6;?;-1088.0;99.0;-510.0;651.0
135;212.0;1012.0;-135;516.0;313.0;991.0;?;255.0;?;?;-519.0;662.0
?;192.0;1025.0;-25;297.0;314.0;?;-31;330.0;-1019.0;?;-529.0;672.0
36;180.0;988.0;-36;308.0;315.0;900.0;7;283.0;-1196.0;45.0;?;680.0
77;172.0;963.0;-77;510.0;?;905.0;-47;323.0;-1082.0;?;-550.0;687.0
?;?;984.0;-57;410.0;320.0;1035.0;-57;?;?;-432.0;-560.0;694.0
?;178.0;1006.0;-144;?;324.0;?;18;470.0;-1557.0;-316.0;-569.0;702.0
139;158.0;967.0;-139;878.0;?;828.0;-17;465.0;-1537.0;?;?;710.0
159;147.0;994.0;-159;442.0;319.0;?;?;462.0;-1478.0;?;-586.0;717.0
412;151.0;981.0;-412;?;309.0;612.0;-23;570.0;-1735.0;?;-595.0;722.0
953;?;?;-953;518.0;300.0;?;-33;487.0;-1719.0;-578.0;?;727.0
2647;?;855.0;-2647;603.0;289.0;1253.0;?;543.0;-1754.0;-407.0;-603.0;733.0
3750;139.0;891.0;-3750;732.0;272.0;929.0;102;599.0;-1451.0;-324.0;?;738.0
6131;?;979.0;-6131;688.0;258.0;801.0;318;614.0;-1229.0;-388.0;-609.0;743.0
8200;98.0;?;-8200;658.0;241.0;993.0;569;638.0;-951.0;-532.0;-612.0;746.0
?;112.0;?;-7108;527.0;230.0;?;563;520.0;-882.0;-479.0;-614.0;?
7991;88.0;?;-7991;572.0;217.0;?;876;525.0;-865.0;-404.0;-615.0;750.0
3245;58.0;951.0;-3245;572.0;204.0;1040.0;782;528.0;?;-383.0;-617.0;751.0
-3157;47.0;?;?;558.0;192.0;1204.0;230;487.0;-692.0;-407.0;-618.0;753.0
-1865;21.0;851.0;1865;594.0;179.0;?;405;513.0;-599.0;?;?;753.0
-2519;11.0;?;2519;?;161.0;1037.0;576;562.0;-494.0;?;-622.0;754.0
-4200;51.0;737.0;?;453.0;146.0;806.0;235;496.0;-573.0;-364.0;?;755.0
-4393;100.0;703.0;4393;?;134.0;745.0;?;397.0;?;-435.0;-626.0;?
?;145.0;689.0;4545;?;116.0;752.0;-235;357.0;?;-523.0;-626.0;758.0
-3747;96.0;?;3747;836.0;94.0;897.0;-113;350.0;-1242.0;-467.0;?;759.0
-4271;134.0;?;4271;747.0;73.0;922.0;-328;?;?;-428.0;-629.0;760.0
-5051;302.0;782.0;5051;?;?;832.0;?;?;?;-426.0;-633.0;759.0
-4709;329.0;717.0;4709;845.0;32.0;?;-813;229.0;-1813.0;-415.0;?;761.0
