InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-610;381;-314;1524.0;-972.0;447;3245;413;-3245;?
-552;345;-241;?;-706.0;490;3161;392;?;345
-470;750;-447;?;?;180;?;625;?;750
-378;1238;-637;1751.0;-119.0;?;4002;?;?;?
?;1265;-459;1397.0;-8.0;-397;4255;1084;-4255;1265
?;922;-524;873.0;161.0;-1090;?;1309;?;922
696;1248;0;518.0;446.0;-836;4867;?;?;?
1060;?;?;492.0;716.0;-280;4547;1484;-4547;1430
1025;1396;418;477.0;664.0;-308;4497;1465;-4497;1396
1509;1932;698;?;401.0;-10;5391;1811;-5391;1932
-675;-1338;-658;-112.0;215.0;-1162;819;194;-819;-1338
?;-5533;?;-128.0;187.0;-338;?;-417;3584;-5533
1060;-4182;425;-103.0;?;503;-3463;1242;3463;-4182
?;-1080;1613;-241.0;355.0;-1430;-3953;723;3953;-1080
-640;-1022;1729;-486.0;435.0;-1443;-3987;592;3987;-1022
1205;?;-594;-720.0;595.0;-1404;-3136;?;3136;?
?;-596;?;-955.0;739.0;-679;-1041;1595;1041;-596
-452;309;-6;-1104.0;880.0;440;296;65;-296;309
?;?;?;-1316.0;1046.0;69;?;540;135;118
?;72;?;-1599.0;1429.0;234;42;374;-42;72
-291;71;-287;-1834.0;1763.0;199;-9;370;9;?
-253;38;?;-1819.0;?;?;-132;467;132;38
-324;27;-271;-1591.0;1534.0;?;-49;?;49;?
?;?;-337;-1188.0;1254.0;132;-81;?;81;?
-284;-21;-297;-734.0;992.0;160;-21;403;?;-21
-271;-21;-308;?;760.0;152;-36;419;36;-21
-250;?;-320;-83.0;?;158;-70;434;70;24
-278;26;-298;?;499.0;?;-91;404;91;?
-271;71;-348;114.0;368.0;168;-36;421;36;71
-230;130;-395;412.0;-123.0;175;84;456;-84;130
?;48;-294;802.0;-760.0;145;?;431;-80;48
-293;8;-261;?;-1392.0;159;15;384;-15;8
-278;?;?;1323.0;?;?;7;384;-7;?
-294;-45;-241;1577.0;-2400.0;?;-173;369;173;-45
-375;-64;?;1890.0;-2785.0;?;-754;276;754;?
-419;101;?;?;?;221;-1852;287;1852;101
?;439;-220;2159.0;?;254;-2724;294;2724;439
-386;387;-381;?;?;?;-3537;414;3537;387
?;?;-450;1923.0;-2655.0;-225;?;?;4061;?
-809;480;-310;1665.0;-2320.0;-432;-2183;1112;2183;?
?;476;149;1336.0;?;236;?;549;?;476
-167;?;179;903.0;-1515.0;382;?;443;-1639;-226
-367;?;-307;530.0;-902.0;86;?;766;-1641;-350
72;-381;-370;261.0;-164.0;?;934;748;-934;-381
?;-396;-344;29.0;455.0;?;?;?;-752;-396
35;?;-418;-301.0;?;?;450;865;-450;?
45;-422;-299;?;1705.0;171;-39;790;39;-422
?;-585;-150;?;?;?;42;?;?;?
20;-511;-200;-1451.0;?;214;?;716;53;-511
-68;-263;?;-1796.0;2849.0;?;-440;659;440;-263
-132;-183;?;?;3408.0;390;?;601;495;-183
-152;64;?;-2224.0;3809.0;296;-147;707;147;64
-152;?;?;-1990.0;?;333;133;710;-133;250
-82;259;-441;-1581.0;3175.0;408;330;612;-330;259
?;305;-242;-1185.0;2063.0;?;264;667;-264;305
-52;250;?;?;1159.0;137;-16;754;?;250
?;?;?;-852.0;574.0;123;-151;?;?;?
2;?;-142;-763.0;331.0;161;?;736;478;?
?;517;?;-632.0;121.0;?;-549;694;?;517
-15;575;-151;-521.0;-127.0;182;-684;?;684;575
?;?;-303;?;?;102;-1195;783;1195;772
?;1070;-322;-297.0;-220.0;?;-1105;?;1105;?
-148;?;?;-159.0;-129.0;199;?;739;1025;1177
-172;967;-348;17.0;13.0;70;-1106;805;1106;967
-186;?;-261;215.0;82.0;341;-1099;627;1099;1229
-131;1892;-100;193.0;122.0;172;-1120;?;1120;1892
-212;1745;?;216.0;101.0;25;?;632;1542;1745
?;1985;-126;400.0;?;161;-1522;?;1522;1985
-72;?;-367;435.0;295.0;?;-621;796;621;2589
-381;1902;-572;296.0;?;1296;?;440;?;?
538;3828;?;177.0;494.0;-655;-398;718;?;3828
1154;5935;26;186.0;359.0;?;1736;1274;-1736;5935
-422;3251;-211;180.0;153.0;406;1519;409;?;?
-581;2423;-40;251.0;-31.0;442;1428;179;-1428;2423
408;3968;-235;341.0;-272.0;-563;1885;600;?;3968
?;1843;-297;432.0;-466.0;253;502;?;?;?
?;-249;-104;?;-571.0;176;-375;301;375;?
?;138;-301;?;-600.0;119;68;473;-68;138
-186;67;-271;?;?;107;10;?;?;67
-12;239;-177;646.0;-626.0;77;-14;383;?;239
?;?;?;?;-587.0;74;85;401;-85;423
-30;351;?;646.0;?;60;-52;396;52;?
2;480;-177;621.0;?;80;-99;389;?;480
-11;?;-176;564.0;-509.0;95;-132;390;132;326
?;?;-171;653.0;-530.0;76;-93;394;93;?
?;265;?;817.0;-636.0;?;-47;389;47;265
?;150;-154;?;-786.0;75;-2;392;?;150
?;137;-153;652.0;?;83;1;392;?;137
-40;114;-158;539.0;-959.0;?;-70;393;70;114
?;?;-162;455.0;-1030.0;88;-72;405;72;?
-1;111;-162;249.0;-1016.0;?;-73;?;?;111
-85;60;-170;?;-830.0;140;-120;398;120;60
-68;-50;-169;-438.0;-736.0;146;-30;389;30;?
-28;23;?;?;-723.0;63;-176;429;176;23
-48;-136;?;-940.0;?;157;-159;372;159;?
-41;-14;-153;?;-367.0;85;?;419;257;?
-75;275;-164;-1474.0;-92.0;-34;?;492;749;275
-43;?;-127;-1524.0;121.0;136;-1087;395;1087;279
80;745;-95;-1465.0;?;-45;-1588;551;1588;745
-76;-101;-127;-1369.0;?;321;-835;262;835;-101
122;1543;?;?;168.0;-276;-2048;723;2048;1543
?;?;-57;-1153.0;188.0;?;-4303;1390;?;6987
?;7095;?;-936.0;176.0;-516;-2456;964;2456;7095
?;2830;446;-791.0;210.0;-1165;?;1465;591;2830
?;1430;565;-611.0;232.0;?;927;872;-927;1430
564;1902;710;-450.0;?;920;?;-318;?;1902
?;1548;507;?;166.0;348;1818;214;-1818;1548
491;964;39;-162.0;?;165;3037;375;?;964
522;1248;-45;-32.0;81.0;206;3510;?;-3510;1248
411;?;?;-18.0;?;67;3395;631;-3395;1876
492;1788;-546;-88.0;148.0;-265;4117;584;?;1788
-76;3116;-1188;-256.0;220.0;-7;2985;1249;-2985;3116
-1007;5239;?;-371.0;315.0;?;1839;2042;-1839;5239
-1805;3636;?;-583.0;515.0;?;1477;2069;-1477;3636
-2121;-558;354;-990.0;?;1603;644;?;-644;-558
36;-2709;-504;-1260.0;1015.0;?;?;304;-1111;-2709
1077;?;-2309;-1227.0;853.0;695;-1303;?;1303;-1999
-157;-991;-2503;?;324.0;1001;-3176;1086;3176;-991
?;-446;-1408;-1467.0;?;-488;-804;1220;804;?
17;167;-536;-1382.0;92.0;180;-33;451;?;167
?;210;-502;-1192.0;89.0;326;?;382;32;210
50;71;-519;-1132.0;166.0;62;?;441;?;71
40;161;?;-1110.0;332.0;?;-43;369;?;161
54;?;?;-972.0;?;?;32;407;-32;133
43;77;?;-921.0;781.0;?;-33;?;33;77
44;81;-469;-819.0;?;197;-20;395;20;81
50;?;-447;-698.0;1076.0;171;60;390;?;45
?;43;-432;-535.0;1097.0;183;35;382;-35;?
39;76;-445;-327.0;1155.0;171;-15;400;?;?
45;40;-427;-137.0;1144.0;174;31;386;-31;40
?;-5;-394;36.0;1009.0;?;?;?;-79;-5
43;-3;-397;254.0;822.0;156;76;382;-76;-3
35;?;-386;348.0;?;?;45;383;-45;?
24;75;-297;396.0;?;97;?;395;11;75
37;89;-270;?;-267.0;?;-111;371;111;89
?;-281;-219;527.0;-765.0;?;-169;395;169;-281
65;-189;-305;545.0;-1154.0;116;-295;363;295;-189
253;?;?;783.0;?;152;-620;?;620;840
?;1288;-505;1145.0;?;88;-827;380;827;1288
?;662;?;1295.0;?;458;-956;630;956;662
-572;115;?;1218.0;-1925.0;494;-1551;758;1551;115
-427;-133;-40;957.0;-1683.0;195;?;774;2326;-133
-340;-314;-65;621.0;-1342.0;203;-2320;724;2320;-314
-139;-243;-168;289.0;-876.0;-40;-1726;761;1726;-243
-78;-123;?;-167.0;-327.0;?;-1493;747;1493;-123
?;-199;-257;-704.0;179.0;176;?;?;1591;-199
88;-21;-403;-1238.0;671.0;81;-1463;563;1463;-21
88;262;-401;-1608.0;1163.0;-46;-1322;687;1322;?
?;210;-419;-1921.0;1561.0;?;-1333;666;1333;?
?;196;-467;-2156.0;1936.0;-36;-1170;658;1170;196
?;388;-323;-2223.0;2306.0;105;-968;?;968;388
?;485;-239;-1869.0;2651.0;182;?;?;971;485
33;371;?;-1477.0;2874.0;138;-895;626;895;?
20;?;-320;-1225.0;2845.0;127;-791;643;791;189
28;?;-317;-810.0;2392.0;131;?;636;802;227
85;367;-276;-366.0;1790.0;202;-840;576;840;?
?;361;-268;-34.0;?;?;-878;?;878;361
101;500;-303;205.0;1002.0;196;-582;580;582;?
?;590;-280;319.0;708.0;208;-282;589;282;590
73;405;?;378.0;?;211;-129;601;?;405
68;265;?;336.0;?;239;31;579;-31;265
?;230;-278;310.0;26.0;209;41;603;-41;230
53;250;?;296.0;-75.0;?;272;613;-272;250
52;191;-333;?;-174.0;195;386;611;-386;191
44;308;-345;184.0;-189.0;202;375;?;-375;308
75;?;-375;167.0;-141.0;?;378;563;-378;411
66;414;-374;?;?;222;389;568;?;414
-79;575;-429;55.0;?;?;?;?;-779;575
?;545;-444;41.0;-21.0;173;?;616;-899;545
-157;747;-465;?;24.0;208;801;?;-801;747
?;799;-619;?;85.0;101;694;666;-694;799
-409;?;-800;2.0;132.0;-20;850;?;-850;848
-483;1639;-678;19.0;131.0;144;998;?;-998;1639
-383;?;?;62.0;160.0;245;307;592;-307;1668
?;1053;-207;112.0;209.0;134;126;624;?;1053
-369;1058;-299;119.0;173.0;73;454;651;-454;1058
?;817;-229;144.0;?;103;152;621;-152;817
-421;242;?;127.0;41.0;?;-224;564;224;242
?;340;-176;216.0;-33.0;137;?;?;280;340
-406;?;-167;232.0;-138.0;130;-264;578;264;?
-473;247;-186;276.0;-215.0;146;-303;568;303;247
?;520;-157;313.0;-292.0;120;-241;578;241;520
-513;183;-195;?;-326.0;155;-325;?;?;?
?;512;-157;434.0;-337.0;118;-234;576;?;?
?;1736;-25;413.0;-352.0;-35;204;560;-204;?
162;853;-185;403.0;-352.0;?;157;435;-157;853
?;102;-331;379.0;-345.0;152;-39;?;39;?
-42;380;-286;377.0;-317.0;109;?;381;7;380
-97;131;-285;355.0;-336.0;110;-29;391;29;131
-70;164;-277;309.0;-379.0;112;-26;386;26;164
-74;167;-269;?;-379.0;115;-26;390;26;167
-99;128;-275;276.0;-470.0;110;?;?;28;128
?;?;-266;297.0;-593.0;104;-34;389;34;184
-59;157;-243;291.0;-660.0;109;-27;?;27;157
-42;135;-228;286.0;-686.0;?;10;394;-10;135
-50;111;-237;262.0;-690.0;103;-32;388;32;111
-55;88;?;?;-709.0;?;-79;378;79;88
-52;59;-231;94.0;-681.0;99;?;390;28;59
?;?;?;21.0;-570.0;99;-40;?;40;87
?;?;-226;1.0;?;88;?;395;-5;33
?;1;-224;-78.0;-775.0;91;-51;382;51;1
-35;8;-189;-199.0;-1315.0;107;-125;390;125;8
-10;-75;-141;-245.0;-1837.0;78;?;431;164;-75
-14;?;-188;-174.0;-2201.0;77;-417;409;?;-61
?;89;-193;-174.0;-2388.0;82;-290;404;290;89
?;6;-253;?;?;136;-756;374;756;6
-77;478;-248;?;-3459.0;133;-1118;?;1118;478
-88;351;?;295.0;-3902.0;143;-1150;382;1150;351
-161;605;-507;640.0;-4127.0;157;-3047;?;?;605
-94;3322;-688;?;-4259.0;-371;-4639;888;4639;3322
-165;3917;-1054;1251.0;-4397.0;-797;-4907;1261;4907;3917
-214;?;-791;1463.0;-4443.0;-367;-4204;?;4204;5521
?;6067;?;1847.0;-4351.0;-221;-1572;?;1572;6067
-442;1503;-1743;2238.0;-4146.0;?;945;?;-945;?
?;1115;-654;?;-3886.0;804;1270;132;?;?
-27;2069;-108;2685.0;-3719.0;1191;1018;-196;-1018;2069
-211;866;-643;2589.0;?;?;1402;142;?;866
-241;596;-750;2143.0;-2791.0;691;?;175;-1173;596
-289;640;-722;1470.0;-2007.0;?;?;219;-1542;?
-707;1255;-459;997.0;?;387;3340;321;-3340;1255
-971;1391;-258;501.0;-273.0;101;4010;477;-4010;1391
-612;899;12;?;188.0;-826;?;1117;?;899
?;?;?;-55.0;311.0;-1340;2083;?;?;1037
-199;1356;516;-284.0;315.0;-1091;2983;1609;-2983;1356
1160;2954;1939;?;?;?;3519;1724;?;2954
1240;2801;2499;-385.0;347.0;2559;914;1615;-914;2801
-222;-1268;1057;-616.0;?;-555;?;1167;1207;-1268
200;-1673;-630;-760.0;187.0;?;-2113;428;2113;-1673
520;-650;-607;-822.0;148.0;819;?;293;3519;-650
-269;?;?;-941.0;122.0;-335;-2480;437;2480;-997
-129;?;-533;?;7.0;214;-32;298;32;?
-172;149;-231;-937.0;?;97;143;?;-143;?
-315;?;-96;-959.0;?;-21;-68;449;68;-49
-230;?;-195;-1038.0;?;?;53;?;-53;187
-269;46;-140;?;-234.0;63;?;420;95;46
-241;120;-175;?;-203.0;?;-6;388;6;120
-250;33;-162;-959.0;-149.0;?;?;?;9;33
-245;?;-171;?;-185.0;111;15;406;-15;47
?;99;-177;-1008.0;-131.0;118;25;400;-25;99
-227;65;-146;-1123.0;81.0;111;18;412;-18;65
?;?;?;-1479.0;673.0;118;?;404;-37;44
-225;38;-151;-2110.0;1426.0;110;10;403;-10;?
-225;40;-149;-2761.0;2079.0;111;?;?;-15;?
-221;42;-142;-3524.0;?;?;41;401;?;42
?;-4;-137;-4183.0;?;110;49;400;?;?
-188;-25;-121;?;4709.0;103;43;401;-43;-25
-169;37;?;-4600.0;5111.0;93;47;403;-47;?
-152;55;-99;-4859.0;?;90;42;401;-42;55
-137;?;-98;-4630.0;5268.0;?;?;397;?;39
?;41;?;-4125.0;5379.0;90;23;397;-23;41
?;?;-97;-3085.0;?;91;?;391;34;14
-143;9;-94;-2436.0;5332.0;88;-145;396;145;9
-136;?;-98;?;4332.0;102;-1;?;1;-40
-173;-95;-94;?;2960.0;88;?;380;322;-95
-227;-108;-125;-1614.0;?;104;-571;323;571;?
-225;-126;-138;-983.0;?;118;-441;299;441;-126
-247;113;-105;-542.0;369.0;89;?;394;?;?
-230;376;-189;-350.0;?;227;-2232;273;2232;?
-265;186;-62;-120.0;-290.0;-16;-2100;542;2100;186
-215;504;-73;73.0;-519.0;?;-2083;?;2083;504
-121;1230;-191;274.0;-660.0;-31;-1018;769;?;1230
-219;?;216;408.0;-746.0;18;-111;785;111;1043
-65;536;195;555.0;-740.0;163;?;?;-308;?
85;116;-25;?;-492.0;353;160;571;-160;116
?;-27;109;695.0;-273.0;407;-78;573;78;?
134;-199;18;598.0;-102.0;336;?;629;404;-199
-52;-643;?;530.0;45.0;-26;-998;844;998;?
?;-253;-94;?;164.0;18;-449;799;449;?
-28;207;-77;245.0;?;268;?;609;?;207
-69;145;-132;20.0;?;242;-317;?;?;?
-53;256;-221;-32.0;572.0;217;-435;654;?;256
-67;174;-194;?;677.0;210;-353;653;?;174
-90;?;-135;-115.0;?;160;171;683;-171;-73
-84;-78;-127;-164.0;513.0;154;268;692;?;-78
-103;-125;-140;?;238.0;154;175;?;?;-125
-46;53;-121;-200.0;55.0;176;226;?;?;53
27;230;-144;-251.0;?;219;133;?;-133;?
-39;145;-104;-384.0;-42.0;?;121;?;-121;?
-53;?;-81;-397.0;15.0;?;?;689;?;294
-67;519;-65;-386.0;10.0;157;-139;688;139;519
-131;793;28;-387.0;7.0;?;-167;?;167;793
?;717;-406;-396.0;?;153;-264;?;?;?
-95;990;253;-267.0;?;387;-511;523;511;990
-485;1315;1326;-126.0;128.0;?;?;728;?;1315
-126;563;366;?;?;-621;-316;1413;?;563
-12;374;-169;154.0;81.0;?;?;985;512;?
?;526;73;260.0;?;?;-218;738;218;526
-22;267;?;350.0;?;?;234;?;-234;267
-122;275;75;442.0;-174.0;98;275;698;-275;?
-115;100;64;541.0;-386.0;69;346;698;-346;100
-94;?;121;606.0;?;100;304;649;-304;-159
?;-16;100;697.0;-700.0;130;151;631;-151;-16
-77;?;?;828.0;-852.0;95;106;669;-106;120
-77;-16;48;?;-1002.0;111;?;?;-77;?
-50;-40;-27;1071.0;-1156.0;90;40;714;-40;-40
-81;-44;12;1266.0;-1173.0;113;56;666;-56;-44
-107;-168;46;1360.0;-1125.0;61;1;682;-1;?
-48;-211;72;1437.0;-949.0;48;?;?;81;-211
-18;-279;105;1635.0;-748.0;112;?;?;-10;?
-34;-241;?;1838.0;-649.0;?;-96;738;96;-241
-112;-857;-15;1959.0;-581.0;?;?;734;-350;?
-230;-1951;-122;1930.0;-586.0;177;1359;550;-1359;-1951
-235;-2028;-144;1698.0;-640.0;188;1441;528;-1441;-2028
-232;-1921;-85;1359.0;-648.0;176;1309;?;-1309;-1921
-238;-1988;-187;1019.0;-644.0;177;1432;508;-1432;-1988
-162;-1995;-46;698.0;-497.0;?;1350;?;-1350;-1995
?;-2175;-129;357.0;-431.0;85;1511;877;-1511;-2175
480;-2296;-99;167.0;-520.0;147;1279;859;-1279;-2296
-327;?;684;145.0;-626.0;464;383;?;-383;-2365
131;-2258;343;125.0;?;216;123;822;-123;-2258
813;-2367;-175;106.0;?;-78;130;988;-130;?
467;?;36;?;-375.0;?;188;?;-188;-2184
651;-2367;-37;25.0;-346.0;-7;104;955;?;-2367
634;-2355;-28;49.0;-436.0;-1;109;950;-109;-2355
-231;?;-207;18.0;-619.0;231;1065;?;?;-408
?;323;-325;133.0;-617.0;281;1313;270;-1313;323
-372;-73;-250;107.0;-705.0;273;1326;?;-1326;?
-401;121;-291;175.0;-710.0;246;1021;333;-1021;?
-257;-64;?;278.0;-651.0;134;-35;450;?;-64
-260;-59;-260;347.0;-633.0;136;?;447;15;-59
-288;-28;-285;?;?;156;121;409;?;?
-259;-91;-285;?;-554.0;144;13;421;-13;-91
-282;-44;?;842.0;?;154;100;409;-100;-44
-269;-70;-286;?;?;148;48;416;-48;?
?;-62;-286;1107.0;?;150;68;414;-68;-62
-274;-62;-286;1235.0;-446.0;150;69;414;-69;-62
-273;-60;-286;1323.0;-397.0;?;60;414;-60;-60
-272;-70;-285;1418.0;?;149;68;415;?;-70
-275;-52;-286;1374.0;21.0;?;63;?;-63;-52
?;-75;-286;?;265.0;149;65;416;?;?
-274;-59;-286;1362.0;399.0;151;65;414;-65;?
-275;-44;-287;?;428.0;153;64;?;-64;?
-268;-134;-281;?;473.0;142;?;426;?;-134
-281;84;-295;894.0;503.0;?;57;392;-57;84
-261;-329;-275;972.0;545.0;121;58;?;-58;?
-258;-352;?;1149.0;691.0;122;-62;410;62;-352
-201;-545;-309;1391.0;?;78;49;457;-49;-545
175;-1620;-248;1526.0;?;-117;?;735;-346;-1620
360;-1437;-295;1696.0;?;-126;315;?;-315;-1437
111;-2203;-179;1834.0;972.0;-175;?;827;-465;-2203
432;-850;-370;1918.0;?;-69;193;644;-193;-850
30;-2767;-85;1943.0;972.0;-235;?;928;-610;-2767
-1000;-7143;800;2027.0;1038.0;-681;1931;1713;-1931;-7143
-485;-2375;189;2141.0;1238.0;-254;1149;?;-1149;?
-77;-236;-827;2202.0;1412.0;129;-10;165;?;-236
52;?;?;2160.0;1500.0;125;393;94;-393;-1086
544;389;-662;2041.0;1485.0;208;575;-104;-575;?
?;-166;-591;1837.0;1398.0;190;748;?;?;-166
434;-51;-606;1737.0;1380.0;?;?;-24;-703;-51
546;19;-676;1710.0;1278.0;199;501;-143;-501;19
-4;?;-86;?;1158.0;-39;1896;602;?;81
-31;176;493;1657.0;996.0;?;2422;931;-2422;176
-675;211;?;?;917.0;-88;2474;1233;?;211
?;?;-118;1371.0;858.0;782;4215;1652;-4215;794
-2042;754;50;1386.0;785.0;?;3047;1920;?;754
-1593;-1517;1262;1342.0;847.0;2554;-314;?;314;-1517
753;-4596;913;1205.0;826.0;357;?;-789;1051;-4596
951;?;-3633;1181.0;?;-781;-2389;-556;2389;-2154
-1140;249;-2480;1085.0;983.0;285;-3515;1630;3515;249
-906;-1072;?;1089.0;1092.0;-92;-1383;910;1383;?
-245;106;30;1056.0;1092.0;?;-6;531;6;106
?;531;-659;1006.0;?;63;15;632;?;531
?;-68;81;908.0;?;?;34;408;-34;-68
-115;194;-533;801.0;?;196;-59;435;59;194
?;18;?;763.0;726.0;108;?;367;36;18
-101;90;-266;698.0;782.0;140;-50;393;50;90
-97;?;-302;698.0;846.0;112;-65;404;65;?
-97;-16;-240;631.0;?;?;-65;397;65;-16
-97;31;-309;?;?;106;?;405;64;31
?;3;-266;?;815.0;111;-54;400;54;3
?;15;-246;766.0;?;112;-70;419;?;15
?;54;-186;774.0;568.0;121;?;?;?;54
-68;?;?;784.0;484.0;125;-181;382;181;50
-93;18;-293;821.0;612.0;?;?;434;258;18
14;79;-221;943.0;629.0;167;-469;291;469;79
?;25;?;?;494.0;35;-2042;?;?;25
?;?;-236;998.0;469.0;248;-1720;220;?;296
81;158;-243;?;?;109;?;357;2210;?
-159;-925;-317;879.0;?;?;?;1378;?;-925
-158;-1168;-324;926.0;73.0;-946;-6416;?;?;-1168
-260;-1017;-340;893.0;-84.0;?;-6942;1622;6942;?
83;-1007;-254;785.0;-182.0;?;-4435;1003;4435;-1007
733;-574;65;645.0;?;654;?;-157;?;?
492;-723;325;486.0;-164.0;?;?;?;-1269;?
314;-1016;291;399.0;-59.0;281;2750;287;-2750;-1016
327;-618;95;318.0;?;?;4186;210;?;-618
-398;-605;121;134.0;38.0;61;?;?;-4601;-605
-492;-690;?;?;44.0;217;?;691;-4662;-690
?;?;217;1.0;102.0;219;?;993;-4917;-801
?;?;-566;-139.0;161.0;982;4583;1968;-4583;-1600
-2149;?;-1336;-255.0;136.0;1870;?;2425;-741;-2033
-2317;-1867;-2307;?;182.0;1549;-166;?;166;-1867
-2314;-1563;-2394;-598.0;481.0;?;717;3168;-717;-1563
-2515;-1878;-2642;-417.0;599.0;1395;253;3458;?;-1878
?;-1492;-2193;?;412.0;1095;392;2932;-392;-1492
-440;11;-179;-314.0;239.0;175;-43;?;43;?
-253;169;50;-371.0;145.0;93;-143;280;143;?
-459;-35;-252;-313.0;92.0;183;?;603;-30;-35
-223;?;7;-246.0;71.0;92;?;287;62;101
-359;?;-136;?;-8.0;148;?;470;?;-15
-275;52;-84;?;?;121;-3;384;3;52
?;53;-88;-191.0;?;?;33;397;-33;?
-294;29;-92;-318.0;-51.0;?;-6;?;?;29
-234;4;-69;-295.0;124.0;110;37;380;-37;?
?;-26;?;-139.0;161.0;114;30;410;-30;?
?;12;-74;-86.0;?;?;-18;398;?;12
-225;20;-75;?;?;?;37;401;-37;20
-214;46;-69;-196.0;351.0;?;18;408;-18;?
-163;73;-54;-243.0;?;82;-1;405;1;73
-145;54;-54;-134.0;656.0;85;5;398;-5;54
?;60;-49;?;549.0;88;-15;?;?;60
-128;82;-37;?;307.0;82;?;403;?;82
?;44;-33;-110.0;240.0;80;36;400;-36;44
-85;-17;-25;-102.0;283.0;79;37;395;-37;-17
-60;?;-22;-59.0;267.0;72;5;398;?;-24
-42;12;-19;61.0;?;71;-21;402;21;12
?;-16;?;124.0;214.0;71;-22;403;22;-16
?;-52;-13;?;156.0;65;19;405;-19;?
?;12;-10;219.0;94.0;69;?;?;-54;?
?;34;?;?;38.0;75;?;403;-37;34
-9;-21;-7;?;29.0;?;?;399;-32;-21
?;-34;?;243.0;-5.0;70;37;398;-37;?
-5;?;-7;213.0;-32.0;71;34;398;-34;-36
-7;-24;-6;224.0;-4.0;?;36;398;?;-24
-14;19;-2;286.0;-31.0;71;?;397;-45;19
-10;4;-7;310.0;-101.0;73;40;398;-40;4
-6;-11;?;288.0;-19.0;75;1;?;-1;?
?;24;10;230.0;125.0;67;-2;381;2;24
14;43;14;184.0;171.0;68;-1;377;1;43
?;39;15;246.0;?;73;-18;377;18;?
?;40;13;335.0;147.0;73;?;378;17;40
-1;49;-12;?;3.0;80;?;401;26;49
-8;31;-7;?;?;76;-18;404;18;?
3;-27;-2;?;63.0;68;-20;400;20;-27
?;-38;-4;?;199.0;71;-2;401;2;-38
?;-22;8;390.0;?;?;24;393;-24;-22
5;-12;2;334.0;43.0;69;?;?;5;?
0;?;?;324.0;209.0;71;-8;396;8;25
-1;13;?;214.0;533.0;68;-24;?;24;13
0;?;-16;469.0;341.0;67;-63;412;63;-7
3;-1;-6;532.0;146.0;66;-22;404;?;-1
23;?;-2;573.0;?;61;?;396;-28;-14
21;-13;-2;583.0;-83.0;62;25;396;-25;-13
-9;?;?;643.0;-119.0;69;11;392;-11;-4
-10;?;13;817.0;?;75;-15;388;15;-3
6;-32;0;1092.0;-447.0;75;10;391;-10;?
?;?;-8;1210.0;-533.0;67;69;402;?;?
?;-64;-4;1316.0;-345.0;64;?;399;-49;?
?;?;6;?;-15.0;63;-2;388;2;-37
-9;33;2;1269.0;?;63;-24;400;24;?
-12;?;0;1295.0;523.0;73;-31;400;31;7
-12;-58;7;1386.0;?;69;-38;?;38;-58
5;-56;-1;1296.0;802.0;71;-37;397;37;?
12;-41;5;1067.0;838.0;81;?;?;84;-41
-11;?;33;901.0;?;?;-143;379;143;-66
-2;?;?;715.0;941.0;80;-215;377;215;-130
?;-132;25;470.0;963.0;70;-490;400;490;?
11;-84;8;345.0;986.0;55;?;429;746;?
5;-58;15;?;918.0;67;-779;442;779;-58
-28;-33;13;?;812.0;?;-773;470;773;-33
-6;-56;-25;32.0;?;?;-759;502;759;?
-29;-107;-8;109.0;714.0;93;-672;519;?;-107
-22;-85;?;247.0;351.0;93;-552;539;552;-85
5;-84;-19;172.0;-62.0;92;-499;542;499;-84
?;-62;-26;29.0;-228.0;94;?;548;509;-62
15;4;?;-54.0;-376.0;93;-433;572;433;?
-1;?;?;-140.0;-524.0;93;?;579;310;-7
?;32;-29;?;-469.0;97;-308;589;308;?
-32;59;-3;36.0;?;90;-301;591;?;59
-37;5;-2;?;?;99;-181;593;?;5
-3;-53;-48;132.0;-278.0;?;-110;?;110;-53
-11;-61;-18;-17.0;-349.0;95;?;600;95;-61
-18;-15;1;-172.0;-300.0;98;?;589;37;?
?;-12;?;-271.0;-153.0;?;-23;588;?;-12
?;?;-18;-345.0;-88.0;?;-96;600;96;?
6;2;-27;-417.0;-2.0;?;-134;605;134;2
-3;-32;-19;-434.0;129.0;102;-122;602;122;-32
-21;30;-18;-404.0;300.0;101;-57;?;?;?
?;-21;-19;?;426.0;101;51;612;-51;?
-8;-10;-7;-356.0;501.0;102;?;?;-57;-10
-7;?;1;-297.0;?;105;19;?;-19;33
-7;12;-5;?;?;101;48;598;-48;12
-7;4;-14;-166.0;?;101;38;604;-38;4
-3;-41;?;-75.0;?;106;14;600;-14;?
-3;?;-9;5.0;?;100;28;600;?;-47
-13;-39;?;94.0;507.0;100;?;?;?;-39
-18;-44;-1;?;479.0;103;-11;597;11;?
-14;-44;-2;156.0;476.0;102;?;598;35;-44
?;-65;-5;163.0;451.0;105;-103;598;103;-65
-3;-72;-9;146.0;483.0;?;-143;602;143;-72
?;-75;-10;96.0;520.0;102;-223;608;223;-75
-10;-97;?;55.0;?;102;?;?;237;?
