Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;Accelerometer RWR accZ;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;Accelerometer LWR accZ
863.0;?;?;?;?;547.0;?;-809.0;306.0
800.0;567.0;?;504.0;935.0;615.0;?;?;159.0
741.0;585.0;-130.0;505.0;?;643.0;-574.0;-678.0;226.0
?;651.0;-227.0;549.0;894.0;632.0;-568.0;-645.0;362.0
?;?;-317.0;500.0;893.0;580.0;-555.0;-677.0;417.0
803.0;561.0;-319.0;519.0;?;615.0;-548.0;-737.0;?
786.0;634.0;-292.0;532.0;905.0;642.0;-565.0;?;355.0
?;?;?;?;884.0;?;-601.0;?;412.0
678.0;654.0;-380.0;487.0;936.0;639.0;-601.0;-650.0;475.0
674.0;723.0;-399.0;488.0;868.0;664.0;-614.0;-567.0;421.0
753.0;?;?;452.0;?;?;?;-673.0;539.0
764.0;?;-308.0;443.0;870.0;642.0;-621.0;-670.0;558.0
727.0;?;-376.0;423.0;835.0;599.0;-572.0;-591.0;544.0
755.0;676.0;-421.0;415.0;854.0;566.0;-637.0;-723.0;536.0
778.0;?;-383.0;409.0;877.0;583.0;-618.0;-534.0;520.0
762.0;646.0;?;408.0;920.0;555.0;-640.0;-620.0;452.0
?;663.0;?;425.0;870.0;571.0;-683.0;-635.0;488.0
814.0;597.0;-177.0;450.0;843.0;591.0;-653.0;?;534.0
788.0;?;-257.0;421.0;837.0;?;-653.0;-636.0;508.0
742.0;604.0;-302.0;?;957.0;?;-666.0;-684.0;523.0
?;592.0;-320.0;411.0;949.0;?;?;?;586.0
738.0;573.0;-313.0;484.0;901.0;?;?;-720.0;583.0
701.0;588.0;-270.0;418.0;782.0;672.0;-614.0;-687.0;562.0
746.0;?;-287.0;365.0;917.0;642.0;?;-799.0;547.0
786.0;607.0;?;437.0;956.0;637.0;-605.0;-741.0;532.0
788.0;538.0;-228.0;478.0;854.0;655.0;-589.0;?;565.0
820.0;558.0;-235.0;353.0;740.0;718.0;-592.0;-718.0;404.0
832.0;667.0;-242.0;447.0;522.0;763.0;-576.0;-754.0;597.0
790.0;?;-260.0;367.0;200.0;749.0;-559.0;-735.0;?
738.0;549.0;-233.0;150.0;300.0;832.0;-579.0;-706.0;704.0
683.0;624.0;?;?;?;841.0;-610.0;-776.0;607.0
764.0;655.0;?;?;314.0;847.0;-591.0;-741.0;598.0
763.0;560.0;-301.0;460.0;179.0;?;-557.0;-699.0;605.0
?;604.0;-253.0;387.0;?;731.0;-579.0;-747.0;598.0
?;671.0;-233.0;304.0;170.0;733.0;?;?;540.0
900.0;541.0;-264.0;290.0;?;763.0;-619.0;?;?
786.0;430.0;-256.0;327.0;145.0;?;-532.0;?;?
768.0;487.0;-156.0;436.0;25.0;?;-559.0;-756.0;414.0
676.0;841.0;-232.0;330.0;25.0;632.0;-621.0;-830.0;502.0
727.0;735.0;-319.0;161.0;-3.0;603.0;-528.0;-721.0;415.0
747.0;668.0;-213.0;117.0;57.0;660.0;?;-770.0;364.0
768.0;616.0;-139.0;119.0;?;691.0;-597.0;-920.0;379.0
?;602.0;-213.0;155.0;?;629.0;-454.0;-866.0;322.0
?;760.0;-262.0;179.0;125.0;?;-373.0;-672.0;282.0
805.0;724.0;-253.0;?;169.0;602.0;-431.0;?;?
834.0;528.0;-148.0;225.0;189.0;546.0;-677.0;-992.0;321.0
796.0;375.0;-103.0;?;160.0;579.0;-652.0;?;265.0
766.0;?;-120.0;159.0;109.0;500.0;-546.0;-815.0;245.0
?;408.0;?;144.0;98.0;576.0;-525.0;?;287.0
781.0;465.0;-195.0;113.0;55.0;671.0;?;-839.0;?
792.0;537.0;-155.0;107.0;-4.0;?;-616.0;-850.0;295.0
730.0;462.0;-116.0;78.0;9.0;731.0;-597.0;-928.0;363.0
707.0;433.0;-187.0;58.0;78.0;791.0;?;-815.0;309.0
718.0;386.0;-315.0;101.0;34.0;730.0;-349.0;?;259.0
674.0;372.0;-330.0;254.0;-39.0;903.0;-343.0;-705.0;?
641.0;324.0;-278.0;223.0;47.0;871.0;-389.0;-709.0;492.0
670.0;?;-261.0;144.0;?;872.0;-417.0;?;?
673.0;327.0;?;180.0;165.0;910.0;-450.0;-726.0;356.0
744.0;380.0;-100.0;301.0;233.0;819.0;-445.0;-747.0;359.0
?;?;-101.0;334.0;?;755.0;-400.0;-680.0;383.0
767.0;?;-139.0;329.0;181.0;?;-356.0;-613.0;?
795.0;651.0;-109.0;335.0;180.0;727.0;?;?;271.0
812.0;544.0;-112.0;318.0;195.0;?;?;-604.0;294.0
830.0;548.0;-78.0;324.0;?;656.0;-283.0;?;286.0
797.0;601.0;-65.0;329.0;278.0;649.0;?;?;?
732.0;?;-76.0;368.0;298.0;594.0;-270.0;-709.0;257.0
750.0;?;-90.0;407.0;270.0;645.0;-317.0;?;296.0
719.0;?;-2.0;?;261.0;510.0;-391.0;-785.0;?
689.0;?;200.0;402.0;?;608.0;?;-828.0;326.0
728.0;661.0;237.0;?;?;418.0;-389.0;-806.0;305.0
793.0;677.0;?;351.0;152.0;?;-380.0;-755.0;?
806.0;686.0;169.0;?;118.0;?;?;-754.0;316.0
815.0;?;125.0;265.0;137.0;666.0;-531.0;-736.0;290.0
826.0;732.0;108.0;244.0;?;537.0;-547.0;-628.0;322.0
834.0;?;108.0;?;153.0;735.0;-528.0;?;?
822.0;688.0;187.0;274.0;153.0;753.0;-506.0;-650.0;238.0
?;668.0;275.0;249.0;123.0;640.0;?;-693.0;235.0
746.0;603.0;349.0;250.0;?;645.0;-545.0;?;?
748.0;583.0;295.0;263.0;144.0;563.0;?;-643.0;238.0
747.0;585.0;318.0;277.0;190.0;683.0;-619.0;?;239.0
725.0;?;300.0;?;203.0;725.0;-636.0;-699.0;260.0
641.0;?;266.0;325.0;230.0;763.0;-633.0;-706.0;?
648.0;500.0;212.0;308.0;?;814.0;-611.0;?;276.0
670.0;516.0;167.0;307.0;251.0;?;-564.0;-663.0;?
654.0;?;154.0;342.0;359.0;706.0;-508.0;-673.0;291.0
?;545.0;153.0;354.0;?;755.0;-473.0;-679.0;227.0
678.0;587.0;171.0;405.0;382.0;807.0;-456.0;-696.0;210.0
689.0;619.0;184.0;450.0;?;752.0;-459.0;-664.0;267.0
661.0;561.0;147.0;514.0;404.0;702.0;-450.0;-589.0;250.0
702.0;608.0;114.0;578.0;598.0;?;-419.0;-556.0;?
665.0;605.0;91.0;618.0;578.0;?;?;-572.0;264.0
?;?;?;711.0;568.0;809.0;?;-609.0;?
588.0;572.0;?;?;579.0;?;-446.0;?;342.0
599.0;583.0;176.0;706.0;659.0;1245.0;-474.0;?;279.0
605.0;699.0;189.0;716.0;?;?;-503.0;-646.0;?
?;859.0;152.0;736.0;705.0;1006.0;-510.0;-596.0;220.0
?;810.0;174.0;?;680.0;?;-510.0;-618.0;227.0
?;919.0;242.0;?;591.0;719.0;-548.0;?;238.0
563.0;?;?;753.0;538.0;?;?;-550.0;326.0
576.0;956.0;132.0;690.0;531.0;713.0;-540.0;?;390.0
?;953.0;180.0;635.0;311.0;?;-567.0;?;350.0
610.0;1005.0;?;634.0;755.0;?;-652.0;?;396.0
512.0;?;253.0;595.0;618.0;?;?;-583.0;431.0
543.0;999.0;286.0;?;762.0;897.0;-769.0;-601.0;-18.0
502.0;940.0;196.0;?;522.0;942.0;-812.0;-479.0;240.0
489.0;906.0;?;584.0;529.0;967.0;-832.0;?;390.0
543.0;821.0;230.0;650.0;603.0;?;-853.0;-523.0;?
531.0;820.0;?;?;654.0;918.0;-874.0;?;304.0
596.0;855.0;?;595.0;693.0;936.0;?;?;217.0
578.0;842.0;144.0;622.0;812.0;861.0;-914.0;?;?
?;?;199.0;664.0;887.0;883.0;-939.0;-523.0;343.0
473.0;715.0;189.0;688.0;827.0;894.0;-894.0;?;287.0
?;827.0;?;759.0;887.0;1004.0;?;?;301.0
551.0;838.0;?;759.0;755.0;1016.0;-784.0;?;309.0
?;766.0;?;?;595.0;?;-794.0;?;244.0
?;?;?;?;745.0;938.0;?;?;251.0
534.0;868.0;?;647.0;528.0;933.0;?;-462.0;?
511.0;900.0;42.0;606.0;567.0;843.0;-747.0;-422.0;276.0
464.0;?;163.0;601.0;728.0;955.0;-731.0;?;261.0
513.0;905.0;247.0;524.0;733.0;?;?;-536.0;245.0
553.0;931.0;83.0;?;661.0;1101.0;-763.0;-511.0;244.0
542.0;?;0.0;?;653.0;1029.0;?;-464.0;162.0
529.0;834.0;?;596.0;?;910.0;-740.0;-411.0;267.0
487.0;807.0;121.0;652.0;?;1023.0;-803.0;-482.0;308.0
528.0;805.0;172.0;676.0;730.0;983.0;-832.0;-544.0;265.0
583.0;773.0;165.0;661.0;692.0;824.0;-886.0;-402.0;?
?;784.0;153.0;648.0;680.0;833.0;-898.0;-385.0;244.0
578.0;751.0;?;627.0;676.0;884.0;-885.0;-498.0;276.0
499.0;786.0;51.0;?;667.0;839.0;-848.0;?;301.0
519.0;837.0;?;?;674.0;865.0;-820.0;?;?
525.0;836.0;63.0;604.0;?;1142.0;-774.0;-462.0;326.0
515.0;832.0;50.0;622.0;?;1066.0;?;-451.0;?
522.0;827.0;35.0;?;709.0;930.0;?;-652.0;362.0
?;830.0;5.0;634.0;?;882.0;-659.0;-635.0;371.0
522.0;812.0;4.0;613.0;?;907.0;-685.0;-476.0;286.0
524.0;790.0;48.0;?;668.0;657.0;-738.0;-471.0;316.0
536.0;802.0;?;575.0;731.0;?;-795.0;-474.0;307.0
561.0;842.0;?;617.0;725.0;1303.0;?;-445.0;342.0
544.0;868.0;77.0;653.0;712.0;1141.0;-806.0;-458.0;322.0
553.0;861.0;66.0;665.0;711.0;862.0;-795.0;-475.0;281.0
542.0;808.0;79.0;696.0;739.0;757.0;-780.0;-457.0;295.0
540.0;750.0;92.0;677.0;688.0;1002.0;-755.0;-463.0;?
?;783.0;85.0;637.0;654.0;?;-741.0;-487.0;342.0
534.0;824.0;89.0;627.0;670.0;970.0;-755.0;-499.0;313.0
?;855.0;98.0;619.0;693.0;946.0;-775.0;?;316.0
521.0;?;110.0;611.0;682.0;?;-797.0;?;?
505.0;898.0;97.0;649.0;715.0;935.0;?;-575.0;294.0
?;912.0;42.0;636.0;?;902.0;-756.0;-462.0;341.0
515.0;822.0;51.0;652.0;770.0;760.0;-725.0;-499.0;?
?;808.0;?;692.0;822.0;804.0;-715.0;-487.0;316.0
?;810.0;104.0;762.0;?;810.0;-758.0;?;320.0
?;838.0;107.0;?;?;?;?;?;303.0
?;848.0;95.0;766.0;728.0;968.0;-812.0;-501.0;344.0
539.0;846.0;?;726.0;?;729.0;-839.0;-511.0;306.0
495.0;842.0;122.0;722.0;?;?;-835.0;-497.0;282.0
529.0;?;101.0;719.0;719.0;932.0;-798.0;-454.0;238.0
520.0;?;?;686.0;729.0;928.0;-780.0;-504.0;276.0
507.0;?;86.0;686.0;?;689.0;-766.0;-525.0;287.0
519.0;?;80.0;725.0;770.0;?;-767.0;-517.0;321.0
522.0;?;?;735.0;735.0;589.0;-779.0;?;342.0
507.0;916.0;83.0;708.0;787.0;547.0;-790.0;-512.0;354.0
500.0;930.0;90.0;657.0;703.0;578.0;-803.0;?;339.0
?;?;?;602.0;612.0;580.0;-823.0;-511.0;342.0
521.0;899.0;?;571.0;660.0;558.0;-868.0;-514.0;364.0
516.0;?;150.0;533.0;694.0;?;-930.0;?;365.0
498.0;932.0;171.0;?;822.0;440.0;-949.0;-561.0;408.0
476.0;880.0;161.0;595.0;?;?;-887.0;?;448.0
476.0;?;134.0;634.0;?;431.0;?;-448.0;420.0
?;779.0;125.0;?;800.0;472.0;-878.0;-473.0;474.0
449.0;756.0;108.0;596.0;?;516.0;-848.0;-490.0;382.0
459.0;702.0;126.0;573.0;736.0;518.0;-845.0;-484.0;385.0
528.0;734.0;134.0;524.0;?;491.0;-858.0;-466.0;?
600.0;779.0;150.0;506.0;674.0;517.0;-870.0;-488.0;?
582.0;861.0;147.0;475.0;632.0;541.0;-837.0;-508.0;350.0
568.0;843.0;145.0;468.0;649.0;508.0;?;-499.0;287.0
529.0;766.0;96.0;488.0;?;463.0;-728.0;-465.0;270.0
499.0;?;77.0;518.0;?;513.0;?;-528.0;277.0
551.0;739.0;55.0;571.0;?;546.0;-637.0;-550.0;388.0
581.0;686.0;51.0;609.0;?;580.0;?;-578.0;343.0
543.0;654.0;42.0;?;959.0;519.0;-724.0;-634.0;291.0
510.0;?;70.0;709.0;1011.0;?;-777.0;-655.0;?
?;600.0;93.0;766.0;?;?;?;-640.0;454.0
?;?;78.0;?;?;547.0;-726.0;-567.0;459.0
?;?;51.0;?;957.0;509.0;-704.0;?;452.0
668.0;768.0;38.0;?;?;538.0;-697.0;-556.0;?
564.0;868.0;10.0;705.0;867.0;?;-670.0;?;387.0
?;889.0;-58.0;678.0;?;529.0;-637.0;-536.0;381.0
464.0;967.0;-118.0;700.0;883.0;606.0;?;?;430.0
494.0;953.0;-199.0;?;963.0;?;?;?;469.0
452.0;?;-229.0;809.0;1081.0;700.0;-645.0;?;410.0
391.0;884.0;?;834.0;?;725.0;?;-536.0;?
514.0;875.0;-252.0;984.0;964.0;?;-743.0;-607.0;291.0
542.0;854.0;?;914.0;1050.0;609.0;-821.0;-698.0;299.0
546.0;842.0;-219.0;933.0;941.0;509.0;-839.0;-763.0;333.0
478.0;889.0;-79.0;1041.0;892.0;388.0;-851.0;-757.0;?
?;918.0;13.0;895.0;1031.0;409.0;-850.0;-645.0;539.0
375.0;899.0;8.0;?;1096.0;?;-824.0;-524.0;580.0
447.0;1016.0;?;737.0;?;501.0;?;-422.0;471.0
440.0;1045.0;-62.0;748.0;1160.0;517.0;-816.0;?;461.0
437.0;971.0;-116.0;784.0;1101.0;556.0;-809.0;-535.0;447.0
?;1055.0;-136.0;?;1111.0;539.0;-817.0;?;542.0
520.0;948.0;-91.0;?;?;505.0;?;?;591.0
440.0;?;-44.0;896.0;1181.0;?;-882.0;-468.0;622.0
382.0;?;?;910.0;1205.0;596.0;-916.0;?;612.0
365.0;721.0;-128.0;?;?;621.0;-1016.0;-258.0;531.0
380.0;742.0;-243.0;923.0;?;?;-1069.0;-314.0;?
425.0;?;-361.0;940.0;?;748.0;-980.0;?;?
469.0;911.0;-371.0;893.0;882.0;771.0;?;?;453.0
?;942.0;-233.0;854.0;827.0;757.0;-1023.0;-409.0;520.0
473.0;906.0;-126.0;798.0;836.0;725.0;-894.0;-420.0;495.0
401.0;934.0;-137.0;?;907.0;733.0;-808.0;-322.0;464.0
328.0;914.0;-172.0;708.0;995.0;749.0;-799.0;-261.0;?
283.0;932.0;-201.0;757.0;976.0;679.0;?;?;415.0
288.0;893.0;-250.0;815.0;921.0;656.0;-893.0;-318.0;?
335.0;876.0;-275.0;?;1032.0;692.0;-949.0;-390.0;406.0
397.0;830.0;-347.0;?;?;792.0;-969.0;-425.0;406.0
378.0;779.0;-308.0;?;1307.0;?;-973.0;?;483.0
357.0;775.0;-202.0;1326.0;1131.0;677.0;?;-414.0;?
?;827.0;-111.0;1139.0;1395.0;725.0;-937.0;?;581.0
401.0;894.0;?;1087.0;1613.0;?;-937.0;?;380.0
?;911.0;-161.0;1343.0;1432.0;525.0;-915.0;-175.0;?
423.0;903.0;-196.0;?;1284.0;455.0;-912.0;-270.0;306.0
460.0;1108.0;-256.0;?;1136.0;?;-855.0;-307.0;396.0
441.0;1440.0;-286.0;?;1204.0;587.0;-806.0;-307.0;?
236.0;1282.0;-290.0;1053.0;1107.0;495.0;-781.0;-347.0;?
226.0;1077.0;-317.0;1017.0;1052.0;512.0;?;?;199.0
72.0;1262.0;-304.0;942.0;1017.0;?;-862.0;-351.0;144.0
333.0;1287.0;-270.0;934.0;969.0;-197.0;-891.0;-351.0;?
?;?;-264.0;?;918.0;-31.0;-857.0;?;217.0
169.0;?;?;798.0;?;581.0;?;?;217.0
?;?;-241.0;762.0;?;?;-1388.0;-458.0;234.0
230.0;1037.0;-32.0;737.0;1053.0;?;-1244.0;-489.0;282.0
288.0;898.0;?;745.0;1145.0;923.0;?;-321.0;300.0
321.0;?;-20.0;855.0;1126.0;556.0;-1213.0;?;?
357.0;889.0;126.0;937.0;?;836.0;-1371.0;-138.0;267.0
?;820.0;?;870.0;1056.0;726.0;-1247.0;-186.0;261.0
372.0;790.0;-14.0;876.0;1167.0;22.0;?;-258.0;400.0
344.0;761.0;-43.0;?;1267.0;716.0;-1078.0;-251.0;?
361.0;766.0;-20.0;?;1238.0;348.0;-1080.0;-202.0;757.0
402.0;871.0;-70.0;?;1116.0;?;-1011.0;?;?
?;899.0;?;934.0;975.0;1073.0;?;-124.0;395.0
582.0;855.0;-11.0;948.0;?;894.0;-996.0;-113.0;436.0
559.0;808.0;-21.0;882.0;?;851.0;-927.0;-122.0;462.0
526.0;1047.0;-19.0;876.0;1042.0;1329.0;-888.0;-127.0;453.0
?;1198.0;-26.0;935.0;1060.0;?;?;-185.0;443.0
?;1132.0;44.0;947.0;?;1450.0;-853.0;?;434.0
140.0;1005.0;10.0;902.0;1032.0;666.0;-928.0;-245.0;458.0
184.0;?;-250.0;873.0;1011.0;365.0;-1024.0;-237.0;471.0
219.0;969.0;-481.0;824.0;975.0;897.0;-1036.0;-376.0;484.0
324.0;973.0;-449.0;805.0;894.0;1081.0;-942.0;-565.0;531.0
?;982.0;-192.0;729.0;?;803.0;-1062.0;-663.0;?
305.0;1001.0;?;693.0;?;645.0;-1167.0;-683.0;531.0
396.0;946.0;464.0;637.0;653.0;574.0;-1046.0;-481.0;590.0
533.0;905.0;227.0;529.0;650.0;743.0;-868.0;-118.0;580.0
?;925.0;35.0;469.0;586.0;389.0;?;-57.0;494.0
463.0;?;-49.0;448.0;549.0;438.0;-926.0;?;?
529.0;812.0;?;407.0;541.0;846.0;-918.0;-418.0;473.0
590.0;785.0;-84.0;383.0;620.0;582.0;-960.0;-429.0;394.0
636.0;734.0;-89.0;382.0;672.0;725.0;?;-379.0;331.0
?;?;-117.0;419.0;?;?;-970.0;-365.0;247.0
708.0;558.0;-150.0;506.0;1001.0;760.0;?;-392.0;276.0
685.0;?;-158.0;?;1182.0;773.0;-951.0;-438.0;232.0
668.0;558.0;-180.0;879.0;1062.0;464.0;?;-453.0;?
699.0;458.0;-252.0;1011.0;882.0;525.0;-844.0;-479.0;129.0
648.0;527.0;-343.0;946.0;966.0;391.0;-826.0;-538.0;162.0
?;553.0;-369.0;?;989.0;445.0;?;-621.0;92.0
622.0;630.0;?;899.0;1075.0;531.0;-721.0;-681.0;?
649.0;737.0;-376.0;902.0;1070.0;552.0;-630.0;-677.0;16.0
626.0;?;-409.0;965.0;1323.0;?;-608.0;-629.0;50.0
468.0;1148.0;-403.0;981.0;1280.0;?;?;-601.0;-194.0
396.0;1046.0;-398.0;869.0;1423.0;487.0;-586.0;-552.0;-52.0
344.0;979.0;-359.0;1043.0;?;425.0;-555.0;?;-95.0
?;973.0;-323.0;902.0;924.0;463.0;-581.0;?;253.0
393.0;?;-288.0;664.0;408.0;?;?;-483.0;-1.0
?;1030.0;-169.0;660.0;1103.0;?;-756.0;-481.0;222.0
294.0;1069.0;-113.0;?;724.0;502.0;?;-500.0;180.0
364.0;1066.0;?;662.0;551.0;?;?;-362.0;?
?;1109.0;140.0;692.0;1734.0;502.0;-1031.0;-319.0;?
439.0;1102.0;66.0;649.0;744.0;452.0;-983.0;-202.0;158.0
552.0;788.0;-21.0;698.0;826.0;433.0;-953.0;-262.0;160.0
404.0;724.0;?;779.0;758.0;465.0;-948.0;-145.0;548.0
390.0;825.0;92.0;?;1055.0;467.0;-951.0;-155.0;?
408.0;802.0;125.0;858.0;1238.0;434.0;-972.0;-118.0;?
531.0;?;10.0;?;984.0;?;-924.0;?;-182.0
585.0;736.0;17.0;985.0;?;402.0;?;?;?
666.0;905.0;-71.0;939.0;1064.0;398.0;-1169.0;34.0;15.0
?;788.0;-180.0;?;912.0;?;-845.0;-328.0;153.0
655.0;956.0;?;934.0;960.0;426.0;-777.0;?;259.0
646.0;999.0;56.0;930.0;950.0;?;?;-279.0;267.0
369.0;959.0;-53.0;911.0;898.0;427.0;-691.0;-272.0;134.0
340.0;1140.0;-140.0;?;881.0;?;-816.0;-384.0;107.0
322.0;1049.0;-126.0;849.0;811.0;503.0;-738.0;-395.0;59.0
388.0;1061.0;-284.0;765.0;682.0;522.0;-791.0;-488.0;26.0
433.0;1052.0;-191.0;728.0;?;567.0;-921.0;-359.0;-38.0
445.0;1047.0;-173.0;553.0;529.0;?;-915.0;-346.0;48.0
?;1030.0;-77.0;?;408.0;558.0;-933.0;-128.0;?
447.0;1000.0;?;422.0;447.0;524.0;-911.0;-145.0;-8.0
506.0;959.0;?;363.0;472.0;509.0;-948.0;?;45.0
604.0;873.0;-173.0;341.0;324.0;526.0;?;-217.0;?
671.0;831.0;-40.0;309.0;343.0;540.0;-1026.0;-230.0;-37.0
670.0;667.0;-115.0;245.0;329.0;601.0;-1013.0;-198.0;?
697.0;645.0;?;273.0;337.0;595.0;-1042.0;-335.0;?
790.0;509.0;?;251.0;?;641.0;-1014.0;?;-94.0
780.0;461.0;-175.0;268.0;445.0;647.0;-969.0;-265.0;-96.0
?;?;-192.0;?;436.0;629.0;-929.0;-219.0;-109.0
?;466.0;?;404.0;514.0;?;-847.0;-243.0;?
?;393.0;-369.0;?;524.0;675.0;-853.0;-306.0;?
746.0;364.0;-467.0;430.0;511.0;?;?;-339.0;?
723.0;387.0;-505.0;485.0;549.0;?;-620.0;-426.0;-11.0
669.0;?;?;475.0;?;953.0;-576.0;-419.0;?
657.0;366.0;-599.0;493.0;540.0;1005.0;-496.0;-454.0;?
623.0;?;-635.0;?;548.0;998.0;-450.0;?;-91.0
548.0;364.0;?;501.0;?;931.0;?;-420.0;-61.0
?;?;-519.0;521.0;483.0;?;?;-472.0;-73.0
636.0;525.0;-478.0;540.0;607.0;?;?;-406.0;-34.0
658.0;548.0;?;546.0;?;926.0;-338.0;-433.0;22.0
673.0;569.0;-434.0;?;701.0;908.0;?;?;-15.0
690.0;590.0;-439.0;581.0;778.0;853.0;?;?;-42.0
673.0;580.0;-393.0;?;807.0;685.0;-390.0;-326.0;?
689.0;596.0;-376.0;644.0;707.0;724.0;-439.0;-309.0;-5.0
700.0;600.0;-320.0;723.0;755.0;828.0;-468.0;-305.0;10.0
699.0;602.0;-263.0;695.0;741.0;?;?;-322.0;50.0
747.0;613.0;?;?;746.0;685.0;-545.0;-321.0;81.0
769.0;574.0;-272.0;674.0;759.0;?;-556.0;-343.0;13.0
752.0;643.0;-276.0;741.0;600.0;629.0;-584.0;-314.0;?
849.0;?;?;629.0;503.0;752.0;-563.0;-365.0;23.0
733.0;?;-282.0;536.0;?;869.0;-554.0;-362.0;72.0
603.0;?;-288.0;449.0;502.0;780.0;-563.0;-335.0;67.0
593.0;793.0;?;452.0;413.0;826.0;?;-489.0;-32.0
?;827.0;-253.0;423.0;?;885.0;-583.0;?;73.0
599.0;878.0;-305.0;368.0;333.0;?;?;-369.0;-125.0
589.0;873.0;-321.0;?;441.0;806.0;-671.0;-392.0;-88.0
597.0;671.0;-252.0;346.0;399.0;917.0;-724.0;-367.0;89.0
554.0;?;-212.0;386.0;663.0;943.0;-792.0;?;-71.0
540.0;566.0;-91.0;?;501.0;936.0;?;-507.0;91.0
570.0;565.0;58.0;?;552.0;991.0;-723.0;-406.0;-17.0
?;521.0;104.0;?;?;?;-753.0;-325.0;-189.0
468.0;511.0;55.0;501.0;735.0;927.0;-763.0;-407.0;?
494.0;526.0;142.0;584.0;726.0;?;-761.0;?;-27.0
504.0;562.0;18.0;?;?;957.0;-628.0;-333.0;-70.0
520.0;?;-41.0;?;686.0;929.0;-570.0;-411.0;-75.0
539.0;592.0;-30.0;755.0;610.0;785.0;?;?;-28.0
522.0;615.0;-36.0;757.0;673.0;655.0;-512.0;-326.0;-4.0
610.0;674.0;-71.0;?;722.0;?;-493.0;-276.0;101.0
742.0;?;-104.0;?;726.0;723.0;-344.0;-205.0;117.0
794.0;?;-50.0;806.0;?;?;-457.0;-455.0;93.0
750.0;957.0;?;737.0;606.0;488.0;?;-243.0;92.0
770.0;890.0;60.0;637.0;558.0;109.0;-526.0;-301.0;133.0
746.0;938.0;59.0;600.0;536.0;424.0;-601.0;-240.0;?
579.0;935.0;-35.0;?;497.0;652.0;-507.0;-264.0;?
533.0;?;?;546.0;494.0;?;-555.0;-322.0;152.0
550.0;961.0;-105.0;530.0;?;920.0;-636.0;-452.0;135.0
551.0;887.0;-212.0;563.0;495.0;721.0;-794.0;?;?
567.0;758.0;-315.0;578.0;527.0;631.0;-911.0;-291.0;62.0
591.0;696.0;-389.0;578.0;573.0;738.0;-887.0;?;40.0
550.0;707.0;?;588.0;568.0;768.0;-870.0;-397.0;?
544.0;724.0;47.0;587.0;?;629.0;-828.0;-439.0;14.0
?;715.0;77.0;590.0;621.0;747.0;-814.0;-359.0;?
?;714.0;111.0;612.0;621.0;688.0;?;-317.0;?
535.0;724.0;-88.0;638.0;621.0;614.0;-868.0;?;97.0
536.0;732.0;-179.0;625.0;615.0;?;-783.0;-293.0;85.0
576.0;704.0;-168.0;618.0;644.0;769.0;-720.0;-309.0;11.0
604.0;718.0;-114.0;628.0;?;762.0;-679.0;?;-42.0
?;736.0;-75.0;?;707.0;758.0;-664.0;?;-32.0
605.0;761.0;?;674.0;725.0;811.0;-665.0;-369.0;-28.0
573.0;802.0;-104.0;704.0;?;822.0;-663.0;?;2.0
552.0;799.0;-37.0;?;600.0;793.0;-660.0;-356.0;8.0
523.0;773.0;-44.0;629.0;610.0;782.0;-662.0;-309.0;-34.0
539.0;770.0;?;606.0;577.0;521.0;?;-273.0;-8.0
550.0;776.0;-193.0;573.0;542.0;592.0;-676.0;-284.0;-56.0
509.0;790.0;?;?;540.0;757.0;-698.0;-312.0;-21.0
558.0;828.0;-101.0;531.0;552.0;800.0;-713.0;-344.0;-54.0
570.0;855.0;-65.0;534.0;?;929.0;-738.0;-349.0;-82.0
551.0;822.0;-83.0;527.0;614.0;1215.0;-735.0;-336.0;-41.0
572.0;728.0;-96.0;?;625.0;1269.0;-721.0;-295.0;-40.0
573.0;761.0;-94.0;586.0;647.0;1100.0;-718.0;?;?
563.0;749.0;-84.0;573.0;?;837.0;?;-247.0;-95.0
578.0;692.0;-24.0;601.0;675.0;?;-722.0;-225.0;-25.0
612.0;690.0;-16.0;605.0;662.0;658.0;-758.0;-251.0;?
599.0;702.0;-10.0;?;?;?;?;?;-67.0
?;?;-42.0;577.0;649.0;663.0;?;-281.0;-45.0
563.0;747.0;-121.0;549.0;641.0;?;-690.0;?;-14.0
588.0;761.0;-94.0;561.0;654.0;598.0;-668.0;-308.0;-61.0
555.0;746.0;-74.0;587.0;686.0;655.0;?;-305.0;11.0
599.0;799.0;-140.0;586.0;644.0;628.0;-619.0;-315.0;29.0
?;792.0;-161.0;?;863.0;564.0;?;-326.0;?
479.0;728.0;-152.0;?;?;888.0;-615.0;-312.0;0.0
559.0;711.0;-140.0;653.0;669.0;725.0;?;-343.0;81.0
552.0;707.0;-122.0;642.0;793.0;949.0;-646.0;-317.0;86.0
557.0;?;?;628.0;674.0;1047.0;-656.0;-306.0;-22.0
565.0;742.0;?;558.0;639.0;881.0;-676.0;-327.0;-23.0
553.0;762.0;-106.0;536.0;692.0;967.0;-703.0;-298.0;113.0
?;802.0;-106.0;?;?;863.0;?;-266.0;?
531.0;?;-105.0;?;?;?;-668.0;-263.0;12.0
486.0;?;-85.0;589.0;742.0;869.0;-643.0;-255.0;-15.0
489.0;880.0;?;607.0;744.0;932.0;?;?;?
?;714.0;-66.0;625.0;715.0;986.0;-668.0;-320.0;29.0
