PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
767.0;23.3;15.7;32.8;1.138;1085.0;1171.0;1863.0;1068.0;2.8;174.0;118.0;-200.0
824.0;?;13.1;33.9;1.1135;1024.0;1087.0;?;924.0;2.3;140.0;118.0;-200.0
859.0;19.6;12.2;35.3;1.1036;1017.0;1057.0;?;861.0;2.0;122.0;112.0;?
?;20.8;15.8;34.0;1.0898;1053.0;1173.0;1808.0;981.0;2.6;189.0;140.0;-200.0
766.0;18.8;?;35.3;1.0572;?;?;1852.0;1043.0;2.7;169.0;137.0;-200.0
722.0;24.1;18.4;32.6;1.1688;1136.0;1250.0;?;?;?;172.0;?;-200.0
732.0;28.7;16.7;30.8;1.2507;1100.0;1202.0;1856.0;1004.0;3.1;154.0;148.0;-200.0
673.0;31.2;20.8;28.7;1.2099;1143.0;1319.0;2001.0;1190.0;3.6;192.0;158.0;-200.0
742.0;35.1;15.3;26.8;?;1083.0;1157.0;1884.0;1072.0;2.9;160.0;127.0;-200.0
806.0;39.4;11.5;25.3;1.2524;?;1034.0;1763.0;925.0;2.2;110.0;109.0;-200.0
853.0;40.9;10.1;?;1.1966;?;983.0;1680.0;?;2.0;97.0;101.0;-200.0
816.0;44.4;10.4;23.0;?;1029.0;993.0;1728.0;969.0;2.1;124.0;114.0;?
812.0;53.9;9.4;22.2;?;1064.0;956.0;1770.0;932.0;1.9;108.0;104.0;-200.0
865.0;59.8;6.9;20.9;1.4659;986.0;853.0;1645.0;794.0;1.4;61.0;81.0;-200.0
1034.0;58.1;4.0;21.3;1.457;872.0;709.0;1522.0;599.0;0.8;34.0;51.0;?
1124.0;58.4;3.0;20.8;1.4189;840.0;654.0;1489.0;614.0;0.6;?;-200.0;-200.0
1134.0;58.9;2.6;20.3;1.3878;?;626.0;1471.0;625.0;0.6;24.0;40.0;-200.0
1163.0;54.5;?;21.3;1.3682;810.0;612.0;1462.0;?;0.5;27.0;34.0;-200.0
882.0;57.4;6.8;20.6;1.3753;936.0;849.0;1640.0;886.0;1.0;70.0;61.0;-200.0
640.0;56.9;18.9;21.3;1.4226;1244.0;1265.0;2084.0;1257.0;2.7;176.0;95.0;-200.0
517.0;52.4;30.2;22.9;1.4442;1440.0;1556.0;2530.0;1561.0;5.0;310.0;142.0;-200.0
713.0;46.5;14.9;24.1;1.3802;1180.0;1145.0;1929.0;1191.0;3.3;221.0;?;-200.0
765.0;38.8;12.2;27.1;?;1126.0;1058.0;1879.0;1061.0;2.4;168.0;115.0;-200.0
?;34.4;?;28.4;1.314;1005.0;910.0;1670.0;751.0;1.7;109.0;84.0;-200.0
862.0;30.9;9.0;30.1;1.2958;1032.0;940.0;1703.0;?;1.7;102.0;85.0;?
755.0;25.8;13.7;32.7;1.2547;1087.0;1106.0;1839.0;906.0;2.4;129.0;110.0;?
756.0;25.7;14.1;32.4;?;1090.0;1119.0;1811.0;902.0;2.2;117.0;107.0;-200.0
802.0;24.4;12.0;33.6;1.2472;?;1050.0;?;836.0;2.2;112.0;107.0;-200.0
797.0;26.0;12.2;33.0;1.2877;1101.0;1057.0;1772.0;863.0;2.3;122.0;113.0;-200.0
787.0;23.7;?;33.2;1.1855;1111.0;1086.0;1802.0;824.0;2.6;114.0;107.0;-200.0
807.0;?;12.6;?;1.1415;1048.0;1070.0;1737.0;842.0;?;111.0;106.0;-200.0
698.0;31.7;18.3;28.3;1.1968;1197.0;1249.0;1986.0;1132.0;3.3;?;125.0;-200.0
695.0;35.0;17.2;26.5;1.1981;1173.0;1217.0;1930.0;1175.0;3.5;202.0;139.0;-200.0
764.0;?;?;24.4;1.2079;1075.0;1079.0;1798.0;1111.0;2.5;166.0;?;-200.0
745.0;43.4;13.7;23.3;1.2251;1067.0;1106.0;1840.0;1125.0;2.5;143.0;107.0;-200.0
742.0;45.3;?;22.5;1.2226;1060.0;1099.0;1838.0;1077.0;?;122.0;98.0;-200.0
?;47.8;13.5;21.8;1.2325;1081.0;1099.0;1854.0;1087.0;2.5;113.0;97.0;-200.0
822.0;51.0;9.9;20.9;1.2446;?;975.0;?;1014.0;2.1;109.0;95.0;?
?;51.7;4.4;20.8;1.2572;836.0;734.0;1501.0;801.0;1.0;53.0;68.0;-200.0
?;57.1;4.3;19.3;1.2661;831.0;727.0;1522.0;802.0;0.8;-200.0;-200.0;?
1102.0;58.6;3.3;18.8;1.2581;804.0;668.0;1479.0;753.0;-200.0;32.0;51.0;?
1092.0;53.8;3.4;20.2;1.2569;798.0;677.0;1473.0;696.0;0.5;?;44.0;-200.0
812.0;60.8;9.3;?;1.2635;966.0;951.0;1735.0;996.0;1.3;123.0;77.0;-200.0
611.0;54.5;23.4;20.2;1.2777;1277.0;1388.0;2241.0;?;3.6;254.0;100.0;-200.0
562.0;49.9;?;21.9;1.2957;1335.0;1496.0;2385.0;1598.0;4.8;300.0;125.0;-200.0
588.0;43.0;22.1;25.2;1.3548;1297.0;1353.0;2128.0;1690.0;3.7;281.0;154.0;-200.0
837.0;36.6;10.0;28.0;1.3603;1041.0;979.0;1705.0;1053.0;1.9;169.0;125.0;-200.0
867.0;38.3;8.9;27.1;1.3548;1027.0;936.0;1696.0;931.0;1.7;152.0;117.0;-200.0
841.0;37.0;?;27.4;1.3319;1037.0;969.0;1728.0;865.0;1.9;127.0;105.0;-200.0
865.0;32.9;9.4;29.4;1.3244;1014.0;?;1697.0;818.0;1.8;118.0;103.0;?
866.0;28.7;?;31.3;?;1007.0;971.0;?;802.0;1.7;120.0;106.0;-200.0
881.0;28.7;9.5;31.5;1.3058;998.0;958.0;1657.0;778.0;1.8;125.0;107.0;-200.0
878.0;30.3;9.5;30.9;1.3306;1014.0;958.0;1684.0;767.0;?;117.0;102.0;-200.0
738.0;30.3;15.4;?;1.3689;1157.0;1160.0;1936.0;1000.0;2.8;166.0;124.0;-200.0
683.0;31.4;19.4;30.7;1.3686;1225.0;1281.0;2082.0;1143.0;3.6;180.0;?;-200.0
726.0;33.4;16.5;29.0;1.3169;1131.0;1194.0;1907.0;1009.0;3.3;172.0;125.0;-200.0
754.0;37.5;?;?;1.342;1111.0;1126.0;1883.0;1076.0;2.9;160.0;124.0;-200.0
878.0;40.9;8.2;25.8;1.3389;976.0;909.0;?;830.0;?;103.0;97.0;-200.0
868.0;?;8.7;25.2;1.358;1016.0;929.0;1724.0;?;1.7;87.0;94.0;-200.0
684.0;45.8;15.2;24.6;1.394;1177.0;1156.0;1983.0;1310.0;2.8;?;120.0;-200.0
791.0;47.3;10.6;?;1.3914;1013.0;999.0;1751.0;1119.0;1.8;120.0;105.0;-200.0
936.0;48.3;?;23.5;1.3777;886.0;813.0;1592.0;918.0;?;63.0;?;-200.0
1140.0;45.8;3.1;24.0;1.3467;791.0;658.0;1467.0;609.0;0.5;30.0;?;-200.0
1214.0;50.7;2.5;22.2;1.3405;762.0;618.0;1431.0;516.0;0.4;-200.0;-200.0;?
1259.0;48.1;1.8;22.8;1.3184;740.0;568.0;1404.0;510.0;0.3;19.0;?;-200.0
1178.0;50.1;?;21.9;1.3002;775.0;628.0;1437.0;554.0;0.4;27.0;36.0;-200.0
947.0;54.1;6.5;20.4;?;?;833.0;1598.0;?;0.8;?;59.0;-200.0
711.0;52.6;?;20.8;1.2758;1123.0;?;1922.0;1170.0;2.2;169.0;92.0;-200.0
535.0;47.9;28.8;22.8;1.3156;1306.0;1522.0;?;1545.0;4.4;244.0;121.0;-200.0
605.0;42.9;21.3;25.2;1.3552;1237.0;1332.0;2157.0;1508.0;3.7;274.0;?;-200.0
701.0;?;14.9;29.3;1.397;1143.0;1146.0;1917.0;1292.0;2.5;202.0;142.0;-200.0
703.0;27.8;15.6;33.3;1.4013;1170.0;1168.0;1949.0;?;2.5;186.0;141.0;-200.0
739.0;?;14.3;34.9;1.363;1116.0;1128.0;1856.0;1042.0;2.3;153.0;129.0;-200.0
?;22.7;12.6;36.1;1.3324;1054.0;1069.0;1766.0;817.0;2.0;112.0;106.0;-200.0
765.0;21.1;13.4;37.6;1.3478;1083.0;1097.0;1810.0;847.0;2.0;117.0;125.0;?
782.0;21.9;12.6;37.3;1.3761;1078.0;1069.0;?;806.0;2.1;109.0;126.0;-200.0
747.0;21.6;14.8;37.2;1.3514;1104.0;1143.0;1840.0;896.0;2.4;133.0;147.0;-200.0
693.0;23.4;18.6;35.6;1.341;1170.0;1257.0;1956.0;?;3.1;185.0;180.0;-200.0
738.0;24.3;16.7;33.1;1.2087;?;1201.0;1834.0;945.0;?;?;164.0;-200.0
673.0;29.5;20.8;30.5;1.2635;1216.0;1318.0;?;1168.0;3.5;?;180.0;-200.0
719.0;35.8;16.0;?;1.3834;1125.0;1179.0;1921.0;1065.0;2.9;171.0;153.0;-200.0
916.0;42.2;7.6;26.6;1.4452;971.0;881.0;1635.0;672.0;1.5;78.0;105.0;-200.0
816.0;46.6;10.2;25.2;1.4733;1062.0;984.0;1796.0;842.0;1.7;84.0;98.0;-200.0
714.0;47.7;13.8;24.7;1.4649;?;1109.0;1892.0;1123.0;2.2;110.0;107.0;-200.0
802.0;47.4;10.4;?;1.4301;1038.0;992.0;1731.0;1007.0;1.6;87.0;87.0;-200.0
909.0;49.9;6.5;23.3;1.4135;935.0;836.0;1604.0;855.0;1.0;?;80.0;-200.0
1043.0;47.3;4.3;23.8;1.3783;861.0;729.0;1528.0;689.0;0.6;39.0;62.0;-200.0
1062.0;?;3.4;22.9;1.3808;839.0;678.0;1478.0;622.0;?;?;-200.0;-200.0
1021.0;55.0;3.9;21.2;1.3689;850.0;703.0;1511.0;658.0;0.6;38.0;54.0;-200.0
1109.0;?;3.0;21.7;?;817.0;651.0;1472.0;628.0;0.5;41.0;?;-200.0
1079.0;48.9;3.2;22.8;1.3424;?;667.0;1475.0;659.0;0.5;47.0;62.0;?
943.0;47.6;?;23.5;1.3611;?;792.0;1595.0;799.0;0.9;72.0;72.0;?
806.0;44.9;9.1;24.6;1.3661;1031.0;945.0;1697.0;964.0;1.4;100.0;86.0;-200.0
801.0;?;9.7;27.0;1.402;1092.0;967.0;1774.0;910.0;1.6;104.0;99.0;-200.0
843.0;35.9;?;?;1.4411;1095.0;923.0;1736.0;?;1.6;109.0;98.0;-200.0
822.0;?;9.6;31.2;1.4517;1097.0;964.0;1743.0;853.0;1.7;103.0;102.0;?
819.0;26.6;9.8;34.4;1.423;1101.0;972.0;1714.0;?;1.7;75.0;84.0;-200.0
833.0;22.1;10.3;36.1;1.3004;?;991.0;1718.0;778.0;1.5;72.0;83.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;1.2;?;68.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;51.0;63.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.1;52.0;65.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;1.0;46.0;63.0;-200.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.1;44.0;56.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.6;72.0;77.0;?
-200.0;?;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.7;?;91.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.4;56.0;70.0;-200.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.7;?;95.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;2.4;125.0;113.0;-200.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;2.3;144.0;109.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.2;54.0;65.0;-200.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.0;48.0;60.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.4;-200.0;-200.0;-200.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;41.0;62.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.0;40.0;60.0;-200.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.9;48.0;?;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.8;44.0;55.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.0;59.0;66.0;?
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.2;59.0;67.0;-200.0
-200.0;?;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;1.2;53.0;64.0;?
-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;1.0;42.0;59.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;1.0;43.0;59.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;0.6;23.0;36.0;?
-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;0.7;22.0;?;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;37.0;54.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;1.1;53.0;71.0;-200.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.4;68.0;86.0;-200.0
-200.0;-200.0;-200.0;-200.0;?;?;-200.0;-200.0;-200.0;2.8;125.0;114.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;?;96.0;105.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;1.6;75.0;87.0;-200.0
-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;?;74.0;85.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;2.3;92.0;91.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;4.2;?;?;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;3.0;119.0;99.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;2.2;76.0;83.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;0.6;?;36.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;0.3;-200.0;-200.0;-200.0
1353.0;55.2;1.5;?;1.1895;732.0;544.0;1367.0;466.0;0.3;15.0;?;-200.0
1108.0;57.6;3.5;18.2;1.193;809.0;681.0;1463.0;609.0;0.5;52.0;43.0;-200.0
857.0;56.0;8.3;18.6;1.1865;934.0;?;?;863.0;?;85.0;?;-200.0
691.0;48.0;17.3;20.8;1.1702;1132.0;1220.0;1910.0;1203.0;2.5;177.0;91.0;-200.0
?;38.6;23.3;23.3;1.0919;1221.0;1386.0;2138.0;1412.0;3.7;232.0;109.0;-200.0
?;32.4;13.8;?;1.017;1024.0;1111.0;?;1069.0;2.5;201.0;110.0;-200.0
862.0;?;10.2;27.8;?;938.0;987.0;1597.0;817.0;1.8;134.0;111.0;-200.0
965.0;21.0;7.9;29.6;0.8548;869.0;897.0;1480.0;649.0;1.5;104.0;106.0;?
947.0;18.0;?;30.2;0.7613;846.0;930.0;1467.0;598.0;1.5;89.0;104.0;-200.0
1005.0;18.5;7.2;30.1;0.7747;838.0;868.0;?;540.0;1.2;66.0;76.0;-200.0
978.0;19.4;8.3;29.5;0.7872;875.0;912.0;1504.0;601.0;1.4;85.0;84.0;-200.0
920.0;18.2;9.6;31.1;0.8079;907.0;961.0;1564.0;668.0;1.6;105.0;102.0;-200.0
920.0;19.0;9.0;30.3;0.8103;889.0;939.0;1492.0;647.0;?;99.0;102.0;-200.0
834.0;?;12.4;30.1;0.8083;969.0;1064.0;1645.0;816.0;2.2;132.0;124.0;-200.0
760.0;22.3;15.3;28.6;0.859;1051.0;1157.0;1787.0;963.0;3.0;186.0;147.0;-200.0
736.0;28.3;16.1;26.1;0.9407;1043.0;?;1813.0;1010.0;3.0;174.0;?;-200.0
736.0;35.7;14.1;24.5;1.0807;1043.0;1121.0;?;967.0;2.7;149.0;?;-200.0
798.0;41.5;11.4;23.1;?;1007.0;1027.0;?;904.0;2.1;114.0;112.0;-200.0
838.0;46.3;?;21.8;1.1913;966.0;959.0;1686.0;852.0;1.6;?;95.0;-200.0
?;?;7.4;20.9;1.1945;920.0;875.0;1594.0;744.0;1.3;?;80.0;-200.0
956.0;49.9;6.4;20.5;1.1903;889.0;831.0;1570.0;760.0;1.1;74.0;79.0;-200.0
1062.0;50.9;4.1;20.0;1.1794;825.0;715.0;1462.0;613.0;0.7;35.0;49.0;-200.0
1215.0;44.3;?;22.1;?;758.0;580.0;?;531.0;0.4;22.0;36.0;-200.0
1338.0;47.5;1.4;?;1.1666;735.0;533.0;1350.0;493.0;0.2;?;-200.0;-200.0
1385.0;50.3;1.2;?;1.1444;?;?;1343.0;509.0;?;24.0;?;?
?;52.8;2.2;?;1.1489;757.0;596.0;1381.0;560.0;0.3;30.0;37.0;?
?;56.5;6.4;17.8;1.1375;890.0;831.0;1594.0;826.0;0.9;93.0;?;-200.0
632.0;55.8;18.5;18.2;1.1529;1181.0;1255.0;2002.0;1334.0;3.1;332.0;106.0;-200.0
523.0;47.7;30.2;?;?;1332.0;1556.0;2394.0;?;5.0;387.0;?;-200.0
717.0;41.9;14.2;?;1.1496;1128.0;1124.0;1832.0;1362.0;2.8;267.0;123.0;-200.0
725.0;31.7;14.3;27.1;1.1147;1128.0;1126.0;1856.0;1316.0;2.8;?;136.0;-200.0
766.0;26.4;12.6;?;1.131;1064.0;1069.0;1766.0;1089.0;?;193.0;109.0;-200.0
702.0;26.2;18.0;31.1;1.1647;1139.0;1240.0;1940.0;1129.0;3.1;239.0;144.0;-200.0
707.0;25.3;17.1;31.4;1.1444;1121.0;1214.0;?;1120.0;3.0;232.0;?;-200.0
776.0;26.7;13.0;30.8;1.168;1032.0;1083.0;?;?;2.1;152.0;126.0;-200.0
826.0;25.6;11.2;31.8;1.1868;1040.0;1022.0;1747.0;812.0;1.7;115.0;98.0;-200.0
762.0;22.9;13.6;33.5;1.1649;1076.0;1105.0;1782.0;959.0;2.2;169.0;120.0;-200.0
656.0;23.5;20.5;33.1;1.1673;1177.0;1310.0;2011.0;1189.0;?;226.0;145.0;-200.0
654.0;25.9;20.2;31.7;1.1883;1196.0;?;2017.0;1199.0;3.6;?;139.0;-200.0
623.0;30.4;23.1;29.0;1.2013;1204.0;1381.0;2085.0;1283.0;4.1;245.0;148.0;-200.0
646.0;33.6;?;27.4;1.2095;1166.0;1304.0;2016.0;1291.0;4.0;236.0;139.0;-200.0
857.0;36.4;9.3;?;1.1528;959.0;949.0;1640.0;949.0;1.8;104.0;93.0;-200.0
813.0;39.6;?;24.0;1.1662;1004.0;997.0;1726.0;1018.0;1.7;104.0;96.0;-200.0
729.0;39.6;13.6;23.8;1.1558;1050.0;?;1807.0;1122.0;2.4;144.0;104.0;-200.0
864.0;43.6;8.0;22.9;?;965.0;900.0;1631.0;968.0;1.2;79.0;83.0;-200.0
1004.0;43.9;4.6;?;1.202;849.0;744.0;1496.0;806.0;?;51.0;66.0;-200.0
1093.0;47.3;3.2;21.8;1.2189;809.0;666.0;1455.0;714.0;0.5;38.0;55.0;-200.0
1170.0;47.3;2.4;21.7;1.2135;?;609.0;1405.0;644.0;0.3;?;-200.0;-200.0
1183.0;?;2.1;20.8;1.2207;768.0;591.0;1402.0;606.0;-200.0;?;37.0;-200.0
?;46.8;2.2;21.7;1.2031;?;597.0;1396.0;606.0;0.4;?;40.0;-200.0
934.0;52.3;6.7;20.3;1.2367;917.0;842.0;1656.0;819.0;1.0;73.0;51.0;-200.0
579.0;?;23.1;20.5;1.245;1252.0;?;2210.0;1462.0;3.8;305.0;117.0;-200.0
605.0;49.6;19.0;21.7;1.2673;?;1268.0;2046.0;1478.0;3.2;295.0;110.0;-200.0
608.0;43.1;?;24.0;1.2677;1277.0;1300.0;2090.0;1598.0;3.5;?;136.0;-200.0
672.0;31.7;?;28.5;?;1149.0;1192.0;1944.0;1449.0;3.2;304.0;152.0;-200.0
746.0;?;13.0;32.2;1.189;1091.0;1082.0;1790.0;1221.0;2.3;210.0;119.0;-200.0
763.0;20.5;13.1;34.9;1.1279;1053.0;1087.0;1762.0;1023.0;2.2;163.0;106.0;-200.0
796.0;19.9;11.8;35.4;1.1222;1023.0;1042.0;1711.0;910.0;2.1;132.0;101.0;-200.0
767.0;22.5;12.7;34.4;1.205;1085.0;1075.0;1786.0;913.0;1.9;126.0;110.0;-200.0
724.0;?;14.1;?;1.2488;1116.0;1120.0;1854.0;1035.0;2.4;150.0;124.0;-200.0
735.0;22.4;14.4;34.3;1.1907;1111.0;1131.0;1825.0;1085.0;2.5;171.0;137.0;-200.0
645.0;25.3;20.7;32.5;1.2165;1210.0;1316.0;2030.0;1278.0;3.6;234.0;159.0;-200.0
?;27.3;21.6;31.3;1.2234;1250.0;?;2075.0;1383.0;3.9;251.0;152.0;-200.0
595.0;29.0;24.2;30.2;1.2224;1297.0;1408.0;2134.0;1473.0;4.4;294.0;166.0;-200.0
603.0;33.3;21.8;28.5;1.2775;1313.0;1345.0;2118.0;1507.0;4.8;300.0;163.0;-200.0
?;35.3;?;?;1.2606;1146.0;1084.0;1829.0;1215.0;2.5;159.0;121.0;-200.0
685.0;37.8;15.1;26.1;1.2575;1199.0;1152.0;1897.0;1242.0;2.8;176.0;125.0;-200.0
626.0;47.1;16.6;24.7;1.44;1274.0;1197.0;2023.0;1356.0;3.2;192.0;120.0;-200.0
675.0;59.8;12.7;23.6;1.7193;1243.0;1072.0;1978.0;1195.0;2.6;152.0;103.0;-200.0
783.0;?;8.6;23.3;1.706;1054.0;923.0;1793.0;899.0;1.5;63.0;64.0;-200.0
929.0;59.4;?;23.3;1.6753;962.0;778.0;1645.0;726.0;1.0;35.0;44.0;-200.0
983.0;57.7;?;?;1.5902;915.0;690.0;1570.0;743.0;0.8;-200.0;?;-200.0
?;53.5;2.8;23.7;1.546;871.0;639.0;1528.0;684.0;0.6;21.0;35.0;-200.0
1047.0;60.9;3.1;21.2;1.5092;877.0;658.0;1530.0;779.0;0.6;?;?;-200.0
1008.0;56.2;?;22.1;1.48;?;?;1548.0;801.0;0.7;48.0;54.0;-200.0
824.0;57.0;6.9;?;1.4742;1030.0;851.0;1700.0;?;1.2;102.0;68.0;-200.0
783.0;45.9;8.6;?;1.4061;1059.0;926.0;1750.0;989.0;1.5;111.0;77.0;-200.0
864.0;40.8;7.1;27.0;1.4286;1020.0;860.0;1649.0;875.0;1.3;93.0;74.0;?
879.0;37.4;6.6;29.1;1.4833;?;840.0;1656.0;?;1.6;118.0;92.0;?
874.0;32.4;7.2;31.1;1.4351;1029.0;866.0;1651.0;727.0;1.5;?;83.0;-200.0
976.0;30.3;5.0;31.9;1.4125;959.0;763.0;1561.0;549.0;?;56.0;58.0;-200.0
?;28.9;5.7;32.8;1.412;975.0;798.0;1576.0;570.0;1.1;51.0;55.0;-200.0
927.0;27.8;6.0;33.4;1.4119;988.0;813.0;1596.0;596.0;1.2;52.0;61.0;-200.0
942.0;23.7;6.1;35.3;1.3331;971.0;818.0;1565.0;585.0;1.3;59.0;?;?
?;22.4;8.0;35.8;1.2915;999.0;899.0;1629.0;637.0;1.4;62.0;74.0;-200.0
889.0;20.8;7.8;35.3;1.1664;989.0;889.0;1602.0;664.0;1.6;85.0;?;-200.0
802.0;23.9;11.1;33.3;1.2085;1075.0;1020.0;1732.0;797.0;2.1;109.0;103.0;-200.0
695.0;30.8;15.9;30.3;1.3044;1190.0;1177.0;1934.0;1046.0;3.0;168.0;?;-200.0
706.0;34.5;13.7;28.3;1.3084;1172.0;1108.0;1878.0;1058.0;2.8;166.0;122.0;-200.0
594.0;38.9;21.6;27.1;1.3758;1256.0;1340.0;2176.0;1214.0;3.8;149.0;125.0;-200.0
658.0;43.2;16.8;25.4;1.3805;1190.0;1203.0;1967.0;1056.0;3.2;118.0;119.0;-200.0
601.0;45.3;20.5;24.6;1.3767;?;1310.0;2114.0;?;4.1;160.0;126.0;?
711.0;46.0;14.1;23.7;1.3346;1072.0;1120.0;1838.0;1045.0;2.6;124.0;100.0;-200.0
750.0;48.1;10.9;23.0;?;1035.0;1011.0;1752.0;1039.0;2.0;95.0;94.0;-200.0
1030.0;43.4;3.6;?;1.3366;839.0;690.0;1457.0;640.0;0.9;34.0;52.0;-200.0
1061.0;47.4;3.3;23.1;1.3208;833.0;671.0;1482.0;705.0;0.7;-200.0;-200.0;-200.0
1144.0;50.2;2.4;21.7;1.2917;804.0;616.0;1427.0;662.0;0.6;45.0;64.0;-200.0
1097.0;50.7;3.0;21.9;1.3138;811.0;651.0;1442.0;?;?;35.0;46.0;-200.0
818.0;?;8.9;20.1;1.3216;1028.0;934.0;1743.0;987.0;1.6;?;88.0;-200.0
671.0;51.8;14.8;21.5;1.3129;1138.0;1141.0;1927.0;1197.0;2.6;199.0;104.0;-200.0
649.0;48.7;16.2;22.9;1.3416;1203.0;1185.0;1968.0;1328.0;2.9;224.0;125.0;-200.0
667.0;41.0;14.6;25.7;1.3351;1193.0;1136.0;1924.0;1370.0;2.8;245.0;151.0;-200.0
?;33.2;8.0;29.9;1.3793;1049.0;898.0;1671.0;921.0;1.9;153.0;113.0;-200.0
828.0;28.0;9.1;?;1.3789;1090.0;942.0;1713.0;876.0;1.9;?;102.0;-200.0
808.0;25.6;10.0;?;1.3363;?;976.0;1688.0;?;?;130.0;108.0;-200.0
826.0;22.6;9.8;34.7;1.2297;1014.0;970.0;1684.0;763.0;1.9;95.0;?;-200.0
?;?;?;35.5;1.1586;?;912.0;1596.0;675.0;1.6;88.0;89.0;-200.0
920.0;18.8;7.5;35.9;1.0912;951.0;880.0;1539.0;637.0;1.6;89.0;84.0;?
802.0;18.6;?;36.2;1.0945;1033.0;1038.0;1690.0;826.0;2.1;127.0;111.0;-200.0
817.0;15.3;?;?;0.8613;983.0;1094.0;1659.0;854.0;2.4;149.0;115.0;-200.0
813.0;15.5;14.4;32.9;0.7649;973.0;1128.0;1642.0;894.0;2.8;170.0;127.0;-200.0
737.0;19.8;17.9;29.9;0.8211;1083.0;1237.0;1786.0;1077.0;3.4;?;?;-200.0
763.0;22.4;15.9;28.1;0.8394;1062.0;1176.0;1743.0;1121.0;3.4;230.0;140.0;-200.0
808.0;24.7;14.2;26.1;0.8233;?;1122.0;1680.0;1071.0;2.7;203.0;137.0;-200.0
?;28.7;13.8;25.0;0.8944;1054.0;1110.0;1670.0;1167.0;2.6;174.0;130.0;-200.0
793.0;31.0;11.7;24.3;0.9268;1013.0;1038.0;1598.0;1162.0;2.3;164.0;121.0;-200.0
975.0;31.2;6.2;24.0;0.919;870.0;823.0;1398.0;848.0;1.2;76.0;79.0;-200.0
1006.0;34.9;5.1;22.4;0.9362;857.0;769.0;?;759.0;1.0;52.0;?;-200.0
1036.0;37.6;4.5;21.2;0.9355;835.0;739.0;1382.0;694.0;0.9;47.0;61.0;-200.0
