PT08.S3(NOx);PT08.S1(CO);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT);PT08.S2(NMHC);PT08.S4(NO2);RH;C6H6(GT);T;AH
972.0;914.0;703.0;1.5;93.0;82.0;?;845.0;?;44.9;6.7;22.3;1.1973
1023.0;888.0;637.0;1.4;76.0;?;-200.0;799.0;1531.0;46.5;5.7;21.7;1.1917
1134.0;851.0;561.0;1.0;57.0;67.0;-200.0;718.0;1471.0;44.9;4.1;22.0;1.1699
1096.0;870.0;612.0;1.1;?;74.0;-200.0;749.0;1487.0;?;4.7;22.2;1.1654
1062.0;883.0;621.0;?;?;72.0;-200.0;773.0;?;?;5.2;21.8;?
1055.0;886.0;702.0;?;?;79.0;-200.0;767.0;1532.0;46.0;5.1;21.6;1.1742
1249.0;792.0;559.0;0.7;?;?;-200.0;?;1400.0;45.8;2.8;21.6;1.1715
1490.0;754.0;435.0;0.5;21.0;?;-200.0;?;1335.0;48.3;1.4;?;1.168
1525.0;732.0;441.0;0.4;-200.0;-200.0;-200.0;503.0;1321.0;?;1.0;21.0;1.1546
1326.0;770.0;527.0;0.4;24.0;?;-200.0;586.0;1392.0;48.5;2.0;20.8;1.18
1097.0;797.0;?;0.5;38.0;51.0;?;?;1450.0;?;3.0;20.8;1.1994
897.0;915.0;?;1.0;92.0;69.0;-200.0;?;1651.0;51.8;7.5;?;1.1911
610.0;1287.0;?;4.4;311.0;116.0;-200.0;?;2319.0;49.3;24.7;?;1.2049
609.0;?;1489.0;4.0;260.0;119.0;-200.0;1424.0;2244.0;?;?;23.7;1.1508
823.0;1003.0;1015.0;2.4;181.0;96.0;?;1009.0;1710.0;35.8;10.9;25.3;?
838.0;1037.0;1004.0;2.1;177.0;109.0;-200.0;1046.0;1763.0;29.1;11.9;28.8;1.1349
747.0;?;1129.0;2.7;?;115.0;-200.0;1181.0;?;26.9;?;30.3;1.1399
767.0;1085.0;1068.0;?;174.0;118.0;-200.0;1171.0;1863.0;23.3;?;?;1.138
824.0;1024.0;924.0;2.3;140.0;118.0;-200.0;?;1745.0;21.4;?;33.9;1.1135
?;1017.0;861.0;2.0;122.0;?;-200.0;1057.0;1698.0;?;12.2;35.3;1.1036
785.0;1053.0;981.0;2.6;?;140.0;-200.0;1173.0;1808.0;20.8;15.8;34.0;1.0898
766.0;1065.0;?;2.7;169.0;137.0;-200.0;1198.0;?;18.8;?;?;?
722.0;1136.0;1124.0;3.1;?;143.0;?;1250.0;?;24.1;?;32.6;1.1688
732.0;1100.0;1004.0;?;154.0;148.0;?;1202.0;1856.0;?;16.7;30.8;1.2507
?;1143.0;?;3.6;192.0;?;-200.0;?;2001.0;31.2;20.8;28.7;1.2099
?;1083.0;1072.0;2.9;160.0;127.0;?;?;1884.0;35.1;15.3;?;1.2201
806.0;1009.0;925.0;2.2;110.0;?;-200.0;1034.0;1763.0;39.4;11.5;?;?
?;969.0;?;2.0;97.0;101.0;-200.0;983.0;1680.0;40.9;?;23.9;?
816.0;1029.0;969.0;2.1;?;114.0;-200.0;993.0;1728.0;44.4;?;23.0;?
812.0;1064.0;932.0;1.9;?;104.0;-200.0;956.0;1770.0;53.9;9.4;22.2;?
?;986.0;794.0;1.4;61.0;81.0;-200.0;853.0;1645.0;59.8;6.9;20.9;1.4659
?;872.0;599.0;0.8;34.0;51.0;?;?;1522.0;58.1;?;21.3;1.457
?;840.0;614.0;0.6;-200.0;?;-200.0;654.0;1489.0;?;?;20.8;1.4189
1134.0;812.0;625.0;0.6;24.0;40.0;-200.0;626.0;1471.0;58.9;2.6;20.3;?
1163.0;810.0;595.0;0.5;27.0;34.0;-200.0;612.0;1462.0;54.5;2.4;21.3;1.3682
882.0;936.0;886.0;?;70.0;61.0;-200.0;849.0;1640.0;57.4;6.8;20.6;1.3753
640.0;?;1257.0;2.7;176.0;95.0;-200.0;1265.0;2084.0;56.9;18.9;?;1.4226
517.0;?;1561.0;?;?;142.0;-200.0;1556.0;2530.0;52.4;30.2;?;1.4442
713.0;1180.0;1191.0;?;221.0;?;-200.0;1145.0;1929.0;46.5;14.9;?;1.3802
?;1126.0;1061.0;2.4;168.0;115.0;-200.0;?;1879.0;38.8;12.2;27.1;?
881.0;1005.0;751.0;1.7;109.0;84.0;?;910.0;1670.0;34.4;?;28.4;1.314
862.0;?;?;1.7;102.0;85.0;-200.0;940.0;1703.0;30.9;9.0;30.1;1.2958
755.0;1087.0;906.0;2.4;129.0;110.0;-200.0;1106.0;1839.0;?;13.7;32.7;1.2547
756.0;1090.0;902.0;2.2;117.0;107.0;-200.0;1119.0;1811.0;25.7;14.1;32.4;1.2271
802.0;1072.0;836.0;?;?;107.0;-200.0;1050.0;?;24.4;12.0;33.6;?
797.0;1101.0;863.0;2.3;122.0;113.0;-200.0;1057.0;1772.0;26.0;?;33.0;1.2877
787.0;?;824.0;2.6;114.0;107.0;-200.0;?;1802.0;23.7;?;33.2;1.1855
807.0;?;842.0;2.3;?;?;-200.0;?;1737.0;25.4;12.6;31.3;1.1415
698.0;1197.0;1132.0;3.3;?;125.0;-200.0;1249.0;1986.0;?;?;28.3;?
695.0;?;1175.0;3.5;202.0;139.0;-200.0;1217.0;?;35.0;17.2;26.5;?
764.0;1075.0;?;2.5;166.0;117.0;?;1079.0;?;40.0;12.9;24.4;1.2079
?;1067.0;1125.0;2.5;?;107.0;-200.0;1106.0;?;43.4;?;23.3;1.2251
742.0;?;1077.0;2.4;122.0;98.0;-200.0;1099.0;1838.0;45.3;13.4;22.5;1.2226
?;1081.0;1087.0;2.5;113.0;97.0;-200.0;1099.0;1854.0;?;13.5;21.8;1.2325
?;1017.0;1014.0;2.1;109.0;95.0;-200.0;975.0;1722.0;51.0;9.9;20.9;?
?;836.0;801.0;1.0;?;68.0;-200.0;?;1501.0;51.7;?;20.8;1.2572
?;831.0;802.0;0.8;-200.0;-200.0;-200.0;727.0;?;57.1;4.3;19.3;1.2661
1102.0;?;753.0;-200.0;32.0;51.0;-200.0;668.0;1479.0;58.6;3.3;18.8;1.2581
1092.0;798.0;696.0;0.5;?;?;-200.0;?;1473.0;53.8;3.4;?;1.2569
812.0;966.0;996.0;1.3;?;?;-200.0;951.0;1735.0;?;9.3;18.3;1.2635
611.0;1277.0;1513.0;3.6;254.0;?;-200.0;1388.0;2241.0;54.5;23.4;?;1.2777
562.0;?;1598.0;?;?;?;-200.0;1496.0;2385.0;49.9;27.7;21.9;1.2957
588.0;1297.0;1690.0;?;281.0;154.0;-200.0;1353.0;2128.0;43.0;?;25.2;1.3548
837.0;1041.0;1053.0;?;169.0;?;-200.0;979.0;1705.0;36.6;10.0;28.0;1.3603
867.0;?;931.0;1.7;152.0;117.0;-200.0;936.0;?;38.3;8.9;27.1;?
841.0;1037.0;865.0;1.9;127.0;105.0;-200.0;969.0;1728.0;37.0;9.8;27.4;1.3319
865.0;1014.0;818.0;?;118.0;103.0;-200.0;954.0;?;?;9.4;29.4;?
866.0;?;?;?;120.0;106.0;-200.0;971.0;1682.0;?;?;31.3;1.2885
881.0;998.0;?;1.8;125.0;107.0;-200.0;958.0;?;28.7;9.5;31.5;1.3058
878.0;1014.0;767.0;1.7;117.0;?;-200.0;?;1684.0;30.3;9.5;?;1.3306
738.0;1157.0;1000.0;2.8;166.0;124.0;-200.0;1160.0;1936.0;?;15.4;?;1.3689
683.0;1225.0;1143.0;3.6;180.0;133.0;-200.0;1281.0;2082.0;?;19.4;30.7;1.3686
726.0;1131.0;1009.0;3.3;?;125.0;-200.0;?;?;33.4;16.5;29.0;1.3169
?;1111.0;1076.0;2.9;160.0;124.0;?;1126.0;1883.0;37.5;14.3;27.3;1.342
878.0;976.0;830.0;?;103.0;97.0;-200.0;909.0;1675.0;?;?;25.8;1.3389
868.0;1016.0;853.0;?;87.0;94.0;-200.0;?;?;43.0;8.7;25.2;1.358
684.0;1177.0;1310.0;2.8;147.0;120.0;?;1156.0;1983.0;45.8;15.2;?;?
791.0;1013.0;1119.0;?;120.0;105.0;?;999.0;1751.0;?;10.6;?;1.3914
936.0;?;918.0;?;?;81.0;-200.0;813.0;1592.0;48.3;6.0;23.5;1.3777
?;791.0;?;?;30.0;43.0;-200.0;658.0;?;45.8;?;?;1.3467
1214.0;762.0;516.0;0.4;?;-200.0;-200.0;?;1431.0;50.7;2.5;22.2;1.3405
1259.0;?;510.0;0.3;19.0;?;-200.0;?;1404.0;48.1;1.8;22.8;?
1178.0;775.0;554.0;0.4;27.0;?;-200.0;628.0;?;?;2.6;21.9;1.3002
947.0;?;?;0.8;65.0;59.0;-200.0;833.0;1598.0;54.1;6.5;20.4;1.28
711.0;?;1170.0;?;?;?;-200.0;?;1922.0;52.6;14.5;20.8;1.2758
535.0;1306.0;?;4.4;244.0;?;-200.0;1522.0;2450.0;?;?;22.8;1.3156
605.0;1237.0;1508.0;3.7;274.0;?;-200.0;1332.0;2157.0;42.9;21.3;25.2;1.3552
701.0;1143.0;1292.0;2.5;202.0;142.0;-200.0;1146.0;?;34.8;14.9;29.3;?
?;1170.0;?;2.5;186.0;141.0;-200.0;?;1949.0;27.8;15.6;?;1.4013
?;1116.0;1042.0;2.3;153.0;129.0;-200.0;1128.0;1856.0;24.9;14.3;34.9;?
785.0;?;817.0;2.0;112.0;106.0;-200.0;?;1766.0;22.7;12.6;?;1.3324
765.0;1083.0;847.0;2.0;?;?;-200.0;?;?;?;13.4;37.6;1.3478
782.0;1078.0;806.0;2.1;109.0;126.0;-200.0;?;1780.0;21.9;?;37.3;?
747.0;1104.0;896.0;2.4;133.0;147.0;?;1143.0;?;21.6;14.8;37.2;1.3514
?;1170.0;1069.0;3.1;185.0;180.0;?;?;1956.0;23.4;18.6;35.6;1.341
738.0;1091.0;945.0;2.9;?;164.0;-200.0;1201.0;1834.0;24.3;16.7;33.1;1.2087
673.0;1216.0;1168.0;3.5;218.0;180.0;?;1318.0;2043.0;29.5;20.8;30.5;?
719.0;1125.0;1065.0;2.9;171.0;?;-200.0;?;1921.0;35.8;16.0;28.7;1.3834
916.0;971.0;?;1.5;?;105.0;?;881.0;1635.0;42.2;7.6;26.6;1.4452
816.0;1062.0;842.0;1.7;84.0;98.0;-200.0;984.0;?;46.6;10.2;?;1.4733
714.0;1140.0;?;2.2;110.0;107.0;-200.0;1109.0;?;47.7;13.8;24.7;1.4649
802.0;1038.0;1007.0;?;?;87.0;-200.0;992.0;?;47.4;?;?;1.4301
909.0;935.0;855.0;?;58.0;80.0;-200.0;836.0;1604.0;49.9;6.5;23.3;1.4135
?;861.0;689.0;0.6;?;?;-200.0;729.0;1528.0;47.3;?;23.8;?
1062.0;839.0;?;0.6;-200.0;-200.0;-200.0;678.0;1478.0;50.2;3.4;22.9;?
1021.0;850.0;658.0;0.6;38.0;54.0;-200.0;?;1511.0;55.0;3.9;21.2;1.3689
?;817.0;?;0.5;?;56.0;?;651.0;1472.0;52.6;3.0;?;1.35
1079.0;?;659.0;0.5;47.0;62.0;?;667.0;1475.0;48.9;3.2;22.8;1.3424
943.0;?;799.0;?;72.0;72.0;-200.0;?;1595.0;?;?;23.5;1.3611
?;1031.0;964.0;1.4;100.0;86.0;-200.0;945.0;1697.0;44.9;?;24.6;1.3661
801.0;1092.0;910.0;1.6;104.0;99.0;-200.0;967.0;1774.0;39.9;9.7;27.0;1.402
843.0;1095.0;?;1.6;109.0;98.0;-200.0;923.0;1736.0;35.9;?;29.3;1.4411
822.0;1097.0;853.0;?;103.0;102.0;-200.0;964.0;1743.0;32.4;9.6;31.2;1.4517
819.0;1101.0;?;?;75.0;84.0;-200.0;972.0;1714.0;26.6;9.8;34.4;1.423
833.0;1060.0;778.0;1.5;72.0;?;-200.0;991.0;1718.0;22.1;10.3;?;1.3004
-200.0;-200.0;?;1.2;56.0;68.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
?;?;-200.0;?;51.0;63.0;?;-200.0;?;-200.0;-200.0;?;-200.0
-200.0;-200.0;-200.0;1.1;52.0;65.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?
-200.0;?;-200.0;1.0;46.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;?;1.1;44.0;56.0;-200.0;?;?;?;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;?;77.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?
-200.0;-200.0;-200.0;1.7;88.0;91.0;-200.0;?;?;?;-200.0;-200.0;-200.0
-200.0;-200.0;?;1.4;56.0;?;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;1.7;82.0;95.0;-200.0;?;-200.0;?;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;?;113.0;-200.0;?;-200.0;-200.0;?;-200.0;-200.0
-200.0;-200.0;?;2.3;144.0;109.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;54.0;65.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;?;?;60.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;1.4;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0
-200.0;?;-200.0;?;?;62.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
?;-200.0;-200.0;1.0;40.0;60.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0
-200.0;-200.0;-200.0;0.9;48.0;65.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0
?;-200.0;-200.0;0.8;44.0;55.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;?;1.0;59.0;66.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;1.2;?;67.0;?;-200.0;-200.0;-200.0;?;-200.0;-200.0
-200.0;?;-200.0;1.2;53.0;64.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;1.0;42.0;59.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;1.0;?;59.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0
-200.0;?;-200.0;0.6;23.0;?;-200.0;?;-200.0;?;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;22.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;0.8;?;54.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;53.0;71.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0
-200.0;-200.0;-200.0;1.4;68.0;86.0;-200.0;-200.0;-200.0;-200.0;?;?;-200.0
-200.0;-200.0;-200.0;2.8;125.0;?;?;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;?;2.5;96.0;105.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;1.6;75.0;87.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;1.4;74.0;85.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;?;2.3;92.0;?;-200.0;?;-200.0;-200.0;-200.0;?;?
-200.0;-200.0;-200.0;4.2;136.0;108.0;?;?;-200.0;?;?;-200.0;-200.0
-200.0;-200.0;-200.0;3.0;119.0;99.0;-200.0;?;?;-200.0;?;-200.0;-200.0
?;-200.0;-200.0;2.2;?;83.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0
-200.0;-200.0;-200.0;0.6;21.0;?;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;?;-200.0;0.3;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
?;732.0;466.0;0.3;15.0;?;-200.0;?;1367.0;55.2;1.5;?;1.1895
1108.0;809.0;609.0;0.5;?;43.0;-200.0;681.0;?;57.6;?;18.2;1.193
857.0;934.0;863.0;1.3;85.0;64.0;-200.0;911.0;1639.0;56.0;8.3;18.6;1.1865
691.0;1132.0;1203.0;?;177.0;91.0;-200.0;1220.0;1910.0;48.0;?;20.8;1.1702
626.0;1221.0;1412.0;3.7;232.0;109.0;-200.0;1386.0;2138.0;38.6;23.3;23.3;?
?;?;1069.0;?;201.0;110.0;-200.0;?;1753.0;?;13.8;25.1;1.017
862.0;938.0;817.0;1.8;134.0;?;-200.0;987.0;1597.0;25.8;10.2;27.8;0.9473
965.0;?;649.0;?;104.0;?;-200.0;897.0;?;?;7.9;29.6;?
947.0;846.0;598.0;1.5;?;104.0;-200.0;930.0;1467.0;?;8.8;30.2;0.7613
?;838.0;540.0;1.2;66.0;76.0;-200.0;868.0;1454.0;18.5;7.2;30.1;?
978.0;?;601.0;1.4;?;84.0;-200.0;?;1504.0;?;8.3;29.5;0.7872
920.0;907.0;668.0;1.6;105.0;102.0;?;?;1564.0;18.2;9.6;31.1;0.8079
920.0;889.0;647.0;1.6;?;102.0;-200.0;?;1492.0;?;9.0;30.3;?
834.0;969.0;?;?;132.0;124.0;?;?;1645.0;?;12.4;30.1;0.8083
760.0;1051.0;?;3.0;186.0;147.0;-200.0;1157.0;?;22.3;?;?;0.859
736.0;1043.0;?;3.0;174.0;?;-200.0;1181.0;1813.0;28.3;16.1;26.1;0.9407
736.0;1043.0;967.0;2.7;149.0;126.0;-200.0;1121.0;1793.0;35.7;14.1;24.5;1.0807
798.0;1007.0;904.0;2.1;114.0;112.0;-200.0;1027.0;1737.0;?;11.4;23.1;1.1582
838.0;966.0;852.0;1.6;92.0;95.0;-200.0;?;1686.0;?;9.5;?;1.1913
915.0;920.0;?;?;75.0;80.0;?;875.0;1594.0;?;7.4;?;1.1945
956.0;889.0;760.0;1.1;74.0;?;-200.0;831.0;1570.0;?;?;?;1.1903
?;825.0;?;0.7;35.0;49.0;-200.0;715.0;1462.0;50.9;4.1;20.0;?
1215.0;758.0;531.0;0.4;22.0;36.0;?;580.0;?;44.3;1.9;22.1;1.1665
1338.0;735.0;493.0;?;-200.0;-200.0;-200.0;533.0;1350.0;47.5;1.4;21.0;1.1666
1385.0;719.0;509.0;0.2;24.0;?;-200.0;?;1343.0;50.3;1.2;19.8;1.1444
1236.0;?;560.0;?;30.0;37.0;-200.0;596.0;?;?;2.2;?;1.1489
922.0;?;826.0;0.9;?;67.0;-200.0;831.0;?;56.5;6.4;17.8;1.1375
632.0;?;1334.0;3.1;332.0;106.0;-200.0;1255.0;2002.0;?;18.5;18.2;1.1529
523.0;1332.0;?;5.0;387.0;?;?;1556.0;2394.0;47.7;30.2;20.6;1.1448
717.0;?;1362.0;2.8;267.0;123.0;-200.0;1124.0;1832.0;41.9;?;22.8;1.1496
725.0;?;?;2.8;269.0;136.0;-200.0;1126.0;1856.0;?;14.3;27.1;1.1147
766.0;1064.0;1089.0;?;193.0;109.0;-200.0;1069.0;1766.0;26.4;12.6;30.4;?
702.0;?;1129.0;3.1;239.0;?;-200.0;1240.0;1940.0;?;18.0;31.1;1.1647
?;?;1120.0;3.0;232.0;154.0;-200.0;1214.0;1912.0;25.3;17.1;31.4;?
776.0;1032.0;916.0;2.1;152.0;126.0;?;1083.0;1772.0;?;?;30.8;1.168
826.0;1040.0;?;1.7;115.0;98.0;-200.0;1022.0;1747.0;25.6;11.2;31.8;?
762.0;1076.0;959.0;2.2;169.0;120.0;-200.0;?;1782.0;22.9;13.6;33.5;1.1649
?;1177.0;1189.0;3.5;226.0;145.0;-200.0;1310.0;2011.0;23.5;20.5;?;1.1673
654.0;1196.0;1199.0;3.6;?;139.0;?;?;2017.0;25.9;20.2;31.7;1.1883
623.0;1204.0;1283.0;4.1;?;148.0;-200.0;?;?;30.4;?;29.0;?
646.0;1166.0;1291.0;4.0;236.0;139.0;?;1304.0;?;33.6;20.3;27.4;?
857.0;959.0;949.0;1.8;?;93.0;?;949.0;1640.0;?;9.3;25.2;1.1528
813.0;?;1018.0;1.7;?;96.0;-200.0;997.0;1726.0;39.6;10.5;24.0;1.1662
729.0;1050.0;1122.0;2.4;144.0;104.0;-200.0;1105.0;1807.0;39.6;13.6;23.8;?
864.0;965.0;968.0;1.2;79.0;?;-200.0;900.0;?;43.6;8.0;22.9;?
?;849.0;806.0;0.8;51.0;66.0;-200.0;744.0;1496.0;43.9;4.6;22.8;1.202
1093.0;?;?;0.5;38.0;55.0;-200.0;666.0;?;?;3.2;?;?
1170.0;777.0;644.0;?;-200.0;-200.0;?;609.0;1405.0;47.3;2.4;21.7;1.2135
1183.0;?;606.0;-200.0;24.0;37.0;-200.0;?;1402.0;50.3;2.1;20.8;1.2207
1155.0;768.0;606.0;0.4;30.0;40.0;-200.0;?;1396.0;46.8;2.2;21.7;?
?;917.0;?;1.0;73.0;51.0;-200.0;842.0;1656.0;52.3;6.7;20.3;1.2367
579.0;?;1462.0;3.8;305.0;117.0;?;1380.0;2210.0;52.3;23.1;20.5;1.245
605.0;1224.0;?;3.2;295.0;110.0;-200.0;1268.0;2046.0;49.6;19.0;21.7;1.2673
608.0;?;1598.0;3.5;331.0;136.0;-200.0;1300.0;?;?;?;24.0;1.2677
672.0;1149.0;?;3.2;304.0;?;-200.0;1192.0;1944.0;31.7;16.4;28.5;1.2144
746.0;1091.0;1221.0;2.3;210.0;119.0;?;1082.0;1790.0;25.1;13.0;?;1.189
763.0;?;1023.0;2.2;163.0;106.0;-200.0;1087.0;1762.0;20.5;13.1;34.9;1.1279
796.0;1023.0;910.0;2.1;132.0;101.0;-200.0;1042.0;1711.0;19.9;11.8;35.4;1.1222
767.0;1085.0;913.0;1.9;126.0;110.0;-200.0;?;1786.0;22.5;12.7;34.4;1.205
724.0;1116.0;1035.0;2.4;150.0;?;?;1120.0;1854.0;?;14.1;34.8;1.2488
?;1111.0;1085.0;2.5;?;?;?;?;1825.0;22.4;14.4;34.3;1.1907
?;1210.0;1278.0;3.6;234.0;159.0;-200.0;?;2030.0;?;?;32.5;1.2165
616.0;1250.0;?;3.9;251.0;152.0;-200.0;1339.0;2075.0;?;?;31.3;1.2234
595.0;1297.0;1473.0;4.4;294.0;166.0;?;?;2134.0;?;24.2;30.2;1.2224
603.0;?;1507.0;4.8;300.0;163.0;-200.0;1345.0;?;33.3;?;28.5;1.2775
713.0;1146.0;?;2.5;159.0;121.0;-200.0;1084.0;?;?;13.0;27.3;1.2606
685.0;?;1242.0;2.8;176.0;125.0;-200.0;?;1897.0;37.8;15.1;?;1.2575
626.0;1274.0;1356.0;3.2;192.0;120.0;-200.0;1197.0;2023.0;47.1;16.6;?;1.44
675.0;1243.0;?;?;?;103.0;-200.0;1072.0;1978.0;59.8;12.7;23.6;1.7193
783.0;1054.0;899.0;?;63.0;64.0;-200.0;?;1793.0;60.5;8.6;23.3;1.706
?;?;726.0;1.0;35.0;44.0;?;?;1645.0;59.4;5.3;23.3;1.6753
983.0;915.0;743.0;?;-200.0;-200.0;-200.0;?;1570.0;57.7;?;22.9;1.5902
1062.0;871.0;684.0;?;21.0;35.0;-200.0;639.0;1528.0;53.5;2.8;23.7;1.546
1047.0;877.0;779.0;0.6;?;46.0;?;658.0;?;60.9;3.1;?;?
1008.0;893.0;?;0.7;?;54.0;-200.0;696.0;1548.0;56.2;3.7;22.1;?
824.0;1030.0;983.0;?;102.0;68.0;-200.0;?;?;57.0;6.9;21.9;1.4742
783.0;1059.0;989.0;1.5;?;77.0;?;926.0;?;45.9;8.6;?;1.4061
?;1020.0;875.0;1.3;93.0;74.0;-200.0;860.0;1649.0;40.8;7.1;?;1.4286
879.0;1045.0;807.0;1.6;?;?;-200.0;840.0;1656.0;?;6.6;29.1;1.4833
874.0;?;727.0;?;93.0;83.0;?;866.0;?;32.4;7.2;31.1;1.4351
976.0;959.0;549.0;1.2;56.0;?;-200.0;763.0;1561.0;30.3;5.0;?;1.4125
939.0;?;570.0;1.1;51.0;55.0;-200.0;798.0;1576.0;28.9;5.7;32.8;1.412
?;988.0;596.0;1.2;52.0;61.0;?;813.0;1596.0;?;6.0;33.4;1.4119
942.0;971.0;585.0;1.3;59.0;65.0;-200.0;818.0;1565.0;23.7;6.1;?;1.3331
869.0;999.0;637.0;1.4;62.0;74.0;-200.0;899.0;1629.0;22.4;?;35.8;1.2915
889.0;?;664.0;1.6;85.0;89.0;?;889.0;1602.0;?;7.8;?;1.1664
802.0;1075.0;?;2.1;109.0;103.0;?;1020.0;?;?;11.1;?;1.2085
695.0;1190.0;?;3.0;168.0;128.0;?;1177.0;1934.0;30.8;?;30.3;1.3044
706.0;?;1058.0;2.8;166.0;122.0;-200.0;1108.0;1878.0;34.5;13.7;28.3;?
?;1256.0;1214.0;3.8;?;125.0;-200.0;1340.0;?;38.9;?;27.1;?
658.0;1190.0;1056.0;3.2;118.0;?;?;1203.0;?;43.2;16.8;25.4;1.3805
601.0;1249.0;1280.0;4.1;160.0;126.0;-200.0;1310.0;?;45.3;20.5;24.6;1.3767
711.0;?;1045.0;2.6;124.0;100.0;-200.0;1120.0;1838.0;46.0;14.1;?;1.3346
750.0;1035.0;?;2.0;95.0;?;-200.0;1011.0;?;48.1;10.9;?;?
1030.0;?;640.0;?;34.0;52.0;-200.0;690.0;1457.0;?;3.6;24.8;1.3366
1061.0;833.0;705.0;0.7;-200.0;-200.0;-200.0;671.0;1482.0;47.4;3.3;23.1;1.3208
1144.0;804.0;662.0;0.6;45.0;64.0;-200.0;616.0;1427.0;?;2.4;?;1.2917
1097.0;811.0;?;0.6;35.0;46.0;?;651.0;?;50.7;3.0;21.9;?
818.0;?;?;1.6;141.0;88.0;-200.0;934.0;1743.0;57.0;8.9;?;?
671.0;1138.0;1197.0;2.6;?;104.0;?;1141.0;1927.0;?;14.8;21.5;1.3129
649.0;?;?;2.9;224.0;125.0;-200.0;1185.0;1968.0;48.7;16.2;22.9;1.3416
667.0;1193.0;1370.0;2.8;?;151.0;-200.0;?;?;41.0;14.6;25.7;1.3351
858.0;1049.0;921.0;?;153.0;113.0;?;898.0;?;?;8.0;29.9;1.3793
828.0;1090.0;876.0;1.9;145.0;102.0;-200.0;942.0;?;28.0;9.1;32.9;1.3789
808.0;?;819.0;2.1;130.0;108.0;-200.0;976.0;1688.0;25.6;?;34.0;?
826.0;1014.0;763.0;?;95.0;93.0;-200.0;970.0;1684.0;22.6;9.8;?;1.2297
?;972.0;675.0;1.6;88.0;?;-200.0;912.0;1596.0;20.3;8.3;35.5;?
920.0;951.0;?;1.6;?;84.0;-200.0;880.0;1539.0;18.8;7.5;35.9;1.0912
802.0;1033.0;?;2.1;127.0;111.0;-200.0;1038.0;1690.0;18.6;?;36.2;1.0945
817.0;983.0;854.0;2.4;149.0;115.0;?;1094.0;1659.0;15.3;13.3;35.4;0.8613
813.0;973.0;894.0;2.8;170.0;?;-200.0;1128.0;1642.0;15.5;14.4;32.9;0.7649
737.0;1083.0;1077.0;?;?;129.0;-200.0;?;1786.0;19.8;17.9;29.9;0.8211
763.0;1062.0;?;3.4;230.0;?;-200.0;1176.0;1743.0;22.4;15.9;28.1;0.8394
808.0;1011.0;1071.0;2.7;203.0;?;-200.0;1122.0;1680.0;24.7;14.2;?;0.8233
?;1054.0;1167.0;?;174.0;130.0;-200.0;1110.0;1670.0;28.7;13.8;25.0;0.8944
793.0;1013.0;1162.0;2.3;164.0;121.0;-200.0;?;1598.0;31.0;11.7;24.3;0.9268
?;870.0;848.0;1.2;76.0;79.0;-200.0;823.0;1398.0;31.2;6.2;24.0;0.919
1006.0;857.0;759.0;1.0;52.0;69.0;-200.0;769.0;1390.0;?;5.1;22.4;0.9362
