Accelerometer LH accX;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer BACK accX;Accelerometer LUA_ accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer HIP accZ
910.0;-18.0;-14;415.0;?;?;-590.0;230.0;144.0
878.0;-48.0;?;404.0;691.0;221.0;-510.0;267.0;153.0
956.0;-51.0;-31;382.0;?;283.0;-450.0;?;?
?;-39.0;-25;?;748.0;225.0;?;285.0;140.0
982.0;-58.0;-73;401.0;742.0;232.0;?;?;132.0
?;?;-136;?;766.0;294.0;-511.0;286.0;111.0
741.0;?;-111;330.0;?;299.0;-665.0;225.0;121.0
558.0;-33.0;?;195.0;801.0;?;-749.0;256.0;94.0
412.0;-17.0;-110;-151.0;797.0;324.0;-642.0;226.0;98.0
?;-41.0;-616;-78.0;777.0;334.0;-724.0;241.0;61.0
?;11.0;-2249;-70.0;766.0;304.0;-768.0;244.0;128.0
189.0;49.0;-3068;-38.0;753.0;304.0;?;231.0;188.0
?;58.0;-2447;39.0;767.0;?;-812.0;159.0;671.0
518.0;?;-1300;?;768.0;320.0;-790.0;?;899.0
599.0;42.0;129;67.0;652.0;377.0;-877.0;100.0;596.0
363.0;64.0;436;145.0;576.0;389.0;-830.0;122.0;576.0
544.0;65.0;284;83.0;547.0;389.0;-822.0;135.0;494.0
576.0;72.0;336;28.0;483.0;379.0;-714.0;178.0;396.0
?;90.0;348;?;385.0;372.0;-661.0;211.0;?
588.0;114.0;338;48.0;?;?;-583.0;265.0;404.0
785.0;?;222;?;404.0;323.0;-567.0;285.0;482.0
830.0;83.0;1180;21.0;?;245.0;-507.0;259.0;567.0
?;88.0;1864;?;431.0;165.0;-493.0;194.0;542.0
?;?;?;-65.0;428.0;103.0;-484.0;178.0;503.0
764.0;60.0;1649;-48.0;437.0;?;-392.0;191.0;478.0
?;85.0;1619;4.0;415.0;85.0;?;165.0;458.0
509.0;75.0;1443;14.0;363.0;74.0;-360.0;171.0;473.0
?;58.0;?;46.0;?;21.0;-340.0;210.0;407.0
359.0;87.0;?;31.0;363.0;-60.0;-348.0;204.0;388.0
286.0;65.0;-1735;-7.0;356.0;?;-400.0;217.0;390.0
?;25.0;?;-66.0;359.0;24.0;-654.0;176.0;395.0
160.0;131.0;?;?;335.0;133.0;-630.0;163.0;440.0
81.0;134.0;?;42.0;?;255.0;-486.0;137.0;?
25.0;77.0;-981;24.0;273.0;284.0;-495.0;?;462.0
46.0;102.0;?;?;320.0;258.0;-514.0;?;433.0
29.0;41.0;1585;189.0;328.0;?;-535.0;92.0;482.0
-11.0;?;2202;205.0;330.0;132.0;-531.0;?;420.0
72.0;19.0;?;251.0;271.0;126.0;-472.0;68.0;425.0
68.0;52.0;2195;284.0;?;166.0;-359.0;27.0;437.0
?;64.0;2187;?;?;196.0;?;?;281.0
-57.0;65.0;2204;439.0;319.0;232.0;-258.0;-109.0;274.0
-32.0;52.0;2183;535.0;279.0;240.0;?;-153.0;301.0
115.0;17.0;2199;?;?;223.0;-267.0;?;?
95.0;24.0;2208;551.0;?;229.0;-243.0;-300.0;105.0
?;3.0;?;531.0;104.0;?;?;-256.0;-58.0
99.0;?;2284;500.0;56.0;296.0;-132.0;-246.0;-36.0
127.0;-9.0;2073;520.0;75.0;319.0;-127.0;-290.0;?
155.0;14.0;2331;531.0;98.0;374.0;?;-290.0;42.0
147.0;-10.0;?;?;125.0;540.0;?;-274.0;-28.0
104.0;-87.0;244;564.0;120.0;549.0;-128.0;-301.0;-71.0
124.0;19.0;-238;557.0;115.0;?;-82.0;?;-85.0
105.0;-10.0;119;555.0;108.0;450.0;?;?;-71.0
61.0;-33.0;-119;?;73.0;?;27.0;-285.0;-89.0
58.0;?;8;595.0;68.0;562.0;-3.0;-281.0;?
49.0;-37.0;12;589.0;?;606.0;-68.0;-257.0;?
28.0;99.0;-2;586.0;105.0;620.0;?;-287.0;-104.0
8.0;179.0;?;579.0;107.0;640.0;-61.0;-272.0;-131.0
1.0;228.0;13;581.0;95.0;?;-67.0;-274.0;-110.0
13.0;-358.0;?;609.0;61.0;668.0;-80.0;-283.0;-124.0
4.0;-546.0;-19;640.0;?;?;-65.0;-267.0;-121.0
?;-15.0;?;662.0;88.0;674.0;-47.0;-265.0;-137.0
21.0;219.0;-28;663.0;93.0;?;-63.0;-265.0;-124.0
52.0;-347.0;-2;663.0;82.0;701.0;-61.0;?;-124.0
101.0;-402.0;?;651.0;113.0;694.0;-47.0;-215.0;-104.0
144.0;?;5;632.0;109.0;706.0;-41.0;-194.0;-82.0
?;-326.0;12;620.0;153.0;717.0;-17.0;-168.0;-64.0
192.0;-517.0;12;584.0;?;730.0;-21.0;-153.0;?
200.0;-449.0;23;582.0;185.0;?;-29.0;-163.0;-58.0
240.0;-570.0;6;573.0;192.0;725.0;-24.0;-151.0;-26.0
206.0;?;-22;?;186.0;725.0;-20.0;-120.0;0.0
196.0;-470.0;-13;493.0;191.0;721.0;-22.0;-124.0;12.0
225.0;?;15;452.0;?;715.0;-42.0;?;60.0
222.0;-594.0;14;350.0;184.0;703.0;-53.0;-85.0;39.0
230.0;-518.0;6;?;?;688.0;-80.0;-60.0;57.0
219.0;-473.0;25;338.0;245.0;663.0;-108.0;?;92.0
190.0;-435.0;?;153.0;252.0;649.0;-127.0;-44.0;126.0
?;-367.0;?;226.0;268.0;627.0;-129.0;-27.0;146.0
344.0;?;12;202.0;278.0;617.0;-136.0;?;203.0
340.0;?;?;264.0;258.0;605.0;-153.0;?;221.0
?;-137.0;-59;300.0;313.0;609.0;?;78.0;278.0
230.0;63.0;-33;313.0;369.0;598.0;-164.0;77.0;288.0
267.0;69.0;20;254.0;312.0;?;-171.0;99.0;294.0
?;132.0;40;?;288.0;548.0;-195.0;150.0;?
280.0;?;0;?;298.0;497.0;?;183.0;327.0
298.0;-250.0;17;227.0;359.0;460.0;?;238.0;387.0
?;-252.0;72;161.0;?;447.0;-194.0;262.0;?
332.0;322.0;?;140.0;416.0;396.0;?;259.0;?
383.0;15.0;-125;159.0;400.0;378.0;-316.0;271.0;?
408.0;?;-270;155.0;415.0;388.0;?;253.0;525.0
409.0;?;-192;175.0;455.0;376.0;-238.0;244.0;523.0
419.0;108.0;-121;162.0;405.0;333.0;-180.0;227.0;487.0
400.0;-11.0;11;190.0;385.0;271.0;-253.0;252.0;461.0
424.0;?;78;?;369.0;239.0;-336.0;?;496.0
400.0;-73.0;47;183.0;?;229.0;-345.0;250.0;479.0
370.0;1.0;74;?;386.0;221.0;-311.0;272.0;449.0
375.0;-14.0;66;?;409.0;?;-323.0;266.0;452.0
371.0;7.0;62;179.0;372.0;153.0;-348.0;?;?
343.0;81.0;80;?;402.0;124.0;-334.0;247.0;473.0
321.0;13.0;23;148.0;388.0;?;?;?;446.0
?;-11.0;?;137.0;382.0;175.0;-319.0;265.0;423.0
320.0;-15.0;17;162.0;353.0;191.0;-341.0;252.0;441.0
312.0;-16.0;?;?;?;174.0;-358.0;249.0;?
312.0;?;10;135.0;374.0;?;-345.0;270.0;435.0
320.0;-12.0;16;146.0;393.0;159.0;?;?;445.0
312.0;-21.0;6;139.0;399.0;167.0;-348.0;?;444.0
336.0;?;-2;125.0;380.0;175.0;-324.0;265.0;?
337.0;-40.0;-11;135.0;?;175.0;?;268.0;454.0
330.0;-43.0;?;116.0;372.0;163.0;-343.0;259.0;441.0
333.0;?;0;125.0;414.0;160.0;-337.0;?;433.0
348.0;-55.0;7;115.0;400.0;151.0;-327.0;253.0;435.0
375.0;-93.0;23;126.0;384.0;156.0;?;278.0;414.0
404.0;?;35;125.0;382.0;164.0;-316.0;?;434.0
398.0;-72.0;20;137.0;408.0;167.0;-304.0;276.0;434.0
384.0;?;12;133.0;?;171.0;-314.0;230.0;434.0
?;-44.0;15;139.0;407.0;171.0;-322.0;232.0;438.0
392.0;?;-2;141.0;?;161.0;-319.0;275.0;?
380.0;?;-9;136.0;387.0;147.0;-337.0;273.0;416.0
360.0;-100.0;5;150.0;?;146.0;-337.0;270.0;387.0
359.0;-82.0;0;128.0;?;145.0;-327.0;303.0;404.0
352.0;-70.0;?;138.0;358.0;146.0;?;?;405.0
380.0;-43.0;21;144.0;379.0;148.0;-346.0;309.0;?
365.0;-86.0;21;152.0;379.0;150.0;-344.0;284.0;435.0
358.0;?;28;?;388.0;?;-352.0;?;420.0
345.0;-51.0;14;?;388.0;151.0;-339.0;?;404.0
?;-39.0;-9;154.0;387.0;152.0;-344.0;?;?
336.0;-92.0;1;163.0;377.0;156.0;-349.0;262.0;429.0
358.0;-135.0;-17;?;383.0;?;-349.0;?;413.0
327.0;-158.0;-9;155.0;?;152.0;-331.0;?;436.0
328.0;?;-2;?;388.0;148.0;-334.0;287.0;?
?;-182.0;-7;165.0;383.0;153.0;-346.0;?;?
356.0;-205.0;12;143.0;381.0;157.0;?;275.0;398.0
343.0;-270.0;?;139.0;397.0;162.0;?;275.0;432.0
348.0;-331.0;15;?;391.0;165.0;-331.0;?;410.0
360.0;-343.0;34;142.0;394.0;163.0;-339.0;256.0;421.0
349.0;-268.0;55;164.0;393.0;161.0;-345.0;277.0;425.0
344.0;?;?;150.0;359.0;165.0;-335.0;258.0;435.0
367.0;-126.0;?;141.0;387.0;168.0;-342.0;263.0;424.0
334.0;?;16;?;358.0;167.0;-346.0;289.0;426.0
330.0;-151.0;30;?;?;?;-335.0;277.0;?
337.0;-178.0;17;144.0;378.0;171.0;-336.0;255.0;413.0
349.0;?;?;?;382.0;165.0;?;?;419.0
333.0;-131.0;-22;?;385.0;176.0;-346.0;270.0;440.0
329.0;-165.0;?;137.0;380.0;?;-328.0;269.0;424.0
347.0;?;6;157.0;387.0;158.0;?;284.0;414.0
367.0;-166.0;?;149.0;371.0;164.0;-340.0;292.0;?
?;?;26;146.0;?;170.0;-333.0;288.0;428.0
316.0;-154.0;23;137.0;381.0;169.0;-327.0;265.0;429.0
284.0;-166.0;-13;145.0;370.0;170.0;-326.0;285.0;430.0
299.0;-186.0;1;146.0;380.0;166.0;-331.0;265.0;?
311.0;-201.0;?;?;398.0;165.0;-329.0;277.0;?
332.0;-197.0;26;148.0;397.0;166.0;-322.0;273.0;?
330.0;-188.0;13;?;399.0;168.0;-325.0;279.0;416.0
317.0;-199.0;0;?;397.0;169.0;-326.0;281.0;407.0
283.0;-205.0;15;134.0;437.0;159.0;-331.0;275.0;434.0
273.0;?;?;144.0;393.0;155.0;-331.0;265.0;?
?;-163.0;0;?;357.0;165.0;?;229.0;441.0
247.0;-159.0;12;154.0;362.0;170.0;-367.0;232.0;438.0
240.0;-157.0;2;145.0;?;186.0;-356.0;264.0;424.0
?;-182.0;-10;164.0;391.0;167.0;-364.0;285.0;440.0
?;-157.0;?;?;?;158.0;?;277.0;422.0
?;?;?;?;405.0;?;-356.0;281.0;421.0
269.0;-145.0;8;139.0;?;?;-330.0;296.0;418.0
?;-164.0;-10;138.0;393.0;162.0;?;276.0;422.0
305.0;-164.0;29;145.0;393.0;162.0;-297.0;285.0;411.0
?;-163.0;?;144.0;356.0;155.0;-318.0;263.0;410.0
272.0;-156.0;-11;143.0;378.0;164.0;-318.0;256.0;417.0
281.0;-194.0;10;146.0;375.0;167.0;-358.0;?;405.0
275.0;-190.0;?;137.0;?;174.0;-357.0;257.0;424.0
273.0;?;?;129.0;389.0;166.0;-343.0;?;425.0
250.0;-177.0;10;114.0;398.0;153.0;-327.0;?;?
280.0;-189.0;-16;142.0;387.0;163.0;-327.0;267.0;435.0
271.0;-181.0;-7;125.0;?;173.0;?;268.0;419.0
284.0;-170.0;?;?;380.0;166.0;-350.0;249.0;424.0
262.0;-169.0;28;125.0;401.0;?;-340.0;257.0;442.0
273.0;-154.0;9;136.0;375.0;162.0;?;251.0;422.0
279.0;-163.0;1;134.0;?;?;-342.0;264.0;421.0
273.0;-164.0;0;137.0;380.0;164.0;?;265.0;418.0
?;-164.0;-10;146.0;388.0;159.0;-329.0;265.0;429.0
290.0;-154.0;-9;139.0;388.0;?;?;265.0;452.0
335.0;-164.0;-17;142.0;382.0;173.0;-326.0;?;436.0
?;?;-23;160.0;378.0;?;-346.0;?;?
331.0;?;-19;138.0;385.0;157.0;-318.0;267.0;422.0
305.0;?;-21;142.0;405.0;?;?;277.0;?
263.0;-145.0;?;137.0;?;170.0;-323.0;302.0;415.0
256.0;-140.0;-20;141.0;408.0;159.0;-322.0;?;445.0
237.0;-163.0;-21;160.0;417.0;157.0;-332.0;?;?
267.0;?;-20;182.0;427.0;164.0;-333.0;336.0;402.0
269.0;-168.0;-21;163.0;426.0;?;?;352.0;400.0
?;-147.0;-20;144.0;413.0;156.0;-338.0;313.0;425.0
290.0;-165.0;-21;143.0;394.0;160.0;-350.0;274.0;413.0
282.0;-175.0;-21;?;403.0;167.0;?;295.0;417.0
315.0;-173.0;-18;?;383.0;175.0;?;255.0;?
?;?;?;124.0;374.0;175.0;-380.0;281.0;428.0
326.0;?;?;?;367.0;?;-359.0;276.0;416.0
324.0;-174.0;14;152.0;372.0;138.0;-357.0;303.0;438.0
303.0;-189.0;12;?;397.0;138.0;-348.0;295.0;441.0
?;-163.0;13;178.0;410.0;142.0;-331.0;296.0;?
282.0;-176.0;13;178.0;427.0;162.0;-335.0;?;415.0
270.0;-183.0;46;173.0;413.0;177.0;-308.0;295.0;422.0
?;-179.0;52;146.0;?;181.0;-326.0;296.0;454.0
262.0;?;?;?;416.0;164.0;-316.0;310.0;435.0
267.0;-168.0;47;81.0;397.0;152.0;?;?;446.0
291.0;-169.0;?;85.0;387.0;153.0;-346.0;312.0;?
341.0;?;205;?;380.0;165.0;?;295.0;465.0
326.0;-164.0;385;?;?;169.0;-360.0;?;441.0
275.0;-162.0;?;83.0;?;164.0;?;212.0;488.0
268.0;-173.0;-158;88.0;?;159.0;-365.0;?;521.0
265.0;-156.0;-417;57.0;370.0;159.0;-341.0;?;491.0
277.0;-178.0;-386;?;344.0;159.0;?;?;520.0
248.0;-191.0;-334;?;356.0;157.0;-341.0;225.0;?
227.0;-182.0;-337;56.0;351.0;150.0;-323.0;?;506.0
?;-181.0;-367;90.0;?;?;-336.0;204.0;484.0
253.0;-174.0;-618;142.0;341.0;149.0;-343.0;194.0;501.0
244.0;?;?;158.0;?;?;-351.0;214.0;500.0
?;-173.0;-107;144.0;313.0;158.0;-342.0;201.0;494.0
279.0;?;105;163.0;332.0;163.0;-310.0;188.0;506.0
?;-156.0;?;?;?;160.0;-297.0;?;459.0
86.0;-193.0;43;299.0;310.0;161.0;-290.0;?;406.0
22.0;-181.0;?;269.0;269.0;173.0;-288.0;36.0;?
1.0;?;11;?;225.0;180.0;-281.0;21.0;404.0
?;?;?;439.0;209.0;?;-257.0;-17.0;?
19.0;-172.0;20;440.0;199.0;158.0;-250.0;15.0;?
40.0;-160.0;-12;482.0;173.0;160.0;?;16.0;249.0
64.0;-180.0;-38;471.0;221.0;186.0;-249.0;-18.0;?
?;-182.0;2;501.0;194.0;?;-220.0;-51.0;173.0
-16.0;-182.0;-8;506.0;?;?;-219.0;-116.0;221.0
8.0;?;13;498.0;151.0;399.0;-220.0;-171.0;126.0
36.0;?;18;529.0;127.0;401.0;?;-183.0;45.0
87.0;-172.0;-4;533.0;158.0;295.0;-109.0;?;46.0
107.0;-175.0;?;576.0;?;274.0;-78.0;?;60.0
97.0;-183.0;?;603.0;95.0;306.0;?;-203.0;38.0
98.0;-177.0;34;578.0;97.0;362.0;-114.0;-190.0;-7.0
130.0;-160.0;11;577.0;125.0;468.0;-56.0;-197.0;?
166.0;-169.0;6;577.0;?;562.0;-76.0;-178.0;-10.0
?;-170.0;29;577.0;?;604.0;-105.0;-148.0;-18.0
124.0;?;22;?;146.0;579.0;-35.0;-151.0;?
126.0;-171.0;23;573.0;145.0;531.0;-11.0;?;?
97.0;-167.0;?;561.0;166.0;527.0;?;-164.0;-44.0
?;-157.0;-2;603.0;?;549.0;?;-171.0;?
67.0;-145.0;?;619.0;123.0;590.0;?;-138.0;-68.0
53.0;-168.0;1;618.0;118.0;593.0;-79.0;-137.0;-68.0
10.0;-191.0;25;586.0;141.0;580.0;-86.0;-179.0;-79.0
-11.0;-154.0;13;588.0;157.0;566.0;?;-203.0;?
-10.0;-128.0;9;?;117.0;567.0;-116.0;-214.0;-78.0
?;?;?;581.0;105.0;583.0;?;-204.0;-77.0
-1.0;-176.0;36;587.0;93.0;?;?;-216.0;-108.0
?;-172.0;33;579.0;100.0;592.0;?;-224.0;-58.0
28.0;-171.0;35;561.0;78.0;587.0;?;-225.0;?
22.0;-160.0;35;555.0;?;587.0;-91.0;-222.0;-94.0
41.0;-124.0;?;585.0;?;?;-89.0;?;?
23.0;-170.0;23;557.0;99.0;602.0;-55.0;-216.0;-71.0
16.0;-286.0;21;551.0;97.0;637.0;?;?;-84.0
8.0;-262.0;5;589.0;107.0;630.0;-23.0;-215.0;-82.0
5.0;-292.0;-36;594.0;94.0;616.0;-26.0;-233.0;-41.0
-31.0;-269.0;-35;569.0;100.0;626.0;-12.0;-235.0;-77.0
-1.0;-189.0;20;?;111.0;633.0;-16.0;?;-45.0
24.0;?;?;563.0;92.0;632.0;-24.0;-217.0;-1.0
33.0;-186.0;-4;539.0;?;?;-21.0;-178.0;?
16.0;-174.0;?;540.0;64.0;?;-33.0;?;15.0
67.0;-73.0;-54;520.0;72.0;?;-34.0;-131.0;?
29.0;?;-25;459.0;114.0;613.0;?;-67.0;29.0
129.0;-209.0;-21;456.0;152.0;?;-24.0;-53.0;38.0
76.0;-199.0;-48;536.0;153.0;620.0;-25.0;-57.0;62.0
75.0;-96.0;-36;?;199.0;611.0;-10.0;-24.0;60.0
153.0;-59.0;-56;?;223.0;?;17.0;-21.0;61.0
?;?;-123;446.0;243.0;?;26.0;?;61.0
142.0;-132.0;-163;413.0;233.0;556.0;?;28.0;30.0
238.0;-135.0;?;368.0;230.0;535.0;-36.0;70.0;31.0
207.0;-277.0;-79;252.0;219.0;527.0;?;120.0;57.0
122.0;-90.0;-136;-65.0;296.0;514.0;-77.0;73.0;121.0
?;-1.0;-146;?;344.0;509.0;-117.0;8.0;94.0
?;-129.0;-398;-244.0;283.0;489.0;?;-34.0;120.0
-45.0;-90.0;?;?;166.0;470.0;-149.0;?;211.0
0.0;-19.0;663;294.0;106.0;448.0;-121.0;-141.0;430.0
46.0;-27.0;1869;280.0;?;469.0;-123.0;-136.0;589.0
41.0;?;2499;276.0;?;503.0;-187.0;-40.0;532.0
-40.0;-7.0;2776;276.0;23.0;455.0;-275.0;-6.0;473.0
-41.0;?;2448;228.0;?;409.0;-288.0;92.0;321.0
?;-69.0;1625;?;42.0;465.0;-230.0;260.0;314.0
273.0;-33.0;703;?;114.0;532.0;?;459.0;344.0
436.0;-69.0;537;215.0;313.0;492.0;79.0;559.0;318.0
747.0;-84.0;?;173.0;409.0;?;5.0;546.0;?
?;-62.0;-1969;161.0;447.0;219.0;-22.0;485.0;?
878.0;?;-2304;62.0;423.0;155.0;72.0;348.0;441.0
732.0;51.0;-2942;-31.0;?;?;68.0;219.0;380.0
604.0;23.0;-3110;-14.0;345.0;?;-44.0;252.0;?
767.0;33.0;-3117;42.0;311.0;?;-127.0;?;367.0
589.0;13.0;-2793;90.0;312.0;-139.0;-179.0;246.0;412.0
362.0;59.0;-1684;119.0;?;-263.0;-252.0;223.0;430.0
?;32.0;-1774;194.0;502.0;?;-313.0;?;415.0
92.0;18.0;-2551;?;482.0;?;-331.0;?;434.0
-73.0;9.0;-3193;233.0;408.0;-60.0;-387.0;205.0;455.0
-17.0;-1.0;?;263.0;370.0;117.0;-479.0;269.0;444.0
73.0;?;-3325;?;394.0;188.0;-456.0;327.0;391.0
91.0;8.0;?;?;?;?;-443.0;355.0;?
51.0;-25.0;-3751;437.0;494.0;?;-512.0;269.0;525.0
-93.0;30.0;?;302.0;477.0;152.0;-617.0;?;559.0
?;74.0;2516;423.0;?;205.0;?;?;570.0
-158.0;82.0;1398;455.0;499.0;217.0;?;-3.0;310.0
-53.0;50.0;?;396.0;373.0;208.0;-391.0;-184.0;?
30.0;12.0;1675;425.0;186.0;?;-322.0;-143.0;157.0
57.0;9.0;249;437.0;42.0;61.0;-310.0;?;?
209.0;8.0;139;389.0;44.0;68.0;-309.0;-31.0;53.0
309.0;?;?;274.0;?;?;-338.0;179.0;176.0
419.0;-10.0;40;307.0;173.0;261.0;-305.0;?;226.0
496.0;?;?;287.0;227.0;?;-237.0;253.0;221.0
567.0;-8.0;57;256.0;?;470.0;-112.0;265.0;?
631.0;27.0;61;251.0;372.0;559.0;61.0;?;239.0
660.0;33.0;21;260.0;354.0;333.0;142.0;229.0;238.0
530.0;-12.0;130;241.0;337.0;167.0;125.0;275.0;230.0
294.0;-1.0;-64;239.0;374.0;275.0;6.0;237.0;252.0
366.0;?;240;?;386.0;344.0;-35.0;?;296.0
634.0;-21.0;872;?;445.0;392.0;-110.0;406.0;?
?;?;1365;168.0;487.0;?;-255.0;?;273.0
?;-13.0;?;42.0;577.0;?;-344.0;370.0;293.0
767.0;-23.0;3199;120.0;577.0;381.0;-342.0;249.0;?
569.0;52.0;4597;-12.0;499.0;?;-369.0;?;428.0
379.0;276.0;?;5.0;?;?;-381.0;136.0;463.0
144.0;512.0;5437;-31.0;376.0;?;-446.0;?;191.0
16.0;196.0;3354;11.0;244.0;318.0;-519.0;67.0;?
176.0;-598.0;?;-18.0;210.0;262.0;-502.0;106.0;300.0
571.0;-454.0;798;-25.0;212.0;52.0;?;?;451.0
444.0;71.0;-2731;-16.0;318.0;87.0;-582.0;?;363.0
207.0;73.0;-2756;?;331.0;306.0;?;221.0;-128.0
94.0;-192.0;-3053;-110.0;389.0;348.0;-512.0;140.0;?
?;?;-3291;-158.0;242.0;310.0;-482.0;139.0;353.0
-22.0;-172.0;-3769;-142.0;?;375.0;-503.0;110.0;296.0
?;-272.0;-3362;?;-19.0;?;-285.0;144.0;?
?;-405.0;?;-50.0;64.0;109.0;-259.0;214.0;442.0
216.0;-480.0;?;?;127.0;-120.0;-252.0;334.0;438.0
299.0;-507.0;?;?;?;-262.0;?;?;?
267.0;-553.0;-5161;101.0;274.0;?;-220.0;353.0;476.0
227.0;-589.0;?;38.0;?;-17.0;-182.0;388.0;510.0
171.0;-560.0;2170;218.0;337.0;120.0;-105.0;?;501.0
?;-507.0;1771;230.0;?;93.0;21.0;470.0;423.0
339.0;-284.0;3250;151.0;435.0;?;6.0;?;572.0
375.0;-148.0;1493;234.0;461.0;-14.0;-11.0;521.0;574.0
320.0;234.0;123;?;575.0;-57.0;-15.0;550.0;482.0
?;?;276;?;629.0;-40.0;-34.0;158.0;?
371.0;686.0;0;187.0;609.0;-6.0;-124.0;?;382.0
298.0;-13.0;201;230.0;399.0;16.0;-236.0;?;?
234.0;-280.0;?;271.0;?;69.0;-302.0;69.0;-11.0
126.0;-302.0;86;229.0;244.0;?;?;?;257.0
103.0;-7.0;109;202.0;?;195.0;?;171.0;?
148.0;-128.0;106;231.0;?;?;?;261.0;?
?;?;99;232.0;237.0;229.0;-344.0;262.0;193.0
550.0;190.0;145;276.0;354.0;406.0;-437.0;?;233.0
528.0;?;?;310.0;422.0;441.0;-524.0;331.0;?
478.0;257.0;219;329.0;424.0;365.0;-502.0;?;746.0
?;198.0;495;231.0;?;?;-255.0;261.0;291.0
469.0;54.0;787;187.0;334.0;427.0;-130.0;?;260.0
495.0;?;1718;266.0;?;311.0;-164.0;283.0;-36.0
484.0;108.0;?;48.0;?;200.0;-235.0;266.0;?
591.0;-30.0;4388;70.0;364.0;197.0;-300.0;275.0;267.0
700.0;-155.0;6231;?;433.0;188.0;-361.0;284.0;?
584.0;-109.0;6621;?;433.0;166.0;-354.0;323.0;?
396.0;-172.0;?;52.0;423.0;183.0;-353.0;122.0;?
245.0;-56.0;4303;45.0;462.0;?;?;53.0;53.0
158.0;70.0;5211;?;290.0;?;-364.0;?;257.0
267.0;21.0;4554;39.0;265.0;293.0;-299.0;141.0;391.0
423.0;-67.0;-1299;-10.0;?;273.0;-339.0;?;394.0
73.0;-144.0;-4220;?;260.0;257.0;-447.0;87.0;291.0
-6.0;-355.0;-4081;-76.0;320.0;274.0;-487.0;90.0;260.0
26.0;-282.0;-4453;-57.0;533.0;266.0;-431.0;150.0;272.0
?;?;-4370;-41.0;138.0;262.0;-523.0;154.0;325.0
48.0;-556.0;-4527;-46.0;184.0;303.0;-579.0;137.0;352.0
-19.0;-669.0;-5308;76.0;?;232.0;-369.0;216.0;261.0
-36.0;-429.0;-6267;206.0;275.0;?;-309.0;223.0;466.0
42.0;-353.0;?;225.0;?;107.0;-274.0;240.0;703.0
79.0;-493.0;-175;80.0;240.0;?;-230.0;297.0;592.0
181.0;?;-384;337.0;261.0;147.0;-206.0;365.0;462.0
215.0;-586.0;-102;365.0;?;140.0;-94.0;357.0;384.0
448.0;-587.0;?;311.0;359.0;128.0;-118.0;?;?
442.0;-485.0;3110;254.0;?;123.0;-151.0;359.0;631.0
435.0;-456.0;717;227.0;?;78.0;?;352.0;376.0
407.0;-423.0;290;194.0;466.0;73.0;?;-35.0;14.0
288.0;-24.0;110;271.0;433.0;95.0;-103.0;14.0;325.0
412.0;292.0;?;308.0;272.0;82.0;-115.0;?;151.0
384.0;-42.0;175;?;318.0;76.0;?;-59.0;165.0
281.0;?;77;292.0;232.0;175.0;?;107.0;?
232.0;?;132;309.0;249.0;272.0;-130.0;?;?
272.0;209.0;?;?;?;?;-191.0;?;169.0
?;?;?;304.0;307.0;321.0;-299.0;?;211.0
?;-73.0;134;329.0;347.0;470.0;-451.0;276.0;233.0
434.0;347.0;?;?;?;501.0;?;291.0;272.0
439.0;-317.0;451;305.0;?;405.0;-323.0;?;250.0
419.0;?;?;250.0;376.0;350.0;-318.0;275.0;?
458.0;?;1393;359.0;398.0;376.0;-191.0;?;287.0
?;-22.0;1880;49.0;367.0;302.0;-174.0;?;?
450.0;?;1841;?;385.0;236.0;?;?;285.0
666.0;?;5623;231.0;431.0;233.0;-371.0;293.0;355.0
?;106.0;7548;4.0;?;?;-343.0;364.0;485.0
610.0;40.0;7168;29.0;?;202.0;-340.0;206.0;345.0
491.0;146.0;4059;-10.0;504.0;240.0;-360.0;40.0;151.0
417.0;?;-1361;36.0;407.0;?;?;172.0;124.0
353.0;?;-1855;32.0;335.0;287.0;-396.0;45.0;?
281.0;141.0;-1883;?;291.0;?;-400.0;4.0;475.0
169.0;?;-3613;?;254.0;?;?;27.0;?
96.0;?;-4207;38.0;205.0;246.0;-434.0;19.0;?
-5.0;-70.0;-4656;31.0;182.0;218.0;-362.0;?;240.0
?;-284.0;-5060;?;?;218.0;-478.0;109.0;?
-38.0;99.0;-4685;42.0;?;?;-654.0;166.0;340.0
-57.0;65.0;?;17.0;262.0;267.0;-414.0;233.0;380.0
?;-638.0;-4632;57.0;260.0;281.0;?;?;392.0
-74.0;-708.0;-5627;71.0;291.0;263.0;-377.0;256.0;?
-43.0;-355.0;?;121.0;320.0;321.0;-235.0;293.0;505.0
?;-402.0;-4074;199.0;308.0;?;-168.0;357.0;510.0
111.0;-496.0;?;412.0;372.0;301.0;-162.0;329.0;409.0
112.0;-554.0;3878;278.0;379.0;235.0;?;398.0;396.0
?;-543.0;5603;438.0;438.0;?;-179.0;?;388.0
664.0;?;?;467.0;?;113.0;?;?;594.0
834.0;-426.0;2392;416.0;479.0;101.0;-153.0;394.0;-23.0
654.0;-474.0;?;496.0;592.0;105.0;-143.0;?;400.0
358.0;-12.0;?;512.0;503.0;114.0;-139.0;-8.0;307.0
284.0;65.0;179;?;371.0;126.0;-127.0;-99.0;?
?;218.0;-68;479.0;262.0;103.0;?;-80.0;?
