InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax
?;-1011;-137.0;-268.0;?;-138.0;1121;49
-122.0;?;-127.0;-260.0;201;-132.0;630;37
-123.0;-281;-121.0;-252.0;-10;-125.0;730;-53
-123.0;-5;-109.0;-245.0;64;?;710;14
-128.0;-18;-101.0;-242.0;?;-109.0;681;?
-132.0;-140;-95.0;?;39;-103.0;678;-28
?;38;?;-240.0;87;?;659;-20
-145.0;-26;-77.0;-241.0;?;-87.0;688;-34
-148.0;23;?;-241.0;69;-80.0;?;-20
-160.0;-4;-55.0;-238.0;59;-72.0;679;-22
-175.0;?;-43.0;-234.0;59;-61.0;674;-29
-190.0;23;-33.0;-229.0;54;-52.0;679;-21
?;10;-17.0;-223.0;?;-44.0;677;?
-238.0;21;-10.0;-216.0;41;-36.0;684;-11
?;13;5.0;-207.0;50;-28.0;671;?
?;5;18.0;-197.0;61;?;648;?
?;?;28.0;-187.0;38;?;660;-43
-349.0;14;40.0;?;43;?;644;-37
-372.0;?;47.0;-169.0;?;3.0;729;-6
-388.0;?;56.0;?;55;?;586;-64
?;18;62.0;-154.0;?;11.0;519;-190
-411.0;?;?;-149.0;23;?;580;?
-415.0;133;64.0;-146.0;?;10.0;?;?
-415.0;-283;57.0;-144.0;-427;?;?;-31
-409.0;?;?;-139.0;-384;-2.0;1137;?
-397.0;-624;41.0;?;98;-8.0;?;-53
-387.0;-1504;34.0;-126.0;?;-18.0;449;-91
-376.0;?;22.0;?;460;-28.0;293;?
-364.0;-1033;12.0;-105.0;?;-32.0;?;224
?;?;5.0;-99.0;58;-37.0;683;244
-333.0;1842;-2.0;-96.0;?;?;783;443
-322.0;?;-2.0;-88.0;-96;-46.0;955;?
-308.0;3679;-9.0;-80.0;-125;-52.0;1154;-283
-299.0;2747;-19.0;-75.0;55;-58.0;1328;6
?;1330;-31.0;?;275;-65.0;1200;19
-284.0;?;-38.0;?;200;-69.0;1155;-44
-282.0;?;-42.0;-57.0;194;-72.0;?;112
-281.0;2012;?;-50.0;116;-74.0;890;-122
-279.0;?;-49.0;?;6;-74.0;?;-35
-289.0;?;-50.0;-32.0;286;-74.0;679;-91
-293.0;1221;-51.0;?;?;-72.0;577;-655
-299.0;463;-50.0;?;?;-67.0;412;?
-307.0;-374;-41.0;?;-295;-60.0;754;-504
-313.0;-1167;-34.0;13.0;-581;?;1143;-785
-312.0;-258;-29.0;?;-53;?;?;-206
-310.0;-63;-22.0;?;47;-43.0;638;-105
?;-77;-16.0;42.0;-15;-37.0;768;-103
-303.0;?;-13.0;51.0;64;-32.0;?;21
-312.0;?;?;60.0;24;-28.0;675;-100
?;77;-1.0;68.0;35;-23.0;661;?
-337.0;?;7.0;77.0;34;?;650;-22
-362.0;-9;19.0;85.0;26;-3.0;654;-16
-390.0;-65;38.0;96.0;22;13.0;?;?
?;-82;58.0;105.0;27;?;658;?
-445.0;?;?;113.0;32;?;657;-28
-469.0;-70;111.0;117.0;20;67.0;?;-47
-491.0;-76;126.0;?;15;85.0;?;-45
-514.0;-52;152.0;127.0;13;102.0;672;-35
-531.0;-21;173.0;130.0;10;118.0;674;-31
-537.0;-16;191.0;132.0;16;?;663;-23
-548.0;-4;211.0;133.0;17;145.0;?;-29
?;?;225.0;132.0;?;154.0;?;-18
-553.0;18;233.0;132.0;28;162.0;?;-1
-554.0;-20;241.0;131.0;22;167.0;657;-21
-552.0;15;246.0;?;28;172.0;653;?
-550.0;-10;?;133.0;?;177.0;655;?
?;-32;260.0;135.0;19;?;657;-17
?;-17;267.0;137.0;28;189.0;648;?
?;-53;273.0;141.0;22;196.0;?;-17
-577.0;-22;280.0;145.0;?;203.0;664;-15
-586.0;6;293.0;151.0;18;211.0;?;-12
?;?;302.0;158.0;19;219.0;655;-14
-608.0;?;316.0;164.0;?;227.0;652;-15
?;9;325.0;?;?;234.0;658;-13
?;-35;?;?;21;239.0;658;-4
-644.0;24;337.0;168.0;21;242.0;661;0
-652.0;15;?;171.0;14;245.0;664;?
-659.0;-22;348.0;175.0;?;248.0;659;-1
-661.0;0;350.0;?;18;250.0;658;-1
-661.0;-16;353.0;184.0;15;250.0;?;-4
?;-16;352.0;189.0;?;249.0;?;?
-663.0;-14;352.0;195.0;18;?;658;0
-661.0;-7;350.0;?;?;?;653;3
?;14;346.0;?;18;?;657;4
-666.0;13;341.0;213.0;18;?;657;1
-671.0;?;336.0;218.0;15;231.0;?;-6
?;-16;333.0;?;?;227.0;?;-12
?;3;?;228.0;16;225.0;667;-3
-678.0;?;?;232.0;20;223.0;655;8
-676.0;-33;324.0;235.0;18;221.0;657;-2
-677.0;-34;327.0;?;16;219.0;?;-12
-676.0;-25;322.0;?;21;218.0;654;?
-677.0;-22;?;?;21;215.0;654;?
-675.0;-43;317.0;242.0;13;213.0;658;-8
-675.0;?;314.0;?;21;211.0;651;-5
-677.0;-14;308.0;?;10;208.0;?;-4
-674.0;-40;309.0;243.0;16;?;?;?
-673.0;-25;?;244.0;47;?;626;2
-670.0;5;301.0;244.0;24;201.0;643;-2
-670.0;0;301.0;244.0;14;201.0;652;7
-668.0;?;?;245.0;?;201.0;?;2
-669.0;-6;?;246.0;15;201.0;657;-8
?;-59;307.0;247.0;22;202.0;650;2
-667.0;-46;309.0;247.0;16;204.0;652;-1
-664.0;-44;310.0;248.0;23;?;643;-5
-664.0;-43;314.0;249.0;19;206.0;649;-5
-664.0;?;?;250.0;?;208.0;655;-11
-663.0;?;318.0;?;16;209.0;649;-6
-663.0;-21;322.0;?;?;?;660;-20
-662.0;-39;323.0;260.0;10;213.0;652;-16
-662.0;-127;325.0;266.0;14;?;644;14
?;-27;331.0;?;-4;?;662;?
-658.0;-280;?;?;?;?;641;15
?;-201;341.0;286.0;?;229.0;712;-20
-652.0;-847;351.0;294.0;-128;234.0;723;?
?;-958;?;303.0;-137;239.0;?;888
-647.0;2818;?;312.0;-119;245.0;699;?
?;5313;378.0;322.0;265;250.0;253;?
-639.0;4329;383.0;?;?;256.0;-34;702
-636.0;3405;390.0;349.0;97;263.0;183;565
?;2444;403.0;362.0;-92;270.0;452;354
-631.0;?;413.0;373.0;-237;275.0;757;?
-628.0;869;420.0;386.0;-193;279.0;916;?
?;614;430.0;401.0;-407;281.0;1062;-348
-629.0;1103;438.0;411.0;-10;281.0;977;-493
?;?;441.0;419.0;496;280.0;899;-780
-639.0;2093;450.0;429.0;745;276.0;?;?
-644.0;2352;454.0;440.0;1231;271.0;910;-1059
-651.0;2114;459.0;451.0;703;264.0;?;-539
-661.0;2432;471.0;460.0;439;258.0;534;-306
?;1278;479.0;?;351;252.0;?;-408
?;?;486.0;480.0;?;?;?;?
?;-919;502.0;490.0;?;236.0;634;-17
-704.0;-283;514.0;498.0;-48;227.0;?;?
-718.0;?;532.0;506.0;-29;217.0;?;-77
-731.0;-87;550.0;?;66;207.0;644;-57
?;?;572.0;523.0;-18;202.0;701;-58
-750.0;-266;599.0;?;9;201.0;679;?
-753.0;-276;?;542.0;30;196.0;706;-101
?;-122;652.0;551.0;?;193.0;?;-98
?;?;671.0;555.0;20;193.0;660;-25
?;?;694.0;558.0;19;?;663;-33
-738.0;46;705.0;559.0;23;193.0;692;-68
-733.0;39;717.0;562.0;?;190.0;674;-39
-724.0;97;730.0;567.0;15;?;656;-14
-717.0;?;?;?;20;?;?;-37
-710.0;-57;768.0;571.0;?;196.0;681;?
-694.0;-37;783.0;570.0;31;?;666;?
-681.0;-69;800.0;570.0;27;206.0;?;-40
-673.0;-58;812.0;569.0;8;?;688;?
-659.0;-105;827.0;568.0;13;?;672;-22
-650.0;-120;?;567.0;15;228.0;?;-22
-645.0;-184;854.0;565.0;16;237.0;681;-32
-635.0;?;863.0;?;29;241.0;685;-43
-630.0;-186;875.0;562.0;?;246.0;682;-33
-627.0;-186;878.0;561.0;?;250.0;684;-24
-624.0;-123;?;561.0;27;?;?;-37
-624.0;?;?;560.0;22;?;681;-29
-630.0;?;888.0;560.0;14;?;676;-16
-630.0;?;879.0;560.0;26;253.0;673;-22
?;78;875.0;?;-15;249.0;693;-8
-643.0;124;866.0;?;-47;242.0;714;-10
-649.0;149;857.0;555.0;6;236.0;687;-25
-658.0;119;846.0;553.0;18;230.0;664;-8
?;171;827.0;551.0;3;223.0;?;?
-676.0;168;812.0;548.0;22;215.0;654;5
-683.0;269;?;546.0;22;208.0;631;26
-693.0;306;780.0;545.0;4;200.0;?;-11
-698.0;172;765.0;543.0;15;?;?;-21
-707.0;192;740.0;542.0;25;?;676;-15
-710.0;219;720.0;540.0;2;181.0;757;-100
-713.0;1190;701.0;539.0;53;176.0;948;-484
-722.0;1869;677.0;538.0;86;170.0;1225;-844
-733.0;853;659.0;538.0;20;165.0;1109;-473
-745.0;?;?;538.0;?;162.0;691;53
?;-82;625.0;538.0;?;161.0;?;?
-758.0;?;?;536.0;?;163.0;?;11
-748.0;596;599.0;534.0;-107;164.0;?;20
-731.0;470;582.0;530.0;?;164.0;716;?
-710.0;?;568.0;526.0;163;164.0;503;192
-696.0;574;556.0;522.0;97;?;623;7
-680.0;504;?;517.0;52;155.0;531;134
-667.0;154;524.0;?;85;148.0;?;156
-654.0;-69;515.0;508.0;53;141.0;683;?
-649.0;-7;502.0;504.0;53;134.0;663;?
-644.0;?;490.0;500.0;29;129.0;646;22
?;24;487.0;?;13;?;?;-7
?;7;483.0;?;?;?;723;-76
?;152;?;?;0;126.0;670;-66
-654.0;357;?;?;78;128.0;560;-4
-657.0;?;492.0;494.0;44;130.0;629;-127
?;744;497.0;494.0;104;134.0;560;-54
-669.0;-366;504.0;494.0;210;138.0;?;273
-675.0;-462;508.0;494.0;42;142.0;?;108
-685.0;?;516.0;494.0;11;146.0;667;-111
?;-216;525.0;494.0;67;?;617;?
?;-44;528.0;?;?;156.0;?;4
-699.0;?;?;?;9;162.0;660;2
-704.0;16;554.0;500.0;?;171.0;665;-20
-707.0;?;569.0;503.0;6;181.0;?;?
-713.0;-46;581.0;507.0;20;?;658;?
-717.0;-16;600.0;512.0;7;?;?;?
-720.0;-17;613.0;518.0;26;217.0;?;?
?;?;?;524.0;19;227.0;655;9
-728.0;-26;644.0;531.0;10;236.0;664;1
-731.0;13;?;538.0;13;243.0;659;?
-733.0;3;660.0;546.0;?;248.0;657;3
-734.0;-17;668.0;555.0;20;251.0;658;-3
-735.0;-16;670.0;563.0;20;254.0;657;-2
-739.0;-25;676.0;572.0;20;?;656;-2
?;-9;?;?;15;256.0;658;6
-741.0;?;684.0;590.0;18;253.0;?;3
-742.0;?;684.0;599.0;?;252.0;?;-1
-741.0;10;?;609.0;11;249.0;?;4
?;5;?;618.0;12;?;660;3
-740.0;4;680.0;625.0;12;243.0;?;3
-739.0;14;683.0;?;18;241.0;652;4
-738.0;?;681.0;640.0;?;?;648;?
-740.0;19;?;645.0;?;238.0;648;6
-735.0;?;676.0;649.0;14;237.0;649;-2
-737.0;3;674.0;653.0;16;236.0;652;-3
-735.0;-33;672.0;655.0;13;236.0;652;0
-736.0;-29;670.0;657.0;12;235.0;655;0
-736.0;?;670.0;658.0;14;234.0;654;?
-739.0;-21;666.0;658.0;?;234.0;659;-3
-740.0;0;667.0;659.0;16;234.0;662;-12
-739.0;?;666.0;?;22;235.0;650;?
-740.0;-3;668.0;660.0;19;236.0;651;4
-741.0;-11;671.0;?;?;237.0;654;-7
-741.0;-19;673.0;660.0;?;239.0;652;?
-743.0;-6;?;660.0;?;242.0;656;?
-742.0;18;683.0;659.0;19;246.0;657;-11
-743.0;-5;681.0;?;16;249.0;?;?
-743.0;-29;683.0;?;18;?;653;-6
-744.0;?;689.0;657.0;22;253.0;649;-8
?;12;689.0;655.0;21;253.0;?;?
-742.0;-39;?;653.0;?;252.0;652;-8
-744.0;?;685.0;651.0;23;251.0;646;2
-745.0;?;?;651.0;?;249.0;650;3
-745.0;-19;676.0;649.0;16;247.0;654;?
-744.0;-14;?;649.0;18;?;650;-1
-744.0;-7;?;?;21;246.0;646;-1
?;-11;681.0;648.0;?;246.0;651;0
-743.0;19;684.0;?;13;248.0;658;2
-743.0;16;?;648.0;13;?;?;?
-744.0;14;689.0;647.0;?;?;657;2
?;17;691.0;647.0;13;252.0;658;2
-744.0;15;695.0;648.0;14;254.0;657;?
-744.0;16;699.0;647.0;?;255.0;?;2
-746.0;16;700.0;648.0;14;257.0;?;2
-746.0;?;704.0;648.0;14;258.0;658;2
?;14;706.0;648.0;13;259.0;658;2
-747.0;20;705.0;?;14;?;?;2
-746.0;-1;708.0;648.0;?;259.0;658;?
-748.0;-29;706.0;648.0;15;260.0;658;0
-746.0;-12;705.0;?;18;259.0;658;-5
?;-4;704.0;?;18;259.0;656;-5
-746.0;-15;707.0;?;18;259.0;?;-5
?;-16;704.0;651.0;18;258.0;656;-8
?;-34;704.0;652.0;21;?;?;0
-742.0;-11;702.0;653.0;21;257.0;646;4
?;25;705.0;654.0;17;257.0;652;-3
-742.0;-9;705.0;655.0;17;257.0;?;2
-745.0;-20;704.0;656.0;18;?;653;?
-744.0;-11;709.0;657.0;16;256.0;656;-1
?;?;708.0;658.0;15;256.0;658;-4
?;-15;709.0;?;15;257.0;658;-4
-743.0;?;?;660.0;?;258.0;658;-4
?;-14;714.0;661.0;15;261.0;658;-4
-745.0;?;711.0;?;15;262.0;658;-4
?;11;?;?;16;263.0;656;-1
-742.0;43;?;?;16;264.0;656;2
-743.0;?;710.0;663.0;?;265.0;656;1
-745.0;?;710.0;663.0;?;?;656;1
-742.0;38;709.0;?;16;265.0;656;?
-743.0;16;707.0;665.0;21;263.0;?;-4
-742.0;-8;?;665.0;21;261.0;650;?
-741.0;?;702.0;?;19;?;651;?
-743.0;-15;697.0;667.0;?;257.0;650;?
-742.0;-15;695.0;667.0;22;254.0;650;-1
?;-14;?;?;?;?;649;-1
?;?;688.0;669.0;18;?;654;-1
-738.0;-28;689.0;670.0;17;252.0;654;5
?;-22;688.0;671.0;19;?;648;15
-739.0;?;684.0;672.0;?;249.0;651;9
-738.0;-16;684.0;674.0;24;248.0;652;-1
?;15;?;674.0;22;247.0;647;3
-737.0;-9;677.0;675.0;?;246.0;653;3
-736.0;-27;677.0;676.0;17;?;655;3
?;-10;672.0;677.0;16;?;?;?
-735.0;-16;668.0;678.0;16;247.0;652;?
-734.0;-15;667.0;679.0;16;?;652;7
-734.0;-13;?;?;16;248.0;652;7
?;-17;?;679.0;?;?;651;7
-730.0;?;653.0;?;16;251.0;653;?
-729.0;-17;?;679.0;16;253.0;?;7
?;-13;642.0;680.0;16;257.0;653;6
-721.0;5;642.0;680.0;17;262.0;?;-4
-721.0;0;637.0;680.0;20;268.0;?;-10
-717.0;-5;633.0;680.0;17;276.0;655;8
?;?;629.0;?;?;285.0;660;?
-710.0;-8;?;680.0;19;296.0;658;?
-707.0;-33;618.0;681.0;17;307.0;658;2
?;?;?;681.0;21;320.0;662;0
?;-3;?;682.0;20;334.0;655;?
-692.0;-29;606.0;683.0;20;351.0;?;-3
-684.0;?;606.0;?;21;368.0;656;?
-674.0;24;601.0;682.0;22;387.0;647;-1
-663.0;12;?;?;21;407.0;650;1
?;-32;?;685.0;18;?;?;5
-627.0;-32;?;687.0;16;451.0;661;-16
?;6;580.0;691.0;21;471.0;659;10
?;?;572.0;695.0;28;490.0;664;-11
-534.0;?;555.0;698.0;39;510.0;647;83
-492.0;-33;543.0;702.0;-12;528.0;686;39
-450.0;-129;524.0;707.0;3;?;622;?
-411.0;-162;506.0;712.0;?;559.0;498;72
-371.0;-1180;486.0;716.0;-244;571.0;763;-241
?;?;466.0;?;-108;583.0;792;-913
?;-4864;441.0;726.0;-407;592.0;1350;-1296
-256.0;-3500;419.0;?;-623;601.0;1910;-1389
-220.0;4036;402.0;734.0;?;608.0;676;-473
-188.0;6258;?;?;721;614.0;117;270
-158.0;3329;365.0;739.0;127;621.0;553;-256
-133.0;2739;348.0;741.0;289;?;465;?
-117.0;1759;337.0;743.0;323;?;?;-451
-100.0;341;322.0;744.0;?;633.0;478;-569
-82.0;649;308.0;743.0;161;?;573;-590
-68.0;1094;296.0;744.0;-38;?;683;-534
-60.0;2010;285.0;747.0;-282;640.0;881;-443
?;2275;273.0;751.0;-659;637.0;1193;-30
-46.0;2756;267.0;754.0;?;635.0;1767;466
-42.0;2989;264.0;757.0;-951;632.0;1988;?
-35.0;990;257.0;760.0;?;629.0;?;?
-32.0;624;?;762.0;?;627.0;?;2927
-25.0;-1607;?;763.0;951;?;?;?
?;-1383;253.0;764.0;?;623.0;-21;131
-9.0;2078;252.0;765.0;-272;621.0;1013;1045
-7.0;539;255.0;765.0;-38;?;944;1479
-7.0;172;259.0;765.0;-1869;619.0;1909;?
-12.0;348;266.0;765.0;-1008;618.0;?;-701
-14.0;-392;267.0;765.0;?;617.0;419;?
-21.0;?;268.0;765.0;-138;615.0;807;-118
-37.0;?;275.0;764.0;57;616.0;648;22
-51.0;-105;284.0;761.0;29;618.0;662;2
-69.0;-48;?;757.0;?;?;704;-78
?;-191;294.0;754.0;?;624.0;?;9
-90.0;?;301.0;752.0;-12;626.0;686;-37
-91.0;-138;301.0;753.0;30;626.0;653;-9
-97.0;-92;295.0;756.0;27;?;?;-30
-95.0;-65;292.0;758.0;28;623.0;655;-14
?;-51;289.0;?;-50;?;731;?
-66.0;-94;282.0;755.0;53;?;618;-5
-42.0;-196;268.0;754.0;-79;635.0;721;-98
-13.0;112;?;755.0;144;637.0;395;?
?;-74;?;755.0;67;639.0;468;-339
?;-1428;232.0;756.0;-111;641.0;735;-583
50.0;-1870;216.0;757.0;366;642.0;242;-557
66.0;-1082;200.0;759.0;-1388;643.0;2151;?
83.0;-825;?;?;-900;?;?;-969
107.0;-662;164.0;758.0;1722;647.0;-636;-659
128.0;-738;148.0;756.0;?;650.0;-267;-723
152.0;?;134.0;756.0;1303;?;?;?
170.0;870;?;756.0;1011;651.0;36;-501
?;2549;112.0;?;70;647.0;847;-528
?;2880;108.0;762.0;-112;644.0;952;-415
196.0;3075;93.0;767.0;-639;638.0;1313;-55
?;3436;87.0;768.0;-1079;638.0;1690;451
196.0;?;81.0;771.0;-1113;634.0;2040;1167
202.0;?;?;774.0;-192;?;?;1791
209.0;2182;57.0;777.0;1309;626.0;2298;2539
221.0;1978;42.0;779.0;837;622.0;?;1625
228.0;1134;29.0;781.0;?;617.0;716;139
238.0;?;13.0;785.0;?;610.0;802;247
248.0;?;-1.0;?;-297;601.0;877;261
254.0;1143;-16.0;796.0;-197;590.0;649;554
?;340;-24.0;?;103;576.0;803;690
252.0;-381;-39.0;810.0;45;562.0;867;179
?;0;-47.0;817.0;?;548.0;725;139
250.0;?;-54.0;?;72;533.0;?;85
250.0;?;-57.0;832.0;54;518.0;689;63
253.0;?;?;838.0;66;504.0;682;101
253.0;-9;-56.0;847.0;?;?;684;68
258.0;-5;-52.0;860.0;64;457.0;670;82
264.0;-7;?;?;65;432.0;?;79
249.0;-6;-35.0;889.0;65;402.0;679;80
228.0;6;-34.0;903.0;67;371.0;676;78
215.0;-67;-40.0;912.0;61;346.0;686;89
214.0;-145;?;?;58;?;686;88
?;-121;-43.0;?;61;315.0;675;70
220.0;-84;-43.0;925.0;51;307.0;675;62
226.0;-68;?;926.0;45;304.0;672;60
?;-53;?;926.0;45;302.0;665;?
224.0;-67;-42.0;926.0;31;300.0;673;50
208.0;?;-43.0;926.0;22;?;670;?
199.0;9;-44.0;927.0;29;?;661;18
195.0;26;-44.0;927.0;?;294.0;?;28
184.0;26;-41.0;?;27;?;?;?
179.0;26;-46.0;?;30;293.0;665;27
172.0;13;-45.0;931.0;22;291.0;672;?
174.0;-45;-49.0;932.0;?;290.0;670;33
181.0;-76;-51.0;933.0;30;289.0;664;34
184.0;-76;-53.0;934.0;?;289.0;666;34
?;-80;-52.0;935.0;?;?;?;?
188.0;-26;?;936.0;25;?;663;26
187.0;-25;-60.0;?;21;294.0;666;29
181.0;-23;-62.0;937.0;19;?;671;32
176.0;21;-67.0;938.0;15;?;668;15
170.0;26;-64.0;?;18;296.0;662;8
157.0;60;?;940.0;?;298.0;670;24
155.0;69;-64.0;?;16;300.0;677;31
154.0;75;?;?;?;301.0;661;?
159.0;80;-64.0;?;?;?;660;14
166.0;26;-68.0;938.0;?;304.0;669;8
168.0;?;-67.0;937.0;19;?;?;2
168.0;44;-65.0;936.0;24;310.0;658;?
172.0;-17;?;935.0;21;?;661;8
176.0;-28;-71.0;?;13;317.0;?;?
181.0;?;-76.0;?;?;?;668;13
?;6;-80.0;929.0;22;?;663;12
197.0;-4;-81.0;927.0;?;328.0;669;13
206.0;-34;-85.0;?;?;332.0;672;?
213.0;-10;-93.0;922.0;14;335.0;669;8
?;6;?;918.0;16;338.0;668;8
?;-8;-105.0;915.0;?;341.0;664;?
?;-7;?;910.0;11;345.0;675;14
249.0;-34;-130.0;?;13;350.0;674;14
261.0;-25;-139.0;898.0;-13;356.0;685;?
274.0;-15;-156.0;890.0;-62;362.0;739;37
294.0;?;?;881.0;-2;369.0;693;30
312.0;?;-185.0;871.0;14;?;648;10
324.0;-138;-203.0;859.0;?;378.0;?;?
?;33;-221.0;847.0;-33;382.0;689;?
339.0;125;-236.0;?;-67;385.0;?;31
341.0;-82;-258.0;816.0;21;385.0;686;?
?;450;-276.0;796.0;-160;385.0;719;113
361.0;?;-299.0;774.0;54;?;954;555
368.0;?;?;749.0;682;386.0;1220;948
?;5207;-337.0;?;145;387.0;1264;538
383.0;2551;-356.0;?;-640;387.0;1131;?
385.0;204;-371.0;681.0;?;385.0;802;-39
386.0;1458;-380.0;658.0;?;?;494;?
378.0;1691;-387.0;637.0;398;?;490;?
367.0;?;-393.0;?;396;366.0;459;473
?;3987;?;594.0;357;358.0;?;?
323.0;3571;?;563.0;?;341.0;261;?
291.0;?;-387.0;?;200;325.0;394;212
250.0;1906;-374.0;498.0;?;?;474;351
199.0;1570;?;469.0;-12;?;600;410
139.0;1492;-345.0;441.0;-105;276.0;?;450
86.0;1472;-335.0;?;?;263.0;628;466
42.0;1669;?;394.0;-178;?;870;205
2.0;1294;-315.0;?;-828;?;1317;-163
?;921;-302.0;?;-884;229.0;1958;?
-63.0;633;-293.0;341.0;-500;218.0;1778;-863
-87.0;116;-279.0;328.0;814;207.0;1825;-1108
?;134;-269.0;317.0;1713;196.0;1907;?
-112.0;-500;-254.0;307.0;-955;?;-452;?
?;-651;?;?;-1237;174.0;-1442;969
-115.0;-226;?;292.0;937;163.0;-1332;857
-121.0;?;-216.0;285.0;53;152.0;-982;590
-133.0;-149;-204.0;279.0;-643;142.0;1025;-625
?;-138;-194.0;274.0;-76;?;905;-155
-164.0;?;-182.0;?;38;126.0;452;171
-175.0;45;?;271.0;?;?;?;-108
-185.0;-46;-167.0;?;27;115.0;?;113
-197.0;-15;-160.0;?;20;112.0;666;?
-203.0;?;-158.0;284.0;6;?;650;12
-210.0;-17;-148.0;294.0;26;110.0;631;49
?;-59;?;305.0;?;106.0;678;29
?;-77;?;?;29;?;631;55
-202.0;-73;-130.0;308.0;21;?;652;34
-201.0;-26;-124.0;302.0;22;?;641;37
?;-20;-122.0;300.0;17;111.0;?;25
?;-108;-121.0;295.0;7;114.0;?;20
-241.0;-50;-117.0;285.0;-25;114.0;521;-40
-247.0;?;-115.0;278.0;?;114.0;379;-101
-246.0;?;-111.0;272.0;64;116.0;414;59
-241.0;?;-114.0;265.0;?;118.0;725;228
-229.0;-607;-112.0;258.0;-890;120.0;1677;?
-222.0;?;-108.0;252.0;?;122.0;2048;?
?;-894;-112.0;242.0;?;122.0;775;23
?;-2596;-110.0;234.0;703;124.0;77;263
-212.0;-1847;-105.0;228.0;345;124.0;475;547
?;?;-105.0;221.0;488;125.0;?;709
-231.0;?;-110.0;221.0;463;?;?;714
-242.0;2601;-108.0;?;?;130.0;836;284
-259.0;3789;-90.0;192.0;-175;115.0;991;96
-280.0;?;-73.0;182.0;-150;105.0;?;31
-291.0;947;-57.0;174.0;?;95.0;?;33
?;?;-42.0;?;-280;85.0;1145;293
?;1749;-27.0;153.0;?;?;1138;152
-301.0;2220;?;141.0;-57;63.0;1006;-61
-294.0;2443;?;128.0;-99;51.0;989;-113
-285.0;?;16.0;114.0;49;?;1084;-310
-272.0;2395;34.0;?;97;27.0;1066;-290
-261.0;3242;50.0;82.0;538;14.0;?;?
-250.0;3504;70.0;?;916;-2.0;1593;-1213
-240.0;2643;92.0;44.0;-368;-18.0;?;285
-230.0;874;111.0;?;?;-34.0;27;28
-231.0;-229;134.0;13.0;?;-48.0;618;?
-240.0;-297;149.0;2.0;-818;-60.0;1120;465
-257.0;-502;164.0;?;?;-72.0;1637;-440
-280.0;-586;183.0;-18.0;361;-84.0;899;-139
-313.0;-419;202.0;-29.0;84;?;675;21
-352.0;-178;223.0;?;?;-116.0;?;-260
-389.0;?;?;?;?;?;?;66
?;-66;274.0;?;-5;-149.0;697;-50
-467.0;-116;293.0;-71.0;7;-165.0;?;-24
?;-61;314.0;-72.0;?;?;647;-4
?;-22;?;-77.0;?;-194.0;?;-24
-574.0;-44;?;-77.0;29;-208.0;653;?
-597.0;-48;?;-82.0;?;?;659;-30
?;2;389.0;-86.0;31;-236.0;648;-1
-630.0;?;401.0;-90.0;24;-248.0;?;-5
?;-59;418.0;?;28;-261.0;?;-21
-656.0;-50;435.0;-96.0;18;?;?;-12
-663.0;-30;444.0;-99.0;7;-279.0;670;-13
-671.0;-32;453.0;-102.0;12;?;664;-5
?;12;459.0;-107.0;?;-291.0;658;3
-675.0;45;463.0;?;21;-295.0;?;-13
-678.0;38;471.0;?;13;-299.0;680;-7
-676.0;44;476.0;-124.0;16;?;670;1
-677.0;67;479.0;-130.0;15;-306.0;?;-6
-679.0;63;483.0;?;5;-310.0;683;-8
-680.0;70;493.0;-142.0;?;-315.0;?;-7
-678.0;72;?;?;13;?;674;2
?;-5;498.0;?;18;-324.0;?;-1
-680.0;-27;504.0;-157.0;?;?;668;5
-680.0;-26;502.0;-159.0;19;-327.0;669;-10
-680.0;13;502.0;?;?;-325.0;?;-1
-678.0;11;495.0;-155.0;16;-323.0;666;?
-675.0;-4;492.0;-153.0;14;-321.0;?;-2
-672.0;?;487.0;-148.0;7;-318.0;664;33
-663.0;-256;479.0;-141.0;-15;?;704;-67
-655.0;-62;470.0;-131.0;-40;?;695;38
-649.0;-794;462.0;-118.0;-51;?;740;?
-639.0;?;449.0;-104.0;-156;?;934;-734
?;-4232;432.0;-89.0;?;?;945;-492
-618.0;?;414.0;-75.0;195;-270.0;677;?
-603.0;-4116;?;-62.0;?;-254.0;473;4
?;-2060;366.0;-52.0;18;-234.0;502;207
-575.0;-966;336.0;?;-103;-211.0;626;-223
-564.0;-737;307.0;-33.0;-76;-186.0;632;-265
?;-1095;?;-24.0;43;-160.0;577;-232
-536.0;-1744;231.0;?;7;?;685;?
-522.0;-1767;195.0;0.0;?;-107.0;710;140
-502.0;-1334;?;13.0;-61;-82.0;673;230
-482.0;-1176;128.0;26.0;-40;-57.0;682;?
-464.0;-1191;96.0;39.0;23;-34.0;670;21
-445.0;-1644;66.0;53.0;?;-13.0;652;-51
?;-2690;?;67.0;102;7.0;799;?
-404.0;-3432;15.0;82.0;?;?;1341;324
-378.0;-3442;?;?;726;38.0;967;440
-349.0;-2023;-32.0;115.0;1373;52.0;-18;1513
-317.0;?;-47.0;?;?;?;?;2383
-279.0;-317;-71.0;156.0;82;?;729;397
-232.0;-420;-84.0;177.0;-192;?;841;?
