InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit LLA magneticY
613.0;?;-324.0;-229.0;530.0;-112.0;186.0;?;49.0
618.0;-155;-328.0;-233.0;?;-100.0;188.0;12.0;40.0
533.0;-155;-339.0;-238.0;?;?;?;4.0;23.0
?;-155;-356.0;-250.0;539.0;-71.0;?;-9.0;-6.0
408.0;-155;-379.0;-258.0;540.0;-62.0;?;-27.0;-41.0
?;?;-403.0;-269.0;541.0;-54.0;225.0;?;?
414.0;?;?;?;?;?;?;-60.0;-121.0
397.0;-155;-436.0;-299.0;541.0;-34.0;244.0;-73.0;-164.0
370.0;-155;-449.0;-304.0;539.0;-21.0;?;-81.0;-201.0
321.0;-155;-460.0;-303.0;534.0;-8.0;238.0;-86.0;-231.0
290.0;?;-470.0;-299.0;527.0;4.0;?;?;-262.0
238.0;-156;-477.0;-296.0;519.0;16.0;222.0;?;-283.0
?;-158;-478.0;-293.0;511.0;27.0;216.0;-78.0;?
231.0;?;-474.0;-290.0;505.0;33.0;213.0;-70.0;-318.0
241.0;-159;-467.0;-289.0;499.0;35.0;212.0;-59.0;?
242.0;-156;-455.0;?;495.0;33.0;211.0;-48.0;-334.0
282.0;-168;?;-297.0;490.0;?;209.0;-37.0;?
412.0;-172;?;-297.0;485.0;10.0;205.0;-22.0;-338.0
400.0;-159;-391.0;?;480.0;-2.0;?;4.0;?
417.0;-155;-349.0;-283.0;473.0;?;?;31.0;-312.0
512.0;-154;-302.0;-270.0;464.0;?;171.0;56.0;-266.0
612.0;-151;-257.0;-246.0;?;?;153.0;82.0;-197.0
631.0;?;-227.0;-222.0;446.0;-46.0;138.0;?;-97.0
?;?;-217.0;-202.0;432.0;-55.0;?;?;13.0
518.0;?;-219.0;-184.0;?;?;115.0;144.0;118.0
462.0;-145;-212.0;-166.0;396.0;-59.0;?;167.0;231.0
383.0;-144;?;-161.0;379.0;-40.0;102.0;192.0;330.0
349.0;-137;-171.0;-163.0;361.0;-13.0;96.0;?;424.0
385.0;-141;-152.0;-161.0;342.0;16.0;81.0;236.0;507.0
399.0;-150;-140.0;?;323.0;?;?;251.0;584.0
429.0;-150;?;?;305.0;61.0;?;?;?
496.0;?;-130.0;?;?;75.0;10.0;276.0;705.0
556.0;-152;?;-71.0;270.0;90.0;-12.0;287.0;744.0
553.0;?;-111.0;-52.0;258.0;108.0;-33.0;299.0;765.0
559.0;-154;-102.0;?;251.0;125.0;-54.0;310.0;?
597.0;?;-96.0;-15.0;246.0;138.0;-73.0;317.0;780.0
632.0;-153;-92.0;4.0;?;143.0;-96.0;317.0;785.0
644.0;?;-86.0;24.0;240.0;?;-125.0;?;785.0
558.0;-153;-79.0;49.0;235.0;136.0;-156.0;310.0;?
609.0;-153;-73.0;77.0;?;128.0;?;315.0;794.0
665.0;?;-57.0;107.0;225.0;128.0;-213.0;?;?
735.0;-152;-39.0;129.0;?;133.0;-239.0;?;773.0
597.0;-153;?;135.0;219.0;138.0;-250.0;334.0;749.0
460.0;-153;?;135.0;215.0;141.0;?;335.0;730.0
?;-152;-39.0;136.0;212.0;?;-261.0;330.0;718.0
?;-156;-46.0;129.0;?;134.0;-259.0;323.0;705.0
458.0;-150;?;119.0;206.0;133.0;-248.0;320.0;?
?;?;-43.0;111.0;202.0;?;-237.0;?;672.0
373.0;-147;-39.0;105.0;199.0;146.0;-227.0;324.0;658.0
?;-141;-37.0;95.0;195.0;155.0;-217.0;327.0;?
?;?;-36.0;81.0;190.0;162.0;-206.0;329.0;631.0
330.0;-75;-36.0;?;186.0;167.0;-199.0;333.0;615.0
334.0;?;-31.0;68.0;182.0;?;?;338.0;604.0
316.0;-25;?;?;176.0;?;-202.0;?;593.0
333.0;-6;-15.0;67.0;?;169.0;-208.0;349.0;589.0
?;21;-2.0;68.0;163.0;165.0;-215.0;?;581.0
405.0;-11;15.0;75.0;155.0;160.0;-224.0;365.0;574.0
449.0;152;35.0;86.0;149.0;158.0;-234.0;383.0;573.0
471.0;69;60.0;?;142.0;?;-249.0;403.0;571.0
517.0;-206;88.0;118.0;137.0;162.0;-265.0;?;567.0
535.0;-164;?;?;?;167.0;-282.0;440.0;?
464.0;-151;118.0;172.0;?;172.0;-307.0;454.0;579.0
524.0;-172;119.0;?;?;172.0;-336.0;461.0;589.0
545.0;-144;127.0;?;102.0;?;?;475.0;597.0
441.0;-155;146.0;?;89.0;?;-375.0;493.0;601.0
371.0;-146;167.0;269.0;77.0;216.0;-383.0;?;602.0
370.0;?;184.0;277.0;65.0;237.0;-387.0;522.0;602.0
?;-135;191.0;281.0;52.0;249.0;-389.0;532.0;604.0
454.0;-128;191.0;282.0;40.0;251.0;-387.0;541.0;604.0
468.0;-132;?;282.0;29.0;251.0;?;548.0;?
480.0;?;198.0;280.0;?;?;-377.0;555.0;608.0
519.0;-131;205.0;279.0;17.0;251.0;-375.0;562.0;606.0
523.0;?;212.0;278.0;?;249.0;?;568.0;607.0
571.0;-131;?;279.0;14.0;245.0;?;571.0;603.0
612.0;?;226.0;282.0;16.0;238.0;-382.0;571.0;600.0
638.0;-130;233.0;284.0;14.0;229.0;-389.0;?;?
623.0;-130;241.0;?;?;224.0;-398.0;569.0;?
618.0;?;?;292.0;15.0;225.0;-407.0;571.0;568.0
684.0;?;256.0;298.0;?;228.0;-416.0;570.0;547.0
546.0;-129;250.0;299.0;26.0;228.0;-423.0;566.0;?
437.0;-130;233.0;301.0;25.0;221.0;-429.0;555.0;504.0
470.0;-132;212.0;302.0;?;?;-432.0;542.0;484.0
458.0;?;193.0;293.0;34.0;205.0;-429.0;531.0;?
384.0;-132;174.0;278.0;43.0;204.0;?;520.0;454.0
348.0;-132;152.0;264.0;50.0;208.0;?;510.0;446.0
?;-122;129.0;249.0;58.0;215.0;-388.0;?;438.0
427.0;-88;?;234.0;62.0;224.0;-374.0;491.0;427.0
451.0;?;97.0;221.0;?;239.0;-361.0;484.0;416.0
?;-33;95.0;211.0;?;262.0;?;481.0;?
427.0;-20;92.0;201.0;73.0;284.0;-342.0;479.0;?
499.0;?;?;?;74.0;296.0;-337.0;475.0;375.0
490.0;-15;70.0;188.0;73.0;?;-337.0;?;361.0
477.0;-8;55.0;?;70.0;287.0;?;458.0;?
516.0;-57;40.0;188.0;68.0;?;-341.0;455.0;330.0
588.0;-128;?;191.0;62.0;276.0;-344.0;455.0;?
601.0;-143;26.0;?;?;?;-348.0;454.0;301.0
644.0;-145;?;?;?;?;-344.0;?;?
691.0;-148;3.0;225.0;53.0;?;-353.0;?;286.0
663.0;-150;-21.0;243.0;48.0;296.0;-369.0;462.0;284.0
661.0;-152;-50.0;?;?;?;-383.0;454.0;289.0
705.0;-153;?;279.0;41.0;274.0;-392.0;452.0;315.0
692.0;?;?;286.0;42.0;?;?;453.0;345.0
710.0;-154;-110.0;286.0;45.0;278.0;-388.0;452.0;394.0
726.0;?;-129.0;?;47.0;283.0;-380.0;?;446.0
?;?;?;274.0;49.0;284.0;-370.0;434.0;499.0
638.0;-150;?;267.0;?;280.0;-360.0;422.0;553.0
800.0;-154;-209.0;263.0;?;271.0;-350.0;406.0;600.0
921.0;-156;?;261.0;59.0;?;-342.0;392.0;641.0
947.0;-156;-238.0;258.0;65.0;264.0;-335.0;?;?
916.0;-156;-260.0;254.0;69.0;269.0;-333.0;368.0;685.0
?;-156;-284.0;250.0;?;271.0;-331.0;357.0;693.0
800.0;-156;-325.0;245.0;86.0;272.0;-329.0;343.0;688.0
787.0;-156;?;239.0;93.0;?;-328.0;298.0;663.0
812.0;-156;-405.0;234.0;100.0;249.0;-327.0;247.0;629.0
958.0;-156;-413.0;232.0;117.0;228.0;-327.0;?;588.0
800.0;-156;-416.0;227.0;133.0;?;-327.0;180.0;?
722.0;-156;-424.0;219.0;?;251.0;-329.0;169.0;461.0
?;-157;-441.0;207.0;165.0;?;-327.0;163.0;402.0
265.0;-156;-474.0;197.0;183.0;282.0;-328.0;167.0;370.0
937.0;-156;-514.0;181.0;199.0;300.0;-326.0;169.0;355.0
1196.0;-156;-531.0;160.0;?;?;-318.0;185.0;352.0
900.0;-156;-536.0;142.0;224.0;365.0;-308.0;221.0;?
969.0;-156;-544.0;?;226.0;367.0;-295.0;243.0;342.0
814.0;-156;-559.0;112.0;221.0;363.0;-284.0;?;324.0
724.0;-156;-573.0;109.0;213.0;365.0;-284.0;263.0;302.0
?;-156;-592.0;?;?;366.0;-291.0;?;280.0
?;-156;-610.0;126.0;203.0;365.0;-296.0;242.0;268.0
684.0;-156;-626.0;136.0;200.0;360.0;-307.0;232.0;270.0
730.0;?;-638.0;?;200.0;356.0;-311.0;223.0;286.0
700.0;-155;-648.0;?;?;354.0;?;?;312.0
698.0;-157;-656.0;143.0;?;353.0;-296.0;206.0;353.0
670.0;?;-662.0;?;203.0;?;?;197.0;?
684.0;?;-668.0;139.0;205.0;353.0;?;189.0;454.0
655.0;-164;-677.0;137.0;?;351.0;-252.0;177.0;500.0
734.0;-151;-684.0;136.0;210.0;346.0;-243.0;?;535.0
809.0;-167;-687.0;134.0;?;336.0;-236.0;?;567.0
888.0;-155;-687.0;?;218.0;?;-230.0;?;?
952.0;-153;-685.0;130.0;224.0;317.0;?;?;606.0
925.0;-208;?;124.0;229.0;311.0;?;125.0;612.0
867.0;?;-681.0;115.0;233.0;307.0;-211.0;122.0;?
831.0;219;-675.0;105.0;234.0;298.0;-205.0;121.0;601.0
860.0;145;?;100.0;234.0;288.0;-200.0;127.0;577.0
847.0;?;?;95.0;241.0;279.0;-197.0;135.0;543.0
?;?;?;?;249.0;269.0;-196.0;145.0;512.0
713.0;?;-618.0;81.0;255.0;257.0;-192.0;159.0;486.0
844.0;230;-609.0;67.0;258.0;242.0;-184.0;176.0;461.0
897.0;51;-608.0;53.0;260.0;?;-174.0;191.0;443.0
998.0;-211;-620.0;45.0;262.0;196.0;?;187.0;429.0
1081.0;-175;-622.0;39.0;268.0;?;-160.0;?;420.0
?;-165;-624.0;30.0;276.0;143.0;-155.0;154.0;419.0
950.0;-182;?;?;285.0;117.0;-149.0;136.0;422.0
?;-154;-626.0;3.0;?;96.0;-141.0;?;425.0
?;-162;-631.0;-3.0;297.0;78.0;-133.0;117.0;424.0
1049.0;-159;?;-4.0;300.0;65.0;-131.0;?;423.0
1058.0;-171;-615.0;-4.0;?;62.0;-140.0;111.0;416.0
867.0;-178;-615.0;0.0;?;64.0;-152.0;95.0;408.0
944.0;-177;-607.0;6.0;301.0;?;-163.0;85.0;398.0
?;-178;-596.0;13.0;?;?;?;82.0;?
995.0;?;-585.0;18.0;295.0;52.0;-169.0;79.0;384.0
1019.0;-176;-576.0;21.0;294.0;52.0;?;73.0;388.0
?;?;-566.0;24.0;?;49.0;?;68.0;396.0
1060.0;?;?;25.0;295.0;45.0;?;64.0;411.0
?;-176;-547.0;?;?;44.0;-150.0;60.0;434.0
1025.0;-175;?;17.0;302.0;50.0;-142.0;58.0;455.0
916.0;?;-531.0;?;306.0;57.0;-133.0;57.0;469.0
?;-175;-529.0;?;?;?;-127.0;55.0;485.0
906.0;-174;-526.0;-1.0;313.0;?;-124.0;48.0;490.0
934.0;-174;-521.0;1.0;316.0;23.0;-123.0;41.0;?
?;-173;?;7.0;318.0;?;-128.0;32.0;?
983.0;-173;-511.0;13.0;319.0;?;-134.0;22.0;516.0
1000.0;-173;-500.0;17.0;321.0;-4.0;?;16.0;530.0
934.0;-173;-486.0;21.0;?;-2.0;?;13.0;546.0
1023.0;-174;-472.0;?;320.0;-1.0;-135.0;13.0;567.0
1083.0;-175;-456.0;26.0;320.0;-4.0;-131.0;12.0;581.0
962.0;-175;-434.0;27.0;?;-6.0;-125.0;?;?
963.0;-175;?;28.0;?;-6.0;-120.0;?;604.0
967.0;-175;-402.0;28.0;328.0;-10.0;-116.0;16.0;607.0
986.0;-176;?;26.0;332.0;-18.0;?;?;605.0
930.0;-176;?;24.0;337.0;-24.0;-110.0;14.0;607.0
?;-176;-364.0;20.0;342.0;-31.0;-108.0;11.0;603.0
?;-176;-353.0;16.0;345.0;-38.0;?;8.0;593.0
986.0;?;?;13.0;347.0;?;-108.0;6.0;579.0
1086.0;-176;-319.0;10.0;348.0;?;-108.0;6.0;?
?;?;-302.0;6.0;350.0;-64.0;-107.0;12.0;?
936.0;-177;-287.0;?;351.0;-69.0;-107.0;13.0;527.0
926.0;-177;-275.0;0.0;?;-78.0;-109.0;14.0;505.0
899.0;-176;-260.0;?;355.0;-90.0;-109.0;15.0;477.0
990.0;-179;-242.0;?;?;-95.0;-108.0;22.0;447.0
?;-175;-228.0;?;355.0;-99.0;-105.0;28.0;422.0
1016.0;-178;-214.0;-16.0;353.0;-100.0;-102.0;30.0;?
?;?;-198.0;?;351.0;?;-102.0;31.0;385.0
?;-167;-198.0;-15.0;350.0;-99.0;?;40.0;372.0
838.0;?;?;-15.0;348.0;-98.0;-99.0;46.0;365.0
1055.0;-153;-193.0;-17.0;343.0;-94.0;-93.0;61.0;361.0
?;-202;?;-15.0;339.0;-83.0;?;75.0;361.0
902.0;?;?;?;333.0;-80.0;-88.0;79.0;?
1029.0;138;-200.0;-4.0;326.0;?;-91.0;75.0;373.0
981.0;?;?;6.0;320.0;-84.0;-94.0;81.0;386.0
991.0;?;-186.0;?;314.0;-80.0;-100.0;86.0;404.0
968.0;?;-183.0;?;309.0;-79.0;-104.0;89.0;?
973.0;-209;-180.0;25.0;303.0;-81.0;?;93.0;445.0
981.0;-177;?;?;298.0;-82.0;-107.0;98.0;472.0
833.0;-162;-163.0;35.0;292.0;-76.0;-111.0;101.0;498.0
966.0;-190;-154.0;42.0;286.0;-70.0;-116.0;108.0;?
985.0;?;-149.0;?;282.0;-64.0;?;?;535.0
1044.0;?;-145.0;58.0;279.0;-57.0;-128.0;127.0;545.0
?;-173;-142.0;63.0;276.0;-50.0;-136.0;136.0;553.0
1017.0;-175;-141.0;67.0;?;-38.0;-142.0;148.0;555.0
871.0;-176;-138.0;71.0;275.0;-24.0;-148.0;158.0;550.0
366.0;-174;-114.0;72.0;273.0;-3.0;-154.0;161.0;545.0
863.0;-176;-113.0;73.0;269.0;?;-157.0;183.0;?
725.0;?;-102.0;76.0;266.0;97.0;-160.0;197.0;?
915.0;-175;-83.0;?;265.0;?;?;196.0;512.0
?;?;?;72.0;265.0;201.0;-164.0;219.0;494.0
1007.0;?;?;68.0;268.0;258.0;-160.0;237.0;476.0
1013.0;-175;-83.0;?;276.0;307.0;-159.0;?;457.0
718.0;-175;?;48.0;283.0;351.0;-159.0;?;438.0
698.0;-175;-98.0;42.0;288.0;390.0;-154.0;270.0;417.0
548.0;-175;-110.0;40.0;293.0;419.0;-150.0;?;?
740.0;-175;-117.0;40.0;299.0;445.0;-149.0;?;395.0
575.0;?;-119.0;38.0;?;469.0;-146.0;265.0;?
525.0;-175;-123.0;29.0;320.0;490.0;-139.0;263.0;400.0
1096.0;?;-112.0;19.0;333.0;505.0;-124.0;266.0;412.0
501.0;-175;-109.0;?;347.0;520.0;-108.0;289.0;?
528.0;-175;-104.0;-7.0;357.0;523.0;-95.0;293.0;444.0
517.0;-175;-99.0;-19.0;?;533.0;-82.0;294.0;460.0
620.0;-175;-92.0;-26.0;372.0;?;-73.0;294.0;473.0
523.0;-175;-87.0;-30.0;378.0;539.0;-66.0;295.0;491.0
?;-175;-84.0;-33.0;385.0;539.0;-63.0;?;513.0
460.0;-175;?;-37.0;391.0;538.0;-58.0;285.0;?
450.0;?;-83.0;-42.0;397.0;?;-48.0;282.0;550.0
?;?;-81.0;-49.0;406.0;?;-35.0;275.0;570.0
407.0;-175;-79.0;?;?;537.0;-22.0;268.0;?
?;-175;-83.0;-70.0;418.0;549.0;-9.0;?;597.0
199.0;?;-87.0;-80.0;425.0;562.0;3.0;265.0;601.0
484.0;?;?;-91.0;?;565.0;13.0;274.0;592.0
?;?;-94.0;-103.0;440.0;571.0;24.0;294.0;574.0
425.0;-176;-99.0;-115.0;?;551.0;?;?;554.0
521.0;-176;-100.0;-129.0;459.0;514.0;48.0;324.0;526.0
491.0;-176;?;-146.0;472.0;488.0;?;?;498.0
?;?;-86.0;-163.0;487.0;471.0;76.0;348.0;463.0
?;-178;?;-182.0;498.0;438.0;?;?;422.0
669.0;-178;?;-202.0;506.0;397.0;107.0;328.0;374.0
668.0;-178;-72.0;?;?;347.0;123.0;323.0;331.0
?;?;-77.0;-241.0;510.0;304.0;139.0;311.0;287.0
894.0;-177;-70.0;-255.0;?;?;151.0;296.0;226.0
961.0;-177;-70.0;-262.0;505.0;?;155.0;293.0;164.0
1113.0;?;?;?;499.0;?;149.0;296.0;89.0
?;-177;-56.0;-250.0;494.0;268.0;133.0;?;23.0
1152.0;-177;?;-231.0;482.0;274.0;112.0;313.0;-27.0
1161.0;-177;?;-215.0;469.0;274.0;?;319.0;?
1056.0;-177;-8.0;?;464.0;260.0;91.0;327.0;?
1022.0;-176;6.0;-213.0;451.0;239.0;99.0;?;-69.0
976.0;-176;?;-224.0;438.0;222.0;?;336.0;?
?;-176;35.0;-238.0;430.0;215.0;137.0;334.0;-58.0
?;-176;37.0;-251.0;425.0;212.0;158.0;332.0;-37.0
862.0;-175;?;?;423.0;210.0;179.0;328.0;?
888.0;-175;31.0;-261.0;421.0;204.0;203.0;323.0;28.0
704.0;-175;?;-263.0;?;205.0;226.0;318.0;66.0
781.0;-175;22.0;?;415.0;206.0;248.0;309.0;99.0
715.0;-175;14.0;-256.0;410.0;203.0;268.0;?;137.0
659.0;-175;?;-246.0;?;204.0;274.0;292.0;180.0
609.0;-175;-6.0;?;400.0;?;269.0;287.0;219.0
561.0;-175;-12.0;-225.0;398.0;211.0;263.0;291.0;?
680.0;?;-31.0;-213.0;?;215.0;257.0;?;305.0
527.0;-175;?;-201.0;398.0;225.0;?;301.0;350.0
166.0;-175;-25.0;-192.0;403.0;263.0;252.0;315.0;394.0
?;?;?;-189.0;409.0;287.0;256.0;327.0;441.0
?;?;-44.0;-190.0;418.0;297.0;263.0;?;470.0
160.0;-172;-53.0;-194.0;?;311.0;272.0;335.0;?
369.0;?;-60.0;?;?;309.0;280.0;320.0;?
?;-174;?;-207.0;457.0;280.0;?;281.0;469.0
?;-173;-113.0;-216.0;471.0;233.0;283.0;229.0;444.0
617.0;?;?;-227.0;486.0;179.0;?;178.0;?
410.0;-153;-219.0;-242.0;500.0;?;282.0;127.0;382.0
677.0;-216;-277.0;-261.0;?;89.0;284.0;?;?
710.0;-112;-323.0;?;526.0;?;287.0;28.0;277.0
544.0;186;?;?;539.0;?;294.0;?;205.0
540.0;193;-412.0;-315.0;551.0;31.0;303.0;-59.0;142.0
532.0;150;-456.0;-330.0;561.0;?;312.0;-103.0;88.0
437.0;158;-497.0;-342.0;571.0;-5.0;320.0;-141.0;31.0
?;134;-533.0;-350.0;579.0;?;331.0;-173.0;?
370.0;?;-559.0;-361.0;587.0;?;345.0;-195.0;-60.0
350.0;104;-574.0;-370.0;593.0;-52.0;359.0;-209.0;-93.0
?;99;-585.0;-377.0;597.0;-63.0;374.0;-217.0;-115.0
302.0;?;-594.0;-383.0;600.0;-72.0;386.0;?;-131.0
259.0;97;-600.0;?;?;-81.0;398.0;-225.0;-147.0
240.0;99;-600.0;?;605.0;-96.0;410.0;-232.0;-157.0
280.0;100;-594.0;-419.0;?;-117.0;421.0;-238.0;-168.0
?;?;-590.0;-438.0;623.0;?;435.0;-248.0;?
?;117;-594.0;?;632.0;-172.0;454.0;?;-158.0
484.0;132;-607.0;-470.0;638.0;-203.0;478.0;-303.0;-127.0
?;131;?;-488.0;642.0;?;503.0;-328.0;-79.0
?;163;?;-505.0;646.0;-250.0;531.0;?;-25.0
535.0;152;-694.0;?;?;-256.0;560.0;-360.0;?
?;?;-717.0;?;653.0;-250.0;590.0;?;87.0
427.0;?;-738.0;-566.0;655.0;-238.0;619.0;-400.0;?
413.0;-56;-760.0;-583.0;?;-227.0;647.0;-419.0;185.0
392.0;-224;-776.0;-598.0;653.0;-216.0;?;-437.0;215.0
385.0;-151;-793.0;-607.0;?;-210.0;690.0;-455.0;229.0
384.0;-168;-808.0;-613.0;?;-209.0;707.0;-470.0;232.0
413.0;-167;-820.0;-615.0;652.0;?;718.0;-485.0;220.0
464.0;-165;-830.0;-613.0;651.0;-214.0;720.0;-497.0;191.0
?;-186;-836.0;-608.0;?;-218.0;716.0;-508.0;161.0
519.0;-164;?;-602.0;649.0;-221.0;707.0;?;131.0
559.0;-190;-847.0;-597.0;?;-225.0;697.0;-528.0;96.0
546.0;-172;-852.0;-594.0;644.0;-229.0;688.0;-537.0;58.0
562.0;-174;?;-592.0;642.0;-233.0;681.0;-546.0;16.0
601.0;-221;-858.0;-591.0;?;-238.0;675.0;-552.0;?
636.0;37;-859.0;?;640.0;-244.0;662.0;-556.0;?
?;?;?;-579.0;640.0;-250.0;643.0;-560.0;-32.0
657.0;159;?;-572.0;644.0;-255.0;623.0;-561.0;-30.0
672.0;183;?;?;650.0;-262.0;?;-553.0;?
640.0;183;-849.0;?;?;-270.0;600.0;-540.0;-21.0
591.0;171;?;-561.0;652.0;?;601.0;-533.0;-20.0
?;188;-833.0;-547.0;?;-291.0;605.0;-537.0;-20.0
391.0;171;-833.0;-537.0;?;?;614.0;-539.0;-14.0
383.0;186;?;-538.0;?;-300.0;622.0;-541.0;-1.0
374.0;177;-840.0;-545.0;649.0;-306.0;?;-541.0;11.0
?;173;-841.0;?;653.0;-310.0;649.0;-540.0;26.0
339.0;211;-839.0;-566.0;656.0;-313.0;667.0;?;38.0
?;5;-837.0;-567.0;658.0;-313.0;680.0;-532.0;?
329.0;?;?;-564.0;660.0;-311.0;679.0;-527.0;32.0
?;-98;?;-565.0;660.0;-309.0;663.0;-519.0;9.0
295.0;174;?;?;?;-308.0;638.0;-510.0;-23.0
286.0;137;-815.0;?;661.0;-309.0;621.0;-500.0;-59.0
312.0;71;-808.0;?;?;-314.0;608.0;-491.0;-98.0
?;91;-800.0;-565.0;662.0;?;592.0;-482.0;-136.0
?;84;?;-558.0;662.0;-334.0;574.0;-472.0;-170.0
411.0;?;-783.0;-551.0;662.0;?;?;?;?
448.0;114;-771.0;-544.0;660.0;-362.0;556.0;?;-230.0
457.0;122;-753.0;-541.0;?;-371.0;557.0;-426.0;-254.0
482.0;160;-728.0;-542.0;656.0;?;561.0;?;?
?;141;?;-545.0;?;-379.0;?;?;?
?;201;-683.0;-542.0;650.0;?;568.0;?;-318.0
?;133;?;?;646.0;-374.0;569.0;-360.0;-338.0
?;-173;-668.0;?;642.0;-363.0;564.0;-342.0;-355.0
?;-199;-658.0;-517.0;?;-345.0;?;-319.0;-366.0
?;-126;-639.0;-514.0;625.0;-318.0;538.0;?;-365.0
284.0;-230;-616.0;-520.0;617.0;-289.0;532.0;-275.0;-356.0
312.0;-63;-597.0;-530.0;612.0;?;534.0;-260.0;-345.0
376.0;199;-585.0;-541.0;607.0;-248.0;?;-251.0;-329.0
461.0;180;-579.0;-550.0;604.0;?;549.0;-244.0;-302.0
516.0;?;-576.0;-557.0;?;-236.0;562.0;-236.0;-271.0
512.0;184;-572.0;-562.0;599.0;-231.0;578.0;?;-238.0
523.0;?;-566.0;?;598.0;-227.0;594.0;?;?
553.0;178;-561.0;-560.0;598.0;-224.0;605.0;-213.0;-162.0
573.0;172;-555.0;-558.0;?;-224.0;609.0;-207.0;-121.0
587.0;173;-547.0;?;?;-227.0;605.0;-203.0;-88.0
?;175;?;?;597.0;?;598.0;-202.0;-66.0
600.0;?;-528.0;-537.0;?;-244.0;?;?;-56.0
643.0;?;-521.0;-523.0;605.0;?;574.0;-196.0;-61.0
727.0;173;-517.0;?;?;-263.0;556.0;-193.0;?
?;174;?;-479.0;596.0;-263.0;535.0;?;?
471.0;173;-527.0;-465.0;?;-255.0;509.0;-193.0;-136.0
497.0;173;-539.0;?;?;-246.0;469.0;-199.0;-152.0
?;174;-551.0;-443.0;596.0;-231.0;435.0;-203.0;-169.0
456.0;174;-560.0;?;?;-209.0;415.0;-205.0;-205.0
?;175;?;-429.0;?;?;402.0;-206.0;?
?;175;-574.0;-423.0;595.0;-156.0;391.0;-209.0;-298.0
354.0;173;?;-420.0;592.0;-133.0;380.0;?;?
347.0;161;-588.0;-419.0;590.0;-114.0;372.0;-213.0;-382.0
?;102;-592.0;-418.0;587.0;-101.0;365.0;-213.0;-416.0
334.0;50;-591.0;-416.0;584.0;-92.0;359.0;-212.0;-439.0
?;58;-586.0;-412.0;581.0;-90.0;353.0;-210.0;-454.0
?;73;-577.0;?;579.0;-92.0;352.0;-206.0;-465.0
341.0;84;?;-408.0;577.0;-101.0;353.0;?;?
?;105;?;-411.0;?;?;357.0;?;-478.0
419.0;112;-527.0;-414.0;574.0;?;359.0;-182.0;-481.0
449.0;155;-502.0;-416.0;573.0;-148.0;360.0;?;-483.0
503.0;146;-474.0;?;572.0;-165.0;360.0;-149.0;-474.0
558.0;176;-448.0;?;571.0;-184.0;360.0;-134.0;-464.0
527.0;201;-431.0;-411.0;567.0;-193.0;358.0;?;-432.0
?;-72;-419.0;-399.0;560.0;-192.0;350.0;-92.0;-387.0
529.0;-221;?;?;552.0;-184.0;333.0;?;?
?;-149;-402.0;?;542.0;-164.0;316.0;-51.0;-244.0
?;-184;?;-353.0;?;-132.0;303.0;-26.0;-160.0
?;-167;?;-342.0;525.0;?;296.0;-8.0;?
402.0;-159;-363.0;-334.0;?;-68.0;?;5.0;11.0
383.0;?;?;-328.0;507.0;-47.0;288.0;11.0;78.0
?;-150;-358.0;-323.0;496.0;?;283.0;14.0;141.0
477.0;-213;-356.0;-316.0;487.0;-29.0;278.0;?;198.0
?;-130;-352.0;-306.0;481.0;-25.0;?;19.0;244.0
539.0;?;-347.0;-300.0;478.0;-22.0;268.0;23.0;279.0
?;?;-342.0;-297.0;?;?;?;29.0;?
625.0;?;?;?;?;-7.0;256.0;34.0;315.0
581.0;?;-309.0;-285.0;483.0;8.0;251.0;36.0;?
580.0;173;-292.0;-280.0;?;22.0;249.0;33.0;?
610.0;181;-286.0;-276.0;?;31.0;?;31.0;283.0
637.0;179;-289.0;-272.0;497.0;34.0;?;30.0;?
697.0;181;-296.0;-267.0;?;?;237.0;24.0;207.0
751.0;174;-310.0;-262.0;501.0;37.0;?;14.0;162.0
704.0;190;-329.0;-256.0;498.0;?;198.0;8.0;111.0
708.0;166;-350.0;-244.0;492.0;65.0;169.0;-1.0;?
749.0;190;-373.0;-228.0;488.0;84.0;131.0;-9.0;?
731.0;?;?;-219.0;490.0;105.0;105.0;-14.0;?
808.0;-100;-414.0;?;495.0;133.0;105.0;-18.0;108.0
780.0;-233;-434.0;-240.0;499.0;?;128.0;?;80.0
?;-133;-452.0;?;502.0;198.0;?;-38.0;29.0
705.0;-218;?;?;?;229.0;199.0;-49.0;?
?;-148;-478.0;-284.0;504.0;261.0;225.0;-57.0;-41.0
439.0;155;-487.0;-293.0;505.0;290.0;237.0;-62.0;?
?;196;-489.0;-298.0;504.0;?;?;-71.0;-42.0
292.0;137;-487.0;-299.0;503.0;?;245.0;?;-40.0
?;140;?;-300.0;502.0;349.0;249.0;-81.0;?
?;109;-469.0;-302.0;501.0;361.0;252.0;-78.0;-44.0
275.0;106;-456.0;-303.0;501.0;378.0;251.0;-70.0;-44.0
424.0;116;-442.0;-302.0;498.0;397.0;248.0;-54.0;-45.0
?;136;-431.0;-299.0;495.0;?;?;?;-46.0
517.0;?;-420.0;?;?;453.0;234.0;-18.0;?
