InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
86;697;1092.0;540.0;620;?;-914.0;555.0
85;437;1031.0;609.0;-448;2074;-957.0;212.0
84;?;1015.0;615.0;-1292;2505;-1081.0;?
?;765;?;541.0;-878;2488;?;163.0
80;1707;1230.0;455.0;-1229;382;-1116.0;48.0
79;1666;?;?;-2073;?;-1157.0;141.0
79;922;1120.0;?;-1365;-1141;-1173.0;204.0
67;643;1047.0;385.0;-272;-299;-1155.0;?
48;744;?;458.0;40;-512;?;?
44;813;1191.0;482.0;?;-367;?;75.0
?;826;1152.0;372.0;217;-388;-1047.0;36.0
27;817;?;296.0;323;-305;?;41.0
25;848;1032.0;244.0;?;?;?;56.0
24;?;?;?;463;?;-950.0;74.0
20;768;?;170.0;161;-21;-986.0;180.0
20;774;1043.0;154.0;-199;32;-1159.0;306.0
?;819;1061.0;133.0;?;50;-1131.0;273.0
26;878;1068.0;200.0;-286;?;-990.0;290.0
?;?;?;179.0;-242;?;-850.0;244.0
?;855;?;208.0;-234;?;-889.0;114.0
39;870;988.0;217.0;-201;34;-982.0;-121.0
46;798;?;?;-117;58;-982.0;-177.0
?;799;921.0;?;?;168;-943.0;-135.0
77;810;970.0;125.0;?;205;?;?
94;828;960.0;72.0;-132;217;-877.0;9.0
115;787;1031.0;120.0;-155;202;-887.0;?
125;?;1151.0;274.0;-134;238;-921.0;127.0
129;855;1174.0;?;-272;91;-952.0;106.0
135;?;1215.0;178.0;?;-258;-944.0;110.0
134;785;1255.0;?;?;-653;-899.0;125.0
?;?;?;313.0;-3300;?;-852.0;147.0
130;814;?;397.0;-5861;-1936;?;?
127;1103;1014.0;518.0;-6359;-2035;-844.0;253.0
126;925;1041.0;447.0;?;-1966;-826.0;244.0
126;1423;?;449.0;-6958;?;-843.0;259.0
125;2141;?;404.0;?;392;-893.0;252.0
?;1184;1095.0;?;?;1773;-968.0;264.0
?;?;?;361.0;1614;2122;?;288.0
125;?;1049.0;396.0;1851;?;-1086.0;245.0
124;971;?;374.0;?;?;-1117.0;187.0
124;971;950.0;348.0;?;832;-1169.0;335.0
124;941;937.0;387.0;4984;?;-1220.0;?
124;967;964.0;406.0;?;-50;-1298.0;604.0
124;?;?;304.0;6018;88;-959.0;263.0
124;1055;936.0;239.0;?;-759;-938.0;181.0
124;1779;985.0;424.0;?;-1191;-969.0;191.0
124;-282;1108.0;488.0;4987;?;-1004.0;157.0
124;-2723;1213.0;389.0;3338;-1250;-1021.0;176.0
125;935;?;497.0;-1505;252;-1005.0;?
125;1139;1598.0;?;-3935;-865;-953.0;?
128;-114;?;505.0;-3672;-3464;?;161.0
124;2122;?;487.0;-4294;-2387;?;205.0
129;?;764.0;387.0;-2693;?;-866.0;?
137;745;869.0;302.0;-588;56;-879.0;334.0
137;981;1004.0;228.0;-374;253;?;331.0
167;822;1023.0;195.0;-483;123;?;292.0
134;909;955.0;?;?;161;-923.0;?
180;762;?;174.0;-174;-76;-1036.0;252.0
167;?;?;204.0;-260;-83;-1129.0;156.0
-130;803;983.0;129.0;?;-71;?;121.0
-178;780;933.0;140.0;-538;?;-1451.0;212.0
-54;767;894.0;187.0;-550;-109;-1373.0;128.0
?;758;870.0;219.0;-371;?;-949.0;-72.0
-18;726;891.0;194.0;-355;26;-641.0;-147.0
-16;731;951.0;181.0;-340;-32;?;-162.0
-12;754;1076.0;209.0;-323;-27;-875.0;-131.0
-3;?;1213.0;?;?;?;-895.0;56.0
-2;831;?;225.0;-1299;-451;?;189.0
8;?;1593.0;?;-2989;-727;-842.0;253.0
12;731;1528.0;?;-5008;-1210;?;?
15;872;1108.0;441.0;-6667;-587;-873.0;?
16;?;1146.0;644.0;-7911;1792;-822.0;203.0
16;1943;1254.0;652.0;-4505;1957;-784.0;247.0
17;2027;1220.0;507.0;-171;543;-767.0;294.0
16;899;1127.0;391.0;913;17;-778.0;322.0
16;805;1025.0;491.0;?;-142;-825.0;378.0
17;914;999.0;463.0;2796;99;-954.0;432.0
16;729;982.0;356.0;4102;233;-1085.0;347.0
?;811;970.0;311.0;5367;178;-1224.0;261.0
17;658;960.0;?;5756;57;-1426.0;281.0
17;885;?;477.0;?;-407;?;?
18;?;942.0;428.0;5993;-411;-988.0;-22.0
18;1344;948.0;408.0;5991;?;-1011.0;?
18;1362;998.0;398.0;6628;-576;-1132.0;?
21;-273;?;399.0;4497;455;-1078.0;-42.0
17;-2548;1184.0;383.0;?;641;-986.0;13.0
?;?;1221.0;369.0;2695;?;-932.0;98.0
22;2358;1543.0;356.0;-3566;-310;-897.0;144.0
21;1754;1371.0;409.0;?;-3243;-887.0;?
31;918;973.0;?;-2622;-1432;-882.0;?
4;1121;1083.0;389.0;-1769;471;-881.0;247.0
91;849;1215.0;283.0;-270;17;-894.0;287.0
154;779;1168.0;207.0;-92;325;-888.0;276.0
172;?;987.0;309.0;?;?;-869.0;270.0
192;?;883.0;323.0;-89;-82;?;278.0
-80;?;860.0;311.0;-76;43;-1043.0;?
-207;?;882.0;306.0;-55;?;-1108.0;207.0
-115;797;924.0;266.0;-37;-41;-1127.0;209.0
-108;808;949.0;?;-44;-39;?;244.0
-59;803;920.0;195.0;-137;12;?;24.0
-43;798;?;?;-108;?;-862.0;-111.0
-8;807;912.0;233.0;?;60;-896.0;-109.0
48;768;936.0;313.0;?;?;-1062.0;-195.0
?;833;1067.0;229.0;-174;?;-1009.0;-123.0
49;759;1225.0;243.0;-430;-38;-870.0;89.0
63;?;1354.0;276.0;-695;?;-779.0;229.0
72;849;1413.0;373.0;-1565;?;-756.0;267.0
74;720;1453.0;415.0;-3532;-704;-775.0;?
75;?;1354.0;384.0;-5046;-1147;?;?
78;504;1182.0;?;-7082;-249;-826.0;291.0
79;976;?;?;?;1098;?;306.0
78;1865;1350.0;432.0;-5295;?;-804.0;308.0
77;125;?;407.0;-3741;1454;?;321.0
77;74;?;457.0;?;?;-829.0;?
77;1041;1007.0;?;1976;-132;-967.0;434.0
77;683;1106.0;?;2390;111;?;380.0
77;693;1033.0;467.0;4294;?;?;248.0
78;545;1044.0;412.0;4556;?;-1283.0;326.0
78;?;912.0;?;4670;360;-1338.0;313.0
78;639;873.0;399.0;?;533;-1242.0;121.0
78;?;780.0;390.0;4492;278;-1037.0;-8.0
78;1281;787.0;407.0;4561;-689;-1142.0;66.0
78;955;?;441.0;3896;-447;-1188.0;?
?;884;731.0;459.0;?;-210;-1091.0;175.0
79;?;666.0;445.0;4321;-627;-967.0;205.0
?;-434;663.0;413.0;1445;1561;-925.0;317.0
82;-689;671.0;423.0;-1702;2508;-966.0;365.0
84;425;829.0;452.0;-1562;2355;-946.0;378.0
86;236;564.0;511.0;-1915;?;-932.0;?
87;963;?;514.0;-2545;-707;?;446.0
84;?;?;526.0;-917;-682;?;469.0
78;943;918.0;519.0;?;320;?;?
74;?;692.0;354.0;?;-145;-734.0;360.0
67;911;464.0;226.0;37;?;-749.0;?
59;1038;445.0;145.0;-106;?;-719.0;468.0
63;754;489.0;?;?;-127;?;467.0
?;952;469.0;?;-29;-131;-655.0;513.0
74;?;?;263.0;-20;-75;-704.0;?
83;736;577.0;328.0;69;22;-971.0;861.0
?;?;?;468.0;71;-11;-609.0;?
82;?;631.0;?;43;-12;-648.0;566.0
77;?;633.0;?;?;-13;-730.0;634.0
76;811;620.0;?;31;5;-799.0;?
72;791;676.0;289.0;-20;10;-733.0;?
69;796;789.0;312.0;-76;?;-509.0;766.0
71;792;714.0;?;-22;-31;-462.0;560.0
72;793;674.0;345.0;?;-66;-539.0;624.0
?;769;642.0;427.0;-61;-420;-533.0;802.0
?;?;?;510.0;?;?;?;693.0
?;851;726.0;409.0;-637;-1526;-603.0;701.0
75;820;730.0;?;-1212;-1381;?;673.0
76;786;?;400.0;-1696;?;-619.0;668.0
76;767;1069.0;474.0;-2242;-1065;-680.0;646.0
76;810;982.0;480.0;?;-843;-593.0;645.0
77;?;788.0;516.0;-635;-920;?;596.0
77;765;721.0;548.0;524;?;-821.0;675.0
?;778;?;495.0;?;-586;-781.0;670.0
76;?;609.0;465.0;809;-760;-694.0;646.0
75;?;?;?;837;-708;?;655.0
74;818;726.0;411.0;1220;?;-724.0;665.0
?;673;790.0;518.0;1208;1367;?;622.0
75;678;757.0;?;1359;1150;-746.0;?
74;574;766.0;514.0;1033;?;-783.0;442.0
?;464;?;434.0;729;1982;-927.0;283.0
73;371;775.0;436.0;401;2131;-897.0;526.0
74;-88;?;393.0;-863;1845;?;?
?;?;745.0;?;-15;847;-703.0;889.0
73;968;834.0;334.0;573;51;-746.0;840.0
74;818;?;323.0;-322;-29;?;?
?;?;?;341.0;-33;-37;-684.0;563.0
74;812;758.0;335.0;?;-27;-783.0;630.0
74;785;?;335.0;2;27;?;666.0
?;813;680.0;318.0;81;27;-735.0;708.0
?;799;583.0;319.0;0;31;-736.0;698.0
73;796;?;331.0;57;4;-728.0;681.0
69;807;704.0;341.0;-2;-56;?;604.0
65;804;?;342.0;-10;-39;?;648.0
61;800;621.0;342.0;13;?;-652.0;681.0
?;804;611.0;344.0;16;?;?;?
53;?;622.0;344.0;?;-9;-617.0;427.0
50;795;563.0;?;-21;21;-511.0;543.0
44;801;?;263.0;-18;-32;-550.0;454.0
36;803;510.0;241.0;-38;10;-565.0;391.0
?;800;533.0;232.0;15;35;-491.0;429.0
24;801;573.0;217.0;?;45;?;506.0
23;806;615.0;244.0;-15;-6;-408.0;523.0
24;803;610.0;?;?;91;-447.0;?
24;805;608.0;?;8;51;-422.0;?
24;?;646.0;326.0;-15;?;-401.0;650.0
24;804;604.0;352.0;?;274;-410.0;604.0
24;841;663.0;367.0;?;-87;-414.0;?
?;?;536.0;?;-561;?;-366.0;487.0
24;771;609.0;379.0;?;2837;?;507.0
24;725;629.0;409.0;-679;2791;-349.0;562.0
24;679;875.0;431.0;-424;2470;?;?
24;825;756.0;468.0;23;555;-388.0;519.0
?;874;523.0;497.0;257;?;-424.0;514.0
?;783;716.0;?;91;-13;-427.0;?
24;793;697.0;389.0;102;-156;-452.0;662.0
24;795;405.0;281.0;65;-46;-472.0;682.0
24;802;594.0;445.0;-12;?;-474.0;721.0
24;808;571.0;429.0;-13;-90;-479.0;722.0
24;809;573.0;344.0;-31;-28;-425.0;681.0
24;814;682.0;?;?;-82;-457.0;626.0
?;801;469.0;383.0;-21;-70;-463.0;580.0
24;808;?;?;-15;-54;-1214.0;-245.0
24;?;217.0;331.0;-51;-43;?;894.0
24;796;461.0;334.0;-53;-58;-354.0;1124.0
?;?;629.0;305.0;-44;-62;-659.0;619.0
24;802;?;285.0;-66;?;-532.0;708.0
24;796;581.0;306.0;-89;?;-322.0;922.0
24;802;853.0;337.0;-114;-54;?;574.0
?;800;262.0;353.0;-138;-70;-387.0;545.0
24;785;658.0;384.0;-123;-65;-477.0;596.0
24;?;?;?;-163;-50;-436.0;526.0
24;791;818.0;394.0;-287;?;-395.0;695.0
23;778;737.0;434.0;-335;-69;-353.0;?
?;?;700.0;462.0;-248;9;?;545.0
23;?;724.0;?;-158;72;-316.0;537.0
23;754;1097.0;553.0;-168;-18;-514.0;792.0
23;749;899.0;554.0;-139;-95;-415.0;787.0
?;753;908.0;502.0;?;-59;-473.0;743.0
?;764;860.0;515.0;?;-21;-793.0;636.0
23;765;796.0;519.0;-339;-21;?;1028.0
23;761;?;467.0;-393;-30;-630.0;829.0
23;758;693.0;496.0;?;-26;-843.0;599.0
?;724;778.0;527.0;?;-100;-891.0;588.0
23;?;738.0;562.0;-60;-23;-920.0;972.0
?;638;?;564.0;579;-27;?;?
23;314;739.0;584.0;357;-289;-904.0;668.0
23;220;?;609.0;?;152;-1040.0;?
23;276;701.0;581.0;266;1175;-1029.0;683.0
23;330;728.0;527.0;?;1858;-1062.0;814.0
23;487;762.0;573.0;-861;2121;-1020.0;709.0
?;614;?;539.0;?;1939;?;?
23;674;?;?;?;1413;-841.0;667.0
?;718;733.0;503.0;-1029;1168;?;632.0
23;703;?;519.0;-1030;1401;-881.0;?
23;712;874.0;?;-1019;?;-823.0;?
23;691;813.0;510.0;?;1502;?;564.0
23;720;936.0;497.0;-1109;2016;?;487.0
23;686;1151.0;?;-1351;?;?;387.0
?;542;1226.0;522.0;-1509;3189;-753.0;369.0
24;637;1263.0;464.0;-2140;4171;-750.0;?
?;-233;1159.0;401.0;-3097;?;?;436.0
23;536;1167.0;394.0;?;?;-950.0;?
23;1973;1281.0;?;412;-148;?;850.0
23;106;?;362.0;1619;-1743;-794.0;799.0
23;273;1317.0;?;-543;-2183;-826.0;?
?;1572;1189.0;369.0;-825;-1855;-930.0;707.0
21;896;978.0;309.0;364;?;-711.0;801.0
21;827;1001.0;236.0;3;-45;-671.0;319.0
18;816;1096.0;249.0;?;-41;-789.0;-94.0
?;775;?;276.0;?;50;-1020.0;-40.0
-1;?;?;200.0;-31;29;-1045.0;?
-9;773;1056.0;149.0;30;?;-1008.0;?
-23;806;993.0;77.0;-57;-70;-1019.0;341.0
-31;776;980.0;134.0;-33;49;-1122.0;?
?;811;991.0;175.0;-63;8;-1134.0;130.0
-25;820;996.0;?;-28;-79;?;170.0
-23;798;953.0;209.0;-22;-39;-1108.0;102.0
-23;824;?;248.0;?;-103;-889.0;?
-29;808;?;239.0;-33;-163;-866.0;62.0
?;801;990.0;263.0;-26;-55;-947.0;-13.0
-56;800;1025.0;269.0;-55;-73;-948.0;-52.0
-80;779;1069.0;280.0;-176;?;?;-34.0
-107;?;1106.0;296.0;79;51;-939.0;-17.0
-128;718;?;301.0;?;-84;-902.0;43.0
-137;673;1276.0;291.0;-702;66;-883.0;97.0
-136;922;1343.0;?;-1115;-142;-884.0;138.0
-130;692;1369.0;299.0;-2076;-769;?;174.0
-114;531;?;356.0;-1584;-634;-838.0;157.0
-118;993;?;389.0;-5211;-1899;-822.0;127.0
-128;1302;1087.0;?;-9511;?;-831.0;138.0
-124;1254;1352.0;479.0;-5910;-1542;-865.0;171.0
-125;1693;1275.0;492.0;-2596;-263;-904.0;180.0
-125;1775;1150.0;464.0;-2797;-349;-926.0;?
-125;702;1062.0;515.0;?;1160;-955.0;62.0
-126;480;1052.0;?;?;2114;-984.0;51.0
-126;851;1004.0;381.0;3317;1898;-1068.0;31.0
-127;619;952.0;?;4565;2202;-1160.0;44.0
-127;715;923.0;?;?;?;-1214.0;?
-128;775;968.0;319.0;?;1192;-1172.0;?
-129;880;957.0;289.0;4823;?;-923.0;-57.0
-129;1622;948.0;323.0;5174;156;-937.0;37.0
-129;938;1001.0;371.0;5846;-901;-1169.0;99.0
-129;445;?;460.0;?;-313;-1186.0;-105.0
-128;402;1240.0;415.0;5461;-523;-1015.0;-227.0
-128;89;?;408.0;5869;-983;-979.0;-123.0
-128;2742;?;480.0;1727;1629;?;92.0
-125;2940;1452.0;?;-2906;-1184;-914.0;110.0
-126;?;?;542.0;-3518;-3785;-854.0;67.0
-122;679;929.0;417.0;-2749;-271;-831.0;?
-112;1024;996.0;294.0;-1373;217;-885.0;?
?;737;1153.0;295.0;-147;75;-913.0;258.0
-119;796;1061.0;253.0;28;358;-895.0;254.0
-124;796;887.0;327.0;-90;-222;-926.0;294.0
-132;827;846.0;?;?;-28;-1015.0;281.0
?;819;884.0;433.0;-66;?;-1139.0;244.0
-137;?;930.0;337.0;-65;?;-1148.0;150.0
-136;794;950.0;230.0;-109;-10;?;157.0
?;799;975.0;203.0;-127;-52;-1299.0;158.0
?;810;993.0;206.0;-95;11;-1044.0;35.0
-136;?;989.0;?;-196;-5;-773.0;51.0
-142;816;955.0;208.0;?;?;-812.0;-60.0
?;818;1113.0;220.0;-609;-90;-957.0;-199.0
-152;?;1211.0;261.0;-1363;-388;-959.0;-53.0
-155;?;1287.0;285.0;?;-433;-785.0;102.0
-149;810;1450.0;293.0;?;-1141;?;158.0
-142;?;1456.0;?;-6074;-1563;-758.0;190.0
-143;882;1146.0;513.0;-8132;-741;-827.0;200.0
-143;686;?;702.0;?;?;?;195.0
-139;?;1390.0;?;-6193;-356;?;189.0
?;2189;1279.0;436.0;-1527;1119;-888.0;212.0
-138;1142;?;457.0;1416;1992;-876.0;?
-138;602;994.0;?;?;1368;-851.0;269.0
-138;?;946.0;463.0;?;729;-959.0;334.0
-138;689;838.0;318.0;4405;491;-1086.0;269.0
-138;?;954.0;238.0;5340;5;-1138.0;165.0
-138;633;920.0;?;5518;66;-1248.0;227.0
-139;933;1071.0;?;5370;212;-1330.0;?
-138;814;1008.0;299.0;5465;316;-1073.0;?
-139;1569;1021.0;394.0;5651;107;?;91.0
-140;1848;1147.0;452.0;5716;-10;-1249.0;36.0
-140;?;1230.0;528.0;3903;1289;-1174.0;-15.0
-140;-2892;1215.0;?;?;1109;-1009.0;3.0
-139;?;1336.0;381.0;-1368;525;-900.0;80.0
-139;?;?;359.0;-1517;453;-836.0;107.0
-136;913;1076.0;418.0;-3121;-400;-803.0;113.0
-125;1253;946.0;308.0;-2212;247;-798.0;152.0
-121;711;1113.0;233.0;-245;530;?;173.0
?;993;1176.0;264.0;78;27;-900.0;183.0
?;?;1027.0;?;19;109;-911.0;?
-117;849;896.0;?;19;41;-934.0;135.0
-117;805;887.0;520.0;-5;39;-1045.0;115.0
-145;787;926.0;542.0;-47;-18;?;?
-158;?;?;365.0;-51;-57;-1142.0;?
?;800;970.0;261.0;-48;-16;-1203.0;213.0
-150;?;1000.0;136.0;-110;-42;-1277.0;212.0
-175;795;987.0;128.0;-227;-1;-990.0;25.0
?;792;951.0;163.0;-190;20;-792.0;23.0
?;765;1003.0;238.0;?;-45;-906.0;1.0
208;834;?;?;-523;-64;-1042.0;-107.0
142;734;1285.0;?;-706;-233;-961.0;30.0
176;774;1346.0;249.0;-1512;-515;-808.0;?
153;792;1440.0;317.0;-2647;-634;-773.0;?
148;682;?;433.0;-3742;-784;?;274.0
145;1075;1083.0;?;-6883;-706;-860.0;?
134;1118;1052.0;563.0;-9327;?;-873.0;317.0
138;1209;1200.0;687.0;-5852;913;-889.0;306.0
132;2273;1199.0;605.0;-3231;984;-897.0;268.0
133;2035;1107.0;438.0;-2416;758;-834.0;?
133;660;1028.0;558.0;1433;585;-864.0;266.0
132;715;1000.0;509.0;2681;342;-982.0;271.0
132;798;981.0;378.0;3518;267;-1090.0;182.0
132;609;931.0;?;4910;?;-1213.0;134.0
132;676;984.0;?;4620;519;-1277.0;217.0
132;693;1015.0;?;4719;648;-1297.0;261.0
132;702;1008.0;?;4692;699;-1023.0;?
132;1055;1023.0;379.0;5389;-445;-926.0;114.0
133;1565;1117.0;433.0;5326;?;-1063.0;164.0
133;-2113;1257.0;456.0;4263;391;-1100.0;118.0
133;-1707;1067.0;355.0;2105;1405;-995.0;59.0
?;2661;1410.0;346.0;-1039;1420;-914.0;69.0
133;619;1542.0;441.0;-2650;-1975;-896.0;84.0
131;1257;?;490.0;-3071;-2012;-882.0;?
126;2466;919.0;450.0;-1551;29;-872.0;112.0
116;651;1014.0;?;4;?;-888.0;105.0
107;942;1089.0;372.0;-106;194;?;102.0
108;815;1026.0;348.0;?;-49;-918.0;?
?;757;913.0;220.0;14;-71;-920.0;168.0
143;?;962.0;327.0;?;80;-1021.0;183.0
139;?;967.0;504.0;-16;26;-1138.0;155.0
155;?;961.0;474.0;-30;?;-1165.0;126.0
143;778;?;381.0;?;-65;-1265.0;205.0
149;?;1005.0;286.0;74;-63;-1375.0;200.0
170;806;988.0;215.0;-95;-38;-1054.0;56.0
2;808;962.0;164.0;-205;38;?;?
?;798;1007.0;205.0;-137;38;-817.0;-30.0
-43;796;1149.0;244.0;-407;-13;-984.0;-104.0
?;781;1208.0;?;?;-133;-962.0;?
-113;790;1310.0;300.0;-1334;-456;-865.0;139.0
-143;?;1473.0;379.0;?;?;-821.0;193.0
-74;816;1463.0;444.0;-3804;-685;-838.0;184.0
-22;827;1158.0;465.0;-6228;-1024;-855.0;215.0
-37;?;1111.0;568.0;-8877;-283;?;208.0
-20;1801;1178.0;721.0;-6586;929;-881.0;245.0
-20;2114;1210.0;622.0;-3464;1242;-879.0;266.0
-22;?;1138.0;447.0;?;1375;-857.0;265.0
-18;?;?;?;-515;?;?;303.0
-20;948;?;?;3653;97;-951.0;348.0
-19;?;938.0;427.0;?;144;-1040.0;266.0
-19;762;946.0;331.0;4156;322;-1140.0;179.0
-20;734;955.0;364.0;4441;?;-1258.0;193.0
-24;?;1018.0;358.0;4186;1714;?;243.0
-27;?;1020.0;366.0;?;?;-1116.0;110.0
?;1065;1075.0;?;4852;487;?;?
-40;1305;1159.0;414.0;5152;599;-1055.0;197.0
-49;-571;?;444.0;3737;260;-1098.0;159.0
-49;-3223;1296.0;414.0;?;1330;-1023.0;117.0
-51;223;1428.0;?;-1263;3373;-944.0;126.0
-53;?;1408.0;457.0;-2296;?;-907.0;138.0
-53;608;933.0;463.0;-3879;-2381;-868.0;110.0
-48;1956;881.0;389.0;-1781;612;-837.0;?
-62;931;1117.0;328.0;-135;161;-852.0;132.0
-79;729;?;391.0;127;-51;-915.0;142.0
-94;?;1032.0;361.0;29;114;-941.0;108.0
-154;684;897.0;462.0;-79;?;-943.0;?
-146;862;872.0;598.0;-11;55;-1062.0;75.0
-199;?;926.0;542.0;-23;-47;-1171.0;63.0
-168;809;1006.0;302.0;-15;?;-1163.0;88.0
137;809;?;318.0;-24;-12;?;216.0
?;810;1042.0;189.0;-83;-25;-1345.0;224.0
153;792;1054.0;131.0;-31;?;-866.0;?
189;801;976.0;167.0;-68;-11;-720.0;?
168;816;939.0;258.0;-71;-71;-919.0;126.0
171;819;?;276.0;?;-51;?;-67.0
173;789;1130.0;223.0;?;8;-944.0;116.0
166;756;1227.0;156.0;-887;-165;-809.0;206.0
172;908;1407.0;257.0;?;-347;?;214.0
169;?;1638.0;353.0;-2475;-920;-801.0;230.0
170;?;1134.0;422.0;-4090;-883;?;?
?;?;854.0;583.0;?;-543;-930.0;224.0
?;1865;?;832.0;-9713;-709;-933.0;?
?;1741;1041.0;659.0;-4193;1282;-925.0;192.0
171;2116;993.0;446.0;-2057;?;-842.0;204.0
171;1546;1030.0;417.0;-2019;1566;?;?
171;710;1080.0;303.0;1197;?;-819.0;331.0
171;749;1103.0;251.0;2468;?;?;344.0
171;?;1052.0;342.0;?;-1186;-1060.0;?
171;685;1050.0;427.0;3310;369;?;336.0
171;?;1067.0;475.0;3882;1638;-1488.0;?
172;833;1073.0;456.0;?;1620;?;?
?;1307;1042.0;436.0;4130;1750;-794.0;189.0
?;861;1041.0;441.0;?;2465;?;348.0
172;?;1039.0;490.0;2693;3456;-1016.0;?
?;-238;1099.0;475.0;2109;3695;-932.0;?
172;-1139;?;455.0;254;?;-963.0;21.0
?;113;1418.0;462.0;-2893;1651;-1016.0;107.0
173;1822;1194.0;540.0;-3050;-2027;?;109.0
174;628;910.0;478.0;-1593;?;-1007.0;109.0
?;601;1103.0;?;-1300;?;-987.0;123.0
175;?;1182.0;664.0;-434;-175;?;257.0
172;661;1124.0;597.0;?;166;-1016.0;314.0
163;872;1004.0;550.0;?;-205;?;282.0
158;785;936.0;?;18;-36;-970.0;267.0
156;795;?;495.0;?;36;-963.0;251.0
148;823;?;431.0;29;-48;-1011.0;286.0
141;765;937.0;372.0;?;-6;-1045.0;367.0
133;803;925.0;313.0;16;35;?;490.0
131;800;891.0;326.0;38;77;-1208.0;?
?;807;881.0;357.0;-46;-6;-800.0;?
99;805;?;369.0;37;-14;-893.0;301.0
84;806;890.0;364.0;?;43;-1059.0;136.0
?;?;882.0;402.0;-77;-45;-1004.0;-14.0
49;822;932.0;397.0;-56;54;?;201.0
?;830;980.0;355.0;-23;-25;?;392.0
40;819;1030.0;?;-109;-33;-797.0;543.0
41;840;1204.0;425.0;-138;53;-827.0;?
36;866;1342.0;459.0;-446;-240;-845.0;442.0
35;?;1201.0;518.0;?;571;-849.0;428.0
40;?;1028.0;720.0;-1533;690;-811.0;420.0
39;839;1120.0;621.0;-1530;1231;-833.0;?
?;550;1093.0;553.0;-1658;?;-813.0;485.0
40;450;1119.0;666.0;-1399;4051;-824.0;?
40;?;?;602.0;?;3297;-865.0;448.0
39;?;901.0;635.0;?;2896;-876.0;420.0
39;655;?;518.0;-818;2020;-910.0;?
?;682;840.0;530.0;-507;1427;-948.0;331.0
38;?;918.0;586.0;?;1060;-1114.0;414.0
?;?;995.0;718.0;?;992;-1346.0;398.0
38;?;1053.0;?;-50;976;-1204.0;245.0
38;727;1068.0;692.0;53;841;-999.0;10.0
38;682;1003.0;722.0;?;764;?;78.0
37;681;938.0;743.0;-78;?;-1001.0;?
36;721;874.0;?;?;603;-1035.0;351.0
35;734;867.0;?;?;593;?;430.0
34;748;883.0;509.0;-52;?;-928.0;485.0
35;707;885.0;522.0;-86;514;-922.0;521.0
35;676;?;?;-182;312;-882.0;?
35;?;849.0;504.0;-206;229;-880.0;374.0
35;?;831.0;?;-181;?;-951.0;?
34;684;859.0;568.0;?;-44;-1007.0;303.0
?;666;833.0;?;-347;?;-1020.0;245.0
34;632;790.0;476.0;?;-111;?;260.0
?;650;680.0;512.0;?;?;-941.0;329.0
?;645;681.0;509.0;-182;-6;?;419.0
34;631;?;513.0;-98;28;-883.0;479.0
?;632;737.0;588.0;-101;37;-907.0;?
34;626;905.0;?;-77;-13;-910.0;?
33;629;1012.0;?;?;-43;-898.0;?
?;627;1028.0;643.0;-160;17;-904.0;567.0
35;612;985.0;624.0;-153;27;?;?
34;?;1062.0;621.0;-95;-9;-890.0;662.0
33;604;?;625.0;-20;?;-868.0;651.0
?;607;982.0;620.0;34;?;-838.0;678.0
34;?;?;599.0;26;-127;-776.0;732.0
33;623;975.0;619.0;65;-204;-753.0;695.0
?;620;1020.0;603.0;189;-152;?;561.0
34;606;984.0;556.0;189;-142;-743.0;358.0
34;627;921.0;553.0;115;-258;-825.0;203.0
34;649;922.0;551.0;237;-273;-904.0;221.0
34;567;947.0;569.0;350;-347;-915.0;351.0
34;?;?;567.0;353;?;-885.0;537.0
34;713;943.0;?;445;-364;-895.0;?
33;574;?;637.0;347;-150;-901.0;542.0
34;637;908.0;647.0;19;30;-871.0;617.0
?;715;939.0;?;-79;114;-860.0;716.0
?;688;945.0;633.0;27;146;-851.0;653.0
34;715;?;644.0;47;164;-875.0;?
?;618;907.0;618.0;88;103;-894.0;?
33;?;931.0;627.0;?;89;-891.0;636.0
34;690;988.0;637.0;87;?;-865.0;573.0
34;665;?;636.0;337;-92;-867.0;444.0
33;701;968.0;628.0;417;305;?;359.0
33;?;1024.0;638.0;606;-19;?;365.0
34;509;1031.0;636.0;?;-249;-886.0;342.0
34;?;1009.0;639.0;519;-231;-909.0;370.0
34;161;?;646.0;1088;?;?;?
34;571;?;607.0;?;?;-913.0;440.0
?;?;?;593.0;2038;171;-939.0;453.0
34;806;950.0;588.0;1568;645;-959.0;428.0
33;928;937.0;550.0;259;-45;-961.0;490.0
33;922;869.0;515.0;?;?;?;440.0
?;803;925.0;?;118;30;-953.0;453.0
40;832;887.0;370.0;-17;-3;-974.0;?
44;785;895.0;334.0;12;-41;?;300.0
44;802;781.0;?;-24;0;-980.0;260.0
47;802;704.0;?;-39;-11;-986.0;256.0
47;?;774.0;254.0;?;-10;-972.0;234.0
45;801;855.0;216.0;-24;-22;-955.0;265.0
?;801;984.0;197.0;7;-12;-956.0;?
59;798;1027.0;175.0;52;-14;-936.0;338.0
58;?;1058.0;182.0;42;3;-965.0;401.0
58;?;1002.0;255.0;?;40;-903.0;474.0
?;807;1015.0;318.0;?;-14;-884.0;548.0
