InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
?;82.0;-703.0;62.0;-31;-317.0
368.0;84.0;-708.0;?;?;-329.0
369.0;89.0;-692.0;52.0;-31;-329.0
?;111.0;-690.0;?;-31;?
?;107.0;-680.0;6.0;-31;-333.0
365.0;144.0;?;39.0;-31;-373.0
368.0;158.0;-695.0;72.0;?;-390.0
?;158.0;-671.0;81.0;-31;-395.0
364.0;155.0;?;88.0;?;?
?;130.0;-715.0;115.0;-31;-403.0
?;150.0;-729.0;138.0;-31;-412.0
374.0;?;?;135.0;?;-429.0
371.0;132.0;-708.0;165.0;-31;-339.0
?;146.0;-715.0;?;-31;-320.0
370.0;?;-723.0;104.0;-31;-354.0
358.0;?;?;49.0;?;-349.0
?;158.0;-730.0;?;-31;-460.0
357.0;?;-739.0;?;-31;-383.0
354.0;151.0;-730.0;-36.0;?;-232.0
358.0;141.0;-740.0;?;-31;-468.0
366.0;108.0;-741.0;153.0;?;?
374.0;127.0;-758.0;121.0;-31;-326.0
376.0;?;-741.0;108.0;-31;?
377.0;139.0;?;?;-31;-429.0
379.0;?;-746.0;?;-31;?
388.0;101.0;-751.0;?;-31;-384.0
392.0;?;-749.0;28.0;-31;-357.0
402.0;95.0;-745.0;-44.0;-31;-400.0
401.0;148.0;-738.0;?;-31;?
404.0;117.0;-744.0;86.0;-31;-412.0
405.0;129.0;?;109.0;-31;-409.0
401.0;141.0;-751.0;?;?;-407.0
404.0;132.0;-757.0;?;-31;?
413.0;125.0;-760.0;162.0;-31;-396.0
416.0;107.0;-751.0;160.0;-31;-397.0
423.0;120.0;-740.0;156.0;?;-428.0
422.0;101.0;-760.0;146.0;-31;-433.0
426.0;117.0;-736.0;96.0;?;-456.0
426.0;92.0;?;51.0;-31;?
412.0;79.0;?;?;-31;?
410.0;68.0;-727.0;70.0;-31;-459.0
411.0;?;?;71.0;-31;?
419.0;91.0;?;89.0;?;-476.0
422.0;71.0;-701.0;?;-31;-429.0
?;84.0;-701.0;47.0;?;-397.0
416.0;98.0;-682.0;-22.0;-31;-384.0
?;49.0;-660.0;-14.0;-31;-394.0
?;71.0;?;-28.0;-31;-372.0
414.0;84.0;?;?;-31;-294.0
403.0;99.0;-672.0;?;-31;-379.0
396.0;118.0;-650.0;-68.0;-31;?
391.0;80.0;-670.0;-78.0;?;?
377.0;112.0;?;-89.0;-31;-317.0
358.0;103.0;?;-87.0;-31;-246.0
?;98.0;?;-33.0;-31;-247.0
?;?;-653.0;33.0;-31;?
339.0;100.0;-673.0;?;-31;-312.0
325.0;130.0;?;-67.0;-31;-262.0
309.0;126.0;-683.0;-95.0;-31;-197.0
306.0;105.0;-672.0;-79.0;-31;-192.0
311.0;?;-669.0;-48.0;-31;-258.0
?;99.0;-678.0;-28.0;-31;-299.0
303.0;98.0;-704.0;-31.0;-31;-300.0
305.0;102.0;-666.0;-41.0;-31;?
286.0;116.0;-660.0;71.0;-31;-231.0
264.0;115.0;-641.0;?;-31;-185.0
?;95.0;-669.0;455.0;-31;-165.0
297.0;86.0;-669.0;455.0;?;?
305.0;98.0;-649.0;416.0;-31;-89.0
292.0;?;-625.0;?;-31;-21.0
292.0;97.0;?;132.0;-31;?
297.0;100.0;-635.0;63.0;?;46.0
302.0;100.0;-618.0;-14.0;-31;161.0
296.0;?;?;-62.0;?;130.0
287.0;98.0;?;-62.0;-31;?
283.0;97.0;?;77.0;-31;263.0
?;?;?;204.0;-31;292.0
281.0;108.0;-602.0;198.0;-31;?
281.0;80.0;-592.0;170.0;-31;220.0
269.0;85.0;-589.0;226.0;?;188.0
267.0;?;-590.0;228.0;-31;191.0
?;111.0;-580.0;246.0;-31;203.0
262.0;119.0;?;?;-31;184.0
?;102.0;-600.0;263.0;-31;?
260.0;?;?;232.0;-31;?
252.0;89.0;-591.0;195.0;-31;113.0
247.0;67.0;-577.0;96.0;-31;96.0
241.0;79.0;-613.0;?;-31;114.0
231.0;?;?;-84.0;-31;?
226.0;121.0;-630.0;-49.0;-31;94.0
223.0;138.0;-604.0;-62.0;-31;100.0
218.0;113.0;?;-64.0;-31;92.0
220.0;101.0;-621.0;-76.0;-31;116.0
214.0;110.0;-655.0;-25.0;-31;132.0
212.0;110.0;?;2.0;-31;?
216.0;104.0;-695.0;57.0;-31;?
224.0;106.0;-683.0;?;-31;172.0
222.0;123.0;-689.0;41.0;-31;175.0
227.0;115.0;-660.0;98.0;-31;136.0
238.0;124.0;?;?;-31;?
252.0;?;-658.0;25.0;-31;104.0
255.0;122.0;-647.0;2.0;-31;89.0
?;?;-623.0;33.0;?;109.0
269.0;119.0;-609.0;-17.0;-31;?
?;109.0;-630.0;-34.0;-31;122.0
298.0;110.0;-633.0;?;-31;126.0
307.0;129.0;-611.0;-88.0;?;124.0
311.0;117.0;-610.0;?;?;100.0
301.0;?;-596.0;-238.0;-31;75.0
?;124.0;-546.0;-240.0;?;50.0
?;?;-553.0;?;-31;15.0
?;141.0;-569.0;-248.0;?;21.0
271.0;118.0;?;-207.0;-31;80.0
257.0;?;-580.0;-153.0;-31;115.0
246.0;113.0;-549.0;-133.0;-31;136.0
237.0;105.0;-531.0;?;-31;134.0
235.0;117.0;-550.0;-90.0;-31;93.0
?;132.0;-535.0;?;?;?
215.0;150.0;-517.0;-61.0;-31;84.0
193.0;120.0;-540.0;-28.0;-31;?
176.0;166.0;-524.0;82.0;-31;249.0
163.0;?;?;?;-31;270.0
169.0;204.0;-611.0;133.0;-30;204.0
175.0;249.0;-572.0;?;-30;194.0
175.0;277.0;-524.0;?;-30;189.0
164.0;306.0;-559.0;-70.0;?;159.0
170.0;?;-537.0;?;?;122.0
176.0;270.0;-609.0;-9.0;-34;92.0
166.0;232.0;?;3.0;-33;124.0
?;238.0;?;?;-49;151.0
171.0;247.0;-578.0;10.0;-52;?
181.0;213.0;-570.0;52.0;-59;108.0
188.0;186.0;-546.0;124.0;?;44.0
198.0;183.0;-539.0;160.0;-75;106.0
?;217.0;-547.0;217.0;-84;160.0
218.0;269.0;-571.0;274.0;?;252.0
?;30.0;-559.0;288.0;?;330.0
219.0;0.0;-571.0;378.0;-116;?
214.0;-45.0;-551.0;343.0;-122;227.0
231.0;41.0;-567.0;272.0;-126;?
?;?;-505.0;178.0;-126;133.0
252.0;38.0;?;?;-124;117.0
225.0;?;-593.0;115.0;-128;79.0
206.0;15.0;-471.0;130.0;-120;102.0
194.0;31.0;-474.0;169.0;?;76.0
?;70.0;-668.0;191.0;?;22.0
201.0;93.0;?;254.0;-107;-58.0
206.0;34.0;-674.0;330.0;-106;-115.0
206.0;15.0;-663.0;417.0;-104;-60.0
220.0;10.0;-585.0;483.0;-101;-53.0
209.0;-84.0;-586.0;?;-102;-211.0
215.0;19.0;-647.0;591.0;-102;?
?;?;-630.0;711.0;-102;-313.0
259.0;99.0;?;?;-102;?
202.0;65.0;-593.0;797.0;-102;-86.0
194.0;?;-578.0;842.0;-101;?
241.0;-1.0;-758.0;838.0;-101;-184.0
?;?;?;?;?;-221.0
266.0;?;-729.0;305.0;-101;?
261.0;-50.0;-759.0;391.0;-101;-162.0
?;37.0;-810.0;645.0;?;-118.0
256.0;43.0;?;?;-102;-85.0
?;18.0;-820.0;598.0;-102;-183.0
321.0;42.0;-823.0;495.0;-102;-157.0
?;26.0;-853.0;443.0;-102;?
?;5.0;-849.0;476.0;-101;12.0
395.0;-3.0;-864.0;584.0;-103;85.0
463.0;27.0;-849.0;759.0;-105;?
509.0;30.0;?;856.0;-105;?
573.0;40.0;-829.0;960.0;-105;?
684.0;?;?;1232.0;-105;127.0
760.0;?;-795.0;?;-104;122.0
807.0;284.0;?;1280.0;-105;145.0
866.0;438.0;-788.0;1153.0;-105;?
932.0;1211.0;-770.0;1017.0;-105;?
?;754.0;?;821.0;-105;?
1038.0;-339.0;-741.0;686.0;-105;62.0
?;?;-740.0;?;-105;?
1072.0;-168.0;-738.0;?;-104;?
1071.0;-52.0;?;209.0;?;-11.0
1073.0;-122.0;-781.0;?;-105;-31.0
1065.0;118.0;-784.0;?;-105;-24.0
?;199.0;-814.0;82.0;-105;-15.0
991.0;307.0;-788.0;-15.0;-105;-40.0
1003.0;434.0;-805.0;-134.0;-106;-10.0
?;620.0;-821.0;-163.0;-105;-33.0
976.0;605.0;-829.0;?;-102;-31.0
941.0;699.0;-846.0;-184.0;?;-37.0
915.0;515.0;-822.0;-87.0;-102;-25.0
917.0;1092.0;-820.0;-10.0;-101;-32.0
916.0;1541.0;-818.0;35.0;-101;-22.0
914.0;740.0;-848.0;5.0;-101;?
924.0;?;?;-11.0;-101;-18.0
935.0;?;-860.0;-27.0;-101;-18.0
?;293.0;-848.0;-106.0;?;-39.0
?;?;-854.0;?;-101;-18.0
931.0;239.0;-867.0;-19.0;-100;?
918.0;196.0;-846.0;-27.0;-100;-18.0
919.0;?;-854.0;-34.0;-100;-5.0
916.0;378.0;-857.0;-56.0;-100;-8.0
914.0;?;-847.0;-81.0;?;-32.0
909.0;411.0;-874.0;-98.0;-100;-32.0
903.0;515.0;-843.0;?;-99;-37.0
904.0;?;?;-137.0;?;?
912.0;?;-845.0;-109.0;-99;-31.0
929.0;?;-864.0;-74.0;-99;-26.0
936.0;512.0;-845.0;-27.0;?;-38.0
936.0;?;-848.0;14.0;-98;-24.0
?;521.0;-840.0;31.0;-99;-17.0
?;452.0;-851.0;-6.0;-98;-20.0
932.0;?;?;-53.0;-98;-10.0
?;?;-836.0;-84.0;-98;-39.0
934.0;?;-860.0;-41.0;-98;-28.0
938.0;456.0;-883.0;-22.0;-98;-28.0
933.0;485.0;-884.0;-48.0;-98;-19.0
933.0;488.0;-844.0;-30.0;-98;-32.0
941.0;501.0;-842.0;-75.0;-98;-27.0
938.0;487.0;?;?;-98;-29.0
940.0;504.0;-876.0;-57.0;-98;?
937.0;523.0;-845.0;-48.0;-98;-28.0
936.0;484.0;-844.0;-18.0;-98;-35.0
946.0;497.0;-867.0;-13.0;-98;-28.0
950.0;492.0;-854.0;2.0;-98;-21.0
948.0;516.0;-821.0;-20.0;-97;-26.0
945.0;515.0;-850.0;-6.0;-97;-38.0
954.0;516.0;-859.0;-7.0;?;-40.0
947.0;530.0;-864.0;2.0;-97;-19.0
945.0;503.0;?;17.0;-98;-9.0
?;471.0;-805.0;-12.0;-97;-4.0
949.0;453.0;-862.0;-13.0;-97;-28.0
942.0;484.0;-858.0;-1.0;-97;?
948.0;483.0;-908.0;?;-97;-47.0
945.0;495.0;-906.0;-28.0;-97;?
939.0;485.0;-810.0;-28.0;-97;-31.0
933.0;504.0;-873.0;-44.0;?;?
928.0;495.0;?;-21.0;-97;-11.0
935.0;496.0;?;14.0;-97;-4.0
939.0;493.0;-864.0;27.0;?;-38.0
952.0;502.0;-881.0;-63.0;-97;-39.0
?;525.0;-860.0;-39.0;?;16.0
957.0;513.0;?;-80.0;-97;59.0
953.0;?;-819.0;-77.0;-97;?
?;499.0;?;-104.0;-97;?
959.0;500.0;-833.0;-99.0;-97;48.0
976.0;535.0;-837.0;?;-97;38.0
?;497.0;?;?;-97;43.0
927.0;467.0;-848.0;?;-97;42.0
?;480.0;-872.0;-51.0;?;?
917.0;455.0;-850.0;-46.0;-98;?
901.0;481.0;-883.0;-40.0;-98;30.0
?;495.0;-880.0;-22.0;?;41.0
877.0;485.0;-900.0;38.0;-98;44.0
871.0;?;-913.0;?;-98;39.0
866.0;493.0;-900.0;65.0;-98;24.0
871.0;472.0;-882.0;39.0;-98;39.0
874.0;480.0;-879.0;68.0;-99;?
870.0;501.0;-930.0;46.0;?;59.0
854.0;521.0;-895.0;2.0;-98;14.0
858.0;?;-882.0;-15.0;?;10.0
862.0;547.0;-907.0;-24.0;-98;49.0
866.0;544.0;-934.0;-59.0;?;32.0
866.0;532.0;-921.0;-90.0;?;-11.0
859.0;531.0;-910.0;-68.0;-98;0.0
867.0;526.0;-924.0;-51.0;-98;?
857.0;562.0;-917.0;-41.0;?;-40.0
856.0;546.0;-953.0;-61.0;-98;-34.0
821.0;509.0;-905.0;2.0;-98;?
817.0;465.0;-906.0;?;-98;-9.0
816.0;533.0;-946.0;93.0;-98;?
?;432.0;?;51.0;-98;19.0
843.0;415.0;-932.0;46.0;?;20.0
?;411.0;-920.0;-6.0;-98;4.0
858.0;344.0;?;-69.0;?;?
874.0;354.0;-912.0;?;-98;?
856.0;370.0;-908.0;-71.0;-98;48.0
900.0;377.0;-929.0;-75.0;-98;?
912.0;375.0;-930.0;-39.0;-98;-25.0
?;373.0;?;-147.0;-98;0.0
903.0;350.0;?;-207.0;?;?
879.0;?;-925.0;-247.0;-98;?
882.0;347.0;-928.0;-246.0;-98;33.0
900.0;378.0;-950.0;?;?;4.0
877.0;338.0;-941.0;-151.0;-98;-7.0
885.0;375.0;-947.0;?;-98;-7.0
?;357.0;-943.0;-193.0;-98;-24.0
?;398.0;-938.0;-271.0;-98;-7.0
866.0;353.0;-959.0;-162.0;-98;?
874.0;323.0;-960.0;-107.0;-97;13.0
887.0;?;?;-34.0;-97;9.0
889.0;376.0;-955.0;-60.0;?;?
896.0;376.0;?;-123.0;-97;0.0
886.0;373.0;-942.0;-147.0;-97;0.0
893.0;?;-958.0;-154.0;-97;-23.0
884.0;357.0;-939.0;?;-97;-34.0
886.0;?;-967.0;-154.0;-97;-10.0
881.0;364.0;?;?;?;-36.0
876.0;?;?;-154.0;-98;-18.0
866.0;394.0;-959.0;-156.0;-98;-17.0
870.0;414.0;-961.0;-169.0;-98;-34.0
870.0;416.0;?;-170.0;-98;-47.0
861.0;437.0;-989.0;-168.0;-97;-36.0
?;473.0;-1004.0;?;-97;?
843.0;427.0;-951.0;-119.0;-97;?
?;364.0;-969.0;?;?;-66.0
837.0;340.0;-939.0;-97.0;-97;?
841.0;355.0;-951.0;?;-97;-66.0
829.0;336.0;-951.0;-129.0;-97;-30.0
?;398.0;?;-105.0;?;-61.0
823.0;401.0;-960.0;-75.0;-97;-86.0
806.0;?;-934.0;-45.0;-97;?
783.0;440.0;?;-2.0;-97;-75.0
757.0;445.0;-986.0;50.0;-97;?
?;440.0;-965.0;?;-97;-25.0
790.0;411.0;-965.0;132.0;?;11.0
778.0;412.0;-952.0;22.0;-97;60.0
?;444.0;-941.0;72.0;-97;165.0
780.0;436.0;-933.0;12.0;-97;209.0
784.0;?;-901.0;-51.0;-97;128.0
?;451.0;?;-118.0;-97;169.0
818.0;464.0;-881.0;-89.0;-96;100.0
815.0;476.0;-921.0;-181.0;-96;109.0
?;427.0;-905.0;-175.0;-96;?
859.0;446.0;-901.0;-64.0;-97;77.0
877.0;477.0;?;41.0;-96;?
889.0;473.0;-929.0;51.0;-98;135.0
903.0;443.0;-912.0;90.0;-95;114.0
?;452.0;-910.0;?;-99;134.0
894.0;449.0;-901.0;6.0;?;142.0
877.0;441.0;-873.0;-55.0;?;155.0
868.0;?;-874.0;-116.0;-111;154.0
861.0;491.0;-899.0;-73.0;-110;?
851.0;566.0;-959.0;-69.0;-112;?
874.0;634.0;?;-52.0;-109;109.0
872.0;?;-979.0;-62.0;-92;91.0
?;526.0;-1000.0;?;-90;97.0
896.0;548.0;-980.0;-9.0;?;?
884.0;532.0;-989.0;?;-91;52.0
888.0;487.0;-965.0;?;-92;-17.0
?;444.0;-977.0;50.0;?;-19.0
889.0;396.0;-970.0;-22.0;?;?
876.0;399.0;-967.0;-75.0;?;-45.0
886.0;400.0;?;-148.0;-91;-134.0
894.0;301.0;-921.0;-230.0;?;-179.0
898.0;326.0;-921.0;-340.0;-91;-181.0
919.0;305.0;?;-443.0;-91;-281.0
913.0;343.0;-845.0;-477.0;-91;-311.0
?;296.0;-815.0;?;-91;-393.0
?;219.0;-809.0;-638.0;-92;-419.0
?;218.0;-801.0;-765.0;?;-401.0
838.0;217.0;-772.0;-776.0;-85;-396.0
812.0;173.0;-751.0;-770.0;-86;-200.0
789.0;165.0;-766.0;?;?;-499.0
764.0;226.0;-719.0;-1026.0;-85;?
727.0;204.0;-741.0;-1086.0;-86;-319.0
686.0;195.0;-694.0;-1123.0;-85;?
?;202.0;-683.0;-1155.0;-86;-305.0
599.0;186.0;-665.0;?;?;-415.0
555.0;189.0;?;-801.0;-86;-358.0
532.0;?;-628.0;-777.0;-85;?
?;205.0;-634.0;-604.0;-85;-443.0
496.0;240.0;-567.0;-413.0;-85;?
?;?;-624.0;-210.0;-85;-578.0
?;290.0;-613.0;-181.0;-85;-490.0
409.0;313.0;-602.0;-232.0;?;-438.0
389.0;249.0;-648.0;-162.0;?;-518.0
?;?;?;-319.0;-86;-553.0
350.0;256.0;?;-297.0;?;-563.0
?;248.0;-632.0;-370.0;?;-576.0
?;289.0;?;-310.0;?;-568.0
261.0;330.0;?;-201.0;-85;-508.0
256.0;345.0;-678.0;-91.0;-84;-512.0
?;368.0;?;36.0;-84;-541.0
220.0;371.0;-702.0;51.0;-84;-512.0
205.0;?;-716.0;42.0;-84;-496.0
221.0;399.0;-751.0;82.0;-84;-448.0
214.0;418.0;-745.0;?;-84;-414.0
217.0;?;-758.0;193.0;-84;-435.0
?;460.0;?;187.0;-84;-409.0
?;468.0;-769.0;136.0;-84;-355.0
?;423.0;-761.0;100.0;-84;?
260.0;387.0;?;?;?;?
?;376.0;-780.0;58.0;-84;?
?;?;-789.0;40.0;-84;-363.0
332.0;?;-782.0;121.0;-85;-325.0
?;398.0;-798.0;?;-85;-320.0
358.0;419.0;-762.0;?;-85;-350.0
?;408.0;-782.0;323.0;?;-310.0
394.0;378.0;-777.0;390.0;-85;-320.0
421.0;391.0;-759.0;411.0;?;-306.0
425.0;328.0;-749.0;495.0;-85;-281.0
408.0;397.0;-740.0;518.0;-85;?
409.0;470.0;-729.0;491.0;-85;-285.0
420.0;?;?;407.0;-85;-288.0
430.0;486.0;-733.0;?;?;-296.0
429.0;427.0;-746.0;181.0;-84;?
415.0;420.0;-725.0;88.0;-85;-258.0
?;?;-728.0;14.0;-84;-268.0
405.0;?;-740.0;?;-85;-269.0
406.0;296.0;-721.0;17.0;?;-280.0
404.0;299.0;-728.0;128.0;-99;-265.0
402.0;324.0;?;154.0;-98;-260.0
400.0;375.0;-737.0;219.0;-100;-261.0
398.0;405.0;-718.0;233.0;-100;-252.0
395.0;?;?;237.0;?;-243.0
?;444.0;-712.0;?;-101;-250.0
?;410.0;-741.0;208.0;-100;-233.0
393.0;?;-769.0;198.0;-100;?
390.0;330.0;-764.0;162.0;-100;?
395.0;283.0;-750.0;149.0;-100;?
?;214.0;-751.0;140.0;-100;-210.0
391.0;216.0;?;118.0;-100;?
391.0;203.0;-741.0;117.0;?;?
398.0;188.0;?;122.0;-100;-194.0
404.0;179.0;-740.0;119.0;?;?
403.0;?;-716.0;152.0;?;-221.0
397.0;190.0;-673.0;112.0;-100;-230.0
398.0;169.0;-613.0;135.0;-99;-218.0
404.0;111.0;-547.0;131.0;-99;-210.0
413.0;?;-735.0;138.0;-99;-252.0
419.0;82.0;?;117.0;-99;-212.0
423.0;?;-736.0;142.0;-100;-223.0
424.0;77.0;?;?;-101;?
419.0;?;-697.0;?;-102;-116.0
389.0;18.0;-723.0;?;?;-119.0
?;-3.0;-823.0;163.0;?;-177.0
?;48.0;-819.0;219.0;?;-103.0
410.0;56.0;?;262.0;-97;?
?;30.0;?;?;?;-73.0
356.0;40.0;?;495.0;-89;-35.0
453.0;12.0;-832.0;?;-98;?
423.0;10.0;-848.0;662.0;-108;-60.0
519.0;?;-845.0;?;-109;-41.0
533.0;-1.0;-884.0;550.0;-110;?
562.0;?;-874.0;669.0;-110;?
611.0;8.0;-846.0;772.0;-108;-29.0
625.0;-1.0;-810.0;790.0;-113;30.0
708.0;1.0;-808.0;703.0;-99;?
722.0;24.0;-782.0;687.0;-78;32.0
732.0;36.0;-760.0;634.0;-82;11.0
761.0;7.0;-755.0;576.0;?;39.0
783.0;28.0;?;526.0;-79;57.0
841.0;45.0;-811.0;?;-81;3.0
887.0;35.0;-812.0;533.0;-79;-17.0
894.0;53.0;-828.0;502.0;-80;17.0
?;20.0;-810.0;482.0;-80;?
?;?;-826.0;386.0;-80;28.0
917.0;?;-896.0;293.0;-80;45.0
880.0;110.0;-759.0;266.0;-79;?
865.0;151.0;-764.0;299.0;-79;10.0
828.0;334.0;-803.0;266.0;-79;9.0
831.0;175.0;-744.0;163.0;-79;48.0
?;-54.0;-983.0;77.0;-80;38.0
?;-413.0;-783.0;100.0;-77;?
857.0;?;-729.0;121.0;-89;22.0
869.0;-4.0;-847.0;128.0;-101;22.0
?;182.0;-765.0;99.0;-97;-15.0
?;193.0;-755.0;26.0;-98;?
861.0;280.0;-731.0;-51.0;-98;-57.0
810.0;288.0;-731.0;?;?;-70.0
747.0;245.0;-701.0;-92.0;-91;-89.0
770.0;?;-700.0;-178.0;-89;-98.0
?;128.0;-632.0;?;?;-97.0
?;215.0;-602.0;-185.0;-85;-95.0
760.0;?;-717.0;-232.0;?;-119.0
702.0;263.0;-746.0;-200.0;-88;?
705.0;252.0;-842.0;-196.0;-89;-145.0
?;274.0;-729.0;-204.0;-91;-193.0
650.0;259.0;-666.0;-204.0;?;?
581.0;304.0;-758.0;?;-87;-230.0
537.0;371.0;?;-137.0;-85;-364.0
?;346.0;-571.0;-153.0;-82;?
473.0;357.0;-504.0;-229.0;-78;-609.0
427.0;364.0;-527.0;-196.0;-77;-528.0
358.0;289.0;-472.0;-228.0;-76;?
378.0;297.0;-516.0;-193.0;?;-501.0
380.0;347.0;-481.0;-139.0;?;-505.0
397.0;329.0;-521.0;-180.0;-74;-467.0
386.0;269.0;?;-156.0;-71;?
?;295.0;-484.0;-139.0;-71;-475.0
327.0;327.0;-430.0;-3.0;-72;?
256.0;272.0;-442.0;-22.0;-72;-564.0
250.0;269.0;-479.0;?;-72;-557.0
190.0;368.0;-536.0;37.0;-71;-571.0
187.0;337.0;-560.0;194.0;?;?
?;?;-613.0;259.0;-71;-523.0
176.0;242.0;-652.0;363.0;-70;-509.0
?;186.0;?;378.0;-70;?
141.0;?;-889.0;428.0;-70;-574.0
129.0;151.0;-724.0;?;-69;?
90.0;157.0;-543.0;335.0;?;-627.0
?;127.0;-771.0;231.0;?;?
70.0;181.0;-811.0;148.0;-73;-650.0
85.0;156.0;?;?;-91;-703.0
?;242.0;-461.0;?;-126;-360.0
169.0;289.0;-393.0;119.0;-143;-296.0
191.0;287.0;-376.0;?;-155;-354.0
?;?;-340.0;?;?;?
?;856.0;-363.0;?;-147;-342.0
340.0;686.0;-330.0;-146.0;-140;-338.0
383.0;?;-304.0;228.0;-61;-388.0
419.0;258.0;-319.0;520.0;-25;-418.0
399.0;91.0;?;416.0;-30;-428.0
399.0;-194.0;-366.0;310.0;?;-466.0
286.0;-22.0;-424.0;451.0;?;?
254.0;-27.0;-402.0;?;?;-466.0
212.0;?;?;527.0;?;-444.0
?;?;-787.0;502.0;-10;-393.0
93.0;153.0;?;489.0;-5;-452.0
?;198.0;-685.0;554.0;-6;-574.0
76.0;192.0;-609.0;?;-4;?
63.0;?;-648.0;523.0;-3;-564.0
23.0;577.0;-538.0;486.0;-3;-718.0
23.0;?;-440.0;476.0;-3;-478.0
26.0;955.0;-408.0;?;-3;?
82.0;?;?;171.0;-3;-572.0
64.0;?;-426.0;?;?;-608.0
114.0;569.0;-482.0;9.0;-2;-472.0
208.0;-722.0;-408.0;23.0;?;-449.0
?;-111.0;-382.0;-112.0;?;-441.0
320.0;1494.0;-435.0;-212.0;-2;?
?;-430.0;-476.0;-420.0;-2;-452.0
318.0;-259.0;-582.0;-583.0;-2;-486.0
?;?;-590.0;-519.0;?;-512.0
146.0;-9.0;-776.0;-502.0;-2;-454.0
?;?;-813.0;-584.0;-1;-478.0
149.0;-98.0;-590.0;?;?;?
98.0;17.0;-754.0;-652.0;?;-591.0
79.0;49.0;-679.0;-573.0;0;-475.0
77.0;119.0;-652.0;-522.0;1;-611.0
53.0;64.0;?;-474.0;-2;-528.0
83.0;64.0;-513.0;-299.0;3;-236.0
68.0;46.0;-413.0;-180.0;3;-210.0
?;14.0;-437.0;-78.0;5;-409.0
118.0;?;-408.0;?;6;-375.0
204.0;120.0;-416.0;399.0;-3;-331.0
289.0;?;-402.0;585.0;19;-347.0
?;?;-404.0;?;-44;-347.0
365.0;?;-359.0;732.0;-138;-401.0
373.0;972.0;-448.0;206.0;-127;-396.0
288.0;-101.0;-451.0;-6.0;-124;-444.0
261.0;-192.0;-435.0;276.0;-134;-439.0
239.0;-93.0;?;430.0;-137;-417.0
179.0;-221.0;?;435.0;-127;-419.0
?;-228.0;-423.0;460.0;?;?
119.0;-298.0;-698.0;477.0;?;-487.0
?;-326.0;?;529.0;-140;-514.0
50.0;-295.0;-660.0;481.0;-138;-559.0
49.0;-368.0;-568.0;467.0;-141;-701.0
38.0;-600.0;-486.0;428.0;-139;-482.0
?;-758.0;-376.0;332.0;-140;-536.0
89.0;223.0;-411.0;286.0;?;?
118.0;2110.0;?;?;-139;?
84.0;1867.0;-438.0;132.0;-139;-523.0
218.0;?;-423.0;102.0;-139;-467.0
208.0;11.0;-400.0;-58.0;-140;-435.0
270.0;824.0;-462.0;-178.0;?;?
224.0;420.0;-503.0;-294.0;-141;-442.0
287.0;-734.0;-481.0;-369.0;-142;-480.0
215.0;-121.0;-569.0;-268.0;-141;-476.0
138.0;-130.0;-649.0;-171.0;-145;-476.0
?;-31.0;-576.0;-132.0;-143;-471.0
97.0;-186.0;-605.0;-60.0;?;-537.0
101.0;42.0;-428.0;36.0;?;-542.0
93.0;?;-492.0;118.0;-143;-524.0
73.0;82.0;-540.0;211.0;-163;-613.0
61.0;94.0;?;310.0;-138;-593.0
?;?;-592.0;383.0;-185;-356.0
97.0;122.0;-503.0;461.0;-149;-306.0
120.0;?;-479.0;418.0;77;-254.0
103.0;?;-480.0;?;65;-429.0
217.0;242.0;?;583.0;-7;-490.0
?;478.0;-531.0;666.0;23;-424.0
231.0;?;-577.0;785.0;0;?
?;727.0;-564.0;?;6;-353.0
132.0;?;-509.0;?;6;-309.0
178.0;-183.0;-527.0;755.0;1;-301.0
243.0;-314.0;-486.0;740.0;6;-281.0
258.0;-175.0;?;676.0;3;-258.0
193.0;-336.0;-695.0;679.0;4;-347.0
148.0;-271.0;-663.0;668.0;3;-346.0
?;-277.0;-647.0;699.0;?;-353.0
?;-215.0;-529.0;700.0;3;-523.0
?;?;-506.0;662.0;?;-597.0
?;-244.0;?;566.0;3;-729.0
205.0;-334.0;-538.0;442.0;3;?
217.0;-421.0;-559.0;?;3;-686.0
?;185.0;-591.0;?;3;-552.0
148.0;843.0;-644.0;221.0;3;-507.0
168.0;1796.0;-629.0;102.0;?;?
288.0;1537.0;-662.0;136.0;3;-475.0
302.0;-247.0;?;136.0;2;-474.0
257.0;-38.0;-691.0;155.0;2;-469.0
190.0;-286.0;-677.0;299.0;2;?
?;-241.0;-608.0;473.0;2;-455.0
?;-95.0;?;545.0;?;-417.0
213.0;34.0;-669.0;491.0;3;-416.0
?;10.0;-678.0;396.0;3;-364.0
262.0;113.0;-684.0;262.0;3;-229.0
314.0;190.0;-681.0;237.0;2;-187.0
308.0;?;-637.0;282.0;2;?
289.0;173.0;-680.0;?;2;-177.0
370.0;205.0;-611.0;381.0;2;-197.0
399.0;176.0;-660.0;523.0;2;-202.0
421.0;?;-641.0;771.0;2;-154.0
?;?;?;945.0;2;-169.0
422.0;?;-642.0;919.0;?;-168.0
414.0;586.0;-657.0;?;2;-168.0
434.0;755.0;?;?;2;-203.0
441.0;300.0;-644.0;142.0;2;-248.0
411.0;?;-668.0;?;?;?
402.0;-306.0;-672.0;?;1;-291.0
