InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit RUA gyroX
?;-523.0;1520;660.0;288.0;1520;96.0
-221;-454.0;1717;439.0;359.0;1717;111.0
-217;?;1762;283.0;162.0;1762;30.0
-310;-438.0;691;228.0;-55.0;691;-79.0
-282;?;-600;156.0;-45.0;-600;-169.0
170;-425.0;?;?;-43.0;?;-195.0
?;-326.0;147;-36.0;-103.0;147;-272.0
96;-374.0;?;-220.0;?;?;-422.0
76;-319.0;?;-292.0;-455.0;76;-590.0
?;-187.0;?;?;-593.0;304;?
196;-121.0;?;-285.0;-633.0;237;-702.0
257;-48.0;318;-310.0;-514.0;?;-616.0
179;-131.0;172;-347.0;-550.0;172;-623.0
173;-128.0;123;-448.0;?;123;-716.0
184;-100.0;116;?;-600.0;116;-685.0
120;-62.0;113;-703.0;?;113;-809.0
64;42.0;102;-929.0;-842.0;?;-957.0
123;150.0;135;-1379.0;-1016.0;135;-1061.0
185;185.0;?;-1730.0;-1038.0;110;-1345.0
156;-74.0;-37;-2011.0;?;-37;-1742.0
159;-326.0;?;-1571.0;-1440.0;-31;-2169.0
?;?;-17;?;?;?;-2474.0
163;-707.0;0;-1342.0;-2187.0;0;?
168;-761.0;29;-1307.0;?;29;-2570.0
?;-860.0;-27;-1046.0;-1780.0;-27;-2322.0
154;-890.0;-21;-921.0;-1292.0;?;-1866.0
157;-899.0;-15;-902.0;-933.0;?;-1835.0
144;-857.0;-26;-1053.0;-529.0;-26;-1145.0
121;-875.0;25;-814.0;?;25;?
116;-868.0;?;-800.0;371.0;67;-375.0
111;-916.0;39;-753.0;599.0;39;?
93;-867.0;93;-485.0;?;93;?
82;-894.0;173;-306.0;?;173;?
?;-880.0;?;-164.0;292.0;134;-448.0
87;?;212;-145.0;?;212;-548.0
?;?;94;?;-221.0;?;-548.0
71;?;248;-282.0;-109.0;248;-414.0
-150;-1006.0;1689;-461.0;8.0;1689;-293.0
-679;-996.0;2870;-499.0;2.0;2870;-274.0
-168;?;2125;?;23.0;2125;-202.0
524;-745.0;783;-323.0;?;?;?
-48;-643.0;-191;-276.0;?;-191;?
-584;-593.0;-277;-292.0;31.0;-277;-315.0
-364;-486.0;353;?;?;353;?
-100;-345.0;?;-172.0;65.0;470;-156.0
?;-268.0;865;-212.0;-41.0;865;?
327;-200.0;1273;-302.0;-354.0;?;-242.0
763;?;?;-383.0;-602.0;867;-259.0
632;-70.0;669;-498.0;-649.0;669;-236.0
?;-121.0;599;?;?;599;?
649;-184.0;?;?;-513.0;209;-379.0
528;?;-138;-605.0;-685.0;?;?
-256;?;100;-501.0;-676.0;100;-344.0
-49;-223.0;446;-491.0;-563.0;446;-375.0
?;?;?;-532.0;-626.0;500;-513.0
37;-506.0;512;-671.0;-908.0;512;-697.0
-33;?;264;-647.0;-850.0;?;-885.0
-117;-471.0;138;-608.0;-738.0;138;-995.0
-42;-511.0;248;-668.0;-598.0;248;-1063.0
-44;-493.0;200;-764.0;?;200;-881.0
?;-573.0;185;?;?;185;-825.0
-39;?;199;-799.0;?;199;?
-102;?;187;-823.0;-260.0;?;?
-50;-673.0;?;-821.0;-223.0;207;-994.0
-89;-843.0;180;-851.0;7.0;?;-947.0
?;-981.0;166;-907.0;?;166;-915.0
34;-981.0;137;-958.0;115.0;137;-892.0
-52;-934.0;?;?;-82.0;25;-1003.0
-52;-874.0;36;-970.0;?;36;-826.0
0;?;57;-697.0;97.0;57;-626.0
-25;?;-5;-943.0;258.0;-5;-527.0
-44;?;28;-844.0;597.0;28;?
-44;-534.0;25;-942.0;623.0;25;-512.0
-16;-436.0;-46;-925.0;429.0;?;-419.0
-11;-350.0;-22;-782.0;495.0;-22;-193.0
-27;-319.0;0;-727.0;726.0;?;-238.0
-15;?;-45;-644.0;442.0;-45;-355.0
-13;-293.0;-73;-530.0;12.0;-73;?
-23;-286.0;-90;-456.0;?;-90;?
-24;-207.0;-104;-322.0;-1057.0;-104;-612.0
-28;?;-117;?;?;-117;?
-31;-216.0;-32;-186.0;-323.0;-32;-385.0
-31;-213.0;?;?;-584.0;91;?
-40;?;147;186.0;?;147;-228.0
-41;-244.0;149;-21.0;?;149;-318.0
-38;-181.0;?;101.0;-545.0;128;-163.0
-44;-149.0;182;286.0;141.0;?;-32.0
-27;?;?;?;?;39;51.0
8;-177.0;-157;348.0;559.0;-157;52.0
-1;?;-141;292.0;400.0;?;308.0
-25;-260.0;-174;200.0;-924.0;-174;50.0
-12;-247.0;-175;182.0;-1535.0;-175;-48.0
-10;-249.0;?;70.0;-744.0;-157;-215.0
-22;-216.0;-153;71.0;?;-153;-105.0
-15;-142.0;-132;151.0;37.0;-132;?
?;-107.0;-162;194.0;420.0;-162;-4.0
-19;-18.0;-131;?;254.0;-131;-44.0
3;?;-114;?;104.0;-114;-127.0
-19;8.0;-165;514.0;259.0;-165;-293.0
2;-82.0;-187;609.0;-212.0;-187;-257.0
?;-43.0;-205;749.0;-757.0;-205;-101.0
-80;-44.0;-162;871.0;-845.0;-162;-18.0
?;?;-89;818.0;-922.0;?;?
11;?;-146;885.0;-1510.0;-146;72.0
?;157.0;-131;1004.0;?;?;-67.0
-27;157.0;?;981.0;-1649.0;-60;-1.0
?;226.0;-6;?;-1622.0;-6;?
-7;312.0;51;800.0;-1246.0;?;?
-3;414.0;-54;?;-898.0;-54;576.0
-21;?;-92;824.0;-643.0;?;603.0
-27;444.0;6;696.0;-421.0;6;67.0
1;?;?;703.0;-355.0;28;50.0
-1;?;1;833.0;163.0;1;?
-7;371.0;-132;833.0;472.0;-132;74.0
-24;178.0;-151;330.0;362.0;-151;-34.0
?;306.0;?;-5.0;?;-151;-173.0
197;?;-883;-139.0;886.0;-883;?
?;481.0;?;-289.0;?;-1063;-313.0
-446;?;351;-381.0;?;351;-323.0
-240;605.0;2140;-492.0;144.0;2140;-360.0
?;640.0;3343;-468.0;-37.0;3343;-295.0
-308;671.0;2793;-502.0;-59.0;?;-381.0
-457;673.0;1337;-517.0;-53.0;1337;-468.0
-235;729.0;1440;-580.0;-55.0;1440;-613.0
83;706.0;?;-572.0;-195.0;973;-625.0
58;623.0;?;-573.0;-370.0;-848;?
2;583.0;?;-531.0;?;-1365;-254.0
?;?;?;-375.0;-64.0;-1732;?
?;466.0;?;-198.0;94.0;-560;-307.0
-77;321.0;?;-151.0;61.0;1054;?
111;?;193;?;30.0;193;267.0
?;?;-61;-143.0;-14.0;-61;730.0
?;22.0;?;?;-298.0;71;855.0
43;27.0;-206;?;-317.0;-206;?
-59;-143.0;-79;-221.0;33.0;-79;680.0
-116;-466.0;62;-513.0;461.0;62;891.0
-65;-761.0;260;-846.0;871.0;260;939.0
25;?;300;-875.0;?;300;343.0
-19;?;52;-644.0;690.0;52;?
-37;-1073.0;-134;-343.0;1297.0;-134;543.0
-40;-1028.0;-17;-362.0;1484.0;-17;-13.0
-90;-1031.0;48;-376.0;615.0;48;-372.0
-31;?;-105;-207.0;?;?;-444.0
?;-805.0;?;30.0;548.0;?;?
-2;-699.0;-99;201.0;738.0;-99;-163.0
?;-543.0;?;?;684.0;-127;-122.0
?;-271.0;-405;?;214.0;-405;172.0
5;?;?;1.0;?;-334;50.0
?;-31.0;-3;?;-502.0;-3;136.0
-3;-261.0;-102;-688.0;-510.0;-102;?
?;-261.0;-113;-745.0;-785.0;-113;?
?;-232.0;?;-872.0;?;?;-331.0
-5;-193.0;120;-948.0;-1543.0;120;?
-20;-125.0;110;-775.0;-1332.0;110;?
-13;118.0;27;-583.0;-1058.0;27;264.0
6;358.0;-77;?;-735.0;?;405.0
-9;310.0;-22;-466.0;-656.0;-22;241.0
-28;337.0;?;-473.0;?;92;270.0
-20;380.0;162;-326.0;-1301.0;162;?
0;?;?;-262.0;-1029.0;?;165.0
-4;?;88;-265.0;?;88;356.0
?;158.0;70;-216.0;-662.0;70;389.0
-11;142.0;58;-150.0;-360.0;58;234.0
-23;34.0;4;-64.0;-403.0;4;-36.0
-23;?;?;?;-852.0;-7;-58.0
8;-45.0;0;?;-352.0;?;?
7;-62.0;?;403.0;?;0;-305.0
4;-109.0;5;?;582.0;5;?
9;-122.0;-9;381.0;-186.0;-9;-262.0
?;-131.0;25;?;-606.0;?;88.0
-11;-180.0;?;269.0;-204.0;37;124.0
-5;-212.0;14;134.0;877.0;?;436.0
-8;-303.0;59;-167.0;?;59;334.0
-27;-333.0;64;-326.0;1972.0;64;-27.0
-7;-381.0;94;-559.0;3569.0;94;-244.0
-13;-281.0;?;-646.0;1937.0;133;?
-25;-106.0;?;?;-613.0;73;-141.0
-13;71.0;-13;-17.0;-1250.0;-13;?
-12;123.0;-147;50.0;827.0;-147;-143.0
24;171.0;-266;176.0;948.0;?;-173.0
-10;246.0;-247;?;1165.0;-247;?
-41;324.0;-241;406.0;?;-241;381.0
2;313.0;-262;415.0;1373.0;-262;443.0
-7;358.0;-263;433.0;782.0;-263;469.0
-9;397.0;-272;494.0;346.0;-272;404.0
-13;408.0;-144;498.0;391.0;-144;301.0
-45;397.0;?;501.0;-16.0;-27;217.0
-24;?;-12;509.0;-456.0;-12;219.0
-12;464.0;?;512.0;?;53;259.0
-35;566.0;21;548.0;740.0;21;90.0
-12;780.0;-100;830.0;86.0;?;-345.0
-3;983.0;-86;832.0;-445.0;-86;-426.0
-14;1086.0;-50;?;-431.0;-50;-508.0
-27;1126.0;-53;917.0;-483.0;-53;-478.0
-29;1167.0;58;871.0;-513.0;58;-488.0
-38;1098.0;?;?;-435.0;?;-479.0
-50;1137.0;193;593.0;-307.0;?;-425.0
?;1186.0;?;447.0;?;167;-478.0
-47;1181.0;248;441.0;-452.0;248;-572.0
-95;1324.0;?;386.0;-878.0;383;-45.0
35;?;480;283.0;-1760.0;480;?
?;?;461;55.0;?;461;-240.0
-4;1307.0;?;-179.0;?;624;?
68;968.0;856;-413.0;?;856;35.0
?;?;109;-625.0;-188.0;109;?
108;666.0;-210;-681.0;277.0;-210;-227.0
-120;?;?;-770.0;313.0;477;-624.0
-119;526.0;?;-927.0;78.0;367;-707.0
-90;372.0;64;-951.0;36.0;64;-687.0
-187;203.0;?;-969.0;270.0;52;-602.0
-24;20.0;130;-805.0;422.0;130;-580.0
-72;-102.0;394;?;502.0;394;?
16;-191.0;331;-670.0;796.0;331;?
196;-210.0;833;-523.0;688.0;833;-431.0
?;-187.0;?;-590.0;315.0;2111;-326.0
?;-171.0;1903;-534.0;178.0;1903;-269.0
118;-135.0;544;-428.0;189.0;544;-363.0
-193;?;-205;?;-78.0;-205;-407.0
-58;?;-294;-229.0;-176.0;-294;-501.0
-22;-326.0;-61;-131.0;9.0;-61;-326.0
-81;-350.0;-16;-262.0;576.0;?;148.0
-45;-422.0;14;-292.0;?;?;?
?;-415.0;120;-259.0;1757.0;?;482.0
-65;-602.0;64;-419.0;1409.0;64;1036.0
-63;-738.0;41;?;737.0;?;708.0
-50;-812.0;28;?;-275.0;28;?
?;-822.0;-22;-808.0;-1792.0;-22;512.0
-64;-946.0;-64;-930.0;-2682.0;?;?
?;-1073.0;?;-1379.0;-1914.0;-70;1461.0
-49;-780.0;?;-2268.0;244.0;-74;1246.0
-47;-763.0;-81;?;2065.0;-81;422.0
?;-943.0;-40;-1667.0;2050.0;-40;121.0
-47;-1036.0;-16;-1188.0;306.0;-16;-320.0
-40;?;-21;-473.0;-758.0;-21;-219.0
?;-727.0;16;-157.0;-579.0;16;-334.0
-32;-506.0;-1;-44.0;-560.0;-1;-294.0
-24;?;?;0.0;-384.0;-40;-439.0
-17;?;19;-10.0;-264.0;19;-196.0
-15;-360.0;22;86.0;?;22;31.0
-19;-266.0;?;?;?;-10;62.0
-12;-255.0;28;265.0;272.0;28;311.0
0;-222.0;39;279.0;633.0;?;?
?;-125.0;31;249.0;442.0;31;255.0
-8;-107.0;?;?;204.0;33;68.0
-3;-68.0;27;231.0;?;27;53.0
?;?;36;279.0;241.0;36;-10.0
-10;?;2;?;385.0;2;59.0
?;0.0;-28;228.0;364.0;-28;184.0
?;?;8;173.0;499.0;?;175.0
?;62.0;5;101.0;?;5;287.0
-1;37.0;-3;89.0;895.0;-3;372.0
?;42.0;?;64.0;1220.0;?;?
?;54.0;7;101.0;?;7;443.0
-9;62.0;30;106.0;1129.0;30;429.0
-6;43.0;-14;57.0;782.0;-14;275.0
2;97.0;-53;?;?;-53;298.0
-1;?;-41;50.0;573.0;-41;?
-1;120.0;-49;44.0;381.0;-49;?
6;113.0;-63;?;?;?;?
4;103.0;-61;-13.0;271.0;-61;268.0
-2;92.0;?;?;266.0;-45;268.0
?;?;12;18.0;345.0;12;307.0
-5;86.0;?;65.0;255.0;40;366.0
0;120.0;-34;30.0;254.0;-34;329.0
1;132.0;-129;?;-111.0;-129;214.0
-3;121.0;?;148.0;-397.0;-129;127.0
?;205.0;-84;191.0;-88.0;-84;185.0
-1;?;-84;204.0;-210.0;-84;143.0
-4;214.0;?;?;-149.0;-54;175.0
0;231.0;-1;333.0;-73.0;-1;343.0
-3;?;?;?;-156.0;?;264.0
?;296.0;31;422.0;-275.0;31;88.0
-1;314.0;35;?;-311.0;35;-163.0
?;354.0;100;317.0;?;100;-169.0
?;416.0;164;335.0;?;164;?
-13;?;150;358.0;?;150;-586.0
2;456.0;?;230.0;-501.0;?;?
?;455.0;31;151.0;-194.0;31;?
-12;?;-10;11.0;?;?;-453.0
-10;361.0;-8;-233.0;150.0;-8;?
-5;343.0;-11;-302.0;105.0;-11;-967.0
3;?;52;?;-178.0;52;?
?;327.0;?;-676.0;-552.0;72;-1996.0
-10;358.0;-8;-956.0;-962.0;-8;?
-4;300.0;-13;-1087.0;?;-13;-1894.0
13;152.0;-17;-1274.0;-1773.0;?;-1849.0
-9;53.0;-19;-1590.0;-1874.0;?;-1562.0
?;34.0;-63;-2023.0;-1450.0;-63;-1122.0
-18;-119.0;-61;-2513.0;-980.0;-61;-1281.0
-5;?;-47;?;-493.0;-47;-1649.0
76;-653.0;-228;-2277.0;504.0;-228;-486.0
20;-719.0;-212;-1764.0;261.0;-212;-14.0
334;-789.0;-260;?;?;-260;-69.0
?;?;-603;-1109.0;-439.0;-603;5.0
414;-792.0;-618;?;-1420.0;-618;-472.0
327;-700.0;?;-844.0;-1607.0;?;-621.0
?;?;?;-694.0;-1048.0;398;-824.0
-121;-476.0;?;-458.0;-62.0;214;-225.0
-121;?;-116;-116.0;163.0;-116;?
-209;-173.0;?;?;59.0;-438;?
-539;-38.0;-790;135.0;79.0;-790;17.0
-868;74.0;-472;225.0;-59.0;?;-182.0
-582;137.0;110;423.0;-263.0;110;-272.0
-187;183.0;?;545.0;-207.0;190;?
?;?;74;816.0;?;74;?
?;134.0;129;1214.0;913.0;129;1107.0
-83;84.0;197;1293.0;1135.0;197;1432.0
-41;141.0;164;1307.0;2083.0;164;1198.0
?;?;77;1263.0;3200.0;77;795.0
-4;321.0;-51;1110.0;2589.0;-51;443.0
17;?;-48;?;414.0;-48;-269.0
1;481.0;?;1046.0;?;3;-672.0
-7;292.0;-9;?;506.0;-9;-301.0
-5;238.0;19;1116.0;245.0;19;-36.0
-16;198.0;-29;991.0;1079.0;-29;?
-5;249.0;-75;849.0;3087.0;-75;458.0
10;257.0;?;753.0;2015.0;-12;589.0
?;295.0;?;658.0;131.0;?;410.0
10;267.0;11;649.0;-401.0;11;569.0
-1;93.0;46;655.0;-519.0;46;1000.0
0;29.0;41;?;?;41;1141.0
-2;113.0;-10;795.0;1065.0;-10;1291.0
-11;32.0;?;990.0;270.0;-10;1254.0
?;159.0;25;880.0;303.0;?;1293.0
-3;?;31;856.0;811.0;31;1640.0
?;135.0;24;967.0;?;24;1615.0
2;166.0;11;933.0;?;?;?
-4;221.0;25;682.0;?;25;?
-2;?;47;501.0;-1470.0;47;?
0;?;51;577.0;-1202.0;51;681.0
3;166.0;?;662.0;-219.0;23;754.0
11;197.0;-5;661.0;252.0;-5;919.0
-6;192.0;?;?;-280.0;?;916.0
-13;116.0;1;465.0;-869.0;1;831.0
-5;87.0;-29;414.0;-409.0;-29;904.0
0;?;-27;312.0;37.0;-27;827.0
5;75.0;-115;230.0;164.0;-115;747.0
0;53.0;?;204.0;-729.0;-83;617.0
?;-51.0;54;?;?;54;?
-6;-12.0;57;60.0;-704.0;57;?
-24;-27.0;?;-101.0;?;49;539.0
-8;-21.0;72;-160.0;-497.0;72;?
?;-32.0;44;-119.0;?;44;576.0
2;-63.0;62;?;-936.0;62;399.0
4;20.0;77;-182.0;-696.0;77;285.0
4;?;77;-283.0;-102.0;77;398.0
8;53.0;?;-216.0;317.0;94;?
6;?;47;-171.0;-86.0;?;?
-1;75.0;-6;412.0;-563.0;-6;?
-4;-126.0;-8;-6.0;-259.0;-8;279.0
0;137.0;9;-293.0;310.0;9;541.0
-11;?;-12;?;913.0;-12;444.0
-2;186.0;35;-528.0;699.0;?;-61.0
-2;?;?;-649.0;-147.0;104;19.0
-13;107.0;124;-780.0;-177.0;124;-429.0
?;140.0;187;?;119.0;187;?
-27;?;146;?;469.0;146;?
16;-160.0;240;?;480.0;240;?
-46;-234.0;89;-1847.0;288.0;89;-1139.0
?;?;465;-1935.0;-496.0;465;-1703.0
-38;?;1720;?;-1269.0;1720;-2047.0
72;-415.0;1846;-1010.0;-872.0;1846;-1655.0
?;-467.0;2260;-698.0;?;2260;-1232.0
52;-455.0;?;-524.0;?;3495;-1403.0
?;?;3562;-720.0;86.0;3562;-1477.0
-984;-297.0;2080;-881.0;?;2080;-1733.0
-892;-260.0;?;-1077.0;?;-307;-2077.0
-365;-173.0;-1038;-1291.0;-2267.0;-1038;-2219.0
?;-86.0;?;-1226.0;-2345.0;-197;?
57;?;-294;-1301.0;?;?;-1765.0
300;-109.0;-614;-1209.0;-1311.0;-614;-1506.0
283;-566.0;-403;-1076.0;-833.0;-403;-1293.0
281;249.0;-662;-1595.0;?;?;-1410.0
700;426.0;-576;-1553.0;-125.0;-576;-1316.0
711;45.0;-236;-1155.0;309.0;-236;-1404.0
913;-241.0;-1074;?;172.0;-1074;-1559.0
653;17.0;-440;-1054.0;-107.0;-440;-1356.0
-197;109.0;?;-1076.0;-193.0;1908;-1371.0
725;80.0;2089;-812.0;-32.0;2089;-1177.0
1193;?;?;-594.0;288.0;1254;-1042.0
73;?;965;-504.0;?;965;-914.0
-261;-49.0;428;-458.0;?;428;?
?;-103.0;?;-428.0;481.0;?;-335.0
88;-175.0;3;-505.0;409.0;3;-176.0
55;-175.0;157;-525.0;396.0;157;?
46;?;137;-590.0;?;?;-234.0
28;-241.0;28;-566.0;411.0;28;-119.0
35;-265.0;44;-590.0;216.0;?;?
26;-159.0;-16;?;-19.0;-16;-326.0
38;89.0;-18;-551.0;?;?;-379.0
?;55.0;53;-377.0;344.0;53;-301.0
23;-143.0;?;-157.0;484.0;?;-306.0
29;117.0;8;-319.0;391.0;8;-416.0
27;369.0;23;-695.0;308.0;23;-924.0
19;-340.0;?;-281.0;102.0;-10;?
39;-94.0;-9;?;-190.0;-9;?
22;153.0;?;-1444.0;-359.0;?;?
-27;18.0;289;-728.0;-508.0;?;-1412.0
-127;-188.0;-21;?;-691.0;-21;-1071.0
-94;-273.0;59;-563.0;-742.0;59;-801.0
259;?;?;-835.0;-789.0;775;-610.0
331;-45.0;?;-942.0;-832.0;858;-543.0
23;-79.0;1259;-570.0;-731.0;1259;-525.0
?;?;1291;-358.0;?;1291;-500.0
9;-187.0;252;-269.0;-418.0;252;-269.0
-341;?;?;?;-152.0;-430;?
-324;-172.0;-705;-141.0;-32.0;?;-30.0
-331;-62.0;-933;-31.0;?;-933;-64.0
-278;-11.0;-1130;132.0;-190.0;-1130;?
-48;-209.0;-1090;166.0;?;?;28.0
15;5.0;152;6.0;966.0;?;222.0
?;-46.0;965;-292.0;?;965;-242.0
166;-75.0;657;-101.0;-170.0;?;-292.0
214;-163.0;189;-207.0;215.0;189;?
292;-84.0;-927;-211.0;396.0;?;-384.0
268;-117.0;260;94.0;83.0;260;-430.0
671;-142.0;2145;194.0;-457.0;2145;?
?;-164.0;1637;73.0;?;?;?
-650;-252.0;1024;-96.0;-30.0;1024;457.0
-61;?;168;?;427.0;?;895.0
360;-177.0;-206;-1.0;270.0;-206;?
3;?;76;151.0;-136.0;76;63.0
38;-238.0;?;-71.0;?;?;-85.0
?;-291.0;-175;-226.0;-472.0;-175;?
?;?;?;-341.0;-244.0;-166;-109.0
110;-199.0;-61;-463.0;159.0;?;206.0
51;-201.0;-10;?;136.0;-10;207.0
?;-178.0;-52;-471.0;230.0;?;296.0
86;?;-76;-375.0;?;-76;532.0
84;-172.0;?;-344.0;1165.0;-69;455.0
?;?;-43;-359.0;?;-43;?
?;-89.0;?;-278.0;614.0;?;196.0
80;35.0;-13;-232.0;?;-13;149.0
87;-239.0;3;544.0;?;3;263.0
66;?;-33;533.0;59.0;-33;-186.0
48;?;?;480.0;56.0;-60;-295.0
67;-14.0;-59;?;306.0;-59;-289.0
69;-31.0;-70;?;?;?;?
50;?;-63;728.0;39.0;-63;204.0
65;?;-67;719.0;?;-67;63.0
79;?;-80;534.0;-280.0;-80;?
62;20.0;?;278.0;?;-60;316.0
?;20.0;-52;164.0;1311.0;-52;386.0
60;-16.0;?;183.0;?;?;304.0
?;-95.0;59;418.0;?;59;-149.0
?;-173.0;?;566.0;?;22;-528.0
?;-162.0;-19;698.0;-3117.0;-19;-232.0
44;?;?;807.0;-1747.0;11;343.0
59;67.0;20;998.0;-21.0;20;925.0
?;132.0;?;879.0;532.0;21;?
32;36.0;-17;695.0;-403.0;-17;-725.0
38;1.0;2;306.0;-891.0;2;-727.0
51;38.0;?;69.0;-586.0;53;-371.0
45;?;31;?;-401.0;31;-67.0
28;89.0;93;316.0;665.0;93;659.0
14;-50.0;140;?;62.0;140;612.0
25;-65.0;87;?;192.0;87;361.0
54;-62.0;?;-44.0;1179.0;83;71.0
59;-59.0;140;-106.0;1616.0;140;?
57;-75.0;115;-196.0;1642.0;115;-906.0
?;-97.0;35;-283.0;1288.0;35;-431.0
41;-200.0;60;?;368.0;60;261.0
36;-210.0;86;-189.0;-60.0;86;295.0
31;?;?;?;-340.0;84;238.0
15;-195.0;88;-534.0;-625.0;88;384.0
?;?;?;-577.0;-706.0;43;524.0
33;-230.0;14;-617.0;?;14;428.0
27;-249.0;0;-603.0;-1195.0;0;378.0
27;-203.0;8;?;-1351.0;8;383.0
35;-253.0;22;-756.0;-2443.0;22;624.0
32;-239.0;34;-699.0;-3179.0;?;?
20;?;35;-694.0;-3351.0;35;203.0
?;?;-32;-801.0;?;-32;?
27;-256.0;-9;-1195.0;-3001.0;-9;?
26;-349.0;?;-1448.0;-1675.0;49;-553.0
32;-352.0;?;-1228.0;-514.0;18;-701.0
16;-426.0;14;-1147.0;145.0;14;-562.0
16;?;58;-936.0;?;58;-310.0
11;?;52;-755.0;826.0;52;-148.0
-10;-373.0;-12;-397.0;-154.0;?;-367.0
8;-409.0;-2;-595.0;-231.0;-2;-282.0
?;-391.0;33;-559.0;-54.0;33;-363.0
-4;-424.0;10;-516.0;-592.0;10;-459.0
-5;?;9;-349.0;?;?;?
0;-346.0;11;?;?;?;-113.0
-1;?;14;-248.0;-159.0;14;-298.0
-6;-293.0;1;-184.0;201.0;1;?
2;-247.0;?;-159.0;498.0;-7;-32.0
?;?;11;-163.0;-132.0;11;-313.0
?;?;-21;-105.0;?;-21;-237.0
7;-140.0;-46;?;-431.0;?;-97.0
8;?;-21;35.0;-477.0;-21;-45.0
?;-54.0;13;-48.0;-980.0;13;?
7;7.0;?;-62.0;-615.0;18;-15.0
-6;?;0;-61.0;78.0;0;88.0
2;34.0;24;?;-426.0;24;37.0
4;38.0;46;25.0;-750.0;46;?
-11;42.0;28;?;-481.0;28;136.0
-1;54.0;23;205.0;-268.0;?;147.0
10;47.0;30;275.0;-358.0;30;?
5;22.0;1;?;117.0;1;-19.0
4;1.0;0;133.0;?;0;120.0
4;20.0;40;154.0;?;40;333.0
?;22.0;?;144.0;837.0;-13;277.0
9;25.0;-48;158.0;482.0;-48;36.0
-5;43.0;?;144.0;-335.0;-7;?
-6;36.0;?;147.0;?;-10;?
21;58.0;?;?;?;31;?
10;92.0;?;191.0;195.0;78;?
-6;118.0;60;343.0;-393.0;?;167.0
1;118.0;84;366.0;-658.0;84;148.0
-2;156.0;?;?;?;61;30.0
-4;197.0;-34;525.0;-881.0;-34;170.0
?;252.0;-32;629.0;-528.0;-32;310.0
13;278.0;-15;767.0;?;-15;?
?;144.0;-43;1054.0;-67.0;-43;?
-22;156.0;-33;?;183.0;-33;680.0
5;101.0;-20;1506.0;628.0;-20;690.0
20;-48.0;?;1703.0;861.0;-38;?
?;-65.0;-47;1779.0;?;-47;?
?;45.0;-23;1797.0;675.0;-23;?
?;-63.0;?;1931.0;?;-30;?
-3;369.0;-34;?;?;-34;589.0
8;659.0;25;?;500.0;25;?
1;349.0;62;2103.0;529.0;62;?
-7;193.0;36;1865.0;598.0;36;?
0;132.0;5;1553.0;601.0;?;?
8;43.0;25;1261.0;?;25;1196.0
-3;?;?;740.0;922.0;?;?
?;-222.0;-32;461.0;1006.0;-32;991.0
?;-84.0;-42;573.0;1102.0;?;1064.0
2;5.0;-37;579.0;1009.0;-37;931.0
?;18.0;-44;494.0;724.0;-44;599.0
5;-15.0;?;?;483.0;-36;243.0
?;1.0;?;212.0;406.0;-28;-21.0
-7;32.0;-19;?;283.0;-19;-298.0
0;-30.0;-18;-239.0;140.0;-18;-534.0
6;-45.0;-24;-315.0;68.0;-24;-669.0
-6;?;-10;?;59.0;?;-787.0
-15;43.0;-19;?;-9.0;-19;-826.0
0;7.0;?;-39.0;-104.0;-52;?
12;?;-30;-103.0;-110.0;-30;-833.0
?;50.0;-6;-109.0;-129.0;?;-796.0
0;92.0;-32;-74.0;-227.0;?;-805.0
?;100.0;-9;-184.0;-345.0;-9;-748.0
-11;76.0;11;-310.0;-460.0;11;-657.0
-11;147.0;13;-347.0;-520.0;13;-562.0
-11;117.0;12;-487.0;-561.0;?;?
23;?;-52;-698.0;-629.0;-52;-368.0
36;?;?;-965.0;-710.0;-28;-267.0
15;355.0;?;-804.0;?;?;?
32;?;48;-904.0;?;48;?
26;388.0;126;-986.0;-829.0;126;?
?;369.0;167;-962.0;-991.0;167;-937.0
-1;327.0;103;?;-854.0;?;-909.0
19;222.0;114;-992.0;-592.0;114;-908.0
24;147.0;167;-780.0;-313.0;167;-818.0
-14;56.0;155;?;-187.0;155;-727.0
-44;-2.0;109;-837.0;-263.0;109;-783.0
-18;?;?;?;-241.0;49;-834.0
-48;?;-23;?;-72.0;-23;?
?;?;-70;?;246.0;-70;?
11;-264.0;-77;-1310.0;292.0;?;-969.0
5;-340.0;-30;-1275.0;122.0;-30;-1037.0
2;-341.0;-113;-1201.0;?;-113;-1081.0
9;-337.0;-129;-1307.0;346.0;-129;-1078.0
54;-332.0;-133;-1281.0;177.0;-133;-760.0
?;-208.0;?;-981.0;?;-523;-247.0
-203;-163.0;-151;-1117.0;-569.0;-151;38.0
117;-225.0;334;?;?;334;181.0
12;-293.0;703;-937.0;?;703;495.0
-179;?;1671;-1035.0;-1488.0;1671;?
?;?;?;?;?;1389;1153.0
250;-175.0;1134;?;-1084.0;1134;854.0
?;-22.0;1796;-741.0;-710.0;1796;472.0
190;177.0;1065;-720.0;-351.0;?;525.0
428;?;-234;-481.0;?;-234;842.0
313;?;-446;-416.0;?;-446;?
-574;?;?;-378.0;2775.0;506;-120.0
-322;156.0;2085;-300.0;2767.0;2085;466.0
