Accelerometer HIP accZ;InertialMeasurementUnit LLA accZ;InertialMeasurementUnit BACK magneticX;Accelerometer RUA_ accX;InertialMeasurementUnit BACK accZ;Accelerometer BACK accY;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LUA accZ;Accelerometer LH accZ;Accelerometer BACK accZ;Accelerometer BACK accX
10.0;143.0;619.0;602.0;100.0;884.0;?;374.0;66.0;-458.0;128.0
?;148.0;617.0;622.0;98.0;?;141.0;388.0;-13.0;-486.0;143.0
7.0;164.0;613.0;582.0;95.0;?;193.0;?;-191.0;-433.0;170.0
22.0;201.0;608.0;611.0;80.0;909.0;319.0;409.0;-335.0;-384.0;175.0
54.0;186.0;606.0;610.0;74.0;909.0;490.0;400.0;-260.0;-398.0;144.0
?;?;599.0;621.0;65.0;929.0;632.0;?;-356.0;-435.0;?
?;167.0;592.0;576.0;?;933.0;664.0;347.0;-376.0;-335.0;162.0
28.0;159.0;586.0;?;?;914.0;691.0;?;-471.0;?;144.0
4.0;145.0;579.0;659.0;61.0;913.0;?;?;-429.0;-407.0;146.0
42.0;133.0;571.0;687.0;45.0;905.0;808.0;?;-548.0;-408.0;158.0
-15.0;120.0;563.0;675.0;28.0;914.0;809.0;226.0;-608.0;-430.0;102.0
5.0;?;550.0;598.0;29.0;?;?;189.0;-595.0;-377.0;128.0
1.0;127.0;537.0;700.0;10.0;909.0;765.0;146.0;-407.0;-395.0;207.0
3.0;?;523.0;649.0;-5.0;922.0;766.0;101.0;-474.0;-422.0;232.0
?;170.0;508.0;642.0;-31.0;?;690.0;66.0;?;?;194.0
40.0;247.0;490.0;743.0;-58.0;876.0;696.0;?;-534.0;-381.0;217.0
49.0;369.0;472.0;699.0;-94.0;?;738.0;265.0;-636.0;-427.0;238.0
19.0;507.0;453.0;677.0;?;889.0;731.0;396.0;-617.0;-399.0;212.0
48.0;595.0;433.0;670.0;-155.0;?;798.0;?;-516.0;-426.0;?
57.0;?;421.0;640.0;?;919.0;837.0;514.0;?;?;213.0
54.0;726.0;406.0;?;-188.0;917.0;839.0;412.0;-654.0;-396.0;?
79.0;644.0;?;542.0;-166.0;912.0;711.0;379.0;-541.0;-418.0;193.0
75.0;527.0;391.0;503.0;-201.0;923.0;852.0;?;?;-332.0;211.0
77.0;533.0;383.0;504.0;?;923.0;921.0;309.0;-471.0;-420.0;154.0
77.0;536.0;377.0;?;-186.0;?;795.0;?;?;-416.0;184.0
?;512.0;373.0;430.0;-220.0;912.0;739.0;344.0;-584.0;-405.0;171.0
38.0;541.0;371.0;379.0;?;906.0;884.0;312.0;?;-428.0;?
65.0;579.0;368.0;380.0;-238.0;926.0;813.0;320.0;-373.0;?;165.0
64.0;610.0;370.0;?;?;?;811.0;304.0;-540.0;-431.0;186.0
?;595.0;366.0;338.0;?;?;800.0;291.0;-392.0;-431.0;?
52.0;522.0;360.0;?;-264.0;916.0;749.0;?;-475.0;-420.0;168.0
?;?;352.0;?;?;899.0;757.0;311.0;-390.0;-415.0;173.0
70.0;445.0;349.0;422.0;-282.0;911.0;608.0;271.0;-610.0;-446.0;173.0
51.0;464.0;344.0;?;?;917.0;649.0;235.0;-569.0;-440.0;173.0
64.0;471.0;336.0;444.0;-276.0;927.0;618.0;?;-660.0;-416.0;173.0
70.0;466.0;334.0;553.0;-285.0;898.0;583.0;237.0;-463.0;-451.0;173.0
?;420.0;332.0;630.0;-299.0;916.0;?;277.0;-486.0;-447.0;?
58.0;461.0;?;?;-299.0;933.0;500.0;275.0;-661.0;-411.0;?
67.0;520.0;330.0;667.0;-300.0;?;528.0;262.0;-584.0;-419.0;190.0
38.0;?;330.0;725.0;?;885.0;552.0;?;-548.0;-440.0;191.0
24.0;?;331.0;611.0;-297.0;893.0;414.0;281.0;-436.0;?;161.0
27.0;577.0;331.0;551.0;-294.0;867.0;463.0;291.0;-90.0;-459.0;156.0
?;515.0;331.0;667.0;?;903.0;489.0;302.0;-34.0;-459.0;177.0
57.0;?;333.0;640.0;-303.0;910.0;625.0;283.0;-154.0;-426.0;?
49.0;550.0;333.0;572.0;-304.0;904.0;?;272.0;-971.0;-418.0;?
52.0;466.0;?;?;-294.0;899.0;640.0;272.0;-666.0;-440.0;159.0
31.0;421.0;336.0;588.0;-298.0;900.0;759.0;268.0;-525.0;?;176.0
40.0;557.0;335.0;512.0;-287.0;919.0;?;209.0;-439.0;-418.0;176.0
?;553.0;?;517.0;-277.0;898.0;727.0;200.0;?;-462.0;178.0
51.0;393.0;338.0;?;-287.0;896.0;851.0;277.0;-408.0;-442.0;150.0
?;195.0;?;?;-291.0;890.0;843.0;329.0;-424.0;-426.0;200.0
41.0;266.0;340.0;551.0;-277.0;?;631.0;287.0;-583.0;?;?
?;314.0;?;?;?;?;741.0;267.0;?;-398.0;152.0
36.0;?;344.0;826.0;?;913.0;?;?;-412.0;?;187.0
51.0;484.0;?;835.0;-270.0;?;758.0;316.0;?;-321.0;166.0
86.0;516.0;348.0;799.0;-272.0;?;682.0;347.0;-416.0;59.0;64.0
82.0;523.0;348.0;793.0;?;1031.0;656.0;297.0;-512.0;-610.0;232.0
59.0;669.0;349.0;?;?;1001.0;645.0;?;?;-410.0;143.0
45.0;635.0;348.0;848.0;-270.0;?;?;334.0;-465.0;-369.0;159.0
65.0;378.0;349.0;?;-270.0;972.0;667.0;361.0;-503.0;?;125.0
?;279.0;?;722.0;-268.0;988.0;824.0;373.0;-574.0;-284.0;121.0
80.0;527.0;350.0;777.0;?;978.0;692.0;307.0;-513.0;-273.0;114.0
94.0;?;?;927.0;-242.0;972.0;578.0;?;?;-248.0;155.0
71.0;562.0;348.0;868.0;-248.0;988.0;822.0;334.0;?;-252.0;124.0
71.0;524.0;?;784.0;-263.0;1003.0;1005.0;344.0;?;-237.0;117.0
81.0;524.0;352.0;1032.0;-250.0;974.0;960.0;316.0;-511.0;-222.0;142.0
83.0;511.0;?;?;?;983.0;922.0;364.0;-507.0;-232.0;125.0
74.0;549.0;367.0;922.0;?;989.0;866.0;369.0;-621.0;-237.0;97.0
68.0;567.0;?;1031.0;-242.0;1005.0;871.0;337.0;-541.0;-241.0;104.0
?;521.0;457.0;?;-201.0;?;960.0;358.0;-542.0;-213.0;114.0
97.0;?;466.0;?;-223.0;998.0;850.0;354.0;-431.0;-200.0;115.0
92.0;559.0;466.0;966.0;-190.0;997.0;722.0;352.0;-370.0;-229.0;95.0
108.0;524.0;472.0;949.0;-141.0;?;923.0;350.0;?;-200.0;99.0
79.0;534.0;477.0;?;?;977.0;?;?;-373.0;-237.0;?
82.0;591.0;?;?;-126.0;974.0;814.0;304.0;?;-233.0;91.0
?;597.0;480.0;921.0;-119.0;1003.0;889.0;273.0;?;-222.0;105.0
?;526.0;485.0;?;-137.0;991.0;1031.0;285.0;-413.0;?;88.0
95.0;?;499.0;870.0;-147.0;990.0;?;?;-387.0;-255.0;58.0
108.0;460.0;504.0;829.0;?;?;999.0;310.0;?;-208.0;92.0
102.0;569.0;509.0;?;-124.0;982.0;1027.0;269.0;-841.0;?;91.0
?;645.0;513.0;833.0;-128.0;995.0;1026.0;?;-260.0;?;78.0
121.0;471.0;516.0;?;-121.0;992.0;978.0;?;-511.0;?;83.0
106.0;496.0;?;738.0;-126.0;991.0;?;256.0;-501.0;-228.0;85.0
95.0;384.0;522.0;786.0;-121.0;1010.0;?;?;-688.0;-237.0;?
93.0;332.0;?;?;?;?;1045.0;328.0;-579.0;-233.0;108.0
74.0;450.0;525.0;773.0;-121.0;?;924.0;282.0;-934.0;-219.0;87.0
?;?;526.0;695.0;-105.0;980.0;997.0;257.0;-841.0;-240.0;77.0
62.0;397.0;524.0;520.0;-107.0;?;944.0;260.0;-875.0;-214.0;?
65.0;?;524.0;408.0;-109.0;?;829.0;219.0;-706.0;-271.0;98.0
83.0;579.0;525.0;407.0;-117.0;978.0;889.0;223.0;-592.0;-248.0;89.0
?;?;524.0;603.0;-100.0;981.0;958.0;?;-473.0;-260.0;66.0
97.0;494.0;522.0;630.0;?;989.0;?;285.0;-464.0;-251.0;64.0
?;656.0;521.0;554.0;-103.0;970.0;768.0;183.0;?;-263.0;37.0
75.0;488.0;520.0;530.0;-103.0;981.0;799.0;?;?;-299.0;4.0
45.0;474.0;?;?;-89.0;?;?;289.0;?;-262.0;-15.0
20.0;529.0;?;506.0;-92.0;989.0;882.0;260.0;-476.0;-228.0;-26.0
?;605.0;519.0;436.0;?;1040.0;876.0;257.0;-473.0;-216.0;-23.0
39.0;703.0;?;353.0;-66.0;?;763.0;226.0;-492.0;-352.0;?
29.0;700.0;?;558.0;-80.0;989.0;591.0;?;-583.0;-397.0;-18.0
5.0;676.0;528.0;658.0;-80.0;958.0;?;184.0;-609.0;-182.0;-21.0
-12.0;563.0;?;414.0;-77.0;1004.0;629.0;155.0;-695.0;-250.0;7.0
-44.0;?;532.0;422.0;-58.0;981.0;791.0;159.0;?;-251.0;?
-52.0;364.0;532.0;551.0;-59.0;970.0;763.0;?;?;-302.0;20.0
-29.0;319.0;538.0;524.0;-40.0;950.0;?;87.0;-747.0;-329.0;38.0
-39.0;310.0;543.0;?;-46.0;937.0;638.0;?;?;-321.0;14.0
10.0;304.0;549.0;?;?;?;618.0;29.0;?;?;1.0
41.0;298.0;559.0;520.0;-32.0;946.0;568.0;2.0;-596.0;-389.0;?
27.0;313.0;572.0;520.0;?;922.0;?;37.0;-615.0;-332.0;-34.0
5.0;333.0;?;629.0;-55.0;946.0;603.0;48.0;-553.0;?;-45.0
-10.0;?;598.0;626.0;-82.0;939.0;?;145.0;-825.0;-363.0;-58.0
-9.0;325.0;593.0;560.0;184.0;?;848.0;200.0;-750.0;?;-46.0
-20.0;?;587.0;?;-69.0;?;670.0;?;-592.0;-343.0;-77.0
-10.0;437.0;584.0;518.0;33.0;951.0;838.0;139.0;-565.0;-379.0;-55.0
0.0;453.0;582.0;616.0;?;938.0;872.0;125.0;-526.0;-393.0;-55.0
-14.0;520.0;?;?;-22.0;?;916.0;83.0;-629.0;-374.0;-51.0
-22.0;454.0;584.0;?;-13.0;950.0;1075.0;131.0;-745.0;-360.0;-48.0
?;391.0;588.0;595.0;12.0;?;?;154.0;-676.0;-369.0;?
-4.0;421.0;594.0;529.0;26.0;942.0;838.0;?;-641.0;-380.0;-38.0
-2.0;427.0;599.0;515.0;31.0;?;765.0;?;?;-348.0;-18.0
-27.0;392.0;599.0;?;20.0;951.0;824.0;?;-695.0;-344.0;-22.0
-11.0;443.0;602.0;?;?;948.0;790.0;161.0;-537.0;-369.0;-36.0
-18.0;423.0;605.0;?;48.0;943.0;773.0;164.0;-470.0;-379.0;?
-10.0;485.0;606.0;522.0;60.0;935.0;723.0;?;-442.0;-405.0;-24.0
10.0;?;606.0;626.0;67.0;923.0;804.0;187.0;27.0;-342.0;-7.0
4.0;?;609.0;?;66.0;930.0;835.0;219.0;214.0;-388.0;11.0
-9.0;446.0;610.0;597.0;50.0;?;836.0;224.0;213.0;-383.0;18.0
?;459.0;611.0;549.0;?;935.0;827.0;194.0;90.0;-407.0;27.0
-19.0;518.0;?;?;53.0;926.0;858.0;?;-131.0;-401.0;22.0
-20.0;476.0;609.0;568.0;53.0;947.0;808.0;187.0;-452.0;-384.0;76.0
-10.0;411.0;607.0;546.0;43.0;?;786.0;245.0;-690.0;-328.0;82.0
0.0;?;?;520.0;41.0;936.0;842.0;261.0;-693.0;?;68.0
2.0;403.0;602.0;437.0;31.0;960.0;868.0;?;-749.0;-343.0;?
7.0;427.0;597.0;?;23.0;952.0;829.0;?;-895.0;-424.0;78.0
4.0;530.0;595.0;?;29.0;942.0;881.0;237.0;-761.0;-360.0;?
-2.0;455.0;594.0;404.0;?;952.0;976.0;?;?;-373.0;60.0
-48.0;307.0;587.0;362.0;18.0;957.0;994.0;388.0;-344.0;-364.0;65.0
-9.0;253.0;?;?;5.0;945.0;971.0;391.0;-251.0;-338.0;?
-6.0;247.0;582.0;315.0;14.0;973.0;?;321.0;-264.0;?;?
-7.0;233.0;582.0;?;?;967.0;882.0;263.0;-284.0;?;70.0
?;?;583.0;260.0;?;951.0;?;228.0;-292.0;-325.0;?
-24.0;411.0;584.0;306.0;42.0;950.0;803.0;154.0;-303.0;-347.0;72.0
-20.0;606.0;?;381.0;?;975.0;?;153.0;?;?;77.0
-12.0;517.0;589.0;293.0;28.0;?;743.0;?;-273.0;-330.0;77.0
?;?;596.0;239.0;?;973.0;687.0;289.0;?;-298.0;79.0
-2.0;?;598.0;238.0;-15.0;959.0;?;335.0;-225.0;-282.0;103.0
20.0;557.0;593.0;214.0;15.0;976.0;585.0;379.0;-220.0;-265.0;92.0
21.0;?;588.0;213.0;7.0;?;?;?;-264.0;-264.0;84.0
?;416.0;?;194.0;?;969.0;326.0;443.0;-274.0;-290.0;95.0
?;320.0;566.0;153.0;18.0;980.0;453.0;?;-274.0;-270.0;?
22.0;265.0;?;146.0;12.0;980.0;?;400.0;-271.0;-290.0;96.0
2.0;273.0;545.0;127.0;5.0;970.0;378.0;337.0;-242.0;-260.0;106.0
4.0;281.0;538.0;80.0;14.0;982.0;?;289.0;-208.0;-269.0;93.0
-9.0;?;530.0;?;11.0;988.0;574.0;299.0;-236.0;-245.0;?
?;245.0;527.0;42.0;-9.0;991.0;385.0;311.0;?;?;67.0
12.0;253.0;526.0;15.0;5.0;?;390.0;299.0;-251.0;-214.0;82.0
0.0;260.0;527.0;-5.0;?;982.0;399.0;316.0;-245.0;-227.0;66.0
22.0;247.0;527.0;-26.0;-5.0;983.0;386.0;332.0;?;-228.0;67.0
?;241.0;530.0;-52.0;?;990.0;376.0;328.0;-252.0;?;71.0
37.0;215.0;529.0;-73.0;-9.0;987.0;364.0;329.0;-225.0;-220.0;53.0
32.0;?;532.0;-78.0;-18.0;985.0;298.0;321.0;-251.0;-234.0;?
?;259.0;532.0;-93.0;?;968.0;292.0;315.0;-233.0;-234.0;66.0
10.0;253.0;531.0;-106.0;-13.0;985.0;?;?;-220.0;?;68.0
?;?;532.0;-115.0;?;982.0;157.0;313.0;-159.0;?;74.0
19.0;?;532.0;-116.0;-16.0;?;165.0;316.0;?;-233.0;?
25.0;218.0;532.0;?;?;989.0;143.0;308.0;-202.0;-230.0;48.0
35.0;222.0;531.0;-128.0;-20.0;988.0;135.0;315.0;-223.0;-250.0;67.0
25.0;?;529.0;-137.0;-6.0;971.0;100.0;318.0;-206.0;-238.0;48.0
33.0;?;531.0;?;-22.0;990.0;93.0;319.0;?;-234.0;?
6.0;233.0;533.0;-167.0;?;?;72.0;314.0;?;?;63.0
6.0;237.0;533.0;-144.0;-22.0;?;25.0;312.0;-191.0;-242.0;?
5.0;240.0;535.0;-140.0;-15.0;976.0;71.0;313.0;-184.0;-244.0;76.0
3.0;255.0;536.0;?;33.0;?;33.0;310.0;-182.0;-231.0;90.0
?;226.0;541.0;-174.0;-38.0;975.0;-4.0;313.0;-172.0;?;81.0
9.0;189.0;538.0;-171.0;-11.0;992.0;32.0;328.0;-182.0;-234.0;76.0
?;181.0;539.0;-135.0;-19.0;987.0;5.0;?;-194.0;-232.0;83.0
11.0;195.0;540.0;?;?;982.0;-26.0;304.0;?;-255.0;?
0.0;?;541.0;-178.0;?;991.0;-39.0;299.0;?;-211.0;68.0
?;221.0;540.0;-204.0;-20.0;987.0;-42.0;311.0;-174.0;?;74.0
21.0;?;540.0;-176.0;-11.0;997.0;-37.0;324.0;-163.0;-209.0;86.0
?;?;541.0;-194.0;-10.0;998.0;-24.0;?;?;?;?
8.0;218.0;540.0;-209.0;?;989.0;-20.0;316.0;-189.0;-230.0;?
16.0;213.0;542.0;-165.0;-12.0;980.0;?;?;-188.0;-209.0;85.0
?;214.0;538.0;-186.0;-16.0;?;-60.0;338.0;?;?;68.0
26.0;207.0;539.0;-185.0;-21.0;993.0;-70.0;?;-188.0;-239.0;?
-3.0;214.0;540.0;-195.0;-17.0;969.0;-60.0;340.0;-202.0;-221.0;?
23.0;216.0;542.0;-176.0;-18.0;997.0;?;?;-195.0;-238.0;68.0
29.0;?;543.0;?;-32.0;?;-39.0;354.0;-193.0;-201.0;82.0
?;220.0;541.0;-193.0;-24.0;994.0;-87.0;339.0;-183.0;-238.0;82.0
30.0;?;539.0;-194.0;?;992.0;?;?;?;-225.0;77.0
9.0;216.0;538.0;-183.0;?;993.0;-50.0;321.0;-181.0;-238.0;?
11.0;208.0;538.0;-171.0;-27.0;992.0;-103.0;319.0;-174.0;-237.0;72.0
16.0;212.0;538.0;-169.0;-26.0;?;-89.0;321.0;-191.0;-200.0;78.0
40.0;213.0;539.0;-176.0;-30.0;1000.0;-51.0;319.0;-170.0;-207.0;76.0
11.0;215.0;537.0;-166.0;?;982.0;-101.0;324.0;-188.0;-226.0;77.0
20.0;?;538.0;-165.0;-44.0;986.0;?;326.0;-194.0;-223.0;85.0
21.0;210.0;539.0;-165.0;-35.0;1016.0;?;336.0;-207.0;-209.0;78.0
41.0;219.0;536.0;-155.0;-36.0;1008.0;-65.0;331.0;-191.0;-240.0;77.0
11.0;?;536.0;-152.0;?;989.0;-46.0;330.0;-186.0;-218.0;95.0
9.0;213.0;536.0;?;-30.0;?;-69.0;?;?;-212.0;77.0
44.0;207.0;537.0;-113.0;-35.0;989.0;-98.0;328.0;-175.0;-219.0;88.0
?;213.0;535.0;-109.0;-41.0;?;-73.0;326.0;-202.0;-242.0;85.0
42.0;216.0;?;?;-41.0;975.0;-69.0;322.0;-184.0;-248.0;86.0
20.0;214.0;534.0;-113.0;-38.0;969.0;-87.0;325.0;?;-201.0;69.0
27.0;216.0;?;-125.0;-38.0;991.0;-96.0;322.0;-194.0;-222.0;55.0
36.0;207.0;533.0;-73.0;-35.0;989.0;-79.0;324.0;-203.0;?;?
30.0;?;532.0;-21.0;-34.0;981.0;-72.0;321.0;-212.0;-231.0;62.0
?;210.0;534.0;9.0;?;993.0;-86.0;320.0;-191.0;-268.0;61.0
50.0;215.0;533.0;43.0;-32.0;968.0;-8.0;324.0;-181.0;?;71.0
24.0;?;534.0;49.0;-38.0;950.0;-45.0;325.0;-169.0;?;51.0
38.0;217.0;531.0;40.0;-22.0;965.0;-43.0;322.0;-179.0;-296.0;48.0
30.0;208.0;532.0;65.0;-21.0;980.0;?;327.0;-191.0;?;31.0
?;208.0;532.0;126.0;-24.0;962.0;-34.0;323.0;?;-291.0;19.0
19.0;213.0;532.0;170.0;?;961.0;-34.0;?;-183.0;-330.0;?
20.0;?;532.0;246.0;-17.0;950.0;-45.0;323.0;-181.0;?;10.0
?;212.0;531.0;?;-28.0;940.0;-12.0;313.0;-179.0;-344.0;?
?;203.0;529.0;337.0;-16.0;946.0;93.0;313.0;-150.0;-361.0;?
15.0;206.0;529.0;392.0;?;959.0;114.0;310.0;-139.0;-360.0;?
0.0;198.0;531.0;405.0;?;934.0;117.0;297.0;-137.0;-383.0;10.0
16.0;194.0;?;452.0;-8.0;935.0;128.0;295.0;?;-409.0;11.0
?;191.0;532.0;487.0;0.0;950.0;92.0;308.0;-151.0;-351.0;5.0
1.0;183.0;534.0;448.0;17.0;?;102.0;324.0;-142.0;?;6.0
-12.0;192.0;533.0;?;?;920.0;175.0;322.0;-173.0;?;27.0
-22.0;189.0;536.0;575.0;44.0;947.0;?;329.0;-156.0;-384.0;-2.0
?;?;?;505.0;?;918.0;?;316.0;-135.0;-373.0;40.0
-22.0;175.0;547.0;?;?;?;380.0;312.0;?;-393.0;71.0
?;172.0;553.0;557.0;62.0;943.0;386.0;313.0;-119.0;-392.0;57.0
?;156.0;560.0;?;66.0;923.0;491.0;?;-118.0;?;?
-40.0;?;565.0;504.0;76.0;942.0;?;299.0;?;-421.0;48.0
-26.0;135.0;570.0;536.0;79.0;?;563.0;?;-97.0;-420.0;48.0
-15.0;131.0;580.0;526.0;88.0;907.0;630.0;305.0;-75.0;?;47.0
-58.0;133.0;589.0;?;?;932.0;586.0;?;?;?;35.0
-58.0;?;598.0;516.0;93.0;919.0;665.0;309.0;-117.0;-423.0;?
?;132.0;606.0;571.0;71.0;928.0;851.0;307.0;-94.0;-403.0;22.0
?;133.0;610.0;511.0;?;926.0;802.0;300.0;-104.0;-413.0;?
-37.0;121.0;?;?;?;931.0;823.0;?;-142.0;-372.0;32.0
-32.0;?;619.0;?;84.0;934.0;962.0;311.0;-93.0;-408.0;28.0
-48.0;?;618.0;534.0;61.0;922.0;793.0;315.0;-101.0;-404.0;24.0
?;?;613.0;538.0;136.0;?;891.0;326.0;-110.0;-424.0;22.0
-68.0;?;616.0;?;82.0;930.0;797.0;331.0;-113.0;?;43.0
?;97.0;616.0;559.0;91.0;917.0;871.0;331.0;-107.0;-420.0;50.0
-27.0;94.0;617.0;?;91.0;942.0;794.0;331.0;-106.0;-385.0;39.0
-60.0;96.0;?;563.0;105.0;916.0;751.0;333.0;-124.0;-406.0;?
-51.0;106.0;?;?;?;931.0;?;329.0;-125.0;?;38.0
-71.0;?;615.0;601.0;106.0;?;824.0;325.0;-133.0;-450.0;?
-49.0;104.0;617.0;?;91.0;914.0;739.0;320.0;?;-417.0;38.0
-39.0;104.0;617.0;468.0;89.0;916.0;?;319.0;-102.0;?;?
-42.0;113.0;617.0;437.0;96.0;929.0;783.0;323.0;?;?;39.0
?;?;620.0;479.0;85.0;916.0;818.0;335.0;-130.0;-405.0;50.0
-53.0;116.0;617.0;538.0;86.0;931.0;778.0;333.0;?;-402.0;43.0
-42.0;117.0;616.0;?;87.0;?;805.0;327.0;-128.0;?;?
-32.0;115.0;617.0;?;87.0;935.0;?;334.0;-134.0;-385.0;44.0
-43.0;?;618.0;421.0;101.0;953.0;833.0;334.0;-111.0;-342.0;21.0
?;103.0;?;451.0;90.0;950.0;?;?;-152.0;-348.0;?
-47.0;?;?;445.0;?;?;809.0;320.0;?;?;50.0
-44.0;114.0;616.0;446.0;100.0;927.0;807.0;315.0;-131.0;-317.0;52.0
?;103.0;?;275.0;95.0;941.0;759.0;317.0;-106.0;-386.0;?
-42.0;102.0;614.0;659.0;119.0;955.0;728.0;326.0;-99.0;-443.0;106.0
?;?;608.0;?;144.0;944.0;?;?;?;?;147.0
-64.0;?;?;384.0;133.0;951.0;1714.0;?;-338.0;?;162.0
-74.0;130.0;601.0;376.0;174.0;950.0;-156.0;332.0;-338.0;?;157.0
-80.0;153.0;600.0;?;155.0;953.0;1074.0;350.0;-341.0;-319.0;172.0
?;195.0;596.0;378.0;138.0;963.0;?;356.0;-346.0;-332.0;?
-69.0;?;?;366.0;?;955.0;?;323.0;-344.0;-309.0;147.0
-60.0;?;587.0;420.0;65.0;?;530.0;306.0;-345.0;-319.0;141.0
-86.0;186.0;584.0;416.0;?;955.0;649.0;309.0;-346.0;-310.0;148.0
-88.0;?;?;395.0;?;964.0;689.0;335.0;?;?;132.0
-107.0;207.0;?;420.0;102.0;?;700.0;350.0;-369.0;-337.0;158.0
-93.0;225.0;565.0;395.0;81.0;966.0;706.0;?;-368.0;-312.0;148.0
-55.0;225.0;563.0;?;58.0;970.0;679.0;351.0;-344.0;-309.0;152.0
-57.0;234.0;558.0;395.0;?;979.0;?;330.0;-358.0;-310.0;138.0
-89.0;226.0;?;389.0;?;970.0;652.0;314.0;-353.0;-310.0;125.0
-81.0;?;?;?;57.0;960.0;662.0;?;?;?;125.0
-92.0;220.0;549.0;396.0;57.0;?;?;282.0;-393.0;-313.0;126.0
-88.0;217.0;546.0;?;61.0;962.0;630.0;297.0;?;-340.0;122.0
-73.0;221.0;546.0;394.0;57.0;960.0;693.0;311.0;-370.0;?;119.0
-78.0;?;545.0;?;64.0;959.0;?;320.0;-374.0;?;?
-77.0;240.0;545.0;?;?;947.0;656.0;323.0;-392.0;-319.0;?
-105.0;252.0;547.0;395.0;?;956.0;677.0;332.0;-379.0;-304.0;146.0
-82.0;244.0;547.0;406.0;45.0;?;661.0;306.0;-365.0;-321.0;142.0
-87.0;236.0;?;393.0;45.0;948.0;666.0;295.0;-375.0;-303.0;?
-90.0;237.0;546.0;405.0;47.0;956.0;658.0;293.0;-406.0;-321.0;143.0
-92.0;240.0;547.0;396.0;43.0;958.0;664.0;316.0;-391.0;-311.0;145.0
-83.0;247.0;?;387.0;?;938.0;646.0;314.0;-390.0;-310.0;142.0
-86.0;257.0;547.0;418.0;46.0;967.0;?;309.0;-403.0;-323.0;153.0
-100.0;?;547.0;392.0;43.0;953.0;641.0;298.0;?;-318.0;154.0
?;246.0;?;?;45.0;960.0;659.0;300.0;-392.0;?;162.0
-121.0;250.0;549.0;407.0;48.0;?;648.0;297.0;-404.0;-320.0;154.0
-111.0;?;?;417.0;47.0;962.0;666.0;306.0;?;-309.0;144.0
-101.0;255.0;548.0;427.0;54.0;960.0;?;298.0;-386.0;?;155.0
-102.0;252.0;547.0;423.0;56.0;?;661.0;301.0;?;?;164.0
-112.0;?;548.0;408.0;57.0;946.0;663.0;307.0;-406.0;-323.0;?
-123.0;251.0;?;414.0;58.0;958.0;?;?;-402.0;-328.0;158.0
-100.0;257.0;548.0;410.0;58.0;953.0;662.0;?;?;?;157.0
?;?;549.0;412.0;50.0;957.0;656.0;316.0;-387.0;-317.0;?
-129.0;259.0;?;416.0;56.0;?;670.0;308.0;-375.0;-323.0;158.0
?;255.0;547.0;413.0;61.0;952.0;?;312.0;?;-339.0;143.0
-129.0;265.0;?;409.0;59.0;940.0;661.0;326.0;?;-331.0;?
-137.0;266.0;546.0;?;?;963.0;657.0;334.0;-394.0;-340.0;?
?;?;?;443.0;?;943.0;662.0;330.0;-397.0;-323.0;147.0
-134.0;264.0;548.0;465.0;55.0;957.0;?;320.0;-403.0;-336.0;151.0
-154.0;264.0;548.0;483.0;58.0;954.0;665.0;318.0;?;-340.0;163.0
-126.0;?;?;?;56.0;941.0;?;324.0;-408.0;?;163.0
?;260.0;549.0;574.0;60.0;961.0;679.0;?;?;-340.0;184.0
-142.0;259.0;?;446.0;59.0;960.0;690.0;326.0;-385.0;?;200.0
-132.0;261.0;?;441.0;57.0;?;676.0;327.0;-367.0;-351.0;173.0
-141.0;259.0;555.0;472.0;?;918.0;671.0;324.0;-388.0;-373.0;?
-145.0;262.0;556.0;?;73.0;942.0;694.0;328.0;-373.0;-367.0;160.0
-158.0;260.0;?;460.0;75.0;?;724.0;335.0;?;?;163.0
-131.0;?;559.0;478.0;62.0;?;679.0;339.0;-398.0;?;152.0
-162.0;260.0;558.0;482.0;66.0;954.0;631.0;?;-403.0;-377.0;?
-171.0;250.0;560.0;453.0;69.0;939.0;760.0;329.0;-415.0;?;151.0
?;250.0;561.0;495.0;?;905.0;727.0;332.0;-405.0;?;175.0
-147.0;252.0;562.0;503.0;82.0;920.0;661.0;337.0;-395.0;?;169.0
?;?;563.0;500.0;69.0;900.0;?;?;?;-360.0;170.0
?;249.0;562.0;478.0;?;921.0;662.0;344.0;-383.0;-386.0;165.0
-166.0;249.0;563.0;486.0;89.0;921.0;?;349.0;-391.0;?;179.0
-160.0;245.0;564.0;512.0;?;?;724.0;357.0;-404.0;-377.0;175.0
?;244.0;564.0;498.0;101.0;?;699.0;363.0;?;-380.0;155.0
-152.0;252.0;564.0;466.0;?;?;717.0;370.0;-399.0;-411.0;135.0
-161.0;252.0;564.0;475.0;?;933.0;758.0;371.0;-431.0;-404.0;155.0
?;?;564.0;504.0;113.0;941.0;727.0;?;-420.0;-372.0;167.0
-173.0;256.0;566.0;491.0;108.0;?;704.0;369.0;-401.0;-371.0;197.0
-180.0;?;564.0;484.0;107.0;924.0;?;?;-392.0;-324.0;203.0
?;253.0;567.0;434.0;112.0;936.0;771.0;372.0;-419.0;?;216.0
-165.0;264.0;567.0;391.0;?;961.0;?;373.0;-384.0;-331.0;221.0
-140.0;256.0;567.0;?;?;964.0;765.0;?;?;-362.0;190.0
