InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;Accelerometer RKN_ accY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroZ
414.0;59;517;?;-161;?;-59;?
?;86;491;961.0;-65;-288.0;?;598.0
198.0;68;472;857.0;-52;-264.0;-68;577.0
?;?;495;759.0;-84;-239.0;-21;540.0
213.0;5;494;669.0;-28;-230.0;-5;?
?;23;504;?;-96;-24.0;-23;524.0
51.0;?;485;782.0;?;?;48;?
?;?;507;862.0;-107;-139.0;15;303.0
665.0;-108;363;1070.0;21;-1326.0;?;-1004.0
636.0;?;583;727.0;-100;-960.0;-93;-691.0
573.0;-12;514;923.0;-85;-472.0;?;-553.0
?;-18;498;?;-52;-597.0;18;?
307.0;-18;511;824.0;-66;-323.0;?;?
303.0;?;503;886.0;-58;-289.0;84;?
281.0;-53;520;914.0;-80;-399.0;53;-210.0
267.0;-81;483;974.0;-102;?;81;-151.0
230.0;?;496;?;?;?;74;?
?;-36;500;909.0;-86;-396.0;36;?
?;?;484;907.0;-91;-288.0;58;88.0
-41.0;-14;498;923.0;-92;-59.0;14;231.0
?;23;?;919.0;-73;32.0;-23;265.0
-41.0;-26;490;?;-59;127.0;26;318.0
54.0;17;?;975.0;?;182.0;-17;354.0
30.0;45;499;907.0;-102;267.0;-45;472.0
37.0;-18;503;888.0;-108;364.0;18;?
15.0;-9;498;924.0;-95;409.0;9;468.0
-97.0;-14;501;924.0;-119;192.0;14;470.0
-183.0;?;500;943.0;?;?;14;617.0
-198.0;?;490;960.0;-74;76.0;-31;630.0
-143.0;20;500;923.0;-86;18.0;-20;?
-169.0;?;497;?;-78;158.0;-47;571.0
-70.0;24;502;?;-59;?;-24;623.0
101.0;-24;?;932.0;-93;?;24;483.0
?;7;?;?;-104;161.0;-7;400.0
91.0;?;512;?;-103;?;-8;411.0
?;?;498;?;-124;104.0;12;286.0
-20.0;-16;509;867.0;-118;149.0;16;132.0
?;?;514;965.0;-108;245.0;?;82.0
-79.0;?;512;875.0;-113;173.0;-25;?
-108.0;-2;515;943.0;-103;35.0;2;?
-100.0;-35;495;?;-106;-85.0;35;?
-128.0;-10;493;957.0;-118;-203.0;10;49.0
-75.0;30;501;952.0;-109;?;?;?
-53.0;?;500;923.0;-97;?;-47;10.0
-64.0;9;498;887.0;-117;?;-9;-45.0
-70.0;-25;498;?;-135;?;25;-31.0
?;-2;?;?;-118;?;2;-39.0
?;-6;505;984.0;-112;-303.0;6;-79.0
-84.0;-45;508;?;-122;?;?;?
?;-66;508;908.0;-114;-175.0;?;-4.0
17.0;-63;499;?;-98;-150.0;63;78.0
79.0;-29;?;?;?;-35.0;?;142.0
?;?;503;916.0;-122;79.0;34;182.0
49.0;-85;495;924.0;-102;195.0;85;184.0
18.0;-67;483;?;-98;?;67;164.0
6.0;-32;487;987.0;-113;?;32;129.0
22.0;-37;?;946.0;-127;371.0;37;145.0
?;-36;506;?;-132;416.0;36;176.0
-23.0;-75;?;970.0;-123;?;?;182.0
14.0;?;480;995.0;-134;520.0;107;?
?;-86;474;923.0;-146;640.0;86;?
?;-141;471;904.0;-132;?;?;94.0
?;-178;478;941.0;-114;428.0;178;-69.0
160.0;?;478;?;?;175.0;168;-136.0
188.0;-188;?;918.0;207;168.0;188;?
?;?;526;944.0;?;251.0;173;-208.0
171.0;-352;?;989.0;232;308.0;352;-166.0
120.0;?;574;?;288;?;639;-146.0
133.0;-437;?;?;135;576.0;437;-228.0
170.0;-260;?;1100.0;-192;483.0;260;?
180.0;-96;?;954.0;?;462.0;96;-317.0
70.0;640;-86;967.0;-336;?;-640;-359.0
-113.0;613;?;1008.0;-864;296.0;?;-369.0
-207.0;?;?;971.0;-641;464.0;?;-323.0
-362.0;?;?;998.0;-47;?;-51;-302.0
-453.0;6;492;991.0;-82;759.0;-6;-232.0
-562.0;6;518;1012.0;-37;629.0;-6;-186.0
-717.0;-42;412;977.0;-93;716.0;42;-156.0
-587.0;-54;548;?;-222;597.0;54;-322.0
-501.0;20;447;998.0;-168;308.0;-20;-546.0
-602.0;-16;489;1005.0;-179;0.0;16;-479.0
-598.0;-58;471;962.0;-152;21.0;?;?
?;-62;460;992.0;-150;418.0;62;-412.0
-563.0;-15;?;976.0;-185;?;?;-365.0
-670.0;-4;466;1000.0;-165;593.0;?;?
-702.0;-18;?;?;-166;859.0;18;-105.0
?;-43;464;?;-172;947.0;?;?
-576.0;-57;?;?;-151;911.0;57;-77.0
-491.0;9;469;988.0;-182;?;-9;-114.0
-374.0;13;?;979.0;-181;549.0;-13;?
?;?;?;989.0;-155;?;?;-125.0
-295.0;0;?;989.0;-163;238.0;0;-129.0
-371.0;-18;468;1000.0;-176;310.0;?;?
-393.0;-35;472;1004.0;?;?;?;-203.0
?;-29;?;?;-153;391.0;29;-156.0
-276.0;-5;472;983.0;?;?;5;-156.0
-275.0;?;467;986.0;-173;?;10;-215.0
-298.0;-4;?;993.0;-148;?;4;?
-339.0;34;459;972.0;?;126.0;?;-317.0
-359.0;?;466;988.0;?;160.0;?;?
?;?;474;989.0;-160;181.0;-6;?
-429.0;16;480;?;-188;142.0;-16;-351.0
-446.0;-15;475;959.0;-187;97.0;15;-396.0
-486.0;?;?;980.0;-176;191.0;52;-331.0
-530.0;-17;?;991.0;-189;414.0;17;-236.0
-550.0;?;475;970.0;-201;541.0;-9;?
-521.0;?;?;962.0;-187;493.0;20;-167.0
-461.0;-12;469;?;-172;?;12;-196.0
-460.0;-4;468;?;-167;?;4;-272.0
-454.0;-12;460;947.0;-184;117.0;12;-276.0
-397.0;11;467;?;-206;354.0;-11;-250.0
?;11;467;973.0;-206;298.0;-11;?
-281.0;-3;468;950.0;-197;88.0;?;-255.0
?;0;?;978.0;-184;2.0;0;-151.0
?;-6;?;951.0;-192;73.0;6;?
?;4;462;?;?;30.0;-4;-21.0
?;?;455;968.0;?;-33.0;-20;166.0
-24.0;10;466;?;-202;83.0;?;208.0
69.0;8;?;951.0;-157;24.0;-8;117.0
-28.0;26;458;964.0;-210;-102.0;-26;-14.0
-80.0;?;?;959.0;-217;-93.0;-102;?
-104.0;124;447;961.0;?;64.0;?;-4.0
?;134;448;934.0;-224;?;-134;-22.0
?;272;480;?;-71;6.0;-272;91.0
-185.0;337;546;887.0;-260;82.0;-337;154.0
?;353;514;938.0;?;67.0;-353;116.0
-83.0;395;470;936.0;-59;-131.0;-395;148.0
-65.0;379;479;898.0;-43;-279.0;-379;204.0
34.0;?;488;957.0;151;?;?;97.0
?;271;526;910.0;-67;-618.0;-271;-38.0
188.0;-97;531;981.0;-257;-686.0;97;173.0
-2.0;-312;558;899.0;-163;?;312;?
-113.0;-152;?;923.0;-268;-262.0;152;41.0
-251.0;-116;?;953.0;-170;?;116;110.0
?;-101;437;931.0;?;-222.0;101;28.0
-338.0;168;351;?;-161;-295.0;-168;39.0
-177.0;174;?;940.0;657;-293.0;-174;-38.0
-262.0;50;271;933.0;362;-378.0;-50;-86.0
-379.0;16;326;?;-182;?;-16;-110.0
-227.0;-22;558;918.0;?;87.0;?;-130.0
?;?;522;913.0;-310;-347.0;-39;-230.0
343.0;39;497;938.0;-194;-644.0;?;-247.0
536.0;36;494;?;-46;-774.0;-36;-107.0
771.0;58;462;996.0;?;-1240.0;-58;0.0
959.0;37;493;1011.0;-46;-1670.0;-37;152.0
1072.0;70;485;?;-168;-1987.0;-70;321.0
?;76;489;1313.0;-151;?;-76;437.0
1264.0;34;499;1241.0;-126;-2027.0;-34;503.0
1045.0;36;490;1069.0;-137;?;?;628.0
817.0;?;493;929.0;-73;?;-31;632.0
716.0;18;495;873.0;-62;-3986.0;-18;516.0
507.0;43;489;894.0;-72;-4012.0;?;266.0
238.0;?;489;731.0;-72;-4201.0;-51;43.0
54.0;100;488;675.0;-89;-4080.0;-100;-107.0
-13.0;207;510;572.0;-87;?;-207;-167.0
9.0;263;?;578.0;?;-3674.0;-263;?
202.0;417;?;528.0;-60;-3365.0;?;-317.0
185.0;677;494;625.0;-65;-3195.0;-677;?
?;1032;500;637.0;-174;-2961.0;-1032;-499.0
393.0;?;579;?;-213;-2793.0;-1727;?
472.0;2709;458;848.0;-7;?;-2709;-332.0
561.0;4256;758;952.0;?;-2177.0;-4256;?
679.0;5371;1339;867.0;?;-1754.0;-5371;72.0
800.0;6170;1620;877.0;808;-1466.0;?;?
956.0;4626;1575;645.0;840;-1194.0;-4626;495.0
1143.0;-1194;?;1313.0;689;?;1194;612.0
1214.0;-4111;5;?;?;?;4111;713.0
1203.0;-3675;?;828.0;?;-1015.0;3675;771.0
1085.0;-4385;67;?;342;-1053.0;?;894.0
901.0;-5001;375;1511.0;72;-1118.0;5001;921.0
733.0;?;452;?;53;-1239.0;5456;922.0
574.0;-5143;733;572.0;216;-1229.0;5143;1009.0
407.0;-4584;1707;1209.0;1862;-1132.0;4584;1120.0
242.0;-3973;2245;686.0;935;-953.0;3973;1378.0
-25.0;?;3212;?;1164;?;2302;1735.0
6.0;365;?;?;1342;-551.0;?;2005.0
6.0;2143;572;?;?;?;?;?
-148.0;?;240;825.0;-2436;483.0;-965;?
-177.0;-79;826;904.0;975;-313.0;?;-220.0
32.0;173;346;1003.0;-542;-842.0;?;-1034.0
261.0;22;544;1076.0;97;?;-22;-1418.0
301.0;?;?;?;-71;-1208.0;-81;?
?;91;?;2061.0;?;-486.0;-91;-1010.0
298.0;?;?;1870.0;47;-142.0;-49;-823.0
302.0;95;476;?;-147;69.0;-95;-816.0
366.0;?;513;273.0;-35;132.0;-17;?
322.0;70;482;740.0;?;85.0;-70;-677.0
184.0;149;482;519.0;?;84.0;-149;-497.0
-44.0;156;511;432.0;-87;?;?;-324.0
-285.0;185;507;407.0;-95;766.0;-185;-134.0
-533.0;365;503;?;-68;1081.0;-365;104.0
-570.0;?;559;467.0;-42;1741.0;-467;273.0
-508.0;1054;499;?;?;2239.0;-1054;168.0
-586.0;1703;?;1003.0;?;2388.0;-1703;?
-615.0;2371;501;1106.0;25;1815.0;?;-237.0
-624.0;4772;366;986.0;49;1030.0;?;?
-350.0;6588;1020;1036.0;273;?;-6588;-413.0
-197.0;?;1823;739.0;580;943.0;?;?
?;5891;1716;615.0;495;1103.0;-5891;?
-395.0;40;1136;979.0;529;1208.0;-40;-415.0
?;-1551;212;1940.0;?;?;1551;?
-262.0;-1942;-52;1247.0;111;1350.0;1942;-659.0
-46.0;-2664;101;712.0;-288;1164.0;?;-789.0
-89.0;-3038;125;296.0;-112;653.0;3038;-718.0
?;-4803;462;?;-229;?;4803;-552.0
186.0;-4867;743;637.0;-317;820.0;4867;-549.0
218.0;?;923;976.0;?;641.0;4805;?
91.0;-4796;?;996.0;?;175.0;4796;-375.0
?;?;1407;965.0;-1439;-482.0;4878;-209.0
?;-4471;1747;?;-1101;-573.0;?;?
?;-3603;2128;883.0;-562;332.0;?;953.0
581.0;?;2200;819.0;-535;?;?;1831.0
?;-330;992;764.0;-907;-127.0;?;?
476.0;4056;15;749.0;-1119;-666.0;-4056;2277.0
743.0;?;844;908.0;-510;-914.0;-2929;2204.0
904.0;938;2053;909.0;322;-1284.0;-938;?
824.0;1098;?;906.0;195;-1568.0;-1098;674.0
675.0;?;773;947.0;-293;-1898.0;-455;88.0
494.0;?;?;1133.0;-198;-1860.0;-96;-410.0
444.0;322;574;1371.0;-60;-1425.0;-322;-710.0
394.0;?;498;1741.0;-95;?;-139;-779.0
292.0;?;520;1445.0;?;-1099.0;-195;-804.0
210.0;174;?;820.0;?;-844.0;-174;-770.0
75.0;?;537;532.0;?;-644.0;?;-711.0
129.0;63;?;422.0;-25;-474.0;-63;-623.0
271.0;?;518;?;-88;-158.0;-60;-517.0
?;?;?;410.0;?;-68.0;-98;-410.0
235.0;?;529;78.0;-86;-378.0;?;-448.0
449.0;194;536;123.0;-65;?;-194;?
464.0;143;539;23.0;-68;2.0;-143;271.0
396.0;199;551;529.0;?;-252.0;?;338.0
?;252;511;667.0;0;-557.0;?;248.0
516.0;296;?;?;-58;-396.0;?;393.0
375.0;515;?;739.0;-193;-239.0;-515;660.0
?;816;378;773.0;?;-791.0;-816;628.0
145.0;?;379;?;-164;-1032.0;-1581;?
195.0;2216;705;940.0;-182;-1183.0;-2216;210.0
255.0;1331;718;1037.0;182;-1607.0;-1331;-75.0
274.0;318;670;681.0;470;?;-318;-279.0
294.0;49;737;1317.0;313;-2495.0;?;?
376.0;-436;633;1835.0;54;-2723.0;436;?
561.0;?;580;28.0;8;-2932.0;567;-463.0
?;?;514;908.0;51;?;733;?
850.0;-1033;774;1187.0;-236;-3029.0;1033;-1.0
924.0;?;1057;810.0;-232;-3059.0;?;251.0
948.0;-1011;813;993.0;138;-3032.0;1011;456.0
876.0;-986;642;844.0;24;-2965.0;986;513.0
827.0;-877;578;?;-129;-2908.0;877;448.0
?;?;?;?;-156;-3033.0;?;342.0
1255.0;-536;600;960.0;-193;-2892.0;536;?
?;-395;581;880.0;-116;-2172.0;395;501.0
?;-361;596;920.0;-152;?;361;602.0
529.0;?;589;?;-197;-1461.0;?;588.0
?;?;554;912.0;-140;-1152.0;?;640.0
707.0;-214;567;958.0;-145;-899.0;214;656.0
?;-150;586;940.0;-133;-625.0;150;693.0
?;-64;577;920.0;-73;?;64;?
249.0;-35;572;981.0;-89;-337.0;35;498.0
174.0;-34;?;?;-115;-184.0;34;373.0
?;?;576;924.0;-127;-77.0;29;?
?;28;567;948.0;-123;-66.0;-28;284.0
?;52;?;932.0;-111;-32.0;-52;354.0
81.0;43;589;933.0;-123;-177.0;-43;304.0
152.0;63;578;941.0;-123;-262.0;?;249.0
?;46;?;933.0;-114;?;-46;214.0
219.0;36;583;934.0;?;-159.0;-36;?
?;6;?;941.0;-108;-108.0;-6;?
?;-7;571;920.0;?;?;?;?
197.0;50;581;948.0;-112;71.0;-50;452.0
70.0;53;584;971.0;-127;118.0;-53;558.0
-36.0;45;?;920.0;-133;?;-45;667.0
?;72;581;930.0;-117;257.0;-72;751.0
?;?;?;931.0;-158;132.0;56;729.0
?;-372;?;937.0;?;?;372;616.0
103.0;-422;644;948.0;-242;-91.0;?;577.0
115.0;?;745;957.0;-561;-149.0;341;527.0
?;-388;786;964.0;-484;-223.0;388;483.0
?;71;661;930.0;-111;-157.0;-71;?
33.0;711;?;922.0;12;-87.0;-711;376.0
1.0;?;659;925.0;-26;-144.0;-796;280.0
-18.0;736;591;915.0;-50;-167.0;-736;147.0
?;766;508;951.0;?;-314.0;-766;-8.0
-103.0;759;462;?;-110;-402.0;?;-179.0
-43.0;656;681;939.0;-29;-556.0;-656;?
3.0;172;569;917.0;-159;-690.0;-172;-314.0
180.0;-156;179;905.0;?;-715.0;156;-346.0
282.0;-128;294;931.0;?;-739.0;128;-273.0
?;-308;560;908.0;-2;-685.0;308;?
247.0;?;626;?;-114;-536.0;361;?
271.0;-346;567;909.0;?;-395.0;346;-16.0
253.0;-369;?;931.0;-110;?;?;3.0
278.0;-270;517;?;-230;-287.0;270;116.0
331.0;-219;?;?;-139;-280.0;219;?
249.0;-165;?;933.0;-88;?;165;248.0
220.0;?;496;908.0;-117;-326.0;121;?
192.0;-83;498;940.0;-141;-413.0;83;?
192.0;?;494;932.0;?;-608.0;20;?
126.0;-4;473;916.0;-117;-712.0;4;138.0
60.0;-25;482;934.0;-109;-774.0;25;176.0
227.0;-27;484;932.0;-141;?;27;164.0
313.0;-7;493;?;-126;-847.0;7;176.0
310.0;-4;502;949.0;?;-942.0;4;220.0
281.0;-18;484;957.0;-103;-961.0;18;235.0
295.0;-8;470;957.0;-29;?;8;332.0
297.0;20;482;976.0;-79;-848.0;-20;?
256.0;29;?;986.0;-84;-753.0;-29;578.0
227.0;54;498;1038.0;-86;-695.0;-54;692.0
203.0;98;502;?;?;?;-98;?
150.0;56;?;818.0;-40;?;-56;828.0
93.0;-8;503;?;-58;-526.0;8;793.0
35.0;8;?;970.0;-40;-668.0;-8;?
-46.0;12;490;?;-26;?;-12;471.0
-23.0;-2;?;?;-45;-869.0;2;?
?;26;?;895.0;-51;-1046.0;?;-85.0
-58.0;47;489;845.0;-51;-1194.0;-47;-271.0
-69.0;111;489;792.0;-41;-1315.0;-111;-429.0
-23.0;162;507;741.0;-27;-1523.0;-162;-590.0
201.0;170;?;677.0;-35;-1502.0;-170;?
344.0;367;472;676.0;-52;-1527.0;-367;-734.0
425.0;639;552;686.0;-69;-1518.0;?;-720.0
452.0;?;552;789.0;-101;-1529.0;?;-671.0
557.0;1279;531;846.0;-37;-1500.0;-1279;?
620.0;?;516;896.0;-25;-1531.0;-1873;-481.0
602.0;3038;497;991.0;-142;-1105.0;-3038;-165.0
540.0;?;?;939.0;-149;-751.0;-3846;150.0
492.0;4583;642;911.0;-263;?;-4583;436.0
498.0;5202;1186;745.0;?;-334.0;-5202;685.0
582.0;5244;1543;1183.0;549;?;-5244;?
?;?;229;1600.0;?;-453.0;-2972;?
925.0;?;-5;1199.0;?;-304.0;1578;?
1211.0;-2884;271;646.0;36;?;2884;?
958.0;-2501;43;593.0;175;-1356.0;2501;-592.0
?;?;?;1084.0;?;-666.0;?;-785.0
-18.0;-3640;598;?;?;?;3640;?
-383.0;-4152;711;883.0;167;162.0;4152;-481.0
-567.0;?;691;900.0;220;?;4378;-65.0
-525.0;-4245;985;877.0;124;?;4245;?
-516.0;-4835;1271;827.0;306;119.0;4835;1141.0
-477.0;?;1321;845.0;?;400.0;?;1963.0
?;-4031;?;824.0;-5;1197.0;4031;2439.0
-413.0;-3402;1739;901.0;-132;1435.0;3402;?
-283.0;-1743;2815;835.0;54;656.0;?;1399.0
-74.0;-3380;4618;843.0;897;?;?;668.0
56.0;1009;1752;842.0;-570;-938.0;?;123.0
43.0;6156;?;809.0;-1411;-1414.0;-6156;-71.0
57.0;1757;-47;882.0;680;-1225.0;-1757;-99.0
141.0;285;194;852.0;458;-663.0;-285;-167.0
76.0;545;209;934.0;-299;-352.0;-545;-164.0
21.0;?;?;904.0;?;-142.0;?;-90.0
92.0;257;382;1092.0;-130;0.0;?;-44.0
168.0;-57;510;1147.0;?;122.0;57;44.0
214.0;8;461;?;13;197.0;-8;49.0
157.0;?;454;1649.0;-77;343.0;-12;-4.0
121.0;-18;508;1376.0;?;200.0;18;-92.0
116.0;?;463;1031.0;-59;19.0;-40;-147.0
?;-27;494;771.0;-70;42.0;27;?
92.0;-15;?;529.0;-67;?;15;-100.0
57.0;?;485;541.0;-72;?;24;-68.0
106.0;?;490;422.0;?;-476.0;1;141.0
?;9;469;334.0;-57;-619.0;-9;?
-72.0;22;488;376.0;-124;-491.0;-22;504.0
-34.0;102;511;505.0;-158;?;-102;479.0
99.0;?;476;579.0;-98;805.0;-87;-141.0
130.0;112;499;558.0;?;98.0;-112;-546.0
?;161;504;672.0;-100;-371.0;?;-681.0
108.0;?;444;874.0;-175;-15.0;-122;-601.0
-151.0;676;?;1058.0;-126;400.0;-676;-423.0
?;457;387;?;-140;?;-457;-401.0
-150.0;1213;270;1012.0;-157;?;-1213;-484.0
?;3798;272;911.0;-178;?;-3798;-557.0
?;5185;151;681.0;?;153.0;-5185;?
-27.0;5956;902;683.0;284;-102.0;?;-496.0
-29.0;?;1361;?;?;-59.0;-3431;-398.0
-24.0;1750;1470;1722.0;517;?;-1750;-312.0
-75.0;?;1314;1774.0;407;206.0;-1457;-211.0
-181.0;?;?;322.0;-351;119.0;2994;?
-215.0;-4145;126;527.0;?;76.0;?;?
-81.0;-3398;747;1215.0;?;153.0;3398;-51.0
37.0;-4167;727;744.0;?;237.0;4167;58.0
207.0;-3278;1133;?;-439;?;?;202.0
272.0;-3506;1265;1131.0;?;179.0;?;227.0
?;-3351;1085;799.0;-304;-327.0;3351;279.0
166.0;-50;1812;896.0;?;-652.0;50;516.0
551.0;1698;?;916.0;-2121;?;-1698;932.0
588.0;304;1906;849.0;-1212;?;-304;?
329.0;-140;?;910.0;-389;-597.0;140;?
322.0;-226;1900;1126.0;-463;?;?;754.0
503.0;-899;510;?;-261;-1149.0;899;718.0
612.0;?;328;944.0;-132;-1075.0;343;670.0
468.0;92;636;1006.0;?;-939.0;-92;580.0
?;-83;453;?;?;?;83;408.0
308.0;85;542;1196.0;-96;-1583.0;-85;103.0
363.0;-15;492;1457.0;-71;-1843.0;15;-42.0
434.0;?;?;971.0;-107;-1985.0;?;-163.0
537.0;?;514;?;-110;-2160.0;?;-213.0
536.0;-46;463;486.0;-74;?;?;-166.0
479.0;?;503;460.0;-91;?;?;-39.0
?;-27;493;339.0;?;-1635.0;?;-1.0
472.0;-24;?;?;-84;-1438.0;24;?
?;24;?;?;-104;-1244.0;-24;-6.0
361.0;120;475;735.0;-52;-1296.0;-120;?
?;203;497;558.0;-111;-968.0;-203;224.0
927.0;212;534;769.0;-178;?;-212;177.0
673.0;208;526;?;-137;?;-208;256.0
635.0;207;527;?;?;-921.0;-207;?
770.0;145;523;627.0;-77;-1035.0;-145;397.0
920.0;93;533;1435.0;-32;-1286.0;-93;424.0
931.0;66;517;911.0;-118;?;-66;447.0
914.0;150;?;842.0;-123;-1633.0;-150;?
931.0;241;515;891.0;-63;-1647.0;?;549.0
945.0;238;514;853.0;-65;-1570.0;-238;596.0
934.0;301;542;?;?;?;?;?
?;?;560;1011.0;?;-1083.0;?;632.0
693.0;328;545;950.0;-52;-840.0;-328;?
694.0;278;561;974.0;-35;-837.0;-278;621.0
698.0;?;582;974.0;-42;-732.0;-120;624.0
690.0;141;582;938.0;-117;-482.0;?;605.0
568.0;?;586;942.0;?;-410.0;-188;586.0
385.0;122;591;902.0;-67;?;-122;?
324.0;83;601;907.0;?;-446.0;-83;683.0
184.0;55;609;932.0;-48;-196.0;-55;660.0
80.0;?;609;925.0;?;-134.0;-66;505.0
10.0;70;610;941.0;-45;-18.0;?;299.0
-42.0;-37;593;940.0;-39;63.0;37;80.0
?;-82;584;?;-33;21.0;82;?
-16.0;-63;589;?;-38;23.0;63;-271.0
?;-69;587;?;-35;112.0;69;?
23.0;?;588;986.0;-36;380.0;69;-314.0
?;?;588;952.0;-37;323.0;70;?
?;?;587;926.0;-30;156.0;54;?
-1.0;-150;580;911.0;-65;?;150;-303.0
?;-281;560;941.0;-109;?;281;-226.0
-61.0;-238;563;909.0;-97;226.0;238;-224.0
-40.0;?;557;884.0;-73;185.0;280;-192.0
-82.0;-390;530;918.0;-107;?;?;-213.0
?;-278;?;944.0;-149;-9.0;278;?
-179.0;-263;520;962.0;-106;53.0;263;-193.0
?;-255;487;943.0;-129;-47.0;255;-198.0
-191.0;?;505;933.0;-176;?;?;-210.0
-211.0;-112;501;?;?;-185.0;112;-327.0
?;-84;494;894.0;-111;-451.0;?;-693.0
?;-28;?;901.0;?;-843.0;28;-1139.0
?;-27;495;919.0;-80;-946.0;?;?
-174.0;-42;?;877.0;-97;-984.0;42;-1746.0
?;?;?;904.0;-112;-730.0;41;-1861.0
-514.0;-3;497;945.0;-114;-586.0;?;-1959.0
-681.0;-9;499;966.0;-92;-699.0;?;-2013.0
-850.0;-14;499;953.0;?;-499.0;14;-2056.0
-912.0;?;499;?;?;-150.0;24;-2124.0
?;-52;495;834.0;-92;249.0;52;?
-1267.0;-30;489;818.0;-85;670.0;30;?
-1457.0;-23;?;820.0;-78;889.0;23;?
-1401.0;-63;496;833.0;-94;1232.0;63;-2015.0
-1375.0;-56;483;852.0;-81;1798.0;56;-1825.0
-1536.0;-76;471;858.0;?;?;76;-1569.0
-1617.0;-80;?;868.0;-81;2822.0;80;-1384.0
-1402.0;-58;489;908.0;-103;2977.0;58;-1061.0
-1340.0;-22;487;902.0;-113;3231.0;?;?
-1278.0;26;486;757.0;?;3299.0;-26;-283.0
-1082.0;?;480;880.0;-66;3432.0;?;-188.0
?;?;496;836.0;-156;3434.0;-121;?
-730.0;?;506;911.0;-88;3549.0;105;641.0
-461.0;100;517;894.0;-143;3478.0;-100;?
-161.0;160;?;944.0;-166;3235.0;-160;1093.0
77.0;-1743;?;796.0;694;2967.0;1743;1179.0
98.0;-1622;956;?;1448;?;1622;1311.0
?;?;1198;1225.0;?;?;?;1438.0
204.0;-908;1124;761.0;1348;2261.0;908;1558.0
267.0;?;1338;666.0;-786;?;138;?
224.0;-177;1379;1070.0;-858;2129.0;?;1495.0
206.0;705;542;806.0;132;1944.0;-705;1505.0
133.0;599;?;950.0;119;1966.0;-599;1475.0
38.0;-504;-374;857.0;-131;?;?;1398.0
-53.0;-1293;-226;887.0;?;1874.0;1293;1448.0
-141.0;-2474;?;930.0;-230;1884.0;?;1600.0
?;-2720;?;886.0;-239;2188.0;2720;?
-44.0;-3345;601;867.0;-209;2057.0;?;1623.0
-96.0;-3554;1051;899.0;?;2024.0;?;1511.0
-206.0;-3636;902;?;-49;1829.0;?;1432.0
-239.0;-3123;1206;827.0;-368;1673.0;3123;1437.0
-164.0;?;1219;821.0;-358;2035.0;2129;1471.0
?;-2214;?;904.0;-140;2311.0;2214;1549.0
?;-1772;1584;909.0;?;2340.0;?;1523.0
-408.0;-2984;473;?;?;1987.0;2984;1339.0
-437.0;-230;2706;910.0;-2704;1639.0;230;1238.0
-296.0;3621;4629;?;?;1224.0;-3621;964.0
?;1565;?;859.0;?;741.0;?;751.0
-100.0;1395;?;871.0;891;331.0;-1395;555.0
-4.0;1118;?;865.0;-986;492.0;-1118;629.0
99.0;-103;403;928.0;174;?;103;?
229.0;361;564;1164.0;-490;586.0;-361;705.0
251.0;83;440;1544.0;-52;303.0;-83;568.0
305.0;127;463;1679.0;-121;-16.0;-127;369.0
350.0;161;476;1302.0;-156;-185.0;-161;200.0
300.0;141;431;1004.0;?;-91.0;-141;175.0
240.0;309;484;774.0;-181;-89.0;?;73.0
?;233;469;727.0;-111;?;-233;-135.0
193.0;142;459;581.0;-149;-301.0;-142;-464.0
67.0;126;?;335.0;-204;?;-126;?
127.0;?;495;?;-215;-512.0;-145;-518.0
96.0;95;496;360.0;-181;-155.0;-95;-297.0
193.0;220;503;484.0;-188;465.0;-220;-443.0
49.0;174;?;595.0;-221;-559.0;-174;-809.0
2206.0;-641;325;854.0;-693;-2855.0;641;?
?;-1141;-675;886.0;-379;-2207.0;1141;122.0
1775.0;-1903;7;882.0;-765;-1657.0;1903;68.0
1418.0;-1590;1527;860.0;?;-1382.0;1590;109.0
1103.0;752;539;868.0;626;-936.0;-752;90.0
910.0;132;373;961.0;38;-1043.0;?;-37.0
?;-346;?;782.0;?;?;346;-32.0
1373.0;174;?;1077.0;-54;-1666.0;-174;76.0
1363.0;?;554;781.0;-269;?;155;155.0
1167.0;29;472;?;-106;-1287.0;-29;187.0
965.0;4;470;800.0;-133;-1158.0;?;148.0
862.0;-29;483;990.0;-161;-879.0;?;73.0
?;17;466;952.0;?;?;-17;31.0
910.0;-30;485;169.0;-156;?;30;38.0
841.0;16;475;?;-154;-742.0;-16;?
?;33;471;1185.0;-168;-656.0;-33;-25.0
651.0;62;472;?;-154;-559.0;-62;32.0
585.0;71;484;1269.0;-146;-480.0;-71;73.0
?;29;483;?;-129;-323.0;-29;?
658.0;2;478;594.0;-116;-310.0;-2;265.0
715.0;?;?;977.0;-122;-311.0;?;337.0
720.0;8;?;860.0;-120;-288.0;?;353.0
689.0;8;480;924.0;-120;?;-8;?
663.0;10;480;?;?;-325.0;-10;338.0
?;6;478;927.0;-116;-153.0;-6;?
375.0;17;?;933.0;-134;-52.0;?;179.0
275.0;34;?;931.0;-156;10.0;-34;129.0
?;29;493;?;-153;19.0;-29;110.0
261.0;11;485;872.0;?;?;-11;112.0
136.0;6;480;?;-152;78.0;-6;35.0
