InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
?;-27;-12;-844;-27;-16;-203.0;?
-6;?;-35;-851;-54;-24;-231.0;-35
-4;?;?;-851;-10;?;-222.0;2
2;?;14;-846;22;-22;-227.0;?
12;-40;-3;-834;-40;-16;-170.0;-3
5;-48;-10;-838;-48;-18;?;-10
-7;-6;?;-845;-6;-18;?;-29
?;29;9;-846;29;-21;-75.0;9
-4;31;1;?;31;?;-74.0;1
?;14;-18;-847;14;-22;?;?
4;27;29;-843;27;-20;-108.0;?
6;28;4;-845;28;?;?;4
?;3;-6;?;3;-20;-141.0;-6
?;-12;32;-845;-12;-21;-142.0;?
1;-15;?;?;-15;-23;-162.0;?
7;-15;-27;-836;-15;-15;-173.0;?
1;-26;-22;-842;-26;-16;-183.0;?
-4;-35;-29;-851;-35;-24;-195.0;?
?;-21;-48;-846;-21;-19;-180.0;-48
-1;-7;-19;-846;-7;-21;-159.0;-19
3;-2;-3;?;-2;-24;-158.0;-3
2;7;-28;-843;7;-20;?;-28
2;?;?;-843;?;-21;-122.0;-22
6;21;13;-839;21;-17;-110.0;13
6;26;22;-837;?;?;-141.0;22
6;-37;7;-835;?;-16;-124.0;7
?;?;-7;-844;-21;-20;-129.0;-7
?;27;-13;-854;27;?;-131.0;-13
-7;-4;-12;-854;-4;?;-131.0;-12
?;18;3;-852;18;-28;-98.0;3
4;?;30;-845;32;?;-79.0;?
?;?;34;-843;?;-19;-71.0;34
0;?;-8;-845;55;?;-99.0;-8
7;?;8;-843;40;-23;-144.0;?
?;?;?;-841;7;-21;-185.0;48
2;-13;?;?;?;-18;-225.0;0
?;-10;?;-845;-10;-21;-224.0;-21
7;-5;-7;?;-5;-22;-221.0;-7
6;?;-15;-840;-40;-23;-173.0;?
?;-50;?;-850;-50;?;-130.0;-12
-4;-6;-12;?;-6;-24;-95.0;?
-6;?;-11;-848;0;?;-99.0;-11
?;-8;-16;-851;-8;-25;-74.0;-16
?;1;-1;-844;1;-20;?;-1
3;9;?;-837;9;?;-131.0;7
-4;29;11;?;?;-19;?;11
-5;46;46;-849;46;-25;-170.0;46
5;49;39;?;49;-25;-158.0;39
12;?;10;?;29;-20;?;10
?;-19;?;-836;-19;?;-149.0;13
3;-32;?;-846;-32;-30;-134.0;17
-1;-14;?;-851;-14;-30;-116.0;-5
?;-15;-23;-842;-15;-19;-136.0;?
-1;7;6;-842;?;-20;-158.0;6
?;?;27;-842;23;-22;-168.0;27
-4;8;6;-845;8;-22;?;?
-8;10;1;-849;10;-22;-153.0;1
-4;26;29;-847;26;-21;-143.0;29
?;2;?;?;2;-21;?;6
21;-52;-50;-828;-52;-15;-141.0;-50
4;?;?;-837;?;-16;-131.0;-33
-2;-60;-32;-842;-60;-20;-110.0;-32
0;-68;-51;-840;-68;-18;-139.0;-51
-13;-63;-11;-852;-63;-20;-183.0;-11
?;?;?;-845;-29;-21;-183.0;-16
4;?;-40;-846;-22;-23;-227.0;-40
?;-28;-10;?;-28;-25;-258.0;?
5;?;-3;-846;?;-26;-285.0;-3
-1;-52;?;-850;-52;-24;-302.0;16
-1;-24;17;?;?;-23;-272.0;17
2;?;-55;-849;-21;?;-250.0;-55
-4;-36;-33;-849;-36;-21;-215.0;-33
?;-18;20;-851;?;-22;-164.0;20
-5;20;-2;?;20;?;-107.0;-2
?;37;15;-848;37;-20;-97.0;?
2;46;28;-843;46;-20;?;28
-3;65;23;-848;65;-24;-181.0;23
-9;?;51;-849;55;-21;-180.0;?
-2;?;25;?;45;?;-197.0;?
-1;?;?;-841;?;-22;-217.0;33
-3;52;?;-840;52;?;-187.0;?
?;35;20;?;35;-30;-196.0;20
?;?;?;-829;50;-19;-224.0;22
-4;62;29;-832;62;-24;?;?
8;45;43;-812;45;-11;-239.0;43
14;?;73;-810;52;-22;-208.0;?
3;54;?;-841;54;?;-187.0;45
?;36;?;?;36;-32;-188.0;56
2;59;75;-811;59;-21;?;75
7;77;?;?;77;?;-153.0;48
3;108;?;?;108;?;-133.0;67
-5;145;90;?;145;?;-121.0;90
?;161;94;?;?;-32;-110.0;94
?;196;163;-808;196;-26;-68.0;163
21;?;?;?;156;?;?;166
32;?;?;?;?;-10;-96.0;94
28;106;122;?;106;?;-110.0;122
29;?;60;-772;54;-10;-129.0;60
7;-58;-86;-790;?;-14;?;-86
-22;-48;-45;-820;-48;-26;-161.0;-45
-23;?;-5;?;-57;?;-148.0;?
?;-64;?;?;?;?;-281.0;-63
10;-59;-59;-797;-59;-18;?;-59
11;-61;?;-795;-61;?;-221.0;-12
?;-24;-2;-804;-24;-24;-319.0;?
-6;?;-4;-820;-16;-31;-334.0;-4
?;?;13;-822;3;-31;-377.0;13
-8;?;?;?;-3;-21;-439.0;-14
-5;6;?;?;6;-19;?;-10
4;8;20;-810;8;-22;?;20
?;-35;8;-805;-35;-16;-317.0;8
2;-20;-7;-808;?;?;-253.0;?
?;?;-30;?;?;-26;?;-30
?;20;18;-820;20;-26;-197.0;18
?;50;46;-820;50;?;?;46
-9;?;?;-824;34;-27;?;17
1;56;?;?;?;-31;-208.0;48
2;?;62;?;?;-18;-262.0;?
2;51;40;?;51;-13;-249.0;?
2;36;11;-813;36;-27;-272.0;11
?;-1;?;-812;-1;-27;-279.0;18
13;-27;36;-802;?;-18;-222.0;36
12;-35;-10;?;-35;-20;?;-10
3;-69;?;-809;-69;-23;-123.0;?
1;?;-31;-813;?;-28;?;-31
-1;2;-10;-811;2;-23;-163.0;-10
?;?;-3;-813;32;-19;-157.0;-3
?;49;-13;-817;49;-20;?;-13
0;47;-3;-814;47;-19;-182.0;-3
8;23;16;-817;23;-30;-184.0;16
5;51;19;?;51;-23;-186.0;19
5;33;15;-807;33;-15;-169.0;15
7;-10;?;-809;-10;-19;-195.0;5
?;30;?;-807;30;-14;-196.0;10
?;?;?;-807;29;?;-184.0;10
-2;-14;?;?;-14;-18;-184.0;-12
0;2;6;-816;?;-24;-216.0;6
6;21;16;-811;21;-21;-214.0;16
8;?;-9;-804;28;-14;-202.0;-9
6;34;?;-812;34;-22;?;?
?;9;-12;?;9;-27;-181.0;-12
2;?;1;-812;-19;?;?;1
-4;-36;?;-818;-36;-24;-172.0;11
1;-25;-18;-815;-25;?;-185.0;-18
4;-1;-14;-812;-1;-22;-206.0;?
-5;-6;18;-817;-6;?;-228.0;18
?;-7;2;-807;?;-15;?;?
-1;15;-14;-810;15;-19;-193.0;-14
0;39;3;-820;39;?;-188.0;?
?;29;48;-808;29;?;-164.0;48
1;42;38;-803;42;-13;?;38
7;33;9;-807;33;-24;-165.0;9
8;-32;46;-801;-32;-20;-127.0;46
1;4;22;?;4;-17;-144.0;22
-5;34;11;-812;34;-25;-153.0;11
?;?;31;-816;24;-24;-141.0;?
-10;22;17;-814;22;?;?;?
3;5;29;-805;5;?;-213.0;29
6;32;30;?;32;-21;-222.0;30
7;8;23;-796;8;-19;-233.0;23
16;-38;5;-792;?;-21;-244.0;5
10;-48;-21;-794;-48;-20;-230.0;-21
-6;-41;-48;?;-41;-22;-210.0;-48
-8;-15;-53;-813;-15;-29;-194.0;-53
-4;-15;-9;?;-15;?;-136.0;-9
-4;-7;0;-804;?;-20;-138.0;0
0;?;4;-804;-12;-22;-140.0;4
5;-9;2;-798;-9;-18;-143.0;2
-1;4;-24;-800;?;-16;?;-24
-6;-24;?;-811;-24;-22;?;-13
-5;-28;-10;?;?;-24;-180.0;-10
-1;-23;?;-808;?;-21;-181.0;-13
3;-27;?;-805;-27;-19;-160.0;?
2;-24;-27;-805;?;?;-186.0;-27
0;-13;-31;-810;-13;-21;-167.0;?
-3;-13;-5;-813;-13;-22;-181.0;-5
-6;-42;16;-815;?;-22;?;16
0;-39;-23;-814;-39;-23;-383.0;-23
?;-39;-23;-813;?;?;-394.0;-23
-2;-27;?;-816;?;-21;-299.0;-16
4;-19;?;-815;-19;-24;-307.0;-31
-2;-71;-12;-814;-71;?;?;-12
?;-73;-61;-814;?;-18;-399.0;-61
8;-71;-99;-814;-71;-24;-437.0;?
11;-122;-67;-809;-122;?;-367.0;-67
?;-130;-83;?;-130;-28;-459.0;?
-17;-92;-90;-838;-92;-26;-281.0;-90
-8;-66;-39;-826;?;-17;-370.0;-39
?;?;-23;-833;-69;-33;-186.0;-23
16;-95;-60;-817;?;-17;-173.0;-60
3;?;-97;-820;-132;-8;-139.0;-97
-6;-145;-101;-846;-145;-31;-206.0;-101
-2;-124;-94;-841;-124;?;-186.0;?
?;-91;?;-851;-91;?;-192.0;-96
?;?;-69;-851;?;-22;-216.0;-69
-2;-56;-65;-839;-56;-18;?;-65
-20;-41;-46;-853;-41;-21;-230.0;-46
?;6;6;?;?;-23;-209.0;?
-2;26;8;-843;?;-20;-227.0;8
-2;25;12;-840;25;-16;-217.0;12
?;?;49;-847;27;?;?;49
-8;30;53;-848;30;-24;-224.0;53
-11;63;10;-843;63;-18;?;10
-6;?;1;?;86;-21;-250.0;1
-3;57;18;-841;57;-21;-261.0;?
?;?;7;-838;43;-18;-250.0;7
?;?;33;-846;52;?;?;33
?;?;53;-842;36;?;-238.0;53
-1;61;?;-839;61;-25;-233.0;29
-7;71;?;-839;71;-23;?;31
?;36;?;-825;?;-14;-261.0;38
7;53;37;-825;53;-22;?;?
-2;40;37;-830;40;-23;?;37
1;26;18;?;?;-15;-278.0;18
2;?;42;-829;54;-26;-239.0;42
-6;43;41;-833;43;-24;-189.0;41
-8;26;-10;-824;26;-12;-163.0;-10
-13;24;?;?;24;?;-177.0;4
-8;37;-1;-833;37;-26;-191.0;-1
?;50;23;-813;50;-12;?;23
?;41;78;-822;41;-24;?;78
-5;24;43;-823;24;?;-210.0;?
-14;33;36;-829;33;-20;-202.0;?
-12;75;68;-839;?;?;-212.0;68
1;91;60;-791;91;?;-210.0;60
11;?;?;-774;54;21;-212.0;65
22;48;63;-795;48;-23;-229.0;?
28;30;26;?;30;-14;-220.0;26
22;-23;9;-785;-23;?;-215.0;?
18;-8;-5;-789;-8;-17;-212.0;?
6;-26;-16;?;-26;?;?;-16
-1;-48;?;-804;-48;-18;-205.0;-12
1;-49;-44;-809;-49;?;-183.0;?
1;-64;-61;-807;?;-21;-182.0;-61
6;-37;-27;-806;-37;-22;-153.0;-27
-3;-44;-18;-817;-44;-26;?;-18
-7;-23;-25;-815;?;-17;-120.0;-25
4;-7;-23;?;-7;?;?;-23
3;-23;-34;-813;-23;-19;-134.0;-34
-3;?;-11;-818;?;-20;-139.0;-11
-2;45;18;-820;?;?;-148.0;18
0;?;2;?;39;-19;-155.0;2
3;1;6;-820;1;-24;-147.0;6
0;30;20;-824;30;-28;-187.0;?
-8;64;6;?;64;-20;-186.0;6
?;26;?;-824;?;-22;?;18
0;26;?;-819;?;-20;-145.0;31
7;3;0;-810;3;-15;-146.0;0
?;4;-20;-811;4;-19;-160.0;-20
1;6;-26;-817;6;-22;?;-26
-1;?;-31;-817;?;?;-181.0;-31
?;-6;-13;-816;-6;?;-181.0;-13
-8;28;6;?;28;?;-199.0;6
?;19;5;?;19;-22;-171.0;5
9;?;?;?;42;-22;-179.0;-7
9;36;?;-814;36;-24;-143.0;25
1;4;47;-819;?;-23;-148.0;47
-17;24;29;-828;24;-21;-166.0;29
-13;?;?;-826;30;-25;-172.0;52
18;8;49;-795;8;-13;-174.0;49
?;1;4;-760;1;-2;-189.0;4
?;?;-35;-769;-31;?;-185.0;-35
23;-79;?;-792;-79;-14;-186.0;-77
15;-94;-84;-804;?;?;-177.0;-84
-13;-77;?;-831;-77;-26;-113.0;-46
-22;-20;-3;-841;-20;-28;-154.0;-3
-3;14;11;-826;14;-21;-153.0;?
0;-16;?;-824;?;-18;-141.0;7
12;-24;-5;-821;-24;?;-162.0;-5
24;-40;-56;-813;-40;-20;-168.0;-56
?;-98;-98;-824;?;-16;-153.0;-98
-6;-91;-62;?;?;-15;-190.0;-62
-3;-72;-41;-838;-72;-20;-217.0;-41
0;-72;-37;-837;?;-21;-212.0;-37
5;-43;0;-833;-43;-18;-187.0;?
9;-27;9;-834;-27;-22;-220.0;9
9;-2;-5;-834;-2;-22;-223.0;?
?;5;-24;-836;5;-23;-199.0;-24
7;-9;-10;?;-9;?;-210.0;-10
?;0;?;-830;0;?;-203.0;?
1;17;-24;?;17;-16;-201.0;-24
?;42;?;-841;42;?;-184.0;-19
?;?;22;-836;51;-20;-162.0;22
3;30;25;-832;30;?;-161.0;25
6;9;17;-827;9;-16;-192.0;17
12;6;16;-827;6;-19;-203.0;16
4;-5;-13;-835;-5;-23;-225.0;-13
-1;-32;?;-835;?;-21;-230.0;?
3;-25;?;-835;-25;-24;-231.0;?
7;-4;-30;-830;-4;-21;-204.0;-30
6;-7;-18;-829;-7;-19;-158.0;-18
2;-2;21;?;-2;-25;-172.0;21
3;15;?;-835;15;-22;-156.0;-2
2;24;0;-833;24;?;-164.0;?
-2;37;?;-838;37;?;-166.0;39
?;?;51;-838;54;-25;-154.0;51
-3;36;?;-839;36;-24;?;?
-1;15;?;-840;15;-25;-148.0;13
8;6;?;?;6;-27;?;7
8;?;38;-830;?;?;-161.0;38
1;7;5;-831;7;-16;?;5
0;-14;-43;-833;-14;-19;-194.0;-43
?;?;-36;-835;-34;-20;?;-36
-5;?;-8;-837;0;-20;-178.0;-8
1;15;8;-835;15;-22;?;8
?;17;-9;-831;17;-21;-170.0;?
5;?;1;-829;-1;-19;-146.0;1
2;-21;27;-832;-21;-21;-158.0;27
1;?;-7;?;-10;-22;-160.0;-7
4;-16;?;-830;-16;-21;-162.0;?
-1;-16;25;-834;-16;-21;?;25
-7;?;?;-837;7;-22;-170.0;32
0;-17;23;?;-17;-21;-170.0;23
?;-34;4;-830;-34;-19;-180.0;4
-1;7;-27;-836;7;-23;-171.0;-27
?;3;?;-834;3;-23;-161.0;?
0;1;20;-825;1;?;-142.0;20
-8;42;-10;-830;?;-12;-175.0;-10
-4;-8;0;-838;?;-24;-191.0;0
1;?;4;?;-28;-20;-174.0;?
-1;10;1;-828;10;-14;-184.0;1
4;-16;18;-826;-16;?;-212.0;18
2;-17;0;-827;-17;-17;-196.0;?
-10;?;4;-837;-6;?;?;4
-10;6;1;?;6;?;-158.0;1
-2;?;-11;-833;16;-18;-156.0;-11
-3;?;29;-840;4;?;-149.0;29
?;16;38;-834;?;-22;-151.0;38
?;27;18;-826;27;-17;-159.0;18
-1;?;?;-833;?;?;-178.0;29
-5;12;12;-837;12;?;-201.0;?
?;?;-1;-832;0;?;?;-1
2;-3;6;?;-3;-23;?;6
-4;6;?;-839;6;-24;-162.0;-22
-4;-11;-11;?;-11;-24;-169.0;-11
-2;-13;26;-831;-13;-19;-147.0;?
?;7;13;-836;7;-20;-158.0;13
-6;0;?;-836;0;-20;-177.0;-25
?;?;?;-833;-3;-17;-177.0;-16
-5;6;?;-835;6;-20;?;18
?;?;4;-828;-10;-18;-171.0;4
0;-19;?;-832;-19;-20;?;?
?;-5;-5;-831;?;-17;-170.0;?
-2;?;15;-829;11;-15;-166.0;15
?;15;15;?;15;-20;-135.0;15
0;6;-11;-831;6;-18;-130.0;-11
-4;?;?;-835;?;-20;-150.0;?
-5;?;30;?;7;?;-181.0;30
?;6;17;?;6;-22;?;17
5;22;27;-833;22;?;-163.0;?
-3;?;23;?;24;-17;-156.0;23
-7;6;-12;-834;6;?;-139.0;-12
-1;19;16;-837;19;-24;-145.0;16
1;31;-8;?;31;-22;?;-8
-3;19;-8;?;19;-12;-157.0;?
-4;?;34;-833;?;-18;-185.0;34
-2;?;-7;-838;?;-26;-185.0;-7
1;-14;-41;?;-14;-21;?;?
2;-15;-42;-836;-15;?;?;-42
?;-13;5;?;-13;-24;-169.0;?
-3;?;?;-834;?;-20;-192.0;33
1;42;29;-832;42;-21;-137.0;29
?;45;27;?;45;-17;-149.0;27
1;?;?;-833;29;-20;-150.0;0
-8;2;?;?;2;?;-133.0;12
-2;?;?;-834;?;?;-153.0;15
1;-36;8;-831;-36;-18;?;8
?;-44;4;-820;-44;-11;?;?
8;-46;-12;?;-46;-23;?;-12
-1;-33;5;-840;-33;-29;-189.0;?
?;40;?;-832;?;-22;-165.0;?
7;47;9;-826;47;-18;-147.0;9
-4;23;?;-838;23;-24;-116.0;4
-7;40;13;?;40;-27;-98.0;?
-2;57;28;-839;57;-26;?;28
1;63;24;-839;63;-28;-101.0;24
7;-5;54;-829;-5;-21;-153.0;54
1;-17;5;-824;-17;-13;-198.0;5
?;-1;-32;-823;-1;-14;-230.0;?
?;-69;-15;-822;?;-19;-241.0;-15
?;-86;?;?;-86;-21;?;-62
12;?;?;-818;-66;-20;-230.0;-58
2;-68;-45;-833;-68;-28;-151.0;-45
-5;-51;-28;?;?;-25;-137.0;-28
-1;-6;-12;?;-6;-25;?;-12
?;42;-8;?;42;-32;-59.0;-8
?;47;27;-844;47;-23;-58.0;27
?;26;?;-828;26;-18;-105.0;?
10;33;44;?;33;-14;-132.0;?
6;-3;?;-822;-3;-10;?;?
4;?;-35;-829;-41;-18;?;-35
0;-35;-4;-832;-35;-19;-256.0;-4
6;?;-50;-830;-54;?;-242.0;-50
7;-70;?;-838;-70;-30;-224.0;-47
6;-90;-54;-834;-90;-29;-192.0;-54
1;-57;-55;-840;-57;-31;-170.0;?
-12;?;-29;-849;-2;-31;-139.0;?
-11;20;-31;-843;?;?;-116.0;-31
-10;?;4;?;54;-25;-86.0;4
-9;?;17;-843;57;-19;-98.0;17
?;64;26;-831;64;-17;?;26
7;53;18;-835;?;-22;?;?
-1;?;-5;?;3;?;-162.0;-5
0;-15;-2;-837;-15;-20;-202.0;-2
-3;-24;-3;-841;-24;-21;-201.0;-3
-1;-9;15;-840;-9;-22;-227.0;15
-3;?;8;-842;28;-24;-194.0;8
-5;10;-1;-840;10;-20;-209.0;-1
-2;-1;8;-836;-1;-17;-193.0;8
-5;26;?;-839;26;-19;?;?
1;1;6;?;1;-20;?;6
1;-18;5;?;-18;-17;?;5
4;-9;-17;-836;-9;-23;-200.0;?
1;-24;-21;-840;-24;-26;-199.0;-21
-5;-33;-8;-837;-33;-19;-177.0;-8
?;-4;8;-835;-4;-18;?;8
-7;16;2;-843;16;-22;-172.0;2
-13;12;-16;?;12;?;-136.0;-16
0;28;?;?;28;-23;-121.0;?
4;13;20;-837;13;-21;-136.0;20
2;-1;17;-839;-1;-22;-131.0;?
?;46;-2;?;46;-26;-221.0;-2
1;37;-33;-834;37;-17;-272.0;?
5;-16;-10;-830;-16;-16;-284.0;-10
6;-26;?;-835;-26;-22;-295.0;-13
-5;?;-34;-839;?;-18;-227.0;-34
-4;-63;-9;-838;-63;?;-172.0;-9
?;-36;-22;?;-36;-24;-140.0;-22
?;-18;-21;-839;-18;-24;-120.0;?
-4;?;?;-836;?;-16;-121.0;12
-3;16;-10;-838;16;-19;-105.0;-10
-3;50;-1;-841;50;-21;-105.0;?
-3;?;15;-838;51;-17;?;15
6;16;-3;-837;16;-20;-126.0;-3
9;41;42;-835;41;-20;-151.0;42
?;24;23;-836;24;-18;-143.0;23
0;-24;-10;-840;-24;-20;-151.0;-10
-2;-5;-5;-839;-5;?;-175.0;-5
-2;-8;-47;-837;-8;-16;-191.0;-47
0;-34;-54;-837;-34;-17;-176.0;-54
1;?;-29;-840;?;-20;-154.0;-29
-1;-40;-15;-842;-40;?;-141.0;-15
2;-19;-38;-841;-19;?;-141.0;?
2;-8;-34;-837;-8;-18;-121.0;-34
1;-23;-2;?;-23;-16;-132.0;-2
3;11;-20;-839;11;?;-133.0;?
?;?;-12;?;29;?;-155.0;-12
-1;?;?;-852;22;-32;-124.0;5
?;32;-8;?;32;?;-86.0;-8
-4;37;2;-845;?;-22;-112.0;?
5;36;?;-839;36;-19;-121.0;-4
7;28;-23;?;28;-16;-126.0;-23
?;17;?;-837;17;?;-132.0;1
0;19;1;-833;19;-10;?;1
7;31;?;-836;?;-19;-157.0;?
0;20;16;-849;20;-28;-175.0;16
-11;-16;17;-847;?;-17;-201.0;?
2;?;-19;-841;-26;-18;-182.0;-19
7;?;-13;-843;-20;-24;-181.0;?
6;-41;4;-839;-41;-20;-150.0;?
8;-59;-31;-836;-59;-18;-139.0;-31
6;-54;-37;-837;-54;?;-118.0;-37
-1;-44;-2;?;-44;?;-108.0;?
?;-4;?;-869;?;-44;-95.0;-2
-8;26;?;-856;26;-30;?;5
?;-16;?;-840;-16;-20;-96.0;1
12;-32;-21;-841;?;-24;?;-21
4;-14;-48;?;?;?;-127.0;?
?;-25;-43;-850;-25;-25;-146.0;-43
0;-10;4;-841;-10;-20;-174.0;4
9;0;-12;-835;?;?;-169.0;-12
?;-4;-17;-838;-4;-25;-145.0;-17
?;29;-4;-834;29;-19;?;-4
-9;18;?;-839;?;-18;-120.0;?
-16;-24;15;-849;?;-26;-121.0;15
3;-3;?;-838;?;?;-123.0;43
10;12;15;-831;12;-21;-168.0;15
6;?;11;?;1;-20;?;11
6;6;19;-831;6;-20;-172.0;19
?;-19;18;?;-19;-21;-160.0;18
-3;-26;18;-837;-26;-20;-144.0;?
2;-9;-3;-833;-9;-20;-139.0;-3
0;-45;-29;-832;-45;-16;-123.0;-29
?;-41;-28;?;-41;-21;-127.0;-28
-6;-9;-3;-841;?;-21;-131.0;?
-1;?;18;-830;-2;-12;-135.0;18
4;25;10;-834;25;-18;-93.0;10
?;-1;?;?;-1;-22;-97.0;-2
?;-16;-2;-839;-16;-21;-118.0;?
-1;26;-5;?;?;-25;?;-5
?;18;-14;-842;18;?;-131.0;-14
1;7;0;-839;7;-21;-120.0;0
3;18;9;?;?;?;-109.0;9
?;-11;-18;-837;-11;-18;-127.0;-18
0;2;-11;?;?;-22;-139.0;?
-1;?;?;-842;13;-22;-150.0;18
-9;-7;16;-844;-7;-18;-172.0;16
?;-5;?;-843;-5;-18;-154.0;18
3;-22;11;-837;-22;-17;-149.0;?
2;?;-10;-841;-19;-23;-158.0;-10
0;-17;-5;-836;?;-17;?;-5
-3;-22;16;-839;-22;?;-151.0;16
-3;2;?;-849;2;-29;?;16
3;16;8;?;?;?;-129.0;8
?;9;8;?;9;-17;-140.0;8
2;-7;1;-841;-7;-23;?;1
4;13;-1;-839;13;-21;-161.0;-1
5;23;?;?;?;-20;?;16
5;-11;28;-842;-11;-25;?;?
1;-14;?;-841;?;-21;-160.0;8
2;4;3;-834;?;-15;-162.0;3
-1;?;18;-844;6;-26;-137.0;18
?;?;-21;-847;?;-25;?;-21
?;-2;-19;?;-2;-15;-148.0;-19
-4;-27;32;-842;-27;-19;?;32
-2;-15;19;-845;-15;?;-119.0;?
3;14;7;-840;?;-23;-134.0;7
5;?;-2;-837;11;?;-131.0;?
3;-4;-17;-846;-4;?;?;?
6;-37;?;-840;?;-26;?;10
0;-27;?;-839;-27;-20;-171.0;15
?;15;-11;-849;15;-30;?;-11
7;-9;-13;-833;-9;-18;?;-13
-2;-5;-19;-841;-5;-21;?;?
-12;4;-18;-853;4;-31;-136.0;-18
?;0;5;-844;0;?;-110.0;5
-1;38;6;?;38;-19;-124.0;6
14;?;?;-827;11;-18;-137.0;?
5;-30;-23;-834;-30;-23;?;-23
-11;6;-17;?;6;?;-154.0;-17
-4;6;?;?;6;-19;-160.0;-6
0;?;14;-842;?;-26;-134.0;14
0;31;?;?;31;?;-104.0;4
3;48;-22;-835;48;-18;-100.0;?
-1;27;7;-840;?;-22;-98.0;?
0;36;19;?;?;-22;?;?
4;22;?;-835;22;-20;-169.0;0
3;-26;-3;-835;-26;-20;-180.0;-3
-3;-33;-13;-844;-33;-25;-180.0;?
-7;17;-22;-846;17;?;-138.0;-22
5;49;-13;-831;?;-18;-110.0;-13
12;-10;17;-825;-10;-17;-126.0;17
6;-32;4;?;-32;-22;-142.0;?
2;?;-25;-835;-13;-21;-141.0;-25
?;-3;-12;-839;-3;-23;?;?
-7;42;-4;-843;42;-23;-149.0;?
-5;33;17;-838;33;-21;?;17
-3;28;35;?;?;-19;-132.0;35
-5;14;21;-839;?;-23;-103.0;?
-9;14;20;?;?;?;-75.0;20
?;56;28;-835;56;-25;-131.0;28
27;-1;29;-815;?;-20;?;29
16;-35;13;-817;-35;?;?;?
-1;-39;-26;-826;?;-18;-244.0;-26
-10;-35;-22;-833;-35;-21;?;-22
-4;14;25;?;?;-23;-147.0;25
17;26;19;-820;26;-21;-82.0;19
12;?;?;?;11;?;-66.0;-34
?;-9;-42;?;?;-21;?;-42
-15;?;12;-843;26;-26;-153.0;12
-17;78;40;-839;78;-20;-170.0;40
11;46;27;?;46;-16;?;?
21;-13;28;-814;?;-17;-85.0;28
18;-28;16;-815;?;-18;-88.0;?
7;?;-10;-829;?;-28;-130.0;-10
-6;-12;-5;?;-12;-19;-201.0;?
-4;20;?;-837;20;-27;?;11
?;20;6;-857;20;-52;-226.0;?
-1;-32;-11;-841;-32;?;-195.0;-11
5;-2;-9;-828;-2;-21;-124.0;-9
?;36;16;-827;36;-22;-91.0;?
9;10;5;-821;10;-17;-135.0;5
7;10;-13;-830;10;?;-163.0;?
0;?;10;-834;?;-25;?;10
5;-24;19;-825;-24;-18;?;?
?;?;10;-825;?;-17;-159.0;10
0;-4;6;-827;-4;?;-177.0;6
?;?;?;?;-1;-17;-135.0;?
0;-11;?;-826;-11;-19;-140.0;?
1;-23;26;-826;-23;-19;-157.0;26
-2;21;-8;-830;21;-20;-136.0;-8
?;25;-13;-834;25;-24;-173.0;?
-6;4;22;-833;4;-22;?;22
-1;10;20;-827;10;-18;-153.0;20
7;15;8;?;15;-18;-123.0;8
?;-6;7;-823;-6;-17;-140.0;7
-5;-18;?;-833;-18;-23;?;-12
-5;32;?;-838;32;-30;-150.0;?
-5;37;15;-835;37;?;?;15
1;-13;-13;-827;?;-21;-129.0;?
0;?;-9;-830;-9;-22;-106.0;-9
-3;5;8;-828;5;-18;-140.0;8
15;-11;11;-814;-11;?;-205.0;11
8;-21;-24;-823;-21;?;-231.0;-24
-3;-29;-57;?;-29;-25;?;-57
3;-16;?;-827;-16;-22;-121.0;-22
4;?;9;?;?;-18;-134.0;?
9;-15;8;-820;-15;?;-154.0;8
4;-13;19;?;-13;?;-186.0;19
-7;-21;?;-831;-21;?;-192.0;-3
?;15;-9;-829;15;-25;?;-9
?;48;14;-825;48;-21;-162.0;?
-4;?;6;-826;?;-17;-119.0;6
0;-25;?;-824;-25;-18;-91.0;?
?;10;18;-825;10;-20;-115.0;18
?;14;3;?;14;-18;-150.0;?
2;-5;-27;-824;?;-17;-188.0;-27
-3;-19;-11;?;-19;-21;-189.0;-11
-4;-23;7;-832;-23;?;-190.0;?
?;-6;7;-827;-6;-25;-142.0;7
3;13;?;?;13;-24;-125.0;?
-5;28;35;?;28;-25;-120.0;35
0;41;11;-832;41;-26;-116.0;11
-1;29;?;?;29;?;-163.0;22
-1;4;?;-828;4;-19;-180.0;17
?;14;9;-822;14;-16;-196.0;9
-5;11;?;-829;11;-19;-221.0;?
-2;-42;-17;-832;-42;-25;-182.0;-17
7;?;-4;?;-22;-18;-161.0;?
2;5;?;-823;5;-17;-161.0;11
-1;-13;18;-830;-13;?;-159.0;18
-3;30;10;-827;30;-18;-150.0;10
?;?;-10;-829;51;-21;-132.0;-10
3;35;-1;-831;35;?;?;-1
0;16;?;-830;16;-23;-126.0;31
-4;7;20;-830;?;?;-118.0;20
1;26;-2;?;26;-25;?;-2
-1;?;?;-832;11;-25;-174.0;7
-5;-19;0;?;-19;-17;-210.0;0
0;?;6;?;-27;-18;-215.0;6
