Accelerometer RWR accX;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit LUA accX;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit RLA accZ;Accelerometer LUA^ accY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit RUA gyroZ;Accelerometer RUA^ accX;Accelerometer RUA_ accZ
-652.0;262.0;?;-1006.0;-678.0;14;-34;?;?;?;-749.0;?;285.0
?;242.0;-1074.0;-897.0;-673.0;8;385;451.0;1047.0;623.0;-556.0;-340.0;335.0
-625.0;258.0;-1088.0;-890.0;-670.0;4;1136;414.0;1021.0;601.0;-391.0;-369.0;379.0
-659.0;437.0;?;-769.0;-657.0;1;2008;307.0;1023.0;581.0;?;-426.0;?
-665.0;467.0;?;-739.0;-638.0;0;2018;339.0;910.0;551.0;-464.0;-434.0;?
-657.0;?;-906.0;?;-615.0;1;2502;337.0;944.0;532.0;-179.0;?;?
?;117.0;-973.0;?;-592.0;1;?;275.0;917.0;501.0;-52.0;-385.0;459.0
-668.0;167.0;-937.0;-1033.0;-566.0;2;-51;180.0;846.0;472.0;?;-345.0;460.0
-709.0;213.0;-872.0;-1041.0;-535.0;2;622;?;941.0;446.0;-222.0;-295.0;511.0
-726.0;188.0;-862.0;-999.0;?;1;223;157.0;940.0;?;?;-277.0;485.0
-657.0;?;-899.0;-985.0;?;3;41;195.0;987.0;389.0;-306.0;-296.0;492.0
?;189.0;-913.0;-1029.0;-428.0;6;?;238.0;1024.0;357.0;-277.0;?;628.0
-664.0;226.0;?;?;?;7;-167;272.0;1032.0;328.0;-309.0;-495.0;725.0
-885.0;?;-950.0;-1008.0;-348.0;8;-25;298.0;1187.0;298.0;?;-755.0;?
?;235.0;-968.0;-1010.0;-315.0;9;?;322.0;?;261.0;-539.0;-947.0;585.0
-987.0;217.0;?;-913.0;-291.0;9;4;332.0;1213.0;228.0;?;-968.0;592.0
-948.0;?;-925.0;-945.0;-266.0;9;16;338.0;1090.0;191.0;-864.0;-878.0;507.0
-701.0;165.0;-926.0;-863.0;-248.0;9;-10;337.0;1097.0;157.0;-1008.0;?;404.0
-400.0;125.0;-993.0;-905.0;-234.0;9;9;327.0;1153.0;124.0;-1065.0;-925.0;?
-244.0;106.0;-961.0;-920.0;-217.0;9;-36;374.0;1098.0;94.0;-1157.0;?;406.0
-183.0;162.0;?;?;-199.0;9;-17;548.0;1126.0;?;-1398.0;-837.0;361.0
-261.0;262.0;-1262.0;-949.0;-184.0;?;1;640.0;1129.0;46.0;-1277.0;-841.0;337.0
-187.0;483.0;?;?;-176.0;9;-7;582.0;?;?;-967.0;?;351.0
-220.0;751.0;-1161.0;?;-158.0;?;16;?;1040.0;?;-1001.0;?;320.0
?;?;-1095.0;-1259.0;-143.0;9;9;?;1071.0;-47.0;-716.0;-807.0;319.0
-306.0;774.0;-1133.0;-1243.0;-125.0;9;-19;605.0;1062.0;?;?;?;301.0
-301.0;729.0;-1023.0;-1168.0;?;9;0;?;1067.0;?;?;-751.0;?
-312.0;728.0;-979.0;?;-91.0;?;2;516.0;1027.0;-116.0;?;-733.0;355.0
-403.0;?;-1011.0;-1140.0;-75.0;9;?;546.0;?;-142.0;-289.0;?;407.0
-477.0;695.0;?;-1105.0;?;9;2;491.0;?;-160.0;-275.0;-838.0;?
-503.0;728.0;?;-1115.0;-52.0;9;7;443.0;960.0;-177.0;-371.0;-828.0;478.0
-496.0;694.0;-853.0;?;-37.0;9;1;?;950.0;-191.0;-354.0;-828.0;473.0
-507.0;679.0;-828.0;-1074.0;?;?;17;429.0;990.0;?;-324.0;-792.0;480.0
-511.0;681.0;-794.0;?;-16.0;?;9;391.0;958.0;-196.0;-310.0;-772.0;488.0
-494.0;658.0;-785.0;?;-7.0;9;1;365.0;960.0;-199.0;-305.0;-774.0;470.0
-524.0;?;-799.0;-1057.0;?;9;15;?;948.0;-200.0;-291.0;-715.0;477.0
?;618.0;-814.0;-1035.0;-2.0;9;-5;405.0;?;-194.0;-189.0;-695.0;488.0
-606.0;?;-826.0;?;13.0;9;20;416.0;1191.0;?;-63.0;?;491.0
-608.0;640.0;-866.0;-1002.0;26.0;9;?;479.0;1191.0;?;102.0;-520.0;472.0
-657.0;687.0;?;-1043.0;31.0;10;31;?;1135.0;-179.0;204.0;-420.0;470.0
-837.0;638.0;-865.0;-944.0;32.0;10;38;535.0;?;-171.0;?;-373.0;478.0
-876.0;608.0;?;-910.0;31.0;10;-57;516.0;1035.0;-162.0;?;-294.0;411.0
-970.0;607.0;-917.0;-972.0;?;?;173;?;?;-158.0;435.0;-259.0;?
-900.0;617.0;?;-934.0;21.0;8;?;507.0;1004.0;-150.0;?;-257.0;141.0
-741.0;603.0;-921.0;-1000.0;16.0;5;580;481.0;?;-141.0;357.0;?;?
-750.0;593.0;-930.0;-1000.0;11.0;3;422;460.0;987.0;-129.0;421.0;-94.0;?
-683.0;548.0;-898.0;-1025.0;?;4;539;?;1032.0;?;?;-146.0;?
-624.0;499.0;-876.0;-1198.0;?;3;304;406.0;1051.0;?;751.0;-307.0;171.0
-638.0;416.0;-932.0;?;-27.0;6;-396;342.0;988.0;-45.0;?;-523.0;172.0
-711.0;320.0;-937.0;-1134.0;-64.0;8;?;297.0;965.0;2.0;1155.0;?;145.0
-630.0;192.0;-828.0;-1009.0;-114.0;8;-685;?;882.0;50.0;1532.0;-251.0;93.0
-611.0;72.0;?;-1044.0;-171.0;8;-722;151.0;902.0;90.0;?;-190.0;138.0
-588.0;?;-870.0;-932.0;-216.0;6;-423;40.0;877.0;?;1769.0;-526.0;187.0
-626.0;-95.0;-886.0;-988.0;-249.0;3;4;?;?;142.0;1664.0;-305.0;239.0
-638.0;?;-870.0;-1007.0;-282.0;4;-49;114.0;?;174.0;1782.0;-221.0;280.0
?;-192.0;?;-968.0;-307.0;4;-1;111.0;874.0;197.0;1699.0;-283.0;270.0
-696.0;-164.0;-857.0;-971.0;-334.0;4;29;?;872.0;221.0;1506.0;-32.0;311.0
-747.0;-143.0;-787.0;-1043.0;-364.0;4;-53;99.0;810.0;246.0;1277.0;-203.0;330.0
-705.0;-125.0;-789.0;-1008.0;?;?;?;96.0;832.0;269.0;984.0;-366.0;314.0
?;?;-755.0;-943.0;-412.0;4;14;19.0;795.0;289.0;583.0;-161.0;305.0
-864.0;24.0;-776.0;-891.0;-431.0;?;15;9.0;769.0;311.0;144.0;?;332.0
?;8.0;?;-861.0;?;3;4;46.0;741.0;324.0;-163.0;?;314.0
?;-26.0;-715.0;-845.0;-467.0;3;13;94.0;771.0;336.0;-314.0;-251.0;301.0
-815.0;-26.0;?;-864.0;-496.0;3;9;?;750.0;344.0;-429.0;-333.0;267.0
-736.0;-54.0;-666.0;-813.0;?;3;7;122.0;724.0;347.0;?;-344.0;?
-750.0;-66.0;-637.0;-771.0;?;3;7;195.0;?;?;-457.0;-347.0;?
-764.0;-89.0;-642.0;?;-555.0;3;?;270.0;919.0;?;-453.0;-341.0;366.0
?;-102.0;?;-784.0;-568.0;?;?;246.0;783.0;?;-462.0;-369.0;390.0
?;-95.0;-583.0;-775.0;-575.0;4;-5;207.0;831.0;377.0;-413.0;?;425.0
?;-85.0;?;-722.0;-583.0;?;?;250.0;840.0;388.0;?;-329.0;?
-834.0;-70.0;-541.0;-729.0;-590.0;?;23;263.0;?;394.0;?;?;480.0
-769.0;-62.0;-552.0;-707.0;?;5;?;217.0;841.0;404.0;-126.0;-376.0;?
-740.0;-44.0;?;-729.0;-592.0;5;-31;234.0;1001.0;409.0;-106.0;-429.0;?
-785.0;-6.0;-517.0;-732.0;-594.0;5;5;278.0;1023.0;?;-96.0;-428.0;497.0
?;37.0;?;-690.0;?;5;?;309.0;1004.0;425.0;-107.0;-420.0;479.0
?;?;-509.0;-735.0;?;5;16;317.0;1023.0;431.0;-83.0;?;478.0
-644.0;79.0;?;-888.0;-587.0;6;-1;?;?;440.0;-68.0;-291.0;407.0
-623.0;100.0;-499.0;-792.0;-593.0;6;-4;375.0;?;447.0;-33.0;-294.0;333.0
-590.0;127.0;-529.0;?;-601.0;?;?;394.0;?;460.0;?;-308.0;383.0
-551.0;123.0;-579.0;-776.0;-607.0;6;-18;379.0;?;472.0;133.0;-387.0;435.0
-717.0;113.0;-608.0;?;?;6;?;375.0;?;491.0;223.0;-403.0;467.0
-490.0;146.0;-642.0;-766.0;-617.0;6;1;367.0;979.0;507.0;293.0;?;454.0
-515.0;189.0;-702.0;-900.0;?;6;-14;316.0;?;520.0;367.0;?;473.0
-567.0;?;-748.0;?;?;6;58;254.0;998.0;532.0;385.0;-386.0;446.0
?;221.0;-744.0;?;-631.0;5;211;237.0;?;546.0;433.0;?;?
-630.0;171.0;-693.0;-1013.0;-637.0;6;411;229.0;801.0;559.0;?;-367.0;?
-688.0;126.0;?;?;-642.0;8;?;174.0;817.0;572.0;570.0;-341.0;307.0
?;?;-674.0;-998.0;-646.0;?;54;207.0;778.0;585.0;?;-281.0;241.0
-734.0;175.0;-685.0;?;-651.0;11;141;329.0;792.0;599.0;473.0;-289.0;222.0
-609.0;193.0;-688.0;-1012.0;-656.0;10;?;396.0;749.0;610.0;312.0;-200.0;274.0
?;258.0;-691.0;-975.0;?;5;-223;323.0;?;624.0;286.0;-61.0;302.0
-705.0;280.0;?;-942.0;-669.0;6;-11;311.0;686.0;641.0;254.0;-42.0;271.0
?;?;-641.0;?;-680.0;7;-410;345.0;610.0;661.0;155.0;-104.0;163.0
-839.0;?;-640.0;-950.0;-689.0;8;?;371.0;589.0;?;103.0;-108.0;145.0
-745.0;150.0;?;?;-700.0;8;38;345.0;600.0;690.0;91.0;?;159.0
?;?;-549.0;-832.0;-709.0;8;-45;180.0;?;710.0;123.0;-108.0;?
-750.0;104.0;-494.0;-740.0;-715.0;?;-40;130.0;646.0;725.0;?;-27.0;114.0
-925.0;59.0;-404.0;-714.0;?;8;-3;132.0;?;739.0;-39.0;-102.0;?
-988.0;-4.0;?;-739.0;-733.0;8;-49;181.0;733.0;?;-52.0;?;55.0
-474.0;-67.0;-254.0;-705.0;-741.0;8;?;?;?;773.0;-6.0;-113.0;?
-964.0;-129.0;-245.0;-643.0;-755.0;8;-25;218.0;759.0;791.0;94.0;-153.0;126.0
-1176.0;-77.0;-248.0;-645.0;?;8;-19;?;?;806.0;54.0;-121.0;159.0
-943.0;-116.0;-227.0;-560.0;-773.0;8;-12;?;708.0;822.0;76.0;?;166.0
-1005.0;?;-216.0;-533.0;-781.0;8;-12;54.0;702.0;842.0;112.0;?;249.0
-1202.0;-150.0;-258.0;-542.0;-787.0;8;?;54.0;779.0;861.0;?;-148.0;?
-838.0;?;-285.0;-556.0;-794.0;8;?;-85.0;734.0;878.0;?;-203.0;137.0
-442.0;-123.0;-325.0;?;-802.0;?;-6;-2.0;704.0;894.0;124.0;-294.0;181.0
-1154.0;-100.0;-342.0;?;-807.0;8;0;?;739.0;903.0;9.0;-179.0;196.0
-789.0;-65.0;-317.0;?;-810.0;8;-4;-98.0;?;?;-57.0;?;233.0
-985.0;-120.0;-331.0;?;-815.0;8;-14;30.0;?;925.0;-10.0;-89.0;304.0
?;-141.0;-368.0;-683.0;-819.0;8;7;100.0;?;?;?;-123.0;311.0
-1188.0;-153.0;-366.0;-683.0;-820.0;8;-20;114.0;670.0;936.0;?;-216.0;?
-870.0;?;-371.0;-679.0;-824.0;8;-18;?;665.0;?;-126.0;-84.0;208.0
-936.0;-96.0;-359.0;-653.0;?;?;-34;122.0;648.0;946.0;?;-132.0;140.0
-722.0;-145.0;-386.0;-675.0;-827.0;?;-44;160.0;656.0;950.0;-275.0;-134.0;125.0
-898.0;-62.0;-389.0;-691.0;-831.0;8;37;105.0;?;?;?;?;161.0
-1033.0;?;-380.0;-685.0;-830.0;?;?;101.0;676.0;951.0;?;?;246.0
-1039.0;?;-371.0;-708.0;-828.0;9;174;131.0;680.0;948.0;-552.0;-287.0;248.0
?;-147.0;-354.0;?;?;9;542;266.0;701.0;?;-479.0;-310.0;?
-1319.0;?;-353.0;-706.0;-828.0;9;?;192.0;?;942.0;-382.0;?;181.0
-1294.0;?;-351.0;-696.0;-827.0;8;581;95.0;?;?;-194.0;-369.0;203.0
-1143.0;-67.0;-328.0;-632.0;-831.0;5;190;77.0;680.0;935.0;-112.0;-341.0;253.0
-1203.0;-185.0;-314.0;-620.0;?;2;33;?;?;934.0;3.0;-368.0;303.0
-1226.0;-167.0;-302.0;-601.0;?;0;-147;72.0;?;?;-96.0;-351.0;?
-1023.0;-165.0;?;-590.0;-828.0;-3;-261;?;685.0;?;-215.0;-288.0;475.0
-808.0;?;?;-628.0;-828.0;-5;-373;?;?;928.0;?;-239.0;501.0
-822.0;-59.0;?;-642.0;?;-5;-629;178.0;707.0;?;-291.0;-224.0;477.0
-472.0;-14.0;-325.0;?;-829.0;0;459;178.0;614.0;917.0;-349.0;-241.0;554.0
-934.0;22.0;-338.0;-626.0;-828.0;?;681;147.0;?;910.0;-456.0;-190.0;418.0
-935.0;?;-321.0;?;-826.0;?;-142;174.0;786.0;?;-650.0;-276.0;451.0
-942.0;?;?;-577.0;?;6;?;184.0;872.0;889.0;-896.0;-198.0;?
-963.0;-13.0;?;-526.0;-822.0;6;623;221.0;903.0;873.0;-942.0;-286.0;421.0
-1007.0;?;-184.0;-624.0;-822.0;?;88;266.0;992.0;?;?;-405.0;559.0
-898.0;-2.0;-137.0;-528.0;-819.0;6;-51;358.0;?;843.0;-763.0;-358.0;522.0
?;?;?;-577.0;-816.0;6;33;341.0;1298.0;?;-444.0;-399.0;573.0
-822.0;-37.0;-216.0;-657.0;?;?;4;306.0;1329.0;806.0;-249.0;?;708.0
-1027.0;-94.0;-213.0;-653.0;?;?;5;472.0;1234.0;786.0;?;-424.0;789.0
?;?;-228.0;-602.0;-780.0;7;-2;351.0;1221.0;772.0;51.0;-437.0;?
-988.0;-70.0;-247.0;-557.0;?;7;-5;325.0;1115.0;754.0;248.0;-426.0;?
-989.0;?;-285.0;-678.0;-720.0;7;-1;90.0;1051.0;737.0;?;-396.0;?
-890.0;37.0;-309.0;-708.0;-693.0;7;2;127.0;1000.0;?;338.0;-433.0;730.0
-790.0;?;-344.0;?;?;?;?;331.0;?;711.0;?;-413.0;?
-839.0;132.0;-396.0;-873.0;-644.0;7;-13;?;975.0;?;207.0;-370.0;750.0
-822.0;171.0;-518.0;-1003.0;-636.0;7;2;358.0;?;676.0;211.0;-364.0;710.0
-680.0;255.0;-489.0;-1184.0;-631.0;7;3;?;897.0;662.0;143.0;-404.0;706.0
-1106.0;290.0;-398.0;-1223.0;?;7;4;571.0;?;659.0;293.0;-411.0;727.0
-978.0;?;-417.0;-1249.0;-628.0;?;-7;553.0;861.0;656.0;?;-420.0;629.0
?;288.0;-577.0;?;?;?;-22;583.0;851.0;658.0;676.0;-427.0;569.0
-383.0;265.0;-586.0;-1088.0;?;7;-17;542.0;849.0;659.0;826.0;-377.0;?
-354.0;241.0;-595.0;-1046.0;-622.0;?;2;506.0;826.0;666.0;927.0;-405.0;554.0
-222.0;290.0;?;-1016.0;-621.0;7;28;479.0;858.0;671.0;1024.0;-373.0;541.0
-108.0;?;-622.0;-962.0;?;?;2;448.0;880.0;672.0;1034.0;-334.0;559.0
?;268.0;-617.0;-929.0;-632.0;7;?;?;?;?;?;-236.0;578.0
105.0;277.0;-627.0;-885.0;-636.0;7;19;385.0;1024.0;?;1038.0;-188.0;594.0
-428.0;259.0;-646.0;-879.0;?;?;?;?;1108.0;686.0;971.0;-81.0;673.0
-925.0;225.0;-648.0;-875.0;-645.0;7;17;561.0;1100.0;692.0;?;-203.0;677.0
-1332.0;?;-649.0;-822.0;-646.0;7;-6;341.0;?;?;634.0;-304.0;788.0
?;271.0;?;-827.0;-647.0;6;-44;355.0;1187.0;694.0;351.0;-214.0;602.0
-698.0;?;-695.0;-819.0;?;?;70;?;1027.0;696.0;-7.0;?;?
?;?;?;-841.0;-648.0;6;-52;460.0;969.0;697.0;-292.0;-698.0;675.0
-1075.0;?;-698.0;-854.0;?;5;23;531.0;903.0;693.0;-526.0;?;460.0
-1220.0;172.0;-692.0;-878.0;-650.0;4;260;?;754.0;?;?;-673.0;423.0
-950.0;202.0;-752.0;-900.0;-653.0;3;-186;515.0;735.0;698.0;-441.0;-486.0;?
-995.0;160.0;-863.0;-994.0;?;?;-87;379.0;733.0;702.0;-87.0;-512.0;?
-1032.0;150.0;?;-1083.0;-662.0;4;254;526.0;715.0;706.0;?;-557.0;515.0
?;137.0;-974.0;-1112.0;?;5;?;751.0;839.0;715.0;?;-290.0;449.0
-807.0;?;-959.0;-1099.0;-673.0;4;-47;424.0;?;?;-60.0;-186.0;489.0
-544.0;?;?;-1119.0;?;5;127;374.0;621.0;?;128.0;-179.0;451.0
?;564.0;-831.0;-1082.0;?;?;55;?;501.0;750.0;-81.0;-303.0;?
-610.0;551.0;?;-960.0;-685.0;7;-30;?;446.0;758.0;-495.0;-279.0;474.0
-588.0;?;?;-885.0;-688.0;?;1;476.0;?;766.0;-673.0;-276.0;491.0
-520.0;319.0;-504.0;-775.0;?;8;-38;455.0;?;777.0;-878.0;?;426.0
?;247.0;-403.0;-718.0;?;?;?;529.0;548.0;785.0;-775.0;-469.0;494.0
-573.0;283.0;?;-685.0;-699.0;9;14;472.0;532.0;790.0;-628.0;-569.0;?
?;159.0;-269.0;?;?;11;?;516.0;478.0;796.0;?;-537.0;?
-430.0;-4.0;?;-634.0;-716.0;12;?;418.0;?;803.0;-541.0;-450.0;?
-596.0;43.0;?;-720.0;?;13;81;399.0;523.0;807.0;-162.0;?;743.0
-707.0;63.0;-165.0;-592.0;-747.0;13;83;363.0;?;817.0;381.0;?;782.0
-566.0;158.0;?;-389.0;-767.0;13;-40;385.0;486.0;831.0;729.0;-662.0;789.0
-361.0;119.0;-318.0;?;-782.0;13;-59;395.0;549.0;851.0;764.0;-564.0;794.0
?;155.0;-274.0;?;-798.0;14;50;330.0;512.0;880.0;?;?;?
?;252.0;-320.0;-410.0;-814.0;15;106;390.0;584.0;907.0;?;-570.0;717.0
-324.0;171.0;-366.0;-369.0;-824.0;15;?;478.0;599.0;936.0;737.0;-556.0;764.0
-1091.0;306.0;-353.0;-397.0;-834.0;15;-5;507.0;590.0;?;529.0;-668.0;641.0
-586.0;294.0;?;-325.0;?;?;28;?;601.0;982.0;614.0;-588.0;768.0
-645.0;358.0;-419.0;-379.0;-849.0;14;34;?;601.0;1001.0;665.0;-609.0;897.0
-577.0;335.0;-484.0;-367.0;-854.0;?;-5;682.0;619.0;1022.0;710.0;?;946.0
?;356.0;-485.0;-357.0;-859.0;13;-21;698.0;614.0;?;703.0;-593.0;767.0
-344.0;?;-529.0;-323.0;-860.0;?;?;774.0;654.0;1058.0;?;-409.0;607.0
?;402.0;-544.0;-376.0;?;13;?;?;608.0;1073.0;667.0;?;804.0
-372.0;429.0;-599.0;-364.0;-862.0;14;36;680.0;577.0;1081.0;514.0;-554.0;913.0
139.0;447.0;?;-373.0;-860.0;14;7;?;526.0;1090.0;327.0;-218.0;?
?;477.0;-626.0;-444.0;-860.0;14;4;?;?;1099.0;246.0;-290.0;863.0
406.0;434.0;-651.0;-452.0;-865.0;?;7;?;405.0;1107.0;47.0;-507.0;1035.0
-590.0;472.0;-653.0;?;?;14;2;829.0;391.0;?;?;?;867.0
?;416.0;-658.0;?;-868.0;?;17;?;421.0;?;-132.0;-667.0;579.0
-2787.0;508.0;-646.0;-451.0;-873.0;14;11;786.0;435.0;?;-219.0;?;393.0
393.0;362.0;-626.0;?;-874.0;?;12;666.0;427.0;1098.0;-313.0;-564.0;536.0
?;347.0;-591.0;-488.0;?;?;?;?;?;1098.0;-537.0;-514.0;644.0
?;464.0;?;-503.0;?;14;50;937.0;496.0;?;-726.0;-408.0;492.0
-1030.0;352.0;-509.0;-467.0;-877.0;13;42;?;556.0;1086.0;-600.0;-564.0;?
-962.0;210.0;-471.0;-418.0;-876.0;12;?;735.0;556.0;1081.0;-442.0;-493.0;552.0
-925.0;403.0;-449.0;-334.0;-878.0;12;7;?;590.0;1078.0;-98.0;-488.0;573.0
-994.0;593.0;-427.0;-312.0;-876.0;11;-22;?;607.0;1079.0;321.0;-564.0;634.0
-1012.0;?;-402.0;-267.0;-877.0;9;-30;633.0;625.0;?;649.0;-630.0;?
-1038.0;?;-371.0;-274.0;?;?;4;475.0;?;1090.0;?;-548.0;?
-1134.0;?;-318.0;-303.0;-873.0;8;-32;472.0;676.0;?;?;-526.0;619.0
-1009.0;337.0;?;-290.0;-871.0;7;-16;634.0;681.0;1089.0;-118.0;?;653.0
-922.0;271.0;-428.0;-297.0;-870.0;7;-11;?;?;1086.0;?;-599.0;?
-1242.0;289.0;?;-318.0;-867.0;7;-61;457.0;?;1077.0;-324.0;-658.0;?
-1241.0;?;-437.0;?;-865.0;?;8;545.0;713.0;1067.0;-542.0;-498.0;658.0
-1264.0;?;-462.0;-428.0;-866.0;7;-38;491.0;?;1051.0;-489.0;-457.0;745.0
-1325.0;261.0;-470.0;?;-862.0;6;-6;552.0;921.0;?;-549.0;-344.0;?
-1263.0;454.0;-490.0;-444.0;-857.0;5;?;529.0;918.0;1020.0;-603.0;-388.0;684.0
?;377.0;-504.0;-456.0;?;5;?;604.0;975.0;1004.0;-586.0;?;756.0
-1128.0;365.0;-508.0;-474.0;-850.0;4;?;457.0;918.0;983.0;-525.0;-223.0;721.0
-884.0;278.0;-513.0;-478.0;-842.0;?;61;?;868.0;960.0;-536.0;?;690.0
-593.0;273.0;-499.0;-540.0;-834.0;5;55;686.0;867.0;943.0;-547.0;?;?
-563.0;405.0;-473.0;-526.0;-825.0;?;?;?;881.0;922.0;-518.0;-169.0;?
-471.0;404.0;-471.0;-612.0;-814.0;6;45;393.0;?;901.0;-387.0;?;?
-520.0;283.0;-459.0;?;-801.0;?;29;571.0;1016.0;876.0;?;-191.0;529.0
?;220.0;?;-620.0;-786.0;?;-9;528.0;1044.0;860.0;-315.0;-276.0;589.0
-376.0;173.0;-510.0;-808.0;-767.0;7;49;509.0;?;834.0;?;-353.0;683.0
-447.0;227.0;?;-843.0;?;6;90;507.0;980.0;811.0;?;-304.0;?
-582.0;151.0;?;-828.0;-735.0;?;53;651.0;985.0;791.0;81.0;-293.0;654.0
-847.0;?;-579.0;-889.0;-718.0;6;?;536.0;871.0;771.0;262.0;?;661.0
-892.0;200.0;-612.0;-826.0;-702.0;6;67;523.0;?;749.0;?;?;?
-994.0;176.0;-589.0;-848.0;-685.0;6;22;498.0;960.0;739.0;765.0;?;645.0
-780.0;?;?;-813.0;-665.0;5;?;?;968.0;722.0;?;?;616.0
-728.0;?;-685.0;?;-649.0;5;-77;495.0;?;711.0;1128.0;-330.0;642.0
?;?;-756.0;-964.0;?;4;-46;300.0;945.0;702.0;1282.0;-316.0;643.0
?;248.0;?;-976.0;-617.0;4;21;516.0;936.0;?;1295.0;-390.0;669.0
?;?;-888.0;-1018.0;-603.0;4;-71;?;?;684.0;1066.0;-388.0;?
-1063.0;329.0;-899.0;?;-597.0;3;-16;?;975.0;681.0;1004.0;-373.0;696.0
-1028.0;323.0;-912.0;-957.0;-590.0;3;16;?;987.0;678.0;854.0;-318.0;764.0
-960.0;?;-928.0;-903.0;-583.0;3;38;310.0;996.0;?;?;?;776.0
-996.0;312.0;-963.0;-923.0;-584.0;3;2;?;1019.0;?;613.0;-431.0;813.0
?;239.0;-958.0;-981.0;-578.0;?;-166;?;987.0;676.0;480.0;-443.0;781.0
-882.0;?;?;-975.0;-574.0;3;41;433.0;1043.0;672.0;292.0;-456.0;813.0
-993.0;292.0;?;-998.0;?;4;?;?;1030.0;672.0;?;-435.0;768.0
?;?;-947.0;-988.0;-569.0;3;-53;532.0;1098.0;672.0;-83.0;-427.0;737.0
-528.0;?;-936.0;-941.0;?;4;21;483.0;1121.0;665.0;-188.0;?;611.0
-428.0;375.0;?;-927.0;-566.0;4;27;?;1193.0;664.0;-274.0;-377.0;?
-559.0;269.0;?;-935.0;-565.0;3;-23;638.0;?;665.0;?;-376.0;713.0
-442.0;342.0;-932.0;-977.0;-563.0;3;-14;?;1148.0;658.0;-240.0;-252.0;784.0
-1180.0;428.0;-987.0;-1014.0;-566.0;3;-7;578.0;?;659.0;-145.0;?;740.0
-1820.0;444.0;-982.0;-1021.0;-567.0;4;-14;599.0;1099.0;659.0;-136.0;-364.0;703.0
-1314.0;466.0;-1002.0;-991.0;?;4;2;577.0;1023.0;?;-67.0;-464.0;612.0
-1024.0;446.0;-992.0;-1012.0;-565.0;4;18;605.0;1001.0;654.0;57.0;-314.0;?
-674.0;388.0;-1014.0;?;?;4;-5;575.0;935.0;?;168.0;-473.0;763.0
?;?;-1034.0;?;?;?;-27;583.0;823.0;646.0;-159.0;-454.0;602.0
-852.0;304.0;-1004.0;?;-549.0;4;?;602.0;853.0;649.0;-207.0;?;400.0
-994.0;269.0;-1066.0;-1161.0;-546.0;4;19;767.0;936.0;?;-413.0;-605.0;?
-982.0;309.0;?;-1198.0;-545.0;4;18;?;903.0;645.0;-484.0;?;?
?;291.0;-990.0;-1152.0;-544.0;4;?;530.0;869.0;?;48.0;-573.0;397.0
-287.0;?;-967.0;?;-548.0;?;-8;549.0;?;650.0;?;-421.0;537.0
-822.0;285.0;-962.0;-1101.0;?;4;4;377.0;938.0;?;?;-471.0;539.0
-836.0;296.0;-813.0;-1006.0;-563.0;4;16;418.0;?;659.0;520.0;-470.0;523.0
-832.0;327.0;-840.0;-958.0;-571.0;4;21;473.0;?;669.0;523.0;-496.0;574.0
-675.0;447.0;?;-1005.0;-582.0;4;1;544.0;941.0;679.0;187.0;-558.0;596.0
-807.0;422.0;-736.0;-823.0;-593.0;4;?;394.0;921.0;696.0;137.0;-490.0;?
-533.0;405.0;-631.0;-778.0;-601.0;4;3;279.0;906.0;?;115.0;-406.0;677.0
-742.0;415.0;?;?;?;4;5;340.0;?;719.0;93.0;-460.0;?
-1032.0;411.0;?;-828.0;-605.0;4;11;259.0;921.0;725.0;-281.0;-411.0;570.0
?;336.0;-612.0;?;-603.0;4;12;360.0;903.0;737.0;-456.0;-494.0;520.0
-513.0;?;-653.0;-835.0;?;4;7;475.0;929.0;742.0;-465.0;-410.0;564.0
-805.0;318.0;-672.0;-860.0;?;4;4;432.0;920.0;750.0;-450.0;-396.0;553.0
-903.0;205.0;-620.0;-844.0;-599.0;?;?;674.0;945.0;752.0;-614.0;-401.0;541.0
-747.0;319.0;-623.0;-872.0;-601.0;4;2;514.0;966.0;759.0;-664.0;-393.0;540.0
-749.0;298.0;?;-859.0;-599.0;4;-7;590.0;968.0;?;-601.0;-365.0;554.0
-871.0;211.0;-617.0;-833.0;-598.0;4;?;674.0;931.0;761.0;-682.0;?;517.0
-889.0;260.0;?;-808.0;-601.0;4;8;517.0;?;759.0;-627.0;-435.0;530.0
?;295.0;-549.0;?;-602.0;4;?;465.0;946.0;?;?;-436.0;611.0
-1026.0;314.0;?;?;?;4;11;456.0;?;?;-498.0;-411.0;491.0
-956.0;275.0;?;-804.0;?;4;5;478.0;928.0;756.0;-435.0;-361.0;571.0
-1094.0;?;?;-808.0;-603.0;4;-5;?;956.0;754.0;-395.0;?;525.0
-824.0;201.0;-569.0;-813.0;-603.0;?;6;?;?;750.0;-408.0;-389.0;532.0
-887.0;?;-576.0;-839.0;-603.0;?;-1;478.0;968.0;748.0;-403.0;-378.0;?
-818.0;169.0;-598.0;?;-600.0;4;2;519.0;968.0;?;-366.0;-340.0;508.0
-808.0;133.0;-607.0;-862.0;-602.0;4;2;520.0;991.0;749.0;-431.0;?;491.0
