InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
90.0;423.0;29.0;?;?;-393.0;664.0;277.0
89.0;424.0;-60.0;594.0;-384.0;-388.0;680.0;152.0
66.0;423.0;109.0;601.0;-344.0;-383.0;694.0;372.0
84.0;422.0;200.0;609.0;-385.0;-373.0;700.0;371.0
179.0;415.0;243.0;615.0;-430.0;-363.0;686.0;284.0
335.0;414.0;351.0;620.0;-378.0;-358.0;654.0;176.0
383.0;410.0;1159.0;622.0;-358.0;-350.0;601.0;282.0
353.0;404.0;1004.0;626.0;?;-343.0;536.0;297.0
323.0;392.0;270.0;621.0;-361.0;-345.0;?;299.0
335.0;?;35.0;618.0;-420.0;-348.0;448.0;313.0
?;353.0;11.0;613.0;-441.0;?;415.0;291.0
206.0;335.0;-268.0;607.0;?;-367.0;373.0;313.0
151.0;314.0;-220.0;603.0;-806.0;-377.0;315.0;342.0
137.0;296.0;-253.0;597.0;-704.0;-386.0;?;416.0
109.0;282.0;-258.0;595.0;-660.0;-396.0;207.0;430.0
82.0;?;?;593.0;-786.0;-406.0;168.0;505.0
61.0;256.0;-387.0;589.0;-511.0;-412.0;146.0;228.0
76.0;261.0;-360.0;585.0;-646.0;-424.0;125.0;34.0
?;271.0;-653.0;580.0;-465.0;-434.0;106.0;338.0
32.0;284.0;520.0;577.0;-371.0;?;89.0;306.0
53.0;300.0;637.0;571.0;-387.0;-448.0;87.0;390.0
70.0;314.0;2568.0;?;-372.0;-452.0;?;363.0
126.0;334.0;1166.0;560.0;-360.0;-457.0;129.0;238.0
360.0;358.0;-401.0;551.0;-370.0;-460.0;166.0;233.0
434.0;389.0;378.0;543.0;-347.0;-462.0;220.0;320.0
333.0;423.0;163.0;539.0;-413.0;-461.0;?;390.0
332.0;454.0;-480.0;536.0;?;-460.0;366.0;377.0
301.0;474.0;-534.0;535.0;-523.0;-452.0;459.0;433.0
197.0;482.0;-147.0;536.0;-546.0;-443.0;553.0;452.0
139.0;489.0;-116.0;529.0;-528.0;-437.0;638.0;475.0
130.0;495.0;-73.0;530.0;-818.0;-423.0;687.0;322.0
92.0;?;?;536.0;-566.0;-414.0;711.0;564.0
?;500.0;82.0;?;-666.0;-401.0;723.0;653.0
73.0;497.0;130.0;541.0;-737.0;-392.0;724.0;?
49.0;491.0;105.0;545.0;-611.0;-379.0;714.0;257.0
81.0;487.0;?;549.0;-536.0;-375.0;704.0;183.0
106.0;487.0;59.0;552.0;-534.0;-375.0;698.0;220.0
114.0;492.0;61.0;?;-479.0;-374.0;689.0;146.0
153.0;497.0;7.0;556.0;-420.0;-371.0;681.0;306.0
111.0;503.0;109.0;?;-419.0;-371.0;675.0;297.0
265.0;508.0;307.0;?;-374.0;-363.0;666.0;255.0
346.0;508.0;911.0;552.0;-339.0;-359.0;660.0;191.0
334.0;?;1945.0;549.0;-353.0;-353.0;640.0;256.0
411.0;507.0;243.0;551.0;-340.0;-352.0;614.0;269.0
294.0;504.0;-169.0;549.0;-321.0;-354.0;587.0;296.0
264.0;?;-140.0;?;?;-359.0;575.0;354.0
271.0;478.0;-294.0;537.0;-473.0;-370.0;564.0;295.0
218.0;476.0;-386.0;531.0;-588.0;-388.0;?;295.0
168.0;473.0;-374.0;527.0;?;-405.0;483.0;272.0
?;?;-402.0;524.0;?;-422.0;428.0;391.0
111.0;461.0;?;522.0;-691.0;-433.0;377.0;402.0
84.0;458.0;-298.0;521.0;-791.0;-442.0;332.0;576.0
48.0;448.0;-446.0;518.0;-620.0;-450.0;297.0;276.0
21.0;443.0;-588.0;514.0;-629.0;-462.0;273.0;162.0
17.0;434.0;-272.0;510.0;-420.0;-471.0;253.0;222.0
38.0;?;1116.0;505.0;-399.0;-475.0;231.0;324.0
105.0;428.0;1831.0;503.0;-393.0;?;204.0;456.0
45.0;434.0;1595.0;499.0;-446.0;-486.0;188.0;349.0
142.0;444.0;335.0;494.0;-414.0;-492.0;177.0;213.0
243.0;460.0;-336.0;485.0;-388.0;-494.0;176.0;223.0
426.0;484.0;1317.0;480.0;-368.0;-507.0;188.0;366.0
?;506.0;-570.0;478.0;-342.0;-514.0;223.0;395.0
349.0;533.0;-790.0;477.0;?;?;276.0;425.0
293.0;552.0;-280.0;480.0;-316.0;-519.0;332.0;414.0
?;570.0;-279.0;482.0;?;-532.0;390.0;418.0
?;586.0;?;?;-296.0;-540.0;434.0;447.0
109.0;597.0;-69.0;?;-451.0;-544.0;466.0;364.0
104.0;?;94.0;487.0;-641.0;-552.0;488.0;419.0
?;610.0;120.0;494.0;-741.0;-555.0;499.0;349.0
68.0;613.0;124.0;502.0;-304.0;-557.0;498.0;597.0
40.0;616.0;97.0;510.0;-605.0;-560.0;488.0;466.0
42.0;?;-35.0;516.0;-624.0;-565.0;?;288.0
36.0;613.0;-39.0;524.0;-546.0;-566.0;471.0;139.0
32.0;611.0;89.0;532.0;-525.0;-569.0;465.0;195.0
54.0;603.0;224.0;541.0;-497.0;-569.0;450.0;212.0
?;595.0;347.0;552.0;-577.0;-571.0;434.0;-38.0
69.0;584.0;447.0;559.0;-589.0;-569.0;412.0;?
152.0;566.0;?;?;-572.0;-569.0;379.0;-138.0
190.0;546.0;2412.0;572.0;-600.0;-569.0;325.0;82.0
?;523.0;185.0;586.0;-595.0;-569.0;235.0;106.0
541.0;508.0;-28.0;594.0;-612.0;-567.0;?;47.0
410.0;496.0;-1.0;599.0;?;-565.0;20.0;47.0
339.0;475.0;-350.0;?;-540.0;?;-9.0;119.0
310.0;445.0;-342.0;606.0;-587.0;-566.0;1.0;151.0
340.0;405.0;-383.0;609.0;-606.0;-566.0;4.0;97.0
?;363.0;-331.0;610.0;-650.0;-558.0;-15.0;98.0
362.0;323.0;?;610.0;-621.0;-553.0;-47.0;156.0
?;293.0;-278.0;?;-668.0;-547.0;-83.0;219.0
382.0;281.0;-268.0;?;-617.0;-547.0;-101.0;244.0
353.0;277.0;-287.0;600.0;?;-546.0;-117.0;216.0
?;281.0;-253.0;595.0;-512.0;-549.0;-115.0;211.0
360.0;286.0;101.0;589.0;-440.0;-548.0;-105.0;235.0
316.0;297.0;772.0;580.0;-476.0;?;-102.0;277.0
309.0;307.0;1352.0;576.0;-441.0;-565.0;-96.0;339.0
313.0;318.0;1473.0;569.0;-406.0;-573.0;-92.0;?
316.0;325.0;587.0;563.0;?;?;?;304.0
338.0;337.0;598.0;552.0;-409.0;-596.0;-68.0;302.0
352.0;?;682.0;543.0;-397.0;-605.0;?;332.0
289.0;372.0;-483.0;538.0;-431.0;?;-53.0;489.0
288.0;399.0;-826.0;535.0;-490.0;-619.0;-41.0;582.0
221.0;420.0;-614.0;532.0;-471.0;-622.0;?;541.0
198.0;436.0;-117.0;?;-470.0;-630.0;1.0;397.0
175.0;446.0;141.0;520.0;-460.0;-632.0;12.0;352.0
140.0;445.0;195.0;516.0;-482.0;-634.0;1.0;322.0
108.0;?;?;513.0;-475.0;-637.0;-17.0;387.0
57.0;442.0;139.0;514.0;-461.0;-640.0;-32.0;455.0
29.0;436.0;151.0;514.0;-456.0;-637.0;-41.0;448.0
85.0;?;210.0;507.0;-473.0;-639.0;-47.0;417.0
113.0;413.0;181.0;500.0;?;-645.0;-63.0;?
?;399.0;136.0;494.0;-488.0;-653.0;-89.0;386.0
131.0;397.0;154.0;493.0;-500.0;-658.0;-122.0;335.0
124.0;407.0;199.0;?;-509.0;-663.0;-143.0;344.0
118.0;426.0;?;492.0;-478.0;-666.0;-147.0;333.0
106.0;444.0;165.0;491.0;-457.0;-673.0;-130.0;347.0
113.0;459.0;76.0;488.0;-515.0;-672.0;-107.0;375.0
122.0;464.0;-33.0;484.0;-496.0;-672.0;-96.0;493.0
138.0;469.0;-12.0;?;-461.0;-674.0;-88.0;580.0
137.0;478.0;2.0;481.0;-470.0;?;-76.0;?
150.0;489.0;-26.0;479.0;-448.0;-676.0;-52.0;531.0
?;507.0;-98.0;?;-443.0;-675.0;-22.0;565.0
162.0;?;8.0;478.0;-474.0;-674.0;17.0;618.0
137.0;538.0;79.0;478.0;-478.0;-671.0;56.0;586.0
121.0;551.0;121.0;478.0;?;-667.0;96.0;554.0
113.0;562.0;112.0;476.0;-506.0;-668.0;131.0;552.0
117.0;567.0;69.0;474.0;-531.0;-668.0;165.0;552.0
116.0;571.0;60.0;474.0;?;-666.0;189.0;519.0
121.0;573.0;22.0;477.0;-520.0;-665.0;?;487.0
110.0;573.0;159.0;482.0;-487.0;-658.0;220.0;496.0
?;?;216.0;484.0;-491.0;-653.0;?;514.0
89.0;575.0;110.0;484.0;-504.0;-648.0;228.0;487.0
105.0;577.0;43.0;482.0;-490.0;-642.0;233.0;506.0
120.0;578.0;29.0;483.0;-491.0;-638.0;247.0;474.0
128.0;576.0;26.0;482.0;-461.0;-631.0;262.0;436.0
138.0;579.0;74.0;483.0;-460.0;-621.0;279.0;447.0
153.0;583.0;138.0;482.0;-447.0;-613.0;?;483.0
161.0;588.0;?;480.0;-446.0;-599.0;305.0;465.0
165.0;593.0;85.0;480.0;?;-595.0;315.0;478.0
159.0;599.0;21.0;482.0;-443.0;?;329.0;482.0
?;?;112.0;480.0;-457.0;?;347.0;463.0
128.0;606.0;210.0;481.0;-458.0;-576.0;367.0;443.0
?;611.0;262.0;480.0;-462.0;?;386.0;470.0
128.0;?;376.0;476.0;-452.0;-561.0;410.0;469.0
110.0;616.0;521.0;474.0;-456.0;-556.0;424.0;437.0
100.0;619.0;590.0;472.0;-454.0;-548.0;442.0;435.0
106.0;620.0;474.0;469.0;-459.0;-541.0;457.0;465.0
?;621.0;501.0;471.0;-497.0;-540.0;475.0;448.0
89.0;625.0;416.0;469.0;-484.0;-534.0;489.0;487.0
79.0;624.0;?;?;-461.0;-533.0;496.0;476.0
83.0;625.0;364.0;470.0;-469.0;?;501.0;500.0
?;?;464.0;471.0;-499.0;-527.0;502.0;477.0
81.0;622.0;217.0;471.0;-480.0;-523.0;509.0;499.0
77.0;623.0;189.0;472.0;-491.0;-521.0;?;489.0
88.0;621.0;?;476.0;-505.0;-519.0;510.0;457.0
89.0;620.0;1367.0;477.0;-516.0;-516.0;503.0;487.0
90.0;618.0;252.0;479.0;?;-520.0;495.0;496.0
87.0;615.0;333.0;478.0;-524.0;-519.0;489.0;?
97.0;613.0;253.0;483.0;-493.0;-519.0;487.0;475.0
102.0;610.0;341.0;482.0;-503.0;-523.0;483.0;486.0
106.0;608.0;340.0;483.0;?;-526.0;471.0;459.0
111.0;609.0;309.0;483.0;-478.0;-528.0;458.0;456.0
106.0;606.0;245.0;482.0;-510.0;-528.0;445.0;457.0
111.0;607.0;318.0;488.0;-499.0;-530.0;438.0;498.0
104.0;605.0;426.0;489.0;-510.0;-534.0;433.0;478.0
107.0;603.0;434.0;488.0;-509.0;-541.0;428.0;460.0
114.0;602.0;340.0;486.0;-530.0;-541.0;424.0;472.0
123.0;601.0;293.0;?;?;-545.0;417.0;435.0
115.0;604.0;289.0;488.0;-488.0;-549.0;411.0;440.0
109.0;604.0;331.0;487.0;-499.0;-551.0;411.0;442.0
111.0;604.0;338.0;487.0;-541.0;-549.0;412.0;428.0
102.0;606.0;345.0;485.0;?;?;413.0;421.0
110.0;606.0;346.0;485.0;-585.0;-558.0;415.0;404.0
?;610.0;357.0;482.0;-630.0;-561.0;418.0;420.0
131.0;612.0;351.0;482.0;-641.0;-560.0;417.0;417.0
139.0;615.0;316.0;480.0;-615.0;-559.0;418.0;436.0
137.0;615.0;328.0;481.0;-644.0;-561.0;422.0;499.0
144.0;618.0;309.0;479.0;-583.0;?;?;536.0
153.0;?;296.0;479.0;-628.0;?;435.0;547.0
153.0;617.0;316.0;480.0;-574.0;-562.0;441.0;?
167.0;?;311.0;480.0;-540.0;-562.0;449.0;585.0
174.0;?;336.0;483.0;-540.0;-568.0;453.0;559.0
239.0;617.0;308.0;483.0;-550.0;-573.0;453.0;521.0
231.0;616.0;317.0;483.0;-518.0;-576.0;453.0;530.0
239.0;613.0;325.0;484.0;-482.0;-578.0;454.0;517.0
238.0;611.0;360.0;486.0;-459.0;-581.0;452.0;503.0
253.0;612.0;334.0;488.0;-520.0;-585.0;454.0;484.0
232.0;610.0;326.0;492.0;-344.0;-587.0;444.0;?
232.0;609.0;298.0;499.0;-285.0;?;435.0;417.0
230.0;606.0;277.0;505.0;?;-594.0;420.0;?
189.0;601.0;278.0;511.0;-298.0;-597.0;407.0;388.0
186.0;595.0;?;514.0;?;-598.0;387.0;?
169.0;586.0;316.0;523.0;-341.0;-599.0;369.0;217.0
159.0;575.0;347.0;530.0;-283.0;-604.0;349.0;304.0
118.0;562.0;315.0;536.0;-338.0;-604.0;324.0;385.0
85.0;545.0;333.0;541.0;-337.0;-605.0;292.0;361.0
85.0;528.0;360.0;546.0;-392.0;-604.0;253.0;311.0
93.0;503.0;?;552.0;?;-599.0;209.0;?
15.0;476.0;317.0;555.0;-479.0;-593.0;159.0;?
33.0;438.0;359.0;559.0;-449.0;-576.0;99.0;285.0
2.0;395.0;355.0;558.0;?;-562.0;40.0;?
-4.0;347.0;401.0;558.0;-415.0;-551.0;-25.0;246.0
10.0;306.0;441.0;553.0;?;-538.0;?;282.0
8.0;270.0;?;546.0;-400.0;-524.0;-111.0;281.0
41.0;?;496.0;539.0;-423.0;-514.0;-152.0;244.0
59.0;204.0;476.0;534.0;-434.0;-495.0;-203.0;207.0
92.0;165.0;?;528.0;-401.0;-480.0;-265.0;174.0
132.0;121.0;?;521.0;-467.0;-468.0;-332.0;159.0
141.0;84.0;62.0;512.0;-417.0;-456.0;-395.0;116.0
133.0;48.0;-65.0;502.0;-503.0;-438.0;-436.0;118.0
119.0;9.0;-133.0;?;-424.0;-419.0;-457.0;170.0
95.0;-30.0;-84.0;478.0;-847.0;-401.0;-471.0;214.0
95.0;-74.0;-107.0;465.0;-554.0;-378.0;-479.0;209.0
91.0;-118.0;?;449.0;-654.0;-352.0;-488.0;157.0
99.0;-159.0;-339.0;436.0;-674.0;-327.0;-490.0;164.0
123.0;-193.0;96.0;422.0;-604.0;?;-494.0;331.0
115.0;-229.0;206.0;404.0;-493.0;-268.0;-502.0;453.0
?;-262.0;413.0;387.0;-451.0;-243.0;-516.0;471.0
114.0;-294.0;788.0;375.0;-385.0;-216.0;-532.0;592.0
104.0;-323.0;396.0;362.0;-407.0;-191.0;-546.0;601.0
99.0;-347.0;-36.0;353.0;-506.0;-166.0;-558.0;?
178.0;-372.0;?;342.0;-540.0;-135.0;-567.0;405.0
199.0;-393.0;-116.0;330.0;-495.0;-99.0;-579.0;356.0
180.0;-408.0;-159.0;318.0;-497.0;-50.0;-593.0;324.0
336.0;-421.0;-21.0;314.0;-439.0;?;-597.0;311.0
322.0;-434.0;102.0;308.0;-430.0;31.0;?;426.0
?;-449.0;206.0;?;-413.0;63.0;-596.0;496.0
145.0;-463.0;179.0;292.0;-434.0;93.0;-586.0;486.0
115.0;?;31.0;282.0;-487.0;119.0;-571.0;452.0
103.0;-502.0;10.0;270.0;-540.0;135.0;-549.0;453.0
162.0;-516.0;-25.0;260.0;-549.0;156.0;-515.0;464.0
172.0;-524.0;-44.0;245.0;-551.0;169.0;-476.0;418.0
135.0;-530.0;-87.0;233.0;-798.0;180.0;-442.0;464.0
144.0;-538.0;-99.0;?;-820.0;197.0;-413.0;509.0
96.0;-543.0;?;220.0;-709.0;214.0;-378.0;685.0
80.0;-547.0;60.0;212.0;-823.0;230.0;-340.0;?
67.0;?;96.0;205.0;-700.0;254.0;-298.0;470.0
65.0;-546.0;60.0;198.0;-654.0;275.0;?;213.0
82.0;-555.0;43.0;188.0;-535.0;293.0;-229.0;?
117.0;-563.0;101.0;180.0;?;312.0;-202.0;191.0
116.0;-568.0;188.0;170.0;-470.0;323.0;-188.0;258.0
75.0;-581.0;500.0;161.0;?;336.0;?;?
108.0;-592.0;963.0;?;-429.0;355.0;-212.0;377.0
296.0;-603.0;286.0;148.0;-434.0;370.0;-246.0;297.0
448.0;-621.0;-254.0;142.0;-429.0;386.0;-299.0;237.0
578.0;-633.0;5.0;128.0;-388.0;396.0;-354.0;308.0
392.0;-641.0;-211.0;118.0;-321.0;400.0;-412.0;340.0
?;-644.0;2.0;118.0;-355.0;406.0;-459.0;?
272.0;-653.0;42.0;124.0;?;417.0;-483.0;389.0
273.0;-674.0;-22.0;134.0;-529.0;422.0;-496.0;377.0
227.0;-696.0;7.0;146.0;?;427.0;-484.0;397.0
167.0;-715.0;-75.0;?;-688.0;432.0;-465.0;348.0
136.0;-728.0;-5.0;?;-625.0;434.0;-443.0;383.0
134.0;-736.0;?;164.0;-649.0;437.0;?;445.0
102.0;-745.0;-144.0;?;-734.0;432.0;-427.0;457.0
74.0;-748.0;149.0;176.0;?;432.0;-431.0;393.0
33.0;-751.0;594.0;?;-645.0;426.0;-444.0;152.0
35.0;-752.0;1008.0;?;-524.0;423.0;-457.0;345.0
47.0;-755.0;1540.0;195.0;-438.0;416.0;-475.0;481.0
128.0;-758.0;724.0;205.0;-410.0;404.0;?;443.0
111.0;-760.0;?;211.0;-448.0;393.0;-520.0;430.0
70.0;-758.0;-479.0;217.0;-478.0;389.0;?;310.0
233.0;-756.0;676.0;228.0;?;383.0;-564.0;341.0
?;-751.0;1649.0;237.0;-403.0;373.0;-579.0;346.0
353.0;-740.0;399.0;242.0;-409.0;370.0;-598.0;355.0
333.0;-719.0;-333.0;244.0;-409.0;354.0;-612.0;400.0
?;-686.0;-419.0;?;-416.0;326.0;-619.0;670.0
204.0;-650.0;?;249.0;-469.0;305.0;-603.0;487.0
193.0;-622.0;-88.0;?;-594.0;282.0;-568.0;584.0
161.0;-601.0;-91.0;?;-597.0;?;-504.0;637.0
112.0;-589.0;110.0;252.0;-678.0;240.0;-423.0;375.0
128.0;-580.0;82.0;248.0;-585.0;?;-330.0;539.0
119.0;-569.0;51.0;248.0;-728.0;195.0;-250.0;685.0
103.0;-561.0;45.0;251.0;-620.0;180.0;?;588.0
72.0;-557.0;38.0;250.0;-571.0;168.0;-120.0;284.0
75.0;-550.0;-5.0;253.0;-606.0;158.0;-68.0;280.0
52.0;-546.0;42.0;260.0;-521.0;151.0;-27.0;374.0
88.0;-539.0;145.0;268.0;-488.0;143.0;-9.0;146.0
109.0;-532.0;106.0;276.0;-473.0;132.0;-7.0;338.0
140.0;-526.0;196.0;283.0;-486.0;126.0;-29.0;411.0
243.0;-525.0;190.0;292.0;-458.0;126.0;-74.0;330.0
?;-515.0;1637.0;297.0;-454.0;125.0;-150.0;228.0
418.0;?;1475.0;298.0;-422.0;?;?;330.0
367.0;-491.0;-220.0;?;?;132.0;-301.0;335.0
305.0;-487.0;132.0;300.0;-418.0;142.0;-366.0;341.0
304.0;-499.0;71.0;308.0;-474.0;146.0;-421.0;341.0
283.0;-521.0;-207.0;317.0;-507.0;?;-469.0;?
239.0;-544.0;-210.0;328.0;-536.0;?;-501.0;408.0
198.0;-565.0;-177.0;331.0;-798.0;159.0;-522.0;373.0
165.0;-584.0;-131.0;336.0;-778.0;161.0;-546.0;?
163.0;-602.0;-126.0;340.0;-763.0;?;-559.0;413.0
?;-616.0;-198.0;345.0;-842.0;159.0;-570.0;424.0
124.0;-623.0;-370.0;348.0;-710.0;160.0;-583.0;406.0
105.0;-630.0;-558.0;354.0;-773.0;159.0;-589.0;162.0
126.0;?;-56.0;?;-709.0;?;-596.0;204.0
131.0;-640.0;819.0;369.0;-611.0;153.0;-596.0;569.0
172.0;-641.0;1326.0;376.0;-642.0;149.0;-589.0;507.0
159.0;-639.0;1832.0;382.0;-612.0;148.0;-579.0;349.0
197.0;-637.0;328.0;384.0;-648.0;141.0;-572.0;214.0
313.0;-627.0;168.0;389.0;-655.0;139.0;-561.0;342.0
359.0;-613.0;1456.0;395.0;-666.0;134.0;-549.0;334.0
?;-592.0;-356.0;389.0;-611.0;139.0;-530.0;325.0
452.0;-572.0;-237.0;387.0;-648.0;?;-503.0;332.0
406.0;-554.0;-212.0;386.0;-601.0;135.0;?;402.0
380.0;-533.0;-87.0;383.0;-690.0;130.0;-437.0;404.0
?;-519.0;-167.0;381.0;-754.0;125.0;-391.0;382.0
?;-506.0;-16.0;375.0;-817.0;119.0;-337.0;284.0
354.0;-503.0;-52.0;369.0;-781.0;114.0;-290.0;282.0
351.0;-499.0;-26.0;?;-829.0;119.0;?;347.0
371.0;-502.0;36.0;355.0;-785.0;?;-205.0;152.0
374.0;-505.0;62.0;341.0;-828.0;129.0;-178.0;271.0
?;-514.0;32.0;?;-763.0;138.0;-159.0;?
395.0;?;21.0;306.0;-883.0;153.0;-156.0;?
373.0;-536.0;37.0;281.0;-835.0;165.0;-164.0;-199.0
400.0;-549.0;113.0;256.0;-789.0;186.0;?;-164.0
523.0;-566.0;246.0;224.0;-808.0;200.0;-197.0;-161.0
430.0;?;263.0;183.0;-938.0;209.0;-223.0;-385.0
486.0;-603.0;496.0;143.0;-932.0;219.0;-246.0;-324.0
514.0;-614.0;817.0;99.0;-980.0;229.0;-273.0;-364.0
652.0;-615.0;644.0;52.0;-829.0;237.0;-319.0;?
720.0;-608.0;-205.0;0.0;-783.0;247.0;-364.0;-477.0
751.0;-596.0;115.0;-55.0;-856.0;253.0;?;?
?;-577.0;26.0;-110.0;-851.0;262.0;-454.0;-482.0
797.0;-557.0;-100.0;-154.0;-840.0;279.0;-478.0;-507.0
816.0;-537.0;-193.0;-198.0;?;299.0;?;-642.0
859.0;-518.0;-200.0;-236.0;-904.0;314.0;-515.0;-618.0
875.0;-503.0;?;-270.0;-916.0;334.0;-520.0;-619.0
900.0;-495.0;-121.0;-301.0;-864.0;345.0;?;-591.0
903.0;-488.0;-263.0;?;-814.0;355.0;-517.0;-580.0
925.0;-483.0;-369.0;-355.0;?;368.0;-516.0;-600.0
944.0;-480.0;-641.0;-376.0;-828.0;?;-520.0;-587.0
948.0;-478.0;17.0;-398.0;?;393.0;-525.0;?
979.0;-483.0;1059.0;-414.0;-815.0;405.0;-527.0;-523.0
1001.0;-488.0;1777.0;-429.0;-794.0;412.0;-533.0;-522.0
991.0;-492.0;1143.0;-443.0;-809.0;416.0;?;-481.0
967.0;-497.0;615.0;-450.0;-808.0;418.0;?;-491.0
944.0;?;656.0;-458.0;-825.0;427.0;-547.0;-470.0
954.0;-507.0;-162.0;-464.0;-832.0;431.0;-555.0;?
947.0;-512.0;-15.0;-467.0;?;440.0;-553.0;?
912.0;-514.0;108.0;-470.0;-850.0;?;?;-497.0
899.0;-519.0;176.0;-470.0;-818.0;444.0;?;-497.0
882.0;-525.0;215.0;-466.0;-826.0;441.0;-548.0;-476.0
897.0;-528.0;212.0;-463.0;-858.0;441.0;-549.0;-484.0
876.0;-526.0;267.0;-467.0;-838.0;443.0;?;-445.0
864.0;-526.0;251.0;-464.0;?;442.0;-555.0;-436.0
892.0;-527.0;253.0;?;-875.0;443.0;-557.0;-382.0
903.0;-526.0;312.0;-462.0;-898.0;434.0;-559.0;-411.0
893.0;-526.0;438.0;-457.0;-886.0;431.0;-560.0;-380.0
892.0;-521.0;329.0;-456.0;?;418.0;-561.0;-360.0
896.0;-517.0;?;-454.0;-887.0;?;-565.0;-374.0
905.0;-511.0;?;?;-880.0;390.0;-562.0;-386.0
906.0;-502.0;326.0;-446.0;-888.0;375.0;-563.0;-387.0
912.0;-494.0;328.0;-445.0;-888.0;366.0;-565.0;-370.0
937.0;-489.0;356.0;-442.0;-876.0;360.0;-564.0;-357.0
932.0;?;376.0;-442.0;-811.0;358.0;-564.0;-337.0
927.0;?;391.0;?;-850.0;356.0;-566.0;-342.0
941.0;-484.0;349.0;-445.0;-809.0;360.0;-562.0;-353.0
955.0;?;487.0;-445.0;-817.0;360.0;-559.0;-364.0
952.0;-485.0;517.0;-446.0;-774.0;357.0;-561.0;-344.0
937.0;-481.0;522.0;-441.0;-779.0;356.0;-560.0;-341.0
927.0;-483.0;?;-438.0;-737.0;352.0;-569.0;-302.0
926.0;-478.0;488.0;-439.0;-783.0;346.0;-575.0;-318.0
930.0;-476.0;479.0;-434.0;?;342.0;-580.0;-308.0
919.0;-474.0;510.0;-431.0;-752.0;?;-583.0;-324.0
922.0;-471.0;?;-430.0;-795.0;337.0;-586.0;-306.0
903.0;-471.0;459.0;-427.0;-813.0;335.0;-587.0;-291.0
878.0;-469.0;?;-424.0;-885.0;331.0;-591.0;?
851.0;-464.0;454.0;-423.0;-909.0;328.0;-590.0;-319.0
826.0;-462.0;435.0;-421.0;-822.0;323.0;-594.0;?
818.0;-461.0;441.0;-421.0;-825.0;322.0;-594.0;-469.0
815.0;-460.0;473.0;-426.0;?;315.0;-595.0;-704.0
821.0;-458.0;456.0;-436.0;-820.0;?;-595.0;-748.0
845.0;-458.0;459.0;-446.0;-805.0;315.0;?;-779.0
806.0;-457.0;413.0;-459.0;-783.0;320.0;-592.0;-784.0
?;-462.0;427.0;-469.0;-782.0;340.0;-588.0;-688.0
896.0;-469.0;458.0;-484.0;-782.0;354.0;-584.0;-571.0
966.0;-480.0;487.0;-493.0;-797.0;376.0;-579.0;-513.0
1041.0;-487.0;?;-497.0;-764.0;393.0;-564.0;-505.0
1059.0;-496.0;501.0;-500.0;-817.0;406.0;-550.0;-472.0
1046.0;-507.0;489.0;?;-822.0;?;-534.0;-447.0
1027.0;-515.0;520.0;-509.0;-836.0;394.0;-512.0;-450.0
1002.0;?;?;?;-848.0;375.0;-491.0;-426.0
994.0;-512.0;503.0;-516.0;-834.0;353.0;-476.0;-373.0
964.0;-505.0;524.0;-515.0;-850.0;338.0;-458.0;-365.0
959.0;-496.0;535.0;?;-872.0;314.0;-437.0;-358.0
938.0;-488.0;513.0;-508.0;-841.0;295.0;-416.0;-333.0
940.0;-477.0;496.0;-498.0;-840.0;276.0;-388.0;?
937.0;-469.0;522.0;-484.0;-820.0;258.0;-364.0;-260.0
944.0;-462.0;579.0;-475.0;-855.0;243.0;-343.0;-247.0
945.0;-460.0;630.0;-461.0;-863.0;?;-331.0;-242.0
934.0;-452.0;720.0;-449.0;-831.0;219.0;-332.0;-253.0
933.0;-448.0;?;-439.0;-885.0;212.0;-352.0;-251.0
922.0;-443.0;520.0;-427.0;-863.0;207.0;-373.0;-228.0
914.0;-433.0;492.0;-419.0;-897.0;202.0;-391.0;-287.0
907.0;-427.0;479.0;-416.0;-867.0;203.0;-397.0;-268.0
902.0;-422.0;493.0;-410.0;?;204.0;-404.0;-300.0
901.0;-423.0;?;-407.0;?;207.0;-411.0;-358.0
873.0;-433.0;150.0;-408.0;-830.0;208.0;-413.0;-353.0
867.0;-447.0;279.0;-408.0;-831.0;?;-412.0;-367.0
897.0;-466.0;354.0;-413.0;-821.0;215.0;-405.0;-445.0
?;-487.0;386.0;-424.0;-819.0;216.0;-406.0;-389.0
911.0;-506.0;375.0;-436.0;-811.0;230.0;-410.0;-411.0
927.0;?;354.0;-452.0;-800.0;238.0;-429.0;-437.0
929.0;-517.0;362.0;-468.0;-818.0;248.0;-448.0;-418.0
967.0;-520.0;407.0;-480.0;-804.0;259.0;-470.0;-439.0
997.0;-519.0;476.0;?;-837.0;260.0;-493.0;-380.0
951.0;-515.0;?;-500.0;-793.0;259.0;-520.0;-384.0
964.0;-508.0;429.0;-501.0;-818.0;254.0;?;-415.0
996.0;-505.0;?;-499.0;?;253.0;-571.0;-413.0
?;-497.0;394.0;?;-782.0;251.0;-598.0;-380.0
968.0;-496.0;435.0;-499.0;-773.0;251.0;-619.0;?
959.0;-496.0;440.0;-495.0;-765.0;253.0;-636.0;-408.0
952.0;-494.0;434.0;-491.0;-751.0;253.0;-650.0;-438.0
