InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-47;-3;174;177;-296.0;-636.0;-274;396.0;746;685
-36;-18;175;?;-94.0;-788.0;-641;?;2002;665
-32;-37;175;167;?;-698.0;-1138;?;2313;650
-59;?;177;158;-242.0;?;-1855;282.0;?;680
-53;-3;178;164;-470.0;-644.0;-2011;315.0;1223;?
-20;-12;178;160;?;-517.0;-880;381.0;756;668
1;12;179;111;-1059.0;-611.0;46;523.0;468;?
45;12;?;104;-1229.0;-876.0;-1;771.0;197;662
?;39;179;99;-1196.0;-770.0;74;945.0;-45;664
-2;27;179;74;-988.0;-573.0;195;919.0;-19;675
-3;-14;179;67;-565.0;-390.0;144;657.0;6;668
-30;-6;?;56;-189.0;-341.0;175;330.0;36;?
-25;-11;179;41;-125.0;-396.0;119;142.0;123;663
-26;-20;180;41;-129.0;-730.0;94;?;59;662
-12;-22;180;38;-214.0;-293.0;107;35.0;54;?
-37;-11;180;?;-314.0;-292.0;79;10.0;22;662
?;8;180;26;-378.0;-211.0;?;-28.0;-53;665
?;-4;180;18;?;-352.0;131;-32.0;34;671
-6;4;180;20;-261.0;-375.0;53;-81.0;78;661
-6;24;180;18;-64.0;-389.0;37;-175.0;-1;662
-4;1;180;20;?;-208.0;?;-194.0;-35;666
0;26;180;20;?;112.0;-48;-201.0;-29;662
0;43;180;?;363.0;78.0;-49;-204.0;-53;665
-33;20;180;15;531.0;81.0;-34;-261.0;-27;667
-23;?;180;15;588.0;142.0;27;-319.0;21;?
6;4;180;15;?;32.0;27;-374.0;4;671
?;-1;179;17;432.0;-127.0;31;-365.0;-7;?
?;-3;179;17;409.0;-126.0;35;-358.0;13;663
?;-12;179;16;381.0;?;42;-278.0;19;667
?;-8;?;22;358.0;165.0;42;-289.0;7;666
-15;13;180;23;384.0;31.0;47;-296.0;10;664
-18;44;180;16;351.0;?;108;-293.0;22;?
27;28;179;18;283.0;180.0;?;-310.0;12;663
54;33;180;18;232.0;164.0;178;-346.0;59;665
45;44;180;21;286.0;145.0;141;-368.0;93;667
57;35;179;18;261.0;7.0;47;-415.0;23;668
26;56;180;4;263.0;29.0;55;-572.0;-31;677
2;58;181;9;131.0;-86.0;18;-874.0;-16;676
36;49;176;18;107.0;-70.0;-3;-1004.0;0;673
44;36;186;13;493.0;2.0;43;-1137.0;4;682
35;16;?;16;567.0;246.0;37;-1221.0;54;678
35;-2;185;15;741.0;394.0;13;-1197.0;64;674
36;1;?;8;527.0;?;-14;-1011.0;1;686
71;24;164;21;563.0;624.0;-52;-896.0;-12;676
?;1;225;28;?;560.0;-45;-755.0;-21;662
12;-5;13;15;392.0;291.0;-27;-709.0;-31;670
8;20;-223;12;134.0;-58.0;-31;-406.0;0;667
3;?;-170;18;52.0;-208.0;-99;-116.0;-18;?
-14;56;-177;18;187.0;-133.0;-137;-131.0;-42;684
?;39;-188;15;62.0;?;-69;21.0;-21;685
-13;28;-172;17;-57.0;-36.0;-123;51.0;-38;676
-22;9;-185;15;66.0;91.0;-176;0.0;?;680
-40;-13;-176;14;27.0;220.0;-136;9.0;0;682
-31;-10;-180;?;56.0;248.0;-172;-7.0;?;678
3;-20;-178;17;118.0;224.0;-187;-64.0;11;?
9;-22;?;17;-171.0;185.0;-172;-4.0;-8;?
-1;-21;-177;15;-427.0;10.0;?;68.0;58;678
-12;-16;-173;13;?;-34.0;-260;?;-61;679
-30;-12;-171;?;-126.0;-13.0;?;-123.0;-123;680
-47;-46;-171;15;-148.0;-160.0;-149;-74.0;-135;681
-55;-65;-171;18;-250.0;-176.0;-145;?;?;679
-47;?;-171;20;-99.0;-181.0;?;?;-67;672
-46;-58;-171;21;-175.0;-132.0;595;-90.0;-555;?
-39;-37;?;?;-133.0;-124.0;777;-61.0;-13;672
-22;-5;-165;14;?;-118.0;545;-11.0;?;678
?;-11;-165;15;-136.0;?;502;69.0;774;676
-27;?;?;20;?;-98.0;-427;99.0;1129;666
-4;-29;-158;18;-406.0;-70.0;-779;163.0;1110;672
14;-30;-156;16;-378.0;-166.0;?;248.0;702;675
-10;-31;-153;17;-272.0;-316.0;-248;302.0;771;674
-52;-14;-151;19;-259.0;?;-130;307.0;608;671
-44;-11;-150;14;-225.0;-356.0;-239;389.0;813;670
-33;-31;-148;?;?;-356.0;-103;500.0;1144;675
-49;-25;-147;23;-473.0;-290.0;82;498.0;?;672
15;-73;-145;-4;-563.0;-113.0;140;659.0;2009;684
45;-136;-144;21;-507.0;20.0;-68;766.0;2169;690
54;-111;-143;-12;-530.0;88.0;-357;698.0;2062;692
45;-119;?;7;-290.0;105.0;-320;768.0;1946;690
28;?;-147;39;-466.0;30.0;-297;935.0;-150;681
24;-616;-153;-238;-811.0;10.0;-418;838.0;-624;844
-726;-2249;-157;-355;-1004.0;-22.0;-507;822.0;-545;1108
-2024;-3068;-160;-549;-991.0;-13.0;-291;802.0;-1289;1006
-3492;-2447;?;147;?;-6.0;151;691.0;-818;654
-2640;-1300;-164;1178;-774.0;-44.0;507;570.0;-523;654
920;129;-166;394;-690.0;?;626;420.0;-476;949
1782;436;-168;21;?;-94.0;469;246.0;-309;1036
1306;284;?;287;-629.0;-187.0;396;179.0;?;960
1537;336;-169;120;-575.0;-175.0;176;143.0;-237;1032
1482;348;-169;194;-453.0;8.0;-596;168.0;?;976
1483;338;-168;179;-383.0;270.0;-989;234.0;152;993
1336;222;-167;171;-293.0;545.0;-514;320.0;124;?
2707;1180;?;133;?;656.0;-152;377.0;?;433
?;1864;-167;64;-746.0;-126.0;-144;429.0;96;8
3267;1456;-167;75;-1017.0;-430.0;-71;545.0;87;201
3594;1649;-168;74;-1480.0;?;-55;656.0;0;119
?;1619;-168;74;-1655.0;109.0;-132;713.0;-4;131
3195;1443;-168;57;-1377.0;201.0;-110;674.0;?;182
4202;1942;-168;115;-888.0;55.0;-14;814.0;136;49
1149;408;-168;-98;?;?;34;968.0;157;420
-2742;-1735;-167;-480;-365.0;-161.0;?;984.0;117;920
-2465;-1617;-167;-463;-226.0;-79.0;45;958.0;93;986
-2348;-1278;-167;-175;-429.0;185.0;19;?;76;971
-1733;-1201;-167;46;-861.0;237.0;18;827.0;20;1016
-1020;-981;-167;309;-946.0;246.0;28;723.0;48;1061
-460;10;-167;873;-684.0;340.0;-36;542.0;20;717
-87;1585;-167;918;-223.0;345.0;25;336.0;-24;1132
-904;2202;-167;438;203.0;212.0;-42;89.0;-47;2206
-900;2197;?;441;467.0;251.0;-51;-126.0;-51;2199
-792;2195;-167;489;554.0;309.0;76;-270.0;0;2106
-910;2187;-167;?;682.0;379.0;-222;-243.0;-126;2204
-829;2204;-166;?;840.0;646.0;301;-313.0;99;2138
-866;2183;-167;451;1086.0;733.0;-607;-383.0;-284;2166
-856;?;-168;?;1108.0;946.0;-3010;?;-1212;2162
?;2208;-169;465;1096.0;1160.0;-2344;-548.0;-1013;2167
?;2146;-169;449;995.0;1151.0;-785;-509.0;-621;2131
-884;2284;-166;477;899.0;916.0;?;-444.0;-175;2220
-814;2073;-165;439;893.0;?;-444;-398.0;?;2075
-904;2331;-164;?;740.0;714.0;-352;-242.0;88;2258
-836;2138;-159;451;759.0;772.0;341;87.0;379;2121
-164;244;-155;138;1003.0;992.0;822;17.0;117;784
8;-238;?;58;763.0;?;832;-69.0;?;452
-124;119;-154;119;?;547.0;1010;-74.0;-196;686
-21;-119;?;72;243.0;224.0;1128;107.0;-458;555
-4;8;-153;?;?;60.0;783;?;-242;688
36;12;?;60;286.0;134.0;683;214.0;-114;?
19;-2;-152;57;342.0;70.0;899;164.0;-47;652
-20;34;-152;52;341.0;19.0;735;165.0;?;679
-5;13;-152;43;?;214.0;641;129.0;-151;650
-26;?;-152;46;164.0;333.0;390;77.0;-109;?
-32;-19;-152;43;118.0;451.0;63;20.0;-24;656
-15;-42;-151;?;64.0;754.0;223;-20.0;-11;658
-31;-28;-151;?;105.0;516.0;240;-33.0;?;663
-18;-2;-151;32;139.0;?;218;-75.0;-49;663
24;0;?;23;200.0;207.0;293;-156.0;-121;665
?;5;-150;22;170.0;258.0;392;-180.0;-158;667
?;12;-150;26;147.0;371.0;556;?;-51;663
66;12;-150;22;151.0;?;473;-197.0;-75;664
-1;23;?;22;147.0;271.0;582;-270.0;-124;662
-4;6;-149;22;155.0;169.0;834;-297.0;?;661
18;-22;-148;19;74.0;44.0;466;-305.0;?;665
?;-13;-148;?;32.0;-85.0;259;-332.0;-483;665
13;15;-149;17;3.0;350.0;964;-321.0;790;?
-22;14;?;12;-35.0;412.0;1094;-276.0;642;671
-27;6;-151;12;20.0;393.0;495;-278.0;419;672
-27;?;-151;12;117.0;197.0;600;-320.0;399;671
-12;-21;-152;?;?;?;558;-357.0;40;?
-8;-32;-153;23;204.0;144.0;105;-399.0;-20;665
12;12;-153;14;?;72.0;91;-409.0;-24;668
39;-36;-153;4;147.0;80.0;47;-485.0;-15;672
-39;-59;-153;?;65.0;?;-1;-515.0;17;662
-5;-33;-153;22;-10.0;-5.0;27;-491.0;-27;?
-11;20;-154;19;?;17.0;-13;-514.0;-58;?
-68;40;-154;17;-1.0;5.0;18;-520.0;-33;661
-36;0;-154;7;-16.0;-91.0;33;-543.0;-33;669
-63;17;-154;?;?;-136.0;?;-546.0;-50;660
-89;72;-154;0;?;-143.0;-4;-506.0;-45;671
-414;75;-154;-11;?;-134.0;-20;-470.0;5;658
-960;?;-154;15;110.0;?;-61;-557.0;12;633
-1218;-270;-154;?;160.0;155.0;-27;-550.0;-12;679
-740;-192;-154;13;-41.0;169.0;26;-517.0;?;719
34;-121;-154;-15;-205.0;115.0;8;-447.0;20;685
86;11;-154;17;-228.0;-8.0;12;-351.0;20;642
-42;78;-154;40;-74.0;?;7;-318.0;9;626
23;47;?;23;140.0;-52.0;-3;-297.0;-26;?
-40;74;-154;15;332.0;?;?;-250.0;?;666
-24;66;-154;16;444.0;-125.0;?;-226.0;-42;664
-18;62;-154;16;489.0;246.0;13;-217.0;-42;663
-36;80;-154;15;400.0;283.0;16;-210.0;-41;663
?;23;-154;18;318.0;150.0;13;-136.0;-43;664
-14;-11;-154;20;190.0;109.0;16;-43.0;-41;663
-37;?;-154;18;106.0;64.0;14;-29.0;?;654
-35;12;-154;18;?;-116.0;15;-8.0;-42;656
-33;10;-154;15;-12.0;-75.0;15;4.0;-40;658
-39;16;-154;14;87.0;-9.0;14;1.0;-48;656
-23;6;-154;16;43.0;-103.0;14;?;-19;662
-18;-2;-153;16;11.0;-74.0;-6;7.0;-5;665
-51;?;-154;16;-27.0;38.0;-27;22.0;-48;?
-46;-10;-154;16;3.0;55.0;?;40.0;-43;?
1;0;?;16;79.0;108.0;-18;22.0;-11;657
?;?;?;14;118.0;209.0;?;-13.0;-18;665
-3;23;-153;18;81.0;176.0;-25;20.0;10;667
-9;35;-153;22;58.0;221.0;5;42.0;10;659
14;20;-154;20;-49.0;?;44;66.0;-20;660
56;12;-154;17;-107.0;225.0;-2;?;17;665
-7;15;-153;14;-125.0;256.0;-20;108.0;27;672
-30;-2;?;?;-169.0;166.0;9;118.0;-2;?
-6;-9;-153;20;-163.0;173.0;37;100.0;-15;662
-19;5;-153;16;-219.0;221.0;9;63.0;-5;669
-14;0;-154;18;-239.0;156.0;-11;?;9;666
-23;0;-154;20;-242.0;160.0;33;77.0;-9;660
-36;21;-153;15;-254.0;46.0;9;32.0;-21;668
-32;21;-153;13;-240.0;37.0;-15;33.0;-21;672
-40;28;?;14;-170.0;71.0;6;26.0;-24;670
-26;14;-153;14;-234.0;60.0;18;20.0;-36;671
7;-9;-154;16;-227.0;54.0;13;16.0;-27;667
15;1;-154;15;-177.0;73.0;-4;65.0;34;?
13;-17;-153;12;-97.0;101.0;5;-37.0;42;665
-21;-9;-153;17;?;123.0;-5;-7.0;-28;665
-34;-2;-153;19;-72.0;143.0;12;17.0;-2;664
-25;?;-153;19;13.0;121.0;51;24.0;41;661
-35;12;-154;20;54.0;143.0;23;-32.0;-14;?
-27;2;-154;19;26.0;124.0;4;?;-25;667
-19;15;-153;23;47.0;83.0;3;14.0;-6;664
-2;34;-153;19;17.0;68.0;-17;18.0;-31;665
3;55;-153;13;47.0;101.0;?;10.0;-40;667
-4;31;-153;?;?;112.0;27;14.0;-15;665
5;-20;?;17;?;112.0;-26;11.0;-12;666
-11;16;-154;15;81.0;63.0;-28;-21.0;-14;669
-19;30;-153;?;62.0;61.0;-23;-12.0;-2;670
-10;17;-153;18;59.0;57.0;-19;-50.0;-36;664
-21;2;-153;20;8.0;58.0;2;11.0;-4;657
-23;-22;-153;20;102.0;?;?;-7.0;39;662
-15;2;-154;21;88.0;43.0;15;-11.0;-1;671
-15;6;-153;21;29.0;-17.0;16;-32.0;-1;671
-14;?;-153;21;11.0;34.0;15;-24.0;-23;671
-19;26;-153;19;3.0;44.0;8;-3.0;-16;669
-26;23;-153;15;-14.0;62.0;-10;-21.0;33;665
-24;?;-153;19;?;25.0;-1;15.0;12;663
-15;1;-154;21;-31.0;17.0;?;9.0;-21;667
?;21;-153;13;-23.0;-41.0;-6;-15.0;-25;669
17;26;-153;17;-65.0;-69.0;15;27.0;2;661
-15;13;-153;17;-89.0;-28.0;21;31.0;7;662
-21;0;?;17;-55.0;60.0;-19;68.0;?;668
-3;15;-154;?;-40.0;13.0;?;69.0;-12;665
5;13;-154;?;?;26.0;15;?;-2;666
16;0;-153;24;-89.0;52.0;-19;73.0;9;667
7;12;-153;15;-125.0;86.0;-21;52.0;-51;669
12;2;-153;?;-61.0;57.0;-13;34.0;-32;671
8;-10;-153;?;-51.0;30.0;6;16.0;30;664
-28;3;-154;21;17.0;18.0;10;36.0;-6;662
-17;12;-154;?;-5.0;35.0;-24;-4.0;-3;663
0;8;?;14;36.0;35.0;26;-19.0;23;666
-18;-10;-153;?;28.0;49.0;66;-5.0;-1;669
-3;29;-153;22;37.0;24.0;36;-1.0;?;662
-16;35;-153;23;-54.0;14.0;8;28.0;14;661
-44;-11;-154;19;-174.0;-6.0;-4;61.0;-16;667
-8;10;-154;20;-144.0;0.0;13;31.0;-16;666
-6;7;-153;18;-38.0;48.0;27;0.0;33;669
-22;4;-153;13;7.0;39.0;12;-1.0;-51;671
?;10;-153;15;13.0;?;-22;8.0;-61;669
-6;-16;-153;17;-6.0;?;-16;25.0;11;675
-4;-7;-154;17;27.0;?;15;-15.0;-13;672
-12;21;?;19;146.0;?;-19;33.0;-12;664
-41;28;-153;18;77.0;0.0;?;22.0;-19;672
-33;9;-153;12;11.0;-26.0;?;32.0;?;680
-4;1;-153;17;3.0;2.0;29;10.0;7;672
-9;0;-153;20;-10.0;?;9;18.0;-31;670
-25;-10;?;9;-33.0;26.0;5;15.0;-42;676
-26;-9;-154;?;-12.0;45.0;7;8.0;-42;?
-18;-17;-153;15;-12.0;?;-24;12.0;-34;672
-12;-23;-153;17;-14.0;9.0;-44;-7.0;-33;670
?;-19;-153;17;-6.0;?;-18;14.0;-25;672
-26;-21;-153;19;-19.0;0.0;22;5.0;-10;675
-25;-21;?;18;-48.0;19.0;14;-1.0;-11;675
-25;-20;-153;18;-33.0;0.0;-30;3.0;-2;675
-25;-21;-153;18;-60.0;22.0;-38;3.0;0;675
-24;-20;-153;18;-70.0;36.0;-34;9.0;-1;674
-26;-21;?;?;-46.0;36.0;-35;20.0;-2;675
-24;-20;-153;18;-63.0;66.0;-37;23.0;1;674
-25;-21;-154;18;-66.0;?;-35;5.0;-1;675
?;-21;-153;18;-102.0;-66.0;-9;-53.0;-35;675
-20;-18;-153;19;-144.0;-95.0;-5;-86.0;-47;673
?;-26;?;17;-147.0;-153.0;-3;-72.0;-37;678
-11;-10;-153;?;-139.0;-209.0;?;?;-46;?
-28;14;-153;18;-131.0;-174.0;1;-65.0;-38;652
-95;?;-154;10;7.0;-170.0;25;-76.0;-21;669
-57;13;?;14;106.0;-114.0;-2;?;-23;682
-26;13;-153;?;149.0;-107.0;9;-9.0;-1;672
?;46;-153;17;121.0;-72.0;4;16.0;6;669
53;52;-153;22;148.0;-33.0;-14;?;-38;665
84;48;-154;10;44.0;0.0;?;67.0;-50;667
80;47;-154;12;-71.0;50.0;15;114.0;-51;666
38;25;-153;20;-115.0;78.0;12;130.0;?;661
346;205;-153;-7;-103.0;194.0;1;120.0;1;686
605;?;-153;21;-61.0;254.0;?;165.0;-10;686
444;226;-153;-40;25.0;166.0;4;141.0;-25;702
260;-158;-154;?;127.0;?;41;121.0;9;699
82;-417;-154;19;?;237.0;-4;134.0;-28;581
-146;-386;-153;134;199.0;213.0;49;145.0;-11;535
-198;-334;-153;124;270.0;186.0;55;141.0;40;580
-96;-337;-153;103;396.0;239.0;9;164.0;3;573
-242;?;-153;140;477.0;225.0;20;172.0;-23;602
-690;-618;-154;306;626.0;273.0;?;191.0;-22;?
-692;-622;-154;307;672.0;168.0;-2;131.0;-32;684
?;-107;-153;60;656.0;152.0;-25;59.0;-9;637
82;?;-153;-8;?;68.0;-18;66.0;-4;638
1;21;?;37;?;?;?;10.0;-35;654
25;43;-153;4;276.0;79.0;2;24.0;?;658
-10;21;-154;14;?;?;-37;?;-35;664
-37;11;-154;13;225.0;-561.0;-162;30.0;-62;669
-27;11;-153;7;199.0;-387.0;?;63.0;-57;669
-50;?;-154;14;202.0;?;-322;59.0;-85;670
-3;-12;-154;8;222.0;-589.0;-458;58.0;-86;667
18;-38;-155;13;171.0;-324.0;-463;88.0;-116;662
-36;2;-157;18;45.0;-207.0;-702;137.0;-251;656
-4;-8;?;?;34.0;-284.0;-765;241.0;-170;652
24;?;-158;12;247.0;-327.0;?;353.0;-7;657
2;18;-158;11;273.0;?;-626;406.0;?;?
15;-4;-157;?;8.0;-158.0;-579;364.0;158;659
23;?;-156;?;-271.0;-183.0;-482;500.0;437;658
-16;13;-156;14;-334.0;-297.0;-464;498.0;456;658
-16;34;-156;20;-356.0;-149.0;?;486.0;487;654
48;11;?;12;-363.0;-297.0;-338;?;25;659
1;6;-152;15;-176.0;-433.0;?;579.0;-345;661
-24;29;?;19;0.0;-340.0;-108;536.0;-195;656
59;22;-151;10;-150.0;-348.0;-56;564.0;-149;661
46;23;-152;17;-176.0;-245.0;-97;579.0;40;660
13;16;-152;?;-244.0;-207.0;86;591.0;304;655
35;?;-152;19;-286.0;-232.0;158;575.0;256;657
22;-15;-152;19;-397.0;-97.0;68;567.0;201;657
?;1;-152;?;-406.0;-208.0;?;526.0;120;661
5;25;-152;10;?;-62.0;79;468.0;-64;663
-14;13;-152;15;-536.0;47.0;?;460.0;-93;656
?;9;-152;16;-415.0;9.0;-1;388.0;-99;658
3;28;?;?;-327.0;-12.0;40;348.0;-85;663
0;36;-152;15;?;-123.0;51;256.0;-46;662
-3;33;-152;21;-310.0;-181.0;30;176.0;-55;661
-6;35;-152;20;-273.0;-34.0;35;160.0;-51;662
-6;35;-152;20;-202.0;58.0;34;126.0;?;662
30;25;-152;19;-28.0;-255.0;77;76.0;?;661
36;23;-152;15;-36.0;35.0;116;5.0;88;665
43;21;-152;14;36.0;-12.0;61;38.0;124;668
38;5;-152;16;57.0;110.0;85;19.0;180;?
4;-36;-152;?;100.0;99.0;208;-32.0;226;669
5;-35;-152;15;111.0;-61.0;205;-33.0;225;669
-2;20;-152;21;106.0;-193.0;116;-27.0;316;?
-3;3;-153;18;55.0;-192.0;130;-62.0;462;664
-19;?;-153;15;34.0;?;224;-103.0;648;662
?;-9;?;?;29.0;88.0;355;-129.0;634;664
-32;-54;-153;?;2.0;186.0;307;-165.0;695;667
-15;-25;-152;19;-34.0;56.0;263;-169.0;1108;659
-29;-21;-152;?;-95.0;124.0;331;-188.0;1222;657
-37;-48;-152;16;-112.0;-5.0;98;-202.0;1372;665
-27;-36;-152;29;-212.0;-89.0;?;-183.0;1910;652
19;-56;-150;7;-374.0;10.0;194;-133.0;1908;669
1;-123;-149;-4;-585.0;?;-190;-40.0;2017;691
-15;-163;?;34;-638.0;-603.0;-146;50.0;2084;641
23;-123;-147;19;-709.0;-1160.0;-913;102.0;547;632
-85;-79;-150;4;-748.0;-1428.0;-323;143.0;-686;?
80;-136;-151;-8;?;-1562.0;840;207.0;-766;657
-94;-146;?;18;-710.0;-1463.0;318;240.0;?;686
?;-398;-158;?;-685.0;-1522.0;-67;271.0;-838;589
-31;-472;-158;93;-701.0;-1769.0;-60;240.0;-876;547
-1621;663;-159;248;-756.0;-1667.0;-78;203.0;-291;1079
-2153;1869;-161;421;-716.0;-1337.0;-25;239.0;56;?
-672;2499;-160;-31;-539.0;-726.0;-26;145.0;?;1095
?;2776;?;-383;-392.0;-515.0;34;71.0;?;1094
?;2448;-161;-99;-38.0;?;65;-78.0;28;848
2236;1625;-161;27;108.0;-931.0;2;-196.0;-67;721
2606;703;-161;223;-327.0;-859.0;23;-163.0;-49;508
2639;537;-162;637;-930.0;-687.0;?;-46.0;-176;127
2524;-525;-163;514;-1372.0;-399.0;-20;?;-257;182
2244;-1969;-164;191;-1809.0;-177.0;49;-226.0;?;404
2202;-2304;-164;130;-2317.0;?;24;-335.0;-258;?
1918;-2942;-165;?;-2787.0;-1591.0;-143;?;?;653
1632;-3110;-165;-235;-3009.0;-2070.0;-171;?;-166;767
2085;?;-165;?;-2911.0;-2223.0;-223;78.0;-166;620
1199;-2793;?;?;-2503.0;-1909.0;-450;198.0;-98;850
-603;-1684;-165;-513;-1487.0;-1384.0;-499;344.0;-62;1134
-618;-1774;-165;-604;-599.0;-491.0;-506;457.0;-100;1216
259;-2551;-165;-889;42.0;186.0;-629;551.0;-180;1704
1104;-3193;?;511;526.0;478.0;-675;646.0;-203;2072
1629;-3909;-166;?;674.0;768.0;-1114;829.0;-307;2165
1327;?;?;1099;769.0;653.0;?;860.0;-370;2092
1528;-3802;-167;1370;977.0;341.0;-2192;795.0;-698;2166
1506;-3751;-168;1338;1002.0;229.0;-3570;694.0;-1177;2158
23;748;-168;96;671.0;?;?;362.0;-1192;1380
-524;2516;-168;-304;424.0;-235.0;-3856;-64.0;-1243;1127
-196;1398;-168;-73;291.0;-467.0;-3563;?;-1095;1228
-408;2177;-168;-224;295.0;-651.0;-4070;-494.0;-1338;1226
-286;1675;?;-132;229.0;-802.0;-3433;-525.0;?;1164
-44;249;-167;107;164.0;-763.0;380;-561.0;430;645
-87;139;-163;120;170.0;-809.0;2254;-619.0;711;?
?;200;-160;101;242.0;-759.0;3448;-599.0;931;699
-62;40;-158;131;-13.0;-348.0;4950;-504.0;1428;620
-45;67;-156;120;-400.0;?;5552;-201.0;1293;670
?;57;-155;82;-697.0;408.0;6155;-53.0;1109;645
-58;?;-156;82;-1229.0;32.0;5750;184.0;315;645
-41;21;-156;84;?;-343.0;5805;24.0;-357;?
-82;130;-154;83;-1284.0;-575.0;6255;64.0;?;644
-19;-64;-152;80;-1493.0;-548.0;5700;248.0;-1225;650
-95;240;-150;88;-1651.0;-392.0;4803;462.0;-1749;646
-65;872;-146;97;-1388.0;?;?;477.0;-1007;659
-111;1365;-143;?;-719.0;17.0;?;522.0;?;671
-706;2703;-142;51;-323.0;171.0;-4112;590.0;-668;607
-892;3199;-142;59;-231.0;411.0;-3358;608.0;-333;536
-1956;4597;-143;-103;-222.0;460.0;-2404;593.0;-98;790
-3211;7060;-144;-893;-111.0;492.0;-1707;592.0;-487;1744
-2193;5437;?;-1152;-10.0;539.0;-759;532.0;-51;2055
-1662;?;-143;-534;46.0;608.0;?;427.0;14;1411
-2098;3917;-143;-547;204.0;556.0;-573;235.0;-96;1410
-469;798;-143;?;?;480.0;-193;85.0;60;836
1148;-2731;-144;895;923.0;611.0;106;-105.0;11;39
1278;?;-144;557;1298.0;1192.0;-51;-325.0;72;?
1495;-3053;-144;363;1444.0;1488.0;-184;-480.0;216;389
1440;?;-144;273;2070.0;1620.0;-195;-726.0;286;464
1209;-3769;-144;156;2763.0;1667.0;-153;-968.0;230;595
?;-3362;-144;?;2789.0;908.0;?;-1215.0;?;595
265;-3370;?;-509;2841.0;530.0;-8;-1635.0;-14;1121
615;-3445;-144;-842;2795.0;763.0;-182;-1981.0;21;1750
1485;-3970;-144;264;?;1329.0;-280;-2151.0;-28;1970
1877;-5161;-145;?;1223.0;1774.0;-324;-2025.0;-144;1926
-1446;-510;-144;1275;578.0;1890.0;-1114;-1962.0;-267;1348
-3373;2170;-145;14;964.0;1591.0;-1437;?;-721;801
-1242;1771;-145;-234;1529.0;1425.0;?;-1561.0;-586;980
-58;?;-145;-256;2036.0;?;-4721;-1274.0;?;1445
-113;1493;-145;-770;2152.0;1350.0;-5787;-958.0;-1339;1410
?;123;?;-205;1570.0;1213.0;-7704;-627.0;1791;772
-195;276;-113;194;937.0;1250.0;-4690;?;1928;563
40;0;-111;32;725.0;?;-3574;-102.0;1033;664
132;201;-108;106;?;821.0;-2320;67.0;1086;624
29;145;-98;40;?;491.0;2092;245.0;-444;663
-19;86;-98;77;772.0;226.0;1902;486.0;?;656
102;109;-99;101;926.0;226.0;3666;814.0;625;640
?;?;-102;63;1157.0;592.0;5889;1076.0;604;654
64;99;-105;67;1180.0;759.0;5804;1242.0;132;661
25;145;?;58;309.0;414.0;6149;1450.0;-104;657
?;130;-113;43;?;504.0;5953;1282.0;-133;668
-32;219;-116;?;-290.0;?;5966;658.0;-353;?
-87;495;?;72;-152.0;-416.0;5951;285.0;-461;614
-39;787;-124;78;-791.0;-387.0;6140;408.0;-675;582
6;1718;-129;87;-922.0;38.0;2893;481.0;-264;599
5;2902;-129;183;-555.0;389.0;-2562;453.0;-863;?
-491;4388;?;25;?;?;-3722;378.0;-2079;617
-1845;6231;-121;84;-774.0;?;-3656;351.0;-2053;598
-2311;6621;-122;322;-952.0;217.0;-4258;?;?;232
-1207;5629;?;-534;-582.0;?;-1668;245.0;-802;1684
-721;4303;-120;-887;-85.0;258.0;466;199.0;577;2518
-766;5211;-120;-978;-51.0;207.0;-82;267.0;?;2484
-789;4554;?;-821;-143.0;298.0;-32;279.0;-71;2351
-753;-1299;-121;842;25.0;300.0;-6;293.0;-51;491
663;-4220;-121;1013;281.0;472.0;-102;235.0;-122;122
?;-4081;-121;250;464.0;776.0;10;157.0;?;722
1409;-4453;-121;?;597.0;898.0;-99;-19.0;-67;?
?;-4370;-121;?;1178.0;?;-146;-148.0;-12;942
1300;-4527;-121;-497;1866.0;696.0;-186;-379.0;-30;?
1982;?;-121;-1884;2441.0;349.0;?;-905.0;18;2737
3336;-6267;?;-2080;?;201.0;-383;?;-88;3240
2896;-3998;-120;1248;2824.0;1130.0;-637;-1368.0;-110;2378
1926;-175;-121;?;2190.0;1587.0;-1268;-1425.0;-359;1781
3162;-384;-120;2036;1657.0;1507.0;-976;-1497.0;-271;1673
2864;-102;-121;2140;1333.0;1134.0;-1128;-1506.0;-337;1662
-420;3371;-120;1012;1086.0;751.0;-4482;?;-940;1385
-1316;3110;-106;-465;832.0;569.0;-7852;-1286.0;471;1386
-270;717;-95;-211;462.0;413.0;-8464;?;?;?
-45;290;-90;197;141.0;341.0;-4137;?;1207;710
27;110;-85;182;141.0;361.0;1147;-697.0;408;696
-31;138;-86;189;46.0;312.0;1448;-497.0;-111;671
-56;175;-86;198;-113.0;228.0;1436;?;-135;656
14;77;-90;169;-231.0;36.0;3865;217.0;135;692
10;132;-93;175;-481.0;84.0;4983;668.0;228;683
?;73;-97;174;-533.0;454.0;5358;1110.0;?;689
