InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit BACK Quaternion1;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit BACK Quaternion3;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit RLA Quaternion3;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
533.0;-218.0;69.0;825.0;-640.0;399.0;?;-243.0;540.0;?;-561.0;547.0
535.0;-207.0;67.0;834.0;-638.0;395.0;-68.0;-229.0;537.0;403.0;-555.0;554.0
535.0;-200.0;63.0;840.0;-638.0;391.0;-67.0;-218.0;534.0;?;-549.0;560.0
535.0;-196.0;60.0;845.0;-637.0;388.0;-67.0;-210.0;532.0;389.0;-544.0;566.0
534.0;-193.0;57.0;847.0;-637.0;386.0;-66.0;-204.0;529.0;387.0;-540.0;570.0
530.0;-189.0;56.0;849.0;-637.0;384.0;-64.0;-196.0;528.0;391.0;?;575.0
527.0;-186.0;56.0;849.0;-637.0;381.0;-61.0;-190.0;528.0;399.0;-546.0;579.0
522.0;-185.0;55.0;848.0;-637.0;378.0;-57.0;-186.0;530.0;409.0;-554.0;582.0
518.0;-187.0;51.0;846.0;?;376.0;-55.0;-185.0;533.0;421.0;-560.0;?
512.0;?;48.0;842.0;-630.0;377.0;-52.0;-188.0;538.0;?;-568.0;580.0
507.0;-198.0;47.0;834.0;-628.0;377.0;-47.0;-195.0;544.0;450.0;-577.0;577.0
501.0;-208.0;39.0;826.0;-623.0;376.0;-47.0;-202.0;550.0;467.0;-585.0;576.0
491.0;-219.0;34.0;822.0;-616.0;376.0;-50.0;-201.0;553.0;479.0;-593.0;577.0
480.0;-228.0;37.0;821.0;-609.0;375.0;-47.0;?;555.0;488.0;-603.0;582.0
470.0;-238.0;?;?;-602.0;374.0;-44.0;-187.0;556.0;493.0;-614.0;589.0
463.0;-249.0;40.0;828.0;-595.0;372.0;-42.0;-176.0;554.0;494.0;-627.0;594.0
?;-256.0;42.0;833.0;-590.0;368.0;?;-171.0;550.0;486.0;-639.0;596.0
459.0;-260.0;44.0;838.0;-583.0;365.0;-40.0;-168.0;546.0;475.0;-651.0;597.0
460.0;-259.0;45.0;843.0;-575.0;362.0;-41.0;-163.0;543.0;462.0;-662.0;600.0
460.0;-259.0;45.0;849.0;-566.0;358.0;-43.0;-157.0;538.0;452.0;-672.0;606.0
?;-261.0;44.0;854.0;-555.0;352.0;-48.0;?;533.0;?;?;611.0
459.0;-260.0;41.0;858.0;-542.0;?;-55.0;-138.0;529.0;443.0;-692.0;618.0
459.0;-259.0;?;860.0;-529.0;338.0;-64.0;-130.0;?;444.0;-698.0;624.0
458.0;-259.0;30.0;862.0;-512.0;333.0;-75.0;-123.0;513.0;447.0;-699.0;631.0
455.0;?;23.0;861.0;-493.0;331.0;?;-114.0;499.0;452.0;-698.0;637.0
452.0;-261.0;18.0;861.0;-472.0;331.0;-102.0;?;480.0;459.0;-696.0;642.0
?;-265.0;16.0;861.0;-448.0;332.0;-112.0;-91.0;457.0;466.0;-696.0;646.0
450.0;-266.0;18.0;861.0;-422.0;332.0;-120.0;?;435.0;473.0;-700.0;644.0
451.0;-270.0;19.0;859.0;-392.0;331.0;-129.0;-86.0;412.0;?;-706.0;640.0
455.0;-279.0;?;857.0;-360.0;335.0;-136.0;-97.0;?;479.0;-710.0;633.0
456.0;?;22.0;853.0;-326.0;345.0;-142.0;-110.0;368.0;?;-709.0;627.0
457.0;-311.0;22.0;?;-287.0;359.0;-147.0;?;346.0;474.0;-708.0;620.0
451.0;-331.0;?;853.0;-248.0;374.0;-153.0;-116.0;326.0;470.0;-708.0;618.0
?;-354.0;17.0;855.0;-211.0;392.0;?;-110.0;308.0;467.0;-708.0;621.0
429.0;-376.0;11.0;858.0;-176.0;406.0;-168.0;-101.0;294.0;468.0;?;627.0
420.0;?;6.0;859.0;-146.0;415.0;-177.0;-94.0;285.0;472.0;-720.0;635.0
405.0;?;4.0;861.0;-118.0;422.0;-187.0;-81.0;282.0;477.0;-727.0;645.0
383.0;-422.0;-2.0;864.0;-93.0;427.0;?;-63.0;281.0;480.0;-732.0;658.0
362.0;-432.0;-8.0;866.0;-71.0;432.0;-201.0;-40.0;281.0;483.0;-734.0;670.0
345.0;-439.0;-17.0;866.0;-50.0;?;-205.0;-14.0;281.0;?;-736.0;?
334.0;-445.0;-24.0;867.0;-31.0;440.0;-210.0;4.0;280.0;?;-737.0;681.0
321.0;-448.0;-31.0;865.0;-14.0;446.0;-217.0;11.0;279.0;493.0;-734.0;684.0
308.0;-448.0;-35.0;862.0;1.0;451.0;-224.0;12.0;277.0;499.0;-730.0;?
292.0;-446.0;-39.0;860.0;?;454.0;-230.0;14.0;275.0;501.0;-725.0;684.0
276.0;?;?;859.0;25.0;454.0;-233.0;25.0;272.0;504.0;-720.0;682.0
271.0;-443.0;-46.0;864.0;34.0;453.0;-233.0;31.0;268.0;495.0;-717.0;678.0
271.0;-442.0;-53.0;879.0;42.0;453.0;-236.0;30.0;266.0;467.0;-713.0;680.0
272.0;-439.0;-58.0;880.0;48.0;451.0;-241.0;10.0;268.0;456.0;-710.0;688.0
263.0;-436.0;-63.0;?;52.0;448.0;-243.0;4.0;270.0;461.0;-708.0;698.0
237.0;?;?;878.0;55.0;444.0;-244.0;31.0;273.0;467.0;-706.0;708.0
224.0;-431.0;-73.0;877.0;57.0;440.0;-246.0;45.0;276.0;471.0;-705.0;713.0
223.0;-428.0;-76.0;875.0;56.0;437.0;-245.0;42.0;280.0;474.0;-705.0;713.0
224.0;-425.0;-79.0;875.0;54.0;434.0;-245.0;45.0;283.0;474.0;-705.0;713.0
221.0;-423.0;-80.0;874.0;52.0;?;-245.0;?;284.0;?;-704.0;711.0
224.0;-423.0;-84.0;873.0;50.0;435.0;-244.0;?;284.0;478.0;-703.0;711.0
220.0;-422.0;-86.0;870.0;48.0;436.0;-243.0;52.0;285.0;484.0;-701.0;712.0
215.0;-422.0;-88.0;864.0;47.0;?;-241.0;56.0;286.0;495.0;-700.0;?
210.0;-422.0;-87.0;858.0;45.0;437.0;-239.0;55.0;289.0;505.0;-700.0;?
204.0;-423.0;-86.0;857.0;42.0;436.0;-232.0;39.0;292.0;505.0;-700.0;691.0
200.0;-425.0;-86.0;860.0;39.0;436.0;-224.0;0.0;?;491.0;-701.0;?
210.0;-427.0;-84.0;?;?;437.0;-216.0;-63.0;299.0;?;?;655.0
226.0;-430.0;-83.0;?;29.0;439.0;-206.0;-129.0;303.0;465.0;-703.0;635.0
238.0;?;-82.0;793.0;24.0;443.0;-197.0;-164.0;306.0;449.0;-705.0;620.0
250.0;-437.0;-82.0;785.0;21.0;447.0;-191.0;-179.0;309.0;?;?;609.0
263.0;-440.0;?;?;19.0;451.0;-188.0;-193.0;312.0;428.0;-705.0;601.0
276.0;-441.0;-83.0;778.0;18.0;454.0;-188.0;-208.0;?;422.0;-704.0;598.0
283.0;-440.0;-83.0;778.0;17.0;456.0;-190.0;-212.0;318.0;421.0;-702.0;599.0
285.0;?;-82.0;776.0;16.0;456.0;-192.0;-213.0;319.0;425.0;-701.0;602.0
280.0;-437.0;-80.0;769.0;14.0;456.0;-194.0;?;319.0;432.0;-699.0;601.0
280.0;-437.0;-78.0;764.0;11.0;456.0;-194.0;-216.0;318.0;437.0;-697.0;594.0
289.0;-437.0;-76.0;762.0;8.0;?;-192.0;-220.0;317.0;438.0;-696.0;588.0
295.0;-437.0;-75.0;758.0;?;459.0;-191.0;-229.0;317.0;440.0;-693.0;586.0
297.0;-439.0;-73.0;753.0;0.0;463.0;-190.0;-231.0;316.0;445.0;?;583.0
298.0;-439.0;-71.0;754.0;-4.0;467.0;-190.0;-223.0;?;450.0;?;582.0
301.0;-439.0;-70.0;751.0;-6.0;469.0;-189.0;-224.0;317.0;?;-684.0;581.0
304.0;-439.0;?;742.0;-10.0;470.0;-188.0;?;317.0;462.0;-682.0;579.0
308.0;-440.0;-64.0;742.0;-14.0;471.0;-187.0;-222.0;318.0;469.0;-679.0;579.0
300.0;-441.0;-61.0;748.0;?;472.0;-185.0;?;317.0;475.0;-678.0;583.0
291.0;?;-59.0;?;-20.0;474.0;-184.0;-186.0;?;473.0;-677.0;586.0
281.0;-442.0;-56.0;780.0;-23.0;476.0;-183.0;-158.0;314.0;460.0;?;589.0
272.0;-443.0;-54.0;798.0;?;477.0;-182.0;-135.0;?;442.0;-676.0;593.0
268.0;-445.0;-52.0;810.0;-23.0;478.0;-181.0;-103.0;?;417.0;?;?
269.0;-446.0;-51.0;829.0;-18.0;478.0;?;-60.0;301.0;395.0;-676.0;614.0
270.0;-448.0;-51.0;?;-12.0;477.0;-182.0;-40.0;295.0;392.0;-677.0;631.0
?;-448.0;-52.0;850.0;-3.0;476.0;-187.0;-9.0;289.0;390.0;-678.0;646.0
278.0;-447.0;-56.0;885.0;7.0;475.0;-196.0;33.0;285.0;381.0;-679.0;659.0
?;-442.0;-58.0;899.0;15.0;473.0;-207.0;66.0;282.0;402.0;-680.0;683.0
273.0;-438.0;-61.0;893.0;21.0;468.0;-219.0;63.0;282.0;435.0;-682.0;700.0
269.0;-433.0;-64.0;876.0;24.0;462.0;-229.0;16.0;?;474.0;-683.0;710.0
?;?;-63.0;865.0;28.0;454.0;-234.0;-22.0;289.0;495.0;-685.0;712.0
234.0;-422.0;-59.0;855.0;32.0;444.0;-233.0;-55.0;294.0;503.0;-689.0;706.0
221.0;-419.0;-55.0;845.0;36.0;434.0;-225.0;?;297.0;496.0;-696.0;691.0
221.0;-418.0;-50.0;839.0;40.0;427.0;-213.0;-96.0;?;481.0;-702.0;673.0
?;-418.0;-47.0;825.0;42.0;427.0;-200.0;-100.0;304.0;469.0;-706.0;652.0
211.0;?;-44.0;?;42.0;428.0;-187.0;-98.0;311.0;459.0;-710.0;627.0
205.0;-419.0;-42.0;801.0;41.0;430.0;-174.0;-78.0;320.0;?;-713.0;603.0
197.0;-420.0;?;797.0;37.0;430.0;-162.0;-45.0;?;440.0;-715.0;584.0
194.0;-420.0;-38.0;795.0;31.0;428.0;-149.0;-10.0;342.0;430.0;-718.0;568.0
?;-419.0;-36.0;790.0;23.0;422.0;-138.0;20.0;353.0;420.0;-724.0;555.0
188.0;-417.0;-34.0;783.0;?;411.0;-130.0;52.0;?;411.0;-737.0;548.0
183.0;?;-32.0;?;7.0;?;-124.0;86.0;372.0;405.0;-756.0;546.0
180.0;-414.0;-29.0;761.0;-1.0;380.0;-120.0;119.0;379.0;402.0;-779.0;547.0
?;-415.0;?;743.0;-9.0;357.0;-116.0;149.0;387.0;406.0;-804.0;552.0
172.0;?;-25.0;719.0;-17.0;338.0;-114.0;176.0;392.0;419.0;-822.0;560.0
165.0;-418.0;-24.0;699.0;-23.0;333.0;-114.0;211.0;393.0;433.0;-829.0;568.0
161.0;-421.0;-22.0;682.0;-29.0;343.0;-115.0;230.0;388.0;452.0;-824.0;571.0
163.0;-427.0;?;665.0;?;356.0;-118.0;212.0;377.0;488.0;-812.0;?
?;-428.0;-19.0;653.0;-37.0;366.0;-122.0;150.0;369.0;526.0;-794.0;552.0
195.0;-424.0;?;?;-39.0;368.0;-125.0;66.0;360.0;558.0;-777.0;539.0
222.0;-420.0;-17.0;651.0;-39.0;362.0;?;-13.0;348.0;570.0;-764.0;?
256.0;-411.0;?;658.0;-37.0;358.0;-130.0;-89.0;335.0;572.0;-750.0;524.0
296.0;-400.0;-16.0;?;-33.0;359.0;-135.0;-163.0;324.0;572.0;?;517.0
334.0;?;-17.0;656.0;-25.0;364.0;-142.0;-247.0;314.0;560.0;-721.0;505.0
356.0;-390.0;-17.0;658.0;-16.0;369.0;-151.0;-321.0;305.0;533.0;-708.0;499.0
366.0;-389.0;-14.0;663.0;-6.0;374.0;-160.0;-353.0;297.0;501.0;?;496.0
367.0;-390.0;?;648.0;3.0;380.0;-168.0;-371.0;288.0;483.0;-681.0;504.0
346.0;-393.0;-7.0;622.0;7.0;385.0;-170.0;-381.0;277.0;490.0;-669.0;511.0
336.0;-398.0;-4.0;652.0;13.0;391.0;-170.0;-345.0;269.0;508.0;?;521.0
331.0;-403.0;-2.0;654.0;15.0;399.0;-167.0;-343.0;263.0;514.0;-647.0;?
329.0;-409.0;-3.0;659.0;15.0;408.0;-165.0;-338.0;258.0;516.0;-635.0;534.0
324.0;-414.0;-4.0;?;15.0;417.0;-165.0;-330.0;256.0;522.0;-624.0;538.0
321.0;-415.0;-6.0;671.0;14.0;424.0;-164.0;-321.0;258.0;526.0;-614.0;540.0
?;-416.0;?;677.0;14.0;?;-163.0;-318.0;?;524.0;-607.0;543.0
326.0;-416.0;-9.0;?;12.0;433.0;-164.0;-313.0;262.0;521.0;-601.0;546.0
327.0;-417.0;-11.0;681.0;10.0;437.0;-166.0;-313.0;264.0;518.0;-599.0;551.0
330.0;-416.0;-14.0;685.0;8.0;440.0;-169.0;?;266.0;515.0;-598.0;556.0
333.0;-414.0;-18.0;689.0;6.0;441.0;-172.0;-304.0;267.0;515.0;?;564.0
331.0;-411.0;-19.0;695.0;5.0;441.0;-175.0;?;267.0;515.0;-603.0;?
334.0;?;?;698.0;3.0;441.0;-179.0;-293.0;266.0;513.0;-605.0;572.0
338.0;-405.0;-24.0;700.0;3.0;442.0;-185.0;-294.0;266.0;508.0;-607.0;572.0
342.0;-402.0;-26.0;706.0;3.0;441.0;-191.0;?;266.0;501.0;-610.0;572.0
346.0;-399.0;-27.0;709.0;3.0;438.0;-195.0;-301.0;265.0;491.0;-612.0;573.0
348.0;-396.0;-28.0;709.0;4.0;435.0;-199.0;-307.0;264.0;478.0;-614.0;574.0
350.0;-394.0;-30.0;710.0;5.0;432.0;-203.0;-311.0;263.0;464.0;-616.0;576.0
351.0;-392.0;-33.0;714.0;7.0;432.0;-205.0;-310.0;264.0;450.0;-617.0;579.0
353.0;-393.0;-36.0;720.0;9.0;435.0;-207.0;-308.0;266.0;440.0;-614.0;586.0
?;?;-39.0;724.0;12.0;441.0;-210.0;-305.0;267.0;435.0;-609.0;593.0
348.0;-394.0;-42.0;728.0;16.0;443.0;-214.0;-301.0;267.0;426.0;-607.0;596.0
346.0;-394.0;?;733.0;20.0;442.0;-217.0;-298.0;268.0;418.0;-605.0;601.0
346.0;-392.0;-49.0;735.0;23.0;444.0;-220.0;-295.0;267.0;412.0;-602.0;608.0
341.0;-391.0;-52.0;744.0;26.0;?;-223.0;-286.0;266.0;?;-600.0;616.0
334.0;-391.0;-55.0;749.0;29.0;445.0;-226.0;-283.0;264.0;407.0;-597.0;?
328.0;-389.0;-58.0;754.0;31.0;444.0;-228.0;-279.0;262.0;404.0;-595.0;632.0
321.0;-388.0;-62.0;760.0;32.0;442.0;-230.0;?;260.0;?;-593.0;639.0
313.0;-386.0;-65.0;764.0;33.0;441.0;-232.0;-270.0;259.0;407.0;-590.0;?
303.0;?;-68.0;769.0;34.0;438.0;-233.0;-265.0;257.0;410.0;-588.0;652.0
?;?;-70.0;775.0;36.0;437.0;-234.0;-255.0;255.0;413.0;-586.0;659.0
278.0;-385.0;-70.0;781.0;38.0;438.0;-233.0;-248.0;253.0;412.0;-584.0;662.0
265.0;?;-71.0;789.0;39.0;437.0;-230.0;-237.0;252.0;406.0;-584.0;?
250.0;-388.0;-70.0;798.0;38.0;437.0;-227.0;-217.0;252.0;398.0;-585.0;670.0
242.0;-389.0;-70.0;807.0;37.0;437.0;-222.0;-191.0;254.0;390.0;-587.0;672.0
239.0;-390.0;-70.0;813.0;34.0;?;-216.0;-178.0;256.0;381.0;?;673.0
241.0;-391.0;?;810.0;30.0;436.0;-212.0;?;?;368.0;-593.0;672.0
247.0;-392.0;-71.0;818.0;24.0;434.0;-209.0;?;267.0;?;-597.0;673.0
258.0;-392.0;-72.0;825.0;?;432.0;-209.0;?;273.0;354.0;-600.0;684.0
268.0;-390.0;-74.0;790.0;14.0;431.0;-212.0;-212.0;278.0;?;?;689.0
267.0;-388.0;-75.0;796.0;11.0;429.0;-217.0;-208.0;283.0;?;-606.0;692.0
269.0;-385.0;-72.0;813.0;6.0;427.0;-223.0;-194.0;?;396.0;-608.0;692.0
280.0;-382.0;-67.0;825.0;0.0;425.0;-226.0;-187.0;291.0;413.0;-610.0;689.0
288.0;-380.0;-62.0;?;?;425.0;-226.0;-171.0;296.0;427.0;-611.0;?
?;-379.0;-56.0;844.0;?;425.0;-225.0;-145.0;?;439.0;-610.0;685.0
295.0;-376.0;-50.0;845.0;?;425.0;-221.0;-124.0;312.0;453.0;-610.0;684.0
296.0;-372.0;-44.0;844.0;-70.0;424.0;-216.0;?;324.0;466.0;-607.0;682.0
298.0;-366.0;-38.0;845.0;-100.0;423.0;-210.0;-83.0;341.0;477.0;?;679.0
304.0;-359.0;-33.0;?;-136.0;421.0;-204.0;-59.0;359.0;492.0;-599.0;674.0
307.0;-348.0;-28.0;840.0;-175.0;416.0;-197.0;-39.0;378.0;?;-594.0;669.0
307.0;-337.0;-23.0;835.0;-217.0;?;-191.0;-25.0;396.0;522.0;?;664.0
305.0;-325.0;?;830.0;-260.0;411.0;-184.0;-21.0;412.0;?;-587.0;656.0
?;-313.0;-15.0;?;-302.0;409.0;-176.0;?;425.0;540.0;-584.0;646.0
318.0;?;-10.0;823.0;-343.0;406.0;-167.0;-44.0;438.0;543.0;-583.0;635.0
335.0;-288.0;-3.0;821.0;-381.0;?;-154.0;?;448.0;543.0;-582.0;623.0
356.0;-275.0;4.0;818.0;?;399.0;-139.0;-96.0;457.0;540.0;?;610.0
376.0;-265.0;10.0;818.0;-446.0;396.0;-125.0;-124.0;465.0;532.0;-579.0;?
398.0;-257.0;?;818.0;-472.0;394.0;-113.0;-149.0;473.0;520.0;-576.0;586.0
?;-250.0;14.0;823.0;-497.0;391.0;-104.0;-169.0;?;504.0;-574.0;578.0
430.0;-241.0;13.0;830.0;-520.0;?;?;-185.0;491.0;483.0;-573.0;575.0
442.0;-229.0;?;?;-541.0;379.0;-94.0;-195.0;501.0;458.0;?;?
455.0;-217.0;?;854.0;-559.0;370.0;?;-204.0;512.0;429.0;-574.0;575.0
466.0;-205.0;9.0;867.0;?;362.0;-94.0;-213.0;523.0;396.0;-577.0;578.0
478.0;?;?;?;-586.0;355.0;-96.0;-223.0;533.0;358.0;-578.0;579.0
492.0;?;3.0;?;-596.0;349.0;-99.0;?;541.0;317.0;-579.0;581.0
506.0;-179.0;1.0;898.0;-603.0;344.0;-103.0;-235.0;549.0;272.0;-579.0;585.0
521.0;?;1.0;?;-609.0;338.0;-107.0;-236.0;555.0;226.0;-578.0;588.0
538.0;-163.0;0.0;912.0;-614.0;331.0;-112.0;-234.0;560.0;180.0;-579.0;593.0
?;-154.0;0.0;914.0;-616.0;322.0;-117.0;-233.0;563.0;136.0;-580.0;597.0
?;-144.0;2.0;912.0;-617.0;312.0;-121.0;-230.0;565.0;96.0;-583.0;599.0
591.0;-134.0;5.0;904.0;-617.0;301.0;-126.0;-233.0;565.0;58.0;-587.0;601.0
605.0;-127.0;6.0;890.0;-615.0;292.0;-132.0;-233.0;563.0;21.0;?;600.0
?;-121.0;5.0;883.0;?;285.0;-141.0;-228.0;?;?;-590.0;602.0
625.0;-116.0;4.0;888.0;?;281.0;-150.0;-223.0;558.0;-14.0;-590.0;608.0
624.0;-113.0;3.0;902.0;-597.0;278.0;-158.0;-218.0;553.0;-9.0;-590.0;618.0
?;-111.0;0.0;920.0;-592.0;276.0;-168.0;-212.0;548.0;6.0;-591.0;628.0
611.0;-106.0;-5.0;935.0;-586.0;273.0;-177.0;-208.0;542.0;28.0;-592.0;639.0
598.0;-100.0;-11.0;944.0;-582.0;267.0;-186.0;-203.0;538.0;48.0;-595.0;647.0
590.0;-91.0;-18.0;946.0;-578.0;258.0;-195.0;?;536.0;59.0;-601.0;643.0
?;-81.0;-25.0;949.0;-574.0;248.0;?;-198.0;537.0;63.0;-607.0;633.0
578.0;-71.0;-33.0;?;-572.0;237.0;-214.0;-195.0;539.0;60.0;-614.0;619.0
576.0;-61.0;-38.0;952.0;-571.0;226.0;-221.0;-192.0;542.0;55.0;-620.0;604.0
574.0;-52.0;-42.0;953.0;-569.0;216.0;-228.0;-187.0;544.0;51.0;-625.0;594.0
571.0;-45.0;?;?;-570.0;209.0;-233.0;-185.0;546.0;49.0;-628.0;591.0
571.0;?;-49.0;953.0;-571.0;203.0;-236.0;?;?;52.0;-629.0;593.0
571.0;-36.0;-49.0;957.0;-573.0;201.0;-237.0;-171.0;550.0;63.0;-629.0;?
567.0;-35.0;-49.0;967.0;-576.0;?;-236.0;-160.0;553.0;91.0;-627.0;606.0
558.0;-34.0;-50.0;968.0;-580.0;197.0;-234.0;-146.0;557.0;117.0;-624.0;?
545.0;-33.0;-50.0;971.0;-584.0;194.0;-230.0;-129.0;560.0;128.0;-622.0;619.0
541.0;-33.0;-50.0;973.0;-589.0;189.0;-226.0;-121.0;563.0;128.0;-622.0;623.0
545.0;-32.0;-50.0;971.0;-593.0;182.0;-222.0;-121.0;566.0;128.0;-623.0;617.0
546.0;-30.0;-53.0;?;-597.0;170.0;-221.0;?;?;133.0;-628.0;?
543.0;-25.0;-60.0;962.0;-601.0;157.0;-222.0;-117.0;?;145.0;?;614.0
537.0;-17.0;-68.0;957.0;-605.0;143.0;-225.0;-108.0;574.0;?;-639.0;615.0
527.0;?;-78.0;952.0;?;125.0;?;-92.0;578.0;196.0;-649.0;621.0
512.0;5.0;-89.0;944.0;-611.0;101.0;?;-70.0;581.0;?;-662.0;?
496.0;19.0;-99.0;934.0;-613.0;75.0;-245.0;-41.0;583.0;?;-679.0;640.0
480.0;33.0;?;923.0;-612.0;47.0;-255.0;-4.0;?;313.0;-697.0;652.0
465.0;46.0;-125.0;914.0;-612.0;?;-268.0;40.0;587.0;345.0;-716.0;661.0
457.0;?;-144.0;904.0;-607.0;-13.0;-284.0;78.0;588.0;367.0;?;667.0
445.0;75.0;-162.0;888.0;-600.0;-43.0;-300.0;115.0;589.0;?;-753.0;678.0
426.0;89.0;-180.0;870.0;-592.0;-71.0;?;164.0;587.0;415.0;-767.0;693.0
397.0;104.0;?;852.0;-584.0;-98.0;-332.0;229.0;584.0;431.0;-779.0;713.0
363.0;117.0;-212.0;830.0;-576.0;-122.0;-346.0;305.0;580.0;439.0;-790.0;734.0
?;130.0;-228.0;804.0;-569.0;-142.0;-359.0;376.0;575.0;?;?;750.0
298.0;142.0;-245.0;779.0;-562.0;-160.0;-372.0;437.0;572.0;436.0;?;763.0
272.0;153.0;-261.0;755.0;-556.0;-179.0;-382.0;486.0;569.0;428.0;-813.0;772.0
248.0;164.0;?;728.0;-549.0;-201.0;-392.0;?;567.0;423.0;?;782.0
225.0;176.0;-293.0;?;-543.0;-225.0;-402.0;570.0;565.0;415.0;-832.0;791.0
200.0;?;-309.0;671.0;-537.0;?;?;609.0;564.0;?;-848.0;799.0
180.0;197.0;-323.0;638.0;-531.0;-272.0;-421.0;646.0;564.0;392.0;-867.0;808.0
?;205.0;-334.0;601.0;-528.0;-279.0;-432.0;677.0;564.0;385.0;-878.0;?
179.0;214.0;?;?;-526.0;-278.0;-442.0;700.0;563.0;387.0;-881.0;820.0
189.0;220.0;-348.0;514.0;-525.0;-278.0;-452.0;727.0;566.0;393.0;-883.0;826.0
194.0;225.0;-358.0;?;-521.0;?;-462.0;?;568.0;384.0;-885.0;827.0
196.0;?;-373.0;442.0;-514.0;-274.0;-472.0;785.0;571.0;364.0;-887.0;826.0
?;222.0;-383.0;413.0;?;-272.0;-482.0;811.0;574.0;346.0;-890.0;825.0
185.0;219.0;?;385.0;-499.0;?;-491.0;831.0;576.0;338.0;-891.0;825.0
169.0;216.0;-406.0;357.0;-491.0;-266.0;-499.0;845.0;578.0;341.0;-892.0;?
?;213.0;-417.0;335.0;-484.0;-269.0;-504.0;856.0;580.0;?;-896.0;?
120.0;211.0;-428.0;?;-478.0;?;-507.0;866.0;583.0;349.0;-899.0;816.0
?;213.0;-439.0;302.0;?;-288.0;-508.0;874.0;586.0;?;-900.0;812.0
72.0;216.0;-452.0;291.0;-464.0;-303.0;?;?;588.0;360.0;-900.0;809.0
?;220.0;-462.0;287.0;-456.0;-316.0;-511.0;877.0;588.0;364.0;-897.0;805.0
46.0;224.0;-469.0;?;-449.0;-328.0;-513.0;874.0;586.0;?;-893.0;803.0
42.0;227.0;-475.0;292.0;-444.0;-339.0;-513.0;?;584.0;376.0;-889.0;803.0
36.0;230.0;-481.0;293.0;?;-349.0;-511.0;871.0;583.0;378.0;-886.0;804.0
32.0;?;-487.0;296.0;-433.0;-358.0;?;869.0;582.0;380.0;?;804.0
28.0;237.0;-493.0;295.0;-428.0;?;-512.0;868.0;581.0;384.0;-880.0;804.0
24.0;242.0;-499.0;?;-423.0;-376.0;-514.0;868.0;578.0;386.0;-877.0;804.0
22.0;248.0;-504.0;293.0;-417.0;?;-516.0;?;575.0;388.0;-874.0;802.0
21.0;254.0;-510.0;292.0;-410.0;-387.0;-519.0;868.0;?;?;-871.0;801.0
21.0;257.0;-515.0;289.0;-403.0;-391.0;?;871.0;568.0;381.0;-869.0;?
18.0;259.0;-518.0;?;?;-395.0;-522.0;878.0;564.0;371.0;-868.0;?
19.0;261.0;-520.0;266.0;-388.0;-400.0;-522.0;891.0;559.0;354.0;-866.0;794.0
11.0;262.0;-520.0;255.0;-383.0;-407.0;-523.0;898.0;555.0;346.0;-862.0;789.0
6.0;265.0;-520.0;248.0;-376.0;-413.0;-527.0;898.0;548.0;?;-853.0;783.0
1.0;267.0;-520.0;238.0;-366.0;-419.0;-533.0;898.0;541.0;358.0;-847.0;?
-10.0;269.0;?;225.0;-355.0;-422.0;-536.0;900.0;532.0;363.0;-842.0;770.0
-24.0;267.0;-529.0;210.0;-343.0;-421.0;-537.0;902.0;522.0;368.0;-835.0;764.0
-34.0;266.0;-535.0;194.0;-334.0;-418.0;-539.0;904.0;514.0;373.0;?;756.0
-44.0;268.0;-539.0;182.0;-330.0;-417.0;-545.0;904.0;508.0;?;-816.0;749.0
-51.0;277.0;-543.0;171.0;?;?;-553.0;898.0;504.0;398.0;-804.0;743.0
-56.0;292.0;-548.0;163.0;-322.0;-450.0;?;893.0;499.0;414.0;-791.0;735.0
-61.0;308.0;-554.0;159.0;-319.0;-471.0;-563.0;889.0;495.0;424.0;-777.0;727.0
-63.0;325.0;-560.0;159.0;-315.0;-492.0;-567.0;887.0;493.0;429.0;-762.0;720.0
-61.0;341.0;-566.0;164.0;-312.0;-516.0;?;884.0;492.0;432.0;?;714.0
-56.0;356.0;-570.0;169.0;-310.0;-538.0;-573.0;881.0;492.0;436.0;-730.0;711.0
-50.0;370.0;?;173.0;?;-559.0;-574.0;877.0;492.0;440.0;-712.0;709.0
-45.0;380.0;?;?;-313.0;-576.0;-577.0;873.0;491.0;445.0;?;709.0
-40.0;?;-579.0;181.0;-314.0;-590.0;-580.0;869.0;488.0;451.0;?;711.0
-37.0;?;-581.0;185.0;-314.0;-603.0;-581.0;865.0;483.0;457.0;?;712.0
-36.0;402.0;-581.0;187.0;-317.0;-612.0;-582.0;861.0;?;463.0;-664.0;715.0
-34.0;?;-581.0;190.0;-320.0;-616.0;-582.0;858.0;474.0;468.0;-658.0;719.0
-37.0;405.0;-583.0;195.0;-320.0;?;-582.0;854.0;473.0;473.0;-656.0;?
-43.0;402.0;-583.0;201.0;-323.0;-606.0;-582.0;850.0;475.0;478.0;-659.0;?
-52.0;397.0;-580.0;214.0;-328.0;-592.0;-582.0;847.0;479.0;479.0;-662.0;735.0
-60.0;389.0;-581.0;231.0;?;-564.0;-581.0;843.0;485.0;480.0;-666.0;742.0
