Accelerometer LH accX;Accelerometer LUA_ accZ;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LUA^ accZ;Accelerometer RWR accZ;Accelerometer LUA_ accY
126.0;336.0;665.0;361.0;208;815.0;-532.0;62.0;847.0;1021.0
148.0;336.0;678.0;473.0;?;?;-391.0;55.0;840.0;899.0
127.0;322.0;684.0;?;181;859.0;-243.0;40.0;765.0;841.0
136.0;331.0;730.0;585.0;378;840.0;-138.0;51.0;629.0;822.0
117.0;334.0;700.0;556.0;834;813.0;-153.0;80.0;634.0;862.0
219.0;349.0;698.0;535.0;734;891.0;-198.0;141.0;616.0;928.0
283.0;388.0;670.0;519.0;739;950.0;-251.0;153.0;?;915.0
324.0;412.0;684.0;465.0;766;983.0;-273.0;210.0;646.0;868.0
399.0;457.0;655.0;404.0;751;1078.0;-283.0;81.0;783.0;864.0
401.0;461.0;734.0;376.0;810;1021.0;-220.0;169.0;797.0;979.0
374.0;390.0;809.0;380.0;796;940.0;-183.0;74.0;903.0;1001.0
432.0;388.0;888.0;?;804;937.0;-204.0;21.0;575.0;1050.0
439.0;?;952.0;432.0;806;979.0;?;87.0;?;1100.0
?;295.0;925.0;418.0;803;1015.0;-244.0;133.0;560.0;1006.0
282.0;297.0;867.0;370.0;812;1037.0;-268.0;92.0;643.0;978.0
?;307.0;831.0;278.0;806;929.0;-276.0;?;976.0;1048.0
255.0;285.0;860.0;308.0;801;870.0;-342.0;170.0;621.0;?
282.0;274.0;847.0;350.0;811;836.0;-302.0;224.0;?;1109.0
263.0;236.0;785.0;436.0;814;802.0;-282.0;?;557.0;?
341.0;278.0;?;484.0;811;840.0;-339.0;262.0;505.0;?
456.0;337.0;844.0;404.0;799;859.0;-323.0;?;528.0;914.0
506.0;398.0;897.0;264.0;798;?;-280.0;284.0;?;916.0
482.0;383.0;998.0;208.0;807;868.0;-340.0;239.0;546.0;897.0
437.0;352.0;1081.0;227.0;805;880.0;-343.0;199.0;538.0;?
394.0;332.0;936.0;278.0;804;903.0;-252.0;166.0;533.0;?
365.0;347.0;950.0;?;804;895.0;-172.0;171.0;541.0;980.0
300.0;340.0;943.0;244.0;807;889.0;-224.0;?;536.0;981.0
251.0;359.0;979.0;177.0;814;894.0;?;155.0;539.0;981.0
207.0;347.0;1049.0;131.0;814;908.0;-386.0;188.0;475.0;989.0
191.0;353.0;?;116.0;813;893.0;-309.0;193.0;526.0;?
258.0;368.0;867.0;146.0;817;868.0;-307.0;246.0;482.0;948.0
367.0;357.0;944.0;196.0;820;889.0;-333.0;301.0;549.0;947.0
411.0;?;1009.0;264.0;808;860.0;-356.0;323.0;601.0;960.0
362.0;389.0;995.0;307.0;814;875.0;-351.0;270.0;610.0;937.0
?;428.0;1019.0;302.0;825;885.0;-343.0;168.0;587.0;968.0
?;392.0;996.0;264.0;789;?;?;85.0;613.0;?
263.0;376.0;1060.0;237.0;779;867.0;-329.0;71.0;612.0;940.0
183.0;347.0;1094.0;?;791;866.0;-316.0;71.0;471.0;951.0
201.0;329.0;1025.0;198.0;709;860.0;-298.0;85.0;504.0;932.0
235.0;300.0;916.0;201.0;703;?;?;126.0;587.0;928.0
230.0;311.0;871.0;211.0;645;861.0;?;131.0;567.0;899.0
241.0;?;906.0;270.0;545;855.0;-361.0;134.0;?;?
248.0;339.0;934.0;350.0;726;840.0;-400.0;127.0;622.0;913.0
231.0;369.0;1012.0;405.0;819;816.0;-355.0;122.0;608.0;933.0
266.0;370.0;983.0;413.0;?;837.0;?;120.0;519.0;951.0
307.0;380.0;?;386.0;?;957.0;-272.0;136.0;573.0;915.0
272.0;393.0;934.0;370.0;824;984.0;-266.0;?;535.0;874.0
270.0;423.0;1023.0;362.0;804;876.0;-256.0;?;428.0;892.0
256.0;444.0;1083.0;353.0;816;831.0;-246.0;133.0;462.0;949.0
?;435.0;?;369.0;811;838.0;-270.0;155.0;419.0;1026.0
327.0;392.0;963.0;380.0;811;894.0;-300.0;173.0;422.0;?
376.0;?;967.0;388.0;799;914.0;-298.0;181.0;508.0;897.0
418.0;380.0;986.0;377.0;?;916.0;-303.0;204.0;474.0;885.0
407.0;385.0;930.0;354.0;814;931.0;-325.0;205.0;488.0;928.0
411.0;371.0;1020.0;311.0;804;?;-329.0;223.0;448.0;979.0
?;361.0;968.0;311.0;807;941.0;-339.0;?;376.0;983.0
394.0;358.0;986.0;337.0;807;894.0;-360.0;169.0;?;1031.0
355.0;359.0;1086.0;328.0;?;873.0;-330.0;176.0;1047.0;1023.0
362.0;359.0;1058.0;281.0;810;834.0;-311.0;131.0;?;1009.0
355.0;?;936.0;?;805;832.0;-317.0;157.0;409.0;999.0
352.0;321.0;926.0;184.0;807;868.0;-302.0;151.0;?;951.0
367.0;326.0;899.0;228.0;?;919.0;-291.0;147.0;494.0;938.0
314.0;301.0;990.0;268.0;?;901.0;-324.0;141.0;?;914.0
250.0;326.0;?;276.0;810;928.0;-364.0;?;337.0;939.0
266.0;329.0;1016.0;272.0;812;954.0;-377.0;46.0;469.0;975.0
222.0;?;970.0;266.0;?;950.0;-338.0;85.0;444.0;981.0
188.0;275.0;941.0;263.0;811;952.0;-318.0;77.0;470.0;984.0
138.0;289.0;838.0;268.0;813;?;-296.0;50.0;?;1016.0
127.0;282.0;1055.0;?;810;868.0;-318.0;91.0;384.0;1002.0
168.0;260.0;1092.0;276.0;814;907.0;-336.0;101.0;483.0;993.0
195.0;277.0;902.0;286.0;821;954.0;-308.0;93.0;438.0;980.0
212.0;267.0;1029.0;291.0;810;953.0;-309.0;103.0;676.0;932.0
245.0;281.0;981.0;292.0;808;?;-316.0;98.0;-68.0;950.0
227.0;329.0;?;304.0;811;961.0;-231.0;77.0;412.0;1007.0
240.0;302.0;?;313.0;810;943.0;-206.0;85.0;777.0;1018.0
236.0;301.0;973.0;318.0;815;920.0;-256.0;75.0;328.0;1038.0
214.0;289.0;981.0;307.0;817;915.0;-245.0;106.0;?;?
236.0;285.0;833.0;282.0;815;943.0;-215.0;133.0;758.0;?
303.0;326.0;966.0;?;811;964.0;-213.0;124.0;?;969.0
287.0;325.0;985.0;?;808;979.0;?;175.0;1127.0;994.0
282.0;308.0;1044.0;223.0;?;986.0;-203.0;123.0;1014.0;987.0
381.0;?;?;269.0;812;983.0;-202.0;86.0;1039.0;1012.0
355.0;318.0;1017.0;309.0;813;897.0;-211.0;129.0;847.0;1034.0
340.0;300.0;871.0;342.0;790;915.0;-230.0;87.0;1029.0;1043.0
321.0;291.0;366.0;321.0;779;912.0;-222.0;31.0;971.0;1071.0
331.0;306.0;863.0;241.0;760;917.0;-268.0;17.0;1116.0;1029.0
303.0;258.0;725.0;188.0;741;931.0;?;-58.0;1204.0;?
252.0;293.0;915.0;184.0;733;870.0;-218.0;-62.0;1008.0;973.0
206.0;218.0;1207.0;197.0;?;864.0;-229.0;-18.0;1062.0;?
232.0;210.0;1007.0;256.0;709;839.0;-277.0;-29.0;1026.0;980.0
?;?;1013.0;?;713;725.0;-225.0;80.0;1040.0;?
294.0;263.0;718.0;397.0;710;736.0;?;125.0;980.0;924.0
338.0;334.0;698.0;424.0;712;832.0;-301.0;97.0;991.0;925.0
321.0;?;548.0;?;?;920.0;-321.0;61.0;987.0;799.0
217.0;?;740.0;?;698;905.0;-270.0;25.0;959.0;782.0
166.0;388.0;575.0;411.0;689;877.0;-208.0;69.0;958.0;824.0
?;349.0;525.0;?;721;886.0;-165.0;?;?;957.0
119.0;?;1096.0;499.0;?;843.0;-239.0;28.0;1067.0;939.0
98.0;346.0;501.0;503.0;685;?;-268.0;73.0;896.0;916.0
135.0;368.0;528.0;546.0;738;856.0;-255.0;?;568.0;941.0
187.0;361.0;517.0;511.0;733;818.0;-338.0;153.0;628.0;900.0
?;373.0;620.0;446.0;703;813.0;-400.0;163.0;874.0;856.0
197.0;412.0;523.0;462.0;738;827.0;-382.0;151.0;666.0;870.0
207.0;?;487.0;543.0;501;888.0;-295.0;128.0;865.0;878.0
266.0;376.0;460.0;578.0;601;?;-251.0;114.0;1181.0;867.0
284.0;358.0;450.0;544.0;466;887.0;-296.0;178.0;1136.0;867.0
271.0;378.0;466.0;489.0;258;859.0;-291.0;192.0;?;884.0
?;379.0;?;430.0;777;821.0;-246.0;185.0;1171.0;944.0
?;398.0;188.0;373.0;-2;802.0;-242.0;226.0;983.0;960.0
?;?;199.0;?;732;822.0;-274.0;270.0;1145.0;?
383.0;401.0;484.0;331.0;1991;894.0;-271.0;?;1143.0;883.0
499.0;423.0;-34.0;?;738;?;-248.0;405.0;993.0;869.0
723.0;440.0;425.0;331.0;768;1204.0;-247.0;449.0;847.0;860.0
738.0;476.0;521.0;318.0;1052;1183.0;-248.0;448.0;814.0;?
576.0;511.0;491.0;329.0;755;?;-269.0;344.0;788.0;1003.0
439.0;522.0;626.0;356.0;894;834.0;-319.0;184.0;817.0;1182.0
416.0;482.0;836.0;338.0;769;913.0;-324.0;?;793.0;1330.0
370.0;345.0;669.0;271.0;813;941.0;-319.0;70.0;816.0;1161.0
?;306.0;?;211.0;817;960.0;-311.0;65.0;864.0;978.0
346.0;271.0;722.0;166.0;790;961.0;-332.0;?;?;954.0
?;?;?;135.0;817;966.0;-384.0;103.0;890.0;1018.0
236.0;263.0;961.0;132.0;805;1003.0;-456.0;95.0;748.0;1038.0
240.0;244.0;1113.0;143.0;806;1002.0;-547.0;98.0;782.0;1065.0
239.0;203.0;1214.0;220.0;805;1019.0;-667.0;71.0;812.0;1076.0
262.0;185.0;1152.0;?;805;976.0;-613.0;81.0;746.0;1067.0
254.0;179.0;1161.0;172.0;802;927.0;?;98.0;791.0;1067.0
207.0;158.0;?;61.0;811;907.0;-266.0;106.0;569.0;1077.0
210.0;?;1022.0;-32.0;797;948.0;-226.0;79.0;898.0;1068.0
?;168.0;976.0;-34.0;?;935.0;-268.0;89.0;489.0;984.0
231.0;209.0;948.0;48.0;817;1002.0;-299.0;96.0;?;912.0
209.0;258.0;895.0;129.0;715;1062.0;?;-3.0;797.0;938.0
69.0;297.0;862.0;202.0;?;1019.0;?;-9.0;736.0;956.0
-14.0;263.0;888.0;244.0;838;?;-163.0;-102.0;527.0;981.0
-68.0;291.0;?;263.0;807;982.0;-146.0;-97.0;?;?
?;240.0;781.0;281.0;770;912.0;-166.0;-1.0;1104.0;1030.0
54.0;312.0;715.0;293.0;759;828.0;-192.0;43.0;1164.0;?
?;317.0;659.0;314.0;792;824.0;-218.0;41.0;1192.0;986.0
126.0;342.0;609.0;320.0;827;838.0;-217.0;55.0;1103.0;?
117.0;386.0;561.0;398.0;837;880.0;-248.0;64.0;1027.0;889.0
131.0;437.0;680.0;466.0;?;902.0;-232.0;73.0;903.0;876.0
157.0;385.0;527.0;509.0;887;?;-213.0;71.0;788.0;866.0
224.0;380.0;166.0;532.0;894;921.0;-205.0;107.0;729.0;868.0
280.0;?;350.0;496.0;882;931.0;-130.0;166.0;682.0;876.0
342.0;412.0;340.0;468.0;806;939.0;-118.0;207.0;625.0;876.0
384.0;386.0;160.0;454.0;751;959.0;-196.0;216.0;503.0;895.0
501.0;383.0;369.0;?;713;953.0;-272.0;205.0;488.0;?
545.0;363.0;571.0;445.0;691;913.0;?;212.0;447.0;914.0
525.0;352.0;495.0;398.0;697;908.0;-239.0;196.0;503.0;934.0
506.0;351.0;617.0;357.0;437;917.0;-231.0;?;588.0;948.0
?;329.0;410.0;334.0;183;826.0;-234.0;256.0;565.0;948.0
?;351.0;677.0;331.0;765;738.0;-237.0;253.0;602.0;941.0
458.0;411.0;710.0;320.0;1707;797.0;-251.0;271.0;678.0;986.0
527.0;415.0;544.0;315.0;1666;1085.0;-293.0;285.0;765.0;932.0
544.0;445.0;540.0;309.0;922;1206.0;-323.0;257.0;753.0;843.0
588.0;428.0;532.0;348.0;?;?;-335.0;95.0;780.0;845.0
518.0;437.0;437.0;377.0;744;?;-307.0;20.0;891.0;1061.0
372.0;393.0;379.0;458.0;813;1042.0;?;35.0;713.0;1329.0
283.0;332.0;370.0;458.0;826;1056.0;-349.0;-6.0;619.0;?
?;270.0;350.0;427.0;?;986.0;-425.0;29.0;621.0;1222.0
102.0;207.0;367.0;350.0;848;?;?;86.0;538.0;1124.0
45.0;192.0;302.0;292.0;797;861.0;-470.0;?;530.0;1112.0
46.0;229.0;259.0;239.0;768;840.0;-407.0;139.0;559.0;1038.0
31.0;227.0;240.0;224.0;774;812.0;-407.0;?;569.0;932.0
?;275.0;?;263.0;819;823.0;?;251.0;528.0;961.0
205.0;263.0;323.0;328.0;878;826.0;-394.0;275.0;596.0;948.0
342.0;257.0;419.0;403.0;812;795.0;-343.0;320.0;630.0;818.0
500.0;?;484.0;330.0;855;764.0;-313.0;356.0;673.0;865.0
?;364.0;612.0;260.0;870;722.0;-277.0;355.0;707.0;848.0
627.0;375.0;592.0;188.0;798;713.0;-247.0;330.0;741.0;?
706.0;430.0;535.0;112.0;799;724.0;-207.0;380.0;726.0;858.0
748.0;420.0;460.0;58.0;810;661.0;-168.0;344.0;755.0;831.0
958.0;389.0;427.0;22.0;828;?;-162.0;420.0;?;801.0
1216.0;449.0;413.0;26.0;787;647.0;-173.0;472.0;830.0;846.0
1092.0;472.0;392.0;?;?;708.0;-162.0;416.0;892.0;861.0
?;536.0;?;68.0;855;813.0;-177.0;427.0;896.0;?
513.0;637.0;384.0;93.0;841;?;-223.0;405.0;886.0;854.0
429.0;742.0;413.0;80.0;785;1064.0;-274.0;365.0;889.0;943.0
484.0;687.0;464.0;57.0;655;?;?;312.0;?;1010.0
618.0;585.0;452.0;16.0;814;1233.0;-399.0;235.0;958.0;1109.0
509.0;541.0;519.0;-29.0;1103;1152.0;-467.0;185.0;847.0;1181.0
188.0;547.0;559.0;-76.0;925;677.0;-485.0;92.0;?;1364.0
-46.0;468.0;546.0;-65.0;1423;674.0;-587.0;-47.0;765.0;1352.0
-133.0;307.0;562.0;-6.0;2141;868.0;-711.0;-60.0;730.0;1302.0
-160.0;97.0;601.0;47.0;1184;883.0;-855.0;-21.0;740.0;969.0
?;60.0;636.0;69.0;440;850.0;-936.0;-95.0;697.0;637.0
?;112.0;668.0;150.0;816;818.0;-792.0;32.0;?;792.0
?;116.0;657.0;173.0;971;800.0;-634.0;180.0;606.0;923.0
18.0;126.0;?;227.0;971;762.0;-574.0;282.0;555.0;837.0
-243.0;179.0;640.0;252.0;941;795.0;-350.0;?;580.0;809.0
-47.0;257.0;591.0;419.0;?;839.0;-202.0;247.0;579.0;800.0
647.0;347.0;501.0;428.0;1183;886.0;-133.0;298.0;611.0;823.0
884.0;332.0;?;293.0;1055;953.0;-6.0;322.0;592.0;?
706.0;359.0;383.0;175.0;1779;890.0;-36.0;296.0;634.0;?
617.0;401.0;374.0;212.0;-282;905.0;-23.0;198.0;625.0;810.0
782.0;351.0;351.0;239.0;-2723;971.0;89.0;169.0;593.0;893.0
862.0;309.0;339.0;296.0;935;959.0;59.0;259.0;629.0;930.0
702.0;?;?;318.0;1139;1026.0;-141.0;254.0;?;947.0
652.0;437.0;329.0;304.0;-114;1200.0;-326.0;219.0;729.0;1026.0
554.0;442.0;324.0;165.0;2122;1248.0;-275.0;298.0;471.0;1120.0
469.0;434.0;295.0;24.0;1413;992.0;?;251.0;400.0;?
309.0;447.0;286.0;?;?;788.0;-73.0;210.0;399.0;1277.0
137.0;406.0;?;386.0;981;983.0;-328.0;163.0;355.0;1415.0
154.0;324.0;332.0;367.0;822;1146.0;-523.0;130.0;374.0;1271.0
367.0;262.0;367.0;333.0;909;?;?;154.0;454.0;912.0
540.0;285.0;411.0;342.0;762;1067.0;-502.0;190.0;?;898.0
528.0;310.0;448.0;353.0;798;?;-590.0;157.0;528.0;1101.0
385.0;316.0;457.0;291.0;803;1153.0;?;59.0;509.0;1209.0
262.0;302.0;482.0;?;780;?;-514.0;?;489.0;?
199.0;208.0;539.0;230.0;?;1104.0;-592.0;76.0;506.0;1092.0
177.0;160.0;?;238.0;758;997.0;-532.0;149.0;570.0;1174.0
137.0;149.0;433.0;162.0;726;920.0;-408.0;132.0;594.0;1182.0
64.0;151.0;388.0;-7.0;731;859.0;-369.0;209.0;639.0;1102.0
-3.0;182.0;374.0;-191.0;754;848.0;-340.0;265.0;684.0;1014.0
-36.0;222.0;308.0;-205.0;?;894.0;-297.0;326.0;715.0;919.0
-27.0;263.0;284.0;-133.0;831;943.0;-149.0;346.0;737.0;883.0
19.0;289.0;312.0;-29.0;721;?;-173.0;422.0;821.0;823.0
173.0;361.0;376.0;34.0;?;?;-212.0;458.0;707.0;848.0
215.0;376.0;461.0;89.0;872;1053.0;-187.0;?;599.0;898.0
?;471.0;516.0;113.0;954;525.0;-144.0;479.0;627.0;977.0
110.0;545.0;512.0;110.0;1943;?;-148.0;183.0;586.0;1127.0
120.0;554.0;523.0;94.0;2027;999.0;-178.0;94.0;528.0;1258.0
262.0;423.0;553.0;61.0;899;894.0;-186.0;263.0;450.0;776.0
379.0;481.0;573.0;34.0;805;869.0;-169.0;149.0;448.0;?
337.0;519.0;587.0;22.0;914;886.0;-128.0;153.0;451.0;882.0
265.0;491.0;615.0;83.0;729;912.0;-121.0;284.0;477.0;1009.0
384.0;436.0;600.0;125.0;?;913.0;-146.0;253.0;455.0;793.0
534.0;498.0;643.0;221.0;658;908.0;-221.0;268.0;439.0;819.0
554.0;476.0;727.0;435.0;885;?;-313.0;314.0;418.0;?
542.0;462.0;619.0;546.0;1359;864.0;-483.0;346.0;441.0;895.0
509.0;444.0;471.0;?;1344;802.0;-502.0;281.0;451.0;951.0
479.0;464.0;497.0;283.0;?;725.0;-424.0;253.0;524.0;988.0
454.0;445.0;492.0;365.0;-273;756.0;-232.0;260.0;539.0;986.0
499.0;421.0;456.0;346.0;?;?;-188.0;317.0;545.0;914.0
523.0;398.0;?;?;-681;942.0;?;322.0;?;871.0
534.0;435.0;394.0;228.0;2358;1013.0;?;329.0;738.0;847.0
642.0;447.0;354.0;240.0;?;1221.0;-470.0;303.0;620.0;934.0
629.0;465.0;347.0;260.0;918;1036.0;-517.0;359.0;538.0;1022.0
510.0;423.0;346.0;259.0;1121;926.0;-482.0;289.0;560.0;?
314.0;457.0;?;268.0;849;1106.0;-470.0;42.0;507.0;1267.0
203.0;366.0;314.0;258.0;779;1278.0;?;102.0;437.0;1314.0
207.0;247.0;310.0;234.0;825;1191.0;-433.0;?;465.0;1077.0
262.0;264.0;341.0;200.0;791;1033.0;-417.0;199.0;503.0;1058.0
195.0;261.0;399.0;174.0;816;999.0;-451.0;153.0;505.0;1268.0
161.0;303.0;419.0;195.0;820;1015.0;-502.0;?;501.0;1313.0
55.0;258.0;449.0;?;?;?;-472.0;142.0;508.0;1122.0
-2.0;199.0;?;239.0;808;928.0;-433.0;152.0;512.0;986.0
34.0;168.0;558.0;287.0;803;896.0;-525.0;159.0;540.0;919.0
66.0;177.0;527.0;258.0;798;835.0;-480.0;?;641.0;1087.0
71.0;202.0;?;201.0;807;778.0;?;221.0;633.0;901.0
?;250.0;?;98.0;?;769.0;-341.0;262.0;692.0;911.0
96.0;251.0;491.0;?;833;803.0;?;231.0;910.0;855.0
81.0;281.0;394.0;112.0;?;862.0;-220.0;246.0;964.0;829.0
96.0;?;389.0;?;733;921.0;-184.0;263.0;987.0;796.0
144.0;308.0;402.0;124.0;849;981.0;-149.0;321.0;1026.0;810.0
250.0;294.0;383.0;?;720;?;-134.0;?;1084.0;875.0
427.0;332.0;428.0;69.0;957;1200.0;?;442.0;891.0;962.0
479.0;?;477.0;57.0;504;987.0;-113.0;567.0;871.0;1014.0
?;461.0;503.0;67.0;976;?;-123.0;462.0;968.0;1010.0
708.0;?;539.0;95.0;1865;982.0;-91.0;269.0;937.0;1195.0
429.0;597.0;622.0;119.0;?;1010.0;-100.0;195.0;977.0;1141.0
415.0;505.0;625.0;121.0;?;?;-157.0;?;1066.0;867.0
?;613.0;581.0;142.0;?;?;-154.0;-115.0;1037.0;943.0
300.0;?;580.0;200.0;683;820.0;-145.0;46.0;1079.0;1007.0
310.0;247.0;?;238.0;693;?;-191.0;101.0;935.0;936.0
333.0;259.0;637.0;233.0;545;719.0;-307.0;?;863.0;914.0
281.0;?;697.0;209.0;594;720.0;-476.0;225.0;764.0;852.0
283.0;300.0;751.0;348.0;639;737.0;-627.0;262.0;624.0;848.0
318.0;360.0;704.0;413.0;730;713.0;-699.0;294.0;627.0;838.0
298.0;?;708.0;400.0;1281;694.0;-756.0;311.0;525.0;848.0
282.0;444.0;?;408.0;955;704.0;?;281.0;568.0;834.0
302.0;?;731.0;434.0;884;702.0;-137.0;256.0;730.0;802.0
349.0;?;808.0;359.0;1223;787.0;?;266.0;?;763.0
398.0;368.0;?;297.0;-434;867.0;-136.0;345.0;838.0;764.0
370.0;409.0;719.0;284.0;-689;913.0;-362.0;363.0;983.0;740.0
488.0;445.0;705.0;265.0;?;1023.0;-519.0;362.0;782.0;791.0
594.0;478.0;477.0;246.0;236;1245.0;-524.0;?;655.0;896.0
520.0;?;439.0;243.0;963;1075.0;-451.0;395.0;938.0;1000.0
282.0;489.0;409.0;282.0;1407;1021.0;-318.0;152.0;1207.0;991.0
118.0;581.0;292.0;298.0;943;983.0;-276.0;?;892.0;1270.0
228.0;411.0;434.0;280.0;734;1002.0;-314.0;217.0;754.0;1284.0
412.0;?;?;256.0;911;869.0;?;245.0;825.0;1114.0
503.0;362.0;275.0;249.0;1038;819.0;-364.0;276.0;901.0;1055.0
535.0;449.0;424.0;266.0;754;857.0;-407.0;194.0;800.0;1054.0
?;495.0;457.0;319.0;952;898.0;-456.0;111.0;937.0;1066.0
479.0;419.0;517.0;?;956;1083.0;-447.0;5.0;795.0;976.0
451.0;274.0;233.0;359.0;736;1117.0;-505.0;?;?;954.0
341.0;201.0;318.0;457.0;824;1116.0;-554.0;-65.0;841.0;964.0
131.0;170.0;1357.0;430.0;782;1077.0;-383.0;-97.0;982.0;1057.0
-7.0;93.0;1178.0;241.0;?;1054.0;-358.0;?;?;1164.0
65.0;46.0;693.0;?;811;1012.0;-376.0;12.0;772.0;1164.0
48.0;51.0;361.0;-20.0;791;925.0;-471.0;83.0;879.0;1130.0
?;132.0;315.0;-6.0;796;923.0;-475.0;151.0;891.0;1046.0
140.0;212.0;464.0;81.0;792;?;-386.0;194.0;819.0;1030.0
?;248.0;351.0;136.0;793;815.0;?;?;?;983.0
217.0;262.0;389.0;245.0;769;820.0;-185.0;231.0;799.0;897.0
174.0;308.0;582.0;347.0;818;?;-120.0;171.0;749.0;934.0
250.0;344.0;?;?;851;823.0;-54.0;173.0;759.0;899.0
290.0;375.0;?;371.0;?;786.0;-97.0;198.0;770.0;858.0
?;406.0;397.0;296.0;786;813.0;-175.0;?;911.0;839.0
260.0;417.0;402.0;220.0;767;825.0;-195.0;221.0;945.0;?
259.0;440.0;570.0;?;810;850.0;-136.0;220.0;807.0;854.0
298.0;429.0;522.0;178.0;?;874.0;-79.0;254.0;1119.0;831.0
397.0;451.0;516.0;?;765;893.0;-103.0;271.0;630.0;863.0
470.0;526.0;470.0;310.0;778;887.0;-200.0;300.0;489.0;902.0
519.0;464.0;602.0;315.0;757;886.0;-267.0;338.0;783.0;899.0
564.0;550.0;545.0;286.0;765;923.0;-328.0;288.0;637.0;936.0
513.0;?;557.0;?;818;919.0;-316.0;202.0;793.0;934.0
460.0;558.0;581.0;323.0;673;976.0;-302.0;133.0;620.0;950.0
336.0;466.0;615.0;322.0;678;930.0;-332.0;?;507.0;946.0
238.0;421.0;834.0;339.0;574;861.0;-359.0;175.0;860.0;939.0
279.0;349.0;857.0;368.0;464;809.0;-352.0;220.0;862.0;973.0
297.0;?;872.0;341.0;371;775.0;?;262.0;606.0;?
251.0;?;916.0;319.0;-88;773.0;?;285.0;612.0;978.0
244.0;378.0;1144.0;304.0;349;781.0;-517.0;274.0;564.0;937.0
327.0;397.0;843.0;283.0;968;815.0;-547.0;314.0;531.0;897.0
342.0;398.0;687.0;286.0;?;848.0;-523.0;343.0;561.0;876.0
348.0;390.0;613.0;?;796;833.0;-365.0;344.0;689.0;857.0
451.0;?;692.0;404.0;812;843.0;-272.0;?;467.0;880.0
475.0;451.0;680.0;367.0;?;882.0;-317.0;278.0;?;909.0
516.0;406.0;720.0;296.0;813;939.0;-351.0;271.0;402.0;924.0
562.0;406.0;641.0;230.0;799;960.0;-379.0;234.0;444.0;909.0
546.0;406.0;917.0;200.0;796;914.0;-398.0;205.0;474.0;?
422.0;373.0;1205.0;172.0;807;960.0;?;179.0;461.0;1032.0
329.0;?;?;158.0;804;1003.0;-311.0;114.0;531.0;1085.0
301.0;329.0;946.0;141.0;800;?;-301.0;132.0;554.0;1063.0
250.0;305.0;975.0;138.0;804;968.0;-364.0;155.0;369.0;1047.0
243.0;318.0;980.0;160.0;?;916.0;-382.0;172.0;236.0;1081.0
?;290.0;1018.0;188.0;795;880.0;-358.0;167.0;?;1115.0
152.0;317.0;1179.0;202.0;?;867.0;-400.0;197.0;?;1062.0
143.0;?;1004.0;205.0;803;890.0;-461.0;?;?;995.0
148.0;317.0;969.0;234.0;800;896.0;-434.0;231.0;?;954.0
?;?;954.0;264.0;801;890.0;-401.0;238.0;453.0;952.0
122.0;261.0;965.0;246.0;806;882.0;-365.0;224.0;438.0;952.0
?;300.0;896.0;215.0;803;877.0;-324.0;280.0;551.0;974.0
180.0;321.0;941.0;189.0;805;798.0;-288.0;299.0;557.0;948.0
279.0;283.0;?;?;805;819.0;-265.0;335.0;471.0;905.0
365.0;?;1083.0;167.0;804;?;-263.0;?;541.0;923.0
437.0;361.0;950.0;149.0;841;?;-272.0;?;507.0;875.0
490.0;400.0;?;126.0;814;848.0;-264.0;331.0;487.0;853.0
570.0;413.0;951.0;105.0;771;857.0;-238.0;286.0;538.0;872.0
551.0;409.0;926.0;103.0;?;818.0;?;264.0;33.0;908.0
504.0;384.0;879.0;101.0;679;844.0;-175.0;202.0;423.0;?
484.0;376.0;900.0;118.0;825;778.0;-178.0;202.0;902.0;927.0
481.0;394.0;966.0;144.0;874;844.0;-191.0;125.0;?;947.0
511.0;406.0;996.0;164.0;783;1010.0;-232.0;222.0;415.0;954.0
409.0;401.0;1003.0;165.0;793;960.0;-278.0;336.0;413.0;944.0
290.0;387.0;979.0;181.0;795;969.0;-315.0;167.0;585.0;840.0
225.0;456.0;900.0;220.0;802;1024.0;-343.0;123.0;304.0;1011.0
182.0;453.0;1024.0;273.0;808;995.0;-388.0;113.0;516.0;1141.0
151.0;371.0;947.0;305.0;809;1011.0;-414.0;?;441.0;1065.0
182.0;268.0;957.0;311.0;814;1002.0;-450.0;?;?;?
169.0;298.0;883.0;332.0;801;953.0;?;134.0;509.0;1043.0
102.0;300.0;825.0;352.0;808;933.0;-434.0;160.0;306.0;1032.0
49.0;292.0;1244.0;351.0;805;921.0;-303.0;162.0;943.0;1049.0
88.0;269.0;1059.0;296.0;796;909.0;-489.0;190.0;629.0;?
?;296.0;1113.0;262.0;802;958.0;-668.0;204.0;795.0;1007.0
?;325.0;1015.0;313.0;802;925.0;-417.0;?;1121.0;?
?;?;1059.0;265.0;796;907.0;-199.0;213.0;795.0;956.0
201.0;360.0;954.0;203.0;802;?;?;202.0;883.0;970.0
195.0;316.0;925.0;203.0;800;893.0;-215.0;162.0;1102.0;977.0
271.0;?;1066.0;239.0;785;930.0;-181.0;150.0;1032.0;962.0
291.0;311.0;934.0;255.0;787;886.0;-184.0;193.0;1049.0;938.0
374.0;319.0;820.0;259.0;791;911.0;?;186.0;1028.0;931.0
438.0;349.0;645.0;233.0;778;927.0;-231.0;164.0;949.0;971.0
