InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
-99.0;-323;5;-409;-316.0;12.0;92.0;262;-409;-323;37.0;-30.0
-42.0;-33;0;0;18.0;21.0;-19.0;279;0;-33;-28.0;10.0
-94.0;15;-2;-25;4.0;18.0;-12.0;279;-25;15;75.0;-20.0
-76.0;20;-1;9;89.0;8.0;-12.0;278;9;20;-3.0;18.0
-23.0;3;-2;-7;90.0;-4.0;39.0;279;-7;3;-24.0;-22.0
-1189.0;-35;-443;45;1187.0;-245.0;-1156.0;-13;45;-35;-505.0;152.0
-58.0;-2;2;-12;60.0;-1.0;-47.0;217;-12;-2;48.0;11.0
-91.0;5;-1;5;9.0;10.0;-55.0;295;5;5;9.0;-15.0
-59.0;-20;-1;13;48.0;-44.0;-35.0;289;13;-20;-19.0;1.0
-61.0;-15;5;-15;-21.0;-14.0;-35.0;285;-15;-15;-8.0;9.0
-60.0;5;-1;-4;38.0;-3.0;-59.0;292;-4;5;-17.0;-10.0
-103.0;23;1;-17;25.0;-23.0;-74.0;293;-17;23;-53.0;34.0
-97.0;-29;0;-16;24.0;-43.0;-95.0;292;-16;-29;-38.0;39.0
-113.0;1;6;17;29.0;-45.0;-85.0;296;17;1;-40.0;42.0
-86.0;-4;-2;31;36.0;-53.0;-111.0;294;31;-4;-32.0;2.0
-63.0;14;0;12;69.0;-50.0;-82.0;288;12;14;-16.0;7.0
-127.0;23;-3;-27;48.0;-51.0;-61.0;293;-27;23;-28.0;-35.0
-120.0;11;-3;-24;59.0;-35.0;-59.0;297;-24;11;-2.0;-21.0
-142.0;-1;-3;-23;65.0;-36.0;-61.0;297;-23;-1;-23.0;-8.0
172.0;-11;-78;-32;-233.0;187.0;375.0;288;-32;-11;659.0;-33.0
128.0;-27;1;-6;-1403.0;184.0;-6.0;286;-6;-27;169.0;-107.0
-175.0;-7;-7;-35;-1982.0;-225.0;-154.0;258;-35;-7;-263.0;-82.0
626.0;-36;-86;-21;1042.0;152.0;497.0;272;-21;-36;360.0;-204.0
-1050.0;17;-2;23;-476.0;-15.0;-390.0;224;23;17;763.0;-17.0
419.0;-356;-284;-1588;-1468.0;487.0;510.0;281;-1588;-356;205.0;181.0
297.0;-36;-28;-5;118.0;321.0;473.0;259;-5;-36;-2.0;-61.0
107.0;-23;18;-3;-384.0;-136.0;17.0;304;-3;-23;-60.0;44.0
213.0;4788;-124;-1165;-202.0;-92.0;158.0;69;-1165;4788;399.0;-159.0
-79.0;-1679;13;-1802;-360.0;455.0;-128.0;396;-1802;-1679;296.0;197.0
118.0;-3;38;-14;634.0;296.0;68.0;278;-14;-3;696.0;-15.0
-14.0;87;-40;113;-638.0;240.0;130.0;46;113;87;716.0;-421.0
203.0;-14;0;-313;86.0;276.0;326.0;307;-313;-14;148.0;63.0
-4.0;6;7;-1;1694.0;210.0;9.0;251;-1;6;579.0;-149.0
510.0;22;-47;-31;663.0;299.0;423.0;269;-31;22;-67.0;-45.0
-913.0;8;1;-7;485.0;-49.0;-359.0;308;-7;8;90.0;46.0
-422.0;-53;-4;72;303.0;-69.0;-345.0;271;72;-53;-346.0;391.0
-15.0;-35;-1;37;71.0;128.0;76.0;243;37;-35;538.0;-32.0
