InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
281;1013.0;336;-622.0;-504;?;138;281
486;1000.0;-149;-409.0;-523;-127;127;486
514;884.0;-180;0.0;-66;-163;163;514
297;760.0;?;666.0;42;-106;106;297
219;872.0;8;1227.0;290;-101;101;219
271;959.0;176;1491.0;?;-100;100;271
157;1050.0;218;1165.0;347;17;-17;157
110;1053.0;290;779.0;496;-51;51;110
24;1042.0;160;561.0;23;-12;12;24
87;1061.0;215;395.0;-1083;-110;110;87
-2;1074.0;526;331.0;-944;-69;69;?
-249;979.0;764;169.0;-476;-251;251;-249
286;886.0;1355;47.0;?;-1227;1227;286
?;811.0;1478;145.0;-1475;-724;724;?
636;793.0;1582;306.0;-1558;-2519;2519;636
1453;782.0;1307;393.0;-1245;-5441;5441;1453
1751;635.0;194;381.0;166;-6609;6609;1751
2584;594.0;127;233.0;283;-7557;7557;2584
4249;570.0;182;186.0;-99;?;4674;4249
6184;541.0;-24;289.0;?;-3388;3388;6184
3437;541.0;116;507.0;-91;-2618;2618;3437
-1317;577.0;97;792.0;15;2005;-2005;-1317
-2064;625.0;101;1021.0;2;3473;-3473;-2064
-2055;648.0;114;1180.0;0;3300;-3300;-2055
-1512;642.0;104;1244.0;26;?;?;-1512
-938;587.0;113;1193.0;14;4828;-4828;-938
-1187;465.0;110;1004.0;25;4725;-4725;-1187
-1199;364.0;110;?;17;5462;-5462;-1199
?;268.0;111;434.0;18;5372;-5372;-1198
-214;233.0;?;289.0;23;4002;-4002;-214
193;232.0;63;-225.0;-15;4613;-4613;193
82;-180.0;126;-753.0;75;1869;-1869;82
833;-591.0;137;-975.0;96;-1525;1525;833
448;-651.0;154;-1033.0;120;-901;901;448
?;-511.0;154;-1175.0;119;-1312;1312;-330
19;-322.0;-269;332.0;59;50;-50;19
26;-251.0;-204;324.0;-90;30;?;26
-2;-124.0;-311;323.0;66;15;-15;-2
9;29.0;-480;250.0;281;14;-14;9
-56;-3.0;-131;?;-112;-13;13;?
-201;103.0;74;?;-282;-15;15;-201
70;242.0;96;-103.0;-274;-21;21;70
-330;685.0;-397;-501.0;260;-4;4;-330
-122;803.0;-562;-1053.0;507;-16;16;-122
-256;685.0;129;-1350.0;-176;-5;5;-256
-1741;679.0;?;?;-62;803;-803;-1741
-1819;890.0;-113;-1739.0;110;2142;-2142;-1819
-4966;718.0;65;-1847.0;-65;2329;-2329;-4966
-6873;430.0;-26;-1707.0;43;1643;-1643;-6873
-3494;263.0;5;-1606.0;17;1009;-1009;-3494
-2163;-30.0;?;-1439.0;?;464;-464;-2163
-1628;-285.0;8;-1160.0;29;327;-327;-1628
-755;-381.0;25;-1164.0;?;250;-250;-755
-765;-498.0;9;-1021.0;?;363;-363;-765
?;-687.0;-20;-725.0;65;163;-163;-677
-723;-659.0;1;-570.0;48;438;-438;-723
-616;-426.0;20;?;33;1854;-1854;-616
-366;-350.0;-13;-238.0;66;2300;-2300;-366
-150;-312.0;-48;52.0;100;2194;-2194;-150
326;-352.0;-6;?;56;2426;-2426;326
407;-670.0;5;439.0;46;2207;-2207;407
968;-788.0;-26;488.0;75;1919;-1919;968
1424;-866.0;-26;666.0;74;1053;-1053;1424
352;-781.0;-38;643.0;93;200;-200;352
456;-803.0;18;605.0;26;647;-647;456
-656;-904.0;26;533.0;23;-928;928;-656
-2005;-918.0;-39;394.0;91;-3285;3285;-2005
-1910;-895.0;-80;287.0;142;-2794;2794;-1910
-1990;-862.0;-296;294.0;322;-2776;2776;-1990
488;-747.0;-440;307.0;326;-3008;3008;488
1031;?;-190;293.0;110;-976;976;1031
-174;-368.0;-158;276.0;229;266;-266;-174
281;-221.0;-274;346.0;398;-39;39;281
4;-101.0;-174;470.0;297;76;-76;4
-17;-70.0;-86;519.0;134;87;-87;?
88;-78.0;63;465.0;-74;33;-33;88
5;-68.0;-28;303.0;18;76;-76;5
153;-151.0;176;161.0;-201;-3;3;153
63;-172.0;-73;135.0;13;39;-39;63
-34;-205.0;-180;67.0;136;35;-35;-34
-44;-173.0;117;207.0;-132;33;-33;?
-41;-187.0;-675;450.0;667;39;?;-41
-47;-292.0;479;666.0;-392;?;-35;?
-42;-446.0;316;565.0;-265;36;-36;-42
-44;-733.0;-384;478.0;259;36;-36;-44
-43;-896.0;967;601.0;-989;36;-36;-43
-43;-834.0;656;405.0;-382;35;-35;-43
-45;-632.0;?;26.0;-1802;36;-36;-45
?;-441.0;1824;-417.0;-1673;35;-35;-40
-48;-260.0;-309;-478.0;313;37;-37;-48
-39;-186.0;279;-471.0;-293;35;-35;-39
-43;-89.0;41;-309.0;-69;35;-35;-43
-56;-139.0;-69;-124.0;38;38;-38;-56
-14;-130.0;127;-10.0;-153;30;-30;-14
-94;-11.0;?;-40.0;24;47;-47;-94
14;145.0;42;-95.0;-77;20;-20;14
-82;237.0;-23;-143.0;-12;57;-57;-82
65;227.0;-25;-143.0;-9;228;-228;65
634;387.0;-2;30.0;-33;236;-236;634
-206;623.0;-21;142.0;-14;-8;8;-206
-511;1082.0;-13;562.0;-21;-334;334;-511
141;1531.0;?;842.0;?;-413;413;141
?;1593.0;3;1249.0;-42;-290;290;-26
55;1372.0;16;1591.0;-57;-332;332;55
118;1252.0;4;?;-46;-367;367;118
20;1303.0;-4;1810.0;-40;-240;?;20
53;?;13;1372.0;-57;-159;159;53
8;1551.0;9;1183.0;-54;-111;111;8
22;?;0;?;-46;-100;100;22
20;?;-5;1304.0;-38;-110;110;20
56;886.0;-16;1300.0;?;-50;50;56
76;857.0;-1;1206.0;-38;-78;78;76
42;735.0;12;990.0;-49;-51;51;42
15;587.0;-3;782.0;-34;17;-17;15
44;?;-2;715.0;-32;-86;86;44
57;662.0;?;540.0;-41;-140;140;57
-23;604.0;1;446.0;-32;-89;89;-23
-28;533.0;-4;367.0;-28;-31;31;-28
33;477.0;5;305.0;-44;-44;44;33
40;409.0;0;296.0;-35;-78;?;40
50;351.0;-11;285.0;-16;-23;23;?
36;287.0;-1;270.0;-35;30;-30;36
4;261.0;7;?;-46;27;-27;4
30;?;3;223.0;-42;-26;26;30
7;221.0;0;235.0;-39;-116;116;7
-47;204.0;-6;220.0;-31;-173;173;-47
-41;191.0;-8;202.0;-33;?;?;-41
-39;139.0;1;208.0;-37;-149;149;-39
-46;151.0;0;216.0;-32;-121;121;-46
-65;138.0;-3;?;-33;-54;54;-65
-43;172.0;2;220.0;-39;?;40;-43
16;142.0;5;240.0;-44;-54;54;16
9;142.0;3;202.0;-47;-26;26;9
-4;176.0;0;193.0;-38;-52;52;-4
9;189.0;0;212.0;-34;-110;110;9
0;164.0;1;190.0;-38;-103;103;0
-15;151.0;6;174.0;-43;-82;?;-15
-10;142.0;6;137.0;-42;-84;84;-10
-2;99.0;-2;126.0;-33;-47;?;-2
-2;90.0;-2;137.0;-32;-7;7;-2
-2;51.0;-2;?;-32;-19;19;-2
-2;17.0;1;151.0;?;-22;22;-2
-20;-13.0;5;154.0;-40;-22;22;-20
-32;10.0;?;109.0;-39;-85;85;-32
-32;14.0;4;?;-39;-80;80;-32
-14;14.0;4;42.0;?;-34;34;-14
14;-11.0;4;48.0;-39;-104;104;14
-61;30.0;4;29.0;-39;-33;33;-61
-71;-14.0;4;54.0;-39;21;-21;-71
-100;-37.0;5;78.0;-39;44;-44;-100
-198;-32.0;10;66.0;-40;226;-226;-198
-152;-39.0;13;?;-43;240;-240;-152
-626;-31.0;1;40.0;-32;320;-320;-626
-1573;-2.0;-5;21.0;-25;?;-437;-1573
-2015;-5.0;-4;41.0;-26;383;-383;-2015
-1943;8.0;-5;57.0;-22;433;?;-1943
-1539;11.0;0;49.0;-20;1154;-1154;-1539
-596;49.0;-1;58.0;-20;2629;-2629;?
?;5.0;-3;91.0;-16;3294;-3294;-55
-883;-55.0;0;92.0;?;2399;-2399;-883
-2103;-36.0;4;?;-30;633;-633;-2103
-1396;-38.0;0;91.0;-23;-413;413;-1396
321;-105.0;-5;65.0;-12;-175;175;321
372;-82.0;9;30.0;-15;-116;116;372
70;-168.0;37;-31.0;-40;-149;?;?
178;-268.0;74;-83.0;-80;?;1;178
-14;-367.0;79;-279.0;-91;-50;50;-14
23;-517.0;380;-388.0;-522;-24;24;23
49;-690.0;778;-480.0;-1003;?;5;49
17;-815.0;511;-538.0;-517;3;-3;17
4;-1019.0;142;-311.0;-8;-19;19;4
-28;-1166.0;137;-82.0;-69;?;30;-28
?;-1125.0;-73;-109.0;94;-6;6;-26
-63;?;-219;-189.0;193;-15;15;-63
-46;-1146.0;-135;-208.0;55;?;-37;-46
-46;-1223.0;-159;-150.0;20;47;-47;-46
-29;-1285.0;20;-140.0;-129;56;-56;-29
-58;-1342.0;-81;-62.0;-89;22;-22;-58
-29;-1354.0;301;49.0;-377;-18;18;-29
-41;?;259;64.0;-360;-15;15;-41
-142;-1279.0;-1218;68.0;681;34;-34;-142
-166;-1250.0;-570;189.0;274;123;-123;-166
-311;-1179.0;469;391.0;-471;118;-118;-311
-107;-1044.0;-152;360.0;24;131;-131;-107
-431;-906.0;-203;236.0;169;9;-9;-431
-2273;-875.0;-60;254.0;23;-1353;1353;-2273
-2276;-852.0;-68;390.0;14;-2096;2096;-2276
-1079;-741.0;-52;454.0;?;-1389;1389;-1079
-3674;-578.0;-52;?;34;-3076;3076;-3674
-4374;-496.0;-34;469.0;29;-1998;1998;-4374
-2032;-400.0;-56;507.0;56;1828;-1828;-2032
-2156;-498.0;-46;591.0;47;1644;-1644;-2156
-1079;-616.0;-43;775.0;47;1950;-1950;-1079
-129;-534.0;-39;770.0;49;2626;-2626;-129
-819;-208.0;-39;512.0;54;2171;-2171;-819
-251;99.0;-46;309.0;60;2460;-2460;-251
-638;437.0;-43;60.0;58;2379;-2379;?
-1346;538.0;-35;42.0;57;3507;-3507;-1346
-770;529.0;-36;29.0;60;5200;-5200;?
-1518;378.0;-42;71.0;69;3607;-3607;-1518
-1612;350.0;-37;-32.0;68;716;-716;-1612
-820;156.0;-24;-176.0;53;?;-196;-820
-921;134.0;-27;-294.0;58;40;-40;-921
-548;-48.0;-32;-295.0;71;-1037;1037;-548
-567;-207.0;-19;-209.0;64;-1102;1102;-567
400;-176.0;-21;-275.0;66;-548;548;400
1150;-194.0;-29;-217.0;77;-331;331;1150
782;-173.0;-51;-258.0;95;?;?;?
818;-175.0;-43;-219.0;?;-253;253;818
126;-151.0;-19;-176.0;64;-96;96;126
-99;-138.0;-44;-102.0;82;3;-3;-99
130;-187.0;46;-35.0;10;-27;27;130
43;-229.0;210;-121.0;-144;-9;9;43
148;-282.0;319;-36.0;-245;-7;7;148
119;-163.0;432;-29.0;-362;-6;6;119
94;-8.0;171;?;-269;1;-1;94
125;35.0;-555;62.0;221;13;-13;125
115;32.0;-869;125.0;486;11;-11;115
130;176.0;-491;153.0;128;20;?;130
138;305.0;-134;390.0;-290;18;-18;138
80;1404.0;-22;771.0;-373;-17;?;80
38;1484.0;15;-92.0;-270;-35;35;38
52;151.0;-6;849.0;-138;-39;39;52
-12;894.0;-55;?;48;-21;21;-12
-100;290.0;-61;1139.0;136;20;-20;-100
-126;414.0;-52;1046.0;114;35;-35;-126
-125;193.0;-52;1369.0;117;35;-35;-125
-90;-88.0;-40;1570.0;68;30;-30;-90
?;-572.0;-74;1926.0;-40;1;-1;-85
?;-854.0;-157;2126.0;-99;5;-5;-86
-67;-1018.0;?;2104.0;-94;25;-25;-67
-78;-788.0;-267;1445.0;-203;27;-27;-78
-122;-644.0;-303;1029.0;-263;8;-8;-122
-125;-674.0;20;839.0;226;-20;20;-125
-174;-496.0;204;576.0;577;65;-65;-174
-280;-346.0;-47;439.0;5;-68;?;?
-197;-396.0;-68;317.0;-67;113;-113;-197
-275;-428.0;?;214.0;745;-43;43;-275
-554;-528.0;202;116.0;711;-6;6;-554
-462;-784.0;27;-187.0;87;332;-332;-462
-2099;-1073.0;14;-534.0;-40;-705;705;-2099
-6181;-1188.0;?;-723.0;23;1900;-1900;-6181
-6196;-1191.0;-22;-805.0;0;4723;-4723;-6196
-3004;-1246.0;-21;-770.0;-5;2811;-2811;-3004
-2509;-1350.0;-19;-700.0;1;2219;-2219;-2509
-1719;-1372.0;-8;-650.0;23;1971;-1971;-1719
-925;-1350.0;-24;-663.0;12;1114;-1114;-925
-534;-1327.0;?;-753.0;8;?;-1172;-534
437;-1298.0;-13;-819.0;38;1298;-1298;437
321;-1235.0;-3;-846.0;45;1423;-1423;321
260;-1028.0;11;-897.0;65;?;-1428;?
483;-831.0;7;-823.0;63;1631;?;483
559;-472.0;?;-686.0;59;1698;?;559
448;-106.0;5;-607.0;66;1809;-1809;?
250;3.0;-14;-601.0;49;1916;-1916;?
181;-165.0;-14;-461.0;47;1950;?;181
367;-210.0;-7;-297.0;55;?;-2023;367
846;-32.0;-8;-278.0;54;1633;-1633;846
670;112.0;12;-268.0;69;1538;-1538;670
900;269.0;-29;-117.0;5;1100;-1100;900
643;300.0;-26;49.0;?;-23;23;643
211;?;10;232.0;26;-563;563;211
-268;277.0;4;405.0;-38;-976;976;-268
?;315.0;135;692.0;110;-2069;2069;-2718
-1679;365.0;?;902.0;144;-3348;3348;-1679
-443;411.0;334;1078.0;276;-2508;2508;-443
-1648;377.0;625;1163.0;?;-786;786;-1648
-541;374.0;581;1216.0;514;-922;922;-541
-418;351.0;522;1197.0;514;-1056;?;-418
-278;352.0;882;1197.0;438;-260;260;-278
386;375.0;772;1096.0;395;81;-81;386
54;404.0;584;927.0;476;7;-7;54
141;378.0;706;818.0;382;34;-34;141
?;328.0;447;737.0;216;36;-36;105
48;267.0;244;614.0;0;-21;21;48
74;187.0;232;473.0;-111;-45;45;?
?;150.0;248;382.0;56;1;-1;66
96;147.0;87;184.0;-13;?;-43;96
77;17.0;-553;100.0;-317;46;-46;77
70;-184.0;-1360;1.0;-520;36;-36;70
67;-367.0;-1704;-159.0;-612;24;-24;67
98;-607.0;-1008;-591.0;-304;22;-22;98
141;-1023.0;-105;-973.0;-159;-102;102;141
77;-1384.0;-179;-1213.0;-172;25;-25;77
-135;-1477.0;-312;-1372.0;136;-524;524;-135
-100;-1359.0;139;-1528.0;251;-3190;3190;-100
-806;-1265.0;149;-1683.0;155;-6133;?;-806
-2797;-1196.0;-70;-1762.0;-3;-6422;6422;-2797
?;-1024.0;?;-1782.0;?;-4217;4217;-2563
-760;-812.0;1;-1660.0;21;-1043;1043;-760
-610;?;28;-1481.0;34;-127;127;-610
-616;-289.0;21;-1127.0;22;-196;196;-616
-323;-59.0;-4;-704.0;2;1972;-1972;-323
-157;216.0;-8;-379.0;-9;2882;?;-157
224;387.0;-4;85.0;?;3794;-3794;?
738;424.0;6;578.0;12;4592;-4592;738
190;591.0;1;1028.0;13;4776;-4776;?
-862;829.0;6;1390.0;16;5494;-5494;-862
-350;942.0;12;1734.0;26;1821;-1821;-350
168;862.0;?;2125.0;-1;-1013;1013;168
210;959.0;32;2243.0;?;-214;214;210
415;940.0;-38;1871.0;?;-163;163;415
97;434.0;-61;1387.0;-107;108;-108;97
-16;113.0;-65;1061.0;-56;151;-151;-16
104;123.0;?;779.0;-136;-8;8;104
69;?;-89;551.0;95;74;-74;69
36;388.0;136;322.0;214;21;-21;36
5;311.0;-44;87.0;100;-23;23;5
9;240.0;231;-84.0;348;-26;26;9
10;?;271;-194.0;380;-7;7;10
3;265.0;64;-208.0;201;-4;?;3
-7;263.0;-136;-177.0;20;13;-13;-7
8;188.0;-225;-170.0;?;-19;19;?
32;51.0;-223;-122.0;-35;7;-7;32
?;-8.0;-218;-166.0;-18;25;-25;49
56;-108.0;-384;-151.0;-199;-37;37;56
-1;-188.0;-658;-157.0;-819;-3;3;-1
-61;-306.0;219;-192.0;29;-78;78;-61
-102;-411.0;?;-323.0;578;-140;140;-102
-219;-550.0;-149;-437.0;-165;-448;448;-219
-408;-572.0;54;-404.0;62;-1166;1166;-408
-495;-426.0;85;-306.0;108;-1410;1410;-495
-409;-235.0;-57;-260.0;-57;-1374;1374;-409
-316;-152.0;58;-165.0;73;-1384;1384;-316
-103;-123.0;-7;3.0;-3;-1157;1157;-103
270;?;13;200.0;23;-864;?;270
453;-63.0;17;390.0;24;-753;753;453
456;51.0;-1;548.0;4;-760;760;456
465;114.0;5;731.0;14;-731;731;465
445;247.0;15;872.0;27;-791;791;445
474;362.0;8;868.0;22;-669;669;474
428;425.0;0;911.0;14;-331;331;428
166;514.0;13;909.0;27;-250;250;166
99;798.0;8;826.0;25;-265;265;99
?;737.0;6;726.0;24;-240;240;275
199;477.0;12;609.0;29;-297;297;199
2;231.0;8;308.0;26;-325;325;2
39;217.0;5;12.0;23;-360;360;39
37;202.0;10;-90.0;30;-348;348;37
-156;139.0;18;-107.0;42;-237;237;-156
-199;64.0;3;-162.0;26;-294;294;-199
-79;-13.0;-4;-174.0;17;-282;282;-79
-123;-70.0;?;-236.0;25;-235;235;-123
-199;-74.0;4;-321.0;24;-315;315;-199
-74;-95.0;10;-334.0;29;-201;201;-74
-5;-111.0;6;?;25;?;113;-5
-57;-146.0;-3;-251.0;17;-118;118;-57
-46;-119.0;?;?;17;-100;100;-46
-17;-112.0;-5;-149.0;15;-70;70;-17
11;-78.0;?;-93.0;20;47;-47;11
111;-43.0;4;-23.0;24;82;?;?
176;-14.0;-1;25.0;?;31;-31;176
113;43.0;-1;38.0;19;65;-65;113
77;23.0;-2;78.0;17;81;-81;77
79;27.0;-9;?;11;93;-93;79
80;38.0;-2;?;19;134;-134;80
194;76.0;5;95.0;26;143;-143;194
436;94.0;-2;105.0;16;247;-247;436
650;107.0;-7;80.0;9;?;-317;650
503;74.0;-3;101.0;20;300;?;503
205;65.0;1;121.0;25;314;-314;205
149;10.0;2;106.0;23;210;-210;149
7;-7.0;10;160.0;37;152;-152;7
-164;14.0;9;29.0;40;153;-153;-164
-31;39.0;-8;-15.0;26;-52;52;-31
-386;47.0;0;?;37;379;-379;-386
?;41.0;14;-45.0;50;990;-990;-971
-1008;115.0;1;?;39;887;-887;-1008
?;137.0;2;-51.0;35;816;-816;-564
744;139.0;0;28.0;34;674;-674;744
1615;166.0;-5;109.0;?;632;-632;1615
1133;127.0;-1;67.0;31;416;-416;1133
1019;167.0;-2;90.0;25;-734;734;1019
1018;131.0;-1;61.0;21;-691;691;1018
181;118.0;-2;3.0;21;754;-754;181
-110;125.0;4;-86.0;20;745;-745;-110
63;192.0;?;-178.0;6;423;-423;63
21;274.0;-1;-272.0;-1;760;-760;21
?;357.0;4;-260.0;2;417;-417;149
211;462.0;?;-182.0;-2;130;-130;211
207;?;12;-90.0;16;110;-110;207
91;609.0;26;7.0;23;-13;13;91
-64;683.0;17;88.0;13;?;22;-64
-20;765.0;8;137.0;-9;26;-26;-20
?;801.0;25;207.0;-17;21;-21;-5
-34;770.0;16;194.0;-25;-54;54;-34
-1;787.0;-20;203.0;-81;-102;102;-1
-32;748.0;-15;221.0;-81;-53;53;-32
-44;635.0;-39;221.0;-113;-2;2;-44
-8;526.0;-46;155.0;-153;-8;8;-8
-22;424.0;-29;168.0;-134;-5;5;-22
-5;290.0;-52;43.0;-135;3;-3;-5
-13;196.0;-28;-96.0;?;13;-13;-13
-16;53.0;-50;-201.0;-175;19;-19;-16
26;-91.0;0;-271.0;-143;48;-48;26
39;-220.0;23;-310.0;-112;14;-14;39
19;-256.0;-68;-415.0;-219;?;76;19
-2;-340.0;-3;-469.0;-130;-18;?;-2
4;-442.0;-26;-517.0;-105;52;-52;4
-21;-510.0;-71;-461.0;-125;-23;23;-21
-5;-579.0;29;-452.0;?;-44;44;-5
29;-591.0;39;-509.0;?;25;-25;29
-1;-647.0;-71;-564.0;-327;25;-25;-1
11;-678.0;-132;-595.0;-500;10;-10;11
27;-637.0;-11;-590.0;-176;41;-41;27
-2;-609.0;117;?;?;32;-32;-2
-33;-615.0;105;-495.0;346;15;-15;-33
-39;-513.0;-3;-420.0;329;26;-26;-39
-3;-413.0;-173;-236.0;-144;25;-25;-3
25;-312.0;-113;26.0;-250;?;-20;25
28;-217.0;218;244.0;228;8;-8;28
-24;?;262;373.0;227;54;-54;-24
-23;-303.0;40;498.0;-32;24;-24;-23
-56;-252.0;-29;541.0;-1;20;?;?
-94;-115.0;-23;519.0;?;-72;72;?
-105;?;0;632.0;1;-260;260;-105
-225;120.0;20;641.0;51;-135;135;-225
-75;83.0;3;815.0;27;-605;?;-75
-852;-36.0;-2;865.0;35;-1044;1044;?
-1876;27.0;?;701.0;33;-477;477;-1876
?;76.0;2;544.0;35;-40;40;-1741
-1778;143.0;1;416.0;34;29;-29;-1778
-1189;215.0;2;339.0;38;-268;268;-1189
-543;175.0;-3;317.0;38;-610;610;-543
-418;204.0;-2;270.0;43;-995;995;-418
73;?;2;246.0;42;-1409;1409;73
25;370.0;-7;173.0;15;-1343;1343;25
-74;554.0;-7;141.0;21;-1310;1310;-74
166;?;2;73.0;42;-1269;1269;166
414;628.0;-2;151.0;38;-1101;1101;414
699;675.0;-2;255.0;31;-1054;1054;699
879;706.0;7;402.0;32;-806;806;879
891;599.0;3;564.0;34;-483;483;891
779;385.0;1;628.0;28;-448;448;779
845;219.0;0;606.0;30;-474;474;845
902;143.0;-7;545.0;35;-453;453;902
?;102.0;-3;420.0;34;-457;457;921
1046;148.0;4;300.0;38;-430;430;1046
1067;93.0;2;223.0;35;-443;443;1067
1137;53.0;-2;185.0;24;-458;458;1137
?;-37.0;-3;117.0;22;-456;456;1122
1181;-10.0;-2;-113.0;31;-455;455;1181
1107;21.0;3;-210.0;29;-458;458;1107
1147;40.0;1;?;32;-457;457;1147
1216;10.0;?;-276.0;38;-454;454;1216
919;71.0;4;-343.0;16;-459;459;919
1929;127.0;-9;-387.0;33;-496;496;1929
2560;195.0;12;-455.0;17;-870;870;2560
3118;221.0;-13;-409.0;31;-1057;1057;3118
5399;282.0;-13;-434.0;12;361;-361;?
4174;265.0;?;-426.0;-51;2059;-2059;4174
?;218.0;-141;-377.0;84;1402;-1402;141
-334;177.0;48;-351.0;160;45;-45;-334
594;133.0;-197;-476.0;606;-112;112;594
99;115.0;?;-635.0;1910;-3;3;99
158;63.0;-1004;-816.0;1783;-6;6;158
226;?;-218;-873.0;-90;-63;63;226
119;29.0;-25;?;-549;-119;119;119
216;48.0;-142;-1184.0;-387;-15;15;216
142;153.0;-36;-1456.0;-289;40;-40;142
132;236.0;54;-1671.0;?;-34;34;?
131;302.0;-46;-1669.0;367;-30;30;131
149;318.0;-198;-1753.0;239;-15;15;149
-6;306.0;-301;-1752.0;348;-57;57;-6
-135;353.0;?;-1762.0;304;-97;97;-135
-4;335.0;-446;-1708.0;389;-166;166;-4
-64;198.0;-472;-1504.0;386;-208;208;-64
-145;114.0;-252;-1366.0;208;-246;246;-145
161;-19.0;233;-1454.0;-74;-531;531;?
222;?;593;-1672.0;-305;-740;?;222
251;107.0;505;-1822.0;-113;-532;532;251
194;342.0;802;-1955.0;-547;-830;830;194
530;405.0;2170;-2046.0;-2309;-1714;1714;530
703;329.0;2242;-1939.0;-2386;-2284;2284;703
399;301.0;70;-1772.0;-25;-3529;3529;399
2764;500.0;-869;-1761.0;?;-5003;5003;?
4481;?;-205;-1769.0;280;-4394;4394;4481
4055;753.0;18;-1732.0;67;-5249;5249;4055
4114;764.0;19;-1580.0;65;-4549;4549;4114
3057;645.0;20;-1278.0;64;731;-731;?
2116;538.0;44;-988.0;38;1869;-1869;2116
1822;524.0;70;?;10;1849;-1849;1822
1464;441.0;42;-830.0;41;3521;-3521;1464
?;402.0;53;-741.0;29;3283;?;1975
2035;333.0;60;-741.0;30;3778;-3778;2035
1608;264.0;54;-721.0;33;3910;-3910;1608
1626;249.0;30;-727.0;46;2933;-2933;1626
1792;261.0;84;-729.0;10;3111;-3111;1792
4019;408.0;1;-731.0;31;3232;-3232;4019
2274;479.0;17;-693.0;28;1015;-1015;2274
-4354;445.0;4;-740.0;57;-1439;1439;-4354
-4152;335.0;-51;-774.0;86;-2432;2432;-4152
-442;354.0;167;-1015.0;-31;-2918;2918;-442
384;569.0;-501;-1155.0;352;-1533;1533;?
393;731.0;-717;-1207.0;579;-38;38;393
292;792.0;-942;-1246.0;614;-143;143;292
155;805.0;-1720;-1311.0;763;-4;4;155
101;826.0;-799;-1390.0;266;-22;22;101
73;850.0;?;-1459.0;?;-102;102;73
78;886.0;-794;-1463.0;?;44;-44;78
110;932.0;-390;-1420.0;63;-104;104;110
96;980.0;-398;-1412.0;7;-97;97;96
52;985.0;-134;-1303.0;-99;3;-3;52
9;892.0;-84;-1100.0;184;-47;47;9
48;697.0;276;-796.0;129;-10;10;48
62;528.0;503;-661.0;330;36;?;62
33;485.0;1149;-556.0;113;26;-26;33
39;398.0;1078;?;166;21;-21;39
38;122.0;1081;-100.0;167;21;-21;38
18;-124.0;2878;-30.0;-1288;-37;37;18
-115;-391.0;1126;-84.0;?;-385;385;-115
-189;-557.0;3;-144.0;87;-457;457;-189
-109;-443.0;1279;-345.0;-2218;-970;970;-109
292;-254.0;464;-454.0;-1530;-2007;2007;?
506;-193.0;366;-525.0;-341;-2531;2531;506
346;-90.0;213;-552.0;-31;-2740;2740;346
1348;83.0;?;-557.0;41;-1666;1666;1348
2574;197.0;148;-469.0;-49;-331;331;2574
2382;303.0;-4;-339.0;32;-94;?;2382
1725;383.0;44;-265.0;17;19;-19;1725
1200;393.0;43;-207.0;24;155;-155;1200
657;446.0;21;-231.0;33;241;-241;657
429;502.0;45;-296.0;32;271;-271;429
598;590.0;28;-396.0;26;268;-268;598
422;691.0;29;-423.0;34;253;-253;422
174;806.0;27;-446.0;42;223;-223;174
162;950.0;12;-375.0;38;236;-236;162
-362;1064.0;5;-244.0;43;221;-221;-362
-619;929.0;12;-18.0;44;405;-405;-619
-500;849.0;5;154.0;56;497;-497;-500
-534;715.0;?;189.0;36;516;-516;?
-483;504.0;21;162.0;1;585;-585;-483
-498;401.0;-2;50.0;35;444;-444;-498
-376;351.0;-9;21.0;43;613;-613;-376
?;308.0;20;10.0;52;806;-806;-364
-424;233.0;45;15.0;86;735;-735;-424
-300;164.0;33;44.0;71;479;-479;-300
-497;125.0;8;22.0;42;490;-490;-497
-594;?;8;23.0;37;518;-518;-594
-104;-1.0;10;88.0;43;-204;204;-104
230;-63.0;-3;165.0;35;325;-325;230
230;-143.0;16;147.0;23;995;?;230
259;-197.0;-30;56.0;40;255;-255;?
157;-185.0;-1;-35.0;41;32;-32;157
53;-73.0;55;-23.0;30;-24;24;53
77;16.0;-44;-41.0;53;-119;119;77
98;-11.0;264;72.0;176;14;-14;98
103;-24.0;341;48.0;635;0;0;103
97;26.0;472;2.0;344;20;-20;?
44;146.0;1061;-14.0;-479;35;-35;44
-3;275.0;672;62.0;-156;37;?;-3
10;139.0;131;189.0;254;58;-58;10
-42;-17.0;-506;?;702;5;-5;-42
-102;-184.0;-682;286.0;534;-57;57;-102
-91;-368.0;-602;332.0;326;?;44;-91
-92;-491.0;-177;368.0;-8;-45;45;-92
-92;-614.0;499;446.0;-787;-45;45;-92
-95;?;-1865;462.0;1704;-51;51;-95
-80;-606.0;-1503;603.0;1444;-28;28;-80
-62;-588.0;843;702.0;-966;28;-28;-62
-63;-522.0;-219;783.0;204;12;-12;-63
-62;-424.0;-154;829.0;108;9;-9;-62
-108;-321.0;142;889.0;-202;49;-49;-108
-134;-183.0;-157;873.0;?;4;-4;-134
-118;-20.0;44;852.0;-86;80;?;-118
