InertialMeasurementUnit R-SHOE Nav_Ax;Accelerometer RWR accX;Accelerometer RUA_ accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RLA accY;Accelerometer RWR accZ
5;-595.0;897.0;-58.0;-179;385.0;717.0
0;-500.0;883.0;-54.0;-179;321.0;760.0
-16;-571.0;918.0;-30.0;-179;345.0;757.0
27;-558.0;924.0;-50.0;-179;142.0;751.0
45;?;875.0;-20.0;?;256.0;736.0
-12;-560.0;909.0;-14.0;-179;328.0;688.0
-21;-503.0;872.0;?;-179;351.0;745.0
-10;-473.0;863.0;-14.0;-179;320.0;710.0
-6;-540.0;888.0;-2.0;-179;355.0;729.0
5;-537.0;890.0;-13.0;-179;236.0;704.0
0;?;873.0;1.0;-179;346.0;765.0
2;-530.0;884.0;7.0;-179;385.0;725.0
2;-548.0;837.0;38.0;-179;256.0;738.0
-1;-548.0;911.0;21.0;-179;316.0;708.0
2;-553.0;871.0;45.0;-179;331.0;665.0
1;?;909.0;36.0;-179;286.0;?
-2;-509.0;889.0;119.0;-179;?;676.0
2;-485.0;936.0;84.0;-179;353.0;839.0
4;-476.0;917.0;92.0;-179;279.0;759.0
5;-507.0;930.0;103.0;?;391.0;720.0
9;-434.0;?;61.0;-179;316.0;675.0
-1;-453.0;921.0;87.0;-179;284.0;779.0
-5;-393.0;1008.0;124.0;-179;277.0;681.0
6;-521.0;?;120.0;-179;268.0;719.0
4;-443.0;921.0;?;-179;292.0;800.0
0;-477.0;942.0;138.0;-179;315.0;724.0
-1;-607.0;925.0;94.0;-179;291.0;734.0
-1;-507.0;936.0;91.0;-179;379.0;750.0
2;-443.0;935.0;132.0;-179;362.0;723.0
0;-459.0;923.0;132.0;-179;304.0;749.0
1;-458.0;907.0;132.0;-179;447.0;766.0
0;-494.0;934.0;103.0;-179;329.0;756.0
-6;-451.0;909.0;82.0;-179;363.0;740.0
-5;-434.0;949.0;?;-179;322.0;739.0
-2;-381.0;919.0;?;-179;399.0;741.0
1;-388.0;909.0;125.0;?;383.0;?
5;-364.0;902.0;?;-179;312.0;730.0
2;-376.0;927.0;163.0;-179;344.0;751.0
-3;-378.0;900.0;171.0;-179;335.0;787.0
-2;-385.0;901.0;167.0;-179;323.0;808.0
?;-404.0;992.0;124.0;-179;312.0;764.0
5;-207.0;916.0;145.0;-179;358.0;815.0
?;-424.0;959.0;137.0;-179;414.0;743.0
-1;-294.0;939.0;129.0;-179;313.0;801.0
3;-251.0;922.0;170.0;-179;358.0;861.0
5;-393.0;917.0;172.0;-179;386.0;?
5;-282.0;948.0;194.0;-179;410.0;756.0
-3;70.0;934.0;153.0;-179;433.0;973.0
-3;4.0;984.0;209.0;-179;452.0;960.0
-3;-105.0;932.0;?;?;409.0;966.0
-1;?;884.0;162.0;-179;403.0;854.0
3;-99.0;?;168.0;-179;429.0;824.0
2;6.0;1018.0;182.0;-179;396.0;844.0
4;-20.0;?;201.0;-179;?;884.0
2;-58.0;?;211.0;-179;461.0;995.0
-1;-290.0;930.0;208.0;-179;439.0;942.0
2;28.0;929.0;119.0;-179;517.0;959.0
1;-194.0;949.0;195.0;-179;569.0;797.0
-3;24.0;993.0;232.0;-179;234.0;589.0
-4;-331.0;996.0;348.0;-179;643.0;988.0
-2;-301.0;982.0;112.0;?;893.0;?
1;-185.0;985.0;118.0;-179;846.0;839.0
5;-55.0;920.0;207.0;?;698.0;738.0
8;?;1087.0;212.0;-179;639.0;951.0
10;-124.0;1098.0;242.0;-179;681.0;962.0
0;-206.0;988.0;265.0;-179;732.0;811.0
-6;-262.0;947.0;198.0;-179;779.0;858.0
7;-108.0;959.0;212.0;-179;786.0;860.0
2;99.0;1005.0;174.0;-179;744.0;912.0
-11;26.0;931.0;193.0;-179;730.0;797.0
3;-40.0;979.0;296.0;-179;584.0;763.0
8;?;930.0;255.0;-179;770.0;838.0
3;-4.0;1008.0;229.0;-179;612.0;850.0
8;-118.0;?;192.0;-179;622.0;957.0
-9;-361.0;889.0;?;-179;593.0;812.0
-18;-663.0;960.0;181.0;-179;680.0;1353.0
-1;-616.0;914.0;15.0;-179;802.0;798.0
0;-261.0;950.0;116.0;-179;703.0;953.0
7;-512.0;991.0;?;-179;512.0;683.0
9;-460.0;1177.0;124.0;-179;629.0;717.0
-4;-193.0;1059.0;87.0;-179;747.0;865.0
-4;-242.0;1007.0;116.0;-179;866.0;849.0
-4;-222.0;884.0;137.0;-179;597.0;713.0
3;-93.0;745.0;177.0;-179;727.0;875.0
6;-180.0;854.0;?;-179;757.0;924.0
5;-231.0;881.0;177.0;-179;737.0;?
1;-277.0;901.0;125.0;-179;646.0;893.0
-5;-130.0;888.0;?;-179;688.0;997.0
2;54.0;1003.0;133.0;-179;445.0;942.0
9;28.0;934.0;168.0;-179;497.0;998.0
11;-186.0;872.0;154.0;-179;570.0;?
7;-168.0;918.0;150.0;-179;303.0;1033.0
4;-308.0;940.0;?;-179;408.0;927.0
-1;-458.0;893.0;126.0;-179;417.0;659.0
-8;-449.0;745.0;149.0;-179;483.0;760.0
-6;-602.0;753.0;142.0;-179;723.0;785.0
-3;-642.0;920.0;146.0;-179;661.0;788.0
-5;?;897.0;37.0;-179;266.0;686.0
-4;?;920.0;0.0;-179;323.0;642.0
7;-607.0;870.0;39.0;-179;402.0;667.0
11;-513.0;895.0;49.0;-179;444.0;818.0
6;-528.0;778.0;82.0;-179;?;840.0
5;-472.0;746.0;100.0;-179;207.0;861.0
?;-494.0;721.0;67.0;-179;136.0;846.0
2;-457.0;770.0;93.0;-179;323.0;922.0
8;-415.0;869.0;153.0;-179;?;906.0
6;-296.0;843.0;164.0;-179;256.0;838.0
-1;-269.0;876.0;117.0;-179;218.0;931.0
2;-373.0;946.0;132.0;-179;266.0;998.0
0;-334.0;964.0;148.0;?;197.0;1029.0
1;-147.0;921.0;225.0;-179;17.0;953.0
0;-87.0;931.0;312.0;?;102.0;773.0
-4;-104.0;970.0;375.0;-179;175.0;621.0
?;32.0;1000.0;425.0;-179;355.0;507.0
4;54.0;1021.0;406.0;-179;322.0;665.0
5;-43.0;976.0;413.0;-179;416.0;614.0
13;-156.0;966.0;?;-179;403.0;635.0
2;?;965.0;287.0;-179;500.0;722.0
-3;-271.0;908.0;215.0;-179;490.0;755.0
11;-201.0;972.0;213.0;-179;563.0;804.0
8;-156.0;857.0;98.0;-179;667.0;887.0
?;-153.0;894.0;88.0;-179;592.0;806.0
5;-353.0;950.0;29.0;-179;?;727.0
-11;-341.0;948.0;8.0;-179;728.0;?
-16;-305.0;924.0;38.0;-179;646.0;743.0
2;-377.0;924.0;-4.0;-179;485.0;713.0
-1;-259.0;789.0;-31.0;-179;593.0;735.0
-8;-313.0;799.0;-18.0;-179;622.0;717.0
?;-399.0;782.0;-50.0;-179;539.0;750.0
?;-419.0;722.0;-83.0;-179;471.0;737.0
8;-460.0;763.0;-76.0;-179;432.0;691.0
5;-450.0;726.0;-95.0;-179;541.0;808.0
13;-278.0;696.0;?;-179;612.0;774.0
16;-213.0;715.0;8.0;-179;?;729.0
1;-117.0;713.0;-98.0;-179;573.0;837.0
-2;-216.0;713.0;37.0;-179;425.0;791.0
1;-243.0;?;86.0;?;455.0;661.0
-2;-556.0;820.0;24.0;-179;431.0;652.0
2;-738.0;978.0;-10.0;-179;447.0;640.0
?;-872.0;1008.0;-64.0;?;467.0;764.0
-4;-838.0;970.0;-149.0;-179;404.0;813.0
2;-1162.0;781.0;-212.0;-179;423.0;743.0
1;?;770.0;-206.0;-179;398.0;856.0
1;-693.0;701.0;-144.0;?;331.0;704.0
3;-678.0;?;-24.0;?;511.0;756.0
2;-697.0;827.0;-71.0;-179;470.0;745.0
-4;-634.0;814.0;31.0;-179;?;732.0
-8;-547.0;933.0;37.0;-179;675.0;805.0
-5;-679.0;817.0;-19.0;-179;551.0;802.0
-4;-713.0;867.0;-45.0;-179;388.0;866.0
-4;-655.0;844.0;-33.0;-179;209.0;866.0
3;-578.0;795.0;?;-179;79.0;899.0
0;-488.0;794.0;50.0;?;93.0;770.0
?;-371.0;812.0;177.0;-179;132.0;666.0
1;-73.0;?;103.0;-179;123.0;768.0
-2;483.0;910.0;319.0;-179;286.0;980.0
2;458.0;974.0;413.0;-179;254.0;933.0
-1;332.0;849.0;407.0;-179;150.0;796.0
-2;147.0;993.0;458.0;-179;234.0;803.0
?;169.0;1178.0;385.0;-179;249.0;744.0
-1;377.0;1134.0;401.0;-179;349.0;899.0
-1;431.0;1104.0;361.0;-179;287.0;871.0
-5;248.0;1049.0;260.0;-179;327.0;899.0
?;209.0;986.0;198.0;-179;365.0;867.0
2;158.0;1042.0;168.0;-179;399.0;947.0
-3;138.0;1011.0;166.0;-179;379.0;967.0
-1;16.0;969.0;?;-179;470.0;904.0
-2;-83.0;1007.0;226.0;-179;816.0;793.0
-6;-118.0;1035.0;219.0;-179;1183.0;662.0
-11;-166.0;1081.0;184.0;-179;1014.0;744.0
-6;-201.0;1056.0;218.0;-179;851.0;744.0
2;-54.0;932.0;161.0;-179;736.0;801.0
-1;-60.0;?;124.0;-179;842.0;908.0
2;-131.0;819.0;113.0;-179;1063.0;956.0
3;-259.0;856.0;92.0;-179;983.0;935.0
-8;-280.0;850.0;38.0;-179;?;921.0
-6;-327.0;1015.0;?;-179;931.0;884.0
5;-304.0;?;88.0;-179;916.0;783.0
7;-278.0;1050.0;103.0;-179;911.0;752.0
6;-122.0;1045.0;132.0;-179;766.0;?
2;-148.0;1027.0;132.0;-179;600.0;763.0
-2;?;976.0;129.0;?;496.0;793.0
1;-214.0;898.0;77.0;-179;540.0;820.0
1;-222.0;907.0;70.0;-179;549.0;777.0
4;-233.0;871.0;73.0;-179;684.0;724.0
7;-214.0;909.0;84.0;-179;?;744.0
0;-209.0;882.0;?;-179;742.0;787.0
0;-322.0;870.0;92.0;-179;683.0;776.0
?;-274.0;842.0;59.0;-179;577.0;727.0
-6;-288.0;854.0;70.0;-179;579.0;836.0
2;-356.0;872.0;64.0;-179;469.0;769.0
5;-362.0;897.0;45.0;-179;557.0;719.0
2;-268.0;848.0;6.0;-179;585.0;749.0
3;-319.0;869.0;6.0;-179;621.0;761.0
3;-334.0;898.0;9.0;-179;572.0;742.0
0;-380.0;868.0;19.0;-179;552.0;805.0
1;-367.0;848.0;19.0;-179;496.0;839.0
10;-321.0;855.0;6.0;-179;478.0;891.0
8;-396.0;843.0;-19.0;-179;525.0;800.0
4;-352.0;863.0;?;-179;556.0;828.0
?;-251.0;907.0;24.0;-179;475.0;802.0
1;-170.0;911.0;77.0;?;?;819.0
-6;2.0;921.0;117.0;-179;511.0;807.0
-3;-66.0;930.0;175.0;-179;483.0;863.0
7;-209.0;927.0;87.0;-179;549.0;?
9;-152.0;?;51.0;-179;560.0;880.0
3;-204.0;947.0;38.0;-179;555.0;918.0
2;-306.0;968.0;47.0;-179;600.0;841.0
6;-195.0;954.0;94.0;-179;564.0;865.0
1;-266.0;926.0;72.0;-179;593.0;839.0
3;-226.0;1016.0;67.0;-179;618.0;857.0
5;-199.0;987.0;65.0;-179;606.0;850.0
?;-240.0;978.0;67.0;-178;566.0;892.0
-2;-265.0;950.0;67.0;-179;629.0;886.0
4;-265.0;980.0;82.0;?;548.0;876.0
9;-261.0;977.0;82.0;-179;631.0;803.0
10;-185.0;980.0;?;-178;547.0;802.0
3;-240.0;962.0;99.0;-178;552.0;?
3;-272.0;962.0;93.0;-178;629.0;851.0
7;-230.0;948.0;89.0;-178;669.0;859.0
4;-219.0;947.0;83.0;-178;595.0;869.0
2;-198.0;?;93.0;-178;602.0;818.0
-2;-174.0;944.0;103.0;-178;580.0;848.0
-2;-192.0;975.0;123.0;-178;579.0;863.0
-1;-282.0;969.0;113.0;-178;627.0;832.0
-1;?;944.0;113.0;-178;?;797.0
-2;-239.0;983.0;99.0;-178;567.0;837.0
?;-281.0;971.0;84.0;-178;549.0;?
-3;-288.0;978.0;69.0;-178;535.0;810.0
1;-270.0;969.0;77.0;-178;581.0;754.0
3;-265.0;987.0;108.0;-178;494.0;784.0
6;-357.0;956.0;85.0;-178;561.0;732.0
5;-283.0;947.0;113.0;-178;599.0;743.0
1;-403.0;931.0;92.0;-178;543.0;719.0
-2;-376.0;966.0;94.0;-178;566.0;725.0
1;-373.0;912.0;82.0;-178;605.0;763.0
2;-293.0;923.0;124.0;?;?;820.0
3;-321.0;944.0;117.0;-178;551.0;759.0
11;-304.0;960.0;113.0;-178;577.0;817.0
6;-254.0;?;94.0;-178;567.0;795.0
-5;-323.0;985.0;143.0;-177;529.0;781.0
2;-361.0;942.0;105.0;-177;484.0;841.0
2;-338.0;988.0;83.0;?;502.0;758.0
-5;-290.0;966.0;108.0;-177;472.0;717.0
0;-187.0;958.0;91.0;-177;409.0;701.0
0;-200.0;950.0;142.0;-177;426.0;750.0
1;-334.0;967.0;106.0;-177;380.0;795.0
3;-259.0;931.0;114.0;-177;397.0;833.0
-3;-233.0;975.0;89.0;-177;474.0;804.0
-5;-337.0;?;55.0;-177;467.0;814.0
-4;-355.0;979.0;65.0;-177;446.0;804.0
-4;-315.0;980.0;60.0;-177;523.0;797.0
?;-283.0;966.0;67.0;-177;490.0;801.0
3;-368.0;945.0;89.0;?;449.0;763.0
-1;-305.0;951.0;41.0;-177;477.0;782.0
-4;-281.0;952.0;74.0;-177;427.0;834.0
1;-302.0;959.0;46.0;-177;453.0;746.0
-2;-332.0;923.0;52.0;-177;509.0;789.0
-4;-447.0;935.0;70.0;-177;469.0;782.0
0;-288.0;964.0;49.0;-177;484.0;805.0
5;-317.0;938.0;67.0;-177;510.0;731.0
8;-218.0;988.0;70.0;-177;522.0;760.0
?;-404.0;930.0;63.0;-177;429.0;804.0
0;-364.0;960.0;37.0;-177;475.0;807.0
-3;-367.0;935.0;74.0;-177;?;819.0
3;-380.0;947.0;71.0;-177;494.0;756.0
2;-231.0;973.0;86.0;-177;455.0;820.0
-4;?;977.0;78.0;-177;533.0;765.0
1;-302.0;982.0;137.0;-177;466.0;720.0
-1;-234.0;971.0;?;-177;449.0;?
-2;-389.0;?;88.0;-177;438.0;?
3;-362.0;938.0;93.0;?;407.0;809.0
1;-409.0;913.0;65.0;-177;517.0;782.0
6;-406.0;995.0;?;-177;450.0;811.0
13;-519.0;936.0;-9.0;-177;490.0;?
1;-461.0;940.0;-156.0;-177;457.0;847.0
?;-393.0;895.0;-113.0;-177;446.0;871.0
2;-411.0;939.0;-149.0;-177;417.0;800.0
-5;-512.0;926.0;-136.0;-177;401.0;1160.0
-3;-470.0;862.0;-119.0;-177;519.0;889.0
4;-221.0;870.0;-4.0;-177;318.0;772.0
-1;-191.0;837.0;120.0;-177;475.0;595.0
-2;-308.0;891.0;164.0;-177;514.0;523.0
5;-369.0;960.0;?;-177;419.0;791.0
3;-450.0;956.0;112.0;-177;463.0;755.0
-1;-481.0;922.0;51.0;?;410.0;824.0
1;-341.0;858.0;?;-177;494.0;759.0
2;-458.0;926.0;86.0;-177;463.0;812.0
5;-403.0;979.0;8.0;-177;466.0;?
-5;-333.0;980.0;-100.0;-177;496.0;851.0
-9;-242.0;903.0;-3.0;-177;436.0;866.0
1;-390.0;852.0;-104.0;-177;668.0;955.0
4;-310.0;1066.0;-198.0;-177;510.0;913.0
3;-483.0;961.0;-160.0;-177;504.0;788.0
-5;-440.0;960.0;-198.0;-177;331.0;?
-4;-579.0;921.0;?;-177;269.0;922.0
6;-511.0;864.0;-144.0;-177;400.0;807.0
1;-220.0;801.0;-52.0;-177;393.0;726.0
2;-345.0;?;81.0;-177;?;620.0
?;-366.0;929.0;163.0;-177;205.0;558.0
2;-422.0;1024.0;225.0;-177;479.0;721.0
3;-408.0;922.0;120.0;-177;681.0;780.0
-3;-389.0;861.0;28.0;-177;509.0;861.0
-10;-302.0;869.0;-94.0;-177;591.0;756.0
-1;-460.0;952.0;92.0;-177;550.0;?
5;-667.0;977.0;-62.0;-177;550.0;1083.0
9;-363.0;998.0;-204.0;-177;354.0;791.0
-2;-171.0;819.0;-44.0;-177;444.0;995.0
-7;-448.0;959.0;-166.0;-177;616.0;957.0
5;-365.0;1038.0;-261.0;-177;529.0;847.0
-5;-502.0;937.0;?;-177;406.0;?
-3;-502.0;940.0;-264.0;-177;300.0;1057.0
7;-482.0;1022.0;-254.0;?;257.0;773.0
5;-258.0;845.0;-90.0;-177;377.0;794.0
2;?;899.0;63.0;-177;461.0;620.0
0;-303.0;1027.0;178.0;-177;469.0;484.0
3;-337.0;874.0;354.0;-177;217.0;588.0
-7;-515.0;905.0;151.0;-177;601.0;945.0
-3;-402.0;868.0;-38.0;-177;482.0;483.0
7;-258.0;815.0;41.0;-177;485.0;637.0
-4;-569.0;834.0;-43.0;-177;709.0;1050.0
0;-573.0;987.0;-139.0;-177;545.0;905.0
7;-311.0;882.0;-103.0;-177;509.0;908.0
-3;-467.0;848.0;-204.0;-177;462.0;1034.0
-6;-546.0;1014.0;?;-177;445.0;1060.0
-8;?;960.0;?;-177;428.0;828.0
-10;-433.0;965.0;-131.0;-177;505.0;938.0
0;-599.0;882.0;-220.0;-177;320.0;1029.0
1;-547.0;?;-265.0;-177;234.0;767.0
3;-470.0;838.0;-170.0;-177;345.0;712.0
4;-430.0;900.0;-35.0;-177;449.0;639.0
4;?;890.0;121.0;-177;141.0;463.0
8;-422.0;?;?;-177;423.0;738.0
3;-524.0;827.0;17.0;-177;508.0;782.0
1;?;832.0;-47.0;-177;447.0;645.0
3;-489.0;763.0;-17.0;-177;608.0;741.0
2;-484.0;899.0;-108.0;-177;585.0;1023.0
3;?;932.0;-275.0;-177;520.0;1001.0
3;-527.0;908.0;-306.0;-177;555.0;1040.0
-3;-488.0;867.0;-357.0;-177;551.0;771.0
-9;-452.0;990.0;-258.0;-177;449.0;827.0
-6;-616.0;913.0;-230.0;-177;351.0;1170.0
?;-577.0;909.0;-296.0;-177;?;922.0
-3;-423.0;780.0;-217.0;-177;241.0;732.0
7;-505.0;752.0;-116.0;-177;142.0;649.0
14;-475.0;878.0;1.0;-177;482.0;553.0
15;-464.0;911.0;104.0;-177;350.0;564.0
10;-514.0;?;113.0;?;350.0;875.0
-2;-450.0;780.0;-151.0;-177;377.0;682.0
0;-455.0;828.0;-59.0;?;612.0;702.0
14;-598.0;?;-87.0;-177;509.0;925.0
14;-576.0;?;?;-177;558.0;945.0
4;-571.0;860.0;-224.0;-177;283.0;871.0
3;-523.0;885.0;-323.0;-177;450.0;1041.0
3;-462.0;887.0;-407.0;-177;621.0;779.0
1;-415.0;943.0;-191.0;-177;438.0;836.0
-2;-581.0;868.0;-190.0;-177;351.0;1061.0
-5;-520.0;832.0;-264.0;-177;193.0;855.0
-1;?;819.0;-196.0;-177;224.0;803.0
4;-439.0;774.0;-125.0;-177;308.0;687.0
6;-378.0;870.0;31.0;?;502.0;630.0
6;-308.0;826.0;132.0;-177;180.0;855.0
?;-636.0;841.0;-1.0;-177;370.0;890.0
-5;-485.0;831.0;-100.0;-177;384.0;794.0
2;-432.0;845.0;-72.0;-177;510.0;747.0
2;-481.0;944.0;-130.0;-177;?;858.0
4;-493.0;993.0;-157.0;-177;?;914.0
9;-543.0;954.0;-208.0;-177;376.0;788.0
4;-560.0;885.0;-179.0;-177;528.0;987.0
2;-545.0;866.0;?;-177;549.0;806.0
1;?;914.0;-237.0;-177;395.0;847.0
-2;-638.0;800.0;-183.0;-177;418.0;919.0
-6;-742.0;886.0;-329.0;-177;303.0;909.0
?;-637.0;769.0;-332.0;-177;355.0;681.0
5;-468.0;786.0;-160.0;-177;509.0;657.0
-5;-446.0;775.0;1.0;-177;509.0;519.0
-12;?;857.0;143.0;-177;320.0;686.0
-5;-562.0;776.0;-8.0;-177;415.0;1045.0
0;-670.0;?;-157.0;-177;478.0;479.0
?;-425.0;?;-150.0;-177;485.0;1279.0
1;-443.0;917.0;?;-177;368.0;2527.0
2;-695.0;899.0;-631.0;-177;505.0;896.0
-1;-511.0;1017.0;-291.0;-177;373.0;761.0
0;-560.0;165.0;-206.0;-177;532.0;979.0
11;-593.0;1124.0;-183.0;-177;368.0;733.0
3;-419.0;796.0;-130.0;-177;?;784.0
-16;-471.0;?;-169.0;?;230.0;839.0
-18;-581.0;881.0;?;-177;311.0;?
-19;-572.0;748.0;-217.0;-177;138.0;835.0
-13;-459.0;759.0;-183.0;-177;397.0;774.0
-2;-409.0;797.0;-131.0;-177;454.0;814.0
-3;-464.0;754.0;-32.0;-177;134.0;724.0
-3;-382.0;826.0;-5.0;-177;-446.0;669.0
-8;-308.0;800.0;-15.0;-177;?;779.0
-8;-155.0;827.0;?;-177;-139.0;882.0
2;-212.0;889.0;20.0;-177;479.0;859.0
2;-301.0;866.0;21.0;-177;426.0;854.0
-4;-329.0;927.0;41.0;-177;345.0;881.0
-5;-285.0;944.0;-6.0;-177;422.0;827.0
-1;-320.0;950.0;-24.0;-177;443.0;855.0
?;?;955.0;17.0;-177;354.0;940.0
1;-331.0;948.0;-8.0;-177;391.0;940.0
-1;-324.0;936.0;-18.0;-177;365.0;1012.0
2;-327.0;941.0;8.0;?;?;870.0
2;-248.0;988.0;6.0;-177;355.0;863.0
2;-277.0;959.0;65.0;-177;368.0;844.0
2;-336.0;987.0;45.0;-177;570.0;872.0
4;-299.0;950.0;8.0;-177;641.0;889.0
4;-223.0;980.0;-31.0;?;604.0;920.0
-2;-220.0;937.0;-2.0;-177;548.0;953.0
-2;-235.0;922.0;66.0;-177;557.0;813.0
-1;-250.0;932.0;74.0;-177;489.0;818.0
-2;-258.0;949.0;79.0;-177;594.0;794.0
-1;-349.0;1004.0;64.0;-177;583.0;837.0
2;-259.0;971.0;82.0;-177;616.0;?
3;-239.0;931.0;90.0;-177;664.0;918.0
6;-295.0;952.0;122.0;-177;522.0;814.0
8;-102.0;973.0;86.0;-177;?;813.0
8;-241.0;1004.0;94.0;-177;539.0;864.0
3;-283.0;1064.0;86.0;-177;569.0;809.0
-2;-273.0;995.0;114.0;-177;564.0;861.0
0;-334.0;978.0;83.0;-177;607.0;893.0
10;-253.0;967.0;41.0;-177;681.0;842.0
16;-264.0;919.0;49.0;-177;561.0;1001.0
8;-396.0;965.0;-77.0;-177;543.0;980.0
1;-309.0;?;-114.0;-177;539.0;847.0
4;-415.0;913.0;-51.0;-177;545.0;944.0
5;-375.0;1004.0;-78.0;-177;?;981.0
2;-326.0;?;-24.0;-177;641.0;831.0
0;-209.0;899.0;40.0;?;538.0;690.0
-1;-307.0;885.0;197.0;-177;632.0;578.0
2;-396.0;921.0;236.0;-177;582.0;910.0
-1;-487.0;936.0;15.0;-177;516.0;797.0
-5;-442.0;893.0;78.0;-177;631.0;587.0
7;-334.0;898.0;56.0;-177;530.0;886.0
?;-514.0;953.0;-67.0;-177;547.0;1168.0
10;-433.0;841.0;140.0;-177;440.0;973.0
0;-560.0;756.0;-21.0;-177;?;952.0
-8;-508.0;851.0;-134.0;-177;334.0;670.0
-8;-554.0;781.0;-92.0;?;269.0;723.0
?;-521.0;955.0;-196.0;-177;545.0;871.0
11;-490.0;959.0;-118.0;?;477.0;877.0
0;-394.0;900.0;-141.0;-177;539.0;743.0
-1;-489.0;841.0;?;-177;381.0;1151.0
-11;-489.0;859.0;-198.0;-177;613.0;1036.0
-16;-560.0;909.0;-152.0;-177;449.0;663.0
-10;-637.0;806.0;-162.0;-177;346.0;845.0
-10;-509.0;957.0;-279.0;-177;310.0;978.0
-3;-629.0;848.0;-269.0;-177;140.0;1060.0
-3;-585.0;760.0;-285.0;-177;641.0;868.0
-3;-413.0;799.0;-193.0;-177;474.0;817.0
8;-434.0;868.0;-64.0;-177;241.0;702.0
5;-638.0;911.0;-26.0;-177;297.0;794.0
-8;-656.0;749.0;-65.0;-177;507.0;756.0
-7;-506.0;827.0;-124.0;-177;411.0;650.0
1;-535.0;824.0;-110.0;-177;471.0;713.0
6;?;777.0;-171.0;-177;649.0;821.0
0;-532.0;777.0;-147.0;-177;316.0;846.0
-4;-528.0;726.0;-155.0;-177;?;880.0
1;-499.0;722.0;-93.0;-177;284.0;860.0
3;-455.0;785.0;-85.0;-177;615.0;788.0
2;-422.0;817.0;-37.0;-177;524.0;799.0
0;-417.0;876.0;-23.0;-177;?;836.0
-3;-412.0;907.0;-58.0;-177;408.0;836.0
-1;-460.0;894.0;-54.0;-177;?;803.0
0;-462.0;936.0;-12.0;-177;269.0;836.0
0;-364.0;947.0;9.0;-177;289.0;?
0;-323.0;935.0;-9.0;-177;272.0;828.0
-1;-363.0;910.0;15.0;-177;328.0;764.0
3;-385.0;939.0;64.0;-177;413.0;819.0
9;-467.0;950.0;19.0;-177;415.0;800.0
3;-552.0;947.0;-35.0;-177;435.0;?
1;-532.0;934.0;-45.0;-177;405.0;659.0
11;-497.0;941.0;-22.0;-177;436.0;551.0
3;-500.0;863.0;-17.0;-177;439.0;485.0
-4;-460.0;837.0;-21.0;-177;470.0;620.0
6;-393.0;823.0;17.0;-177;453.0;817.0
5;-455.0;849.0;-28.0;-177;411.0;867.0
5;-460.0;770.0;-72.0;-177;429.0;869.0
4;-502.0;780.0;-32.0;-177;518.0;961.0
5;-531.0;?;-24.0;-177;?;799.0
8;-663.0;884.0;-71.0;-177;463.0;754.0
0;-670.0;866.0;-49.0;-177;461.0;810.0
-7;-534.0;855.0;-94.0;-177;427.0;844.0
-6;-570.0;851.0;-103.0;-177;243.0;825.0
1;?;872.0;-94.0;-177;243.0;824.0
1;-499.0;855.0;-107.0;-177;160.0;803.0
-1;-541.0;921.0;-91.0;-177;82.0;801.0
4;-457.0;888.0;-60.0;-177;292.0;816.0
3;-509.0;891.0;-106.0;?;?;862.0
2;-572.0;833.0;-81.0;-177;500.0;865.0
2;-560.0;820.0;-108.0;-177;488.0;837.0
-3;-652.0;837.0;-111.0;-177;483.0;845.0
3;-786.0;872.0;-85.0;-177;384.0;738.0
2;-702.0;862.0;-66.0;-177;275.0;641.0
-7;-567.0;?;-3.0;-177;309.0;635.0
11;-485.0;838.0;32.0;-177;370.0;431.0
0;17.0;979.0;419.0;-175;636.0;892.0
-6;9.0;975.0;432.0;-175;664.0;869.0
-12;91.0;937.0;423.0;-175;662.0;861.0
2;13.0;959.0;409.0;-175;681.0;877.0
6;3.0;989.0;408.0;-175;667.0;808.0
-2;55.0;971.0;394.0;-175;677.0;893.0
7;74.0;972.0;397.0;-175;662.0;873.0
2;19.0;979.0;393.0;-175;689.0;897.0
-5;46.0;984.0;361.0;-175;679.0;919.0
2;-727.0;632.0;-418.0;?;568.0;733.0
3;-822.0;670.0;-491.0;-176;392.0;740.0
1;-870.0;727.0;-445.0;-176;318.0;679.0
3;-830.0;616.0;-504.0;-176;287.0;655.0
2;?;535.0;-469.0;-176;?;613.0
4;-836.0;?;-479.0;-176;107.0;523.0
-1;-857.0;511.0;-512.0;-176;?;538.0
-8;-778.0;499.0;-461.0;-176;?;563.0
0;-897.0;556.0;-486.0;-176;-56.0;584.0
-2;-848.0;542.0;-476.0;-176;-37.0;690.0
?;-898.0;509.0;-441.0;-176;203.0;591.0
?;?;577.0;-485.0;-176;288.0;562.0
-1;-757.0;503.0;-464.0;-176;218.0;662.0
-3;-784.0;607.0;-453.0;-176;190.0;633.0
1;-693.0;529.0;-417.0;-176;143.0;593.0
0;-758.0;500.0;-402.0;-176;5.0;678.0
-1;-745.0;?;-399.0;-176;35.0;672.0
1;-659.0;594.0;-368.0;-176;-3.0;639.0
9;-746.0;590.0;-376.0;-176;-104.0;599.0
9;?;601.0;-349.0;-176;-10.0;630.0
0;-751.0;602.0;-371.0;-176;-23.0;633.0
5;-787.0;609.0;-364.0;-176;-102.0;652.0
10;-696.0;602.0;-358.0;-176;131.0;730.0
2;-712.0;613.0;?;-176;-46.0;729.0
