Accelerometer LH accX;Accelerometer LUA_ accZ;Accelerometer LWR accY;InertialMeasurementUnit LLA accY;Accelerometer LH accZ;InertialMeasurementUnit LLA accZ;Accelerometer LUA_ accX;Accelerometer LUA_ accY
966.0;747.0;458.0;-725.0;143.0;-455.0;-259.0;830.0
821.0;720.0;365.0;-770.0;128.0;-492.0;-136.0;793.0
644.0;699.0;352.0;-688.0;539.0;-506.0;-123.0;831.0
974.0;726.0;385.0;-607.0;474.0;-475.0;-164.0;701.0
912.0;838.0;309.0;-701.0;-316.0;-497.0;-57.0;644.0
1012.0;893.0;398.0;-739.0;-169.0;-479.0;-183.0;581.0
311.0;874.0;527.0;-692.0;281.0;-459.0;-349.0;610.0
786.0;1006.0;580.0;-772.0;-53.0;-371.0;-183.0;652.0
775.0;707.0;658.0;-649.0;-194.0;-392.0;-323.0;452.0
232.0;653.0;698.0;-712.0;?;-256.0;-325.0;609.0
264.0;749.0;650.0;-719.0;439.0;-110.0;82.0;734.0
314.0;633.0;479.0;-734.0;350.0;-257.0;-130.0;732.0
488.0;544.0;?;-796.0;141.0;-338.0;-300.0;862.0
745.0;591.0;277.0;-968.0;102.0;-434.0;-286.0;904.0
795.0;714.0;221.0;-874.0;?;-429.0;-221.0;731.0
933.0;824.0;142.0;-447.0;87.0;-514.0;-189.0;620.0
991.0;840.0;131.0;-800.0;96.0;-258.0;-341.0;564.0
863.0;831.0;227.0;-732.0;?;-122.0;-385.0;430.0
1022.0;854.0;305.0;-559.0;322.0;-396.0;-302.0;353.0
698.0;905.0;327.0;-693.0;156.0;-399.0;-401.0;351.0
699.0;863.0;360.0;-605.0;243.0;-361.0;-365.0;313.0
547.0;835.0;506.0;-494.0;226.0;-341.0;-413.0;417.0
426.0;823.0;665.0;-661.0;211.0;-328.0;-401.0;506.0
469.0;806.0;658.0;-689.0;-59.0;-324.0;-476.0;567.0
223.0;765.0;534.0;-623.0;?;-351.0;-443.0;554.0
402.0;721.0;432.0;-710.0;-389.0;?;-455.0;728.0
803.0;727.0;373.0;-811.0;56.0;-410.0;-324.0;?
?;710.0;360.0;-821.0;174.0;-483.0;-260.0;782.0
938.0;669.0;316.0;-789.0;215.0;-543.0;-374.0;641.0
985.0;685.0;355.0;-876.0;521.0;-618.0;-449.0;551.0
903.0;727.0;342.0;-893.0;302.0;?;-363.0;498.0
622.0;725.0;327.0;-694.0;418.0;-590.0;-452.0;486.0
472.0;773.0;254.0;-796.0;609.0;-542.0;-389.0;537.0
824.0;729.0;220.0;-613.0;317.0;-481.0;-393.0;?
943.0;763.0;304.0;-573.0;70.0;-422.0;-450.0;588.0
709.0;781.0;297.0;-482.0;131.0;-506.0;-479.0;538.0
948.0;825.0;338.0;-516.0;214.0;-523.0;-526.0;449.0
550.0;?;490.0;-396.0;123.0;-632.0;-363.0;468.0
631.0;796.0;562.0;-955.0;49.0;-332.0;-419.0;476.0
918.0;717.0;573.0;-651.0;-347.0;-494.0;-544.0;461.0
969.0;688.0;557.0;-700.0;-230.0;-540.0;-500.0;558.0
?;?;616.0;-801.0;-261.0;-505.0;-422.0;720.0
657.0;703.0;452.0;-763.0;-256.0;-622.0;-245.0;790.0
551.0;680.0;404.0;-782.0;-449.0;-548.0;-278.0;734.0
795.0;641.0;436.0;-743.0;-340.0;?;-305.0;?
823.0;669.0;495.0;-534.0;-238.0;-596.0;-259.0;745.0
687.0;810.0;495.0;-703.0;?;-581.0;-234.0;699.0
638.0;850.0;454.0;-735.0;-343.0;-462.0;?;693.0
803.0;?;472.0;-781.0;-314.0;-402.0;-187.0;627.0
830.0;?;489.0;-588.0;-218.0;-495.0;-90.0;718.0
756.0;701.0;562.0;?;-232.0;-441.0;-231.0;649.0
595.0;744.0;573.0;-552.0;-183.0;-319.0;-281.0;653.0
614.0;719.0;560.0;-778.0;-400.0;-187.0;-227.0;640.0
761.0;690.0;544.0;-884.0;?;-146.0;-246.0;687.0
963.0;677.0;661.0;-713.0;-401.0;-178.0;-306.0;764.0
938.0;681.0;?;-824.0;-264.0;-46.0;-209.0;740.0
826.0;757.0;823.0;-751.0;-125.0;-67.0;-198.0;766.0
596.0;753.0;832.0;-755.0;63.0;-181.0;-153.0;685.0
645.0;703.0;559.0;-714.0;124.0;-249.0;-134.0;826.0
666.0;660.0;412.0;-670.0;184.0;-231.0;-212.0;1009.0
685.0;762.0;-85.0;-521.0;508.0;-555.0;-308.0;361.0
673.0;786.0;-78.0;-603.0;573.0;-541.0;?;320.0
678.0;857.0;-15.0;-670.0;664.0;-531.0;-460.0;268.0
559.0;879.0;-80.0;-642.0;862.0;-530.0;-551.0;253.0
509.0;885.0;-102.0;-626.0;832.0;-481.0;-585.0;126.0
566.0;904.0;-72.0;-664.0;794.0;-489.0;-684.0;157.0
671.0;885.0;86.0;-661.0;650.0;-549.0;-630.0;164.0
691.0;893.0;300.0;-644.0;608.0;-516.0;-580.0;122.0
728.0;843.0;547.0;-668.0;681.0;-496.0;-585.0;99.0
671.0;787.0;690.0;-642.0;?;-615.0;-701.0;113.0
606.0;770.0;759.0;-653.0;756.0;?;-786.0;310.0
530.0;383.0;789.0;-289.0;-200.0;278.0;302.0;883.0
442.0;391.0;810.0;-309.0;-125.0;?;338.0;890.0
344.0;412.0;790.0;-298.0;-120.0;255.0;367.0;910.0
?;421.0;953.0;-299.0;-48.0;232.0;351.0;884.0
235.0;408.0;1133.0;-321.0;40.0;234.0;274.0;864.0
164.0;442.0;1102.0;-362.0;55.0;242.0;287.0;882.0
?;405.0;1203.0;-377.0;142.0;255.0;265.0;840.0
197.0;460.0;1269.0;-389.0;256.0;270.0;176.0;1029.0
226.0;386.0;1166.0;-422.0;369.0;290.0;144.0;1190.0
309.0;365.0;975.0;-409.0;385.0;?;14.0;1151.0
501.0;332.0;796.0;-422.0;276.0;246.0;-114.0;1309.0
503.0;231.0;709.0;-413.0;106.0;271.0;-104.0;1376.0
442.0;229.0;695.0;-383.0;174.0;201.0;-60.0;1181.0
482.0;283.0;?;-353.0;260.0;206.0;-38.0;1002.0
508.0;281.0;828.0;-332.0;285.0;181.0;-136.0;838.0
557.0;255.0;884.0;-285.0;338.0;129.0;-287.0;773.0
589.0;212.0;892.0;-192.0;?;39.0;-152.0;759.0
603.0;263.0;888.0;-192.0;341.0;-33.0;-160.0;794.0
644.0;291.0;897.0;-134.0;313.0;-108.0;-102.0;904.0
636.0;307.0;923.0;-103.0;265.0;-152.0;-154.0;?
605.0;317.0;966.0;-158.0;207.0;-141.0;-137.0;1050.0
623.0;318.0;945.0;-275.0;166.0;-120.0;-156.0;1046.0
589.0;340.0;959.0;-349.0;183.0;-129.0;-149.0;1052.0
526.0;359.0;980.0;-286.0;189.0;-247.0;-122.0;1085.0
554.0;351.0;998.0;?;213.0;-249.0;-99.0;1099.0
487.0;323.0;989.0;-247.0;223.0;-267.0;-79.0;1059.0
579.0;311.0;998.0;-317.0;229.0;-275.0;-68.0;1057.0
599.0;331.0;?;-349.0;204.0;-279.0;-57.0;1068.0
642.0;341.0;?;-380.0;321.0;-264.0;-48.0;1074.0
685.0;376.0;708.0;-429.0;256.0;-215.0;-36.0;1082.0
547.0;382.0;662.0;-423.0;231.0;-177.0;-78.0;1093.0
465.0;414.0;666.0;-390.0;137.0;-181.0;-143.0;991.0
173.0;?;674.0;-377.0;?;?;-212.0;933.0
373.0;542.0;643.0;-384.0;90.0;-160.0;-293.0;830.0
490.0;558.0;615.0;-377.0;-33.0;-139.0;-332.0;763.0
273.0;597.0;648.0;-391.0;416.0;-141.0;-393.0;771.0
337.0;577.0;685.0;-381.0;-119.0;-166.0;-385.0;786.0
276.0;600.0;716.0;-391.0;458.0;-231.0;-306.0;736.0
17.0;551.0;658.0;-417.0;-1147.0;-259.0;-227.0;690.0
403.0;540.0;664.0;-430.0;-148.0;-341.0;-365.0;805.0
367.0;490.0;848.0;-547.0;365.0;-349.0;-229.0;816.0
369.0;421.0;897.0;-564.0;507.0;-335.0;-247.0;882.0
?;342.0;916.0;-531.0;-297.0;-388.0;-228.0;766.0
-124.0;?;926.0;-473.0;445.0;-389.0;-72.0;728.0
486.0;372.0;1152.0;-340.0;-683.0;-382.0;-150.0;836.0
956.0;384.0;1285.0;-381.0;-192.0;-344.0;-166.0;894.0
227.0;342.0;891.0;-358.0;47.0;-288.0;-105.0;975.0
396.0;339.0;672.0;-264.0;-143.0;-265.0;39.0;1124.0
921.0;260.0;661.0;-304.0;-353.0;-282.0;?;1330.0
532.0;168.0;617.0;-292.0;-67.0;-260.0;518.0;1312.0
880.0;348.0;635.0;-272.0;-204.0;-363.0;84.0;999.0
899.0;724.0;828.0;-187.0;325.0;-130.0;-119.0;833.0
?;804.0;747.0;?;-238.0;-156.0;-304.0;892.0
428.0;550.0;716.0;-181.0;-96.0;-252.0;-395.0;687.0
297.0;667.0;801.0;-432.0;-85.0;?;-70.0;858.0
460.0;461.0;765.0;-216.0;-162.0;-349.0;?;997.0
490.0;504.0;722.0;-5.0;-409.0;161.0;-168.0;934.0
686.0;558.0;721.0;-629.0;-232.0;114.0;-221.0;958.0
87.0;524.0;737.0;-603.0;-255.0;-392.0;-203.0;963.0
586.0;496.0;680.0;-674.0;-999.0;-515.0;?;?
332.0;556.0;706.0;-479.0;377.0;-149.0;-278.0;878.0
368.0;544.0;688.0;-521.0;-1257.0;-376.0;-259.0;849.0
18.0;578.0;676.0;-586.0;148.0;?;-227.0;812.0
111.0;397.0;606.0;?;-1009.0;-328.0;-299.0;673.0
544.0;531.0;749.0;-453.0;1182.0;-405.0;-180.0;780.0
331.0;577.0;?;-484.0;393.0;-398.0;-134.0;846.0
746.0;515.0;780.0;-410.0;246.0;-417.0;-175.0;825.0
123.0;512.0;807.0;-409.0;105.0;-419.0;-24.0;820.0
634.0;367.0;582.0;-446.0;-203.0;-390.0;-272.0;901.0
384.0;613.0;699.0;-356.0;?;-414.0;-120.0;809.0
219.0;706.0;608.0;-475.0;-761.0;-468.0;-123.0;866.0
1113.0;479.0;948.0;-413.0;?;-125.0;-165.0;833.0
1760.0;621.0;765.0;-366.0;1190.0;-268.0;-149.0;750.0
513.0;408.0;852.0;-563.0;-2399.0;-262.0;?;?
871.0;658.0;1062.0;-543.0;-515.0;-291.0;-71.0;877.0
528.0;663.0;741.0;-332.0;-36.0;-289.0;-99.0;889.0
661.0;347.0;887.0;-549.0;214.0;-169.0;-76.0;832.0
379.0;525.0;676.0;-575.0;-57.0;-379.0;52.0;1021.0
678.0;?;821.0;?;127.0;-130.0;225.0;1104.0
614.0;509.0;824.0;-471.0;-531.0;?;-45.0;649.0
742.0;434.0;844.0;-545.0;?;-133.0;-147.0;1084.0
1243.0;527.0;?;-354.0;-482.0;-322.0;77.0;911.0
720.0;326.0;828.0;-105.0;-31.0;-4.0;174.0;951.0
524.0;874.0;-140.0;-932.0;-1107.0;364.0;186.0;131.0
800.0;895.0;-103.0;-1133.0;-1106.0;416.0;230.0;88.0
666.0;895.0;-134.0;-1096.0;-1067.0;264.0;236.0;139.0
736.0;907.0;-152.0;-984.0;-931.0;294.0;290.0;88.0
436.0;?;-233.0;-812.0;-882.0;271.0;304.0;105.0
421.0;989.0;-318.0;-817.0;-622.0;239.0;261.0;189.0
342.0;1001.0;-311.0;-886.0;-518.0;293.0;280.0;201.0
52.0;1049.0;-242.0;-866.0;-779.0;?;240.0;215.0
149.0;1035.0;-181.0;-824.0;-908.0;408.0;230.0;99.0
237.0;995.0;-135.0;-894.0;-932.0;403.0;194.0;-5.0
?;942.0;-114.0;-858.0;-1028.0;445.0;?;4.0
558.0;883.0;-106.0;-876.0;-1086.0;449.0;169.0;32.0
557.0;842.0;-99.0;-997.0;-1024.0;409.0;238.0;21.0
503.0;833.0;?;-1063.0;-958.0;402.0;314.0;20.0
484.0;899.0;-164.0;-1064.0;-959.0;333.0;310.0;108.0
782.0;934.0;-187.0;-1094.0;-850.0;346.0;277.0;165.0
?;961.0;-205.0;?;-903.0;299.0;215.0;202.0
495.0;1033.0;-281.0;-860.0;-883.0;209.0;237.0;162.0
514.0;?;-266.0;-866.0;-913.0;330.0;194.0;173.0
613.0;1044.0;-254.0;-665.0;-730.0;425.0;166.0;137.0
586.0;?;-246.0;-687.0;-859.0;477.0;173.0;167.0
710.0;1106.0;-231.0;-828.0;-814.0;493.0;78.0;109.0
650.0;1027.0;-218.0;-920.0;-822.0;461.0;?;30.0
576.0;1022.0;-242.0;?;-936.0;396.0;144.0;76.0
577.0;1022.0;-253.0;?;?;384.0;154.0;?
?;970.0;-222.0;-992.0;-854.0;358.0;120.0;85.0
?;970.0;-222.0;-975.0;-900.0;335.0;95.0;78.0
597.0;1005.0;-204.0;?;-863.0;305.0;54.0;?
575.0;1012.0;-207.0;?;-858.0;331.0;89.0;87.0
553.0;1012.0;-196.0;-974.0;-855.0;322.0;82.0;103.0
670.0;990.0;-220.0;-973.0;-952.0;?;100.0;100.0
667.0;998.0;-225.0;-963.0;-891.0;285.0;103.0;98.0
652.0;1016.0;?;-907.0;-824.0;225.0;94.0;104.0
693.0;983.0;-225.0;?;-871.0;205.0;106.0;89.0
615.0;996.0;-221.0;-1005.0;-831.0;223.0;106.0;102.0
643.0;983.0;-222.0;-979.0;-871.0;260.0;108.0;81.0
637.0;1004.0;-254.0;-947.0;-837.0;271.0;98.0;91.0
618.0;1039.0;-273.0;-958.0;-808.0;241.0;88.0;105.0
672.0;1029.0;-317.0;-980.0;-835.0;244.0;47.0;106.0
674.0;1040.0;-320.0;-968.0;-848.0;250.0;49.0;125.0
676.0;1020.0;-352.0;-967.0;-808.0;255.0;58.0;120.0
650.0;996.0;-378.0;-961.0;-772.0;256.0;43.0;89.0
648.0;1062.0;-411.0;-974.0;-761.0;269.0;30.0;60.0
639.0;1058.0;-427.0;?;-805.0;242.0;40.0;47.0
514.0;1045.0;-446.0;-1012.0;-783.0;225.0;19.0;42.0
576.0;1033.0;-504.0;-996.0;-787.0;212.0;11.0;0.0
?;1059.0;-523.0;-1024.0;-754.0;212.0;20.0;-15.0
375.0;1079.0;-505.0;-998.0;-688.0;196.0;-9.0;-53.0
311.0;1075.0;-504.0;-1020.0;-663.0;197.0;11.0;-48.0
258.0;1076.0;-504.0;-1053.0;-637.0;205.0;18.0;-113.0
369.0;1072.0;-491.0;-1075.0;-669.0;179.0;48.0;-150.0
420.0;1035.0;-473.0;-1059.0;-706.0;165.0;62.0;-177.0
379.0;1003.0;-448.0;-1061.0;-817.0;?;47.0;-180.0
231.0;953.0;-432.0;-1069.0;-765.0;155.0;58.0;-218.0
290.0;932.0;-466.0;-1057.0;-855.0;149.0;69.0;-200.0
263.0;943.0;-434.0;-1050.0;-868.0;145.0;64.0;-197.0
259.0;965.0;-396.0;-1046.0;-940.0;169.0;42.0;-159.0
271.0;978.0;-355.0;-1021.0;-943.0;175.0;70.0;-151.0
311.0;969.0;-316.0;-971.0;-972.0;183.0;87.0;-173.0
233.0;968.0;-292.0;-904.0;-947.0;184.0;138.0;-163.0
301.0;958.0;-302.0;?;-999.0;177.0;155.0;-135.0
299.0;962.0;?;-807.0;-1069.0;188.0;195.0;-99.0
236.0;959.0;-264.0;-845.0;-1060.0;177.0;175.0;-44.0
191.0;962.0;-252.0;-876.0;-1071.0;178.0;232.0;-7.0
235.0;966.0;-252.0;-852.0;?;203.0;189.0;-15.0
92.0;1018.0;-221.0;-846.0;-1093.0;297.0;229.0;-32.0
136.0;1017.0;-207.0;-869.0;-1084.0;331.0;212.0;30.0
-113.0;1005.0;-179.0;-845.0;-1099.0;369.0;241.0;17.0
276.0;1011.0;-129.0;-840.0;-1239.0;401.0;245.0;47.0
305.0;999.0;-319.0;-883.0;-912.0;418.0;269.0;?
505.0;1017.0;-431.0;-857.0;-1291.0;?;300.0;66.0
344.0;938.0;-408.0;-877.0;-1551.0;451.0;325.0;63.0
-198.0;907.0;-322.0;-915.0;-978.0;460.0;355.0;78.0
-90.0;922.0;-176.0;-916.0;-540.0;475.0;292.0;-92.0
?;1032.0;-125.0;-885.0;194.0;520.0;182.0;-82.0
47.0;913.0;-199.0;-916.0;512.0;543.0;97.0;-129.0
524.0;891.0;-302.0;-872.0;319.0;582.0;90.0;-13.0
955.0;947.0;-531.0;-868.0;110.0;609.0;236.0;138.0
1372.0;810.0;-661.0;-838.0;-115.0;612.0;139.0;?
1607.0;850.0;-634.0;-762.0;-184.0;743.0;91.0;15.0
1499.0;935.0;-613.0;-723.0;-167.0;445.0;173.0;-101.0
1380.0;1016.0;-470.0;-969.0;-118.0;353.0;26.0;-294.0
1117.0;?;-329.0;-878.0;152.0;276.0;25.0;-439.0
996.0;1174.0;-250.0;-807.0;100.0;346.0;-43.0;-316.0
1250.0;1173.0;-202.0;-693.0;61.0;442.0;-170.0;-241.0
1185.0;1099.0;-193.0;-588.0;-42.0;146.0;-192.0;-184.0
1040.0;998.0;-192.0;-484.0;-92.0;28.0;?;-93.0
951.0;1010.0;-153.0;-694.0;-6.0;105.0;-201.0;3.0
866.0;1110.0;-204.0;-1033.0;-105.0;239.0;-277.0;128.0
1016.0;1026.0;-181.0;-1156.0;-39.0;244.0;-227.0;50.0
1126.0;938.0;-199.0;-1268.0;51.0;-24.0;-316.0;27.0
904.0;990.0;-189.0;-1364.0;134.0;-65.0;?;96.0
1021.0;1018.0;-229.0;-1207.0;23.0;-159.0;-197.0;39.0
1012.0;963.0;-247.0;-1009.0;85.0;-288.0;-190.0;23.0
941.0;1010.0;-241.0;-1088.0;17.0;-293.0;-235.0;31.0
1004.0;966.0;-225.0;-1049.0;55.0;-390.0;-239.0;47.0
1011.0;980.0;-198.0;?;129.0;-334.0;-263.0;-3.0
1029.0;998.0;-244.0;-1024.0;175.0;-288.0;-253.0;-20.0
1041.0;960.0;-219.0;-1010.0;30.0;-302.0;-259.0;-35.0
1000.0;945.0;-217.0;-968.0;63.0;-206.0;-248.0;7.0
996.0;966.0;-211.0;-918.0;48.0;-254.0;-238.0;32.0
1051.0;980.0;-205.0;-919.0;18.0;-278.0;-308.0;-9.0
793.0;989.0;-410.0;-973.0;-692.0;59.0;-213.0;-69.0
808.0;998.0;-408.0;-933.0;-649.0;7.0;-243.0;-133.0
798.0;990.0;-403.0;-911.0;-679.0;45.0;-242.0;-134.0
823.0;991.0;-408.0;-1058.0;-650.0;-88.0;?;-104.0
770.0;994.0;-402.0;-1059.0;-693.0;-84.0;-224.0;-100.0
777.0;988.0;-409.0;-953.0;-725.0;-39.0;-222.0;-123.0
727.0;1008.0;-383.0;-966.0;-693.0;11.0;-232.0;-133.0
832.0;1008.0;-407.0;-982.0;?;-6.0;-223.0;-133.0
810.0;969.0;-397.0;-1013.0;-701.0;-33.0;-242.0;-124.0
788.0;974.0;-429.0;-990.0;-686.0;-21.0;-220.0;-112.0
735.0;991.0;-412.0;-992.0;-676.0;5.0;-212.0;-120.0
774.0;988.0;-414.0;-975.0;-691.0;15.0;-203.0;-128.0
797.0;993.0;-405.0;-977.0;-684.0;12.0;-237.0;-102.0
772.0;997.0;-409.0;-1003.0;-660.0;-12.0;-229.0;-120.0
763.0;986.0;-393.0;-993.0;-682.0;0.0;-216.0;-108.0
794.0;999.0;-410.0;-989.0;-666.0;1.0;-215.0;-129.0
?;1009.0;-382.0;-988.0;-697.0;5.0;-199.0;-121.0
778.0;971.0;-401.0;-989.0;-662.0;3.0;-210.0;-115.0
788.0;963.0;-393.0;-975.0;?;16.0;-215.0;-99.0
804.0;975.0;-412.0;-993.0;-587.0;-7.0;-203.0;-102.0
772.0;967.0;-409.0;-990.0;-639.0;-5.0;-220.0;-112.0
847.0;999.0;-407.0;-969.0;-685.0;11.0;-206.0;-140.0
?;980.0;-401.0;-976.0;-641.0;32.0;-194.0;-125.0
789.0;1009.0;-391.0;-975.0;-699.0;34.0;-213.0;-125.0
758.0;?;-392.0;-980.0;-710.0;19.0;?;-142.0
775.0;992.0;-419.0;-987.0;-671.0;22.0;-231.0;-123.0
788.0;983.0;-386.0;-972.0;?;24.0;-222.0;-122.0
738.0;959.0;-394.0;-993.0;-639.0;5.0;-224.0;-112.0
812.0;979.0;-409.0;-998.0;-682.0;13.0;-221.0;-101.0
835.0;980.0;-374.0;-986.0;-424.0;2.0;-181.0;-60.0
682.0;1002.0;-443.0;-981.0;-447.0;5.0;-221.0;-59.0
434.0;988.0;-548.0;-1014.0;-481.0;-10.0;-191.0;-61.0
691.0;1039.0;-545.0;-954.0;-640.0;17.0;-187.0;-93.0
780.0;1034.0;-515.0;-1029.0;-725.0;-27.0;-260.0;-80.0
567.0;1012.0;-429.0;-1008.0;-599.0;-44.0;-264.0;-133.0
667.0;?;-380.0;-974.0;-769.0;17.0;-232.0;-202.0
1285.0;957.0;-337.0;-977.0;-1229.0;17.0;-218.0;-208.0
1358.0;953.0;-212.0;-997.0;-946.0;1.0;-234.0;-202.0
970.0;984.0;-217.0;-988.0;-325.0;7.0;-188.0;-134.0
789.0;1012.0;-525.0;-1016.0;227.0;-30.0;-207.0;-26.0
510.0;1064.0;?;-1074.0;-73.0;-87.0;-150.0;-35.0
10.0;977.0;-597.0;-1078.0;-292.0;-74.0;-172.0;32.0
223.0;965.0;-509.0;-903.0;-607.0;-16.0;-243.0;110.0
868.0;1102.0;-376.0;-976.0;-936.0;72.0;-291.0;-151.0
1082.0;1019.0;-281.0;-932.0;-736.0;55.0;-278.0;-284.0
?;1021.0;-167.0;-981.0;-840.0;67.0;-240.0;-315.0
1496.0;876.0;-57.0;-1028.0;?;92.0;-162.0;-332.0
1028.0;892.0;-46.0;-1069.0;-227.0;59.0;-62.0;-274.0
1012.0;859.0;-204.0;-1011.0;-390.0;-10.0;12.0;-181.0
825.0;885.0;-220.0;-1156.0;-357.0;-127.0;-80.0;-17.0
921.0;971.0;-112.0;-1036.0;-268.0;-234.0;-234.0;158.0
1239.0;1107.0;-172.0;-917.0;-169.0;-268.0;-245.0;143.0
978.0;1225.0;-199.0;-788.0;-10.0;-195.0;-81.0;57.0
1054.0;1097.0;-285.0;-680.0;-235.0;81.0;-79.0;-35.0
1022.0;886.0;-313.0;-706.0;?;192.0;-95.0;69.0
973.0;960.0;-304.0;-753.0;-302.0;226.0;-198.0;23.0
913.0;952.0;-295.0;-989.0;-225.0;20.0;-221.0;-1.0
1015.0;1025.0;-195.0;-1233.0;?;-69.0;-316.0;-44.0
1030.0;1008.0;-254.0;-1392.0;-201.0;-145.0;-279.0;-133.0
1021.0;992.0;-228.0;-1124.0;-218.0;-149.0;-223.0;-102.0
991.0;998.0;-247.0;-1000.0;-271.0;-140.0;-232.0;-85.0
999.0;990.0;-266.0;-873.0;-280.0;37.0;-201.0;-43.0
1029.0;1001.0;-251.0;-968.0;-230.0;-299.0;-181.0;17.0
772.0;1026.0;-402.0;-786.0;-811.0;131.0;?;-147.0
807.0;959.0;-457.0;-753.0;-811.0;92.0;-241.0;-91.0
691.0;909.0;-456.0;-857.0;-691.0;-76.0;-158.0;-88.0
743.0;934.0;-442.0;-842.0;-760.0;-186.0;-154.0;-24.0
734.0;964.0;-444.0;-830.0;-682.0;-324.0;-183.0;-46.0
681.0;1039.0;-477.0;-951.0;-634.0;-408.0;-256.0;-96.0
701.0;973.0;-485.0;-1098.0;-704.0;-431.0;-271.0;-152.0
728.0;?;-485.0;-1183.0;-695.0;?;-281.0;-114.0
748.0;960.0;-481.0;-888.0;-723.0;-31.0;-273.0;-105.0
817.0;983.0;-461.0;?;-759.0;85.0;-299.0;?
724.0;964.0;?;?;-729.0;?;-278.0;-140.0
768.0;982.0;-469.0;-977.0;-744.0;121.0;-266.0;-136.0
737.0;995.0;-457.0;-1022.0;-623.0;24.0;-270.0;-127.0
702.0;998.0;-450.0;-981.0;-680.0;7.0;-290.0;-129.0
762.0;1021.0;-429.0;?;-744.0;?;-284.0;-136.0
718.0;991.0;-486.0;-955.0;-757.0;-1.0;-280.0;-169.0
761.0;972.0;-494.0;?;-771.0;-25.0;-257.0;-121.0
787.0;966.0;-488.0;-969.0;-679.0;-13.0;-287.0;-125.0
?;949.0;-454.0;-951.0;-673.0;4.0;-250.0;-100.0
796.0;972.0;-471.0;-986.0;-759.0;-15.0;-253.0;-116.0
695.0;982.0;-477.0;-976.0;-697.0;-17.0;-279.0;-140.0
697.0;979.0;?;-988.0;-688.0;-28.0;-290.0;-146.0
768.0;963.0;-446.0;-957.0;-734.0;-11.0;-282.0;-105.0
724.0;933.0;-467.0;-976.0;-621.0;-15.0;-271.0;-152.0
778.0;993.0;-454.0;-975.0;-738.0;-20.0;-259.0;-104.0
?;981.0;-455.0;-979.0;-702.0;-5.0;-254.0;-136.0
704.0;969.0;-479.0;-970.0;-711.0;-14.0;-255.0;-104.0
745.0;977.0;-476.0;-961.0;-687.0;4.0;-277.0;?
795.0;981.0;-476.0;-968.0;-702.0;-5.0;-268.0;-142.0
741.0;972.0;-463.0;-968.0;-679.0;-6.0;-278.0;?
714.0;978.0;-459.0;-968.0;-701.0;-3.0;-280.0;-146.0
739.0;999.0;-410.0;-973.0;-559.0;34.0;-233.0;-102.0
784.0;992.0;-428.0;-970.0;-526.0;26.0;-243.0;-89.0
809.0;993.0;-467.0;-992.0;-488.0;-1.0;-241.0;-82.0
848.0;979.0;-474.0;-985.0;?;3.0;-216.0;-46.0
691.0;995.0;?;-980.0;-385.0;11.0;-231.0;-27.0
713.0;974.0;-500.0;-972.0;-243.0;12.0;-236.0;-65.0
677.0;974.0;-545.0;-973.0;-290.0;17.0;?;-83.0
593.0;989.0;-537.0;-985.0;-351.0;11.0;-259.0;-101.0
511.0;988.0;-524.0;-983.0;-433.0;10.0;-279.0;-92.0
520.0;1007.0;?;-979.0;-429.0;9.0;-256.0;-83.0
557.0;1009.0;-499.0;-991.0;?;7.0;-278.0;?
604.0;979.0;-488.0;-983.0;-521.0;12.0;-310.0;-124.0
711.0;951.0;-479.0;?;-653.0;13.0;-279.0;?
603.0;949.0;-464.0;-982.0;-643.0;-3.0;-245.0;-103.0
569.0;947.0;-439.0;-995.0;-591.0;-9.0;-201.0;-107.0
587.0;988.0;-447.0;-1013.0;-612.0;-24.0;-216.0;-102.0
601.0;1006.0;-431.0;-947.0;-648.0;-96.0;-191.0;?
603.0;1057.0;-420.0;?;-634.0;-109.0;-190.0;-50.0
611.0;1056.0;-420.0;-969.0;-525.0;-90.0;?;-27.0
631.0;1024.0;-419.0;-929.0;-516.0;?;-163.0;-48.0
652.0;?;-422.0;-929.0;-507.0;-25.0;-186.0;-36.0
670.0;967.0;-442.0;-920.0;-496.0;28.0;-177.0;-24.0
?;975.0;-448.0;-949.0;-473.0;52.0;-209.0;-3.0
680.0;996.0;-445.0;-988.0;-497.0;?;-191.0;-13.0
712.0;1000.0;-430.0;-1052.0;-538.0;94.0;-190.0;-35.0
687.0;?;-412.0;-1013.0;-505.0;101.0;-203.0;-48.0
653.0;981.0;-418.0;-992.0;-520.0;117.0;-212.0;-30.0
682.0;1000.0;-437.0;-985.0;-538.0;112.0;-223.0;-38.0
722.0;987.0;-432.0;-965.0;?;87.0;-221.0;-38.0
699.0;975.0;-422.0;-985.0;?;55.0;-203.0;-26.0
662.0;999.0;-411.0;-970.0;-487.0;61.0;-199.0;-12.0
653.0;?;-409.0;-972.0;-441.0;43.0;-185.0;-34.0
637.0;988.0;-427.0;-975.0;-459.0;27.0;-194.0;-38.0
730.0;997.0;-466.0;-996.0;-422.0;11.0;-183.0;-33.0
?;1003.0;-517.0;-986.0;-338.0;13.0;-202.0;-13.0
769.0;988.0;-588.0;-996.0;-353.0;11.0;-197.0;-38.0
651.0;1014.0;-650.0;-998.0;-396.0;8.0;-194.0;-70.0
683.0;1017.0;-664.0;-1000.0;-443.0;20.0;-193.0;-95.0
654.0;1035.0;-652.0;-987.0;-578.0;?;-194.0;-146.0
