Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay
-497.0;114;-2380;-142.0;-542.0;382;-2;484
-338.0;873;?;-49.0;-547.0;235;34;630
-423.0;853;-2428;5.0;-563.0;238;1;629
-408.0;1405;-1976;163.0;-556.0;141;-6;694
-339.0;1882;-1975;81.0;?;-3;3;?
-245.0;1802;-1521;122.0;-532.0;258;-29;543
-338.0;2065;-1212;70.0;-487.0;296;-18;606
?;3051;?;251.0;-505.0;-187;15;1149
711.0;4551;-573;280.0;-511.0;-218;17;1443
37.0;5701;-342;340.0;-461.0;-25;9;1608
-1059.0;5880;425;235.0;-466.0;199;?;973
60.0;1737;527;77.0;-459.0;234;-16;2087
742.0;-3846;196;29.0;-522.0;989;-2;1254
?;-3792;960;4.0;-464.0;1329;25;-1747
-682.0;-866;255;4.0;-499.0;?;-4;160
-40.0;110;?;55.0;-462.0;-380;38;1193
-75.0;287;269;148.0;-507.0;158;-146;416
-249.0;282;-43;188.0;-536.0;-97;-254;870
-166.0;-31;-14;168.0;-511.0;51;-395;602
-250.0;?;-51;175.0;-555.0;13;-707;677
?;48;-37;86.0;-557.0;?;-698;727
26.0;77;-33;395.0;-514.0;51;-882;615
-3.0;104;-79;485.0;-527.0;-14;-860;704
-24.0;93;-84;230.0;-511.0;4;-719;670
145.0;151;-120;289.0;-520.0;34;-526;641
209.0;138;-108;-12.0;-500.0;29;-64;644
169.0;169;-128;10.0;-549.0;12;21;666
88.0;113;-101;-165.0;-588.0;45;394;634
-1.0;9;-1;-150.0;-547.0;107;336;565
-52.0;?;190;-77.0;-515.0;74;-228;579
-42.0;-287;264;2.0;-505.0;-4;-91;662
-87.0;-119;?;92.0;-502.0;12;37;669
-115.0;-115;95;145.0;-509.0;23;-3;661
44.0;?;54;175.0;-500.0;8;28;683
93.0;-43;-56;188.0;-547.0;14;38;680
-81.0;-70;-37;72.0;-512.0;10;43;666
-109.0;-75;?;7.0;?;9;22;?
-291.0;-100;-30;46.0;-528.0;15;6;665
-319.0;-138;-46;120.0;-621.0;14;-8;665
66.0;-80;-60;251.0;-502.0;15;2;662
69.0;-85;-10;470.0;-660.0;20;-1;657
-201.0;-111;19;418.0;-590.0;19;-4;662
-315.0;?;-34;1179.0;?;9;15;678
-439.0;-27;-35;294.0;-590.0;8;7;679
?;-74;-24;-355.0;-649.0;19;-9;663
-309.0;-37;-43;907.0;-636.0;18;2;664
-382.0;-53;-11;505.0;-616.0;12;4;668
-419.0;-45;11;26.0;?;17;21;663
-394.0;-59;-22;-99.0;-598.0;6;33;680
-432.0;-82;-41;276.0;?;10;15;672
-479.0;33;-55;283.0;-620.0;34;35;636
-415.0;-68;-84;68.0;-643.0;-19;42;681
-457.0;64;-125;82.0;-649.0;3;12;671
-456.0;42;-122;125.0;-629.0;36;3;599
-292.0;143;-98;84.0;-621.0;28;-17;559
-208.0;1282;-118;-13.0;-630.0;95;-37;539
-468.0;1850;-78;-37.0;-599.0;126;-17;556
-502.0;2098;118;105.0;-575.0;234;11;520
?;2149;?;366.0;-544.0;45;31;783
-381.0;1236;351;410.0;-613.0;-201;18;935
335.0;416;?;?;-614.0;18;-5;598
92.0;39;-332;70.0;-650.0;97;-18;573
-1535.0;-24;-254;71.0;-654.0;36;-66;682
-150.0;25;-169;-10.0;-612.0;30;-66;637
?;-9;-14;-22.0;-661.0;-7;-94;673
-99.0;-28;-40;-2.0;-684.0;?;-258;680
-477.0;-45;-33;37.0;-676.0;15;-433;?
-24.0;-8;-13;99.0;-684.0;18;-566;664
155.0;28;-64;86.0;?;21;-645;657
-68.0;14;-92;71.0;-678.0;?;-655;648
-126.0;20;?;91.0;-662.0;12;-548;665
-73.0;9;-79;82.0;?;17;-419;655
-129.0;-43;-151;31.0;-691.0;29;-435;636
-123.0;-35;-67;16.0;-685.0;17;?;652
116.0;-20;-29;58.0;-621.0;15;-261;653
347.0;-52;-46;97.0;-612.0;16;-217;645
224.0;-31;-29;103.0;-583.0;8;-194;?
-9.0;7;-43;80.0;-525.0;11;-61;652
-105.0;14;-24;127.0;-521.0;12;5;648
-119.0;49;?;212.0;-517.0;17;31;643
-152.0;46;?;315.0;-516.0;23;55;641
-168.0;8;-3;352.0;-480.0;15;79;643
?;?;-31;359.0;-529.0;14;31;643
-68.0;-5;?;158.0;-482.0;26;-28;640
-48.0;-20;-17;-66.0;-492.0;19;-104;638
?;-65;27;-87.0;-477.0;6;-98;650
-72.0;-38;-5;35.0;-441.0;18;483;655
-82.0;?;?;61.0;-340.0;23;777;622
-120.0;-52;21;153.0;-263.0;18;646;623
-149.0;-22;47;274.0;-312.0;13;12;667
-36.0;-26;?;120.0;-321.0;?;-866;673
?;-113;37;17.0;-271.0;12;-836;664
-78.0;-104;39;-20.0;-372.0;?;-1017;659
-75.0;-39;?;-46.0;?;16;-147;651
-72.0;?;?;192.0;-593.0;28;1088;655
-33.0;-17;24;98.0;?;21;444;654
-60.0;-34;35;?;-466.0;9;199;650
-137.0;6;31;137.0;-496.0;13;318;651
-164.0;-124;52;97.0;-487.0;-11;119;653
-91.0;-79;166;61.0;-594.0;-43;48;693
-55.0;?;346;-1.0;-619.0;-21;-5;?
-220.0;149;274;-22.0;?;29;54;642
-361.0;550;115;14.0;-528.0;61;14;619
-259.0;800;82;82.0;-529.0;52;13;800
-256.0;292;-311;23.0;-516.0;2;-10;794
-318.0;-78;-432;-65.0;-563.0;-24;-6;670
-329.0;16;-124;-85.0;-493.0;-11;29;664
-239.0;7;-97;?;-504.0;5;-35;640
-39.0;-12;-23;-119.0;-541.0;9;10;659
-100.0;82;-12;-145.0;-598.0;-5;12;681
-77.0;108;-71;-115.0;-588.0;1;-62;660
-258.0;75;-4;-63.0;-581.0;29;-36;643
-392.0;84;56;9.0;-564.0;25;-7;643
?;136;100;94.0;-542.0;10;-78;663
-248.0;129;38;73.0;-567.0;20;-252;647
-116.0;77;34;41.0;-584.0;27;-391;642
-24.0;41;61;10.0;-578.0;17;-389;655
?;36;21;18.0;-564.0;15;-473;657
33.0;22;13;-27.0;-511.0;22;-519;654
54.0;-4;13;-48.0;-520.0;21;-449;646
?;-10;4;-1.0;-493.0;?;-360;657
60.0;-31;-6;39.0;-467.0;19;37;655
8.0;-26;-6;?;-508.0;21;175;652
-12.0;-18;21;-41.0;-456.0;16;107;660
-81.0;-59;20;-53.0;-453.0;21;323;655
?;?;?;-20.0;-462.0;23;453;653
-51.0;-94;?;36.0;-446.0;17;576;658
-64.0;-114;55;460.0;-421.0;8;606;662
25.0;-88;48;441.0;?;10;586;666
126.0;-47;29;78.0;-387.0;20;506;660
68.0;-115;36;-127.0;?;10;588;658
2.0;-123;37;-139.0;-430.0;9;620;659
20.0;-43;54;-239.0;-435.0;22;-448;655
16.0;-182;125;-209.0;-600.0;-14;-1292;695
?;74;5;-115.0;-858.0;-11;-878;706
70.0;-429;423;-98.0;-860.0;-73;-1229;722
18.0;-550;1042;-63.0;-838.0;-101;-2073;625
34.0;-365;1277;?;-703.0;-92;-1365;604
103.0;-2805;1658;330.0;-698.0;-364;-272;1039
2.0;-3094;1048;98.0;-689.0;?;40;1393
-25.0;-1918;673;184.0;-622.0;-731;113;1627
-11.0;-2211;513;124.0;-566.0;-498;217;1397
28.0;-1413;-632;1.0;-549.0;367;323;667
-29.0;-476;-759;-116.0;-516.0;801;422;490
-73.0;1070;-926;54.0;-540.0;935;463;439
-133.0;2421;?;75.0;-551.0;893;161;357
-515.0;2363;-1581;199.0;-532.0;837;-199;421
-547.0;2504;-1933;195.0;-475.0;781;-291;409
-386.0;2499;-2963;?;-462.0;340;-286;565
-379.0;?;-2957;54.0;-412.0;120;-242;750
-487.0;1823;-2954;-36.0;-430.0;30;-234;868
-439.0;1710;-3082;-59.0;-419.0;-240;-201;1066
-185.0;1458;-3253;-39.0;-423.0;?;-117;1130
-169.0;958;-2888;47.0;-442.0;-290;-91;910
-418.0;-179;-1827;58.0;-437.0;-636;-74;1129
-242.0;-264;-1708;86.0;-476.0;-1297;-132;1663
-63.0;1235;-2341;87.0;-571.0;-381;-155;1512
-101.0;1562;-3599;59.0;-524.0;-679;-134;1454
-188.0;1606;-1839;22.0;-597.0;682;-272;1246
-65.0;368;1309;12.0;-622.0;1102;-1057;991
-39.0;-2086;1322;23.0;-678.0;-2069;-1900;889
28.0;-1196;1922;9.0;-598.0;-892;-3300;297
151.0;-325;2423;43.0;-601.0;-58;-5861;867
113.0;-679;?;11.0;-617.0;-766;-6359;1231
52.0;-360;781;-18.0;-558.0;179;-6818;?
24.0;?;487;-44.0;-471.0;-94;-6958;695
-38.0;-74;329;161.0;-529.0;?;-2509;700
-65.0;-42;186;552.0;?;78;1246;615
-10.0;-119;?;?;-440.0;-44;?;637
20.0;-49;205;752.0;-350.0;?;1851;?
64.0;-90;214;317.0;-365.0;-11;3482;676
69.0;-8;204;-309.0;-336.0;5;4828;680
60.0;-8;201;-192.0;-310.0;5;4984;681
51.0;-30;248;-34.0;-305.0;10;5856;675
40.0;24;80;-57.0;-326.0;-16;6018;?
-71.0;-21;132;-98.0;-363.0;4;6251;?
-19.0;68;85;-147.0;-492.0;2;6008;679
-56.0;8;158;-116.0;-475.0;15;4987;672
?;-65;308;-24.0;-547.0;24;3338;656
-36.0;44;631;60.0;-763.0;-22;-1505;?
-46.0;-391;2716;173.0;-634.0;144;-3935;447
-123.0;303;2958;227.0;-570.0;41;-3672;514
-203.0;-679;3904;?;-528.0;197;-4294;410
-90.0;-2173;7261;106.0;-498.0;-140;-2693;965
?;-1056;5878;90.0;-556.0;-1261;?;2273
190.0;-3033;2238;298.0;-684.0;-372;-374;1519
?;-4138;-425;856.0;-571.0;956;-483;285
150.0;-2435;-1453;277.0;-526.0;1193;-226;118
-393.0;-645;-1477;1379.0;-492.0;1123;-174;45
-796.0;2074;-2540;?;-475.0;509;-260;353
-468.0;2241;-3022;-33.0;-425.0;165;-375;529
-103.0;1254;-3458;243.0;-384.0;-141;-538;648
-166.0;931;-3844;969.0;-364.0;-396;-550;959
-375.0;880;-3983;730.0;-378.0;-610;?;1003
-502.0;703;-3794;-140.0;-421.0;-976;-355;1497
-609.0;329;-3905;-144.0;-529.0;-1295;-340;1886
-569.0;1265;-4358;?;-639.0;-257;-323;1971
-518.0;?;-3019;-139.0;-620.0;2465;-823;2552
-452.0;-3382;?;293.0;-739.0;2270;-1299;1362
-447.0;-2544;795;349.0;-570.0;-663;-2989;814
-401.0;562;4022;242.0;?;-1277;-5008;1852
?;30;2125;133.0;-783.0;-336;-6667;1139
-370.0;-262;486;40.0;-597.0;-7;-7911;772
62.0;-32;426;-33.0;-545.0;-11;-4505;864
285.0;-150;114;-187.0;-550.0;10;-171;599
-6.0;146;236;-207.0;-464.0;?;913;705
311.0;-20;92;-94.0;-445.0;18;1709;670
14.0;24;49;-39.0;-429.0;24;2796;662
-9.0;72;130;178.0;?;13;4102;688
-556.0;35;70;31.0;-446.0;17;5367;672
118.0;81;122;218.0;-382.0;16;5756;?
245.0;6;109;538.0;-399.0;18;6250;666
?;-108;128;1321.0;-371.0;20;5993;669
104.0;-158;231;839.0;-421.0;23;5991;661
293.0;-132;374;136.0;-495.0;13;6628;658
198.0;-129;948;68.0;-530.0;66;4497;623
138.0;3;773;-116.0;-657.0;?;4531;694
45.0;-118;1712;-111.0;?;75;2695;588
91.0;-360;3494;?;-557.0;33;-3566;582
?;-1317;4684;-191.0;-699.0;5;-4092;654
7.0;-2839;?;-130.0;-722.0;-198;-2622;1134
-97.0;-1800;7945;-91.0;?;-1790;-1769;2864
-137.0;-425;4886;-159.0;-558.0;-1025;-270;2378
-71.0;-1225;724;-250.0;?;1205;-92;276
62.0;-1802;-2799;-305.0;-454.0;1023;-94;257
169.0;-1033;-2911;48.0;-383.0;944;-89;367
117.0;897;-3101;799.0;-459.0;873;-76;170
-69.0;2344;-4134;1065.0;-446.0;289;-55;457
-397.0;2466;-4328;2338.0;-410.0;234;-37;497
-384.0;1769;-4474;642.0;-430.0;31;-44;580
-286.0;953;-4346;189.0;-395.0;-180;-137;733
-349.0;1198;-4183;1125.0;-357.0;-388;-108;850
-582.0;2253;-4043;-814.0;-357.0;-1099;-55;1547
-483.0;2990;-4143;-573.0;-483.0;?;-105;2410
-491.0;1584;-5204;-79.0;-467.0;?;-174;2527
-464.0;1341;-2903;87.0;-450.0;2081;-430;2805
-487.0;?;862;-80.0;-634.0;999;-695;1551
-461.0;-3641;763;-90.0;-736.0;-1458;-1565;-759
-520.0;-389;2684;7.0;-604.0;-1253;-3532;300
-544.0;1922;4734;-38.0;-644.0;-162;-5046;1254
-333.0;-578;2691;98.0;-726.0;-229;-7082;521
-319.0;-440;894;57.0;-775.0;-141;-7381;813
261.0;-223;241;15.0;-559.0;-49;-5295;745
134.0;-143;142;?;-563.0;-10;-3741;616
522.0;69;184;-13.0;-482.0;35;-106;702
768.0;-54;63;52.0;-514.0;11;?;639
427.0;59;67;128.0;-520.0;25;2390;680
-653.0;19;111;183.0;-472.0;19;4294;674
-651.0;43;80;333.0;-504.0;12;4556;681
436.0;56;76;1025.0;-458.0;13;4670;677
?;?;53;2037.0;-431.0;17;4851;686
-282.0;7;47;285.0;-393.0;20;4492;675
48.0;-49;?;-170.0;-381.0;18;4561;684
275.0;-82;101;-16.0;-417.0;?;3896;677
-135.0;-28;239;-127.0;-447.0;21;3860;670
-65.0;-9;316;-211.0;?;15;4321;681
-30.0;-69;737;-159.0;-598.0;65;1445;569
69.0;-198;896;-126.0;-533.0;119;-1702;529
172.0;-123;1470;-97.0;-575.0;1;-1562;678
-9.0;-334;3063;-147.0;-643.0;82;-1915;584
-9.0;-1385;4794;-255.0;-640.0;34;-2545;709
39.0;-2081;5674;-382.0;-672.0;-593;-917;1398
147.0;-1942;4527;-453.0;?;-837;143;1764
?;-1876;3561;-220.0;-599.0;-942;-17;1932
-13.0;-1909;1612;1058.0;-504.0;-201;37;1217
-159.0;-1169;-1910;?;-555.0;1007;-106;64
-295.0;-548;-2709;?;-607.0;890;-96;150
-52.0;-175;-2816;94.0;-619.0;662;-29;357
-118.0;1773;-3886;297.0;-617.0;345;-20;537
-466.0;2661;-3344;1576.0;-606.0;114;69;671
-603.0;4188;-4334;639.0;-661.0;-540;71;?
-302.0;?;-4313;-557.0;-612.0;-982;43;1982
-410.0;627;-1104;-401.0;-606.0;515;15;1704
-550.0;?;-816;-13.0;-675.0;933;31;1870
-649.0;-1125;754;-104.0;-627.0;304;-20;1586
?;-1251;1322;15.0;-628.0;451;?;414
-502.0;1241;-926;-62.0;-599.0;305;-22;321
-403.0;128;-85;109.0;-576.0;8;-28;710
-463.0;-98;-94;2.0;-626.0;15;-61;663
-227.0;320;-386;84.0;-559.0;10;-151;622
-98.0;?;62;?;-548.0;?;-637;658
51.0;213;-182;87.0;-523.0;15;-1212;?
?;103;-115;100.0;-558.0;23;-1696;616
704.0;157;-97;69.0;-555.0;59;-2242;575
355.0;116;4;91.0;-516.0;46;-1976;584
225.0;75;22;?;-527.0;26;-635;601
-1154.0;17;140;257.0;-488.0;31;524;588
339.0;-16;335;152.0;-424.0;21;917;613
655.0;8;349;-4.0;-357.0;8;809;644
-507.0;-64;300;283.0;-429.0;-23;837;665
-254.0;-15;97;788.0;-424.0;-20;1220;?
?;18;-21;618.0;-429.0;22;1208;638
-104.0;-35;48;-206.0;-429.0;28;1359;?
-224.0;-69;77;142.0;-420.0;7;1033;645
-92.0;-126;84;50.0;-403.0;28;729;635
32.0;-166;?;-246.0;-384.0;42;401;612
-37.0;-153;146;?;-450.0;12;-863;647
127.0;-75;59;-174.0;-463.0;9;-15;663
43.0;-45;100;-96.0;-483.0;34;573;613
-50.0;-88;158;-162.0;?;13;-322;650
-19.0;-72;111;-256.0;-616.0;2;-33;681
-90.0;-99;235;-601.0;-621.0;6;?;646
-16.0;-214;445;-5.0;-572.0;12;2;591
-5.0;-229;1062;557.0;-571.0;57;81;435
-190.0;-337;2585;761.0;-570.0;-85;0;?
-252.0;-495;2922;446.0;-514.0;-254;57;844
-223.0;77;1472;844.0;-509.0;-146;-2;628
73.0;920;556;751.0;-510.0;82;-10;443
21.0;813;-147;71.0;-467.0;315;13;303
-430.0;390;-1128;119.0;-443.0;398;16;203
-561.0;584;-1635;232.0;-470.0;283;-14;403
-553.0;1256;-2006;157.0;-444.0;204;-21;427
-515.0;2313;-2278;32.0;-477.0;-125;-18;830
-489.0;?;-2118;105.0;-478.0;-146;-38;1058
-609.0;3772;-976;118.0;-484.0;439;15;767
-615.0;1410;933;136.0;-486.0;121;5;2029
-572.0;?;595;186.0;-473.0;-23;-15;?
-414.0;245;-575;166.0;-475.0;381;-19;-242
-486.0;97;3;39.0;-511.0;45;8;580
-75.0;95;119;40.0;-505.0;-49;-15;794
?;166;-17;23.0;-495.0;30;-242;605
-706.0;57;65;6.0;-460.0;-29;-263;781
-316.0;67;-19;21.0;-471.0;25;-561;631
-65.0;?;29;59.0;-572.0;4;-908;714
159.0;-4;-32;73.0;-764.0;14;-679;693
-118.0;8;-41;49.0;-459.0;23;?;678
59.0;-86;-112;94.0;-677.0;17;23;694
-34.0;?;-163;109.0;-644.0;23;257;662
14.0;-15;-138;92.0;-464.0;25;91;650
36.0;-47;-132;137.0;-575.0;24;?;656
-35.0;-66;-33;110.0;-556.0;20;65;?
-13.0;-80;-22;211.0;-520.0;14;-12;671
?;-140;-99;589.0;-522.0;24;-13;665
86.0;-21;-27;853.0;?;24;-31;659
89.0;70;7;514.0;-488.0;10;-47;665
-8.0;-17;-3;163.0;-476.0;?;-21;662
-40.0;-26;34;-35.0;-476.0;29;-15;657
-37.0;-14;-31;-182.0;-457.0;12;-51;661
42.0;-9;-19;-223.0;?;25;-53;658
77.0;-11;-9;-228.0;-449.0;25;-44;660
70.0;-27;-43;-251.0;-463.0;10;-66;666
52.0;-14;?;-196.0;?;20;-89;663
88.0;-15;-17;-197.0;-522.0;20;-114;658
80.0;-8;-21;19.0;-507.0;22;-138;648
?;-4;5;209.0;-568.0;21;-123;657
55.0;1;-35;-20.0;-601.0;2;-163;672
110.0;21;-31;1338.0;-624.0;14;-287;655
-30.0;14;14;406.0;-576.0;29;-335;643
-82.0;14;4;-989.0;-592.0;10;-248;657
-344.0;31;-9;505.0;-720.0;?;-158;661
?;-2;?;48.0;-705.0;17;-168;657
57.0;-13;-38;258.0;-667.0;13;-139;658
-282.0;-24;-24;13.0;-706.0;15;-238;657
-488.0;-67;-10;-45.0;-674.0;?;?;655
-385.0;-67;-37;-98.0;-689.0;?;-339;652
-360.0;-68;-55;8.0;-739.0;17;-393;652
-374.0;-45;4;-42.0;-694.0;19;-218;650
-378.0;-14;44;127.0;-646.0;17;-353;655
-323.0;-1;47;187.0;-655.0;16;-60;660
-235.0;-7;44;27.0;-652.0;?;579;660
-103.0;-44;7;-70.0;-643.0;3;357;665
-202.0;5;-3;-128.0;-642.0;11;?;665
-632.0;56;9;-81.0;-638.0;18;266;661
-689.0;-7;15;-4.0;-669.0;15;-540;658
-62.0;0;8;17.0;-642.0;11;-861;661
-370.0;56;-9;-52.0;?;12;-1090;660
-114.0;14;8;-30.0;-608.0;19;-1101;657
-313.0;5;19;-5.0;-637.0;3;-1029;?
-38.0;27;-1;32.0;-598.0;4;-1030;671
-73.0;24;-10;19.0;-570.0;18;-1019;656
-91.0;25;?;2.0;-580.0;13;-1021;661
-260.0;26;-9;-4.0;-576.0;15;?;660
-153.0;26;-7;-28.0;-518.0;16;-1351;659
-142.0;-26;-32;-35.0;-514.0;20;-1509;649
-151.0;-84;?;-76.0;-462.0;47;-2140;622
79.0;-34;-45;-51.0;-472.0;17;-3097;652
-6.0;-91;-59;-79.0;-417.0;28;-2454;645
-90.0;-177;-149;-97.0;-441.0;5;412;662
-116.0;-165;-177;-57.0;-409.0;-22;1619;686
-165.0;-183;-180;-45.0;-418.0;57;-543;605
-184.0;203;-771;-15.0;-288.0;-288;-825;897
-65.0;588;-1223;8.0;-305.0;-443;364;1105
-95.0;1181;-1742;11.0;-433.0;-171;3;950
-117.0;3295;-1956;-56.0;-362.0;-126;?;1040
?;6231;-845;-65.0;-388.0;262;68;1039
-131.0;8030;?;-88.0;-362.0;516;-31;941
-132.0;7063;-67;-95.0;-370.0;57;30;924
-101.0;3998;428;-85.0;-390.0;-212;-57;772
-98.0;1191;-195;-39.0;-402.0;-73;-33;633
-115.0;271;-407;9.0;-397.0;-62;-63;609
-98.0;516;-771;16.0;-407.0;?;-28;551
-116.0;327;-944;56.0;-398.0;-28;-22;453
-110.0;1720;-955;69.0;-389.0;-118;1;536
-139.0;3158;-1077;78.0;-434.0;-165;-33;607
-164.0;2629;-1138;46.0;-444.0;-182;-26;894
-127.0;2385;-1395;30.0;-458.0;-251;-55;1152
-19.0;2024;?;44.0;-502.0;102;-176;888
76.0;1568;-1166;44.0;-548.0;618;79;1008
55.0;?;-341;29.0;-599.0;646;-508;1170
21.0;1110;273;1.0;-642.0;1746;-702;1327
-41.0;620;301;-38.0;-681.0;1171;?;1183
-54.0;-2347;1664;-13.0;-555.0;-1076;-2076;31
-38.0;-1515;2541;5.0;?;11;-1584;?
-19.0;99;1858;-22.0;-887.0;-9;-5211;1729
-20.0;-405;798;-31.0;-582.0;-822;-9511;1479
20.0;-137;98;-31.0;-404.0;205;-5910;641
13.0;4;73;-6.0;-539.0;-28;-2596;709
16.0;95;126;-7.0;-449.0;-36;-2797;662
35.0;?;?;26.0;-423.0;111;905;617
68.0;36;89;212.0;-404.0;-50;3628;685
49.0;51;74;430.0;-383.0;62;3317;629
-9.0;71;78;706.0;-365.0;5;4565;677
?;97;78;693.0;-343.0;19;5254;676
88.0;78;51;182.0;-404.0;22;4959;667
30.0;26;31;-586.0;-387.0;14;?;?
73.0;47;?;-402.0;-369.0;46;5174;641
92.0;-43;70;-156.0;-500.0;-3;?;687
39.0;-126;110;60.0;-472.0;27;5307;658
24.0;-146;187;317.0;-377.0;20;5461;661
16.0;-139;448;314.0;-632.0;-12;5869;651
51.0;?;1793;182.0;-592.0;165;1727;411
52.0;?;4073;171.0;-597.0;-68;-2906;660
?;-1112;4826;156.0;-743.0;162;-3518;433
12.0;-1756;5786;99.0;-578.0;-333;-2749;?
73.0;-2355;7067;176.0;-591.0;-1579;-1373;2498
100.0;-1415;4260;299.0;-492.0;-894;-147;2035
51.0;-1335;520;576.0;-490.0;-368;28;1758
311.0;-1055;-1059;456.0;-419.0;178;-90;1137
481.0;67;-2780;722.0;-368.0;992;-78;46
478.0;332;-3928;745.0;-436.0;628;-66;403
779.0;1171;-4081;941.0;-423.0;377;-65;533
692.0;1773;-4464;236.0;-380.0;98;?;630
?;1503;-4374;574.0;-389.0;-160;-127;979
-673.0;1664;-4593;1197.0;?;-544;-95;930
?;1362;-4144;-255.0;?;-287;-196;1136
-142.0;1581;-4341;-43.0;-456.0;-1616;-170;2050
-264.0;2711;-5882;-116.0;-586.0;-1408;-609;3311
-114.0;513;-4161;-33.0;-537.0;3853;-1363;2724
-125.0;-3422;-1189;-54.0;-737.0;3196;-1355;-85
-221.0;-3257;2053;-93.0;-672.0;18;-2918;-240
-187.0;-689;4148;36.0;-708.0;1544;-6074;569
-202.0;-309;4496;-29.0;-749.0;-159;-8132;1047
-228.0;-937;4560;-41.0;-583.0;-2653;-8650;2686
-270.0;-364;1295;-28.0;-620.0;-722;-6193;1376
-274.0;50;-354;143.0;-528.0;346;?;283
102.0;-83;361;128.0;-438.0;-179;1416;903
368.0;-2;-74;7.0;-360.0;107;2310;578
177.0;12;74;13.0;-370.0;11;3176;687
-439.0;-8;67;177.0;-369.0;7;4405;698
-672.0;15;10;59.0;-369.0;78;5340;624
-199.0;-15;96;136.0;-366.0;-14;5518;700
?;20;5;303.0;-400.0;54;5370;661
-336.0;-30;63;1206.0;-335.0;19;?;681
-138.0;-62;124;1310.0;-451.0;26;5651;677
11.0;-31;170;456.0;-458.0;35;5716;671
36.0;-137;421;-232.0;-354.0;32;3903;610
-169.0;-34;1179;-16.0;?;6;-22;607
-97.0;-137;1426;-188.0;-656.0;62;-1368;?
-23.0;-132;2419;-227.0;-592.0;270;-1517;211
-3.0;-1218;5333;-294.0;-705.0;153;-3121;370
65.0;-3413;7551;-252.0;-667.0;-1000;-2212;1817
137.0;-2698;6586;-233.0;-534.0;-1768;-245;2853
92.0;-1493;2793;?;-431.0;-520;78;1735
64.0;-2162;1738;-374.0;-403.0;397;19;836
62.0;-1617;1197;-542.0;-419.0;274;19;964
13.0;-161;-2437;-479.0;-380.0;847;-5;444
-59.0;1078;-3811;694.0;-411.0;819;-47;314
-139.0;?;-3954;1948.0;-398.0;243;-51;626
-243.0;1893;-4382;1850.0;-385.0;?;-48;435
-260.0;2502;-4202;614.0;-405.0;-64;-110;800
218.0;2027;-4692;-451.0;-424.0;?;-227;1314
223.0;2417;-4506;1328.0;-453.0;-1460;-190;2028
-647.0;4210;-4596;104.0;-432.0;-2316;-271;3488
-830.0;592;-5587;-819.0;-534.0;2008;-523;3048
-394.0;3536;-3053;-248.0;-623.0;4366;-706;1457
-321.0;3746;1048;-304.0;-660.0;1537;-1512;1086
-427.0;-3221;3627;-138.0;-593.0;198;-2647;1775
-502.0;-313;4691;-152.0;-599.0;-250;-3742;2062
-592.0;127;2249;38.0;-693.0;-92;-6883;?
-567.0;-1502;535;21.0;-590.0;-59;-9327;716
-420.0;?;531;84.0;-530.0;-198;?;915
-576.0;-264;85;106.0;-556.0;80;-3231;622
38.0;15;194;105.0;-441.0;-22;-2416;720
-438.0;17;120;39.0;-421.0;2;1433;690
67.0;-52;90;71.0;-435.0;32;2681;655
1401.0;65;?;108.0;-426.0;4;3518;700
-508.0;-29;48;189.0;-363.0;19;?;672
-677.0;29;42;227.0;-341.0;15;4620;685
-980.0;66;29;527.0;?;17;4719;680
425.0;48;54;1581.0;-335.0;-1;4692;699
-158.0;43;15;914.0;-403.0;20;5389;677
-374.0;-46;172;-19.0;-463.0;34;5326;660
-73.0;-127;34;8.0;-526.0;25;4263;659
-25.0;-93;520;-49.0;-727.0;?;2105;622
?;-29;1047;-237.0;-555.0;23;-1039;609
-15.0;-2;933;-278.0;-580.0;21;-2650;611
-14.0;-950;4087;-265.0;-640.0;-43;-3071;682
-32.0;-2753;7954;?;-604.0;-328;-1551;?
-2.0;-2790;6279;-202.0;-658.0;-768;4;1808
90.0;-2181;5267;-303.0;-563.0;-1849;-106;3047
-51.0;-2190;4979;?;-454.0;-1534;7;2727
67.0;-891;-282;-785.0;-443.0;752;14;?
88.0;171;-2864;-34.0;-449.0;1076;-53;218
-131.0;350;-2958;971.0;-450.0;558;-16;616
-77.0;1043;-4102;3043.0;-415.0;774;-30;321
-333.0;1457;-4125;1168.0;-404.0;376;94;592
144.0;1443;-4171;-93.0;-403.0;468;74;526
394.0;1682;-4234;518.0;?;380;-95;598
-107.0;1915;-4529;1682.0;-501.0;-1135;-205;1782
-804.0;2103;-4739;-383.0;-498.0;-2149;-137;2945
-668.0;2315;-5329;-427.0;-459.0;-1934;-407;3016
-298.0;3547;-5325;-149.0;-639.0;-176;?;2722
-396.0;3733;-1410;-64.0;?;2224;-1334;1838
-399.0;1234;3460;-15.0;-528.0;2295;-2349;626
-521.0;413;4702;-92.0;-683.0;665;-3804;1324
-539.0;83;4051;-6.0;-725.0;-1399;-6228;2457
-643.0;-944;2502;-13.0;-654.0;-1587;-8877;1824
-340.0;-499;607;58.0;-666.0;-93;-6586;901
-598.0;?;227;60.0;-541.0;45;-3464;683
