InertialMeasurementUnit LUA Quaternion1;Accelerometer LWR accX;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA accZ;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RUA Quaternion2;Accelerometer LH accX
-765.0;?;248.0;339.0;-807.0;573.0;?
-765.0;-196.0;264.0;364.0;-806.0;569.0;204.0
-762.0;-277.0;247.0;?;-804.0;565.0;471.0
-759.0;-423.0;214.0;317.0;-803.0;?;633.0
?;?;177.0;225.0;-801.0;?;?
-756.0;-280.0;155.0;208.0;-801.0;555.0;394.0
-754.0;-227.0;140.0;?;-800.0;?;127.0
-750.0;?;135.0;291.0;-798.0;554.0;248.0
-748.0;-157.0;133.0;300.0;-796.0;558.0;315.0
-746.0;-243.0;145.0;353.0;-794.0;560.0;305.0
-745.0;-424.0;?;363.0;-793.0;560.0;337.0
-745.0;-469.0;132.0;297.0;-791.0;561.0;386.0
-747.0;-501.0;126.0;302.0;?;563.0;?
-753.0;-484.0;121.0;344.0;-788.0;565.0;549.0
-759.0;?;117.0;387.0;-786.0;567.0;555.0
-766.0;-430.0;112.0;313.0;-784.0;?;506.0
-778.0;-391.0;111.0;351.0;?;569.0;544.0
-790.0;-427.0;120.0;294.0;-792.0;566.0;626.0
-803.0;-501.0;141.0;246.0;-800.0;?;?
-813.0;-451.0;181.0;185.0;-807.0;565.0;?
-819.0;-450.0;226.0;157.0;-812.0;564.0;551.0
-820.0;-399.0;272.0;145.0;-817.0;561.0;452.0
-819.0;-434.0;317.0;123.0;?;558.0;348.0
-815.0;-434.0;359.0;122.0;-823.0;552.0;316.0
-810.0;-417.0;398.0;146.0;?;544.0;289.0
-805.0;-378.0;418.0;186.0;-829.0;?;244.0
-802.0;-287.0;429.0;241.0;-831.0;525.0;175.0
-799.0;-239.0;428.0;282.0;-833.0;514.0;154.0
-796.0;-207.0;421.0;276.0;-834.0;504.0;57.0
-793.0;-160.0;414.0;300.0;-833.0;495.0;-58.0
-790.0;-80.0;413.0;?;?;486.0;-155.0
-788.0;-35.0;411.0;393.0;-834.0;474.0;-95.0
-784.0;-91.0;407.0;390.0;-833.0;467.0;-56.0
-781.0;?;407.0;596.0;-835.0;458.0;-22.0
?;-197.0;403.0;547.0;-833.0;453.0;35.0
-775.0;-251.0;393.0;489.0;-828.0;456.0;?
-773.0;-252.0;385.0;618.0;-825.0;456.0;217.0
-772.0;-233.0;367.0;599.0;-823.0;453.0;256.0
-775.0;-238.0;339.0;497.0;-821.0;450.0;346.0
-779.0;-311.0;314.0;406.0;-818.0;449.0;503.0
-784.0;-377.0;294.0;325.0;-815.0;449.0;690.0
-788.0;-419.0;275.0;334.0;-812.0;449.0;?
-791.0;-434.0;250.0;385.0;-809.0;450.0;762.0
-792.0;-356.0;?;341.0;-806.0;452.0;635.0
-792.0;-270.0;?;188.0;-802.0;465.0;557.0
-792.0;-278.0;179.0;498.0;-798.0;473.0;?
-791.0;-329.0;176.0;437.0;?;483.0;302.0
-792.0;-337.0;206.0;458.0;-793.0;489.0;264.0
-793.0;?;205.0;387.0;-794.0;494.0;330.0
-795.0;-313.0;180.0;?;-792.0;497.0;369.0
-798.0;-290.0;?;293.0;-792.0;499.0;340.0
-800.0;?;138.0;202.0;-795.0;498.0;303.0
-801.0;-252.0;172.0;230.0;-800.0;496.0;281.0
-803.0;-268.0;232.0;415.0;?;487.0;233.0
-806.0;-265.0;321.0;414.0;-819.0;?;206.0
-810.0;-237.0;406.0;286.0;-833.0;457.0;212.0
-813.0;-186.0;507.0;792.0;-851.0;434.0;239.0
?;-185.0;632.0;911.0;-869.0;402.0;236.0
-818.0;-208.0;706.0;?;-881.0;363.0;249.0
-819.0;-244.0;750.0;43.0;-887.0;334.0;331.0
-818.0;-263.0;766.0;?;-890.0;?;427.0
-815.0;-321.0;748.0;350.0;-897.0;324.0;484.0
-812.0;-335.0;721.0;339.0;-903.0;324.0;467.0
-808.0;-327.0;?;281.0;-904.0;327.0;363.0
-803.0;-265.0;736.0;333.0;-899.0;340.0;265.0
-800.0;-219.0;725.0;?;-890.0;357.0;181.0
-796.0;-167.0;716.0;?;-877.0;372.0;24.0
-793.0;-153.0;709.0;385.0;-863.0;?;-66.0
-790.0;-173.0;709.0;396.0;-850.0;399.0;?
-786.0;-236.0;705.0;441.0;?;413.0;?
-780.0;-326.0;710.0;592.0;-829.0;420.0;265.0
-773.0;-463.0;711.0;535.0;?;424.0;520.0
-765.0;-648.0;716.0;566.0;?;418.0;809.0
-757.0;-761.0;709.0;425.0;-814.0;402.0;1016.0
?;-777.0;?;344.0;-810.0;387.0;1078.0
-746.0;?;693.0;-19.0;-805.0;?;853.0
-743.0;-596.0;712.0;-67.0;-799.0;387.0;682.0
-741.0;-513.0;?;653.0;-802.0;380.0;571.0
-740.0;?;710.0;841.0;-804.0;374.0;477.0
?;-586.0;711.0;610.0;-810.0;369.0;491.0
-742.0;-637.0;710.0;544.0;-821.0;362.0;553.0
-742.0;-609.0;714.0;539.0;-835.0;355.0;487.0
-741.0;-534.0;718.0;567.0;-843.0;352.0;365.0
-743.0;-429.0;716.0;534.0;-845.0;352.0;246.0
-745.0;-345.0;716.0;474.0;?;352.0;217.0
-749.0;-312.0;711.0;472.0;-843.0;350.0;?
-755.0;-311.0;707.0;464.0;?;349.0;116.0
-762.0;-303.0;707.0;434.0;-851.0;348.0;42.0
-770.0;-292.0;705.0;390.0;-854.0;349.0;75.0
?;-322.0;694.0;527.0;-855.0;?;116.0
-779.0;-318.0;652.0;412.0;-851.0;340.0;170.0
-779.0;?;613.0;?;-845.0;331.0;223.0
-777.0;-325.0;585.0;173.0;-841.0;331.0;287.0
-776.0;-347.0;522.0;99.0;-827.0;?;247.0
-774.0;-334.0;440.0;87.0;-805.0;?;195.0
-773.0;-250.0;368.0;182.0;-783.0;343.0;186.0
-771.0;-238.0;297.0;270.0;-762.0;341.0;207.0
-769.0;-241.0;225.0;167.0;?;349.0;211.0
-765.0;-253.0;136.0;323.0;-709.0;350.0;196.0
-761.0;-227.0;18.0;358.0;-690.0;342.0;252.0
-755.0;-203.0;-106.0;462.0;-673.0;333.0;238.0
-747.0;-218.0;-202.0;378.0;-657.0;321.0;501.0
-738.0;-266.0;-255.0;381.0;-649.0;303.0;547.0
-729.0;-291.0;?;199.0;-645.0;296.0;271.0
-721.0;-340.0;-273.0;141.0;?;296.0;442.0
-714.0;-359.0;-285.0;397.0;-614.0;273.0;560.0
-710.0;-339.0;-295.0;?;-604.0;?;544.0
-709.0;-343.0;-297.0;125.0;?;235.0;510.0
-709.0;-383.0;-312.0;133.0;-587.0;226.0;471.0
-709.0;-405.0;-323.0;250.0;?;213.0;483.0
-709.0;-353.0;-336.0;295.0;-571.0;200.0;523.0
-709.0;-387.0;-351.0;277.0;-566.0;192.0;389.0
-709.0;-414.0;-367.0;294.0;-561.0;183.0;330.0
-710.0;-348.0;-385.0;354.0;-557.0;168.0;322.0
-711.0;-305.0;-402.0;346.0;-557.0;156.0;366.0
-712.0;-345.0;-422.0;?;-561.0;147.0;383.0
-714.0;-377.0;?;467.0;?;?;369.0
-715.0;-380.0;-454.0;408.0;-566.0;?;?
-718.0;-371.0;?;318.0;-565.0;122.0;371.0
-722.0;-361.0;-461.0;280.0;-564.0;119.0;365.0
-727.0;?;-459.0;239.0;-563.0;118.0;339.0
-732.0;-319.0;-457.0;278.0;-558.0;115.0;335.0
-736.0;-303.0;-463.0;375.0;-552.0;110.0;323.0
-739.0;-324.0;-467.0;412.0;-550.0;108.0;319.0
-741.0;-334.0;-475.0;394.0;-551.0;107.0;347.0
-743.0;-356.0;-478.0;375.0;-553.0;106.0;341.0
-744.0;-355.0;-478.0;321.0;-557.0;107.0;310.0
-745.0;?;-470.0;397.0;-561.0;?;300.0
-745.0;-323.0;-459.0;396.0;-566.0;103.0;261.0
-744.0;?;-446.0;379.0;-574.0;97.0;214.0
-743.0;-302.0;-435.0;343.0;-582.0;90.0;?
-741.0;-293.0;-417.0;417.0;-588.0;80.0;280.0
-740.0;-300.0;-419.0;433.0;-591.0;74.0;314.0
-738.0;-279.0;-428.0;517.0;-591.0;62.0;287.0
-734.0;?;-414.0;415.0;-598.0;52.0;246.0
-730.0;-225.0;-390.0;318.0;-610.0;52.0;161.0
-727.0;?;-370.0;?;-618.0;?;93.0
-725.0;-256.0;-347.0;370.0;-624.0;58.0;133.0
-722.0;-294.0;-319.0;339.0;-630.0;61.0;142.0
-719.0;-276.0;?;352.0;-633.0;67.0;141.0
-717.0;-294.0;-292.0;433.0;-633.0;72.0;148.0
-715.0;-291.0;-286.0;435.0;-633.0;?;164.0
-714.0;-340.0;-282.0;398.0;-633.0;84.0;115.0
-712.0;-343.0;-293.0;?;-630.0;91.0;-159.0
-710.0;-194.0;-299.0;403.0;-627.0;99.0;-149.0
-709.0;-119.0;?;289.0;-627.0;115.0;72.0
-709.0;-280.0;-337.0;347.0;-625.0;137.0;545.0
-713.0;?;-393.0;369.0;-620.0;158.0;566.0
-720.0;-265.0;?;435.0;-620.0;172.0;319.0
-727.0;-289.0;-497.0;550.0;-625.0;?;394.0
-736.0;-266.0;-562.0;517.0;-631.0;200.0;534.0
-744.0;-280.0;?;?;-641.0;213.0;566.0
-752.0;-413.0;-641.0;220.0;-655.0;237.0;528.0
-760.0;-495.0;-622.0;208.0;-672.0;266.0;576.0
-769.0;-454.0;-575.0;150.0;-693.0;304.0;131.0
-780.0;-200.0;-480.0;-121.0;-716.0;358.0;-228.0
-792.0;63.0;-361.0;-296.0;-728.0;427.0;-246.0
?;-161.0;-246.0;-51.0;-733.0;489.0;-43.0
-805.0;-282.0;-151.0;115.0;-739.0;529.0;102.0
-811.0;?;-54.0;261.0;?;548.0;-39.0
-817.0;47.0;-9.0;289.0;?;563.0;?
?;44.0;10.0;276.0;-743.0;578.0;21.0
-825.0;-11.0;26.0;129.0;-748.0;591.0;241.0
-825.0;-32.0;61.0;26.0;-754.0;603.0;366.0
-820.0;-68.0;?;-66.0;-760.0;614.0;408.0
?;-141.0;?;-59.0;-764.0;623.0;379.0
-804.0;-246.0;?;-41.0;-766.0;?;384.0
-795.0;-301.0;270.0;-7.0;-768.0;635.0;456.0
-774.0;-413.0;314.0;15.0;-768.0;638.0;581.0
-753.0;?;353.0;-1.0;-766.0;642.0;646.0
-728.0;-462.0;395.0;91.0;-765.0;?;623.0
-703.0;-417.0;443.0;44.0;-763.0;642.0;434.0
-680.0;-386.0;488.0;-41.0;-762.0;637.0;322.0
-657.0;-393.0;526.0;-111.0;-760.0;632.0;146.0
-634.0;-398.0;556.0;-109.0;-757.0;?;307.0
-607.0;-382.0;573.0;-98.0;-752.0;619.0;356.0
-581.0;-419.0;588.0;-78.0;-746.0;?;416.0
-554.0;-456.0;600.0;-40.0;-739.0;606.0;306.0
-528.0;-424.0;604.0;0.0;-732.0;598.0;394.0
-505.0;-405.0;599.0;61.0;-725.0;589.0;473.0
-483.0;-387.0;591.0;112.0;-721.0;?;406.0
-464.0;-400.0;586.0;243.0;-714.0;571.0;381.0
-451.0;-320.0;574.0;343.0;-707.0;?;303.0
-442.0;-234.0;558.0;?;-697.0;550.0;355.0
-435.0;-224.0;533.0;273.0;-684.0;537.0;327.0
?;-239.0;508.0;253.0;-669.0;524.0;?
-416.0;-312.0;481.0;293.0;-654.0;511.0;?
-405.0;-328.0;444.0;320.0;-641.0;500.0;181.0
-393.0;?;410.0;308.0;-628.0;489.0;166.0
-382.0;-343.0;368.0;293.0;-618.0;480.0;233.0
-371.0;-412.0;336.0;263.0;-607.0;472.0;360.0
-360.0;?;310.0;297.0;-597.0;464.0;398.0
-352.0;-417.0;286.0;313.0;-587.0;456.0;256.0
-346.0;-268.0;261.0;286.0;-577.0;448.0;138.0
-342.0;?;237.0;245.0;?;441.0;-105.0
-336.0;-130.0;212.0;218.0;?;?;44.0
?;-100.0;?;236.0;-550.0;435.0;66.0
-325.0;-144.0;177.0;246.0;-543.0;?;174.0
-320.0;-238.0;164.0;274.0;-536.0;432.0;85.0
-316.0;?;153.0;327.0;-527.0;?;179.0
-308.0;-194.0;?;334.0;-517.0;423.0;221.0
-300.0;?;130.0;341.0;-511.0;419.0;220.0
-289.0;-165.0;122.0;289.0;-509.0;422.0;350.0
-272.0;-192.0;119.0;276.0;-501.0;426.0;393.0
?;-209.0;117.0;325.0;-486.0;423.0;473.0
-244.0;-276.0;97.0;345.0;-474.0;409.0;566.0
-234.0;?;62.0;232.0;-457.0;398.0;695.0
-212.0;-497.0;5.0;?;?;?;649.0
-178.0;-500.0;-47.0;118.0;-413.0;379.0;440.0
-145.0;?;-108.0;135.0;-392.0;372.0;472.0
-117.0;-486.0;-147.0;135.0;?;368.0;677.0
-93.0;-609.0;-177.0;99.0;-355.0;364.0;641.0
-72.0;-573.0;-211.0;115.0;-338.0;357.0;588.0
?;-547.0;?;118.0;-324.0;352.0;436.0
-33.0;?;-279.0;?;?;348.0;338.0
-15.0;-370.0;-303.0;111.0;-303.0;?;309.0
5.0;-315.0;-320.0;130.0;-296.0;344.0;251.0
23.0;-236.0;-334.0;139.0;-292.0;342.0;85.0
38.0;-188.0;-342.0;132.0;-288.0;?;-16.0
48.0;-213.0;?;137.0;-287.0;334.0;-10.0
?;-247.0;-354.0;160.0;-289.0;326.0;?
54.0;-227.0;-352.0;197.0;-293.0;318.0;-98.0
49.0;-231.0;-347.0;195.0;?;317.0;-118.0
32.0;-165.0;-332.0;?;-301.0;319.0;-143.0
2.0;-122.0;-323.0;461.0;-309.0;318.0;-160.0
-43.0;-116.0;-327.0;341.0;-308.0;314.0;-110.0
-99.0;-170.0;-337.0;208.0;-308.0;314.0;11.0
-155.0;?;-344.0;180.0;-314.0;321.0;136.0
-205.0;-238.0;-342.0;215.0;-322.0;331.0;349.0
-246.0;-355.0;-334.0;222.0;-329.0;340.0;608.0
-274.0;-455.0;-332.0;208.0;-333.0;345.0;?
-290.0;-347.0;-329.0;193.0;-334.0;349.0;531.0
-303.0;-188.0;-325.0;198.0;-336.0;351.0;363.0
-311.0;-163.0;-319.0;221.0;-338.0;352.0;227.0
-318.0;-207.0;-311.0;?;-342.0;352.0;127.0
-320.0;?;-301.0;228.0;-347.0;351.0;172.0
-317.0;?;-288.0;223.0;-354.0;352.0;36.0
-308.0;-183.0;?;193.0;-357.0;355.0;-164.0
?;-75.0;-257.0;174.0;-356.0;357.0;-14.0
-274.0;-152.0;?;187.0;-351.0;356.0;273.0
-251.0;-386.0;-230.0;273.0;-347.0;355.0;408.0
-225.0;-411.0;-220.0;239.0;-349.0;361.0;380.0
-199.0;-346.0;-210.0;183.0;-348.0;362.0;459.0
-164.0;-327.0;-214.0;163.0;-340.0;353.0;581.0
-130.0;-403.0;-244.0;99.0;-323.0;339.0;?
-99.0;-455.0;-291.0;53.0;-300.0;?;621.0
-60.0;-467.0;?;48.0;-275.0;300.0;589.0
?;-489.0;-398.0;66.0;-252.0;282.0;736.0
26.0;?;-445.0;48.0;-230.0;268.0;754.0
68.0;-482.0;-494.0;21.0;-208.0;255.0;588.0
111.0;-424.0;-526.0;-9.0;-186.0;244.0;361.0
146.0;-446.0;-550.0;-16.0;-162.0;231.0;490.0
?;-434.0;-579.0;-4.0;-140.0;219.0;?
193.0;-396.0;-599.0;30.0;-121.0;210.0;375.0
212.0;-311.0;-617.0;82.0;-106.0;204.0;?
231.0;-245.0;-633.0;?;-95.0;198.0;45.0
247.0;-229.0;-643.0;?;-83.0;191.0;-54.0
261.0;?;-650.0;131.0;-76.0;183.0;-57.0
273.0;-152.0;-663.0;176.0;-73.0;173.0;5.0
282.0;-181.0;-671.0;198.0;?;164.0;-27.0
283.0;-163.0;-676.0;287.0;-71.0;160.0;-125.0
275.0;-127.0;?;465.0;-72.0;153.0;-173.0
253.0;-145.0;-690.0;402.0;?;142.0;-79.0
221.0;-175.0;-699.0;252.0;-49.0;131.0;-4.0
181.0;-178.0;-703.0;?;-43.0;127.0;14.0
140.0;-238.0;-708.0;260.0;-44.0;129.0;538.0
103.0;-396.0;-713.0;240.0;-43.0;131.0;1497.0
65.0;-531.0;-717.0;182.0;?;131.0;1133.0
30.0;-404.0;-715.0;188.0;-34.0;131.0;?
7.0;-341.0;-714.0;245.0;-27.0;130.0;703.0
-11.0;-286.0;-710.0;233.0;-21.0;128.0;678.0
?;-248.0;-703.0;215.0;-18.0;125.0;785.0
-34.0;-299.0;?;?;-17.0;123.0;703.0
-36.0;-384.0;-691.0;242.0;?;124.0;658.0
-35.0;-400.0;-684.0;206.0;-21.0;126.0;662.0
-28.0;-413.0;-679.0;192.0;?;126.0;755.0
-14.0;-418.0;-671.0;190.0;-13.0;124.0;712.0
5.0;-453.0;-664.0;246.0;-11.0;123.0;632.0
26.0;-477.0;?;228.0;-11.0;123.0;588.0
?;?;-651.0;?;?;116.0;?
68.0;-467.0;-646.0;227.0;?;102.0;?
?;-470.0;-650.0;180.0;4.0;?;590.0
109.0;-549.0;-659.0;26.0;20.0;75.0;465.0
139.0;?;-666.0;?;43.0;55.0;767.0
?;?;-675.0;-7.0;66.0;33.0;?
196.0;-655.0;-682.0;33.0;89.0;12.0;877.0
210.0;-567.0;?;60.0;112.0;-6.0;834.0
220.0;-647.0;-688.0;?;133.0;-23.0;?
226.0;-552.0;-691.0;30.0;152.0;-37.0;859.0
229.0;-675.0;-699.0;10.0;168.0;-47.0;932.0
229.0;-438.0;-708.0;17.0;182.0;?;1082.0
226.0;-704.0;-711.0;32.0;193.0;-64.0;782.0
222.0;-809.0;?;13.0;?;-69.0;822.0
217.0;-833.0;-721.0;44.0;211.0;-74.0;1032.0
212.0;-663.0;-722.0;171.0;?;-77.0;1200.0
207.0;-663.0;-727.0;297.0;206.0;-79.0;994.0
203.0;-821.0;?;404.0;196.0;-82.0;1043.0
203.0;-764.0;?;443.0;186.0;-92.0;1164.0
211.0;-875.0;-741.0;438.0;178.0;-103.0;1211.0
?;-940.0;-745.0;419.0;174.0;-114.0;1312.0
240.0;-921.0;-746.0;423.0;168.0;-121.0;1058.0
251.0;-1063.0;-744.0;423.0;161.0;-122.0;947.0
261.0;-982.0;-743.0;467.0;154.0;-124.0;1054.0
?;-1032.0;-745.0;493.0;146.0;-126.0;849.0
285.0;-843.0;-746.0;464.0;141.0;-127.0;724.0
298.0;-740.0;-746.0;466.0;140.0;-128.0;934.0
311.0;-576.0;-749.0;488.0;?;-129.0;886.0
?;-670.0;-746.0;472.0;142.0;-128.0;706.0
326.0;-568.0;?;?;?;-127.0;995.0
?;?;-748.0;502.0;152.0;-126.0;?
342.0;-846.0;-746.0;497.0;?;-123.0;967.0
?;-828.0;-741.0;473.0;171.0;-121.0;775.0
363.0;-797.0;-735.0;?;184.0;?;1018.0
365.0;-800.0;-718.0;407.0;198.0;-111.0;1115.0
358.0;-982.0;-689.0;423.0;216.0;-107.0;1101.0
346.0;-994.0;-650.0;398.0;?;-107.0;980.0
327.0;-1004.0;-606.0;416.0;264.0;-110.0;894.0
302.0;?;-569.0;473.0;283.0;-107.0;842.0
275.0;-903.0;-537.0;519.0;298.0;-99.0;?
?;-941.0;-506.0;516.0;305.0;-88.0;917.0
226.0;-914.0;?;554.0;308.0;-79.0;695.0
202.0;-905.0;-480.0;592.0;309.0;-70.0;749.0
176.0;-731.0;-476.0;577.0;305.0;-62.0;858.0
148.0;-861.0;-476.0;577.0;299.0;-55.0;940.0
118.0;-893.0;-475.0;531.0;289.0;-46.0;?
86.0;-894.0;-486.0;482.0;272.0;-35.0;876.0
52.0;-777.0;-501.0;546.0;249.0;-20.0;1111.0
20.0;-957.0;-525.0;564.0;225.0;-1.0;663.0
-8.0;-896.0;-543.0;557.0;203.0;18.0;1148.0
-34.0;-716.0;-562.0;538.0;182.0;33.0;986.0
-61.0;-1047.0;-573.0;490.0;162.0;46.0;1127.0
-89.0;-770.0;-579.0;452.0;140.0;63.0;1165.0
?;-917.0;-591.0;493.0;118.0;84.0;991.0
-141.0;-780.0;-596.0;491.0;99.0;?;950.0
-166.0;-693.0;-607.0;532.0;80.0;124.0;900.0
-188.0;-683.0;-616.0;501.0;61.0;145.0;905.0
-209.0;-728.0;-623.0;399.0;?;167.0;1035.0
-226.0;-609.0;-632.0;312.0;19.0;192.0;901.0
-240.0;-839.0;-641.0;378.0;-5.0;?;?
-259.0;-779.0;-647.0;307.0;-30.0;235.0;871.0
-280.0;-669.0;?;254.0;-56.0;253.0;612.0
-301.0;-681.0;-665.0;239.0;-84.0;267.0;948.0
-319.0;-781.0;-671.0;208.0;-110.0;?;1253.0
-339.0;-875.0;-673.0;?;-135.0;297.0;929.0
-359.0;-817.0;?;247.0;-157.0;311.0;801.0
-375.0;-945.0;-678.0;?;-173.0;321.0;993.0
-384.0;-1027.0;-678.0;266.0;-188.0;326.0;1000.0
-391.0;-664.0;-675.0;351.0;-203.0;333.0;954.0
-399.0;-690.0;-675.0;349.0;-217.0;342.0;1040.0
-407.0;-707.0;-674.0;338.0;-231.0;351.0;1204.0
-414.0;-843.0;-674.0;337.0;-243.0;362.0;1008.0
-422.0;-916.0;-673.0;324.0;-255.0;372.0;1037.0
-432.0;-851.0;-670.0;297.0;-265.0;378.0;806.0
-445.0;-873.0;-669.0;257.0;-278.0;383.0;745.0
?;-756.0;-669.0;252.0;-295.0;387.0;752.0
-472.0;-581.0;?;288.0;-315.0;394.0;897.0
-482.0;-636.0;-660.0;398.0;-336.0;399.0;922.0
-486.0;-587.0;?;401.0;-356.0;397.0;832.0
-489.0;-547.0;-643.0;447.0;-381.0;?;1007.0
-495.0;-657.0;-628.0;475.0;-406.0;396.0;912.0
-506.0;-782.0;-612.0;485.0;-428.0;398.0;391.0
-515.0;-647.0;-594.0;464.0;-441.0;403.0;359.0
-520.0;-435.0;-578.0;409.0;-452.0;410.0;349.0
-523.0;-387.0;-547.0;406.0;-468.0;420.0;484.0
-526.0;-611.0;-516.0;469.0;-487.0;432.0;?
-530.0;-653.0;?;482.0;-502.0;441.0;?
-535.0;-792.0;-462.0;449.0;-512.0;447.0;828.0
-542.0;-912.0;-437.0;417.0;-521.0;452.0;666.0
-550.0;-880.0;-421.0;406.0;-529.0;455.0;95.0
-557.0;?;-410.0;381.0;-536.0;457.0;393.0
?;-673.0;-397.0;373.0;?;?;606.0
-567.0;-825.0;-386.0;376.0;-546.0;?;?
-567.0;-901.0;-374.0;394.0;-549.0;454.0;?
-563.0;-976.0;?;422.0;-552.0;450.0;994.0
-560.0;-544.0;-354.0;434.0;-555.0;443.0;-409.0
-554.0;?;-344.0;394.0;-557.0;436.0;309.0
-537.0;-486.0;-333.0;351.0;-555.0;430.0;?
-519.0;-1414.0;-316.0;372.0;-552.0;425.0;255.0
-501.0;-1194.0;-296.0;396.0;-548.0;416.0;?
-490.0;-645.0;-278.0;393.0;-542.0;402.0;-113.0
?;-207.0;-269.0;338.0;-538.0;386.0;175.0
-444.0;-599.0;?;278.0;-535.0;370.0;79.0
-424.0;-907.0;-263.0;261.0;-535.0;355.0;425.0
-405.0;-957.0;-270.0;277.0;-536.0;341.0;57.0
?;-826.0;-279.0;294.0;-537.0;326.0;123.0
-381.0;-303.0;-286.0;?;-536.0;314.0;349.0
-375.0;-488.0;-291.0;244.0;-535.0;305.0;?
-359.0;-794.0;-298.0;?;-534.0;295.0;254.0
-349.0;-665.0;-307.0;237.0;-532.0;287.0;437.0
-347.0;-699.0;?;213.0;-530.0;281.0;388.0
-354.0;-828.0;-331.0;212.0;-525.0;275.0;437.0
-361.0;-859.0;-338.0;231.0;-517.0;268.0;395.0
-360.0;-756.0;-349.0;244.0;-510.0;?;491.0
-353.0;-646.0;-363.0;238.0;?;252.0;461.0
-340.0;-865.0;-372.0;220.0;-499.0;247.0;432.0
-333.0;-785.0;-379.0;241.0;-493.0;242.0;593.0
-330.0;-787.0;-383.0;276.0;-488.0;236.0;576.0
-332.0;-941.0;-383.0;305.0;-483.0;229.0;627.0
-325.0;?;-388.0;?;-478.0;223.0;677.0
-311.0;-770.0;-392.0;281.0;-476.0;219.0;502.0
-299.0;-747.0;-394.0;258.0;-473.0;218.0;349.0
-285.0;-691.0;-397.0;262.0;-468.0;217.0;506.0
-279.0;-693.0;-404.0;254.0;-461.0;216.0;710.0
-279.0;?;-408.0;235.0;-451.0;214.0;?
-281.0;-516.0;-418.0;?;-439.0;213.0;424.0
-282.0;-554.0;?;183.0;-425.0;212.0;769.0
?;-562.0;-443.0;202.0;-412.0;213.0;?
-280.0;-751.0;-457.0;218.0;-398.0;214.0;1045.0
?;-694.0;-470.0;204.0;-383.0;217.0;860.0
-273.0;-911.0;-480.0;217.0;-368.0;221.0;908.0
-268.0;-756.0;-492.0;224.0;-352.0;224.0;1003.0
-261.0;-781.0;-504.0;254.0;-338.0;225.0;729.0
-256.0;-672.0;-513.0;252.0;-326.0;227.0;788.0
-251.0;-572.0;-531.0;210.0;-313.0;227.0;871.0
?;-663.0;-546.0;199.0;-302.0;228.0;807.0
-241.0;-612.0;-559.0;215.0;-292.0;232.0;?
-234.0;-643.0;-579.0;231.0;-284.0;238.0;833.0
-225.0;-589.0;-592.0;250.0;-274.0;?;860.0
-216.0;-551.0;-606.0;250.0;-264.0;249.0;775.0
-206.0;-539.0;-625.0;267.0;-254.0;254.0;847.0
-199.0;-594.0;?;260.0;-243.0;258.0;779.0
-194.0;-457.0;-652.0;236.0;-230.0;261.0;841.0
-191.0;-496.0;-669.0;225.0;-217.0;262.0;776.0
-190.0;?;-678.0;202.0;-204.0;260.0;835.0
-186.0;?;-687.0;182.0;-192.0;257.0;?
?;-401.0;-699.0;162.0;-183.0;254.0;841.0
-177.0;-325.0;-706.0;181.0;-175.0;?;638.0
-171.0;-223.0;-712.0;171.0;-169.0;248.0;829.0
-167.0;-354.0;-720.0;115.0;-163.0;245.0;807.0
-162.0;-328.0;-722.0;104.0;-158.0;240.0;708.0
-153.0;-317.0;-722.0;92.0;-153.0;234.0;730.0
-144.0;-308.0;-726.0;67.0;-148.0;228.0;777.0
-131.0;-335.0;?;33.0;-143.0;220.0;720.0
-118.0;-344.0;-744.0;73.0;-140.0;209.0;871.0
-105.0;-198.0;-756.0;74.0;-138.0;198.0;751.0
-92.0;-325.0;-754.0;12.0;-138.0;190.0;?
-79.0;-324.0;?;-6.0;-135.0;180.0;770.0
-67.0;-332.0;-752.0;8.0;-132.0;168.0;832.0
-53.0;-306.0;-760.0;4.0;-129.0;158.0;718.0
-40.0;-323.0;-769.0;0.0;-126.0;147.0;739.0
?;-350.0;-783.0;-25.0;-122.0;135.0;788.0
-18.0;-329.0;-797.0;-48.0;-120.0;125.0;745.0
-10.0;-351.0;-802.0;-59.0;-118.0;?;?
-3.0;-270.0;-807.0;?;-116.0;109.0;756.0
3.0;-302.0;-812.0;?;-113.0;102.0;771.0
9.0;-289.0;?;-74.0;-111.0;96.0;945.0
14.0;-295.0;-822.0;-85.0;-107.0;90.0;871.0
19.0;-215.0;-826.0;?;-102.0;87.0;833.0
24.0;-282.0;-826.0;-86.0;-98.0;?;645.0
28.0;-262.0;-820.0;-44.0;-93.0;?;759.0
31.0;-253.0;-807.0;-33.0;-87.0;88.0;783.0
35.0;-292.0;-793.0;-59.0;?;89.0;810.0
39.0;-292.0;-786.0;-31.0;-72.0;?;726.0
44.0;-251.0;-784.0;-41.0;-64.0;86.0;767.0
46.0;-226.0;-771.0;-52.0;?;84.0;?
49.0;-255.0;-761.0;-61.0;-52.0;83.0;732.0
51.0;-249.0;-753.0;-21.0;?;83.0;742.0
54.0;?;-750.0;-50.0;-44.0;83.0;778.0
56.0;-238.0;-746.0;-97.0;-38.0;82.0;740.0
58.0;-233.0;-742.0;-28.0;-35.0;76.0;739.0
61.0;-227.0;-742.0;18.0;-36.0;79.0;?
