Accelerometer RKN_ accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit RUA gyroX;Accelerometer HIP accX;InertialMeasurementUnit RLA accZ;InertialMeasurementUnit L-SHOE Nav_Ax;Accelerometer BACK accX;InertialMeasurementUnit BACK accY;InertialMeasurementUnit L-SHOE Body_Az;Accelerometer LH accZ;Accelerometer RWR accZ;Accelerometer BACK accY
50.0;-938.0;562.0;?;499.0;-93;291.0;16.0;736;?;704.0;731.0
82.0;-939.0;454.0;-179.0;503.0;-94;239.0;20.0;722;365.0;646.0;644.0
123.0;-984.0;442.0;-131.0;484.0;-68;130.0;-29.0;721;507.0;657.0;558.0
86.0;-1036.0;499.0;-199.0;488.0;-47;82.0;-82.0;713;-297.0;625.0;546.0
110.0;-1070.0;621.0;-241.0;474.0;-60;87.0;-115.0;707;445.0;?;559.0
125.0;-1012.0;?;-195.0;468.0;-93;129.0;-96.0;725;-683.0;?;617.0
106.0;-1163.0;746.0;8.0;511.0;-95;242.0;-82.0;?;-192.0;492.0;549.0
117.0;-1040.0;716.0;-74.0;?;-65;248.0;-348.0;722;47.0;?;540.0
183.0;-1044.0;794.0;219.0;324.0;-25;252.0;?;721;-143.0;?;552.0
185.0;-868.0;831.0;455.0;123.0;-66;225.0;?;715;-353.0;725.0;561.0
116.0;?;766.0;-38.0;115.0;-61;135.0;-172.0;713;-67.0;589.0;577.0
181.0;-808.0;709.0;-226.0;189.0;-38;134.0;-207.0;724;-204.0;520.0;629.0
423.0;?;752.0;-200.0;246.0;-67;92.0;-230.0;720;325.0;487.0;637.0
219.0;?;871.0;-105.0;214.0;-50;50.0;-211.0;711;-238.0;519.0;?
?;-892.0;1097.0;-50.0;253.0;?;?;-139.0;?;-96.0;575.0;735.0
288.0;-805.0;1256.0;-149.0;306.0;?;31.0;-81.0;697;-85.0;?;749.0
261.0;?;1441.0;-134.0;?;-11;13.0;-85.0;684;-162.0;636.0;807.0
-105.0;-881.0;1596.0;?;235.0;-54;?;-69.0;737;-409.0;720.0;829.0
72.0;-813.0;?;-76.0;152.0;-35;-4.0;-145.0;709;-232.0;776.0;810.0
81.0;-810.0;1632.0;-97.0;-5.0;30;?;-218.0;644;-255.0;851.0;770.0
71.0;-815.0;1583.0;-117.0;110.0;50;-2.0;-217.0;606;-999.0;876.0;?
90.0;-828.0;?;-139.0;124.0;231;-3.0;-232.0;445;?;853.0;773.0
119.0;?;1205.0;-87.0;81.0;381;-9.0;-176.0;356;-1257.0;823.0;798.0
78.0;?;1258.0;-73.0;82.0;270;3.0;-122.0;467;148.0;777.0;817.0
137.0;-881.0;?;-76.0;117.0;-21;-37.0;?;?;-1009.0;734.0;854.0
21.0;-913.0;953.0;-42.0;111.0;-298;-10.0;-67.0;826;1182.0;706.0;835.0
101.0;-959.0;807.0;?;?;-352;1.0;-21.0;887;393.0;715.0;829.0
122.0;-964.0;647.0;31.0;238.0;-321;1.0;15.0;893;246.0;737.0;818.0
69.0;-962.0;324.0;39.0;285.0;-141;?;-15.0;745;105.0;762.0;846.0
30.0;?;211.0;-15.0;364.0;71;?;7.0;564;-203.0;737.0;820.0
23.0;?;152.0;-39.0;450.0;94;-1.0;?;559;?;714.0;849.0
-41.0;-981.0;-19.0;-39.0;551.0;112;?;?;?;-761.0;692.0;835.0
-73.0;-927.0;35.0;-37.0;640.0;168;5.0;1.0;501;-993.0;692.0;843.0
-161.0;-930.0;238.0;-16.0;712.0;?;8.0;10.0;?;1190.0;665.0;837.0
-178.0;-948.0;500.0;18.0;740.0;89;-40.0;20.0;610;-2399.0;626.0;?
-198.0;-965.0;692.0;41.0;742.0;-86;20.0;13.0;802;-515.0;609.0;803.0
-207.0;-989.0;791.0;?;726.0;-78;-3.0;21.0;699;-36.0;?;?
-235.0;-997.0;888.0;-4.0;678.0;-91;-56.0;15.0;727;214.0;625.0;809.0
-366.0;-986.0;818.0;4.0;634.0;-61;-38.0;19.0;692;-57.0;577.0;798.0
-418.0;?;655.0;-22.0;607.0;-64;-9.0;10.0;672;127.0;584.0;771.0
-438.0;-986.0;465.0;-82.0;609.0;20;-13.0;4.0;646;-531.0;?;796.0
-484.0;-995.0;321.0;?;?;-96;8.0;?;597;40.0;554.0;?
-450.0;-989.0;322.0;-76.0;597.0;?;79.0;3.0;610;-482.0;?;888.0
-51.0;-530.0;232.0;-284.0;495.0;7;352.0;-227.0;13;-31.0;691.0;104.0
-592.0;-1018.0;?;-3.0;992.0;-11;191.0;-136.0;621;-1107.0;815.0;712.0
-596.0;-980.0;528.0;-19.0;966.0;-19;230.0;-115.0;625;-1106.0;824.0;688.0
-613.0;-942.0;597.0;-48.0;933.0;-24;224.0;-69.0;631;-1067.0;842.0;708.0
-606.0;-946.0;601.0;-20.0;996.0;-19;208.0;-91.0;626;-931.0;805.0;689.0
-532.0;-964.0;515.0;-27.0;?;-7;?;-97.0;623;-882.0;732.0;672.0
?;-951.0;468.0;12.0;1019.0;-13;222.0;-112.0;627;-622.0;862.0;?
-634.0;-953.0;?;13.0;963.0;-18;?;-133.0;629;-518.0;762.0;728.0
-553.0;-953.0;360.0;27.0;913.0;-15;215.0;?;631;-779.0;689.0;733.0
-449.0;-953.0;250.0;9.0;887.0;-13;197.0;-132.0;628;-908.0;582.0;?
-492.0;-953.0;222.0;21.0;877.0;-18;234.0;-143.0;631;-932.0;?;?
-579.0;-962.0;98.0;?;839.0;-8;205.0;-143.0;623;-1028.0;632.0;764.0
-578.0;-974.0;119.0;-9.0;821.0;10;164.0;-158.0;608;-1086.0;824.0;769.0
-652.0;-964.0;-31.0;-20.0;865.0;6;155.0;-180.0;?;-1024.0;818.0;799.0
-744.0;-954.0;11.0;12.0;794.0;-2;163.0;-178.0;616;-958.0;926.0;810.0
-680.0;-957.0;?;22.0;775.0;-4;194.0;-171.0;621;-959.0;902.0;758.0
-595.0;?;-368.0;30.0;?;-9;209.0;-172.0;625;-850.0;795.0;712.0
-586.0;-945.0;-367.0;80.0;831.0;?;204.0;-167.0;622;-903.0;804.0;821.0
-527.0;-950.0;?;90.0;?;-1;164.0;-173.0;620;-883.0;785.0;857.0
-696.0;-964.0;-92.0;?;914.0;0;169.0;?;617;-913.0;775.0;783.0
-591.0;-967.0;-191.0;29.0;842.0;-3;210.0;-177.0;617;-730.0;737.0;833.0
?;-972.0;?;39.0;790.0;1;181.0;-167.0;614;-859.0;739.0;822.0
?;-965.0;-689.0;39.0;847.0;1;204.0;?;?;-814.0;692.0;748.0
-398.0;-972.0;-816.0;?;863.0;3;?;?;612;?;741.0;?
-405.0;-979.0;-821.0;39.0;977.0;2;155.0;-160.0;614;-936.0;714.0;785.0
-416.0;-985.0;-576.0;27.0;1082.0;-7;165.0;-129.0;626;-909.0;766.0;793.0
-503.0;-1004.0;-220.0;51.0;1159.0;?;187.0;-118.0;618;-854.0;815.0;777.0
-479.0;-1017.0;?;57.0;1078.0;4;?;-125.0;615;-900.0;815.0;755.0
-427.0;-990.0;335.0;63.0;955.0;?;194.0;-126.0;624;-863.0;822.0;761.0
?;?;409.0;37.0;826.0;-7;201.0;-189.0;624;-858.0;939.0;772.0
-257.0;?;212.0;19.0;790.0;-6;192.0;-163.0;?;?;917.0;763.0
-215.0;-988.0;116.0;30.0;?;-2;203.0;-141.0;623;?;?;744.0
-191.0;-955.0;123.0;?;826.0;2;202.0;-170.0;621;-891.0;877.0;755.0
?;-998.0;60.0;?;852.0;4;202.0;-160.0;619;-824.0;967.0;763.0
-289.0;-941.0;199.0;51.0;855.0;-2;205.0;-170.0;620;-871.0;898.0;?
-329.0;-946.0;272.0;58.0;846.0;?;225.0;-157.0;?;-831.0;830.0;779.0
-255.0;-972.0;485.0;59.0;874.0;-8;215.0;-149.0;623;-871.0;885.0;?
-472.0;?;551.0;69.0;?;-2;208.0;-141.0;?;-837.0;964.0;?
?;-980.0;615.0;68.0;770.0;4;198.0;-153.0;618;-808.0;876.0;761.0
?;-975.0;566.0;57.0;720.0;2;?;-163.0;621;-835.0;946.0;770.0
-385.0;-981.0;446.0;48.0;716.0;-3;186.0;?;622;-848.0;?;753.0
-397.0;-972.0;483.0;49.0;706.0;-2;?;-174.0;621;-808.0;851.0;753.0
-412.0;?;442.0;30.0;653.0;0;168.0;-179.0;?;-772.0;966.0;758.0
-439.0;-961.0;349.0;29.0;766.0;5;160.0;-181.0;616;-761.0;1012.0;772.0
-433.0;-965.0;566.0;80.0;746.0;7;182.0;-171.0;612;?;1016.0;763.0
-374.0;-973.0;676.0;51.0;732.0;2;173.0;-168.0;615;-783.0;998.0;?
-351.0;-969.0;863.0;24.0;709.0;1;192.0;-167.0;615;-787.0;1064.0;?
-400.0;-980.0;1028.0;39.0;631.0;?;191.0;-171.0;610;-754.0;1058.0;763.0
-413.0;-964.0;999.0;80.0;521.0;4;206.0;-188.0;611;-688.0;940.0;775.0
-405.0;-973.0;730.0;83.0;476.0;1;204.0;-178.0;613;-663.0;864.0;746.0
-419.0;?;532.0;78.0;397.0;1;199.0;-173.0;609;-637.0;845.0;733.0
-380.0;-967.0;339.0;?;?;1;200.0;-164.0;611;-669.0;859.0;795.0
-400.0;-976.0;323.0;79.0;357.0;-1;170.0;-165.0;615;-706.0;881.0;769.0
-412.0;-961.0;171.0;59.0;?;-1;166.0;-148.0;614;-817.0;1009.0;778.0
-395.0;-970.0;46.0;59.0;219.0;-3;182.0;?;617;-765.0;1099.0;757.0
-407.0;-973.0;-293.0;73.0;291.0;-3;201.0;-133.0;618;?;939.0;771.0
-440.0;-982.0;-417.0;?;277.0;-1;185.0;-141.0;614;-868.0;904.0;813.0
-423.0;-974.0;?;67.0;466.0;-3;173.0;-151.0;618;-940.0;881.0;?
-428.0;-971.0;-204.0;86.0;469.0;?;209.0;-148.0;623;-943.0;915.0;821.0
-386.0;-977.0;?;81.0;?;0;211.0;-161.0;620;-972.0;895.0;788.0
?;-978.0;-152.0;65.0;447.0;0;?;-165.0;619;-947.0;709.0;787.0
-369.0;-982.0;-68.0;79.0;?;1;173.0;-183.0;619;-999.0;553.0;829.0
-372.0;-969.0;-154.0;95.0;577.0;0;?;-179.0;619;-1069.0;764.0;?
-401.0;-989.0;-123.0;99.0;605.0;-2;?;-183.0;?;-1060.0;782.0;791.0
?;-997.0;-81.0;97.0;624.0;-2;163.0;-163.0;?;-1071.0;705.0;793.0
-384.0;-989.0;-5.0;105.0;610.0;-2;179.0;-152.0;622;-1117.0;687.0;811.0
-404.0;-977.0;?;123.0;?;0;211.0;-136.0;625;-1093.0;864.0;811.0
-414.0;-981.0;306.0;155.0;638.0;-2;238.0;-153.0;621;-1084.0;869.0;818.0
-392.0;-981.0;317.0;157.0;622.0;-5;261.0;-177.0;624;-1099.0;839.0;805.0
-380.0;-994.0;219.0;157.0;?;?;291.0;-161.0;628;-1239.0;883.0;800.0
-421.0;-989.0;254.0;126.0;743.0;-6;302.0;-163.0;626;-912.0;947.0;825.0
-405.0;-975.0;367.0;109.0;724.0;?;308.0;-188.0;627;-1291.0;960.0;?
-398.0;-978.0;194.0;118.0;588.0;?;263.0;-169.0;627;-1551.0;1018.0;813.0
-361.0;-971.0;-284.0;119.0;506.0;?;247.0;-148.0;628;-978.0;1042.0;785.0
-362.0;-991.0;-625.0;132.0;500.0;4;244.0;-133.0;630;-540.0;1058.0;?
-387.0;?;-880.0;136.0;684.0;1;?;-136.0;627;194.0;979.0;757.0
-408.0;?;-806.0;115.0;757.0;-2;271.0;-118.0;?;?;963.0;?
-414.0;-966.0;-758.0;92.0;609.0;-6;240.0;?;632;319.0;936.0;791.0
-404.0;-965.0;?;111.0;?;-6;308.0;-150.0;632;110.0;861.0;782.0
-402.0;-973.0;-780.0;?;755.0;-1;265.0;-160.0;624;-115.0;953.0;780.0
-403.0;-970.0;-445.0;114.0;880.0;-3;273.0;-189.0;?;-184.0;808.0;743.0
-383.0;-958.0;-118.0;97.0;658.0;-5;265.0;-202.0;633;-167.0;722.0;735.0
-404.0;-963.0;-28.0;123.0;620.0;-3;275.0;?;637;-118.0;677.0;775.0
-390.0;?;107.0;113.0;603.0;?;252.0;-227.0;633;152.0;633.0;780.0
?;-972.0;202.0;97.0;685.0;-7;205.0;-236.0;633;100.0;?;799.0
-410.0;-958.0;443.0;146.0;726.0;-7;191.0;-203.0;635;61.0;691.0;771.0
-405.0;-940.0;828.0;145.0;774.0;-5;222.0;-192.0;634;-42.0;637.0;773.0
-411.0;-961.0;1052.0;109.0;727.0;?;220.0;?;635;-92.0;650.0;769.0
-400.0;-960.0;?;129.0;687.0;-5;203.0;-194.0;?;-6.0;670.0;778.0
-405.0;-983.0;912.0;130.0;608.0;2;?;-199.0;623;-105.0;657.0;795.0
-401.0;-974.0;?;134.0;554.0;1;?;?;638;-39.0;669.0;809.0
-401.0;-952.0;230.0;134.0;508.0;-5;242.0;-240.0;633;51.0;673.0;?
-374.0;-935.0;-35.0;143.0;?;-6;249.0;-216.0;628;?;662.0;?
-389.0;-937.0;-168.0;121.0;535.0;-2;250.0;-227.0;634;23.0;679.0;782.0
-386.0;-942.0;-425.0;115.0;498.0;-2;221.0;-210.0;628;85.0;618.0;793.0
-382.0;-961.0;?;132.0;502.0;-1;230.0;-193.0;627;17.0;601.0;798.0
-383.0;-974.0;-952.0;124.0;599.0;?;207.0;-179.0;630;55.0;601.0;781.0
-404.0;-976.0;-986.0;119.0;751.0;-4;217.0;-162.0;633;?;643.0;780.0
?;?;-836.0;108.0;780.0;-4;212.0;-144.0;635;175.0;676.0;770.0
-423.0;-967.0;-821.0;119.0;798.0;2;190.0;-162.0;628;?;683.0;789.0
-390.0;-955.0;?;82.0;844.0;1;210.0;-154.0;626;63.0;588.0;784.0
-354.0;-950.0;-637.0;87.0;908.0;2;208.0;-148.0;633;48.0;566.0;787.0
-395.0;-965.0;-493.0;99.0;943.0;-2;219.0;-157.0;635;18.0;578.0;785.0
-414.0;-971.0;?;53.0;963.0;-1;121.0;-102.0;630;-692.0;824.0;770.0
-413.0;-980.0;38.0;52.0;942.0;1;105.0;-116.0;?;-649.0;808.0;778.0
-413.0;-988.0;67.0;69.0;847.0;-4;?;-108.0;638;-679.0;827.0;788.0
-392.0;-985.0;-61.0;61.0;784.0;-2;86.0;-92.0;631;-650.0;803.0;784.0
?;-982.0;?;59.0;?;2;82.0;-94.0;629;-693.0;820.0;792.0
-399.0;-987.0;-345.0;50.0;?;-1;120.0;?;632;-725.0;729.0;791.0
-367.0;-981.0;-337.0;49.0;?;0;152.0;-113.0;?;-693.0;606.0;778.0
-374.0;-968.0;-208.0;?;887.0;-1;135.0;?;631;?;?;768.0
-361.0;?;-24.0;59.0;876.0;-4;107.0;-93.0;631;-701.0;672.0;786.0
-383.0;-980.0;97.0;60.0;886.0;-1;107.0;-98.0;?;-686.0;775.0;801.0
-401.0;-979.0;?;81.0;890.0;-6;97.0;?;634;-676.0;793.0;?
-395.0;-978.0;248.0;61.0;848.0;?;?;-87.0;635;-691.0;976.0;819.0
-397.0;-971.0;317.0;52.0;834.0;3;106.0;-82.0;?;-684.0;848.0;809.0
-376.0;-975.0;?;58.0;811.0;-1;132.0;-89.0;631;-660.0;993.0;799.0
-374.0;-981.0;278.0;69.0;751.0;-2;158.0;-91.0;635;-682.0;842.0;780.0
-393.0;-979.0;256.0;96.0;760.0;-4;121.0;-86.0;631;-666.0;751.0;785.0
-393.0;-983.0;262.0;98.0;?;0;125.0;?;628;-697.0;764.0;790.0
-374.0;-983.0;728.0;94.0;889.0;2;109.0;-78.0;632;-662.0;808.0;789.0
-393.0;-984.0;951.0;76.0;644.0;-3;105.0;-94.0;631;-638.0;?;774.0
-382.0;?;571.0;53.0;410.0;-1;115.0;-128.0;631;-587.0;?;774.0
?;?;-3.0;48.0;549.0;-4;128.0;-100.0;634;-639.0;627.0;758.0
-381.0;-976.0;-253.0;57.0;725.0;-5;119.0;-94.0;634;-685.0;579.0;767.0
-389.0;-987.0;-320.0;69.0;721.0;-4;101.0;-87.0;630;-641.0;?;797.0
-421.0;-993.0;?;?;782.0;-7;94.0;-85.0;626;-699.0;?;?
-395.0;-993.0;-368.0;49.0;886.0;-6;105.0;-89.0;627;-710.0;783.0;809.0
-374.0;-986.0;-384.0;50.0;715.0;-4;98.0;-97.0;629;-671.0;944.0;818.0
-381.0;-977.0;-274.0;?;892.0;-1;112.0;-125.0;627;-699.0;998.0;803.0
-372.0;-969.0;75.0;51.0;?;-1;173.0;-138.0;629;-639.0;?;772.0
-406.0;?;301.0;73.0;791.0;-4;142.0;-107.0;632;-682.0;?;773.0
-365.0;-975.0;-437.0;87.0;571.0;0;182.0;-100.0;630;-424.0;845.0;753.0
-392.0;-982.0;-756.0;82.0;718.0;-5;192.0;-90.0;639;?;632.0;792.0
-390.0;-991.0;-783.0;97.0;865.0;-3;179.0;-114.0;630;-481.0;666.0;789.0
-397.0;-974.0;-648.0;92.0;1082.0;1;141.0;-140.0;625;?;491.0;?
-376.0;-972.0;?;126.0;1106.0;0;147.0;-153.0;631;-725.0;547.0;789.0
-380.0;-968.0;284.0;104.0;1052.0;-1;158.0;-179.0;631;-599.0;631.0;780.0
-383.0;-967.0;541.0;79.0;922.0;2;183.0;-173.0;634;-769.0;662.0;784.0
-383.0;-974.0;598.0;?;829.0;0;?;-169.0;632;-1229.0;?;790.0
-373.0;-974.0;627.0;63.0;813.0;?;156.0;-163.0;627;-946.0;524.0;772.0
-394.0;-983.0;856.0;?;?;0;126.0;-143.0;635;-325.0;546.0;786.0
-379.0;?;1695.0;90.0;1299.0;-4;174.0;-163.0;637;227.0;534.0;812.0
-380.0;-978.0;2726.0;116.0;1179.0;?;216.0;-151.0;628;?;587.0;828.0
-411.0;-960.0;?;117.0;?;-2;?;-137.0;624;-292.0;635.0;820.0
-375.0;-955.0;2628.0;135.0;571.0;-3;?;-143.0;625;-607.0;682.0;827.0
-390.0;-976.0;1826.0;?;455.0;1;142.0;-157.0;627;?;669.0;836.0
-372.0;-989.0;981.0;118.0;345.0;3;151.0;-131.0;625;-736.0;?;?
-386.0;-990.0;114.0;105.0;236.0;-3;?;-125.0;632;-840.0;683.0;829.0
-380.0;-984.0;-396.0;78.0;435.0;-2;77.0;-134.0;633;-555.0;711.0;817.0
-384.0;-983.0;-432.0;92.0;542.0;0;101.0;-140.0;628;-227.0;696.0;?
-392.0;-987.0;-377.0;96.0;568.0;2;129.0;?;629;?;805.0;788.0
-414.0;-992.0;-342.0;84.0;624.0;2;162.0;-187.0;629;-357.0;684.0;811.0
-412.0;-963.0;-248.0;81.0;644.0;-4;170.0;-126.0;632;-268.0;611.0;807.0
-375.0;-973.0;?;116.0;647.0;0;163.0;-105.0;?;-169.0;675.0;795.0
-373.0;-984.0;-318.0;120.0;?;4;?;-157.0;629;-10.0;754.0;788.0
?;-997.0;-363.0;101.0;756.0;0;173.0;-183.0;631;-235.0;803.0;769.0
-383.0;-992.0;-280.0;90.0;853.0;1;181.0;-167.0;?;-219.0;778.0;770.0
-385.0;-987.0;?;94.0;854.0;?;168.0;-146.0;637;-302.0;791.0;790.0
?;-980.0;16.0;99.0;868.0;-2;188.0;-104.0;638;-225.0;777.0;790.0
?;-1003.0;96.0;91.0;804.0;-2;199.0;-109.0;637;?;702.0;785.0
?;-991.0;69.0;78.0;803.0;0;197.0;-85.0;636;-201.0;673.0;?
-377.0;-968.0;?;?;908.0;4;165.0;-32.0;633;-218.0;669.0;792.0
-393.0;-959.0;420.0;69.0;848.0;3;173.0;-44.0;633;-271.0;814.0;772.0
?;-972.0;?;90.0;695.0;3;163.0;-75.0;633;-280.0;793.0;791.0
-370.0;-968.0;416.0;106.0;720.0;4;183.0;?;633;-230.0;691.0;782.0
-380.0;-992.0;?;?;411.0;?;142.0;-51.0;638;-811.0;866.0;812.0
-352.0;?;-1484.0;80.0;437.0;2;124.0;-91.0;638;-811.0;900.0;815.0
-391.0;-969.0;-1671.0;75.0;503.0;3;122.0;-96.0;637;-691.0;813.0;786.0
-393.0;-973.0;-1875.0;61.0;549.0;2;145.0;-145.0;636;-760.0;794.0;?
-405.0;?;-1993.0;69.0;?;1;131.0;-140.0;634;-682.0;713.0;776.0
?;?;-1937.0;96.0;810.0;2;123.0;-191.0;636;-634.0;753.0;799.0
-401.0;-968.0;-1717.0;97.0;858.0;1;107.0;-209.0;635;-704.0;765.0;778.0
-402.0;-976.0;?;100.0;913.0;-2;?;-227.0;628;-695.0;787.0;?
-388.0;-975.0;-1318.0;54.0;922.0;1;112.0;-214.0;627;-723.0;671.0;755.0
-381.0;?;-1208.0;29.0;949.0;2;87.0;-220.0;630;-759.0;632.0;?
-368.0;-987.0;-959.0;?;?;3;107.0;-206.0;628;-729.0;604.0;792.0
-382.0;-985.0;-738.0;58.0;925.0;1;113.0;-148.0;636;-744.0;?;800.0
-369.0;-982.0;-596.0;49.0;925.0;-3;120.0;?;637;-623.0;688.0;790.0
-373.0;-981.0;-464.0;63.0;959.0;6;133.0;-110.0;626;-680.0;?;807.0
-386.0;-978.0;-85.0;66.0;1061.0;6;126.0;-95.0;629;-744.0;896.0;818.0
?;-969.0;258.0;61.0;1024.0;-1;139.0;-104.0;637;-757.0;797.0;820.0
-399.0;-964.0;434.0;71.0;862.0;-4;153.0;-114.0;636;-771.0;?;810.0
-413.0;-971.0;296.0;?;812.0;-2;186.0;?;635;-679.0;825.0;800.0
-403.0;-974.0;232.0;72.0;821.0;5;161.0;?;633;-673.0;794.0;?
-403.0;?;?;92.0;801.0;6;135.0;-69.0;633;-759.0;756.0;792.0
-383.0;-968.0;382.0;94.0;873.0;1;?;-62.0;634;?;?;776.0
?;-971.0;622.0;75.0;783.0;?;?;?;635;-688.0;802.0;778.0
-400.0;-970.0;667.0;58.0;634.0;1;154.0;-83.0;634;-734.0;841.0;775.0
-380.0;-978.0;296.0;61.0;486.0;0;138.0;?;636;-621.0;779.0;?
-387.0;-984.0;-246.0;56.0;616.0;1;125.0;-98.0;635;-738.0;805.0;763.0
-391.0;-978.0;-394.0;106.0;709.0;3;?;-100.0;?;-702.0;837.0;782.0
-379.0;-985.0;-486.0;69.0;793.0;4;133.0;-96.0;626;-711.0;857.0;801.0
-385.0;-983.0;-704.0;70.0;912.0;-7;107.0;-102.0;641;-687.0;753.0;804.0
-369.0;-980.0;-667.0;72.0;839.0;-2;111.0;-104.0;632;-702.0;711.0;807.0
?;-977.0;-694.0;92.0;894.0;-2;?;-114.0;633;-679.0;796.0;821.0
-372.0;-983.0;-501.0;83.0;1041.0;-5;108.0;-109.0;633;?;1093.0;809.0
-403.0;-973.0;88.0;88.0;833.0;7;197.0;-140.0;632;-559.0;?;734.0
-379.0;-975.0;-18.0;99.0;840.0;1;183.0;-135.0;633;-526.0;681.0;737.0
?;-975.0;-34.0;97.0;857.0;?;?;-101.0;633;-488.0;417.0;746.0
-375.0;-978.0;97.0;86.0;813.0;-1;?;-96.0;633;-486.0;648.0;767.0
-370.0;-973.0;177.0;76.0;864.0;-2;70.0;-118.0;633;-385.0;974.0;804.0
-398.0;-968.0;338.0;67.0;814.0;-2;105.0;-129.0;633;?;1140.0;?
-404.0;-972.0;274.0;?;778.0;?;148.0;-145.0;633;-290.0;1177.0;733.0
?;-978.0;299.0;77.0;?;3;208.0;-134.0;633;-351.0;1056.0;749.0
-383.0;-982.0;?;?;790.0;0;197.0;-139.0;633;-433.0;778.0;745.0
-374.0;-979.0;391.0;86.0;944.0;1;176.0;-136.0;633;-429.0;831.0;758.0
-382.0;-978.0;?;96.0;?;1;163.0;-134.0;?;-483.0;?;772.0
-372.0;-971.0;1707.0;77.0;1247.0;4;173.0;-152.0;?;-521.0;?;753.0
?;?;2599.0;82.0;1106.0;6;173.0;-166.0;635;-653.0;869.0;753.0
-375.0;-951.0;3165.0;68.0;916.0;5;?;-171.0;635;-643.0;918.0;753.0
-385.0;-959.0;2939.0;95.0;570.0;?;153.0;?;635;-591.0;1057.0;?
-380.0;?;1769.0;89.0;311.0;5;171.0;-163.0;635;-612.0;972.0;?
-389.0;-978.0;533.0;108.0;465.0;5;192.0;-134.0;635;-648.0;1055.0;778.0
-388.0;-985.0;237.0;107.0;357.0;5;179.0;-72.0;635;-634.0;1034.0;767.0
-381.0;-984.0;-67.0;100.0;558.0;5;168.0;-97.0;635;-525.0;937.0;766.0
?;-981.0;174.0;105.0;498.0;5;166.0;-124.0;635;-516.0;964.0;765.0
?;-969.0;308.0;85.0;523.0;5;174.0;-173.0;635;-507.0;886.0;748.0
-383.0;-962.0;426.0;93.0;362.0;5;?;-187.0;635;-496.0;844.0;760.0
-399.0;-969.0;224.0;?;366.0;1;181.0;-162.0;637;?;715.0;762.0
-395.0;-974.0;24.0;99.0;?;1;155.0;?;637;?;721.0;763.0
-383.0;-975.0;-34.0;90.0;442.0;2;169.0;?;637;-538.0;723.0;762.0
-391.0;-974.0;-11.0;70.0;445.0;-1;?;-137.0;637;-505.0;659.0;779.0
-353.0;?;-32.0;74.0;492.0;-2;?;-131.0;?;-520.0;566.0;791.0
?;-971.0;44.0;91.0;450.0;2;183.0;-130.0;637;-538.0;?;791.0
-373.0;-977.0;118.0;102.0;413.0;2;192.0;-146.0;?;-535.0;726.0;810.0
-370.0;-977.0;75.0;94.0;?;1;?;-157.0;639;-507.0;803.0;797.0
-384.0;-970.0;65.0;119.0;306.0;12;247.0;-155.0;630;-487.0;?;769.0
-400.0;-969.0;-125.0;81.0;387.0;8;254.0;-141.0;630;-441.0;697.0;762.0
-398.0;-966.0;-134.0;107.0;415.0;-4;238.0;-151.0;642;-459.0;772.0;744.0
-391.0;-965.0;-187.0;?;332.0;-1;220.0;-146.0;?;-422.0;856.0;721.0
?;-967.0;-388.0;108.0;409.0;-1;199.0;-144.0;633;-338.0;734.0;750.0
-372.0;-968.0;-447.0;98.0;338.0;-2;?;-144.0;633;-353.0;800.0;762.0
-374.0;-968.0;-654.0;108.0;375.0;0;189.0;-142.0;632;?;693.0;770.0
-379.0;-969.0;-874.0;78.0;343.0;-4;197.0;-155.0;636;?;726.0;759.0
-370.0;?;-1207.0;92.0;485.0;?;220.0;-145.0;642;-578.0;779.0;758.0
-383.0;-969.0;-1431.0;101.0;478.0;?;236.0;-146.0;637;-646.0;769.0;757.0
-392.0;-972.0;-1628.0;87.0;693.0;-2;219.0;?;633;-668.0;717.0;744.0
-392.0;-983.0;?;83.0;861.0;-3;248.0;-157.0;640;-703.0;760.0;751.0
-375.0;-969.0;-1101.0;85.0;932.0;-4;232.0;-185.0;640;-707.0;757.0;771.0
-390.0;-962.0;-656.0;81.0;1055.0;-3;259.0;-210.0;636;-743.0;751.0;753.0
-360.0;-962.0;-499.0;98.0;946.0;-4;299.0;-215.0;638;?;736.0;?
-380.0;-952.0;-339.0;105.0;937.0;-3;305.0;-193.0;637;-629.0;688.0;766.0
-377.0;-945.0;?;?;?;-3;245.0;-184.0;637;-612.0;745.0;770.0
?;-951.0;107.0;116.0;895.0;-4;230.0;-171.0;637;-334.0;710.0;774.0
-387.0;-959.0;32.0;118.0;?;-3;259.0;-159.0;637;-480.0;729.0;763.0
-399.0;-959.0;-47.0;128.0;900.0;-4;233.0;-169.0;637;-299.0;704.0;752.0
-400.0;-957.0;-33.0;96.0;?;-2;253.0;-166.0;637;-239.0;765.0;727.0
-383.0;-953.0;?;?;879.0;-1;275.0;-172.0;?;-182.0;725.0;725.0
-391.0;?;-98.0;117.0;924.0;-2;?;-186.0;637;-395.0;738.0;725.0
-386.0;?;-25.0;123.0;913.0;4;272.0;-182.0;638;?;708.0;714.0
-381.0;-959.0;7.0;138.0;902.0;-1;298.0;-185.0;640;-299.0;665.0;709.0
-384.0;-960.0;81.0;142.0;875.0;-6;310.0;-178.0;638;-193.0;836.0;?
-382.0;-960.0;92.0;161.0;870.0;4;?;-191.0;635;-190.0;676.0;704.0
