InertialMeasurementUnit LUA Quaternion2;InertialMeasurementUnit BACK Quaternion2;InertialMeasurementUnit BACK Quaternion4;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1
-172.0;17.0;-40.0;-39.0;312.0;339.0;?
-172.0;16.0;-39.0;-40.0;292.0;339.0;-415.0
-173.0;14.0;-37.0;-41.0;274.0;339.0;-412.0
-173.0;12.0;-35.0;-40.0;257.0;339.0;-407.0
-173.0;10.0;-33.0;-39.0;?;340.0;-402.0
-173.0;7.0;-30.0;?;?;340.0;-396.0
?;4.0;-27.0;-41.0;212.0;340.0;-391.0
-172.0;0.0;-23.0;?;198.0;340.0;-385.0
-172.0;-3.0;-20.0;-39.0;185.0;340.0;?
-172.0;-7.0;-17.0;-39.0;?;340.0;-375.0
-172.0;-10.0;-14.0;-37.0;160.0;340.0;-372.0
-172.0;-13.0;-12.0;-36.0;149.0;341.0;-370.0
-172.0;-15.0;-10.0;-38.0;139.0;341.0;-369.0
-172.0;-17.0;-9.0;?;131.0;341.0;-368.0
-173.0;-19.0;-9.0;?;126.0;342.0;?
-173.0;-20.0;-8.0;-33.0;125.0;343.0;-370.0
-173.0;-22.0;-8.0;-34.0;124.0;343.0;-371.0
-173.0;-23.0;-7.0;-32.0;121.0;344.0;-371.0
-173.0;-23.0;-7.0;-28.0;120.0;344.0;-372.0
-172.0;-24.0;-7.0;-27.0;120.0;345.0;-372.0
-172.0;-24.0;-6.0;-29.0;120.0;345.0;-373.0
-171.0;-24.0;-6.0;-27.0;119.0;346.0;-372.0
-171.0;?;-6.0;-30.0;117.0;345.0;-372.0
-171.0;-26.0;-6.0;-28.0;114.0;345.0;-374.0
?;-26.0;-7.0;-28.0;?;345.0;-375.0
-170.0;-26.0;-7.0;-30.0;117.0;345.0;-374.0
-170.0;-25.0;-7.0;-29.0;119.0;?;-374.0
-170.0;-25.0;-7.0;-28.0;120.0;345.0;?
-170.0;-25.0;-8.0;-30.0;121.0;344.0;-374.0
-171.0;-24.0;-8.0;-32.0;120.0;344.0;-375.0
-171.0;-24.0;-8.0;-30.0;122.0;?;-377.0
-171.0;?;-9.0;-30.0;125.0;344.0;-382.0
-171.0;-21.0;-10.0;-30.0;128.0;343.0;-391.0
-171.0;-19.0;-12.0;-32.0;134.0;343.0;-402.0
-172.0;-16.0;-14.0;-32.0;?;344.0;-415.0
-172.0;-12.0;-17.0;-32.0;155.0;344.0;-427.0
-173.0;-8.0;-20.0;-31.0;171.0;344.0;-441.0
-173.0;?;-23.0;-31.0;191.0;344.0;-453.0
-173.0;?;?;-32.0;210.0;343.0;-465.0
-172.0;5.0;-29.0;-33.0;229.0;343.0;?
-172.0;9.0;?;-33.0;249.0;343.0;-481.0
-171.0;12.0;?;-38.0;270.0;342.0;?
-169.0;14.0;-36.0;-42.0;290.0;341.0;-488.0
?;15.0;-39.0;-40.0;308.0;?;-490.0
-166.0;16.0;-41.0;-41.0;324.0;339.0;-490.0
-164.0;16.0;-44.0;-45.0;338.0;339.0;-488.0
-162.0;?;-47.0;-48.0;346.0;337.0;-483.0
-161.0;15.0;-50.0;-54.0;349.0;?;-475.0
-161.0;14.0;-52.0;-57.0;346.0;334.0;-463.0
?;13.0;-53.0;-61.0;339.0;333.0;-450.0
-160.0;11.0;-53.0;-63.0;333.0;332.0;-438.0
-159.0;?;-52.0;-68.0;329.0;330.0;-427.0
-159.0;5.0;-50.0;-75.0;331.0;327.0;-420.0
-158.0;2.0;-48.0;-80.0;335.0;325.0;-415.0
-157.0;-1.0;-47.0;-87.0;340.0;323.0;-410.0
-158.0;-3.0;-46.0;?;346.0;321.0;?
-157.0;-6.0;-46.0;-96.0;349.0;318.0;-408.0
-157.0;-8.0;-45.0;-102.0;352.0;312.0;-409.0
-157.0;-11.0;-44.0;-119.0;355.0;305.0;-411.0
-158.0;-13.0;-43.0;-127.0;359.0;302.0;-413.0
-158.0;-15.0;-42.0;-136.0;361.0;300.0;-414.0
-159.0;-16.0;-41.0;-137.0;?;299.0;?
-159.0;-18.0;-41.0;-138.0;366.0;298.0;-419.0
-159.0;-19.0;-41.0;-139.0;366.0;296.0;-421.0
-159.0;-21.0;-40.0;-139.0;367.0;297.0;-422.0
-158.0;-21.0;-41.0;-136.0;367.0;296.0;-423.0
-157.0;?;-43.0;?;366.0;297.0;-424.0
-156.0;?;-43.0;-126.0;364.0;298.0;-425.0
-154.0;-23.0;-44.0;-125.0;363.0;297.0;-425.0
-152.0;-22.0;-45.0;-120.0;363.0;295.0;-425.0
-151.0;-21.0;?;-119.0;362.0;294.0;-425.0
-150.0;-22.0;-45.0;-114.0;361.0;294.0;-425.0
-151.0;-22.0;-46.0;-113.0;360.0;293.0;-426.0
-154.0;-20.0;-47.0;-110.0;361.0;?;-425.0
-157.0;-18.0;-48.0;?;360.0;292.0;-426.0
-159.0;?;?;-100.0;359.0;290.0;-427.0
-161.0;-13.0;-52.0;-96.0;358.0;292.0;?
-164.0;-9.0;-53.0;-88.0;?;294.0;-430.0
-166.0;-7.0;-55.0;-84.0;357.0;297.0;-432.0
?;-5.0;-55.0;-80.0;358.0;301.0;-433.0
-170.0;-5.0;-55.0;-81.0;?;?;-434.0
-172.0;-5.0;-55.0;-86.0;?;299.0;-435.0
-174.0;-6.0;-55.0;-87.0;361.0;295.0;?
-173.0;-6.0;-56.0;-87.0;363.0;294.0;-436.0
?;?;-56.0;-74.0;365.0;300.0;-435.0
-168.0;-7.0;-56.0;?;367.0;312.0;-433.0
-165.0;-7.0;?;2.0;?;322.0;-431.0
-162.0;-7.0;-59.0;54.0;373.0;334.0;-427.0
-158.0;-6.0;-61.0;104.0;377.0;345.0;-424.0
-154.0;-7.0;-61.0;150.0;381.0;356.0;-422.0
-153.0;-8.0;-61.0;187.0;385.0;360.0;?
-150.0;-7.0;-62.0;198.0;388.0;358.0;-420.0
-148.0;-7.0;-63.0;191.0;389.0;356.0;-419.0
-150.0;?;-64.0;194.0;389.0;?;-420.0
-152.0;-3.0;-66.0;197.0;389.0;361.0;-420.0
-153.0;1.0;-67.0;198.0;389.0;364.0;-421.0
-154.0;3.0;-68.0;199.0;389.0;?;-422.0
-156.0;5.0;-68.0;205.0;388.0;?;-424.0
-159.0;7.0;-68.0;213.0;?;?;-426.0
-160.0;8.0;-68.0;210.0;390.0;?;-427.0
-161.0;9.0;-67.0;210.0;392.0;?;-428.0
-161.0;9.0;-67.0;208.0;394.0;375.0;-429.0
?;10.0;-67.0;204.0;395.0;?;-430.0
-161.0;?;-67.0;203.0;396.0;372.0;-430.0
-161.0;11.0;-66.0;202.0;398.0;373.0;?
-162.0;10.0;?;198.0;399.0;371.0;-433.0
-162.0;11.0;-64.0;196.0;400.0;369.0;-434.0
-163.0;11.0;-64.0;195.0;400.0;370.0;-435.0
-163.0;11.0;-63.0;194.0;?;371.0;-436.0
-164.0;10.0;-62.0;198.0;401.0;376.0;-437.0
-164.0;10.0;-61.0;204.0;?;?;-439.0
-164.0;10.0;-60.0;213.0;406.0;391.0;-442.0
?;?;-59.0;229.0;408.0;403.0;-445.0
-166.0;9.0;-57.0;244.0;410.0;413.0;-448.0
-167.0;10.0;?;250.0;413.0;418.0;-452.0
-168.0;11.0;-55.0;250.0;415.0;419.0;-456.0
-170.0;11.0;-53.0;249.0;418.0;420.0;-460.0
?;11.0;-51.0;245.0;420.0;420.0;-464.0
-173.0;10.0;?;248.0;422.0;?;-468.0
-175.0;?;-45.0;244.0;424.0;?;-471.0
-176.0;7.0;-42.0;247.0;?;418.0;-475.0
-176.0;4.0;-39.0;247.0;428.0;415.0;-477.0
?;2.0;-36.0;241.0;428.0;408.0;-479.0
-174.0;?;-34.0;237.0;428.0;402.0;-481.0
-173.0;0.0;?;229.0;429.0;394.0;-482.0
-172.0;?;-31.0;220.0;430.0;387.0;-483.0
-171.0;-3.0;-30.0;217.0;432.0;382.0;-484.0
-170.0;?;-29.0;213.0;433.0;377.0;-486.0
-169.0;-5.0;-28.0;203.0;434.0;371.0;?
?;-6.0;-27.0;200.0;436.0;366.0;-488.0
-167.0;-7.0;-26.0;194.0;437.0;362.0;-488.0
?;-8.0;-25.0;189.0;?;357.0;-489.0
-166.0;?;-25.0;189.0;438.0;354.0;-489.0
-166.0;?;-25.0;190.0;437.0;352.0;-489.0
?;-8.0;-25.0;191.0;438.0;352.0;?
-166.0;-8.0;-26.0;191.0;438.0;351.0;-489.0
-166.0;?;-26.0;190.0;?;349.0;-489.0
-166.0;?;-25.0;188.0;438.0;347.0;-488.0
-166.0;-8.0;-25.0;188.0;438.0;344.0;-488.0
-165.0;-8.0;-26.0;185.0;439.0;342.0;-487.0
-165.0;-8.0;?;182.0;439.0;?;-487.0
-164.0;-8.0;-27.0;180.0;439.0;337.0;-487.0
?;-8.0;-27.0;177.0;439.0;335.0;-487.0
-165.0;-8.0;-27.0;176.0;439.0;333.0;?
-165.0;-8.0;-28.0;177.0;439.0;?;-487.0
-165.0;-8.0;-28.0;177.0;439.0;332.0;-487.0
-166.0;-8.0;-29.0;178.0;439.0;333.0;-487.0
-167.0;-7.0;-30.0;?;439.0;331.0;-486.0
-169.0;-7.0;-31.0;182.0;438.0;330.0;-486.0
-169.0;-6.0;-32.0;180.0;439.0;330.0;-486.0
-169.0;-5.0;-33.0;?;439.0;328.0;-486.0
-169.0;-5.0;-32.0;177.0;439.0;326.0;-485.0
?;-5.0;-32.0;?;439.0;322.0;-486.0
-169.0;-6.0;-32.0;166.0;438.0;318.0;-486.0
-169.0;-5.0;-33.0;165.0;439.0;315.0;-485.0
?;-5.0;-34.0;162.0;439.0;313.0;-485.0
-169.0;-4.0;-35.0;163.0;438.0;313.0;?
-170.0;-4.0;-35.0;161.0;438.0;309.0;-485.0
-169.0;-4.0;-35.0;155.0;438.0;305.0;-484.0
-170.0;-4.0;-35.0;155.0;439.0;303.0;-484.0
-170.0;-3.0;-37.0;152.0;439.0;302.0;-483.0
-171.0;-2.0;-38.0;150.0;438.0;299.0;?
-171.0;0.0;-40.0;149.0;437.0;296.0;-482.0
-172.0;2.0;-43.0;142.0;437.0;291.0;?
?;4.0;-47.0;132.0;436.0;286.0;-478.0
?;6.0;-50.0;120.0;435.0;279.0;-475.0
-169.0;?;-53.0;?;434.0;267.0;-471.0
-168.0;7.0;-55.0;67.0;432.0;251.0;-466.0
-165.0;6.0;-56.0;?;430.0;237.0;-462.0
-161.0;?;-57.0;12.0;428.0;231.0;-458.0
-160.0;-1.0;-56.0;2.0;427.0;236.0;-455.0
-160.0;-6.0;-55.0;-5.0;427.0;240.0;-451.0
-162.0;-9.0;-53.0;-20.0;428.0;236.0;-449.0
-160.0;-14.0;?;-49.0;429.0;227.0;-447.0
-155.0;-16.0;-47.0;-78.0;429.0;218.0;-447.0
-149.0;-19.0;-44.0;-119.0;430.0;208.0;-448.0
-148.0;-21.0;-42.0;-159.0;431.0;197.0;-449.0
-150.0;-21.0;-42.0;-191.0;429.0;191.0;-450.0
-152.0;-20.0;-44.0;-192.0;427.0;199.0;-451.0
-152.0;-18.0;-44.0;-180.0;426.0;?;-451.0
-151.0;-16.0;-45.0;-179.0;424.0;210.0;-451.0
-151.0;-15.0;-45.0;-186.0;422.0;210.0;-452.0
?;-15.0;-43.0;-182.0;421.0;?;-452.0
?;-15.0;?;-179.0;421.0;215.0;-453.0
?;-16.0;-40.0;?;?;215.0;?
-148.0;-16.0;-39.0;-192.0;420.0;215.0;-453.0
-148.0;?;?;-193.0;420.0;216.0;-453.0
-147.0;-17.0;-38.0;-188.0;419.0;217.0;-454.0
-146.0;-17.0;-38.0;-189.0;417.0;217.0;-454.0
-146.0;-16.0;-38.0;?;415.0;218.0;-455.0
-145.0;?;-37.0;-195.0;414.0;218.0;-455.0
-144.0;-16.0;-38.0;-200.0;412.0;219.0;-456.0
-142.0;?;-38.0;-198.0;411.0;219.0;?
-142.0;?;-37.0;-205.0;410.0;218.0;-457.0
?;-15.0;-37.0;-215.0;409.0;221.0;-457.0
-144.0;-15.0;-37.0;?;?;224.0;-458.0
-146.0;-15.0;-37.0;?;407.0;?;-458.0
-147.0;-15.0;-37.0;-236.0;406.0;228.0;-457.0
-147.0;-15.0;-37.0;-244.0;407.0;227.0;-457.0
-146.0;-15.0;-37.0;-246.0;409.0;229.0;-456.0
?;-15.0;-37.0;-254.0;412.0;226.0;-456.0
-147.0;-15.0;-37.0;-261.0;414.0;223.0;-455.0
-146.0;-15.0;-36.0;-261.0;415.0;224.0;-455.0
-147.0;-16.0;-37.0;-262.0;416.0;224.0;-454.0
-147.0;-15.0;-37.0;-263.0;417.0;?;-453.0
-147.0;-15.0;-37.0;-261.0;419.0;226.0;-453.0
?;-15.0;-37.0;-260.0;419.0;227.0;-453.0
-147.0;-15.0;-37.0;-261.0;418.0;?;-454.0
-147.0;-15.0;-36.0;-260.0;417.0;229.0;-454.0
-148.0;-15.0;-36.0;-259.0;417.0;230.0;-453.0
-148.0;?;-36.0;?;417.0;232.0;-453.0
-148.0;-15.0;-35.0;-260.0;417.0;232.0;?
-148.0;-15.0;-35.0;-261.0;416.0;232.0;-452.0
-148.0;-15.0;-34.0;-259.0;414.0;232.0;-453.0
-147.0;-16.0;-34.0;-259.0;414.0;231.0;-452.0
-147.0;-16.0;-33.0;-259.0;414.0;?;-452.0
-147.0;-16.0;-32.0;-260.0;414.0;?;-450.0
-146.0;-15.0;-32.0;?;414.0;231.0;-449.0
?;-15.0;-31.0;-254.0;415.0;233.0;-448.0
-144.0;-14.0;-31.0;-252.0;414.0;234.0;-448.0
-144.0;-15.0;-31.0;?;413.0;233.0;?
-143.0;-14.0;-31.0;-252.0;414.0;234.0;-446.0
-143.0;-14.0;-31.0;-247.0;415.0;236.0;?
-143.0;-14.0;-31.0;-242.0;416.0;237.0;-445.0
-142.0;-14.0;-30.0;-239.0;417.0;235.0;-445.0
?;-14.0;-29.0;-242.0;418.0;232.0;-444.0
-141.0;-14.0;-29.0;-245.0;418.0;230.0;-445.0
-141.0;-14.0;-29.0;-247.0;418.0;231.0;-445.0
?;-13.0;-28.0;-246.0;417.0;230.0;-445.0
-141.0;-13.0;-28.0;-243.0;418.0;231.0;-445.0
-142.0;-12.0;?;-244.0;419.0;232.0;-446.0
-143.0;-12.0;-28.0;-243.0;418.0;234.0;-447.0
-143.0;?;?;?;418.0;234.0;-447.0
-142.0;-11.0;-28.0;-241.0;417.0;?;-447.0
-142.0;-11.0;-28.0;-237.0;418.0;236.0;-447.0
-142.0;-11.0;?;-231.0;418.0;238.0;-447.0
-142.0;-11.0;-28.0;-227.0;418.0;242.0;-448.0
-143.0;-11.0;-28.0;-214.0;417.0;248.0;-448.0
-143.0;-10.0;-29.0;-200.0;418.0;?;-448.0
-142.0;-11.0;-29.0;-184.0;?;255.0;-449.0
-140.0;-11.0;-28.0;-167.0;417.0;258.0;-450.0
-138.0;-12.0;?;-152.0;416.0;260.0;-451.0
-137.0;-13.0;?;-135.0;413.0;266.0;-451.0
-137.0;-13.0;-28.0;-114.0;412.0;275.0;-452.0
-138.0;-13.0;-29.0;-94.0;412.0;286.0;-452.0
-139.0;-12.0;-29.0;-80.0;412.0;294.0;-451.0
-140.0;-12.0;-29.0;-72.0;413.0;300.0;-451.0
-142.0;-11.0;-30.0;-66.0;413.0;305.0;-451.0
-144.0;-10.0;-30.0;-63.0;414.0;309.0;-450.0
-144.0;-10.0;-30.0;-57.0;415.0;314.0;-450.0
-145.0;-9.0;-30.0;?;415.0;318.0;-450.0
-146.0;-10.0;-29.0;-54.0;415.0;316.0;-450.0
-145.0;-10.0;-29.0;-63.0;416.0;311.0;-449.0
?;-9.0;-29.0;-75.0;417.0;?;-449.0
-144.0;-10.0;-28.0;-91.0;417.0;?;-449.0
-144.0;-10.0;-29.0;-104.0;418.0;297.0;-448.0
-144.0;-10.0;-29.0;-110.0;?;298.0;-447.0
?;-10.0;?;-122.0;421.0;294.0;-447.0
-144.0;?;-30.0;-134.0;422.0;292.0;-447.0
-144.0;-9.0;-29.0;-137.0;423.0;293.0;-446.0
-145.0;-9.0;-29.0;-142.0;423.0;292.0;?
-145.0;-9.0;-30.0;-146.0;423.0;291.0;-446.0
-144.0;-9.0;-30.0;?;424.0;288.0;-445.0
-144.0;-9.0;-29.0;-157.0;424.0;284.0;-445.0
-144.0;-9.0;-29.0;-163.0;424.0;283.0;-444.0
-144.0;-9.0;-29.0;-164.0;425.0;283.0;?
-144.0;-8.0;-29.0;-166.0;426.0;283.0;-443.0
-144.0;-8.0;-29.0;-166.0;428.0;284.0;-443.0
-144.0;?;-29.0;-166.0;429.0;284.0;-442.0
-144.0;-7.0;-29.0;-164.0;430.0;287.0;-441.0
-144.0;-6.0;-29.0;-161.0;431.0;289.0;-441.0
-145.0;-6.0;-29.0;-152.0;?;296.0;-441.0
?;-6.0;-29.0;-146.0;432.0;298.0;-440.0
-146.0;-6.0;-29.0;-140.0;?;?;-441.0
-145.0;-6.0;-28.0;-134.0;432.0;?;-440.0
-145.0;-6.0;-28.0;-130.0;432.0;304.0;-440.0
-145.0;-6.0;-27.0;-121.0;431.0;308.0;-440.0
-145.0;-6.0;?;-114.0;431.0;312.0;-440.0
-145.0;-6.0;-28.0;-102.0;430.0;?;-439.0
-145.0;-6.0;-28.0;-91.0;429.0;322.0;?
-145.0;-7.0;-27.0;-82.0;?;325.0;-440.0
-144.0;-7.0;-27.0;-75.0;426.0;?;-440.0
-144.0;-7.0;-27.0;-67.0;423.0;?;-441.0
?;-8.0;-27.0;-63.0;?;329.0;-443.0
-145.0;-8.0;-27.0;-54.0;415.0;334.0;-443.0
-145.0;-9.0;-28.0;-37.0;415.0;341.0;-444.0
-145.0;-9.0;-28.0;-18.0;415.0;349.0;-444.0
-145.0;-10.0;-29.0;15.0;414.0;362.0;-444.0
-144.0;-10.0;-29.0;64.0;?;378.0;-444.0
-144.0;-10.0;-30.0;116.0;414.0;396.0;-443.0
-144.0;-11.0;-31.0;?;415.0;413.0;-442.0
-144.0;-10.0;-31.0;217.0;417.0;426.0;-441.0
-144.0;-11.0;-32.0;263.0;417.0;436.0;-441.0
-144.0;-11.0;-33.0;293.0;416.0;446.0;-440.0
-145.0;-10.0;-34.0;314.0;?;452.0;-439.0
-145.0;?;-36.0;332.0;418.0;457.0;-438.0
-145.0;-9.0;-38.0;346.0;418.0;461.0;-437.0
-145.0;-8.0;-40.0;348.0;417.0;461.0;?
-145.0;-7.0;-41.0;352.0;416.0;461.0;-436.0
-145.0;?;-42.0;357.0;416.0;462.0;-436.0
-145.0;-6.0;-43.0;356.0;416.0;461.0;-435.0
-145.0;-6.0;?;359.0;417.0;461.0;-435.0
-144.0;-6.0;-45.0;355.0;?;460.0;-435.0
-144.0;-6.0;-46.0;358.0;417.0;460.0;-435.0
-143.0;-6.0;-47.0;358.0;?;?;-435.0
-142.0;-6.0;-48.0;361.0;418.0;459.0;-435.0
-142.0;-7.0;-48.0;364.0;418.0;458.0;-435.0
-141.0;-7.0;-48.0;369.0;417.0;?;-435.0
-140.0;-7.0;-48.0;368.0;417.0;455.0;-436.0
-140.0;-7.0;?;370.0;417.0;453.0;?
-139.0;-7.0;-48.0;?;?;451.0;-437.0
-139.0;?;-48.0;362.0;418.0;449.0;-437.0
-138.0;-7.0;-48.0;363.0;417.0;447.0;?
-138.0;-6.0;-48.0;362.0;?;447.0;-439.0
-139.0;-7.0;?;360.0;418.0;447.0;-439.0
-140.0;-7.0;-48.0;361.0;418.0;?;-440.0
-141.0;-7.0;-47.0;362.0;418.0;450.0;-441.0
-146.0;-9.0;-46.0;367.0;417.0;453.0;-441.0
-155.0;-11.0;-46.0;375.0;417.0;456.0;-440.0
-162.0;-12.0;-47.0;388.0;416.0;460.0;-439.0
-165.0;-14.0;-47.0;395.0;?;463.0;-439.0
?;-15.0;-48.0;396.0;416.0;466.0;-439.0
-171.0;-16.0;-48.0;?;418.0;470.0;?
-175.0;-18.0;-48.0;397.0;419.0;474.0;-437.0
-178.0;-20.0;-48.0;393.0;420.0;479.0;-437.0
-179.0;-25.0;-46.0;390.0;?;481.0;-436.0
-182.0;-29.0;-44.0;382.0;424.0;?;-436.0
-184.0;-33.0;-44.0;?;427.0;486.0;-436.0
-184.0;-36.0;-43.0;372.0;428.0;487.0;-434.0
-184.0;?;-43.0;365.0;429.0;488.0;-432.0
-182.0;?;-44.0;360.0;430.0;486.0;-429.0
-178.0;-41.0;-45.0;348.0;?;481.0;-426.0
-172.0;-42.0;-46.0;327.0;429.0;471.0;-423.0
-165.0;-44.0;-47.0;311.0;429.0;?;-420.0
-158.0;-46.0;-47.0;298.0;?;456.0;-416.0
-150.0;-48.0;-47.0;279.0;429.0;444.0;-414.0
-140.0;-51.0;-46.0;249.0;430.0;427.0;-412.0
?;-54.0;?;218.0;429.0;410.0;-411.0
-122.0;-57.0;-43.0;181.0;430.0;387.0;?
-113.0;-59.0;-42.0;142.0;431.0;?;-409.0
-106.0;-61.0;-41.0;115.0;432.0;349.0;-408.0
-102.0;-62.0;-40.0;?;431.0;341.0;-408.0
-101.0;-62.0;-41.0;94.0;430.0;?;-407.0
-100.0;-62.0;-40.0;92.0;429.0;331.0;-407.0
-100.0;-61.0;-40.0;90.0;430.0;?;-407.0
-102.0;-61.0;-39.0;91.0;430.0;?;-408.0
-104.0;-60.0;-39.0;96.0;?;323.0;-409.0
-105.0;-58.0;-40.0;92.0;431.0;319.0;-409.0
-106.0;-57.0;-40.0;94.0;?;317.0;-410.0
-107.0;?;-40.0;94.0;430.0;314.0;-411.0
-109.0;-54.0;-40.0;?;430.0;314.0;-413.0
-111.0;-52.0;-41.0;104.0;?;?;?
-112.0;-50.0;-42.0;?;430.0;311.0;-415.0
-113.0;-48.0;-42.0;103.0;430.0;305.0;-416.0
-112.0;-46.0;-43.0;102.0;429.0;299.0;-417.0
-110.0;-43.0;-43.0;90.0;429.0;289.0;-418.0
-108.0;-40.0;-44.0;61.0;?;272.0;-417.0
-104.0;-37.0;-44.0;21.0;428.0;249.0;-417.0
-102.0;-35.0;-44.0;-38.0;428.0;220.0;-418.0
-102.0;?;-44.0;-102.0;428.0;195.0;-419.0
-108.0;-31.0;?;-159.0;430.0;177.0;-422.0
-117.0;-29.0;-41.0;-196.0;432.0;177.0;-426.0
-119.0;-26.0;-39.0;-224.0;434.0;182.0;-431.0
-116.0;-23.0;-37.0;-237.0;436.0;199.0;?
-122.0;?;-32.0;-240.0;439.0;209.0;-443.0
-134.0;-25.0;-30.0;-227.0;441.0;230.0;-447.0
-141.0;?;-30.0;-199.0;441.0;?;-450.0
-143.0;-22.0;-28.0;?;439.0;248.0;?
-143.0;-22.0;-25.0;-218.0;438.0;247.0;-456.0
-144.0;?;-24.0;-219.0;436.0;250.0;-457.0
-145.0;-21.0;-23.0;-211.0;436.0;254.0;?
-145.0;-22.0;-21.0;-210.0;435.0;257.0;-458.0
-145.0;-23.0;?;-200.0;434.0;261.0;-457.0
-144.0;-23.0;-20.0;-192.0;434.0;265.0;-457.0
-144.0;-24.0;-19.0;-190.0;434.0;269.0;-455.0
-144.0;-25.0;-19.0;-185.0;433.0;273.0;-454.0
-144.0;-25.0;-20.0;-184.0;432.0;276.0;-454.0
-145.0;-25.0;-20.0;-186.0;432.0;277.0;-454.0
-145.0;-25.0;-21.0;-184.0;432.0;278.0;-454.0
-144.0;-25.0;-22.0;-182.0;433.0;279.0;-454.0
-144.0;-26.0;?;-180.0;?;280.0;-454.0
-145.0;-26.0;-23.0;-179.0;436.0;282.0;?
-145.0;-26.0;-23.0;-179.0;437.0;283.0;-454.0
-145.0;-26.0;-23.0;-180.0;437.0;284.0;-455.0
-146.0;-27.0;-23.0;-177.0;437.0;285.0;-455.0
-146.0;-27.0;-23.0;?;437.0;286.0;?
-146.0;-27.0;?;-178.0;438.0;287.0;?
-146.0;-27.0;-24.0;-178.0;437.0;288.0;-455.0
-147.0;-27.0;-24.0;-176.0;437.0;289.0;-455.0
-147.0;?;-24.0;-175.0;437.0;290.0;-456.0
-147.0;-27.0;-24.0;-173.0;437.0;291.0;?
-147.0;-27.0;-24.0;-174.0;437.0;293.0;-455.0
-147.0;-27.0;-25.0;?;437.0;294.0;-454.0
-147.0;-27.0;-25.0;-166.0;437.0;?;-454.0
-148.0;-26.0;-25.0;-164.0;437.0;298.0;-453.0
-147.0;-27.0;-25.0;-162.0;437.0;299.0;-453.0
?;-27.0;-25.0;-160.0;438.0;300.0;-453.0
-147.0;-27.0;-24.0;-161.0;438.0;?;-453.0
-147.0;-27.0;-24.0;-163.0;439.0;301.0;-453.0
?;-28.0;-24.0;-163.0;439.0;301.0;?
-146.0;-27.0;-24.0;-163.0;439.0;?;-453.0
-146.0;?;-24.0;-162.0;439.0;302.0;-453.0
-146.0;-28.0;-23.0;-163.0;439.0;302.0;-453.0
-146.0;?;-23.0;-165.0;438.0;303.0;-453.0
-146.0;-27.0;?;-165.0;438.0;303.0;-454.0
-146.0;-28.0;-23.0;?;438.0;303.0;-453.0
-146.0;-28.0;?;-164.0;438.0;304.0;-454.0
?;-28.0;-23.0;-168.0;438.0;303.0;-454.0
-146.0;-28.0;-23.0;?;438.0;304.0;-454.0
-146.0;-28.0;-22.0;-166.0;438.0;304.0;-453.0
-146.0;?;-23.0;-166.0;?;305.0;-454.0
-146.0;-27.0;?;-164.0;438.0;304.0;-453.0
-145.0;-27.0;-23.0;-165.0;438.0;305.0;-453.0
-145.0;-27.0;-23.0;-167.0;?;305.0;-453.0
-144.0;-27.0;-24.0;-165.0;438.0;?;-452.0
-144.0;-28.0;-23.0;-166.0;438.0;306.0;?
-144.0;-27.0;-24.0;-167.0;438.0;306.0;-452.0
-144.0;-27.0;?;-167.0;438.0;306.0;-452.0
?;-27.0;?;-165.0;437.0;306.0;-452.0
-143.0;-27.0;-25.0;-167.0;438.0;307.0;-452.0
-143.0;-27.0;-24.0;-165.0;438.0;307.0;-452.0
-143.0;-27.0;?;-166.0;438.0;307.0;?
-143.0;-27.0;-24.0;-165.0;438.0;307.0;-452.0
-143.0;?;-24.0;-164.0;438.0;307.0;-452.0
-143.0;-27.0;-25.0;-166.0;438.0;307.0;-452.0
-143.0;-27.0;-25.0;-166.0;439.0;308.0;-452.0
-143.0;-27.0;-25.0;-167.0;440.0;308.0;?
-143.0;-27.0;-25.0;-167.0;440.0;308.0;-453.0
-142.0;-27.0;-25.0;-169.0;439.0;307.0;-452.0
-142.0;-26.0;-26.0;-166.0;439.0;308.0;-452.0
-143.0;?;-26.0;-169.0;439.0;308.0;-452.0
-143.0;-26.0;-27.0;-168.0;439.0;309.0;-451.0
-143.0;-25.0;-27.0;-166.0;439.0;310.0;-451.0
-142.0;-26.0;-27.0;-165.0;438.0;309.0;-451.0
-142.0;-26.0;?;-164.0;439.0;310.0;?
-142.0;-26.0;-27.0;-166.0;438.0;310.0;?
?;-26.0;-27.0;-165.0;438.0;311.0;?
-142.0;?;-27.0;-167.0;438.0;311.0;-450.0
?;-26.0;-27.0;-164.0;438.0;311.0;-450.0
-142.0;-26.0;-27.0;-166.0;438.0;311.0;-450.0
-142.0;-26.0;-27.0;-166.0;438.0;311.0;-450.0
-142.0;-26.0;-27.0;?;438.0;311.0;-450.0
-142.0;-25.0;?;-165.0;438.0;312.0;-450.0
-142.0;?;-28.0;-165.0;438.0;312.0;-450.0
-143.0;-24.0;-29.0;?;438.0;312.0;-449.0
-143.0;-25.0;-29.0;-165.0;438.0;312.0;-450.0
-144.0;?;-29.0;-165.0;438.0;312.0;-450.0
-144.0;-24.0;?;?;?;312.0;-451.0
-144.0;-24.0;-29.0;-165.0;438.0;?;?
-144.0;-24.0;-30.0;-165.0;438.0;?;-451.0
