Accelerometer LUA_ accZ;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit RLA accY;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LUA Quaternion4;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LLA Quaternion1;Accelerometer RUA_ accZ
1017.0;-417.0;-448.0;269.0;-645.0;-9.0;620.0;-945.0;-363.0;?
1029.0;-360.0;-456.0;289.0;-643.0;-17.0;?;?;-360.0;?
1001.0;-316.0;-463.0;272.0;-643.0;-22.0;615.0;-988.0;-355.0;442.0
1004.0;-213.0;-471.0;328.0;-642.0;?;611.0;-1003.0;-351.0;465.0
984.0;-74.0;-484.0;413.0;-639.0;-30.0;606.0;?;-346.0;500.0
1000.0;-93.0;-496.0;415.0;-636.0;-36.0;602.0;?;-340.0;468.0
942.0;-68.0;-508.0;435.0;-630.0;-44.0;597.0;-974.0;-331.0;?
?;-143.0;-525.0;405.0;-622.0;-52.0;592.0;?;?;426.0
991.0;-120.0;-543.0;436.0;-612.0;-59.0;586.0;?;-315.0;432.0
973.0;-193.0;-561.0;439.0;-602.0;-67.0;581.0;-1010.0;-307.0;415.0
977.0;-200.0;-577.0;470.0;-593.0;-74.0;578.0;-1010.0;-300.0;466.0
1005.0;-296.0;-589.0;453.0;?;-82.0;?;?;-295.0;504.0
997.0;-327.0;-602.0;411.0;-575.0;-91.0;?;-1000.0;-290.0;526.0
974.0;-354.0;-616.0;429.0;-570.0;-99.0;574.0;-996.0;-287.0;562.0
981.0;-376.0;-631.0;518.0;-567.0;-107.0;573.0;-986.0;-286.0;528.0
1018.0;-361.0;-638.0;510.0;-563.0;-114.0;572.0;-972.0;-285.0;415.0
982.0;-292.0;-643.0;463.0;-561.0;-119.0;571.0;-977.0;-284.0;384.0
1000.0;-194.0;-649.0;461.0;-560.0;-123.0;570.0;-973.0;-283.0;384.0
989.0;-168.0;-647.0;427.0;-559.0;-129.0;569.0;-986.0;-283.0;386.0
?;-303.0;-651.0;243.0;-559.0;?;569.0;-982.0;-283.0;400.0
1005.0;-314.0;?;243.0;-561.0;-149.0;569.0;-990.0;?;?
990.0;-339.0;-663.0;160.0;-562.0;-160.0;569.0;?;-284.0;527.0
1001.0;-309.0;-673.0;82.0;?;-166.0;569.0;-975.0;-284.0;527.0
981.0;-273.0;?;292.0;-561.0;-161.0;569.0;?;-284.0;554.0
987.0;-255.0;-689.0;462.0;-561.0;-148.0;570.0;?;-284.0;516.0
1002.0;-189.0;-695.0;500.0;-562.0;?;570.0;-980.0;?;523.0
997.0;-181.0;-697.0;488.0;-563.0;-119.0;570.0;-978.0;-284.0;487.0
1002.0;-109.0;-695.0;483.0;-564.0;-108.0;570.0;?;-284.0;427.0
985.0;-16.0;-697.0;384.0;-565.0;-101.0;569.0;-978.0;-283.0;460.0
983.0;73.0;?;?;?;-98.0;569.0;-977.0;-282.0;459.0
1000.0;66.0;-694.0;?;-564.0;?;568.0;?;-282.0;453.0
990.0;48.0;-698.0;370.0;-565.0;-98.0;569.0;-979.0;-281.0;474.0
?;?;-574.0;636.0;-746.0;-291.0;874.0;-801.0;-409.0;160.0
?;36.0;?;664.0;-743.0;-291.0;874.0;?;-407.0;141.0
856.0;?;-574.0;662.0;-745.0;-289.0;873.0;-914.0;-411.0;175.0
877.0;-48.0;-575.0;681.0;-747.0;-286.0;874.0;?;-414.0;173.0
937.0;-60.0;-578.0;667.0;-748.0;-281.0;875.0;?;?;146.0
876.0;-91.0;-580.0;?;-744.0;-277.0;875.0;-842.0;?;156.0
829.0;-59.0;-580.0;662.0;-743.0;?;876.0;-936.0;-415.0;155.0
856.0;?;-579.0;689.0;-743.0;-274.0;878.0;-889.0;-422.0;159.0
824.0;-154.0;-580.0;679.0;-742.0;-273.0;880.0;?;?;192.0
1002.0;-504.0;-696.0;568.0;-634.0;-248.0;606.0;-1110.0;-316.0;622.0
974.0;-450.0;-680.0;392.0;-629.0;-249.0;614.0;?;-323.0;?
1005.0;-304.0;-662.0;318.0;-627.0;?;621.0;-999.0;-331.0;539.0
1043.0;-251.0;-653.0;287.0;-624.0;-239.0;625.0;-852.0;?;600.0
1010.0;-143.0;-629.0;197.0;-615.0;-226.0;?;?;?;602.0
?;-8.0;-602.0;107.0;-617.0;-209.0;621.0;-1181.0;-347.0;659.0
999.0;145.0;?;27.0;-627.0;-191.0;622.0;-1030.0;-356.0;706.0
1000.0;219.0;-534.0;-8.0;-632.0;-171.0;622.0;?;-360.0;723.0
998.0;342.0;-508.0;-56.0;-633.0;-152.0;618.0;-888.0;-359.0;772.0
997.0;440.0;-480.0;-37.0;-632.0;-134.0;611.0;?;-354.0;799.0
972.0;410.0;-460.0;203.0;-632.0;-112.0;607.0;-1031.0;?;803.0
983.0;368.0;-443.0;288.0;-629.0;-89.0;606.0;-940.0;-343.0;767.0
991.0;427.0;-420.0;218.0;?;-71.0;607.0;-1028.0;-339.0;834.0
997.0;360.0;-394.0;190.0;-625.0;-53.0;607.0;-1049.0;-336.0;761.0
1001.0;280.0;-373.0;143.0;-624.0;-41.0;607.0;-1056.0;-336.0;772.0
980.0;292.0;-356.0;5.0;-623.0;-34.0;607.0;-1038.0;-336.0;?
990.0;200.0;?;35.0;-622.0;-30.0;606.0;-1038.0;-337.0;772.0
979.0;200.0;-335.0;-3.0;-618.0;-31.0;604.0;-991.0;-340.0;766.0
967.0;167.0;-329.0;-104.0;-614.0;-33.0;602.0;-988.0;-341.0;748.0
?;86.0;-326.0;-10.0;?;-31.0;?;-987.0;-343.0;799.0
993.0;49.0;-322.0;?;-608.0;-29.0;?;-985.0;-343.0;726.0
?;44.0;-325.0;-102.0;-605.0;-26.0;600.0;-1000.0;-344.0;738.0
989.0;4.0;-330.0;131.0;-604.0;-24.0;600.0;-1021.0;-346.0;754.0
971.0;7.0;-328.0;-46.0;-603.0;-26.0;600.0;?;-347.0;728.0
973.0;-1.0;-333.0;-25.0;-601.0;-27.0;600.0;-986.0;-348.0;748.0
973.0;-17.0;-343.0;106.0;-598.0;?;600.0;-972.0;-348.0;761.0
1008.0;-21.0;-354.0;67.0;-596.0;-33.0;601.0;-971.0;-347.0;754.0
915.0;-21.0;-362.0;86.0;-593.0;-36.0;601.0;-975.0;?;752.0
940.0;-8.0;-367.0;95.0;-588.0;-38.0;601.0;-978.0;?;759.0
958.0;0.0;-372.0;113.0;-584.0;-38.0;601.0;-944.0;-337.0;735.0
1007.0;22.0;-374.0;?;-578.0;-39.0;602.0;-1026.0;-332.0;748.0
971.0;40.0;?;99.0;-576.0;-38.0;602.0;-1027.0;-330.0;696.0
1079.0;51.0;-382.0;109.0;-577.0;-36.0;604.0;-1000.0;-329.0;714.0
1029.0;86.0;-380.0;93.0;-578.0;-34.0;?;-1033.0;-330.0;711.0
978.0;77.0;-382.0;75.0;-585.0;-33.0;608.0;-1088.0;-335.0;739.0
1004.0;68.0;-384.0;153.0;-598.0;-31.0;611.0;-1089.0;-344.0;709.0
515.0;20.0;-387.0;?;-610.0;-30.0;613.0;-1033.0;?;693.0
?;-1.0;-385.0;221.0;-617.0;-19.0;622.0;-1031.0;-371.0;706.0
1002.0;-17.0;-385.0;207.0;-618.0;-20.0;622.0;-974.0;-368.0;730.0
1004.0;-2.0;-387.0;184.0;-617.0;-21.0;623.0;-1025.0;-365.0;692.0
1037.0;1.0;-388.0;206.0;-617.0;-21.0;623.0;-1017.0;-364.0;?
983.0;-3.0;-386.0;230.0;-619.0;-21.0;624.0;-1010.0;-365.0;640.0
1015.0;40.0;-387.0;216.0;-621.0;-21.0;626.0;-992.0;-366.0;?
?;65.0;-386.0;204.0;-622.0;-21.0;627.0;-996.0;-366.0;521.0
1018.0;32.0;-387.0;206.0;-621.0;-22.0;627.0;-1015.0;-365.0;528.0
?;40.0;-388.0;208.0;-621.0;-25.0;628.0;-969.0;-364.0;?
959.0;51.0;-394.0;206.0;-617.0;-29.0;627.0;-957.0;-361.0;519.0
954.0;3.0;-404.0;?;-608.0;-38.0;625.0;-983.0;-356.0;511.0
998.0;-108.0;?;175.0;-600.0;-49.0;623.0;-1039.0;-351.0;490.0
1006.0;-175.0;-436.0;248.0;-589.0;-62.0;621.0;-1000.0;-344.0;486.0
997.0;-287.0;-453.0;258.0;-575.0;-77.0;617.0;-1050.0;-337.0;450.0
1030.0;-374.0;-473.0;319.0;-565.0;-91.0;618.0;-1089.0;-335.0;471.0
1053.0;?;-495.0;319.0;-558.0;-104.0;616.0;-1002.0;-337.0;436.0
1019.0;-328.0;-512.0;306.0;-548.0;-118.0;615.0;-906.0;-339.0;?
1118.0;-255.0;-522.0;291.0;-541.0;-130.0;616.0;-904.0;-339.0;?
1108.0;-246.0;-535.0;287.0;-533.0;-142.0;617.0;-893.0;-336.0;289.0
983.0;-230.0;-549.0;280.0;-523.0;-155.0;618.0;-1039.0;-331.0;309.0
938.0;-233.0;-565.0;234.0;-513.0;?;618.0;-990.0;-327.0;313.0
947.0;-185.0;-579.0;261.0;?;?;617.0;-1010.0;-323.0;325.0
869.0;-99.0;-590.0;251.0;-482.0;-196.0;614.0;-923.0;-317.0;376.0
854.0;?;-603.0;?;-452.0;-206.0;611.0;-1022.0;-312.0;384.0
775.0;115.0;-613.0;354.0;-417.0;-211.0;612.0;-941.0;-307.0;330.0
804.0;239.0;-626.0;465.0;-384.0;-214.0;617.0;-965.0;-309.0;292.0
?;-41.0;-611.0;653.0;-91.0;-207.0;663.0;-672.0;-508.0;379.0
669.0;-84.0;-611.0;?;-97.0;-208.0;660.0;-674.0;-516.0;389.0
688.0;-73.0;-609.0;649.0;-103.0;-209.0;657.0;-654.0;-525.0;368.0
661.0;-98.0;-612.0;?;-112.0;-210.0;654.0;-710.0;-534.0;386.0
650.0;-107.0;?;631.0;-119.0;-211.0;649.0;-690.0;-543.0;391.0
?;-97.0;-612.0;620.0;-126.0;?;647.0;?;-550.0;398.0
659.0;-60.0;-611.0;625.0;-130.0;-211.0;644.0;-606.0;-554.0;391.0
679.0;-37.0;-615.0;630.0;-138.0;-210.0;641.0;-651.0;-560.0;371.0
710.0;-59.0;-612.0;?;-141.0;-210.0;639.0;-525.0;-563.0;397.0
673.0;-50.0;-614.0;659.0;-144.0;-208.0;636.0;-615.0;-566.0;361.0
662.0;?;?;660.0;-146.0;-208.0;633.0;-594.0;-568.0;392.0
681.0;-39.0;-612.0;657.0;?;-208.0;631.0;-583.0;-570.0;376.0
981.0;?;-613.0;611.0;-632.0;?;663.0;-1151.0;-346.0;369.0
970.0;-334.0;-613.0;645.0;-637.0;-212.0;659.0;-1091.0;-352.0;366.0
971.0;-282.0;?;660.0;-643.0;-210.0;657.0;-938.0;-360.0;366.0
1003.0;-267.0;?;699.0;-645.0;-208.0;656.0;?;-366.0;379.0
1001.0;-221.0;-617.0;712.0;-645.0;-206.0;654.0;-951.0;-369.0;370.0
1001.0;-175.0;-615.0;?;-645.0;-205.0;653.0;?;-372.0;382.0
981.0;?;-615.0;?;-645.0;-205.0;652.0;-955.0;-373.0;348.0
?;-126.0;-615.0;668.0;?;-205.0;652.0;-955.0;-375.0;374.0
980.0;-89.0;?;680.0;-645.0;-205.0;653.0;-985.0;-377.0;366.0
1000.0;-61.0;-615.0;663.0;-645.0;-205.0;653.0;-973.0;-380.0;366.0
976.0;-53.0;-615.0;665.0;-645.0;-205.0;653.0;-978.0;?;371.0
975.0;-49.0;-616.0;674.0;-645.0;-205.0;653.0;-973.0;-385.0;?
990.0;-49.0;-615.0;683.0;-644.0;-204.0;653.0;?;?;?
?;-36.0;-615.0;672.0;-643.0;-204.0;652.0;-974.0;-389.0;370.0
?;-36.0;-616.0;704.0;-643.0;-204.0;652.0;-976.0;-390.0;381.0
994.0;-7.0;-616.0;689.0;-643.0;-204.0;652.0;-963.0;-392.0;394.0
989.0;-26.0;-616.0;666.0;-642.0;-205.0;653.0;-966.0;-393.0;394.0
?;?;-616.0;689.0;-642.0;-206.0;653.0;-977.0;-394.0;381.0
?;-3.0;-614.0;683.0;-641.0;-206.0;653.0;-973.0;-396.0;370.0
969.0;-29.0;?;680.0;-641.0;-207.0;653.0;?;-397.0;372.0
985.0;-30.0;-616.0;669.0;-640.0;-207.0;653.0;?;-398.0;?
990.0;-14.0;-615.0;676.0;-639.0;?;?;-979.0;-399.0;355.0
1005.0;10.0;-615.0;665.0;-639.0;?;653.0;-964.0;-400.0;?
1010.0;0.0;-612.0;680.0;?;-209.0;653.0;-968.0;-400.0;364.0
1000.0;22.0;-615.0;661.0;-639.0;-209.0;653.0;-968.0;-401.0;398.0
999.0;7.0;-615.0;664.0;-639.0;-209.0;654.0;-960.0;-402.0;?
992.0;1.0;?;673.0;-638.0;-209.0;654.0;?;-403.0;399.0
993.0;?;-615.0;677.0;-637.0;-208.0;655.0;-969.0;-404.0;362.0
948.0;35.0;-615.0;678.0;-636.0;-208.0;?;-979.0;-406.0;380.0
981.0;44.0;-614.0;685.0;-633.0;-209.0;656.0;-979.0;?;380.0
971.0;32.0;-613.0;679.0;-631.0;?;656.0;-985.0;-410.0;389.0
999.0;98.0;?;661.0;-630.0;-212.0;?;-955.0;-413.0;366.0
1015.0;138.0;-614.0;644.0;-630.0;-213.0;658.0;-957.0;-415.0;373.0
1012.0;190.0;-611.0;654.0;-629.0;-214.0;659.0;-970.0;-416.0;364.0
1014.0;195.0;-614.0;666.0;-629.0;-214.0;659.0;-968.0;-417.0;361.0
1007.0;176.0;-614.0;673.0;-629.0;-215.0;?;-956.0;-418.0;353.0
997.0;126.0;-614.0;683.0;-629.0;-216.0;659.0;-949.0;-417.0;358.0
986.0;153.0;-612.0;675.0;-629.0;-217.0;661.0;-964.0;-417.0;373.0
?;120.0;-611.0;?;-630.0;-218.0;661.0;-969.0;-415.0;367.0
971.0;129.0;-611.0;639.0;-631.0;-220.0;?;-978.0;-414.0;367.0
1008.0;132.0;?;637.0;-632.0;-221.0;663.0;-999.0;-413.0;347.0
1009.0;38.0;?;?;?;-221.0;663.0;-1002.0;-413.0;377.0
1010.0;23.0;?;?;-631.0;-221.0;664.0;-985.0;-414.0;371.0
1020.0;34.0;-609.0;662.0;-630.0;-221.0;664.0;-980.0;-414.0;380.0
1012.0;4.0;-610.0;?;-630.0;-220.0;664.0;-974.0;?;360.0
1003.0;-6.0;-609.0;659.0;-629.0;-220.0;664.0;-971.0;-414.0;370.0
998.0;11.0;-610.0;653.0;-629.0;-220.0;664.0;?;-414.0;359.0
964.0;-5.0;-610.0;657.0;?;-221.0;664.0;-977.0;-414.0;388.0
973.0;?;-609.0;667.0;-627.0;-221.0;664.0;-994.0;-414.0;380.0
974.0;33.0;-612.0;663.0;-627.0;-222.0;?;-993.0;-415.0;380.0
1012.0;55.0;?;658.0;-626.0;-222.0;664.0;-986.0;-415.0;375.0
1017.0;30.0;-611.0;659.0;?;-222.0;?;-991.0;-416.0;351.0
?;38.0;-610.0;655.0;?;-222.0;664.0;-982.0;-417.0;355.0
974.0;51.0;-608.0;660.0;-625.0;-222.0;664.0;-957.0;-419.0;361.0
995.0;30.0;?;675.0;-625.0;-223.0;664.0;-964.0;-419.0;359.0
1000.0;?;-611.0;661.0;-626.0;-224.0;664.0;?;-419.0;354.0
?;64.0;-609.0;?;-627.0;?;665.0;-941.0;-419.0;360.0
989.0;48.0;-607.0;642.0;-628.0;-224.0;665.0;-1001.0;-418.0;383.0
980.0;-9.0;-609.0;?;-627.0;-225.0;665.0;-1002.0;-417.0;?
995.0;13.0;-608.0;650.0;-626.0;?;665.0;-999.0;-417.0;340.0
1017.0;11.0;-608.0;651.0;-626.0;?;665.0;-975.0;?;370.0
?;11.0;-608.0;644.0;-626.0;-227.0;665.0;-976.0;?;371.0
1030.0;11.0;-607.0;650.0;-626.0;-226.0;665.0;-964.0;?;378.0
995.0;-4.0;-608.0;655.0;-626.0;-226.0;666.0;-984.0;-418.0;358.0
993.0;0.0;-607.0;656.0;-626.0;-227.0;666.0;?;-418.0;375.0
1000.0;-29.0;-607.0;649.0;-626.0;-227.0;667.0;-995.0;-419.0;359.0
997.0;-6.0;-607.0;642.0;?;-227.0;668.0;-986.0;-419.0;355.0
1012.0;-31.0;-606.0;645.0;-625.0;-227.0;668.0;-989.0;-419.0;353.0
1007.0;?;-607.0;653.0;-625.0;-227.0;?;-976.0;-419.0;?
1008.0;-34.0;?;644.0;-625.0;-227.0;667.0;?;-419.0;369.0
1018.0;-58.0;-609.0;643.0;-624.0;-227.0;667.0;-978.0;-419.0;385.0
1010.0;-9.0;-607.0;651.0;?;-227.0;667.0;-982.0;-419.0;371.0
?;-7.0;-609.0;647.0;?;-227.0;667.0;-980.0;-418.0;356.0
1001.0;-17.0;-607.0;648.0;-623.0;-228.0;?;-997.0;-419.0;369.0
1018.0;-34.0;-608.0;?;-623.0;-228.0;667.0;-988.0;-419.0;387.0
985.0;-43.0;?;?;?;-228.0;667.0;-979.0;-419.0;382.0
983.0;-23.0;-609.0;637.0;?;-228.0;667.0;-971.0;-420.0;350.0
1005.0;?;?;647.0;-622.0;-227.0;667.0;-986.0;-420.0;372.0
1004.0;-39.0;-607.0;655.0;-622.0;-227.0;667.0;-985.0;-421.0;379.0
1003.0;-9.0;-610.0;654.0;-622.0;-227.0;667.0;-978.0;-421.0;368.0
1007.0;?;-608.0;647.0;-623.0;-227.0;667.0;-980.0;-422.0;374.0
1016.0;-11.0;-606.0;649.0;-623.0;-227.0;667.0;-968.0;-422.0;377.0
1006.0;-36.0;-608.0;648.0;-624.0;-227.0;667.0;-985.0;-421.0;369.0
1004.0;-11.0;?;655.0;?;-227.0;668.0;-983.0;-421.0;365.0
1003.0;-14.0;-609.0;?;-624.0;-228.0;667.0;-969.0;-421.0;359.0
1004.0;-7.0;-607.0;637.0;-625.0;?;667.0;-982.0;-421.0;358.0
1011.0;-18.0;?;?;-625.0;-228.0;?;-988.0;-421.0;372.0
1000.0;-18.0;-607.0;653.0;-624.0;-228.0;667.0;-982.0;-420.0;?
1009.0;4.0;-608.0;?;?;-227.0;667.0;-970.0;-420.0;?
1000.0;-8.0;-607.0;648.0;-624.0;-227.0;667.0;-985.0;-420.0;380.0
1000.0;-1.0;-607.0;643.0;-624.0;-227.0;667.0;-980.0;-420.0;372.0
1001.0;-13.0;?;644.0;-623.0;-227.0;668.0;-988.0;-420.0;369.0
997.0;-49.0;?;653.0;-623.0;-226.0;667.0;-980.0;-421.0;390.0
?;-41.0;-607.0;?;-623.0;-226.0;667.0;-982.0;-421.0;?
1007.0;-31.0;?;647.0;-623.0;-227.0;667.0;-978.0;-422.0;363.0
977.0;?;-609.0;655.0;-623.0;-227.0;667.0;-983.0;-421.0;385.0
995.0;-18.0;-607.0;655.0;-623.0;-227.0;666.0;-974.0;-421.0;380.0
1009.0;8.0;-608.0;643.0;-623.0;-227.0;667.0;-970.0;-421.0;367.0
1011.0;?;-608.0;?;-622.0;-228.0;?;-989.0;-421.0;387.0
994.0;6.0;-607.0;654.0;-623.0;-228.0;667.0;-989.0;-421.0;366.0
?;4.0;?;656.0;-623.0;-229.0;666.0;-964.0;-421.0;362.0
975.0;-11.0;-609.0;649.0;-622.0;-229.0;666.0;-981.0;-421.0;350.0
1010.0;?;-609.0;653.0;-621.0;-225.0;664.0;-972.0;-423.0;368.0
1003.0;-19.0;-607.0;662.0;-621.0;-225.0;664.0;-975.0;-423.0;361.0
996.0;-36.0;-610.0;665.0;-621.0;-225.0;664.0;-991.0;-424.0;370.0
981.0;-16.0;?;650.0;-621.0;?;?;?;-424.0;354.0
1023.0;-22.0;-610.0;?;-621.0;-225.0;665.0;-983.0;-424.0;369.0
987.0;-32.0;?;655.0;-621.0;-225.0;664.0;-988.0;?;361.0
?;?;-609.0;653.0;-621.0;-225.0;664.0;-979.0;?;378.0
1002.0;-11.0;-610.0;652.0;-621.0;-226.0;664.0;-974.0;-424.0;377.0
999.0;-19.0;-609.0;659.0;-621.0;-226.0;664.0;-987.0;-424.0;344.0
?;-20.0;-609.0;657.0;-620.0;-226.0;664.0;-974.0;-424.0;374.0
?;-37.0;-608.0;651.0;?;-226.0;664.0;-978.0;-423.0;?
1004.0;-28.0;-609.0;647.0;-620.0;-226.0;664.0;-986.0;-423.0;371.0
1023.0;?;-608.0;652.0;-620.0;-226.0;664.0;-977.0;-423.0;360.0
973.0;5.0;-609.0;661.0;-620.0;-225.0;664.0;-968.0;?;370.0
987.0;-17.0;-608.0;653.0;-620.0;-225.0;664.0;-987.0;-423.0;380.0
983.0;-13.0;-609.0;657.0;?;-225.0;664.0;-982.0;-423.0;368.0
989.0;-6.0;-607.0;658.0;-620.0;-224.0;664.0;-977.0;-423.0;360.0
1014.0;-5.0;-608.0;?;-620.0;?;?;-991.0;-423.0;360.0
996.0;-9.0;-610.0;650.0;-620.0;-224.0;664.0;-987.0;-423.0;380.0
993.0;-9.0;-609.0;653.0;-620.0;-224.0;664.0;-989.0;-423.0;399.0
1003.0;6.0;-610.0;655.0;-621.0;-224.0;664.0;-976.0;-422.0;365.0
996.0;-11.0;-610.0;658.0;-621.0;-224.0;665.0;-987.0;?;370.0
1010.0;21.0;-608.0;657.0;-621.0;-224.0;665.0;-981.0;?;373.0
999.0;-11.0;-607.0;649.0;-621.0;-225.0;665.0;-985.0;-423.0;351.0
?;-16.0;-609.0;654.0;-622.0;-225.0;665.0;?;-423.0;380.0
1010.0;-9.0;-608.0;656.0;?;-226.0;665.0;-983.0;-423.0;361.0
1029.0;-18.0;-609.0;649.0;-622.0;-226.0;665.0;-969.0;?;385.0
992.0;-4.0;-607.0;640.0;-622.0;-226.0;665.0;-973.0;-423.0;?
969.0;-6.0;-609.0;649.0;-621.0;-226.0;665.0;-969.0;-423.0;369.0
993.0;?;-608.0;658.0;-618.0;-226.0;666.0;?;-421.0;380.0
993.0;-19.0;?;?;-607.0;?;665.0;-889.0;?;370.0
1019.0;-28.0;?;649.0;-589.0;?;665.0;?;-408.0;357.0
975.0;22.0;-609.0;638.0;-570.0;-228.0;?;-1026.0;?;354.0
991.0;11.0;-608.0;646.0;?;-228.0;664.0;-1060.0;-391.0;371.0
1004.0;7.0;-607.0;651.0;?;?;?;-1032.0;-386.0;373.0
1005.0;-2.0;-606.0;645.0;-536.0;-228.0;662.0;-968.0;-382.0;377.0
985.0;?;-607.0;644.0;-532.0;-228.0;662.0;-976.0;-380.0;371.0
984.0;-4.0;?;654.0;?;-228.0;662.0;-965.0;?;383.0
985.0;0.0;-608.0;646.0;-532.0;-228.0;663.0;-965.0;-379.0;373.0
999.0;-15.0;-606.0;651.0;-531.0;-228.0;663.0;-985.0;-380.0;368.0
?;-22.0;?;659.0;-527.0;-228.0;664.0;?;-379.0;372.0
962.0;-21.0;-608.0;641.0;-520.0;-229.0;664.0;-992.0;-376.0;360.0
962.0;-17.0;-608.0;634.0;?;-229.0;664.0;-1017.0;-373.0;377.0
981.0;-22.0;-607.0;645.0;-513.0;-229.0;663.0;-980.0;-371.0;372.0
990.0;?;-608.0;658.0;-511.0;-228.0;663.0;-959.0;-369.0;360.0
1003.0;-10.0;-609.0;657.0;-509.0;-229.0;663.0;-983.0;-368.0;370.0
989.0;-40.0;-607.0;646.0;-509.0;?;663.0;-967.0;-368.0;378.0
975.0;18.0;-607.0;640.0;-509.0;-229.0;662.0;-964.0;-368.0;349.0
?;-9.0;-608.0;641.0;-512.0;-229.0;662.0;?;-369.0;364.0
1004.0;2.0;-607.0;650.0;-517.0;-229.0;662.0;-982.0;-371.0;367.0
993.0;19.0;-606.0;651.0;-526.0;-229.0;663.0;-999.0;-375.0;359.0
989.0;?;-607.0;650.0;-541.0;-229.0;663.0;-1030.0;-380.0;359.0
?;10.0;-609.0;?;-558.0;-229.0;662.0;?;-387.0;363.0
984.0;-6.0;-608.0;643.0;-573.0;-229.0;662.0;-878.0;-391.0;373.0
999.0;-4.0;-607.0;643.0;-581.0;-229.0;663.0;-946.0;-393.0;?
999.0;-6.0;-606.0;650.0;?;-229.0;665.0;-989.0;-395.0;?
?;16.0;-608.0;648.0;-590.0;-229.0;665.0;-990.0;-396.0;351.0
980.0;-10.0;-607.0;644.0;-591.0;-229.0;665.0;?;-397.0;373.0
1010.0;-24.0;-607.0;?;-592.0;-229.0;665.0;-999.0;-397.0;374.0
1015.0;2.0;-607.0;646.0;-590.0;-229.0;664.0;-1001.0;-397.0;?
964.0;-10.0;-608.0;649.0;?;?;663.0;-981.0;-396.0;?
970.0;-4.0;-607.0;646.0;-588.0;-229.0;663.0;?;-394.0;370.0
1000.0;5.0;-607.0;647.0;-587.0;-229.0;662.0;-976.0;-393.0;370.0
1004.0;20.0;?;?;-586.0;-230.0;662.0;-983.0;-391.0;383.0
996.0;4.0;-607.0;641.0;-586.0;-230.0;?;-989.0;-390.0;384.0
988.0;6.0;-607.0;651.0;-584.0;-229.0;662.0;-981.0;-389.0;358.0
1011.0;-21.0;-607.0;648.0;-583.0;-229.0;663.0;-1000.0;-389.0;375.0
992.0;-4.0;-608.0;644.0;?;-229.0;663.0;-1006.0;-390.0;363.0
1008.0;-11.0;-607.0;645.0;-583.0;-229.0;663.0;?;-391.0;364.0
972.0;-15.0;-607.0;653.0;-584.0;-229.0;663.0;-993.0;-391.0;373.0
1000.0;-6.0;-609.0;651.0;-585.0;-229.0;663.0;-1001.0;-392.0;385.0
1003.0;13.0;-606.0;645.0;-586.0;-229.0;663.0;-990.0;-392.0;?
998.0;-29.0;-609.0;643.0;-587.0;-229.0;662.0;-990.0;-392.0;?
1009.0;?;?;?;-589.0;-229.0;662.0;-995.0;-393.0;?
1009.0;4.0;-607.0;647.0;-592.0;-229.0;663.0;-988.0;-394.0;392.0
1010.0;45.0;-609.0;657.0;?;-228.0;?;?;-394.0;353.0
1019.0;?;-607.0;657.0;-597.0;-228.0;663.0;-980.0;-394.0;415.0
1005.0;35.0;-606.0;651.0;?;-229.0;663.0;-987.0;-395.0;410.0
996.0;40.0;?;670.0;-601.0;-230.0;663.0;-981.0;-395.0;382.0
?;17.0;-607.0;?;-602.0;-232.0;663.0;-998.0;-395.0;357.0
976.0;63.0;-607.0;568.0;-603.0;-234.0;?;-992.0;-394.0;279.0
1019.0;?;-608.0;503.0;-604.0;-234.0;662.0;-1005.0;-394.0;296.0
960.0;-4.0;-612.0;602.0;-605.0;-232.0;?;-1002.0;-394.0;247.0
991.0;-67.0;-613.0;1038.0;-606.0;-233.0;659.0;-1018.0;-393.0;236.0
1008.0;-251.0;-616.0;1268.0;-606.0;-244.0;657.0;-1027.0;-392.0;271.0
973.0;-448.0;-619.0;1007.0;-603.0;-259.0;654.0;?;-392.0;?
952.0;-653.0;-618.0;556.0;-601.0;-273.0;650.0;-946.0;-392.0;541.0
1021.0;-711.0;-616.0;388.0;-597.0;-278.0;647.0;-998.0;-392.0;672.0
987.0;?;-618.0;481.0;-594.0;-276.0;644.0;-1021.0;-393.0;704.0
961.0;-538.0;-621.0;536.0;-593.0;-270.0;641.0;?;-394.0;641.0
971.0;-470.0;-621.0;457.0;?;-263.0;638.0;-1008.0;-394.0;627.0
972.0;-334.0;-619.0;365.0;-595.0;-254.0;635.0;-1015.0;-395.0;623.0
992.0;-43.0;?;388.0;-598.0;-238.0;632.0;-982.0;-397.0;564.0
?;300.0;-611.0;462.0;-600.0;-218.0;629.0;-980.0;-398.0;510.0
981.0;624.0;-604.0;412.0;-601.0;-200.0;626.0;-944.0;-399.0;532.0
956.0;684.0;?;?;-601.0;-186.0;624.0;?;-399.0;578.0
952.0;?;-570.0;303.0;-601.0;-175.0;622.0;-934.0;-399.0;620.0
?;749.0;-546.0;237.0;-600.0;-168.0;?;-951.0;-399.0;629.0
964.0;712.0;-516.0;?;-599.0;-160.0;621.0;-985.0;-398.0;674.0
