InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accX;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit RLA accY;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax
-17.0;-818.0;-254.0;365.0;-234.0;41.0;213.0;240.0;-87;-87;51
-27.0;-86.0;-12.0;520.0;-132.0;219.0;569.0;60.0;-8;-8;18
-28.0;94.0;12.0;506.0;-146.0;188.0;557.0;37.0;19;19;17
93.0;-55.0;66.0;452.0;-190.0;34.0;701.0;194.0;-4;-4;31
70.0;41.0;120.0;645.0;-245.0;11.0;231.0;304.0;4;4;28
-14.0;-192.0;359.0;467.0;-574.0;-290.0;375.0;57.0;18;18;12
-11.0;-214.0;-172.0;501.0;52.0;137.0;654.0;392.0;-12;-12;14
-179.0;365.0;94.0;550.0;-227.0;170.0;236.0;307.0;331;331;43
-17.0;18.0;92.0;379.0;-699.0;-244.0;127.0;62.0;1;1;24
53.0;183.0;-22.0;514.0;-156.0;169.0;575.0;41.0;13;13;25
12.0;2.0;40.0;264.0;-468.0;-43.0;216.0;21.0;9;9;21
396.0;-484.0;-22.0;380.0;-342.0;76.0;293.0;220.0;-60;-60;33
-387.0;639.0;386.0;594.0;212.0;320.0;587.0;459.0;-6;-6;27
-105.0;334.0;200.0;419.0;87.0;104.0;816.0;277.0;24;24;17
99.0;-107.0;64.0;624.0;-260.0;58.0;483.0;141.0;-3;-3;22
19.0;32.0;-21.0;521.0;-103.0;206.0;527.0;49.0;-11;-11;19
-56.0;-95.0;253.0;382.0;-461.0;-73.0;-285.0;178.0;8;8;16
10.0;-394.0;239.0;560.0;21.0;206.0;465.0;144.0;-15;-15;20
-74.0;-305.0;-518.0;546.0;-75.0;172.0;626.0;324.0;-5;-5;32
1.0;47.0;31.0;399.0;280.0;179.0;669.0;278.0;25;25;7
