InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accX;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit RLA accY;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax
-166.0;241.0;77.0;575.0;-244.0;?;102.0;354.0;?;-31;8
-89.0;135.0;-275.0;378.0;-391.0;?;334.0;349.0;?;-18;13
-38.0;37.0;-403.0;264.0;-330.0;99.0;250.0;320.0;?;20;21
42.0;-100.0;-485.0;386.0;-279.0;142.0;633.0;303.0;?;-14;20
106.0;-220.0;-464.0;399.0;-406.0;100.0;603.0;247.0;-29;-29;14
229.0;-198.0;-478.0;537.0;-216.0;100.0;552.0;239.0;-4;-4;26
329.0;-239.0;-402.0;540.0;-141.0;127.0;599.0;224.0;-26;-26;26
331.0;-455.0;55.0;535.0;-131.0;151.0;526.0;229.0;-40;-40;9
367.0;-800.0;451.0;444.0;-150.0;132.0;435.0;280.0;-62;-62;27
493.0;-1241.0;466.0;418.0;-90.0;162.0;529.0;351.0;-92;-92;33
546.0;-982.0;165.0;373.0;-165.0;191.0;544.0;407.0;-70;-70;22
594.0;-328.0;-14.0;452.0;-152.0;210.0;714.0;425.0;-44;-44;30
606.0;219.0;153.0;440.0;-19.0;219.0;758.0;415.0;-39;-39;39
656.0;629.0;355.0;412.0;83.0;244.0;688.0;392.0;-40;-40;38
715.0;1114.0;493.0;409.0;32.0;254.0;710.0;393.0;-51;-51;36
708.0;1469.0;508.0;468.0;-19.0;242.0;687.0;401.0;-30;-30;49
599.0;1525.0;563.0;425.0;-26.0;246.0;585.0;396.0;-23;-23;45
542.0;1261.0;553.0;462.0;-66.0;220.0;563.0;411.0;-43;-43;50
537.0;1113.0;358.0;496.0;10.0;226.0;611.0;414.0;-53;-53;67
493.0;912.0;356.0;477.0;69.0;218.0;577.0;400.0;-14;-14;53
420.0;613.0;293.0;469.0;99.0;267.0;642.0;406.0;41;41;58
330.0;624.0;183.0;461.0;148.0;238.0;677.0;388.0;-43;-43;56
315.0;659.0;309.0;431.0;142.0;231.0;738.0;375.0;60;60;36
295.0;551.0;327.0;444.0;136.0;238.0;702.0;321.0;-88;-88;47
193.0;517.0;236.0;430.0;139.0;217.0;679.0;141.0;68;68;91
178.0;478.0;159.0;390.0;54.0;187.0;700.0;29.0;80;80;69
245.0;321.0;60.0;362.0;-87.0;116.0;645.0;-75.0;-392;-392;17
314.0;168.0;-134.0;399.0;-72.0;53.0;737.0;-18.0;128;128;33
301.0;95.0;-257.0;346.0;9.0;92.0;805.0;144.0;-1878;-1878;-26
299.0;61.0;-276.0;304.0;-27.0;107.0;838.0;205.0;-3866;-3866;89
328.0;19.0;-279.0;315.0;-10.0;12.0;839.0;179.0;-1045;-1045;495
413.0;-99.0;-326.0;309.0;-76.0;-11.0;807.0;128.0;227;227;515
441.0;-203.0;-364.0;255.0;-225.0;21.0;726.0;100.0;-1344;-1344;230
454.0;-451.0;-450.0;214.0;-218.0;68.0;852.0;80.0;-1613;-1613;211
494.0;-665.0;-552.0;240.0;-77.0;128.0;814.0;58.0;-1879;-1879;125
538.0;-817.0;-630.0;224.0;33.0;99.0;793.0;63.0;-2422;-2422;78
603.0;-903.0;-628.0;223.0;59.0;75.0;830.0;90.0;-2001;-2001;296
653.0;-1020.0;-659.0;235.0;67.0;41.0;853.0;98.0;-1730;-1730;331
659.0;-1018.0;-720.0;259.0;34.0;130.0;820.0;87.0;-1483;-1483;284
581.0;-1119.0;-691.0;270.0;-78.0;94.0;858.0;77.0;-1383;-1383;201
372.0;-1195.0;-704.0;238.0;-32.0;74.0;896.0;66.0;-1743;-1743;202
173.0;-1244.0;-591.0;257.0;-22.0;85.0;796.0;21.0;-1663;-1663;152
152.0;-1303.0;-336.0;176.0;-58.0;92.0;779.0;-60.0;-1990;-1990;58
192.0;-1180.0;-41.0;136.0;-58.0;76.0;808.0;-128.0;-2676;-2676;-53
287.0;-975.0;147.0;149.0;-74.0;63.0;816.0;-157.0;-2629;-2629;-207
319.0;-777.0;157.0;135.0;-107.0;0.0;874.0;-167.0;-3246;-3246;93
347.0;-670.0;-35.0;171.0;-70.0;-35.0;932.0;-119.0;-4117;-4117;-521
460.0;-827.0;-91.0;150.0;-60.0;-44.0;728.0;-19.0;-4638;-4638;-49
508.0;-1402.0;-99.0;197.0;-57.0;8.0;683.0;61.0;-3508;-3508;1306
530.0;-1860.0;-161.0;239.0;-96.0;100.0;630.0;193.0;-344;-344;-12
519.0;-2014.0;-187.0;252.0;-152.0;162.0;633.0;129.0;193;193;-484
466.0;-1984.0;-97.0;386.0;-103.0;80.0;626.0;177.0;-569;-569;78
453.0;-1879.0;-54.0;441.0;-155.0;161.0;649.0;273.0;-334;-334;-108
426.0;-1850.0;-53.0;524.0;-125.0;190.0;717.0;258.0;-464;-464;81
445.0;-1832.0;-180.0;596.0;-100.0;262.0;708.0;210.0;-362;-362;69
445.0;-1749.0;-198.0;613.0;-46.0;245.0;675.0;288.0;-267;-267;45
448.0;-1697.0;-292.0;655.0;-52.0;181.0;691.0;177.0;-225;-225;37
425.0;-1639.0;-338.0;609.0;-24.0;142.0;671.0;147.0;-146;-146;22
244.0;-1585.0;-261.0;558.0;-92.0;154.0;588.0;183.0;-117;-117;85
10.0;-1455.0;-191.0;496.0;-58.0;180.0;600.0;206.0;-43;-43;54
-74.0;-1281.0;-174.0;426.0;-63.0;178.0;662.0;207.0;-51;-51;68
-85.0;-1015.0;-182.0;388.0;-146.0;183.0;668.0;263.0;5;5;69
-61.0;-780.0;-335.0;407.0;-137.0;198.0;739.0;181.0;58;58;65
-5.0;-510.0;-451.0;457.0;-261.0;141.0;741.0;131.0;63;63;79
-56.0;-303.0;-436.0;473.0;-289.0;76.0;751.0;154.0;-139;-139;40
313.0;-259.0;-245.0;498.0;-296.0;57.0;797.0;166.0;-392;-392;50
415.0;-461.0;-161.0;527.0;-345.0;47.0;800.0;186.0;-521;?;127
447.0;-613.0;-82.0;523.0;-353.0;63.0;732.0;204.0;-633;?;96
415.0;-749.0;-152.0;518.0;-424.0;-11.0;731.0;315.0;-611;?;65
407.0;-858.0;-120.0;553.0;-421.0;11.0;709.0;24.0;-656;?;176
330.0;-876.0;24.0;561.0;-422.0;35.0;711.0;-92.0;-359;?;102
256.0;-824.0;113.0;557.0;-447.0;-206.0;670.0;107.0;-631;?;188
274.0;-719.0;75.0;420.0;-413.0;-328.0;606.0;68.0;-2034;?;488
249.0;-616.0;26.0;342.0;-520.0;-302.0;543.0;-38.0;-2332;?;479
176.0;-534.0;45.0;422.0;-502.0;-194.0;494.0;-51.0;-1613;?;623
79.0;-373.0;119.0;449.0;-306.0;-136.0;486.0;-14.0;-1020;?;394
45.0;-190.0;196.0;368.0;-168.0;-48.0;488.0;-7.0;-440;?;80
38.0;-89.0;255.0;337.0;-145.0;28.0;504.0;16.0;-513;-513;73
-21.0;12.0;314.0;305.0;-206.0;17.0;487.0;-8.0;-1315;-1315;-188
-64.0;123.0;266.0;310.0;-257.0;-18.0;435.0;-39.0;-1989;-1989;-174
-35.0;232.0;169.0;307.0;-289.0;-38.0;403.0;-26.0;-2129;-2129;-212
17.0;344.0;88.0;319.0;?;-76.0;376.0;-7.0;-2212;-2212;-41
76.0;407.0;-83.0;353.0;?;-108.0;364.0;-10.0;-2155;-2155;-82
308.0;386.0;-223.0;344.0;?;-97.0;353.0;-79.0;-1955;-1955;-1150
458.0;232.0;-399.0;350.0;?;-23.0;291.0;46.0;-1540;-1540;-1153
58.0;125.0;-460.0;390.0;?;45.0;303.0;195.0;-233;-233;-845
-107.0;-39.0;-163.0;421.0;?;56.0;308.0;193.0;1530;1530;-1839
342.0;-219.0;23.0;462.0;?;10.0;248.0;306.0;2810;2810;-375
327.0;-481.0;-179.0;475.0;?;62.0;184.0;447.0;2013;2013;1834
225.0;-910.0;-367.0;533.0;?;-35.0;33.0;164.0;212;212;863
222.0;-1061.0;-344.0;569.0;?;-219.0;21.0;136.0;75;75;6
271.0;-918.0;-200.0;488.0;?;-196.0;134.0;280.0;122;122;46
222.0;-704.0;-93.0;398.0;?;-5.0;268.0;318.0;-64;-64;-42
182.0;-442.0;-44.0;472.0;?;27.0;300.0;297.0;50;50;55
69.0;-233.0;19.0;543.0;?;-65.0;255.0;240.0;-14;-14;15
11.0;0.0;157.0;506.0;?;-93.0;205.0;226.0;1;1;-3
33.0;150.0;302.0;423.0;-361.0;-149.0;179.0;220.0;-37;-37;21
-7.0;277.0;341.0;477.0;-247.0;11.0;186.0;214.0;-46;-46;14
8.0;393.0;311.0;489.0;-214.0;7.0;199.0;223.0;-30;-30;14
70.0;491.0;292.0;449.0;-206.0;11.0;231.0;226.0;-53;-53;29
195.0;645.0;350.0;444.0;-219.0;-14.0;271.0;249.0;-28;-28;23
118.0;697.0;351.0;480.0;-216.0;16.0;309.0;225.0;-30;-30;15
87.0;608.0;349.0;507.0;-242.0;-8.0;302.0;174.0;-29;-29;6
136.0;487.0;336.0;501.0;-300.0;-38.0;-69.0;110.0;-48;-48;20
-91.0;74.0;374.0;489.0;-346.0;-61.0;552.0;15.0;-67;-67;24
-256.0;-200.0;209.0;352.0;-363.0;-122.0;417.0;25.0;-72;-72;31
-212.0;-301.0;-53.0;386.0;-330.0;-123.0;341.0;68.0;-64;-64;43
72.0;-207.0;-303.0;394.0;-282.0;-123.0;198.0;75.0;-11;-11;30
151.0;-425.0;-373.0;290.0;-345.0;-110.0;236.0;-11.0;-35;-35;32
22.0;-805.0;-336.0;310.0;-373.0;-105.0;185.0;-16.0;-128;-128;16
-44.0;-1045.0;-375.0;367.0;-413.0;-98.0;111.0;30.0;-124;-124;2
-17.0;-1071.0;-463.0;380.0;-427.0;-85.0;109.0;59.0;-138;-138;21
-48.0;-995.0;-510.0;330.0;-384.0;-96.0;146.0;35.0;-221;-221;34
-61.0;-878.0;-544.0;354.0;-403.0;-97.0;189.0;8.0;-315;-315;30
-33.0;-764.0;-527.0;345.0;-426.0;-133.0;207.0;12.0;-495;-495;21
-9.0;-642.0;-416.0;361.0;-477.0;-141.0;202.0;0.0;-662;-662;36
117.0;-448.0;-350.0;311.0;-458.0;-150.0;184.0;16.0;-855;-855;52
267.0;-321.0;-317.0;357.0;-497.0;-137.0;190.0;29.0;-1094;-1094;49
324.0;-252.0;-329.0;369.0;-464.0;-138.0;205.0;29.0;-1204;-1204;37
269.0;-286.0;-318.0;326.0;-457.0;-151.0;211.0;49.0;-1220;-1220;9
104.0;-242.0;-281.0;323.0;-453.0;-135.0;219.0;59.0;-1151;-1151;-5
22.0;-104.0;-172.0;323.0;-458.0;-113.0;238.0;54.0;-918;-918;20
89.0;142.0;-12.0;334.0;-465.0;-142.0;303.0;55.0;-569;-569;23
107.0;278.0;-70.0;353.0;-507.0;-112.0;360.0;59.0;-177;-177;-17
59.0;239.0;-131.0;335.0;-458.0;-114.0;322.0;41.0;12;12;-21
-33.0;230.0;-114.0;331.0;-450.0;-100.0;262.0;56.0;-41;-41;19
-12.0;219.0;-27.0;386.0;-459.0;-96.0;252.0;32.0;-59;-59;18
35.0;202.0;13.0;414.0;-389.0;?;288.0;78.0;-152;-152;-7
35.0;63.0;-11.0;369.0;-410.0;?;315.0;62.0;-323;-323;14
37.0;-39.0;21.0;363.0;-427.0;?;292.0;-12.0;-383;-383;32
68.0;-77.0;69.0;435.0;-429.0;?;280.0;-42.0;-430;-430;23
85.0;-99.0;71.0;355.0;-372.0;?;286.0;-26.0;-451;-451;26
103.0;-130.0;44.0;302.0;-288.0;?;269.0;-73.0;-388;-388;26
120.0;-180.0;-1.0;328.0;-356.0;?;241.0;-50.0;?;-350;17
123.0;-238.0;-40.0;406.0;-395.0;?;222.0;1.0;?;-377;29
119.0;-283.0;-62.0;375.0;-335.0;?;212.0;80.0;?;-350;20
131.0;-302.0;-75.0;320.0;-334.0;?;210.0;54.0;?;-295;39
116.0;-360.0;-89.0;428.0;-364.0;?;208.0;-31.0;?;-375;13
127.0;-431.0;-115.0;381.0;-364.0;-57.0;210.0;-46.0;?;-646;-102
119.0;-447.0;-149.0;429.0;-352.0;?;237.0;-34.0;-861;-861;30
84.0;-442.0;-171.0;363.0;-347.0;?;259.0;10.0;-592;-592;119
25.0;-335.0;-197.0;338.0;-276.0;?;291.0;-3.0;-179;-179;35
62.0;-219.0;-180.0;395.0;-343.0;?;309.0;-65.0;-101;-101;95
50.0;-153.0;-174.0;477.0;-279.0;?;325.0;-104.0;7;7;72
55.0;-133.0;-159.0;456.0;-290.0;?;322.0;-44.0;155;155;-15
21.0;-184.0;-179.0;393.0;-273.0;128.0;290.0;-1.0;-81;-81;-45
-6.0;-270.0;-167.0;287.0;-282.0;229.0;298.0;-4.0;-138;-138;36
-32.0;-229.0;-110.0;321.0;-386.0;260.0;326.0;-39.0;204;204;82
-27.0;-213.0;-98.0;375.0;-434.0;166.0;368.0;56.0;572;572;-42
-11.0;-167.0;-105.0;404.0;-484.0;-87.0;414.0;106.0;504;504;-20
6.0;-65.0;-88.0;373.0;-479.0;-227.0;460.0;146.0;-21;-21;106
-24.0;-37.0;-68.0;349.0;-489.0;-221.0;509.0;146.0;506;506;130
-32.0;-91.0;-77.0;362.0;-335.0;-124.0;502.0;89.0;675;675;108
-13.0;-168.0;-36.0;323.0;-251.0;-61.0;463.0;159.0;818;818;198
-12.0;-201.0;-10.0;305.0;-248.0;18.0;414.0;149.0;664;664;119
-7.0;-54.0;96.0;339.0;-143.0;113.0;?;166.0;-651;-651;-76
-48.0;102.0;178.0;385.0;-165.0;234.0;?;219.0;1270;1270;367
-90.0;380.0;171.0;389.0;-91.0;232.0;?;208.0;1669;1669;648
-153.0;735.0;8.0;434.0;-29.0;390.0;?;263.0;-794;-794;-154
-245.0;1185.0;-212.0;532.0;57.0;572.0;?;410.0;-607;-607;-488
-420.0;1623.0;111.0;525.0;121.0;225.0;?;567.0;-174;-174;119
-568.0;1937.0;472.0;514.0;80.0;171.0;?;714.0;-89;-89;216
-671.0;1903.0;862.0;601.0;152.0;239.0;?;768.0;95;95;0
-821.0;1389.0;1148.0;595.0;-22.0;156.0;?;763.0;-27;-27;25
-997.0;825.0;1035.0;604.0;97.0;493.0;?;655.0;28;28;37
-1201.0;402.0;903.0;699.0;171.0;495.0;?;614.0;40;40;48
-1375.0;-61.0;774.0;672.0;375.0;596.0;?;636.0;49;49;25
-1564.0;-338.0;753.0;657.0;520.0;734.0;?;500.0;55;55;5
-1789.0;-488.0;788.0;637.0;584.0;695.0;?;564.0;40;40;0
-2007.0;-425.0;778.0;656.0;452.0;757.0;300.0;558.0;26;26;1
-2092.0;-333.0;863.0;639.0;753.0;728.0;454.0;610.0;33;33;11
-2068.0;-177.0;952.0;699.0;555.0;666.0;479.0;634.0;32;32;-4
-1964.0;-36.0;1079.0;703.0;502.0;552.0;485.0;648.0;40;40;-4
-2012.0;65.0;1196.0;717.0;530.0;569.0;586.0;610.0;37;37;-5
-2056.0;165.0;1759.0;722.0;682.0;702.0;583.0;596.0;19;19;-19
-1919.0;407.0;1936.0;700.0;396.0;658.0;780.0;588.0;5;5;-4
-1913.0;478.0;1701.0;660.0;524.0;480.0;839.0;642.0;0;0;27
-1655.0;630.0;1346.0;635.0;555.0;543.0;863.0;668.0;1;1;20
-1283.0;747.0;978.0;620.0;263.0;495.0;842.0;684.0;32;32;-10
-1001.0;724.0;861.0;577.0;234.0;508.0;715.0;648.0;71;71;?
-1000.0;825.0;655.0;556.0;462.0;579.0;774.0;626.0;11;11;?
-931.0;701.0;594.0;551.0;763.0;548.0;754.0;567.0;-37;-37;?
-820.0;488.0;564.0;516.0;577.0;572.0;908.0;526.0;-16;-16;?
-716.0;516.0;479.0;522.0;653.0;533.0;805.0;498.0;-19;-19;?
-621.0;353.0;458.0;505.0;393.0;505.0;786.0;459.0;-4;-4;?
-516.0;191.0;559.0;523.0;318.0;561.0;?;453.0;7;7;?
-398.0;277.0;531.0;510.0;426.0;411.0;?;433.0;-10;-10;?
-329.0;212.0;523.0;488.0;432.0;428.0;?;379.0;-6;-6;?
-169.0;144.0;348.0;425.0;536.0;518.0;?;405.0;-12;-12;?
-105.0;290.0;275.0;362.0;657.0;489.0;?;343.0;-9;-9;?
-51.0;221.0;379.0;459.0;430.0;501.0;?;339.0;26;26;-5
-33.0;134.0;330.0;366.0;510.0;420.0;?;295.0;32;32;-2
-1.0;199.0;75.0;409.0;497.0;394.0;?;352.0;35;35;-4
73.0;144.0;-71.0;346.0;402.0;435.0;?;300.0;19;19;-3
134.0;-166.0;-110.0;349.0;333.0;335.0;?;250.0;-12;-12;-4
183.0;-455.0;-198.0;431.0;485.0;343.0;?;242.0;-10;-10;-4
220.0;-606.0;-373.0;394.0;386.0;414.0;?;221.0;-26;-26;-3
244.0;-415.0;-530.0;396.0;365.0;404.0;?;221.0;-20;-20;-6
225.0;-338.0;-643.0;338.0;313.0;364.0;?;221.0;-4;-4;-2
187.0;-108.0;-706.0;398.0;617.0;339.0;?;249.0;-12;-12;4
?;-202.0;-738.0;429.0;465.0;276.0;580.0;274.0;-9;-9;2
?;-342.0;-598.0;428.0;48.0;298.0;815.0;266.0;-9;-9;3
?;-471.0;-718.0;407.0;-68.0;335.0;783.0;284.0;-9;-9;3
?;-487.0;-702.0;375.0;-141.0;94.0;860.0;275.0;-11;-11;2
?;?;-613.0;367.0;287.0;314.0;959.0;278.0;-6;-6;4
?;?;-598.0;383.0;863.0;409.0;974.0;255.0;-11;-11;1
?;-249.0;-497.0;334.0;454.0;344.0;911.0;253.0;17;17;6
?;-69.0;-498.0;386.0;160.0;312.0;923.0;266.0;34;34;10
?;-56.0;-345.0;409.0;389.0;277.0;902.0;295.0;-19;-19;-8
?;-42.0;-354.0;366.0;56.0;370.0;760.0;301.0;24;24;-3
?;70.0;-395.0;256.0;200.0;233.0;899.0;257.0;42;42;2
?;133.0;-376.0;299.0;154.0;336.0;915.0;248.0;-10;-10;-7
-131.0;33.0;-275.0;353.0;162.0;269.0;858.0;250.0;2;2;-1
-134.0;-91.0;-169.0;364.0;212.0;274.0;947.0;231.0;10;10;-3
-129.0;-382.0;-2.0;366.0;177.0;328.0;1339.0;242.0;15;15;-5
-149.0;-630.0;41.0;327.0;181.0;257.0;1254.0;247.0;-2;-2;-3
-91.0;-255.0;-184.0;296.0;168.0;256.0;829.0;228.0;46;46;-4
-51.0;-1166.0;180.0;304.0;105.0;247.0;846.0;217.0;74;74;-3
1.0;-1353.0;-377.0;346.0;46.0;244.0;475.0;215.0;-3;?;-4
51.0;-932.0;-689.0;402.0;122.0;292.0;798.0;240.0;-4;?;-4
88.0;-628.0;-545.0;378.0;45.0;253.0;873.0;256.0;6;?;-4
42.0;390.0;-667.0;325.0;-21.0;260.0;989.0;257.0;-4;?;-3
-5.0;944.0;-555.0;312.0;-119.0;266.0;563.0;266.0;2;?;-5
-8.0;1261.0;-559.0;314.0;13.0;208.0;856.0;267.0;1;?;-8
-33.0;940.0;-451.0;290.0;135.0;250.0;909.0;278.0;1;?;-8
-20.0;678.0;-480.0;299.0;-62.0;287.0;880.0;263.0;-1;?;-8
-20.0;578.0;-438.0;311.0;-249.0;194.0;960.0;258.0;24;?;-6
-53.0;301.0;-265.0;306.0;-128.0;192.0;884.0;251.0;33;?;-6
-73.0;375.0;-284.0;328.0;-194.0;232.0;918.0;250.0;33;?;-5
-79.0;326.0;-225.0;341.0;-150.0;161.0;863.0;260.0;27;27;-7
-39.0;315.0;-104.0;335.0;210.0;186.0;847.0;267.0;11;11;-14
-42.0;274.0;-71.0;332.0;128.0;289.0;790.0;250.0;-2;-2;-9
-44.0;318.0;-24.0;333.0;-46.0;348.0;801.0;258.0;-46;-46;-4
-46.0;332.0;56.0;323.0;-77.0;309.0;847.0;230.0;-28;-28;-9
-72.0;317.0;71.0;314.0;-145.0;334.0;884.0;226.0;-14;-14;-8
-58.0;387.0;79.0;314.0;-307.0;285.0;845.0;270.0;-26;-26;?
-47.0;384.0;185.0;317.0;-356.0;67.0;764.0;293.0;10;10;?
-83.0;357.0;243.0;366.0;-234.0;232.0;777.0;303.0;-4;-4;?
-78.0;301.0;252.0;353.0;-131.0;339.0;695.0;272.0;-6;-6;?
-79.0;511.0;127.0;326.0;17.0;348.0;840.0;251.0;-4;-4;?
-81.0;592.0;180.0;338.0;-105.0;348.0;811.0;248.0;-24;?;?
-60.0;250.0;299.0;318.0;-160.0;298.0;806.0;267.0;-19;?;?
-13.0;-9.0;182.0;329.0;42.0;306.0;754.0;252.0;-20;?;?
19.0;-148.0;151.0;340.0;-127.0;366.0;736.0;?;-11;?;?
29.0;-164.0;118.0;344.0;-344.0;222.0;673.0;?;-16;?;?
26.0;-272.0;-17.0;384.0;-231.0;276.0;929.0;?;-14;?;?
33.0;104.0;-84.0;368.0;-331.0;326.0;932.0;?;6;?;0
67.0;474.0;-58.0;343.0;-68.0;245.0;692.0;?;11;?;3
9.0;570.0;19.0;333.0;-230.0;281.0;599.0;?;11;?;3
48.0;619.0;67.0;342.0;-254.0;276.0;681.0;?;-11;-11;4
38.0;643.0;170.0;352.0;-208.0;264.0;518.0;?;-32;-32;3
7.0;210.0;172.0;340.0;-228.0;274.0;766.0;?;-18;-18;-1
16.0;-108.0;8.0;346.0;-225.0;245.0;759.0;?;7;7;1
62.0;-213.0;14.0;360.0;-255.0;211.0;737.0;?;-3;-3;0
41.0;-6.0;2.0;351.0;-238.0;199.0;734.0;?;-37;-37;-1
29.0;349.0;-82.0;373.0;-92.0;194.0;725.0;353.0;-57;-57;-2
-28.0;533.0;-39.0;416.0;-6.0;151.0;503.0;374.0;-61;-61;-6
-31.0;683.0;-4.0;430.0;-107.0;248.0;529.0;398.0;-61;-61;3
-34.0;727.0;92.0;452.0;-172.0;231.0;1021.0;406.0;-93;-93;15
-65.0;437.0;80.0;447.0;-161.0;278.0;906.0;394.0;-119;-119;15
-48.0;152.0;67.0;457.0;10.0;324.0;758.0;393.0;-85;-85;21
-26.0;-7.0;134.0;425.0;27.0;307.0;440.0;367.0;-73;-73;20
38.0;12.0;118.0;439.0;22.0;301.0;600.0;410.0;-87;-87;23
23.0;50.0;40.0;465.0;-26.0;310.0;764.0;438.0;-86;-86;29
36.0;-22.0;3.0;484.0;33.0;278.0;652.0;466.0;-78;-78;31
46.0;-102.0;-18.0;504.0;112.0;273.0;703.0;470.0;-80;-80;29
40.0;-254.0;-63.0;480.0;28.0;203.0;590.0;446.0;-57;-57;37
66.0;-389.0;-18.0;422.0;-22.0;171.0;652.0;407.0;-30;-30;45
96.0;-616.0;-16.0;383.0;-97.0;83.0;670.0;348.0;-64;-64;-4
174.0;-879.0;-18.0;375.0;-18.0;-4.0;583.0;276.0;-72;-72;80
267.0;-808.0;-30.0;352.0;18.0;-25.0;478.0;159.0;-164;-164;4
379.0;-610.0;-184.0;309.0;-42.0;15.0;674.0;97.0;-247;-247;56
546.0;-282.0;-390.0;312.0;-54.0;13.0;668.0;82.0;-179;-179;103
720.0;-107.0;-573.0;330.0;-56.0;-3.0;722.0;105.0;-1116;-1116;-671
815.0;106.0;-651.0;332.0;-159.0;7.0;606.0;137.0;-3063;-3063;-671
907.0;334.0;-783.0;320.0;-158.0;15.0;507.0;96.0;-3304;-3304;-52
985.0;539.0;-835.0;279.0;-332.0;-43.0;669.0;134.0;-2548;-2548;-8
1093.0;442.0;-745.0;270.0;-349.0;-67.0;807.0;59.0;-2201;-2201;208
1230.0;353.0;-732.0;278.0;-393.0;-39.0;706.0;27.0;-1262;-1262;190
1357.0;458.0;-652.0;268.0;-395.0;-11.0;550.0;-4.0;-1021;-1021;-139
1483.0;432.0;-519.0;230.0;-398.0;-29.0;573.0;49.0;-1301;-1301;-293
1667.0;433.0;-369.0;248.0;-431.0;-42.0;547.0;-44.0;-1242;-1242;-298
1745.0;252.0;-252.0;220.0;-409.0;-27.0;500.0;-110.0;-1380;-1380;-152
1905.0;-4.0;-250.0;180.0;-372.0;-47.0;469.0;-55.0;-1240;-1240;57
2051.0;-319.0;?;266.0;-412.0;-28.0;479.0;-98.0;-1157;-1157;110
1866.0;-546.0;?;?;-374.0;-27.0;469.0;-43.0;-1384;-1384;16
1631.0;-587.0;?;?;-450.0;-7.0;408.0;-46.0;-1166;-1166;67
1331.0;-510.0;?;?;-506.0;-13.0;369.0;-59.0;-1293;-1293;-66
1254.0;-324.0;?;?;-529.0;-33.0;364.0;-87.0;-1364;-1364;-96
1335.0;-200.0;?;?;-504.0;-68.0;325.0;-68.0;-1276;-1276;-58
1372.0;-30.0;?;?;-517.0;-62.0;306.0;-68.0;-1311;-1311;-259
1353.0;-32.0;?;?;-505.0;-7.0;314.0;-10.0;-749;-749;-51
1325.0;-96.0;296.0;?;-417.0;21.0;258.0;-19.0;-2932;-2932;-120
1290.0;-208.0;314.0;?;-402.0;55.0;210.0;33.0;-4201;-4201;873
1121.0;-321.0;298.0;?;-401.0;97.0;227.0;221.0;-1962;-1962;2772
903.0;-429.0;319.0;?;-396.0;194.0;223.0;469.0;-1545;-1545;2069
809.0;-556.0;325.0;?;-408.0;130.0;198.0;513.0;-1106;-1106;359
828.0;-594.0;335.0;?;-424.0;115.0;198.0;294.0;-287;-287;106
?;-611.0;333.0;?;-371.0;106.0;248.0;166.0;-384;-384;74
?;-613.0;341.0;?;-344.0;-97.0;246.0;238.0;-323;-323;-71
?;-528.0;284.0;596.0;-285.0;-28.0;214.0;211.0;-380;-380;50
?;-467.0;243.0;516.0;-245.0;14.0;188.0;235.0;-379;-379;49
?;-346.0;254.0;464.0;-231.0;135.0;170.0;281.0;-376;-376;27
?;-335.0;?;464.0;-174.0;226.0;153.0;345.0;-275;-275;75
?;-268.0;?;522.0;-141.0;318.0;134.0;360.0;-183;-183;106
?;-178.0;179.0;515.0;-207.0;246.0;132.0;281.0;-181;-181;170
191.0;-64.0;152.0;521.0;-233.0;210.0;155.0;185.0;-50;-50;159
170.0;34.0;105.0;558.0;-202.0;115.0;194.0;211.0;56;56;137
228.0;202.0;113.0;570.0;-218.0;4.0;230.0;234.0;61;61;139
231.0;369.0;162.0;543.0;-265.0;60.0;278.0;270.0;82;82;?
-38.0;565.0;205.0;542.0;-185.0;166.0;330.0;258.0;134;134;?
91.0;500.0;158.0;590.0;-281.0;181.0;388.0;274.0;143;143;?
289.0;185.0;6.0;544.0;-263.0;227.0;370.0;296.0;177;177;?
518.0;-83.0;-213.0;572.0;-291.0;224.0;336.0;287.0;201;201;?
338.0;?;-249.0;565.0;-346.0;200.0;293.0;286.0;169;169;?
149.0;?;-131.0;498.0;-324.0;163.0;212.0;277.0;261;261;?
262.0;?;-156.0;470.0;-294.0;178.0;192.0;296.0;60;60;?
333.0;?;-341.0;445.0;-258.0;206.0;234.0;251.0;-386;-386;21
524.0;?;-280.0;486.0;-344.0;134.0;280.0;329.0;-508;-508;40
534.0;?;-153.0;535.0;-381.0;101.0;310.0;217.0;-566;-566;-15
418.0;?;-18.0;528.0;-341.0;235.0;344.0;56.0;-710;-710;76
380.0;?;153.0;474.0;-313.0;?;323.0;-21.0;-761;-761;246
277.0;?;231.0;573.0;-333.0;?;316.0;140.0;-994;-994;315
112.0;?;204.0;614.0;-400.0;?;315.0;82.0;-1951;-1951;180
83.0;65.0;132.0;545.0;-480.0;?;332.0;1.0;-2709;-2709;166
28.0;180.0;47.0;533.0;-517.0;?;375.0;-106.0;-2161;-2161;503
6.0;299.0;-125.0;552.0;-484.0;?;411.0;-52.0;-1540;-1540;498
0.0;318.0;-71.0;411.0;-326.0;?;442.0;19.0;-1270;-1270;378
