InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
-12.0;-6;27.0;950.0;-20;-91.0;4;20;215;-10.0;4
3.0;-1;30.0;945.0;21;-100.0;-24;-21;218;39.0;-24
-15.0;2;17.0;939.0;3;-76.0;-23;-3;221;25.0;-23
-23.0;3;28.0;956.0;-37;-29.0;3;37;224;62.0;3
10.0;5;4.0;?;-31;-8.0;-1;31;226;62.0;-1
33.0;5;29.0;938.0;-50;78.0;24;50;226;64.0;?
21.0;1;29.0;936.0;-59;98.0;40;59;222;46.0;?
8.0;1;31.0;955.0;-28;66.0;-3;28;221;37.0;?
14.0;3;35.0;966.0;3;53.0;-5;-3;221;76.0;?
14.0;2;33.0;968.0;-5;53.0;-10;5;219;64.0;?
17.0;4;24.0;982.0;-19;-12.0;-42;19;220;54.0;?
-6.0;4;28.0;951.0;0;3.0;-17;0;220;48.0;?
-10.0;-1;12.0;946.0;-11;-7.0;0;11;214;39.0;?
25.0;-3;6.0;947.0;-27;9.0;1;27;211;58.0;?
17.0;3;2.0;919.0;-9;-15.0;8;9;218;76.0;?
40.0;-4;-23.0;895.0;1;24.0;-20;-1;209;107.0;-20
100.0;-2;-39.0;892.0;-22;22.0;-20;22;204;82.0;-20
160.0;13;-77.0;898.0;-42;4.0;8;42;220;62.0;8
219.0;-2;-86.0;901.0;-25;3.0;-18;25;212;84.0;-18
287.0;-8;-110.0;869.0;-20;0.0;-38;20;208;85.0;-38
304.0;0;-167.0;882.0;-11;-4.0;-8;11;215;84.0;-8
323.0;-2;-190.0;898.0;17;-26.0;-4;-17;211;43.0;-4
341.0;4;-192.0;889.0;12;-151.0;-1;-12;214;-6.0;-1
325.0;3;-132.0;907.0;2;-118.0;11;-2;215;-57.0;11
350.0;0;-123.0;908.0;10;-116.0;-17;-10;219;-160.0;-17
358.0;3;-92.0;897.0;11;-83.0;-8;-11;220;-147.0;-8
398.0;-10;-99.0;888.0;-8;-53.0;6;8;201;-163.0;6
389.0;-14;-54.0;889.0;-34;-47.0;-28;34;198;-205.0;-28
294.0;0;-109.0;869.0;-9;-50.0;-22;?;215;-119.0;-22
308.0;4;-133.0;831.0;34;-93.0;-1;?;217;-91.0;-1
308.0;1;-168.0;834.0;11;-109.0;-22;-11;214;-130.0;-22
?;-1;-127.0;823.0;7;-132.0;-31;-7;211;-146.0;-31
?;-9;-133.0;824.0;9;-135.0;2;-9;203;-152.0;2
?;-8;-128.0;808.0;6;-116.0;4;-6;207;-95.0;4
?;4;-119.0;837.0;34;-62.0;-22;-34;213;-70.0;-22
?;1;-90.0;848.0;18;-45.0;-14;-18;211;-15.0;-14
?;-7;-79.0;884.0;12;6.0;-11;-12;204;33.0;-11
?;-4;-76.0;901.0;0;81.0;-10;0;206;118.0;-10
?;1;-85.0;889.0;-23;67.0;-17;23;211;50.0;-17
?;5;-129.0;871.0;-8;-19.0;-19;8;214;-4.0;-19
?;4;-154.0;869.0;-19;-84.0;7;19;214;-3.0;7
?;-3;-168.0;889.0;-9;-110.0;-11;9;206;23.0;-11
?;0;-157.0;886.0;22;-139.0;-29;-22;207;7.0;-29
?;0;-176.0;868.0;-13;-184.0;8;13;208;-38.0;8
?;7;-173.0;868.0;-25;-245.0;-20;25;216;-35.0;-20
?;13;-104.0;855.0;3;-295.0;-36;-3;221;-94.0;-36
?;2;-32.0;849.0;2;-268.0;25;-2;210;-157.0;25
?;4;17.0;870.0;28;-172.0;4;-28;214;-132.0;4
?;2;34.0;874.0;24;-106.0;-27;-24;214;-83.0;-27
?;5;36.0;871.0;-15;-65.0;-19;15;215;-58.0;-19
?;0;55.0;881.0;-18;-1.0;-22;18;210;-12.0;-22
?;-10;72.0;871.0;-8;35.0;-12;8;202;-20.0;-12
42.0;4;51.0;863.0;1;23.0;-20;-1;214;-33.0;-20
8.0;0;28.0;857.0;-5;21.0;-18;5;211;-47.0;-18
-25.0;-4;12.0;869.0;-13;2.0;-6;13;207;-98.0;-6
-35.0;5;69.0;868.0;-6;-19.0;-17;6;214;-80.0;-17
-108.0;6;41.0;889.0;-11;-115.0;-7;11;216;-170.0;-7
-121.0;4;79.0;868.0;4;-236.0;-14;-4;215;-346.0;-14
-146.0;2;64.0;859.0;7;-262.0;-34;-7;211;-262.0;-34
-177.0;14;66.0;863.0;-41;-203.0;8;41;218;-252.0;8
-146.0;4;149.0;878.0;-6;-198.0;9;6;209;-248.0;9
-148.0;-8;130.0;866.0;25;-175.0;-19;-25;201;-269.0;-19
-227.0;2;197.0;869.0;-1;-173.0;-9;1;212;-164.0;-9
-409.0;10;496.0;869.0;13;-168.0;-12;-13;218;95.0;-12
-233.0;11;658.0;863.0;-4;-30.0;-5;4;218;147.0;-5
-224.0;-3;39.0;861.0;-10;-169.0;9;10;208;284.0;9
-183.0;-6;81.0;843.0;22;216.0;3;-22;207;347.0;3
-57.0;1;51.0;829.0;18;459.0;-4;-18;212;389.0;-4
-7.0;-3;49.0;863.0;14;453.0;-14;-14;206;359.0;-14
-69.0;-3;-10.0;870.0;13;493.0;-11;-13;208;497.0;-11
-60.0;1;-22.0;862.0;1;451.0;14;-1;211;485.0;14
1.0;2;47.0;850.0;20;319.0;22;-20;213;298.0;22
14.0;1;84.0;850.0;9;172.0;13;-9;211;99.0;13
7.0;-2;74.0;840.0;-32;92.0;5;32;206;-30.0;5
-23.0;-1;60.0;841.0;-27;81.0;-3;27;209;-262.0;-3
-48.0;2;-46.0;850.0;-9;216.0;-2;9;214;-303.0;-2
-47.0;2;-56.0;862.0;-8;488.0;-1;8;213;-113.0;-1
-18.0;2;-11.0;852.0;-12;681.0;-3;12;214;94.0;-3
-3.0;1;-19.0;847.0;5;825.0;1;-5;211;366.0;1
28.0;-1;-15.0;868.0;29;814.0;-7;-29;206;473.0;-7
-1.0;-1;-31.0;839.0;5;681.0;-23;-5;208;468.0;-23
-2.0;0;-29.0;848.0;-30;520.0;-13;30;210;378.0;-13
-15.0;0;-16.0;868.0;-15;430.0;6;15;209;358.0;6
-46.0;0;-20.0;861.0;-4;221.0;9;4;210;268.0;9
-48.0;1;16.0;866.0;-11;81.0;6;11;209;97.0;6
-48.0;0;18.0;857.0;13;-6.0;-7;-13;209;58.0;-7
-19.0;-1;16.0;833.0;21;13.0;-11;-21;207;112.0;-11
-3.0;-2;5.0;830.0;-7;54.0;-11;7;206;155.0;-11
-8.0;1;13.0;848.0;-20;64.0;-31;20;210;163.0;-31
8.0;3;5.0;860.0;-20;68.0;-15;20;213;137.0;-15
-5.0;-1;-2.0;860.0;-19;132.0;3;19;209;133.0;3
14.0;0;41.0;869.0;-22;30.0;-3;22;211;54.0;-3
16.0;3;30.0;855.0;-18;68.0;-2;18;213;57.0;-2
25.0;-1;2.0;840.0;1;100.0;-11;-1;208;72.0;-11
25.0;3;0.0;854.0;-5;72.0;-6;5;213;29.0;-6
6.0;6;?;857.0;-12;54.0;3;12;215;33.0;3
31.0;-1;?;846.0;-5;85.0;-8;5;208;107.0;-8
23.0;1;-12.0;856.0;5;51.0;-11;-5;211;117.0;-11
15.0;2;-21.0;858.0;13;95.0;-12;-13;211;142.0;-12
2.0;-5;-3.0;862.0;13;127.0;-12;-13;206;115.0;-12
25.0;1;5.0;844.0;15;113.0;-3;-15;211;109.0;-3
44.0;6;8.0;846.0;2;56.0;-6;-2;214;110.0;-6
9.0;-2;-12.0;857.0;-18;90.0;-13;18;209;97.0;-13
-2.0;-3;-28.0;862.0;-34;90.0;-11;34;208;130.0;-11
12.0;4;4.0;840.0;-29;88.0;-12;29;212;132.0;-12
19.0;4;0.0;868.0;8;46.0;?;-8;212;101.0;-3
8.0;-5;-2.0;839.0;13;22.0;?;-13;207;53.0;0
-4.0;-8;12.0;840.0;-10;24.0;?;10;205;40.0;0
-25.0;-6;24.0;840.0;21;41.0;?;-21;207;-7.0;14
-17.0;3;24.0;851.0;29;13.0;?;-29;213;8.0;-13
6.0;11;19.0;850.0;2;72.0;-42;-2;217;27.0;-42
-10.0;0;20.0;861.0;13;13.0;-15;-13;211;10.0;-15
-15.0;-2;29.0;840.0;-11;28.0;-18;11;210;52.0;-18
20.0;3;24.0;850.0;-10;63.0;-11;10;213;67.0;-11
71.0;0;13.0;852.0;19;54.0;14;-19;209;83.0;14
11.0;-1;0.0;833.0;-4;56.0;-8;4;208;143.0;-8
6.0;5;-6.0;855.0;-9;59.0;-22;9;216;123.0;-22
3.0;6;0.0;854.0;-6;48.0;-13;6;215;107.0;-13
-21.0;-2;18.0;840.0;-26;93.0;-12;26;208;126.0;-12
14.0;4;23.0;848.0;-32;115.0;-11;32;216;111.0;-11
78.0;5;-34.0;842.0;-31;-48.0;-12;31;217;83.0;-12
4.0;-1;14.0;830.0;-31;-35.0;-11;31;212;54.0;-11
-1.0;12;-4.0;860.0;-31;60.0;-12;31;223;115.0;-12
8.0;15;13.0;848.0;-33;106.0;-14;33;226;101.0;-14
28.0;3;10.0;842.0;-11;-24.0;-3;11;215;20.0;-3
8.0;-3;10.0;848.0;9;-87.0;-5;-9;210;-44.0;-5
23.0;0;14.0;838.0;-4;-5.0;6;4;212;?;6
-2.0;-2;23.0;840.0;-8;-112.0;16;8;211;?;16
-8.0;-4;23.0;839.0;-9;-29.0;-20;9;211;?;-20
26.0;7;-15.0;841.0;-20;-22.0;-28;20;219;?;-28
10.0;5;10.0;859.0;-7;95.0;2;7;217;?;2
6.0;0;49.0;843.0;0;-33.0;35;0;215;?;35
13.0;-5;10.0;?;-32;-45.0;32;32;209;?;32
31.0;-6;46.0;?;-39;-30.0;7;39;209;?;7
11.0;7;51.0;?;-11;-62.0;-1;11;221;?;-1
14.0;2;57.0;?;-6;?;-5;6;214;?;-5
-9.0;-1;69.0;?;-13;?;6;13;210;?;6
-52.0;-2;83.0;?;0;?;-21;0;211;?;-21
-63.0;-1;134.0;831.0;18;?;-25;-18;213;?;-25
-99.0;1;109.0;840.0;37;?;-3;-37;215;?;-3
-54.0;-4;125.0;830.0;46;?;-21;-46;209;-150.0;-21
-127.0;7;152.0;832.0;15;?;9;-15;220;-97.0;9
-121.0;0;188.0;845.0;-9;?;9;9;214;-111.0;9
-212.0;-3;192.0;876.0;18;?;-21;-18;213;-167.0;-21
-144.0;9;268.0;871.0;17;?;-6;-17;227;-224.0;-6
-118.0;2;310.0;859.0;-9;?;-1;9;217;-269.0;-1
-94.0;0;339.0;876.0;1;?;15;-1;213;-381.0;15
-144.0;1;277.0;869.0;-12;?;20;12;216;-445.0;20
-6.0;2;237.0;851.0;-22;?;-20;22;214;-568.0;-20
145.0;-3;250.0;854.0;5;?;-28;-5;209;-730.0;-28
181.0;-4;23.0;873.0;27;2069.0;-9;-27;209;-785.0;-9
302.0;1;-174.0;881.0;23;2359.0;-12;-23;213;-734.0;-12
409.0;-5;-300.0;862.0;4;2374.0;-4;-4;208;-734.0;-4
530.0;3;-458.0;859.0;2;2453.0;2;-2;213;-762.0;2
569.0;6;-584.0;851.0;-4;2187.0;-5;4;216;-699.0;-5
625.0;-3;-605.0;831.0;-7;1940.0;0;7;212;-609.0;0
528.0;?;-530.0;850.0;4;1570.0;-17;-4;209;-569.0;-17
493.0;?;-446.0;849.0;2;1309.0;-11;-2;214;-405.0;-11
557.0;?;-392.0;849.0;10;1300.0;21;-10;223;-279.0;21
572.0;?;-279.0;852.0;18;1097.0;-25;-18;216;-214.0;-25
581.0;?;-211.0;841.0;-5;973.0;-37;5;215;-162.0;-37
491.0;?;-179.0;834.0;-20;755.0;0;20;220;-58.0;0
364.0;?;-131.0;831.0;7;544.0;12;-7;217;52.0;12
239.0;?;-151.0;823.0;-9;414.0;29;9;216;104.0;29
40.0;?;-126.0;838.0;-62;182.0;6;62;212;123.0;6
-66.0;?;-75.0;874.0;-36;5.0;-8;36;211;204.0;-8
-260.0;?;25.0;863.0;-16;-319.0;1;16;211;227.0;1
-339.0;?;140.0;875.0;-17;-445.0;-18;17;210;196.0;-18
-501.0;?;244.0;863.0;-11;-794.0;8;11;212;133.0;8
-712.0;-1;262.0;876.0;-20;-1018.0;39;20;212;194.0;39
-965.0;1;254.0;879.0;16;-1234.0;-2;-16;213;348.0;-2
-1265.0;3;251.0;879.0;13;-1776.0;-16;-13;214;642.0;-16
-1521.0;2;189.0;859.0;-25;-2431.0;-11;25;213;1040.0;-11
-1605.0;3;228.0;872.0;8;-2952.0;-6;-8;214;1444.0;-6
-1494.0;2;289.0;890.0;35;-3204.0;21;-35;213;1766.0;21
?;1;96.0;885.0;34;-3158.0;20;-34;213;1961.0;20
?;3;102.0;880.0;40;-2694.0;17;-40;214;1850.0;17
?;-1;58.0;892.0;1;-1970.0;21;-1;212;1596.0;21
?;2;325.0;905.0;-28;-1570.0;14;28;217;1003.0;14
?;2;387.0;927.0;-16;-1142.0;8;16;218;785.0;8
?;-8;253.0;940.0;-21;-659.0;9;21;211;790.0;9
-269.0;-8;367.0;922.0;-21;-424.0;9;21;211;678.0;9
-209.0;-7;284.0;918.0;-18;-333.0;7;18;212;609.0;7
-182.0;-8;92.0;909.0;-22;25.0;12;22;210;421.0;12
-16.0;-5;18.0;908.0;-17;158.0;-1;17;214;130.0;-1
-89.0;-5;195.0;898.0;-23;308.0;-13;23;218;107.0;-13
-198.0;-4;136.0;916.0;-18;161.0;-12;18;217;-126.0;-12
-236.0;1;141.0;918.0;1;-6.0;-21;-1;217;-232.0;-21
-251.0;2;149.0;907.0;7;-156.0;-16;-7;218;-225.0;-16
-146.0;0;71.0;897.0;31;-242.0;-8;-31;216;67.0;-8
-40.0;3;88.0;898.0;22;-192.0;-15;-22;217;448.0;-15
31.0;8;-13.0;912.0;-16;-128.0;-8;16;223;681.0;-8
43.0;12;-3.0;912.0;-20;-25.0;-2;20;225;603.0;-2
-11.0;8;9.0;898.0;-20;9.0;-3;20;220;442.0;?
-21.0;1;-58.0;910.0;-5;127.0;8;5;217;272.0;?
11.0;-3;-39.0;906.0;7;131.0;-1;-7;212;186.0;?
15.0;-3;-4.0;908.0;-6;137.0;-17;6;209;197.0;?
34.0;-3;-31.0;906.0;-23;119.0;-24;23;212;285.0;?
40.0;1;-40.0;912.0;-19;107.0;-21;19;216;339.0;?
44.0;11;-19.0;926.0;-17;86.0;-3;17;224;312.0;?
60.0;12;-16.0;918.0;-31;98.0;-4;31;226;273.0;?
28.0;2;?;941.0;20;82.0;9;-20;219;139.0;9
-21.0;6;?;949.0;43;0.0;-4;-43;219;28.0;-4
-49.0;14;?;909.0;22;36.0;-20;-22;224;171.0;-20
-38.0;10;?;927.0;12;-5.0;-2;-12;223;25.0;-2
-149.0;5;?;926.0;-19;-10.0;-12;19;218;-16.0;-12
-182.0;5;126.0;929.0;11;83.0;6;-11;220;35.0;6
-260.0;11;33.0;?;16;370.0;-10;-16;227;122.0;-10
-166.0;9;-285.0;?;9;966.0;-34;-9;224;-117.0;-34
394.0;-1;-627.0;?;50;1666.0;-21;-50;216;-575.0;-21
800.0;-4;-811.0;?;25;2178.0;-22;-25;215;-830.0;-22
929.0;-4;-902.0;?;0;2404.0;4;0;216;-1188.0;4
1048.0;-2;-801.0;?;12;2456.0;4;-12;217;-1419.0;4
1164.0;4;-645.0;?;11;2421.0;-2;-11;222;-1468.0;-2
1332.0;2;-374.0;?;15;2200.0;-6;-15;219;-1494.0;-6
945.0;-3;-356.0;?;10;1905.0;-9;-10;214;-1208.0;-9
1005.0;0;-371.0;?;-8;1697.0;8;8;219;-447.0;8
923.0;1;-157.0;898.0;-10;1187.0;-9;10;220;-551.0;-9
526.0;1;-24.0;916.0;-10;861.0;3;10;220;-518.0;3
174.0;3;-112.0;918.0;-7;571.0;27;7;222;-294.0;27
84.0;1;42.0;927.0;-13;145.0;12;13;220;-159.0;12
83.0;-2;86.0;917.0;-4;-115.0;-3;4;217;-182.0;-3
-23.0;-1;67.0;918.0;33;-151.0;-21;-33;217;-249.0;-21
-27.0;2;68.0;917.0;22;-61.0;-25;-22;219;-158.0;-25
27.0;2;69.0;918.0;-5;-29.0;-13;5;219;-71.0;-13
41.0;1;49.0;918.0;-10;21.0;-16;10;220;-40.0;-16
25.0;3;-21.0;932.0;-8;96.0;-23;8;221;-28.0;-23
18.0;-1;-71.0;933.0;-10;126.0;-21;10;217;-48.0;-21
27.0;-4;-29.0;923.0;-10;135.0;-4;10;215;-48.0;-4
31.0;2;-34.0;930.0;-4;146.0;27;4;220;-58.0;27
27.0;5;-43.0;917.0;-31;193.0;18;31;222;-43.0;18
22.0;2;-51.0;926.0;-33;221.0;3;33;221;-42.0;3
38.0;-2;-11.0;917.0;15;284.0;-22;-15;218;-36.0;-22
33.0;-2;-17.0;934.0;22;434.0;-40;-22;218;10.0;-40
33.0;4;-69.0;920.0;3;521.0;3;-3;225;9.0;3
62.0;3;-47.0;926.0;16;551.0;8;-16;223;56.0;8
79.0;2;-14.0;918.0;31;406.0;-9;-31;221;23.0;-9
-10.0;1;-25.0;918.0;10;249.0;7;-10;221;19.0;7
42.0;-2;-22.0;919.0;-11;321.0;4;11;216;63.0;4
48.0;1;-13.0;926.0;3;385.0;-23;-3;218;-16.0;-23
34.0;3;-2.0;931.0;14;431.0;-34;-14;221;-79.0;-34
67.0;3;-37.0;929.0;-3;396.0;-9;3;222;19.0;-9
70.0;0;-4.0;907.0;-12;106.0;1;12;221;36.0;1
17.0;3;37.0;916.0;-7;-177.0;-3;7;222;91.0;-3
-60.0;-1;114.0;911.0;-10;-379.0;-1;10;218;110.0;-1
-42.0;-6;114.0;937.0;2;-397.0;-1;-2;216;163.0;-1
-75.0;1;93.0;932.0;6;-500.0;-1;-6;221;126.0;-1
-152.0;-5;67.0;951.0;-27;-727.0;-15;27;216;200.0;-15
-233.0;-7;12.0;954.0;-13;-1126.0;-26;13;215;293.0;-26
-441.0;4;41.0;958.0;21;-1306.0;-19;-21;221;702.0;-19
-526.0;4;123.0;923.0;10;-1333.0;-23;-10;219;1217.0;-23
-729.0;2;165.0;908.0;13;-1568.0;-22;-13;219;1791.0;-22
-954.0;2;211.0;917.0;32;-1602.0;-11;-32;220;2340.0;-11
-1063.0;2;486.0;946.0;36;-1330.0;-15;-36;219;2773.0;-15
-745.0;3;911.0;927.0;30;-1115.0;1;-30;220;2706.0;1
-717.0;6;826.0;935.0;20;-596.0;6;-20;222;2883.0;6
-287.0;5;181.0;931.0;11;-283.0;0;-11;223;2713.0;0
-90.0;-2;122.0;941.0;2;-333.0;9;-2;218;1569.0;9
-20.0;-3;297.0;915.0;-7;-369.0;6;7;217;777.0;6
18.0;1;256.0;928.0;-11;-421.0;17;11;219;362.0;?
-41.0;2;69.0;932.0;-6;-303.0;-21;6;221;233.0;?
-41.0;8;4.0;926.0;-11;-210.0;-32;11;228;?;?
42.0;2;32.0;930.0;6;-78.0;24;-6;223;?;?
116.0;-7;5.0;953.0;14;74.0;20;-14;216;?;?
185.0;6;-12.0;926.0;-18;148.0;1;18;225;?;?
98.0;5;-37.0;906.0;-4;145.0;-5;4;225;?;?
8.0;0;-39.0;932.0;-6;70.0;8;6;220;?;?
11.0;0;-31.0;929.0;1;64.0;2;-1;221;?;?
31.0;-3;-10.0;926.0;34;38.0;3;-34;220;?;?
16.0;3;-11.0;918.0;5;-4.0;38;-5;225;?;?
20.0;-1;8.0;901.0;6;42.0;2;-6;220;?;?
-6.0;-6;-7.0;948.0;18;16.0;-19;-18;215;?;?
-18.0;-2;-13.0;920.0;10;-1.0;-9;-10;221;?;?
16.0;-1;6.0;924.0;13;52.0;-10;-13;223;?;-10
12.0;-4;16.0;935.0;0;50.0;-2;0;219;?;-2
-14.0;-2;40.0;923.0;?;83.0;-11;9;221;?;-11
-8.0;4;14.0;930.0;?;67.0;-11;9;224;?;-11
-6.0;-2;20.0;918.0;?;76.0;-15;8;219;?;-15
-31.0;-3;12.0;925.0;?;78.0;-3;11;219;?;-3
-17.0;-4;9.0;912.0;?;69.0;-7;5;218;?;-7
-24.0;-7;6.0;919.0;?;79.0;2;-13;216;?;2
-8.0;1;20.0;928.0;?;9.0;48;-5;221;?;48
17.0;-3;38.0;934.0;?;-5.0;5;4;215;32.0;5
-6.0;-2;10.0;937.0;?;24.0;-9;-16;218;60.0;-9
4.0;8;14.0;937.0;?;31.0;10;1;228;80.0;10
6.0;1;10.0;918.0;?;23.0;-17;19;220;31.0;-17
23.0;-7;41.0;909.0;2;14.0;0;-2;216;32.0;0
48.0;-1;5.0;927.0;-15;20.0;11;15;223;41.0;11
13.0;3;-17.0;928.0;-28;23.0;-8;28;223;27.0;-8
-8.0;0;-3.0;936.0;-3;52.0;-13;3;220;27.0;-13
-10.0;0;36.0;923.0;-4;32.0;-9;4;219;11.0;-9
-9.0;1;17.0;914.0;-22;19.0;1;22;219;23.0;1
-5.0;1;29.0;908.0;-20;4.0;?;20;220;33.0;-2
-35.0;4;7.0;924.0;-10;32.0;?;10;221;64.0;-21
0.0;-1;24.0;925.0;-2;45.0;?;2;221;45.0;1
9.0;-6;8.0;928.0;5;65.0;?;-5;217;126.0;33
-5.0;-1;-33.0;918.0;-1;175.0;?;1;220;210.0;0
-6.0;4;0.0;919.0;4;289.0;?;-4;226;160.0;?
6.0;-1;42.0;908.0;13;352.0;?;-13;222;305.0;?
49.0;-3;0.0;917.0;13;575.0;?;-13;220;189.0;?
-8.0;3;65.0;917.0;5;-34.0;-8;-5;225;-299.0;-8
19.0;-1;32.0;937.0;-35;-136.0;7;35;222;-223.0;7
?;-10;-15.0;918.0;-27;-38.0;7;27;216;-2.0;7
?;-7;10.0;928.0;29;-25.0;-3;-29;218;59.0;-3
?;-3;29.0;925.0;14;17.0;-2;-14;220;72.0;-2
27.0;2;23.0;915.0;-11;92.0;10;11;221;101.0;10
17.0;8;-3.0;908.0;3;79.0;-7;-3;229;52.0;-7
0.0;-2;11.0;924.0;-12;63.0;-1;12;221;31.0;-1
-23.0;-1;-1.0;939.0;-35;7.0;22;35;220;-20.0;22
-12.0;4;13.0;930.0;-16;-60.0;-7;16;225;-50.0;-7
-37.0;-6;-9.0;927.0;2;-135.0;-22;-2;216;-96.0;-22
0.0;1;5.0;923.0;0;-178.0;-3;0;222;-132.0;-3
-13.0;2;9.0;937.0;8;-93.0;-4;-8;223;-67.0;-4
-19.0;7;16.0;915.0;-16;-230.0;6;16;228;-22.0;6
?;7;-3.0;919.0;-27;-142.0;-14;27;229;21.0;-14
?;-7;-13.0;930.0;4;83.0;-28;-4;215;168.0;-28
?;1;-17.0;917.0;3;200.0;16;-3;220;143.0;16
?;5;14.0;927.0;-8;113.0;13;8;225;175.0;13
?;4;2.0;927.0;-15;80.0;9;15;226;163.0;9
?;1;35.0;916.0;-17;55.0;-2;17;222;120.0;-2
?;0;25.0;910.0;12;27.0;-6;-12;220;74.0;-6
?;5;24.0;927.0;23;-30.0;18;-23;225;70.0;18
?;-3;28.0;927.0;4;-62.0;-17;-4;220;39.0;-17
68.0;0;19.0;922.0;-5;-38.0;-16;5;222;25.0;-16
25.0;1;50.0;923.0;-19;26.0;20;19;223;64.0;20
6.0;-4;24.0;935.0;-14;27.0;7;14;218;58.0;7
2.0;2;26.0;920.0;-11;21.0;-15;11;221;46.0;-15
23.0;3;41.0;919.0;-7;77.0;-10;7;221;45.0;-10
-9.0;-1;66.0;942.0;31;85.0;7;-31;219;48.0;?
14.0;-2;41.0;928.0;25;72.0;10;-25;219;16.0;?
10.0;-7;63.0;918.0;4;48.0;7;-4;215;48.0;?
-14.0;1;38.0;939.0;21;24.0;6;-21;221;44.0;?
11.0;3;41.0;911.0;5;48.0;-18;-5;222;21.0;?
0.0;-2;46.0;908.0;-20;32.0;-10;20;218;56.0;?
25.0;8;43.0;908.0;-11;49.0;35;11;227;50.0;?
2.0;4;21.0;938.0;-8;6.0;37;8;223;36.0;?
21.0;-2;21.0;936.0;-8;-3.0;49;?;218;37.0;?
-8.0;-1;-5.0;938.0;-12;6.0;10;?;218;47.0;?
4.0;-2;17.0;933.0;-4;24.0;-43;?;216;46.0;-43
8.0;6;20.0;911.0;24;3.0;-1;?;224;80.0;-1
-6.0;6;14.0;914.0;17;0.0;4;?;224;52.0;4
17.0;5;-3.0;924.0;9;21.0;-8;?;223;70.0;-8
-18.0;7;-21.0;918.0;18;62.0;9;?;223;44.0;9
4.0;1;0.0;930.0;7;73.0;3;-7;217;57.0;3
25.0;2;51.0;923.0;3;37.0;-13;-3;218;33.0;-13
2.0;9;35.0;936.0;2;39.0;-12;-2;225;22.0;-12
15.0;11;10.0;923.0;-17;-5.0;-9;17;226;40.0;-9
-22.0;4;14.0;915.0;-17;13.0;-24;17;221;11.0;-24
0.0;0;28.0;926.0;0;38.0;-1;0;219;46.0;-1
-10.0;2;-24.0;927.0;1;38.0;38;-1;220;25.0;38
19.0;1;23.0;927.0;2;39.0;24;-2;219;32.0;24
2.0;1;30.0;927.0;-8;-3.0;9;8;220;31.0;9
-8.0;-1;28.0;928.0;-13;-1.0;11;13;218;33.0;11
-2.0;-1;14.0;932.0;5;11.0;-2;-5;219;60.0;-2
17.0;7;22.0;895.0;-19;25.0;5;19;228;38.0;5
13.0;6;6.0;932.0;-39;52.0;-14;39;223;46.0;-14
-12.0;0;6.0;937.0;8;-8.0;-41;-8;216;27.0;-41
7.0;2;-6.0;917.0;5;4.0;-23;-5;223;7.0;-23
1.0;-2;-11.0;929.0;-33;23.0;-30;33;218;40.0;-30
42.0;-4;0.0;922.0;2;49.0;-17;-2;214;40.0;-17
33.0;-3;-4.0;909.0;29;7.0;2;-29;215;68.0;2
-3.0;-2;-7.0;918.0;4;-7.0;-18;-4;217;23.0;-18
-12.0;3;-8.0;934.0;-9;10.0;-9;9;221;18.0;-9
11.0;-2;14.0;939.0;1;14.0;-1;-1;218;30.0;-1
8.0;-3;20.0;920.0;7;43.0;-4;-7;217;35.0;-4
35.0;-2;18.0;934.0;?;1.0;5;15;217;38.0;5
-24.0;-1;21.0;928.0;?;14.0;-15;12;219;44.0;-15
7.0;4;41.0;898.0;?;14.0;-16;-1;224;34.0;-16
-23.0;3;8.0;899.0;?;28.0;8;21;223;49.0;8
-19.0;2;10.0;920.0;?;15.0;-17;12;221;49.0;-17
-2.0;1;18.0;927.0;?;34.0;-21;-11;220;32.0;-21
-33.0;-4;-8.0;925.0;?;-10.0;2;0;217;12.0;2
15.0;-2;10.0;914.0;?;34.0;-11;35;219;19.0;-11
-10.0;6;6.0;924.0;?;23.0;-21;20;224;46.0;-21
15.0;3;24.0;917.0;?;64.0;-11;-25;221;45.0;-11
-5.0;-2;16.0;911.0;26;22.0;-11;-26;217;40.0;-11
19.0;6;-25.0;917.0;12;24.0;-13;-12;223;34.0;-13
0.0;8;10.0;924.0;-18;5.0;-3;18;227;42.0;-3
-19.0;-2;-3.0;920.0;-3;12.0;15;3;219;78.0;15
-10.0;-6;-9.0;924.0;38;-5.0;3;-38;213;72.0;3
-21.0;-6;-1.0;913.0;1;4.0;-11;-1;214;58.0;-11
-17.0;-7;-20.0;906.0;-23;-25.0;-9;23;213;39.0;-9
-8.0;-2;9.0;918.0;0;-9.0;-32;0;219;21.0;-32
-5.0;3;-15.0;908.0;-5;10.0;-7;5;222;54.0;-7
27.0;2;-12.0;908.0;-4;27.0;21;4;222;38.0;21
31.0;2;-16.0;909.0;15;33.0;-7;-15;224;42.0;-7
8.0;2;-4.0;919.0;2;12.0;-1;-2;221;26.0;-1
