InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-34;-223;862;997.0;907.0;48;-15;342;15;-34
-21;-104;798;1146.0;-43.0;71;-64;420;64;-21
-23;-43;758;19.0;1258.0;91;-79;456;79;-23
-22;-75;782;-363.0;868.0;78;-78;436;78;-22
-18;-69;771;659.0;-1016.0;85;-61;442;61;-18
26;-119;789;53.0;-26.0;80;11;411;-11;26
68;-118;793;-144.0;-46.0;81;25;404;-25;68
69;-113;792;52.0;112.0;79;11;407;-11;69
79;-115;795;232.0;-133.0;80;29;401;-29;79
71;-102;795;210.0;111.0;80;24;405;-24;71
43;-103;798;154.0;32.0;75;-18;409;18;43
28;-98;796;182.0;-36.0;78;-11;410;11;28
9;-101;798;153.0;34.0;79;33;405;-33;9
-3;-103;796;178.0;12.0;82;13;400;-13;-3
-31;-106;792;181.0;49.0;85;-24;397;24;-31
-31;-105;797;252.0;141.0;79;-20;397;20;-31
-21;-96;794;453.0;176.0;78;-14;405;14;-21
?;-89;796;394.0;334.0;77;7;406;-7;-10
?;-77;811;354.0;448.0;64;35;409;-35;9
?;-70;790;459.0;265.0;79;-22;408;22;-36
?;-95;782;220.0;214.0;100;-84;376;84;-83
?;-64;783;-85.0;374.0;79;-25;417;25;-39
?;-92;781;33.0;650.0;109;-114;368;114;-90
-183;-48;724;189.0;330.0;206;-598;325;598;-183
-495;-82;819;-52.0;13.0;126;-1493;349;1493;-495
-1872;-116;1039;-316.0;94.0;5;-2689;332;2689;-1872
-5184;1233;628;-484.0;-60.0;185;-2967;1171;2967;-5184
-9241;2651;74;-353.0;-33.0;133;-1031;2360;1031;-9241
-7983;1664;-53;-88.0;-74.0;-66;616;1977;-616;-7983
-2637;93;114;-86.0;-27.0;-36;291;938;-291;-2637
-1618;25;553;-139.0;0.0;47;-125;734;125;-1618
-2455;222;679;-177.0;0.0;388;174;487;-174;-2455
-1564;113;770;-42.0;20.0;540;1497;216;-1497;-1564
-1009;173;870;-19.0;220.0;547;2715;160;-2715;-1009
-906;237;827;-3.0;484.0;532;3038;144;-3038;-906
-493;295;983;-69.0;622.0;212;3640;333;-3640;-493
-129;313;1025;-69.0;629.0;39;4066;432;-4066;-129
-81;265;1127;-44.0;551.0;-265;4015;692;-4015;-81
347;226;1424;-80.0;451.0;-762;3995;994;-3995;347
554;2;1152;-205.0;395.0;-607;4083;1304;-4083;554
1090;-375;1374;-199.0;307.0;-954;3840;1420;-3840;1090
1705;-737;772;-124.0;292.0;-370;3773;1653;-3773;1705
756;-1369;-1135;-123.0;337.0;1610;3212;1994;-3212;756
-1041;-1398;-246;-111.0;361.0;865;263;1098;-263;-1041
-3409;-157;213;-125.0;391.0;702;-2354;577;2354;-3409
-1694;-538;-672;-151.0;389.0;1498;-3130;245;3130;-1694
1338;-1627;578;-131.0;385.0;-329;-2966;409;2966;1338
-105;-601;1244;-140.0;384.0;-1056;-1425;1613;1425;-105
-130;-30;898;?;317.0;-276;-235;1016;235;-130
531;-200;872;?;331.0;-168;-172;563;172;531
-6;27;831;-43.0;208.0;-85;-70;726;70;-6
194;41;795;-49.0;133.0;101;25;310;-25;194
82;76;817;56.0;89.0;57;-41;421;41;82
89;94;834;38.0;105.0;52;-13;409;13;89
82;57;811;142.0;184.0;73;16;375;-16;82
44;68;808;103.0;210.0;?;-10;429;10;44
61;75;802;303.0;203.0;?;4;385;-4;61
17;57;802;234.0;402.0;?;22;406;-22;17
26;56;801;681.0;184.0;?;1;401;-1;26
6;60;807;-169.0;746.0;?;14;391;-14;6
24;62;803;-39.0;906.0;?;67;390;-67;24
-30;56;808;657.0;369.0;?;-72;384;72;-30
6;76;795;231.0;-75.0;?;-145;354;145;6
-201;72;866;-409.0;-40.0;?;-1066;310;1066;-201
-177;97;863;645.0;-319.0;?;-1864;288;1864;-177
162;167;802;453.0;-116.0;?;-2658;159;2658;162
-712;206;890;315.0;359.0;101;-5224;381;5224;-712
-1043;217;658;280.0;403.0;-318;-4968;1163;4968;-1043
544;-58;468;23.0;234.0;19;-2249;786;2249;544
1381;69;651;160.0;15.0;500;-839;152;839;?
386;740;519;311.0;-64.0;485;497;613;-497;?
-400;633;194;283.0;-117.0;667;1191;645;-1191;?
-350;414;129;326.0;-86.0;688;1192;557;-1192;?
-610;759;188;286.0;-88.0;765;1238;627;-1238;?
42;137;107;122.0;-16.0;465;1183;637;-1183;?
1084;-566;76;166.0;59.0;-132;1133;883;-1133;?
751;-156;273;283.0;38.0;-7;971;866;-971;?
269;37;359;202.0;-14.0;161;885;727;-885;?
165;29;319;259.0;74.0;172;958;?;-958;?
402;-25;444;362.0;49.0;134;687;610;-687;?
496;-56;508;356.0;274.0;165;434;458;-434;?
593;-105;527;328.0;558.0;90;470;501;-470;?
1211;-233;681;547.0;1331.0;-140;308;536;-308;?
1353;27;695;610.0;1579.0;43;118;475;-118;?
1292;-78;687;99.0;305.0;100;-109;295;109;?
1211;-108;749;224.0;-66.0;8;-273;321;273;?
890;106;756;-201.0;-118.0;51;-170;442;170;?
855;-46;759;-134.0;-132.0;20;-124;349;124;855
847;-29;758;-89.0;-306.0;24;-122;359;122;847
799;5;756;-63.0;-281.0;26;-101;389;?;799
972;-84;752;-71.0;-220.0;52;-178;274;?;972
658;10;733;-116.0;-40.0;91;-8;341;?;658
259;118;743;-231.0;-47.0;56;210;491;?;259
335;95;734;-120.0;-101.0;74;166;452;?;335
328;96;734;-242.0;-139.0;73;170;455;?;328
410;155;808;-137.0;-20.0;13;173;508;-173;410
392;173;808;143.0;152.0;80;208;419;-208;392
232;?;802;504.0;1019.0;88;210;369;-210;232
175;?;830;58.0;1847.0;34;54;395;-54;175
82;?;804;-85.0;1604.0;81;20;380;-20;82
58;?;805;832.0;361.0;81;48;376;-48;58
64;?;803;914.0;966.0;80;-21;372;21;64
61;?;798;-610.0;564.0;85;9;371;-9;61
68;?;812;54.0;-269.0;69;28;379;-28;68
26;90;808;772.0;-211.0;71;6;384;-6;26
46;72;807;28.0;196.0;63;22;390;-22;46
110;69;813;22.0;87.0;67;-14;377;14;110
46;84;815;214.0;5.0;71;15;380;-15;46
9;72;809;371.0;121.0;70;-1;388;1;9
37;64;810;274.0;269.0;68;-42;387;42;37
12;62;?;407.0;253.0;69;-11;386;11;12
20;58;?;496.0;209.0;74;-48;387;48;20
23;59;?;541.0;257.0;74;-53;388;53;23
-4;42;?;494.0;253.0;75;-8;378;8;-4
22;43;?;489.0;220.0;69;-15;388;15;22
34;40;?;369.0;280.0;63;18;392;-18;34
-13;0;?;378.0;287.0;72;56;379;-56;-13
-22;-6;?;366.0;248.0;75;35;386;-35;-22
-2;19;811;384.0;176.0;65;43;393;-43;-2
-21;15;814;426.0;190.0;65;23;386;-23;-21
-38;-5;797;405.0;256.0;82;-18;372;18;-38
-23;2;795;453.0;340.0;82;-22;378;22;-23
-12;12;804;453.0;356.0;70;27;393;-27;-12
-22;9;809;513.0;161.0;71;35;385;-35;-22
-24;12;807;519.0;152.0;76;-48;381;48;-24
-5;6;806;436.0;155.0;71;-31;387;31;-5
-7;-1;811;377.0;226.0;62;-28;391;28;-7
-28;6;810;272.0;294.0;63;-59;395;59;-28
-32;8;806;401.0;297.0;71;-32;391;32;-32
-32;8;807;438.0;204.0;70;-35;392;35;-32
-26;8;801;379.0;178.0;69;-40;402;40;-26
-10;2;803;339.0;149.0;73;-95;392;95;-10
-15;-2;812;274.0;135.0;74;-143;375;143;-15
2;1;801;308.0;176.0;74;-110;392;110;2
44;6;785;347.0;158.0;78;-74;413;74;44
41;6;786;332.0;197.0;78;-76;413;76;41
28;9;791;341.0;269.0;67;-39;424;39;28
32;15;793;352.0;355.0;63;?;431;-120;32
17;4;790;370.0;404.0;71;?;414;-203;17
23;-2;792;417.0;469.0;74;?;402;-126;23
37;3;801;385.0;533.0;69;?;400;-84;37
10;2;803;371.0;583.0;67;?;400;-68;10
17;3;802;361.0;688.0;70;?;398;-15;?
42;1;802;372.0;716.0;71;?;394;-1;?
7;10;803;279.0;868.0;69;?;400;6;7
8;13;806;434.0;-59.0;68;?;402;63;8
28;0;800;244.0;51.0;71;?;401;62;28
0;6;796;210.0;-35.0;74;?;404;9;0
19;8;804;-83.0;117.0;72;?;397;4;?
30;6;805;318.0;109.0;69;1;399;-1;?
12;3;800;314.0;163.0;71;-3;402;3;?
5;0;801;424.0;255.0;72;-30;398;30;?
-23;7;807;429.0;409.0;68;-14;403;14;?
-24;7;807;255.0;575.0;67;-11;403;11;?
-16;5;801;-102.0;1135.0;72;-71;403;71;?
-29;5;801;-234.0;1119.0;70;-115;406;115;-29
-9;5;797;350.0;714.0;75;-73;403;73;-9
-5;4;792;628.0;444.0;77;-97;409;97;-5
-20;6;792;412.0;404.0;73;-199;417;199;-20
-18;7;791;317.0;609.0;74;-202;416;202;-18
-29;-3;796;186.0;532.0;65;-212;424;212;-29
19;-3;783;247.0;333.0;74;-288;429;288;19
8;6;777;476.0;146.0;78;-330;439;330;8
-68;7;790;344.0;145.0;61;-339;453;339;-68
-59;7;788;161.0;354.0;64;-338;451;338;-59
-58;8;788;236.0;341.0;65;-337;451;337;-58
-56;6;788;381.0;238.0;63;-342;451;342;-56
-70;9;788;391.0;195.0;64;-332;451;332;-70
-44;4;786;310.0;274.0;64;-345;450;345;-44
-72;9;789;266.0;349.0;63;-333;452;333;-72
-60;7;788;342.0;317.0;64;-338;451;338;-60
-25;2;784;377.0;292.0;66;-352;449;352;-25
-165;22;799;321.0;345.0;57;-296;457;296;-165
364;-47;742;336.0;364.0;87;-519;435;519;364
1026;-108;671;337.0;362.0;118;-831;427;831;1026
824;-103;693;277.0;310.0;110;-722;421;722;824
668;-156;729;270.0;362.0;87;-573;380;573;668
829;-176;752;301.0;345.0;45;-557;386;557;829
941;-174;736;353.0;301.0;75;-489;366;489;941
1013;-205;681;364.0;370.0;152;-652;287;652;1013
939;-198;723;350.0;377.0;74;-798;333;798;939
964;-191;725;298.0;388.0;51;-558;330;558;964
1153;-139;601;298.0;424.0;205;-424;276;424;1153
1168;-108;583;317.0;443.0;227;-436;300;436;1168
1185;-196;610;309.0;377.0;198;-358;206;358;1185
1000;123;489;298.0;403.0;288;-855;531;855;1000
497;749;81;335.0;392.0;571;-2381;1018;2381;497
710;515;290;310.0;392.0;426;-1675;883;1675;710
1465;-196;1038;289.0;400.0;-92;500;527;-500;1465
1604;-206;?;254.0;423.0;-47;-66;362;66;1604
1240;11;?;289.0;417.0;-49;-249;569;249;1240
703;-52;?;274.0;418.0;-93;341;580;-341;703
148;-85;?;271.0;370.0;101;-84;363;84;148
25;-74;?;271.0;385.0;71;88;388;-88;25
137;-58;?;302.0;405.0;73;81;386;-81;137
281;-60;?;312.0;385.0;92;-138;373;138;281
486;-71;?;334.0;357.0;94;-127;374;127;486
514;-58;789;322.0;330.0;97;-163;380;163;514
297;-66;814;282.0;363.0;76;-106;407;106;297
219;-89;810;289.0;367.0;95;-101;384;101;219
271;-85;810;296.0;379.0;93;-100;385;100;271
157;-86;801;276.0;359.0;108;17;374;?;157
110;-102;840;335.0;296.0;66;-51;392;?;110
24;-64;808;416.0;333.0;93;-12;399;?;24
87;-98;875;378.0;330.0;22;-110;417;110;87
-2;-139;875;376.0;345.0;58;-69;354;69;-2
-249;-58;645;336.0;293.0;290;-251;274;251;-249
286;-100;770;357.0;273.0;116;-1227;377;1227;286
350;-151;819;353.0;286.0;176;-724;258;724;350
636;-80;793;381.0;297.0;22;-2519;518;2519;636
1453;-375;822;372.0;246.0;292;-5441;255;5441;1453
1751;-593;1012;394.0;237.0;144;-6609;365;6609;1751
2584;-440;1601;400.0;175.0;-1347;-7557;1952;7557;2584
4249;-903;1701;329.0;161.0;-707;-4674;1667;4674;4249
6184;-1319;1783;283.0;8.0;-160;-3388;1291;3388;6184
3437;-993;1451;226.0;-47.0;4;-2618;1047;2618;3437
-1317;-589;695;257.0;74.0;995;2005;26;-2005;-1317
-2064;-477;708;214.0;105.0;780;3473;208;-3473;-2064
-2055;-506;733;145.0;358.0;765;3300;231;-3300;-2055
-1512;-357;781;468.0;563.0;342;?;480;-4274;-1512
-938;-434;938;646.0;663.0;-121;?;703;-4828;-938
-1187;-244;1001;557.0;469.0;-199;?;873;-4725;-1187
-1199;-122;1587;213.0;294.0;-1215;?;1544;-5462;-1199
-1198;-115;1534;195.0;165.0;-1127;?;1498;-5372;-1198
-214;1540;45;291.0;193.0;416;?;2177;-4002;-214
193;2593;-606;380.0;262.0;900;?;3025;-4613;193
82;1008;224;395.0;489.0;420;?;1366;-1869;82
833;2;843;662.0;803.0;10;-1525;9;1525;833
448;69;708;816.0;723.0;166;-901;177;901;448
-330;-210;615;666.0;125.0;426;-1312;31;1312;-330
19;30;795;487.0;-56.0;87;50;390;-50;19
26;28;?;-306.0;241.0;89;30;389;-30;26
-2;34;?;504.0;30.0;86;15;394;-15;-2
9;32;?;582.0;-33.0;88;14;392;-14;9
-56;14;?;287.0;105.0;76;-13;396;13;-56
-201;17;?;85.0;151.0;60;-15;410;15;-201
70;5;788;271.0;87.0;89;-21;382;21;70
-330;28;813;289.0;118.0;43;-4;426;4;-330
-122;23;806;283.0;82.0;42;-16;416;16;-122
-256;30;815;300.0;98.0;32;-5;429;5;-256
-1741;224;1070;353.0;131.0;-177;803;702;-803;-1741
-1819;578;1047;376.0;183.0;70;2142;848;-2142;-1819
-4966;1026;367;368.0;222.0;705;2329;953;-2329;-4966
-6873;956;-21;284.0;158.0;622;1643;1088;-1643;-6873
-3494;489;344;275.0;-164.0;84;1009;975;-1009;-3494
-2163;175;675;17.0;-229.0;-64;464;715;-464;-2163
-1628;-275;717;-186.0;-105.0;-34;327;413;-327;-1628
-755;-458;802;9.0;-98.0;-31;250;262;-250;-755
-765;-283;884;-20.0;383.0;8;363;256;-363;-765
-677;-460;830;-257.0;544.0;-27;163;252;-163;-677
-723;-282;881;-326.0;47.0;3;438;255;-438;-723
-616;407;1117;-6.0;-203.0;48;1854;290;-1854;-616
-366;344;1210;66.0;-129.0;-105;2300;346;-2300;-366
-150;-136;1102;173.0;-15.0;-227;2194;402;-2194;-150
326;-333;995;142.0;157.0;-269;2426;597;-2426;326
407;-410;913;-103.0;197.0;-255;2207;670;-2207;407
968;-558;688;-265.0;246.0;-104;1919;838;-1919;968
1424;-663;191;-366.0;221.0;337;1053;1058;-1053;1424
352;-484;-460;-191.0;268.0;1030;200;1041;-200;352
456;-449;-746;-95.0;296.0;1234;647;1291;-647;456
-656;-403;-308;-130.0;417.0;1040;-928;580;928;-656
-2005;-393;268;-20.0;441.0;728;-3285;-276;3285;-2005
-1910;-359;127;111.0;408.0;845;-2794;-154;2794;-1910
-1990;-343;106;49.0;368.0;877;-2776;-171;2776;-1990
488;-769;813;-72.0;377.0;-137;-3008;348;3008;488
1031;-463;965;-136.0;334.0;-277;-976;602;976;1031
-174;-11;761;-87.0;207.0;152;266;360;-266;-174
281;-137;846;-75.0;76.0;0;-39;452;39;281
4;-28;794;-103.0;187.0;100;76;395;-76;4
-17;-22;790;-161.0;239.0;108;87;390;-87;-17
88;-56;810;-7.0;104.0;67;33;417;-33;88
5;-27;790;95.0;194.0;113;76;379;-76;5
153;-81;810;69.0;536.0;75;-3;395;3;153
63;-44;800;211.0;519.0;102;39;380;-39;63
-34;-13;802;367.0;530.0;120;35;356;-35;-34
-44;-46;801;-465.0;534.0;104;33;369;-33;-44
-41;-56;800;-9.0;5.0;99;39;375;-39;-41
-47;-48;800;67.0;-319.0;104;35;369;-35;-47
-42;-54;800;324.0;-82.0;100;36;373;-36;-42
-44;-51;800;486.0;-82.0;102;36;371;-36;-44
-43;-52;801;208.0;-69.0;101;36;372;-36;-43
-43;-51;802;243.0;-38.0;100;35;370;-35;-43
-45;-56;792;219.0;-7.0;105;36;379;-36;-45
-40;-42;818;195.0;29.0;94;35;355;-35;-40
-48;-65;777;304.0;22.0;110;37;393;-37;-48
-39;-41;821;384.0;20.0;93;35;353;-35;-39
-43;-50;804;427.0;20.0;100;35;369;-35;-43
-56;-79;750;425.0;29.0;121;38;418;-38;-56
-14;11;916;342.0;30.0;56;30;265;-30;-14
-94;-162;598;278.0;60.0;181;47;557;-47;-94
14;92;1059;304.0;28.0;1;20;133;-20;14
-82;-220;515;313.0;-49.0;209;57;640;-57;-82
65;-1200;-888;154.0;-15.0;682;228;2026;-228;65
634;-674;605;361.0;15.0;26;236;724;-236;634
-206;-327;1032;456.0;63.0;-56;-8;186;8;-206
-511;-446;369;373.0;185.0;253;-334;753;334;-511
141;-132;822;266.0;195.0;33;-413;439;413;?
-26;-189;641;356.0;453.0;116;-290;589;290;?
55;-209;638;356.0;564.0;131;-332;556;332;?
118;-193;691;779.0;1765.0;110;-367;502;367;?
20;-188;614;124.0;991.0;134;-240;597;240;?
53;-146;674;175.0;128.0;100;-159;564;159;?
8;-183;642;84.0;-144.0;122;-111;570;111;?
22;-174;646;-223.0;52.0;119;-100;569;100;22
20;-169;642;-123.0;-187.0;113;-110;586;110;20
56;-174;632;96.0;-194.0;122;-50;580;50;56
76;-158;643;95.0;-213.0;115;-78;580;78;76
42;-176;635;40.0;-140.0;111;-51;593;51;42
15;-182;624;15.0;-97.0;124;17;583;-17;15
44;-148;643;-133.0;-89.0;117;-86;573;86;44
57;-147;635;-95.0;-196.0;110;-140;593;140;57
-23;-137;625;-324.0;-195.0;114;-89;597;89;-23
-28;-126;625;-65.0;129.0;121;-31;581;31;-28
33;-124;624;401.0;469.0;119;-44;581;44;33
40;-99;625;166.0;1017.0;107;-78;601;78;40
50;-86;620;-156.0;1622.0;110;-23;606;23;50
36;-87;627;552.0;1202.0;113;30;591;-30;36
4;-90;630;976.0;383.0;106;27;597;-27;4
30;-91;629;849.0;1338.0;107;-26;597;26;30
7;-86;626;-752.0;108.0;114;-116;590;116;7
-47;-77;629;1342.0;-643.0;112;-173;593;173;-47
-41;-76;630;203.0;-111.0;109;-166;597;166;-41
-39;-86;607;-308.0;247.0;115;-149;611;149;-39
-46;-85;602;-64.0;50.0;112;-121;620;121;-46
-65;-77;613;353.0;56.0;103;-54;621;54;-65
-43;-83;600;408.0;148.0;109;-40;625;40;-43
16;-80;597;477.0;290.0;114;-54;621;54;16
9;-68;612;197.0;416.0;106;-26;621;26;9
-4;-73;603;401.0;422.0;108;-52;623;52;-4
9;-68;594;448.0;448.0;119;-110;615;110;9
0;-60;597;439.0;371.0;115;-103;618;103;0
-15;-67;601;443.0;397.0;110;-82;622;82;-15
-10;-62;597;379.0;397.0;111;-84;624;84;-10
-2;-46;584;293.0;383.0;109;-47;638;47;-2
-2;-33;588;313.0;294.0;108;-7;633;7;-2
?;-35;597;351.0;266.0;105;-19;625;19;-2
?;-37;589;314.0;248.0;108;-22;628;22;-2
?;-23;582;311.0;327.0;112;-22;630;22;-20
?;-22;586;332.0;344.0;113;-85;625;85;-32
?;-21;586;327.0;317.0;113;-80;626;80;-32
?;-6;577;301.0;360.0;107;-34;644;34;-14
?;-3;579;345.0;384.0;107;-104;644;104;14
?;-14;577;372.0;330.0;101;-33;648;33;-61
-71;15;586;354.0;338.0;108;21;642;-21;-71
-100;-3;578;337.0;363.0;102;44;651;-44;-100
-198;17;582;352.0;348.0;89;226;671;-226;-198
-152;65;604;360.0;298.0;96;240;661;-240;-152
-626;-28;546;343.0;334.0;67;320;708;-320;-626
-1573;487;?;331.0;310.0;170;437;707;-437;-1573
-2015;997;?;295.0;343.0;414;383;748;-383;-2015
-1943;910;?;297.0;336.0;324;433;705;-433;-1943
-1539;568;?;333.0;364.0;54;1154;458;-1154;-1539
-596;80;?;363.0;339.0;48;2629;462;-2629;-596
-55;283;?;282.0;346.0;53;3294;523;-3294;-55
-883;-440;?;272.0;347.0;63;2399;570;-2399;-883
-2103;-929;?;293.0;364.0;-125;633;1036;-633;-2103
-1396;267;?;313.0;338.0;-223;-413;1031;413;-1396
321;330;?;322.0;390.0;119;-175;389;175;321
372;51;?;316.0;398.0;68;-116;351;116;372
70;244;?;319.0;372.0;-6;-149;468;149;70
178;176;?;343.0;400.0;112;-1;371;1;178
-14;169;?;321.0;389.0;52;-50;425;50;-14
23;153;?;324.0;350.0;77;-24;399;24;23
49;155;809;313.0;362.0;79;-5;399;5;49
17;163;809;313.0;406.0;81;3;401;-3;17
4;151;800;302.0;316.0;95;-19;380;19;4
-28;152;811;310.0;367.0;78;-30;394;30;-28
-26;168;807;294.0;382.0;96;-6;378;6;-26
-63;166;808;316.0;374.0;94;-15;381;15;-63
-46;146;805;352.0;386.0;80;37;397;-37;-46
-46;141;803;311.0;395.0;79;47;398;-47;-46
-29;146;805;324.0;377.0;77;56;401;-56;-29
-58;140;803;341.0;384.0;80;22;392;-22;-58
-29;144;809;340.0;365.0;77;-18;390;18;-29
-41;142;808;325.0;359.0;79;-15;388;15;-41
-142;155;802;306.0;338.0;96;34;376;-34;-142
-166;198;827;304.0;357.0;85;123;399;-123;-166
-311;142;813;335.0;344.0;93;118;340;-118;-311
-107;213;827;337.0;360.0;98;131;407;-131;-107
-431;125;802;354.0;316.0;102;9;323;-9;-431
-2273;-96;740;309.0;320.0;89;-1353;144;1353;-2273
-2276;-48;773;263.0;320.0;17;-2096;269;2096;-2276
-1079;-142;754;290.0;330.0;9;-1389;212;1389;-1079
-3674;258;844;281.0;340.0;5;-3076;512;3076;-3674
-4374;639;834;331.0;319.0;156;-1998;637;1998;-4374
-2032;413;651;419.0;289.0;436;1828;174;-1828;-2032
-2156;429;660;422.0;257.0;423;1644;201;-1644;-2156
-1079;296;604;422.0;269.0;305;1950;145;-1950;-1079
-129;255;564;383.0;288.0;342;2626;40;-2626;-129
?;331;583;341.0;300.0;385;2171;248;-2171;-819
?;317;576;350.0;?;371;2460;49;-2460;-251
?;303;588;302.0;?;357;2379;238;-2379;-638
?;207;864;261.0;?;-80;3507;1219;-3507;-1346
?;-205;1084;243.0;?;-681;5200;1829;-5200;-770
?;-1345;271;237.0;?;-263;3607;1998;-3607;-1518
?;-1689;-373;323.0;?;213;?;1849;-716;-1612
?;-1811;-448;323.0;?;-29;?;2082;-196;-820
?;-1592;-380;362.0;?;90;40;1844;-40;-921
-548;218;498;381.0;?;356;-1037;266;1037;-548
-567;707;1277;339.0;?;-142;-1102;186;1102;-567
400;-34;1269;295.0;?;-799;-548;1206;548;400
1150;-46;870;194.0;?;-477;-331;1033;331;1150
782;-22;516;-69.0;?;-9;-252;721;252;782
818;5;581;53.0;838.0;-62;-253;733;253;818
126;190;748;233.0;623.0;65;-96;483;96;126
-99;272;795;428.0;301.0;135;3;367;-3;-99
130;261;793;519.0;251.0;88;-27;411;27;130
43;268;799;224.0;253.0;116;-9;383;9;43
148;266;800;217.0;279.0;101;-7;398;7;148
119;266;801;128.0;246.0;105;-6;394;6;119
94;255;816;119.0;345.0;87;1;410;-1;94
125;249;810;117.0;-34.0;92;13;409;-13;125
115;253;804;294.0;536.0;108;11;396;-11;115
130;253;806;242.0;240.0;101;20;401;-20;130
138;254;801;733.0;?;106;18;398;-18;138
80;246;800;740.0;?;108;-17;401;17;80
38;247;797;-13.0;?;115;-35;394;35;38
52;248;794;465.0;?;119;-39;391;39;52
-12;246;800;261.0;?;112;-21;395;21;-12
-100;243;809;248.0;?;100;20;401;-20;-100
-126;248;818;357.0;?;91;35;405;-35;-126
-125;247;817;483.0;112.0;92;35;405;-35;-125
-90;236;802;497.0;143.0;99;30;402;-30;-90
-85;246;799;456.0;150.0;107;1;386;-1;-85
-86;239;794;392.0;157.0;110;5;384;-5;-86
-67;211;784;327.0;119.0;113;25;402;-25;-67
-78;224;786;346.0;72.0;110;27;392;-27;-78
-122;231;799;407.0;46.0;102;8;384;-8;-122
-125;219;807;425.0;19.0;105;-20;391;20;-125
-174;249;791;372.0;74.0;91;65;371;-65;-174
-280;189;844;400.0;78.0;102;-68;414;68;-280
-197;266;781;404.0;73.0;82;113;359;-113;-197
-275;197;834;345.0;76.0;99;-43;408;43;-275
-554;163;813;334.0;-10.0;69;-6;428;6;-554
-462;313;680;245.0;-88.0;16;332;?;-332;-462
-2099;-510;1265;222.0;-38.0;178;-705;?;705;-2099
-6181;-845;1012;307.0;77.0;-63;1900;?;-1900;-6181
-6196;-298;159;314.0;151.0;-98;4723;?;-4723;-6196
-3004;-94;369;330.0;128.0;217;2811;?;-2811;-3004
-2509;334;527;369.0;62.0;-6;2219;?;-2219;-2509
-1719;483;531;304.0;30.0;107;1971;290;-1971;-1719
-925;284;664;287.0;113.0;285;1114;220;-1114;-925
-534;100;788;158.0;227.0;76;1172;350;-1172;-534
437;-126;890;73.0;234.0;70;1298;433;-1298;437
321;-180;852;62.0;168.0;79;1423;448;-1423;321
260;-102;891;68.0;107.0;-38;1428;518;-1428;260
483;66;957;-87.0;113.0;-161;1631;570;-1631;483
559;119;965;-196.0;163.0;-220;1698;620;-1698;559
448;225;933;-27.0;175.0;-165;1809;556;-1809;448
250;414;896;104.0;188.0;-96;1916;479;-1916;250
181;393;885;112.0;196.0;-74;1950;461;-1950;181
367;436;824;-21.0;277.0;4;2023;414;-2023;367
846;575;718;-130.0;254.0;105;1633;452;-1633;846
670;399;642;-142.0;252.0;241;1538;381;-1538;670
900;732;429;-253.0;261.0;392;1100;?;-1100;900
?;375;137;-204.0;238.0;760;-23;?;23;643
?;285;-119;-110.0;251.0;920;-563;?;563;211
?;284;-13;-52.0;257.0;636;-976;?;976;-268
?;-1499;678;-13.0;204.0;416;-2069;?;2069;-2718
?;797;893;92.0;139.0;-182;-3348;?;3348;-1679
?;2156;528;164.0;139.0;-153;-2508;?;2508;-443
?;-381;622;112.0;163.0;201;-786;?;786;-1648
?;58;975;161.0;197.0;-513;-922;?;922;-541
?;215;1011;197.0;136.0;-636;-1056;?;1056;-418
?;-35;803;339.0;179.0;-26;-260;?;260;-278
?;278;753;341.0;27.0;120;81;352;-81;386
?;2;808;373.0;149.0;69;7;432;-7;54
?;145;796;344.0;270.0;78;34;397;-34;141
?;109;812;151.0;161.0;64;36;407;-36;105
?;104;800;84.0;810.0;77;-21;402;21;48
74;153;787;276.0;227.0;93;-45;379;45;74
66;102;799;609.0;-6.0;77;1;406;-1;66
96;83;799;-111.0;58.0;81;43;401;-43;96
77;80;806;158.0;9.0;84;46;394;-46;77
70;102;798;652.0;55.0;97;36;373;-36;70
67;108;787;305.0;268.0;95;24;373;-24;67
98;101;812;148.0;208.0;104;22;372;-22;98
141;127;762;216.0;113.0;78;-102;402;102;141
77;94;828;190.0;50.0;107;25;372;-25;77
-135;89;807;185.0;-11.0;85;-524;360;524;-135
-100;110;818;165.0;-2.0;299;-3190;40;3190;-100
-806;-79;997;234.0;32.0;325;-6133;108;6133;-806
-2797;-212;694;295.0;60.0;-674;-6422;1464;6422;-2797
-2563;-222;1062;293.0;40.0;-428;-4217;1210;4217;-2563
-760;-199;1356;?;69.0;756;-1043;-45;1043;-760
-610;-227;776;?;67.0;750;-127;137;127;-610
-616;-233;788;?;7.0;751;-196;132;196;-616
-323;-189;724;?;-8.0;785;1972;114;-1972;-323
-157;-517;790;?;-15.0;611;2882;172;-2882;-157
224;-148;654;?;-93.0;442;3794;462;-3794;224
738;-653;918;?;-77.0;-49;4592;678;-4592;738
190;-668;745;?;-109.0;-240;4776;1232;-4776;190
-862;562;-298;?;-58.0;520;5494;1018;-5494;-862
-350;472;-246;?;49.0;1104;1821;-23;-1821;-350
