InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
299.0;-927.0;-642.0;415.0;98.0;721.0
304.0;-908.0;-629.0;406.0;88.0;704.0
302.0;-923.0;-648.0;423.0;97.0;724.0
299.0;-930.0;-631.0;392.0;75.0;707.0
287.0;-928.0;-631.0;399.0;72.0;706.0
283.0;-930.0;-648.0;424.0;94.0;694.0
290.0;-927.0;-602.0;445.0;94.0;707.0
292.0;-922.0;-615.0;407.0;91.0;751.0
295.0;-928.0;-655.0;375.0;98.0;718.0
286.0;-936.0;-592.0;389.0;99.0;717.0
328.0;-912.0;-619.0;416.0;90.0;735.0
304.0;-905.0;-644.0;407.0;91.0;733.0
310.0;-919.0;-657.0;405.0;72.0;735.0
315.0;-923.0;-660.0;417.0;83.0;726.0
312.0;-912.0;-692.0;445.0;89.0;687.0
316.0;-916.0;-646.0;434.0;97.0;705.0
310.0;-909.0;-646.0;456.0;89.0;742.0
313.0;-910.0;-668.0;436.0;79.0;734.0
315.0;-910.0;-602.0;476.0;80.0;761.0
285.0;-907.0;-629.0;439.0;98.0;736.0
276.0;-931.0;-598.0;424.0;84.0;745.0
297.0;-928.0;-557.0;414.0;84.0;775.0
274.0;-922.0;-552.0;452.0;120.0;827.0
250.0;-935.0;-555.0;475.0;121.0;831.0
245.0;-949.0;-541.0;459.0;107.0;841.0
249.0;-947.0;-542.0;458.0;107.0;844.0
250.0;-945.0;-501.0;473.0;112.0;822.0
268.0;-940.0;-538.0;436.0;87.0;829.0
240.0;-949.0;-501.0;445.0;94.0;813.0
240.0;-961.0;-536.0;502.0;127.0;861.0
244.0;-962.0;-524.0;?;120.0;831.0
214.0;-958.0;-508.0;?;101.0;855.0
232.0;-934.0;-492.0;?;80.0;877.0
193.0;-946.0;-531.0;?;69.0;868.0
193.0;-938.0;-542.0;496.0;60.0;857.0
188.0;-948.0;-530.0;471.0;92.0;867.0
167.0;-968.0;-507.0;459.0;104.0;876.0
160.0;-975.0;-508.0;480.0;56.0;873.0
170.0;-971.0;-545.0;499.0;46.0;855.0
138.0;-963.0;-525.0;470.0;74.0;857.0
141.0;-961.0;-563.0;487.0;58.0;854.0
157.0;-952.0;-531.0;512.0;24.0;822.0
149.0;-973.0;?;490.0;32.0;817.0
141.0;-974.0;?;495.0;22.0;831.0
147.0;-979.0;?;468.0;-27.0;860.0
140.0;-979.0;?;477.0;-10.0;874.0
138.0;-986.0;?;492.0;25.0;859.0
145.0;-977.0;?;440.0;23.0;841.0
155.0;-979.0;?;453.0;-8.0;851.0
151.0;-973.0;?;476.0;-20.0;867.0
164.0;-981.0;?;496.0;-10.0;857.0
164.0;-996.0;?;483.0;-24.0;857.0
171.0;-988.0;?;454.0;-49.0;858.0
174.0;-975.0;?;476.0;-36.0;878.0
166.0;-984.0;?;505.0;-25.0;870.0
163.0;-962.0;?;477.0;-23.0;856.0
160.0;-977.0;?;482.0;-27.0;837.0
155.0;-975.0;?;501.0;-19.0;821.0
143.0;-994.0;?;482.0;-16.0;841.0
150.0;-1001.0;?;482.0;-9.0;809.0
159.0;-997.0;?;483.0;-10.0;805.0
156.0;-988.0;-619.0;508.0;-22.0;805.0
154.0;-981.0;-623.0;503.0;-27.0;792.0
153.0;-989.0;-573.0;492.0;8.0;796.0
144.0;-990.0;-594.0;506.0;-16.0;818.0
129.0;-990.0;-602.0;496.0;-29.0;818.0
137.0;-995.0;-580.0;496.0;-29.0;847.0
129.0;-1001.0;-601.0;475.0;-27.0;828.0
130.0;-985.0;-620.0;476.0;15.0;818.0
141.0;-989.0;-619.0;481.0;14.0;796.0
150.0;-986.0;-609.0;526.0;5.0;797.0
133.0;-993.0;-663.0;514.0;18.0;802.0
144.0;-990.0;-672.0;513.0;15.0;764.0
149.0;-986.0;-624.0;498.0;30.0;779.0
153.0;-990.0;-623.0;479.0;10.0;779.0
157.0;-983.0;-640.0;507.0;-14.0;791.0
136.0;-988.0;-657.0;502.0;-6.0;803.0
145.0;-994.0;-656.0;515.0;30.0;792.0
135.0;-994.0;-634.0;496.0;14.0;785.0
118.0;-999.0;-613.0;465.0;2.0;779.0
126.0;-1001.0;-648.0;493.0;-9.0;792.0
138.0;-994.0;-641.0;487.0;-19.0;772.0
149.0;-984.0;-630.0;506.0;-39.0;800.0
164.0;-984.0;-620.0;524.0;-29.0;790.0
191.0;-988.0;-618.0;507.0;-29.0;804.0
192.0;-985.0;-597.0;513.0;-16.0;807.0
161.0;-980.0;-589.0;495.0;3.0;818.0
168.0;-973.0;-611.0;511.0;10.0;819.0
151.0;-981.0;-625.0;515.0;-8.0;808.0
150.0;-982.0;-609.0;496.0;-4.0;823.0
161.0;-987.0;-624.0;515.0;-1.0;792.0
163.0;-976.0;-611.0;533.0;37.0;810.0
157.0;-981.0;-615.0;497.0;28.0;807.0
163.0;-986.0;-621.0;504.0;5.0;808.0
165.0;-982.0;-618.0;500.0;6.0;776.0
158.0;-986.0;-621.0;494.0;-10.0;785.0
149.0;-989.0;-610.0;498.0;-3.0;801.0
143.0;-989.0;-628.0;494.0;27.0;792.0
139.0;-996.0;-640.0;536.0;20.0;763.0
138.0;-991.0;-641.0;515.0;20.0;775.0
145.0;-983.0;-650.0;506.0;18.0;798.0
144.0;-988.0;-637.0;493.0;12.0;770.0
144.0;-990.0;-646.0;501.0;18.0;785.0
148.0;-983.0;-656.0;501.0;11.0;758.0
149.0;-983.0;-638.0;501.0;3.0;749.0
136.0;-987.0;-657.0;497.0;-4.0;762.0
150.0;-992.0;-631.0;490.0;32.0;751.0
140.0;-980.0;-628.0;489.0;17.0;782.0
136.0;-997.0;-621.0;488.0;12.0;801.0
124.0;-989.0;-620.0;476.0;10.0;819.0
134.0;-993.0;-621.0;496.0;10.0;788.0
134.0;-996.0;-640.0;506.0;9.0;786.0
139.0;-991.0;-612.0;493.0;-9.0;785.0
144.0;-991.0;-618.0;492.0;13.0;790.0
149.0;-988.0;-626.0;513.0;23.0;790.0
149.0;-984.0;-624.0;492.0;25.0;777.0
150.0;-976.0;-622.0;480.0;6.0;784.0
147.0;-979.0;-610.0;510.0;12.0;777.0
154.0;-986.0;-626.0;527.0;9.0;790.0
162.0;-984.0;-606.0;504.0;7.0;780.0
163.0;-982.0;-633.0;521.0;-5.0;809.0
158.0;-979.0;-640.0;503.0;17.0;794.0
153.0;-984.0;-640.0;479.0;12.0;783.0
160.0;-977.0;-621.0;483.0;18.0;781.0
169.0;-977.0;-620.0;501.0;12.0;801.0
170.0;-982.0;-621.0;536.0;10.0;802.0
164.0;-980.0;-629.0;507.0;10.0;807.0
163.0;-979.0;-621.0;516.0;30.0;779.0
164.0;-979.0;-629.0;503.0;26.0;783.0
162.0;-981.0;-634.0;498.0;12.0;782.0
164.0;-978.0;-634.0;507.0;19.0;793.0
166.0;-984.0;-638.0;519.0;26.0;786.0
165.0;-979.0;-642.0;509.0;33.0;780.0
160.0;-980.0;-631.0;509.0;6.0;787.0
163.0;-980.0;-642.0;490.0;34.0;782.0
164.0;-979.0;-644.0;483.0;34.0;760.0
161.0;-979.0;-653.0;495.0;24.0;772.0
164.0;-979.0;-640.0;489.0;17.0;756.0
159.0;-980.0;-657.0;530.0;24.0;752.0
158.0;-982.0;-670.0;499.0;-4.0;753.0
161.0;-981.0;-650.0;506.0;-4.0;763.0
166.0;-978.0;-652.0;486.0;19.0;764.0
164.0;-977.0;-667.0;524.0;29.0;770.0
166.0;-975.0;-637.0;495.0;20.0;751.0
170.0;-976.0;-657.0;498.0;11.0;754.0
171.0;-977.0;-653.0;505.0;18.0;753.0
173.0;-973.0;-637.0;509.0;13.0;768.0
178.0;-974.0;-641.0;514.0;30.0;768.0
187.0;-976.0;-639.0;504.0;16.0;757.0
182.0;-967.0;-632.0;506.0;26.0;750.0
190.0;-969.0;-609.0;503.0;27.0;764.0
194.0;-965.0;-655.0;488.0;35.0;780.0
193.0;-967.0;-635.0;491.0;31.0;782.0
185.0;-969.0;-646.0;496.0;9.0;774.0
192.0;-967.0;-633.0;497.0;18.0;763.0
194.0;-968.0;-629.0;481.0;20.0;771.0
189.0;-962.0;-640.0;475.0;21.0;791.0
187.0;-961.0;-659.0;476.0;19.0;780.0
187.0;-967.0;-637.0;485.0;29.0;771.0
180.0;-971.0;-645.0;506.0;10.0;760.0
174.0;-966.0;-643.0;494.0;20.0;769.0
173.0;-971.0;-633.0;478.0;10.0;762.0
176.0;-970.0;-673.0;495.0;21.0;763.0
171.0;-972.0;-652.0;484.0;21.0;780.0
172.0;-975.0;-644.0;470.0;31.0;773.0
169.0;-981.0;-649.0;491.0;26.0;780.0
172.0;-974.0;-659.0;493.0;15.0;762.0
170.0;-975.0;-639.0;483.0;13.0;764.0
168.0;-978.0;-640.0;492.0;27.0;761.0
167.0;-982.0;-679.0;492.0;29.0;765.0
172.0;-976.0;-653.0;478.0;25.0;737.0
163.0;-974.0;-650.0;473.0;16.0;743.0
168.0;-978.0;-649.0;507.0;31.0;783.0
174.0;-981.0;-631.0;488.0;2.0;799.0
168.0;-973.0;-638.0;495.0;18.0;783.0
178.0;-973.0;-631.0;506.0;10.0;789.0
170.0;-976.0;-621.0;505.0;10.0;784.0
166.0;-979.0;-615.0;475.0;2.0;789.0
171.0;-976.0;-612.0;491.0;33.0;801.0
171.0;-976.0;-649.0;504.0;39.0;799.0
172.0;-977.0;-613.0;496.0;36.0;811.0
169.0;-968.0;-569.0;511.0;31.0;848.0
168.0;-977.0;-609.0;516.0;37.0;813.0
171.0;-971.0;-623.0;516.0;28.0;811.0
176.0;-973.0;-638.0;509.0;22.0;795.0
168.0;-980.0;-665.0;473.0;0.0;774.0
158.0;-985.0;-662.0;476.0;7.0;754.0
144.0;-983.0;-650.0;501.0;5.0;753.0
145.0;-984.0;-669.0;516.0;-4.0;752.0
139.0;-988.0;-649.0;493.0;4.0;745.0
146.0;-984.0;-651.0;449.0;-37.0;753.0
141.0;-987.0;-648.0;425.0;-11.0;770.0
159.0;-991.0;-631.0;467.0;11.0;792.0
170.0;-1003.0;-613.0;495.0;48.0;777.0
57.0;-990.0;-675.0;487.0;7.0;?
121.0;-981.0;-624.0;?;12.0;?
142.0;-995.0;-603.0;?;10.0;?
156.0;-981.0;-631.0;?;23.0;?
171.0;-981.0;-575.0;484.0;-4.0;?
193.0;-965.0;-632.0;497.0;-22.0;?
201.0;-968.0;-671.0;493.0;-16.0;?
202.0;-965.0;-659.0;468.0;-2.0;?
202.0;-958.0;-688.0;458.0;-6.0;?
189.0;-947.0;-680.0;474.0;-5.0;?
204.0;-969.0;-672.0;491.0;9.0;717.0
160.0;-989.0;-685.0;474.0;3.0;758.0
165.0;-972.0;-650.0;494.0;-25.0;769.0
196.0;-976.0;-689.0;469.0;-48.0;748.0
186.0;-980.0;-659.0;425.0;-49.0;767.0
125.0;-969.0;-594.0;448.0;-27.0;802.0
150.0;-1011.0;-644.0;485.0;1.0;747.0
152.0;-972.0;-651.0;449.0;-2.0;789.0
158.0;-969.0;-603.0;436.0;-11.0;786.0
174.0;-989.0;-625.0;447.0;-23.0;768.0
186.0;-970.0;-630.0;441.0;-15.0;821.0
209.0;-984.0;-628.0;450.0;-33.0;782.0
231.0;-964.0;-646.0;427.0;-20.0;768.0
224.0;-947.0;-668.0;421.0;-5.0;799.0
219.0;-955.0;-689.0;408.0;-31.0;773.0
215.0;-962.0;-679.0;401.0;-27.0;744.0
214.0;-949.0;-647.0;428.0;-25.0;755.0
239.0;-962.0;-646.0;414.0;-17.0;773.0
180.0;-976.0;-683.0;425.0;-37.0;769.0
188.0;-955.0;-674.0;389.0;-30.0;765.0
219.0;-988.0;-632.0;375.0;-29.0;787.0
164.0;-983.0;-631.0;405.0;-8.0;768.0
166.0;-946.0;-650.0;416.0;20.0;758.0
167.0;-1005.0;-655.0;437.0;-5.0;808.0
169.0;-978.0;-624.0;431.0;-19.0;809.0
175.0;-962.0;-651.0;429.0;-6.0;797.0
181.0;-982.0;-614.0;447.0;1.0;808.0
199.0;-993.0;-580.0;418.0;-3.0;803.0
216.0;-975.0;-642.0;390.0;-18.0;799.0
209.0;-955.0;-670.0;427.0;-30.0;802.0
197.0;-965.0;-650.0;422.0;-2.0;772.0
195.0;-982.0;-670.0;420.0;-20.0;762.0
196.0;-980.0;-669.0;424.0;-14.0;758.0
169.0;-992.0;-658.0;434.0;14.0;788.0
166.0;-967.0;-665.0;418.0;-16.0;762.0
189.0;-975.0;-657.0;406.0;-28.0;770.0
175.0;-984.0;-612.0;404.0;-29.0;788.0
166.0;-980.0;-627.0;445.0;0.0;814.0
181.0;-978.0;-661.0;435.0;-2.0;778.0
140.0;-991.0;-664.0;445.0;-9.0;766.0
134.0;-984.0;-594.0;434.0;1.0;804.0
155.0;-977.0;-640.0;434.0;14.0;799.0
166.0;-988.0;-628.0;441.0;-3.0;774.0
180.0;-984.0;-647.0;455.0;-32.0;786.0
190.0;-982.0;-682.0;439.0;-36.0;770.0
197.0;-966.0;-651.0;425.0;-46.0;774.0
189.0;-979.0;-660.0;419.0;-3.0;744.0
201.0;-975.0;-639.0;455.0;10.0;809.0
188.0;-975.0;-640.0;429.0;-23.0;769.0
174.0;-977.0;-626.0;408.0;-36.0;788.0
172.0;-990.0;-621.0;442.0;-43.0;817.0
195.0;-988.0;-614.0;444.0;4.0;800.0
166.0;-961.0;-621.0;456.0;11.0;768.0
151.0;-971.0;-657.0;445.0;0.0;809.0
157.0;-992.0;-615.0;466.0;-9.0;798.0
166.0;-977.0;-630.0;453.0;24.0;820.0
166.0;-978.0;-623.0;448.0;21.0;806.0
188.0;-981.0;-605.0;469.0;-29.0;793.0
185.0;-976.0;-630.0;456.0;-38.0;790.0
204.0;-971.0;-668.0;428.0;-40.0;785.0
190.0;-978.0;-635.0;431.0;-33.0;764.0
189.0;-979.0;-638.0;477.0;-9.0;781.0
184.0;-972.0;-650.0;443.0;6.0;772.0
166.0;-983.0;-641.0;440.0;12.0;773.0
158.0;-991.0;-660.0;454.0;-7.0;780.0
175.0;-977.0;-633.0;434.0;-39.0;789.0
181.0;-993.0;-639.0;448.0;-3.0;821.0
149.0;-971.0;-661.0;493.0;39.0;785.0
136.0;-986.0;-658.0;469.0;4.0;758.0
148.0;-993.0;-608.0;466.0;-20.0;777.0
143.0;-977.0;-587.0;456.0;1.0;817.0
156.0;-989.0;-624.0;456.0;17.0;810.0
168.0;-996.0;-608.0;440.0;-12.0;819.0
187.0;-981.0;-630.0;426.0;-10.0;799.0
172.0;-966.0;-664.0;435.0;-5.0;771.0
176.0;-978.0;-672.0;437.0;8.0;735.0
186.0;-981.0;-642.0;444.0;-14.0;778.0
176.0;-983.0;-640.0;433.0;12.0;791.0
161.0;-978.0;-660.0;462.0;-8.0;790.0
157.0;-987.0;-633.0;443.0;-24.0;789.0
162.0;-992.0;?;421.0;-41.0;831.0
204.0;-983.0;?;464.0;5.0;752.0
160.0;-976.0;-646.0;436.0;54.0;754.0
116.0;-971.0;-657.0;420.0;14.0;746.0
118.0;-993.0;-637.0;445.0;?;783.0
141.0;-985.0;-660.0;435.0;?;776.0
137.0;-983.0;-651.0;486.0;?;794.0
157.0;-983.0;-658.0;449.0;?;800.0
177.0;-991.0;-651.0;409.0;?;798.0
177.0;-964.0;-657.0;431.0;?;760.0
168.0;-973.0;-645.0;389.0;?;765.0
179.0;-991.0;-662.0;434.0;?;783.0
164.0;-986.0;-691.0;434.0;?;772.0
117.0;-1020.0;-640.0;439.0;?;772.0
172.0;-962.0;-671.0;477.0;29.0;772.0
123.0;-945.0;-656.0;473.0;4.0;760.0
178.0;-965.0;-655.0;479.0;-32.0;745.0
167.0;-989.0;-651.0;461.0;-30.0;769.0
177.0;-985.0;-653.0;460.0;-2.0;783.0
170.0;-993.0;-689.0;491.0;0.0;778.0
146.0;?;-643.0;498.0;0.0;768.0
140.0;?;-641.0;495.0;0.0;756.0
156.0;?;-641.0;506.0;10.0;752.0
162.0;?;-665.0;466.0;10.0;756.0
168.0;-990.0;-675.0;476.0;20.0;773.0
180.0;-995.0;-684.0;479.0;5.0;750.0
176.0;-985.0;-646.0;497.0;-7.0;749.0
?;-985.0;-647.0;499.0;15.0;754.0
?;-984.0;-660.0;499.0;1.0;752.0
183.0;-975.0;-680.0;471.0;-11.0;763.0
187.0;-980.0;-689.0;501.0;-10.0;752.0
173.0;-979.0;-677.0;499.0;?;733.0
179.0;-987.0;-659.0;497.0;?;751.0
180.0;-981.0;-690.0;492.0;?;754.0
181.0;-969.0;-693.0;512.0;-5.0;737.0
180.0;-968.0;-698.0;501.0;-20.0;716.0
189.0;-969.0;-680.0;486.0;-11.0;713.0
188.0;-972.0;-666.0;468.0;-19.0;745.0
194.0;-981.0;-681.0;456.0;-10.0;744.0
192.0;-981.0;-691.0;487.0;-11.0;767.0
188.0;-971.0;-690.0;494.0;-28.0;731.0
187.0;-968.0;-668.0;488.0;-7.0;759.0
193.0;-975.0;-679.0;492.0;-1.0;?
198.0;-972.0;-671.0;458.0;1.0;?
205.0;-968.0;-670.0;480.0;-2.0;?
204.0;-967.0;-659.0;492.0;7.0;?
204.0;-971.0;-643.0;490.0;-1.0;750.0
219.0;-968.0;-668.0;485.0;-30.0;749.0
212.0;-974.0;-667.0;454.0;-14.0;754.0
219.0;-955.0;-703.0;503.0;14.0;726.0
201.0;-961.0;-716.0;507.0;-14.0;726.0
197.0;-978.0;-662.0;463.0;-13.0;716.0
203.0;-978.0;-663.0;467.0;-17.0;761.0
205.0;-970.0;-727.0;498.0;-21.0;726.0
201.0;-961.0;-663.0;437.0;-28.0;767.0
201.0;-972.0;-637.0;456.0;-29.0;778.0
210.0;-966.0;-665.0;426.0;-28.0;768.0
171.0;-955.0;-687.0;471.0;22.0;758.0
209.0;-987.0;-700.0;491.0;2.0;727.0
193.0;-969.0;-672.0;451.0;-48.0;742.0
161.0;-983.0;-650.0;445.0;-50.0;791.0
157.0;-984.0;-651.0;472.0;12.0;769.0
189.0;-994.0;-671.0;513.0;58.0;758.0
156.0;-970.0;-638.0;492.0;2.0;790.0
154.0;-981.0;-647.0;469.0;-21.0;733.0
167.0;-971.0;-683.0;485.0;17.0;732.0
155.0;-975.0;-623.0;440.0;17.0;799.0
189.0;-983.0;-619.0;464.0;-8.0;793.0
208.0;-982.0;-629.0;463.0;-7.0;789.0
200.0;-959.0;-644.0;462.0;-29.0;763.0
192.0;-977.0;-666.0;475.0;22.0;750.0
201.0;-979.0;-655.0;477.0;49.0;758.0
190.0;-965.0;-650.0;456.0;49.0;778.0
159.0;-986.0;-633.0;485.0;18.0;782.0
174.0;-980.0;-638.0;466.0;-4.0;806.0
173.0;-969.0;-631.0;476.0;-32.0;819.0
149.0;-987.0;-619.0;463.0;-25.0;811.0
176.0;-975.0;-599.0;448.0;4.0;826.0
178.0;-971.0;-613.0;459.0;71.0;790.0
?;-987.0;-633.0;483.0;62.0;787.0
?;-980.0;-639.0;466.0;34.0;?
?;-984.0;-626.0;509.0;46.0;?
?;-978.0;-636.0;514.0;51.0;?
?;-975.0;-634.0;514.0;31.0;?
?;-980.0;-637.0;479.0;8.0;?
?;-984.0;-661.0;485.0;27.0;?
?;-980.0;-641.0;468.0;22.0;?
?;-979.0;-618.0;475.0;19.0;?
?;-994.0;-643.0;476.0;29.0;780.0
123.0;-997.0;-660.0;485.0;19.0;752.0
116.0;-991.0;-642.0;476.0;-1.0;788.0
131.0;-987.0;-620.0;472.0;16.0;782.0
136.0;-985.0;-620.0;472.0;41.0;791.0
148.0;-980.0;-630.0;477.0;34.0;781.0
154.0;-984.0;-630.0;442.0;13.0;784.0
152.0;-981.0;-643.0;482.0;20.0;806.0
147.0;-984.0;-630.0;496.0;46.0;817.0
147.0;-980.0;-608.0;464.0;22.0;807.0
155.0;-982.0;-625.0;472.0;7.0;793.0
170.0;-971.0;-610.0;494.0;13.0;801.0
151.0;-978.0;-622.0;505.0;-5.0;798.0
146.0;-987.0;-624.0;497.0;-5.0;766.0
170.0;-978.0;-629.0;513.0;26.0;760.0
155.0;-987.0;-651.0;507.0;22.0;771.0
141.0;-972.0;-641.0;496.0;0.0;763.0
150.0;-968.0;-640.0;486.0;1.0;771.0
151.0;-976.0;-630.0;494.0;20.0;754.0
155.0;-976.0;-640.0;476.0;-5.0;772.0
149.0;-982.0;-639.0;500.0;-17.0;770.0
148.0;-996.0;-631.0;490.0;4.0;754.0
135.0;-1005.0;-638.0;487.0;-6.0;774.0
144.0;-993.0;-631.0;483.0;-6.0;766.0
154.0;-985.0;-640.0;490.0;3.0;753.0
161.0;-984.0;-646.0;475.0;21.0;766.0
171.0;-978.0;-679.0;492.0;26.0;750.0
191.0;-969.0;-641.0;475.0;22.0;738.0
192.0;-974.0;-626.0;477.0;40.0;796.0
423.0;-839.0;-730.0;394.0;156.0;612.0
407.0;-828.0;-709.0;356.0;136.0;615.0
412.0;-825.0;-698.0;398.0;138.0;681.0
416.0;-850.0;-675.0;397.0;135.0;663.0
401.0;-845.0;-679.0;430.0;141.0;666.0
390.0;-853.0;-727.0;385.0;144.0;691.0
373.0;-857.0;-672.0;406.0;117.0;683.0
373.0;-871.0;-662.0;409.0;110.0;702.0
358.0;-876.0;-668.0;384.0;132.0;734.0
216.0;-970.0;-623.0;500.0;-19.0;774.0
224.0;-976.0;-650.0;516.0;-27.0;780.0
216.0;-980.0;-659.0;515.0;-39.0;782.0
239.0;-1000.0;-680.0;516.0;-20.0;762.0
250.0;-982.0;-658.0;475.0;-19.0;744.0
284.0;-953.0;-665.0;464.0;-35.0;755.0
275.0;-943.0;-689.0;443.0;-65.0;763.0
290.0;-968.0;-677.0;446.0;-43.0;745.0
276.0;-960.0;-682.0;?;-70.0;738.0
294.0;-956.0;-696.0;?;-47.0;739.0
266.0;-961.0;-692.0;?;-81.0;739.0
255.0;-991.0;-676.0;?;-70.0;738.0
266.0;-995.0;-683.0;?;-76.0;745.0
262.0;-969.0;-670.0;?;-73.0;744.0
274.0;-952.0;-682.0;?;-68.0;730.0
282.0;-952.0;-693.0;467.0;-70.0;743.0
295.0;-953.0;-679.0;479.0;-69.0;750.0
300.0;-948.0;-681.0;458.0;-69.0;763.0
311.0;-951.0;-660.0;464.0;-60.0;763.0
320.0;-949.0;-690.0;?;-59.0;762.0
315.0;-949.0;-669.0;?;-79.0;754.0
321.0;-937.0;-667.0;?;-58.0;773.0
320.0;-941.0;-650.0;?;-59.0;770.0
321.0;-950.0;-661.0;?;-60.0;757.0
315.0;-948.0;-665.0;482.0;-55.0;759.0
316.0;-947.0;-679.0;479.0;-50.0;767.0
312.0;-954.0;-665.0;480.0;-40.0;749.0
311.0;-949.0;-676.0;465.0;-32.0;754.0
310.0;-949.0;-690.0;489.0;-42.0;751.0
307.0;-955.0;-706.0;497.0;-66.0;753.0
305.0;-952.0;-675.0;489.0;-53.0;753.0
303.0;-957.0;-662.0;485.0;-65.0;752.0
300.0;?;-649.0;480.0;-53.0;762.0
298.0;?;-669.0;466.0;-57.0;763.0
295.0;?;-660.0;467.0;-49.0;763.0
293.0;?;-669.0;465.0;-68.0;753.0
294.0;?;-662.0;496.0;-49.0;751.0
296.0;?;-674.0;504.0;-61.0;767.0
302.0;?;-670.0;483.0;-56.0;752.0
298.0;-956.0;-690.0;502.0;-47.0;741.0
300.0;-956.0;-708.0;484.0;-32.0;719.0
300.0;-954.0;-696.0;486.0;-40.0;736.0
297.0;-956.0;-701.0;515.0;-70.0;759.0
298.0;-956.0;-692.0;481.0;-61.0;741.0
296.0;-951.0;-680.0;491.0;-65.0;747.0
297.0;-961.0;-697.0;482.0;-76.0;717.0
294.0;-958.0;-710.0;482.0;-75.0;743.0
294.0;-951.0;-699.0;487.0;-27.0;744.0
294.0;-950.0;-680.0;486.0;-18.0;773.0
288.0;-954.0;-676.0;476.0;-29.0;757.0
283.0;-956.0;-648.0;466.0;-29.0;748.0
284.0;-962.0;-682.0;478.0;-52.0;777.0
292.0;-959.0;-677.0;483.0;-67.0;760.0
321.0;-960.0;-668.0;468.0;-28.0;740.0
289.0;-956.0;-717.0;508.0;3.0;719.0
274.0;-964.0;-710.0;506.0;15.0;680.0
270.0;-967.0;-730.0;479.0;-4.0;692.0
256.0;-969.0;-765.0;477.0;-16.0;714.0
266.0;-962.0;-735.0;492.0;-19.0;680.0
266.0;-967.0;-736.0;472.0;-25.0;688.0
260.0;-968.0;-741.0;503.0;-29.0;656.0
242.0;-982.0;-757.0;471.0;-49.0;640.0
214.0;-982.0;-790.0;446.0;-43.0;622.0
368.0;-918.0;-794.0;449.0;-10.0;618.0
379.0;-913.0;-793.0;443.0;-33.0;603.0
368.0;-918.0;-797.0;452.0;-63.0;602.0
369.0;-942.0;-792.0;450.0;-68.0;611.0
373.0;-931.0;-780.0;443.0;-77.0;612.0
370.0;-925.0;-800.0;440.0;-67.0;612.0
369.0;-929.0;-809.0;424.0;-41.0;612.0
372.0;-921.0;-800.0;434.0;-46.0;623.0
380.0;-924.0;-797.0;417.0;-76.0;620.0
387.0;-926.0;-776.0;405.0;-70.0;611.0
386.0;-927.0;?;425.0;-40.0;631.0
381.0;-923.0;?;413.0;-59.0;631.0
391.0;-941.0;?;394.0;-69.0;647.0
388.0;-923.0;?;342.0;-67.0;659.0
380.0;-916.0;?;357.0;-47.0;635.0
384.0;-905.0;?;348.0;-52.0;639.0
?;-903.0;?;352.0;-57.0;661.0
?;-910.0;?;380.0;-47.0;643.0
?;-907.0;?;387.0;-53.0;640.0
?;-906.0;?;375.0;-61.0;632.0
?;-903.0;?;363.0;-53.0;639.0
?;-908.0;?;358.0;-48.0;640.0
?;-907.0;?;363.0;-50.0;641.0
?;-905.0;?;387.0;-48.0;651.0
?;-914.0;-754.0;376.0;-56.0;646.0
?;-910.0;-758.0;376.0;-68.0;629.0
?;-907.0;-741.0;356.0;-69.0;647.0
?;-909.0;-714.0;363.0;-50.0;644.0
?;-914.0;-759.0;385.0;-29.0;639.0
?;-909.0;-799.0;362.0;-50.0;602.0
389.0;-910.0;-809.0;356.0;-49.0;556.0
386.0;-911.0;-820.0;378.0;-62.0;571.0
389.0;-910.0;-789.0;370.0;-53.0;602.0
396.0;-911.0;-814.0;402.0;-38.0;600.0
386.0;-916.0;-821.0;378.0;-41.0;621.0
392.0;-913.0;-820.0;354.0;-57.0;595.0
386.0;-910.0;-810.0;367.0;-52.0;621.0
387.0;-911.0;-799.0;367.0;-56.0;622.0
390.0;-905.0;-755.0;387.0;-46.0;644.0
389.0;-907.0;-745.0;398.0;-44.0;668.0
382.0;-907.0;-786.0;392.0;-44.0;656.0
377.0;-904.0;-784.0;390.0;-29.0;648.0
400.0;-904.0;-766.0;388.0;-37.0;652.0
404.0;-901.0;-770.0;375.0;-49.0;645.0
409.0;-901.0;-744.0;385.0;-39.0;665.0
400.0;-910.0;-755.0;396.0;-50.0;670.0
402.0;-916.0;-773.0;392.0;-47.0;655.0
408.0;-910.0;-763.0;375.0;-28.0;660.0
409.0;-908.0;-744.0;384.0;-30.0;658.0
411.0;-908.0;-745.0;353.0;-30.0;658.0
390.0;-923.0;-760.0;367.0;-45.0;674.0
394.0;-913.0;-751.0;384.0;-44.0;688.0
376.0;-925.0;-740.0;400.0;-45.0;688.0
390.0;-914.0;-740.0;408.0;-66.0;686.0
403.0;-907.0;-728.0;394.0;-38.0;660.0
411.0;-901.0;-736.0;419.0;-33.0;681.0
406.0;-907.0;-760.0;392.0;-42.0;688.0
408.0;-904.0;-762.0;389.0;-37.0;664.0
401.0;?;-747.0;406.0;-41.0;641.0
415.0;?;-735.0;395.0;-28.0;663.0
419.0;?;-748.0;415.0;-58.0;662.0
411.0;?;-737.0;384.0;-38.0;692.0
413.0;?;-739.0;390.0;-30.0;661.0
