InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RUA_ accX;Accelerometer RWR accZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-134;-16;910.0;758.0;9.0;?
-135;-17;928.0;736.0;146.0;?
-135;-16;929.0;763.0;72.0;?
-135;-26;942.0;756.0;-29.0;-26
-135;-33;961.0;759.0;46.0;-33
-135;8;940.0;817.0;2.0;8
-134;-4;959.0;788.0;-103.0;-4
-135;-25;921.0;750.0;-40.0;-25
-135;8;941.0;792.0;-144.0;8
-135;5;938.0;774.0;-61.0;5
-135;-4;943.0;753.0;-19.0;-4
-135;?;949.0;779.0;-5.0;-16
-134;?;950.0;804.0;-46.0;0
-135;?;946.0;792.0;-10.0;29
-135;?;934.0;810.0;-10.0;-1
-135;?;928.0;791.0;24.0;-17
-135;?;935.0;793.0;20.0;-6
-135;?;940.0;799.0;18.0;-8
-135;?;944.0;791.0;14.0;-2
-135;?;959.0;760.0;43.0;-11
-135;?;943.0;761.0;-2.0;-1
-135;?;938.0;746.0;23.0;43
-135;?;950.0;774.0;72.0;20
-135;?;950.0;795.0;29.0;-16
-135;-9;949.0;784.0;-27.0;-9
-135;9;929.0;794.0;-4.0;9
-135;2;943.0;792.0;29.0;2
-135;-26;948.0;776.0;-13.0;-26
-135;14;952.0;778.0;-12.0;14
-134;52;941.0;755.0;20.0;52
-135;8;930.0;790.0;-1.0;8
-135;-29;943.0;766.0;39.0;-29
-135;-4;931.0;798.0;30.0;-4
-135;24;931.0;745.0;9.0;24
-135;11;920.0;765.0;-24.0;11
-134;5;934.0;769.0;-32.0;5
-135;17;941.0;798.0;33.0;17
-135;-15;931.0;790.0;-19.0;-15
-135;-4;921.0;766.0;-25.0;-4
-135;39;940.0;795.0;-24.0;39
-135;-28;939.0;774.0;-51.0;-28
-134;-30;929.0;774.0;-16.0;-30
-135;9;934.0;776.0;-7.0;9
-135;-22;949.0;803.0;-15.0;-22
-135;-27;937.0;778.0;-15.0;-27
-135;-36;940.0;778.0;4.0;-36
-135;-23;939.0;798.0;1.0;-23
-134;-21;939.0;758.0;-20.0;-21
-135;-22;941.0;721.0;-23.0;-22
-135;-7;931.0;762.0;-20.0;-7
-135;-16;936.0;757.0;-28.0;-16
-135;15;940.0;798.0;10.0;15
-135;38;932.0;813.0;9.0;38
-134;26;920.0;792.0;-33.0;26
-135;-9;939.0;796.0;-14.0;-9
-135;-12;921.0;766.0;-6.0;-12
-135;5;932.0;773.0;-4.0;5
-135;-48;949.0;784.0;-1.0;-48
-135;-40;938.0;784.0;-26.0;-40
-134;-6;941.0;785.0;-33.0;-6
-135;-20;937.0;780.0;-24.0;-20
-135;-3;945.0;777.0;13.0;-3
-135;-4;944.0;779.0;-5.0;-4
-135;-12;941.0;781.0;4.0;-12
?;-1;926.0;786.0;-4.0;-1
?;-40;931.0;746.0;4.0;-40
?;-15;935.0;747.0;22.0;-15
?;57;927.0;770.0;-8.0;57
?;12;938.0;798.0;-16.0;12
?;-2;941.0;774.0;10.0;-2
?;38;930.0;791.0;8.0;38
?;-3;959.0;793.0;-14.0;-3
?;-23;947.0;804.0;-9.0;-23
?;-6;932.0;774.0;-26.0;-6
?;-16;948.0;805.0;35.0;-16
-135;2;925.0;776.0;-32.0;2
-134;-7;936.0;769.0;14.0;-7
-135;-15;951.0;783.0;12.0;-15
-135;-21;944.0;788.0;-15.0;-21
-135;-14;942.0;791.0;-11.0;-14
-135;35;954.0;799.0;31.0;35
-135;-18;934.0;767.0;36.0;-18
-134;-25;935.0;767.0;14.0;-25
-135;11;941.0;802.0;-15.0;11
-135;6;939.0;844.0;-5.0;6
-135;25;948.0;791.0;-8.0;25
-135;-1;950.0;768.0;23.0;-1
-135;-1;940.0;794.0;29.0;-1
-134;-3;940.0;784.0;0.0;-3
-135;-13;941.0;794.0;33.0;-13
-135;20;948.0;793.0;9.0;20
-135;15;940.0;796.0;1.0;15
-135;4;953.0;786.0;20.0;4
-135;2;944.0;764.0;-9.0;2
-134;-16;942.0;772.0;8.0;-16
-135;-13;953.0;764.0;-3.0;-13
-135;-19;937.0;780.0;30.0;-19
-135;-17;932.0;788.0;-3.0;-17
-135;30;944.0;791.0;-3.0;30
-135;15;929.0;777.0;-28.0;15
-134;-16;946.0;797.0;-20.0;-16
-135;0;942.0;767.0;0.0;0
-135;-9;939.0;773.0;11.0;-9
-135;-17;940.0;754.0;-9.0;-17
-135;-14;931.0;764.0;3.0;-14
-135;-21;950.0;766.0;-22.0;-21
-135;-3;936.0;804.0;-24.0;-3
-135;-1;931.0;781.0;25.0;-1
-135;-28;944.0;783.0;0.0;-28
-135;-18;946.0;757.0;-7.0;-18
-135;-18;941.0;?;-9.0;-18
-135;-38;953.0;?;12.0;-38
-135;-1;941.0;?;-20.0;-1
-135;27;941.0;?;-19.0;27
-135;26;931.0;?;-20.0;26
-135;27;937.0;?;-20.0;27
-135;-4;933.0;774.0;-1.0;-4
-134;16;921.0;785.0;4.0;16
-135;34;938.0;793.0;-31.0;34
-135;11;950.0;775.0;-11.0;11
-135;14;921.0;784.0;-29.0;14
-135;-3;942.0;784.0;-5.0;-3
-135;9;935.0;768.0;-37.0;9
-134;40;920.0;736.0;-73.0;40
-135;3;935.0;780.0;-34.0;3
-135;-13;936.0;768.0;-67.0;-13
-135;4;931.0;760.0;-76.0;4
-135;-14;943.0;751.0;-15.0;-14
-135;-3;932.0;754.0;-36.0;-3
-134;0;930.0;779.0;1.0;0
-135;-24;927.0;769.0;-1.0;-24
-135;-25;945.0;?;12.0;-25
-135;-6;936.0;?;39.0;-6
-135;23;919.0;?;12.0;23
-135;12;939.0;?;-15.0;12
-134;-3;940.0;?;14.0;-3
-135;-29;950.0;?;48.0;-29
-135;-29;937.0;?;14.0;-29
-135;24;930.0;?;-19.0;24
-135;-2;928.0;?;-20.0;-2
-135;-38;933.0;?;3.0;-38
-134;-2;934.0;?;-19.0;-2
-135;-4;918.0;823.0;-8.0;-4
-135;-13;943.0;855.0;-13.0;-13
-135;14;944.0;827.0;-26.0;14
-135;-8;939.0;777.0;-5.0;-8
-135;-21;928.0;795.0;-40.0;-21
-134;-14;922.0;783.0;-28.0;-14
-135;-17;950.0;793.0;-4.0;-17
-135;-16;924.0;770.0;-9.0;-16
-135;-8;929.0;770.0;30.0;-8
-135;16;930.0;813.0;21.0;?
-135;-15;930.0;815.0;54.0;?
-135;-40;942.0;793.0;175.0;-40
-135;-7;948.0;770.0;134.0;-7
-135;-19;940.0;769.0;31.0;-19
-135;-11;950.0;797.0;195.0;-11
-135;39;933.0;?;329.0;39
-135;-1;933.0;?;-20.0;-1
-135;-4;942.0;?;22.0;-4
-135;8;936.0;?;76.0;8
-135;-37;948.0;?;-20.0;-37
-135;6;941.0;?;0.0;6
-135;27;947.0;?;78.0;27
?;-2;942.0;815.0;-68.0;-2
?;13;939.0;820.0;-57.0;13
?;-5;931.0;846.0;?;-5
?;-15;921.0;778.0;-150.0;-15
?;5;931.0;795.0;-86.0;5
?;-22;953.0;810.0;8.0;-22
?;-14;954.0;780.0;-47.0;-14
?;-12;941.0;822.0;-41.0;-12
?;-8;945.0;775.0;-64.0;-8
?;35;909.0;767.0;-7.0;35
?;2;920.0;720.0;-27.0;2
?;2;933.0;753.0;-7.0;2
?;19;948.0;760.0;21.0;19
?;1;941.0;779.0;52.0;1
?;31;951.0;770.0;115.0;31
-135;15;961.0;774.0;113.0;15
-135;-20;951.0;800.0;140.0;-20
-135;20;941.0;806.0;301.0;20
-134;-3;939.0;793.0;411.0;-3
-135;-36;950.0;804.0;286.0;-36
-135;12;940.0;774.0;155.0;12
-135;15;951.0;803.0;260.0;15
-135;-4;946.0;770.0;267.0;-4
-135;-14;929.0;777.0;329.0;-14
-134;-8;946.0;770.0;417.0;-8
-135;26;945.0;801.0;419.0;26
-135;20;940.0;820.0;221.0;20
-135;-15;933.0;795.0;55.0;-15
-135;-19;938.0;793.0;-154.0;-19
-135;-9;957.0;794.0;-163.0;-9
-134;1;954.0;786.0;-47.0;1
-135;20;940.0;785.0;12.0;20
-135;12;941.0;768.0;-9.0;12
-135;-15;929.0;778.0;-34.0;-15
-135;-18;949.0;804.0;-26.0;-18
-135;-11;930.0;785.0;-51.0;-11
?;2;941.0;795.0;-118.0;2
?;18;948.0;814.0;-7.0;18
?;14;939.0;803.0;62.0;14
?;5;939.0;804.0;-21.0;5
?;-2;939.0;801.0;16.0;-2
?;-14;939.0;789.0;-10.0;-14
?;-16;941.0;781.0;-16.0;-16
?;-16;930.0;768.0;-13.0;-16
?;-4;920.0;788.0;-45.0;-4
?;22;945.0;785.0;-15.0;22
-135;27;943.0;797.0;-24.0;27
-134;26;945.0;797.0;12.0;26
-135;18;952.0;794.0;-3.0;18
-135;-14;940.0;777.0;-15.0;-14
-135;-26;949.0;774.0;6.0;-26
-135;-9;930.0;764.0;12.0;-9
-135;4;931.0;785.0;16.0;4
-134;1;950.0;816.0;?;1
-135;-8;962.0;798.0;27.0;-8
-135;12;947.0;834.0;86.0;12
-135;35;942.0;844.0;77.0;35
-135;3;978.0;1049.0;-11.0;3
-135;-42;949.0;1200.0;-32.0;-42
-134;-70;926.0;946.0;-11.0;-70
-135;-41;935.0;877.0;-7.0;-41
-135;-30;970.0;702.0;18.0;-30
-135;-27;1072.0;699.0;-30.0;-27
-135;9;1077.0;789.0;-63.0;9
-135;-48;1091.0;777.0;-41.0;-48
?;-11;1080.0;738.0;109.0;-11
?;67;1007.0;563.0;214.0;67
?;18;1047.0;539.0;-29.0;18
?;33;969.0;514.0;-150.0;33
?;31;958.0;423.0;-20.0;31
?;-36;829.0;393.0;292.0;-36
?;-36;824.0;395.0;867.0;-36
?;-13;783.0;443.0;1194.0;-13
-135;-29;782.0;357.0;838.0;-29
-135;-19;714.0;386.0;581.0;-19
-135;1;704.0;396.0;811.0;1
-135;-39;690.0;302.0;892.0;-39
-135;-27;667.0;339.0;565.0;-27
-135;25;628.0;448.0;297.0;25
-135;12;626.0;493.0;-19.0;12
-135;4;609.0;681.0;128.0;4
-135;2;582.0;783.0;21.0;2
-135;-25;607.0;846.0;-64.0;-25
-135;-17;716.0;946.0;-77.0;-17
-135;-7;840.0;1048.0;-9.0;-7
-135;-16;946.0;1181.0;237.0;-16
?;-16;1033.0;1108.0;454.0;-16
?;-27;1171.0;897.0;593.0;-27
?;-8;1181.0;867.0;711.0;-8
?;?;1212.0;1037.0;534.0;27
?;?;1160.0;855.0;237.0;20
?;?;969.0;842.0;58.0;4
?;?;912.0;745.0;53.0;3
?;?;999.0;693.0;-206.0;8
?;?;928.0;709.0;-660.0;-6
?;?;909.0;672.0;-745.0;8
?;?;896.0;648.0;-673.0;54
?;?;892.0;712.0;-1059.0;44
?;?;865.0;809.0;-1363.0;-1
-135;-9;843.0;865.0;-1633.0;-9
-134;-7;793.0;824.0;-1780.0;-7
-135;-21;788.0;813.0;-1440.0;-21
-135;-12;803.0;808.0;-960.0;-12
-135;4;787.0;819.0;-1200.0;4
-135;4;706.0;777.0;-1224.0;4
-135;8;657.0;804.0;-1183.0;8
-134;-9;669.0;802.0;-1284.0;-9
-135;-7;678.0;826.0;-1205.0;-7
-135;43;673.0;770.0;-1136.0;43
-135;37;636.0;752.0;-1194.0;37
-135;-11;666.0;792.0;-946.0;-11
-135;-10;648.0;755.0;-587.0;-10
-134;-9;667.0;784.0;-492.0;-9
-135;-16;502.0;790.0;-700.0;-16
-135;-4;467.0;762.0;-697.0;-4
-135;4;388.0;855.0;-93.0;4
-135;14;464.0;832.0;18.0;14
-135;0;405.0;835.0;-99.0;0
-134;-27;425.0;943.0;-136.0;-27
-135;-4;434.0;893.0;-33.0;-4
-135;13;517.0;864.0;-38.0;13
-135;-5;435.0;849.0;-358.0;-5
-135;2;513.0;814.0;-702.0;2
-135;-4;465.0;830.0;-841.0;-4
-135;-24;455.0;777.0;-731.0;-24
-135;-8;551.0;779.0;-473.0;-8
-135;16;451.0;734.0;-205.0;16
-135;16;524.0;762.0;105.0;16
-135;-8;463.0;764.0;331.0;-8
-135;-23;477.0;754.0;279.0;-23
-135;-4;442.0;781.0;-75.0;-4
-135;3;435.0;815.0;-97.0;3
-135;6;444.0;772.0;-404.0;6
-135;16;427.0;751.0;-328.0;16
-135;-4;436.0;760.0;235.0;-4
-134;6;436.0;781.0;-215.0;6
-135;12;433.0;780.0;-138.0;12
-135;6;425.0;791.0;-155.0;6
-135;3;425.0;806.0;-176.0;3
-135;-17;434.0;771.0;-225.0;-17
-135;16;452.0;781.0;-92.0;16
-134;16;460.0;789.0;-106.0;16
-135;6;468.0;782.0;-114.0;6
-135;-4;456.0;784.0;-34.0;-4
-135;-36;463.0;760.0;18.0;-36
-135;-1;457.0;817.0;44.0;-1
-135;-9;?;846.0;4.0;-9
-134;-4;?;722.0;104.0;-4
-135;12;?;742.0;39.0;12
-135;-20;?;827.0;50.0;-20
-135;-6;?;825.0;-31.0;-6
-135;-3;?;837.0;-1.0;-3
-135;-10;393.0;877.0;-42.0;-10
-134;-2;337.0;964.0;-58.0;-2
-135;-8;444.0;995.0;-60.0;-8
-135;-4;381.0;995.0;-24.0;-4
-135;4;409.0;994.0;-133.0;4
-135;4;442.0;935.0;-189.0;4
-134;15;464.0;?;206.0;15
-135;36;542.0;?;279.0;36
-134;32;513.0;?;-180.0;32
-134;36;639.0;?;-44.0;36
-134;8;542.0;?;223.0;8
-133;-35;609.0;?;291.0;-35
-133;25;568.0;?;332.0;25
-133;7;545.0;?;388.0;7
-133;-21;555.0;?;337.0;-21
-133;12;570.0;?;336.0;12
-133;-42;549.0;?;320.0;-42
-133;-24;548.0;?;288.0;-24
-133;6;554.0;?;363.0;6
-133;-12;599.0;?;355.0;-12
-133;-6;645.0;636.0;514.0;-6
-133;-40;645.0;611.0;488.0;-40
-133;-49;628.0;621.0;298.0;-49
-133;-15;653.0;632.0;357.0;-15
-133;-1;630.0;625.0;77.0;-1
-133;-11;640.0;625.0;62.0;-11
-133;?;620.0;591.0;434.0;-1
-133;?;658.0;612.0;585.0;4
-133;?;648.0;632.0;615.0;3
-133;?;640.0;627.0;550.0;12
-133;?;639.0;628.0;427.0;-20
-133;?;653.0;685.0;403.0;-14
-133;?;655.0;682.0;185.0;-1
-133;?;650.0;644.0;75.0;-48
-133;-26;665.0;589.0;41.0;-26
-133;8;684.0;615.0;286.0;8
-133;0;657.0;581.0;341.0;0
-133;27;657.0;534.0;24.0;27
-133;1;637.0;525.0;-14.0;1
-133;-36;642.0;485.0;22.0;-36
-133;17;637.0;534.0;85.0;17
-133;10;604.0;514.0;82.0;10
-133;-8;608.0;489.0;-4.0;-8
-133;26;659.0;498.0;-35.0;26
-133;7;599.0;489.0;-105.0;7
-133;-26;581.0;428.0;-89.0;-26
-133;-15;571.0;411.0;-69.0;-15
-133;23;583.0;498.0;-122.0;23
-133;10;560.0;424.0;-46.0;10
-133;-4;520.0;476.0;-52.0;-4
-133;17;501.0;430.0;-155.0;17
-133;15;531.0;454.0;-267.0;15
-133;7;542.0;453.0;-325.0;7
-133;-10;554.0;432.0;-270.0;-10
-133;-17;558.0;429.0;-255.0;-17
-133;-19;554.0;395.0;-279.0;-19
-133;-25;568.0;402.0;-319.0;-25
-133;2;533.0;339.0;-390.0;2
-133;10;552.0;356.0;-317.0;10
-133;-16;505.0;347.0;-207.0;-16
-133;-28;513.0;363.0;-164.0;-28
-133;-8;472.0;310.0;-78.0;-8
-133;4;476.0;287.0;-240.0;4
-133;-14;459.0;269.0;-237.0;-14
-133;-7;442.0;294.0;-242.0;-7
-133;31;417.0;240.0;-226.0;31
-133;20;400.0;201.0;-313.0;20
-133;-26;380.0;217.0;-459.0;-26
-133;-1;376.0;184.0;-534.0;-1
-133;45;351.0;183.0;-538.0;45
-133;11;355.0;139.0;-587.0;11
-133;-17;317.0;132.0;-590.0;-17
-133;9;318.0;148.0;-546.0;9
-133;26;288.0;121.0;-569.0;26
-133;2;263.0;153.0;-641.0;2
-133;-26;242.0;110.0;-652.0;-26
-133;-11;262.0;92.0;-540.0;-11
-133;-10;237.0;92.0;-544.0;-10
-133;-13;214.0;73.0;-496.0;-13
-133;9;208.0;66.0;-540.0;9
-133;26;193.0;58.0;-531.0;26
-133;28;191.0;30.0;-522.0;28
-133;6;181.0;44.0;-450.0;6
-133;18;162.0;41.0;-473.0;18
-133;16;161.0;30.0;-416.0;16
-133;-21;153.0;6.0;-401.0;-21
-133;-26;149.0;-11.0;-351.0;-26
-133;-13;156.0;14.0;-367.0;-13
-133;33;155.0;31.0;-413.0;33
-133;42;139.0;3.0;-416.0;42
-133;18;126.0;-10.0;-361.0;18
-133;-1;126.0;6.0;-342.0;-1
-133;-26;135.0;-37.0;-308.0;-26
-133;-9;115.0;11.0;-291.0;-9
-133;-7;129.0;-46.0;-223.0;-7
-133;6;119.0;-41.0;-176.0;6
-133;12;92.0;-33.0;-157.0;12
-133;7;87.0;-27.0;-191.0;7
-133;34;84.0;-44.0;-142.0;34
-133;21;72.0;-44.0;-190.0;21
-133;13;74.0;-49.0;-142.0;13
-133;3;96.0;-46.0;-152.0;3
-133;-36;55.0;-91.0;-273.0;-36
-133;-23;61.0;-90.0;-197.0;?
-133;-15;62.0;-36.0;-218.0;?
-133;-31;57.0;-30.0;-157.0;?
-133;-7;50.0;-71.0;-163.0;?
-133;-20;48.0;5.0;-144.0;?
-133;-15;79.0;3.0;-147.0;?
-133;37;88.0;32.0;-73.0;?
-133;19;98.0;116.0;-102.0;?
-133;3;111.0;106.0;-49.0;?
-133;5;128.0;155.0;-62.0;5
-133;7;145.0;130.0;-1.0;7
-133;-1;172.0;140.0;12.0;-1
-133;-15;176.0;160.0;122.0;-15
-133;3;197.0;238.0;171.0;3
-133;2;233.0;196.0;243.0;2
-133;20;242.0;326.0;266.0;20
-133;11;254.0;395.0;297.0;11
-133;-33;285.0;366.0;435.0;-33
-133;-26;322.0;357.0;467.0;-26
-133;-17;390.0;389.0;579.0;-17
-133;-4;473.0;517.0;728.0;-4
-134;14;514.0;627.0;740.0;14
-134;12;526.0;643.0;883.0;12
-134;2;559.0;586.0;820.0;2
-134;-6;619.0;642.0;837.0;-6
-134;-5;508.0;731.0;873.0;-5
-134;2;509.0;743.0;999.0;2
-134;34;674.0;788.0;892.0;34
-134;5;600.0;843.0;840.0;5
-134;-12;624.0;758.0;592.0;-12
-134;5;541.0;701.0;82.0;5
-134;-35;546.0;815.0;-86.0;-35
-134;-1;556.0;671.0;-296.0;-1
-134;2;489.0;767.0;-363.0;2
-134;-28;451.0;718.0;-454.0;-28
-134;-5;518.0;735.0;-748.0;-5
-134;-25;495.0;748.0;-1131.0;-25
-134;-6;475.0;775.0;-1120.0;-6
-134;15;464.0;723.0;-1121.0;15
-134;-14;494.0;830.0;-1070.0;-14
-134;-28;537.0;1006.0;?;-28
-134;-26;547.0;744.0;?;-26
-134;-35;561.0;817.0;?;-35
-134;-63;513.0;771.0;?;-63
-134;-52;562.0;873.0;?;-52
-134;2;563.0;850.0;?;2
-134;11;507.0;887.0;?;11
-134;6;534.0;918.0;?;6
-134;24;448.0;854.0;?;24
-134;23;470.0;814.0;?;23
-134;38;497.0;826.0;?;38
-134;13;516.0;528.0;405.0;13
-134;-16;939.0;834.0;2244.0;-16
-134;0;987.0;823.0;1077.0;0
-134;66;982.0;801.0;14.0;66
-134;38;979.0;802.0;-1462.0;38
-134;-14;994.0;817.0;73.0;-14
-134;35;992.0;830.0;852.0;35
-134;7;986.0;838.0;668.0;7
-134;-17;987.0;?;930.0;-17
-134;3;994.0;?;230.0;3
-134;-13;992.0;?;68.0;-13
-134;-15;978.0;?;140.0;-15
-134;-6;997.0;?;81.0;-6
-134;-4;988.0;832.0;64.0;-4
-134;-15;988.0;831.0;39.0;-15
-134;-9;977.0;850.0;-3.0;-9
-134;9;983.0;840.0;-7.0;9
-134;16;1012.0;864.0;-6.0;16
-134;15;1016.0;857.0;20.0;15
-134;12;1003.0;856.0;36.0;12
-134;26;1015.0;845.0;31.0;26
-134;14;1000.0;829.0;25.0;14
-134;9;972.0;839.0;5.0;9
-134;25;983.0;836.0;-30.0;25
-134;15;969.0;858.0;-45.0;15
-134;19;969.0;857.0;-43.0;19
-134;-11;973.0;854.0;16.0;-11
-134;-21;1005.0;855.0;30.0;-21
-134;11;990.0;853.0;17.0;11
-134;4;988.0;837.0;23.0;4
-134;3;979.0;851.0;62.0;3
-134;7;989.0;823.0;33.0;7
-134;2;974.0;854.0;24.0;2
-134;9;976.0;868.0;-27.0;9
-134;15;996.0;877.0;-79.0;15
-134;4;987.0;875.0;-53.0;4
-134;-6;982.0;870.0;-19.0;-6
-134;3;986.0;857.0;2.0;3
-134;-1;994.0;853.0;-12.0;-1
-134;-4;990.0;862.0;15.0;-4
-134;6;995.0;851.0;-23.0;6
-134;-6;977.0;841.0;16.0;-6
-134;-25;987.0;865.0;?;-25
-134;-21;986.0;845.0;?;-21
-134;-9;1006.0;875.0;?;-9
-134;-3;998.0;871.0;-10.0;-3
-134;6;998.0;899.0;5.0;6
-134;5;998.0;853.0;3.0;5
-134;-13;995.0;875.0;-13.0;-13
-134;-28;976.0;836.0;-11.0;-28
-134;-46;981.0;868.0;-9.0;-46
-134;-21;991.0;853.0;0.0;-21
-134;4;997.0;869.0;-4.0;4
-134;-16;999.0;869.0;-21.0;-16
-134;14;990.0;865.0;-10.0;14
-134;23;993.0;856.0;6.0;23
-134;-54;992.0;855.0;17.0;-54
-134;-61;986.0;845.0;2.0;-61
-134;50;981.0;883.0;-20.0;50
-134;51;984.0;875.0;-26.0;51
-134;-44;1007.0;836.0;10.0;-44
-134;1;989.0;869.0;4.0;1
-134;11;988.0;870.0;-6.0;11
-134;-30;997.0;854.0;-11.0;-30
-134;7;986.0;849.0;-9.0;7
-134;-12;977.0;836.0;-20.0;-12
-134;-33;981.0;869.0;-11.0;-33
-134;-1;988.0;870.0;1.0;-1
-134;23;988.0;864.0;-22.0;23
-134;6;1005.0;859.0;-15.0;6
-134;-4;997.0;857.0;-20.0;-4
-134;23;984.0;884.0;-6.0;23
-134;10;990.0;869.0;7.0;10
-134;12;979.0;839.0;-24.0;12
-134;31;984.0;815.0;-20.0;31
-134;20;997.0;877.0;-20.0;20
-134;4;998.0;881.0;12.0;?
-134;11;988.0;834.0;5.0;?
-134;25;988.0;848.0;25.0;?
-134;-14;997.0;873.0;21.0;?
-134;7;988.0;882.0;26.0;?
-134;28;999.0;874.0;31.0;?
-134;-38;979.0;829.0;31.0;?
-134;-24;973.0;856.0;0.0;?
-134;-5;990.0;859.0;20.0;?
-134;-30;988.0;896.0;8.0;?
-134;7;1007.0;882.0;38.0;?
-134;35;1002.0;830.0;94.0;?
-134;4;1031.0;845.0;26.0;?
-134;0;1006.0;862.0;46.0;?
-134;18;966.0;866.0;44.0;?
-134;5;986.0;855.0;17.0;5
-134;9;988.0;864.0;23.0;9
-134;-2;998.0;867.0;17.0;-2
-134;-26;987.0;871.0;-3.0;-26
-134;9;981.0;840.0;21.0;9
-134;-9;995.0;847.0;50.0;-9
-134;-60;981.0;842.0;69.0;-60
-134;-25;997.0;849.0;34.0;-25
-134;18;972.0;859.0;-3.0;18
-134;15;985.0;862.0;-7.0;15
-134;14;985.0;847.0;-13.0;14
-134;2;994.0;881.0;1.0;2
-134;-31;988.0;863.0;-20.0;-31
-134;2;968.0;845.0;-8.0;2
-134;8;975.0;819.0;-16.0;8
-134;-45;979.0;823.0;-20.0;-45
-134;-24;977.0;876.0;14.0;-24
-134;-24;996.0;854.0;1.0;-24
-134;-38;998.0;857.0;-26.0;-38
-134;-24;988.0;882.0;-13.0;-24
-134;-25;987.0;871.0;-20.0;-25
-134;2;979.0;831.0;-13.0;2
-134;7;991.0;845.0;-19.0;7
-134;3;996.0;827.0;-20.0;3
-134;4;982.0;822.0;-20.0;4
-134;9;979.0;841.0;-20.0;9
-134;26;976.0;864.0;-1.0;26
-134;25;988.0;865.0;16.0;25
-134;-7;1197.0;468.0;-55.0;-7
-134;16;1146.0;269.0;8.0;16
-134;25;1059.0;261.0;-62.0;25
-134;37;966.0;291.0;69.0;37
-134;12;769.0;375.0;508.0;?
-134;-18;670.0;498.0;840.0;?
-134;-12;606.0;536.0;707.0;?
-134;7;637.0;483.0;160.0;?
-134;24;701.0;391.0;-860.0;?
-134;32;779.0;377.0;-562.0;?
-134;39;840.0;418.0;9.0;?
-134;30;783.0;479.0;57.0;?
-134;67;756.0;483.0;-220.0;67
-133;169;737.0;533.0;-583.0;169
-130;229;773.0;357.0;-527.0;229
-127;270;837.0;494.0;-485.0;270
-122;346;841.0;69.0;-279.0;346
-116;435;830.0;830.0;-242.0;435
-110;723;810.0;-1364.0;-76.0;723
-106;890;696.0;-576.0;-75.0;890
-106;875;670.0;1181.0;-310.0;875
-101;1221;683.0;755.0;-223.0;1221
-97;1352;739.0;1015.0;-105.0;1352
-97;1198;894.0;1114.0;-65.0;1198
-96;1167;1093.0;1191.0;-124.0;1167
-96;1005;1062.0;1008.0;-214.0;1005
-96;504;1023.0;918.0;-246.0;504
-96;-258;1202.0;859.0;-223.0;-258
-98;-515;1119.0;853.0;-378.0;-515
-99;-391;1016.0;788.0;-697.0;-391
-102;-376;948.0;801.0;-587.0;-376
-106;-236;976.0;714.0;-259.0;-236
-108;-44;981.0;737.0;455.0;-44
-110;51;954.0;627.0;910.0;51
-112;45;931.0;920.0;166.0;45
-110;169;932.0;686.0;-533.0;169
-113;15;899.0;1726.0;-974.0;15
-126;-698;906.0;1307.0;-1403.0;-698
-136;-1022;900.0;870.0;-1471.0;-1022
-140;-1064;945.0;850.0;-1005.0;-1064
-143;-1409;996.0;1044.0;-480.0;-1409
-141;-1030;1276.0;988.0;-654.0;-1030
-143;-1410;1011.0;1094.0;-993.0;-1410
-151;-1723;991.0;932.0;-1078.0;-1723
-155;205;1199.0;1123.0;-815.0;205
-156;383;1212.0;888.0;-571.0;383
-157;?;1203.0;975.0;-562.0;-218
-157;?;1070.0;907.0;-710.0;372
-156;?;1077.0;919.0;-734.0;367
-155;?;891.0;936.0;-220.0;629
-154;?;657.0;757.0;542.0;804
-153;500;657.0;886.0;-810.0;500
-152;344;682.0;804.0;1211.0;344
-153;429;754.0;863.0;2145.0;429
-152;353;571.0;776.0;1488.0;353
-152;45;476.0;869.0;1595.0;45
-152;76;596.0;788.0;1664.0;76
-152;142;511.0;886.0;1429.0;142
-152;86;500.0;807.0;1000.0;86
-152;125;466.0;848.0;350.0;125
-152;104;574.0;962.0;439.0;104
-152;100;303.0;954.0;295.0;100
-151;182;514.0;957.0;635.0;182
-150;134;414.0;934.0;-70.0;134
-150;115;667.0;938.0;-441.0;115
-148;127;672.0;997.0;-105.0;127
-146;154;726.0;946.0;-226.0;154
-144;227;592.0;699.0;-307.0;227
-140;666;495.0;749.0;-211.0;666
-137;1764;535.0;978.0;182.0;1764
-133;1331;429.0;953.0;2.0;1331
-132;-939;403.0;895.0;-123.0;-939
-137;-1404;453.0;983.0;-675.0;-1404
-139;-21;650.0;1016.0;13.0;-21
-139;309;825.0;958.0;265.0;309
-140;143;816.0;976.0;-134.0;143
-141;423;841.0;985.0;-285.0;423
-142;183;882.0;998.0;-129.0;183
-143;-94;827.0;948.0;-250.0;-94
-143;24;802.0;902.0;-565.0;24
-144;-205;874.0;781.0;-1043.0;-205
-145;-261;875.0;778.0;-1109.0;-261
-146;-48;876.0;829.0;-585.0;-48
-148;-456;845.0;771.0;-387.0;-456
-150;-895;821.0;?;-813.0;-895
-152;-568;683.0;?;-905.0;-568
-153;-10;675.0;?;-882.0;-10
-153;204;552.0;?;-1130.0;204
-154;51;536.0;?;-1356.0;51
