InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
?;593;1;?;24;7;-7;-827;8;24;-18;-7
-4;597;5;0;17;9;49;-828;4;?;-21;49
-23;593;2;-3;27;11;9;-828;23;27;-18;?
?;595;1;1;26;9;-23;-830;-17;26;-21;-23
35;597;4;-2;12;13;3;-829;-35;?;-22;3
-31;595;3;0;-12;11;5;-824;31;-12;-17;5
-30;596;3;3;?;9;-6;-824;30;-4;-17;-6
4;596;3;0;18;12;3;-827;-4;18;-19;3
-1;593;-3;-3;-9;14;19;-833;1;-9;?;19
9;594;-2;2;?;?;11;-831;-9;-17;-22;11
-6;?;8;10;14;3;?;-820;6;14;-17;-21
-10;598;2;-4;7;15;-3;-831;10;7;-24;-3
?;597;2;-2;17;13;28;?;-5;?;-22;28
13;598;5;4;37;9;10;-822;-13;37;-17;10
8;595;-3;-6;14;18;-1;-835;-8;14;-25;-1
-12;598;0;4;5;9;16;-830;12;5;-22;16
6;600;2;5;6;8;22;-826;-6;6;-21;22
3;598;1;-2;3;15;10;-828;-3;3;-21;10
4;603;9;?;-17;12;11;-820;-4;-17;-18;11
6;601;4;?;-20;12;20;-824;-6;?;-20;20
?;599;0;-2;6;14;18;-830;11;6;-24;18
8;601;4;-1;-2;12;1;-827;-8;-2;-22;1
-11;594;?;2;-13;8;-6;-823;11;-13;-16;-6
-25;602;5;3;-19;9;8;-825;25;-19;-21;8
-6;603;5;3;-4;8;2;-826;6;?;-23;2
-15;594;-3;5;18;5;?;-826;15;18;-17;1
-11;599;1;1;?;10;18;-828;11;16;-22;18
0;597;-1;-2;9;12;3;-830;0;9;-23;3
-10;599;2;1;-8;10;-18;-826;10;-8;-21;-18
-12;?;1;-5;6;15;-23;?;12;6;-21;-23
?;594;-4;-8;-26;17;1;-830;9;-26;-21;1
17;597;-1;0;-22;10;17;?;?;-22;-20;17
21;597;-3;3;46;7;-2;-828;-21;46;-21;-2
-20;597;?;-3;-10;12;-10;-830;20;-10;-22;-10
-6;595;-3;-4;-37;14;-22;-828;6;-37;-20;-22
-10;597;-1;?;-15;6;-6;-822;10;-15;-17;-6
3;?;5;8;-10;5;24;-823;-3;-10;-21;24
43;601;1;-3;5;15;2;-829;-43;5;-24;2
1;597;-2;?;-14;12;-12;-826;-1;-14;-19;-12
-25;600;0;6;-10;6;20;-823;25;-10;-18;20
-15;600;-1;-3;2;15;38;-830;15;2;-25;38
0;596;-3;-6;-17;17;9;-829;0;-17;-22;9
26;594;-3;0;-23;12;0;-826;-26;-23;-18;0
-8;593;-8;-3;-2;12;7;-833;8;-2;?;7
-4;595;-5;-2;-4;12;-2;-833;4;-4;-23;-2
49;602;5;1;-19;11;6;-826;-49;-19;?;6
-19;600;2;1;9;12;8;-827;19;9;-23;8
-27;598;1;1;?;11;14;-826;27;6;-20;14
31;598;0;0;-1;12;14;-827;-31;-1;-21;14
8;597;-4;0;15;11;-15;-832;-8;15;-24;-15
19;599;-1;0;-3;11;-14;-829;-19;-3;-22;-14
17;599;2;-3;2;15;14;-824;-17;2;-19;14
-1;606;7;3;-3;12;13;-823;1;-3;-22;13
-3;603;1;5;-19;8;-16;-825;3;-19;?;-16
-14;599;-3;2;4;10;?;-827;14;4;-22;-2
-12;605;5;5;15;9;17;-821;12;15;-20;17
-12;601;2;4;-2;9;?;-821;12;-2;-18;-10
-12;601;0;1;-17;11;0;-826;12;-17;-22;0
-16;603;3;1;-2;?;17;-824;?;-2;-21;17
-27;?;3;0;7;12;20;-824;27;7;-21;20
-18;?;2;2;6;11;13;-823;18;6;-20;13
0;601;3;2;-7;12;-13;-822;0;-7;-18;-13
18;606;5;0;-25;14;-13;-826;-18;-25;-24;-13
24;607;5;6;-8;?;-11;?;-24;-8;-22;-11
-29;607;8;3;-14;11;-5;-818;29;-14;-19;-5
-38;600;-1;-4;-23;16;17;-829;38;-23;-24;17
-23;598;-3;1;-1;10;14;-830;23;-1;-23;?
-10;605;7;5;-16;9;-2;-822;?;-16;-20;-2
41;598;0;1;-27;11;-11;-825;-41;-27;-19;-11
-9;?;0;-3;-7;14;-15;-827;9;-7;-20;-15
-29;603;5;4;-17;8;3;-824;29;-17;-22;3
29;602;1;9;-42;2;24;-826;-29;-42;-23;24
-4;603;3;8;-29;?;15;-825;4;-29;-22;15
-33;597;1;3;-15;7;8;-824;33;-15;-17;8
3;594;?;?;-16;15;17;-827;-3;-16;-18;17
5;600;2;0;-5;10;25;-827;-5;-5;-22;25
?;593;-1;1;-14;9;27;-823;37;-14;-15;27
-19;594;0;0;-26;11;-9;-825;19;-26;-17;-9
-4;600;1;5;-11;5;?;-831;4;-11;-24;-18
-23;589;-5;-6;5;13;-2;-831;23;5;-18;-2
5;596;3;-8;15;17;-30;-828;-5;?;-20;-30
?;603;?;3;10;7;-10;-829;5;10;-25;-10
-34;596;-1;2;3;7;13;-831;34;3;-23;13
-12;594;0;-1;9;10;-11;-832;12;9;-22;-11
-1;592;-2;-1;16;9;-11;-833;1;16;-22;-11
-1;593;-2;-1;16;9;-12;-833;?;16;-22;-12
8;594;1;0;6;9;-21;-829;-8;6;-20;-21
12;588;-6;-4;6;12;-24;-834;?;6;-20;-24
3;588;-3;-6;-5;15;-17;-830;-3;-5;-18;-17
-20;592;2;0;-33;9;-12;-825;20;-33;-16;-12
-20;594;2;3;-19;6;-11;-828;20;-19;?;-11
9;599;10;4;14;7;7;-823;-9;14;-17;7
-2;599;9;5;-5;5;19;-822;2;-5;-17;19
-27;598;6;2;-19;8;4;-826;27;-19;-20;4
-7;594;3;?;?;4;-25;-824;7;12;-16;-25
13;591;1;2;-10;7;-12;-825;-13;-10;-15;-12
10;595;3;-9;-45;18;19;-831;-10;-45;-22;19
10;597;1;0;?;9;10;-831;-10;-26;-23;10
-4;595;3;3;-40;6;-1;-824;4;-40;-17;-1
-17;594;2;-2;-39;9;-10;-826;17;-39;-17;-10
24;592;-1;0;-14;6;-29;-827;-24;-14;-18;-29
39;594;1;0;-5;6;?;-826;-39;-5;-17;2
9;597;3;-5;-28;10;27;-828;-9;-28;-21;27
9;596;2;-8;-39;12;10;?;-9;-39;-21;10
16;592;-4;-3;18;7;10;-832;-16;18;-21;10
38;597;2;?;-2;5;1;-829;-38;-2;-22;1
30;597;5;-5;-41;9;25;-825;?;?;-19;25
-6;595;1;-9;-5;12;?;-829;?;-5;-21;16
12;601;4;-8;-6;13;-32;-830;-12;-6;-24;-32
24;601;5;?;-16;10;3;-826;-24;-16;-22;3
-10;601;5;-1;-6;8;-9;-825;?;-6;-21;-9
-35;599;3;-5;-6;11;-19;-827;35;-6;-22;-19
-22;599;2;-1;1;8;19;-827;22;1;-21;19
19;595;0;-3;21;?;?;-829;-19;21;-20;-12
20;591;-4;-4;36;11;10;-830;-20;36;-19;10
-19;599;4;3;14;?;54;-827;19;14;-21;54
-6;601;?;-9;-19;23;-28;-824;6;-19;-20;-28
-12;596;4;-3;-7;11;-28;-828;12;-7;-20;-28
-2;593;-1;3;-24;4;7;-830;2;-24;-20;?
-4;589;?;1;-25;3;-1;-833;4;-25;-20;-1
-30;591;2;4;-25;2;7;-825;30;-25;-15;7
-27;593;6;2;-21;4;-5;-823;27;-21;-15;-5
-7;593;1;-5;-13;10;-19;-832;7;?;-22;-19
-13;595;2;-1;-15;7;20;-832;13;-15;-22;20
-23;593;3;-2;-24;9;3;-828;23;-24;-19;3
?;594;5;?;-29;12;-32;-827;13;-29;-19;-32
-9;596;5;-5;-7;10;-18;-830;9;-7;-22;-18
10;597;3;-2;8;8;7;-833;-10;8;-25;7
3;596;2;2;-10;4;-10;-832;-3;?;-23;-10
-22;593;?;2;?;3;-9;-833;22;-14;-22;-9
-4;593;?;1;-13;3;27;-835;?;-13;-23;27
1;595;3;-1;-33;6;6;-831;-1;?;-22;?
-4;593;4;-4;-25;9;2;-830;?;-25;-20;2
-21;593;2;1;-10;4;3;-833;21;?;-23;3
-16;595;3;6;-1;-1;-12;-829;16;-1;-20;-12
-2;591;2;-3;5;8;8;-831;2;5;-19;8
-31;590;-1;-7;3;10;-15;-837;31;3;-24;-15
-11;593;4;2;33;4;-27;-829;11;33;-20;-27
?;590;1;-2;?;7;16;-832;6;14;-21;16
-25;592;-1;-6;-24;10;2;-840;25;-24;-28;2
-9;592;-1;-4;-25;7;-36;-838;9;-25;-26;-36
-23;589;-3;-3;-25;5;-32;-839;?;-25;-24;-32
-26;595;4;2;-7;3;-25;-833;26;-7;-23;-25
-5;589;2;-4;-12;8;-1;-833;5;-12;-21;-1
?;587;0;?;-4;6;11;-832;0;-4;-19;11
?;592;5;9;23;-3;8;-826;0;23;-16;8
-3;591;3;4;13;1;7;-830;3;13;-18;7
-22;591;1;-3;6;7;8;-837;22;6;-24;8
-27;590;0;-3;6;8;12;-837;27;6;-24;12
1;595;4;2;5;4;-16;-835;-1;5;-26;-16
13;592;2;7;7;-1;-8;-832;-13;7;-21;-8
7;580;-7;3;2;0;23;-830;-7;2;-13;23
?;588;-2;3;-17;1;-8;-833;16;-17;?;-8
-13;?;4;5;-15;1;-4;-833;13;-15;-23;-4
15;586;-2;-1;13;5;30;-833;-15;13;-19;30
-21;590;-1;0;5;4;4;-835;21;5;-23;4
6;596;6;3;-3;3;9;-831;-6;-3;-23;9
23;591;2;2;?;3;10;-831;-23;25;-19;10
?;589;-1;3;9;1;-23;-832;37;9;-19;-23
-15;589;-1;0;-33;5;5;-834;15;-33;-21;5
1;587;-4;-6;-22;10;14;?;-1;-22;-24;14
-1;585;-2;-3;-5;7;-6;-833;1;-5;-18;-6
-10;586;?;-5;-4;9;-17;-836;10;-4;-22;-17
-19;589;-3;-4;-7;8;-4;-842;19;-7;-28;-4
25;587;-1;3;-26;1;5;-834;-25;-26;-19;?
25;585;-3;3;-18;-1;-39;-836;-25;-18;-20;-39
-17;583;-5;6;?;?;-43;-835;17;6;-18;-43
-18;584;?;2;-2;-1;-7;-829;18;-2;-15;-7
-9;584;-2;0;-1;0;16;-836;9;-1;-20;16
-13;580;-6;1;-11;-3;-1;-837;13;-11;-19;-1
-23;584;0;-4;-23;4;-22;-835;23;-23;-18;-22
-24;589;2;0;3;0;-4;-838;24;3;-24;-4
-10;585;?;1;-5;-1;-10;-837;10;-5;-21;-10
-24;587;4;-5;-18;?;-3;-836;24;-18;-22;-3
-5;587;3;2;8;-1;7;-835;5;8;-20;7
20;583;1;3;-1;-4;-17;-833;-20;-1;-16;-17
-25;589;5;-3;-14;3;0;?;25;-14;-23;0
-37;586;2;0;?;0;12;-835;?;-3;-20;12
-20;582;?;0;-27;-1;-27;-833;20;-27;-16;-27
-33;587;3;3;-31;-4;-22;-836;33;-31;-22;-22
-24;584;0;2;-2;-4;-14;-839;24;?;-23;-14
5;581;-3;2;22;-4;-5;-838;-5;22;-20;-5
22;585;0;3;47;-5;39;-839;-22;47;-22;39
41;584;2;-8;32;7;40;?;-41;32;-21;40
39;585;6;0;12;2;34;-826;?;12;-12;34
20;590;8;2;23;2;8;-827;-20;?;-16;8
5;586;0;-6;3;8;-17;-840;-5;3;?;-17
1;581;-5;0;-13;0;-10;-837;-1;-13;-19;?
21;585;0;-2;5;3;8;?;-21;5;-21;8
34;590;?;-2;-8;4;23;-840;-34;-8;-26;23
6;591;7;3;-37;0;-26;-828;-6;-37;-17;-26
-26;592;8;1;-48;0;-33;-826;26;-48;-16;-33
-16;588;-3;-5;-21;1;7;?;16;-21;-27;7
?;?;-11;3;-6;-10;-19;-846;13;-6;-27;-19
-2;583;-10;12;-5;-19;-14;-843;2;?;-25;?
48;?;-4;5;53;-10;57;-840;-48;53;-24;57
45;589;3;0;81;-1;62;-831;-45;81;-19;62
27;588;5;-1;74;3;18;-827;-27;74;-15;18
36;590;4;2;76;-1;64;-829;-36;76;?;64
46;591;2;-1;52;4;82;?;-46;52;-21;82
64;591;4;-15;36;23;21;-829;-64;36;-18;21
43;600;15;-9;17;23;27;-819;-43;17;-16;27
21;601;7;?;-27;13;5;-829;-21;-27;-25;5
54;591;-7;-3;-25;11;?;-837;-54;-25;-25;-12
60;?;-2;-4;0;12;-5;-829;-60;0;-19;-5
43;595;0;-4;7;13;-21;-828;-43;7;-19;-21
44;597;1;4;25;6;6;-821;-44;25;-14;6
25;604;9;6;13;4;2;-815;-25;13;-14;2
22;594;-5;-1;-6;7;6;-828;-22;-6;-19;6
14;590;-9;-1;5;7;20;-830;-14;5;-19;20
15;601;1;5;33;5;4;?;-15;?;-21;4
31;601;-1;6;22;3;21;-826;-31;22;-21;21
12;601;2;2;4;9;30;-820;?;4;-16;30
31;599;-2;-2;47;12;-15;-825;?;47;-20;-15
51;598;-6;-1;56;9;-49;-830;-51;56;-23;-49
?;599;-3;-7;64;18;-1;-826;-35;64;-21;-1
32;605;2;-16;?;32;41;-825;-32;38;-23;41
20;615;12;-2;-36;23;6;-815;-20;-36;-21;6
-8;617;13;9;5;13;-13;-809;8;5;-17;-13
-17;617;8;3;?;19;?;-818;?;37;-25;-6
1;611;2;0;2;19;-28;-822;-1;2;-25;?
-13;605;-2;-5;-2;22;-29;-821;13;-2;-21;-29
-33;613;5;-4;7;?;-38;-820;?;7;-25;-38
-11;618;11;2;5;18;-30;-816;11;5;-23;-30
-17;608;2;-1;-3;18;32;-819;17;?;-20;32
-39;605;-3;4;-10;12;27;-821;39;-10;-20;27
-6;608;-1;4;-16;12;19;-822;6;-16;-23;19
31;612;4;-4;9;21;4;-823;-31;9;-26;4
13;614;6;-1;25;?;-35;-821;-13;25;-25;-35
-23;611;2;-1;26;18;-12;?;23;26;?;-12
-26;610;1;-1;31;?;-9;-822;26;31;-23;-9
0;612;?;?;-9;14;-12;-821;0;-9;-24;-12
20;611;1;0;5;16;15;-821;-20;5;-23;15
18;603;-4;-6;21;?;13;-819;-18;21;-18;13
-7;607;-4;-4;?;19;-4;-823;7;-20;-22;-4
-33;619;?;2;-15;14;-2;-824;33;-15;-30;-2
-18;611;2;1;-6;14;7;-818;18;-6;-21;7
2;607;-1;-5;8;20;10;-819;-2;8;-20;10
-13;608;-3;-2;23;17;-3;-822;13;23;-23;-3
-21;604;-5;1;46;14;-28;-821;21;46;-19;-28
3;612;5;0;39;18;-6;-817;-3;39;-21;-6
1;619;10;1;-4;20;9;-815;-1;-4;-23;9
-39;614;1;0;13;18;-29;?;39;13;-26;-29
-28;610;-2;4;-6;13;-15;-822;28;-6;-24;-15
28;605;-4;4;-29;12;-5;-822;-28;-29;-21;-5
21;603;-3;-5;-11;21;-24;-820;-21;-11;-18;-24
-14;612;?;-5;-28;23;13;-816;14;-28;-20;13
-22;615;4;?;?;11;11;-821;22;-26;-26;11
-21;603;-6;13;8;?;-13;-821;21;8;-18;-13
17;601;-4;3;29;12;44;-819;-17;29;-16;44
7;607;-1;0;42;16;45;-823;-7;42;-23;45
11;609;0;1;46;17;16;-822;-11;46;-23;16
40;611;5;?;46;26;27;-820;-40;46;-22;27
-17;611;4;-5;29;26;1;-820;?;29;-22;1
-15;607;2;-5;-2;27;2;-819;15;-2;-20;2
11;?;6;-4;-1;27;4;-813;-11;-1;-15;4
-14;611;6;4;-20;20;-23;-813;14;-20;-17;-23
-24;606;-4;1;-32;18;-21;-822;24;-32;-22;-21
-34;601;-11;-3;-15;17;-34;-828;34;-15;-23;-34
-35;604;-9;5;-33;10;?;-827;35;?;-23;-27
2;607;-4;7;-5;8;9;-822;-2;-5;-22;9
48;611;2;1;36;14;-10;-821;-48;?;-24;-10
22;611;3;-3;?;20;3;-821;-22;10;-24;3
1;611;1;-4;11;22;10;-822;-1;11;-24;10
9;613;2;-5;25;24;-44;-822;-9;25;-25;-44
-29;611;2;-1;-1;21;-29;-817;29;-1;-20;-29
-23;612;-1;6;11;?;-4;-822;23;11;-25;-4
-1;604;-8;6;41;9;7;-824;1;41;-22;7
?;606;?;-4;?;22;21;-824;-2;30;-23;21
10;615;7;-3;41;24;17;-819;-10;41;-24;17
-12;611;9;5;35;18;-3;-807;12;35;-12;-3
-31;614;10;3;-19;21;-39;-812;31;-19;-18;-39
-48;613;7;5;-19;18;-35;-817;48;-19;?;-35
-63;608;3;?;-25;16;-36;-819;63;-25;-20;-36
-66;604;1;-2;-50;20;-20;-822;66;-50;-21;-20
-49;601;0;2;-29;15;-4;-821;49;-29;-18;-4
-12;607;5;2;-15;16;-22;-822;12;-15;-21;-22
-16;605;6;-1;-37;18;-12;-820;16;-37;?;-12
-54;599;5;-1;-75;15;-37;-819;54;-75;-15;-37
-71;607;11;-2;-89;17;-57;?;71;-89;-21;?
-67;595;3;-2;-87;13;-57;-819;67;-87;-13;-57
-109;587;-4;?;-110;12;-88;-831;109;?;-17;-88
-132;?;1;?;-116;8;-93;-839;132;-116;-29;-93
-91;585;-2;7;-104;-12;-93;-830;91;-104;-15;-93
-111;588;-3;4;-111;-17;-76;-844;111;-111;-29;-76
-107;579;-10;5;-81;-25;-24;-849;107;-81;-29;-24
?;564;-18;14;-46;-38;-17;-843;69;-46;-15;-17
-62;577;-11;7;-16;-30;-19;-855;62;-16;-31;-19
-5;576;-5;3;53;-24;25;-848;5;53;-25;25
18;573;0;-1;65;-16;41;-838;-18;65;-15;41
-19;576;0;-7;56;-9;35;-844;19;56;-22;35
-38;584;6;4;102;-15;39;-841;38;102;-24;39
-30;581;6;1;59;-9;19;?;30;59;-21;19
-35;567;-4;-10;-16;-1;-3;-843;35;-16;-15;-3
-35;569;-3;2;-5;-12;6;-839;35;-5;-14;6
-2;571;-1;1;-26;-10;7;-840;2;-26;?;7
?;574;3;-4;-30;-5;-19;-839;19;-30;-16;-19
-31;574;0;4;-7;-14;8;-841;31;-7;-19;8
-5;571;-4;2;?;-14;9;?;5;-17;-23;9
?;575;1;0;-2;-11;-22;-847;?;-2;-24;-22
9;574;-2;0;?;-11;-4;-849;-9;7;-24;-4
19;574;0;?;-11;-8;-18;-845;?;-11;-21;-18
25;578;5;2;-12;-13;-9;-841;-25;?;-21;-9
15;582;6;0;2;-10;11;-845;?;2;-26;11
13;579;1;0;5;-12;12;?;-13;5;-25;12
21;569;-9;14;7;-28;39;-841;-21;7;-15;39
20;572;-5;13;32;-27;23;-839;-20;32;-15;23
29;?;2;5;46;-18;12;-841;-29;46;-22;12
-13;579;2;4;8;-16;25;-837;13;8;-18;25
-26;577;-2;-1;4;-10;9;-842;26;4;-21;9
17;576;-2;-9;27;-1;13;-846;-17;27;-23;13
-1;574;0;-6;5;-1;28;-837;1;5;-14;28
3;578;0;2;10;-8;3;-840;-3;10;-19;3
?;581;2;2;38;-8;-8;-841;-32;38;-22;-8
-16;?;-2;-1;8;-7;5;-837;16;8;-15;5
-20;?;-9;-6;-57;-5;-13;-847;20;-57;-21;-13
26;576;-4;-4;-43;-6;-19;-850;-26;-43;-27;-19
10;577;0;?;6;-15;8;-843;-10;6;-22;8
7;575;-2;5;5;-16;10;-843;-7;5;-20;10
5;576;0;1;23;-11;0;-841;-5;23;-20;0
-38;571;-3;-5;12;-5;-4;-842;38;12;-18;-4
-32;570;-5;-4;-2;-7;1;-845;?;-2;-19;1
17;578;2;-1;16;-8;-6;-843;-17;16;-22;-6
11;578;3;-6;-14;-3;-32;?;-11;-14;-20;-32
-22;575;-1;1;?;-10;-12;-841;22;-27;-19;-12
4;577;-5;5;-12;?;21;-851;?;-12;-29;21
27;574;-5;-4;7;-8;1;-849;-27;7;-25;1
-2;575;3;-3;18;-6;-12;-838;2;18;-16;-12
-9;584;7;5;29;-12;-1;-839;9;?;-22;?
0;582;4;4;37;-11;7;-841;0;37;-22;7
-18;?;1;-6;11;-3;26;-842;?;11;-20;26
-24;575;1;-10;5;?;28;-843;24;5;-21;28
-22;574;0;-4;-4;-5;30;-842;22;-4;-19;30
-19;?;?;1;-31;-10;?;-844;19;-31;-22;5
2;579;0;2;-22;-11;-21;-845;-2;-22;-24;-21
11;574;-3;1;-14;-11;-3;-843;-11;-14;-20;?
8;572;-4;-2;-23;-9;-17;-843;-8;?;-19;-17
21;576;3;?;-17;-3;-16;-839;-21;-17;-18;-16
13;581;6;-6;10;-2;6;-840;-13;10;-22;?
-3;579;?;3;11;-12;9;-845;3;11;-25;9
0;573;?;4;-16;-15;18;-840;0;-16;?;18
9;575;1;0;-16;-9;1;-837;-9;-16;?;1
17;580;1;3;2;-13;4;-842;-17;2;-22;4
-6;580;1;0;16;-10;45;-841;6;16;-22;?
15;579;3;-2;33;-7;9;-837;-15;33;-18;9
-4;582;4;-1;16;-6;-37;-840;4;16;-22;?
-5;?;2;-4;-15;-3;-10;-845;5;-15;-26;-10
?;576;-2;?;1;-7;7;-842;-73;1;-20;7
24;577;2;-4;19;-2;17;-837;-24;19;-16;17
35;?;6;-9;3;4;10;-837;-35;3;-19;10
33;574;-1;-4;?;-2;-7;-838;-33;-5;-16;-7
-26;580;3;2;-6;-8;0;-836;26;-6;-18;0
11;589;10;5;-25;-9;-2;-837;-11;?;-23;-2
-16;581;1;6;-27;-13;-3;-840;16;-27;-21;-3
-11;578;-1;6;0;-14;6;-842;11;0;-22;6
-2;579;-1;0;0;-10;8;-844;2;0;?;8
-8;580;0;-2;-18;-7;8;-845;8;-18;-25;8
-5;580;0;4;17;-13;9;-842;5;17;-22;9
-22;576;-2;4;36;-13;29;-839;22;36;-17;29
17;587;8;1;6;-7;50;-840;-17;6;-25;50
1;588;8;2;40;-7;16;-841;-1;40;-26;16
-12;581;6;0;55;-6;-16;-839;?;55;-21;-16
-23;580;3;4;7;-9;-6;-840;23;7;?;-6
-42;580;1;3;-15;-10;11;-843;42;-15;-23;11
-22;585;9;?;-4;-5;18;?;22;?;?;18
-58;585;9;7;9;-11;2;-836;58;9;-20;2
-69;575;1;1;-22;-9;-16;-842;69;-22;-20;-16
-66;567;-7;5;-30;-15;-23;-847;66;-30;-19;-23
-11;566;-12;7;12;-19;18;-854;11;12;-25;18
70;574;0;-9;24;1;33;-853;-70;24;-28;33
45;577;8;-13;-4;8;-11;-841;-45;-4;-20;-11
48;580;9;-8;-39;3;-14;-837;-48;-39;-18;-14
41;593;23;2;-63;-4;-28;-824;-41;-63;-15;-28
-28;584;12;4;-93;-11;-44;-828;28;-93;-14;-44
-42;571;-5;2;-106;-16;-11;-840;42;-106;-16;-11
-47;573;-3;1;-106;-15;-29;-839;47;-106;-16;-29
-56;570;-8;0;-97;-19;-53;-847;56;-97;-20;-53
-17;578;-1;13;-60;-31;-17;-841;17;-60;-21;-17
-22;582;4;13;-59;?;-23;-840;22;-59;-22;-23
-30;567;-14;13;-56;-41;-32;-849;30;-56;-22;-32
-4;562;-18;17;-6;-47;?;-852;4;-6;-22;-19
0;570;-8;?;41;-37;15;-851;0;41;-25;?
10;572;-5;12;76;-38;67;-846;-10;76;-21;67
12;569;-7;7;62;-31;39;-845;-12;62;-20;39
11;572;-1;2;18;-23;26;-842;-11;18;-19;26
7;578;1;4;30;-24;15;-846;-7;30;-25;15
-1;578;1;2;44;-21;-17;-847;?;44;-26;-17
11;573;2;4;2;-22;-1;-837;-11;2;-14;-1
3;573;-1;3;-15;-22;8;-840;-3;?;-17;8
-9;575;0;2;-11;?;12;-842;9;-11;-20;12
22;568;-5;5;-24;-26;-12;-839;-22;-24;-14;-12
3;570;-5;5;?;?;-16;-842;-3;-17;-18;-16
-22;573;?;5;-3;-29;11;-845;22;-3;-22;11
-12;574;-5;10;-15;-36;-25;-845;12;-15;-22;-25
-23;581;2;12;0;-37;-38;-843;23;0;-24;-38
17;573;-4;7;40;-34;16;-845;-17;40;?;16
31;568;-8;6;43;-34;25;-844;-31;43;-18;25
2;570;-6;4;35;-30;22;-846;-2;35;-20;22
16;570;-5;6;?;-30;40;-843;-16;36;-18;40
21;580;8;3;37;-23;28;-835;-21;37;-16;?
4;582;9;-9;46;-10;10;-839;-4;46;-21;10
-7;577;1;-8;24;-11;5;?;7;24;-21;5
18;573;0;-9;-16;-10;7;-839;-18;-16;-16;?
11;575;-3;?;-7;-20;-31;-842;-11;-7;-20;-31
-11;579;-3;8;-9;-29;-21;-845;11;-9;-25;-21
11;576;1;-2;-35;-19;28;-839;-11;-35;-17;28
-4;574;-1;?;-27;-24;-22;-839;4;-27;-17;-22
-24;579;-3;0;-25;-25;-28;-851;24;?;-30;-28
-21;574;-4;-4;-18;-24;-3;-849;21;-18;-25;-3
-42;568;-6;2;-16;-29;?;-842;42;-16;-16;-17
?;570;-5;-1;-8;?;-11;-843;25;-8;-18;-11
10;570;-2;-5;45;-19;-12;-845;-10;45;-19;-12
-16;570;-5;-8;54;-17;-6;-853;16;?;-25;-6
-9;566;-9;-4;26;-20;1;-850;?;26;-22;1
33;574;-1;-4;34;-16;-4;-850;-33;34;-26;-4
44;585;10;-3;30;-14;17;-845;-44;30;-28;17
28;580;6;4;15;-20;13;-839;-28;15;-20;13
-9;576;-1;1;?;-20;-12;-845;9;7;?;-12
-32;574;0;1;-28;-20;-22;-841;32;-28;-18;-22
-19;573;-4;6;-29;-28;-66;-847;19;-29;-23;-66
21;577;-2;7;0;-29;-21;-850;-21;0;-28;-21
9;576;2;10;4;-31;49;-840;-9;4;-19;49
-21;576;?;9;-5;-31;25;-844;21;-5;-22;25
8;574;-2;-1;-5;-22;18;-847;-8;-5;-23;18
7;565;-7;-7;12;-18;9;-846;-7;12;-17;9
-7;565;-9;-7;26;-16;15;-851;7;26;-22;15
12;571;-5;-2;43;-19;12;-851;-12;?;-26;12
19;571;-2;1;8;-21;13;-842;-19;8;-17;13
-15;572;0;-1;-34;-17;26;-842;15;-34;-17;26
-16;573;-1;0;-8;-19;-8;-845;?;-8;-21;-8
41;574;3;-2;3;-17;-10;-839;-41;3;-17;-10
5;579;5;-2;23;-16;0;-841;-5;23;-22;0
-44;580;2;4;35;-22;-23;-845;44;35;-25;-23
-11;576;1;3;9;-23;-20;-842;11;9;?;-20
-1;573;-2;3;-5;-24;-35;-846;1;-5;-21;-35
-2;573;-3;3;-7;-24;-38;-845;2;-7;-21;-38
24;579;5;-1;28;-19;21;-844;-24;28;-24;21
39;579;1;5;34;-26;7;-845;-39;34;-25;?
22;570;-8;10;25;-33;-5;-845;?;25;-20;-5
11;573;-2;0;24;-22;32;-845;-11;24;-21;32
?;573;-2;-6;16;-15;?;-848;-22;16;?;-4
23;572;-3;-6;18;-16;-9;-848;-23;18;-22;-9
4;584;11;-7;-15;-10;29;-842;-4;-15;-25;29
-44;583;11;-3;-24;-11;1;-839;44;-24;-22;1
-70;576;7;0;-34;-17;-48;?;70;-34;-15;-48
-65;577;?;4;-38;-24;-34;?;65;-38;-23;-34
-55;565;-18;13;?;-38;8;-864;55;17;-33;8
-2;559;-18;9;43;-37;26;-862;2;43;-27;26
54;567;-3;-2;69;-20;46;-852;-54;69;-24;46
71;575;9;1;71;-16;72;?;-71;71;-16;72
55;578;13;-4;47;-8;57;-833;-55;47;-14;57
12;576;8;?;2;-1;22;-842;-12;2;-20;22
-33;574;2;-4;-64;-9;-12;-843;33;-64;-19;-12
-38;572;-2;-4;-54;-12;-43;-848;38;-54;-23;-43
-13;567;-6;4;-26;-23;-17;-846;13;-26;-19;-17
-22;570;-2;15;-22;-34;-1;-841;22;-22;-17;?
-30;573;?;?;-7;-33;-14;-851;30;-7;-27;-14
