InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK accY;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accY;Accelerometer RKN^ accX;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX
-2;?;-538.0;-1256.0;622.0;-93.0;-1510.0;130.0;20.0
-2;-235.0;-533.0;?;645.0;-120.0;-1671.0;87.0;38.0
-6;-229.0;-514.0;-725.0;620.0;-108.0;-1679.0;51.0;?
-4;?;-519.0;-525.0;616.0;-213.0;-1500.0;29.0;1.0
-17;-202.0;-520.0;-314.0;636.0;-53.0;-1176.0;2.0;-7.0
-6;-186.0;-568.0;-230.0;665.0;-139.0;-724.0;37.0;-34.0
-6;-170.0;-609.0;?;679.0;-217.0;-245.0;48.0;-45.0
-8;-190.0;-626.0;151.0;699.0;-204.0;101.0;145.0;?
-6;-249.0;-650.0;194.0;692.0;-195.0;159.0;200.0;-46.0
?;-267.0;-659.0;?;736.0;-200.0;151.0;162.0;-77.0
-7;-226.0;-655.0;247.0;719.0;-181.0;18.0;139.0;-55.0
-8;-217.0;-648.0;163.0;757.0;-192.0;111.0;?;-55.0
-7;-214.0;-657.0;82.0;740.0;-176.0;325.0;83.0;-51.0
-9;-235.0;-662.0;-19.0;715.0;?;427.0;131.0;-48.0
-9;-199.0;-642.0;-77.0;741.0;-156.0;441.0;154.0;-30.0
?;-186.0;-644.0;-22.0;756.0;-156.0;220.0;118.0;-38.0
-7;-173.0;-662.0;24.0;772.0;-160.0;247.0;135.0;-18.0
-6;-148.0;-684.0;45.0;808.0;-186.0;265.0;165.0;-22.0
-1;-163.0;-694.0;36.0;828.0;-174.0;?;161.0;-36.0
-4;-156.0;-718.0;80.0;?;-170.0;328.0;164.0;-16.0
-6;-173.0;-750.0;?;835.0;-178.0;170.0;155.0;?
-1;-167.0;-751.0;145.0;849.0;-176.0;100.0;187.0;-7.0
-1;-158.0;-777.0;58.0;889.0;-161.0;161.0;219.0;11.0
-4;-161.0;-761.0;156.0;838.0;-169.0;112.0;224.0;18.0
-4;-159.0;-749.0;?;830.0;-172.0;93.0;194.0;27.0
1;-159.0;-734.0;88.0;767.0;-161.0;109.0;157.0;22.0
2;-156.0;-769.0;108.0;773.0;-171.0;-20.0;187.0;76.0
-1;-176.0;-784.0;111.0;836.0;-171.0;-148.0;245.0;82.0
0;-175.0;-818.0;99.0;923.0;-172.0;-120.0;261.0;68.0
0;-176.0;-855.0;-23.0;957.0;?;-11.0;280.0;75.0
0;-176.0;-818.0;-53.0;1007.0;-194.0;-16.0;298.0;78.0
-1;-181.0;-843.0;-70.0;1056.0;-202.0;-72.0;237.0;38.0
-1;-181.0;-881.0;-84.0;1050.0;-175.0;-118.0;267.0;60.0
-1;?;-862.0;-159.0;1058.0;-143.0;-322.0;388.0;65.0
-2;-201.0;?;-238.0;1019.0;-135.0;?;391.0;46.0
2;-192.0;-842.0;-340.0;1024.0;-98.0;-355.0;321.0;52.0
8;-205.0;-798.0;-429.0;997.0;?;-330.0;263.0;70.0
8;-198.0;-744.0;-443.0;989.0;-122.0;-326.0;228.0;65.0
7;-200.0;-740.0;?;993.0;?;-244.0;154.0;72.0
2;-227.0;-764.0;-341.0;980.0;-90.0;-205.0;153.0;77.0
-3;-265.0;-843.0;-326.0;995.0;-82.0;-160.0;262.0;77.0
1;-233.0;-874.0;-299.0;970.0;-79.0;72.0;289.0;79.0
5;-257.0;-926.0;-196.0;967.0;-99.0;58.0;?;103.0
3;-234.0;-970.0;?;973.0;?;200.0;379.0;92.0
0;-222.0;-972.0;-218.0;995.0;-91.0;412.0;410.0;84.0
6;-239.0;?;-148.0;991.0;-96.0;359.0;443.0;95.0
11;-245.0;-955.0;-190.0;981.0;-140.0;376.0;449.0;96.0
3;?;-993.0;?;960.0;-138.0;563.0;400.0;96.0
?;-240.0;-944.0;34.0;941.0;-141.0;423.0;337.0;106.0
2;-254.0;-947.0;-11.0;984.0;-122.0;235.0;289.0;93.0
2;-241.0;-943.0;-26.0;969.0;-129.0;329.0;299.0;74.0
0;-240.0;-910.0;71.0;?;-120.0;254.0;311.0;67.0
0;-261.0;-949.0;122.0;978.0;-102.0;111.0;299.0;82.0
-1;-260.0;-948.0;133.0;988.0;-98.0;-23.0;316.0;66.0
-2;-258.0;-937.0;179.0;996.0;-116.0;?;332.0;67.0
-3;-271.0;-948.0;206.0;998.0;-130.0;-136.0;328.0;71.0
0;-272.0;-975.0;174.0;1007.0;-123.0;?;?;53.0
-2;-263.0;-941.0;202.0;1001.0;-110.0;-177.0;321.0;66.0
-4;-267.0;-924.0;148.0;978.0;-131.0;-145.0;315.0;66.0
4;-255.0;?;101.0;967.0;-121.0;-112.0;314.0;68.0
2;-270.0;-919.0;92.0;987.0;-133.0;-133.0;313.0;74.0
-2;-271.0;-953.0;83.0;973.0;-127.0;-158.0;316.0;79.0
-5;-272.0;-953.0;41.0;974.0;-123.0;-163.0;308.0;48.0
-7;-267.0;-953.0;41.0;971.0;-114.0;-179.0;315.0;67.0
-5;-258.0;-952.0;-37.0;967.0;-119.0;-201.0;318.0;48.0
-9;-260.0;-958.0;26.0;966.0;-127.0;-274.0;319.0;58.0
-5;-255.0;-959.0;-14.0;993.0;-125.0;-174.0;314.0;63.0
1;-262.0;-968.0;0.0;988.0;-126.0;-200.0;?;87.0
1;-258.0;-957.0;10.0;987.0;-120.0;-149.0;313.0;76.0
4;-294.0;-952.0;-22.0;984.0;-113.0;-125.0;310.0;90.0
2;-231.0;-942.0;3.0;?;-117.0;-131.0;313.0;81.0
?;-254.0;-949.0;-24.0;995.0;?;?;328.0;76.0
1;-247.0;-934.0;55.0;990.0;-120.0;-66.0;322.0;83.0
3;?;-935.0;40.0;1004.0;-121.0;-150.0;304.0;82.0
2;-258.0;-934.0;-10.0;999.0;-111.0;-187.0;299.0;68.0
0;-242.0;-917.0;-13.0;980.0;-142.0;-150.0;311.0;74.0
2;-250.0;-914.0;-10.0;978.0;-127.0;-99.0;324.0;86.0
4;-250.0;-931.0;-26.0;969.0;-108.0;-75.0;322.0;69.0
0;-247.0;-943.0;-11.0;975.0;-116.0;-69.0;316.0;77.0
-1;-261.0;-959.0;?;975.0;-131.0;-11.0;325.0;85.0
-1;-268.0;-943.0;30.0;979.0;-118.0;-84.0;?;68.0
0;-266.0;-930.0;10.0;982.0;-119.0;-80.0;339.0;87.0
1;-265.0;-934.0;3.0;968.0;-104.0;28.0;340.0;73.0
-2;-263.0;-948.0;?;985.0;-127.0;-8.0;341.0;68.0
3;-268.0;-948.0;?;1006.0;-117.0;-22.0;354.0;82.0
4;-267.0;-949.0;-11.0;968.0;-116.0;?;339.0;82.0
-4;?;-940.0;-51.0;989.0;-123.0;-52.0;330.0;77.0
-3;?;-931.0;17.0;985.0;-119.0;-25.0;321.0;71.0
-1;-261.0;-932.0;-21.0;987.0;-140.0;-55.0;319.0;72.0
-2;-255.0;-924.0;-14.0;987.0;-141.0;-34.0;321.0;78.0
2;-247.0;-933.0;26.0;981.0;-120.0;-53.0;319.0;76.0
0;-260.0;-934.0;10.0;988.0;-122.0;-66.0;324.0;77.0
-1;-266.0;-940.0;-4.0;1009.0;-119.0;6.0;?;85.0
1;-256.0;-940.0;7.0;1003.0;-126.0;18.0;336.0;78.0
-1;-261.0;-940.0;22.0;1003.0;-123.0;20.0;331.0;77.0
1;-259.0;-950.0;6.0;986.0;-114.0;-2.0;330.0;95.0
0;-258.0;-941.0;24.0;988.0;-115.0;-26.0;330.0;77.0
-2;-264.0;-939.0;22.0;970.0;-124.0;-2.0;328.0;88.0
-2;-260.0;-938.0;?;976.0;-134.0;19.0;326.0;85.0
-3;-262.0;-939.0;-16.0;979.0;-121.0;31.0;322.0;86.0
3;-266.0;-937.0;-29.0;968.0;-137.0;1.0;325.0;69.0
1;-265.0;-943.0;-28.0;967.0;-120.0;20.0;322.0;55.0
-2;-263.0;-935.0;-72.0;?;-123.0;89.0;324.0;64.0
5;-259.0;-930.0;?;977.0;-110.0;117.0;321.0;62.0
4;-269.0;-942.0;-75.0;982.0;-121.0;94.0;320.0;61.0
-5;-267.0;-950.0;-57.0;997.0;-110.0;93.0;324.0;71.0
-3;-246.0;-943.0;-16.0;998.0;-121.0;82.0;325.0;51.0
4;-252.0;-936.0;?;989.0;-123.0;66.0;322.0;48.0
2;-275.0;-940.0;-47.0;1000.0;-140.0;93.0;327.0;31.0
2;-279.0;-943.0;-67.0;1018.0;-131.0;151.0;323.0;19.0
1;-257.0;?;-128.0;1019.0;-126.0;139.0;329.0;10.0
2;-256.0;-934.0;-146.0;1021.0;-108.0;4.0;323.0;10.0
4;-256.0;-920.0;-198.0;1012.0;-106.0;-93.0;313.0;9.0
-6;-237.0;-935.0;-383.0;?;-100.0;-125.0;313.0;-1.0
-11;-230.0;-941.0;-507.0;998.0;-96.0;-47.0;310.0;3.0
-10;-244.0;-940.0;-606.0;1005.0;-116.0;15.0;297.0;10.0
-20;-232.0;-959.0;-772.0;997.0;-111.0;111.0;295.0;11.0
-18;-243.0;-959.0;-723.0;998.0;-127.0;155.0;308.0;5.0
-7;-252.0;-946.0;-605.0;1015.0;-115.0;?;324.0;6.0
-6;-236.0;-958.0;-476.0;1004.0;-118.0;10.0;322.0;27.0
-7;?;-961.0;-310.0;1010.0;-140.0;-55.0;329.0;?
-8;-218.0;-967.0;-128.0;1024.0;-161.0;-104.0;316.0;40.0
-12;-212.0;?;8.0;993.0;-151.0;-93.0;?;71.0
-8;-203.0;-962.0;73.0;1014.0;-161.0;-3.0;313.0;57.0
-7;-201.0;-964.0;215.0;1002.0;-148.0;59.0;297.0;67.0
-12;-195.0;-963.0;352.0;975.0;-140.0;121.0;299.0;48.0
-9;?;-957.0;?;991.0;-126.0;247.0;300.0;48.0
-5;-193.0;-949.0;391.0;983.0;-123.0;332.0;305.0;47.0
-11;-196.0;-943.0;519.0;995.0;-136.0;281.0;311.0;35.0
-14;-180.0;-943.0;468.0;997.0;?;368.0;309.0;30.0
-11;-185.0;-961.0;504.0;996.0;-157.0;491.0;307.0;22.0
-8;-231.0;-953.0;480.0;1006.0;-168.0;461.0;300.0;14.0
-10;-223.0;-950.0;473.0;997.0;-167.0;390.0;?;32.0
-14;-217.0;-943.0;?;1006.0;-144.0;324.0;311.0;28.0
-11;-237.0;-945.0;388.0;1019.0;-141.0;277.0;315.0;24.0
?;-226.0;-971.0;310.0;1018.0;-132.0;156.0;326.0;22.0
-6;-239.0;-932.0;308.0;?;-131.0;179.0;331.0;43.0
?;-230.0;-923.0;214.0;1011.0;-141.0;156.0;331.0;50.0
-7;-222.0;-930.0;141.0;982.0;-151.0;132.0;331.0;39.0
?;-232.0;-935.0;99.0;1001.0;-163.0;136.0;333.0;38.0
-7;-220.0;-933.0;98.0;969.0;-169.0;131.0;329.0;38.0
-6;-217.0;-941.0;68.0;985.0;-161.0;122.0;325.0;48.0
-4;-227.0;-944.0;76.0;1000.0;?;146.0;320.0;?
2;-215.0;-942.0;59.0;1022.0;-151.0;115.0;319.0;38.0
-2;-219.0;-950.0;76.0;1010.0;-144.0;41.0;323.0;39.0
-9;-223.0;-944.0;33.0;1013.0;-127.0;11.0;335.0;50.0
-4;-227.0;-952.0;25.0;1008.0;-142.0;10.0;333.0;43.0
0;-230.0;-951.0;3.0;1005.0;-155.0;49.0;327.0;41.0
?;-225.0;-937.0;6.0;1006.0;-140.0;49.0;334.0;44.0
2;?;-949.0;-8.0;1006.0;-157.0;1.0;334.0;21.0
-3;-230.0;-940.0;34.0;1008.0;-154.0;-74.0;328.0;51.0
-14;-227.0;-931.0;39.0;1024.0;-150.0;-88.0;320.0;50.0
-11;-224.0;-919.0;274.0;1000.0;-133.0;140.0;315.0;52.0
?;-222.0;-926.0;154.0;1017.0;-121.0;327.0;317.0;40.0
-1;-242.0;-933.0;43.0;1029.0;-140.0;277.0;326.0;106.0
1;-252.0;-907.0;332.0;1000.0;-145.0;432.0;311.0;147.0
-1;-303.0;-961.0;979.0;1002.0;-153.0;-644.0;313.0;162.0
-1;-197.0;-925.0;1327.0;993.0;-143.0;-673.0;332.0;157.0
-2;-201.0;?;1242.0;968.0;-117.0;-961.0;350.0;172.0
?;-229.0;-922.0;794.0;968.0;-108.0;?;356.0;144.0
-2;-223.0;-917.0;455.0;968.0;-117.0;-84.0;323.0;147.0
?;-283.0;-939.0;161.0;1017.0;-116.0;-11.0;?;141.0
-2;-343.0;-952.0;14.0;1013.0;-105.0;121.0;309.0;148.0
1;-326.0;-947.0;-10.0;1005.0;-148.0;103.0;335.0;?
1;-297.0;-963.0;57.0;976.0;?;24.0;350.0;158.0
1;-298.0;-970.0;148.0;962.0;-161.0;-54.0;353.0;148.0
2;-307.0;-962.0;188.0;998.0;-140.0;-100.0;351.0;152.0
-2;-307.0;-967.0;197.0;1004.0;-141.0;-151.0;330.0;138.0
-3;?;-953.0;115.0;1014.0;-142.0;-124.0;314.0;125.0
3;-311.0;-930.0;60.0;1025.0;-137.0;-130.0;300.0;125.0
1;-315.0;-931.0;9.0;998.0;-137.0;-198.0;282.0;126.0
6;-306.0;-927.0;-38.0;1010.0;-146.0;-101.0;297.0;122.0
4;-304.0;-928.0;-1.0;1010.0;-125.0;-11.0;311.0;119.0
-5;-308.0;-952.0;1.0;997.0;-113.0;10.0;320.0;137.0
0;-318.0;-965.0;46.0;996.0;-122.0;-23.0;323.0;136.0
-2;-309.0;?;51.0;1005.0;-127.0;-77.0;332.0;146.0
3;-303.0;?;77.0;997.0;-125.0;?;306.0;142.0
9;-318.0;-927.0;55.0;986.0;-134.0;-76.0;295.0;145.0
3;-325.0;-950.0;11.0;978.0;-121.0;-49.0;293.0;143.0
4;-320.0;-971.0;-27.0;987.0;-130.0;-57.0;316.0;145.0
7;-310.0;-975.0;-33.0;988.0;-140.0;-19.0;314.0;142.0
?;-294.0;-963.0;-63.0;996.0;-151.0;-12.0;309.0;?
0;-301.0;-962.0;-8.0;982.0;-140.0;4.0;298.0;154.0
1;-304.0;-962.0;2.0;995.0;-131.0;-53.0;300.0;162.0
0;-299.0;-965.0;3.0;1005.0;-145.0;-32.0;297.0;154.0
1;-299.0;-950.0;16.0;986.0;-145.0;-44.0;306.0;144.0
1;-302.0;-946.0;7.0;1004.0;-130.0;-68.0;298.0;155.0
0;-301.0;-947.0;-6.0;1014.0;-126.0;-6.0;301.0;?
-1;-314.0;-943.0;-2.0;982.0;?;-6.0;307.0;159.0
-3;-301.0;-944.0;1.0;983.0;-153.0;8.0;308.0;?
-2;-310.0;-945.0;-25.0;1004.0;-125.0;10.0;312.0;157.0
6;-307.0;-948.0;-47.0;998.0;-127.0;8.0;316.0;144.0
7;-313.0;-945.0;-33.0;987.0;-132.0;82.0;308.0;158.0
?;-321.0;-950.0;-61.0;997.0;-130.0;34.0;312.0;143.0
3;-324.0;-949.0;-9.0;987.0;-140.0;11.0;326.0;131.0
1;-317.0;?;-14.0;1000.0;-133.0;?;334.0;151.0
-4;?;-944.0;18.0;1004.0;-121.0;-55.0;330.0;147.0
-5;-315.0;-946.0;41.0;1008.0;-121.0;-41.0;320.0;151.0
-3;-323.0;-946.0;13.0;997.0;-122.0;-34.0;318.0;163.0
-1;-323.0;-947.0;-22.0;988.0;-143.0;-47.0;324.0;163.0
7;-318.0;-942.0;-51.0;998.0;-139.0;-71.0;326.0;184.0
4;-317.0;-945.0;-86.0;992.0;-146.0;-37.0;326.0;200.0
-5;-318.0;-946.0;-149.0;973.0;-147.0;47.0;327.0;173.0
0;-319.0;-944.0;-149.0;966.0;-142.0;194.0;324.0;?
1;-327.0;-953.0;-117.0;973.0;-137.0;84.0;328.0;160.0
0;-333.0;-949.0;-116.0;995.0;-159.0;-4.0;335.0;163.0
0;-308.0;-944.0;-114.0;988.0;-159.0;8.0;?;152.0
-2;-301.0;-953.0;-80.0;979.0;-123.0;85.0;325.0;169.0
2;-314.0;-953.0;-60.0;959.0;-121.0;63.0;329.0;151.0
0;?;-954.0;-120.0;?;-122.0;-6.0;332.0;175.0
-7;-326.0;-944.0;-120.0;966.0;-120.0;66.0;337.0;169.0
-6;-321.0;-950.0;-196.0;967.0;-131.0;115.0;342.0;170.0
-4;-319.0;-952.0;-105.0;959.0;-121.0;-69.0;344.0;165.0
-4;-341.0;-927.0;-155.0;967.0;-152.0;-101.0;349.0;179.0
-1;-332.0;-931.0;-157.0;?;?;-79.0;357.0;175.0
1;-325.0;-919.0;-208.0;997.0;-150.0;87.0;363.0;?
-3;-320.0;?;-192.0;979.0;-137.0;166.0;370.0;135.0
?;-320.0;-921.0;-182.0;973.0;-132.0;210.0;371.0;155.0
-6;-318.0;-916.0;-198.0;960.0;-127.0;278.0;369.0;167.0
-6;-320.0;-917.0;-109.0;952.0;?;171.0;369.0;197.0
1;-330.0;-919.0;-76.0;952.0;-140.0;36.0;367.0;203.0
4;-317.0;-913.0;-64.0;?;-116.0;97.0;372.0;216.0
0;-325.0;-911.0;-25.0;987.0;-128.0;91.0;373.0;?
-1;-324.0;-906.0;-51.0;970.0;-134.0;98.0;?;190.0
-2;-322.0;-903.0;-53.0;?;-115.0;119.0;381.0;145.0
-4;-318.0;-899.0;-112.0;1053.0;-109.0;102.0;378.0;160.0
-4;-330.0;-921.0;-139.0;990.0;-118.0;36.0;373.0;188.0
-8;-328.0;-931.0;-129.0;979.0;-157.0;47.0;371.0;193.0
-10;-309.0;?;-136.0;971.0;-171.0;84.0;376.0;172.0
-2;-288.0;-902.0;-34.0;907.0;-203.0;107.0;370.0;98.0
4;-310.0;-890.0;0.0;926.0;-229.0;128.0;367.0;15.0
13;-339.0;-894.0;3.0;901.0;-197.0;26.0;362.0;18.0
17;-362.0;-907.0;-89.0;905.0;-144.0;-31.0;?;66.0
6;-356.0;-929.0;-58.0;1012.0;-78.0;-180.0;382.0;?
4;-349.0;-955.0;-59.0;989.0;-9.0;-325.0;416.0;-63.0
0;-394.0;-918.0;-195.0;997.0;36.0;-401.0;388.0;7.0
-9;-326.0;-925.0;-293.0;1066.0;-18.0;-377.0;277.0;191.0
-7;-283.0;-977.0;-218.0;1060.0;-27.0;-403.0;284.0;60.0
-6;-301.0;-933.0;-228.0;1115.0;-89.0;-185.0;375.0;117.0
-4;?;-941.0;-202.0;1050.0;-131.0;?;369.0;83.0
-6;-334.0;-921.0;304.0;1035.0;-163.0;898.0;352.0;27.0
-13;?;-858.0;737.0;993.0;-174.0;?;272.0;43.0
-7;-239.0;-863.0;973.0;957.0;-169.0;?;275.0;3.0
-2;-195.0;-866.0;986.0;937.0;-190.0;2058.0;222.0;-22.0
-7;-225.0;-841.0;?;975.0;-191.0;?;144.0;-49.0
-8;-254.0;-984.0;448.0;1000.0;-211.0;2470.0;125.0;-60.0
-2;-284.0;-995.0;167.0;979.0;-223.0;2357.0;164.0;-83.0
5;-165.0;-991.0;344.0;1020.0;-240.0;1819.0;238.0;-96.0
-2;?;-1069.0;585.0;1025.0;-216.0;1219.0;171.0;-86.0
?;-393.0;-1086.0;671.0;1049.0;-191.0;840.0;87.0;-74.0
-1;-210.0;-1069.0;888.0;1030.0;-151.0;?;161.0;-70.0
1;?;-1076.0;862.0;975.0;-152.0;37.0;198.0;-75.0
-1;-250.0;-1048.0;691.0;?;-127.0;243.0;131.0;-67.0
1;-230.0;-1008.0;386.0;971.0;-131.0;307.0;113.0;-62.0
7;-194.0;-971.0;254.0;984.0;-147.0;249.0;31.0;-68.0
12;-180.0;-955.0;41.0;962.0;?;-77.0;-54.0;-91.0
7;-143.0;-961.0;-70.0;959.0;-160.0;-266.0;-40.0;-83.0
4;-148.0;-967.0;-133.0;967.0;-170.0;-11.0;-2.0;?
2;-137.0;?;?;971.0;-147.0;234.0;33.0;-84.0
-6;-139.0;-1023.0;-235.0;984.0;-130.0;419.0;14.0;-95.0
-4;-138.0;-1063.0;-148.0;953.0;-141.0;364.0;23.0;-96.0
4;?;-1048.0;-98.0;981.0;-141.0;308.0;?;-97.0
3;-145.0;-1047.0;-100.0;995.0;-152.0;?;43.0;-86.0
6;-144.0;-987.0;-29.0;1014.0;-165.0;309.0;37.0;-106.0
8;-148.0;-992.0;?;958.0;-181.0;252.0;-2.0;-105.0
-2;-136.0;-964.0;37.0;990.0;-167.0;176.0;24.0;-82.0
-5;-130.0;-970.0;?;988.0;-160.0;-6.0;25.0;-68.0
-1;-140.0;-954.0;147.0;978.0;-168.0;-8.0;23.0;-62.0
-2;?;-949.0;134.0;954.0;-185.0;-109.0;19.0;-88.0
-2;-115.0;-966.0;71.0;969.0;-180.0;-86.0;22.0;-139.0
-4;?;-954.0;34.0;1010.0;-211.0;-39.0;39.0;-97.0
-3;-106.0;-981.0;-59.0;968.0;-188.0;-179.0;37.0;-108.0
4;-109.0;-993.0;-134.0;1006.0;-182.0;-104.0;33.0;-116.0
4;-103.0;-983.0;-155.0;996.0;?;-171.0;12.0;-111.0
2;-107.0;-1020.0;?;988.0;?;-312.0;?;-85.0
?;-106.0;-987.0;-304.0;1008.0;-101.0;-265.0;79.0;-67.0
2;-95.0;-964.0;-372.0;987.0;-100.0;45.0;36.0;-68.0
-1;-96.0;-970.0;-308.0;1002.0;-70.0;120.0;7.0;-59.0
-3;-116.0;-1001.0;-304.0;993.0;-105.0;126.0;15.0;-48.0
-6;-124.0;-1019.0;-292.0;972.0;-133.0;202.0;54.0;?
-4;-120.0;-976.0;-343.0;1001.0;-143.0;446.0;37.0;-25.0
?;-95.0;-967.0;-162.0;969.0;-155.0;772.0;14.0;-65.0
2;-63.0;-1027.0;209.0;989.0;-174.0;315.0;52.0;-35.0
3;-115.0;-992.0;106.0;1016.0;-148.0;105.0;40.0;-73.0
0;?;-1003.0;255.0;1031.0;-170.0;35.0;16.0;?
4;-91.0;-984.0;165.0;1052.0;-165.0;66.0;25.0;-112.0
7;-90.0;-991.0;170.0;1029.0;-143.0;35.0;31.0;-90.0
3;-116.0;-998.0;190.0;1000.0;-80.0;36.0;45.0;-74.0
3;-121.0;-992.0;176.0;930.0;-62.0;-29.0;55.0;-79.0
-6;-119.0;-1033.0;231.0;972.0;-72.0;-72.0;114.0;-45.0
-16;-123.0;-993.0;311.0;1017.0;-85.0;-610.0;113.0;12.0
-5;-160.0;-973.0;181.0;1011.0;-128.0;-885.0;40.0;-4.0
1;-144.0;-984.0;109.0;983.0;?;-679.0;5.0;6.0
-7;-140.0;-939.0;151.0;986.0;-183.0;-560.0;55.0;2.0
-5;-107.0;-980.0;-45.0;952.0;-220.0;-622.0;105.0;-10.0
3;-136.0;-1021.0;-258.0;945.0;-198.0;?;136.0;-10.0
2;-129.0;-1038.0;-187.0;959.0;-202.0;-858.0;134.0;-12.0
0;-117.0;-1039.0;-23.0;943.0;-184.0;-951.0;127.0;-31.0
7;-120.0;-1000.0;-31.0;998.0;-163.0;-658.0;76.0;-40.0
9;-129.0;-970.0;-62.0;?;-124.0;-326.0;76.0;-32.0
11;-126.0;-950.0;-97.0;1022.0;-109.0;216.0;73.0;-21.0
6;-140.0;-969.0;173.0;1010.0;-109.0;152.0;55.0;-52.0
-4;-244.0;-1005.0;343.0;997.0;-121.0;66.0;67.0;-75.0
1;-176.0;-1002.0;404.0;1004.0;-141.0;-184.0;79.0;-71.0
0;?;-971.0;505.0;1025.0;-140.0;-542.0;100.0;-64.0
0;-165.0;-953.0;460.0;1017.0;-149.0;-501.0;165.0;-32.0
5;-163.0;-930.0;403.0;?;-160.0;-345.0;183.0;-8.0
4;-166.0;-919.0;282.0;1017.0;-161.0;?;168.0;-19.0
2;-158.0;-923.0;237.0;1034.0;-131.0;-39.0;147.0;-18.0
0;-156.0;-947.0;117.0;1011.0;-100.0;255.0;128.0;?
?;-160.0;-981.0;101.0;1035.0;-125.0;166.0;124.0;-29.0
-1;-176.0;-1018.0;271.0;1040.0;-140.0;-95.0;?;-18.0
-5;-169.0;-1025.0;188.0;1030.0;-146.0;-188.0;134.0;-12.0
2;-155.0;-991.0;137.0;1015.0;-182.0;-212.0;155.0;-15.0
6;-139.0;-972.0;143.0;988.0;-206.0;-94.0;151.0;14.0
1;-128.0;-983.0;62.0;962.0;-209.0;47.0;132.0;4.0
-1;-139.0;-988.0;38.0;963.0;-196.0;153.0;114.0;-18.0
-10;-153.0;-990.0;12.0;969.0;?;257.0;92.0;-5.0
-9;-177.0;-1027.0;23.0;981.0;?;207.0;91.0;?
?;-164.0;-1003.0;-84.0;1033.0;?;25.0;102.0;-17.0
3;-173.0;-1009.0;-213.0;1006.0;-175.0;-118.0;115.0;9.0
-2;-177.0;-1020.0;-373.0;1027.0;-133.0;-458.0;154.0;33.0
-4;-170.0;-1013.0;-477.0;1032.0;-123.0;-979.0;168.0;57.0
1;-191.0;-1035.0;-689.0;1027.0;-92.0;-1601.0;162.0;137.0
7;-196.0;-1029.0;-1082.0;1030.0;-50.0;-2181.0;120.0;209.0
6;-231.0;-1002.0;-1437.0;995.0;-21.0;-2665.0;110.0;184.0
6;-175.0;-998.0;-1964.0;973.0;-42.0;-2746.0;97.0;183.0
2;-170.0;-961.0;?;982.0;-66.0;-2580.0;124.0;183.0
-4;-133.0;-951.0;-2324.0;963.0;-93.0;-2152.0;124.0;193.0
-2;-137.0;-958.0;-2084.0;972.0;-109.0;-1365.0;108.0;191.0
5;-163.0;-977.0;-1707.0;959.0;-135.0;-407.0;131.0;194.0
6;-189.0;-991.0;-1381.0;955.0;-132.0;258.0;145.0;206.0
-1;-167.0;-978.0;-1075.0;934.0;-148.0;?;160.0;211.0
-6;-203.0;-981.0;-794.0;908.0;-152.0;1243.0;200.0;?
-8;-242.0;-988.0;-542.0;928.0;-149.0;1398.0;212.0;203.0
-2;-265.0;-980.0;-235.0;939.0;-165.0;975.0;238.0;?
7;-355.0;-988.0;-10.0;968.0;-173.0;228.0;277.0;125.0
7;-393.0;-951.0;22.0;996.0;-156.0;-102.0;304.0;122.0
7;-358.0;-929.0;67.0;977.0;-132.0;-119.0;319.0;177.0
3;-342.0;-921.0;144.0;976.0;-131.0;-156.0;350.0;168.0
-6;-340.0;-931.0;66.0;969.0;?;-187.0;346.0;154.0
-7;-349.0;-916.0;59.0;976.0;-100.0;-88.0;339.0;154.0
-9;-331.0;-926.0;-78.0;967.0;-112.0;-123.0;325.0;135.0
-7;-341.0;-902.0;-15.0;978.0;-121.0;-398.0;313.0;136.0
1;-347.0;-898.0;11.0;959.0;-122.0;-594.0;306.0;131.0
0;-367.0;-890.0;0.0;987.0;-136.0;-771.0;?;83.0
8;-356.0;-877.0;-140.0;993.0;-138.0;-759.0;265.0;59.0
13;-354.0;-897.0;-299.0;1028.0;-126.0;-513.0;285.0;66.0
5;-325.0;-933.0;-236.0;1037.0;?;-502.0;283.0;51.0
9;-304.0;-968.0;-286.0;1004.0;-115.0;-793.0;247.0;25.0
8;-312.0;?;-317.0;1017.0;-69.0;-997.0;255.0;29.0
1;-328.0;-950.0;-441.0;997.0;-77.0;-871.0;244.0;39.0
-9;-321.0;-937.0;-386.0;1006.0;-101.0;-674.0;235.0;44.0
-22;-302.0;-932.0;-235.0;967.0;-106.0;-71.0;242.0;49.0
-22;-314.0;-925.0;-31.0;991.0;-121.0;441.0;256.0;41.0
-8;-307.0;-940.0;131.0;1002.0;-139.0;705.0;260.0;28.0
3;-315.0;-957.0;230.0;953.0;-181.0;924.0;236.0;57.0
0;-307.0;-969.0;385.0;937.0;-160.0;930.0;221.0;58.0
-5;-287.0;-985.0;375.0;975.0;-162.0;737.0;235.0;65.0
-3;-268.0;-1013.0;309.0;984.0;-160.0;574.0;238.0;26.0
1;-249.0;-1030.0;335.0;994.0;-146.0;?;220.0;16.0
1;-228.0;?;258.0;957.0;-129.0;58.0;200.0;0.0
