InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
-508.0;-367.0;792.0;-848.0;18;?;906.0;793
-505.0;?;793.0;-848.0;17;6;895.0;793
-503.0;-373.0;793.0;?;?;?;909.0;?
?;-375.0;795.0;-849.0;20;-8;926.0;793
-476.0;-373.0;799.0;-853.0;?;11;914.0;790
-466.0;-368.0;802.0;-857.0;17;4;918.0;790
-464.0;?;806.0;?;16;-29;?;790
-458.0;?;809.0;-863.0;?;-14;911.0;793
-461.0;-348.0;810.0;?;19;?;906.0;?
-459.0;-345.0;812.0;-864.0;19;-12;916.0;?
-459.0;-343.0;814.0;-863.0;20;-20;918.0;787
-461.0;-342.0;?;-862.0;18;-24;927.0;?
-457.0;-343.0;?;?;15;-13;935.0;792
-467.0;-342.0;806.0;-855.0;15;-15;885.0;797
-464.0;-346.0;?;-852.0;16;?;?;798
-480.0;?;789.0;-851.0;?;6;914.0;790
-467.0;?;793.0;-851.0;18;19;928.0;790
-454.0;?;795.0;-854.0;18;15;?;795
-438.0;-359.0;?;-856.0;18;15;922.0;?
-436.0;?;810.0;?;?;6;?;791
-431.0;?;?;-858.0;17;-3;927.0;789
-436.0;-342.0;812.0;-859.0;?;?;902.0;794
-448.0;-341.0;809.0;-859.0;19;?;?;791
-434.0;-339.0;811.0;-858.0;17;-28;922.0;?
-435.0;?;808.0;-857.0;16;-55;928.0;796
-436.0;-338.0;?;-855.0;?;-18;?;?
-446.0;-339.0;?;-852.0;?;10;917.0;790
?;-339.0;802.0;?;24;-22;?;788
-450.0;-338.0;804.0;?;25;-38;908.0;788
-454.0;-337.0;806.0;-839.0;25;-36;929.0;?
-449.0;?;804.0;-836.0;25;-33;936.0;792
-453.0;-333.0;803.0;-833.0;25;2;?;?
-458.0;-329.0;798.0;?;23;13;959.0;795
?;-324.0;794.0;?;20;?;?;800
-472.0;-320.0;788.0;-821.0;?;?;921.0;798
?;-320.0;783.0;-818.0;11;32;916.0;796
-484.0;-318.0;781.0;-815.0;12;24;926.0;797
-489.0;-316.0;?;-812.0;?;-2;?;795
-491.0;-315.0;773.0;-811.0;20;-8;929.0;801
-492.0;?;768.0;-810.0;21;1;?;?
-496.0;?;764.0;-809.0;20;?;947.0;?
-500.0;-313.0;763.0;-809.0;18;-35;923.0;796
-502.0;-311.0;760.0;-808.0;18;-14;?;794
?;-311.0;757.0;-807.0;20;?;936.0;793
-506.0;-310.0;753.0;-806.0;21;?;947.0;801
-511.0;-308.0;750.0;-805.0;20;?;936.0;783
-514.0;-305.0;748.0;-805.0;16;-16;928.0;774
-520.0;-301.0;745.0;-801.0;15;?;936.0;792
-525.0;-298.0;740.0;-799.0;23;16;923.0;788
-529.0;-295.0;?;-797.0;24;17;920.0;786
-536.0;?;?;-795.0;18;?;?;?
-542.0;-292.0;718.0;?;15;9;929.0;?
-548.0;?;715.0;-794.0;16;-41;909.0;793
-554.0;?;712.0;-795.0;?;?;940.0;801
-561.0;-281.0;709.0;-795.0;18;?;919.0;?
-566.0;-275.0;?;?;25;-34;917.0;799
-567.0;-272.0;706.0;-797.0;?;?;895.0;802
?;-267.0;703.0;?;16;3;?;797
-570.0;-264.0;703.0;-806.0;16;-34;875.0;805
?;-259.0;704.0;-810.0;16;-24;871.0;815
-575.0;?;712.0;-812.0;18;-25;?;?
-579.0;-251.0;?;-814.0;13;-17;881.0;814
-584.0;-243.0;727.0;-813.0;9;-20;857.0;801
-595.0;-239.0;735.0;-810.0;15;?;?;?
-607.0;-233.0;742.0;-806.0;?;?;881.0;806
?;-226.0;746.0;?;13;-16;939.0;807
-631.0;-222.0;757.0;-798.0;12;-28;?;?
?;-214.0;766.0;-796.0;?;-120;899.0;?
-654.0;-205.0;?;-794.0;10;513;?;808
?;-198.0;?;-794.0;-118;?;830.0;?
-670.0;-199.0;777.0;-793.0;-42;2508;823.0;810
?;?;784.0;?;145;3327;878.0;?
?;?;796.0;-796.0;72;3577;859.0;805
-705.0;?;793.0;?;63;3904;?;805
?;-200.0;774.0;-797.0;-8;1992;?;?
-732.0;-191.0;752.0;-796.0;-110;671;898.0;805
-745.0;?;728.0;-795.0;-64;1085;898.0;806
?;-190.0;712.0;-793.0;?;976;860.0;?
?;-201.0;?;-791.0;-84;997;895.0;?
-766.0;-218.0;687.0;-790.0;2;208;951.0;?
-766.0;-238.0;671.0;?;?;-215;967.0;808
-764.0;-260.0;663.0;-788.0;-9;-3;?;814
-760.0;-283.0;660.0;-787.0;26;-152;867.0;802
-756.0;-301.0;662.0;-787.0;?;-49;858.0;805
?;-315.0;662.0;-788.0;?;?;908.0;819
-744.0;-334.0;665.0;-788.0;9;-113;923.0;?
-737.0;-351.0;668.0;?;-88;-103;996.0;846
-729.0;-367.0;670.0;-790.0;-91;-149;1024.0;761
-717.0;?;669.0;-791.0;73;-134;999.0;784
?;-398.0;670.0;-792.0;40;-135;?;701
?;-413.0;673.0;?;12;-61;1008.0;152
?;-426.0;672.0;-793.0;28;6;1008.0;?
-664.0;-441.0;670.0;-794.0;19;?;1004.0;?
-650.0;-456.0;668.0;?;?;-18;995.0;?
-633.0;-473.0;665.0;?;?;10;1000.0;462
-615.0;-490.0;661.0;-800.0;?;5;1027.0;457
?;-507.0;656.0;-802.0;16;3;1019.0;761
-574.0;-523.0;650.0;-804.0;7;11;1041.0;822
-549.0;-538.0;643.0;-806.0;?;-15;?;745
-518.0;-553.0;635.0;-808.0;?;-4;?;?
-485.0;-567.0;626.0;-810.0;22;13;1083.0;787
-453.0;-583.0;616.0;-810.0;?;15;?;782
-422.0;-598.0;606.0;-809.0;19;24;973.0;?
-390.0;?;?;-807.0;12;-55;1497.0;554
-361.0;-628.0;584.0;-806.0;-35;-52;1082.0;269
-333.0;-640.0;?;?;1;61;?;485
-310.0;?;557.0;-800.0;-39;850;?;920
-291.0;-664.0;540.0;-795.0;?;?;995.0;1403
-262.0;-673.0;523.0;-790.0;?;1505;?;2070
-241.0;-682.0;505.0;?;-109;2377;1282.0;1166
-211.0;?;487.0;-776.0;?;3308;?;530
-186.0;-694.0;469.0;-767.0;?;3818;974.0;919
-169.0;-698.0;453.0;-757.0;102;3547;975.0;?
-157.0;-700.0;440.0;-748.0;104;3597;1152.0;793
-155.0;-701.0;429.0;-742.0;13;5806;1069.0;838
-157.0;?;420.0;-737.0;-194;?;922.0;776
-163.0;-704.0;413.0;-738.0;-144;2033;783.0;?
-169.0;?;407.0;?;-61;25;784.0;785
-170.0;-703.0;?;-730.0;-110;-320;857.0;809
-168.0;-702.0;?;?;-22;?;927.0;808
-166.0;-700.0;395.0;-715.0;-11;1261;924.0;?
-161.0;-700.0;392.0;?;-23;1532;814.0;803
-153.0;-700.0;388.0;?;?;1306;813.0;812
-140.0;?;384.0;-691.0;?;?;?;800
?;-695.0;379.0;-681.0;57;3656;821.0;796
-116.0;-692.0;373.0;?;?;3772;877.0;780
-108.0;-689.0;367.0;-659.0;1665;2836;?;877
-98.0;-688.0;360.0;-650.0;1860;1511;976.0;888
-87.0;-687.0;354.0;-640.0;541;-883;?;631
-72.0;-687.0;347.0;-630.0;?;-2160;1007.0;667
?;-687.0;341.0;-620.0;863;-1350;1266.0;771
-41.0;-688.0;?;-612.0;-724;?;1415.0;?
-27.0;-690.0;329.0;?;-504;-365;1105.0;624
-13.0;-691.0;324.0;-593.0;229;-307;854.0;1055
5.0;?;318.0;-583.0;-70;-68;713.0;864
23.0;-696.0;314.0;-573.0;?;89;926.0;1130
43.0;-697.0;?;-561.0;27;44;1106.0;1331
66.0;-696.0;305.0;-545.0;16;32;1014.0;621
?;-694.0;?;-525.0;72;35;869.0;716
119.0;-690.0;?;-502.0;22;5;?;?
150.0;-692.0;298.0;-479.0;45;-7;857.0;?
181.0;?;294.0;-450.0;35;-1;877.0;592
212.0;-696.0;287.0;?;37;-5;947.0;663
?;-694.0;277.0;-388.0;?;-40;933.0;1186
269.0;-692.0;265.0;-359.0;25;-31;898.0;1502
293.0;-689.0;251.0;-335.0;20;?;?;1425
315.0;-688.0;?;?;31;-42;897.0;?
335.0;-686.0;222.0;-290.0;?;-71;949.0;?
355.0;-685.0;208.0;-266.0;36;-15;947.0;-1472
373.0;?;193.0;-243.0;19;?;?;45
?;-686.0;181.0;-222.0;-6;?;1006.0;509
398.0;?;168.0;-203.0;28;-47;1102.0;-46
406.0;?;?;?;-12;-169;1306.0;671
413.0;-682.0;146.0;?;85;-601;1258.0;1808
?;?;137.0;-152.0;?;?;860.0;?
418.0;?;130.0;-139.0;-446;-531;929.0;?
416.0;-676.0;125.0;-129.0;-382;?;1109.0;762
?;?;?;?;?;-2587;1089.0;835
403.0;-672.0;127.0;-120.0;628;-1937;929.0;775
392.0;?;134.0;-121.0;520;-644;860.0;?
381.0;-667.0;?;-120.0;116;1215;884.0;799
370.0;-669.0;152.0;-116.0;?;2061;?;792
357.0;-670.0;163.0;?;-76;2135;851.0;?
341.0;-672.0;175.0;-122.0;-77;2053;?;785
?;-673.0;185.0;-129.0;-83;2194;960.0;793
311.0;?;196.0;-134.0;-66;1972;922.0;789
301.0;-674.0;205.0;?;67;815;932.0;788
294.0;-673.0;212.0;?;144;509;975.0;788
288.0;?;217.0;?;78;478;?;788
?;-673.0;?;-136.0;?;-37;925.0;789
?;-674.0;225.0;-137.0;?;?;?;794
265.0;-674.0;225.0;-138.0;?;-394;939.0;796
259.0;-675.0;224.0;-141.0;25;-483;908.0;789
260.0;-674.0;222.0;?;60;-401;908.0;794
261.0;-673.0;220.0;?;60;-325;?;?
263.0;-672.0;216.0;-157.0;44;?;937.0;795
266.0;-670.0;213.0;?;70;-414;939.0;788
270.0;-668.0;211.0;?;0;-425;?;793
274.0;-668.0;212.0;-171.0;-8;?;?;796
?;?;?;?;70;254;903.0;794
283.0;-667.0;216.0;-183.0;43;593;915.0;790
286.0;-667.0;220.0;?;65;542;?;?
289.0;-668.0;226.0;-195.0;?;511;869.0;800
292.0;-667.0;233.0;-204.0;?;1020;864.0;795
?;-667.0;241.0;-222.0;?;1868;887.0;801
292.0;?;249.0;-248.0;?;2131;854.0;802
288.0;-665.0;?;-281.0;382;?;867.0;792
?;-665.0;263.0;-316.0;63;?;889.0;799
271.0;?;271.0;-353.0;-453;-1258;893.0;806
251.0;-663.0;279.0;-395.0;-313;-1016;994.0;802
230.0;-663.0;?;-436.0;?;189;1198.0;811
216.0;-663.0;298.0;?;11;198;?;815
209.0;-664.0;308.0;-495.0;17;11;844.0;789
210.0;-666.0;318.0;-511.0;18;143;876.0;790
210.0;-668.0;328.0;?;13;?;?;778
208.0;-671.0;337.0;-529.0;30;17;1069.0;765
?;-675.0;345.0;-533.0;30;-31;1064.0;690
195.0;?;353.0;-535.0;35;?;?;434
?;-678.0;360.0;-535.0;39;?;1008.0;417
186.0;-680.0;367.0;?;25;?;1005.0;?
182.0;-683.0;375.0;-537.0;?;-120;1023.0;?
179.0;-685.0;381.0;?;34;-29;?;880
175.0;-686.0;387.0;-535.0;?;-34;1035.0;938
174.0;-689.0;391.0;-532.0;17;-39;1025.0;1236
177.0;-692.0;394.0;?;?;-35;995.0;961
177.0;-695.0;396.0;-524.0;22;?;995.0;512
173.0;-697.0;396.0;-523.0;24;-72;?;681
165.0;?;?;-526.0;24;?;?;635
162.0;-700.0;?;-528.0;?;-85;?;600
160.0;-704.0;403.0;-529.0;25;?;1006.0;642
161.0;-709.0;?;-529.0;19;-24;1001.0;?
161.0;-712.0;404.0;-529.0;21;-36;1002.0;?
159.0;-714.0;407.0;-529.0;22;-11;1021.0;596
158.0;-716.0;?;-530.0;14;?;1003.0;597
156.0;-717.0;412.0;-527.0;?;-17;1014.0;600
?;-719.0;413.0;-524.0;24;-27;1000.0;?
159.0;-719.0;415.0;?;12;2;1011.0;?
?;?;420.0;-516.0;?;?;?;?
?;-712.0;425.0;-509.0;?;16;?;596
178.0;-712.0;428.0;-503.0;18;17;1002.0;581
176.0;-714.0;?;-497.0;22;3;1005.0;577
174.0;-718.0;427.0;?;17;10;1005.0;610
?;-720.0;428.0;-498.0;36;-59;995.0;579
172.0;-722.0;428.0;-496.0;43;-98;1013.0;543
171.0;-724.0;426.0;-493.0;18;?;1024.0;557
?;?;424.0;-490.0;20;-4;1002.0;581
171.0;-727.0;422.0;-488.0;15;?;973.0;593
168.0;-727.0;421.0;-483.0;13;-51;984.0;?
163.0;-726.0;418.0;-480.0;24;-24;1032.0;331
155.0;-723.0;417.0;-478.0;18;0;1026.0;402
146.0;-720.0;?;-477.0;18;-5;1008.0;?
134.0;-716.0;419.0;?;18;-48;1006.0;405
123.0;-709.0;428.0;-471.0;20;-59;1014.0;447
?;-700.0;443.0;-465.0;23;-18;?;444
100.0;-698.0;454.0;?;16;-8;1025.0;487
86.0;-701.0;464.0;-453.0;16;-28;1048.0;518
70.0;-702.0;474.0;-451.0;26;-25;1027.0;513
51.0;-699.0;480.0;-448.0;27;?;1007.0;527
32.0;-687.0;484.0;-445.0;20;?;1011.0;518
13.0;?;483.0;?;22;18;1024.0;525
-7.0;?;477.0;-444.0;27;8;1005.0;536
-26.0;-643.0;467.0;-442.0;?;-2;996.0;?
?;-626.0;?;-441.0;21;-64;1017.0;546
-58.0;-611.0;?;?;16;-57;1019.0;539
-73.0;?;431.0;-441.0;15;-22;?;?
?;-583.0;419.0;?;22;-36;1015.0;?
-94.0;-571.0;407.0;?;23;?;1017.0;585
?;-560.0;?;-446.0;19;9;1025.0;586
-110.0;-550.0;?;-449.0;20;7;?;587
-120.0;-540.0;376.0;-452.0;?;0;?;627
?;-534.0;368.0;-454.0;18;?;1008.0;621
-143.0;-533.0;363.0;-456.0;21;31;1027.0;618
-142.0;-531.0;359.0;-462.0;18;30;1030.0;657
-144.0;-529.0;356.0;?;18;46;998.0;647
-146.0;-527.0;354.0;?;20;37;?;636
-147.0;-528.0;354.0;?;11;37;1014.0;643
-148.0;?;355.0;-463.0;15;21;1005.0;?
-150.0;-531.0;356.0;-462.0;16;-2;?;632
-151.0;-533.0;358.0;-462.0;15;12;?;636
-153.0;-535.0;?;-461.0;23;26;968.0;?
-158.0;-537.0;?;-462.0;10;26;1027.0;665
?;-540.0;362.0;-465.0;?;13;1053.0;658
-169.0;?;?;-471.0;18;-7;?;681
-179.0;-546.0;357.0;-482.0;-1;9;?;665
?;-554.0;?;-496.0;5;48;?;666
-198.0;?;341.0;-512.0;?;?;?;658
-191.0;-575.0;328.0;?;-53;145;1048.0;659
-172.0;?;309.0;-521.0;-72;151;1002.0;708
-151.0;-578.0;?;-518.0;-26;?;998.0;550
-135.0;-581.0;272.0;-521.0;?;100;1021.0;?
-126.0;-586.0;?;-525.0;30;?;1002.0;?
-123.0;-594.0;250.0;-530.0;-28;112;975.0;541
-124.0;-601.0;240.0;-535.0;7;?;985.0;613
?;?;226.0;-541.0;10;-51;976.0;?
-136.0;-610.0;210.0;-548.0;-94;320;963.0;953
-144.0;-615.0;190.0;?;-267;?;1013.0;?
-151.0;?;172.0;-563.0;-273;-1032;1247.0;505
-158.0;-627.0;153.0;-571.0;?;-1259;?;523
-165.0;-632.0;134.0;?;-183;-2354;846.0;813
-171.0;?;116.0;-591.0;?;-2302;1185.0;?
?;-634.0;95.0;-602.0;28;-3072;1082.0;?
-181.0;-629.0;76.0;?;92;-2010;?;803
-181.0;?;57.0;-626.0;-37;763;830.0;801
-179.0;-601.0;?;-641.0;169;664;774.0;793
?;-588.0;?;-660.0;-55;?;775.0;802
-171.0;-579.0;23.0;-673.0;-215;1779;876.0;799
?;-576.0;?;-672.0;-16;971;851.0;800
?;?;22.0;-662.0;-20;429;892.0;798
-84.0;?;21.0;-649.0;-81;84;?;800
-40.0;-589.0;20.0;?;?;189;879.0;807
-2.0;-608.0;32.0;-622.0;46;213;866.0;?
28.0;?;43.0;-607.0;27;?;?;?
53.0;-632.0;57.0;-593.0;48;?;877.0;791
73.0;?;?;?;86;403;?;794
90.0;-639.0;74.0;-569.0;80;380;843.0;?
103.0;-638.0;81.0;-559.0;81;?;868.0;?
113.0;-642.0;89.0;-551.0;?;249;930.0;?
122.0;?;95.0;-544.0;-27;181;?;802
132.0;-630.0;92.0;-535.0;23;231;852.0;796
143.0;-626.0;93.0;-526.0;-35;179;824.0;795
156.0;-625.0;93.0;-514.0;-14;68;880.0;788
171.0;-624.0;93.0;-497.0;111;67;867.0;792
?;-626.0;97.0;-477.0;-32;212;885.0;796
216.0;-632.0;102.0;-457.0;-107;236;905.0;794
239.0;?;?;-433.0;-63;345;926.0;794
263.0;?;107.0;-407.0;?;795;908.0;791
?;-653.0;105.0;?;128;844;920.0;793
?;?;?;-355.0;53;686;947.0;804
334.0;-663.0;96.0;-329.0;?;805;933.0;?
354.0;-667.0;93.0;-307.0;-3;79;917.0;795
367.0;-669.0;88.0;-288.0;?;-678;932.0;801
?;-670.0;82.0;-273.0;-48;-310;?;?
385.0;-672.0;78.0;-263.0;-18;60;967.0;?
390.0;-670.0;71.0;-257.0;35;67;993.0;800
?;?;66.0;-253.0;?;56;?;?
407.0;-674.0;59.0;?;-6;?;964.0;?
412.0;-676.0;52.0;-257.0;?;-23;1001.0;814
416.0;-682.0;45.0;?;14;6;1014.0;796
417.0;-689.0;36.0;-273.0;18;17;958.0;805
408.0;?;26.0;-284.0;21;65;942.0;?
400.0;-695.0;18.0;-294.0;18;32;982.0;798
396.0;-696.0;10.0;-301.0;15;?;?;803
399.0;-695.0;1.0;?;?;42;?;793
404.0;-687.0;-8.0;-308.0;15;-27;933.0;811
409.0;-675.0;?;-309.0;20;26;934.0;775
413.0;-659.0;-26.0;-312.0;?;30;?;735
419.0;-646.0;-33.0;?;20;26;922.0;799
?;-641.0;-35.0;-313.0;20;?;952.0;604
440.0;-627.0;-34.0;-312.0;20;-43;995.0;544
452.0;-611.0;-33.0;-310.0;19;-20;865.0;517
464.0;-590.0;-34.0;-306.0;13;-15;?;843
474.0;-568.0;-27.0;-303.0;?;-15;894.0;?
485.0;?;-5.0;?;16;-27;?;1032
?;-534.0;24.0;-299.0;?;-36;953.0;551
?;-526.0;53.0;-300.0;21;-21;951.0;?
515.0;-522.0;89.0;-299.0;?;-41;957.0;770
524.0;-511.0;124.0;-298.0;?;-66;948.0;789
533.0;-490.0;151.0;-296.0;24;-28;937.0;821
545.0;-459.0;166.0;?;22;5;937.0;?
556.0;-433.0;179.0;-290.0;12;3;937.0;815
?;-399.0;178.0;-286.0;?;7;934.0;784
?;-388.0;177.0;-280.0;24;?;916.0;800
?;-404.0;194.0;-275.0;16;-25;?;806
607.0;-428.0;215.0;-268.0;16;-8;902.0;792
621.0;?;234.0;-260.0;17;-11;920.0;782
635.0;?;242.0;-252.0;15;-7;914.0;790
649.0;-462.0;242.0;?;13;?;898.0;801
661.0;-464.0;239.0;?;15;13;913.0;805
?;?;234.0;-229.0;22;-13;925.0;805
684.0;-467.0;230.0;-222.0;?;?;908.0;797
?;?;?;-215.0;24;-23;?;791
?;-472.0;226.0;-208.0;21;?;910.0;?
707.0;-472.0;224.0;-202.0;12;-9;929.0;804
?;-472.0;222.0;-196.0;?;-25;916.0;?
717.0;-470.0;220.0;-191.0;?;?;947.0;795
?;-469.0;219.0;-186.0;20;-33;908.0;791
724.0;-468.0;218.0;?;18;?;927.0;791
?;-468.0;?;?;19;-2;?;800
?;?;219.0;-174.0;16;3;?;798
734.0;-466.0;218.0;-170.0;11;-16;916.0;791
737.0;-466.0;217.0;-167.0;19;-25;927.0;794
739.0;-466.0;216.0;-164.0;22;?;930.0;?
742.0;-466.0;214.0;-161.0;?;?;914.0;790
745.0;-466.0;211.0;?;22;15;923.0;794
747.0;?;208.0;?;19;3;931.0;?
748.0;-464.0;206.0;-155.0;?;6;936.0;795
749.0;-462.0;204.0;-154.0;19;24;901.0;?
?;-461.0;?;-153.0;17;9;912.0;795
750.0;?;?;?;19;-22;919.0;797
?;?;?;-153.0;15;-23;918.0;794
751.0;-454.0;198.0;-154.0;14;?;?;790
752.0;-451.0;?;-154.0;20;-35;?;797
?;-450.0;196.0;?;18;5;926.0;803
753.0;-448.0;196.0;-153.0;?;32;?;797
753.0;-447.0;196.0;-153.0;12;?;918.0;798
754.0;-447.0;195.0;-153.0;17;9;932.0;799
?;-447.0;195.0;-153.0;?;1;929.0;794
?;-448.0;195.0;-154.0;17;-15;901.0;795
753.0;-450.0;195.0;-154.0;15;12;917.0;796
754.0;?;195.0;-154.0;19;4;932.0;797
?;-453.0;?;-155.0;25;-6;934.0;?
?;-454.0;195.0;-154.0;19;-8;915.0;797
?;-456.0;195.0;-154.0;10;-13;933.0;802
753.0;-457.0;?;-155.0;16;?;?;797
753.0;-459.0;195.0;-155.0;23;-11;916.0;796
753.0;-459.0;196.0;-155.0;20;-6;?;796
753.0;?;196.0;-155.0;21;5;?;798
?;-460.0;197.0;?;20;-23;927.0;800
752.0;-460.0;198.0;?;15;?;926.0;796
752.0;-460.0;?;-156.0;?;?;?;798
752.0;-460.0;?;?;23;-25;928.0;?
751.0;-460.0;198.0;?;14;-7;?;797
?;-460.0;199.0;-158.0;16;?;919.0;793
751.0;-461.0;?;-158.0;24;-21;928.0;?
751.0;?;199.0;-158.0;?;-13;924.0;794
752.0;?;?;?;22;?;929.0;794
752.0;-461.0;?;-156.0;27;-15;914.0;795
753.0;?;198.0;-156.0;?;-8;911.0;794
753.0;-462.0;198.0;-156.0;14;-5;924.0;799
754.0;-462.0;?;-155.0;18;?;935.0;799
754.0;-461.0;?;-155.0;20;35;929.0;?
753.0;-462.0;?;-155.0;22;9;919.0;798
753.0;-461.0;198.0;-155.0;20;3;?;795
?;-461.0;198.0;-155.0;14;3;927.0;797
753.0;-460.0;198.0;-155.0;?;-5;918.0;799
753.0;-459.0;?;-155.0;?;?;?;794
753.0;-460.0;198.0;-155.0;21;5;930.0;797
?;-460.0;200.0;-155.0;21;3;930.0;797
753.0;?;201.0;-155.0;?;11;909.0;798
753.0;-459.0;202.0;-155.0;21;-11;?;797
753.0;-458.0;202.0;-155.0;?;-4;922.0;801
753.0;-458.0;201.0;-155.0;?;27;911.0;801
753.0;-458.0;201.0;-155.0;16;-15;916.0;793
753.0;?;201.0;?;24;-34;929.0;796
753.0;?;200.0;-156.0;19;22;925.0;?
753.0;-458.0;200.0;-156.0;14;?;927.0;801
753.0;-458.0;?;-156.0;20;-21;927.0;802
753.0;?;199.0;-156.0;19;-8;?;?
753.0;-459.0;199.0;-155.0;17;-35;897.0;?
?;-458.0;199.0;-155.0;18;-3;926.0;?
754.0;-459.0;200.0;-155.0;15;0;926.0;798
754.0;-459.0;200.0;-154.0;16;-23;899.0;?
754.0;?;200.0;-154.0;17;-10;943.0;799
755.0;-460.0;201.0;-153.0;15;-3;937.0;801
755.0;-460.0;201.0;-153.0;18;5;907.0;799
755.0;-460.0;201.0;-152.0;17;-18;?;?
755.0;-460.0;200.0;-152.0;20;-30;922.0;?
755.0;-461.0;199.0;-152.0;17;-16;936.0;?
756.0;-460.0;199.0;-152.0;17;1;894.0;800
756.0;?;199.0;-151.0;21;4;?;798
757.0;-460.0;199.0;-150.0;?;4;933.0;794
?;?;199.0;-150.0;?;25;916.0;806
758.0;-460.0;?;-149.0;16;15;920.0;?
758.0;-460.0;199.0;-149.0;32;38;915.0;798
758.0;-459.0;199.0;-149.0;37;82;921.0;797
?;-458.0;199.0;?;18;40;?;703
?;-457.0;199.0;-150.0;18;6;927.0;?
759.0;-457.0;198.0;-150.0;22;17;919.0;871
759.0;-456.0;198.0;-149.0;15;-5;960.0;788
?;-455.0;198.0;?;12;-34;961.0;760
760.0;-455.0;197.0;?;16;-16;941.0;819
760.0;-454.0;197.0;?;24;6;908.0;807
761.0;-454.0;196.0;-146.0;19;14;898.0;738
?;-453.0;196.0;-145.0;?;?;918.0;604
762.0;-453.0;195.0;?;20;15;949.0;598
?;-449.0;192.0;-144.0;21;-25;?;?
762.0;-446.0;189.0;-143.0;14;10;939.0;585
763.0;-444.0;186.0;?;18;?;980.0;806
763.0;-443.0;?;-139.0;23;12;947.0;805
763.0;-444.0;185.0;-138.0;14;-3;986.0;884
762.0;-446.0;186.0;-139.0;14;?;966.0;884
760.0;?;186.0;-140.0;?;-93;885.0;?
757.0;-444.0;185.0;-143.0;22;-31;822.0;810
?;?;185.0;-149.0;?;?;904.0;800
744.0;?;?;-158.0;-19;-420;1009.0;791
732.0;-442.0;186.0;-173.0;-24;-504;?;838
716.0;-446.0;188.0;?;-59;-1780;966.0;829
697.0;-449.0;?;-212.0;-44;-1932;927.0;803
675.0;-453.0;189.0;-235.0;?;-498;?;809
650.0;-457.0;190.0;-262.0;321;1436;921.0;815
621.0;?;192.0;?;-25;3727;925.0;813
588.0;-466.0;196.0;-326.0;-120;2725;842.0;?
551.0;-473.0;201.0;-359.0;135;?;854.0;810
?;-478.0;207.0;-390.0;170;690;986.0;?
472.0;-481.0;214.0;-419.0;80;-138;?;808
433.0;-484.0;224.0;?;36;-162;?;809
?;-488.0;?;-469.0;33;-353;786.0;801
358.0;-494.0;251.0;-490.0;157;-463;?;802
?;-502.0;269.0;-511.0;37;-718;889.0;809
289.0;?;285.0;-529.0;-41;?;869.0;803
258.0;-524.0;300.0;?;65;-649;889.0;803
230.0;-532.0;311.0;-557.0;-46;-157;852.0;805
201.0;-535.0;317.0;-567.0;-244;1148;?;799
172.0;-537.0;320.0;-577.0;-104;?;795.0;807
143.0;-538.0;?;?;945;-1018;?;806
117.0;-539.0;325.0;-594.0;?;600;?;800
91.0;-540.0;328.0;-600.0;-37;-992;?;807
65.0;-540.0;?;?;149;?;?;805
?;-538.0;?;-603.0;-39;-272;?;804
18.0;-536.0;337.0;-603.0;?;-316;1045.0;800
-4.0;?;340.0;-602.0;71;141;878.0;799
-23.0;-529.0;?;-598.0;?;-92;791.0;806
-41.0;?;343.0;-595.0;19;1;823.0;808
-58.0;?;343.0;-589.0;?;-2;925.0;799
-74.0;-513.0;341.0;?;-1;-35;1003.0;786
-90.0;-506.0;339.0;-577.0;21;?;947.0;780
?;-501.0;?;-569.0;5;-20;950.0;?
?;-499.0;338.0;?;12;-13;1015.0;707
-136.0;-498.0;?;?;11;-14;?;716
-148.0;-495.0;336.0;-546.0;13;-6;1025.0;?
-161.0;-489.0;329.0;-538.0;14;-3;1012.0;554
-174.0;-483.0;320.0;-531.0;13;-6;1018.0;520
-186.0;-477.0;313.0;-524.0;14;-3;?;?
-197.0;-473.0;307.0;-517.0;13;-6;1020.0;504
-207.0;-469.0;?;-511.0;13;-15;1028.0;528
-215.0;-464.0;301.0;?;18;0;1040.0;525
-221.0;-458.0;299.0;-501.0;20;32;?;?
-226.0;-455.0;?;-498.0;20;?;1023.0;524
-232.0;-451.0;295.0;-496.0;19;40;1033.0;?
-237.0;-448.0;293.0;-496.0;20;30;1001.0;525
?;?;?;-497.0;23;16;1001.0;501
-245.0;?;284.0;-496.0;?;51;?;?
?;-444.0;?;-495.0;18;58;1023.0;506
-260.0;-443.0;275.0;-493.0;18;61;?;484
-270.0;-444.0;273.0;-493.0;19;38;1023.0;444
-269.0;-445.0;272.0;-499.0;23;-23;1012.0;?
-271.0;-445.0;269.0;-504.0;23;-35;1035.0;436
-272.0;-444.0;266.0;?;22;-34;1043.0;472
-271.0;?;?;-507.0;24;-35;1007.0;490
-270.0;-443.0;?;?;18;?;1040.0;?
-268.0;-443.0;266.0;-508.0;18;-29;1025.0;497
-263.0;-442.0;267.0;?;30;-14;1012.0;519
-258.0;-443.0;268.0;-505.0;28;-15;1007.0;519
