Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit LLA accZ;Accelerometer LH accZ;Accelerometer LWR accZ
-418.0;-623.0;-605.0;402.0;196.0
-388.0;-572.0;-699.0;447.0;202.0
?;-633.0;-601.0;397.0;238.0
?;-571.0;-519.0;276.0;266.0
-296.0;-486.0;-531.0;176.0;387.0
-261.0;-449.0;-548.0;142.0;338.0
-170.0;-458.0;-561.0;200.0;334.0
-127.0;-394.0;-574.0;216.0;354.0
-95.0;-349.0;-565.0;106.0;411.0
29.0;-373.0;-575.0;268.0;411.0
86.0;-349.0;-503.0;140.0;409.0
63.0;-304.0;-427.0;165.0;417.0
81.0;-293.0;-397.0;182.0;352.0
123.0;-308.0;-377.0;125.0;292.0
132.0;-339.0;-339.0;134.0;275.0
154.0;-339.0;-279.0;254.0;315.0
185.0;-309.0;-161.0;255.0;328.0
202.0;-328.0;-91.0;272.0;328.0
157.0;-318.0;-112.0;305.0;329.0
151.0;-357.0;-124.0;291.0;363.0
89.0;-448.0;-78.0;265.0;260.0
144.0;-394.0;-37.0;316.0;293.0
132.0;-493.0;-24.0;395.0;244.0
107.0;-502.0;15.0;372.0;296.0
107.0;-574.0;19.0;401.0;307.0
96.0;-562.0;0.0;477.0;323.0
61.0;-577.0;-25.0;466.0;390.0
24.0;-522.0;-66.0;448.0;468.0
8.0;-684.0;-57.0;372.0;342.0
10.0;-587.0;-48.0;339.0;376.0
-29.0;-563.0;-69.0;383.0;328.0
-28.0;-569.0;-53.0;399.0;226.0
-20.0;-751.0;-67.0;482.0;194.0
11.0;-745.0;-107.0;425.0;222.0
-65.0;-700.0;-163.0;463.0;245.0
-64.0;-805.0;-197.0;745.0;27.0
-126.0;-861.0;-201.0;775.0;72.0
-194.0;-893.0;-234.0;734.0;118.0
-209.0;-1095.0;-225.0;847.0;-109.0
-250.0;-978.0;-209.0;804.0;-69.0
-332.0;-959.0;-262.0;702.0;-118.0
-525.0;-1008.0;-228.0;538.0;-193.0
-735.0;-911.0;-229.0;772.0;-238.0
-636.0;-761.0;-269.0;564.0;-179.0
-724.0;-739.0;-327.0;743.0;-192.0
-959.0;-814.0;-423.0;792.0;-179.0
-787.0;-894.0;-448.0;816.0;-226.0
-652.0;-1064.0;-466.0;706.0;-247.0
-683.0;-1085.0;-637.0;698.0;-254.0
-675.0;-981.0;-694.0;632.0;-232.0
-592.0;-878.0;-746.0;637.0;-125.0
-693.0;-961.0;-843.0;675.0;-8.0
-776.0;?;-834.0;667.0;-111.0
-781.0;?;-891.0;709.0;-86.0
-705.0;?;-903.0;736.0;-62.0
-668.0;?;-795.0;735.0;-36.0
-627.0;-1019.0;-662.0;656.0;-53.0
-574.0;-1035.0;-704.0;646.0;-21.0
-622.0;-996.0;-813.0;610.0;-63.0
-608.0;-1012.0;?;603.0;-83.0
-637.0;-906.0;?;466.0;-71.0
-598.0;-756.0;?;376.0;3.0
-611.0;-710.0;?;401.0;69.0
-614.0;?;?;468.0;27.0
-607.0;?;?;498.0;3.0
-534.0;?;?;476.0;79.0
-411.0;?;?;389.0;137.0
-344.0;?;?;403.0;97.0
-381.0;?;?;435.0;87.0
-409.0;-715.0;?;475.0;82.0
-399.0;-752.0;?;463.0;113.0
-332.0;-800.0;-839.0;554.0;83.0
-301.0;-791.0;-809.0;581.0;70.0
-331.0;-843.0;-687.0;739.0;40.0
-338.0;-1025.0;-584.0;833.0;?
-342.0;-1034.0;-606.0;801.0;34.0
-364.0;-990.0;-688.0;817.0;91.0
-398.0;-1074.0;-658.0;923.0;-50.0
-384.0;-1138.0;-586.0;921.0;-98.0
-419.0;-1062.0;-530.0;824.0;-13.0
-452.0;-978.0;-528.0;742.0;-72.0
-429.0;-988.0;-534.0;766.0;-72.0
-473.0;-991.0;-534.0;722.0;-103.0
-592.0;-881.0;-544.0;589.0;-76.0
-517.0;-776.0;-560.0;407.0;11.0
-428.0;-678.0;-589.0;303.0;60.0
-458.0;-587.0;-646.0;294.0;60.0
-567.0;-626.0;-749.0;322.0;82.0
-530.0;-568.0;-711.0;339.0;107.0
-422.0;-648.0;-732.0;333.0;169.0
-368.0;-643.0;-857.0;433.0;100.0
-319.0;-695.0;-874.0;515.0;117.0
-343.0;-795.0;-766.0;588.0;141.0
-334.0;-806.0;-740.0;614.0;81.0
-321.0;-827.0;-809.0;616.0;90.0
-318.0;-807.0;-835.0;614.0;126.0
-389.0;-858.0;-726.0;691.0;69.0
-421.0;-870.0;-598.0;625.0;76.0
-421.0;-822.0;-503.0;?;160.0
-459.0;-884.0;-460.0;?;159.0
-415.0;-768.0;-452.0;?;251.0
-429.0;-707.0;-439.0;?;271.0
-390.0;-717.0;-428.0;?;256.0
-256.0;-658.0;-470.0;?;312.0
-192.0;-566.0;-525.0;?;329.0
-69.0;-527.0;-581.0;?;404.0
-20.0;-517.0;-623.0;?;362.0
-25.0;?;-607.0;?;372.0
43.0;?;-613.0;?;347.0
107.0;?;-654.0;?;355.0
106.0;?;-619.0;?;326.0
102.0;?;-538.0;?;384.0
78.0;?;?;375.0;324.0
73.0;?;?;421.0;295.0
26.0;?;-313.0;392.0;282.0
23.0;?;-338.0;374.0;279.0
-25.0;?;-274.0;405.0;322.0
-49.0;?;-206.0;415.0;279.0
-72.0;?;-163.0;414.0;281.0
-97.0;?;-172.0;440.0;281.0
-68.0;?;-172.0;559.0;223.0
-58.0;?;-183.0;619.0;260.0
-83.0;?;-223.0;560.0;235.0
-105.0;?;-245.0;488.0;255.0
-84.0;?;-257.0;431.0;237.0
-92.0;?;-283.0;406.0;246.0
-137.0;?;-337.0;410.0;228.0
-140.0;?;-340.0;433.0;218.0
-88.0;?;-280.0;473.0;137.0
-93.0;?;-309.0;467.0;168.0
-116.0;?;-331.0;500.0;94.0
-160.0;-644.0;-324.0;593.0;65.0
-132.0;-721.0;-338.0;637.0;37.0
-229.0;-731.0;-383.0;599.0;34.0
-284.0;-638.0;-395.0;601.0;36.0
-279.0;-689.0;-370.0;526.0;36.0
-290.0;-701.0;-394.0;540.0;110.0
-334.0;-748.0;-401.0;590.0;61.0
-421.0;-747.0;-364.0;568.0;14.0
-310.0;-713.0;-344.0;532.0;136.0
-372.0;-709.0;-371.0;530.0;131.0
-302.0;-739.0;-393.0;511.0;128.0
-329.0;-717.0;-428.0;513.0;148.0
-320.0;-642.0;-459.0;454.0;161.0
-343.0;-596.0;-516.0;459.0;177.0
-280.0;-622.0;-554.0;475.0;145.0
-291.0;-599.0;-547.0;485.0;105.0
-290.0;-620.0;-533.0;467.0;163.0
-260.0;-594.0;-521.0;425.0;137.0
-210.0;-546.0;-505.0;431.0;101.0
-210.0;-552.0;-544.0;504.0;126.0
-231.0;-511.0;-516.0;510.0;136.0
?;-499.0;-479.0;463.0;120.0
?;-524.0;-470.0;449.0;80.0
-187.0;-557.0;-463.0;470.0;46.0
-230.0;-500.0;-461.0;461.0;110.0
-241.0;-549.0;-407.0;477.0;101.0
-199.0;-554.0;-375.0;496.0;128.0
-116.0;-566.0;-383.0;529.0;168.0
-170.0;-584.0;-378.0;542.0;179.0
-154.0;-613.0;-384.0;591.0;153.0
-126.0;-675.0;-373.0;638.0;86.0
-138.0;-717.0;-343.0;628.0;152.0
-148.0;-718.0;-355.0;649.0;137.0
-157.0;-742.0;-348.0;627.0;112.0
-162.0;-709.0;-341.0;618.0;124.0
-166.0;-660.0;-351.0;604.0;54.0
-173.0;-612.0;-335.0;619.0;-30.0
-194.0;-650.0;-308.0;665.0;-100.0
-204.0;-635.0;-322.0;674.0;-109.0
-229.0;-612.0;-346.0;714.0;-123.0
-266.0;-643.0;-356.0;741.0;-154.0
-305.0;-755.0;-356.0;731.0;-231.0
-347.0;-601.0;-392.0;616.0;-245.0
-381.0;-507.0;-419.0;608.0;-216.0
-352.0;-668.0;-431.0;691.0;-309.0
-380.0;-645.0;-452.0;667.0;-201.0
-483.0;-639.0;-464.0;567.0;-167.0
-524.0;-620.0;-476.0;555.0;-108.0
-486.0;-612.0;-488.0;587.0;-141.0
-517.0;-571.0;-509.0;597.0;-147.0
-591.0;-541.0;-563.0;579.0;-121.0
-532.0;-483.0;-542.0;599.0;-158.0
-430.0;-540.0;-530.0;614.0;-214.0
-387.0;-556.0;-593.0;621.0;-169.0
-415.0;-628.0;-648.0;617.0;-222.0
-394.0;-697.0;-588.0;651.0;-166.0
-369.0;-676.0;-595.0;600.0;-92.0
-326.0;-651.0;-662.0;560.0;-79.0
-383.0;-669.0;-641.0;536.0;-99.0
-439.0;-528.0;-559.0;543.0;-120.0
-467.0;-522.0;-547.0;566.0;-138.0
-484.0;-549.0;-557.0;599.0;-141.0
-429.0;-580.0;-547.0;578.0;-162.0
-416.0;-588.0;-516.0;615.0;-183.0
-352.0;-648.0;-506.0;589.0;-139.0
-327.0;-641.0;-505.0;536.0;-120.0
-396.0;-605.0;-536.0;529.0;-152.0
-419.0;-624.0;-580.0;550.0;-118.0
-406.0;-646.0;-632.0;556.0;-93.0
-435.0;-642.0;-605.0;540.0;-101.0
-442.0;-612.0;-564.0;549.0;-104.0
-416.0;-644.0;-528.0;586.0;-104.0
-269.0;-662.0;-460.0;562.0;-95.0
-411.0;-652.0;-476.0;530.0;-21.0
-370.0;-681.0;-516.0;505.0;-30.0
-399.0;?;-527.0;522.0;-23.0
-396.0;?;-545.0;508.0;-44.0
-412.0;?;-580.0;482.0;5.0
-403.0;?;-563.0;515.0;0.0
-405.0;?;-529.0;498.0;28.0
-379.0;?;-528.0;476.0;32.0
-393.0;?;-521.0;436.0;41.0
-383.0;?;-515.0;461.0;35.0
-359.0;?;-519.0;501.0;33.0
-358.0;?;-549.0;467.0;89.0
-368.0;?;-539.0;450.0;75.0
-379.0;-654.0;-524.0;505.0;19.0
-374.0;-630.0;-533.0;515.0;6.0
-348.0;-630.0;-522.0;495.0;23.0
-360.0;-632.0;-535.0;478.0;-30.0
-336.0;-631.0;-507.0;437.0;29.0
-299.0;-617.0;-493.0;417.0;-36.0
-293.0;-703.0;-511.0;439.0;-59.0
-303.0;-691.0;-502.0;512.0;-22.0
-287.0;-601.0;-471.0;482.0;24.0
-289.0;-617.0;?;377.0;113.0
-296.0;-863.0;?;364.0;65.0
-261.0;-715.0;-484.0;208.0;59.0
-340.0;-524.0;-473.0;303.0;211.0
-325.0;-686.0;-508.0;360.0;192.0
-310.0;-578.0;-483.0;-15.0;191.0
-271.0;-556.0;-485.0;-137.0;130.0
-322.0;-494.0;-484.0;315.0;206.0
-249.0;-440.0;-468.0;22.0;192.0
-146.0;-496.0;-470.0;-153.0;256.0
-223.0;-603.0;-525.0;215.0;197.0
-204.0;-507.0;-517.0;304.0;324.0
-232.0;-556.0;-482.0;399.0;177.0
-230.0;-595.0;-384.0;346.0;99.0
-162.0;-715.0;-406.0;349.0;85.0
-248.0;-641.0;-531.0;298.0;74.0
-254.0;-641.0;-374.0;284.0;60.0
-153.0;-620.0;-353.0;295.0;62.0
-145.0;-633.0;-396.0;356.0;29.0
-193.0;-614.0;-376.0;358.0;47.0
-249.0;-620.0;-348.0;417.0;-18.0
-233.0;-662.0;-309.0;433.0;13.0
-262.0;-659.0;-331.0;422.0;38.0
-303.0;-649.0;-403.0;390.0;-27.0
-328.0;-661.0;-289.0;368.0;19.0
-307.0;-644.0;-284.0;338.0;69.0
-330.0;-593.0;-320.0;353.0;49.0
-328.0;-576.0;-391.0;350.0;57.0
-294.0;-614.0;-432.0;321.0;56.0
-304.0;-599.0;-436.0;327.0;80.0
-292.0;-592.0;-449.0;321.0;49.0
-293.0;-584.0;-475.0;361.0;115.0
-278.0;-633.0;-480.0;385.0;54.0
-264.0;-623.0;-481.0;416.0;23.0
-258.0;-610.0;-512.0;398.0;52.0
-271.0;-616.0;-487.0;359.0;26.0
-261.0;-597.0;-473.0;381.0;13.0
-290.0;-597.0;-470.0;337.0;68.0
-291.0;-555.0;-455.0;353.0;68.0
-310.0;-578.0;-442.0;357.0;55.0
-287.0;-601.0;-441.0;394.0;54.0
-283.0;-613.0;-430.0;404.0;80.0
-274.0;-603.0;-415.0;402.0;39.0
-261.0;-591.0;-409.0;373.0;90.0
-278.0;-587.0;-425.0;379.0;64.0
-300.0;-599.0;-453.0;417.0;64.0
-285.0;-603.0;-457.0;451.0;100.0
-268.0;-625.0;-453.0;413.0;130.0
-271.0;-593.0;-439.0;351.0;116.0
-277.0;-665.0;-424.0;429.0;134.0
-282.0;-692.0;-414.0;234.0;117.0
-281.0;-658.0;-412.0;769.0;140.0
-264.0;-675.0;-423.0;349.0;160.0
-243.0;-671.0;-424.0;433.0;128.0
-242.0;-585.0;-432.0;332.0;136.0
-264.0;-598.0;-430.0;320.0;174.0
-303.0;-545.0;-414.0;302.0;213.0
-277.0;-683.0;-423.0;395.0;74.0
-235.0;-727.0;-425.0;448.0;151.0
-298.0;-471.0;-411.0;209.0;243.0
-256.0;-369.0;-390.0;147.0;180.0
-249.0;-569.0;-382.0;214.0;185.0
-177.0;-424.0;-412.0;241.0;206.0
-191.0;-364.0;-467.0;56.0;213.0
-228.0;-458.0;-428.0;259.0;?
-37.0;-507.0;-418.0;139.0;?
-103.0;-367.0;-422.0;-85.0;?
-187.0;-424.0;-393.0;-119.0;?
-82.0;-447.0;-337.0;-40.0;?
-61.0;-503.0;-325.0;69.0;?
18.0;-442.0;-409.0;-87.0;?
-53.0;-487.0;-404.0;-198.0;?
38.0;-496.0;-273.0;-111.0;?
-22.0;-387.0;-245.0;-285.0;?
12.0;-239.0;-278.0;-155.0;?
-18.0;-383.0;-219.0;-210.0;?
69.0;-152.0;-164.0;-283.0;427.0
57.0;-334.0;-188.0;-563.0;303.0
-13.0;-429.0;-208.0;-248.0;422.0
54.0;-437.0;-154.0;-180.0;525.0
132.0;-335.0;-179.0;-294.0;372.0
137.0;-427.0;-211.0;-286.0;441.0
175.0;-335.0;-171.0;-287.0;403.0
77.0;-220.0;-89.0;-195.0;335.0
43.0;-143.0;-169.0;-136.0;378.0
113.0;-109.0;-174.0;-97.0;388.0
126.0;-179.0;-158.0;-102.0;260.0
97.0;-243.0;-24.0;-40.0;223.0
146.0;-308.0;-74.0;45.0;253.0
178.0;-283.0;-3.0;29.0;314.0
147.0;-271.0;0.0;81.0;272.0
238.0;-243.0;-47.0;69.0;188.0
257.0;-221.0;-37.0;53.0;305.0
215.0;-155.0;-64.0;-60.0;380.0
232.0;-169.0;-36.0;-53.0;255.0
220.0;168.0;-24.0;-98.0;232.0
151.0;384.0;-8.0;-132.0;306.0
105.0;175.0;82.0;-278.0;380.0
254.0;-73.0;114.0;-240.0;343.0
307.0;-185.0;56.0;-142.0;371.0
330.0;-82.0;-12.0;26.0;388.0
283.0;-92.0;-43.0;134.0;440.0
350.0;-170.0;-11.0;115.0;507.0
442.0;-322.0;49.0;168.0;506.0
448.0;-387.0;60.0;279.0;458.0
291.0;?;103.0;370.0;375.0
273.0;?;164.0;420.0;252.0
263.0;?;127.0;739.0;198.0
112.0;?;212.0;715.0;227.0
-58.0;?;362.0;499.0;103.0
-66.0;?;434.0;387.0;65.0
-120.0;?;316.0;207.0;58.0
-49.0;?;230.0;263.0;35.0
1.0;-363.0;194.0;209.0;214.0
17.0;-391.0;156.0;197.0;231.0
31.0;-401.0;145.0;286.0;331.0
-118.0;-518.0;110.0;?;219.0
-202.0;-773.0;16.0;?;24.0
-223.0;-788.0;-107.0;?;63.0
-187.0;-679.0;-168.0;?;66.0
-101.0;-653.0;-216.0;?;100.0
-56.0;-603.0;-187.0;?;148.0
-21.0;-601.0;-120.0;?;56.0
-279.0;-483.0;-136.0;?;242.0
-400.0;-296.0;-197.0;?;263.0
-275.0;-220.0;-219.0;?;313.0
-292.0;-283.0;-195.0;?;312.0
-263.0;-344.0;-196.0;?;310.0
-254.0;-266.0;-239.0;?;417.0
-181.0;-156.0;-382.0;?;524.0
-193.0;-115.0;-548.0;?;524.0
-148.0;-73.0;-484.0;-49.0;451.0
-110.0;-35.0;-379.0;-50.0;471.0
-7.0;-103.0;-347.0;-138.0;523.0
117.0;-113.0;-320.0;-119.0;490.0
177.0;-80.0;-324.0;-63.0;457.0
234.0;-78.0;-216.0;-41.0;416.0
335.0;-68.0;-86.0;-25.0;404.0
298.0;9.0;-61.0;-36.0;392.0
184.0;129.0;-94.0;4.0;320.0
204.0;-48.0;-60.0;79.0;305.0
172.0;-369.0;96.0;182.0;359.0
161.0;-362.0;186.0;203.0;409.0
178.0;-297.0;133.0;222.0;507.0
173.0;-296.0;93.0;138.0;534.0
225.0;-307.0;213.0;78.0;490.0
243.0;-359.0;300.0;114.0;458.0
196.0;-478.0;265.0;113.0;507.0
250.0;-648.0;232.0;202.0;635.0
336.0;-678.0;190.0;113.0;502.0
?;-580.0;165.0;197.0;396.0
?;-502.0;209.0;297.0;415.0
?;-441.0;218.0;371.0;441.0
?;-349.0;190.0;357.0;413.0
?;-309.0;154.0;280.0;370.0
?;-268.0;136.0;202.0;323.0
59.0;-294.0;116.0;124.0;306.0
118.0;-297.0;114.0;100.0;240.0
233.0;-263.0;119.0;?;190.0
244.0;-260.0;70.0;?;171.0
251.0;-220.0;31.0;?;187.0
178.0;-168.0;-15.0;?;170.0
62.0;-132.0;-59.0;?;151.0
-90.0;-166.0;-56.0;?;93.0
-76.0;-195.0;-91.0;?;118.0
-83.0;-238.0;-97.0;?;184.0
-126.0;-312.0;-44.0;?;267.0
-129.0;-379.0;-12.0;47.0;411.0
-166.0;-466.0;-2.0;-16.0;509.0
-167.0;-378.0;-21.0;32.0;563.0
-191.0;-380.0;-61.0;180.0;606.0
-238.0;-425.0;-75.0;278.0;683.0
-204.0;-528.0;-43.0;83.0;780.0
-143.0;-560.0;-57.0;-181.0;877.0
-37.0;?;-71.0;-599.0;840.0
-218.0;?;-103.0;-419.0;656.0
-182.0;?;-121.0;-294.0;461.0
107.0;?;-98.0;-199.0;238.0
249.0;?;-73.0;4.0;168.0
421.0;?;-77.0;92.0;207.0
527.0;?;-49.0;90.0;161.0
506.0;?;-22.0;-14.0;188.0
?;?;-1.0;-103.0;184.0
?;?;-19.0;-132.0;132.0
?;?;0.0;-297.0;117.0
?;?;123.0;-379.0;158.0
?;?;286.0;-297.0;127.0
?;?;313.0;-249.0;185.0
?;383.0;304.0;-289.0;298.0
495.0;356.0;224.0;-269.0;381.0
478.0;291.0;308.0;-244.0;389.0
531.0;269.0;321.0;-213.0;390.0
618.0;253.0;382.0;-157.0;373.0
573.0;227.0;416.0;-65.0;310.0
539.0;178.0;421.0;-53.0;337.0
557.0;199.0;404.0;-46.0;280.0
597.0;183.0;355.0;-26.0;219.0
574.0;190.0;376.0;-38.0;?
552.0;141.0;421.0;-56.0;?
541.0;154.0;397.0;-75.0;?
533.0;156.0;419.0;-130.0;?
514.0;164.0;528.0;-139.0;?
468.0;132.0;559.0;-94.0;?
447.0;54.0;509.0;18.0;?
419.0;-121.0;474.0;7.0;385.0
415.0;-160.0;438.0;-24.0;445.0
418.0;-146.0;394.0;-118.0;443.0
?;-165.0;361.0;-60.0;480.0
?;-219.0;358.0;12.0;497.0
?;-279.0;326.0;16.0;512.0
?;-191.0;316.0;-7.0;518.0
?;-255.0;318.0;59.0;470.0
?;-303.0;313.0;59.0;435.0
?;-272.0;322.0;73.0;351.0
136.0;-302.0;334.0;177.0;324.0
158.0;-419.0;327.0;293.0;272.0
84.0;-516.0;280.0;414.0;207.0
-78.0;-639.0;193.0;482.0;198.0
67.0;-708.0;204.0;499.0;255.0
-71.0;-676.0;236.0;438.0;307.0
-157.0;-673.0;170.0;407.0;270.0
-223.0;-706.0;105.0;379.0;220.0
-327.0;-764.0;105.0;336.0;235.0
-364.0;-764.0;112.0;304.0;249.0
-309.0;-775.0;78.0;281.0;268.0
-280.0;-732.0;?;224.0;312.0
-287.0;-667.0;?;159.0;368.0
-315.0;-609.0;?;96.0;395.0
-328.0;-535.0;?;25.0;404.0
-330.0;-489.0;?;-38.0;448.0
-281.0;-422.0;?;-74.0;469.0
-218.0;-410.0;?;-52.0;520.0
-147.0;-340.0;?;-51.0;463.0
-88.0;-299.0;?;-3.0;479.0
-99.0;-263.0;-405.0;130.0;499.0
-64.0;-282.0;-414.0;187.0;367.0
3.0;-193.0;-383.0;43.0;363.0
-86.0;-10.0;-351.0;64.0;310.0
66.0;-34.0;-298.0;277.0;165.0
-54.0;-187.0;-231.0;354.0;52.0
-105.0;-223.0;-163.0;277.0;93.0
135.0;-275.0;-117.0;231.0;141.0
326.0;-285.0;-62.0;205.0;82.0
250.0;-258.0;-13.0;181.0;112.0
159.0;-292.0;-8.0;178.0;196.0
101.0;-326.0;-2.0;174.0;228.0
48.0;-357.0;24.0;158.0;306.0
-9.0;-378.0;35.0;133.0;362.0
19.0;-409.0;26.0;99.0;444.0
-2.0;-429.0;91.0;96.0;518.0
14.0;-433.0;119.0;42.0;556.0
26.0;-368.0;-21.0;-20.0;532.0
73.0;-424.0;-147.0;-60.0;649.0
97.0;-506.0;-99.0;-24.0;649.0
126.0;-406.0;-39.0;28.0;502.0
127.0;-334.0;-62.0;186.0;466.0
198.0;-307.0;-90.0;280.0;454.0
196.0;-313.0;-72.0;305.0;399.0
66.0;-297.0;-72.0;151.0;392.0
125.0;-243.0;-40.0;0.0;344.0
175.0;-214.0;-5.0;-107.0;294.0
165.0;-138.0;26.0;-147.0;194.0
203.0;-107.0;57.0;-51.0;104.0
253.0;-89.0;89.0;3.0;116.0
211.0;-68.0;79.0;7.0;117.0
122.0;-59.0;115.0;89.0;91.0
17.0;-96.0;130.0;144.0;146.0
-78.0;-175.0;71.0;229.0;164.0
-154.0;-227.0;38.0;260.0;149.0
-115.0;-246.0;4.0;319.0;174.0
-125.0;-297.0;-5.0;355.0;136.0
-159.0;-317.0;45.0;264.0;164.0
-153.0;-294.0;101.0;51.0;321.0
-65.0;-327.0;69.0;-17.0;455.0
-11.0;-323.0;19.0;-173.0;432.0
29.0;-121.0;-22.0;-222.0;447.0
86.0;81.0;-21.0;-167.0;404.0
226.0;106.0;4.0;-140.0;368.0
232.0;67.0;17.0;-198.0;396.0
302.0;144.0;-16.0;-251.0;318.0
355.0;206.0;-56.0;-235.0;266.0
486.0;265.0;?;-161.0;254.0
504.0;262.0;?;-145.0;221.0
555.0;293.0;?;-134.0;179.0
493.0;305.0;?;-99.0;168.0
500.0;275.0;?;-52.0;120.0
484.0;253.0;?;-71.0;63.0
492.0;250.0;?;-71.0;110.0
483.0;264.0;?;-69.0;76.0
462.0;241.0;?;-49.0;39.0
421.0;249.0;?;-50.0;73.0
379.0;219.0;?;-21.0;84.0
386.0;215.0;424.0;-31.0;107.0
396.0;197.0;406.0;-57.0;76.0
416.0;195.0;371.0;-67.0;93.0
395.0;?;355.0;-63.0;167.0
389.0;?;377.0;?;128.0
408.0;?;362.0;?;178.0
406.0;?;311.0;?;237.0
406.0;?;301.0;?;191.0
386.0;?;312.0;?;158.0
363.0;?;308.0;?;168.0
379.0;?;287.0;-30.0;173.0
388.0;?;283.0;-82.0;177.0
386.0;?;267.0;-80.0;207.0
387.0;?;267.0;-63.0;169.0
382.0;?;270.0;-16.0;145.0
360.0;?;265.0;-59.0;168.0
366.0;?;275.0;-59.0;225.0
359.0;?;270.0;-14.0;140.0
349.0;60.0;261.0;-2.0;248.0
367.0;39.0;261.0;-57.0;246.0
349.0;79.0;257.0;-102.0;325.0
360.0;79.0;253.0;-118.0;262.0
354.0;99.0;253.0;-79.0;303.0
331.0;99.0;246.0;-28.0;242.0
343.0;138.0;252.0;77.0;253.0
392.0;94.0;261.0;-14.0;306.0
405.0;-31.0;263.0;52.0;245.0
433.0;-174.0;254.0;117.0;210.0
339.0;-362.0;252.0;104.0;396.0
351.0;-351.0;244.0;230.0;434.0
353.0;-294.0;217.0;270.0;486.0
306.0;-333.0;212.0;319.0;541.0
?;-565.0;226.0;366.0;617.0
?;-840.0;260.0;432.0;625.0
?;-1056.0;272.0;323.0;560.0
?;-963.0;284.0;275.0;690.0
?;-1045.0;263.0;286.0;610.0
5.0;-1096.0;242.0;585.0;493.0
-194.0;-1057.0;239.0;439.0;587.0
-279.0;-941.0;185.0;674.0;608.0
-368.0;-1005.0;67.0;24.0;471.0
-356.0;-865.0;63.0;496.0;321.0
-446.0;-794.0;18.0;-108.0;360.0
-393.0;-436.0;-16.0;-130.0;358.0
-467.0;-90.0;-77.0;-529.0;237.0
-412.0;39.0;-85.0;-617.0;303.0
?;260.0;-212.0;-557.0;107.0
?;248.0;-321.0;-397.0;89.0
?;173.0;-372.0;-266.0;135.0
?;-72.0;-438.0;-357.0;212.0
?;-232.0;-439.0;-452.0;331.0
?;-294.0;-448.0;-400.0;385.0
?;-384.0;-396.0;-187.0;461.0
?;-371.0;-454.0;30.0;570.0
?;-584.0;-433.0;-129.0;573.0
112.0;-614.0;-443.0;-268.0;518.0
107.0;-503.0;-196.0;-209.0;509.0
137.0;-404.0;-24.0;-124.0;514.0
233.0;-439.0;179.0;-163.0;457.0
274.0;-396.0;155.0;-182.0;427.0
207.0;-412.0;125.0;?;458.0
204.0;-358.0;140.0;?;468.0
222.0;-402.0;36.0;?;416.0
211.0;-299.0;0.0;?;405.0
?;-306.0;-70.0;?;449.0
?;-268.0;-26.0;?;444.0
?;-254.0;59.0;?;435.0
?;-74.0;-77.0;?;323.0
270.0;66.0;-158.0;?;279.0
272.0;71.0;-107.0;?;289.0
271.0;-52.0;-16.0;?;235.0
287.0;-111.0;-65.0;167.0;125.0
265.0;-203.0;-72.0;562.0;45.0
210.0;-548.0;-11.0;1085.0;169.0
138.0;-882.0;3.0;1021.0;250.0
117.0;-965.0;5.0;?;583.0
19.0;-1364.0;7.0;494.0;698.0
-227.0;-1080.0;54.0;534.0;683.0
-286.0;-742.0;74.0;496.0;852.0
-338.0;-764.0;61.0;377.0;780.0
-519.0;-854.0;45.0;155.0;815.0
-438.0;-1246.0;84.0;249.0;562.0
-358.0;-823.0;92.0;375.0;376.0
-231.0;-599.0;-21.0;299.0;420.0
-110.0;-449.0;?;214.0;567.0
-42.0;-493.0;?;151.0;418.0
-73.0;-554.0;?;167.0;320.0
-333.0;-579.0;?;207.0;255.0
324.0;-507.0;?;214.0;239.0
134.0;-381.0;?;213.0;269.0
95.0;-341.0;-563.0;190.0;254.0
-71.0;-345.0;-520.0;?;241.0
-88.0;-351.0;-352.0;?;339.0
-115.0;-358.0;-243.0;7.0;302.0
-79.0;-317.0;-217.0;-10.0;324.0
?;-274.0;-256.0;-68.0;396.0
?;-245.0;-232.0;-53.0;412.0
?;-233.0;-141.0;5.0;441.0
?;-253.0;-148.0;9.0;425.0
?;-191.0;-185.0;-88.0;437.0
?;-98.0;-176.0;-178.0;508.0
?;-20.0;-141.0;-174.0;514.0
?;15.0;-104.0;-153.0;388.0
?;33.0;-86.0;-71.0;336.0
?;63.0;-63.0;-41.0;346.0
?;64.0;-25.0;0.0;274.0
?;-22.0;0.0;29.0;314.0
?;-44.0;5.0;21.0;305.0
?;-19.0;39.0;47.0;276.0
355.0;-70.0;75.0;76.0;268.0
294.0;-111.0;75.0;77.0;279.0
290.0;-133.0;102.0;50.0;286.0
309.0;-144.0;176.0;21.0;333.0
265.0;-164.0;263.0;21.0;316.0
271.0;-156.0;306.0;-21.0;345.0
295.0;-187.0;272.0;-41.0;367.0
223.0;-191.0;243.0;-4.0;382.0
254.0;-167.0;268.0;?;396.0
226.0;-206.0;259.0;?;439.0
252.0;-261.0;221.0;?;401.0
205.0;-337.0;220.0;?;424.0
226.0;-403.0;208.0;?;383.0
279.0;-439.0;?;?;425.0
274.0;-453.0;?;?;367.0
270.0;-476.0;?;?;370.0
218.0;-585.0;?;?;392.0
156.0;-637.0;?;?;338.0
79.0;-666.0;?;?;350.0
18.0;-672.0;?;?;380.0
