InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
-218;-218;1;-277.0;29
-508;-508;137;-91.0;152
-287;-287;247;100.0;373
-547;-547;23;160.0;352
-183;-183;164;177.0;429
1321;1321;423;216.0;841
1030;1030;139;187.0;1404
141;141;317;182.0;1996
-356;-356;615;230.0;1448
-191;-191;530;252.0;786
943;943;536;288.0;830
657;657;?;271.0;606
-297;-297;?;252.0;586
-194;-194;?;237.0;330
-779;-779;61;229.0;719
-685;-685;93;228.0;-167
-1231;-1231;56;297.0;-824
-1296;-1296;14;285.0;-1030
1345;1345;-46;118.0;-4117
39;39;-275;68.0;-2405
2244;2244;1091;-74.0;-254
4414;4414;166;-132.0;-1810
-165;-165;-1892;-130.0;-830
682;682;462;-172.0;-598
1674;1674;1291;-192.0;-872
641;641;527;-251.0;-537
1484;1484;1144;-233.0;-833
850;850;656;-212.0;-581
108;108;29;-191.0;-158
-13;-13;40;-195.0;-91
-71;-71;52;-183.0;-87
-29;-29;43;-106.0;-33
-19;-19;76;-146.0;-47
-83;-83;47;-212.0;-6
-70;-70;63;-239.0;-22
-68;-68;75;-250.0;-36
-75;-75;12;-228.0;33
-163;-163;126;-168.0;-17
-286;-286;332;-55.0;20
-254;-254;244;132.0;-39
-259;-259;271;331.0;-15
440;440;560;305.0;408
2001;2001;375;335.0;426
2091;2091;157;377.0;660
555;555;226;386.0;1071
-197;-197;408;356.0;926
186;186;641;367.0;750
1025;1025;573;382.0;564
1217;1217;499;346.0;559
832;832;473;307.0;414
-573;?;45;289.0;185
-131;?;178;286.0;108
-497;?;180;280.0;13
-1742;?;-106;312.0;-684
1741;?;615;372.0;-2532
-4077;?;-984;223.0;-2762
-6572;?;-1531;144.0;-1651
3854;3854;1184;69.0;-1724
3694;3694;1145;-60.0;-1726
862;862;219;-120.0;-1183
1188;1188;-62;-97.0;-504
201;201;-72;-141.0;-261
517;517;340;-165.0;-373
135;135;54;-152.0;-240
33;33;-3;-161.0;-217
78;78;37;-131.0;-200
-20;-20;4;-97.0;-173
27;27;48;-97.0;-202
39;39;18;-96.0;-179
28;28;23;-152.0;-187
-22;-22;10;-212.0;-184
-41;-41;4;-224.0;-173
-12;-12;7;-233.0;-192
-53;-53;13;-268.0;-156
-38;-38;32;-178.0;-109
-73;-73;28;-20.0;-90
-110;-110;40;117.0;-28
-117;-117;26;216.0;62
-495;-495;-36;312.0;162
101;101;52;347.0;70
209;209;226;392.0;-77
-942;-942;327;?;-20
-800;-800;416;?;88
-641;-641;389;?;247
-545;-545;297;?;350
-920;-920;370;?;257
-1301;-1301;228;?;72
-520;-520;-63;?;-25
-464;-464;-87;?;-26
53;53;-275;482.0;-240
454;454;-394;487.0;-519
5;5;-183;461.0;-545
75;75;-140;402.0;-512
-143;-143;-231;259.0;-423
-314;-314;-258;147.0;-262
-172;-172;-248;90.0;-274
-504;?;-275;124.0;-134
-706;?;-261;122.0;90
-481;?;-133;145.0;70
-558;?;-103;111.0;65
-760;?;-182;43.0;68
?;?;-170;54.0;46
?;?;-204;3.0;23
?;?;-186;-47.0;-4
?;?;-66;-79.0;12
?;?;-126;-138.0;-26
?;-1099;-138;-181.0;-40
?;-880;-30;-170.0;66
?;-840;-69;-241.0;91
?;-1056;-181;-278.0;?
?;-1119;-256;-308.0;?
?;-1621;-310;-310.0;?
?;-2065;-226;-384.0;?
-2160;-2160;-39;-401.0;?
-2135;-2135;48;-376.0;?
-2663;-2663;494;-380.0;?
-2406;-2406;744;-405.0;?
-490;-490;117;-405.0;?
114;114;-141;-506.0;?
-154;-154;?;-589.0;?
-6;-6;?;-643.0;-91
-90;-90;?;-667.0;-8
-8;-8;?;-718.0;-43
15;15;?;?;-48
-132;-132;?;?;-22
-148;-148;?;?;-64
115;115;?;?;6
210;210;?;?;7
-17;-17;?;?;-31
-4;-4;?;?;7
17;17;-5;?;-47
-88;-88;-4;?;-57
51;51;67;?;18
61;61;21;-405.0;-17
47;47;6;-397.0;-31
113;113;1;-220.0;-23
-260;-260;-51;-275.0;-33
-267;-267;-12;-398.0;60
-550;-550;19;-397.0;102
-221;-221;163;-333.0;318
915;915;350;-266.0;569
-61;-61;206;-164.0;563
-915;-915;166;-138.0;876
-696;-696;318;-81.0;782
-1035;-1035;283;-71.0;230
-852;-852;320;-43.0;405
-454;-454;319;13.0;576
-412;-412;-16;71.0;235
-698;-698;-245;107.0;34
-1941;-1941;-366;127.0;-235
-1414;-1414;-141;153.0;-113
455;455;-45;156.0;-328
967;967;-109;180.0;-872
1119;1119;33;96.0;-813
-347;-347;-987;132.0;-2067
203;203;-943;-1.0;-1826
1042;1042;-426;-121.0;-572
-140;-140;77;-178.0;-719
1126;1126;1770;-177.0;258
782;782;736;-197.0;250
-139;-139;-383;-291.0;-328
324;324;162;-319.0;-52
-98;-98;-62;-300.0;-149
-53;-53;46;-326.0;-74
-21;-21;65;-292.0;-64
-82;-82;-12;-268.0;-107
-46;-46;81;-268.0;-52
-122;-122;44;-215.0;-73
-77;-77;60;-181.0;-72
-30;-30;71;-183.0;-50
5;5;49;-113.0;-67
?;10;40;-22.0;-74
?;-14;57;-76.0;-51
?;-1;68;30.0;-41
?;-7;65;242.0;-39
?;-40;55;418.0;-43
?;-16;56;459.0;-35
?;-6;64;462.0;-15
?;32;92;412.0;12
?;122;89;338.0;8
?;165;73;285.0;-10
?;164;74;225.0;-9
83;83;24;194.0;-27
-20;-20;3;196.0;-33
-14;-14;38;242.0;-17
-4;-4;55;345.0;-12
7;7;51;382.0;-12
68;68;37;385.0;-14
24;24;27;331.0;-18
-28;-28;33;379.0;-15
-6;-6;40;367.0;-12
16;16;39;366.0;-12
31;31;35;345.0;-10
23;23;35;231.0;-10
9;9;41;165.0;-7
55;55;27;125.0;-16
77;77;48;85.0;-6
145;145;-4;76.0;-16
115;115;25;60.0;-7
190;190;48;24.0;-4
529;529;53;12.0;1
893;893;556;23.0;310
?;2153;378;47.0;459
?;1471;-50;68.0;338
?;-1279;218;107.0;213
?;-1234;93;141.0;-77
?;527;126;143.0;-420
?;2259;318;113.0;-818
?;2591;200;129.0;-563
?;2294;-593;109.0;217
?;1735;-975;142.0;78
?;-368;?;144.0;-305
?;-343;?;139.0;36
615;615;?;170.0;32
148;148;?;151.0;-113
83;83;?;103.0;44
85;85;?;66.0;-42
-24;-24;73;35.0;-24
50;50;22;50.0;-7
100;100;58;73.0;-75
72;72;56;86.0;-19
24;24;0;95.0;-14
10;10;34;117.0;-14
43;43;36;118.0;-8
50;50;6;94.0;-17
36;36;15;124.0;-7
42;42;14;84.0;5
42;42;18;71.0;-12
60;60;20;112.0;-9
64;64;11;139.0;7
58;58;5;165.0;-3
64;64;-8;192.0;5
38;38;-21;215.0;13
-1;-1;-17;243.0;-3
0;0;-12;231.0;-4
4;?;-11;259.0;-3
-3;?;-13;275.0;-4
11;?;-9;246.0;-5
23;?;-5;244.0;-7
21;?;-6;245.0;-7
22;?;-5;216.0;-7
7;?;-10;228.0;2
-5;?;-13;166.0;10
10;?;-9;155.0;-1
22;?;-5;170.0;-12
21;?;-6;118.0;-10
21;?;?;70.0;-10
20;20;-5;43.0;-11
23;23;-8;16.0;-10
18;18;-3;-23.0;-11
25;25;-10;-33.0;-10
31;31;-18;-68.0;-11
4;4;-3;-53.0;-13
12;12;-13;-59.0;-2
26;26;-24;-65.0;4
18;18;-18;-87.0;1
22;22;-21;-83.0;3
21;21;-20;-74.0;2
21;21;-20;-43.0;2
22;22;-21;-69.0;3
20;20;-20;-42.0;2
22;22;-20;-45.0;2
21;21;-20;-17.0;3
21;21;-20;-28.0;2
23;23;-20;-27.0;2
2;2;-21;-4.0;6
-9;-9;-20;10.0;6
46;46;-7;7.0;1
82;82;-14;61.0;3
?;72;-34;84.0;4
?;76;-18;58.0;-7
?;12;-12;81.0;-12
?;-101;-32;119.0;11
?;-168;-27;156.0;15
?;-156;-11;180.0;-9
?;-105;15;242.0;-2
?;-56;43;328.0;4
?;46;27;378.0;-20
?;95;-47;461.0;21
112;112;35;583.0;-18
185;185;-18;696.0;1
384;384;-10;810.0;?
?;820;253;934.0;-336
?;1294;-82;1017.0;-317
?;1986;237;1105.0;-500
3373;3373;1174;1157.0;-932
3627;3627;1055;1139.0;-1010
2582;2582;304;1190.0;-768
2144;2144;-504;1187.0;-43
822;822;-523;1189.0;179
-453;-453;-66;1181.0;-151
-615;-615;42;1139.0;-229
-872;-872;290;1102.0;-450
-901;-901;429;1200.0;-522
-1002;-1002;347;1305.0;-376
-562;-562;496;1245.0;-540
-1558;-1558;23;1081.0;-3
-2651;-2651;-1083;904.0;1233
-3243;-3243;-944;793.0;1107
-2034;-2034;-476;723.0;667
4491;4491;-1235;689.0;1502
6775;6775;-1475;614.0;1731
6532;6532;-1558;595.0;1849
5579;5579;-1245;581.0;1481
370;370;166;572.0;-117
2;2;283;544.0;-243
550;550;-99;512.0;133
-305;-305;-56;471.0;49
242;242;-91;439.0;110
-58;-58;15;377.0;0
-76;-76;2;314.0;14
?;-11;0;256.0;23
?;-60;26;163.0;-4
?;-14;14;?;11
?;-41;25;?;-2
?;-29;17;?;7
?;-29;18;?;5
?;-34;23;?;-6
?;0;-15;?;31
4;4;75;?;-59
364;364;96;?;-78
164;164;120;?;-104
177;177;119;?;-103
-1036;-1036;59;?;-118
-404;-404;-90;?;-68
-1394;-1394;66;?;-11
-4580;-4580;281;?;238
-4324;-4324;-112;?;164
-2888;-2888;-282;?;131
-2510;-2510;-274;?;195
-1526;-1526;260;?;178
-858;-858;507;?;102
-643;-643;-176;?;-92
-364;-364;-62;?;-82
-382;-382;110;?;21
-414;-414;-65;-658.0;21
-201;-201;43;-702.0;19
-120;-120;17;-748.0;-12
-148;-148;-5;-754.0;-35
-192;-192;29;-725.0;0
-121;-121;14;-743.0;-8
-41;-41;33;-761.0;6
-89;-89;65;-749.0;59
-72;-72;48;-765.0;27
-39;-39;33;-794.0;-15
-35;-35;66;-787.0;-16
74;74;100;-831.0;-15
32;32;56;?;-7
-15;-15;46;?;9
-6;-6;75;?;-19
-34;?;74;?;-9
87;?;93;?;66
-107;?;26;?;65
-430;?;23;?;209
-413;?;91;-420.0;268
-309;?;142;-419.0;446
66;66;322;-398.0;603
-377;-377;326;-320.0;350
-2278;-2278;110;-284.0;896
-2181;-2181;229;-256.0;?
-911;-911;398;-164.0;?
-646;-646;297;-147.0;?
-70;-70;134;-124.0;?
-131;-131;-74;-30.0;?
?;-51;18;-15.0;?
?;-554;-201;46.0;?
-1083;-1083;13;67.0;?
-899;-899;136;148.0;?
-542;-542;-132;187.0;?
1096;1096;667;199.0;?
71;71;-392;262.0;?
432;432;-265;182.0;?
3305;3305;259;66.0;-1834
1615;1615;-989;33.0;2089
-36;-36;-382;-48.0;296
1024;1024;-1802;-68.0;-709
1020;1020;-1673;-165.0;83
370;370;313;-229.0;-362
206;206;-293;-317.0;79
26;26;-69;-373.0;9
-1;-1;38;-455.0;-48
48;48;-153;-481.0;53
-2;-2;24;-509.0;-31
34;34;-77;-541.0;31
4;4;-12;-474.0;4
0;0;-9;-459.0;0
11;11;-33;-471.0;8
22;22;?;-486.0;-1
68;68;?;-661.0;-3
74;74;?;-734.0;4
27;27;?;-527.0;3
12;12;?;-358.0;1
24;24;?;-377.0;-8
44;44;-40;-394.0;-4
0;0;-57;-364.0;8
-27;-27;-54;-363.0;5
-9;-9;-46;-335.0;4
-19;-19;-38;-260.0;7
2;2;-26;-210.0;5
-22;-22;-38;-171.0;2
-10;-10;-49;-140.0;0
19;?;-34;-68.0;-2
-31;?;-32;-70.0;-1
-6;?;-41;-59.0;-1
18;?;-32;-57.0;-8
2;?;-28;-28.0;-6
24;?;-44;-63.0;11
12;12;-35;-25.0;0
-19;-19;-16;-59.0;-18
-2;-2;-35;-53.0;3
-2;-2;-46;-80.0;?
-11;-11;-42;-61.0;6
13;13;-39;-91.0;5
19;19;-31;-118.0;?
1;1;-33;-71.0;?
-9;-9;-37;-49.0;?
-9;-9;-32;-99.0;?
-6;-6;-33;-96.0;?
6;6;-39;-114.0;?
-3;-3;-44;-95.0;?
-19;-19;-47;-112.0;?
-25;-25;-38;-120.0;?
-39;-39;?;-137.0;?
3;3;?;-142.0;?
12;12;?;-126.0;9
-32;-32;?;?;9
-10;-10;?;?;5
-4;-4;?;?;5
-16;-16;-32;?;?
4;4;-35;?;?
12;12;-40;?;?
11;11;-39;?;?
?;11;-39;?;?
11;11;-39;?;?
13;13;-39;?;?
10;10;-39;?;?
14;14;-39;?;?
10;10;-39;?;?
1;1;-40;?;?
7;7;-43;?;?
-33;-33;-32;39.0;0
-69;-69;-25;58.0;-7
-54;-54;-26;49.0;-2
-61;-61;-22;17.0;1
-62;-62;-20;40.0;-5
-24;-24;-20;47.0;-6
-18;-18;-16;?;-8
-19;-19;-22;?;-1
-68;-68;-30;?;11
-77;-77;-23;?;7
-54;-54;-12;?;-1
-111;-111;-15;?;-5
-78;-78;-40;?;8
-85;-85;-80;?;35
-54;-54;-91;?;48
-322;-322;?;?;362
-1736;-1736;?;?;643
-2820;-2820;?;210.0;172
-2712;-2712;?;?;-252
-3328;-3328;?;?;-152
-2544;-2544;?;?;-156
175;175;?;?;-102
452;452;?;?;25
-5;-5;?;?;47
642;642;?;?;295
-374;-374;?;?;-5
-846;-846;?;?;43
-1616;-1616;?;?;-274
-3747;-3747;?;?;-1784
-1208;-1208;?;?;-895
1144;1144;?;?;?
-108;-108;?;?;?
-172;-172;?;-62.0;-23
-140;-140;?;-129.0;-57
-200;-200;14;-198.0;-109
-78;?;39;-238.0;-9
-133;?;34;-288.0;-53
-69;?;29;-333.0;-7
-71;?;56;-331.0;-22
-52;?;47;-273.0;-17
-39;?;47;-227.0;-23
-41;?;49;-123.0;-23
-27;?;54;-94.0;-18
8;?;60;-124.0;-20
-4;?;58;-217.0;-19
-38;?;57;-206.0;-18
-32;?;60;-206.0;-18
0;?;69;-208.0;-17
-6;?;68;-229.0;-20
9;?;53;-193.0;-25
-6;-6;58;-164.0;-23
-77;-77;71;-179.0;-16
-79;-79;64;-166.0;-11
-130;-130;66;-158.0;-9
-50;-50;77;-160.0;-1
-15;-15;95;-134.0;-25
10;10;88;-55.0;-14
105;105;64;-41.0;5
8;8;82;-8.0;-28
85;85;10;32.0;59
-986;-986;-144;77.0;37
-1850;-1850;-245;101.0;29
-2500;-2500;-362;103.0;-26
-4010;-4010;-269;41.0;-368
-2920;-2920;221;43.0;-267
-1736;-1736;486;7.0;-54
-1435;-1435;128;19.0;-241
-489;-489;-290;?;-435
-723;-723;-373;?;-481
-985;-985;-270;?;-334
-1285;-1285;-138;-44.0;-157
?;-1648;48;-102.0;50
?;-1592;136;-216.0;179
?;-1625;114;-297.0;161
?;-1619;117;-322.0;165
?;-1566;68;-310.0;134
?;-1580;-40;-316.0;53
?;-2007;-99;-353.0;25
?;-2059;-94;-350.0;65
?;-1691;-203;-394.0;48
?;-1597;-263;-473.0;49
?;-874;226;-507.0;497
?;-324;577;-554.0;846
-1170;-1170;5;-595.0;234
-1238;-1238;-67;-778.0;120
-489;-489;745;-951.0;1048
-520;-520;711;-938.0;1009
-215;-215;87;-833.0;158
3;3;-40;-830.0;-74
-197;-197;23;-825.0;35
-142;-142;0;-781.0;22
-153;-153;-5;-768.0;4
-135;-135;1;-786.0;4
-143;-143;23;-737.0;18
-175;-175;12;-716.0;7
-143;-143;8;-660.0;6
-113;-113;38;-677.0;24
-101;-101;45;-560.0;10
-110;-110;65;-523.0;20
-87;-87;63;-616.0;18
-45;-45;59;-623.0;8
-42;-42;66;-561.0;15
-25;-25;49;-364.0;11
-54;-54;47;-171.0;9
-104;-104;55;-124.0;12
-14;-14;54;-155.0;10
81;81;69;-138.0;18
91;91;5;-176.0;-29
31;31;12;-148.0;-12
-264;-264;26;-168.0;-42
-383;-383;-38;-194.0;-161
-254;-254;110;-176.0;-99
-409;-409;144;-145.0;-198
356;356;276;-120.0;-78
1124;1124;540;-83.0;99
1087;1087;514;-78.0;99
1196;1196;514;15.0;161
41;41;438;2.0;-386
?;-558;395;34.0;-400
?;205;476;87.0;-21
?;633;382;47.0;-225
?;461;216;58.0;-166
?;-274;0;76.0;-195
?;-276;-111;122.0;-336
?;-944;56;95.0;-125
?;-1878;-13;118.0;-212
?;-872;-317;93.0;182
?;-1621;-520;80.0;1074
?;-2946;-612;92.0;1759
?;263;-304;212.0;2097
2093;2093;-159;75.0;-246
1523;1523;-172;-55.0;-1160
1658;1658;136;?;731
340;340;251;?;284
65;65;155;?;-14
312;312;-3;?;203
-80;-80;-64;?;-115
67;67;21;?;72
-32;-32;34;?;23
-23;-23;22;-129.0;7
24;24;2;-138.0;19
-28;-28;-9;-195.0;-2
-50;-50;2;-239.0;14
-29;-29;12;-303.0;9
-78;-78;13;-411.0;9
-76;-76;16;-381.0;0
40;40;26;-421.0;4
-194;-194;-1;-377.0;-15
144;144;49;-271.0;17
-362;-362;-22;-186.0;-80
-760;-760;-107;-82.0;-379
-947;-947;-56;23.0;-381
-3592;-3592;-136;1.0;-212
-2449;-2449;95;68.0;-431
28;28;214;90.0;-787
-468;-468;100;75.0;-663
-65;-65;348;38.0;-520
38;38;380;49.0;-528
883;883;201;41.0;-120
1519;1519;20;102.0;9
1386;1386;-1;85.0;343
1337;1337;-35;84.0;55
1383;1383;-18;142.0;175
1908;1908;-199;163.0;1186
78;78;-819;125.0;-817
-847;-847;29;90.0;-1356
66;66;578;32.0;209
-201;-201;-165;-31.0;-147
-98;-98;62;-96.0;-7
62;62;108;-199.0;90
-9;-9;-57;-289.0;-69
23;?;73;-295.0;57
-41;?;-3;-325.0;-27
42;?;23;-349.0;13
36;?;24;-332.0;1
-27;?;4;-385.0;?
-19;?;14;-431.0;?
-8;?;27;-461.0;?
-7;?;22;-495.0;?
0;?;14;-489.0;?
-18;?;27;-459.0;?
-21;?;25;-464.0;?
-22;-22;24;-406.0;?
-8;-8;29;-233.0;?
11;11;26;-163.0;?
-23;-23;23;-155.0;?
-24;-24;30;-149.0;?
17;17;42;?;?
8;8;26;-114.0;?
11;11;17;-144.0;?
63;63;25;-142.0;?
48;48;24;-122.0;-1
3;3;29;-130.0;2
16;16;25;-126.0;-1
13;13;17;-74.0;-1
-3;-3;17;-57.0;-1
2;2;15;-44.0;-2
11;11;20;-27.0;3
30;30;24;-2.0;0
24;24;18;-1.0;-3
22;22;19;45.0;-1
16;16;17;20.0;-2
26;26;11;26.0;-1
31;31;19;9.0;4
-31;-31;26;2.0;4
-26;-26;16;17.0;-7
-7;-7;9;21.0;-10
-40;-40;20;41.0;2
-25;-25;25;27.0;0
-29;-29;23;46.0;-5
-60;-60;37;51.0;7
-36;-36;40;60.0;7
-15;-15;26;68.0;4
-37;-37;37;115.0;9
-13;-13;50;132.0;9
11;11;39;126.0;7
-19;-19;35;162.0;1
8;8;34;119.0;0
40;40;31;136.0;4
26;26;31;166.0;2
32;32;25;143.0;0
31;31;21;129.0;-2
29;29;21;157.0;-3
40;40;20;138.0;-3
66;66;6;185.0;-15
83;83;-1;270.0;-12
59;59;2;289.0;-6
49;49;-2;310.0;-8
90;90;16;376.0;13
110;110;23;387.0;17
100;100;13;449.0;10
161;161;-9;493.0;-6
309;309;-17;500.0;-12
414;414;-25;559.0;11
411;411;-81;537.0;-8
374;374;-81;504.0;2
265;265;-113;460.0;7
66;66;-153;362.0;-9
-268;-268;-134;313.0;15
-607;-607;-135;253.0;42
-834;-834;-110;196.0;54
-1209;-1209;-175;236.0;-27
-1229;-1229;-143;275.0;-53
-933;-933;-112;247.0;-45
-833;-833;-219;216.0;-119
-563;-563;-130;169.0;-80
-163;-163;-105;110.0;-34
358;358;-125;131.0;-33
923;923;-17;72.0;0
1274;1274;-42;53.0;-41
1349;1349;-327;104.0;-304
690;690;-500;14.0;-470
-304;?;-176;19.0;-162
-476;?;162;11.0;163
214;?;346;34.0;395
1387;?;329;24.0;407
1874;?;-144;8.0;-94
618;?;-250;-12.0;-250
-310;?;228;-66.0;93
16;?;227;-137.0;47
194;?;-32;-217.0;-111
79;?;-1;-192.0;-33
24;?;-25;-251.0;-60
-53;-53;1;-306.0;-43
-32;-32;51;-371.0;1
-16;-16;27;-395.0;-19
-39;-39;35;-433.0;-10
-9;-9;33;-422.0;-14
-28;-28;35;-408.0;-12
-15;-15;34;-391.0;-14
-26;-26;38;-432.0;-11
-31;-31;38;-412.0;-7
7;7;43;-482.0;-1
-12;-12;42;-525.0;-4
-12;-12;15;-589.0;-26
1;1;21;-662.0;-16
-4;-4;42;-717.0;3
-18;-18;38;-744.0;0
-31;-31;?;-768.0;-8
-19;-19;?;-742.0;-10
-1;-1;?;-751.0;-5
0;0;?;-695.0;-9
14;14;?;-656.0;-4
58;58;?;-601.0;4
24;24;?;-544.0;1
-8;-8;?;-456.0;4
37;37;35;-392.0;2
11;11;24;-330.0;-7
18;18;22;-206.0;-8
55;55;31;-77.0;2
7;7;29;17.0;-1
?;21;32;116.0;3
?;29;38;199.0;11
?;-42;16;351.0;-15
?;104;33;465.0;11
?;71;17;533.0;-11
?;166;31;594.0;16
?;166;12;674.0;4
?;129;-51;732.0;-47
?;683;84;763.0;167
?;199;160;798.0;195
?;2218;606;864.0;759
?;7128;1910;878.0;2309
?;6720;1783;922.0;2167
?;2459;-90;977.0;300
1469;1469;-549;1011.0;-146
1978;1978;-387;1092.0;25
1661;1661;-289;1170.0;77
1654;1654;372;1226.0;639
1846;1846;367;1258.0;612
2223;2223;239;1244.0;353
2357;2357;348;1254.0;302
2030;2030;304;1202.0;79
2402;2402;389;1185.0;-78
2085;2085;386;1167.0;-251
1098;1098;208;916.0;-886
1618;1618;-74;797.0;-1376
2132;2132;-305;666.0;-1383
2533;2533;-113;600.0;-1919
1861;1861;-547;642.0;-1121
-75;-75;-2309;772.0;1046
-83;-83;-2386;841.0;1077
267;267;-25;779.0;40
152;152;941;668.0;-169
?;216;280;577.0;-66
?;53;67;465.0;15
?;97;65;384.0;3
?;107;64;355.0;3
?;?;38;300.0;-5
-58;?;10;255.0;-14
-80;?;41;186.0;-12
-63;?;29;126.0;-13
-61;?;30;65.0;-18
-87;?;33;-31.0;-11
-53;?;46;-57.0;-3
-133;?;10;-129.0;0
-22;?;31;-174.0;107
-216;?;28;-85.0;143
-216;?;57;-4.0;56
-87;?;86;129.0;55
-641;?;-31;241.0;51
1474;?;352;311.0;44
3745;3745;579;376.0;-134
3096;3096;614;463.0;34
2189;2189;763;533.0;586
798;798;266;563.0;533
82;82;201;607.0;380
153;153;245;560.0;396
-37;-37;63;556.0;234
-315;-315;7;532.0;225
-710;-710;-99;459.0;89
-387;-387;184;405.0;-276
164;164;129;416.0;-409
?;808;330;439.0;-777
?;457;113;451.0;-995
?;932;166;329.0;-1000
?;916;167;232.0;-1003
?;-1390;-1288;220.0;-664
?;762;-43;178.0;-887
?;1630;87;93.0;-56
?;-710;-2218;45.0;1851
214;214;-1530;47.0;1559
336;336;-341;-13.0;175
-65;-65;-31;-15.0;-105
134;134;41;-67.0;21
-90;-90;-49;-91.0;-39
-29;-29;32;-67.0;-26
-55;-55;17;-47.0;-39
-74;-74;24;-60.0;-42
-45;-45;33;-64.0;-37
-36;-36;32;-153.0;-50
-65;-65;26;-201.0;-30
-67;-67;34;-263.0;-34
-61;-61;42;-333.0;-35
-70;-70;38;-426.0;-17
-53;-53;43;-429.0;-11
-26;-26;44;-279.0;-10
-36;-36;56;-190.0;-18
-5;-5;36;-174.0;6
62;62;1;-15.0;39
57;57;35;48.0;9
34;34;43;120.0;3
32;32;52;137.0;-24
47;47;86;177.0;-77
33;33;71;232.0;-53
-19;-19;42;248.0;-8
-23;-23;37;255.0;-1
-22;-22;43;232.0;-8
-24;-24;35;163.0;7
12;12;23;57.0;15
8;8;40;76.0;15
10;10;41;129.0;3
-20;-20;30;57.0;-8
-159;-159;53;-42.0;7
164;164;176;7.0;-237
1179;1179;635;0.0;-773
608;608;344;52.0;-502
-1332;-1332;-479;176.0;163
-2150;-2150;-156;153.0;?
-2654;-2654;254;134.0;?
-2039;-2039;702;108.0;?
-856;-856;534;5.0;?
-1174;-1174;326;-119.0;?
-2506;?;-8;-273.0;?
-3457;?;-787;-483.0;?
-1527;-1527;1704;-626.0;?
-58;-58;1444;-762.0;?
-486;-486;-966;-818.0;?
-197;-197;204;-859.0;?
-173;-173;108;-865.0;?
-184;-184;-202;-885.0;112
-89;-89;128;-836.0;10
-207;-207;-86;-748.0;75
-80;-80;72;-645.0;-5
11;11;10;-641.0;51
28;28;-5;-738.0;45
41;41;20;-785.0;27
0;0;-10;-783.0;47
-37;-37;-8;-841.0;39
-25;-25;-7;-871.0;43
-29;-29;-8;-932.0;42
-30;-30;-8;-955.0;42
-26;-26;-8;-887.0;42
-31;-31;-7;-924.0;41
-30;-30;-10;-841.0;43
-28;-28;-6;-809.0;41
-29;-29;-8;-771.0;42
-31;-31;-13;-730.0;45
-43;-43;24;-673.0;29
-101;-101;13;-644.0;46
-40;-40;43;-678.0;20
?;-92;9;-680.0;46
?;-73;23;-673.0;36
?;-116;86;-679.0;9
?;-565;-139;-667.0;180
?;503;14;-675.0;-94
?;2458;68;-669.0;-356
?;2405;182;-679.0;-76
?;?;780;-691.0;-133
?;?;209;-735.0;-31
?;?;-587;-723.0;543
?;?;-250;-733.0;376
102;?;127;-725.0;-60
55;?;50;-637.0;51
3;?;-9;-594.0;60
11;?;62;-646.0;-15
62;?;68;-720.0;-22
-119;?;21;-680.0;-27
-447;?;8;-684.0;16
-404;-404;12;-589.0;42
-394;-394;1;-527.0;61
-661;-661;14;-317.0;27
-922;-922;34;-100.0;-12
-953;-953;58;87.0;-43
-1091;-1091;33;138.0;-8
-1186;-1186;-17;72.0;60
-864;-864;-4;130.0;41
-509;-509;-28;80.0;48
-162;-162;-81;19.0;70
-32;-32;-62;-68.0;35
-108;-108;25;-130.0;-1
-37;-37;67;-125.0;-4
-17;-17;17;-117.0;23
-18;-18;?;-179.0;26
-40;-40;?;-225.0;6
-10;-10;?;-266.0;?
38;38;?;-254.0;?
-31;-31;?;-308.0;?
-26;-26;?;-338.0;?
-22;-22;?;-370.0;?
-30;-30;?;-335.0;?
-19;?;?;-346.0;?
-29;?;?;-236.0;?
10;?;42;-192.0;?
26;?;35;-147.0;?
-7;?;33;-130.0;?
4;?;30;-74.0;?
20;?;32;-85.0;?
-4;?;44;-110.0;?
-1;?;36;-134.0;?
6;?;15;-134.0;?
-24;?;19;-123.0;?
-28;?;24;-147.0;?
-36;?;21;-146.0;?
-36;?;21;-179.0;?
-1;-1;19;-190.0;3
-14;-14;27;-207.0;6
-7;-7;25;-193.0;1
45;45;33;-226.0;1
10;10;41;-201.0;2
-16;-16;29;-162.0;-7
28;28;29;-171.0;1
10;10;33;-198.0;0
-1;-1;44;-169.0;-3
20;20;41;-166.0;-1
19;19;30;-194.0;-1
8;8;29;-183.0;3
-9;-9;26;-181.0;4
6;6;27;-180.0;6
-10;-10;20;-116.0;1
-77;-77;30;-98.0;1
-37;-37;38;-142.0;-2
8;8;25;-118.0;-1
-37;-37;36;-39.0;12
-7;-7;34;-20.0;-1
17;17;27;-4.0;4
15;15;35;10.0;5
28;28;33;45.0;-7
-21;-21;38;39.0;6
-17;-17;42;73.0;5
11;11;24;105.0;2
-28;-28;22;141.0;6
-11;-11;33;157.0;-2
20;20;31;148.0;-6
-10;-10;34;132.0;-2
-11;-11;35;171.0;-2
-6;-6;27;149.0;-2
18;18;26;123.0;1
3;3;28;148.0;-4
-41;-41;31;174.0;-1
-1;-1;36;164.0;9
8;8;34;143.0;3
