InertialMeasurementUnit L-SHOE EuX;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX
-21;?;3467;1679;-1774;3467;-506.0;-284;284
-24;872.0;3234;1600;-2529;3234;-622.0;-339;339
-28;757.0;1551;-1260;-2438;1551;-743.0;-963;963
-28;734.0;1621;-1235;-2486;1621;-775.0;-981;981
-32;841.0;-263;411;-54;-263;-568.0;-241;241
-33;1069.0;-1076;789;1380;-1076;-641.0;-4283;4283
-31;1033.0;-81;379;779;-81;-677.0;-8127;8127
-32;1070.0;-321;21;765;-321;-672.0;-6403;6403
-31;1597.0;-170;210;697;-170;?;-7266;7266
-31;1609.0;-104;249;689;-104;?;-7602;7602
-31;677.0;-101;214;742;-101;?;-461;461
-30;617.0;16;212;701;16;?;3511;-3511
-31;860.0;-35;189;718;-35;-516.0;3217;-3217
-31;1119.0;-42;198;703;-42;-484.0;4344;-4344
-31;1026.0;-39;198;705;-39;-464.0;4575;-4575
?;1005.0;6;208;710;6;-480.0;4845;-4845
?;960.0;14;206;714;14;-478.0;4898;-4898
?;853.0;12;217;705;12;-524.0;5076;-5076
?;797.0;9;181;719;9;-579.0;4415;-4415
?;934.0;18;117;729;18;-541.0;1973;-1973
?;993.0;49;100;726;49;-731.0;-1816;1816
?;921.0;-148;49;777;-148;-832.0;-4223;4223
?;918.0;-265;25;836;-265;-738.0;-1209;1209
?;1014.0;16;52;822;16;-780.0;632;-632
?;1080.0;-439;-4;817;-439;-634.0;-319;319
?;1185.0;-1349;-148;792;-1349;-703.0;100;-100
?;1001.0;-1507;-310;747;-1507;-709.0;-14;14
-19;1031.0;-1783;-448;737;-1783;-750.0;-69;69
-16;1220.0;-2137;-464;751;-2137;-737.0;69;-69
-19;858.0;-1874;-390;872;?;-769.0;-103;103
-12;637.0;-2174;-454;672;?;-754.0;-85;85
-1;789.0;-948;-276;425;?;-770.0;-101;101
-2;978.0;1864;33;557;?;-777.0;-87;87
-3;981.0;2269;50;557;?;-790.0;-79;79
-11;775.0;1721;391;550;?;-770.0;-33;?
-19;790.0;908;624;406;?;-769.0;15;?
-16;744.0;-303;370;222;?;-735.0;-9;?
-16;818.0;-239;316;314;?;-724.0;-22;?
-15;863.0;-91;393;404;?;-741.0;-15;?
-15;889.0;-180;393;481;?;-755.0;-64;?
-15;866.0;-36;381;454;-36;-729.0;-79;?
-15;899.0;-485;401;606;-485;-679.0;-78;?
-11;865.0;-1171;359;805;-1171;-677.0;-61;?
-5;847.0;-1278;203;722;-1278;-659.0;11;?
-1;908.0;-1184;157;727;-1184;-630.0;25;?
3;899.0;-1104;224;?;-1104;-611.0;11;?
6;859.0;-1188;206;?;-1188;-602.0;29;?
9;873.0;?;228;?;-1370;-613.0;24;?
13;880.0;?;191;?;-1648;-631.0;-18;18
20;877.0;?;49;?;-1983;-619.0;-11;11
27;888.0;?;65;?;-1965;-629.0;33;-33
30;880.0;?;50;?;-1814;-568.0;13;-13
33;860.0;?;-9;?;-1618;-555.0;-24;24
38;870.0;?;37;?;-1339;-533.0;-20;20
43;889.0;?;100;?;-1194;-563.0;-14;14
46;888.0;?;63;?;-1553;-584.0;7;-7
50;889.0;-2135;-53;?;-2135;-619.0;35;-35
56;885.0;-2610;-406;?;-2610;-594.0;-22;22
?;833.0;-2981;-1016;-38;-2981;-594.0;-84;84
?;779.0;-1830;-748;43;-1830;-564.0;-25;25
?;799.0;-568;477;714;-568;-568.0;-114;114
?;868.0;-348;196;512;-348;-591.0;-598;598
68;898.0;334;-1001;233;334;-516.0;-1493;1493
67;914.0;265;-374;626;265;-474.0;-2689;2689
67;827.0;-30;209;809;-30;-458.0;-2967;2967
67;848.0;118;-91;718;118;-509.0;-1031;1031
67;1005.0;3;47;756;3;-490.0;616;-616
67;1199.0;82;42;745;82;-496.0;291;-291
67;1076.0;67;15;734;67;-448.0;-125;125
67;883.0;61;69;777;61;-444.0;174;-174
67;797.0;75;14;746;75;-441.0;1497;-1497
66;934.0;64;3;745;64;-480.0;2715;-2715
66;1045.0;96;8;766;96;-453.0;3038;-3038
66;1016.0;-18;13;735;-18;-411.0;3640;-3640
66;872.0;-72;25;736;-72;-405.0;4066;-4066
?;837.0;-68;38;749;-68;-399.0;4015;-4015
?;925.0;-86;14;726;-86;-380.0;3995;-3995
?;968.0;-181;-1;733;-181;-396.0;4083;-4083
?;907.0;-164;29;745;-164;-452.0;3840;-3840
?;873.0;-157;27;736;-157;-485.0;3773;-3773
63;870.0;-341;28;727;-341;-466.0;3212;-3212
75;912.0;-164;131;716;-164;-675.0;263;-263
53;903.0;-43;240;791;-43;-847.0;-2354;2354
81;887.0;-230;323;814;-230;-725.0;-3130;3130
57;1007.0;-1642;406;910;-1642;-818.0;-2966;2966
77;1139.0;-2918;247;805;-2918;-860.0;-1425;1425
203;1042.0;-1752;270;489;-1752;-765.0;-235;235
-40;1187.0;-1210;837;880;-1210;-747.0;-172;172
-198;1405.0;-1348;719;853;-1348;-643.0;-70;70
-178;1167.0;-944;112;203;-944;-582.0;25;-25
-149;722.0;-1010;294;413;-1010;-560.0;-41;41
138;801.0;-116;530;671;?;-567.0;-13;13
165;1077.0;1330;434;557;1330;-569.0;16;-16
73;1112.0;1990;461;723;1990;-559.0;-10;10
101;944.0;2486;278;654;2486;-535.0;4;-4
64;787.0;2571;188;990;2571;-570.0;22;-22
68;662.0;2271;-110;1326;2271;-558.0;1;-1
63;710.0;2362;-948;1023;2362;-590.0;14;-14
57;790.0;2338;-1155;1063;2338;-546.0;67;-67
59;854.0;2048;-1181;-364;2048;-675.0;-72;72
49;825.0;1501;-1252;-2069;1501;-683.0;-145;145
46;763.0;1257;-471;-1748;1257;-862.0;-1066;1066
42;783.0;371;-728;16;371;-867.0;-1864;1864
40;782.0;?;-1608;1692;-1262;-862.0;-2658;2658
42;902.0;?;-492;1201;-863;-868.0;-5224;5224
44;917.0;?;220;555;-196;-954.0;-4968;4968
44;1089.0;?;-159;785;-285;-918.0;-2249;2249
45;1486.0;?;-7;669;20;-980.0;-839;839
45;1283.0;-23;-65;712;-23;-1073.0;497;-497
45;1119.0;-3;-74;723;-3;-1079.0;1191;-1191
45;961.0;43;-24;690;43;-1023.0;1192;-1192
45;979.0;22;-81;724;22;-1007.0;1238;-1238
45;1018.0;90;-54;692;90;-1001.0;1183;-1183
44;1012.0;63;-67;701;63;-1009.0;1133;-1133
44;982.0;31;-57;714;31;-933.0;971;-971
44;956.0;0;-42;699;0;-879.0;885;?
44;957.0;32;-35;700;32;-915.0;958;-958
44;890.0;31;-36;711;31;-1011.0;687;-687
44;911.0;30;-42;703;30;-1029.0;434;-434
44;952.0;62;?;704;62;-933.0;470;-470
44;918.0;32;?;705;32;-940.0;308;-308
44;909.0;20;?;703;20;-925.0;118;-118
44;884.0;3;?;712;3;-981.0;-109;109
44;965.0;-52;?;703;-52;-1068.0;-273;273
44;1020.0;-95;?;699;-95;-1011.0;-170;170
44;995.0;-137;?;712;-137;-1008.0;-124;124
44;900.0;-134;?;712;-134;-939.0;-122;122
44;843.0;?;?;719;-53;-928.0;-101;101
44;869.0;?;27;718;?;-940.0;-178;178
44;951.0;?;-2;708;?;-930.0;-8;8
44;971.0;?;-20;707;?;-941.0;210;-210
44;939.0;?;-16;707;10;-921.0;166;-166
44;937.0;?;-2;713;-8;-896.0;170;-170
44;936.0;?;4;718;-21;-948.0;173;-173
44;965.0;?;-1;718;-8;-928.0;208;-208
44;924.0;?;-8;712;3;-917.0;210;-210
44;920.0;-20;-7;712;-20;-902.0;54;-54
44;956.0;-16;-1;717;-16;-901.0;20;-20
?;970.0;18;-2;715;18;-892.0;48;-48
?;943.0;19;-8;716;19;-886.0;-21;21
?;939.0;3;2;713;3;-862.0;9;-9
?;908.0;-85;-22;719;-85;-855.0;28;-28
?;914.0;-27;31;716;-27;-789.0;6;-6
?;945.0;-82;1;721;-82;-760.0;22;?
?;955.0;-346;-49;731;-346;?;-14;14
?;969.0;-442;-73;775;-442;?;15;-15
?;977.0;-738;-499;894;-738;?;-1;1
?;975.0;-27;-270;809;-27;?;-42;42
?;952.0;1707;95;869;1707;?;-11;11
26;927.0;2909;-227;1030;2909;?;-48;48
21;?;2869;-113;738;2869;-770.0;-53;53
14;?;1842;-173;372;1842;-808.0;-8;8
9;?;2351;-381;-16;2351;-824.0;-15;15
1;916.0;3355;-182;188;3355;-851.0;18;-18
-8;886.0;3249;636;653;3249;-827.0;56;-56
-12;873.0;2161;1058;788;2161;-956.0;35;-35
-15;872.0;191;-52;1027;191;-841.0;43;-43
-16;899.0;-218;-540;733;-218;-895.0;23;-23
-15;909.0;-209;-186;541;-209;-917.0;-18;18
-15;898.0;-438;-100;746;-438;-908.0;-22;22
-14;906.0;-43;62;689;-43;-890.0;27;-27
-14;1034.0;-69;77;740;-69;-923.0;35;-35
-14;1009.0;10;-28;759;10;-938.0;-48;48
-14;?;17;14;720;17;-940.0;-31;31
-14;?;-175;-3;726;-175;-908.0;-28;28
-14;?;-111;-21;711;-111;-911.0;-59;59
-14;?;-33;33;716;-33;-922.0;-32;32
-14;?;-10;-3;721;-10;-893.0;-35;35
-14;?;-51;-9;724;-51;-875.0;-40;40
-13;?;-67;21;720;-67;-856.0;-95;95
-13;?;-52;6;728;-52;-854.0;-143;143
-13;?;-33;0;732;-33;-853.0;-110;110
-13;?;-33;-2;720;-33;-870.0;-74;74
-13;842.0;-50;-4;725;-50;-847.0;-76;76
-13;841.0;-41;-2;732;-41;-811.0;-39;39
-13;826.0;-48;5;726;-48;-810.0;120;-120
-13;803.0;-48;12;732;-48;-791.0;203;-203
-12;829.0;-58;19;736;-58;-865.0;126;-126
-12;810.0;-68;20;723;-68;-886.0;84;-84
-12;799.0;-24;14;715;-24;-854.0;68;-68
-12;825.0;-15;13;715;-15;-849.0;15;-15
-12;834.0;-23;15;713;-23;-792.0;1;-1
-12;802.0;-21;11;717;-21;-780.0;-6;6
-12;860.0;-33;6;722;-33;-740.0;-63;63
-12;827.0;-30;7;721;-30;-718.0;-62;62
-12;800.0;-30;7;721;-30;-782.0;-9;9
-12;808.0;-19;5;725;-19;-786.0;-4;4
-12;827.0;1;6;728;1;-807.0;1;-1
-12;797.0;-35;3;725;-35;-779.0;-3;3
-11;816.0;-76;-1;723;-76;-790.0;-30;30
-11;804.0;-70;0;723;-70;-780.0;-14;14
-11;805.0;-70;0;723;-70;-790.0;-11;11
-11;812.0;-72;-2;723;-72;-760.0;-71;71
-11;?;-69;1;722;-69;-794.0;-115;115
-11;?;-72;-3;724;-72;-805.0;-73;73
-11;?;-68;3;720;-68;-776.0;-97;97
-11;?;-39;10;709;-39;-787.0;-199;199
-11;?;-3;-6;715;-3;-799.0;-202;202
-11;?;-5;1;725;-5;-804.0;-212;212
-11;?;-13;12;727;-13;-808.0;-288;288
-11;803.0;-8;?;727;-8;-817.0;-330;330
-11;833.0;-11;?;727;-11;-811.0;-339;339
-11;826.0;-10;8;727;-10;-818.0;-338;338
-11;811.0;-9;8;727;-9;-816.0;-337;337
-11;824.0;-11;?;727;-11;-846.0;-342;342
-11;834.0;-8;?;727;-8;-832.0;-332;332
-11;840.0;-11;?;727;-11;-857.0;-345;345
-11;842.0;-9;?;727;-9;-860.0;-333;333
-11;850.0;-10;?;727;-10;-880.0;-338;338
-11;820.0;-14;?;727;-14;-853.0;-352;352
-11;847.0;28;?;729;28;-822.0;-296;296
-11;867.0;61;?;728;61;-854.0;-519;519
-11;891.0;26;?;730;26;?;-831;831
-11;907.0;25;?;728;25;?;-722;722
-11;925.0;32;15;733;32;?;-573;573
-11;919.0;-13;1;739;-13;?;-557;557
-11;910.0;-23;-2;718;-23;?;-489;489
-11;958.0;-49;9;734;-49;?;-652;652
-11;968.0;-32;4;749;-32;?;-798;798
-11;1002.0;34;4;716;34;?;-558;558
-11;1013.0;22;-25;741;22;?;-424;424
-11;1010.0;12;-61;768;12;-836.0;-436;436
-11;952.0;28;-20;721;28;-784.0;-358;358
-11;862.0;-133;22;788;-133;-649.0;-855;855
-11;841.0;-56;-33;738;-56;-645.0;-2381;2381
-11;912.0;-200;-4;749;-200;-733.0;-1675;1675
-14;1078.0;-441;-18;795;-441;-430.0;500;-500
-16;1206.0;-634;-151;732;-634;-476.0;-66;66
-14;1076.0;-1356;-27;1307;-1356;-489.0;-249;249
-17;950.0;-172;-315;1367;-172;-443.0;341;-341
-15;964.0;-669;-1202;1185;-669;-465.0;-84;84
-19;975.0;648;-974;1174;648;-505.0;88;-88
-44;1044.0;7745;180;481;7745;-462.0;81;-81
-60;1058.0;8327;336;617;8327;-393.0;-138;138
-72;1027.0;4259;-149;962;4259;-356.0;-127;127
-85;1111.0;2205;-180;748;2205;-342.0;-163;163
-86;1103.0;234;-95;798;234;-337.0;-106;106
-87;1007.0;409;8;726;409;-384.0;-101;101
-92;947.0;1665;176;701;1665;-429.0;-100;100
-95;797.0;2248;218;750;?;-440.0;17;-17
-95;684.0;2629;290;571;?;-432.0;-51;51
-98;675.0;1920;160;851;?;-487.0;-12;12
-103;787.0;391;215;710;?;-487.0;-110;110
-102;898.0;-539;526;199;?;-556.0;-69;69
-101;929.0;-142;764;206;?;-519.0;-251;251
-103;919.0;1330;1355;-508;?;-712.0;-1227;1227
-104;877.0;1709;1478;-793;?;-801.0;-724;724
-103;857.0;1778;1582;-834;?;-686.0;-2519;2519
-105;918.0;1428;1307;-546;?;-682.0;-5441;5441
-108;959.0;-181;194;830;?;-726.0;-6609;6609
-109;943.0;-305;127;935;-305;-788.0;-7557;7557
-108;?;37;182;679;37;-705.0;-4674;4674
-108;?;-88;-24;824;-88;-645.0;-3388;3388
-108;?;20;116;709;20;-536.0;-2618;2618
-108;?;7;97;736;7;-510.0;2005;-2005
-108;?;69;101;723;69;-509.0;3473;-3473
-108;1101.0;53;114;716;53;-504.0;3300;-3300
-108;1068.0;-12;104;728;-12;-527.0;4274;-4274
-108;937.0;3;?;714;?;-494.0;4828;-4828
-108;892.0;-22;?;722;?;-500.0;4725;-4725
-108;831.0;-2;?;719;?;-456.0;5462;-5462
-108;933.0;-6;?;719;?;-521.0;5372;-5372
-108;984.0;-47;?;742;-47;-468.0;4002;-4002
-109;995.0;42;?;763;42;-669.0;4613;-4613
-108;948.0;-158;?;735;-158;-576.0;1869;-1869
-108;948.0;-124;?;753;-124;-857.0;-1525;1525
-107;977.0;-228;?;734;-228;-757.0;-901;901
-107;933.0;-224;?;736;-224;-675.0;-1312;1312
-12;826.0;-2593;-269;579;-2593;-652.0;50;-50
-4;822.0;-3716;-204;519;-3716;-655.0;30;-30
-4;805.0;-2711;-311;511;-2711;-613.0;15;-15
5;790.0;-524;-480;518;-524;-592.0;14;-14
8;789.0;-1204;-131;731;-1204;-529.0;-13;13
8;806.0;-1316;74;849;-1316;-523.0;-15;15
12;808.0;-592;96;857;-592;-462.0;-21;21
9;842.0;-25;-397;955;-25;-489.0;-4;4
5;859.0;863;-562;854;863;-518.0;-16;16
4;894.0;576;129;676;576;-525.0;-5;5
3;927.0;273;34;738;273;-414.0;803;-803
2;1023.0;318;-113;776;318;-509.0;2142;-2142
2;1097.0;240;65;771;240;-428.0;2329;-2329
1;1130.0;190;-26;798;190;-410.0;1643;-1643
1;1048.0;122;5;725;122;-441.0;1009;-1009
0;824.0;171;32;703;171;-401.0;464;-464
0;1042.0;159;8;754;159;-421.0;327;-327
0;1126.0;99;25;731;99;-432.0;250;-250
-1;1010.0;74;9;732;74;-453.0;363;-363
-1;907.0;91;-20;789;91;-445.0;163;-163
-1;939.0;85;1;779;85;-461.0;438;-438
-1;895.0;34;20;727;34;-454.0;1854;-1854
-1;913.0;13;-13;703;13;-433.0;2300;-2300
-1;997.0;-44;-48;716;-44;-488.0;2194;-2194
-1;1011.0;-24;-6;720;-24;-499.0;2426;-2426
-1;969.0;-24;5;748;-24;-506.0;2207;-2207
-1;928.0;-62;-26;709;-62;-522.0;1919;-1919
-1;908.0;-164;-26;700;-164;-542.0;1053;-1053
-1;922.0;-293;-38;855;-293;-527.0;200;-200
-2;959.0;-93;18;807;-93;-638.0;647;-647
0;982.0;-227;26;798;-227;-779.0;-928;928
-3;986.0;-29;-39;839;-29;-851.0;-3285;3285
?;938.0;-603;-80;949;-603;-822.0;-2794;2794
5;1015.0;-2454;-296;973;-2454;-796.0;-2776;2776
28;1028.0;-2148;-440;584;-2148;-827.0;-3008;3008
109;1081.0;-1147;-190;828;-1147;-757.0;-976;976
154;1300.0;-1194;-158;906;-1194;-738.0;266;-266
131;1385.0;-973;-274;457;-973;-645.0;-39;39
124;914.0;-475;-174;598;-475;-584.0;76;-76
100;616.0;446;-86;695;446;-575.0;87;-87
71;773.0;1015;63;675;1015;-570.0;33;-33
77;1121.0;1000;-28;597;1000;-605.0;76;-76
53;1091.0;1107;176;762;1107;-570.0;-3;3
16;857.0;1296;-73;799;1296;-526.0;39;-39
16;729.0;?;-180;1181;1506;-518.0;35;-35
9;749.0;?;?;1306;2549;-557.0;33;-33
0;836.0;?;?;112;3016;-640.0;39;-39
-1;846.0;?;?;-16;1346;-735.0;35;-35
-7;864.0;1969;?;-2519;1969;-794.0;36;-36
-10;813.0;1802;?;-2135;1802;-879.0;36;-36
?;772.0;-592;?;2802;-592;-1051.0;36;-36
?;729.0;177;?;2134;177;-1050.0;35;-35
?;712.0;-596;?;1747;-596;-992.0;36;-36
?;991.0;-1306;?;1808;-1306;-930.0;35;-35
?;1064.0;-133;?;266;-133;-924.0;37;-37
?;1527.0;-372;?;843;-372;-960.0;35;-35
?;1106.0;-62;?;747;-62;-922.0;35;-35
?;1036.0;22;-69;659;22;-883.0;38;-38
?;935.0;-125;127;817;-125;-836.0;30;-30
?;956.0;12;-57;672;12;-828.0;47;-47
?;1062.0;-17;42;?;-17;-830.0;20;-20
?;1039.0;20;-23;?;20;-839.0;57;-57
-8;890.0;-28;-25;724;-28;-881.0;228;-228
-8;884.0;-35;-2;732;-35;-876.0;236;-236
-8;890.0;-77;-21;727;-77;-853.0;-8;8
-8;871.0;-50;-13;724;-50;-881.0;-334;334
-8;791.0;-45;2;722;-45;-867.0;-413;413
-7;776.0;-74;3;720;-74;-867.0;-290;290
-7;813.0;6;16;715;6;-837.0;-332;332
-7;805.0;-11;4;711;-11;-833.0;-367;367
-7;785.0;4;-4;719;4;-834.0;-240;240
-7;802.0;31;13;723;31;-812.0;-159;159
-7;786.0;11;9;723;11;-860.0;-111;111
-7;765.0;55;0;731;55;-789.0;-100;100
-7;762.0;70;-5;730;70;-813.0;-110;110
-7;782.0;85;-16;729;85;-778.0;-50;50
-7;773.0;50;-1;735;50;-796.0;-78;78
-7;784.0;38;12;731;38;-781.0;-51;51
-7;790.0;?;-3;727;59;-781.0;17;-17
-7;795.0;?;-2;731;-16;-802.0;-86;86
-7;783.0;?;7;731;-44;-792.0;-140;140
-7;780.0;?;1;728;-9;-793.0;-89;89
-7;784.0;?;-4;726;-25;-818.0;-31;31
-7;783.0;?;5;735;4;-764.0;-44;44
-7;797.0;?;0;731;25;-777.0;-78;78
-7;774.0;?;?;721;-32;-761.0;-23;23
-7;792.0;?;?;732;-26;-790.0;30;-30
-7;783.0;?;?;729;-1;-787.0;27;-27
-7;776.0;?;?;727;0;-795.0;-26;26
-7;763.0;?;?;730;0;-798.0;-116;116
-7;772.0;1;?;727;1;-754.0;-173;173
-7;764.0;0;-8;731;0;-759.0;-166;166
-7;774.0;-3;1;725;-3;-732.0;-149;149
-7;790.0;22;0;720;22;-750.0;-121;121
-7;747.0;-6;-3;726;-6;-750.0;-54;54
-7;752.0;-29;2;725;-29;-762.0;-40;40
-7;751.0;8;5;729;8;-768.0;-54;54
-7;727.0;21;3;735;21;-756.0;-26;26
-7;760.0;21;0;729;21;-750.0;-52;52
-7;765.0;19;0;726;19;-763.0;-110;110
?;746.0;30;1;730;30;-752.0;-103;103
?;745.0;41;6;730;41;-752.0;-82;82
?;769.0;28;6;729;28;?;-84;84
?;757.0;21;-2;727;21;?;-47;47
?;773.0;20;-2;727;20;?;-7;7
?;764.0;23;-2;726;23;-761.0;-19;19
?;763.0;11;1;728;11;-761.0;-22;22
-7;745.0;-2;5;731;-2;-742.0;-22;22
-7;744.0;1;4;731;1;-749.0;-85;85
-7;753.0;0;4;731;0;-760.0;-80;80
-7;763.0;0;4;731;0;-770.0;-34;34
-7;763.0;0;4;731;0;-770.0;-104;104
-7;776.0;2;4;731;2;-767.0;-33;33
-7;764.0;-2;4;731;-2;-762.0;21;-21
-7;757.0;1;5;731;1;-768.0;44;-44
-7;776.0;?;10;727;1;?;226;-226
-7;770.0;?;13;726;-7;?;240;-240
-7;777.0;?;1;728;30;?;320;-320
-7;792.0;?;-5;728;38;?;437;-437
-7;807.0;?;-4;729;52;?;383;-383
-7;779.0;?;-5;729;80;?;433;-433
?;777.0;?;0;723;36;?;1154;-1154
?;800.0;?;-1;724;37;?;2629;-2629
?;802.0;?;-3;720;44;?;3294;-3294
?;811.0;?;0;728;48;?;2399;-2399
?;841.0;?;4;724;34;?;633;-633
?;860.0;?;0;729;56;?;-413;413
?;862.0;87;-5;735;87;?;?;175
?;881.0;65;9;713;65;?;?;116
?;879.0;116;37;750;116;?;?;149
?;913.0;-74;74;719;-74;?;?;1
?;939.0;121;79;796;121;?;?;50
-16;939.0;-224;380;910;-224;?;?;24
-19;946.0;-2633;778;654;-2633;?;?;5
-15;?;-4307;511;457;-4307;?;?;-3
-10;?;-4221;142;465;-4221;?;?;19
-7;?;-4409;?;521;-4409;?;?;30
-2;?;-3619;?;622;-3619;?;?;6
2;?;-1644;?;793;-1644;?;?;15
3;?;-798;?;974;-798;?;37;-37
3;?;-451;?;914;-451;-590.0;47;-47
2;?;-128;?;898;-128;-537.0;56;-56
3;?;-569;?;853;-569;-478.0;22;-22
4;?;-2073;?;698;-2073;-511.0;-18;18
8;?;-3371;?;465;-3371;-506.0;-15;15
17;?;-2242;?;246;-2242;-551.0;34;-34
18;?;-611;?;680;-611;-637.0;123;-123
17;830.0;-481;469;1040;-481;-614.0;118;-118
17;732.0;-190;-152;819;-190;-728.0;131;-131
15;828.0;369;-203;707;369;-779.0;9;-9
15;979.0;225;-60;701;225;-742.0;-1353;1353
16;1066.0;190;-68;697;190;-721.0;-2096;2096
14;1018.0;190;-52;705;190;-719.0;-1389;1389
14;882.0;106;-52;706;106;-692.0;-3076;3076
14;917.0;134;-34;715;134;-672.0;-1998;1998
14;969.0;78;-56;720;78;-679.0;1828;-1828
14;1005.0;99;-46;722;99;-660.0;1644;-1644
13;937.0;77;-43;713;77;-641.0;1950;-1950
13;876.0;56;-39;707;56;-659.0;2626;-2626
13;866.0;51;-39;707;51;-653.0;2171;-2171
13;948.0;14;-46;709;14;-683.0;2460;-2460
13;963.0;21;-43;709;21;-644.0;2379;-2379
13;948.0;3;-35;711;3;-651.0;3507;-3507
13;904.0;14;-36;712;14;-659.0;5200;-5200
13;925.0;63;-42;708;63;-710.0;3607;-3607
13;952.0;35;-37;709;35;-656.0;716;-716
13;962.0;-19;-24;717;?;-666.0;196;-196
13;955.0;-7;-27;715;?;-643.0;40;?
13;944.0;20;-32;713;?;-557.0;-1037;?
13;935.0;21;-19;721;?;-654.0;-1102;?
13;914.0;-15;-21;724;?;-690.0;-548;?
13;951.0;-31;-29;717;?;-699.0;-331;?
13;940.0;-48;-51;707;?;-658.0;-252;?
13;918.0;-38;-43;710;?;-573.0;-253;?
13;947.0;-87;-19;728;?;-643.0;-96;?
13;936.0;-182;-44;728;?;-611.0;3;?
14;946.0;-160;46;750;?;-601.0;-27;27
15;856.0;-992;210;875;?;-601.0;-9;9
18;779.0;-1545;319;946;?;-613.0;-7;7
20;920.0;-2202;432;871;?;-632.0;-6;6
27;955.0;-3747;171;653;?;-652.0;1;-1
46;916.0;-3716;-555;298;-3716;-614.0;13;-13
53;921.0;-3735;-869;178;-3735;-581.0;11;-11
54;901.0;-2529;-491;323;?;-542.0;20;-20
61;877.0;-412;-134;486;?;-478.0;18;-18
62;897.0;-1110;-22;632;?;-448.0;-17;17
65;932.0;-2037;15;668;?;-614.0;-35;35
72;925.0;-2550;-6;708;?;-680.0;-39;39
79;841.0;-2967;-55;759;?;-595.0;-21;21
87;774.0;-2633;-61;735;?;-434.0;20;-20
89;793.0;-2699;-52;736;?;-462.0;35;-35
89;867.0;-2663;-52;733;-2663;-502.0;35;-35
96;942.0;-2150;-40;665;-2150;-531.0;30;-30
105;943.0;-2068;-74;621;-2068;-551.0;1;-1
108;938.0;-2378;-157;576;-2378;-550.0;5;-5
116;909.0;-2528;-182;562;-2528;-548.0;25;-25
124;?;-3762;-267;589;-3762;-554.0;27;-27
130;794.0;-4104;-303;?;-4104;-526.0;8;-8
142;834.0;-3705;20;?;-3705;-490.0;-20;20
146;818.0;-4936;204;?;-4936;-459.0;65;-65
145;836.0;-1125;-47;?;-1125;-519.0;-68;68
147;?;2488;-68;?;2488;-550.0;113;-113
144;?;587;214;?;587;-489.0;-43;43
144;?;706;202;?;706;-549.0;-6;?
143;?;478;27;?;478;-628.0;332;?
142;867.0;-37;14;?;-37;-679.0;-705;?
142;1033.0;347;11;?;347;-523.0;1900;-1900
141;1164.0;24;-22;?;24;-598.0;4723;-4723
141;938.0;181;-21;?;181;-523.0;2811;-2811
141;720.0;131;-19;742;131;-572.0;2219;-2219
141;931.0;112;-8;725;112;-472.0;1971;-1971
140;1234.0;129;-24;750;129;-490.0;1114;-1114
140;1156.0;57;-34;735;57;-537.0;1172;-1172
140;948.0;86;-13;722;86;-556.0;1298;-1298
140;904.0;83;-3;739;83;-471.0;1423;-1423
140;905.0;111;11;734;111;-486.0;1428;-1428
140;909.0;56;7;724;56;-512.0;1631;-1631
140;1037.0;8;4;726;8;-500.0;1698;-1698
140;1029.0;-18;5;723;-18;-491.0;1809;-1809
140;955.0;-48;-14;725;-48;-470.0;1916;-1916
140;912.0;2;-14;728;2;-448.0;1950;?
140;924.0;-10;-7;724;-10;-431.0;2023;?
140;947.0;-91;-8;721;-91;-452.0;1633;?
?;956.0;-190;12;713;-190;-449.0;1538;?
?;946.0;-171;-29;736;-171;-488.0;1100;?
?;934.0;-181;-26;711;-181;-521.0;-23;?
?;918.0;-65;10;721;-65;-478.0;-563;?
?;948.0;-2;4;788;-2;-520.0;-976;?
?;964.0;-243;135;731;-243;-747.0;-2069;?
?;954.0;-84;224;804;-84;-800.0;-3348;?
?;991.0;-1327;334;693;-1327;-812.0;-2508;?
?;1062.0;-2695;625;555;-2695;?;-786;?
?;1036.0;-2604;581;554;-2604;?;-922;?
171;1081.0;-2706;522;505;-2706;?;-1056;?
-10;1206.0;-1375;882;854;-1375;?;-260;?
-155;1287.0;-250;772;629;-250;-558.0;81;-81
-96;991.0;-260;584;365;-260;-509.0;7;-7
-169;749.0;459;706;578;459;-512.0;34;-34
-169;870.0;958;447;435;958;-530.0;36;-36
113;1024.0;1612;244;555;1612;-515.0;-21;?
202;1001.0;2044;232;630;2044;-504.0;-45;?
141;906.0;1346;248;727;1346;-464.0;?;?
158;770.0;973;87;1215;973;-474.0;43;?
145;794.0;424;-553;1179;424;-493.0;46;?
147;816.0;549;-1360;841;549;-523.0;36;?
149;867.0;1806;-1704;-358;1806;?;24;?
146;849.0;146;-1008;-1791;146;?;22;?
154;820.0;-1187;-105;445;-1187;?;-102;?
152;773.0;-862;-179;2685;-862;?;25;?
154;813.0;-1149;-312;1295;-1149;?;-524;?
157;886.0;-338;139;652;-338;?;-3190;?
