InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
368.0;-932.0;605.0;651.0;-18.0;624.0
366.0;-930.0;603.0;641.0;-5.0;648.0
373.0;-928.0;605.0;643.0;-26.0;644.0
374.0;-927.0;604.0;643.0;-22.0;669.0
373.0;-926.0;606.0;649.0;-26.0;?
370.0;-930.0;606.0;663.0;-30.0;?
368.0;-927.0;607.0;670.0;-21.0;?
380.0;-924.0;608.0;638.0;-20.0;?
375.0;-922.0;607.0;658.0;-19.0;?
375.0;-927.0;608.0;648.0;0.0;?
380.0;-919.0;607.0;659.0;-11.0;?
380.0;-924.0;?;658.0;-12.0;?
384.0;-921.0;?;652.0;-35.0;?
385.0;-925.0;?;638.0;-17.0;?
383.0;-921.0;?;647.0;2.0;?
380.0;-929.0;?;633.0;0.0;?
372.0;-924.0;?;645.0;-4.0;?
371.0;-927.0;609.0;647.0;-17.0;?
374.0;-933.0;609.0;647.0;-21.0;?
375.0;-926.0;608.0;653.0;-19.0;651.0
378.0;-926.0;611.0;668.0;-21.0;660.0
382.0;-919.0;609.0;643.0;-11.0;659.0
384.0;-922.0;608.0;636.0;-19.0;649.0
379.0;-927.0;610.0;658.0;-1.0;626.0
383.0;-917.0;609.0;648.0;-1.0;664.0
376.0;-927.0;611.0;648.0;-29.0;648.0
375.0;-922.0;611.0;648.0;-20.0;650.0
378.0;-927.0;612.0;647.0;-16.0;656.0
374.0;-927.0;612.0;648.0;0.0;639.0
385.0;-920.0;612.0;644.0;-12.0;650.0
382.0;-930.0;610.0;638.0;-9.0;640.0
381.0;-921.0;610.0;654.0;-9.0;650.0
386.0;-921.0;611.0;657.0;-20.0;638.0
387.0;-919.0;611.0;663.0;-23.0;634.0
382.0;-925.0;612.0;664.0;3.0;649.0
379.0;-925.0;611.0;647.0;-11.0;639.0
372.0;-927.0;612.0;650.0;1.0;656.0
388.0;-922.0;609.0;638.0;-18.0;652.0
376.0;-922.0;611.0;647.0;-2.0;630.0
377.0;-928.0;611.0;647.0;-9.0;622.0
385.0;-919.0;610.0;678.0;-10.0;?
380.0;-925.0;609.0;656.0;-20.0;?
377.0;-929.0;610.0;648.0;-21.0;?
380.0;-921.0;608.0;684.0;-37.0;?
384.0;-924.0;608.0;695.0;-32.0;?
368.0;-916.0;607.0;737.0;-20.0;?
388.0;-922.0;609.0;710.0;-38.0;?
391.0;-922.0;607.0;729.0;-49.0;?
397.0;-925.0;605.0;717.0;-24.0;703.0
394.0;-909.0;603.0;739.0;35.0;715.0
366.0;-914.0;599.0;778.0;63.0;724.0
365.0;-920.0;598.0;736.0;64.0;725.0
393.0;-931.0;598.0;719.0;29.0;716.0
396.0;-927.0;597.0;753.0;17.0;705.0
385.0;-922.0;594.0;741.0;5.0;685.0
377.0;-923.0;591.0;714.0;-5.0;696.0
341.0;-935.0;588.0;724.0;-12.0;730.0
310.0;-963.0;585.0;738.0;-8.0;770.0
303.0;-954.0;585.0;724.0;-19.0;787.0
294.0;-973.0;585.0;731.0;-7.0;807.0
314.0;-941.0;584.0;757.0;11.0;778.0
337.0;-938.0;586.0;768.0;-16.0;746.0
350.0;-937.0;587.0;732.0;-48.0;700.0
346.0;-935.0;587.0;720.0;-59.0;773.0
343.0;-940.0;588.0;755.0;-48.0;748.0
347.0;-946.0;587.0;711.0;-24.0;805.0
345.0;-938.0;586.0;738.0;14.0;877.0
350.0;-928.0;585.0;720.0;-15.0;857.0
365.0;-911.0;581.0;714.0;-31.0;846.0
361.0;-910.0;580.0;627.0;37.0;812.0
352.0;-925.0;579.0;669.0;90.0;881.0
316.0;-949.0;575.0;623.0;-10.0;952.0
322.0;-992.0;570.0;666.0;-36.0;1002.0
290.0;-997.0;565.0;736.0;58.0;1033.0
279.0;-986.0;557.0;793.0;81.0;1049.0
276.0;-938.0;551.0;782.0;104.0;1024.0
265.0;-921.0;545.0;718.0;85.0;992.0
281.0;-915.0;539.0;707.0;-5.0;1022.0
264.0;-959.0;537.0;603.0;27.0;951.0
243.0;-942.0;530.0;547.0;10.0;913.0
179.0;-1037.0;524.0;529.0;19.0;857.0
149.0;-1015.0;518.0;549.0;17.0;826.0
151.0;-994.0;513.0;471.0;67.0;706.0
141.0;-943.0;508.0;473.0;42.0;734.0
168.0;-958.0;503.0;455.0;47.0;746.0
135.0;-1028.0;503.0;420.0;-50.0;623.0
104.0;-1086.0;504.0;399.0;-111.0;512.0
75.0;-1110.0;506.0;440.0;-111.0;304.0
75.0;-1116.0;508.0;434.0;?;417.0
95.0;-1077.0;510.0;336.0;?;257.0
80.0;-1031.0;513.0;238.0;?;120.0
85.0;-1033.0;523.0;188.0;?;317.0
78.0;-1051.0;528.0;127.0;?;310.0
87.0;-1005.0;539.0;-63.0;?;201.0
116.0;-951.0;551.0;41.0;?;56.0
212.0;-921.0;564.0;98.0;?;-32.0
309.0;-964.0;576.0;175.0;?;-96.0
391.0;-1008.0;585.0;-39.0;?;-222.0
477.0;-1051.0;593.0;21.0;?;-306.0
577.0;-1020.0;601.0;-76.0;-511.0;-386.0
744.0;-946.0;611.0;22.0;-443.0;-353.0
742.0;-802.0;617.0;-67.0;-499.0;-406.0
778.0;-644.0;619.0;270.0;-313.0;-284.0
859.0;-897.0;626.0;-97.0;-438.0;-254.0
758.0;-592.0;633.0;-295.0;-284.0;-124.0
719.0;-640.0;635.0;-192.0;-327.0;-7.0
746.0;-750.0;635.0;-54.0;-487.0;119.0
771.0;-727.0;638.0;-98.0;-414.0;236.0
?;-621.0;643.0;90.0;-323.0;344.0
?;-544.0;649.0;142.0;-491.0;?
?;-475.0;653.0;100.0;-477.0;?
?;-417.0;653.0;96.0;-336.0;?
?;-342.0;654.0;31.0;-274.0;?
?;-298.0;655.0;103.0;-242.0;?
?;-293.0;652.0;98.0;-166.0;?
?;-275.0;652.0;92.0;-113.0;?
?;-289.0;649.0;108.0;-114.0;?
?;-320.0;646.0;140.0;-142.0;?
?;-426.0;642.0;134.0;-125.0;?
?;-474.0;639.0;98.0;-74.0;?
790.0;-548.0;635.0;120.0;-43.0;?
708.0;-607.0;630.0;135.0;-50.0;?
617.0;-667.0;622.0;204.0;-11.0;?
540.0;-697.0;615.0;204.0;2.0;?
450.0;-716.0;606.0;210.0;-6.0;?
401.0;-782.0;597.0;221.0;-27.0;?
350.0;-822.0;591.0;191.0;3.0;?
345.0;-848.0;584.0;230.0;21.0;846.0
321.0;-882.0;576.0;263.0;10.0;803.0
307.0;-873.0;569.0;242.0;28.0;794.0
286.0;-852.0;564.0;234.0;0.0;736.0
277.0;-832.0;560.0;244.0;9.0;782.0
259.0;-871.0;559.0;222.0;-18.0;715.0
259.0;-889.0;557.0;191.0;-67.0;637.0
265.0;-923.0;558.0;204.0;-116.0;531.0
268.0;-916.0;558.0;206.0;-127.0;457.0
254.0;-939.0;558.0;237.0;-186.0;422.0
236.0;-939.0;558.0;236.0;-202.0;395.0
236.0;-938.0;558.0;189.0;-173.0;380.0
217.0;-944.0;560.0;142.0;-241.0;?
223.0;-961.0;556.0;171.0;-298.0;?
229.0;-971.0;558.0;107.0;-372.0;?
256.0;-967.0;556.0;151.0;-384.0;?
269.0;-948.0;555.0;156.0;-393.0;?
293.0;-935.0;554.0;103.0;-354.0;?
351.0;-949.0;555.0;52.0;-364.0;?
404.0;-987.0;553.0;92.0;-395.0;?
448.0;-923.0;554.0;53.0;-414.0;395.0
460.0;-859.0;551.0;45.0;-424.0;390.0
500.0;-798.0;550.0;65.0;-432.0;412.0
542.0;-762.0;550.0;75.0;-432.0;411.0
588.0;-749.0;545.0;102.0;-404.0;446.0
?;-736.0;544.0;79.0;-360.0;410.0
?;-720.0;542.0;38.0;-377.0;405.0
645.0;-708.0;538.0;62.0;-414.0;380.0
654.0;-703.0;537.0;146.0;-451.0;363.0
655.0;-708.0;538.0;135.0;-420.0;374.0
664.0;-729.0;537.0;73.0;-361.0;377.0
661.0;-734.0;535.0;94.0;-349.0;377.0
667.0;-740.0;532.0;138.0;-380.0;377.0
663.0;-734.0;532.0;124.0;-383.0;384.0
661.0;-731.0;528.0;81.0;-393.0;404.0
654.0;-719.0;529.0;122.0;-393.0;396.0
658.0;-727.0;528.0;122.0;-404.0;408.0
640.0;-729.0;528.0;131.0;-412.0;431.0
660.0;-754.0;527.0;123.0;-412.0;428.0
675.0;-762.0;530.0;146.0;-412.0;441.0
667.0;-750.0;528.0;122.0;-430.0;439.0
663.0;-738.0;528.0;156.0;-420.0;464.0
662.0;-727.0;525.0;185.0;-395.0;453.0
674.0;-728.0;523.0;185.0;-385.0;522.0
673.0;-738.0;524.0;204.0;-353.0;580.0
665.0;-739.0;524.0;230.0;-330.0;615.0
658.0;-732.0;522.0;225.0;-303.0;659.0
652.0;-728.0;525.0;244.0;-276.0;696.0
650.0;-740.0;525.0;281.0;-284.0;760.0
647.0;-751.0;525.0;283.0;-258.0;809.0
637.0;-764.0;525.0;294.0;-216.0;792.0
631.0;-763.0;525.0;293.0;-154.0;811.0
622.0;-785.0;525.0;285.0;-106.0;829.0
603.0;-776.0;525.0;289.0;-110.0;853.0
584.0;-790.0;523.0;265.0;-104.0;863.0
566.0;-794.0;524.0;304.0;-98.0;863.0
542.0;-801.0;520.0;295.0;-71.0;869.0
526.0;-812.0;515.0;283.0;-30.0;865.0
487.0;-881.0;512.0;304.0;-27.0;882.0
439.0;-906.0;512.0;293.0;-6.0;863.0
403.0;-909.0;508.0;314.0;27.0;896.0
?;-923.0;504.0;307.0;24.0;901.0
?;-941.0;498.0;306.0;54.0;868.0
295.0;-949.0;494.0;355.0;37.0;838.0
271.0;-957.0;491.0;334.0;19.0;847.0
227.0;-975.0;490.0;362.0;28.0;848.0
212.0;-987.0;486.0;345.0;49.0;857.0
207.0;-982.0;486.0;354.0;29.0;857.0
193.0;-973.0;486.0;344.0;41.0;867.0
171.0;-979.0;485.0;369.0;47.0;867.0
158.0;-970.0;484.0;369.0;21.0;877.0
145.0;-974.0;483.0;357.0;-17.0;874.0
139.0;-976.0;482.0;380.0;8.0;878.0
144.0;-976.0;480.0;361.0;59.0;887.0
151.0;-986.0;481.0;320.0;29.0;879.0
145.0;-999.0;480.0;346.0;6.0;902.0
144.0;-989.0;480.0;367.0;17.0;913.0
134.0;-969.0;479.0;363.0;25.0;922.0
143.0;-949.0;478.0;363.0;31.0;907.0
138.0;-953.0;476.0;373.0;21.0;904.0
130.0;-956.0;475.0;374.0;21.0;886.0
138.0;-965.0;473.0;376.0;19.0;894.0
132.0;-972.0;471.0;345.0;29.0;885.0
129.0;-974.0;471.0;364.0;0.0;903.0
126.0;-965.0;471.0;375.0;11.0;885.0
117.0;-966.0;469.0;374.0;9.0;905.0
114.0;-969.0;468.0;376.0;26.0;891.0
113.0;-977.0;464.0;369.0;34.0;898.0
111.0;-987.0;463.0;371.0;4.0;906.0
105.0;-984.0;461.0;380.0;18.0;896.0
103.0;-986.0;461.0;387.0;10.0;905.0
98.0;-988.0;459.0;400.0;2.0;908.0
93.0;-995.0;460.0;?;16.0;910.0
91.0;-981.0;458.0;?;31.0;902.0
90.0;-977.0;460.0;?;38.0;886.0
90.0;-977.0;462.0;?;11.0;883.0
88.0;-981.0;462.0;?;26.0;902.0
91.0;-981.0;461.0;?;22.0;895.0
88.0;-976.0;460.0;?;10.0;914.0
88.0;-976.0;460.0;?;20.0;913.0
84.0;-978.0;458.0;?;39.0;902.0
86.0;-976.0;460.0;?;26.0;894.0
83.0;-980.0;459.0;?;12.0;894.0
78.0;-978.0;460.0;?;32.0;895.0
83.0;-983.0;461.0;?;23.0;888.0
79.0;?;462.0;?;7.0;874.0
78.0;?;460.0;382.0;15.0;898.0
74.0;?;461.0;398.0;24.0;898.0
81.0;?;461.0;386.0;33.0;899.0
77.0;?;461.0;355.0;16.0;905.0
78.0;?;462.0;382.0;15.0;902.0
77.0;?;461.0;390.0;21.0;905.0
81.0;?;461.0;392.0;20.0;895.0
82.0;?;461.0;355.0;12.0;913.0
85.0;?;463.0;391.0;9.0;913.0
82.0;?;460.0;376.0;28.0;895.0
85.0;-981.0;462.0;364.0;28.0;894.0
87.0;-976.0;461.0;365.0;9.0;897.0
89.0;?;460.0;389.0;10.0;901.0
89.0;?;460.0;377.0;10.0;895.0
89.0;?;460.0;370.0;25.0;905.0
88.0;?;458.0;380.0;25.0;?
88.0;-980.0;460.0;363.0;23.0;?
87.0;-975.0;460.0;381.0;26.0;?
87.0;-979.0;460.0;387.0;19.0;?
89.0;-980.0;459.0;376.0;15.0;?
85.0;-980.0;459.0;388.0;8.0;?
84.0;-986.0;459.0;384.0;22.0;?
85.0;-980.0;457.0;363.0;40.0;?
86.0;-980.0;457.0;373.0;22.0;?
82.0;-984.0;456.0;376.0;20.0;922.0
86.0;-983.0;455.0;364.0;19.0;904.0
86.0;-980.0;458.0;385.0;39.0;913.0
85.0;-984.0;458.0;384.0;0.0;903.0
86.0;-979.0;458.0;389.0;24.0;917.0
84.0;-981.0;460.0;401.0;28.0;910.0
85.0;-981.0;459.0;371.0;31.0;914.0
81.0;-982.0;458.0;379.0;26.0;889.0
81.0;-980.0;459.0;388.0;16.0;896.0
83.0;-978.0;458.0;393.0;11.0;902.0
84.0;-980.0;460.0;380.0;32.0;918.0
79.0;-985.0;459.0;395.0;35.0;909.0
80.0;-980.0;457.0;?;27.0;902.0
83.0;-978.0;458.0;?;30.0;904.0
80.0;-979.0;?;?;29.0;?
80.0;-982.0;?;?;23.0;?
81.0;-981.0;?;?;10.0;?
82.0;-979.0;?;?;27.0;?
75.0;-984.0;?;?;49.0;?
81.0;-981.0;?;?;39.0;?
79.0;-984.0;?;?;40.0;?
80.0;-981.0;?;?;51.0;?
75.0;-989.0;460.0;?;44.0;?
77.0;-986.0;?;?;27.0;?
77.0;-985.0;?;?;31.0;?
77.0;-986.0;?;371.0;51.0;?
76.0;-984.0;?;384.0;73.0;?
?;?;459.0;366.0;?;912.0
73.0;?;460.0;364.0;?;923.0
78.0;?;460.0;369.0;?;929.0
77.0;-976.0;459.0;385.0;?;969.0
79.0;-970.0;461.0;369.0;65.0;951.0
75.0;-958.0;459.0;354.0;78.0;971.0
72.0;-957.0;459.0;363.0;79.0;942.0
71.0;-973.0;457.0;364.0;79.0;886.0
64.0;-986.0;455.0;375.0;88.0;863.0
59.0;-977.0;455.0;384.0;87.0;853.0
54.0;-985.0;451.0;374.0;63.0;843.0
44.0;-980.0;449.0;391.0;10.0;815.0
28.0;-994.0;448.0;421.0;-7.0;817.0
?;?;449.0;415.0;18.0;795.0
?;?;449.0;327.0;11.0;755.0
?;-998.0;449.0;321.0;-60.0;775.0
?;-998.0;451.0;338.0;-162.0;753.0
?;-1014.0;451.0;326.0;-156.0;750.0
?;-1012.0;454.0;323.0;-126.0;674.0
?;-1028.0;456.0;269.0;-129.0;669.0
?;-1063.0;457.0;262.0;-139.0;630.0
?;-1011.0;459.0;263.0;-180.0;610.0
?;-983.0;461.0;271.0;-220.0;578.0
?;-968.0;462.0;274.0;-264.0;548.0
?;-975.0;464.0;243.0;-255.0;512.0
160.0;-965.0;468.0;253.0;-287.0;523.0
203.0;-965.0;468.0;228.0;-281.0;506.0
215.0;-970.0;471.0;199.0;-266.0;507.0
222.0;-952.0;475.0;207.0;-279.0;516.0
252.0;-941.0;477.0;210.0;-301.0;505.0
282.0;-935.0;483.0;222.0;-296.0;508.0
308.0;-925.0;488.0;203.0;-285.0;474.0
326.0;-925.0;493.0;189.0;-278.0;485.0
372.0;-899.0;498.0;195.0;-292.0;498.0
384.0;-894.0;500.0;173.0;-333.0;500.0
420.0;-899.0;502.0;159.0;-326.0;490.0
452.0;-862.0;505.0;157.0;-324.0;518.0
469.0;-849.0;507.0;157.0;-323.0;519.0
483.0;-848.0;508.0;141.0;-341.0;527.0
503.0;-839.0;510.0;161.0;-345.0;529.0
525.0;-828.0;511.0;142.0;-334.0;520.0
533.0;-807.0;509.0;120.0;-322.0;534.0
546.0;-812.0;514.0;114.0;-307.0;566.0
545.0;-823.0;513.0;155.0;-333.0;560.0
549.0;-824.0;513.0;132.0;-310.0;577.0
556.0;?;509.0;129.0;-315.0;550.0
548.0;?;510.0;154.0;-297.0;583.0
559.0;?;507.0;135.0;-297.0;589.0
569.0;?;506.0;156.0;-306.0;574.0
551.0;?;505.0;155.0;-297.0;583.0
543.0;?;507.0;154.0;-298.0;584.0
541.0;?;508.0;140.0;-320.0;575.0
531.0;-817.0;504.0;165.0;-367.0;575.0
529.0;-822.0;505.0;172.0;-353.0;572.0
518.0;-825.0;505.0;174.0;-324.0;555.0
511.0;-827.0;507.0;143.0;?;571.0
500.0;-831.0;509.0;190.0;?;588.0
495.0;-841.0;511.0;202.0;?;616.0
486.0;-837.0;513.0;213.0;?;654.0
482.0;-836.0;513.0;214.0;?;?
469.0;-842.0;511.0;222.0;?;?
479.0;-871.0;514.0;231.0;?;?
483.0;-871.0;514.0;272.0;?;?
470.0;-856.0;516.0;273.0;?;?
471.0;-852.0;514.0;291.0;?;?
488.0;-857.0;515.0;291.0;?;?
503.0;-861.0;517.0;310.0;?;?
494.0;-844.0;520.0;329.0;?;?
498.0;-847.0;519.0;317.0;?;?
495.0;-845.0;519.0;376.0;?;?
483.0;-862.0;515.0;418.0;-319.0;902.0
466.0;-880.0;512.0;428.0;-279.0;855.0
441.0;-890.0;510.0;430.0;-246.0;821.0
425.0;-900.0;506.0;345.0;-216.0;861.0
402.0;-905.0;501.0;481.0;-150.0;761.0
366.0;-888.0;494.0;295.0;-5.0;650.0
379.0;-879.0;486.0;329.0;140.0;653.0
331.0;-907.0;481.0;356.0;125.0;562.0
325.0;-989.0;471.0;178.0;72.0;527.0
307.0;-1003.0;465.0;64.0;21.0;614.0
288.0;-976.0;451.0;170.0;-19.0;661.0
269.0;-967.0;442.0;194.0;75.0;688.0
261.0;-1011.0;438.0;139.0;126.0;678.0
312.0;-1052.0;431.0;86.0;54.0;668.0
264.0;-1081.0;426.0;149.0;-23.0;636.0
233.0;-1036.0;422.0;205.0;-15.0;625.0
185.0;-1014.0;416.0;116.0;86.0;638.0
176.0;-972.0;407.0;121.0;93.0;636.0
202.0;-965.0;399.0;190.0;69.0;686.0
287.0;-932.0;394.0;162.0;98.0;713.0
228.0;-836.0;391.0;173.0;87.0;734.0
201.0;-807.0;387.0;?;88.0;754.0
274.0;-749.0;381.0;?;76.0;766.0
275.0;-781.0;374.0;?;88.0;753.0
280.0;-815.0;368.0;?;124.0;760.0
294.0;-858.0;358.0;?;127.0;776.0
314.0;-894.0;?;?;105.0;793.0
309.0;-890.0;?;?;86.0;754.0
307.0;-878.0;?;?;113.0;791.0
284.0;-858.0;?;267.0;116.0;780.0
279.0;-853.0;?;233.0;131.0;787.0
272.0;-858.0;?;252.0;128.0;811.0
265.0;-872.0;?;283.0;104.0;904.0
261.0;-898.0;?;258.0;157.0;950.0
247.0;-917.0;?;234.0;?;850.0
216.0;-931.0;?;242.0;?;745.0
192.0;-923.0;?;326.0;37.0;623.0
171.0;-917.0;?;325.0;47.0;595.0
160.0;-898.0;?;191.0;105.0;641.0
148.0;-921.0;?;32.0;11.0;718.0
130.0;-932.0;?;71.0;-155.0;817.0
120.0;-949.0;363.0;293.0;-249.0;887.0
105.0;-940.0;369.0;289.0;-153.0;859.0
110.0;-963.0;378.0;250.0;-74.0;839.0
93.0;-974.0;388.0;157.0;-86.0;819.0
82.0;-951.0;404.0;162.0;-95.0;810.0
100.0;-971.0;413.0;209.0;-133.0;795.0
228.0;-1111.0;421.0;295.0;-172.0;757.0
343.0;-1238.0;431.0;305.0;-158.0;725.0
375.0;-1104.0;437.0;280.0;-115.0;744.0
385.0;-988.0;442.0;319.0;-7.0;804.0
309.0;-879.0;447.0;344.0;-26.0;821.0
211.0;-825.0;452.0;355.0;-69.0;933.0
234.0;-862.0;452.0;415.0;?;1153.0
243.0;-926.0;454.0;402.0;?;1059.0
206.0;-1022.0;456.0;341.0;?;800.0
153.0;-1060.0;463.0;452.0;?;597.0
117.0;-1011.0;473.0;611.0;-181.0;484.0
83.0;-947.0;475.0;415.0;-16.0;649.0
91.0;-929.0;479.0;402.0;-94.0;623.0
75.0;-919.0;480.0;385.0;-235.0;668.0
83.0;-906.0;482.0;333.0;-216.0;610.0
69.0;-884.0;487.0;170.0;-86.0;648.0
100.0;-856.0;487.0;93.0;35.0;672.0
161.0;-923.0;486.0;224.0;-86.0;700.0
213.0;-989.0;484.0;356.0;-37.0;682.0
216.0;-1045.0;480.0;242.0;7.0;689.0
262.0;-1159.0;474.0;?;-47.0;665.0
381.0;-1333.0;468.0;?;-30.0;708.0
497.0;-1279.0;460.0;?;60.0;849.0
435.0;?;450.0;?;38.0;974.0
463.0;?;447.0;?;66.0;1018.0
363.0;?;447.0;?;90.0;996.0
324.0;?;447.0;?;80.0;942.0
367.0;?;446.0;?;28.0;845.0
311.0;?;447.0;?;-71.0;773.0
244.0;?;450.0;?;-66.0;734.0
211.0;?;449.0;?;16.0;715.0
192.0;?;453.0;?;-58.0;744.0
163.0;?;456.0;?;-163.0;755.0
141.0;?;462.0;257.0;-239.0;758.0
116.0;?;464.0;282.0;-156.0;828.0
93.0;?;461.0;216.0;-70.0;881.0
92.0;?;457.0;202.0;-113.0;892.0
142.0;?;452.0;202.0;-129.0;875.0
167.0;-1134.0;445.0;173.0;-67.0;846.0
220.0;-1209.0;440.0;227.0;-53.0;776.0
336.0;-1332.0;431.0;245.0;-118.0;787.0
471.0;-1108.0;418.0;280.0;-174.0;?
441.0;-1068.0;414.0;295.0;-163.0;?
401.0;-1039.0;409.0;317.0;-65.0;?
325.0;-948.0;408.0;384.0;-20.0;?
208.0;-915.0;408.0;307.0;-18.0;?
161.0;-871.0;406.0;274.0;-301.0;?
174.0;-872.0;404.0;463.0;-333.0;?
146.0;-887.0;406.0;622.0;-33.0;?
112.0;-939.0;404.0;437.0;167.0;?
75.0;-977.0;405.0;208.0;-126.0;?
46.0;-955.0;403.0;?;-340.0;698.0
17.0;-947.0;404.0;?;-92.0;641.0
28.0;-884.0;401.0;?;131.0;676.0
107.0;-844.0;401.0;?;87.0;715.0
169.0;-950.0;398.0;?;6.0;709.0
196.0;-1098.0;395.0;?;-17.0;748.0
150.0;-1036.0;392.0;?;9.0;771.0
212.0;-1180.0;392.0;?;-31.0;899.0
218.0;-1385.0;393.0;?;-34.0;1056.0
287.0;-1084.0;395.0;?;-34.0;1147.0
370.0;-870.0;398.0;?;-60.0;1092.0
370.0;-943.0;?;?;-60.0;1142.0
246.0;-949.0;?;?;-31.0;820.0
282.0;-899.0;?;?;-144.0;746.0
278.0;-871.0;400.0;?;-121.0;693.0
199.0;-825.0;397.0;396.0;28.0;704.0
178.0;-773.0;393.0;278.0;-104.0;716.0
142.0;-770.0;386.0;?;-248.0;660.0
131.0;-800.0;383.0;?;-394.0;692.0
101.0;-815.0;375.0;?;-346.0;724.0
67.0;-835.0;368.0;?;-161.0;742.0
99.0;-876.0;362.0;?;-89.0;750.0
137.0;-1017.0;353.0;?;-140.0;760.0
205.0;-1159.0;347.0;?;-177.0;861.0
113.0;-1149.0;340.0;?;-182.0;867.0
233.0;-1224.0;333.0;328.0;-170.0;?
449.0;-1295.0;332.0;328.0;-86.0;?
397.0;-960.0;333.0;368.0;-52.0;?
461.0;-976.0;334.0;441.0;-35.0;?
440.0;-911.0;336.0;451.0;32.0;?
398.0;-934.0;341.0;424.0;36.0;?
301.0;-892.0;348.0;334.0;-85.0;?
259.0;-821.0;350.0;548.0;-153.0;?
214.0;-808.0;356.0;624.0;236.0;?
176.0;-826.0;364.0;381.0;206.0;?
139.0;-839.0;368.0;315.0;-540.0;?
115.0;-828.0;376.0;283.0;-552.0;?
116.0;-886.0;382.0;264.0;-339.0;755.0
119.0;-925.0;390.0;163.0;-150.0;704.0
138.0;-972.0;397.0;350.0;-71.0;777.0
167.0;-1110.0;405.0;462.0;-61.0;801.0
204.0;-1160.0;414.0;280.0;-86.0;828.0
213.0;-1113.0;423.0;218.0;-19.0;803.0
252.0;-1223.0;436.0;295.0;-3.0;913.0
372.0;-1316.0;448.0;315.0;-25.0;1038.0
470.0;-819.0;462.0;350.0;22.0;1098.0
430.0;-899.0;475.0;346.0;21.0;981.0
351.0;-942.0;485.0;283.0;166.0;1008.0
367.0;-863.0;494.0;274.0;137.0;983.0
335.0;-840.0;501.0;357.0;-35.0;844.0
278.0;-855.0;505.0;416.0;23.0;810.0
214.0;-854.0;510.0;348.0;108.0;877.0
177.0;-808.0;514.0;304.0;-121.0;791.0
170.0;-831.0;516.0;246.0;-452.0;728.0
104.0;-852.0;519.0;206.0;-335.0;721.0
34.0;-873.0;522.0;429.0;-298.0;740.0
55.0;-867.0;523.0;465.0;-287.0;801.0
92.0;-895.0;527.0;347.0;-246.0;813.0
93.0;-1005.0;528.0;314.0;-140.0;849.0
162.0;-1169.0;531.0;290.0;-112.0;849.0
78.0;-1068.0;537.0;316.0;-129.0;861.0
169.0;-1231.0;542.0;344.0;-66.0;962.0
296.0;-1286.0;546.0;426.0;-15.0;1061.0
370.0;-1080.0;554.0;455.0;25.0;1048.0
436.0;-1066.0;561.0;538.0;49.0;1240.0
325.0;-1049.0;571.0;601.0;155.0;960.0
226.0;-1007.0;582.0;513.0;107.0;791.0
152.0;-888.0;592.0;445.0;-102.0;719.0
143.0;-829.0;601.0;756.0;-110.0;751.0
134.0;-816.0;610.0;670.0;245.0;724.0
130.0;-843.0;619.0;493.0;-65.0;694.0
143.0;-892.0;630.0;316.0;-408.0;661.0
89.0;-912.0;639.0;310.0;-346.0;670.0
62.0;-910.0;649.0;172.0;-100.0;691.0
66.0;-930.0;661.0;250.0;58.0;740.0
91.0;-970.0;673.0;377.0;-43.0;737.0
92.0;-1066.0;682.0;391.0;-110.0;711.0
99.0;-1201.0;694.0;226.0;-98.0;712.0
155.0;-1164.0;706.0;270.0;-18.0;806.0
261.0;-1249.0;719.0;382.0;112.0;870.0
370.0;-1183.0;730.0;348.0;80.0;973.0
419.0;-960.0;744.0;344.0;96.0;976.0
424.0;-952.0;755.0;343.0;112.0;1287.0
412.0;-936.0;765.0;336.0;98.0;962.0
339.0;-919.0;775.0;?;-4.0;900.0
283.0;-870.0;785.0;?;-175.0;848.0
229.0;-810.0;794.0;?;-3.0;1026.0
201.0;-785.0;804.0;?;29.0;873.0
171.0;-801.0;814.0;?;-29.0;763.0
154.0;-833.0;819.0;?;-88.0;722.0
124.0;-841.0;831.0;?;-398.0;776.0
98.0;-831.0;840.0;?;-294.0;805.0
111.0;-827.0;848.0;?;-158.0;902.0
90.0;-896.0;859.0;?;-49.0;907.0
147.0;-990.0;869.0;?;-49.0;838.0
138.0;-1063.0;876.0;?;-72.0;781.0
183.0;-1147.0;887.0;?;-25.0;811.0
331.0;-1388.0;897.0;?;-29.0;796.0
323.0;-1133.0;905.0;?;23.0;1105.0
416.0;-1032.0;915.0;?;38.0;1078.0
349.0;-1080.0;927.0;?;76.0;840.0
335.0;-1135.0;933.0;?;128.0;889.0
239.0;-1026.0;942.0;?;57.0;829.0
202.0;-897.0;950.0;?;-164.0;613.0
148.0;-817.0;961.0;?;-367.0;573.0
157.0;-859.0;970.0;?;-431.0;499.0
149.0;-927.0;975.0;?;-99.0;504.0
158.0;-983.0;983.0;?;309.0;540.0
157.0;-990.0;993.0;?;174.0;521.0
131.0;-916.0;1003.0;5.0;-148.0;549.0
130.0;-887.0;1012.0;44.0;-213.0;533.0
99.0;-908.0;1023.0;102.0;-137.0;562.0
32.0;-917.0;1031.0;104.0;-62.0;586.0
124.0;-1186.0;1043.0;120.0;-59.0;591.0
350.0;-1153.0;1054.0;173.0;-79.0;568.0
