InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
23;3;15;756;-3;23
23;-8;9;765;8;23
14;-6;13;757;6;14
-31;20;15;753;-20;-31
-25;20;13;759;-20;-25
-8;11;21;753;-11;-8
-4;14;18;756;-14;-4
14;14;15;759;-14;14
-24;-12;20;753;12;-24
0;-28;14;759;28;0
22;-6;9;762;6;22
-32;-4;13;760;4;-32
-43;-34;10;757;34;-43
11;-32;20;752;32;11
6;-22;19;756;22;6
-30;-3;13;759;3;-30
-18;20;?;754;-20;-18
-23;-11;?;751;11;-23
-26;12;?;752;-12;-26
-26;77;?;759;-77;-26
-51;38;?;760;-38;-51
-11;17;?;757;-17;-11
18;22;?;757;-22;18
-3;13;?;757;-13;-3
-8;9;?;758;-9;-8
-26;-38;?;761;38;-26
-22;-48;?;761;48;-22
-10;-30;?;760;30;-10
-4;-9;?;758;9;-4
5;2;?;755;-2;5
2;15;17;756;-15;2
-23;17;17;756;-17;-23
-60;-32;15;755;32;-60
-27;10;10;762;-10;-27
13;18;9;765;-18;13
-3;-55;8;766;55;-3
-7;-40;8;765;40;-7
-14;-20;11;757;20;-14
-23;-21;12;755;21;-23
-9;-21;12;755;21;-9
-32;-14;11;757;14;-32
-30;4;10;762;-4;-30
13;2;10;762;-2;13
-10;1;10;761;-1;-10
-20;2;10;761;-2;-20
?;-28;17;748;28;-16
?;0;12;755;0;-26
?;1;12;756;-1;-25
?;17;11;757;-17;-8
?;21;10;760;-21;-31
?;30;10;759;-30;-16
?;?;11;759;-17;1
?;?;19;754;59;-18
?;?;23;749;44;24
?;?;24;746;25;23
?;?;21;750;25;-3
?;?;15;753;-9;2
?;?;15;?;-13;-30
?;?;16;?;-22;-39
?;?;13;?;-12;-10
24;?;15;?;8;24
10;?;19;?;-15;10
-5;?;16;751;-21;-5
14;13;11;760;-13;14
-2;15;11;760;-15;-2
-17;-25;15;753;25;-17
-18;-52;16;750;52;-18
-14;-35;16;752;35;-14
-22;-47;16;751;47;-22
-47;-41;16;752;41;-47
-33;-2;21;752;2;-33
-16;1;23;751;-1;-16
15;12;15;748;-12;15
-33;15;12;759;-15;-33
-28;5;9;761;-5;-28
-10;4;16;753;-4;-10
-5;-22;10;762;22;-5
-3;-18;11;760;18;-3
-17;-22;12;759;22;-17
-19;-19;11;759;19;-19
35;-20;11;760;20;?
22;-22;12;759;22;?
-2;-2;10;761;2;?
13;-6;12;758;6;?
-10;-25;15;754;25;-10
-26;-18;14;756;18;-26
-17;-20;14;756;20;-17
-19;-30;15;754;30;-19
6;-31;15;753;31;6
7;-31;15;753;31;7
-27;-31;15;753;31;-27
-10;-31;15;754;31;-10
13;-31;?;754;31;13
-2;-31;?;754;31;-2
-15;-32;?;753;32;-15
-17;-29;?;753;29;-17
-14;-33;?;753;33;-14
-7;-28;?;754;28;-7
-25;-10;?;756;10;-25
-48;-9;?;755;9;-48
-39;-7;?;756;7;-39
-42;-16;?;752;16;-42
-27;-14;?;753;14;-27
5;28;?;760;-28;5
4;27;?;760;-27;?
12;-15;?;763;15;?
9;-10;9;766;10;?
2;12;13;759;-12;?
2;29;9;755;-29;?
-6;19;11;756;-19;?
3;-36;13;758;36;3
-2;-49;13;757;49;-2
-5;-34;13;758;34;-5
12;-50;?;754;50;12
10;-30;?;749;30;10
-19;14;?;754;-14;-19
-29;6;?;759;-6;-29
-15;-19;?;758;19;-15
-26;-14;?;755;14;-26
-15;-8;?;753;8;-15
4;-9;?;754;9;4
-28;-9;?;754;9;-28
-48;-9;13;754;9;-48
-33;-8;13;753;8;-33
-16;-11;13;753;11;-16
-2;-6;13;753;6;-2
-9;-12;13;754;12;-9
-6;-20;15;752;20;-6
-2;8;15;751;-8;?
-29;12;9;758;-12;?
-2;-14;5;761;14;?
8;-20;12;755;20;?
-16;-21;15;754;21;?
14;-20;15;754;20;?
4;-11;16;752;11;?
-34;-8;11;754;8;?
-34;-10;8;756;10;?
-38;-9;9;755;9;?
-9;-9;9;756;9;?
5;-9;9;756;9;?
-21;-9;9;755;9;?
23;?;9;755;9;?
14;?;9;755;9;?
-17;?;9;755;9;?
4;?;9;756;9;?
-15;?;9;756;9;?
7;-9;9;755;9;?
2;-9;9;755;9;?
-23;-9;9;755;9;?
-14;-9;9;755;9;?
-16;-9;9;756;9;?
-7;-9;9;756;9;-7
-2;-9;9;755;9;-2
21;-9;9;755;9;21
15;-9;9;755;9;15
6;-9;9;755;9;6
13;-9;9;756;9;13
-14;-9;9;756;9;-14
-9;-10;9;755;10;-9
-15;-6;9;756;6;-15
-25;-13;11;754;13;-25
-1;-2;18;748;2;-1
-8;24;19;748;-24;-8
?;15;11;751;-15;-8
?;10;10;752;-10;-4
?;15;11;751;-15;-44
?;12;10;752;?;-30
?;13;10;752;?;-7
?;13;10;752;?;-27
?;13;10;752;?;-33
?;13;10;751;?;-62
?;13;10;751;?;-16
?;13;10;751;?;7
?;13;10;752;?;-27
4;13;10;752;?;4
-25;13;10;752;?;-25
-55;13;10;751;?;-55
-27;13;10;?;-13;-27
-17;13;10;?;-13;-17
-30;13;10;?;-13;-30
-37;13;10;?;-13;-37
-19;13;10;?;-13;-19
-27;13;10;751;-13;-27
-34;13;10;751;-13;-34
11;13;10;752;-13;11
8;13;10;752;-13;8
-7;13;10;752;-13;-7
34;13;10;752;-13;34
-7;13;10;751;-13;-7
-40;13;10;751;-13;-40
11;13;10;752;-13;11
11;13;10;752;-13;11
3;13;10;752;-13;3
10;13;10;752;?;10
-18;13;10;751;?;-18
-19;13;10;751;-13;-19
-6;?;10;752;-13;-6
-29;?;10;752;-13;-29
-29;?;10;752;-13;-29
-14;?;10;752;-13;-14
-25;13;10;751;-13;-25
-17;13;10;751;-13;-17
12;13;10;752;-13;12
26;13;10;752;-13;26
17;13;10;752;-13;17
3;13;10;752;-13;3
9;13;?;?;-13;9
-11;13;?;?;-13;-11
-11;0;?;?;0;-11
-27;19;?;?;-19;-27
-30;6;?;?;-6;-30
16;-20;?;?;20;16
19;-12;?;?;12;19
-1;11;?;?;-11;-1
-17;45;?;?;-45;-17
-25;32;?;?;-32;-25
0;-1;?;?;1;0
-6;-9;?;?;9;-6
-28;-30;?;756;30;-28
-8;-11;?;757;11;-8
-19;7;?;753;-7;-19
-39;1;11;754;-1;-39
-37;0;13;753;0;-37
-36;-19;15;752;19;-36
6;-21;14;752;21;6
6;-24;17;748;24;6
-46;-36;19;745;36;-46
-68;-24;18;747;24;-68
-40;-8;16;750;8;-40
-25;-9;16;750;9;-25
-50;-10;17;749;10;-50
-6;-8;15;750;8;-6
9;-10;18;748;10;9
-37;-4;14;752;4;-37
-9;29;8;758;-29;-9
15;46;13;754;-46;15
-11;19;?;756;?;-11
-10;12;?;758;?;-10
-6;2;?;755;?;-6
-2;-24;?;750;?;-2
16;7;?;750;-7;16
15;35;?;755;-35;15
18;16;?;754;-16;18
-8;18;?;754;-18;-8
-49;?;?;755;-21;-49
-7;?;?;752;-14;-7
24;?;?;748;-48;24
5;?;?;747;-51;5
31;?;?;758;0;31
20;?;?;760;5;20
6;-3;?;755;3;6
9;-23;17;755;23;9
-47;-8;18;756;8;-47
-35;-6;14;757;6;-35
11;-17;15;757;17;11
-24;17;10;759;-17;-24
-25;38;?;757;-38;-25
8;35;19;753;-35;8
5;46;16;752;-46;5
14;48;16;751;-48;14
9;33;13;757;-33;9
5;7;11;759;-7;5
1;-14;16;755;14;1
-5;-5;15;756;5;-5
-6;13;12;756;-13;-6
-11;14;12;755;-14;-11
15;10;12;758;-10;15
-39;23;13;758;-23;-39
-52;39;11;757;-39;-52
9;33;13;757;-33;9
-5;24;22;754;-24;-5
2;25;22;754;-25;2
-11;12;13;760;-12;-11
-32;-4;9;764;4;-32
?;7;11;762;-7;-42
?;-1;18;757;1;-29
?;-9;18;756;9;14
?;-10;11;759;10;-33
?;-53;14;758;53;-29
?;-20;20;756;20;26
-17;28;13;758;-28;-17
-56;0;12;759;0;-56
-29;2;17;758;-2;-29
-4;-28;12;757;28;-4
?;-52;10;757;52;-17
?;-27;10;757;27;-29
?;-3;13;757;3;-23
?;2;?;753;-2;-4
?;10;?;752;-10;-3
?;25;?;757;-25;-26
?;-30;?;760;30;-7
?;-22;?;757;22;2
?;11;?;753;-11;-19
?;-32;?;752;32;-15
?;-15;?;753;15;-23
?;-2;?;754;2;-37
-26;-16;?;752;16;-26
-15;1;?;755;-1;?
-60;15;19;760;-15;?
-75;12;18;759;-12;?
-21;-6;17;756;6;?
-29;-18;18;754;18;?
-22;-25;14;758;25;?
15;-34;11;759;34;?
1;-29;12;760;29;?
-5;-31;11;760;31;?
-20;-42;12;753;42;?
-37;-26;14;753;26;?
-26;-22;13;758;22;?
-11;-34;10;759;34;?
-18;-30;10;759;30;?
-16;-31;10;760;31;?
27;-31;10;760;31;?
44;-31;10;759;31;?
18;-30;10;760;30;18
5;-32;11;759;32;5
17;-30;10;760;30;17
6;-30;10;760;30;6
-9;-36;16;751;36;-9
10;3;13;753;-3;10
-7;2;13;758;-2;-7
0;-2;11;762;2;0
22;18;12;757;-18;22
8;14;10;759;-14;8
-42;-8;8;763;8;-42
-24;25;13;758;-25;-24
11;28;14;757;-28;11
23;17;12;758;-17;23
-6;35;14;756;-35;-6
-8;6;11;758;-6;-8
20;-3;11;759;3;20
36;35;15;760;-35;36
43;3;11;759;-3;43
-17;-23;10;760;23;-17
-25;17;11;761;-17;-25
15;15;8;761;-15;15
2;-11;9;764;11;2
-5;-9;8;764;9;-5
-20;-9;11;761;9;-20
-31;4;12;762;-4;-31
?;?;12;763;-18;-19
?;?;13;763;-9;-32
?;?;12;763;-16;-20
?;24;7;764;-24;5
?;-1;10;761;1;-20
?;-25;16;755;25;-11
?;-33;13;758;33;14
?;-29;9;765;29;1
?;-32;10;763;32;7
?;-32;10;760;32;-3
?;-25;10;760;25;-26
?;-52;12;754;52;-13
?;-30;13;755;30;-6
?;4;13;759;-4;-19
?;-34;13;760;34;?
?;-24;12;762;24;?
?;13;16;755;-13;?
?;0;18;755;0;?
?;-13;18;756;13;?
?;-23;17;750;23;?
?;-18;18;752;18;?
?;1;20;752;-1;?
?;-7;16;755;7;?
?;2;12;757;-2;?
?;13;16;753;-13;?
-7;-1;21;749;1;-7
16;2;20;750;-2;16
17;-6;14;758;6;17
1;-14;10;760;14;1
-6;2;11;757;-2;-6
16;1;13;757;-1;16
7;20;13;757;-20;7
-35;12;13;758;-12;-35
-6;-40;17;756;40;-6
24;8;17;752;-8;24
-34;37;15;753;-37;-34
-9;-19;15;759;19;-9
34;-13;18;756;13;34
-4;13;17;754;-13;-4
-11;14;13;757;-14;-11
-47;8;15;754;-8;-47
-33;-4;19;750;4;-33
12;12;16;753;-12;12
-19;37;13;756;-37;-19
-6;35;13;756;-35;-6
2;34;13;756;-34;2
-16;35;14;755;-35;-16
19;36;12;756;-36;19
14;30;15;754;?;14
-15;11;20;756;?;-15
-14;13;?;759;?;-14
-29;15;?;758;?;-29
5;4;?;763;?;5
1;11;?;755;?;1
-26;45;?;737;?;-26
-4;29;?;743;?;-4
-14;-18;19;758;18;-14
1;-5;12;766;5;1
-4;-3;13;765;3;-4
-13;-33;11;761;33;-13
-7;-24;10;762;24;-7
-36;-9;10;763;9;-36
-19;-9;10;763;9;-19
14;-7;9;763;7;14
8;-13;12;762;13;8
-12;4;12;762;-4;-12
2;26;11;766;-26;2
5;-1;12;767;1;5
2;-38;11;764;38;2
46;-45;14;760;45;46
6;-39;17;758;39;6
?;-46;14;760;?;-43
?;-36;17;758;?;-6
?;-8;21;756;?;-16
?;1;17;762;-1;-29
?;5;14;763;-5;3
?;-10;12;764;10;-8
?;-21;10;768;21;-28
?;-20;11;766;20;-10
?;-8;10;764;8;5
6;30;?;762;-30;6
8;37;13;761;-37;8
30;37;12;762;-37;30
9;26;14;760;-26;9
-25;0;16;757;0;-25
5;2;16;758;-2;5
11;2;16;757;-2;11
-22;15;11;761;-15;-22
-44;29;5;764;-29;-44
-23;21;9;762;-21;-23
-19;?;6;764;-26;-19
-54;?;7;764;-25;-54
-34;?;19;758;-5;-34
-20;?;10;763;-5;-20
-26;?;5;764;-24;-26
-9;?;15;758;-38;?
-6;?;12;760;-34;?
-14;?;13;760;-34;?
-16;?;13;759;-41;?
-12;2;14;761;-2;?
-16;-28;16;761;28;?
7;-14;14;761;14;?
24;-9;12;764;9;?
-11;-9;13;764;9;?
-19;-7;13;763;7;?
-11;-16;13;763;16;?
-18;-21;12;763;21;?
-13;-19;13;763;19;?
-16;-20;12;763;20;?
-33;-20;12;763;20;?
-39;-19;13;763;19;?
-20;-17;10;764;17;-20
10;1;9;764;-1;10
26;14;12;763;-14;26
-18;13;11;763;-13;-18
-32;13;11;763;-13;-32
37;11;11;764;-11;37
21;25;13;759;-25;21
-26;38;15;754;-38;-26
-11;33;14;756;-33;-11
-15;24;13;760;?;-15
8;5;14;?;?;8
28;?;15;?;?;28
-14;?;13;?;?;-14
-16;?;12;?;?;-16
6;?;12;?;?;6
-15;?;11;?;?;-15
-2;?;10;?;?;-2
26;?;9;?;?;26
17;?;11;?;?;17
5;?;?;761;-2;5
19;?;?;757;-3;19
-3;?;?;758;-2;-3
-47;-16;?;760;16;-47
-13;-21;?;760;21;-13
-25;-18;?;754;18;-25
-56;0;?;762;0;-56
-20;12;?;763;-12;-20
-14;2;?;750;-2;-14
-15;19;?;762;-19;-15
-21;26;?;770;-26;-21
-20;25;?;?;-25;-20
2;19;?;?;-19;2
6;1;?;767;-1;6
7;2;?;767;-2;7
-2;1;?;761;-1;-2
-5;7;?;753;-7;-5
-5;-15;?;764;15;-5
-3;-47;?;767;47;-3
-6;-41;?;755;41;-6
-23;-41;18;755;41;-23
-38;-43;17;756;43;-38
-55;-41;18;754;41;-55
-24;-42;17;755;42;-24
-7;-39;16;756;39;-7
-24;-5;11;762;5;-24
-6;24;9;767;-24;-6
-20;4;13;763;-4;-20
-15;10;15;760;-10;-15
-4;-29;13;763;29;-4
0;-110;13;768;110;0
16;-94;12;767;94;16
-18;-46;7;757;46;-18
-28;-37;6;754;37;-28
-24;-48;6;756;48;-24
-14;-26;8;754;?;-14
19;5;13;754;?;19
-4;2;12;754;?;-4
-12;2;12;754;?;-12
34;-4;14;755;?;34
10;-11;15;755;?;10
-11;-8;15;755;?;-11
33;-9;14;755;?;33
17;-9;14;756;?;17
-16;-9;15;755;?;-16
9;-2;10;756;?;9
7;4;5;759;?;7
-22;1;10;755;?;-22
-10;3;11;752;?;-10
6;13;6;758;?;6
-17;15;6;758;?;-17
-31;10;5;?;-10;-31
-13;19;9;?;-19;-13
-23;4;11;?;-4;-23
-33;-5;11;?;5;-33
-5;33;14;758;-33;-5
-1;32;9;760;-32;-1
-6;16;6;762;-16;-6
-3;33;8;761;-33;-3
-4;12;8;761;-12;-4
-5;-7;14;757;7;-5
-23;21;17;752;-21;-23
-34;28;18;751;-28;-34
-32;20;17;752;-20;-32
-14;28;18;750;-28;-14
-5;18;16;754;-18;-5
-26;?;8;764;-2;-26
-35;?;8;764;-2;-35
-15;?;9;759;-10;-15
8;?;5;759;-16;8
-26;?;14;756;-7;-26
-39;?;19;754;-4;-39
-3;?;?;762;-13;-3
-13;?;?;763;-13;-13
-8;?;?;752;-21;-8
1;18;?;757;-18;1
11;-9;?;763;9;11
-19;-3;16;752;3;-19
-65;13;17;752;-13;-65
-38;-6;7;?;6;-38
-33;-5;7;?;5;-33
6;7;19;?;-7;6
-38;12;11;?;-12;-38
-33;14;19;754;-14;-33
-36;9;16;758;-9;-36
-48;-5;13;759;5;-48
6;-7;16;753;7;6
-27;2;10;760;-2;-27
-49;2;9;760;-2;-49
5;5;14;759;-5;5
10;-11;11;763;11;10
-2;-20;7;766;20;-2
34;-22;9;764;22;?
26;-31;10;760;31;?
-4;-29;10;759;29;?
14;-38;11;759;38;?
3;0;9;761;0;?
-16;25;9;760;-25;?
-1;12;10;760;-12;?
-14;2;11;762;-2;?
-27;-29;17;751;29;?
2;-13;10;751;13;2
22;-19;10;756;19;22
-6;-2;17;758;2;-6
3;33;10;762;-33;3
27;-7;9;760;7;27
-17;-10;15;755;10;-17
-11;-18;15;751;18;-11
18;-7;8;759;7;18
17;-6;9;761;6;17
26;-29;16;751;29;26
-1;11;18;752;-11;-1
-34;9;16;753;-9;-34
-18;-7;16;754;7;-18
5;-15;15;755;15;5
-13;-14;13;752;14;-13
-22;16;12;755;-16;-22
4;24;9;761;-24;4
8;28;8;762;-28;8
14;3;12;759;-3;14
33;-2;15;752;2;33
3;34;10;757;-34;3
?;32;9;763;-32;-13
?;-4;13;754;4;-2
?;-19;11;761;19;-32
?;24;15;760;-24;-13
?;23;14;755;-23;3
?;-15;10;760;15;-31
-1;-8;16;756;8;-1
20;-16;15;?;16;20
-18;-27;14;757;27;-18
-11;-6;14;757;6;-11
11;-21;13;755;21;11
-11;-27;15;752;27;-11
-12;-21;12;754;21;-12
22;-41;14;750;41;22
32;-12;16;752;12;32
11;8;15;754;-8;11
-10;2;16;753;-2;-10
-1;0;15;754;0;?
-14;-8;12;754;8;?
-38;28;12;754;-28;?
12;35;13;754;-35;?
1;-8;11;831;8;?
17;-31;?;836;31;?
-1;-34;?;836;34;?
16;-23;?;831;23;?
21;-46;?;828;46;?
-32;-50;?;830;50;?
4;-56;?;831;56;?
58;-74;8;832;74;?
23;-89;18;824;89;?
17;17;8;759;-17;?
3;2;9;761;-2;?
-15;3;19;753;-3;-15
3;-28;21;749;28;3
-19;-50;8;756;50;-19
28;-3;9;754;3;28
2;3;19;748;-3;2
-50;-55;16;751;55;-50
24;-38;12;753;38;24
-49;5;11;756;-5;-49
-47;-17;13;756;17;-47
15;-7;18;751;7;15
-49;13;18;753;-13;-49
-32;2;11;758;-2;-32
13;3;11;754;-3;13
30;-16;16;750;16;30
7;-10;18;750;10;7
-21;-1;14;752;1;-21
-24;-21;14;751;21;-24
-12;14;16;752;-14;-12
18;29;13;755;-29;18
-20;-7;18;752;7;-20
-24;12;18;?;?;-24
20;35;11;?;?;20
13;-8;14;?;?;13
7;-31;13;?;?;7
8;-29;12;?;?;8
-5;-36;15;?;?;-5
-19;-14;13;?;?;-19
13;5;11;?;?;13
23;1;11;?;?;23
-3;2;13;?;?;-3
21;-6;18;?;?;21
29;-1;15;?;?;29
33;26;8;752;?;33
33;-5;14;751;?;33
17;-28;17;752;28;17
-25;8;14;755;-8;-25
-43;16;15;754;-16;-43
9;11;12;758;-11;9
31;14;7;763;-14;31
-3;13;8;763;-13;-3
24;13;8;760;-13;24
5;14;10;755;-14;5
6;8;13;753;-8;6
6;0;13;756;0;6
?;4;13;755;-4;-37
?;13;13;754;-13;-3
?;-2;9;757;2;-5
?;-36;8;758;36;-43
?;-39;14;754;39;-31
?;-28;15;750;28;-7
?;-17;14;750;17;-4
?;2;20;750;-2;-3
?;2;22;749;-2;7
?;4;12;752;-4;-5
-21;-8;9;755;8;-21
-24;-23;12;755;23;-24
-23;-19;11;755;19;-23
-24;-20;11;756;20;-24
-33;-20;12;756;20;-33
-25;-11;13;751;11;-25
-1;20;20;746;-20;-1
-6;14;13;753;-14;-6
29;18;10;759;-18;29
-12;31;8;763;-31;-12
-38;11;10;759;-11;-38
14;-10;11;757;10;14
7;-9;11;758;9;7
5;-10;12;757;10;5
-12;?;15;757;-2;-12
-57;?;17;751;12;-57
-40;?;17;750;?;-40
-9;?;15;756;?;-9
17;?;13;756;?;17
-6;?;14;754;?;-6
-20;?;14;753;10;-20
-6;?;14;753;10;-6
-22;?;14;753;7;-22
-31;?;14;754;11;-31
5;?;14;754;10;5
15;?;14;754;-31;15
-14;?;13;751;-12;-14
3;-17;9;754;17;3
18;-5;4;761;5;18
20;-10;7;759;10;20
20;-9;18;750;9;20
-21;-9;20;748;9;-21
2;-4;13;755;4;2
3;6;9;760;-6;3
-39;-1;10;759;1;-39
13;3;10;759;-3;13
31;4;12;755;-4;31
-2;-19;20;747;19;-2
7;-4;15;755;4;7
-6;19;8;763;-19;-6
-23;9;10;760;-9;-23
-13;2;10;758;?;-13
-14;2;10;757;?;-14
10;2;9;758;?;10
11;4;?;754;?;11
-8;22;?;754;?;-8
0;19;?;758;?;0
-3;2;?;760;-2;-3
?;12;?;?;-12;-4
?;0;?;?;0;-14
?;-15;?;?;15;-29
?;-3;?;?;3;7
?;3;?;?;-3;23
?;13;?;?;-13;-23
?;-1;?;?;1;-22
?;-29;?;?;?;27
34;16;?;?;?;34
10;51;?;763;?;10
22;?;12;761;?;22
18;?;11;761;?;18
-43;?;9;758;?;-43
-59;?;9;757;?;-59
-49;-4;10;756;?;-49
-34;2;12;755;?;-34
-12;2;14;755;?;-12
-13;2;16;754;?;-13
3;11;13;760;?;3
4;15;8;759;?;4
-3;6;11;753;?;-3
11;?;10;758;?;11
-7;?;11;759;?;-7
-14;?;18;752;?;-14
8;?;13;755;?;8
-8;?;8;759;?;-8
-8;?;14;755;?;-8
-5;?;16;754;-4;-5
13;2;16;754;-2;13
49;2;16;754;-2;49
7;4;16;754;-4;7
4;-1;16;754;1;4
-10;7;16;754;-7;-10
-24;-4;16;754;4;-24
52;6;16;754;-6;52
20;54;15;757;-54;20
-49;15;7;763;-15;-49
-1;-35;10;758;35;-1
29;-21;15;752;21;29
-14;-7;12;754;7;-14
-11;-9;13;754;9;-11
18;-10;13;754;10;18
-12;-3;12;753;3;-12
-26;-24;14;756;24;-26
-23;-1;13;758;1;-23
-5;21;16;752;-21;-5
17;-9;17;752;?;17
15;-1;13;752;?;15
36;7;17;751;?;36
-11;27;12;759;?;-11
-24;4;9;759;?;-24
7;-28;17;753;?;7
-13;24;16;754;?;-13
22;30;15;753;-30;22
12;13;13;755;-13;12
3;8;11;752;-8;3
32;-17;14;750;17;32
-13;-4;12;757;4;-13
-33;2;10;758;-2;-33
-14;-28;14;754;28;-14
-17;-14;12;754;14;-17
-1;11;9;756;-11;-1
4;-5;12;754;5;4
-14;-8;17;752;8;-14
6;2;13;755;-2;6
6;3;9;756;-3;6
-21;-3;14;?;3;-21
10;-14;16;?;14;10
26;-2;16;?;2;26
6;13;15;?;-13;6
-11;3;12;?;-3;-11
-38;8;12;?;-8;-38
7;13;10;757;-13;7
-14;9;16;755;-9;-14
-13;-20;20;748;20;-13
3;7;9;755;-7;3
23;4;10;757;-4;23
30;-12;17;753;12;30
29;8;17;753;-8;29
29;0;17;753;0;29
38;1;17;754;-1;38
42;5;18;753;-5;42
17;-8;13;755;8;17
11;-7;8;758;7;11
33;-14;12;756;14;33
1;-18;16;753;18;1
-14;1;17;750;-1;-14
21;?;17;749;-3;21
-15;?;18;749;-2;-15
-3;?;?;751;-1;-3
10;?;?;756;-6;10
-33;?;?;755;-25;-33
3;?;?;755;-25;3
6;?;11;757;-16;6
-8;?;13;755;-5;-8
0;?;14;752;-4;0
-2;?;11;751;-15;-2
-5;?;12;752;-12;-5
-31;12;12;752;-12;-31
-21;16;12;751;-16;-21
0;0;13;752;0;0
15;-11;13;754;11;15
13;-8;11;755;8;13
-13;3;10;756;-3;-13
3;31;11;755;-31;3
21;41;12;756;-41;21
2;20;?;754;-20;2
-19;12;?;753;-12;-19
-6;13;?;754;-13;-6
18;24;11;758;-24;18
2;28;11;758;-28;2
-8;-10;12;750;10;-8
9;-14;10;753;14;9
-4;7;7;761;-7;-4
-39;1;7;759;-1;-39
-43;2;7;760;-2;-43
-11;2;7;760;-2;-11
18;3;7;759;-3;18
9;-1;7;759;1;9
12;9;8;?;-9;12
3;24;12;?;-24;3
-13;13;14;?;-13;-13
16;12;14;?;-12;16
-8;14;14;757;-14;-8
-20;13;14;757;-13;-20
2;11;14;757;-11;2
-3;1;13;758;-1;-3
7;2;13;758;-2;7
0;11;14;754;-11;0
-3;14;15;754;-14;-3
-5;6;13;754;-6;-5
4;-18;13;?;18;4
18;-31;16;?;31;18
18;-31;16;?;31;18
25;-20;13;?;20;25
-17;21;15;?;-21;-17
-26;3;13;754;-3;-26
5;-37;5;760;37;5
20;-31;8;758;31;20
21;-50;14;756;50;21
-29;-59;14;755;59;-29
-2;-28;14;754;28;-2
34;3;11;748;-3;34
-2;-5;8;746;5;-2
10;-19;11;750;19;10
11;0;13;753;?;11
-26;-11;12;758;?;-26
-22;-27;11;757;?;-22
14;-9;13;750;?;14
30;1;15;750;?;30
16;-22;15;752;?;16
-17;-42;15;750;?;-17
-30;-25;13;749;?;-30
-8;?;11;751;?;-8
-6;-11;12;751;?;-6
-13;17;10;751;?;-13
-13;12;10;752;?;-13
-14;2;10;755;?;?
14;10;5;756;-10;?
29;11;11;748;-11;?
-24;-8;15;747;8;?
5;-34;12;752;34;?
58;-9;13;748;9;?
-3;34;10;748;-34;?
7;11;11;753;-11;?
30;7;14;752;-7;?
-20;9;10;754;-9;?
-5;6;11;753;-6;?
18;34;15;748;-34;18
9;18;15;751;-18;9
5;12;16;749;-12;5
-17;0;17;748;0;-17
-17;-23;12;752;23;-17
-4;-8;13;747;8;-4
-13;-19;20;744;19;-13
26;-9;14;750;9;26
45;22;11;751;-22;45
2;-13;?;744;13;2
-10;-25;?;746;25;-10
8;3;?;752;-3;8
-10;2;?;752;-2;-10
-22;28;?;755;-28;-22
15;24;?;759;-24;15
-2;-15;?;750;15;-2
-36;-18;?;749;18;-36
-11;-8;6;758;8;-11
-19;1;?;755;-1;-19
-39;-5;?;747;5;-39
-3;-13;?;745;13;-3
25;-6;?;747;6;25
15;-11;?;750;11;15
31;4;?;752;-4;31
24;7;?;750;-7;24
-30;-41;?;747;41;-30
-3;-6;?;750;6;-3
13;25;?;749;-25;13
-14;-1;?;746;1;-14
19;13;?;752;-13;19
22;-4;?;752;4;22
0;-10;?;750;10;0
-3;22;14;748;-22;-3
-4;18;20;744;-18;-4
-15;14;17;746;-14;-15
-2;13;9;750;-13;-2
5;1;16;747;-1;5
-45;20;19;744;-20;-45
0;9;15;749;-9;0
33;-32;17;747;32;33
-32;-27;17;742;27;-32
-24;-9;14;750;9;-24
-18;-8;13;750;8;-18
-34;-12;14;748;12;-34
2;5;12;751;-5;2
14;29;13;751;-29;14
-18;5;16;749;-5;-18
-33;-30;15;748;30;-33
-33;-15;18;748;15;-33
-33;-4;21;747;4;-33
-34;-11;14;749;11;-34
-31;13;7;752;-13;-31
-34;21;12;749;-21;-34
-25;-7;17;748;7;-25
-1;-20;15;747;20;-1
-11;-20;15;749;20;-11
23;-19;17;749;19;23
27;-22;16;750;22;27
-23;-18;16;749;18;-23
13;1;17;746;-1;?
28;-5;13;749;5;?
-1;-12;11;753;12;?
3;-5;14;748;5;?
6;5;15;747;-5;?
-3;13;13;752;-13;?
-4;13;13;752;-13;?
8;15;11;753;-15;?
-3;2;12;752;-2;?
-12;-18;12;751;18;-12
18;-34;8;752;34;18
38;-29;9;752;29;38
21;8;14;749;-8;21
3;?;18;743;-13;3
-8;?;14;748;10;-8
9;?;10;752;-21;9
13;?;17;746;-29;13
-23;2;18;746;-2;-23
?;13;13;751;-13;-33
?;-11;15;751;11;-27
?;-10;14;748;10;-16
?;19;9;748;-19;-35
?;-4;12;750;4;-37
?;-9;13;752;9;-3
?;-6;9;752;6;-3
?;-26;12;750;26;-1
?;-32;14;749;32;-45
-32;-31;13;749;31;-32
31;-31;13;750;31;31
-1;?;13;750;31;-1
-7;?;13;750;33;-7
-3;?;12;749;11;-3
-18;?;12;746;-9;-18
-10;?;12;750;4;-10
-25;?;10;753;8;-25
-5;?;12;748;9;-5
47;?;15;744;20;47
20;?;21;742;7;20
-2;?;20;744;0;-2
