InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
30.0;?;0;-29.0;?;135;83;-318.0;18
31.0;?;12;-26.0;?;135;82;-316.0;18
22.0;?;13;-26.0;?;135;82;-317.0;18
17.0;?;-8;-29.0;?;135;81;-315.0;18
16.0;?;-12;-32.0;?;135;81;-317.0;18
14.0;?;-1;-31.0;?;135;81;-315.0;18
16.0;?;-7;-30.0;?;135;81;-316.0;19
19.0;?;-8;-28.0;?;135;81;-317.0;19
37.0;?;1;-26.0;?;135;81;-315.0;19
58.0;-417.0;-1;-23.0;?;135;81;-315.0;19
87.0;-406.0;-1;-15.0;?;135;81;-311.0;19
122.0;-396.0;1;-15.0;?;135;?;-312.0;19
162.0;-388.0;-1;-13.0;198.0;135;?;-314.0;19
197.0;-382.0;-1;-11.0;201.0;135;?;?;19
229.0;-380.0;?;-5.0;200.0;135;?;?;19
262.0;-382.0;?;-3.0;200.0;135;?;?;19
291.0;-384.0;?;1.0;200.0;135;?;?;19
327.0;-388.0;?;6.0;199.0;135;?;?;19
361.0;-391.0;?;9.0;200.0;135;?;?;19
389.0;-397.0;?;10.0;200.0;135;?;?;19
416.0;-406.0;?;14.0;200.0;135;?;?;19
441.0;-410.0;?;15.0;202.0;135;81;?;19
466.0;-421.0;?;17.0;202.0;135;81;-318.0;19
490.0;-432.0;?;24.0;201.0;135;81;-317.0;19
510.0;-441.0;?;24.0;202.0;135;81;-317.0;19
529.0;-452.0;?;24.0;201.0;135;81;-319.0;19
547.0;-462.0;4;26.0;202.0;135;?;-316.0;19
558.0;-472.0;2;27.0;202.0;135;?;?;19
565.0;-480.0;-3;27.0;199.0;135;?;?;19
574.0;-484.0;1;30.0;199.0;135;81;?;19
582.0;-488.0;0;27.0;?;135;81;?;19
586.0;-491.0;-4;29.0;?;135;81;?;19
587.0;-493.0;-1;27.0;?;135;81;?;19
590.0;-494.0;-2;25.0;?;135;81;?;19
592.0;-495.0;-2;28.0;?;135;81;?;19
592.0;-494.0;-5;26.0;?;135;81;-315.0;19
597.0;-495.0;-5;23.0;?;135;81;-315.0;19
598.0;-497.0;0;28.0;?;135;81;-316.0;19
603.0;-498.0;-3;27.0;?;135;81;-317.0;19
608.0;-499.0;-3;27.0;?;135;81;-316.0;19
?;-502.0;3;28.0;?;135;81;-315.0;19
?;-502.0;2;31.0;?;135;81;-317.0;19
?;-505.0;-2;31.0;?;135;81;-316.0;19
?;-509.0;-3;34.0;190.0;135;81;-317.0;19
?;-511.0;0;35.0;190.0;135;81;-317.0;19
?;-514.0;4;38.0;189.0;135;81;-317.0;19
?;-517.0;2;40.0;190.0;135;81;-318.0;19
?;-520.0;-1;37.0;188.0;135;81;-319.0;19
?;-523.0;0;36.0;189.0;135;81;-319.0;19
?;-527.0;4;38.0;189.0;135;81;-319.0;19
653.0;-529.0;5;38.0;187.0;135;81;-318.0;19
656.0;-530.0;0;38.0;187.0;135;81;-319.0;19
655.0;-531.0;-1;39.0;188.0;135;81;-319.0;19
658.0;-531.0;3;?;185.0;135;81;-318.0;19
659.0;-532.0;5;?;182.0;135;81;-318.0;19
660.0;-531.0;6;?;181.0;135;81;?;19
663.0;-534.0;2;?;181.0;135;81;?;19
665.0;-534.0;-1;?;178.0;135;81;?;19
668.0;-537.0;1;40.0;178.0;135;81;?;19
669.0;-537.0;5;41.0;175.0;135;81;?;19
671.0;-536.0;?;36.0;175.0;135;81;?;19
674.0;-537.0;0;38.0;176.0;135;81;?;?
677.0;-540.0;-1;38.0;173.0;135;81;?;?
679.0;-539.0;0;39.0;172.0;135;81;?;?
681.0;-539.0;0;39.0;173.0;135;81;?;?
682.0;-539.0;-2;38.0;173.0;135;81;?;?
685.0;-538.0;-5;39.0;173.0;135;81;?;?
685.0;-540.0;-1;38.0;172.0;135;81;?;?
690.0;-540.0;2;40.0;172.0;135;81;?;?
690.0;-538.0;?;40.0;171.0;135;81;?;?
691.0;-539.0;?;40.0;171.0;135;81;?;?
691.0;-537.0;?;39.0;172.0;135;81;?;?
692.0;-539.0;?;38.0;170.0;135;81;?;?
?;-538.0;?;39.0;171.0;135;81;?;?
695.0;-538.0;?;40.0;172.0;135;81;?;?
696.0;-540.0;?;37.0;172.0;135;81;?;?
693.0;-539.0;?;?;173.0;135;81;-322.0;19
693.0;-537.0;?;?;173.0;135;81;-323.0;19
696.0;-537.0;?;?;173.0;135;81;-324.0;19
696.0;-538.0;?;35.0;172.0;135;81;-326.0;19
694.0;-535.0;?;35.0;173.0;?;81;-326.0;19
695.0;-537.0;2;38.0;171.0;?;81;-324.0;19
693.0;-538.0;3;37.0;171.0;?;81;-323.0;19
694.0;-535.0;-3;40.0;172.0;?;81;-322.0;?
695.0;-535.0;0;38.0;169.0;?;81;-321.0;?
692.0;-535.0;2;40.0;169.0;?;81;-323.0;?
?;-534.0;2;41.0;169.0;?;81;-321.0;?
693.0;-535.0;?;37.0;171.0;?;81;-323.0;?
691.0;-534.0;?;38.0;169.0;?;81;-324.0;?
695.0;-533.0;?;40.0;168.0;?;81;-323.0;?
?;-535.0;?;41.0;168.0;?;81;-323.0;?
?;-534.0;?;40.0;170.0;?;81;-322.0;?
?;-535.0;?;42.0;168.0;?;81;-323.0;?
?;-536.0;?;41.0;169.0;?;81;-323.0;?
?;-535.0;?;37.0;169.0;?;81;-324.0;?
?;-536.0;-4;39.0;170.0;135;81;-325.0;?
?;-535.0;1;39.0;170.0;135;81;-325.0;19
?;-536.0;0;37.0;171.0;135;81;-327.0;19
?;-535.0;-1;34.0;171.0;135;81;-328.0;19
?;-537.0;2;36.0;174.0;135;81;-328.0;19
?;-536.0;1;33.0;172.0;135;81;-327.0;19
?;-536.0;-2;35.0;173.0;135;81;-328.0;19
?;-538.0;-2;34.0;171.0;135;81;-328.0;19
686.0;-536.0;4;34.0;172.0;135;81;-327.0;19
688.0;-536.0;6;33.0;172.0;135;81;-328.0;19
688.0;-536.0;4;36.0;171.0;135;81;-329.0;19
686.0;-536.0;2;36.0;?;135;81;-329.0;19
687.0;-535.0;1;37.0;?;135;81;-327.0;19
689.0;-535.0;0;34.0;?;135;81;-327.0;19
688.0;-533.0;-2;38.0;?;135;81;-327.0;19
691.0;-533.0;3;38.0;?;135;81;-326.0;19
691.0;-533.0;-1;40.0;?;?;81;-326.0;19
691.0;-535.0;-16;41.0;?;?;81;-327.0;19
693.0;-534.0;?;40.0;?;?;81;-327.0;19
695.0;-533.0;?;37.0;?;?;81;-326.0;19
693.0;-534.0;?;38.0;?;?;82;-325.0;19
695.0;-534.0;?;38.0;?;?;82;-326.0;19
696.0;-532.0;?;39.0;?;?;82;-327.0;19
694.0;-530.0;?;40.0;177.0;?;82;-328.0;19
696.0;-526.0;?;43.0;178.0;?;82;-325.0;19
694.0;-520.0;?;46.0;177.0;?;82;-327.0;19
689.0;-511.0;?;47.0;175.0;135;82;-326.0;18
684.0;-500.0;?;49.0;173.0;135;82;-324.0;18
673.0;-484.0;?;50.0;172.0;135;82;-324.0;18
661.0;-466.0;?;53.0;170.0;135;82;-324.0;18
642.0;-447.0;?;55.0;169.0;135;82;-324.0;19
619.0;-430.0;?;49.0;167.0;135;82;-323.0;18
587.0;-416.0;?;51.0;?;135;82;-325.0;18
553.0;-406.0;?;50.0;?;135;82;-324.0;18
519.0;-401.0;?;50.0;162.0;135;82;-324.0;18
482.0;-399.0;4;47.0;165.0;135;82;-322.0;18
446.0;-399.0;1;46.0;162.0;135;82;-322.0;?
412.0;-399.0;-1;39.0;161.0;135;82;-322.0;18
383.0;-406.0;1;36.0;162.0;135;82;-319.0;18
359.0;-414.0;3;32.0;167.0;135;82;-319.0;18
335.0;-422.0;4;27.0;167.0;135;82;-322.0;18
313.0;-430.0;3;20.0;166.0;135;82;-322.0;18
295.0;-440.0;0;13.0;165.0;135;82;-322.0;18
276.0;-445.0;0;8.0;168.0;135;82;-321.0;?
261.0;-450.0;0;6.0;169.0;135;82;-323.0;?
247.0;-452.0;-2;4.0;168.0;135;82;-322.0;?
229.0;-456.0;-4;3.0;170.0;135;82;-321.0;?
211.0;-456.0;-3;3.0;170.0;135;82;-323.0;?
195.0;-455.0;-1;1.0;169.0;135;82;-322.0;?
181.0;-454.0;-1;1.0;170.0;135;82;?;?
166.0;-452.0;-1;-2.0;171.0;135;82;?;?
156.0;-450.0;-4;1.0;172.0;135;82;?;?
508.0;85.0;3;70.0;185.0;135;82;?;?
482.0;162.0;-5;68.0;189.0;135;82;?;?
454.0;222.0;-3;72.0;194.0;135;82;?;?
426.0;264.0;-1;70.0;198.0;135;82;?;?
439.0;282.0;-8;75.0;198.0;135;82;-296.0;?
?;281.0;0;76.0;201.0;135;82;-297.0;19
?;259.0;2;78.0;204.0;135;82;-293.0;19
?;233.0;0;79.0;207.0;?;82;-293.0;19
?;221.0;1;78.0;209.0;?;82;-295.0;18
?;213.0;-2;76.0;214.0;?;82;-295.0;19
?;211.0;-2;77.0;217.0;?;82;?;19
?;208.0;2;76.0;218.0;?;82;?;19
?;210.0;2;77.0;220.0;?;82;?;?
?;212.0;3;77.0;220.0;?;82;?;?
?;215.0;1;80.0;?;?;82;?;19
435.0;217.0;1;81.0;?;?;82;?;19
433.0;216.0;4;81.0;?;?;82;-296.0;19
435.0;215.0;3;80.0;?;?;82;-296.0;19
433.0;214.0;4;78.0;?;?;82;-293.0;19
433.0;214.0;-1;75.0;?;?;82;-294.0;19
428.0;?;-2;?;?;?;82;-294.0;19
429.0;?;4;?;?;?;82;-294.0;19
428.0;?;3;79.0;?;?;82;-295.0;19
?;?;2;78.0;?;?;82;-293.0;19
?;?;-1;75.0;213.0;?;82;-296.0;19
?;?;-1;77.0;212.0;?;82;-292.0;19
?;?;2;78.0;210.0;?;82;-292.0;19
?;?;3;78.0;212.0;?;82;-292.0;19
426.0;?;3;76.0;211.0;?;82;-292.0;19
422.0;?;3;80.0;213.0;?;82;-292.0;19
420.0;?;4;76.0;213.0;135;82;-295.0;19
415.0;?;1;77.0;213.0;135;?;-294.0;19
414.0;?;-1;80.0;211.0;135;?;-293.0;19
414.0;?;2;81.0;211.0;135;?;-291.0;19
411.0;200.0;-2;81.0;211.0;135;?;-290.0;19
410.0;202.0;-4;81.0;209.0;135;?;-291.0;19
410.0;201.0;6;82.0;209.0;135;?;-292.0;19
408.0;203.0;-1;82.0;210.0;135;82;-292.0;19
408.0;204.0;-7;78.0;209.0;135;82;-292.0;19
406.0;203.0;-1;81.0;212.0;135;82;-292.0;19
405.0;202.0;-3;79.0;211.0;135;82;-292.0;19
406.0;202.0;3;80.0;210.0;135;82;-292.0;19
405.0;204.0;8;81.0;209.0;135;82;-292.0;19
404.0;204.0;-1;80.0;208.0;135;82;-292.0;19
407.0;204.0;-2;82.0;210.0;135;82;-294.0;19
404.0;201.0;2;81.0;210.0;135;82;-292.0;19
404.0;200.0;1;80.0;211.0;135;82;-294.0;19
407.0;202.0;3;78.0;?;135;82;-292.0;?
408.0;204.0;?;80.0;?;135;82;-294.0;?
410.0;203.0;?;81.0;?;135;82;-293.0;?
409.0;202.0;?;80.0;?;135;82;-295.0;?
408.0;201.0;?;82.0;?;135;82;-293.0;?
409.0;201.0;?;81.0;?;135;?;-295.0;19
410.0;202.0;?;81.0;?;135;?;-294.0;19
410.0;201.0;?;83.0;?;135;?;-293.0;19
410.0;201.0;?;85.0;214.0;135;?;-293.0;19
408.0;199.0;?;82.0;212.0;135;82;-295.0;19
410.0;199.0;?;82.0;212.0;135;82;-293.0;19
412.0;200.0;?;?;213.0;135;82;-294.0;19
410.0;201.0;?;?;213.0;135;82;-295.0;19
410.0;201.0;?;?;211.0;135;82;-295.0;19
?;200.0;?;?;210.0;135;82;-294.0;19
?;200.0;-3;77.0;213.0;135;82;-296.0;19
?;200.0;1;?;212.0;135;82;-294.0;19
?;199.0;-3;?;213.0;?;82;-295.0;19
?;199.0;-6;?;214.0;?;82;-295.0;?
?;199.0;0;?;212.0;?;82;-295.0;?
411.0;199.0;4;?;212.0;?;82;-295.0;?
?;201.0;1;?;211.0;?;?;-295.0;?
?;201.0;-5;?;212.0;135;?;-295.0;?
?;200.0;-3;?;213.0;135;?;-296.0;?
?;199.0;4;76.0;211.0;135;?;-296.0;?
?;198.0;-1;?;211.0;135;?;-295.0;?
?;199.0;-2;?;211.0;135;?;-296.0;?
?;198.0;2;?;211.0;135;?;-295.0;?
?;201.0;-3;?;211.0;135;82;-296.0;19
?;199.0;-6;?;213.0;135;82;-296.0;19
?;199.0;-4;?;210.0;135;82;-295.0;18
?;200.0;-2;?;213.0;135;82;-297.0;19
?;200.0;-3;?;211.0;135;82;-298.0;19
?;200.0;-1;?;211.0;135;?;-295.0;19
?;198.0;1;?;212.0;135;82;-295.0;19
?;199.0;-2;?;212.0;135;82;-295.0;18
407.0;200.0;0;80.0;212.0;135;82;-294.0;19
405.0;200.0;2;81.0;212.0;135;82;-294.0;19
406.0;200.0;1;78.0;214.0;135;82;-295.0;18
405.0;201.0;1;78.0;210.0;135;82;-295.0;18
404.0;201.0;-1;82.0;213.0;135;82;-294.0;19
404.0;200.0;?;81.0;213.0;135;82;-294.0;19
401.0;201.0;?;82.0;212.0;135;82;-295.0;18
401.0;201.0;?;80.0;212.0;135;82;-295.0;18
401.0;?;?;84.0;210.0;135;82;-297.0;19
402.0;?;?;82.0;212.0;135;82;-296.0;19
401.0;?;?;82.0;213.0;135;82;-296.0;19
402.0;?;?;81.0;216.0;135;82;-298.0;19
399.0;?;2;84.0;215.0;135;82;-297.0;18
399.0;?;0;85.0;216.0;135;82;-297.0;19
398.0;?;0;86.0;216.0;135;82;-298.0;19
398.0;?;4;87.0;215.0;135;82;-298.0;19
398.0;?;5;85.0;215.0;135;82;-297.0;19
397.0;?;5;86.0;216.0;135;82;-299.0;19
398.0;?;-2;83.0;215.0;135;82;-299.0;18
398.0;?;-5;88.0;215.0;135;82;-298.0;18
400.0;?;0;86.0;216.0;135;82;-297.0;18
398.0;?;-3;87.0;215.0;135;82;-297.0;18
399.0;?;-1;86.0;214.0;135;82;-297.0;19
401.0;?;0;86.0;215.0;135;82;-299.0;18
401.0;?;-7;88.0;215.0;135;82;-297.0;18
402.0;?;-2;87.0;215.0;135;82;-296.0;18
403.0;?;?;86.0;215.0;135;82;-298.0;18
403.0;196.0;?;88.0;213.0;135;82;-299.0;19
402.0;196.0;?;85.0;?;135;82;-298.0;19
403.0;198.0;?;84.0;?;135;82;-298.0;19
404.0;196.0;?;88.0;?;135;82;-299.0;18
405.0;195.0;?;88.0;?;135;82;-297.0;19
406.0;196.0;?;86.0;214.0;135;82;-298.0;19
406.0;199.0;?;87.0;214.0;135;82;-298.0;18
408.0;197.0;?;85.0;215.0;135;82;-299.0;18
414.0;198.0;?;86.0;216.0;135;82;-298.0;19
415.0;198.0;?;85.0;216.0;135;82;-299.0;?
416.0;198.0;?;86.0;213.0;135;82;-298.0;?
414.0;194.0;?;83.0;212.0;135;82;-298.0;?
406.0;193.0;?;85.0;212.0;135;82;-298.0;?
390.0;?;?;90.0;209.0;135;82;-301.0;19
368.0;?;?;95.0;206.0;135;82;-304.0;19
358.0;?;?;98.0;208.0;135;82;-303.0;19
374.0;?;?;?;207.0;135;82;-305.0;?
411.0;?;?;?;205.0;135;82;-305.0;?
445.0;?;?;?;203.0;135;82;-307.0;19
488.0;65.0;?;?;203.0;135;82;-308.0;19
519.0;1.0;?;?;201.0;135;82;-307.0;19
549.0;-75.0;?;?;197.0;134;79;-308.0;19
584.0;-150.0;14;?;198.0;134;76;-309.0;?
611.0;-215.0;-6;?;200.0;133;72;-310.0;?
636.0;-272.0;-6;?;?;132;64;-310.0;?
649.0;-309.0;4;?;?;131;56;-311.0;?
654.0;-328.0;-26;?;?;130;49;-312.0;?
654.0;-345.0;-66;153.0;?;130;44;-314.0;?
656.0;-359.0;-69;150.0;?;130;44;-315.0;?
662.0;-371.0;-3;144.0;?;130;40;-319.0;?
664.0;-378.0;10;144.0;?;?;36;-321.0;?
665.0;-379.0;44;143.0;201.0;?;36;-321.0;?
666.0;-377.0;81;145.0;199.0;?;?;-320.0;?
?;-376.0;48;?;195.0;?;?;-318.0;?
?;-373.0;92;144.0;191.0;?;?;-318.0;?
?;-369.0;199;143.0;188.0;?;?;-318.0;20
?;-367.0;300;145.0;183.0;?;?;-316.0;20
?;-354.0;161;147.0;176.0;?;?;-316.0;19
?;-322.0;43;149.0;170.0;?;?;-315.0;18
?;-273.0;-5;148.0;158.0;?;?;-313.0;17
?;-200.0;-78;145.0;147.0;?;?;-313.0;16
?;-115.0;291;146.0;139.0;?;?;-311.0;15
?;-29.0;441;137.0;132.0;?;?;-309.0;15
482.0;51.0;323;138.0;123.0;?;?;-308.0;15
?;?;339;133.0;121.0;?;?;-306.0;15
?;?;187;135.0;119.0;149;?;-309.0;11
?;?;-29;136.0;125.0;150;68;-314.0;8
273.0;?;-399;142.0;142.0;151;72;-326.0;7
221.0;?;-547;142.0;169.0;153;75;?;6
169.0;?;?;149.0;203.0;156;73;?;7
128.0;?;?;157.0;237.0;155;75;?;6
94.0;?;?;166.0;270.0;155;83;?;5
55.0;?;?;169.0;308.0;157;87;?;5
16.0;?;?;174.0;339.0;157;87;?;4
-18.0;?;?;183.0;371.0;157;87;?;4
-45.0;?;124;186.0;389.0;158;87;?;4
-63.0;?;73;192.0;406.0;158;87;?;4
-69.0;?;11;199.0;410.0;158;85;?;4
-57.0;?;32;206.0;411.0;158;85;?;4
4.0;511.0;86;216.0;402.0;159;84;-590.0;3
75.0;516.0;104;230.0;393.0;159;84;-619.0;3
113.0;528.0;96;246.0;374.0;159;84;-639.0;3
129.0;547.0;103;262.0;347.0;160;84;-650.0;3
117.0;569.0;134;268.0;310.0;160;84;-652.0;2
79.0;585.0;154;268.0;264.0;160;84;?;2
30.0;600.0;179;263.0;223.0;160;84;?;1
?;614.0;188;256.0;192.0;160;84;?;1
?;618.0;190;249.0;158.0;160;84;?;1
?;621.0;184;238.0;128.0;160;84;?;1
?;624.0;129;225.0;100.0;160;84;?;?
?;637.0;99;214.0;78.0;161;83;?;?
?;649.0;126;208.0;61.0;161;83;?;?
?;659.0;209;197.0;41.0;161;83;?;?
?;669.0;199;185.0;19.0;161;81;?;?
?;679.0;181;179.0;4.0;161;80;?;?
?;684.0;144;174.0;-5.0;161;78;?;?
?;687.0;-37;172.0;-11.0;161;75;?;?
?;689.0;-4;169.0;-11.0;161;71;?;4
?;686.0;-157;168.0;-3.0;161;67;?;4
?;689.0;-202;169.0;6.0;161;64;?;4
?;681.0;183;172.0;14.0;161;68;?;4
-192.0;665.0;146;?;25.0;161;70;?;4
-197.0;650.0;64;?;36.0;161;70;?;5
-197.0;626.0;136;?;50.0;161;70;?;4
-195.0;597.0;195;?;71.0;161;69;?;4
-198.0;554.0;210;?;93.0;161;69;?;4
-210.0;502.0;137;?;111.0;161;69;?;4
-213.0;460.0;221;?;128.0;161;70;?;4
-210.0;428.0;225;?;142.0;161;71;-218.0;3
-196.0;398.0;247;?;146.0;161;71;-193.0;3
-189.0;375.0;224;?;149.0;161;71;-171.0;3
-189.0;362.0;94;118.0;?;161;72;-150.0;3
-180.0;346.0;124;104.0;?;161;?;-127.0;2
-160.0;325.0;143;92.0;?;161;?;-92.0;2
-141.0;297.0;116;75.0;?;161;?;-54.0;2
-111.0;270.0;59;61.0;?;161;?;-13.0;2
-67.0;241.0;117;46.0;?;161;?;28.0;2
-24.0;209.0;231;30.0;?;161;?;79.0;1
14.0;175.0;147;8.0;?;160;78;121.0;1
62.0;137.0;113;-12.0;?;160;78;165.0;1
108.0;98.0;166;-32.0;296.0;160;78;202.0;1
150.0;64.0;?;-53.0;310.0;160;?;231.0;1
193.0;29.0;?;-73.0;322.0;159;?;257.0;1
233.0;1.0;?;-94.0;332.0;159;?;276.0;1
265.0;-24.0;?;-116.0;341.0;157;?;287.0;1
286.0;-40.0;?;-137.0;350.0;157;?;292.0;1
296.0;-46.0;129;-160.0;358.0;154;?;298.0;1
288.0;-47.0;137;-179.0;365.0;152;?;296.0;1
268.0;-45.0;132;-196.0;371.0;150;?;292.0;1
235.0;-42.0;127;-213.0;377.0;147;?;277.0;1
205.0;-34.0;126;-232.0;380.0;146;?;270.0;1
175.0;-20.0;113;-246.0;384.0;144;78;266.0;1
136.0;-4.0;109;-259.0;388.0;143;78;261.0;1
93.0;17.0;116;-274.0;388.0;143;78;254.0;1
50.0;32.0;111;-284.0;387.0;144;78;243.0;1
27.0;48.0;103;-292.0;387.0;144;78;234.0;0
18.0;61.0;89;-303.0;385.0;145;78;229.0;0
12.0;75.0;68;-309.0;383.0;144;79;224.0;0
-4.0;90.0;60;-313.0;380.0;144;79;222.0;0
-22.0;99.0;49;-320.0;376.0;144;79;224.0;0
-48.0;113.0;36;-322.0;373.0;144;79;226.0;0
-76.0;128.0;37;-326.0;374.0;143;79;234.0;0
-100.0;141.0;35;-328.0;373.0;142;79;241.0;0
-124.0;146.0;37;-327.0;373.0;142;79;243.0;0
-139.0;155.0;35;-330.0;371.0;141;79;244.0;0
-162.0;163.0;33;-328.0;?;140;79;244.0;0
-180.0;170.0;37;-331.0;?;140;79;245.0;0
-196.0;175.0;37;-332.0;375.0;141;79;242.0;0
-211.0;178.0;37;-329.0;375.0;141;79;238.0;0
-225.0;182.0;40;-331.0;379.0;142;79;232.0;0
-230.0;183.0;40;-331.0;383.0;143;79;223.0;0
-231.0;183.0;34;-333.0;387.0;143;79;216.0;0
-227.0;179.0;32;-332.0;392.0;144;79;207.0;0
-226.0;179.0;34;-335.0;398.0;144;79;198.0;0
-216.0;174.0;26;-334.0;401.0;144;79;?;0
-207.0;170.0;25;-333.0;405.0;144;79;?;0
-213.0;167.0;26;-334.0;409.0;143;79;?;-1
-214.0;166.0;23;-337.0;410.0;142;79;?;-1
-209.0;163.0;24;-333.0;414.0;143;79;?;-1
-200.0;162.0;23;?;414.0;143;79;?;-1
-184.0;160.0;20;?;413.0;142;79;?;-1
-159.0;158.0;18;?;414.0;142;79;?;-1
-128.0;158.0;?;?;412.0;142;79;?;-1
-96.0;155.0;?;?;413.0;142;79;?;-1
-58.0;145.0;?;?;415.0;142;79;?;-1
?;136.0;?;?;417.0;143;79;?;-1
?;125.0;?;?;419.0;142;79;?;-1
14.0;107.0;?;?;420.0;?;79;?;-1
?;85.0;?;?;423.0;?;79;172.0;-1
?;60.0;?;?;425.0;142;79;162.0;?
?;31.0;?;?;426.0;143;79;153.0;?
?;3.0;?;?;430.0;143;79;144.0;?
?;-26.0;-11;?;?;143;79;128.0;?
?;-54.0;-173;?;?;143;78;113.0;?
?;-79.0;-154;?;?;142;77;92.0;?
?;-109.0;-77;?;?;142;76;77.0;?
?;-138.0;159;?;?;143;75;62.0;?
?;-166.0;445;?;434.0;142;74;47.0;?
?;-192.0;104;?;432.0;142;73;36.0;?
?;-214.0;-79;-159.0;428.0;142;73;27.0;-1
213.0;-235.0;40;-149.0;423.0;142;73;23.0;-1
228.0;-253.0;-23;-140.0;419.0;142;73;19.0;-1
242.0;-271.0;3;-131.0;416.0;143;73;21.0;-1
259.0;-285.0;-5;-125.0;413.0;143;73;24.0;-1
270.0;-301.0;-20;-122.0;410.0;143;73;31.0;-1
?;-313.0;1;-116.0;408.0;142;73;37.0;-1
?;-324.0;-15;-115.0;409.0;142;73;42.0;-1
?;-332.0;-13;-110.0;408.0;143;73;49.0;?
?;-340.0;-10;-110.0;408.0;143;73;56.0;?
?;-347.0;-10;-107.0;407.0;143;73;68.0;?
340.0;-354.0;-3;-108.0;405.0;143;73;75.0;?
350.0;-363.0;-7;-103.0;401.0;142;73;79.0;?
362.0;-370.0;-11;-104.0;404.0;?;73;83.0;-1
372.0;-381.0;-7;-103.0;403.0;?;73;90.0;-1
384.0;-392.0;-6;-103.0;406.0;?;73;92.0;-1
396.0;-401.0;-6;-104.0;404.0;?;73;94.0;-1
407.0;-408.0;-10;-105.0;409.0;?;73;95.0;-1
416.0;-418.0;-4;-109.0;413.0;?;73;94.0;-1
425.0;-424.0;-3;-108.0;416.0;?;73;91.0;-1
430.0;?;-9;-109.0;419.0;?;73;85.0;-1
435.0;-436.0;-4;-115.0;422.0;?;73;81.0;-1
441.0;-439.0;-5;-117.0;424.0;?;73;78.0;-1
445.0;-441.0;0;-121.0;427.0;?;73;75.0;-1
450.0;-445.0;-1;-120.0;428.0;?;73;71.0;-1
453.0;-450.0;-9;-123.0;428.0;?;73;67.0;-1
454.0;-453.0;-2;-120.0;431.0;?;73;65.0;-1
460.0;-454.0;0;-124.0;432.0;?;73;64.0;-1
462.0;-455.0;1;-125.0;432.0;143;73;64.0;-1
466.0;-460.0;4;-128.0;434.0;143;73;65.0;-1
467.0;-464.0;-2;-130.0;433.0;143;73;67.0;-1
470.0;-466.0;-4;-133.0;434.0;143;73;71.0;-1
472.0;-468.0;-3;-135.0;?;143;73;75.0;-1
473.0;-468.0;-5;-135.0;?;143;73;80.0;-1
474.0;-472.0;2;-135.0;?;143;73;84.0;-1
473.0;-472.0;1;-141.0;?;142;73;90.0;-1
476.0;-472.0;1;-140.0;?;142;73;95.0;?
478.0;-474.0;7;-146.0;?;143;73;97.0;?
477.0;-473.0;1;-145.0;?;143;73;102.0;?
478.0;-474.0;0;-148.0;?;143;73;104.0;?
478.0;-477.0;3;-148.0;?;142;73;107.0;?
482.0;-479.0;-1;-150.0;?;142;73;108.0;-1
480.0;-479.0;-3;-148.0;?;143;73;109.0;-1
482.0;-480.0;?;-151.0;444.0;143;73;110.0;-1
482.0;-481.0;?;-152.0;441.0;143;73;107.0;-1
483.0;-482.0;?;-155.0;444.0;143;73;104.0;-1
485.0;-483.0;?;-153.0;442.0;142;73;107.0;-1
486.0;-481.0;?;-153.0;443.0;142;73;108.0;-1
487.0;-485.0;?;-154.0;443.0;142;73;109.0;-1
492.0;-485.0;?;-151.0;443.0;143;73;112.0;-1
491.0;-485.0;?;?;442.0;143;73;112.0;-1
491.0;-487.0;?;?;443.0;143;73;112.0;-1
492.0;-485.0;?;?;443.0;142;73;112.0;-1
492.0;-486.0;?;?;443.0;143;73;111.0;-1
493.0;-486.0;?;?;445.0;143;73;108.0;-1
496.0;-487.0;?;?;442.0;143;73;106.0;-1
495.0;-485.0;?;?;444.0;143;73;106.0;-1
497.0;-487.0;?;?;443.0;143;73;105.0;-1
500.0;-485.0;?;-151.0;445.0;142;73;102.0;-1
498.0;-486.0;3;-152.0;444.0;142;73;101.0;-1
497.0;-486.0;5;-150.0;445.0;143;73;100.0;?
500.0;-486.0;-1;-152.0;443.0;?;73;101.0;?
501.0;-486.0;4;-150.0;443.0;?;73;100.0;?
502.0;-486.0;3;-151.0;443.0;?;73;100.0;?
503.0;-487.0;3;-151.0;444.0;?;73;101.0;?
503.0;-487.0;8;?;444.0;?;73;101.0;?
505.0;-488.0;6;?;444.0;?;73;102.0;?
506.0;-488.0;4;?;445.0;?;73;101.0;-1
505.0;?;6;?;445.0;?;73;102.0;-1
506.0;?;5;-153.0;445.0;?;73;103.0;-1
510.0;?;3;-151.0;444.0;?;73;103.0;-1
506.0;?;5;-151.0;444.0;142;73;103.0;-1
508.0;?;1;-152.0;445.0;143;73;104.0;-1
511.0;?;3;?;444.0;143;73;103.0;-1
508.0;?;2;?;445.0;143;73;103.0;-1
509.0;?;-7;?;444.0;142;73;103.0;-1
512.0;?;2;?;444.0;142;73;104.0;-1
?;?;5;?;445.0;142;73;106.0;-1
?;?;-4;?;445.0;142;73;106.0;-1
