Accelerometer RKN_ accY;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE Nav_Ay;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Ax
974.0;807.0;?;295.0;343.0;-809.0;-2
961.0;779.0;?;297.0;336.0;-795.0;1
962.0;777.0;0;333.0;364.0;-789.0;-5
959.0;800.0;-1;363.0;339.0;-788.0;-6
944.0;802.0;-3;282.0;346.0;-801.0;-8
969.0;811.0;0;272.0;347.0;-770.0;-1
1047.0;841.0;4;293.0;364.0;-790.0;11
948.0;860.0;0;313.0;338.0;-829.0;7
?;862.0;-5;322.0;390.0;-881.0;-1
?;881.0;9;316.0;398.0;-820.0;-5
?;879.0;37;319.0;372.0;-847.0;8
?;913.0;74;343.0;400.0;-779.0;35
?;939.0;79;321.0;?;-740.0;48
?;939.0;380;324.0;?;-704.0;?
997.0;946.0;778;313.0;?;-707.0;?
996.0;924.0;511;313.0;?;-695.0;?
1000.0;931.0;142;302.0;?;-672.0;?
982.0;854.0;137;310.0;?;-692.0;?
978.0;817.0;-73;294.0;?;-680.0;?
1016.0;822.0;-219;316.0;?;-635.0;-102
968.0;804.0;-135;352.0;?;-602.0;25
974.0;809.0;-159;311.0;?;-590.0;47
972.0;820.0;20;324.0;?;-537.0;295
986.0;787.0;-81;341.0;384.0;-478.0;-5
998.0;861.0;?;340.0;365.0;-511.0;43
989.0;824.0;?;325.0;359.0;-506.0;-274
1000.0;?;?;306.0;338.0;-551.0;-1784
990.0;?;?;304.0;357.0;-637.0;-895
965.0;?;?;335.0;344.0;-614.0;132
986.0;732.0;?;337.0;360.0;-728.0;-308
954.0;828.0;?;354.0;316.0;-779.0;-23
981.0;979.0;?;309.0;320.0;-742.0;-57
989.0;1066.0;?;263.0;320.0;-721.0;-109
983.0;1018.0;?;290.0;330.0;-719.0;-9
976.0;882.0;?;281.0;340.0;-692.0;-53
984.0;917.0;?;331.0;319.0;?;-7
986.0;969.0;?;?;289.0;?;-22
966.0;1005.0;?;422.0;257.0;?;-17
996.0;937.0;?;422.0;269.0;?;-23
973.0;876.0;?;383.0;288.0;?;-23
987.0;866.0;?;341.0;300.0;?;-18
998.0;948.0;-46;350.0;303.0;?;-20
1006.0;963.0;-43;302.0;?;?;-19
975.0;948.0;-35;261.0;?;?;-18
975.0;904.0;-36;243.0;?;?;-18
1000.0;925.0;-42;237.0;?;?;-17
978.0;952.0;-37;323.0;?;-656.0;-20
992.0;962.0;-24;323.0;?;-666.0;-25
993.0;955.0;-27;362.0;?;-643.0;-23
970.0;944.0;-32;381.0;?;-557.0;-16
998.0;935.0;-19;339.0;?;-654.0;-11
976.0;914.0;-21;295.0;?;-690.0;-9
1024.0;951.0;-29;194.0;?;?;-1
993.0;940.0;-51;-69.0;?;?;-25
1012.0;918.0;-43;53.0;?;?;-14
984.0;947.0;-19;233.0;?;?;5
988.0;936.0;-44;428.0;?;?;-28
970.0;946.0;46;519.0;251.0;?;59
970.0;856.0;210;224.0;253.0;?;37
995.0;779.0;319;217.0;279.0;?;29
1021.0;920.0;432;128.0;246.0;?;-26
985.0;955.0;171;119.0;345.0;?;-368
1002.0;916.0;-555;117.0;-34.0;?;-267
990.0;921.0;-869;294.0;536.0;?;-54
951.0;901.0;-491;242.0;240.0;?;-241
953.0;877.0;-134;733.0;129.0;-478.0;-435
946.0;897.0;-22;740.0;318.0;-448.0;-481
923.0;932.0;15;-13.0;114.0;-614.0;-334
893.0;925.0;-6;465.0;113.0;-680.0;?
928.0;841.0;-55;261.0;156.0;-595.0;?
888.0;774.0;-61;248.0;76.0;-434.0;?
926.0;793.0;-52;357.0;84.0;-462.0;?
1056.0;867.0;-52;483.0;112.0;-502.0;?
1063.0;942.0;-40;497.0;143.0;-531.0;?
969.0;943.0;-74;456.0;150.0;-551.0;?
965.0;938.0;-157;392.0;157.0;?;25
925.0;909.0;-182;327.0;119.0;?;65
931.0;833.0;-267;346.0;72.0;?;48
843.0;794.0;-303;407.0;46.0;?;?
900.0;834.0;20;425.0;19.0;?;?
892.0;818.0;204;372.0;74.0;?;?
1182.0;836.0;-47;400.0;78.0;?;?
1131.0;839.0;-68;404.0;73.0;?;?
1032.0;835.0;214;345.0;76.0;?;?
1117.0;839.0;?;334.0;-10.0;?;?
993.0;858.0;?;245.0;-88.0;-628.0;?
1010.0;867.0;?;222.0;-38.0;-679.0;-74
1034.0;1033.0;11;307.0;77.0;-523.0;35
985.0;1164.0;-22;314.0;151.0;-598.0;22
978.0;938.0;?;330.0;128.0;-523.0;4
1014.0;720.0;?;369.0;62.0;-572.0;4
969.0;931.0;?;304.0;30.0;-472.0;18
993.0;1234.0;?;287.0;113.0;?;7
982.0;1156.0;?;158.0;227.0;?;6
972.0;?;?;73.0;234.0;?;24
996.0;?;?;62.0;?;?;10
989.0;?;?;68.0;?;?;20
980.0;?;?;-87.0;?;-512.0;18
990.0;?;?;-196.0;?;-500.0;8
990.0;?;?;-27.0;?;-491.0;15
1011.0;?;?;104.0;?;-470.0;11
1017.0;?;-14;112.0;?;-448.0;9
997.0;?;-7;-21.0;?;-431.0;12
962.0;?;-8;-130.0;?;-452.0;10
1001.0;?;12;-142.0;?;-449.0;18
1017.0;?;-29;-253.0;?;-488.0;-29
1017.0;?;-26;-204.0;?;-521.0;-12
997.0;?;10;?;?;?;-42
941.0;?;4;?;?;?;-161
1008.0;?;135;?;?;?;-99
975.0;?;?;?;139.0;?;-198
1021.0;?;?;?;139.0;?;-78
1023.0;?;?;?;163.0;?;99
988.0;?;581;?;197.0;?;99
918.0;?;522;?;136.0;?;161
969.0;?;882;?;179.0;-651.0;-386
958.0;1287.0;772;?;27.0;-558.0;-400
950.0;991.0;584;373.0;149.0;-509.0;-21
876.0;749.0;706;344.0;270.0;-512.0;-225
854.0;870.0;447;151.0;161.0;-530.0;-166
860.0;1024.0;244;84.0;810.0;-515.0;-195
893.0;1001.0;232;276.0;227.0;-504.0;-336
971.0;906.0;248;609.0;?;-464.0;-125
1047.0;770.0;87;-111.0;?;-474.0;-212
1048.0;794.0;-553;158.0;?;-493.0;182
1006.0;816.0;-1360;652.0;?;-523.0;1074
943.0;867.0;-1704;305.0;?;-559.0;1759
895.0;849.0;?;148.0;?;-571.0;2097
889.0;820.0;?;216.0;?;-578.0;-246
923.0;773.0;?;190.0;?;-780.0;-1160
918.0;813.0;?;185.0;?;-765.0;731
922.0;886.0;?;165.0;?;-760.0;284
983.0;1062.0;?;234.0;?;-649.0;-14
919.0;1015.0;-70;295.0;?;-682.0;203
938.0;1077.0;-29;293.0;40.0;-657.0;-115
1065.0;1524.0;1;252.0;69.0;-716.0;72
1050.0;1238.0;28;313.0;67.0;-661.0;23
1268.0;629.0;21;264.0;7.0;-564.0;7
921.0;723.0;-4;188.0;-8.0;-554.0;19
867.0;968.0;-8;203.0;-15.0;-565.0;-2
1090.0;1096.0;-4;168.0;-93.0;-596.0;14
898.0;983.0;6;210.0;-77.0;-585.0;9
1021.0;958.0;1;227.0;-109.0;-593.0;9
1037.0;887.0;6;176.0;-58.0;-581.0;0
1003.0;869.0;12;236.0;49.0;-566.0;4
961.0;903.0;-19;311.0;91.0;-586.0;-15
993.0;985.0;32;318.0;371.0;-714.0;17
975.0;989.0;-38;402.0;467.0;-671.0;-80
997.0;933.0;-61;518.0;1153.0;-630.0;-379
973.0;962.0;-65;351.0;477.0;-670.0;-381
998.0;985.0;-366;337.0;-131.0;-711.0;-212
972.0;1077.0;-89;226.0;-75.0;-659.0;-431
987.0;1016.0;136;-162.0;56.0;-673.0;-787
963.0;984.0;-44;-117.0;-295.0;-596.0;-663
979.0;875.0;231;10.0;-137.0;-598.0;-520
959.0;639.0;271;0.0;-237.0;-617.0;-528
?;838.0;64;-28.0;-147.0;-615.0;-120
?;1152.0;-136;-162.0;-147.0;?;9
?;958.0;-225;-312.0;-68.0;?;343
?;775.0;-223;-280.0;-196.0;?;55
?;742.0;-218;-383.0;-268.0;?;175
?;766.0;-384;-270.0;-466.0;?;1186
?;808.0;-658;66.0;257.0;?;-817
?;822.0;219;617.0;807.0;?;-1356
?;820.0;551;216.0;1416.0;?;209
?;828.0;-149;945.0;1369.0;?;-147
?;801.0;54;815.0;-110.0;?;-7
?;898.0;85;133.0;1053.0;?;90
?;1167.0;-57;171.0;849.0;?;-69
?;1196.0;58;849.0;-410.0;?;57
?;1069.0;-7;-264.0;-403.0;-819.0;-27
?;1046.0;13;102.0;104.0;-795.0;13
?;962.0;17;389.0;-16.0;?;1
?;971.0;-1;407.0;-21.0;?;-15
?;1022.0;5;306.0;41.0;?;-4
?;1019.0;15;276.0;84.0;?;2
?;1014.0;8;256.0;-10.0;?;5
?;1040.0;0;195.0;13.0;?;-3
968.0;1048.0;13;285.0;58.0;?;-7
1305.0;1006.0;8;455.0;70.0;?;3
1013.0;984.0;6;468.0;128.0;?;3
343.0;991.0;12;490.0;290.0;?;0
807.0;1010.0;8;467.0;439.0;?;3
921.0;1015.0;5;355.0;632.0;?;-1
1499.0;996.0;10;194.0;608.0;?;3
1091.0;1005.0;18;76.0;794.0;-775.0;13
863.0;1005.0;3;199.0;671.0;-774.0;8
1033.0;1016.0;-4;-53.0;178.0;-770.0;0
1016.0;1007.0;5;-413.0;22.0;-762.0;-1
970.0;986.0;4;-242.0;?;-773.0;-1
999.0;993.0;10;-65.0;?;-761.0;2
1063.0;1004.0;6;25.0;?;-752.0;-1
974.0;1023.0;-3;21.0;?;-749.0;-1
1017.0;1010.0;-2;18.0;62.0;-750.0;-1
1027.0;1017.0;-5;10.0;-61.0;-750.0;-2
956.0;1029.0;-2;97.0;122.0;-760.0;3
967.0;993.0;4;169.0;608.0;-749.0;0
953.0;996.0;-1;187.0;633.0;-738.0;-3
968.0;1007.0;-1;166.0;273.0;-744.0;-1
952.0;1011.0;-2;215.0;780.0;-744.0;-2
976.0;1015.0;?;477.0;354.0;-749.0;-1
1006.0;1014.0;?;603.0;694.0;-769.0;4
1409.0;1024.0;?;-116.0;729.0;-757.0;4
1388.0;1002.0;?;-430.0;226.0;-752.0;-7
?;997.0;?;397.0;-37.0;-724.0;-10
?;1002.0;?;302.0;58.0;-714.0;2
?;996.0;?;214.0;153.0;-701.0;0
?;1003.0;?;256.0;174.0;-692.0;-5
?;994.0;?;387.0;126.0;-680.0;7
?;1012.0;?;253.0;130.0;-671.0;7
?;1004.0;-8;273.0;137.0;-650.0;4
?;988.0;0;253.0;175.0;-660.0;9
?;1020.0;14;255.0;209.0;-636.0;9
1051.0;1038.0;1;339.0;162.0;-615.0;7
958.0;1023.0;2;332.0;102.0;-570.0;1
759.0;1026.0;0;242.0;99.0;-612.0;0
813.0;997.0;?;352.0;89.0;-576.0;4
1160.0;1004.0;?;295.0;81.0;-610.0;2
1590.0;1024.0;?;265.0;121.0;-640.0;0
720.0;1044.0;?;309.0;135.0;-567.0;-2
1088.0;1041.0;?;329.0;192.0;-639.0;-3
1003.0;1034.0;?;311.0;201.0;-634.0;-3
969.0;1013.0;?;357.0;142.0;?;-15
995.0;981.0;-1;299.0;78.0;?;-12
991.0;1003.0;4;242.0;74.0;?;-6
961.0;998.0;5;258.0;76.0;?;-8
1019.0;999.0;12;259.0;65.0;?;13
992.0;1002.0;26;240.0;89.0;?;17
980.0;983.0;17;302.0;104.0;?;10
966.0;1013.0;8;273.0;88.0;?;-6
1004.0;1063.0;25;274.0;108.0;?;-12
1006.0;1017.0;16;284.0;82.0;?;11
974.0;977.0;-20;251.0;79.0;?;-8
990.0;?;-15;?;100.0;?;2
988.0;?;-39;?;109.0;?;7
1007.0;?;-46;?;94.0;?;-9
997.0;?;-29;246.0;78.0;?;15
998.0;?;-52;236.0;77.0;-771.0;42
985.0;?;-28;239.0;68.0;-777.0;54
981.0;935.0;-50;240.0;67.0;-774.0;-27
988.0;950.0;0;223.0;52.0;?;-53
974.0;932.0;23;219.0;53.0;?;-45
987.0;924.0;-68;198.0;62.0;?;-119
1001.0;935.0;-3;240.0;55.0;?;-80
1010.0;913.0;-26;256.0;75.0;?;-34
996.0;904.0;?;231.0;85.0;?;-33
1009.0;891.0;?;264.0;116.0;?;0
977.0;791.0;?;264.0;102.0;-679.0;-41
983.0;844.0;-71;231.0;99.0;-691.0;-304
981.0;881.0;-132;273.0;99.0;-666.0;-470
978.0;869.0;?;309.0;102.0;-665.0;-162
970.0;858.0;?;263.0;142.0;-663.0;163
980.0;819.0;?;241.0;119.0;-669.0;395
1008.0;795.0;?;221.0;100.0;-686.0;407
992.0;746.0;?;201.0;88.0;-653.0;-94
983.0;764.0;?;192.0;50.0;-674.0;-250
993.0;812.0;?;184.0;51.0;-673.0;93
980.0;879.0;?;183.0;44.0;-630.0;47
1005.0;612.0;?;168.0;40.0;-661.0;-111
1002.0;769.0;?;155.0;86.0;-695.0;-33
995.0;879.0;?;65.0;125.0;-778.0;-60
1001.0;794.0;0;9.0;111.0;-856.0;-43
987.0;979.0;20;50.0;192.0;-805.0;1
994.0;936.0;?;89.0;262.0;-771.0;-19
955.0;864.0;?;62.0;297.0;-774.0;-10
982.0;884.0;?;60.0;257.0;-790.0;-14
990.0;1014.0;?;30.0;248.0;-828.0;-12
1006.0;1256.0;?;-100.0;259.0;-816.0;-14
997.0;1104.0;?;-119.0;279.0;-857.0;-11
978.0;968.0;?;-104.0;275.0;-843.0;-7
982.0;952.0;?;-113.0;279.0;-855.0;-1
999.0;1005.0;2;-158.0;271.0;-853.0;-4
998.0;1034.0;-7;-119.0;273.0;-840.0;-26
992.0;1085.0;-7;-64.0;294.0;-840.0;-16
977.0;1069.0;2;-67.0;304.0;-841.0;3
994.0;1060.0;-2;-106.0;337.0;-847.0;0
974.0;1033.0;-2;-83.0;353.0;-830.0;-8
976.0;1032.0;7;?;370.0;-821.0;-10
967.0;1042.0;3;?;392.0;-801.0;-5
969.0;1021.0;1;?;445.0;-826.0;-9
991.0;1040.0;0;?;477.0;-857.0;-4
985.0;1035.0;-7;?;426.0;-859.0;4
1007.0;1034.0;-3;?;?;-860.0;1
998.0;1014.0;4;?;?;-863.0;4
1025.0;1006.0;2;?;?;-869.0;2
957.0;1024.0;-2;?;?;-834.0;-7
938.0;1040.0;-3;?;?;-793.0;-8
902.0;1059.0;-2;?;?;-755.0;2
934.0;1042.0;3;?;?;-721.0;-1
906.0;1050.0;1;?;?;-720.0;3
932.0;1006.0;-5;?;?;-730.0;11
944.0;1017.0;4;322.0;?;-729.0;-15
917.0;1006.0;-9;222.0;?;-711.0;11
958.0;971.0;12;-307.0;?;-613.0;-11
938.0;991.0;-13;-264.0;?;-644.0;16
943.0;1003.0;-13;232.0;280.0;-584.0;4
898.0;1067.0;-15;348.0;?;-873.0;-47
920.0;1087.0;-141;159.0;?;-540.0;167
915.0;1020.0;48;-231.0;?;-555.0;195
941.0;957.0;-197;187.0;?;-633.0;759
933.0;960.0;-1079;188.0;?;-379.0;2309
931.0;1104.0;-1004;254.0;?;-403.0;2167
890.0;1143.0;-218;229.0;?;-411.0;300
880.0;917.0;-25;201.0;?;-420.0;-146
904.0;793.0;-142;259.0;?;-360.0;25
923.0;1058.0;-36;328.0;?;?;77
898.0;1267.0;54;250.0;?;?;639
904.0;899.0;-46;289.0;?;?;612
823.0;699.0;-198;269.0;?;?;353
879.0;829.0;-301;238.0;?;?;302
930.0;833.0;-357;175.0;?;?;79
1095.0;894.0;-446;179.0;?;?;-78
1130.0;994.0;-472;?;?;?;-251
1006.0;984.0;-252;?;?;?;-886
913.0;883.0;233;?;?;?;-1376
955.0;906.0;593;?;?;?;-1383
1016.0;898.0;505;?;?;-444.0;-1919
1026.0;890.0;802;284.0;?;-573.0;-1121
1001.0;885.0;2170;317.0;?;-647.0;1046
993.0;887.0;2242;268.0;159.0;-564.0;?
989.0;924.0;70;302.0;105.0;-550.0;40
990.0;996.0;-869;314.0;113.0;-595.0;-169
994.0;1000.0;-205;294.0;36.0;-684.0;-66
994.0;1056.0;18;250.0;9.0;-644.0;15
997.0;?;19;223.0;33.0;-602.0;3
968.0;?;20;216.0;1.0;-597.0;3
975.0;?;44;262.0;19.0;-511.0;-5
974.0;?;70;384.0;217.0;-489.0;-14
971.0;?;42;420.0;404.0;-488.0;-12
991.0;?;53;187.0;373.0;-487.0;-13
992.0;1128.0;60;311.0;177.0;-468.0;-18
979.0;1069.0;54;223.0;67.0;-481.0;-11
970.0;899.0;30;?;78.0;-460.0;-3
960.0;805.0;84;?;?;-549.0;0
964.0;921.0;1;?;?;-635.0;107
1004.0;974.0;17;?;?;-569.0;143
1012.0;935.0;4;?;?;-761.0;56
993.0;924.0;-51;?;?;-858.0;55
985.0;959.0;167;?;?;-776.0;51
980.0;1069.0;-501;?;?;-773.0;44
1018.0;1102.0;-717;?;?;-871.0;-134
1007.0;1092.0;-942;-58.0;?;-802.0;34
979.0;1249.0;-1720;234.0;?;-793.0;586
968.0;1386.0;-799;487.0;?;-732.0;533
956.0;1230.0;-589;369.0;?;-656.0;?
970.0;827.0;-794;214.0;-223.0;-575.0;?
968.0;568.0;-390;2.0;-100.0;?;?
1012.0;912.0;-398;-150.0;-7.0;?;?
1016.0;1253.0;-134;-326.0;122.0;?;?
989.0;1051.0;-84;-425.0;239.0;?;?
989.0;814.0;276;-518.0;374.0;?;?
976.0;792.0;503;-610.0;377.0;?;?
991.0;840.0;1149;-261.0;638.0;?;?
1146.0;880.0;1078;187.0;793.0;?;?
1430.0;813.0;1081;-18.0;1062.0;?;?
1114.0;749.0;2878;223.0;-92.0;?;-664
696.0;758.0;1126;231.0;442.0;?;-887
923.0;852.0;3;389.0;506.0;?;-56
930.0;871.0;?;99.0;-261.0;?;?
749.0;937.0;464;5.0;125.0;-739.0;?
812.0;1015.0;366;287.0;213.0;-778.0;?
831.0;1025.0;213;348.0;33.0;-818.0;?
899.0;1279.0;-94;227.0;-43.0;-806.0;?
959.0;1129.0;148;39.0;-12.0;-773.0;?
978.0;1273.0;-4;112.0;-25.0;-773.0;?
951.0;1183.0;44;136.0;34.0;-763.0;?
944.0;918.0;?;126.0;-38.0;-781.0;?
914.0;1024.0;?;256.0;-15.0;-780.0;?
980.0;1113.0;?;260.0;150.0;-778.0;?
956.0;1043.0;?;342.0;181.0;-727.0;?
630.0;1005.0;?;436.0;269.0;-719.0;?
706.0;1061.0;?;340.0;140.0;-706.0;-35
954.0;1022.0;12;111.0;90.0;-701.0;-17
1254.0;988.0;5;161.0;260.0;-751.0;-11
1212.0;976.0;12;303.0;370.0;-739.0;-10
817.0;1000.0;5;426.0;750.0;-731.0;-18
961.0;1024.0;9;709.0;1048.0;-721.0;6
1026.0;954.0;21;834.0;522.0;-722.0;39
910.0;932.0;-2;760.0;-96.0;-743.0;?
1053.0;969.0;-9;208.0;263.0;-839.0;?
1011.0;1022.0;20;-219.0;-154.0;-747.0;?
990.0;976.0;45;-22.0;-87.0;-771.0;?
1032.0;967.0;33;-167.0;-198.0;-727.0;?
973.0;986.0;8;-52.0;-214.0;-690.0;?
989.0;1014.0;8;-108.0;-228.0;-692.0;?
994.0;1092.0;10;-192.0;-256.0;-692.0;?
904.0;1139.0;-3;-220.0;-297.0;-685.0;?
929.0;1055.0;16;-351.0;-313.0;-718.0;?
1050.0;1031.0;-30;-500.0;-142.0;-764.0;?
1027.0;1022.0;-1;-21.0;-42.0;-804.0;?
997.0;953.0;55;-8.0;207.0;-852.0;?
1100.0;905.0;-44;83.0;1618.0;-849.0;?
1156.0;860.0;264;-48.0;1533.0;-950.0;?
1613.0;954.0;341;1211.0;713.0;-796.0;-773
1477.0;947.0;472;616.0;-12.0;-791.0;-502
1262.0;936.0;1061;79.0;1256.0;-844.0;163
1236.0;1095.0;672;-668.0;-83.0;-825.0;-123
747.0;1016.0;131;919.0;230.0;-1007.0;?
720.0;1094.0;-506;172.0;-497.0;-1060.0;?
489.0;1031.0;-682;-259.0;177.0;?;?
500.0;867.0;-602;-93.0;90.0;?;?
476.0;935.0;-177;203.0;193.0;?;?
398.0;984.0;499;151.0;159.0;?;541
499.0;?;-1865;217.0;279.0;?;-7
578.0;?;-1503;332.0;243.0;?;-105
1115.0;?;843;237.0;189.0;?;338
906.0;?;-219;317.0;?;?;-121
1096.0;?;-154;253.0;?;-897.0;13
550.0;?;142;248.0;?;-862.0;112
456.0;?;-157;280.0;?;-845.0;10
765.0;?;44;387.0;?;-905.0;75
1074.0;?;-90;353.0;?;-830.0;-5
1378.0;?;-36;445.0;?;-810.0;51
675.0;?;-18;422.0;?;-800.0;45
1689.0;791.0;-40;385.0;?;-809.0;27
636.0;754.0;-14;357.0;?;?;47
1094.0;798.0;-14;337.0;?;?;39
965.0;849.0;-16;302.0;?;?;43
999.0;862.0;-15;245.0;?;?;42
1017.0;820.0;-15;182.0;?;?;42
981.0;?;-15;139.0;?;-858.0;42
985.0;?;-16;171.0;?;-878.0;41
983.0;?;-14;?;?;-894.0;43
1002.0;?;-16;?;?;-874.0;41
971.0;?;-15;236.0;?;-895.0;42
987.0;?;-11;273.0;?;-926.0;45
949.0;?;-40;291.0;?;-884.0;29
1008.0;?;-34;96.0;130.0;-913.0;46
1008.0;?;-55;95.0;150.0;-856.0;20
1007.0;?;-30;282.0;273.0;-877.0;46
970.0;?;-40;336.0;468.0;-870.0;36
1010.0;?;?;485.0;599.0;-836.0;9
976.0;?;?;213.0;768.0;-794.0;180
976.0;?;?;-167.0;954.0;-807.0;-94
1027.0;?;?;-8.0;457.0;-729.0;-356
994.0;?;?;-195.0;231.0;-805.0;-76
973.0;?;?;104.0;318.0;-739.0;-133
1019.0;?;?;165.0;194.0;-765.0;-31
995.0;?;?;110.0;139.0;-776.0;543
947.0;573.0;?;221.0;159.0;-862.0;376
1040.0;575.0;?;387.0;-78.0;-844.0;-60
1030.0;634.0;?;1314.0;1108.0;-812.0;51
1015.0;588.0;?;847.0;481.0;-818.0;60
1056.0;666.0;?;55.0;514.0;-768.0;-15
976.0;636.0;?;173.0;256.0;-797.0;-22
1005.0;693.0;?;416.0;504.0;-801.0;-27
1014.0;791.0;-15;379.0;485.0;-770.0;16
989.0;742.0;-36;172.0;638.0;-771.0;42
926.0;?;-35;554.0;302.0;-767.0;61
760.0;?;-32;674.0;216.0;-780.0;27
767.0;?;-33;428.0;454.0;-807.0;-12
997.0;?;-50;171.0;361.0;-825.0;-43
1009.0;?;-38;257.0;284.0;-814.0;-8
873.0;?;-11;408.0;236.0;-771.0;60
1027.0;?;-21;477.0;?;-786.0;41
812.0;?;2;458.0;?;-793.0;48
1002.0;?;49;321.0;?;-778.0;70
928.0;?;40;422.0;?;?;35
2131.0;693.0;-38;396.0;415.0;?;-1
779.0;630.0;-75;386.0;438.0;?;-4
858.0;613.0;-23;442.0;406.0;?;23
1102.0;630.0;-26;359.0;489.0;?;26
976.0;685.0;-54;361.0;467.0;?;?
814.0;646.0;-21;467.0;342.0;-828.0;?
1108.0;629.0;-1;451.0;403.0;-800.0;?
936.0;650.0;-16;178.0;456.0;-807.0;?
955.0;668.0;-29;-46.0;604.0;-791.0;?
943.0;677.0;-26;-7.0;542.0;-811.0;?
966.0;669.0;-7;138.0;534.0;-798.0;?
963.0;656.0;-4;57.0;742.0;-817.0;?
992.0;672.0;-21;147.0;660.0;-818.0;?
990.0;675.0;-23;843.0;144.0;-820.0;?
956.0;673.0;-14;651.0;16.0;-824.0;?
963.0;646.0;-11;59.0;232.0;-833.0;?
971.0;638.0;-8;-120.0;524.0;-812.0;?
976.0;670.0;-7;40.0;591.0;-818.0;?
973.0;678.0;-18;74.0;881.0;-820.0;?
926.0;674.0;-13;-345.0;1156.0;-820.0;8
971.0;703.0;9;-514.0;934.0;-820.0;14
983.0;695.0;6;-117.0;571.0;-818.0;10
?;687.0;0;53.0;447.0;-827.0;?
?;717.0;?;-254.0;493.0;-858.0;?
?;721.0;?;-336.0;502.0;-820.0;?
?;700.0;?;-316.0;572.0;-824.0;?
?;700.0;?;-283.0;594.0;-835.0;?
?;735.0;?;-229.0;596.0;-858.0;?
?;?;?;-151.0;591.0;-849.0;?
?;?;-14;?;665.0;-835.0;?
?;?;-2;?;716.0;-854.0;?
?;?;-1;?;615.0;-861.0;?
?;?;-6;-197.0;620.0;-845.0;0
?;?;-18;-221.0;581.0;-829.0;-3
?;?;-15;-164.0;554.0;-840.0;-1
?;?;-2;-121.0;553.0;-840.0;-1
?;?;-1;-84.0;525.0;-850.0;3
?;?;3;-56.0;564.0;-891.0;4
?;?;4;-100.0;633.0;-928.0;6
?;?;10;-37.0;639.0;-854.0;1
?;?;-1;52.0;675.0;-870.0;1
761.0;?;-9;-33.0;727.0;-864.0;-2
752.0;?;7;?;645.0;-871.0;-1
835.0;?;0;?;539.0;-849.0;12
861.0;?;-3;?;514.0;-861.0;-1
829.0;?;?;?;549.0;-867.0;4
874.0;723.0;?;?;568.0;-851.0;5
871.0;705.0;?;?;502.0;-829.0;-7
783.0;678.0;?;29.0;532.0;-829.0;6
806.0;689.0;?;22.0;556.0;-847.0;5
890.0;696.0;?;28.0;544.0;-850.0;2
830.0;695.0;?;70.0;544.0;-850.0;6
758.0;678.0;?;71.0;502.0;-860.0;-2
785.0;658.0;?;51.0;490.0;-858.0;-6
774.0;647.0;?;-12.0;527.0;-851.0;-2
821.0;658.0;?;34.0;523.0;-861.0;-2
892.0;681.0;5;48.0;507.0;-856.0;-2
914.0;702.0;8;51.0;495.0;-849.0;1
892.0;668.0;3;29.0;486.0;-872.0;-4
865.0;671.0;2;46.0;481.0;-870.0;-1
879.0;?;2;56.0;499.0;-857.0;9
859.0;?;1;63.0;495.0;?;3
?;?;-1;94.0;518.0;?;0
?;?;-4;84.0;503.0;?;-1
?;?;0;118.0;523.0;?;2
882.0;?;4;104.0;508.0;?;?
897.0;?;-2;99.0;505.0;-839.0;-2
887.0;?;1;100.0;466.0;-849.0;-1
896.0;?;2;111.0;456.0;-802.0;1
897.0;?;-6;?;463.0;-854.0;-1
923.0;?;-5;?;?;-832.0;4
904.0;?;-6;?;?;-836.0;2
906.0;?;-10;133.0;?;-833.0;-7
908.0;?;1;124.0;?;-816.0;-8
912.0;?;3;110.0;?;-825.0;-7
909.0;669.0;-4;130.0;?;-829.0;3
926.0;659.0;-6;125.0;?;-830.0;1
894.0;667.0;?;117.0;?;?;-8
896.0;693.0;?;93.0;?;?;-6
913.0;687.0;?;92.0;?;?;-10
915.0;662.0;?;72.0;?;?;-6
914.0;693.0;?;86.0;?;?;0
916.0;700.0;?;82.0;?;?;-1
906.0;693.0;2;70.0;?;?;7
924.0;?;-7;70.0;?;?;5
906.0;?;-2;91.0;?;?;?
906.0;?;5;74.0;498.0;?;2
907.0;?;-5;?;454.0;?;9
929.0;?;-4;?;397.0;?;-3
927.0;?;3;?;429.0;?;-4
916.0;?;3;?;392.0;?;3
941.0;?;9;?;379.0;?;-9
935.0;?;-2;?;?;?;0
938.0;?;-1;?;?;?;6
932.0;?;3;?;?;?;-1
920.0;?;-19;?;?;?;7
926.0;?;-11;?;?;?;0
?;654.0;4;?;?;-796.0;?
?;649.0;7;?;?;-800.0;?
?;?;7;?;?;-800.0;?
?;?;-2;?;?;-801.0;?
?;?;-1;?;?;-819.0;?
?;?;4;?;?;-779.0;?
?;?;-4;?;465.0;-792.0;?
?;?;?;?;447.0;-806.0;?
?;?;-7;?;440.0;-806.0;?
?;?;-1;?;455.0;-819.0;?
?;?;?;27.0;445.0;-807.0;?
?;585.0;?;32.0;499.0;-844.0;?
?;598.0;?;62.0;556.0;-847.0;?
896.0;602.0;?;84.0;533.0;-861.0;?
901.0;585.0;?;21.0;?;-841.0;?
913.0;593.0;?;-21.0;?;-874.0;-144
896.0;611.0;?;-4.0;?;-899.0;65
895.0;618.0;?;10.0;?;-930.0;184
