Accelerometer LUA^ accZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
?;-46.0;?;60.0;-925.0;?;608.0;-58.0;610.0
?;-54.0;?;62.0;-923.0;593.0;560.0;-49.0;584.0
706.0;-53.0;?;67.0;-933.0;592.0;557.0;-69.0;586.0
717.0;-49.0;356.0;86.0;-941.0;595.0;566.0;?;576.0
741.0;-50.0;355.0;78.0;-944.0;593.0;570.0;?;581.0
769.0;-52.0;353.0;?;-939.0;593.0;587.0;?;587.0
783.0;-59.0;349.0;?;-932.0;592.0;574.0;?;618.0
783.0;-73.0;330.0;?;-940.0;592.0;576.0;?;607.0
794.0;-85.0;345.0;?;-939.0;594.0;543.0;?;602.0
764.0;-83.0;?;?;-934.0;594.0;565.0;?;612.0
763.0;-64.0;343.0;?;-929.0;596.0;557.0;?;612.0
750.0;-47.0;353.0;?;-930.0;595.0;546.0;?;612.0
747.0;-35.0;377.0;?;-934.0;599.0;578.0;?;610.0
762.0;-22.0;376.0;?;-929.0;597.0;580.0;?;603.0
786.0;-12.0;407.0;?;-922.0;600.0;597.0;?;614.0
796.0;-10.0;418.0;23.0;?;600.0;582.0;-86.0;607.0
793.0;-14.0;420.0;12.0;?;601.0;558.0;-98.0;604.0
786.0;?;416.0;11.0;-900.0;602.0;566.0;-81.0;619.0
763.0;?;408.0;0.0;?;605.0;567.0;-69.0;616.0
773.0;?;409.0;-2.0;?;603.0;588.0;-89.0;611.0
794.0;?;394.0;-14.0;?;603.0;583.0;-109.0;611.0
787.0;?;405.0;-6.0;-918.0;602.0;559.0;-91.0;612.0
767.0;?;399.0;-12.0;-915.0;604.0;577.0;-87.0;604.0
793.0;?;398.0;-10.0;-918.0;603.0;566.0;-103.0;603.0
776.0;?;395.0;10.0;-923.0;603.0;580.0;-94.0;594.0
763.0;?;387.0;-19.0;-919.0;607.0;577.0;-99.0;603.0
763.0;-44.0;387.0;-40.0;-917.0;608.0;589.0;-82.0;611.0
799.0;-51.0;403.0;-51.0;-918.0;606.0;555.0;-99.0;?
816.0;-49.0;396.0;-44.0;-920.0;605.0;561.0;-79.0;?
771.0;-39.0;393.0;-40.0;-920.0;604.0;584.0;-79.0;?
770.0;-35.0;385.0;-37.0;-920.0;606.0;553.0;-85.0;?
771.0;-28.0;391.0;-43.0;-921.0;604.0;551.0;-83.0;?
791.0;-37.0;397.0;-42.0;-919.0;605.0;583.0;-69.0;?
763.0;-37.0;393.0;-41.0;?;606.0;588.0;-85.0;?
730.0;-36.0;388.0;-46.0;?;605.0;568.0;-98.0;599.0
719.0;-40.0;391.0;-46.0;?;605.0;578.0;-79.0;591.0
781.0;-36.0;393.0;-45.0;?;605.0;?;-89.0;598.0
815.0;-45.0;390.0;-47.0;?;606.0;?;-88.0;624.0
816.0;-44.0;392.0;-57.0;?;604.0;?;-87.0;633.0
756.0;-51.0;392.0;-59.0;?;604.0;?;-78.0;613.0
773.0;-51.0;391.0;-49.0;?;603.0;?;-96.0;612.0
753.0;-43.0;398.0;-53.0;?;606.0;?;-90.0;612.0
762.0;-46.0;390.0;-44.0;?;603.0;550.0;-79.0;622.0
782.0;-42.0;395.0;-47.0;?;605.0;569.0;-69.0;607.0
838.0;-39.0;403.0;-35.0;?;605.0;544.0;-65.0;594.0
785.0;-40.0;403.0;-27.0;?;607.0;562.0;-96.0;588.0
822.0;-37.0;374.0;-15.0;?;605.0;560.0;-91.0;589.0
?;-38.0;388.0;-24.0;?;606.0;563.0;-87.0;585.0
?;-40.0;401.0;-49.0;-919.0;607.0;576.0;-82.0;607.0
777.0;-53.0;422.0;-56.0;-915.0;605.0;569.0;-69.0;644.0
754.0;-49.0;398.0;-42.0;-921.0;608.0;538.0;-79.0;626.0
745.0;-42.0;378.0;-28.0;-919.0;606.0;537.0;-69.0;669.0
722.0;-39.0;392.0;-29.0;-921.0;608.0;559.0;-79.0;678.0
?;-37.0;404.0;-30.0;-913.0;610.0;575.0;-91.0;672.0
?;-41.0;403.0;-31.0;-913.0;608.0;?;-108.0;659.0
?;-48.0;400.0;-40.0;-915.0;609.0;?;-94.0;676.0
?;?;407.0;-36.0;-912.0;609.0;?;-71.0;?
?;-46.0;412.0;-24.0;-907.0;610.0;?;-57.0;?
725.0;-37.0;424.0;-20.0;-898.0;609.0;?;-38.0;?
851.0;-36.0;437.0;-16.0;-897.0;613.0;?;-34.0;?
1075.0;-37.0;445.0;-1.0;-893.0;612.0;?;-30.0;?
834.0;-22.0;434.0;13.0;-905.0;614.0;?;-22.0;?
?;-14.0;409.0;40.0;-910.0;611.0;?;-28.0;?
792.0;-10.0;401.0;99.0;-925.0;607.0;?;-8.0;?
779.0;-7.0;381.0;142.0;-927.0;604.0;?;-33.0;?
694.0;-19.0;375.0;155.0;-925.0;603.0;?;-49.0;?
707.0;-44.0;366.0;139.0;-933.0;602.0;?;-49.0;?
742.0;-75.0;367.0;62.0;-927.0;600.0;?;-59.0;?
756.0;-88.0;353.0;-5.0;-919.0;598.0;?;-69.0;?
756.0;-129.0;344.0;9.0;-932.0;598.0;566.0;-56.0;?
769.0;-128.0;340.0;-44.0;-944.0;600.0;555.0;-40.0;659.0
717.0;-102.0;364.0;69.0;-940.0;603.0;547.0;-48.0;650.0
747.0;-104.0;361.0;54.0;-923.0;602.0;563.0;-37.0;659.0
754.0;-148.0;359.0;-25.0;-925.0;602.0;563.0;-24.0;639.0
691.0;-120.0;374.0;24.0;-919.0;604.0;578.0;-47.0;642.0
708.0;-57.0;384.0;94.0;-924.0;604.0;573.0;-65.0;648.0
766.0;-41.0;383.0;118.0;-930.0;604.0;559.0;-40.0;638.0
776.0;-39.0;379.0;127.0;-928.0;604.0;563.0;-34.0;641.0
784.0;-47.0;377.0;113.0;-924.0;604.0;558.0;-31.0;635.0
783.0;-74.0;385.0;103.0;-922.0;605.0;582.0;-50.0;633.0
736.0;-77.0;380.0;97.0;-922.0;607.0;595.0;-40.0;644.0
716.0;-73.0;377.0;114.0;-925.0;606.0;582.0;-47.0;656.0
706.0;-76.0;?;124.0;-919.0;607.0;574.0;-50.0;653.0
695.0;-81.0;?;110.0;-923.0;604.0;597.0;-39.0;649.0
700.0;-73.0;?;129.0;-931.0;605.0;567.0;-39.0;643.0
724.0;-68.0;?;111.0;-925.0;606.0;566.0;-39.0;638.0
734.0;-74.0;?;109.0;-927.0;605.0;570.0;-52.0;641.0
727.0;-60.0;?;125.0;-927.0;606.0;583.0;-71.0;631.0
684.0;-65.0;?;115.0;-925.0;605.0;569.0;-63.0;631.0
?;-69.0;?;109.0;-928.0;606.0;591.0;-45.0;612.0
?;-55.0;?;118.0;-930.0;607.0;607.0;-36.0;624.0
?;-57.0;?;101.0;-927.0;?;604.0;-52.0;?
?;-67.0;?;115.0;-920.0;?;568.0;-71.0;?
?;-70.0;?;126.0;-915.0;?;586.0;-46.0;?
?;-56.0;?;138.0;-922.0;?;590.0;-66.0;?
?;-62.0;?;?;-922.0;?;602.0;-55.0;?
?;-67.0;?;?;-929.0;?;584.0;-48.0;?
?;-56.0;383.0;?;-924.0;?;606.0;-41.0;?
?;-63.0;384.0;?;-922.0;?;572.0;-47.0;?
?;-79.0;388.0;?;-920.0;?;566.0;-49.0;?
?;-71.0;390.0;?;-921.0;?;587.0;-49.0;634.0
?;-58.0;386.0;158.0;-921.0;?;608.0;-59.0;657.0
?;-52.0;382.0;162.0;-924.0;?;604.0;-58.0;652.0
?;-73.0;388.0;160.0;-919.0;?;573.0;-49.0;640.0
?;-66.0;389.0;165.0;-917.0;607.0;587.0;-49.0;650.0
?;-69.0;385.0;167.0;-923.0;607.0;617.0;-52.0;640.0
?;-63.0;390.0;167.0;-916.0;608.0;569.0;-59.0;649.0
?;-62.0;383.0;160.0;-919.0;605.0;585.0;-41.0;639.0
?;-67.0;387.0;165.0;-921.0;607.0;605.0;-44.0;652.0
?;-57.0;379.0;160.0;-922.0;606.0;598.0;-49.0;630.0
753.0;-68.0;385.0;159.0;-927.0;605.0;607.0;-50.0;642.0
731.0;-52.0;383.0;165.0;-920.0;604.0;576.0;?;640.0
761.0;-59.0;385.0;?;-922.0;604.0;587.0;?;642.0
743.0;-59.0;384.0;?;-920.0;604.0;576.0;?;661.0
742.0;-53.0;374.0;?;-929.0;602.0;?;?;635.0
715.0;-54.0;366.0;?;-932.0;604.0;?;?;657.0
725.0;-59.0;370.0;?;-930.0;602.0;?;?;644.0
729.0;-58.0;375.0;?;-928.0;602.0;?;?;639.0
726.0;-55.0;370.0;?;-933.0;603.0;?;?;640.0
753.0;-57.0;369.0;?;-930.0;603.0;576.0;?;650.0
742.0;-58.0;376.0;?;-926.0;602.0;579.0;?;640.0
753.0;-53.0;375.0;?;-924.0;602.0;588.0;-45.0;640.0
702.0;-50.0;377.0;?;-929.0;?;?;-55.0;642.0
712.0;-51.0;376.0;?;-930.0;604.0;?;-55.0;663.0
704.0;?;376.0;?;-930.0;604.0;?;-48.0;669.0
756.0;?;373.0;?;-925.0;605.0;596.0;-49.0;665.0
769.0;?;371.0;125.0;-929.0;604.0;?;-54.0;657.0
750.0;?;378.0;122.0;-924.0;604.0;?;-61.0;660.0
771.0;?;375.0;123.0;-927.0;604.0;?;-57.0;661.0
734.0;?;376.0;130.0;-923.0;603.0;?;-61.0;679.0
719.0;?;379.0;121.0;?;604.0;?;-42.0;658.0
732.0;?;377.0;125.0;?;?;?;-38.0;648.0
717.0;?;383.0;128.0;?;?;?;-39.0;650.0
738.0;?;378.0;104.0;?;?;?;-29.0;650.0
745.0;?;377.0;101.0;?;?;?;-40.0;649.0
709.0;?;377.0;108.0;?;?;?;-49.0;669.0
699.0;?;382.0;114.0;?;?;574.0;-49.0;658.0
743.0;-47.0;377.0;114.0;?;?;563.0;-47.0;661.0
712.0;-55.0;369.0;106.0;?;603.0;558.0;-37.0;653.0
711.0;-66.0;372.0;90.0;?;605.0;567.0;-40.0;644.0
704.0;-65.0;374.0;94.0;?;605.0;547.0;-41.0;658.0
708.0;-52.0;375.0;103.0;?;605.0;560.0;-54.0;649.0
710.0;-44.0;373.0;105.0;?;605.0;587.0;-34.0;645.0
729.0;-46.0;371.0;102.0;?;605.0;579.0;-41.0;644.0
712.0;-46.0;373.0;103.0;-928.0;604.0;583.0;?;644.0
721.0;-40.0;374.0;114.0;?;605.0;583.0;?;644.0
706.0;-46.0;376.0;105.0;?;604.0;558.0;?;651.0
?;-53.0;374.0;112.0;-924.0;604.0;557.0;?;650.0
?;-48.0;381.0;117.0;-918.0;?;556.0;?;649.0
716.0;-43.0;375.0;111.0;-926.0;?;587.0;?;658.0
751.0;-54.0;379.0;126.0;-925.0;?;577.0;?;641.0
709.0;-52.0;378.0;123.0;-928.0;?;597.0;?;631.0
710.0;-44.0;383.0;117.0;-922.0;?;570.0;?;622.0
723.0;-57.0;379.0;122.0;-928.0;?;559.0;?;633.0
721.0;-44.0;382.0;126.0;-922.0;?;?;-39.0;639.0
694.0;-48.0;379.0;124.0;-926.0;?;?;-38.0;641.0
709.0;-58.0;381.0;125.0;-922.0;606.0;605.0;-43.0;635.0
696.0;-51.0;383.0;132.0;-919.0;606.0;570.0;-55.0;636.0
725.0;-45.0;386.0;?;-921.0;607.0;578.0;-53.0;656.0
708.0;-48.0;384.0;?;-924.0;607.0;584.0;-24.0;656.0
708.0;-51.0;385.0;?;-926.0;607.0;567.0;-55.0;632.0
705.0;-54.0;380.0;?;-922.0;607.0;574.0;-37.0;627.0
707.0;-45.0;381.0;139.0;-927.0;606.0;585.0;-42.0;660.0
706.0;-48.0;381.0;141.0;-923.0;607.0;596.0;-60.0;636.0
702.0;-49.0;378.0;134.0;-925.0;606.0;597.0;-59.0;636.0
690.0;-43.0;379.0;144.0;-927.0;606.0;587.0;-49.0;650.0
745.0;-45.0;381.0;145.0;-924.0;606.0;587.0;-40.0;650.0
?;?;381.0;138.0;-925.0;604.0;575.0;-48.0;650.0
?;?;377.0;137.0;-925.0;605.0;584.0;-39.0;660.0
?;?;380.0;144.0;-927.0;605.0;601.0;-52.0;667.0
?;?;380.0;142.0;-924.0;606.0;579.0;-61.0;645.0
?;?;379.0;135.0;-925.0;604.0;615.0;-53.0;641.0
?;?;372.0;147.0;-932.0;605.0;596.0;-37.0;634.0
?;?;369.0;142.0;-930.0;604.0;585.0;-37.0;638.0
?;?;374.0;128.0;-932.0;603.0;592.0;-25.0;644.0
?;?;374.0;141.0;-928.0;602.0;597.0;?;624.0
?;?;369.0;138.0;-930.0;603.0;598.0;?;649.0
?;-43.0;370.0;136.0;-929.0;605.0;594.0;?;662.0
728.0;-41.0;372.0;136.0;-929.0;602.0;600.0;-46.0;655.0
714.0;-37.0;372.0;141.0;-932.0;604.0;585.0;-38.0;675.0
672.0;-45.0;369.0;125.0;-934.0;602.0;616.0;-39.0;670.0
717.0;-45.0;372.0;132.0;-924.0;603.0;588.0;-49.0;677.0
713.0;-38.0;365.0;136.0;-928.0;603.0;597.0;-49.0;678.0
721.0;-42.0;362.0;129.0;-929.0;604.0;596.0;-69.0;668.0
722.0;-47.0;371.0;135.0;-927.0;605.0;585.0;-57.0;660.0
733.0;-60.0;376.0;142.0;-933.0;603.0;580.0;-48.0;669.0
691.0;-60.0;375.0;137.0;-926.0;603.0;599.0;-51.0;670.0
702.0;-52.0;373.0;134.0;-923.0;603.0;594.0;-43.0;679.0
690.0;-55.0;375.0;126.0;-929.0;603.0;579.0;-46.0;679.0
693.0;-71.0;381.0;122.0;-923.0;?;591.0;-57.0;691.0
692.0;-64.0;380.0;132.0;-922.0;603.0;626.0;-47.0;680.0
705.0;-54.0;376.0;139.0;-926.0;602.0;605.0;-49.0;687.0
695.0;-51.0;377.0;117.0;-930.0;602.0;614.0;-50.0;700.0
695.0;-48.0;370.0;115.0;-936.0;600.0;574.0;-35.0;688.0
703.0;-45.0;365.0;114.0;-932.0;601.0;581.0;?;694.0
700.0;-54.0;371.0;117.0;-933.0;599.0;580.0;?;691.0
698.0;-53.0;363.0;116.0;-932.0;601.0;593.0;?;678.0
680.0;-37.0;366.0;113.0;-932.0;?;598.0;?;688.0
699.0;?;367.0;112.0;-930.0;?;577.0;?;678.0
710.0;?;373.0;115.0;-926.0;?;587.0;?;699.0
705.0;?;375.0;116.0;-925.0;?;588.0;-43.0;725.0
651.0;-64.0;376.0;116.0;-929.0;?;582.0;-56.0;695.0
680.0;-72.0;370.0;98.0;-927.0;?;556.0;-36.0;657.0
605.0;-69.0;371.0;100.0;-930.0;?;590.0;-24.0;673.0
682.0;-64.0;376.0;104.0;-928.0;?;602.0;-28.0;665.0
795.0;-69.0;374.0;92.0;-928.0;?;552.0;-29.0;675.0
756.0;-68.0;371.0;84.0;-927.0;?;523.0;-15.0;668.0
782.0;-61.0;377.0;76.0;-922.0;604.0;561.0;-63.0;655.0
763.0;-55.0;381.0;83.0;-928.0;608.0;582.0;-71.0;669.0
772.0;-63.0;383.0;78.0;-922.0;606.0;561.0;-87.0;697.0
751.0;-58.0;390.0;73.0;-921.0;604.0;562.0;-45.0;709.0
690.0;?;385.0;74.0;-924.0;607.0;576.0;-47.0;682.0
667.0;?;429.0;67.0;-928.0;608.0;577.0;-25.0;677.0
606.0;?;374.0;24.0;-940.0;602.0;568.0;-19.0;705.0
631.0;?;351.0;-37.0;-951.0;601.0;557.0;-20.0;716.0
651.0;?;346.0;4.0;-920.0;598.0;566.0;-29.0;697.0
669.0;?;360.0;11.0;-907.0;597.0;546.0;-30.0;706.0
692.0;?;366.0;14.0;-926.0;596.0;561.0;-54.0;708.0
670.0;?;372.0;-31.0;-928.0;595.0;561.0;-52.0;730.0
655.0;?;364.0;-56.0;-939.0;593.0;?;-27.0;732.0
723.0;?;360.0;-116.0;-938.0;593.0;?;-28.0;717.0
734.0;?;348.0;-80.0;-930.0;593.0;?;-16.0;705.0
700.0;-103.0;356.0;-47.0;-925.0;591.0;?;-4.0;730.0
?;-111.0;341.0;40.0;-919.0;587.0;?;-1.0;723.0
?;-120.0;357.0;56.0;-919.0;587.0;?;8.0;718.0
?;-114.0;356.0;54.0;-922.0;586.0;?;-2.0;734.0
?;-112.0;354.0;32.0;-925.0;587.0;550.0;-7.0;734.0
775.0;-108.0;343.0;33.0;-928.0;583.0;547.0;5.0;728.0
758.0;-111.0;346.0;30.0;-926.0;585.0;554.0;-20.0;707.0
796.0;-119.0;333.0;27.0;-938.0;583.0;525.0;-1.0;697.0
804.0;-126.0;317.0;24.0;-947.0;583.0;556.0;-10.0;698.0
782.0;-120.0;307.0;?;-940.0;580.0;547.0;0.0;724.0
794.0;-140.0;289.0;?;-951.0;580.0;579.0;-10.0;?
814.0;-155.0;286.0;?;-949.0;579.0;588.0;3.0;?
801.0;-155.0;297.0;?;-940.0;578.0;596.0;9.0;?
751.0;-162.0;309.0;?;-938.0;577.0;569.0;-3.0;?
765.0;-168.0;320.0;?;-938.0;577.0;555.0;-11.0;?
714.0;-170.0;302.0;?;-952.0;577.0;560.0;-10.0;?
732.0;-157.0;290.0;?;-948.0;577.0;568.0;-9.0;?
690.0;-147.0;279.0;-77.0;-951.0;578.0;566.0;-16.0;?
782.0;-156.0;?;-68.0;-954.0;577.0;567.0;-16.0;?
692.0;-145.0;?;-97.0;-946.0;578.0;567.0;-7.0;?
784.0;-148.0;?;-92.0;-953.0;578.0;555.0;-23.0;?
789.0;-146.0;?;-49.0;-938.0;577.0;540.0;-32.0;?
743.0;-140.0;?;?;-944.0;579.0;575.0;-20.0;?
714.0;-139.0;?;?;-948.0;578.0;559.0;-29.0;?
644.0;-132.0;?;?;-943.0;579.0;566.0;-11.0;?
945.0;-127.0;?;?;-937.0;?;567.0;-10.0;?
1194.0;-129.0;?;?;-936.0;?;575.0;-20.0;?
674.0;-125.0;?;?;-941.0;?;560.0;-20.0;?
606.0;-124.0;?;69.0;-934.0;?;?;-4.0;?
768.0;-113.0;?;122.0;-921.0;?;?;18.0;?
684.0;-113.0;?;126.0;-929.0;?;?;-44.0;609.0
699.0;-132.0;?;46.0;-930.0;?;?;-75.0;?
698.0;-106.0;338.0;-35.0;-947.0;?;572.0;-36.0;?
709.0;-112.0;337.0;-53.0;-952.0;?;584.0;-59.0;?
726.0;-119.0;323.0;-83.0;-956.0;595.0;581.0;-82.0;?
714.0;-126.0;312.0;33.0;-953.0;?;571.0;-40.0;?
719.0;-125.0;328.0;47.0;-946.0;?;570.0;-32.0;?
714.0;-14.0;402.0;489.0;?;?;575.0;-48.0;?
721.0;0.0;383.0;95.0;?;?;567.0;-49.0;?
695.0;-179.0;365.0;-27.0;?;?;585.0;-41.0;?
668.0;-77.0;401.0;126.0;?;?;560.0;-38.0;?
707.0;-15.0;423.0;152.0;?;?;576.0;-39.0;649.0
704.0;-41.0;423.0;170.0;?;?;?;-21.0;651.0
682.0;-46.0;420.0;185.0;?;?;?;-40.0;660.0
701.0;-45.0;418.0;189.0;?;?;?;-52.0;641.0
680.0;-53.0;403.0;168.0;?;?;?;-52.0;649.0
682.0;-51.0;392.0;156.0;?;611.0;?;-31.0;654.0
680.0;?;379.0;183.0;?;611.0;?;-52.0;655.0
668.0;?;378.0;187.0;-927.0;610.0;537.0;-53.0;647.0
704.0;?;376.0;181.0;-922.0;612.0;582.0;-54.0;649.0
?;?;370.0;173.0;-928.0;615.0;560.0;-58.0;662.0
690.0;?;380.0;188.0;-926.0;613.0;569.0;-68.0;663.0
690.0;?;385.0;180.0;-925.0;615.0;578.0;-45.0;679.0
675.0;?;384.0;183.0;-925.0;616.0;566.0;-28.0;660.0
694.0;?;390.0;187.0;-917.0;616.0;535.0;-52.0;668.0
674.0;?;402.0;183.0;-915.0;615.0;?;-54.0;678.0
680.0;?;401.0;186.0;-918.0;617.0;?;-38.0;668.0
681.0;?;399.0;179.0;-915.0;614.0;?;-59.0;657.0
701.0;?;396.0;181.0;-914.0;618.0;?;-39.0;651.0
692.0;-79.0;408.0;184.0;-912.0;618.0;?;-40.0;658.0
710.0;-76.0;405.0;184.0;-914.0;619.0;?;-38.0;646.0
683.0;-68.0;405.0;181.0;-912.0;616.0;?;-41.0;655.0
703.0;-72.0;398.0;181.0;-914.0;617.0;?;-35.0;657.0
705.0;-72.0;404.0;177.0;-912.0;616.0;?;-34.0;662.0
703.0;-69.0;400.0;178.0;-915.0;620.0;?;-52.0;640.0
703.0;-66.0;399.0;175.0;-914.0;618.0;?;-45.0;643.0
712.0;-69.0;396.0;175.0;?;619.0;?;-33.0;673.0
693.0;-72.0;399.0;174.0;?;619.0;?;-33.0;650.0
696.0;-65.0;396.0;176.0;?;618.0;527.0;-42.0;667.0
704.0;-68.0;394.0;177.0;?;621.0;563.0;-36.0;652.0
694.0;?;395.0;179.0;?;620.0;577.0;-48.0;650.0
?;-72.0;401.0;180.0;?;617.0;587.0;-48.0;650.0
?;-75.0;401.0;177.0;?;617.0;559.0;-58.0;650.0
?;-77.0;402.0;?;?;620.0;594.0;-41.0;649.0
?;?;402.0;?;?;620.0;567.0;-20.0;663.0
?;?;403.0;?;?;619.0;548.0;-41.0;646.0
?;?;398.0;?;?;619.0;?;-59.0;641.0
?;?;406.0;178.0;?;620.0;?;-47.0;671.0
684.0;?;403.0;171.0;?;618.0;?;-54.0;651.0
716.0;?;403.0;171.0;?;616.0;565.0;-51.0;644.0
677.0;?;402.0;177.0;?;617.0;555.0;-26.0;639.0
698.0;?;401.0;182.0;-914.0;617.0;572.0;-48.0;633.0
707.0;-69.0;400.0;180.0;-915.0;619.0;560.0;-45.0;636.0
706.0;-72.0;399.0;176.0;-915.0;618.0;587.0;-58.0;648.0
700.0;-72.0;401.0;176.0;-914.0;?;580.0;-49.0;?
675.0;-71.0;397.0;174.0;-915.0;?;573.0;-65.0;?
730.0;-71.0;400.0;178.0;-916.0;?;593.0;-56.0;?
703.0;-72.0;403.0;183.0;-912.0;?;582.0;-48.0;?
?;-73.0;403.0;180.0;-917.0;?;575.0;-41.0;?
?;-77.0;397.0;180.0;-918.0;?;578.0;-38.0;?
?;-71.0;403.0;181.0;-918.0;?;586.0;-39.0;?
?;-77.0;385.0;184.0;-923.0;?;606.0;-39.0;627.0
?;-72.0;397.0;189.0;-910.0;?;588.0;-40.0;620.0
?;-72.0;403.0;177.0;-917.0;?;581.0;-50.0;626.0
?;-77.0;399.0;177.0;-918.0;?;575.0;-48.0;631.0
?;-76.0;400.0;181.0;-915.0;?;587.0;-51.0;631.0
?;-79.0;396.0;184.0;-915.0;?;545.0;-42.0;625.0
?;-72.0;?;184.0;-918.0;?;593.0;-31.0;621.0
?;-71.0;?;181.0;?;?;592.0;-64.0;622.0
?;-64.0;?;179.0;?;617.0;575.0;-58.0;621.0
?;-79.0;?;180.0;?;617.0;575.0;-44.0;629.0
?;-71.0;?;182.0;?;617.0;592.0;-29.0;632.0
721.0;-94.0;?;190.0;?;616.0;576.0;-44.0;612.0
677.0;-73.0;?;187.0;?;617.0;?;-50.0;623.0
672.0;-68.0;?;173.0;?;613.0;?;-50.0;633.0
702.0;-61.0;?;177.0;?;613.0;?;-39.0;639.0
692.0;-65.0;?;180.0;?;616.0;?;-49.0;642.0
682.0;-72.0;?;183.0;?;616.0;577.0;-39.0;632.0
693.0;-74.0;394.0;188.0;?;612.0;578.0;-59.0;642.0
701.0;-82.0;394.0;186.0;?;611.0;588.0;-48.0;634.0
691.0;-83.0;395.0;186.0;?;611.0;586.0;-47.0;?
692.0;-79.0;391.0;182.0;?;613.0;588.0;-41.0;?
692.0;-77.0;392.0;187.0;?;614.0;585.0;-64.0;?
688.0;-79.0;389.0;190.0;?;613.0;592.0;-53.0;?
682.0;-76.0;395.0;187.0;?;615.0;590.0;-46.0;?
701.0;-74.0;396.0;181.0;?;613.0;569.0;-35.0;?
694.0;-73.0;395.0;183.0;?;613.0;566.0;-48.0;?
699.0;-71.0;393.0;182.0;?;614.0;571.0;-36.0;?
695.0;-74.0;389.0;181.0;?;615.0;586.0;-32.0;?
691.0;-77.0;383.0;186.0;-921.0;617.0;573.0;-56.0;?
684.0;-73.0;388.0;186.0;-918.0;615.0;556.0;-53.0;?
681.0;-76.0;398.0;178.0;-913.0;616.0;575.0;-39.0;?
691.0;-76.0;395.0;181.0;-919.0;614.0;568.0;-40.0;?
692.0;-67.0;393.0;180.0;-917.0;615.0;557.0;-29.0;659.0
683.0;-80.0;401.0;184.0;-915.0;618.0;568.0;-59.0;641.0
703.0;-74.0;396.0;187.0;-914.0;618.0;?;-48.0;646.0
?;-70.0;395.0;182.0;-917.0;614.0;?;-49.0;647.0
?;-72.0;397.0;180.0;-912.0;616.0;?;-35.0;663.0
?;-71.0;398.0;183.0;-917.0;617.0;?;-45.0;661.0
?;-70.0;399.0;181.0;-917.0;617.0;?;?;661.0
?;-71.0;402.0;176.0;-913.0;617.0;?;?;635.0
693.0;-73.0;401.0;177.0;-912.0;617.0;?;?;646.0
711.0;-76.0;398.0;181.0;-919.0;616.0;?;?;651.0
695.0;-73.0;392.0;184.0;-917.0;617.0;571.0;?;650.0
714.0;-72.0;402.0;182.0;-911.0;616.0;561.0;?;639.0
?;-75.0;398.0;179.0;-918.0;616.0;586.0;?;632.0
?;-77.0;399.0;183.0;-914.0;618.0;556.0;?;641.0
?;-77.0;398.0;176.0;-916.0;617.0;552.0;?;653.0
?;-71.0;401.0;174.0;-913.0;619.0;577.0;?;658.0
?;-64.0;403.0;172.0;-913.0;620.0;577.0;?;660.0
?;-63.0;402.0;175.0;-913.0;618.0;576.0;?;652.0
?;-65.0;403.0;179.0;-915.0;617.0;579.0;?;656.0
?;-67.0;400.0;177.0;-912.0;620.0;581.0;?;647.0
?;-74.0;396.0;177.0;-920.0;620.0;559.0;?;645.0
?;-66.0;403.0;177.0;-909.0;619.0;579.0;?;639.0
?;-74.0;406.0;179.0;-912.0;620.0;581.0;-34.0;626.0
?;-73.0;402.0;177.0;-918.0;619.0;597.0;-59.0;640.0
?;-70.0;?;175.0;-911.0;619.0;583.0;-69.0;631.0
?;-79.0;?;177.0;-910.0;620.0;589.0;-41.0;639.0
?;-79.0;?;183.0;-910.0;618.0;580.0;-30.0;622.0
691.0;-77.0;?;175.0;-912.0;621.0;565.0;-55.0;624.0
700.0;-76.0;?;178.0;-915.0;619.0;557.0;-53.0;660.0
701.0;-64.0;?;174.0;-917.0;619.0;594.0;-46.0;649.0
679.0;-66.0;?;172.0;-920.0;617.0;579.0;-59.0;696.0
640.0;-67.0;?;179.0;-911.0;618.0;586.0;-50.0;700.0
775.0;-65.0;?;174.0;-916.0;618.0;559.0;-49.0;652.0
792.0;-71.0;?;169.0;-914.0;619.0;568.0;-29.0;652.0
785.0;-71.0;?;173.0;-912.0;619.0;596.0;-30.0;618.0
782.0;-71.0;?;179.0;-913.0;619.0;577.0;-41.0;630.0
768.0;-74.0;?;174.0;-909.0;621.0;590.0;-48.0;628.0
728.0;-77.0;407.0;171.0;-910.0;621.0;599.0;-36.0;639.0
677.0;-81.0;411.0;168.0;-913.0;618.0;607.0;-45.0;632.0
730.0;-65.0;414.0;160.0;-901.0;619.0;584.0;?;638.0
746.0;-63.0;418.0;157.0;-894.0;621.0;559.0;?;632.0
682.0;-78.0;415.0;157.0;-900.0;621.0;560.0;?;631.0
683.0;-90.0;405.0;178.0;-918.0;620.0;581.0;?;631.0
770.0;-78.0;403.0;147.0;-914.0;620.0;606.0;?;639.0
729.0;-68.0;380.0;138.0;-933.0;620.0;574.0;?;630.0
773.0;-58.0;379.0;108.0;-939.0;619.0;603.0;-32.0;630.0
759.0;-59.0;392.0;85.0;-927.0;619.0;589.0;-28.0;636.0
752.0;-60.0;394.0;87.0;-918.0;617.0;597.0;-37.0;649.0
