NMHC(GT);CO(GT);NO2(GT);NOx(GT);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);PT08.S3(NOx)
?;?;?;-200.0;46.5;4.0;22.9;1.2861;882.0;711.0;1310.0;741.0;?
-200.0;?;64.0;169.0;47.0;?;23.1;1.3122;1016.0;888.0;?;1040.0;776.0
-200.0;2.5;72.0;231.0;46.2;?;?;1.3376;1228.0;1113.0;1719.0;?;628.0
?;3.4;?;232.0;41.9;22.0;?;1.3688;1311.0;1350.0;1957.0;1486.0;529.0
-200.0;2.1;64.0;?;38.3;10.2;27.3;1.3669;1081.0;983.0;1546.0;1079.0;703.0
-200.0;2.2;74.0;170.0;29.1;?;31.0;1.2885;1104.0;993.0;1539.0;1081.0;705.0
-200.0;1.7;89.0;?;?;8.0;31.6;1.1638;991.0;898.0;1412.0;806.0;787.0
?;2.1;-200.0;-200.0;21.2;?;?;1.0173;1008.0;980.0;1465.0;825.0;755.0
-200.0;2.2;-200.0;-200.0;20.5;10.7;31.7;0.9428;986.0;1005.0;1439.0;907.0;?
?;1.4;-200.0;-200.0;21.5;7.9;31.5;0.9768;948.0;893.0;1374.0;768.0;?
-200.0;1.4;-200.0;-200.0;20.8;7.1;31.6;0.9562;?;862.0;1293.0;697.0;851.0
?;1.6;-200.0;-200.0;19.4;9.0;32.4;0.9279;958.0;940.0;1380.0;?;?
-200.0;?;-200.0;-200.0;20.3;?;?;0.9336;1037.0;1021.0;?;786.0;747.0
-200.0;3.3;-200.0;-200.0;21.0;16.0;31.1;0.9337;1120.0;1181.0;?;1028.0;?
-200.0;4.1;-200.0;-200.0;25.4;19.9;28.9;0.9933;1205.0;1294.0;1744.0;1317.0;579.0
-200.0;3.3;-200.0;-200.0;30.8;15.3;27.4;1.1112;1172.0;1159.0;1653.0;1290.0;597.0
-200.0;2.2;?;?;34.1;11.1;26.3;1.1453;1088.0;1019.0;1554.0;1165.0;668.0
-200.0;-200.0;?;-200.0;35.2;10.0;25.4;1.1288;1055.0;?;?;1086.0;694.0
-200.0;?;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;?;?;-200.0;-200.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;?;?;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;?;?;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;?;-200.0;?;-200.0;-200.0;?;?;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;?;-200.0;33.0;34.5;22.7;0.8987;?;1654.0;?;1611.0;848.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0
?;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;?;?;-200.0;?;-200.0;-200.0;?;-200.0;-200.0;?;-200.0;?
-200.0;-200.0;-200.0;-200.0;?;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
?;?;-200.0;?;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;3.4;-200.0;-200.0;-200.0;-200.0;?;?;-200.0;-200.0;-200.0;-200.0;?
?;4.0;188.0;477.0;19.8;18.9;?;0.9484;1325.0;1266.0;1441.0;1543.0;926.0
-200.0;4.7;176.0;502.0;22.3;24.1;29.9;0.9235;1383.0;1406.0;1582.0;1678.0;824.0
-200.0;3.8;163.0;420.0;24.8;18.1;28.2;0.936;?;1241.0;1463.0;1431.0;873.0
-200.0;?;155.0;?;28.9;15.8;?;1.0019;1221.0;?;1481.0;1413.0;874.0
-200.0;?;146.0;307.0;32.3;14.6;25.1;1.0131;1226.0;1138.0;?;1419.0;862.0
-200.0;2.0;131.0;?;30.5;10.6;25.4;0.9722;1100.0;?;1361.0;1145.0;984.0
-200.0;1.4;119.0;?;28.3;?;24.9;0.8775;999.0;879.0;1261.0;960.0;1114.0
-200.0;1.2;98.0;?;30.5;7.4;?;0.8558;980.0;?;1258.0;949.0;1088.0
?;0.6;89.0;105.0;33.6;?;22.3;0.8959;859.0;698.0;1157.0;819.0;1254.0
-200.0;0.3;?;-200.0;?;2.3;23.0;0.9184;814.0;606.0;1131.0;745.0;?
-200.0;0.2;68.0;74.0;35.7;2.3;21.4;0.8982;?;605.0;1132.0;725.0;1366.0
-200.0;0.4;65.0;?;33.4;2.7;21.7;0.8545;813.0;?;1108.0;?;1327.0
-200.0;0.6;81.0;143.0;35.5;4.9;20.3;0.8342;889.0;760.0;1213.0;806.0;1224.0
-200.0;?;136.0;553.0;37.5;18.2;?;0.8501;?;?;1574.0;1416.0;?
-200.0;3.2;130.0;542.0;35.6;21.4;21.0;?;?;1335.0;?;1521.0;724.0
-200.0;3.5;157.0;590.0;28.9;21.3;25.0;0.9025;1355.0;1333.0;1691.0;1605.0;?
-200.0;3.1;171.0;?;21.9;19.9;31.0;0.9708;1277.0;1292.0;1626.0;1481.0;800.0
-200.0;?;143.0;387.0;18.5;14.8;34.9;1.0189;1156.0;1142.0;1490.0;?;907.0
-200.0;1.7;116.0;252.0;15.0;12.6;37.1;0.9297;1054.0;1071.0;1380.0;940.0;1006.0
-200.0;2.0;129.0;310.0;17.3;13.0;35.0;0.9542;1096.0;1083.0;?;986.0;971.0
?;2.5;?;396.0;17.5;16.2;35.1;?;1160.0;?;?;1162.0;873.0
-200.0;2.4;152.0;329.0;16.6;15.0;35.4;0.9385;1148.0;1149.0;1473.0;1047.0;924.0
-200.0;2.9;175.0;393.0;13.8;16.2;38.4;?;1166.0;?;1500.0;1180.0;878.0
-200.0;4.2;212.0;522.0;14.5;22.7;?;0.9277;?;?;1689.0;1399.0;794.0
-200.0;?;?;631.0;16.6;?;35.2;0.9242;1425.0;1605.0;1920.0;?;660.0
-200.0;4.3;?;?;25.5;22.3;31.2;1.1379;1329.0;1360.0;?;1894.0;704.0
-200.0;3.6;165.0;407.0;30.7;16.6;29.3;1.229;?;1197.0;1688.0;1606.0;?
-200.0;2.0;136.0;255.0;30.1;11.0;28.3;1.1392;1123.0;1015.0;1470.0;1297.0;845.0
-200.0;1.5;?;?;?;11.3;27.4;?;1089.0;1024.0;1452.0;?;831.0
-200.0;1.5;114.0;186.0;?;?;26.2;1.1929;1081.0;950.0;1434.0;1138.0;876.0
-200.0;1.2;96.0;147.0;38.1;7.3;25.2;1.2049;1031.0;871.0;1393.0;?;950.0
-200.0;?;75.0;101.0;39.1;5.5;24.4;1.1784;969.0;787.0;1350.0;799.0;1035.0
-200.0;0.5;58.0;69.0;39.1;3.5;23.7;1.1289;881.0;680.0;1251.0;?;?
-200.0;0.5;-200.0;-200.0;38.5;2.8;24.2;1.1491;869.0;638.0;?;586.0;1219.0
-200.0;?;41.0;49.0;38.5;?;24.5;1.1688;866.0;644.0;1218.0;?;1162.0
?;0.5;55.0;91.0;43.5;3.6;?;1.1624;?;689.0;1250.0;?;1134.0
-200.0;0.7;73.0;?;?;?;22.3;1.1631;933.0;?;1306.0;?;?
-200.0;2.4;108.0;430.0;?;15.5;21.4;?;1209.0;?;1606.0;1300.0;762.0
-200.0;4.1;147.0;?;41.3;28.3;22.9;1.1383;1417.0;?;1975.0;1676.0;587.0
-200.0;?;150.0;519.0;30.3;17.8;26.6;1.0378;1227.0;1233.0;1594.0;1384.0;739.0
-200.0;2.0;131.0;353.0;23.0;12.8;30.3;0.977;1093.0;1076.0;1457.0;?;871.0
-200.0;?;144.0;429.0;?;?;32.8;0.9234;?;?;1523.0;1189.0;?
-200.0;?;151.0;345.0;?;15.4;34.3;0.9416;1112.0;?;1499.0;1088.0;866.0
-200.0;?;165.0;417.0;?;15.6;33.3;0.9536;1147.0;1168.0;?;1118.0;858.0
-200.0;?;135.0;276.0;20.1;12.6;33.0;0.9959;1086.0;1070.0;1423.0;924.0;907.0
-200.0;2.1;143.0;280.0;?;12.2;33.6;?;?;?;1406.0;?;908.0
-200.0;2.5;153.0;365.0;18.4;13.4;34.9;1.0106;1110.0;?;1450.0;1009.0;882.0
-200.0;2.7;149.0;?;20.3;14.3;33.4;1.027;1146.0;1125.0;?;1016.0;846.0
-200.0;?;164.0;393.0;22.7;?;31.6;?;?;?;1599.0;1188.0;?
-200.0;3.2;180.0;385.0;?;17.4;29.2;?;1218.0;1221.0;1599.0;1290.0;755.0
-200.0;2.6;159.0;?;30.1;12.9;27.7;1.0991;1136.0;1082.0;1478.0;1130.0;824.0
-200.0;1.4;119.0;194.0;31.0;?;?;1.0991;1017.0;908.0;1354.0;880.0;932.0
-200.0;1.6;127.0;205.0;33.4;9.2;26.0;1.1071;1063.0;946.0;1391.0;996.0;886.0
-200.0;1.7;?;?;35.7;9.3;25.1;1.1222;1083.0;951.0;1393.0;1054.0;880.0
?;1.6;101.0;176.0;38.5;?;24.3;?;?;?;1429.0;1081.0;829.0
?;-200.0;-200.0;?;40.7;6.2;23.4;1.1551;?;823.0;1343.0;828.0;952.0
?;-200.0;-200.0;-200.0;41.2;?;23.2;1.1561;?;720.0;1259.0;?;?
-200.0;?;-200.0;-200.0;40.5;?;?;1.1667;859.0;656.0;?;582.0;1126.0
-200.0;-200.0;?;-200.0;40.9;?;23.5;1.1677;849.0;?;1190.0;544.0;1189.0
-200.0;-200.0;-200.0;-200.0;48.4;3.1;20.5;1.1557;886.0;658.0;?;647.0;1101.0
-200.0;-200.0;-200.0;-200.0;48.4;4.0;20.7;1.1663;932.0;708.0;1285.0;720.0;?
-200.0;-200.0;?;-200.0;?;10.8;19.9;1.1694;?;1006.0;1535.0;?;757.0
-200.0;-200.0;-200.0;-200.0;47.2;?;21.3;1.1825;1222.0;1083.0;1624.0;1273.0;729.0
-200.0;-200.0;-200.0;-200.0;40.8;10.3;24.0;1.1993;1202.0;?;?;?;775.0
-200.0;?;?;?;30.3;16.3;28.7;1.1769;?;1190.0;1702.0;1479.0;?
-200.0;-200.0;-200.0;-200.0;24.7;12.7;31.9;1.1477;1219.0;1074.0;1532.0;1191.0;805.0
-200.0;-200.0;?;-200.0;21.9;9.7;33.8;1.1331;1121.0;965.0;1386.0;932.0;899.0
-200.0;-200.0;-200.0;-200.0;22.7;9.1;32.7;1.1044;?;?;1366.0;826.0;893.0
-200.0;-200.0;-200.0;-200.0;21.3;?;33.0;1.0512;1019.0;?;1270.0;631.0;989.0
-200.0;?;-200.0;?;21.2;7.0;33.9;1.0989;1045.0;?;1308.0;598.0;994.0
-200.0;-200.0;?;-200.0;20.3;9.5;?;1.1845;1147.0;?;1387.0;?;872.0
?;-200.0;-200.0;?;?;9.8;34.2;1.197;1145.0;971.0;1418.0;759.0;883.0
-200.0;-200.0;-200.0;-200.0;27.3;?;32.0;1.2752;1202.0;1040.0;1506.0;?;?
-200.0;?;-200.0;-200.0;32.6;13.9;29.3;1.3105;1283.0;1112.0;1583.0;1071.0;719.0
-200.0;?;-200.0;-200.0;?;8.7;27.2;1.347;1148.0;929.0;?;826.0;815.0
-200.0;?;-200.0;-200.0;41.1;10.9;26.1;1.3705;1229.0;1012.0;?;1103.0;743.0
-200.0;-200.0;-200.0;-200.0;44.6;12.3;?;1.4161;?;1060.0;?;1221.0;716.0
-200.0;-200.0;-200.0;-200.0;47.2;12.4;24.6;1.4424;1285.0;1062.0;1583.0;1449.0;715.0
-200.0;-200.0;-200.0;?;48.8;12.1;24.1;1.4412;?;?;1602.0;1364.0;701.0
-200.0;-200.0;-200.0;-200.0;50.4;8.0;23.6;1.447;1120.0;900.0;1462.0;1111.0;?
-200.0;-200.0;-200.0;-200.0;55.8;8.4;22.0;1.4585;?;917.0;1495.0;?;797.0
?;-200.0;-200.0;-200.0;53.6;4.9;22.4;?;961.0;759.0;1375.0;799.0;943.0
-200.0;?;-200.0;-200.0;55.8;4.2;21.6;1.4228;?;719.0;1372.0;771.0;982.0
-200.0;-200.0;-200.0;-200.0;55.2;2.3;?;1.4184;?;?;1299.0;646.0;1105.0
-200.0;-200.0;?;-200.0;55.4;?;21.7;1.4192;?;619.0;?;705.0;?
-200.0;?;?;-200.0;?;4.9;?;1.435;?;757.0;1423.0;908.0;?
-200.0;-200.0;-200.0;-200.0;?;6.6;22.1;1.4495;1093.0;837.0;?;1047.0;?
?;-200.0;-200.0;-200.0;48.2;6.5;?;1.4883;1097.0;?;1470.0;1015.0;853.0
?;-200.0;?;?;?;6.4;27.9;1.6017;1126.0;?;1528.0;938.0;853.0
-200.0;-200.0;?;-200.0;38.5;5.6;30.1;?;1139.0;?;1456.0;?;908.0
-200.0;-200.0;-200.0;-200.0;48.6;6.4;?;?;1178.0;832.0;?;844.0;858.0
-200.0;-200.0;-200.0;?;70.4;7.6;24.8;?;1243.0;883.0;1660.0;1036.0;?
-200.0;-200.0;-200.0;-200.0;?;3.5;27.8;1.8209;1017.0;?;1421.0;729.0;996.0
?;-200.0;-200.0;-200.0;59.9;3.3;25.4;1.9168;?;672.0;?;556.0;?
?;-200.0;-200.0;?;66.8;6.6;26.1;?;1254.0;840.0;?;?;787.0
-200.0;?;-200.0;-200.0;53.2;?;28.0;?;1287.0;911.0;?;942.0;796.0
-200.0;-200.0;-200.0;?;51.4;8.0;27.4;1.8404;1215.0;900.0;?;902.0;823.0
-200.0;-200.0;-200.0;-200.0;55.8;12.6;?;1.8149;1363.0;1071.0;1763.0;1178.0;?
-200.0;-200.0;-200.0;-200.0;60.3;17.5;24.6;1.8363;1436.0;1224.0;1886.0;1426.0;609.0
-200.0;-200.0;-200.0;-200.0;61.6;?;24.2;1.8381;1365.0;1143.0;1796.0;1394.0;655.0
-200.0;-200.0;-200.0;-200.0;?;23.3;23.8;1.8495;1506.0;?;2260.0;1935.0;555.0
-200.0;-200.0;?;-200.0;64.8;?;23.0;?;1227.0;?;1772.0;1360.0;705.0
-200.0;-200.0;?;-200.0;63.3;?;23.0;?;1038.0;866.0;?;1061.0;833.0
-200.0;-200.0;-200.0;-200.0;63.3;4.6;22.8;1.7355;?;744.0;?;870.0;970.0
-200.0;-200.0;-200.0;-200.0;68.6;?;21.0;1.6873;900.0;699.0;?;799.0;?
-200.0;-200.0;-200.0;-200.0;70.7;3.7;20.4;1.6734;870.0;692.0;?;779.0;1070.0
?;-200.0;-200.0;-200.0;?;4.0;19.4;1.6417;875.0;713.0;1436.0;809.0;1027.0
?;-200.0;-200.0;-200.0;72.0;?;19.5;1.6118;940.0;789.0;1473.0;914.0;917.0
-200.0;-200.0;?;-200.0;70.3;8.3;19.7;1.5925;1053.0;?;?;?;824.0
-200.0;-200.0;-200.0;-200.0;66.7;28.2;20.4;1.577;1509.0;1508.0;2257.0;1572.0;533.0
-200.0;-200.0;-200.0;-200.0;61.8;32.1;21.8;1.5966;1559.0;?;2374.0;1704.0;498.0
-200.0;-200.0;-200.0;-200.0;?;17.7;23.0;?;?;1231.0;1889.0;1455.0;626.0
-200.0;3.1;138.0;?;?;18.4;25.4;1.6963;?;1251.0;?;1588.0;609.0
-200.0;?;138.0;395.0;?;16.3;30.0;?;?;1190.0;1825.0;1482.0;655.0
?;3.0;138.0;?;34.8;?;32.6;1.6872;1346.0;1246.0;1907.0;1458.0;639.0
-200.0;3.0;137.0;397.0;34.2;17.9;?;1.6145;1307.0;?;1869.0;1356.0;649.0
?;2.2;120.0;274.0;33.5;12.6;32.1;1.569;1157.0;1069.0;1653.0;?;737.0
-200.0;?;?;?;?;11.3;32.6;?;1154.0;1026.0;1623.0;1212.0;?
-200.0;2.3;128.0;275.0;25.2;14.9;35.2;1.4111;1172.0;1145.0;1676.0;?;735.0
-200.0;?;145.0;360.0;?;18.5;34.3;1.3154;1241.0;1254.0;1735.0;1149.0;693.0
-200.0;-200.0;-200.0;-200.0;29.9;?;?;1.3638;?;1433.0;1982.0;1370.0;605.0
-200.0;6.2;168.0;?;36.6;35.9;?;1.4452;1570.0;1684.0;2289.0;?;494.0
-200.0;4.7;177.0;728.0;42.2;26.7;27.1;1.4949;1418.0;1471.0;2064.0;?;?
?;?;?;891.0;46.4;19.9;26.1;1.5445;1317.0;1295.0;?;1592.0;593.0
-200.0;2.1;112.0;?;?;14.6;25.1;?;1204.0;1136.0;1782.0;1491.0;648.0
-200.0;?;39.0;98.0;46.4;6.9;?;1.5375;1014.0;853.0;1499.0;?;843.0
-200.0;?;68.0;144.0;49.2;5.6;?;?;956.0;794.0;1456.0;1007.0;896.0
-200.0;0.7;51.0;110.0;?;3.9;24.8;1.5092;891.0;708.0;1382.0;823.0;1005.0
-200.0;-200.0;-200.0;-200.0;?;3.2;?;1.5035;856.0;?;1375.0;?;1061.0
-200.0;-200.0;?;?;62.1;3.9;20.8;1.5044;863.0;703.0;1403.0;791.0;?
-200.0;-200.0;-200.0;-200.0;65.5;?;19.9;?;911.0;?;1428.0;924.0;?
-200.0;-200.0;-200.0;-200.0;62.9;5.0;20.6;1.5088;936.0;765.0;1462.0;941.0;916.0
-200.0;-200.0;-200.0;?;59.4;?;21.3;1.4918;1087.0;964.0;?;1103.0;774.0
?;-200.0;?;-200.0;58.3;27.8;22.0;1.5199;?;1498.0;?;1657.0;?
?;-200.0;?;?;55.4;?;23.2;1.5559;1513.0;?;2382.0;1743.0;469.0
-200.0;-200.0;-200.0;-200.0;50.2;20.9;26.5;1.713;1409.0;?;2004.0;1601.0;562.0
?;-200.0;-200.0;-200.0;45.5;?;29.0;1.7976;1219.0;1042.0;1750.0;1253.0;?
-200.0;-200.0;?;?;?;15.8;30.1;1.7602;?;1172.0;?;?;?
-200.0;-200.0;-200.0;-200.0;35.9;15.8;32.3;1.7067;1228.0;1174.0;1788.0;1192.0;668.0
-200.0;-200.0;-200.0;-200.0;?;14.0;?;1.69;1140.0;1117.0;1690.0;1046.0;711.0
-200.0;-200.0;-200.0;-200.0;33.6;8.2;34.0;1.7591;?;906.0;1516.0;803.0;832.0
-200.0;-200.0;?;?;?;13.7;29.9;?;1282.0;?;1791.0;?;682.0
-200.0;?;-200.0;-200.0;53.7;19.5;27.7;1.967;1378.0;1282.0;2010.0;1347.0;?
-200.0;-200.0;?;-200.0;52.7;26.7;28.0;1.9604;1506.0;1471.0;2200.0;1530.0;518.0
-200.0;?;-200.0;-200.0;48.2;18.7;?;?;1310.0;1259.0;1926.0;1240.0;620.0
-200.0;-200.0;-200.0;-200.0;61.6;13.9;?;1.9067;1204.0;1114.0;1807.0;?;686.0
?;?;-200.0;-200.0;77.2;?;20.3;?;1071.0;842.0;1575.0;740.0;873.0
?;-200.0;-200.0;-200.0;?;4.2;19.7;?;967.0;719.0;1490.0;670.0;980.0
-200.0;-200.0;?;-200.0;?;3.6;20.6;1.8885;947.0;689.0;1454.0;640.0;1009.0
-200.0;?;-200.0;-200.0;87.2;4.4;19.2;1.9195;1011.0;734.0;1497.0;918.0;?
-200.0;-200.0;-200.0;?;81.5;?;20.5;?;971.0;722.0;1472.0;?;949.0
?;-200.0;-200.0;-200.0;74.0;2.6;21.4;1.8683;886.0;627.0;1405.0;694.0;1082.0
-200.0;-200.0;-200.0;-200.0;78.2;3.1;20.5;1.8678;908.0;657.0;1460.0;796.0;1013.0
?;-200.0;-200.0;-200.0;77.8;3.0;20.7;1.8764;901.0;652.0;1468.0;804.0;1013.0
?;-200.0;-200.0;-200.0;78.0;3.4;20.5;1.8636;915.0;674.0;1481.0;?;970.0
-200.0;-200.0;-200.0;-200.0;?;4.0;20.6;1.8272;940.0;712.0;1499.0;848.0;961.0
-200.0;?;-200.0;-200.0;77.4;7.8;20.1;?;1048.0;891.0;?;992.0;791.0
?;?;-200.0;-200.0;73.3;?;?;1.787;1298.0;1181.0;1962.0;?;644.0
?;-200.0;-200.0;-200.0;72.3;27.6;?;?;?;1493.0;2345.0;?;492.0
-200.0;-200.0;?;-200.0;?;17.8;22.5;?;1327.0;1233.0;1968.0;?;582.0
-200.0;-200.0;-200.0;-200.0;64.5;18.5;23.7;?;?;?;1989.0;1497.0;573.0
-200.0;-200.0;-200.0;-200.0;68.4;21.6;?;1.9243;1393.0;1340.0;2080.0;?;529.0
-200.0;-200.0;-200.0;-200.0;69.2;21.0;23.5;?;1361.0;?;2044.0;1549.0;540.0
-200.0;-200.0;-200.0;-200.0;65.5;17.2;24.1;1.9371;1289.0;?;?;1374.0;599.0
-200.0;?;-200.0;-200.0;?;16.1;24.2;1.9501;?;1184.0;?;1270.0;?
?;-200.0;-200.0;-200.0;?;18.6;24.6;1.9459;1339.0;1257.0;2031.0;1360.0;579.0
-200.0;-200.0;-200.0;?;56.5;17.2;26.3;1.9018;1269.0;1215.0;1939.0;?;608.0
-200.0;?;112.0;?;53.1;17.3;?;?;?;?;1929.0;1319.0;624.0
-200.0;6.1;170.0;?;50.8;28.6;26.5;1.7334;1546.0;?;2265.0;1649.0;493.0
?;?;?;?;?;?;25.1;1.7511;1571.0;1593.0;2409.0;1686.0;?
-200.0;4.4;?;443.0;58.9;20.1;23.9;1.7276;1312.0;1299.0;2016.0;1380.0;?
-200.0;1.9;93.0;219.0;?;9.2;23.1;1.7562;?;?;1635.0;1079.0;?
-200.0;?;74.0;203.0;67.3;?;?;1.7671;1127.0;989.0;1724.0;1096.0;752.0
-200.0;?;69.0;165.0;?;?;22.1;1.7441;?;923.0;1640.0;?;769.0
-200.0;1.6;109.0;339.0;70.1;8.6;21.1;?;1060.0;925.0;1649.0;1161.0;772.0
-200.0;0.8;55.0;103.0;67.1;4.8;21.9;1.7394;911.0;753.0;1496.0;865.0;934.0
-200.0;0.5;?;74.0;67.4;2.6;21.7;?;853.0;623.0;1421.0;?;1107.0
-200.0;?;-200.0;?;?;4.3;20.2;1.7229;915.0;725.0;1485.0;845.0;962.0
?;0.6;42.0;?;76.0;4.5;19.1;1.6668;897.0;738.0;1471.0;843.0;?
-200.0;0.9;50.0;180.0;75.4;?;19.4;?;976.0;840.0;1562.0;964.0;844.0
-200.0;1.4;53.0;239.0;74.4;10.1;?;?;1066.0;?;1699.0;1065.0;740.0
-200.0;?;86.0;664.0;74.3;23.4;?;1.7083;1435.0;1387.0;2140.0;1467.0;544.0
?;4.1;81.0;525.0;?;25.0;?;1.7198;1420.0;1430.0;2194.0;1510.0;512.0
?;3.6;96.0;543.0;?;?;21.6;1.7254;1365.0;1341.0;2033.0;?;549.0
-200.0;?;96.0;390.0;59.1;13.0;22.9;1.633;1171.0;1083.0;1758.0;?;?
?;?;79.0;217.0;73.1;6.8;18.7;1.5608;982.0;850.0;1505.0;873.0;888.0
-200.0;1.7;95.0;248.0;58.3;10.0;21.1;?;1021.0;979.0;1580.0;958.0;798.0
-200.0;2.1;127.0;333.0;47.1;11.7;23.3;1.3281;1044.0;?;1609.0;1076.0;771.0
-200.0;1.7;102.0;279.0;47.9;9.8;22.9;?;1005.0;972.0;1514.0;952.0;834.0
-200.0;1.9;107.0;339.0;46.2;?;23.3;1.301;1021.0;985.0;?;?;816.0
-200.0;2.3;110.0;315.0;?;12.0;?;1.315;1064.0;?;1574.0;?;772.0
?;?;?;365.0;46.1;?;23.8;1.3373;1167.0;1231.0;1745.0;?;659.0
?;3.5;113.0;338.0;49.3;18.8;23.0;1.3689;1167.0;1263.0;1790.0;1212.0;640.0
-200.0;?;104.0;318.0;53.1;?;21.9;1.3787;1164.0;1227.0;1800.0;1193.0;658.0
-200.0;2.9;117.0;302.0;54.8;?;21.3;1.3742;1092.0;1110.0;1641.0;?;725.0
-200.0;?;94.0;214.0;55.2;9.4;?;?;?;955.0;?;926.0;?
-200.0;?;-200.0;-200.0;54.8;9.6;21.4;1.3813;966.0;964.0;1560.0;1231.0;858.0
-200.0;1.5;-200.0;-200.0;?;8.5;20.8;1.3925;?;922.0;?;?;?
-200.0;?;109.0;363.0;55.8;?;21.3;1.3974;944.0;1005.0;1633.0;1094.0;874.0
-200.0;0.8;72.0;178.0;?;?;21.4;1.3125;834.0;817.0;1408.0;?;1022.0
?;0.5;40.0;?;56.6;3.2;20.6;1.3583;796.0;667.0;1295.0;558.0;1162.0
-200.0;0.4;-200.0;-200.0;59.1;2.0;?;1.3694;777.0;585.0;1266.0;510.0;1305.0
?;0.3;23.0;32.0;61.9;1.2;?;?;?;521.0;1247.0;?;1451.0
-200.0;?;?;35.0;?;1.3;19.6;1.3346;755.0;?;1234.0;471.0;1472.0
-200.0;0.5;41.0;?;?;2.2;19.8;1.2941;800.0;598.0;1278.0;529.0;?
?;2.4;99.0;456.0;?;?;20.2;1.3043;?;1136.0;1708.0;?;737.0
-200.0;2.2;91.0;342.0;57.8;9.7;19.7;1.3112;1036.0;965.0;1544.0;?;?
-200.0;?;81.0;239.0;53.1;6.7;20.2;1.2442;926.0;?;?;?;979.0
-200.0;1.6;95.0;337.0;47.0;7.6;22.0;1.2259;?;881.0;1417.0;901.0;932.0
-200.0;?;113.0;351.0;?;8.6;23.5;1.1884;?;926.0;1460.0;949.0;902.0
-200.0;1.6;89.0;209.0;?;9.0;?;1.1417;962.0;940.0;1441.0;855.0;889.0
-200.0;2.1;88.0;257.0;?;10.7;?;1.15;?;1004.0;1490.0;911.0;832.0
-200.0;1.1;81.0;169.0;42.8;6.3;23.2;1.2017;893.0;828.0;1357.0;672.0;988.0
-200.0;1.6;?;216.0;43.2;9.4;23.6;1.2433;990.0;956.0;1476.0;?;872.0
?;2.4;115.0;?;40.8;12.5;?;1.1937;1071.0;1068.0;1556.0;988.0;?
-200.0;2.9;112.0;320.0;42.8;15.2;23.6;1.23;1140.0;1155.0;1660.0;?;?
-200.0;2.7;116.0;310.0;43.3;14.8;23.2;1.2161;1103.0;1143.0;1647.0;?;?
?;3.1;129.0;341.0;42.5;15.9;22.8;1.1608;1082.0;1178.0;1605.0;1077.0;?
-200.0;2.2;110.0;272.0;42.2;10.0;?;1.1209;991.0;977.0;1448.0;?;872.0
-200.0;?;105.0;229.0;43.0;6.9;22.1;1.1271;935.0;852.0;?;824.0;978.0
-200.0;1.2;90.0;?;42.7;5.5;22.2;1.1237;908.0;790.0;1317.0;717.0;?
-200.0;1.3;?;?;?;6.3;22.1;?;?;?;1331.0;734.0;1021.0
-200.0;1.4;?;?;43.5;6.7;22.1;1.1443;936.0;844.0;1365.0;?;?
-200.0;0.9;70.0;112.0;45.6;?;21.5;1.1528;?;694.0;1240.0;594.0;1153.0
-200.0;0.7;57.0;79.0;44.5;3.2;21.1;?;812.0;664.0;1215.0;518.0;1212.0
-200.0;?;-200.0;-200.0;47.1;2.4;20.4;1.1178;804.0;616.0;?;496.0;1271.0
-200.0;-200.0;45.0;62.0;45.9;2.7;20.6;1.0993;793.0;636.0;?;514.0;1213.0
-200.0;0.5;42.0;58.0;?;2.3;20.2;1.0899;775.0;609.0;?;468.0;?
-200.0;?;71.0;122.0;47.8;3.6;20.1;1.1144;835.0;690.0;1257.0;621.0;1183.0
